,MSEX US Equity,MSEX US Equity,MSEX US Equity,MSEX US Equity,MSEX US Equity
2021-03-14,73.478,74.7597,72.8372,74.6163,99807.0
2021-03-15,74.4058,75.4293,73.655,74.3389,127750.0
2021-03-16,74.6545,75.0276,73.8893,74.6354,103540.0
2021-03-17,74.6545,74.6545,73.2294,73.5163,60900.0
2021-03-18,73.6502,74.5493,73.1528,74.0137,75734.0
2021-03-19,74.0806,76.0128,72.7224,75.6493,361925.0
2021-03-20,74.0806,76.0128,72.7224,75.6493,361925.0
2021-03-21,74.0806,76.0128,72.7224,75.6493,361925.0
2021-03-22,75.6015,76.491,72.8372,74.4919,98265.0
2021-03-23,74.9319,75.788,74.3771,74.3771,81301.0
2021-03-24,74.8076,75.5632,73.8415,74.2911,87543.0
2021-03-25,74.0902,75.8023,73.3824,75.4102,78709.0
2021-03-26,75.9745,76.4048,74.8076,75.7545,53823.0
2021-03-27,75.9745,76.4048,74.8076,75.7545,53823.0
2021-03-28,75.9745,76.4048,74.8076,75.7545,53823.0
2021-03-29,75.8502,77.6292,75.5249,77.151,45903.0
2021-03-30,77.0171,77.084,74.6067,74.8363,88077.0
2021-03-31,75.018,75.6397,73.9668,75.5823,103390.0
2021-04-01,74.9941,76.4814,74.9606,75.6971,44489.0
2021-04-02,74.9941,76.4814,74.9606,75.6971,44489.0
2021-04-03,74.9941,76.4814,74.9606,75.6971,44489.0
2021-04-04,74.9941,76.4814,74.9606,75.6971,44489.0
2021-04-05,76.0988,76.8832,75.7919,76.3188,38680.0
2021-04-06,76.6536,76.6536,75.6493,76.3188,53634.0
2021-04-07,76.4814,76.5771,74.9319,75.2189,38408.0
2021-04-08,75.4867,76.0319,74.6163,75.7832,46273.0
2021-04-09,75.5823,76.3762,75.2093,76.2519,36817.0
2021-04-10,75.5823,76.3762,75.2093,76.2519,36817.0
2021-04-11,75.5823,76.3762,75.2093,76.2519,36817.0
2021-04-12,76.4623,78.3753,76.4623,77.7344,57475.0
2021-04-13,77.5336,78.3753,76.9215,78.3083,27792.0
2021-04-14,77.3519,77.9353,76.778,77.8492,48526.0
2021-04-15,77.7631,78.6049,77.5718,78.6049,53340.0
2021-04-16,79.1214,80.03,78.2988,79.3222,82378.0
2021-04-17,79.1214,80.03,78.2988,79.3222,82378.0
2021-04-18,79.1214,80.03,78.2988,79.3222,82378.0
2021-04-19,79.4083,79.4083,77.7823,78.7866,37865.0
2021-04-20,78.4136,80.03,78.4136,79.7718,37114.0
2021-04-21,79.6474,80.6613,79.3324,80.1257,29154.0
2021-04-22,79.8674,81.0631,79.8674,80.5083,42438.0
2021-04-23,81.0057,81.6561,80.1112,80.6996,30476.0
2021-04-24,81.0057,81.6561,80.1112,80.6996,30476.0
2021-04-25,81.0057,81.6561,80.1112,80.6996,30476.0
2021-04-26,81.1683,81.1683,79.452,79.5518,32954.0
2021-04-27,79.6953,79.6953,77.4763,78.1457,41574.0
2021-04-28,77.8205,78.2815,77.3279,77.6484,40121.0
2021-04-29,78.1266,78.8138,76.9836,78.0884,33636.0
2021-04-30,77.9257,78.7962,77.2562,78.4518,61896.0
2021-05-01,77.9257,78.7962,77.2562,78.4518,61896.0
2021-05-02,77.9257,78.7962,77.2562,78.4518,61896.0
2021-05-03,78.9301,79.5787,78.1553,78.5666,32276.0
2021-05-04,78.1457,78.2892,76.4719,77.2084,60619.0
2021-05-05,77.3901,77.3901,75.2954,76.3667,66560.0
2021-05-06,76.1467,76.6153,75.018,76.4527,60806.0
2021-05-07,76.1849,77.3805,75.6206,77.1606,55881.0
2021-05-08,76.1849,77.3805,75.6206,77.1606,55881.0
2021-05-09,76.1849,77.3805,75.6206,77.1606,55881.0
2021-05-10,77.2084,78.2127,76.8449,77.5432,73654.0
2021-05-11,76.7301,77.6101,75.7736,77.084,73645.0
2021-05-12,76.6345,76.7301,73.9467,74.205,61466.0
2021-05-13,74.7161,76.6838,74.7161,75.8583,52035.0
2021-05-14,76.4918,77.1349,76.3574,76.5302,45853.0
2021-05-15,76.4918,77.1349,76.3574,76.5302,45853.0
2021-05-16,76.4918,77.1349,76.3574,76.5302,45853.0
2021-05-17,76.5302,77.7013,75.7912,77.3845,69765.0
2021-05-18,77.0485,78.1236,76.3766,77.4133,54429.0
2021-05-19,77.1253,77.7972,76.5632,77.5765,46768.0
2021-05-20,77.7397,78.1812,76.7894,77.4325,47716.0
2021-05-21,77.8836,78.2196,76.895,77.2885,78600.0
2021-05-22,77.8836,78.2196,76.895,77.2885,78600.0
2021-05-23,77.8836,78.2196,76.895,77.2885,78600.0
2021-05-24,77.7588,78.0996,76.8998,77.6149,75965.0
2021-05-25,77.9892,83.614,77.0677,81.3967,407102.0
2021-05-26,81.2912,81.9247,79.3522,81.4831,1029833.0
2021-05-27,81.3008,81.7711,80.6672,81.4927,119307.0
2021-05-28,81.32,82.8269,81.32,82.5102,109556.0
2021-05-29,81.32,82.8269,81.32,82.5102,109556.0
2021-05-30,81.32,82.8269,81.32,82.5102,109556.0
2021-05-31,81.32,82.8269,81.32,82.5102,109556.0
2021-06-01,82.7598,83.2685,81.7519,82.155,106715.0
2021-06-02,82.4814,82.7982,81.3967,81.6463,69974.0
2021-06-03,81.2912,82.8749,81.0896,82.539,86923.0
2021-06-04,82.0015,83.0141,81.3871,82.347,102770.0
2021-06-05,82.0015,83.0141,81.3871,82.347,102770.0
2021-06-06,82.0015,83.0141,81.3871,82.347,102770.0
2021-06-07,82.347,84.3435,82.3374,84.2188,93118.0
2021-06-08,84.4203,84.7438,83.7772,84.4683,65292.0
2021-06-09,84.7083,85.049,83.2589,83.5564,102137.0
2021-06-10,83.854,84.0172,82.3662,82.7694,130360.0
2021-06-11,82.9901,83.7388,82.0207,83.4125,67032.0
2021-06-12,82.9901,83.7388,82.0207,83.4125,67032.0
2021-06-13,82.9901,83.7388,82.0207,83.4125,67032.0
2021-06-14,83.4125,84.2188,82.347,83.3741,97787.0
2021-06-15,83.6524,83.7868,82.395,82.9325,135799.0
2021-06-16,82.9709,83.6812,82.3374,82.8461,89864.0
2021-06-17,82.7118,84.4107,82.3758,83.7484,102452.0
2021-06-18,83.3933,83.3933,80.7248,80.8784,202312.0
2021-06-19,83.3933,83.3933,80.7248,80.8784,202312.0
2021-06-20,83.3933,83.3933,80.7248,80.8784,202312.0
2021-06-21,81.3967,82.5006,81.0512,82.3086,108059.0
2021-06-22,82.0879,82.9421,80.3313,80.8496,370955.0
2021-06-23,80.5905,80.5905,77.2501,78.7283,1188498.0
2021-06-24,79.3618,80.3985,78.7091,79.8226,143925.0
2021-06-25,79.7746,79.7746,78.4692,79.5442,544629.0
2021-06-26,79.7746,79.7746,78.4692,79.5442,544629.0
2021-06-27,79.7746,79.7746,78.4692,79.5442,544629.0
2021-06-28,79.8226,81.3488,79.6594,80.3793,88466.0
2021-06-29,80.4849,80.4849,78.5939,78.9395,65431.0
2021-06-30,79.1219,79.1507,78.258,78.45,77976.0
2021-07-01,79.0067,79.9857,78.7092,79.525,65539.0
2021-07-02,79.573,80.1393,78.9299,79.6306,76618.0
2021-07-03,79.573,80.1393,78.9299,79.6306,76618.0
2021-07-04,79.573,80.1393,78.9299,79.6306,76618.0
2021-07-05,79.573,80.1393,78.9299,79.6306,76618.0
2021-07-06,79.9569,79.9665,77.7636,79.2082,74968.0
2021-07-07,79.285,80.3889,78.9299,80.0721,72776.0
2021-07-08,79.3618,80.1585,79.1123,79.5058,48197.0
2021-07-09,79.8706,81.0032,79.7458,80.7728,82806.0
2021-07-10,79.8706,81.0032,79.7458,80.7728,82806.0
2021-07-11,79.8706,81.0032,79.7458,80.7728,82806.0
2021-07-12,80.5041,81.9631,79.5251,81.7999,140167.0
2021-07-13,91.3794,93.923,89.4212,92.9727,1712105.0
2021-07-14,92.9727,93.3855,83.8396,87.06,3638367.0
2021-07-15,86.4456,87.4247,85.0346,87.3575,290982.0
2021-07-16,88.1158,91.7825,87.7895,91.1778,329623.0
2021-07-17,88.1158,91.7825,87.7895,91.1778,329623.0
2021-07-18,88.1158,91.7825,87.7895,91.1778,329623.0
2021-07-19,90.5539,90.8898,88.4758,90.3523,207251.0
2021-07-20,89.9684,93.7886,89.9684,91.9937,161541.0
2021-07-21,92.4928,93.4671,91.389,91.6001,84027.0
2021-07-22,91.5713,91.6001,90.1219,91.293,84582.0
2021-07-23,91.7537,92.7664,90.7555,92.4832,82451.0
2021-07-24,91.7537,92.7664,90.7555,92.4832,82451.0
2021-07-25,91.7537,92.7664,90.7555,92.4832,82451.0
2021-07-26,93.0111,93.4717,91.0914,92.5888,78952.0
2021-07-27,92.32,94.8445,92.32,94.6045,61736.0
2021-07-28,94.7485,95.7276,94.259,95.3052,71739.0
2021-07-29,95.478,97.5897,95.469,97.1866,87665.0
2021-07-30,97.3881,99.1159,97.3881,97.6569,114482.0
2021-07-31,97.3881,99.1159,97.3881,97.6569,114482.0
2021-08-01,97.3881,99.1159,97.3881,97.6569,114482.0
2021-08-02,98.444,100.4981,97.4265,99.7302,143110.0
2021-08-03,99.5478,102.0531,98.732,102.0531,149030.0
2021-08-04,102.1299,103.5225,101.2564,102.6674,140853.0
2021-08-05,102.7346,105.7966,102.0147,105.6622,108116.0
2021-08-06,105.7486,106.4397,103.4449,104.0976,165441.0
2021-08-07,105.7486,106.4397,103.4449,104.0976,165441.0
2021-08-08,105.7486,106.4397,103.4449,104.0976,165441.0
2021-08-09,103.992,104.7503,100.4117,101.7267,163779.0
2021-08-10,101.8227,103.3777,101.0452,101.8419,97781.0
2021-08-11,101.7459,103.4497,101.2084,101.3332,94241.0
2021-08-12,101.836,102.5096,100.4983,102.1824,95191.0
2021-08-13,102.3557,104.7712,102.3557,104.7615,65581.0
2021-08-14,102.3557,104.7712,102.3557,104.7615,65581.0
2021-08-15,102.3557,104.7712,102.3557,104.7615,65581.0
2021-08-16,104.7615,105.2716,103.8377,104.5787,77702.0
2021-08-17,104.136,104.8097,100.5272,102.6636,177773.0
2021-08-18,102.6636,103.5105,101.018,101.2105,71842.0
2021-08-19,101.0276,102.4134,100.2577,102.2594,69206.0
2021-08-20,102.0573,104.1264,102.0573,103.7318,44951.0
2021-08-21,102.0573,104.1264,102.0573,103.7318,44951.0
2021-08-22,102.0573,104.1264,102.0573,103.7318,44951.0
2021-08-23,104.2611,105.4833,103.3276,103.9243,55667.0
2021-08-24,104.1264,104.136,102.2161,103.9435,56535.0
2021-08-25,103.9339,104.3477,103.164,103.8666,37640.0
2021-08-26,103.703,103.7799,102.8946,103.2891,49293.0
2021-08-27,103.6837,105.2331,102.885,103.0774,99742.0
2021-08-28,103.6837,105.2331,102.885,103.0774,99742.0
2021-08-29,103.6837,105.2331,102.885,103.0774,99742.0
2021-08-30,103.4624,105.8009,103.1448,105.5122,95552.0
2021-08-31,106.3398,108.7361,103.9917,105.2908,80356.0
2021-09-01,105.9452,109.0729,105.4737,108.2837,93251.0
2021-09-02,108.5725,110.2036,108.3511,109.1499,63431.0
2021-09-03,109.3135,109.3135,107.8603,108.3511,57809.0
2021-09-04,109.3135,109.3135,107.8603,108.3511,57809.0
2021-09-05,109.3135,109.3135,107.8603,108.3511,57809.0
2021-09-06,109.3135,109.3135,107.8603,108.3511,57809.0
2021-09-07,108.7072,108.8419,106.7873,108.1779,67891.0
2021-09-08,108.1779,111.5654,108.1779,110.9495,63413.0
2021-09-09,111.0649,112.0129,109.6599,109.8428,97822.0
2021-09-10,110.093,111.421,107.1241,107.408,69190.0
2021-09-11,110.093,111.421,107.1241,107.408,69190.0
2021-09-12,110.093,111.421,107.1241,107.408,69190.0
2021-09-13,108.2549,110.526,104.9155,105.4159,123012.0
2021-09-14,106.2436,106.8787,103.8136,104.7712,92787.0
2021-09-15,105.2427,106.3302,103.6336,104.0879,112202.0
2021-09-16,103.9628,106.1127,102.6829,103.0774,78580.0
2021-09-17,103.6933,105.7913,101.2682,101.759,534835.0
2021-09-18,103.6933,105.7913,101.2682,101.759,534835.0
2021-09-19,103.6933,105.7913,101.2682,101.759,534835.0
2021-09-20,100.7293,103.4335,100.6003,102.0188,88855.0
2021-09-21,102.346,104.2996,102.346,102.6829,95813.0
2021-09-22,102.7406,103.8858,102.2691,102.3653,79937.0
2021-09-23,102.7695,102.9716,100.7485,101.2008,116323.0
2021-09-24,101.095,101.7975,100.2577,100.7293,85324.0
2021-09-25,101.095,101.7975,100.2577,100.7293,85324.0
2021-09-26,101.095,101.7975,100.2577,100.7293,85324.0
2021-09-27,100.354,102.3172,99.8151,100.5368,94578.0
2021-09-28,100.4213,101.0276,98.3234,99.69,75834.0
2021-09-29,100.2481,101.4126,98.4966,99.7766,70887.0
2021-09-30,100.0268,101.5617,98.872,98.9104,62341.0
2021-10-01,99.0259,99.7621,96.9473,98.1598,88132.0
2021-10-02,99.0259,99.7621,96.9473,98.1598,88132.0
2021-10-03,99.0259,99.7621,96.9473,98.1598,88132.0
2021-10-04,97.5824,100.6619,97.2167,100.431,64595.0
2021-10-05,100.3059,101.7205,99.7477,100.7582,71461.0
2021-10-06,100.5657,102.6251,99.7381,102.346,92649.0
2021-10-07,102.8561,105.1767,101.4895,101.6724,101242.0
2021-10-08,101.7205,102.0573,99.5937,100.5464,57037.0
2021-10-09,101.7205,102.0573,99.5937,100.5464,57037.0
2021-10-10,101.7205,102.0573,99.5937,100.5464,57037.0
2021-10-11,100.5753,101.2297,98.9778,99.8247,48389.0
2021-10-12,100.3347,101.7205,100.2577,100.7293,42028.0
2021-10-13,100.8833,101.4126,99.4205,100.8448,61262.0
2021-10-14,101.9996,103.1833,101.1479,102.0862,82353.0
2021-10-15,102.7887,103.241,101.3741,101.4511,80249.0
2021-10-16,102.7887,103.241,101.3741,101.4511,80249.0
2021-10-17,102.7887,103.241,101.3741,101.4511,80249.0
2021-10-18,100.9988,102.654,99.9314,102.0766,59333.0
2021-10-19,102.6059,102.9655,100.8544,101.4511,53877.0
2021-10-20,101.5858,103.0871,101.2201,101.7783,46482.0
2021-10-21,102.5193,105.7434,101.1046,102.8657,74416.0
2021-10-22,102.7214,104.6557,102.4134,104.1649,50608.0
2021-10-23,102.7214,104.6557,102.4134,104.1649,50608.0
2021-10-24,102.7214,104.6557,102.4134,104.1649,50608.0
2021-10-25,104.7038,106.513,103.4239,104.8963,87448.0
2021-10-26,104.9444,105.5699,104.2226,104.7423,73670.0
2021-10-27,105.0214,105.1946,102.8657,102.9523,72931.0
2021-10-28,102.9908,105.1176,102.6732,104.8674,95998.0
2021-10-29,104.1456,106.2917,103.0967,105.9741,95425.0
2021-10-30,104.1456,106.2917,103.0967,105.9741,95425.0
2021-10-31,104.1456,106.2917,103.0967,105.9741,95425.0
2021-11-01,103.2218,104.29,96.2447,97.3129,214514.0
2021-11-02,97.7941,98.054,96.0619,96.9473,119708.0
2021-11-03,98.2464,99.1029,95.7154,97.6786,110719.0
2021-11-04,97.9192,98.564,96.9473,97.823,69146.0
2021-11-05,98.9104,100.7774,97.9577,99.4782,109861.0
2021-11-06,98.9104,100.7774,97.9577,99.4782,109861.0
2021-11-07,98.9104,100.7774,97.9577,99.4782,109861.0
2021-11-08,98.0443,99.0933,95.292,98.9201,144639.0
2021-11-09,99.7284,100.3828,98.7565,99.1222,77640.0
2021-11-10,99.4879,102.0285,99.4879,101.5665,67403.0
2021-11-11,101.8456,101.8456,100.5513,101.2875,48777.0
2021-11-12,101.9419,102.5481,100.7485,101.6435,26335.0
2021-11-13,101.9419,102.5481,100.7485,101.6435,26335.0
2021-11-14,101.9419,102.5481,100.7485,101.6435,26335.0
2021-11-15,102.1261,102.6375,101.2672,101.769,77901.0
2021-11-16,101.9813,103.0235,101.7256,102.6086,55292.0
2021-11-17,102.5217,104.2201,101.8849,103.6701,79162.0
2021-11-18,103.921,103.921,102.4831,103.6218,72173.0
2021-11-19,103.6218,107.7231,103.6218,106.7195,84543.0
2021-11-20,103.6218,107.7231,103.6218,106.7195,84543.0
2021-11-21,103.6218,107.7231,103.6218,106.7195,84543.0
2021-11-22,106.8063,110.097,106.3528,107.202,69295.0
2021-11-23,107.588,107.588,105.243,105.8896,53670.0
2021-11-24,106.3045,107.009,102.7533,103.0139,63941.0
2021-11-25,106.3045,107.009,102.7533,103.0139,63941.0
2021-11-26,101.5471,102.8932,98.6424,100.9102,88713.0
2021-11-27,101.5471,102.8932,98.6424,100.9102,88713.0
2021-11-28,101.5471,102.8932,98.6424,100.9102,88713.0
2021-11-29,101.8366,102.6375,100.6496,101.9138,76811.0
2021-11-30,101.5857,102.2033,98.9705,99.4337,91973.0
2021-12-01,100.4566,102.3191,97.4651,97.7643,101206.0
2021-12-02,98.4687,100.9488,97.8849,100.1382,97736.0
2021-12-03,100.8812,101.3058,97.9284,99.1539,71578.0
2021-12-04,100.8812,101.3058,97.9284,99.1539,71578.0
2021-12-05,100.8812,101.3058,97.9284,99.1539,71578.0
2021-12-06,99.9355,100.0996,98.3433,99.3951,71823.0
2021-12-07,100.3891,100.6979,98.7196,99.6074,78973.0
2021-12-08,99.5592,100.4904,98.874,99.5592,62527.0
2021-12-09,99.5592,99.5592,96.7028,96.7221,68426.0
2021-12-10,97.4651,100.418,96.0614,97.1274,79872.0
2021-12-11,97.4651,100.418,96.0614,97.1274,79872.0
2021-12-12,97.4651,100.418,96.0614,97.1274,79872.0
2021-12-13,94.6859,99.3662,94.6859,97.9573,165640.0
2021-12-14,97.9573,98.5102,96.3457,96.5773,97355.0
2021-12-15,96.9247,99.371,96.3457,98.0731,219353.0
2021-12-16,98.5845,102.7002,98.5845,100.3987,153388.0
2021-12-17,99.7329,105.9378,99.5785,104.5096,650003.0
2021-12-18,99.7329,105.9378,99.5785,104.5096,650003.0
2021-12-19,99.7329,105.9378,99.5785,104.5096,650003.0
2021-12-20,100.0127,105.8847,99.5688,105.079,156772.0
2021-12-21,105.4746,107.3178,104.5723,106.7774,117215.0
2021-12-22,106.9318,109.5373,106.6519,109.3636,73601.0
2021-12-23,109.9136,110.8497,107.8099,108.4951,74651.0
2021-12-24,109.9136,110.8497,107.8099,108.4951,74651.0
2021-12-25,109.9136,110.8497,107.8099,108.4951,74651.0
2021-12-26,109.9136,110.8497,107.8099,108.4951,74651.0
2021-12-27,108.7556,109.9281,107.7617,109.711,80317.0
2021-12-28,109.8847,110.4347,108.3889,109.7206,66763.0
2021-12-29,110.068,113.2139,110.0101,112.4419,91487.0
2021-12-30,112.6446,115.1922,112.4419,114.7579,111469.0
2021-12-31,114.5939,117.1752,114.5063,116.0896,91246.0
2022-01-01,114.5939,117.1752,114.5063,116.0896,91246.0
2022-01-02,114.5939,117.1752,114.5063,116.0896,91246.0
2022-01-03,115.8966,116.8616,113.1464,114.9606,124741.0
2022-01-04,114.3044,116.2295,114.3044,114.7869,173331.0
2022-01-05,113.9087,115.1246,113.8315,114.2079,118443.0
2022-01-06,113.8701,114.4829,111.9884,112.3937,138083.0
2022-01-07,111.5252,111.5252,108.1477,108.2731,120009.0
2022-01-08,111.5252,111.5252,108.1477,108.2731,120009.0
2022-01-09,111.5252,111.5252,108.1477,108.2731,120009.0
2022-01-10,106.7484,107.3274,105.1369,105.7738,90740.0
2022-01-11,105.6001,105.6001,103.4578,104.5675,76676.0
2022-01-12,104.5289,104.6833,103.0042,103.0235,63569.0
2022-01-13,102.6472,103.1297,100.5821,101.0356,79285.0
2022-01-14,101.0356,101.0356,97.9072,98.5266,80545.0
2022-01-15,101.0356,101.0356,97.9072,98.5266,80545.0
2022-01-16,101.0356,101.0356,97.9072,98.5266,80545.0
2022-01-17,101.0356,101.0356,97.9072,98.5266,80545.0
2022-01-18,97.7739,98.4108,94.8789,95.4386,132140.0
2022-01-19,95.4772,96.0755,94.0972,94.4446,120964.0
2022-01-20,95.1974,97.2432,94.4253,95.4193,118174.0
2022-01-21,94.8693,96.8475,94.3385,94.4543,103852.0
2022-01-22,94.8693,96.8475,94.3385,94.4543,103852.0
2022-01-23,94.8693,96.8475,94.3385,94.4543,103852.0
2022-01-24,93.8849,96.1238,92.3892,95.3904,121500.0
2022-01-25,94.8982,101.6436,94.8982,99.9162,409881.0
2022-01-26,99.9934,100.7654,95.429,96.8089,216270.0
2022-01-27,97.0888,100.5821,95.7957,95.9597,234889.0
2022-01-28,95.7088,97.2673,94.7245,96.4808,250494.0
2022-01-29,95.7088,97.2673,94.7245,96.4808,250494.0
2022-01-30,95.7088,97.2673,94.7245,96.4808,250494.0
2022-01-31,96.3554,99.1732,95.5351,97.6967,1472041.0
2022-02-01,97.5037,98.8547,93.8951,96.1624,153649.0
2022-02-02,96.0466,97.0598,94.3578,94.4929,110527.0
2022-02-03,93.7402,95.429,93.0743,93.248,100624.0
2022-02-04,92.7076,94.5604,91.2505,93.7402,122037.0
2022-02-05,92.7076,94.5604,91.2505,93.7402,122037.0
2022-02-06,92.7076,94.5604,91.2505,93.7402,122037.0
2022-02-07,93.7016,95.1762,93.5472,93.7981,126174.0
2022-02-08,94.2999,98.3915,94.213,95.043,78007.0
2022-02-09,95.4,95.6606,93.3735,93.9042,83074.0
2022-02-10,93.1226,94.4543,91.7137,92.3216,106362.0
2022-02-11,92.9217,93.8994,92.3894,93.2315,118094.0
2022-02-12,92.9217,93.8994,92.3894,93.2315,118094.0
2022-02-13,92.9217,93.8994,92.3894,93.2315,118094.0
2022-02-14,94.0833,94.1317,92.3507,93.4154,125411.0
2022-02-15,93.6477,94.2962,92.1942,93.2121,109809.0
2022-02-16,93.6961,93.6961,91.5473,93.2412,131050.0
2022-02-17,93.1734,94.3059,92.4959,93.7058,64534.0
2022-02-18,93.4347,94.2914,92.9508,93.7348,86637.0
2022-02-19,93.4347,94.2914,92.9508,93.7348,86637.0
2022-02-20,93.4347,94.2914,92.9508,93.7348,86637.0
2022-02-21,93.4347,94.2914,92.9508,93.7348,86637.0
2022-02-22,93.851,95.4916,93.1347,94.6931,65677.0
2022-02-23,94.5576,95.3513,92.2442,92.7766,72770.0
2022-02-24,92.2732,94.7995,91.8183,94.7511,79426.0
2022-02-25,94.7995,96.8419,93.7162,95.1577,69588.0
2022-02-26,94.7995,96.8419,93.7162,95.1577,69588.0
2022-02-27,94.7995,96.8419,93.7162,95.1577,69588.0
2022-02-28,94.8092,96.9871,92.9426,96.7838,194356.0
2022-03-01,97.0161,98.9617,96.0288,96.4837,173493.0
2022-03-02,96.6483,97.4904,95.9127,97.4517,102628.0
2022-03-03,98.1389,100.7136,97.6203,100.3264,87801.0
2022-03-04,100.2587,103.5497,99.3537,103.1335,105951.0
2022-03-05,100.2587,103.5497,99.3537,103.1335,105951.0
2022-03-06,100.2587,103.5497,99.3537,103.1335,105951.0
2022-03-07,103.3174,103.5981,101.9429,103.2012,122061.0
2022-03-08,103.8594,103.8788,99.7555,100.5587,137315.0
2022-03-09,100.9556,101.1298,98.5164,99.1262,93857.0
2022-03-10,98.439,98.9036,96.5418,97.5582,61794.0
2022-03-11,97.7614,97.8001,95.6707,96.203,93262.0
2022-03-12,97.7614,97.8001,95.6707,96.203,93262.0
2022-03-13,97.7614,97.8001,95.6707,96.203,93262.0
2022-03-14,96.7354,96.7354,94.2091,95.3416,121265.0
2022-03-15,95.7675,98.0324,95.6223,97.6162,106762.0
2022-03-16,97.2775,97.8679,95.5642,96.3579,142160.0
2022-03-17,96.1546,99.7989,96.1546,99.0681,80188.0
2022-03-18,99.6973,100.7136,99.2617,100.1619,186033.0
2022-03-19,99.6973,100.7136,99.2617,100.1619,186033.0
2022-03-20,99.6973,100.7136,99.2617,100.1619,186033.0
2022-03-21,99.6295,100.7788,99.5183,100.3168,59069.0
2022-03-22,100.7233,101.0427,98.6326,98.8842,51942.0
2022-03-23,99.5231,99.5231,96.9096,97.1323,51519.0
2022-03-24,97.0548,100.2974,97.0548,99.0778,56992.0
2022-03-25,99.5424,101.004,98.8552,99.2133,38681.0
2022-03-26,99.5424,101.004,98.8552,99.2133,38681.0
2022-03-27,99.5424,101.004,98.8552,99.2133,38681.0
2022-03-28,99.0294,99.9248,98.3615,99.4166,47106.0
2022-03-29,99.8134,102.8431,98.981,102.301,84146.0
2022-03-30,102.1752,103.3851,101.6912,102.0687,69324.0
2022-03-31,101.5557,103.5255,101.5557,101.7977,82124.0
2022-04-01,101.73,105.9985,101.73,105.5533,148986.0
2022-04-02,101.73,105.9985,101.73,105.5533,148986.0
2022-04-03,101.73,105.9985,101.73,105.5533,148986.0
2022-04-04,104.7983,104.7983,99.465,100.1522,146400.0
2022-04-05,99.8522,102.4365,99.8522,100.2684,67041.0
2022-04-06,100.1813,102.3107,99.6053,101.7009,57360.0
2022-04-07,101.7106,102.514,99.949,100.3168,89294.0
2022-04-08,100.007,100.6555,97.8098,98.4293,136626.0
2022-04-09,100.007,100.6555,97.8098,98.4293,136626.0
2022-04-10,100.007,100.6555,97.8098,98.4293,136626.0
2022-04-11,98.6035,99.1649,97.2,97.926,63326.0
2022-04-12,98.0324,99.3343,97.4226,97.6743,58363.0
2022-04-13,98.226,98.226,95.1286,95.9127,77988.0
2022-04-14,96.174,96.174,92.2345,92.6701,74158.0
2022-04-15,96.174,96.174,92.2345,92.6701,74158.0
2022-04-16,96.174,96.174,92.2345,92.6701,74158.0
2022-04-17,96.174,96.174,92.2345,92.6701,74158.0
2022-04-18,92.2442,92.4785,89.955,90.6084,63149.0
2022-04-19,90.7342,93.2799,90.3277,91.1698,69081.0
2022-04-20,91.3247,94.1171,91.1832,92.8733,54968.0
2022-04-21,92.7185,94.0639,90.9956,91.1311,60433.0
2022-04-22,91.1311,92.8927,90.4729,91.1214,69334.0
2022-04-23,91.1311,92.8927,90.4729,91.1214,69334.0
2022-04-24,91.1311,92.8927,90.4729,91.1214,69334.0
2022-04-25,91.2763,92.6701,87.8304,89.4856,97688.0
2022-04-26,89.0113,89.8437,87.4045,88.0046,75600.0
2022-04-27,87.9562,88.6048,85.972,86.3591,140251.0
2022-04-28,86.9883,88.2466,86.3301,87.1722,92389.0
2022-04-29,87.4045,87.4045,84.8879,86.0978,334994.0
2022-04-30,87.4045,87.4045,84.8879,86.0978,334994.0
2022-05-01,87.4045,87.4045,84.8879,86.0978,334994.0
2022-05-02,84.9847,87.9369,82.4293,82.7875,192344.0
2022-05-03,83.1746,85.5267,82.2745,84.1232,73563.0
2022-05-04,83.8425,86.2236,83.3102,86.1752,87198.0
2022-05-05,85.2363,85.4009,83.3392,83.8909,74546.0
2022-05-06,84.2878,85.759,83.136,85.5364,86331.0
2022-05-07,84.2878,85.759,83.136,85.5364,86331.0
2022-05-08,84.2878,85.759,83.136,85.5364,86331.0
2022-05-09,84.7427,85.6719,83.9587,85.4106,116424.0
2022-05-10,85.4396,86.8915,83.2714,85.3622,91831.0
2022-05-11,84.3071,87.1045,84.3071,85.7881,59253.0
2022-05-12,85.8463,87.9245,85.6036,87.4681,82610.0
2022-05-13,87.5069,88.8859,87.4001,88.546,69974.0
2022-05-14,87.5069,88.8859,87.4001,88.546,69974.0
2022-05-15,87.5069,88.8859,87.4001,88.546,69974.0
2022-05-16,88.3712,89.0316,86.6426,86.9922,91390.0
2022-05-17,87.1865,87.1865,84.7927,86.4484,97714.0
2022-05-18,86.2639,87.9439,85.05,85.8852,129117.0
2022-05-19,85.8658,87.0796,84.6082,86.4776,126886.0
2022-05-20,87.0408,87.1282,84.8752,86.7106,57196.0
2022-05-21,87.0408,87.1282,84.8752,86.7106,57196.0
2022-05-22,87.0408,87.1282,84.8752,86.7106,57196.0
2022-05-23,86.9922,87.5641,85.5453,86.2154,79056.0
2022-05-24,86.1765,86.5213,84.4576,86.3707,141362.0
2022-05-25,86.3222,87.1282,84.5693,84.9043,114878.0
2022-05-26,85.3705,85.3705,81.5152,81.7871,101296.0
2022-05-27,82.0007,84.7393,81.6511,84.5645,121285.0
2022-05-28,82.0007,84.7393,81.6511,84.5645,121285.0
