,AL US Equity,AL US Equity,AL US Equity,AL US Equity,AL US Equity
2021-05-19,42.2995,43.4716,41.8363,43.2447,701062.0
2021-05-20,43.1691,43.4243,42.1265,42.8194,988413.0
2021-05-21,43.2353,43.7646,42.7627,42.9612,1103989.0
2021-05-22,43.2353,43.7646,42.7627,42.9612,1103989.0
2021-05-23,43.2353,43.7646,42.7627,42.9612,1103989.0
2021-05-24,43.1218,43.4621,42.4224,43.2258,554850.0
2021-05-25,43.2825,43.8969,43.1029,43.1502,988316.0
2021-05-26,43.2825,44.7618,43.1502,44.5303,728421.0
2021-05-27,45.2675,45.6171,43.9726,44.5019,886355.0
2021-05-28,44.483,44.5822,43.6417,44.483,379106.0
2021-05-29,44.483,44.5822,43.6417,44.483,379106.0
2021-05-30,44.483,44.5822,43.6417,44.483,379106.0
2021-05-31,44.483,44.5822,43.6417,44.483,379106.0
2021-06-01,44.8894,45.967,44.7193,45.5606,539366.0
2021-06-02,45.8158,45.9387,44.7004,44.8422,453840.0
2021-06-03,44.6815,44.6815,43.7126,44.1522,600508.0
2021-06-04,44.3223,44.4546,43.6843,44.1238,340440.0
2021-06-05,44.3223,44.4546,43.6843,44.1238,340440.0
2021-06-06,44.3223,44.4546,43.6843,44.1238,340440.0
2021-06-07,44.1807,44.5933,43.844,44.323,228177.0
2021-06-08,44.1712,45.0628,43.7255,44.8542,346560.0
2021-06-09,44.8636,44.8636,43.678,43.697,300497.0
2021-06-10,44.2092,44.2187,43.1326,43.3081,422528.0
2021-06-11,43.365,43.9152,43.1279,43.8677,458023.0
2021-06-12,43.365,43.9152,43.1279,43.8677,458023.0
2021-06-13,43.365,43.9152,43.1279,43.8677,458023.0
2021-06-14,43.7065,43.9341,43.0947,43.4124,534583.0
2021-06-15,43.4978,44.0764,43.2322,43.8108,335419.0
2021-06-16,43.5642,43.5642,42.464,42.9856,501093.0
2021-06-17,43.1469,43.2133,40.7851,41.5724,863990.0
2021-06-18,40.8326,41.2309,40.1876,40.2065,710925.0
2021-06-19,40.8326,41.2309,40.1876,40.2065,710925.0
2021-06-20,40.8326,41.2309,40.1876,40.2065,710925.0
2021-06-21,40.7851,41.9802,40.6144,41.781,417390.0
2021-06-22,41.4965,41.5629,41.0412,41.3353,279010.0
2021-06-23,41.4775,41.8569,41.1645,41.2119,287133.0
2021-06-24,41.4016,42.1984,40.8136,42.0846,542191.0
2021-06-25,42.407,42.9477,41.8854,42.1794,1037781.0
2021-06-26,42.407,42.9477,41.8854,42.1794,1037781.0
2021-06-27,42.407,42.9477,41.8854,42.1794,1037781.0
2021-06-28,41.6103,41.7336,39.9599,40.4247,514214.0
2021-06-29,40.4626,40.7756,39.5236,39.5805,431782.0
2021-06-30,39.5142,39.9315,39.2675,39.59,1242571.0
2021-07-01,39.941,40.3962,39.5018,40.235,430436.0
2021-07-02,40.1876,40.235,39.8556,40.0453,231535.0
2021-07-03,40.1876,40.235,39.8556,40.0453,231535.0
2021-07-04,40.1876,40.235,39.8556,40.0453,231535.0
2021-07-05,40.1876,40.235,39.8556,40.0453,231535.0
2021-07-06,39.8651,39.8746,38.2811,38.9356,619768.0
2021-07-07,38.6131,39.443,38.4945,39.0209,499904.0
2021-07-08,38.2432,39.8651,37.3658,38.651,826531.0
2021-07-09,39.3719,40.1307,39.1537,40.0643,473866.0
2021-07-10,39.3719,40.1307,39.1537,40.0643,473866.0
2021-07-11,39.3719,40.1307,39.1537,40.0643,473866.0
2021-07-12,39.2675,40.0832,39.2296,39.9505,451867.0
2021-07-13,39.6185,39.7892,38.9783,39.1632,345568.0
2021-07-14,39.5236,39.922,38.5277,39.0968,398435.0
2021-07-15,38.67,39.6185,38.67,39.3624,417108.0
2021-07-16,39.7702,39.7797,38.0345,38.2052,715593.0
2021-07-17,39.7702,39.7797,38.0345,38.2052,715593.0
2021-07-18,39.7702,39.7797,38.0345,38.2052,715593.0
2021-07-19,37.2188,37.8733,36.3367,36.9437,1067272.0
2021-07-20,36.8584,39.3719,36.8489,39.0873,757502.0
2021-07-21,39.3908,40.5575,39.3434,39.7892,442411.0
2021-07-22,39.8366,39.8366,38.6226,39.1727,425450.0
2021-07-23,39.3245,39.6469,38.5182,39.0304,518633.0
2021-07-24,39.3245,39.6469,38.5182,39.0304,518633.0
2021-07-25,39.3245,39.6469,38.5182,39.0304,518633.0
2021-07-26,39.2675,39.7797,38.983,39.3908,386072.0
2021-07-27,38.7459,39.3055,38.4708,39.2296,409304.0
2021-07-28,39.59,40.2445,39.1632,39.8651,441035.0
2021-07-29,40.4057,40.8893,40.1971,40.3393,273889.0
2021-07-30,39.8461,40.4437,39.4999,40.1781,544471.0
2021-07-31,39.8461,40.4437,39.4999,40.1781,544471.0
2021-08-01,39.8461,40.4437,39.4999,40.1781,544471.0
2021-08-02,40.5101,41.3542,39.4762,39.9315,665904.0
2021-08-03,39.8746,40.3583,38.7459,40.3204,662527.0
2021-08-04,39.7228,40.1686,39.296,39.941,1077760.0
2021-08-05,40.2065,41.1171,39.8556,40.9843,553712.0
2021-08-06,41.0697,41.6103,38.5751,40.3583,1032618.0
2021-08-07,41.0697,41.6103,38.5751,40.3583,1032618.0
2021-08-08,41.0697,41.6103,38.5751,40.3583,1032618.0
2021-08-09,39.8651,39.8651,38.6036,39.59,1116320.0
2021-08-10,39.5711,40.3962,39.4193,40.3488,328807.0
2021-08-11,40.6144,41.3068,39.8177,41.2594,381572.0
2021-08-12,41.0223,41.2878,40.567,41.2689,375690.0
2021-08-13,41.3258,41.4301,41.0412,41.2594,440253.0
2021-08-14,41.3258,41.4301,41.0412,41.2594,440253.0
2021-08-15,41.3258,41.4301,41.0412,41.2594,440253.0
2021-08-16,40.9653,41.1076,40.2824,40.88,959983.0
2021-08-17,40.3109,40.6334,39.6564,40.2635,806490.0
2021-08-18,40.0927,40.3204,39.2486,39.2675,1381202.0
2021-08-19,38.8028,38.8692,37.7594,38.044,725813.0
2021-08-20,37.8638,38.1673,37.6172,37.9776,363450.0
2021-08-21,37.8638,38.1673,37.6172,37.9776,363450.0
2021-08-22,37.8638,38.1673,37.6172,37.9776,363450.0
2021-08-23,38.3949,38.5941,37.7974,37.8638,790804.0
2021-08-24,37.8922,39.1632,37.8922,38.8407,704223.0
2021-08-25,38.9451,39.8366,38.4325,39.1632,1704068.0
2021-08-26,39.0209,39.1917,37.3468,37.5603,618409.0
2021-08-27,37.5603,38.5087,37.5603,38.2906,660210.0
2021-08-28,37.5603,38.5087,37.5603,38.2906,660210.0
2021-08-29,37.5603,38.5087,37.5603,38.2906,660210.0
2021-08-30,38.4518,38.4518,37.6598,37.7689,580518.0
2021-08-31,37.6077,38.1199,37.4939,37.693,395237.0
2021-09-01,37.7689,38.044,37.3706,37.4275,418740.0
2021-09-02,37.5792,38.3001,37.4844,38.044,618426.0
2021-09-03,38.357,38.8881,38.1294,38.4993,686822.0
2021-09-04,38.357,38.8881,38.1294,38.4993,686822.0
2021-09-05,38.357,38.8881,38.1294,38.4993,686822.0
2021-09-06,38.357,38.8881,38.1294,38.4993,686822.0
2021-09-07,38.2621,38.8123,37.4607,37.5887,441846.0
2021-09-08,37.5033,37.7784,36.5738,37.0006,355225.0
2021-09-09,36.953,38.2006,36.7721,37.5911,698461.0
2021-09-10,37.8768,37.8768,36.5721,36.5911,371466.0
2021-09-11,37.8768,37.8768,36.5721,36.5911,371466.0
2021-09-12,37.8768,37.8768,36.5721,36.5911,371466.0
2021-09-13,36.9054,37.6102,36.1054,37.3244,553432.0
2021-09-14,37.4578,37.7054,36.4863,36.9149,618143.0
2021-09-15,36.9149,37.5244,36.7435,37.2673,491368.0
2021-09-16,37.4102,37.5054,36.8482,36.8578,374252.0
2021-09-17,36.7911,37.0102,35.8578,36.0101,1476893.0
2021-09-18,36.7911,37.0102,35.8578,36.0101,1476893.0
2021-09-19,36.7911,37.0102,35.8578,36.0101,1476893.0
2021-09-20,34.9815,36.1625,34.7815,35.953,678774.0
2021-09-21,36.2578,36.5721,34.9435,34.9911,917195.0
2021-09-22,35.553,36.353,35.5244,35.6006,463885.0
2021-09-23,35.8387,37.3149,35.753,36.9149,581216.0
2021-09-24,36.6959,37.4864,36.6959,36.9435,346270.0
2021-09-25,36.6959,37.4864,36.6959,36.9435,346270.0
2021-09-26,36.6959,37.4864,36.6959,36.9435,346270.0
2021-09-27,37.1625,38.5626,37.1625,37.8102,560402.0
2021-09-28,37.8673,38.3245,37.4673,37.9721,535700.0
2021-09-29,38.1626,38.3911,37.8625,38.0292,387836.0
2021-09-30,38.0292,38.4768,37.3907,37.4673,452466.0
2021-10-01,37.953,39.8673,37.6959,39.7626,703077.0
2021-10-02,37.953,39.8673,37.6959,39.7626,703077.0
2021-10-03,37.953,39.8673,37.6959,39.7626,703077.0
2021-10-04,39.7626,40.1816,38.6864,38.7054,838116.0
2021-10-05,38.8388,39.5245,38.1816,39.2007,560089.0
2021-10-06,38.7626,39.8102,38.2864,39.7816,554915.0
2021-10-07,40.1912,40.334,39.6864,39.9054,753469.0
2021-10-08,39.9626,40.1911,39.4673,39.8578,423883.0
2021-10-09,39.9626,40.1911,39.4673,39.8578,423883.0
2021-10-10,39.9626,40.1911,39.4673,39.8578,423883.0
2021-10-11,40.0483,40.515,39.4673,39.5721,412730.0
2021-10-12,39.5054,39.9721,39.0959,39.715,291387.0
2021-10-13,39.6959,39.9626,38.9959,39.8102,607268.0
2021-10-14,40.0769,40.315,39.5531,40.0102,575828.0
2021-10-15,40.4769,40.6864,40.0197,40.2483,493564.0
2021-10-16,40.4769,40.6864,40.0197,40.2483,493564.0
2021-10-17,40.4769,40.6864,40.0197,40.2483,493564.0
2021-10-18,39.8864,40.2102,39.6102,39.915,505678.0
2021-10-19,40.1816,40.2293,39.1578,39.4292,665610.0
2021-10-20,39.4388,40.4388,39.0864,39.9531,571990.0
2021-10-21,39.715,40.0197,39.2483,39.6292,689228.0
2021-10-22,39.5245,40.0197,39.315,39.7531,400832.0
2021-10-23,39.5245,40.0197,39.315,39.7531,400832.0
2021-10-24,39.5245,40.0197,39.315,39.7531,400832.0
2021-10-25,39.8959,40.4864,39.5245,39.8578,468203.0
2021-10-26,39.9435,40.4007,39.4673,40.2864,735025.0
2021-10-27,40.1531,40.3626,38.7721,38.953,780553.0
2021-10-28,38.934,39.315,38.4483,39.0483,637407.0
2021-10-29,39.0483,39.1816,37.8802,38.1435,1002537.0
2021-10-30,39.0483,39.1816,37.8802,38.1435,1002537.0
2021-10-31,39.0483,39.1816,37.8802,38.1435,1002537.0
2021-11-01,38.3721,40.8293,38.1816,40.5816,491949.0
2021-11-02,40.6197,41.7912,40.2483,41.5721,623774.0
2021-11-03,41.5721,42.5722,41.2864,42.3817,635037.0
2021-11-04,42.7055,42.7055,40.8959,40.8959,732528.0
2021-11-05,43.8865,48.5627,43.7055,46.6579,1419292.0
2021-11-06,43.8865,48.5627,43.7055,46.6579,1419292.0
2021-11-07,43.8865,48.5627,43.7055,46.6579,1419292.0
2021-11-08,46.9818,47.3722,46.1627,47.2579,873119.0
2021-11-09,47.1437,47.6389,46.877,47.2865,551303.0
2021-11-10,47.2294,47.5056,46.4294,46.8103,751752.0
2021-11-11,46.7437,46.7437,45.3341,45.4865,624393.0
2021-11-12,45.3436,46.2675,44.8198,45.1817,515062.0
2021-11-13,45.3436,46.2675,44.8198,45.1817,515062.0
2021-11-14,45.3436,46.2675,44.8198,45.1817,515062.0
2021-11-15,45.5532,45.7055,44.6579,44.7722,366206.0
2021-11-16,44.715,44.9341,43.9912,44.1817,316066.0
2021-11-17,43.8484,44.0007,43.0484,43.8769,310517.0
2021-11-18,43.9722,44.2258,43.0388,43.3341,702060.0
2021-11-19,42.5626,42.8769,41.9721,42.2007,866087.0
2021-11-20,42.5626,42.8769,41.9721,42.2007,866087.0
2021-11-21,42.5626,42.8769,41.9721,42.2007,866087.0
2021-11-22,42.6388,43.2293,42.2102,42.8864,633478.0
2021-11-23,43.3531,43.715,42.8674,43.5055,770631.0
2021-11-24,43.0484,43.696,42.6293,42.9817,461639.0
2021-11-25,43.0484,43.696,42.6293,42.9817,461639.0
2021-11-26,39.915,40.8864,38.1054,39.153,627129.0
2021-11-27,39.915,40.8864,38.1054,39.153,627129.0
2021-11-28,39.915,40.8864,38.1054,39.153,627129.0
2021-11-29,39.8959,40.2864,38.5149,39.4388,673640.0
2021-11-30,38.8102,38.9054,37.5864,38.6578,594985.0
2021-12-01,39.7245,40.7435,37.6292,37.6292,580891.0
2021-12-02,38.3054,40.1912,38.1197,39.734,601215.0
2021-12-03,40.0864,40.2007,38.5292,38.953,497976.0
2021-12-04,40.0864,40.2007,38.5292,38.953,497976.0
2021-12-05,40.0864,40.2007,38.5292,38.953,497976.0
2021-12-06,39.8197,41.2959,39.4578,40.534,512512.0
2021-12-07,41.0483,42.3721,40.8769,41.4864,452669.0
2021-12-08,41.8864,42.7103,41.4769,42.5722,419365.0
2021-12-09,42.0007,42.5626,41.7721,42.3817,226966.0
2021-12-10,42.7341,42.7341,41.9352,42.3721,421180.0
2021-12-11,42.7341,42.7341,41.9352,42.3721,421180.0
2021-12-12,42.7341,42.7341,41.9352,42.3721,421180.0
2021-12-13,42.0198,42.1245,40.7816,41.134,503432.0
2021-12-14,40.7055,41.3055,40.0864,40.115,774446.0
2021-12-15,40.3054,40.5435,38.7721,40.2388,606589.0
2021-12-16,40.9706,41.2863,39.9757,40.0236,590942.0
2021-12-17,39.5835,40.4732,38.7417,39.7366,831717.0
2021-12-18,39.5835,40.4732,38.7417,39.7366,831717.0
2021-12-19,39.5835,40.4732,38.7417,39.7366,831717.0
2021-12-20,38.5026,39.2583,37.986,39.0383,461341.0
2021-12-21,39.6792,41.4919,39.4755,41.401,565605.0
2021-12-22,41.401,42.1663,41.1332,41.8889,213462.0
2021-12-23,42.3289,42.5729,41.975,41.9846,301183.0
2021-12-24,42.3289,42.5729,41.975,41.9846,301183.0
2021-12-25,42.3289,42.5729,41.975,41.9846,301183.0
2021-12-26,42.3289,42.5729,41.975,41.9846,301183.0
2021-12-27,41.7454,42.5872,41.2132,42.5585,268012.0
2021-12-28,42.2907,42.989,42.0802,42.482,292255.0
2021-12-29,42.4533,42.5872,42.0994,42.2333,225742.0
2021-12-30,42.3863,42.8359,41.9367,42.0802,258589.0
2021-12-31,41.7454,42.592,41.7454,42.3098,389996.0
2022-01-01,41.7454,42.592,41.7454,42.3098,389996.0
2022-01-02,41.7454,42.592,41.7454,42.3098,389996.0
2022-01-03,42.5202,44.1847,42.5202,43.0942,2029499.0
2022-01-04,43.7064,44.2612,42.922,43.5055,2868657.0
2022-01-05,43.6682,44.0508,42.7977,43.1612,1599590.0
2022-01-06,43.5629,43.9456,42.2715,43.8021,1092472.0
2022-01-07,44.0891,44.8065,43.6203,44.1847,2273375.0
2022-01-08,44.0891,44.8065,43.6203,44.1847,2273375.0
2022-01-09,44.0891,44.8065,43.6203,44.1847,2273375.0
2022-01-10,44.8543,44.8543,43.4721,44.3378,795650.0
2022-01-11,44.223,44.7491,43.6682,43.7829,784460.0
2022-01-12,43.7542,44.0412,43.2568,43.5629,712910.0
2022-01-13,43.9551,44.1656,42.8168,42.8168,3609731.0
2022-01-14,42.3959,42.8168,41.5158,42.5681,2761406.0
2022-01-15,42.3959,42.8168,41.5158,42.5681,2761406.0
2022-01-16,42.3959,42.8168,41.5158,42.5681,2761406.0
2022-01-17,42.3959,42.8168,41.5158,42.5681,2761406.0
2022-01-18,41.9846,42.2381,41.535,41.8985,2030686.0
2022-01-19,41.9176,41.9941,40.7793,40.9419,3990041.0
2022-01-20,41.1332,41.5924,39.9662,40.1288,1436403.0
2022-01-21,39.5453,40.3488,38.9044,38.9139,1821203.0
2022-01-22,39.5453,40.3488,38.9044,38.9139,1821203.0
2022-01-23,39.5453,40.3488,38.9044,38.9139,1821203.0
2022-01-24,37.7756,39.1913,37.3164,39.0383,1972525.0
2022-01-25,38.3782,38.6269,37.4886,38.0626,2594028.0
2022-01-26,38.6174,38.9235,37.2686,37.5364,2234511.0
2022-01-27,37.9382,38.3974,36.7042,36.8286,1455117.0
2022-01-28,36.7616,37.3356,35.6807,37.326,1180855.0
2022-01-29,36.7616,37.3356,35.6807,37.326,1180855.0
2022-01-30,36.7616,37.3356,35.6807,37.326,1180855.0
2022-01-31,36.8286,38.1678,36.8286,38.0817,1578451.0
2022-02-01,38.2156,38.7513,37.8138,38.6269,2057342.0
2022-02-02,38.6269,38.7417,37.9573,38.3974,1809233.0
2022-02-03,38.0434,38.3591,37.3738,37.4025,1318255.0
2022-02-04,37.1729,37.766,37.0868,37.5077,430053.0
2022-02-05,37.1729,37.766,37.0868,37.5077,430053.0
2022-02-06,37.1729,37.766,37.0868,37.5077,430053.0
2022-02-07,37.6512,38.3113,37.6417,37.9956,924112.0
2022-02-08,38.2156,39.8514,37.9573,39.6218,3546256.0
2022-02-09,40.301,41.1045,40.1575,40.6549,991544.0
2022-02-10,40.081,41.468,40.0523,40.3966,833489.0
2022-02-11,39.6409,41.2384,39.0191,39.44,895001.0
2022-02-12,39.6409,41.2384,39.0191,39.44,895001.0
2022-02-13,39.6409,41.2384,39.0191,39.44,895001.0
2022-02-14,39.6505,40.3966,39.3157,39.6027,1013618.0
2022-02-15,40.301,41.688,40.2531,41.5158,916327.0
2022-02-16,41.3532,42.2524,41.3245,41.9846,1564217.0
2022-02-17,41.4202,41.7837,40.4349,40.8845,745276.0
2022-02-18,43.3046,44.9595,41.6785,43.0464,2717551.0
2022-02-19,43.3046,44.9595,41.6785,43.0464,2717551.0
2022-02-20,43.3046,44.9595,41.6785,43.0464,2717551.0
2022-02-21,43.3046,44.9595,41.6785,43.0464,2717551.0
2022-02-22,42.702,43.9121,42.3863,42.8455,1494474.0
2022-02-23,43.2377,43.3764,42.1567,42.3863,1173933.0
2022-02-24,41.401,42.0228,40.2436,41.9463,1573043.0
2022-02-25,42.2715,43.4768,42.1663,43.0559,1216552.0
2022-02-26,42.2715,43.4768,42.1663,43.0559,1216552.0
2022-02-27,42.2715,43.4768,42.1663,43.0559,1216552.0
2022-02-28,41.5924,41.8315,39.1722,39.947,2839450.0
2022-03-01,39.6122,39.8705,37.1442,37.4599,1665503.0
2022-03-02,38.1295,39.6505,37.8234,39.067,1436491.0
2022-03-03,39.1244,39.1244,36.8573,37.4121,889299.0
2022-03-04,36.6372,36.6468,34.6954,34.9632,1370195.0
2022-03-05,36.6372,36.6468,34.6954,34.9632,1370195.0
2022-03-06,36.6372,36.6468,34.6954,34.9632,1370195.0
2022-03-07,34.7719,34.858,32.0839,32.1413,2058468.0
2022-03-08,32.7057,34.7145,31.9595,34.0832,1771800.0
2022-03-09,35.5276,35.9485,34.2936,34.3606,1670473.0
2022-03-10,33.4805,34.3606,32.6483,34.351,1957593.0
2022-03-11,35.0684,35.8911,34.7623,35.805,1312792.0
2022-03-12,35.0684,35.8911,34.7623,35.805,1312792.0
2022-03-13,35.0684,35.8911,34.7623,35.805,1312792.0
2022-03-14,36.1016,37.0103,35.8337,36.752,1522458.0
2022-03-15,37.3164,38.3495,37.0294,38.1582,1529058.0
2022-03-16,38.4356,40.2053,38.2634,39.5835,1045051.0
2022-03-17,39.1175,40.0784,38.8869,39.9054,755904.0
2022-03-18,39.5499,40.5396,39.4154,40.482,1333573.0
2022-03-19,39.5499,40.5396,39.4154,40.482,1333573.0
2022-03-20,39.5499,40.5396,39.4154,40.482,1333573.0
2022-03-21,40.3474,40.6405,39.8478,40.4627,1320439.0
2022-03-22,40.5973,41.8512,40.309,41.5774,1088495.0
2022-03-23,41.414,41.7311,40.9432,41.2987,882848.0
2022-03-24,41.4717,42.1251,41.1738,42.1059,987361.0
2022-03-25,42.2019,43.1676,42.1395,42.9514,1077290.0
2022-03-26,42.2019,43.1676,42.1395,42.9514,1077290.0
2022-03-27,42.2019,43.1676,42.1395,42.9514,1077290.0
2022-03-28,42.7593,43.4415,42.471,43.2973,987495.0
2022-03-29,44.018,44.4408,43.0956,43.4415,844153.0
2022-03-30,41.9905,43.2301,41.6446,42.7689,1669894.0
2022-03-31,42.7689,43.3646,42.5286,42.9034,1417916.0
2022-04-01,43.6529,43.6721,42.3365,42.6343,1528097.0
2022-04-02,43.6529,43.6721,42.3365,42.6343,1528097.0
2022-04-03,43.6529,43.6721,42.3365,42.6343,1528097.0
2022-04-04,42.3365,42.5286,41.9905,42.2788,1102606.0
2022-04-05,42.0866,42.4229,41.1642,41.3756,747092.0
2022-04-06,40.9144,41.0585,39.9727,40.8759,815048.0
2022-04-07,41.0297,41.0297,39.7613,40.5877,739421.0
2022-04-08,40.5204,40.9336,40.1072,40.136,702250.0
2022-04-09,40.5204,40.9336,40.1072,40.136,702250.0
2022-04-10,40.5204,40.9336,40.1072,40.136,702250.0
2022-04-11,39.9631,40.972,39.8382,40.3474,546236.0
2022-04-12,40.5396,40.8279,39.915,39.9823,613397.0
2022-04-13,39.9054,41.2122,39.8286,41.145,701926.0
2022-04-14,40.9624,41.8464,40.9624,41.6254,420996.0
2022-04-15,40.9624,41.8464,40.9624,41.6254,420996.0
2022-04-16,40.9624,41.8464,40.9624,41.6254,420996.0
2022-04-17,40.9624,41.8464,40.9624,41.6254,420996.0
2022-04-18,41.2699,42.2884,41.145,41.7984,465524.0
2022-04-19,41.9809,43.7105,41.9809,43.5472,481429.0
2022-04-20,43.8643,44.3063,43.2781,43.749,495788.0
2022-04-21,44.5273,45.1615,43.2973,43.5087,693120.0
2022-04-22,43.0956,43.4607,42.5863,42.6055,570377.0
2022-04-23,43.0956,43.4607,42.5863,42.6055,570377.0
2022-04-24,43.0956,43.4607,42.5863,42.6055,570377.0
2022-04-25,41.8945,42.0674,40.5781,42.0482,596910.0
2022-04-26,41.5678,41.6879,39.9247,39.9247,710379.0
2022-04-27,39.7517,39.8958,38.9349,39.2713,676618.0
2022-04-28,39.6844,40.6934,39.031,40.0688,651706.0
2022-04-29,40.1168,40.357,38.541,38.7043,634206.0
2022-04-30,40.1168,40.357,38.541,38.7043,634206.0
2022-05-01,40.1168,40.357,38.541,38.7043,634206.0
2022-05-02,38.7043,39.1079,37.6858,38.4545,550954.0
2022-05-03,38.6082,39.3385,38.2335,39.0022,707659.0
2022-05-04,39.0118,39.6652,38.1855,39.5403,951696.0
2022-05-05,39.4538,40.0592,38.3392,38.7812,566654.0
2022-05-06,38.3969,38.8965,36.9171,36.9267,1808229.0
2022-05-07,38.3969,38.8965,36.9171,36.9267,1808229.0
2022-05-08,38.3969,38.8965,36.9171,36.9267,1808229.0
2022-05-09,36.206,36.552,32.9727,33.16,1345117.0
2022-05-10,33.333,35.3797,33.333,34.8992,1395693.0
2022-05-11,35.0338,35.716,33.7846,33.8327,788729.0
2022-05-12,33.5636,33.9384,31.8148,32.5643,751137.0
2022-05-13,33.1697,34.8598,33.1697,34.6398,815285.0
2022-05-14,33.1697,34.8598,33.1697,34.6398,815285.0
2022-05-15,33.1697,34.8598,33.1697,34.6398,815285.0
2022-05-16,34.4476,34.9857,34.0633,34.0921,623484.0
2022-05-17,34.9953,36.6865,34.9953,35.9754,676895.0
2022-05-18,35.3605,35.7736,34.6206,34.8032,725821.0
2022-05-19,34.4476,35.3316,34.2651,34.6686,662464.0
2022-05-20,35.1299,35.2211,33.5732,34.5725,714081.0
2022-05-21,35.1299,35.2211,33.5732,34.5725,714081.0
2022-05-22,35.1299,35.2211,33.5732,34.5725,714081.0
2022-05-23,35.2163,35.5719,34.3131,34.9281,596024.0
2022-05-24,34.3804,34.3804,33.1312,33.6981,457891.0
2022-05-25,33.6405,34.5918,33.6309,34.3227,420861.0
2022-05-26,34.5437,35.7977,34.4572,35.6103,478701.0
2022-05-27,35.8601,36.5952,35.6487,36.5808,393764.0
2022-05-28,35.8601,36.5952,35.6487,36.5808,393764.0
2022-05-29,35.8601,36.5952,35.6487,36.5808,393764.0
2022-05-30,35.8601,36.5952,35.6487,36.5808,393764.0
2022-05-31,36.1388,36.4318,35.4854,36.1388,671969.0
2022-06-01,36.3694,36.3886,34.8992,35.716,525873.0
2022-06-02,35.7544,37.042,35.6199,37.0036,561935.0
2022-06-03,36.6673,36.6673,35.764,36.0619,360985.0
2022-06-04,36.6673,36.6673,35.764,36.0619,360985.0
2022-06-05,36.6673,36.6673,35.764,36.0619,360985.0
2022-06-06,36.4337,36.7522,36.0679,36.3081,349394.0
2022-06-07,35.9508,36.8489,35.6612,36.704,445842.0
2022-06-08,36.5302,36.5302,35.7529,36.086,516892.0
2022-06-09,36.0281,36.0378,35.159,35.159,457952.0
2022-06-10,34.232,34.5893,32.9091,32.967,934167.0
2022-06-11,34.232,34.5893,32.9091,32.967,934167.0
2022-06-12,34.232,34.5893,32.9091,32.967,934167.0
2022-06-13,31.9724,32.0014,30.9681,31.113,1011084.0
2022-06-14,31.3158,31.4075,30.4081,30.6012,623065.0
2022-06-15,31.0454,32.0593,30.8909,31.4413,856058.0
2022-06-16,30.437,30.4563,28.7278,29.1044,968179.0
2022-06-17,29.2589,30.0025,28.7327,29.7997,923983.0
2022-06-18,29.2589,30.0025,28.7327,29.7997,923983.0
2022-06-19,29.2589,30.0025,28.7327,29.7997,923983.0
2022-06-20,29.2589,30.0025,28.7327,29.7997,923983.0
2022-06-21,30.4274,30.746,29.819,30.3887,574780.0
2022-06-22,29.9349,30.5329,29.819,30.1473,804520.0
2022-06-23,30.1184,30.1184,28.9017,29.2493,1265886.0
2022-06-24,29.6452,32.0979,29.6452,31.8855,1604075.0
2022-06-25,29.6452,32.0979,29.6452,31.8855,1604075.0
2022-06-26,29.6452,32.0979,29.6452,31.8855,1604075.0
2022-06-27,32.0979,32.0979,31.2289,31.5765,518940.0
2022-06-28,32.069,32.9284,31.6344,31.6731,615617.0
2022-06-29,31.5572,31.8758,31.0647,31.8179,701647.0
2022-06-30,31.055,32.4649,30.9199,32.2814,855296.0
2022-07-01,32.0593,32.6725,31.7262,32.3876,512443.0
2022-07-02,32.0593,32.6725,31.7262,32.3876,512443.0
2022-07-03,32.0593,32.6725,31.7262,32.3876,512443.0
2022-07-04,32.0593,32.6725,31.7262,32.3876,512443.0
2022-07-05,31.4413,31.8903,30.6978,31.8082,539022.0
2022-07-06,31.9338,32.5325,30.6205,31.1806,529890.0
2022-07-07,31.422,32.3876,31.422,31.9531,510466.0
2022-07-08,32.0593,32.7932,31.4703,32.4263,837770.0
2022-07-09,32.0593,32.7932,31.4703,32.4263,837770.0
2022-07-10,32.0593,32.7932,31.4703,32.4263,837770.0
2022-07-11,32.0593,32.3973,31.6441,31.7213,374531.0
2022-07-12,31.5379,33.0636,31.5379,32.3876,488717.0
2022-07-13,31.5185,31.9821,31.2482,31.5379,961496.0
2022-07-14,30.7557,31.3351,30.5143,31.3254,943205.0
2022-07-15,31.7117,32.5421,31.2012,32.5228,373433.0
2022-07-16,31.7117,32.5421,31.2012,32.5228,373433.0
2022-07-17,31.7117,32.5421,31.2012,32.5228,373433.0
2022-07-18,33.3243,33.7395,32.8125,32.8994,425137.0
2022-07-19,33.4595,34.1161,33.4595,33.8747,591756.0
2022-07-20,33.6236,34.5024,33.4498,34.4251,347294.0
2022-07-21,34.1161,34.4058,33.8174,34.3865,532301.0
2022-07-22,34.5217,34.8307,33.6719,33.8747,238477.0
2022-07-23,34.5217,34.8307,33.6719,33.8747,238477.0
2022-07-24,34.5217,34.8307,33.6719,33.8747,238477.0
2022-07-25,33.8747,34.1548,33.1988,33.7492,674604.0
2022-07-26,33.3436,33.6043,33.1312,33.2953,346659.0
2022-07-27,33.8168,34.3382,33.4885,34.2127,376745.0
2022-07-28,34.1741,34.7438,33.5657,34.6955,418814.0
2022-07-29,34.7921,35.835,34.7003,35.835,495808.0
2022-07-30,34.7921,35.835,34.7003,35.835,495808.0
