,FDS US Equity,FDS US Equity,FDS US Equity,FDS US Equity,FDS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-11-08,323.75,326.469,318.622,325.573,151505.0
2020-11-09,335.306,337.836,306.658,307.037,332956.0
2020-11-10,306.697,314.434,304.438,313.231,224719.0
2020-11-11,316.305,327.793,314.996,324.913,252250.0
2020-11-12,324.147,324.346,313.765,314.841,177923.0
2020-11-13,316.615,320.643,314.72,318.234,125519.0
2020-11-14,316.615,320.643,314.72,318.234,125519.0
2020-11-15,316.615,320.643,314.72,318.234,125519.0
2020-11-16,319.31,323.028,317.41,319.872,156616.0
2020-11-17,317.429,318.302,311.961,313.377,157401.0
2020-11-18,313.794,313.794,307.318,307.376,173560.0
2020-11-19,308.374,311.554,305.495,308.248,149292.0
2020-11-20,309.344,314.763,308.738,311.729,187407.0
2020-11-21,309.344,314.763,308.738,311.729,187407.0
2020-11-22,309.344,314.763,308.738,311.729,187407.0
2020-11-23,312.165,314.855,307.987,309.14,166135.0
2020-11-24,311.06,313.755,309.077,310.11,186743.0
2020-11-25,310.042,313.164,307.279,312.436,144828.0
2020-11-26,310.042,313.164,307.279,312.436,144828.0
2020-11-27,314.477,315.711,312.796,313.641,89840.0
2020-11-28,314.477,315.711,312.796,313.641,89840.0
2020-11-29,314.477,315.711,312.796,313.641,89840.0
2020-11-30,316.343,329.015,316.343,324.341,462463.0
2020-12-01,327.139,333.563,325.176,332.572,378547.0
2020-12-02,331.026,332.931,323.971,326.663,188139.0
2020-12-03,325.983,337.936,325.41,336.789,297559.0
2020-12-04,338.713,342.008,338.033,341.104,195350.0
2020-12-05,338.713,342.008,338.033,341.104,195350.0
2020-12-06,338.713,342.008,338.033,341.104,195350.0
2020-12-07,342.62,343.601,337.926,341.784,174521.0
2020-12-08,339.257,344.962,337.926,338.733,206993.0
2020-12-09,338.179,340.832,331.794,336.002,216904.0
2020-12-10,335.749,339.248,332.926,338.849,214282.0
2020-12-11,336.167,342.756,335.73,341.551,205386.0
2020-12-12,336.167,342.756,335.73,341.551,205386.0
2020-12-13,336.167,342.756,335.73,341.551,205386.0
2020-12-14,343.698,347.595,334.671,335.157,187981.0
2020-12-15,338.072,339.393,333.485,338.169,214920.0
2020-12-16,340.249,340.861,333.378,335.633,204984.0
2020-12-17,335.186,336.468,329.792,335.487,215464.0
2020-12-18,338.762,338.762,332.047,337.236,467208.0
2020-12-19,338.762,338.762,332.047,337.236,467208.0
2020-12-20,338.762,338.762,332.047,337.236,467208.0
2020-12-21,333.466,336.809,321.134,323.262,358306.0
2020-12-22,321.668,326.974,319.035,321.659,239017.0
2020-12-23,321.445,325.546,315.352,315.906,213106.0
2020-12-24,317.995,319.744,315.595,318.189,70314.0
2020-12-25,317.995,319.744,315.595,318.189,70314.0
2020-12-26,317.995,319.744,315.595,318.189,70314.0
2020-12-27,317.995,319.744,315.595,318.189,70314.0
2020-12-28,320.687,322.893,318.539,320.706,166759.0
2020-12-29,322.873,323.485,317.519,318.092,155975.0
2020-12-30,319.89,322.844,317.869,319.112,148339.0
2020-12-31,319.355,324.01,318.17,323.116,159939.0
2021-01-01,319.355,324.01,318.17,323.116,159939.0
2021-01-02,319.355,324.01,318.17,323.116,159939.0
2021-01-03,319.355,324.01,318.17,323.116,159939.0
2021-01-04,323.476,326.138,318.005,321.26,295401.0
2021-01-05,320.201,324.088,317.169,320.279,149374.0
2021-01-06,319.686,325.779,317.46,322.854,250937.0
2021-01-07,322.805,327.343,322.805,324.963,204853.0
2021-01-08,325.526,328.169,321.163,325.011,165875.0
2021-01-09,325.526,328.169,321.163,325.011,165875.0
2021-01-10,325.526,328.169,321.163,325.011,165875.0
2021-01-11,323.106,324.972,320.983,322.873,139227.0
2021-01-12,322.436,326.955,322.349,325.973,183906.0
2021-01-13,326.576,326.576,320.347,321.649,143995.0
2021-01-14,321.377,321.931,310.085,311.591,194715.0
2021-01-15,309.667,311.884,306.975,309.22,173916.0
2021-01-16,309.667,311.884,306.975,309.22,173916.0
2021-01-17,309.667,311.884,306.975,309.22,173916.0
2021-01-18,309.667,311.884,306.975,309.22,173916.0
2021-01-19,310.25,311.698,306.863,310.337,206086.0
2021-01-20,313.398,319.472,310.707,318.209,240578.0
2021-01-21,317.227,319.929,315.342,315.556,224053.0
2021-01-22,314.924,316.353,311.037,311.192,193212.0
2021-01-23,314.924,316.353,311.037,311.192,193212.0
2021-01-24,314.924,316.353,311.037,311.192,193212.0
2021-01-25,310.571,312.436,301.348,308.559,256185.0
2021-01-26,309.21,309.21,302.855,303.098,235838.0
2021-01-27,301.212,305.43,298.171,303.865,348027.0
2021-01-28,306.343,310.4,299.007,300.075,239568.0
2021-01-29,298.851,300.921,292.593,293.807,525360.0
2021-01-30,298.851,300.921,292.593,293.807,525360.0
2021-01-31,298.851,300.921,292.593,293.807,525360.0
2021-02-01,296.82,304.293,296.82,303.447,199688.0
2021-02-02,305.576,309.278,303.836,308.734,232060.0
2021-02-03,306.81,309.929,304.788,306.45,142545.0
2021-02-04,304.915,307.422,304.103,306.926,198207.0
2021-02-05,309.336,310.376,307.121,308.996,160618.0
2021-02-06,309.336,310.376,307.121,308.996,160618.0
2021-02-07,309.336,310.376,307.121,308.996,160618.0
2021-02-08,311.863,313.418,309.992,311.892,124046.0
2021-02-09,312.135,314.555,303.846,304.75,208062.0
2021-02-10,307.082,309.696,300.406,300.678,165536.0
2021-02-11,303.127,308.501,300.79,308.19,225372.0
2021-02-12,307.218,311.309,304.993,307.082,115579.0
2021-02-13,307.218,311.309,304.993,307.082,115579.0
2021-02-14,307.218,311.309,304.993,307.082,115579.0
2021-02-15,307.218,311.309,304.993,307.082,115579.0
2021-02-16,307.607,310.94,302.777,303.778,139678.0
2021-02-17,302.029,307.403,302.029,306.149,178950.0
2021-02-18,305.255,312.466,304.565,309.511,134708.0
2021-02-19,310.891,311.241,304.361,304.827,188753.0
2021-02-20,310.891,311.241,304.361,304.827,188753.0
2021-02-21,310.891,311.241,304.361,304.827,188753.0
2021-02-22,302.048,302.048,294.478,295.294,195387.0
2021-02-23,295.595,296.771,292.408,294.245,210747.0
2021-02-24,293.36,294.245,287.175,292.447,272831.0
2021-02-25,291.249,294.298,286.64,286.777,208687.0
2021-02-26,289.173,298.146,287.566,296.091,390831.0
2021-02-27,289.173,298.146,287.566,296.091,390831.0
2021-02-28,289.173,298.146,287.566,296.091,390831.0
2021-03-01,298.03,304.533,295.857,303.174,237350.0
2021-03-02,303.973,304.158,298.41,302.92,243974.0
2021-03-03,301.284,303.32,298.624,300.923,252055.0
2021-03-04,301.556,306.067,295.126,297.24,231114.0
2021-03-05,299.13,306.554,295.341,306.165,246381.0
2021-03-06,299.13,306.554,295.341,306.165,246381.0
2021-03-07,299.13,306.554,295.341,306.165,246381.0
2021-03-08,307.139,311.562,301.04,307.772,235918.0
2021-03-09,309.74,313.988,303.076,304.45,300670.0
2021-03-10,308.484,308.761,302.774,304.255,218165.0
2021-03-11,304.401,307.909,302.589,304.694,246458.0
2021-03-12,304.372,305.629,299.691,302.901,342246.0
2021-03-13,304.372,305.629,299.691,302.901,342246.0
2021-03-14,304.372,305.629,299.691,302.901,342246.0
2021-03-15,305.561,311.026,304.304,310.325,240415.0
2021-03-16,311.981,315.859,308.464,309.584,197748.0
2021-03-17,309.789,311.884,302.648,308.162,188778.0
2021-03-18,304.655,307.591,300.572,302.122,271164.0
2021-03-19,303.193,309.292,301.335,303.427,603312.0
2021-03-20,303.193,309.292,301.335,303.427,603312.0
2021-03-21,303.193,309.292,301.335,303.427,603312.0
2021-03-22,302.998,306.959,301.936,306.291,255322.0
2021-03-23,306.33,315.527,306.218,312.157,262120.0
2021-03-24,312.741,316.565,309.594,313.082,257610.0
2021-03-25,313.17,313.589,309.701,312.907,194698.0
2021-03-26,314.31,317.71,310.763,317.242,170289.0
2021-03-27,314.31,317.71,310.763,317.242,170289.0
2021-03-28,314.31,317.71,310.763,317.242,170289.0
2021-03-29,318.48,320.642,313.696,315.615,301945.0
2021-03-30,306.399,310.598,296.247,303.33,408824.0
2021-03-31,301.751,308.055,300.65,300.65,367464.0
2021-04-01,303.057,311.241,302.307,308.854,279309.0
2021-04-02,303.057,311.241,302.307,308.854,279309.0
2021-04-03,303.057,311.241,302.307,308.854,279309.0
2021-04-04,303.057,311.241,302.307,308.854,279309.0
2021-04-05,310.948,313.881,307.811,312.303,253615.0
2021-04-06,313.277,314.495,309.331,309.994,215969.0
2021-04-07,309.545,310.003,300.777,301.401,247906.0
2021-04-08,302.034,306.34,300.577,302.16,339612.0
2021-04-09,302.472,304.031,298.965,301.176,212079.0
2021-04-10,302.472,304.031,298.965,301.176,212079.0
2021-04-11,302.472,304.031,298.965,301.176,212079.0
2021-04-12,300.251,304.47,300.222,303.252,213007.0
2021-04-13,303.651,306.033,302.56,303.388,237656.0
2021-04-14,303.485,305.215,300.728,301.303,308168.0
2021-04-15,303.583,307.636,302.024,306.798,388408.0
2021-04-16,308.035,312.527,307.48,311.056,184512.0
2021-04-17,308.035,312.527,307.48,311.056,184512.0
2021-04-18,308.035,312.527,307.48,311.056,184512.0
2021-04-19,311.767,311.816,308.23,309.175,223824.0
2021-04-20,308.766,313.608,308.766,310.646,198951.0
2021-04-21,311.767,315.956,311.767,313.472,224392.0
2021-04-22,311.767,316.356,308.834,315.459,263725.0
2021-04-23,315.401,356.359,309.964,338.17,1450496.0
2021-04-24,315.401,356.359,309.964,338.17,1450496.0
2021-04-25,315.401,356.359,309.964,338.17,1450496.0
2021-04-26,338.842,340.975,326.486,328.242,435253.0
2021-04-27,328.135,333.776,323.702,333.357,291552.0
2021-04-28,334.107,334.107,326.741,327.745,224687.0
2021-04-29,329.099,332.938,325.865,332.49,144686.0
2021-04-30,332.529,335.554,326.137,327.569,280648.0
2021-05-01,332.529,335.554,326.137,327.569,280648.0
2021-05-02,332.529,335.554,326.137,327.569,280648.0
2021-05-03,328.3,335.812,326.186,333.259,181907.0
2021-05-04,331.223,337.137,329.011,336.708,203959.0
2021-05-05,336.562,336.562,327.599,327.891,347394.0
2021-05-06,328.037,331.165,325.981,329.362,150044.0
2021-05-07,331.272,332.295,325.455,328.378,220408.0
2021-05-08,331.272,332.295,325.455,328.378,220408.0
2021-05-09,331.272,332.295,325.455,328.378,220408.0
2021-05-10,329.411,332.811,326.478,326.488,197322.0
2021-05-11,323.156,327.121,319.551,323.322,162824.0
2021-05-12,321.743,324.764,317.379,318.109,219635.0
2021-05-13,318.587,324.934,318.197,320.077,211034.0
2021-05-14,321.792,323.643,318.277,322.396,150355.0
2021-05-15,321.792,323.643,318.277,322.396,150355.0
2021-05-16,321.792,323.643,318.277,322.396,150355.0
2021-05-17,323.205,324.094,315.703,318.129,159141.0
2021-05-18,317.934,318.528,313.121,313.443,96694.0
2021-05-19,309.789,314.193,309.38,314.105,131933.0
2021-05-20,314.524,322.036,314.524,318.889,172348.0
2021-05-21,319.551,323.942,318.518,319.707,125497.0
2021-05-22,319.551,323.942,318.518,319.707,125497.0
2021-05-23,319.551,323.942,318.518,319.707,125497.0
2021-05-24,321.363,323.575,319.045,320.477,118802.0
2021-05-25,321.51,323.77,318.509,321.246,79890.0
2021-05-26,322.367,323.887,319.58,322.981,160788.0
2021-05-27,322.932,327.083,319.894,324.514,265722.0
2021-05-28,324.153,329.563,324.094,326.565,124551.0
2021-05-29,324.153,329.563,324.094,326.565,124551.0
2021-05-30,324.153,329.563,324.094,326.565,124551.0
2021-05-31,324.153,329.563,324.094,326.565,124551.0
2021-06-01,327.092,329.549,316.163,316.554,167325.0
2021-06-02,316.212,320.383,313.77,319.855,143405.0
2021-06-03,318.029,318.029,314.298,317.404,159925.0
2021-06-04,319.63,319.63,314.249,317.833,114704.0
2021-06-05,319.63,319.63,314.249,317.833,114704.0
2021-06-06,319.63,319.63,314.249,317.833,114704.0
2021-06-07,317.765,317.765,312.979,315.616,146050.0
2021-06-08,316.232,316.671,313.731,315.86,119425.0
2021-06-09,315.704,316.793,313.145,314.278,105441.0
2021-06-10,313.604,317.817,312.198,316.876,106305.0
2021-06-11,317.511,320.988,317.511,320.744,79790.0
2021-06-12,317.511,320.988,317.511,320.744,79790.0
2021-06-13,317.511,320.988,317.511,320.744,79790.0
2021-06-14,320.89,322.795,318.292,320.353,144345.0
2021-06-15,321.008,324.631,319.367,320.334,151768.0
2021-06-16,321.31,325.373,316.896,318.859,131817.0
2021-06-17,319.494,322.126,318.222,320.92,158090.0
2021-06-18,320.08,321.496,316.779,317.755,403927.0
2021-06-19,320.08,321.496,316.779,317.755,403927.0
2021-06-20,320.08,321.496,316.779,317.755,403927.0
2021-06-21,317.745,324.719,317.745,321.984,182222.0
2021-06-22,320.861,325.071,320.861,323.078,174091.0
2021-06-23,322.668,323.479,320.109,320.861,104039.0
2021-06-24,322.639,324.084,321.086,322.922,136946.0
2021-06-25,324.035,325.764,322.805,324.338,326694.0
2021-06-26,324.035,325.764,322.805,324.338,326694.0
2021-06-27,324.035,325.764,322.805,324.338,326694.0
2021-06-28,327.659,330.345,324.406,329.173,206976.0
2021-06-29,323.928,331.8,318.605,328.274,246452.0
2021-06-30,328.128,333.05,326.536,327.786,267319.0
2021-07-01,327.463,331.888,327.463,328.001,218536.0
2021-07-02,328.772,331.653,328.333,330.579,112576.0
2021-07-03,328.772,331.653,328.333,330.579,112576.0
2021-07-04,328.772,331.653,328.333,330.579,112576.0
2021-07-05,328.772,331.653,328.333,330.579,112576.0
2021-07-06,332.064,334.33,328.968,333.06,163257.0
2021-07-07,334.75,334.808,330.369,331.673,150439.0
2021-07-08,329.69,335.453,328.439,332.894,146138.0
2021-07-09,334.564,336.224,332.791,335.199,117319.0
2021-07-10,334.564,336.224,332.791,335.199,117319.0
2021-07-11,334.564,336.224,332.791,335.199,117319.0
2021-07-12,335.13,335.365,328.792,331.624,193908.0
2021-07-13,329.993,330.511,326.946,327.678,162576.0
2021-07-14,329.055,330.022,327.102,327.883,123514.0
2021-07-15,326.848,332.015,326.497,330.94,120619.0
2021-07-16,332.171,335.492,331.541,333.226,125321.0
2021-07-17,332.171,335.492,331.541,333.226,125321.0
2021-07-18,332.171,335.492,331.541,333.226,125321.0
2021-07-19,332.298,333.06,324.914,329.319,184437.0
2021-07-20,329.3,336.088,329.3,332.005,253964.0
2021-07-21,332.2,334.388,331.644,332.552,110077.0
2021-07-22,333.714,333.9,331.429,332.884,145089.0
2021-07-23,334.457,338.115,334.457,337.182,103690.0
2021-07-24,334.457,338.115,334.457,337.182,103690.0
2021-07-25,334.457,338.115,334.457,337.182,103690.0
2021-07-26,336.644,338.158,332.767,334.759,125017.0
2021-07-27,334.886,337.846,333.46,336.068,93072.0
2021-07-28,336.527,338.041,334.222,337.299,106967.0
2021-07-29,338.51,341.84,337.113,341.059,107177.0
2021-07-30,340.698,349.576,340.698,348.951,280373.0
2021-07-31,340.698,349.576,340.698,348.951,280373.0
2021-08-01,340.698,349.576,340.698,348.951,280373.0
2021-08-02,348.404,352.408,346.909,350.845,188527.0
2021-08-03,352.359,352.574,344.839,349.634,146389.0
2021-08-04,348.13,353.482,347.505,350.425,112973.0
2021-08-05,350.738,354.039,348.335,350.621,153904.0
2021-08-06,350.455,354.381,348.15,353.746,123477.0
2021-08-07,350.455,354.381,348.15,353.746,123477.0
2021-08-08,350.455,354.381,348.15,353.746,123477.0
2021-08-09,354.85,356.139,353.014,354.156,129464.0
2021-08-10,355.69,356.525,351.202,353.561,122810.0
2021-08-11,354.029,356.471,353.561,355.846,162144.0
2021-08-12,355.455,356.647,352.818,354.322,132773.0
2021-08-13,354.068,360.016,353.111,359.538,115815.0
2021-08-14,354.068,360.016,353.111,359.538,115815.0
2021-08-15,354.068,360.016,353.111,359.538,115815.0
2021-08-16,359.997,365.388,359.028,365.222,126182.0
2021-08-17,365.359,367.796,362.761,365.837,155616.0
2021-08-18,366.482,367.224,352.486,352.75,205873.0
2021-08-19,350.416,357.975,350.416,356.647,141336.0
2021-08-20,356.032,361.032,356.032,360.378,89977.0
2021-08-21,356.032,361.032,356.032,360.378,89977.0
2021-08-22,356.032,361.032,356.032,360.378,89977.0
2021-08-23,361.433,363.552,357.907,358.063,157303.0
2021-08-24,357.956,361.472,356.946,359.069,113627.0
2021-08-25,366.257,367.527,361.481,367.234,195053.0
2021-08-26,366.795,367.019,364.421,365.291,124169.0
2021-08-27,366.804,370.975,364.314,367.801,148418.0
2021-08-28,366.804,370.975,364.314,367.801,148418.0
2021-08-29,366.804,370.975,364.314,367.801,148418.0
2021-08-30,367.566,374.368,367.37,372.029,109032.0
2021-08-31,372.019,375.093,370.531,372.166,277554.0
2021-09-01,372.352,380.623,369.367,377.667,162729.0
2021-09-02,378.9,381.608,375.66,378.714,175929.0
2021-09-03,376.708,380.564,376.708,377.735,95151.0
2021-09-04,376.708,380.564,376.708,377.735,95151.0
2021-09-05,376.708,380.564,376.708,377.735,95151.0
2021-09-06,376.708,380.564,376.708,377.735,95151.0
2021-09-07,377.608,378.019,372.499,374.31,109316.0
2021-09-08,375.102,382.678,374.363,376.688,211341.0
2021-09-09,376.786,378.107,375.024,375.445,98996.0
2021-09-10,377.872,379.194,374.192,375.876,90673.0
2021-09-11,377.872,379.194,374.192,375.876,90673.0
2021-09-12,377.872,379.194,374.192,375.876,90673.0
2021-09-13,378.0,379.439,371.177,374.476,134426.0
2021-09-14,374.476,380.349,373.987,375.621,144606.0
2021-09-15,376.845,376.913,372.929,375.641,139114.0
2021-09-16,376.561,377.706,373.761,374.084,170936.0
2021-09-17,374.75,375.66,366.929,370.238,514067.0
2021-09-18,374.75,375.66,366.929,370.238,514067.0
2021-09-19,374.75,375.66,366.929,370.238,514067.0
2021-09-20,364.257,369.141,361.556,366.577,150352.0
2021-09-21,367.115,369.102,362.368,363.249,131776.0
2021-09-22,363.915,367.81,359.353,366.499,122114.0
2021-09-23,369.014,369.112,365.06,365.588,140657.0
2021-09-24,365.588,368.006,363.543,364.884,271185.0
2021-09-25,365.588,368.006,363.543,364.884,271185.0
2021-09-26,365.588,368.006,363.543,364.884,271185.0
2021-09-27,362.446,365.437,360.405,361.301,296350.0
2021-09-28,373.419,378.91,368.045,375.171,404796.0
2021-09-29,378.842,390.548,377.824,386.153,276048.0
2021-09-30,390.333,392.07,386.418,386.418,216048.0
2021-10-01,389.168,389.168,380.389,385.781,199382.0
2021-10-02,389.168,389.168,380.389,385.781,199382.0
2021-10-03,389.168,389.168,380.389,385.781,199382.0
2021-10-04,385.106,390.152,380.799,388.209,222374.0
2021-10-05,391.527,396.027,387.103,388.336,207358.0
2021-10-06,386.271,388.434,383.324,386.457,254844.0
2021-10-07,389.011,393.22,386.711,393.152,277700.0
2021-10-08,393.485,394.229,388.37,392.633,186818.0
2021-10-09,393.485,394.229,388.37,392.633,186818.0
2021-10-10,393.485,394.229,388.37,392.633,186818.0
2021-10-11,390.69,401.031,390.69,396.568,131207.0
2021-10-12,397.39,405.015,395.648,402.157,221446.0
2021-10-13,405.054,406.943,399.269,401.051,135862.0
2021-10-14,402.353,407.746,402.353,405.876,145306.0
2021-10-15,406.288,409.743,405.377,406.102,158147.0
2021-10-16,406.288,409.743,405.377,406.102,158147.0
2021-10-17,406.288,409.743,405.377,406.102,158147.0
2021-10-18,406.092,408.182,403.792,406.992,165860.0
2021-10-19,406.943,413.59,406.943,413.404,133584.0
2021-10-20,413.922,415.792,407.443,412.395,149975.0
2021-10-21,413.707,421.117,412.175,417.945,200584.0
2021-10-22,417.955,421.841,415.391,421.841,189996.0
2021-10-23,417.955,421.841,415.391,421.841,189996.0
2021-10-24,417.955,421.841,415.391,421.841,189996.0
2021-10-25,422.047,428.722,418.738,423.603,169690.0
2021-10-26,425.786,431.198,423.73,426.138,254820.0
2021-10-27,425.267,429.456,422.487,422.712,198634.0
2021-10-28,424.298,429.716,423.975,429.495,155328.0
2021-10-29,429.564,435.574,426.627,434.487,301228.0
2021-10-30,429.564,435.574,426.627,434.487,301228.0
2021-10-31,429.564,435.574,426.627,434.487,301228.0
2021-11-01,433.528,435.075,419.267,425.609,185145.0
2021-11-02,426.353,432.04,424.914,426.745,249856.0
2021-11-03,427.313,432.373,423.529,430.905,248745.0
2021-11-04,430.68,435.349,428.888,434.154,204949.0
2021-11-05,435.672,438.921,434.742,437.434,197013.0
2021-11-06,435.672,438.921,434.742,437.434,197013.0
2021-11-07,435.672,438.921,434.742,437.434,197013.0
2021-11-08,438.608,439.871,429.632,438.481,238302.0
2021-11-09,439.313,440.022,433.792,436.337,201448.0
2021-11-10,436.112,443.355,434.879,439.078,226752.0
2021-11-11,439.078,448.377,438.96,447.124,236998.0
2021-11-12,446.37,449.59,443.992,446.997,122973.0
2021-11-13,446.37,449.59,443.992,446.997,122973.0
2021-11-14,446.37,449.59,443.992,446.997,122973.0
2021-11-15,447.476,453.794,443.855,453.163,189211.0
2021-11-16,452.713,454.695,449.943,451.137,171009.0
2021-11-17,450.628,452.752,445.646,451.411,167124.0
2021-11-18,453.672,457.401,451.269,451.881,137274.0
2021-11-19,452.077,454.132,447.652,451.431,196822.0
2021-11-20,452.077,454.132,447.652,451.431,196822.0
2021-11-21,452.077,454.132,447.652,451.431,196822.0
2021-11-22,449.424,454.015,445.323,446.125,178484.0
2021-11-23,446.879,455.385,443.091,455.16,214635.0
2021-11-24,451.852,460.406,451.02,459.134,137012.0
2021-11-25,451.852,460.406,451.02,459.134,137012.0
2021-11-26,454.808,458.84,446.341,448.778,119882.0
2021-11-27,454.808,458.84,446.341,448.778,119882.0
2021-11-28,454.808,458.84,446.341,448.778,119882.0
2021-11-29,452.318,462.555,452.298,460.309,157568.0
2021-11-30,458.868,464.393,454.911,459.466,497897.0
2021-12-01,465.3,465.771,453.19,453.828,256312.0
2021-12-02,455.867,462.06,453.543,461.3,235350.0
2021-12-03,464.957,465.369,448.748,457.319,211555.0
2021-12-04,464.957,465.369,448.748,457.319,211555.0
2021-12-05,464.957,465.369,448.748,457.319,211555.0
2021-12-06,460.005,460.005,443.512,450.837,420552.0
2021-12-07,456.024,463.192,454.034,457.76,248730.0
2021-12-08,458.142,465.737,455.152,465.261,285552.0
2021-12-09,464.3,466.811,452.563,453.681,219376.0
2021-12-10,456.416,457.809,450.288,457.015,231645.0
2021-12-11,456.416,457.809,450.288,457.015,231645.0
2021-12-12,456.416,457.809,450.288,457.015,231645.0
2021-12-13,458.662,459.937,453.141,457.475,232964.0
2021-12-14,456.475,458.476,448.851,452.916,231270.0
2021-12-15,454.406,460.956,452.332,460.221,235523.0
2021-12-16,459.515,465.761,459.515,462.241,271634.0
2021-12-17,460.986,467.507,456.505,463.928,6391614.0
2021-12-18,460.986,467.507,456.505,463.928,6391614.0
2021-12-19,460.986,467.507,456.505,463.928,6391614.0
2021-12-20,462.182,467.036,452.582,461.819,620886.0
2021-12-21,455.044,465.693,441.286,465.604,572533.0
2021-12-22,465.575,469.586,447.518,468.154,339584.0
2021-12-23,468.154,476.043,468.154,470.193,215612.0
2021-12-24,468.154,476.043,468.154,470.193,215612.0
2021-12-25,468.154,476.043,468.154,470.193,215612.0
2021-12-26,468.154,476.043,468.154,470.193,215612.0
2021-12-27,475.116,478.921,472.88,476.185,187659.0
2021-12-28,477.008,481.274,475.861,478.254,197564.0
2021-12-29,479.489,485.77,478.901,479.352,163914.0
2021-12-30,481.725,482.686,475.057,475.322,227244.0
2021-12-31,475.322,479.47,474.116,476.567,156610.0
2022-01-01,475.322,479.47,474.116,476.567,156610.0
2022-01-02,475.322,479.47,474.116,476.567,156610.0
2022-01-03,474.469,477.038,461.378,466.771,290692.0
2022-01-04,469.331,470.037,461.28,463.28,363885.0
2022-01-05,463.555,464.712,441.659,442.522,373923.0
2022-01-06,441.257,443.316,435.02,440.698,387588.0
2022-01-07,440.472,441.257,433.02,433.285,263620.0
2022-01-08,440.472,441.257,433.02,433.285,263620.0
2022-01-09,440.472,441.257,433.02,433.285,263620.0
2022-01-10,428.627,434.952,423.224,434.305,369253.0
2022-01-11,433.785,438.874,431.667,435.873,370817.0
2022-01-12,437.335,443.787,436.295,439.07,210511.0
2022-01-13,439.482,441.306,424.891,425.656,211489.0
2022-01-14,424.293,424.293,411.443,418.812,280075.0
2022-01-15,424.293,424.293,411.443,418.812,280075.0
2022-01-16,424.293,424.293,411.443,418.812,280075.0
2022-01-17,424.293,424.293,411.443,418.812,280075.0
2022-01-18,414.899,423.423,413.315,420.38,334737.0
2022-01-19,422.901,429.882,420.822,421.155,278541.0
2022-01-20,426.852,431.686,416.341,417.331,292273.0
2022-01-21,417.331,419.792,410.79,411.957,207853.0
2022-01-22,417.331,419.792,410.79,411.957,207853.0
2022-01-23,417.331,419.792,410.79,411.957,207853.0
2022-01-24,407.829,412.86,397.268,412.801,309020.0
2022-01-25,408.555,412.261,404.005,406.437,304513.0
2022-01-26,409.967,411.575,397.092,398.955,229183.0
2022-01-27,401.416,409.428,396.209,398.935,264143.0
2022-01-28,398.259,404.289,387.615,404.152,252962.0
2022-01-29,398.259,404.289,387.615,404.152,252962.0
2022-01-30,398.259,404.289,387.615,404.152,252962.0
2022-01-31,405.005,413.811,401.681,413.693,277869.0
2022-02-01,413.82,415.056,407.604,413.144,255685.0
2022-02-02,413.82,421.469,411.84,420.371,200098.0
2022-02-03,416.262,417.047,410.908,411.055,141780.0
2022-02-04,409.065,415.684,406.737,412.114,150703.0
2022-02-05,409.065,415.684,406.737,412.114,150703.0
2022-02-06,409.065,415.684,406.737,412.114,150703.0
2022-02-07,411.487,411.487,407.339,409.408,144577.0
2022-02-08,407.123,412.139,400.906,411.31,286199.0
2022-02-09,416.821,419.777,408.496,409.477,216864.0
2022-02-10,403.171,410.232,398.774,400.23,312924.0
2022-02-11,399.955,403.446,395.925,399.151,328974.0
2022-02-12,399.955,403.446,395.925,399.151,328974.0
2022-02-13,399.955,403.446,395.925,399.151,328974.0
2022-02-14,399.279,399.279,386.845,392.258,301265.0
2022-02-15,396.778,400.848,395.131,400.073,222559.0
2022-02-16,398.994,406.054,397.773,404.309,238677.0
2022-02-17,402.387,402.387,395.513,397.798,211090.0
2022-02-18,398.867,399.21,392.405,395.18,213025.0
2022-02-19,398.867,399.21,392.405,395.18,213025.0
2022-02-20,398.867,399.21,392.405,395.18,213025.0
2022-02-21,398.867,399.21,392.405,395.18,213025.0
2022-02-22,393.984,398.112,390.65,396.298,235761.0
2022-02-23,398.112,400.749,385.6,386.345,233063.0
2022-02-24,378.5,385.212,374.372,385.188,599947.0
2022-02-25,387.192,400.811,384.018,399.662,318594.0
2022-02-26,387.192,400.811,384.018,399.662,318594.0
2022-02-27,387.192,400.811,384.018,399.662,318594.0
2022-02-28,393.677,399.927,392.891,399.033,313016.0
2022-03-01,399.013,408.024,394.503,404.702,355763.0
2022-03-02,409.331,414.391,405.872,410.736,284939.0
2022-03-03,413.291,415.305,403.936,404.496,298985.0
2022-03-04,402.865,408.997,399.475,405.872,477939.0
2022-03-05,402.865,408.997,399.475,405.872,477939.0
2022-03-06,402.865,408.997,399.475,405.872,477939.0
2022-03-07,408.574,413.183,404.419,405.665,450295.0
2022-03-08,405.548,408.957,396.095,400.094,280431.0
2022-03-09,405.705,410.475,400.477,407.749,263079.0
2022-03-10,404.948,407.626,395.918,399.927,231788.0
2022-03-11,401.814,404.57,399.239,400.703,204328.0
2022-03-12,401.814,404.57,399.239,400.703,204328.0
2022-03-13,401.814,404.57,399.239,400.703,204328.0
2022-03-14,405.479,406.963,398.06,401.175,193004.0
2022-03-15,404.398,411.031,401.47,409.183,241684.0
2022-03-16,412.613,416.961,403.437,411.964,315854.0
2022-03-17,412.524,420.154,410.598,419.717,230979.0
2022-03-18,420.67,432.334,420.601,431.518,440894.0
