,PHM US Equity,PHM US Equity,PHM US Equity,PHM US Equity,PHM US Equity
2020-03-02,38.5747,39.7656,37.7649,39.5845,5879425.0
2020-03-03,40.0133,41.3947,39.2416,40.1943,5791880.0
2020-03-04,40.7468,42.3855,40.7468,42.3188,6005612.0
2020-03-05,41.528,42.0425,40.6087,40.9278,4308244.0
2020-03-06,39.4035,40.0418,38.4032,39.5369,4006837.0
2020-03-07,39.4035,40.0418,38.4032,39.5369,4006837.0
2020-03-08,39.4035,40.0418,38.4032,39.5369,4006837.0
2020-03-09,37.1456,37.8316,35.1164,36.8027,5384623.0
2020-03-10,37.6887,38.1936,35.7452,37.7554,4085835.0
2020-03-11,36.574,36.8312,33.6207,33.6683,6646421.0
2020-03-12,31.1542,31.4792,27.273,29.1467,6071548.0
2020-03-13,30.6571,31.2498,27.3304,29.1849,6549148.0
2020-03-14,30.6571,31.2498,27.3304,29.1849,6549148.0
2020-03-15,30.6571,31.2498,27.3304,29.1849,6549148.0
2020-03-16,22.3691,24.3001,22.3691,23.0191,6509090.0
2020-03-17,23.5066,23.9942,20.8778,22.0727,7899246.0
2020-03-18,19.9983,20.9065,16.7386,18.6026,8763846.0
2020-03-19,18.3254,20.505,17.3982,18.6696,7297454.0
2020-03-20,19.1475,20.1226,18.1629,18.899,11935520.0
2020-03-21,19.1475,20.1226,18.1629,18.899,11935520.0
2020-03-22,19.1475,20.1226,18.1629,18.899,11935520.0
2020-03-23,18.0195,18.6409,16.3657,16.9584,10710761.0
2020-03-24,18.1916,21.4992,18.1295,21.1072,6022564.0
2020-03-25,21.6425,24.0898,20.7248,23.1529,6806357.0
2020-03-26,23.6309,24.7111,23.0573,24.5773,5366397.0
2020-03-27,23.4302,24.5868,22.7706,23.4397,5583221.0
2020-03-28,23.4302,24.5868,22.7706,23.4397,5583221.0
2020-03-29,23.4302,24.5868,22.7706,23.4397,5583221.0
2020-03-30,23.0669,23.2294,21.8433,22.7132,3817850.0
2020-03-31,22.4073,22.5794,21.1837,21.3366,5156750.0
2020-04-01,19.9696,20.4381,19.6446,19.8836,6250404.0
2020-04-02,19.6924,20.3329,18.5166,18.9181,6392596.0
2020-04-03,18.6409,19.0519,17.4746,18.0864,5619246.0
2020-04-04,18.6409,19.0519,17.4746,18.0864,5619246.0
2020-04-05,18.6409,19.0519,17.4746,18.0864,5619246.0
2020-04-06,19.7785,20.9638,19.2718,20.744,4930180.0
2020-04-07,22.5316,23.3346,21.4131,22.0154,7934789.0
2020-04-08,22.5507,24.6633,22.1205,24.3957,5948358.0
2020-04-09,25.6479,26.6612,24.7494,25.1795,4015550.0
2020-04-10,25.6479,26.6612,24.7494,25.1795,4015550.0
2020-04-11,25.6479,26.6612,24.7494,25.1795,4015550.0
2020-04-12,25.6479,26.6612,24.7494,25.1795,4015550.0
2020-04-13,24.8928,24.9883,22.9331,23.7074,4543554.0
2020-04-14,24.4913,24.9501,23.65,24.5486,4546053.0
2020-04-15,23.2772,23.4971,22.522,22.8279,4162277.0
2020-04-16,22.8566,23.5831,22.4169,23.2007,5155798.0
2020-04-17,24.3861,25.409,23.8795,24.3957,5347396.0
2020-04-18,24.3861,25.409,23.8795,24.3957,5347396.0
2020-04-19,24.3861,25.409,23.8795,24.3957,5347396.0
2020-04-20,23.5066,23.9942,22.9235,23.239,5504160.0
2020-04-21,22.4647,23.6405,22.2926,23.1147,4602812.0
2020-04-22,23.8125,23.9416,22.9426,23.0095,3758167.0
2020-04-23,22.3021,24.0515,22.1588,22.8184,4055925.0
2020-04-24,22.9713,24.7159,22.9713,24.5104,5020215.0
2020-04-25,22.9713,24.7159,22.9713,24.5104,5020215.0
2020-04-26,22.9713,24.7159,22.9713,24.5104,5020215.0
2020-04-27,24.8832,26.2884,24.7255,26.0399,4389076.0
2020-04-28,27.7128,28.7165,27.187,27.7128,8080507.0
2020-04-29,28.5445,29.4669,28.5206,28.9555,5873527.0
2020-04-30,28.1716,28.1908,26.7951,27.0245,6142838.0
2020-05-01,26.2024,26.5561,25.5524,26.0399,4073381.0
2020-05-02,26.2024,26.5561,25.5524,26.0399,4073381.0
2020-05-03,26.2024,26.5561,25.5524,26.0399,4073381.0
2020-05-04,25.5332,26.3553,25.0553,26.0686,4278128.0
2020-05-05,26.5657,27.1297,26.3458,26.5752,3770202.0
2020-05-06,26.7186,26.9815,26.0112,26.4127,3914228.0
2020-05-07,26.8907,27.4069,26.6804,26.9385,4517254.0
2020-05-08,27.5694,28.7643,27.2157,28.5636,3170705.0
2020-05-09,27.5694,28.7643,27.2157,28.5636,3170705.0
2020-05-10,27.5694,28.7643,27.2157,28.5636,3170705.0
2020-05-11,27.9135,28.6592,27.2826,28.1238,3847240.0
2020-05-12,28.2003,28.3533,26.7951,26.8524,3491490.0
2020-05-13,26.623,26.623,25.3516,25.9825,5381899.0
2020-05-14,25.3707,26.4892,24.9453,26.3745,4253356.0
2020-05-15,25.8965,26.776,25.5619,26.4987,2742570.0
2020-05-16,25.8965,26.776,25.5619,26.4987,2742570.0
2020-05-17,25.8965,26.776,25.5619,26.4987,2742570.0
2020-05-18,28.076,30.0835,27.8944,29.7585,4504219.0
2020-05-19,29.6151,30.9821,28.9651,30.007,3986069.0
2020-05-20,30.5519,30.9725,29.5004,30.0453,5138239.0
2020-05-21,29.921,31.4792,29.8923,31.2498,4504656.0
2020-05-22,31.5557,32.0813,30.9629,31.8425,2785829.0
2020-05-23,31.5557,32.0813,30.9629,31.8425,2785829.0
2020-05-24,31.5557,32.0813,30.9629,31.8425,2785829.0
2020-05-25,31.5557,32.0813,30.9629,31.8425,2785829.0
2020-05-26,33.458,33.8595,32.6454,32.8271,4616063.0
2020-05-27,33.9073,34.8728,32.9418,34.8441,3947778.0
2020-05-28,35.2839,35.4655,32.7124,32.894,3688861.0
2020-05-29,32.6072,33.611,32.1581,32.4734,5710735.0
2020-05-30,32.6072,33.611,32.1581,32.4734,5710735.0
2020-05-31,32.6072,33.611,32.1581,32.4734,5710735.0
2020-06-01,32.6454,33.7639,32.33,32.8175,2795070.0
2020-06-02,32.8844,33.3433,32.741,33.219,2349115.0
2020-06-03,33.8595,34.6051,33.5345,34.3948,2818059.0
2020-06-04,34.0794,34.8919,33.2716,33.4676,3760751.0
2020-06-05,35.15,35.8383,34.4235,35.1022,4512795.0
2020-06-06,35.15,35.8383,34.4235,35.1022,4512795.0
2020-06-07,35.15,35.8383,34.4235,35.1022,4512795.0
2020-06-08,35.6758,37.0619,34.5908,35.0544,3074094.0
2020-06-09,34.3853,34.8346,33.9933,34.261,3430425.0
2020-06-10,34.1367,35.2934,33.1903,34.7198,4812353.0
2020-06-11,33.1181,33.7799,31.5548,31.5644,4235075.0
2020-06-12,33.1277,33.7032,31.5068,32.5043,4470057.0
2020-06-13,33.1277,33.7032,31.5068,32.5043,4470057.0
2020-06-14,33.1277,33.7032,31.5068,32.5043,4470057.0
2020-06-15,31.3054,34.3746,31.1232,34.2595,4542275.0
2020-06-16,35.8612,35.9859,33.9621,35.0364,4479548.0
2020-06-17,35.4008,35.6598,34.7198,34.9117,2829651.0
2020-06-18,34.4417,35.0076,34.0772,34.154,2443869.0
2020-06-19,35.0076,35.0076,33.0462,33.2524,4743279.0
2020-06-20,35.0076,35.0076,33.0462,33.2524,4743279.0
2020-06-21,35.0076,35.0076,33.0462,33.2524,4743279.0
2020-06-22,33.1277,33.732,32.6487,33.636,3043060.0
2020-06-23,34.154,34.269,33.2236,33.684,2292428.0
2020-06-24,33.2044,33.2403,31.4013,32.4563,3443459.0
2020-06-25,31.5164,32.1782,30.5765,31.2479,6406961.0
2020-06-26,31.0177,31.1615,30.5381,30.6244,4902913.0
2020-06-27,31.0177,31.1615,30.5381,30.6244,4902913.0
2020-06-28,31.0177,31.1615,30.5381,30.6244,4902913.0
2020-06-29,30.9314,32.4611,30.26,32.1302,3029860.0
2020-06-30,32.2262,32.8496,31.6938,32.6386,2609502.0
2020-07-01,32.7728,32.8592,31.6123,31.6315,3022833.0
2020-07-02,32.3508,32.7345,31.3821,31.5356,2497647.0
2020-07-03,32.3508,32.7345,31.3821,31.5356,2497647.0
2020-07-04,32.3508,32.7345,31.3821,31.5356,2497647.0
2020-07-05,32.3508,32.7345,31.3821,31.5356,2497647.0
2020-07-06,32.3221,32.9119,32.0631,32.7057,2749040.0
2020-07-07,32.2549,33.0989,32.207,32.5331,4110983.0
2020-07-08,32.7824,34.0676,32.6386,33.8279,3366752.0
2020-07-09,34.0772,34.1444,32.2549,32.4947,3110930.0
2020-07-10,32.6769,33.6217,32.6002,33.5785,2602732.0
2020-07-11,32.6769,33.6217,32.6002,33.5785,2602732.0
2020-07-12,32.6769,33.6217,32.6002,33.5785,2602732.0
2020-07-13,33.7128,34.0293,32.4755,32.5043,3319973.0
2020-07-14,32.3604,34.0437,32.3317,34.0005,2869082.0
2020-07-15,34.9884,35.0364,33.7991,34.7007,2809099.0
2020-07-16,34.5088,35.4871,34.1827,35.2474,3297281.0
2020-07-17,35.9475,36.3887,35.4584,35.7749,4351671.0
2020-07-18,35.9475,36.3887,35.4584,35.7749,4351671.0
2020-07-19,35.9475,36.3887,35.4584,35.7749,4351671.0
2020-07-20,35.6406,36.2592,35.2282,36.0434,3881171.0
2020-07-21,35.5351,36.3312,35.2665,36.1585,3043285.0
2020-07-22,36.4079,38.1132,36.1681,37.8274,4099345.0
2020-07-23,40.206,42.1913,39.0767,39.6017,9080832.0
2020-07-24,40.0717,41.1555,39.0358,40.8773,5236136.0
2020-07-25,40.0717,41.1555,39.0358,40.8773,5236136.0
2020-07-26,40.0717,41.1555,39.0358,40.8773,5236136.0
2020-07-27,41.6063,42.5846,40.8294,42.4311,4976358.0
2020-07-28,42.7284,43.1408,41.6542,41.7118,4662434.0
2020-07-29,41.8748,42.9107,41.8365,42.8723,2752994.0
2020-07-30,42.0762,42.5721,41.6926,42.0762,2245006.0
2020-07-31,42.0666,42.0666,40.7718,41.8173,2694840.0
2020-08-01,42.0666,42.0666,40.7718,41.8173,2694840.0
2020-08-02,42.0666,42.0666,40.7718,41.8173,2694840.0
2020-08-03,42.0762,42.8147,41.8061,42.2297,2264417.0
2020-08-04,42.0571,42.551,41.8365,42.3352,2358369.0
2020-08-05,42.4791,42.9298,42.0475,42.6901,1895730.0
2020-08-06,42.6325,43.1121,42.4503,42.8915,1829986.0
2020-08-07,42.4119,42.7956,41.7881,42.4503,2446391.0
2020-08-08,42.4119,42.7956,41.7881,42.4503,2446391.0
2020-08-09,42.4119,42.7956,41.7881,42.4503,2446391.0
2020-08-10,42.6613,44.2726,42.4023,43.3135,3426756.0
2020-08-11,43.7739,44.1767,42.3448,42.5558,3295242.0
2020-08-12,42.9107,43.8794,42.5366,43.582,2288460.0
2020-08-13,43.3806,43.9657,42.762,43.6588,2281821.0
2020-08-14,43.3135,43.3998,42.9682,43.2272,2200783.0
2020-08-15,43.3135,43.3998,42.9682,43.2272,2200783.0
2020-08-16,43.3135,43.3998,42.9682,43.2272,2200783.0
2020-08-17,43.4957,44.7522,43.3519,44.5316,3461472.0
2020-08-18,45.4907,45.4907,44.5699,44.7042,3209919.0
2020-08-19,44.4452,44.6946,43.8794,44.2822,2003917.0
2020-08-20,43.841,44.9632,43.6875,44.4452,2132792.0
2020-08-21,44.474,45.6921,44.2918,45.5386,2006639.0
2020-08-22,44.474,45.6921,44.2918,45.5386,2006639.0
2020-08-23,44.474,45.6921,44.2918,45.5386,2006639.0
2020-08-24,45.6441,45.9415,44.9727,45.6729,2095130.0
2020-08-25,46.0374,46.0374,44.6371,45.2509,2174542.0
2020-08-26,45.3084,45.4523,44.3541,44.3973,2369723.0
2020-08-27,44.685,45.0783,43.8602,43.8794,2794345.0
2020-08-28,44.1383,44.522,43.3423,43.4669,2356627.0
2020-08-29,44.1383,44.522,43.3423,43.4669,2356627.0
2020-08-30,44.1383,44.522,43.3423,43.4669,2356627.0
2020-08-31,43.6108,43.6108,42.4023,42.7668,2451258.0
2020-09-01,42.7092,44.1767,42.4599,44.1671,2325289.0
2020-09-02,44.3973,44.522,42.9298,44.2534,1854574.0
2020-09-03,44.2726,44.3781,41.8844,42.3831,2416867.0
2020-09-04,42.6325,43.0929,40.4553,41.4432,2922985.0
2020-09-05,42.6325,43.0929,40.4553,41.4432,2922985.0
2020-09-06,42.6325,43.0929,40.4553,41.4432,2922985.0
2020-09-07,42.6325,43.0929,40.4553,41.4432,2922985.0
2020-09-08,40.8486,42.4982,40.58,41.424,3022360.0
2020-09-09,41.9515,43.16,41.683,42.7764,2769456.0
2020-09-10,43.0258,43.6204,42.4023,42.6805,1921920.0
2020-09-11,42.9682,43.6684,42.8698,43.4478,1993027.0
2020-09-12,42.9682,43.6684,42.8698,43.4478,1993027.0
2020-09-13,42.9682,43.6684,42.8698,43.4478,1993027.0
2020-09-14,43.9561,43.9945,43.0929,43.8026,2166849.0
2020-09-15,43.6971,44.4836,43.1217,43.208,2442504.0
2020-09-16,43.7547,45.2509,43.5437,44.8097,2525704.0
2020-09-17,44.0328,44.5124,43.1984,43.6012,2211826.0
2020-09-18,43.4858,44.1494,42.7357,43.255,5646277.0
2020-09-19,43.4858,44.1494,42.7357,43.255,5646277.0
2020-09-20,43.4858,44.1494,42.7357,43.255,5646277.0
2020-09-21,42.303,42.9762,41.5818,42.8992,2571860.0
2020-09-22,43.0627,44.1782,42.7646,44.1109,2282170.0
2020-09-23,44.1301,44.4379,42.1011,42.1588,2025079.0
2020-09-24,42.1203,43.2935,41.3125,42.6492,2040582.0
2020-09-25,42.178,42.63,41.6683,42.3222,1207613.0
2020-09-26,42.178,42.63,41.6683,42.3222,1207613.0
2020-09-27,42.178,42.63,41.6683,42.3222,1207613.0
2020-09-28,43.2166,44.0628,42.8608,44.0051,1561856.0
2020-09-29,44.409,44.5821,43.332,43.5339,1828014.0
2020-09-30,43.9667,45.2553,43.7647,44.5148,4560366.0
2020-10-01,45.0533,45.6688,44.2071,45.6399,2849053.0
2020-10-02,44.736,45.9669,44.6879,45.7072,2003901.0
2020-10-03,44.736,45.9669,44.6879,45.7072,2003901.0
2020-10-04,44.736,45.9669,44.6879,45.7072,2003901.0
2020-10-05,45.7938,46.4573,44.7504,45.89,2564770.0
2020-10-06,45.89,46.1785,44.611,44.8321,2019384.0
2020-10-07,45.5726,46.1304,45.0533,45.3226,1619810.0
2020-10-08,46.3227,47.3998,46.1496,47.092,2694463.0
2020-10-09,47.419,47.794,46.7939,47.1016,1870920.0
2020-10-10,47.419,47.794,46.7939,47.1016,1870920.0
2020-10-11,47.419,47.794,46.7939,47.1016,1870920.0
2020-10-12,47.4382,47.669,46.717,47.5825,2075756.0
2020-10-13,46.8708,47.0632,45.9669,46.515,2116387.0
2020-10-14,46.8228,47.0439,46.1592,46.4285,1760827.0
2020-10-15,45.7649,47.1882,45.688,47.0247,1454777.0
2020-10-16,47.0439,47.6786,45.7938,45.9188,2577536.0
2020-10-17,47.0439,47.6786,45.7938,45.9188,2577536.0
2020-10-18,47.0439,47.6786,45.7938,45.9188,2577536.0
2020-10-19,46.1592,46.467,44.2167,44.6398,3243273.0
2020-10-20,45.0822,45.7457,44.659,45.1783,3063327.0
2020-10-21,45.0822,45.1495,43.0819,43.5051,4187710.0
2020-10-22,42.4184,43.5339,40.4566,41.0048,6130781.0
2020-10-23,41.7549,42.4088,41.1298,42.303,4583844.0
2020-10-24,41.7549,42.4088,41.1298,42.303,4583844.0
2020-10-25,41.7549,42.4088,41.1298,42.303,4583844.0
2020-10-26,42.3703,42.553,40.3028,40.7836,3475101.0
2020-10-27,40.7163,41.1683,39.3604,39.745,3401732.0
2020-10-28,38.7737,40.8183,38.3891,40.3316,3712983.0
2020-10-29,40.5432,40.9086,39.3892,39.8219,2088600.0
2020-10-30,39.6681,40.2932,38.9468,39.1969,2835753.0
2020-10-31,39.6681,40.2932,38.9468,39.1969,2835753.0
2020-11-01,39.6681,40.2932,38.9468,39.1969,2835753.0
2020-11-02,40.0527,40.8124,39.5527,40.5336,2974542.0
2020-11-03,41.0144,41.7723,40.5432,41.4952,2895669.0
2020-11-04,42.4953,45.3322,42.3896,44.5437,4171679.0
2020-11-05,44.8033,45.3514,43.9474,44.2552,2332532.0
2020-11-06,44.1782,44.1782,42.2068,42.4184,2083183.0
2020-11-07,44.1782,44.1782,42.2068,42.4184,2083183.0
2020-11-08,44.1782,44.1782,42.2068,42.4184,2083183.0
2020-11-09,42.4761,43.1972,38.9949,39.0815,4777468.0
2020-11-10,39.9373,41.1586,39.043,40.9375,5151959.0
2020-11-11,41.1106,41.2452,40.4951,41.1779,2457014.0
2020-11-12,41.0817,41.9953,39.7258,40.1104,2742034.0
2020-11-13,40.4566,41.6683,40.1874,41.2837,2180924.0
2020-11-14,40.4566,41.6683,40.1874,41.2837,2180924.0
2020-11-15,40.4566,41.6683,40.1874,41.2837,2180924.0
2020-11-16,41.4568,41.5337,40.2835,41.226,3381630.0
2020-11-17,41.1586,42.1011,40.7403,41.3606,2710290.0
2020-11-18,41.3702,42.6877,41.1875,42.053,2501213.0
2020-11-19,42.5146,43.0339,41.3702,41.9568,3505435.0
2020-11-20,42.1395,42.4856,41.6972,41.9953,2805537.0
2020-11-21,42.1395,42.4856,41.6972,41.9953,2805537.0
2020-11-22,42.1395,42.4856,41.6972,41.9953,2805537.0
2020-11-23,42.303,43.6301,42.0434,43.457,1894577.0
2020-11-24,43.7743,43.9282,42.053,42.2934,2601169.0
2020-11-25,42.553,43.2166,42.1491,42.8992,1953297.0
2020-11-26,42.553,43.2166,42.1491,42.8992,1953297.0
2020-11-27,42.6107,43.3031,42.4184,42.6588,1356184.0
2020-11-28,42.6107,43.3031,42.4184,42.6588,1356184.0
2020-11-29,42.6107,43.3031,42.4184,42.6588,1356184.0
2020-11-30,42.6204,42.9088,41.1394,41.9568,5629595.0
2020-12-01,42.1876,42.2886,40.6682,41.024,5316132.0
2020-12-02,40.8413,40.9663,39.6489,39.9566,5214119.0
2020-12-03,39.87,41.6202,39.8604,41.5145,3144419.0
2020-12-04,41.476,41.5433,40.3412,40.447,4251310.0
2020-12-05,41.476,41.5433,40.3412,40.447,4251310.0
2020-12-06,41.476,41.5433,40.3412,40.447,4251310.0
2020-12-07,40.5624,42.0049,40.1585,41.9472,3145463.0
2020-12-08,41.1586,41.1779,39.9181,40.4278,2889581.0
2020-12-09,40.8798,40.9855,39.8604,40.4663,3005264.0
2020-12-10,40.1104,40.6778,39.9181,40.5432,2541522.0
2020-12-11,40.4951,40.9855,40.3509,40.7259,2640787.0
2020-12-12,40.4951,40.9855,40.3509,40.7259,2640787.0
2020-12-13,40.4951,40.9855,40.3509,40.7259,2640787.0
2020-12-14,41.0336,41.5914,40.4855,40.5047,2735713.0
2020-12-15,40.717,41.3827,40.5723,40.9293,2479398.0
2020-12-16,41.2477,41.3442,40.524,41.0065,3052015.0
2020-12-17,41.4696,43.5054,41.4696,43.2063,5642481.0
2020-12-18,43.5826,44.1519,43.2932,43.5151,6322464.0
2020-12-19,43.5826,44.1519,43.2932,43.5151,6322464.0
2020-12-20,43.5826,44.1519,43.2932,43.5151,6322464.0
2020-12-21,42.6274,43.6405,42.1064,43.1774,2457046.0
2020-12-22,43.3511,44.0265,42.9748,43.8142,1852634.0
2020-12-23,43.8914,43.9686,42.5695,42.7335,1792882.0
2020-12-24,42.7721,43.6791,42.3476,43.6116,1089363.0
2020-12-25,42.7721,43.6791,42.3476,43.6116,1089363.0
2020-12-26,42.7721,43.6791,42.3476,43.6116,1089363.0
2020-12-27,42.7721,43.6791,42.3476,43.6116,1089363.0
2020-12-28,43.8238,43.9637,42.73,42.9072,1265298.0
2020-12-29,43.1098,43.3125,42.2415,42.5985,1227174.0
2020-12-30,42.6467,43.2524,42.4248,42.5406,1225347.0
2020-12-31,42.6757,42.6757,41.4985,41.6047,1737110.0
2021-01-01,42.6757,42.6757,41.4985,41.6047,1737110.0
2021-01-02,42.6757,42.6757,41.4985,41.6047,1737110.0
2021-01-03,42.6757,42.6757,41.4985,41.6047,1737110.0
2021-01-04,41.7687,41.9038,39.8776,40.7266,3666066.0
2021-01-05,39.3276,40.2346,38.9417,39.6267,4652857.0
2021-01-06,39.1057,39.7328,38.5171,39.4144,3850084.0
2021-01-07,39.5109,41.1946,39.1346,40.9968,3896475.0
2021-01-08,41.238,41.5757,39.8486,40.0705,2439083.0
2021-01-09,41.238,41.5757,39.8486,40.0705,2439083.0
2021-01-10,41.238,41.5757,39.8486,40.0705,2439083.0
2021-01-11,40.0705,41.4117,39.7039,40.6012,2081810.0
2021-01-12,40.717,41.1946,40.196,41.1608,1926770.0
2021-01-13,41.595,42.338,40.6688,41.0643,3701369.0
2021-01-14,41.2573,41.3634,40.717,40.9293,2296377.0
2021-01-15,40.6688,41.6047,40.6688,41.1994,2287386.0
2021-01-16,40.6688,41.6047,40.6688,41.1994,2287386.0
2021-01-17,40.6688,41.6047,40.6688,41.1994,2287386.0
2021-01-18,40.6688,41.6047,40.6688,41.1994,2287386.0
2021-01-19,41.5468,42.502,41.3056,42.4634,2870556.0
2021-01-20,42.9169,45.4544,42.666,45.0492,4897265.0
2021-01-21,45.7825,46.4868,45.136,45.8886,3919096.0
2021-01-22,46.2456,47.3456,45.3204,47.1719,4171470.0
2021-01-23,46.2456,47.3456,45.3204,47.1719,4171470.0
2021-01-24,46.2456,47.3456,45.3204,47.1719,4171470.0
2021-01-25,47.7605,48.4648,46.8439,47.2587,3744219.0
2021-01-26,47.2877,48.349,45.6667,45.9562,3457042.0
2021-01-27,45.3676,46.5254,44.615,45.5895,5520203.0
2021-01-28,42.3283,43.9493,41.0933,43.0037,5479349.0
2021-01-29,43.4186,43.5537,41.5758,41.9713,3781252.0
2021-01-30,43.4186,43.5537,41.5758,41.9713,3781252.0
2021-01-31,43.4186,43.5537,41.5758,41.9713,3781252.0
2021-02-01,42.4441,43.3221,41.6047,43.1967,3273191.0
2021-02-02,43.5151,44.7019,42.7239,44.3545,2937055.0
2021-02-03,44.2773,45.0492,43.9493,44.7308,3447647.0
2021-02-04,44.7308,45.9755,44.0554,45.4448,2278584.0
2021-02-05,45.7825,46.4482,45.165,46.4386,3379657.0
2021-02-06,45.7825,46.4482,45.165,46.4386,3379657.0
2021-02-07,45.7825,46.4482,45.165,46.4386,3379657.0
2021-02-08,46.7763,47.6643,46.3325,47.5289,2509582.0
2021-02-09,47.6543,47.6543,46.5254,47.471,1792944.0
2021-02-10,47.5482,48.1223,46.6026,47.6254,2689456.0
2021-02-11,47.9824,48.3394,47.5385,47.7701,2840925.0
2021-02-12,47.5289,47.9148,46.4868,46.7763,2088064.0
2021-02-13,47.5289,47.9148,46.4868,46.7763,2088064.0
2021-02-14,47.5289,47.9148,46.4868,46.7763,2088064.0
2021-02-15,47.5289,47.9148,46.4868,46.7763,2088064.0
2021-02-16,46.9403,46.9403,44.8176,45.0299,3560088.0
2021-02-17,44.5089,45.2711,43.8238,44.5475,2950185.0
2021-02-18,44.6343,45.0203,43.7177,43.8721,3310273.0
2021-02-19,44.1905,44.972,44.1905,44.7597,2288128.0
2021-02-20,44.1905,44.972,44.1905,44.7597,2288128.0
2021-02-21,44.1905,44.972,44.1905,44.7597,2288128.0
2021-02-22,44.5378,44.9431,43.8335,43.8431,2029714.0
2021-02-23,43.7081,44.3835,42.5406,44.3063,2892848.0
2021-02-24,44.094,45.3483,42.8879,45.2711,2829307.0
2021-02-25,44.8562,44.8659,42.004,42.3958,3043528.0
2021-02-26,42.9265,44.1229,42.2897,43.5247,3121236.0
2021-02-27,42.9265,44.1229,42.2897,43.5247,3121236.0
2021-02-28,42.9265,44.1229,42.2897,43.5247,3121236.0
2021-03-01,44.1808,44.7694,43.8045,43.8721,2899505.0
2021-03-02,44.0072,44.8369,43.4379,44.5668,2417865.0
2021-03-03,44.2677,44.4799,42.6853,42.7143,3377210.0
2021-03-04,42.7818,43.8721,40.8231,42.2415,3895598.0
2021-03-05,42.5985,44.3256,41.4117,44.1326,2926632.0
2021-03-06,42.5985,44.3256,41.4117,44.1326,2926632.0
2021-03-07,42.5985,44.3256,41.4117,44.1326,2926632.0
2021-03-08,44.3835,46.429,44.3835,45.7439,2640605.0
2021-03-09,46.3711,47.0368,45.426,45.6764,2716690.0
2021-03-10,45.9755,47.6447,45.4641,47.114,2879720.0
2021-03-11,47.4527,47.7526,46.2818,46.6882,2039686.0
2021-03-12,45.5174,46.7463,44.6949,46.3786,2974862.0
2021-03-13,45.5174,46.7463,44.6949,46.3786,2974862.0
2021-03-14,45.5174,46.7463,44.6949,46.3786,2974862.0
2021-03-15,46.5624,48.1203,46.127,48.0913,3006510.0
2021-03-16,48.2848,48.7298,47.3559,47.501,2485336.0
2021-03-17,47.1817,49.3541,46.6108,49.3396,4732815.0
2021-03-18,48.9138,48.9912,46.3786,46.6882,4212744.0
2021-03-19,46.6882,47.772,46.3012,47.4043,4456493.0
2021-03-20,46.6882,47.772,46.3012,47.4043,4456493.0
2021-03-21,46.6882,47.772,46.3012,47.4043,4456493.0
2021-03-22,47.6462,47.8446,46.6592,47.4817,2994873.0
2021-03-23,47.4623,48.0236,46.4076,46.7753,2237843.0
2021-03-24,46.9495,48.13,46.6399,46.6495,2229619.0
2021-03-25,45.9528,48.7686,45.7787,48.5171,3905395.0
2021-03-26,48.9235,50.9652,48.5171,50.9168,3435045.0
2021-03-27,48.9235,50.9652,48.5171,50.9168,3435045.0
2021-03-28,48.9235,50.9652,48.5171,50.9168,3435045.0
2021-03-29,51.4006,51.9231,49.7653,49.9395,3578240.0
2021-03-30,50.4039,51.2361,49.4073,51.0426,2563925.0
2021-03-31,51.2845,51.3958,50.5733,50.7426,2474965.0
2021-04-01,51.2845,51.7973,50.8491,51.749,2469535.0
2021-04-02,51.2845,51.7973,50.8491,51.749,2469535.0
2021-04-03,51.2845,51.7973,50.8491,51.749,2469535.0
2021-04-04,51.2845,51.7973,50.8491,51.749,2469535.0
2021-04-05,52.0973,52.2328,51.3425,52.0876,2113518.0
2021-04-06,52.0005,52.3586,51.7102,52.2424,2730310.0
2021-04-07,52.4263,52.465,51.5264,51.7973,2081193.0
2021-04-08,51.9038,52.1554,51.1393,51.4296,2696817.0
2021-04-09,51.2555,52.9295,50.9265,52.794,2498274.0
2021-04-10,51.2555,52.9295,50.9265,52.794,2498274.0
2021-04-11,51.2555,52.9295,50.9265,52.794,2498274.0
2021-04-12,52.8327,52.9391,51.7877,52.3489,2805070.0
2021-04-13,52.0779,52.4069,51.2458,52.3005,2535528.0
2021-04-14,52.2521,52.6198,51.7006,51.7683,2437068.0
2021-04-15,52.2521,52.3489,51.6619,51.7199,2945277.0
2021-04-16,51.9618,52.7263,51.807,52.465,3348896.0
2021-04-17,51.9618,52.7263,51.807,52.465,3348896.0
2021-04-18,51.9618,52.7263,51.807,52.465,3348896.0
2021-04-19,52.7166,52.8037,51.449,51.9715,2648329.0
2021-04-20,51.9909,52.6101,49.8814,50.8104,2685764.0
2021-04-21,50.8007,51.6522,50.7136,51.4393,1521233.0
2021-04-22,51.2845,51.7683,50.7426,51.4587,2667890.0
2021-04-23,51.6522,52.4069,51.3329,52.165,1973962.0
2021-04-24,51.6522,52.4069,51.3329,52.165,1973962.0
2021-04-25,51.6522,52.4069,51.3329,52.165,1973962.0
2021-04-26,52.8327,53.2875,52.3586,53.0166,3686409.0
2021-04-27,54.5454,56.2001,54.5357,55.2905,5103093.0
2021-04-28,55.5711,56.979,55.2518,56.7806,3342458.0
2021-04-29,57.1967,58.1307,56.8097,57.8741,3480970.0
2021-04-30,57.6805,57.7289,56.3742,57.2064,2556584.0
2021-05-01,57.6805,57.7289,56.3742,57.2064,2556584.0
2021-05-02,57.6805,57.7289,56.3742,57.2064,2556584.0
2021-05-03,57.7676,58.6966,57.7192,58.3772,3011387.0
