,GABC US Equity,GABC US Equity,GABC US Equity,GABC US Equity,GABC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-05-23,26.2828,26.2919,25.8573,26.0927,41070.0
2020-05-24,26.2828,26.2919,25.8573,26.0927,41070.0
2020-05-25,26.2828,26.2919,25.8573,26.0927,41070.0
2020-05-26,27.1973,27.6545,26.8713,27.2969,73761.0
2020-05-27,28.338,29.343,27.7767,29.2253,80674.0
2020-05-28,29.6418,29.6418,27.8763,28.0483,62863.0
2020-05-29,27.6318,28.1117,27.1611,28.0483,112905.0
2020-05-30,27.6318,28.1117,27.1611,28.0483,112905.0
2020-05-31,27.6318,28.1117,27.1611,28.0483,112905.0
2020-06-01,28.1207,28.1207,27.1611,27.1882,84526.0
2020-06-02,27.5413,27.6499,26.989,27.0796,50775.0
2020-06-03,27.7495,28.7319,27.2878,28.003,69322.0
2020-06-04,27.7676,28.5372,27.7676,28.0664,61263.0
2020-06-05,29.8047,30.271,28.3561,29.6146,98600.0
2020-06-06,29.8047,30.271,28.3561,29.6146,98600.0
2020-06-07,29.8047,30.271,28.3561,29.6146,98600.0
2020-06-08,30.0944,30.0944,29.4516,29.687,47886.0
2020-06-09,28.9808,29.9224,28.5915,29.4426,45095.0
2020-06-10,29.2977,29.2977,28.157,28.1841,46669.0
2020-06-11,27.0071,27.4598,25.5864,25.8121,71693.0
2020-06-12,26.9347,26.9347,25.4227,26.3191,72709.0
2020-06-13,26.9347,26.9347,25.4227,26.3191,72709.0
2020-06-14,26.9347,26.9347,25.4227,26.3191,72709.0
2020-06-15,25.3232,26.6722,25.2824,26.5545,51852.0
2020-06-16,27.659,27.659,26.8442,27.3964,45119.0
2020-06-17,27.5413,27.5413,26.4186,26.5816,48077.0
2020-06-18,26.2104,27.0615,26.0927,26.8894,33000.0
2020-06-19,27.2697,27.4417,26.2285,27.4417,214010.0
2020-06-20,27.2697,27.4417,26.2285,27.4417,214010.0
2020-06-21,27.2697,27.4417,26.2285,27.4417,214010.0
2020-06-22,26.989,27.3874,26.7808,27.1792,42571.0
2020-06-23,27.5956,27.5956,26.817,26.8532,26994.0
2020-06-24,26.4186,26.5635,25.9116,26.0837,49533.0
2020-06-25,25.8392,27.2063,25.8211,27.1248,63215.0
2020-06-26,26.7174,26.7898,25.8664,26.4639,152706.0
2020-06-27,26.7174,26.7898,25.8664,26.4639,152706.0
2020-06-28,26.7174,26.7898,25.8664,26.4639,152706.0
2020-06-29,26.7808,27.5051,26.5273,27.4236,58398.0
2020-06-30,27.2516,28.3833,27.2516,28.157,62672.0
2020-07-01,28.2113,28.2113,26.7355,26.7808,46293.0
2020-07-02,27.5775,28.0664,26.645,26.7536,70043.0
2020-07-03,27.5775,28.0664,26.645,26.7536,70043.0
2020-07-04,27.5775,28.0664,26.645,26.7536,70043.0
2020-07-05,27.5775,28.0664,26.645,26.7536,70043.0
2020-07-06,27.3783,27.5051,26.2195,26.7627,71323.0
2020-07-07,26.3281,26.654,25.8935,26.0022,41744.0
2020-07-08,25.9026,26.1742,25.1059,25.6129,50286.0
2020-07-09,25.4046,25.9569,24.5445,24.8524,78507.0
2020-07-10,24.8795,25.803,24.8795,25.803,41095.0
2020-07-11,24.8795,25.803,24.8795,25.803,41095.0
2020-07-12,24.8795,25.803,24.8795,25.803,41095.0
2020-07-13,26.1742,26.3055,25.5314,26.0203,51603.0
2020-07-14,25.9479,26.0927,25.5133,25.9026,45325.0
2020-07-15,26.5726,27.5956,26.5726,27.0524,88684.0
2020-07-16,26.8532,27.2335,26.5907,27.0524,33844.0
2020-07-17,26.8894,27.0886,26.5182,26.5635,38005.0
2020-07-18,26.8894,27.0886,26.5182,26.5635,38005.0
2020-07-19,26.8894,27.0886,26.5182,26.5635,38005.0
2020-07-20,26.5182,26.6178,26.2195,26.3824,43031.0
2020-07-21,26.9257,27.7224,26.8351,27.7043,57200.0
2020-07-22,27.4779,27.8763,26.7265,26.989,44418.0
2020-07-23,26.8261,27.3693,26.8261,27.315,56813.0
2020-07-24,27.4055,27.582,26.7265,26.8261,73855.0
2020-07-25,27.4055,27.582,26.7265,26.8261,73855.0
2020-07-26,27.4055,27.582,26.7265,26.8261,73855.0
2020-07-27,26.6722,26.9483,26.1742,26.3824,23068.0
2020-07-28,26.6812,26.7265,26.301,26.3824,39771.0
2020-07-29,26.5726,26.6903,26.0565,26.5182,52820.0
2020-07-30,26.1018,26.2647,25.7034,25.9931,41858.0
2020-07-31,25.8483,26.1289,25.1692,25.7487,58454.0
2020-08-01,25.8483,26.1289,25.1692,25.7487,58454.0
2020-08-02,25.8483,26.1289,25.1692,25.7487,58454.0
2020-08-03,25.8754,25.9479,25.4137,25.7487,64149.0
2020-08-04,25.4137,25.6808,25.2598,25.6038,54319.0
2020-08-05,25.9207,26.2285,25.6853,26.147,50078.0
2020-08-06,25.9569,26.1742,25.8121,26.0837,26061.0
2020-08-07,26.0381,27.0497,25.9287,27.0224,47643.0
2020-08-08,26.0381,27.0497,25.9287,27.0224,47643.0
2020-08-09,26.0381,27.0497,25.9287,27.0224,47643.0
2020-08-10,26.9859,27.3049,26.8492,27.1226,56860.0
2020-08-11,27.4234,28.034,27.1226,27.7241,50222.0
2020-08-12,28.2527,28.3074,26.9404,27.4325,36893.0
2020-08-13,27.2138,27.2138,26.7672,26.8857,22901.0
2020-08-14,26.6214,27.1955,26.6214,27.0497,26734.0
2020-08-15,26.6214,27.1955,26.6214,27.0497,26734.0
2020-08-16,26.6214,27.1955,26.6214,27.0497,26734.0
2020-08-17,26.8128,27.15,26.594,26.8674,43220.0
2020-08-18,26.8674,27.3027,26.1566,26.2933,30434.0
2020-08-19,26.3753,26.9221,26.3115,26.3753,42594.0
2020-08-20,26.4026,28.8798,26.1383,26.4118,39574.0
2020-08-21,26.3024,26.6669,25.9743,26.1019,51998.0
2020-08-22,26.3024,26.6669,25.9743,26.1019,51998.0
2020-08-23,26.3024,26.6669,25.9743,26.1019,51998.0
2020-08-24,26.193,26.7763,26.0618,26.7672,31010.0
2020-08-25,27.0862,27.0862,26.6032,26.7581,25439.0
2020-08-26,26.7034,26.7034,26.0472,26.2386,25923.0
2020-08-27,26.3024,26.6761,26.0016,26.2842,67985.0
2020-08-28,26.5758,26.7125,26.0381,26.1566,61273.0
2020-08-29,26.5758,26.7125,26.0381,26.1566,61273.0
2020-08-30,26.5758,26.7125,26.0381,26.1566,61273.0
2020-08-31,26.0472,26.5394,25.8285,25.8376,88865.0
2020-09-01,25.7191,25.792,25.4366,25.6827,61394.0
2020-09-02,25.628,26.0108,25.6189,25.9014,52032.0
2020-09-03,25.9743,26.6487,25.9743,26.1657,58750.0
2020-09-04,26.7307,26.995,26.2021,26.7763,63831.0
2020-09-05,26.7307,26.995,26.2021,26.7763,63831.0
2020-09-06,26.7307,26.995,26.2021,26.7763,63831.0
2020-09-07,26.7307,26.995,26.2021,26.7763,63831.0
2020-09-08,26.594,26.6032,25.8649,26.0199,65342.0
2020-09-09,26.4756,26.4756,25.7829,26.0837,54518.0
2020-09-10,26.2113,26.43,25.9925,26.1748,57262.0
2020-09-11,26.3571,26.4482,25.8832,26.0381,51104.0
2020-09-12,26.3571,26.4482,25.8832,26.0381,51104.0
2020-09-13,26.3571,26.4482,25.8832,26.0381,51104.0
2020-09-14,26.1475,26.9404,26.1292,26.4482,47929.0
2020-09-15,26.4938,26.4938,26.1475,26.2021,44492.0
2020-09-16,26.2021,26.6305,26.0381,26.512,64005.0
2020-09-17,26.2477,26.4938,26.2295,26.348,46076.0
2020-09-18,26.5758,26.8674,26.0928,26.749,243827.0
2020-09-19,26.5758,26.8674,26.0928,26.749,243827.0
2020-09-20,26.5758,26.8674,26.0928,26.749,243827.0
2020-09-21,26.1657,26.3024,24.5024,24.7257,94857.0
2020-09-22,24.8533,24.8989,24.0331,24.2882,86531.0
2020-09-23,24.3338,25.3056,23.7141,23.7961,70056.0
2020-09-24,23.951,24.6072,23.8781,24.2062,40289.0
2020-09-25,23.9966,24.27,23.9966,24.1424,36409.0
2020-09-26,23.9966,24.27,23.9966,24.1424,36409.0
2020-09-27,23.9966,24.27,23.9966,24.1424,36409.0
2020-09-28,24.4523,25.0629,24.4523,24.908,33078.0
2020-09-29,24.826,24.826,24.2336,24.6346,22452.0
2020-09-30,24.8715,24.9536,24.589,24.7348,46729.0
2020-10-01,24.7439,25.1814,24.4796,25.0356,59542.0
2020-10-02,24.6528,25.6553,24.6528,25.473,40431.0
2020-10-03,24.6528,25.6553,24.6528,25.473,40431.0
2020-10-04,24.6528,25.6553,24.6528,25.473,40431.0
2020-10-05,25.8011,25.9652,25.3181,25.9105,32808.0
2020-10-06,26.0199,26.6123,25.7009,25.8923,54479.0
2020-10-07,26.2295,26.9404,26.1475,26.7307,120597.0
2020-10-08,27.0315,27.1135,26.6487,26.9859,42006.0
2020-10-09,27.1226,27.1226,26.2022,26.7125,37847.0
2020-10-10,27.1226,27.1226,26.2022,26.7125,37847.0
2020-10-11,27.1226,27.1226,26.2022,26.7125,37847.0
2020-10-12,26.6487,27.1317,26.4209,27.0771,30332.0
2020-10-13,26.8128,26.8128,26.2204,26.3297,25557.0
2020-10-14,26.3115,26.5849,25.6872,25.7465,17534.0
2020-10-15,25.4548,26.7125,25.4548,26.6852,50073.0
2020-10-16,26.4938,27.0497,25.9925,26.9495,48281.0
2020-10-17,26.4938,27.0497,25.9925,26.9495,48281.0
2020-10-18,26.4938,27.0497,25.9925,26.9495,48281.0
2020-10-19,26.9495,27.1682,26.6761,26.9039,35908.0
2020-10-20,27.1682,27.87,27.1682,27.7241,35119.0
2020-10-21,27.715,28.0067,27.715,27.8973,39484.0
2020-10-22,27.8882,28.754,27.8882,28.7267,40971.0
2020-10-23,28.7813,28.8543,28.3887,28.7996,42410.0
2020-10-24,28.7813,28.8543,28.3887,28.7996,42410.0
2020-10-25,28.7813,28.8543,28.3887,28.7996,42410.0
2020-10-26,28.2983,28.6264,27.7743,28.4715,36361.0
2020-10-27,28.2254,28.6629,27.4598,27.4598,32355.0
2020-10-28,27.0224,27.6786,26.9677,27.0953,47313.0
2020-10-29,26.8948,27.5419,26.6032,27.3778,37125.0
2020-10-30,27.1591,27.7879,27.1591,27.4963,45768.0
