,GABC US Equity,GABC US Equity,GABC US Equity,GABC US Equity,GABC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-04-23,24.4822,25.2644,24.2934,24.8509,44341.0
2020-04-24,24.8419,25.2015,24.5272,24.9588,36881.0
2020-04-25,24.8419,25.2015,24.5272,24.9588,36881.0
2020-04-26,24.8419,25.2015,24.5272,24.9588,36881.0
2020-04-27,25.4083,26.8199,25.4083,26.4962,53518.0
2020-04-28,27.2784,27.5032,26.6266,26.8019,60052.0
2020-04-29,27.7729,29.3283,26.9098,28.1505,80062.0
2020-04-30,27.4223,27.8269,26.4439,26.73,46386.0
2020-05-01,26.1815,26.5412,25.5522,26.1366,58934.0
2020-05-02,26.1815,26.5412,25.5522,26.1366,58934.0
2020-05-03,26.1815,26.5412,25.5522,26.1366,58934.0
2020-05-04,25.75,25.9478,25.2555,25.7589,51906.0
2020-05-05,26.4333,26.7749,25.1206,25.1476,40590.0
2020-05-06,25.1296,25.1925,24.3923,24.6351,49877.0
2020-05-07,24.6351,25.3503,24.5445,24.7347,60412.0
2020-05-08,25.3232,26.138,25.3232,25.9569,73975.0
2020-05-09,25.3232,26.138,25.3232,25.9569,73975.0
2020-05-10,25.3232,26.138,25.3232,25.9569,73975.0
2020-05-11,25.5404,26.0293,24.4993,24.8071,70468.0
2020-05-12,24.961,24.961,23.5305,23.5848,93040.0
2020-05-13,23.3132,23.7116,22.3264,23.105,64844.0
2020-05-14,22.4893,23.3313,22.091,23.3313,70486.0
2020-05-15,23.3494,23.7388,23.2046,23.7207,62041.0
2020-05-16,23.3494,23.7388,23.2046,23.7207,62041.0
2020-05-17,23.3494,23.7388,23.2046,23.7207,62041.0
2020-05-18,24.7347,25.5767,24.4087,25.5404,84665.0
2020-05-19,25.2417,25.3775,24.3906,24.4268,67462.0
2020-05-20,25.1602,26.1833,24.9701,26.1289,76032.0
2020-05-21,25.9026,26.5363,25.9026,26.1289,51800.0
2020-05-22,26.2828,26.2919,25.8573,26.0927,41070.0
