,ESNT US Equity,ESNT US Equity,ESNT US Equity,ESNT US Equity,ESNT US Equity
2020-03-12,32.6564,33.3975,30.433,32.9714,1308501.0
2020-03-13,34.6667,35.5283,32.7027,34.8706,1468428.0
2020-03-14,34.6667,35.5283,32.7027,34.8706,1468428.0
2020-03-15,34.6667,35.5283,32.7027,34.8706,1468428.0
2020-03-16,31.4984,33.1196,30.1041,31.3872,1369735.0
2020-03-17,31.6281,32.1376,28.6126,31.6929,1733201.0
2020-03-18,29.7382,29.7845,17.2581,18.1023,2285904.0
2020-03-19,18.0652,30.572,16.2309,25.1246,3867797.0
2020-03-20,25.7175,28.0428,22.0859,24.8559,2658996.0
2020-03-21,25.7175,28.0428,22.0859,24.8559,2658996.0
2020-03-22,25.7175,28.0428,22.0859,24.8559,2658996.0
2020-03-23,24.4298,24.8467,18.3246,18.4729,1475223.0
2020-03-24,19.8162,20.2053,18.8064,20.0756,2017817.0
2020-03-25,20.3998,24.4668,19.3437,22.7807,2474979.0
2020-03-26,23.0865,29.6826,23.0865,28.7191,2131318.0
2020-03-27,28.1077,28.6357,26.6069,27.7,1426262.0
2020-03-28,28.1077,28.6357,26.6069,27.7,1426262.0
2020-03-29,28.1077,28.6357,26.6069,27.7,1426262.0
2020-03-30,27.6537,28.0799,24.3464,26.2363,877443.0
2020-03-31,26.1436,26.2919,23.4292,24.402,1663531.0
2020-04-01,22.7807,23.3366,21.808,22.3916,1465467.0
2020-04-02,22.5028,23.1884,21.7339,22.2712,939028.0
2020-04-03,22.0581,22.0674,19.3622,19.9644,1177481.0
2020-04-04,22.0581,22.0674,19.3622,19.9644,1177481.0
2020-04-05,22.0581,22.0674,19.3622,19.9644,1177481.0
2020-04-06,21.947,23.8276,21.1039,23.1606,1414613.0
2020-04-07,24.8745,25.699,24.0129,25.3377,2823323.0
2020-04-08,25.9398,27.7,25.6804,26.857,1922911.0
2020-04-09,28.1355,29.1082,27.2183,27.9409,2189197.0
2020-04-10,28.1355,29.1082,27.2183,27.9409,2189197.0
2020-04-11,28.1355,29.1082,27.2183,27.9409,2189197.0
2020-04-12,28.1355,29.1082,27.2183,27.9409,2189197.0
2020-04-13,27.7464,27.7927,25.4025,26.4586,1330611.0
2020-04-14,27.2646,27.7186,25.3899,25.736,1405807.0
2020-04-15,24.1889,25.2219,23.4385,24.087,1684050.0
2020-04-16,23.9202,24.379,22.16,22.3268,2211102.0
2020-04-17,23.5219,24.087,23.0309,23.6608,1838301.0
2020-04-18,23.5219,24.087,23.0309,23.6608,1838301.0
2020-04-19,23.5219,24.087,23.0309,23.6608,1838301.0
2020-04-20,22.475,22.8363,21.669,22.4194,1407715.0
2020-04-21,21.2799,21.9747,20.511,21.7061,2086717.0
2020-04-22,22.4565,22.7159,21.9099,22.16,1447775.0
2020-04-23,22.2805,23.6145,22.2341,23.0309,1203997.0
2020-04-24,23.0957,23.3695,22.1137,22.6232,956942.0
2020-04-25,23.0957,23.3695,22.1137,22.6232,956942.0
2020-04-26,23.0957,23.3695,22.1137,22.6232,956942.0
2020-04-27,22.9104,23.6979,22.5399,23.2995,1306068.0
2020-04-28,24.3649,25.1338,24.1055,24.6336,1121510.0
2020-04-29,25.8009,27.8297,25.4581,26.8755,1332243.0
2020-04-30,25.9584,26.0973,24.9671,25.3099,898119.0
2020-05-01,24.4483,25.0134,23.6516,24.087,813780.0
2020-05-02,24.4483,25.0134,23.6516,24.087,813780.0
2020-05-03,24.4483,25.0134,23.6516,24.087,813780.0
2020-05-04,23.3088,24.2074,22.5121,24.0963,988791.0
2020-05-05,24.6984,25.9213,24.5595,24.7818,862872.0
2020-05-06,24.5595,25.0597,24.1055,24.3001,783769.0
2020-05-07,24.9208,26.9496,24.9208,26.8292,1207187.0
2020-05-08,29.4602,29.6641,25.6804,25.8194,1456646.0
2020-05-09,29.4602,29.6641,25.6804,25.8194,1456646.0
2020-05-10,29.4602,29.6641,25.6804,25.8194,1456646.0
2020-05-11,25.8009,26.8292,25.0134,26.5142,1618958.0
2020-05-12,26.403,26.8477,25.1894,25.1894,1385124.0
2020-05-13,25.0134,25.1246,23.1142,23.735,783600.0
2020-05-14,23.2069,25.3006,22.8548,24.9208,1649780.0
2020-05-15,24.6984,25.7082,24.2954,24.8096,1114728.0
2020-05-16,24.6984,25.7082,24.2954,24.8096,1114728.0
2020-05-17,24.6984,25.7082,24.2954,24.8096,1114728.0
2020-05-18,26.6254,27.3202,26.0649,26.9218,1127104.0
2020-05-19,26.5235,28.1818,25.9491,27.3851,1313902.0
2020-05-20,28.2188,29.9327,27.8117,29.8679,1354062.0
2020-05-21,29.6085,29.7382,27.9409,28.7006,1320963.0
2020-05-22,28.8303,28.8859,27.2646,27.9131,715412.0
2020-05-23,28.8303,28.8859,27.2646,27.9131,715412.0
2020-05-24,28.8303,28.8859,27.2646,27.9131,715412.0
2020-05-25,28.8303,28.8859,27.2646,27.9131,715412.0
2020-05-26,30.2662,31.1324,29.4417,30.3681,1820306.0
2020-05-27,33.4068,35.028,32.9529,34.6667,5904551.0
2020-05-28,33.203,33.3697,30.9981,31.2668,4149026.0
2020-05-29,30.7665,31.0444,29.8771,30.6183,18389607.0
2020-05-30,30.7665,31.0444,29.8771,30.6183,18389607.0
2020-05-31,30.7665,31.0444,29.8771,30.6183,18389607.0
2020-06-01,30.9627,32.4382,30.7439,31.9774,6681919.0
2020-06-02,32.8618,33.3924,32.145,32.4708,3466445.0
2020-06-03,33.439,35.1426,33.2342,33.4111,1992285.0
2020-06-04,33.0759,33.6252,32.415,33.1318,1474907.0
2020-06-05,35.9804,36.8741,35.0123,35.1612,1805994.0
2020-06-06,35.9804,36.8741,35.0123,35.1612,1805994.0
2020-06-07,35.9804,36.8741,35.0123,35.1612,1805994.0
2020-06-08,36.0828,38.196,35.7942,38.1867,2745927.0
2020-06-09,36.5204,37.0603,35.2916,35.6267,1795539.0
2020-06-10,35.5894,35.7104,33.3971,34.1093,1577099.0
2020-06-11,31.7261,33.2155,31.1023,32.2474,2756110.0
2020-06-12,34.2117,35.1519,33.0945,35.0681,2201070.0
2020-06-13,34.2117,35.1519,33.0945,35.0681,2201070.0
2020-06-14,34.2117,35.1519,33.0945,35.0681,2201070.0
2020-06-15,33.2063,34.8354,32.6942,34.3234,1737123.0
2020-06-16,36.0177,36.6972,34.5496,35.1798,1467716.0
2020-06-17,35.3008,35.4591,34.3699,34.5002,1091423.0
2020-06-18,33.8765,35.3893,33.2993,34.0441,1042103.0
2020-06-19,34.4816,34.6864,32.7501,33.5693,1791168.0
2020-06-20,34.4816,34.6864,32.7501,33.5693,1791168.0
2020-06-21,34.4816,34.6864,32.7501,33.5693,1791168.0
2020-06-22,33.0759,35.3614,32.7129,35.2077,1233553.0
2020-06-23,36.1201,36.148,34.9145,35.2822,1728576.0
2020-06-24,34.3978,34.4816,32.0426,32.8432,1379255.0
2020-06-25,32.3126,34.2396,32.0333,34.1744,1214437.0
2020-06-26,33.2156,33.3459,31.7447,31.8657,2804960.0
2020-06-27,33.2156,33.3459,31.7447,31.8657,2804960.0
2020-06-28,33.2156,33.3459,31.7447,31.8657,2804960.0
2020-06-29,32.5918,33.9417,31.996,33.2156,1196516.0
2020-06-30,32.6477,34.3047,32.6477,33.7648,1637804.0
2020-07-01,33.7462,34.072,31.8005,32.0519,1414497.0
2020-07-02,33.2807,34.2954,32.0519,32.1357,1327392.0
2020-07-03,33.2807,34.2954,32.0519,32.1357,1327392.0
2020-07-04,33.2807,34.2954,32.0519,32.1357,1327392.0
2020-07-05,33.2807,34.2954,32.0519,32.1357,1327392.0
2020-07-06,33.2621,33.6717,32.1264,32.1636,804920.0
2020-07-07,31.7912,31.7912,29.5663,29.6315,1550009.0
2020-07-08,29.4546,30.7114,29.2405,30.218,932443.0
2020-07-09,29.8921,29.9666,28.6307,29.315,1764145.0
2020-07-10,29.315,30.2366,29.1567,30.2087,752970.0
2020-07-11,29.315,30.2366,29.1567,30.2087,752970.0
2020-07-12,29.315,30.2366,29.1567,30.2087,752970.0
2020-07-13,30.4414,31.0186,29.3429,30.3111,1249934.0
2020-07-14,30.0132,30.1342,29.3289,30.069,1142458.0
2020-07-15,31.121,33.048,30.8324,32.778,1308930.0
2020-07-16,32.3777,32.9642,31.5678,32.3498,1176708.0
2020-07-17,32.3591,32.7315,32.0891,32.3963,1287502.0
2020-07-18,32.3591,32.7315,32.0891,32.3963,1287502.0
2020-07-19,32.3591,32.7315,32.0891,32.3963,1287502.0
2020-07-20,32.1915,32.5453,31.8936,32.145,1139814.0
2020-07-21,32.7501,33.3366,32.2288,33.0201,869726.0
2020-07-22,32.5825,33.8393,32.536,33.83,917959.0
2020-07-23,33.4204,34.221,33.0573,33.4576,679908.0
2020-07-24,33.3087,33.681,32.7315,32.8897,555362.0
2020-07-25,33.3087,33.681,32.7315,32.8897,555362.0
2020-07-26,33.3087,33.681,32.7315,32.8897,555362.0
2020-07-27,32.6663,32.7687,31.7354,32.3963,954780.0
2020-07-28,32.2381,32.9921,32.2381,32.2567,1383405.0
2020-07-29,32.536,33.169,32.0798,33.0294,708447.0
2020-07-30,32.1729,33.2993,31.7819,33.0666,528428.0
2020-07-31,32.8153,33.4111,32.5825,33.3552,735302.0
2020-08-01,32.8153,33.4111,32.5825,33.3552,735302.0
2020-08-02,32.8153,33.4111,32.5825,33.3552,735302.0
2020-08-03,33.6345,33.8486,33.0108,33.169,635913.0
2020-08-04,33.1038,33.3738,32.3312,32.8711,517049.0
2020-08-05,33.4483,33.7648,33.0759,33.5321,720379.0
2020-08-06,33.4111,34.2303,33.3087,33.5972,671161.0
2020-08-07,32.536,33.5135,30.9162,33.3459,1470766.0
2020-08-08,32.536,33.5135,30.9162,33.3459,1470766.0
2020-08-09,32.536,33.5135,30.9162,33.3459,1470766.0
2020-08-10,33.5507,35.366,33.5507,34.9378,830766.0
2020-08-11,35.7849,36.8089,35.1705,35.2915,799241.0
2020-08-12,36.1573,36.2038,34.4816,34.854,635274.0
2020-08-13,34.4537,34.477,33.4111,33.4297,732052.0
2020-08-14,33.2063,34.072,33.0945,33.7462,548619.0
2020-08-15,33.2063,34.072,33.0945,33.7462,548619.0
2020-08-16,33.2063,34.072,33.0945,33.7462,548619.0
2020-08-17,33.9044,33.9417,33.1783,33.7183,823221.0
2020-08-18,33.7555,33.8765,33.1876,33.5135,496458.0
2020-08-19,33.5228,34.1077,33.1225,33.1318,366746.0
2020-08-20,32.6663,33.1504,32.2567,32.6105,602339.0
2020-08-21,32.3312,33.0294,32.2381,32.3777,350711.0
2020-08-22,32.3312,33.0294,32.2381,32.3777,350711.0
2020-08-23,32.3312,33.0294,32.2381,32.3777,350711.0
2020-08-24,32.6384,33.6996,32.2846,33.6996,341510.0
2020-08-25,34.2023,34.3047,32.6756,33.2714,266354.0
2020-08-26,33.2342,33.3738,32.6663,32.7594,765580.0
2020-08-27,33.048,33.6019,33.0238,33.3738,465526.0
2020-08-28,33.8694,33.8694,33.2897,33.5702,322968.0
2020-08-29,33.8694,33.8694,33.2897,33.5702,322968.0
2020-08-30,33.8694,33.8694,33.2897,33.5702,322968.0
2020-08-31,33.3645,33.6076,33.112,33.3832,991788.0
2020-09-01,33.1774,34.0003,32.7005,33.9536,861409.0
2020-09-02,34.1219,35.5246,33.8133,35.3282,720531.0
2020-09-03,35.4965,36.0015,34.8139,35.1412,531847.0
2020-09-04,36.095,36.095,34.5894,34.9915,894984.0
2020-09-05,36.095,36.095,34.5894,34.9915,894984.0
2020-09-06,36.095,36.095,34.5894,34.9915,894984.0
2020-09-07,36.095,36.095,34.5894,34.9915,894984.0
2020-09-08,34.3557,34.9074,34.1125,34.2996,1337065.0
2020-09-09,34.4679,35.2721,34.1687,34.9728,657112.0
2020-09-10,35.0851,35.6924,34.5894,34.8887,950159.0
2020-09-11,34.7952,35.1295,34.4492,34.9354,842214.0
2020-09-12,34.7952,35.1295,34.4492,34.9354,842214.0
2020-09-13,34.7952,35.1295,34.4492,34.9354,842214.0
2020-09-14,35.1692,36.1791,34.9822,35.8051,811996.0
2020-09-15,35.9641,36.2072,35.5713,36.0576,480572.0
2020-09-16,36.0856,36.0856,35.0476,35.1131,1068009.0
2020-09-17,34.6269,35.1318,34.1593,34.9635,668685.0
2020-09-18,35.1038,35.3843,34.2809,34.7952,1439626.0
2020-09-19,35.1038,35.3843,34.2809,34.7952,1439626.0
2020-09-20,35.1038,35.3843,34.2809,34.7952,1439626.0
2020-09-21,33.3738,34.2341,33.1681,33.832,949528.0
2020-09-22,34.0377,34.524,33.7292,33.9162,634731.0
2020-09-23,34.0003,34.9541,33.1494,33.1681,775234.0
2020-09-24,33.1494,33.804,32.3546,32.8595,700645.0
2020-09-25,32.579,33.6169,32.5603,33.4019,357067.0
2020-09-26,32.579,33.6169,32.5603,33.4019,357067.0
2020-09-27,32.579,33.6169,32.5603,33.4019,357067.0
2020-09-28,34.2154,35.1038,34.1172,34.7391,447018.0
2020-09-29,34.6456,34.6456,33.4299,34.0751,389618.0
2020-09-30,34.1219,34.8887,34.1219,34.6082,609261.0
2020-10-01,34.711,35.403,34.0284,35.3469,599068.0
2020-10-02,34.3837,37.5257,34.3837,37.1142,797389.0
2020-10-03,34.3837,37.5257,34.3837,37.1142,797389.0
2020-10-04,34.3837,37.5257,34.3837,37.1142,797389.0
2020-10-05,37.6192,38.3205,37.2264,38.2925,453873.0
2020-10-06,38.947,40.3216,38.5262,39.0966,984539.0
2020-10-07,39.6858,40.9014,39.2743,39.5829,811875.0
2020-10-08,40.2936,40.2936,39.4987,39.9289,479811.0
2020-10-09,40.5928,40.6489,39.5455,39.9756,627610.0
2020-10-10,40.5928,40.6489,39.5455,39.9756,627610.0
2020-10-11,40.5928,40.6489,39.5455,39.9756,627610.0
2020-10-12,40.3684,41.1445,39.9289,40.9294,573744.0
2020-10-13,40.3497,40.7611,39.6671,40.0504,536489.0
2020-10-14,40.0037,40.5274,39.452,39.5829,573933.0
2020-10-15,39.1528,40.5741,39.0078,40.0504,639020.0
2020-10-16,39.9382,40.2375,39.1808,39.8073,466345.0
2020-10-17,39.9382,40.2375,39.1808,39.8073,466345.0
2020-10-18,39.9382,40.2375,39.1808,39.8073,466345.0
2020-10-19,39.9663,40.4525,39.2276,39.2743,293221.0
2020-10-20,39.798,40.5554,39.5455,39.826,390160.0
2020-10-21,39.9382,40.1533,38.0026,38.2925,731868.0
2020-10-22,38.5449,39.611,38.3579,39.1995,658311.0
2020-10-23,39.6016,41.1632,39.3585,40.705,444191.0
2020-10-24,39.6016,41.1632,39.3585,40.705,444191.0
2020-10-25,39.6016,41.1632,39.3585,40.705,444191.0
2020-10-26,39.9102,39.9102,38.573,39.1808,671510.0
2020-10-27,38.9283,39.1434,37.6005,37.6379,788947.0
2020-10-28,36.7963,37.189,36.0576,36.282,797840.0
2020-10-29,35.9266,37.1236,35.5526,36.974,825402.0
2020-10-30,36.7963,37.5163,36.282,37.2638,736772.0
2020-10-31,36.7963,37.5163,36.282,37.2638,736772.0
2020-11-01,36.7963,37.5163,36.282,37.2638,736772.0
2020-11-02,37.7407,38.4234,37.0768,38.0961,930668.0
2020-11-03,39.0873,39.9569,38.3813,39.4987,904350.0
2020-11-04,38.3392,39.8354,37.3854,39.1902,669505.0
2020-11-05,39.3959,40.5741,39.0966,39.2182,1089697.0
2020-11-06,40.1907,40.7518,37.016,38.3579,813376.0
2020-11-07,40.1907,40.7518,37.016,38.3579,813376.0
2020-11-08,40.1907,40.7518,37.016,38.3579,813376.0
2020-11-09,41.9674,43.7348,40.9248,41.2661,1325890.0
2020-11-10,41.9674,42.5098,41.2754,41.5092,805642.0
2020-11-11,41.5092,41.9955,39.8915,40.4245,478745.0
2020-11-12,39.7512,40.4245,38.9844,39.2089,739697.0
2020-11-13,39.8354,40.2795,39.2883,39.8915,580473.0
2020-11-14,39.8354,40.2795,39.2883,39.8915,580473.0
2020-11-15,39.8354,40.2795,39.2883,39.8915,580473.0
2020-11-16,41.1539,42.8558,40.3029,42.8558,1026361.0
2020-11-17,42.1544,43.2391,41.7243,43.1363,1207597.0
2020-11-18,43.1456,44.1181,42.3976,42.3976,872694.0
2020-11-19,42.2199,42.8277,41.5747,42.6781,401303.0
2020-11-20,42.3134,42.7248,41.3783,42.0983,514530.0
2020-11-21,42.3134,42.7248,41.3783,42.0983,514530.0
2020-11-22,42.3134,42.7248,41.3783,42.0983,514530.0
2020-11-23,42.7155,43.1082,42.0703,42.1077,774751.0
2020-11-24,42.9399,43.6974,42.7248,43.2579,964031.0
2020-11-25,43.4075,43.4449,42.0796,42.809,669722.0
2020-11-26,43.4075,43.4449,42.0796,42.809,669722.0
2020-11-27,42.5659,42.6921,41.9768,42.3976,171222.0
2020-11-28,42.5659,42.6921,41.9768,42.3976,171222.0
2020-11-29,42.5659,42.6921,41.9768,42.3976,171222.0
2020-11-30,41.9565,42.4726,41.1026,41.1589,607257.0
2020-12-01,42.0222,42.5149,41.7688,42.3037,681909.0
2020-12-02,42.163,42.8621,41.7594,42.6134,349495.0
2020-12-03,42.5289,43.3078,42.0691,42.3037,399111.0
2020-12-04,42.9418,43.1389,41.6093,43.0638,520178.0
2020-12-05,42.9418,43.1389,41.6093,43.0638,520178.0
2020-12-06,42.9418,43.1389,41.6093,43.0638,520178.0
2020-12-07,42.6979,43.0216,42.163,42.3413,412727.0
2020-12-08,41.8157,42.3037,41.4122,41.7313,910827.0
2020-12-09,41.8064,42.3976,41.6656,41.8251,1454146.0
2020-12-10,41.2339,41.8814,40.9899,41.7501,1017517.0
2020-12-11,41.2245,41.8439,40.5395,40.6052,727918.0
2020-12-12,41.2245,41.8439,40.5395,40.6052,727918.0
2020-12-13,41.2245,41.8439,40.5395,40.6052,727918.0
2020-12-14,41.2058,41.3372,39.9108,40.1548,651182.0
2020-12-15,40.502,42.116,39.9765,42.0973,1127768.0
2020-12-16,42.5946,43.3078,41.4873,43.0826,765967.0
2020-12-17,43.0451,43.0451,41.5436,41.8533,645446.0
2020-12-18,41.9659,42.7354,40.7835,41.2715,2100022.0
2020-12-19,41.9659,42.7354,40.7835,41.2715,2100022.0
2020-12-20,41.9659,42.7354,40.7835,41.2715,2100022.0
2020-12-21,40.9712,41.6938,39.9952,41.6562,843866.0
2020-12-22,41.7407,41.7407,40.7084,41.1119,384974.0
2020-12-23,41.2902,42.1254,41.2902,41.4591,421616.0
2020-12-24,41.7688,41.7688,40.7553,41.2058,129052.0
2020-12-25,41.7688,41.7688,40.7553,41.2058,129052.0
2020-12-26,41.7688,41.7688,40.7553,41.2058,129052.0
2020-12-27,41.7688,41.7688,40.7553,41.2058,129052.0
2020-12-28,41.553,41.9096,40.8961,40.9806,247245.0
2020-12-29,40.9524,41.1964,40.1078,40.1641,475141.0
2020-12-30,40.1735,40.8088,40.1735,40.4457,339024.0
2020-12-31,40.4644,40.7647,39.8638,40.5395,437118.0
2021-01-01,40.4644,40.7647,39.8638,40.5395,437118.0
2021-01-02,40.4644,40.7647,39.8638,40.5395,437118.0
2021-01-03,40.4644,40.7647,39.8638,40.5395,437118.0
2021-01-04,40.8586,40.8867,38.7002,39.5636,658627.0
2021-01-05,39.6949,40.5957,39.6152,40.014,764193.0
2021-01-06,40.9524,42.9606,40.9336,42.5946,1071843.0
2021-01-07,42.9606,44.4386,42.9606,44.1805,721733.0
2021-01-08,44.1336,45.0627,43.6503,44.9688,1200305.0
2021-01-09,44.1336,45.0627,43.6503,44.9688,1200305.0
2021-01-10,44.1336,45.0627,43.6503,44.9688,1200305.0
2021-01-11,44.3682,45.8228,44.1336,45.6445,1022351.0
2021-01-12,45.8134,46.4797,44.7999,45.3817,636405.0
2021-01-13,45.6445,45.6445,44.3307,45.2034,745897.0
2021-01-14,45.6351,45.9635,45.072,45.4849,507634.0
2021-01-15,44.7718,45.56,44.6685,45.1377,490463.0
2021-01-16,44.7718,45.56,44.6685,45.1377,490463.0
2021-01-17,44.7718,45.56,44.6685,45.1377,490463.0
2021-01-18,44.7718,45.56,44.6685,45.1377,490463.0
2021-01-19,44.997,45.1143,43.9459,44.3495,995701.0
2021-01-20,44.2932,45.5037,44.2369,45.3817,880803.0
2021-01-21,45.682,45.9823,43.4955,43.9084,1157109.0
2021-01-22,43.3078,43.4909,39.9483,42.9888,1901804.0
2021-01-23,43.3078,43.4909,39.9483,42.9888,1901804.0
2021-01-24,43.3078,43.4909,39.9483,42.9888,1901804.0
2021-01-25,42.4445,42.5383,41.309,42.2099,559908.0
2021-01-26,42.5946,42.5946,40.7366,40.8492,736404.0
2021-01-27,39.7982,40.2955,38.6627,39.7231,906044.0
2021-01-28,40.3518,41.8251,39.953,40.9899,953401.0
2021-01-29,40.7647,41.0932,39.0474,39.2539,789033.0
2021-01-30,40.7647,41.0932,39.0474,39.2539,789033.0
2021-01-31,40.7647,41.0932,39.0474,39.2539,789033.0
2021-02-01,39.3946,40.7272,39.3665,40.5583,717800.0
2021-02-02,41.187,41.5436,40.5301,40.9899,761502.0
2021-02-03,40.6427,41.065,39.4885,39.7325,997078.0
2021-02-04,39.7888,41.4732,39.5072,41.187,677792.0
2021-02-05,41.7782,41.7782,40.5958,40.9806,444909.0
2021-02-06,41.7782,41.7782,40.5958,40.9806,444909.0
2021-02-07,41.7782,41.7782,40.5958,40.9806,444909.0
2021-02-08,41.0275,41.9096,40.7835,41.8814,360003.0
2021-02-09,41.9284,42.4069,41.0275,42.2568,434849.0
2021-02-10,42.4445,42.97,41.7782,41.9753,552363.0
2021-02-11,41.9002,42.2193,41.065,41.7594,943153.0
2021-02-12,41.4028,41.693,40.699,40.8492,669847.0
2021-02-13,41.4028,41.693,40.699,40.8492,669847.0
2021-02-14,41.4028,41.693,40.699,40.8492,669847.0
2021-02-15,41.4028,41.693,40.699,40.8492,669847.0
2021-02-16,40.8867,42.238,40.8773,41.8345,706487.0
2021-02-17,41.4779,42.3694,41.4779,41.7125,467764.0
2021-02-18,41.5342,41.5342,40.2674,40.7084,573589.0
2021-02-19,38.6814,41.7407,37.865,41.4967,1254977.0
2021-02-20,38.6814,41.7407,37.865,41.4967,1254977.0
2021-02-21,38.6814,41.7407,37.865,41.4967,1254977.0
2021-02-22,41.1495,41.5718,40.5583,40.6333,892555.0
2021-02-23,40.8116,41.2245,39.2726,40.014,952721.0
2021-02-24,40.0234,40.9899,39.7606,40.577,1062354.0
2021-02-25,40.9336,41.2433,38.0527,38.6627,1345661.0
2021-02-26,38.597,39.648,38.3483,38.6908,1219092.0
2021-02-27,38.597,39.648,38.3483,38.6908,1219092.0
2021-02-28,38.597,39.648,38.3483,38.6908,1219092.0
2021-03-01,39.5354,40.7647,39.2539,40.7178,1022888.0
2021-03-02,40.6896,40.9149,39.6668,39.7043,1165140.0
2021-03-03,39.892,40.9618,39.2726,39.9108,1185244.0
2021-03-04,39.6855,40.0984,37.8744,38.7002,1221948.0
2021-03-05,39.6949,39.8263,37.18,39.6668,1515549.0
2021-03-06,39.6949,39.8263,37.18,39.6668,1515549.0
2021-03-07,39.6949,39.8263,37.18,39.6668,1515549.0
2021-03-08,40.1548,40.8961,39.6386,39.7418,1102032.0
2021-03-09,39.7418,40.5519,39.0354,40.0527,879285.0
2021-03-10,40.081,41.5881,39.8455,41.4468,882134.0
2021-03-11,41.6917,42.8598,41.2678,42.8504,1305641.0
2021-03-12,43.2837,43.8206,42.9728,43.2554,824551.0
2021-03-13,43.2837,43.8206,42.9728,43.2554,824551.0
2021-03-14,43.2837,43.8206,42.9728,43.2554,824551.0
2021-03-15,43.3308,43.3308,42.0544,43.1612,778567.0
2021-03-16,42.8692,43.2177,42.3087,42.6714,563111.0
2021-03-17,42.9446,43.9101,42.6902,43.717,644787.0
2021-03-18,43.8771,44.2822,41.7765,41.7953,1004103.0
2021-03-19,41.1548,42.2663,40.3918,40.9758,2755919.0
2021-03-20,41.1548,42.2663,40.3918,40.9758,2755919.0
2021-03-21,41.1548,42.2663,40.3918,40.9758,2755919.0
2021-03-22,40.6367,40.6367,39.8455,40.307,1283525.0
2021-03-23,39.902,40.6414,39.5629,39.9302,1169565.0
2021-03-24,40.4954,41.1548,39.4027,39.4216,846459.0
2021-03-25,39.0259,40.6273,38.3383,40.373,818054.0
2021-03-26,41.0229,41.8613,40.1893,41.8424,700484.0
2021-03-27,41.0229,41.8613,40.1893,41.8424,700484.0
2021-03-28,41.0229,41.8613,40.1893,41.8424,700484.0
2021-03-29,41.3526,42.6243,41.1077,42.0874,1102968.0
2021-03-30,42.3888,43.2366,42.191,43.0011,1159013.0
2021-03-31,43.0199,45.2336,43.0199,44.7343,1442690.0
2021-04-01,44.9415,45.1676,43.2271,43.9242,1341515.0
2021-04-02,44.9415,45.1676,43.2271,43.9242,1341515.0
2021-04-03,44.9415,45.1676,43.2271,43.9242,1341515.0
2021-04-04,44.9415,45.1676,43.2271,43.9242,1341515.0
2021-04-05,44.3952,45.5444,44.0608,45.469,786289.0
2021-04-06,45.4314,45.5538,44.9227,45.1959,1055593.0
2021-04-07,45.243,45.9024,44.9133,45.7516,993481.0
2021-04-08,45.6857,46.769,45.3843,46.7595,1006693.0
2021-04-09,46.703,47.0139,46.3545,47.0045,1223519.0
2021-04-10,46.703,47.0139,46.3545,47.0045,1223519.0
2021-04-11,46.703,47.0139,46.3545,47.0045,1223519.0
2021-04-12,47.0139,47.0798,45.8741,46.2415,738589.0
2021-04-13,45.7893,46.4393,45.4502,45.8741,802717.0
2021-04-14,46.006,46.8349,45.8034,45.9683,1017551.0
2021-04-15,46.1567,46.1567,45.3042,45.9683,1451578.0
2021-04-16,46.4487,46.7501,45.6009,46.2886,1399078.0
2021-04-17,46.4487,46.7501,45.6009,46.2886,1399078.0
2021-04-18,46.4487,46.7501,45.6009,46.2886,1399078.0
2021-04-19,46.006,47.0987,45.94,47.0892,1298349.0
2021-04-20,46.9385,47.0233,45.827,46.1661,1153919.0
2021-04-21,45.8741,47.1929,45.5067,47.1552,856869.0
2021-04-22,47.2965,48.295,47.0233,47.5696,1312474.0
2021-04-23,47.645,49.0485,47.3153,48.6812,758585.0
2021-04-24,47.645,49.0485,47.3153,48.6812,758585.0
2021-04-25,47.645,49.0485,47.3153,48.6812,758585.0
2021-04-26,49.0674,50.1224,48.9826,49.2464,476164.0
2021-04-27,49.5007,49.9764,49.0768,49.8963,586965.0
2021-04-28,50.0282,50.4615,49.8492,50.339,526592.0
2021-04-29,50.8571,51.0738,49.8021,50.3108,537618.0
2021-04-30,49.9246,50.3579,49.3782,49.5289,596321.0
2021-05-01,49.9246,50.3579,49.3782,49.5289,596321.0
2021-05-02,49.9246,50.3579,49.3782,49.5289,596321.0
2021-05-03,50.1883,50.1883,49.5478,49.6702,495816.0
2021-05-04,49.2087,49.5384,48.766,49.3311,677969.0
2021-05-05,49.5195,49.5195,47.9935,48.9826,906632.0
2021-05-06,49.0297,49.0768,45.8505,46.5335,999202.0
2021-05-07,47.353,48.7377,46.4958,46.8161,1208476.0
2021-05-08,47.353,48.7377,46.4958,46.8161,1208476.0
2021-05-09,47.353,48.7377,46.4958,46.8161,1208476.0
2021-05-10,46.5146,46.6936,45.2712,45.3654,1140870.0
2021-05-11,44.3858,44.9227,43.6699,43.8394,1622682.0
2021-05-12,43.8018,44.4046,43.2083,43.3873,1230498.0
2021-05-13,43.425,45.0781,43.425,44.6966,1291406.0
2021-05-14,44.8191,44.9981,44.1456,44.772,1130598.0
2021-05-15,44.8191,44.9981,44.1456,44.772,1130598.0
2021-05-16,44.8191,44.9981,44.1456,44.772,1130598.0
2021-05-17,44.3293,45.4267,44.3293,45.2618,685952.0
2021-05-18,45.4596,45.7799,45.1205,45.1582,705309.0
2021-05-19,44.4235,45.0923,44.0467,45.064,476919.0
2021-05-20,45.0828,45.1817,44.4517,45.0734,456542.0
