,SRCE US Equity,SRCE US Equity,SRCE US Equity,SRCE US Equity,SRCE US Equity
2021-03-16,44.0907,44.0907,42.4659,43.3244,69406.0
2021-03-17,43.4075,43.8506,42.4013,43.1213,107652.0
2021-03-18,43.5091,44.6907,43.1213,43.9937,156087.0
2021-03-19,43.6475,44.5615,42.8351,44.4969,531338.0
2021-03-20,43.6475,44.5615,42.8351,44.4969,531338.0
2021-03-21,43.6475,44.5615,42.8351,44.4969,531338.0
2021-03-22,44.3953,44.3953,42.489,43.5183,114391.0
2021-03-23,42.9552,43.5552,42.3182,42.7428,114131.0
2021-03-24,43.306,44.4692,42.9367,42.9829,81596.0
2021-03-25,43.0936,44.4692,42.466,44.3122,80501.0
2021-03-26,44.6815,45.3,44.303,45.2815,67399.0
2021-03-27,44.6815,45.3,44.303,45.2815,67399.0
2021-03-28,44.6815,45.3,44.303,45.2815,67399.0
2021-03-29,44.6538,45.2354,43.3521,44.2476,65028.0
2021-03-30,44.6169,45.3646,44.543,44.8292,67392.0
2021-03-31,44.9307,45.3831,43.7491,43.9245,107267.0
2021-04-01,43.6014,44.1091,43.389,43.943,65220.0
2021-04-02,43.6014,44.1091,43.389,43.943,65220.0
2021-04-03,43.6014,44.1091,43.389,43.943,65220.0
2021-04-04,43.6014,44.1091,43.389,43.943,65220.0
2021-04-05,44.5153,44.5153,43.4444,43.8229,51517.0
2021-04-06,43.6106,43.9383,43.2967,43.8414,45175.0
2021-04-07,43.6291,44.0537,42.8628,43.0659,61176.0
2021-04-08,42.8536,43.3429,42.2812,43.2413,133362.0
2021-04-09,43.6198,44.1276,43.306,43.546,50396.0
2021-04-10,43.6198,44.1276,43.306,43.546,50396.0
2021-04-11,43.6198,44.1276,43.306,43.546,50396.0
2021-04-12,43.6198,44.0445,43.5737,43.7952,40006.0
2021-04-13,43.4814,43.4814,42.789,42.7982,32542.0
2021-04-14,42.6874,43.906,42.6874,43.4998,44638.0
2021-04-15,43.4537,43.7214,42.3643,43.186,37280.0
2021-04-16,43.6291,43.7306,42.9644,43.4998,37000.0
2021-04-17,43.6291,43.7306,42.9644,43.4998,37000.0
2021-04-18,43.6291,43.7306,42.9644,43.4998,37000.0
2021-04-19,43.2321,43.7768,42.8167,43.389,45510.0
2021-04-20,43.0382,43.0382,41.9027,42.1151,37677.0
2021-04-21,43.2967,43.2967,41.7458,42.8444,46302.0
2021-04-22,42.9275,43.3706,41.8843,41.8843,54560.0
2021-04-23,42.152,43.8645,42.152,43.6568,54683.0
2021-04-24,42.152,43.8645,42.152,43.6568,54683.0
2021-04-25,42.152,43.8645,42.152,43.6568,54683.0
2021-04-26,43.8599,44.5338,43.8414,43.9153,60775.0
2021-04-27,43.7583,43.9706,43.3798,43.7214,54899.0
2021-04-28,43.9614,44.4784,43.7675,43.8322,59241.0
2021-04-29,44.2014,44.543,43.7306,44.0907,47675.0
2021-04-30,43.7675,44.2291,43.6337,43.9337,73416.0
2021-05-01,43.7675,44.2291,43.6337,43.9337,73416.0
2021-05-02,43.7675,44.2291,43.6337,43.9337,73416.0
2021-05-03,44.1567,44.663,43.7944,44.5097,108626.0
2021-05-04,44.4633,44.8999,43.5621,44.4168,57004.0
2021-05-05,44.6119,44.6119,43.9802,44.3053,59126.0
2021-05-06,44.3704,45.0486,44.1753,45.0486,55180.0
2021-05-07,44.5004,45.6246,44.5004,45.5038,59219.0
2021-05-08,44.5004,45.6246,44.5004,45.5038,59219.0
2021-05-09,44.5004,45.6246,44.5004,45.5038,59219.0
2021-05-10,45.606,45.9869,44.5655,44.5655,49841.0
2021-05-11,45.4434,45.4434,44.0545,44.3518,47246.0
2021-05-12,44.5283,45.7071,43.4599,43.6364,56513.0
2021-05-13,43.7479,45.5409,43.7479,45.3644,42298.0
2021-05-14,44.9139,45.7453,44.859,45.5595,60943.0
2021-05-15,44.9139,45.7453,44.859,45.5595,60943.0
2021-05-16,44.9139,45.7453,44.859,45.5595,60943.0
2021-05-17,45.3458,45.6803,45.0486,45.6246,42582.0
2021-05-18,45.1136,45.8568,45.1136,45.383,76704.0
2021-05-19,44.9557,45.5131,44.2868,45.0764,64334.0
2021-05-20,45.095,45.095,44.4726,44.8906,42240.0
2021-05-21,45.2251,45.6431,44.6119,45.4016,39657.0
2021-05-22,45.2251,45.6431,44.6119,45.4016,39657.0
2021-05-23,45.2251,45.6431,44.6119,45.4016,39657.0
2021-05-24,45.4666,45.4666,44.5933,45.1136,62091.0
2021-05-25,45.1136,45.1229,43.8594,43.8687,82942.0
2021-05-26,44.101,44.7606,43.6829,44.7606,45907.0
2021-05-27,45.1879,45.8382,44.5051,45.5967,87189.0
2021-05-28,45.7175,45.9776,45.0579,45.959,55909.0
2021-05-29,45.7175,45.9776,45.0579,45.959,55909.0
2021-05-30,45.7175,45.9776,45.0579,45.959,55909.0
2021-05-31,45.7175,45.9776,45.0579,45.959,55909.0
2021-06-01,46.5768,46.8787,45.9776,46.6279,84972.0
2021-06-02,46.6836,46.6836,46.1169,46.2563,105621.0
2021-06-03,46.247,46.7301,46.1541,46.6465,43360.0
2021-06-04,46.6836,46.6836,46.2377,46.4886,42062.0
2021-06-05,46.6836,46.6836,46.2377,46.4886,42062.0
2021-06-06,46.6836,46.6836,46.2377,46.4886,42062.0
2021-06-07,46.6836,46.9159,46.4328,46.9159,38740.0
2021-06-08,46.7858,47.3944,46.535,47.1482,55178.0
2021-06-09,46.9252,47.1296,46.2377,46.4421,63699.0
2021-06-10,46.7766,46.9159,45.5038,45.5967,65254.0
2021-06-11,46.1448,46.1448,45.4573,45.6431,47691.0
2021-06-12,46.1448,46.1448,45.4573,45.6431,47691.0
2021-06-13,46.1448,46.1448,45.4573,45.6431,47691.0
2021-06-14,45.7175,45.8094,44.9464,45.3644,62273.0
2021-06-15,45.5688,46.4049,45.4109,45.9962,48534.0
2021-06-16,45.7825,46.4514,43.6643,46.0798,57785.0
2021-06-17,46.2656,46.2656,44.4911,44.5933,58098.0
2021-06-18,43.8501,44.1102,42.4008,42.503,154515.0
2021-06-19,43.8501,44.1102,42.4008,42.503,154515.0
2021-06-20,43.8501,44.1102,42.4008,42.503,154515.0
2021-06-21,42.9675,44.2403,42.9675,43.8687,79307.0
2021-06-22,43.8594,44.2031,42.9861,43.3484,53726.0
2021-06-23,43.6271,43.6271,43.0883,43.2277,47912.0
2021-06-24,43.2555,43.8501,42.8653,43.7944,52888.0
2021-06-25,43.9523,44.1753,42.0757,42.5123,230071.0
2021-06-26,43.9523,44.1753,42.0757,42.5123,230071.0
2021-06-27,43.9523,44.1753,42.0757,42.5123,230071.0
2021-06-28,42.4473,43.2741,42.0106,43.1162,104055.0
2021-06-29,44.389,44.389,42.5959,42.7724,49550.0
2021-06-30,42.4844,43.4878,42.4844,43.1626,94848.0
2021-07-01,43.4228,43.6271,43.0976,43.2648,44750.0
2021-07-02,43.1626,43.4924,42.1964,42.3358,36450.0
2021-07-03,43.1626,43.4924,42.1964,42.3358,36450.0
2021-07-04,43.1626,43.4924,42.1964,42.3358,36450.0
2021-07-05,43.1626,43.4924,42.1964,42.3358,36450.0
2021-07-06,42.2893,44.1335,40.7193,41.1466,44342.0
2021-07-07,40.775,41.4439,40.2269,40.7843,43408.0
2021-07-08,40.1805,40.5149,39.5859,39.8925,42171.0
2021-07-09,40.1015,41.286,40.1015,41.1745,43431.0
2021-07-10,40.1015,41.286,40.1015,41.1745,43431.0
2021-07-11,40.1015,41.286,40.1015,41.1745,43431.0
2021-07-12,40.7379,41.0909,40.5706,40.998,76468.0
2021-07-13,40.9608,40.9701,39.8832,40.0876,43879.0
2021-07-14,41.4346,41.4346,40.0039,40.4777,55858.0
2021-07-15,40.1526,41.0259,40.1526,40.9237,40859.0
2021-07-16,41.2767,41.2767,40.1433,40.1897,47509.0
2021-07-17,41.2767,41.2767,40.1433,40.1897,47509.0
2021-07-18,41.2767,41.2767,40.1433,40.1897,47509.0
2021-07-19,39.2979,39.5208,38.2667,38.8427,66871.0
2021-07-20,39.1214,40.71,39.1214,39.5766,83996.0
2021-07-21,39.7996,40.487,39.7996,40.1433,42575.0
2021-07-22,39.8646,40.3663,38.8659,39.6695,53912.0
2021-07-23,39.5766,39.9482,39.0138,39.4651,36279.0
2021-07-24,39.5766,39.9482,39.0138,39.4651,36279.0
2021-07-25,39.5766,39.9482,39.0138,39.4651,36279.0
2021-07-26,39.6045,40.7936,39.6045,40.7936,54775.0
2021-07-27,39.6416,41.2674,39.6416,41.1374,62019.0
2021-07-28,41.1374,41.7691,40.5614,41.5368,47131.0
2021-07-29,41.9735,42.4752,41.7505,42.1035,52086.0
2021-07-30,42.0571,42.6331,41.7691,42.5402,100877.0
2021-07-31,42.0571,42.6331,41.7691,42.5402,100877.0
2021-08-01,42.0571,42.6331,41.7691,42.5402,100877.0
2021-08-02,42.7273,43.7709,41.5861,41.9416,62654.0
2021-08-03,41.9603,42.6057,41.212,42.3625,49392.0
2021-08-04,41.9135,42.774,41.2868,42.0444,49048.0
2021-08-05,42.2222,43.1856,42.1286,42.933,52954.0
2021-08-06,43.513,44.5839,43.1014,44.0087,33314.0
2021-08-07,43.513,44.5839,43.1014,44.0087,33314.0
2021-08-08,43.513,44.5839,43.1014,44.0087,33314.0
2021-08-09,44.0929,44.0929,43.4288,43.5223,24979.0
2021-08-10,43.6439,44.4764,43.541,44.3267,31663.0
2021-08-11,44.6822,44.8505,44.0555,44.8412,42319.0
2021-08-12,44.8973,44.8973,44.2706,44.2893,26767.0
2021-08-13,44.5325,44.5325,43.9619,44.1116,28738.0
2021-08-14,44.5325,44.5325,43.9619,44.1116,28738.0
2021-08-15,44.5325,44.5325,43.9619,44.1116,28738.0
2021-08-16,43.7842,44.2192,43.541,43.9152,32868.0
2021-08-17,43.6346,43.9993,42.9436,43.3539,32622.0
2021-08-18,43.3165,43.5597,42.6711,42.8395,54315.0
2021-08-19,43.3586,43.3586,42.2876,42.4747,63829.0
2021-08-20,42.4466,43.7468,42.2783,43.5036,44057.0
2021-08-21,42.4466,43.7468,42.2783,43.5036,44057.0
2021-08-22,42.4466,43.7468,42.2783,43.5036,44057.0
2021-08-23,43.8684,44.3454,43.3259,43.6533,34499.0
2021-08-24,43.8216,43.9339,43.4101,43.5691,27306.0
2021-08-25,44.0882,44.0882,43.3914,43.4662,44267.0
2021-08-26,43.6533,43.6533,43.1622,43.2417,38763.0
2021-08-27,43.9619,45.0516,43.078,44.5699,39815.0
2021-08-28,43.9619,45.0516,43.078,44.5699,39815.0
2021-08-29,43.9619,45.0516,43.078,44.5699,39815.0
2021-08-30,44.467,44.467,43.5317,43.7094,33863.0
2021-08-31,43.7936,44.771,43.5457,43.9619,41535.0
2021-09-01,44.0929,44.3267,43.5036,44.1303,30648.0
2021-09-02,44.0929,44.2706,43.7374,44.0742,35800.0
2021-09-03,44.1864,44.1864,43.6252,43.9245,31279.0
2021-09-04,44.1864,44.1864,43.6252,43.9245,31279.0
2021-09-05,44.1864,44.1864,43.6252,43.9245,31279.0
2021-09-06,44.1864,44.1864,43.6252,43.9245,31279.0
2021-09-07,43.9152,44.1771,43.5784,43.6907,27517.0
2021-09-08,43.4288,43.7895,42.8395,43.1201,42487.0
2021-09-09,43.0172,43.5971,42.4373,43.0546,52881.0
2021-09-10,44.2285,44.2285,42.5776,42.5776,49289.0
2021-09-11,44.2285,44.2285,42.5776,42.5776,49289.0
2021-09-12,44.2285,44.2285,42.5776,42.5776,49289.0
2021-09-13,42.7927,43.092,42.1973,42.8021,48400.0
2021-09-14,42.8956,42.919,41.8433,42.2222,48004.0
2021-09-15,42.4186,42.9097,42.2502,42.7553,49265.0
2021-09-16,42.8489,42.8489,42.0257,42.1193,28578.0
2021-09-17,42.3344,42.8956,41.5674,42.3344,294309.0
2021-09-18,42.3344,42.8956,41.5674,42.3344,294309.0
2021-09-19,42.3344,42.8956,41.5674,42.3344,294309.0
2021-09-20,41.5768,41.82,40.763,41.3429,55307.0
2021-09-21,41.5674,41.5674,40.8565,40.9594,35462.0
2021-09-22,41.212,42.1258,41.212,41.7077,37679.0
2021-09-23,42.0257,43.2978,42.007,43.0172,41445.0
2021-09-24,42.933,43.9432,42.933,43.541,38510.0
2021-09-25,42.933,43.9432,42.933,43.541,38510.0
2021-09-26,42.933,43.9432,42.933,43.541,38510.0
2021-09-27,43.5878,45.4866,43.5878,45.0844,39983.0
2021-09-28,45.2527,45.2527,43.7842,44.4016,37273.0
2021-09-29,44.6073,45.3088,44.1584,45.1966,43827.0
2021-09-30,45.4211,45.4211,43.9326,44.1864,47143.0
2021-10-01,44.1116,45.4679,44.1116,45.2153,52538.0
2021-10-02,44.1116,45.4679,44.1116,45.2153,52538.0
2021-10-03,44.1116,45.4679,44.1116,45.2153,52538.0
2021-10-04,45.2434,45.8327,44.7383,45.0376,34422.0
2021-10-05,45.2714,45.4117,44.6635,45.3088,16796.0
2021-10-06,44.8412,45.0282,44.2893,44.8599,31352.0
2021-10-07,45.2247,45.6643,44.8599,45.6362,28438.0
2021-10-08,45.7485,45.9449,45.5146,45.6362,14980.0
2021-10-09,45.7485,45.9449,45.5146,45.6362,14980.0
2021-10-10,45.7485,45.9449,45.5146,45.6362,14980.0
2021-10-11,45.7672,45.8126,44.9441,45.0469,17849.0
2021-10-12,44.9441,45.234,44.598,45.0002,22048.0
2021-10-13,45.0002,45.0002,44.2145,44.626,22203.0
2021-10-14,45.1311,45.2153,44.9024,45.1311,28893.0
2021-10-15,45.842,45.842,44.9441,44.9441,42969.0
2021-10-16,45.842,45.842,44.9441,44.9441,42969.0
2021-10-17,45.842,45.842,44.9441,44.9441,42969.0
2021-10-18,44.8786,45.1124,44.4296,44.4857,31365.0
2021-10-19,44.6354,44.7289,44.1022,44.7289,30156.0
2021-10-20,44.5793,45.5708,44.4483,45.5146,32707.0
2021-10-21,45.3182,45.5146,45.0932,45.3276,29432.0
2021-10-22,45.5427,46.7119,45.5427,46.3565,38005.0
2021-10-23,45.5427,46.7119,45.5427,46.3565,38005.0
2021-10-24,45.5427,46.7119,45.5427,46.3565,38005.0
2021-10-25,46.6464,46.6979,46.0946,46.45,40502.0
2021-10-26,46.5809,46.5809,45.5989,45.7952,31809.0
2021-10-27,45.4772,45.6549,44.3361,44.5419,39291.0
2021-10-28,44.7102,45.49,44.5325,45.1873,29052.0
2021-10-29,45.3743,46.1204,44.8692,45.1592,41480.0
2021-10-30,45.3743,46.1204,44.8692,45.1592,41480.0
2021-10-31,45.3743,46.1204,44.8692,45.1592,41480.0
2021-11-01,45.3663,46.6749,44.1686,46.5995,42491.0
2021-11-02,46.3642,46.3642,45.6487,45.8935,39010.0
2021-11-03,45.677,47.315,45.677,47.0044,48335.0
2021-11-04,47.1832,47.1832,45.8464,46.2889,34972.0
2021-11-05,46.8067,48.1999,46.8067,47.6163,38692.0
2021-11-06,46.8067,48.1999,46.8067,47.6163,38692.0
2021-11-07,46.8067,48.1999,46.8067,47.6163,38692.0
2021-11-08,47.9928,48.0117,47.2491,47.5974,22454.0
2021-11-09,47.3527,47.7481,46.8914,47.6916,23091.0
2021-11-10,47.6445,47.974,46.7784,47.7292,23674.0
2021-11-11,47.9363,47.9552,47.428,47.8704,29752.0
2021-11-12,48.0117,48.0117,47.0608,47.2962,29280.0
2021-11-13,48.0117,48.0117,47.0608,47.2962,29280.0
2021-11-14,48.0117,48.0117,47.0608,47.2962,29280.0
2021-11-15,47.5315,47.5315,47.0373,47.4092,25636.0
2021-11-16,46.769,47.5221,46.769,47.1267,32886.0
2021-11-17,46.9385,47.0608,46.5054,46.8914,29683.0
2021-11-18,47.0326,47.2491,46.6184,47.1267,50509.0
2021-11-19,46.5995,46.7125,46.1665,46.3265,27771.0
2021-11-20,46.5995,46.7125,46.1665,46.3265,27771.0
2021-11-21,46.5995,46.7125,46.1665,46.3265,27771.0
2021-11-22,46.769,47.7857,46.6372,46.8537,42349.0
2021-11-23,47.2115,47.8704,47.2115,47.6916,26497.0
2021-11-24,47.5692,47.5692,46.9855,47.0044,15253.0
2021-11-25,47.5692,47.5692,46.9855,47.0044,15253.0
2021-11-26,45.6393,45.6487,43.5494,44.0013,40336.0
2021-11-27,45.6393,45.6487,43.5494,44.0013,40336.0
2021-11-28,45.6393,45.6487,43.5494,44.0013,40336.0
2021-11-29,44.8297,44.8297,43.8036,43.9824,49332.0
2021-11-30,43.2387,44.0766,43.2199,43.54,60053.0
2021-12-01,44.5285,45.1592,43.6812,43.6812,57770.0
2021-12-02,44.1896,45.7899,44.0672,45.3475,38981.0
2021-12-03,45.4793,45.4793,44.4767,44.6885,33313.0
2021-12-04,45.4793,45.4793,44.4767,44.6885,33313.0
2021-12-05,45.4793,45.4793,44.4767,44.6885,33313.0
2021-12-06,45.1215,46.223,45.1215,45.6864,46138.0
2021-12-07,46.0535,46.0535,44.5473,44.7073,28600.0
2021-12-08,44.8862,45.1686,44.3635,45.0462,43572.0
2021-12-09,44.6132,45.0462,44.2743,44.3496,29435.0
2021-12-10,44.7544,44.9238,43.926,44.6226,30570.0
2021-12-11,44.7544,44.9238,43.926,44.6226,30570.0
2021-12-12,44.7544,44.9238,43.926,44.6226,30570.0
2021-12-13,44.5567,44.8674,43.9472,44.4343,53855.0
2021-12-14,44.472,45.6017,43.3611,45.131,62718.0
2021-12-15,45.5075,46.2042,45.1121,45.4604,61730.0
2021-12-16,46.0347,46.8161,45.6487,45.95,40198.0
2021-12-17,45.8653,45.8747,44.632,44.9992,154718.0
2021-12-18,45.8653,45.8747,44.632,44.9992,154718.0
2021-12-19,45.8653,45.8747,44.632,44.9992,154718.0
2021-12-20,44.3308,45.098,43.3517,44.1896,37182.0
2021-12-21,44.7732,45.5734,44.7732,45.178,28524.0
2021-12-22,45.0368,45.4134,44.3402,45.3663,22088.0
2021-12-23,45.724,45.9217,45.4699,45.564,14416.0
2021-12-24,45.724,45.9217,45.4699,45.564,14416.0
2021-12-25,45.724,45.9217,45.4699,45.564,14416.0
2021-12-26,45.724,45.9217,45.4699,45.564,14416.0
2021-12-27,45.564,46.1994,45.2628,46.0441,16405.0
2021-12-28,45.837,46.355,45.5922,45.9406,26796.0
2021-12-29,46.0347,46.2512,45.917,46.1477,15775.0
2021-12-30,46.1759,46.7784,45.7052,45.837,29212.0
2021-12-31,46.0253,46.7578,45.9123,46.6937,38795.0
2022-01-01,46.0253,46.7578,45.9123,46.6937,38795.0
2022-01-02,46.0253,46.7578,45.9123,46.6937,38795.0
2022-01-03,46.8631,47.9406,46.5713,47.0608,51633.0
2022-01-04,47.5221,48.3411,47.5221,47.7292,42455.0
2022-01-05,48.2188,48.7648,47.9928,48.0681,51472.0
2022-01-06,48.4541,49.4238,48.3317,49.3579,49683.0
2022-01-07,49.3955,49.5226,48.9531,49.1602,68685.0
2022-01-08,49.3955,49.5226,48.9531,49.1602,68685.0
2022-01-09,49.3955,49.5226,48.9531,49.1602,68685.0
2022-01-10,49.2355,49.4207,48.633,49.0943,52623.0
2022-01-11,49.3484,49.3484,48.1717,48.7365,43844.0
2022-01-12,48.1576,48.9813,48.1576,48.4635,34085.0
2022-01-13,48.6895,49.3296,48.6895,49.0943,32179.0
2022-01-14,48.6706,49.5085,48.5765,49.5085,34259.0
2022-01-15,48.6706,49.5085,48.5765,49.5085,34259.0
2022-01-16,48.6706,49.5085,48.5765,49.5085,34259.0
2022-01-17,48.6706,49.5085,48.5765,49.5085,34259.0
2022-01-18,49.3014,49.6073,48.7177,48.7554,44584.0
2022-01-19,49.0378,49.1508,48.134,48.2941,31950.0
2022-01-20,47.9363,48.9248,47.1173,47.3244,44092.0
2022-01-21,45.5452,47.2962,45.5452,45.7429,55817.0
2022-01-22,45.5452,47.2962,45.5452,45.7429,55817.0
2022-01-23,45.5452,47.2962,45.5452,45.7429,55817.0
2022-01-24,45.7429,48.1811,45.4424,48.134,65275.0
2022-01-25,47.861,48.247,46.7878,47.8893,35779.0
2022-01-26,48.2941,49.0943,46.6843,47.3244,40986.0
2022-01-27,46.9949,48.0964,46.0253,46.2606,38771.0
2022-01-28,46.496,46.496,45.1592,46.2701,36218.0
2022-01-29,46.496,46.496,45.1592,46.2701,36218.0
2022-01-30,46.496,46.496,45.1592,46.2701,36218.0
2022-01-31,46.2606,46.962,45.6581,46.9573,57112.0
2022-02-01,46.6466,46.9949,46.11,46.9855,43097.0
2022-02-02,46.9479,46.9479,46.1006,46.4866,39140.0
2022-02-03,46.4866,47.2585,46.2365,46.5995,29399.0
2022-02-04,46.7408,47.1267,46.1288,46.7878,24920.0
2022-02-05,46.7408,47.1267,46.1288,46.7878,24920.0
2022-02-06,46.7408,47.1267,46.1288,46.7878,24920.0
2022-02-07,46.9299,47.0341,46.4941,47.0057,30538.0
2022-02-08,47.2046,48.1993,47.1762,48.0572,33642.0
2022-02-09,48.1709,48.1709,46.5226,46.6457,35266.0
2022-02-10,46.731,46.8589,45.9636,46.3142,37941.0
2022-02-11,46.1531,47.072,46.1531,46.4847,27931.0
2022-02-12,46.1531,47.072,46.1531,46.4847,27931.0
2022-02-13,46.1531,47.072,46.1531,46.4847,27931.0
2022-02-14,46.8541,46.9621,45.706,46.1342,42102.0
2022-02-15,46.371,47.2709,46.371,47.0531,29746.0
2022-02-16,47.0815,47.4225,46.7689,47.2046,24020.0
2022-02-17,46.8162,46.8928,46.2573,46.4941,30600.0
2022-02-18,46.4089,47.0341,46.4089,46.7594,27184.0
2022-02-19,46.4089,47.0341,46.4089,46.7594,27184.0
2022-02-20,46.4089,47.0341,46.4089,46.7594,27184.0
2022-02-21,46.4089,47.0341,46.4089,46.7594,27184.0
2022-02-22,46.731,47.1762,46.1721,46.4847,34799.0
2022-02-23,46.892,46.892,46.3236,46.4089,48382.0
2022-02-24,45.471,45.5847,43.6759,45.0353,49444.0
2022-02-25,45.3005,46.3284,45.3005,46.1815,48898.0
2022-02-26,45.3005,46.3284,45.3005,46.1815,48898.0
2022-02-27,45.3005,46.3284,45.3005,46.1815,48898.0
2022-02-28,45.4142,45.9258,45.3953,45.7458,44777.0
2022-03-01,45.4426,45.5658,43.368,43.7848,88609.0
2022-03-02,44.1448,45.9258,44.1448,45.5847,38745.0
2022-03-03,45.8121,46.352,45.2816,46.1626,47175.0
2022-03-04,45.5279,45.5563,44.9784,45.3763,33874.0
2022-03-05,45.5279,45.5563,44.9784,45.3763,33874.0
2022-03-06,45.5279,45.5563,44.9784,45.3763,33874.0
2022-03-07,45.2911,45.5847,44.5521,44.8742,64179.0
2022-03-08,44.9784,45.6889,44.4527,45.1111,57987.0
2022-03-09,46.011,46.03,45.3668,45.6037,35152.0
2022-03-10,45.2626,45.9352,45.13,45.8689,33313.0
2022-03-11,46.1721,46.8541,46.1057,46.2194,51780.0
2022-03-12,46.1721,46.8541,46.1057,46.2194,51780.0
2022-03-13,46.1721,46.8541,46.1057,46.2194,51780.0
2022-03-14,46.7973,47.6878,46.5131,46.7499,76771.0
2022-03-15,47.0531,47.252,46.2478,46.712,34487.0
2022-03-16,47.072,47.4983,46.9773,47.3751,44908.0
2022-03-17,47.0152,47.1004,46.3473,46.9204,44791.0
2022-03-18,46.9204,46.9204,45.5184,46.1531,160295.0
2022-03-19,46.9204,46.9204,45.5184,46.1531,160295.0
2022-03-20,46.9204,46.9204,45.5184,46.1531,160295.0
2022-03-21,46.4278,46.5036,45.7173,45.8121,53234.0
2022-03-22,46.191,46.7689,46.1815,46.3899,44676.0
2022-03-23,46.0773,46.2952,45.0637,45.1774,37378.0
2022-03-24,45.3289,45.49,44.9405,45.1584,48569.0
2022-03-25,45.0542,46.1623,45.0542,46.0205,24007.0
2022-03-26,45.0542,46.1623,45.0542,46.0205,24007.0
2022-03-27,45.0542,46.1623,45.0542,46.0205,24007.0
2022-03-28,45.9636,45.9636,44.9784,45.4426,20164.0
2022-03-29,45.8973,46.4852,45.3859,46.0205,29217.0
2022-03-30,46.0868,46.0868,44.0217,44.1638,76847.0
2022-03-31,44.4858,44.8932,43.6806,43.8132,41568.0
2022-04-01,43.9174,45.4758,43.7469,43.9459,51184.0
2022-04-02,43.9174,45.4758,43.7469,43.9459,51184.0
2022-04-03,43.9174,45.4758,43.7469,43.9459,51184.0
2022-04-04,43.8417,43.8417,43.1312,43.2259,56570.0
2022-04-05,43.1691,43.4769,42.8375,42.8375,24119.0
2022-04-06,42.8375,43.027,42.2691,42.3923,36311.0
2022-04-07,42.7712,42.7712,41.6534,41.947,41559.0
2022-04-08,42.2407,42.2502,41.4165,41.445,42619.0
2022-04-09,42.2407,42.2502,41.4165,41.445,42619.0
2022-04-10,42.2407,42.2502,41.4165,41.445,42619.0
2022-04-11,41.6344,42.0418,41.3787,41.606,40749.0
2022-04-12,41.6344,42.1176,41.3597,41.4355,32564.0
2022-04-13,41.2366,41.8618,41.0997,41.8618,32085.0
2022-04-14,41.9376,42.1554,41.5113,41.9091,55314.0
2022-04-15,41.9376,42.1554,41.5113,41.9091,55314.0
2022-04-16,41.9376,42.1554,41.5113,41.9091,55314.0
2022-04-17,41.9376,42.1554,41.5113,41.9091,55314.0
2022-04-18,41.6913,42.3923,41.6913,42.2123,81898.0
2022-04-19,42.6291,43.4059,42.6007,43.2354,35906.0
2022-04-20,43.368,44.2869,43.368,44.0785,43330.0
2022-04-21,43.8132,44.7653,43.7422,44.3343,80928.0
2022-04-22,44.268,44.5047,43.4248,43.5385,50158.0
2022-04-23,44.268,44.5047,43.4248,43.5385,50158.0
2022-04-24,44.268,44.5047,43.4248,43.5385,50158.0
2022-04-25,43.4817,44.0785,42.6405,43.8985,59067.0
2022-04-26,43.6238,44.0027,42.6386,42.8091,79608.0
2022-04-27,42.8754,43.2567,41.6818,41.8713,60544.0
2022-04-28,42.3544,42.5249,41.3408,42.1933,67915.0
2022-04-29,42.3733,42.3733,40.6729,40.9903,71472.0
2022-04-30,42.3733,42.3733,40.6729,40.9903,71472.0
2022-05-01,42.3733,42.3733,40.6729,40.9903,71472.0
2022-05-02,40.9712,41.7822,40.351,40.8853,105830.0
2022-05-03,40.9044,41.5007,40.5322,41.391,62758.0
2022-05-04,41.5436,42.5026,41.1715,42.3928,55125.0
2022-05-05,42.1829,42.4596,41.2669,41.973,54475.0
2022-05-06,42.2688,42.8127,41.0761,41.6677,70876.0
2022-05-07,42.2688,42.8127,41.0761,41.6677,70876.0
2022-05-08,42.2688,42.8127,41.0761,41.6677,70876.0
2022-05-09,41.3146,42.4883,41.3146,42.3356,103070.0
2022-05-10,42.4119,43.6695,41.7249,42.1925,90351.0
2022-05-11,42.4405,44.8832,41.9826,42.1829,76686.0
2022-05-12,42.1352,42.4978,41.6486,42.3738,64571.0
2022-05-13,42.4787,42.9272,41.4673,41.4959,75842.0
2022-05-14,42.4787,42.9272,41.4673,41.4959,75842.0
2022-05-15,42.4787,42.9272,41.4673,41.4959,75842.0
2022-05-16,41.3337,41.7014,40.8853,41.286,56277.0
2022-05-17,41.6963,42.3547,41.6581,42.1925,58238.0
2022-05-18,41.8203,42.0732,41.62,41.849,61636.0
2022-05-19,41.4959,41.9158,41.391,41.4101,66197.0
2022-05-20,41.6295,41.8967,41.2192,41.8108,58995.0
2022-05-21,41.6295,41.8967,41.2192,41.8108,58995.0
2022-05-22,41.6295,41.8967,41.2192,41.8108,58995.0
2022-05-23,42.1543,42.9033,42.1543,42.7268,66693.0
2022-05-24,42.6409,42.9462,42.0159,42.9462,45365.0
2022-05-25,43.2897,43.5474,42.9319,43.0417,46777.0
2022-05-26,43.3279,43.7525,43.2229,43.3947,43121.0
2022-05-27,43.4042,43.9672,43.4042,43.9099,31951.0
2022-05-28,43.4042,43.9672,43.4042,43.9099,31951.0
2022-05-29,43.4042,43.9672,43.4042,43.9099,31951.0
2022-05-30,43.4042,43.9672,43.4042,43.9099,31951.0
