,NFG US Equity,NFG US Equity,NFG US Equity,NFG US Equity,NFG US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-29,31.3131,31.579,30.275,31.4074,1185976.0
2020-03-01,31.3131,31.579,30.275,31.4074,1185976.0
2020-03-02,31.7678,33.1661,31.3646,32.9945,917915.0
2020-03-03,33.0374,33.6294,31.9393,32.1624,643102.0
2020-03-04,32.6257,33.3377,32.334,33.2519,547721.0
2020-03-05,32.4712,32.7372,31.5704,32.0852,532281.0
2020-03-06,31.193,33.6294,30.9442,33.1061,1402901.0
2020-03-07,31.193,33.6294,30.9442,33.1061,1402901.0
2020-03-08,31.193,33.6294,30.9442,33.1061,1402901.0
2020-03-09,31.3731,33.4149,31.0214,32.7972,1405673.0
2020-03-10,33.7323,34.2385,32.068,33.9382,1122938.0
2020-03-11,33.0632,33.3634,31.5018,32.4112,1211502.0
2020-03-12,30.8498,31.5962,29.533,29.8203,1134857.0
2020-03-13,31.3302,31.8192,29.4609,31.742,1015621.0
2020-03-14,31.3302,31.8192,29.4609,31.742,1015621.0
2020-03-15,31.3302,31.8192,29.4609,31.742,1015621.0
2020-03-16,29.3657,33.4235,29.0697,31.3731,1407247.0
2020-03-17,32.008,35.7398,31.579,35.5511,2083261.0
2020-03-18,34.9162,34.9162,27.8215,30.1635,1569002.0
2020-03-19,30.0606,30.6954,28.319,28.8938,1240995.0
2020-03-20,28.9968,30.6697,28.5615,29.1598,1334211.0
2020-03-21,28.9968,30.6697,28.5615,29.1598,1334211.0
2020-03-22,28.9968,30.6697,28.5615,29.1598,1334211.0
2020-03-23,28.911,29.4429,27.0922,28.3962,923366.0
2020-03-24,29.6488,31.2444,29.134,30.9957,806515.0
2020-03-25,30.9699,31.483,28.4134,29.9662,1058602.0
2020-03-26,30.2321,32.4112,29.9662,32.1795,537529.0
2020-03-27,30.9356,31.7849,29.1769,30.9957,605963.0
2020-03-28,30.9356,31.7849,29.1769,30.9957,605963.0
2020-03-29,30.9356,31.7849,29.1769,30.9957,605963.0
2020-03-30,30.5658,33.414,30.327,33.1535,734300.0
2020-03-31,33.1535,33.7266,32.0073,32.3807,703596.0
2020-04-01,31.3039,32.3286,30.3748,30.7395,785388.0
2020-04-02,30.9305,32.0333,29.8972,30.8958,780159.0
2020-04-03,30.7655,31.4602,29.8104,30.8784,1061835.0
2020-04-04,30.7655,31.4602,29.8104,30.8784,1061835.0
2020-04-05,30.7655,31.4602,29.8104,30.8784,1061835.0
2020-04-06,31.9205,32.4154,31.0955,32.0247,545769.0
2020-04-07,32.728,33.2751,32.016,32.2938,967676.0
2020-04-08,32.1636,33.3966,31.8559,33.0667,483618.0
2020-04-09,33.7787,34.6818,33.2403,34.0392,572156.0
2020-04-10,33.7787,34.6818,33.2403,34.0392,572156.0
2020-04-11,33.7787,34.6818,33.2403,34.0392,572156.0
2020-04-12,33.7787,34.6818,33.2403,34.0392,572156.0
2020-04-13,34.2824,34.2824,33.0493,33.4227,571389.0
2020-04-14,34.0479,34.3388,33.1622,33.8742,495811.0
2020-04-15,33.1796,34.5602,32.7801,34.5081,812572.0
2020-04-16,34.3171,35.155,33.3011,34.786,794175.0
2020-04-17,35.307,36.3143,35.2549,36.0798,525253.0
2020-04-18,35.307,36.3143,35.2549,36.0798,525253.0
2020-04-19,35.307,36.3143,35.2549,36.0798,525253.0
2020-04-20,35.3852,36.0842,35.0986,35.6457,654548.0
2020-04-21,34.7947,35.7325,34.6992,35.281,479996.0
2020-04-22,36.1233,36.4532,34.9163,35.307,775048.0
2020-04-23,35.967,36.3317,35.3417,35.4894,553139.0
2020-04-24,35.5675,36.5661,35.3852,36.488,611753.0
2020-04-25,35.5675,36.5661,35.3852,36.488,611753.0
2020-04-26,35.5675,36.5661,35.3852,36.488,611753.0
2020-04-27,36.6443,38.051,36.0277,37.8078,603668.0
2020-04-28,37.8947,38.7891,36.9395,37.3737,588107.0
2020-04-29,38.2507,38.4678,37.53,37.8599,1484078.0
2020-04-30,37.3389,37.3389,35.2462,35.6022,3428492.0
2020-05-01,35.6457,36.3974,34.6731,35.0812,944665.0
2020-05-02,35.6457,36.3974,34.6731,35.0812,944665.0
2020-05-03,35.6457,36.3974,34.6731,35.0812,944665.0
2020-05-04,34.7339,34.7773,33.3185,33.8048,818316.0
2020-05-05,34.6731,35.9409,34.1,34.4821,853791.0
2020-05-06,34.3952,34.6992,33.579,33.6311,793835.0
2020-05-07,35.4373,36.1319,34.9336,35.4112,987012.0
2020-05-08,35.9496,36.7398,35.7325,36.6443,577196.0
2020-05-09,35.9496,36.7398,35.7325,36.6443,577196.0
2020-05-10,35.9496,36.7398,35.7325,36.6443,577196.0
2020-05-11,36.5053,36.7919,35.8801,36.3664,767537.0
2020-05-12,36.5835,36.6703,35.2375,35.307,633458.0
2020-05-13,35.142,35.5762,34.6384,35.4546,825266.0
2020-05-14,34.8902,35.2289,33.8968,34.7599,725967.0
2020-05-15,34.6123,35.0552,34.4039,34.6992,691776.0
2020-05-16,34.6123,35.0552,34.4039,34.6992,691776.0
2020-05-17,34.6123,35.0552,34.4039,34.6992,691776.0
2020-05-18,35.6109,36.3838,35.4199,36.0972,896744.0
2020-05-19,36.0972,36.4619,35.0552,35.0639,511703.0
2020-05-20,35.4894,36.4706,35.4894,35.8627,326020.0
2020-05-21,35.663,36.4272,35.663,36.2709,496605.0
