,NFG US Equity,NFG US Equity,NFG US Equity,NFG US Equity,NFG US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-02-12,36.7779,37.0781,36.572,36.7779,507099.0
2020-02-13,36.795,37.1039,36.6149,37.0095,518626.0
2020-02-14,37.0781,37.2926,36.9065,37.1124,430386.0
2020-02-15,37.0781,37.2926,36.9065,37.1124,430386.0
2020-02-16,37.0781,37.2926,36.9065,37.1124,430386.0
2020-02-17,37.0781,37.2926,36.9065,37.1124,430386.0
2020-02-18,37.0438,37.5929,36.9065,37.447,419602.0
2020-02-19,37.3355,37.4813,37.1382,37.2325,461348.0
2020-02-20,37.1725,37.3784,36.9795,37.0695,511958.0
2020-02-21,37.0095,37.1896,36.8036,36.8722,510974.0
2020-02-22,37.0095,37.1896,36.8036,36.8722,510974.0
2020-02-23,37.0095,37.1896,36.8036,36.8722,510974.0
2020-02-24,36.3746,36.4025,35.7055,35.9543,434447.0
2020-02-25,36.0315,36.0315,34.187,34.2042,552283.0
2020-02-26,34.3157,34.4615,32.9002,33.0546,619917.0
2020-02-27,32.6085,33.312,31.4074,32.1023,1258013.0
2020-02-28,31.3131,31.579,30.275,31.4074,1185976.0
