,TTC US Equity,TTC US Equity,TTC US Equity,TTC US Equity,TTC US Equity
2019-03-21,63.3538,64.6507,63.3277,64.3148,408141.0
2019-03-22,63.7923,64.0349,63.1112,63.1392,309574.0
2019-03-23,63.7923,64.0349,63.1112,63.1392,309574.0
2019-03-24,63.7923,64.0349,63.1112,63.1392,309574.0
2019-03-25,63.9929,64.0349,63.1765,63.5217,330274.0
2019-03-26,63.9136,64.2215,63.4284,63.8949,316854.0
2019-03-27,63.9509,64.1469,63.5777,63.5964,512868.0
2019-03-28,63.6897,64.4268,63.5311,64.3521,286317.0
2019-03-29,64.5908,64.5908,64.0666,64.441,642868.0
2019-03-30,64.5908,64.5908,64.0666,64.441,642868.0
2019-03-31,64.5908,64.5908,64.0666,64.441,642868.0
2019-04-01,64.5908,65.0589,64.1743,64.7593,625711.0
2019-04-02,64.7593,64.7874,64.1789,64.6095,277636.0
2019-04-03,65.0589,65.3865,64.817,65.1057,468310.0
2019-04-04,65.2367,65.7188,64.881,65.321,497687.0
2019-04-05,65.4427,65.9575,65.3865,65.8077,314497.0
2019-04-06,65.4427,65.9575,65.3865,65.8077,314497.0
2019-04-07,65.4427,65.9575,65.3865,65.8077,314497.0
2019-04-08,65.8077,66.4443,65.452,66.3881,361496.0
2019-04-09,66.332,66.332,65.3982,65.5737,244449.0
2019-04-10,65.8452,66.3788,65.7048,66.2477,290775.0
2019-04-11,66.332,66.9872,65.9762,66.9404,586114.0
2019-04-12,67.2587,67.8391,66.9685,67.8016,679178.0
2019-04-13,67.2587,67.8391,66.9685,67.8016,679178.0
2019-04-14,67.2587,67.8391,66.9685,67.8016,679178.0
2019-04-15,67.8672,68.1948,67.6004,68.0357,311458.0
2019-04-16,68.3352,68.616,68.0652,68.3259,360860.0
2019-04-17,68.6441,68.6722,68.0076,68.3071,437723.0
2019-04-18,68.5412,69.3088,68.3914,69.2994,260158.0
2019-04-19,68.5412,69.3088,68.3914,69.2994,260158.0
2019-04-20,68.5412,69.3088,68.3914,69.2994,260158.0
2019-04-21,68.5412,69.3088,68.3914,69.2994,260158.0
2019-04-22,69.0654,69.2432,68.5786,69.1871,295460.0
2019-04-23,69.5334,70.1887,69.1917,70.1512,307418.0
2019-04-24,69.9079,70.0951,68.719,69.0841,619300.0
2019-04-25,68.7377,68.7377,67.7361,68.2603,260514.0
2019-04-26,68.0637,68.616,68.0076,68.4475,313989.0
2019-04-27,68.0637,68.616,68.0076,68.4475,313989.0
2019-04-28,68.0637,68.616,68.0076,68.4475,313989.0
2019-04-29,68.5412,68.719,68.1386,68.6816,227768.0
2019-04-30,68.7377,68.7377,67.9795,68.4756,235787.0
2019-05-01,68.6909,69.0794,68.0544,68.0637,369510.0
2019-05-02,68.0357,68.8548,67.9815,68.7565,352722.0
2019-05-03,69.0373,70.3291,69.0092,69.9734,293879.0
2019-05-04,69.0373,70.3291,69.0092,69.9734,293879.0
2019-05-05,69.0373,70.3291,69.0092,69.9734,293879.0
2019-05-06,68.9437,70.0015,68.5318,69.6738,280661.0
2019-05-07,69.0467,69.6926,68.4101,68.7565,226189.0
2019-05-08,68.6067,68.9062,68.3305,68.4756,224137.0
2019-05-09,67.9046,68.719,67.4834,68.3727,191412.0
2019-05-10,67.9889,68.6067,67.0807,68.3633,240273.0
2019-05-11,67.9889,68.6067,67.0807,68.3633,240273.0
2019-05-12,67.9889,68.6067,67.0807,68.3633,240273.0
2019-05-13,67.1932,67.3523,66.2945,66.6222,300197.0
2019-05-14,66.7626,68.0169,66.7485,67.6051,299365.0
2019-05-15,67.1838,68.0825,66.8187,67.5208,258993.0
2019-05-16,67.6331,68.2978,67.4366,67.8578,286913.0
2019-05-17,67.3898,67.811,66.697,66.7813,425890.0
2019-05-18,67.3898,67.811,66.697,66.7813,425890.0
2019-05-19,67.3898,67.811,66.697,66.7813,425890.0
2019-05-20,66.2009,66.9685,66.2009,66.4162,236945.0
2019-05-21,66.7345,67.5208,66.7345,67.3336,325351.0
2019-05-22,66.9779,66.9872,65.8452,66.0231,679609.0
2019-05-23,62.6718,65.4333,61.6047,62.3255,812441.0
2019-05-24,62.4846,63.065,61.0805,61.7264,719150.0
2019-05-25,62.4846,63.065,61.0805,61.7264,719150.0
2019-05-26,62.4846,63.065,61.0805,61.7264,719150.0
2019-05-27,62.4846,63.065,61.0805,61.7264,719150.0
2019-05-28,61.8481,62.3676,60.7341,60.8183,545833.0
2019-05-29,60.6779,61.5204,60.3035,60.9588,724548.0
2019-05-30,61.0898,61.9229,60.9213,61.5579,488009.0
2019-05-31,61.0805,61.3051,60.8464,60.9962,569767.0
2019-06-01,61.0805,61.3051,60.8464,60.9962,569767.0
2019-06-02,61.0805,61.3051,60.8464,60.9962,569767.0
2019-06-03,61.0056,62.1757,61.0056,61.6421,487302.0
2019-06-04,62.0914,63.0837,62.0072,63.0088,414219.0
2019-06-05,63.1867,63.7577,62.9246,63.4581,521074.0
2019-06-06,63.5143,63.8045,62.4191,62.9901,686955.0
2019-06-07,63.2148,63.6734,63.0463,63.5518,424021.0
2019-06-08,63.2148,63.6734,63.0463,63.5518,424021.0
2019-06-09,63.2148,63.6734,63.0463,63.5518,424021.0
2019-06-10,63.7202,63.9917,63.5143,63.8513,273326.0
2019-06-11,64.3381,65.3116,63.9824,64.2725,364461.0
2019-06-12,64.207,64.6751,63.5892,63.8326,486727.0
2019-06-13,64.0666,64.31,63.5705,64.0011,272977.0
2019-06-14,63.9824,64.5347,63.4581,63.739,232120.0
2019-06-15,63.9824,64.5347,63.4581,63.739,232120.0
2019-06-16,63.9824,64.5347,63.4581,63.739,232120.0
2019-06-17,63.739,64.076,63.196,63.2522,463253.0
2019-06-18,63.8139,64.5347,63.4581,63.4769,320126.0
2019-06-19,63.6266,64.2538,63.4488,64.0385,302498.0
2019-06-20,64.5908,64.8436,64.1696,64.5253,264228.0
2019-06-21,64.2632,65.218,64.1602,65.0682,806574.0
2019-06-22,64.2632,65.218,64.1602,65.0682,806574.0
2019-06-23,64.2632,65.218,64.1602,65.0682,806574.0
2019-06-24,65.1481,65.6082,64.594,64.6503,326308.0
2019-06-25,64.6221,64.6644,63.3637,63.5234,581069.0
2019-06-26,63.4388,63.9554,62.7063,62.772,334361.0
2019-06-27,63.0256,63.3449,62.5842,62.8941,392347.0
2019-06-28,62.8941,63.6267,62.6124,62.8284,1354759.0
2019-06-29,62.8941,63.6267,62.6124,62.8284,1354759.0
2019-06-30,62.8941,63.6267,62.6124,62.8284,1354759.0
2019-07-01,63.4013,63.5421,62.0113,62.1898,499835.0
2019-07-02,62.1522,62.326,61.4665,61.6169,398981.0
2019-07-03,61.908,62.4246,61.7343,62.3306,851933.0
2019-07-04,61.908,62.4246,61.7343,62.3306,851933.0
2019-07-05,62.0771,62.9129,61.6639,62.8096,557636.0
2019-07-06,62.0771,62.9129,61.6639,62.8096,557636.0
2019-07-07,62.0771,62.9129,61.6639,62.8096,557636.0
2019-07-08,62.65,62.7814,62.3213,62.6124,651278.0
2019-07-09,62.2461,63.1571,61.044,62.4527,497816.0
2019-07-10,62.6312,62.8613,61.908,61.9832,308281.0
2019-07-11,62.1428,62.3213,61.955,62.0771,396285.0
2019-07-12,62.1992,63.3074,62.1992,63.2698,777949.0
2019-07-13,62.1992,63.3074,62.1992,63.2698,777949.0
2019-07-14,62.1992,63.3074,62.1992,63.2698,777949.0
2019-07-15,63.4388,63.5609,62.7251,63.4482,211693.0
2019-07-16,63.4294,64.5846,63.3105,64.4719,313933.0
2019-07-17,64.4249,65.4204,64.0868,64.9978,622695.0
2019-07-18,65.0166,66.9043,64.9884,66.5098,686524.0
2019-07-19,66.7822,68.745,66.7446,67.9467,966957.0
2019-07-20,66.7822,68.745,66.7446,67.9467,966957.0
2019-07-21,66.7822,68.745,66.7446,67.9467,966957.0
2019-07-22,68.0406,68.698,67.8246,67.8528,667070.0
2019-07-23,68.1345,68.2003,67.6086,68.0594,257987.0
2019-07-24,67.8528,68.2519,67.2987,67.8716,366447.0
2019-07-25,67.9091,68.1063,67.3832,67.4959,273399.0
2019-07-26,67.6837,68.3317,67.402,68.2566,259291.0
2019-07-27,67.6837,68.3317,67.402,68.2566,259291.0
2019-07-28,67.6837,68.3317,67.402,68.2566,259291.0
2019-07-29,68.2942,68.8811,67.9655,68.5665,406561.0
2019-07-30,68.0688,68.9328,68.0406,68.9046,555821.0
2019-07-31,68.8952,69.4587,68.1627,68.3881,508719.0
2019-08-01,68.5853,69.2474,67.7964,67.9279,558559.0
2019-08-02,67.6086,67.7495,66.8385,67.3832,293515.0
2019-08-03,67.6086,67.7495,66.8385,67.3832,293515.0
2019-08-04,67.6086,67.7495,66.8385,67.3832,293515.0
2019-08-05,66.2375,66.6789,65.3547,65.9369,391211.0
2019-08-06,66.275,67.0639,66.106,67.0263,339756.0
2019-08-07,66.275,67.8434,66.1717,67.7495,336730.0
2019-08-08,68.0312,68.8952,67.7025,68.6792,570256.0
2019-08-09,68.4914,69.2333,68.482,68.9891,246939.0
2019-08-10,68.4914,69.2333,68.482,68.9891,246939.0
2019-08-11,68.4914,69.2333,68.482,68.9891,246939.0
2019-08-12,68.6229,68.698,67.2611,67.5804,352553.0
2019-08-13,67.2893,68.6886,67.2893,68.0406,413829.0
2019-08-14,67.0263,67.1109,66.5568,66.8009,342650.0
2019-08-15,66.8479,67.3269,65.7491,66.2469,474951.0
2019-08-16,66.4253,68.0782,66.4253,67.8246,363976.0
2019-08-17,66.4253,68.0782,66.4253,67.8246,363976.0
2019-08-18,66.4253,68.0782,66.4253,67.8246,363976.0
2019-08-19,67.6743,68.2003,67.2517,67.9937,475521.0
2019-08-20,67.5053,67.6515,66.7634,66.8197,481829.0
2019-08-21,67.6743,68.1063,67.341,67.5523,547869.0
2019-08-22,69.0267,70.6702,67.4959,68.003,791348.0
2019-08-23,67.5804,67.5804,64.4249,66.7446,729301.0
2019-08-24,67.5804,67.5804,64.4249,66.7446,729301.0
2019-08-25,67.5804,67.5804,64.4249,66.7446,729301.0
2019-08-26,67.0076,67.186,65.3265,66.3126,413520.0
2019-08-27,66.6976,66.8855,66.1529,66.3783,337810.0
2019-08-28,66.2281,67.7495,65.9032,67.2893,394860.0
2019-08-29,67.834,68.3036,67.6556,67.9937,285225.0
2019-08-30,68.1815,68.435,67.1296,67.6274,537384.0
2019-08-31,68.1815,68.435,67.1296,67.6274,537384.0
2019-09-01,68.1815,68.435,67.1296,67.6274,537384.0
2019-09-02,68.1815,68.435,67.1296,67.6274,537384.0
2019-09-03,67.1954,67.9843,66.6695,67.449,482377.0
2019-09-04,67.9373,68.7919,67.5335,68.5477,257263.0
2019-09-05,69.0643,70.689,68.6511,69.8062,438199.0
2019-09-06,69.8719,70.3603,69.1958,69.2521,546205.0
2019-09-07,69.8719,70.3603,69.1958,69.2521,546205.0
2019-09-08,69.8719,70.3603,69.1958,69.2521,546205.0
2019-09-09,69.5996,69.9088,69.0737,69.2991,341213.0
2019-09-10,69.4399,69.4869,67.8997,69.2991,414391.0
2019-09-11,69.4963,69.8531,68.8483,69.3742,508807.0
2019-09-12,69.5432,69.9565,68.9704,69.1206,381119.0
2019-09-13,69.3742,69.7592,69.2145,69.6465,470037.0
2019-09-14,69.3742,69.7592,69.2145,69.6465,470037.0
2019-09-15,69.3742,69.7592,69.2145,69.6465,470037.0
2019-09-16,69.3554,70.041,69.2991,69.7311,260302.0
2019-09-17,69.3554,69.6841,68.205,68.5947,692192.0
2019-09-18,68.5102,68.9422,68.1909,68.7825,476147.0
2019-09-19,68.9234,69.7726,68.7168,68.9985,514944.0
2019-09-20,69.1582,69.4399,67.8058,67.881,1490733.0
2019-09-21,69.1582,69.4399,67.8058,67.881,1490733.0
2019-09-22,69.1582,69.4399,67.8058,67.881,1490733.0
2019-09-23,67.6837,69.1206,67.5851,68.9046,425969.0
2019-09-24,68.914,69.0455,67.8997,68.266,447984.0
2019-09-25,68.2378,69.0549,67.7589,68.7168,409625.0
2019-09-26,68.8201,69.0643,68.3973,68.5947,210689.0
2019-09-27,68.8726,69.0045,68.2602,68.8255,247620.0
2019-09-28,68.8726,69.0045,68.2602,68.8255,247620.0
2019-09-29,68.8726,69.0045,68.2602,68.8255,247620.0
2019-09-30,69.0421,69.3373,68.59,69.0516,407753.0
2019-10-01,69.3907,69.9559,68.1142,68.2131,645227.0
2019-10-02,67.9965,68.5994,67.3747,67.7421,536651.0
2019-10-03,67.6856,68.0153,67.2994,67.874,414082.0
2019-10-04,68.0342,68.9291,67.9399,68.9008,344854.0
2019-10-05,68.0342,68.9291,67.9399,68.9008,344854.0
2019-10-06,68.0342,68.9291,67.9399,68.9008,344854.0
2019-10-07,68.6559,69.0327,68.2791,68.4204,261013.0
2019-10-08,67.582,67.8128,66.4233,66.4609,331719.0
2019-10-09,67.3653,68.4487,66.4704,67.3465,239288.0
2019-10-10,67.337,68.1189,67.337,67.9776,213570.0
2019-10-11,68.5994,69.8335,68.4251,68.9008,217108.0
2019-10-12,68.5994,69.8335,68.4251,68.9008,217108.0
2019-10-13,68.5994,69.8335,68.4251,68.9008,217108.0
2019-10-14,68.9008,68.9244,68.2508,68.2885,323751.0
2019-10-15,68.6747,68.9008,67.8693,68.8443,363697.0
2019-10-16,68.7218,69.3907,68.6276,68.9008,271468.0
2019-10-17,69.2494,69.8146,69.061,69.4095,200562.0
2019-10-18,69.1929,69.89,69.0987,69.8523,186974.0
2019-10-19,69.1929,69.89,69.0987,69.8523,186974.0
2019-10-20,69.1929,69.89,69.0987,69.8523,186974.0
2019-10-21,70.2008,70.3986,69.5414,69.7016,202411.0
2019-10-22,69.9653,70.5871,69.6874,70.2291,141545.0
2019-10-23,70.1914,70.3327,69.1411,69.2871,275027.0
2019-10-24,69.3624,69.419,68.1943,68.5617,260447.0
2019-10-25,68.6371,69.9465,68.6371,69.3813,183949.0
2019-10-26,68.6371,69.9465,68.6371,69.3813,183949.0
2019-10-27,68.6371,69.9465,68.6371,69.3813,183949.0
2019-10-28,69.5132,70.2574,69.5132,69.9088,248103.0
2019-10-29,69.7016,72.4994,69.061,72.2922,543972.0
2019-10-30,72.1509,73.0081,71.1617,72.2357,308399.0
2019-10-31,72.1886,72.8857,71.2936,72.6596,458516.0
2019-11-01,72.9328,73.5969,72.4241,73.14,377384.0
2019-11-02,72.9328,73.5969,72.4241,73.14,377384.0
2019-11-03,72.9328,73.5969,72.4241,73.14,377384.0
2019-11-04,73.5828,73.9455,72.9987,73.206,336254.0
2019-11-05,73.0929,73.7052,72.4288,73.0458,277537.0
2019-11-06,72.8762,73.7237,72.49,73.4603,246816.0
2019-11-07,73.8371,74.1668,72.7726,72.9987,215554.0
2019-11-08,72.9045,73.2813,72.603,73.1212,129555.0
2019-11-09,72.9045,73.2813,72.603,73.1212,129555.0
2019-11-10,72.9045,73.2813,72.603,73.1212,129555.0
2019-11-11,72.5371,73.3849,72.344,73.2154,156280.0
2019-11-12,73.2719,73.3567,72.2611,72.6878,223114.0
2019-11-13,72.3016,72.7444,71.8777,72.2545,284612.0
2019-11-14,72.2357,72.49,71.9436,72.3958,219616.0
2019-11-15,72.7161,73.027,71.84,71.8683,349559.0
2019-11-16,72.7161,73.027,71.84,71.8683,349559.0
2019-11-17,72.7161,73.027,71.84,71.8683,349559.0
2019-11-18,71.9342,73.1023,71.3407,73.0741,449473.0
2019-11-19,73.2342,73.5507,72.5465,73.027,265621.0
2019-11-20,73.1212,73.4697,72.5842,73.1777,444711.0
2019-11-21,73.3755,73.3755,71.9625,72.1414,167897.0
2019-11-22,72.2074,73.027,71.9106,72.669,262892.0
2019-11-23,72.2074,73.027,71.9106,72.669,262892.0
2019-11-24,72.2074,73.027,71.9106,72.669,262892.0
2019-11-25,73.0646,73.8654,72.6125,73.2248,265171.0
2019-11-26,73.1306,73.6958,72.5889,73.611,199555.0
2019-11-27,73.4697,74.1292,73.4226,74.035,165786.0
2019-11-28,73.4697,74.1292,73.4226,74.035,165786.0
2019-11-29,73.7618,74.181,73.4886,73.6487,144813.0
2019-11-30,73.7618,74.181,73.4886,73.6487,144813.0
2019-12-01,73.7618,74.181,73.4886,73.6487,144813.0
2019-12-02,73.7618,73.9219,72.8292,73.6393,348095.0
2019-12-03,72.6502,73.4212,72.1603,72.848,372935.0
2019-12-04,73.4226,75.1371,73.0929,73.8654,587757.0
2019-12-05,73.9502,74.4023,73.5074,73.7241,392411.0
2019-12-06,74.2422,74.7697,74.0877,74.2328,348798.0
2019-12-07,74.2422,74.7697,74.0877,74.2328,348798.0
2019-12-08,74.2422,74.7697,74.0877,74.2328,348798.0
2019-12-09,74.1386,74.5484,73.9973,74.327,340515.0
2019-12-10,74.261,74.8828,74.0538,74.5719,200583.0
2019-12-11,74.7132,76.2016,74.4494,75.5422,411426.0
2019-12-12,75.3915,76.748,75.2219,76.6727,384048.0
2019-12-13,76.6444,76.9835,76.0509,76.456,277528.0
2019-12-14,76.6444,76.9835,76.0509,76.456,277528.0
2019-12-15,76.6444,76.9835,76.0509,76.456,277528.0
2019-12-16,76.9553,77.0683,75.09,75.269,896776.0
2019-12-17,75.335,76.2299,75.1947,76.2016,812934.0
2019-12-18,73.4791,73.4791,68.6842,71.3596,1972507.0
2019-12-19,71.7929,72.2357,70.5682,72.0943,686393.0
2019-12-20,72.9987,74.5531,72.9987,74.5437,1691076.0
2019-12-21,72.9987,74.5531,72.9987,74.5437,1691076.0
2019-12-22,72.9987,74.5531,72.9987,74.5437,1691076.0
2019-12-23,74.7509,75.4103,74.5531,74.9487,396519.0
2019-12-24,75.1472,75.1472,74.1549,74.4101,212168.0
2019-12-25,75.1472,75.1472,74.1549,74.4101,212168.0
2019-12-26,74.6274,75.5724,74.4384,75.4496,348769.0
2019-12-27,75.5724,75.8512,75.3362,75.7425,343724.0
2019-12-28,75.5724,75.8512,75.3362,75.7425,343724.0
2019-12-29,75.5724,75.8512,75.3362,75.7425,343724.0
2019-12-30,75.7331,75.9835,75.2228,75.752,221526.0
2019-12-31,75.752,76.3662,75.218,75.2889,396579.0
2020-01-01,75.752,76.3662,75.218,75.2889,396579.0
2020-01-02,75.6008,76.0449,74.7266,75.8559,616982.0
2020-01-03,75.5819,76.3095,74.9582,76.2339,545583.0
2020-01-04,75.5819,76.3095,74.9582,76.2339,545583.0
2020-01-05,75.5819,76.3095,74.9582,76.2339,545583.0
2020-01-06,75.8654,76.6686,75.3929,76.6403,524260.0
2020-01-07,76.6403,77.0088,76.3095,76.3851,299348.0
2020-01-08,76.4607,77.2073,76.4607,77.1128,303034.0
2020-01-09,77.4908,78.5019,77.3774,77.7837,642078.0
2020-01-10,77.9349,78.2562,77.3868,77.4246,378619.0
2020-01-11,77.9349,78.2562,77.3868,77.4246,378619.0
2020-01-12,77.9349,78.2562,77.3868,77.4246,378619.0
2020-01-13,77.5947,78.4263,77.4435,78.3507,192485.0
2020-01-14,78.1901,78.7193,78.0956,78.5397,320985.0
2020-01-15,78.5492,79.2769,78.3082,78.4925,387669.0
2020-01-16,78.965,79.2013,78.6059,79.1446,287767.0
2020-01-17,79.2769,79.6265,78.4641,78.5114,379149.0
2020-01-18,79.2769,79.6265,78.4641,78.5114,379149.0
2020-01-19,79.2769,79.6265,78.4641,78.5114,379149.0
2020-01-20,79.2769,79.6265,78.4641,78.5114,379149.0
2020-01-21,78.4358,78.7335,77.3963,78.2373,498176.0
2020-01-22,78.4169,78.965,77.9964,78.0294,239494.0
2020-01-23,77.8121,78.7193,77.4152,78.2751,289057.0
2020-01-24,78.3602,78.5775,77.1175,77.5097,261796.0
2020-01-25,78.3602,78.5775,77.1175,77.5097,261796.0
2020-01-26,78.3602,78.5775,77.1175,77.5097,261796.0
2020-01-27,76.404,77.5853,75.7142,76.8104,412403.0
2020-01-28,77.1317,77.2545,76.5458,76.9427,320749.0
2020-01-29,77.1411,77.5569,76.5741,76.8009,278783.0
2020-01-30,76.1111,76.4607,75.1944,76.2812,343385.0
2020-01-31,75.8748,76.1252,74.807,75.6197,470723.0
2020-02-01,75.8748,76.1252,74.807,75.6197,470723.0
2020-02-02,75.8748,76.1252,74.807,75.6197,470723.0
2020-02-03,75.9032,77.916,75.7803,77.4813,514796.0
2020-02-04,78.1523,79.0453,77.642,77.7743,401476.0
2020-02-05,78.587,78.7004,77.7365,77.916,272238.0
2020-02-06,78.1617,78.1617,77.2073,77.453,252230.0
2020-02-07,77.0939,77.538,76.5032,77.1128,219316.0
2020-02-08,77.0939,77.538,76.5032,77.1128,219316.0
2020-02-09,77.0939,77.538,76.5032,77.1128,219316.0
2020-02-10,77.0372,77.3868,76.7064,77.349,238702.0
2020-02-11,77.6609,77.8499,77.212,77.538,217879.0
2020-02-12,77.8877,78.1995,77.2451,78.1145,229642.0
2020-02-13,77.8215,78.5964,77.5806,78.1334,184237.0
2020-02-14,78.0389,78.6531,78.0153,78.4925,222815.0
2020-02-15,78.0389,78.6531,78.0153,78.4925,222815.0
2020-02-16,78.0389,78.6531,78.0153,78.4925,222815.0
2020-02-17,78.0389,78.6531,78.0153,78.4925,222815.0
2020-02-18,78.3224,78.6626,77.916,78.3129,243641.0
2020-02-19,78.4736,78.9366,77.8147,77.8499,183898.0
2020-02-20,77.6325,78.2562,76.9616,77.5191,253124.0
2020-02-21,77.2356,78.0814,77.0611,77.349,307322.0
2020-02-22,77.2356,78.0814,77.0611,77.349,307322.0
2020-02-23,77.2356,78.0814,77.0611,77.349,307322.0
2020-02-24,75.648,76.2245,74.996,75.374,276055.0
2020-02-25,75.563,75.8937,73.2571,73.276,388623.0
2020-02-26,73.7202,74.5235,72.4728,72.9642,383137.0
2020-02-27,71.764,72.2932,70.5166,70.5639,381991.0
2020-02-28,68.7589,69.1841,66.3019,67.502,811995.0
2020-02-29,68.7589,69.1841,66.3019,67.502,811995.0
2020-03-01,68.7589,69.1841,66.3019,67.502,811995.0
2020-03-02,67.9178,71.7168,67.039,70.9419,692414.0
2020-03-03,70.9986,72.6901,70.2615,70.6678,370506.0
2020-03-04,71.8113,73.276,70.6962,73.2382,430329.0
2020-03-05,71.6412,73.1863,67.1382,68.6171,741621.0
2020-03-06,66.6043,71.7073,66.5759,71.4522,695158.0
2020-03-07,66.6043,71.7073,66.5759,71.4522,695158.0
2020-03-08,66.6043,71.7073,66.5759,71.4522,695158.0
2020-03-09,66.9823,70.063,63.4952,69.4015,749180.0
2020-03-10,70.5922,71.7451,66.8405,69.789,650154.0
2020-03-11,68.258,68.8865,64.856,65.7443,576620.0
2020-03-12,62.5124,65.2057,54.3853,62.862,895765.0
2020-03-13,65.2057,66.1507,63.155,66.1223,911459.0
2020-03-14,65.2057,66.1507,63.155,66.1223,911459.0
