,TTC US Equity,TTC US Equity,TTC US Equity,TTC US Equity,TTC US Equity
2020-03-15,65.2057,66.1507,63.155,66.1223,911459.0
2020-03-16,58.5906,62.3328,56.7384,56.7478,780118.0
2020-03-17,57.7401,59.2615,53.3647,56.9085,1047403.0
2020-03-18,54.0356,56.247,49.2066,53.4119,796789.0
2020-03-19,52.9772,57.5133,52.0508,55.6989,689155.0
2020-03-20,55.6705,56.9557,53.0245,54.2813,1043006.0
2020-03-21,55.6705,56.9557,53.0245,54.2813,1043006.0
2020-03-22,55.6705,56.9557,53.0245,54.2813,1043006.0
2020-03-23,52.3346,53.119,49.3112,51.2951,774313.0
2020-03-24,52.5992,55.9918,52.5992,55.8784,801321.0
2020-03-25,56.5399,59.375,54.9807,57.1258,671625.0
2020-03-26,57.9102,60.9153,57.2887,60.9153,482643.0
2020-03-27,59.2171,61.864,58.6195,59.8243,775369.0
2020-03-28,59.2171,61.864,58.6195,59.8243,775369.0
2020-03-29,59.2171,61.864,58.6195,59.8243,775369.0
2020-03-30,60.2702,63.1447,59.663,62.9075,509784.0
2020-03-31,62.585,63.472,61.0576,61.7501,510884.0
2020-04-01,59.6915,61.124,57.8795,58.4108,447111.0
2020-04-02,57.8985,60.4694,57.889,60.2986,403619.0
2020-04-03,60.3176,61.5035,58.98,59.3025,372120.0
2020-04-04,60.3176,61.5035,58.98,59.3025,372120.0
2020-04-05,60.3176,61.5035,58.98,59.3025,372120.0
2020-04-06,61.6553,63.3012,61.0861,62.1486,487840.0
2020-04-07,64.0555,64.3116,61.143,61.2568,472735.0
2020-04-08,61.3137,61.6078,60.1089,60.6212,1005545.0
2020-04-09,61.5414,62.2624,60.5074,61.7122,1028373.0
2020-04-10,61.5414,62.2624,60.5074,61.7122,1028373.0
2020-04-11,61.5414,62.2624,60.5074,61.7122,1028373.0
2020-04-12,61.5414,62.2624,60.5074,61.7122,1028373.0
2020-04-13,61.3896,61.5319,59.1792,60.0425,442504.0
2020-04-14,61.6078,62.9265,60.6781,61.5035,471315.0
2020-04-15,60.1279,60.7161,59.5207,60.1848,371219.0
2020-04-16,60.3745,60.8679,59.0559,60.4884,526631.0
2020-04-17,62.1391,63.0024,61.5035,61.826,426204.0
2020-04-18,62.1391,63.0024,61.5035,61.826,426204.0
2020-04-19,62.1391,63.0024,61.5035,61.826,426204.0
2020-04-20,60.7825,61.2853,59.7484,59.9951,343195.0
2020-04-21,58.3728,58.4688,57.3103,57.7087,510320.0
2020-04-22,58.9136,59.6156,57.4621,59.0559,427685.0
2020-04-23,59.2361,60.9912,59.2091,60.052,404913.0
2020-04-24,60.3271,60.8868,59.6915,60.6876,566863.0
2020-04-25,60.3271,60.8868,59.6915,60.6876,566863.0
2020-04-26,60.3271,60.8868,59.6915,60.6876,566863.0
2020-04-27,61.2473,62.955,60.792,61.9494,509353.0
2020-04-28,62.8981,63.1827,61.2284,61.2948,907907.0
2020-04-29,62.7178,63.9796,61.0955,63.657,653579.0
2020-04-30,62.9075,62.9075,60.2512,60.5358,654543.0
2020-05-01,59.8812,60.1184,58.6954,59.312,820183.0
2020-05-02,59.8812,60.1184,58.6954,59.312,820183.0
2020-05-03,59.8812,60.1184,58.6954,59.312,820183.0
2020-05-04,58.6954,59.35,57.2249,58.0218,593229.0
2020-05-05,59.0748,60.5738,58.6195,59.3784,841642.0
2020-05-06,59.5871,59.7864,58.8377,58.9989,470292.0
2020-05-07,58.942,60.738,58.942,59.7294,767581.0
2020-05-08,60.8109,61.5794,60.403,61.0386,645745.0
2020-05-09,60.8109,61.5794,60.403,61.0386,645745.0
2020-05-10,60.8109,61.5794,60.403,61.0386,645745.0
2020-05-11,60.6781,62.177,60.403,61.9873,1274305.0
2020-05-12,62.1391,62.3383,57.7751,57.8036,1432037.0
2020-05-13,57.4905,57.7277,56.4561,56.9023,671913.0
2020-05-14,56.1339,58.1831,54.9196,58.1736,773146.0
2020-05-15,57.7277,60.052,57.6376,59.9192,1069761.0
2020-05-16,57.7277,60.052,57.6376,59.9192,1069761.0
2020-05-17,57.7277,60.052,57.6376,59.9192,1069761.0
2020-05-18,61.845,62.9645,61.3896,62.0537,748345.0
2020-05-19,61.8735,63.5906,61.5794,62.3952,759387.0
2020-05-20,63.2111,64.5108,63.2111,64.1788,827584.0
2020-05-21,64.1124,64.6721,63.8657,64.416,742541.0
2020-05-22,64.4729,64.4729,63.3724,64.1693,325349.0
2020-05-23,64.4729,64.4729,63.3724,64.1693,325349.0
2020-05-24,64.4729,64.4729,63.3724,64.1693,325349.0
2020-05-25,64.4729,64.4729,63.3724,64.1693,325349.0
2020-05-26,66.0477,66.4841,63.9131,64.1219,638471.0
2020-05-27,64.8524,66.9964,64.8524,66.6454,777345.0
2020-05-28,66.6454,67.3853,64.9188,66.1805,712725.0
2020-05-29,65.8769,67.8312,65.839,67.4233,1012200.0
2020-05-30,65.8769,67.8312,65.839,67.4233,1012200.0
2020-05-31,65.8769,67.8312,65.839,67.4233,1012200.0
2020-06-01,67.262,67.262,65.1654,65.2887,1022518.0
2020-06-02,65.7062,66.8446,65.5354,66.171,499768.0
2020-06-03,67.1861,68.1633,67.0628,67.7079,722067.0
2020-06-04,66.93,67.3189,64.3021,66.3133,865493.0
2020-06-05,67.8692,69.2448,67.4518,69.1594,1018563.0
2020-06-06,67.8692,69.2448,67.4518,69.1594,1018563.0
2020-06-07,67.8692,69.2448,67.4518,69.1594,1018563.0
2020-06-08,69.6053,70.9524,68.6945,70.4496,1205137.0
2020-06-09,69.7001,69.7476,68.1443,68.6851,648452.0
2020-06-10,68.4953,68.4953,66.9015,67.1007,765851.0
2020-06-11,65.1844,65.3836,63.0878,63.2206,726830.0
2020-06-12,64.7954,65.8674,62.4711,63.8278,683508.0
2020-06-13,64.7954,65.8674,62.4711,63.8278,683508.0
2020-06-14,64.7954,65.8674,62.4711,63.8278,683508.0
2020-06-15,62.2435,64.4539,62.0822,64.1693,333421.0
2020-06-16,65.9718,66.4177,63.5526,63.9321,558634.0
2020-06-17,64.4444,64.4444,63.3155,63.3439,661922.0
2020-06-18,62.8601,63.5811,62.2624,62.3668,688913.0
2020-06-19,63.3477,64.5571,62.7668,62.881,1145151.0
2020-06-20,63.3477,64.5571,62.7668,62.881,1145151.0
2020-06-21,63.3477,64.5571,62.7668,62.881,1145151.0
2020-06-22,62.1573,63.2761,61.5288,63.0906,358599.0
2020-06-23,63.7,63.7,62.662,62.7572,323558.0
2020-06-24,62.1382,62.5858,60.7383,60.7764,422742.0
2020-06-25,60.4907,62.2144,60.0622,62.1573,465039.0
2020-06-26,61.9668,63.0096,61.6811,62.0144,982253.0
2020-06-27,61.9668,63.0096,61.6811,62.0144,982253.0
2020-06-28,61.9668,63.0096,61.6811,62.0144,982253.0
2020-06-29,62.6334,63.262,61.8621,63.1382,367537.0
2020-06-30,62.7477,63.5572,62.3763,63.1763,960550.0
2020-07-01,63.3477,63.7476,62.462,63.0429,447033.0
2020-07-02,63.8334,64.9476,63.462,63.6334,343167.0
2020-07-03,63.8334,64.9476,63.462,63.6334,343167.0
2020-07-04,63.8334,64.9476,63.462,63.6334,343167.0
2020-07-05,63.8334,64.9476,63.462,63.6334,343167.0
2020-07-06,64.7285,64.8333,63.262,63.7667,354248.0
2020-07-07,63.3096,63.9952,62.7192,62.7477,356518.0
2020-07-08,62.7001,63.1334,61.9763,62.3382,338729.0
2020-07-09,62.4049,62.6096,61.2145,61.424,382684.0
2020-07-10,61.6621,61.8049,61.005,61.5669,303494.0
2020-07-11,61.6621,61.8049,61.005,61.5669,303494.0
2020-07-12,61.6621,61.8049,61.005,61.5669,303494.0
2020-07-13,62.0811,62.843,61.5764,61.7097,271494.0
2020-07-14,61.7668,63.2715,61.7097,63.2239,464484.0
2020-07-15,64.4047,65.3475,64.1333,65.0904,660747.0
2020-07-16,65.0714,66.5379,64.8714,66.376,882696.0
2020-07-17,66.6712,68.1664,66.6712,67.3474,648874.0
2020-07-18,66.6712,68.1664,66.6712,67.3474,648874.0
2020-07-19,66.6712,68.1664,66.6712,67.3474,648874.0
2020-07-20,67.2141,67.7569,66.8141,67.4712,738801.0
2020-07-21,67.4712,68.8616,67.4712,67.9759,683359.0
2020-07-22,68.0045,69.4758,68.0045,68.5568,466267.0
2020-07-23,68.5663,69.8996,68.4044,68.5663,573165.0
2020-07-24,68.6997,68.6997,67.6712,67.6997,831950.0
2020-07-25,68.6997,68.6997,67.6712,67.6997,831950.0
2020-07-26,68.6997,68.6997,67.6712,67.6997,831950.0
2020-07-27,67.8235,68.9235,67.4569,67.9092,572635.0
2020-07-28,67.9664,68.4044,67.5569,67.614,433238.0
2020-07-29,67.8045,68.233,67.4997,67.8521,762326.0
2020-07-30,67.0807,67.8235,66.8141,67.6521,634624.0
2020-07-31,67.5569,67.9854,66.776,67.9473,506131.0
2020-08-01,67.5569,67.9854,66.776,67.9473,506131.0
2020-08-02,67.5569,67.9854,66.776,67.9473,506131.0
2020-08-03,68.1664,69.5091,68.0997,68.6235,413356.0
2020-08-04,68.5187,69.1282,68.2283,68.5473,373317.0
2020-08-05,69.033,69.3472,68.3378,68.5092,332936.0
2020-08-06,68.5092,68.7568,67.9949,68.0807,307164.0
2020-08-07,67.9949,69.3187,67.9949,69.2996,558304.0
2020-08-08,67.9949,69.3187,67.9949,69.2996,558304.0
2020-08-09,67.9949,69.3187,67.9949,69.2996,558304.0
2020-08-10,69.5091,70.7662,69.4996,70.0805,312885.0
2020-08-11,70.5662,71.6661,70.541,70.7947,581949.0
2020-08-12,71.3185,71.9756,70.9709,71.3852,475827.0
2020-08-13,71.1471,71.8232,70.8614,71.4137,271374.0
2020-08-14,71.0328,71.628,70.7662,70.9947,289827.0
2020-08-15,71.0328,71.628,70.7662,70.9947,289827.0
2020-08-16,71.0328,71.628,70.7662,70.9947,289827.0
2020-08-17,71.1471,71.5756,70.7281,70.8519,486376.0
2020-08-18,70.8138,71.2042,69.8329,70.0138,482705.0
2020-08-19,70.2138,70.9376,69.8996,69.9853,380800.0
2020-08-20,69.6139,70.2614,69.4615,69.8329,351953.0
2020-08-21,69.9377,70.7852,69.9377,70.3186,408392.0
2020-08-22,69.9377,70.7852,69.9377,70.3186,408392.0
2020-08-23,69.9377,70.7852,69.9377,70.3186,408392.0
2020-08-24,70.8043,71.8423,70.7328,71.7471,368584.0
2020-08-25,72.3375,72.3565,71.09,71.328,270674.0
2020-08-26,71.3376,71.5852,70.8804,71.3661,313909.0
2020-08-27,72.1946,72.7375,71.7185,72.1565,302703.0
2020-08-28,72.1756,72.3375,71.4042,72.1089,280839.0
2020-08-29,72.1756,72.3375,71.4042,72.1089,280839.0
2020-08-30,72.1756,72.3375,71.4042,72.1089,280839.0
2020-08-31,72.5184,72.6898,71.6233,71.6899,537851.0
2020-09-01,71.4518,74.1754,71.4518,73.9183,836652.0
2020-09-02,74.1088,75.1658,73.9755,74.5373,581767.0
2020-09-03,74.6135,75.0897,72.0137,72.9279,992905.0
2020-09-04,74.5945,77.0133,73.6802,76.48,1231770.0
2020-09-05,74.5945,77.0133,73.6802,76.48,1231770.0
2020-09-06,74.5945,77.0133,73.6802,76.48,1231770.0
2020-09-07,74.5945,77.0133,73.6802,76.48,1231770.0
2020-09-08,76.0705,76.9657,75.442,76.3086,1049841.0
2020-09-09,77.0419,78.3656,76.6848,77.6419,792285.0
2020-09-10,78.1371,78.1561,77.4228,77.7942,803362.0
2020-09-11,77.7752,79.0798,77.7752,78.2989,401272.0
2020-09-12,77.7752,79.0798,77.7752,78.2989,401272.0
2020-09-13,77.7752,79.0798,77.7752,78.2989,401272.0
2020-09-14,78.8513,79.556,78.318,78.6894,455544.0
2020-09-15,78.8799,80.4893,78.518,80.2417,724508.0
2020-09-16,80.6607,81.832,80.056,81.432,807945.0
2020-09-17,80.9368,80.9845,80.0321,80.375,581343.0
2020-09-18,80.7654,80.7654,78.1751,79.0703,1313852.0
2020-09-19,80.7654,80.7654,78.1751,79.0703,1313852.0
2020-09-20,80.7654,80.7654,78.1751,79.0703,1313852.0
2020-09-21,77.9752,78.3656,76.461,77.7561,591325.0
2020-09-22,78.0037,79.6131,77.9514,79.3084,569832.0
2020-09-23,79.2417,79.9941,77.6323,77.8418,555895.0
2020-09-24,77.3847,79.356,76.9896,78.718,504461.0
2020-09-25,78.3263,79.5298,78.0779,79.2433,324542.0
2020-09-26,78.3263,79.5298,78.0779,79.2433,324542.0
2020-09-27,78.3263,79.5298,78.0779,79.2433,324542.0
2020-09-28,80.4182,80.9913,79.7161,80.4373,359655.0
2020-09-29,80.8289,80.8862,79.5776,79.9883,347346.0
2020-09-30,80.1125,81.3925,79.6731,80.1889,800889.0
2020-10-01,80.8289,81.2301,79.8642,80.1316,345738.0
2020-10-02,78.9663,81.5167,78.8039,80.7334,370001.0
2020-10-03,78.9663,81.5167,78.8039,80.7334,370001.0
2020-10-04,78.9663,81.5167,78.8039,80.7334,370001.0
2020-10-05,81.4211,82.0516,80.6283,81.4785,476699.0
2020-10-06,81.6599,82.768,81.0773,81.4402,415178.0
2020-10-07,82.3286,83.1071,81.9083,82.5005,658361.0
2020-10-08,82.6438,83.5012,81.9608,83.0927,348818.0
2020-10-09,83.6659,84.2294,82.7202,83.7327,463687.0
2020-10-10,83.6659,84.2294,82.7202,83.7327,463687.0
2020-10-11,83.6659,84.2294,82.7202,83.7327,463687.0
2020-10-12,84.4014,84.9458,83.7614,83.962,361556.0
2020-10-13,83.408,84.2103,83.0545,83.6468,305242.0
2020-10-14,83.7518,84.9745,83.7518,84.1148,256905.0
2020-10-15,83.3029,84.153,82.8635,83.4175,330999.0
2020-10-16,83.7709,84.239,82.5674,82.6056,441176.0
2020-10-17,83.7709,84.239,82.5674,82.6056,441176.0
2020-10-18,83.7709,84.239,82.5674,82.6056,441176.0
2020-10-19,82.6438,83.236,81.3543,81.6886,298837.0
2020-10-20,82.0134,82.6151,81.4259,81.7937,425078.0
2020-10-21,81.5262,82.2999,80.4373,80.4659,351677.0
2020-10-22,80.657,80.8671,79.8737,80.6379,468790.0
2020-10-23,80.9244,81.2874,80.017,81.02,299691.0
2020-10-24,80.9244,81.2874,80.017,81.02,299691.0
2020-10-25,80.9244,81.2874,80.017,81.02,299691.0
2020-10-26,80.1221,80.1259,78.6893,79.3961,436578.0
2020-10-27,79.4916,79.549,78.6893,78.9376,541489.0
2020-10-28,77.5239,78.8564,77.4284,78.2117,390155.0
2020-10-29,77.6768,78.2976,77.1514,77.8296,762086.0
2020-10-30,77.3615,78.7466,77.1705,78.4218,577397.0
2020-10-31,77.3615,78.7466,77.1705,78.4218,577397.0
2020-11-01,77.3615,78.7466,77.1705,78.4218,577397.0
2020-11-02,79.2719,79.654,78.2403,79.3961,447363.0
2020-11-03,80.4564,81.3447,80.4182,80.934,314296.0
2020-11-04,80.934,81.2492,79.5203,80.4659,253319.0
2020-11-05,81.3925,82.6533,81.3925,81.7746,358080.0
2020-11-06,82.2713,83.2551,82.0229,82.9112,321109.0
2020-11-07,82.2713,83.2551,82.0229,82.9112,321109.0
2020-11-08,82.2713,83.2551,82.0229,82.9112,321109.0
2020-11-09,85.0127,86.1016,80.3991,80.5519,452148.0
2020-11-10,80.9626,82.7918,80.1889,82.2235,419196.0
2020-11-11,82.8062,82.9686,81.5873,82.4719,421144.0
2020-11-12,82.3477,82.5292,81.3065,82.0611,281101.0
2020-11-13,82.7966,83.5226,82.768,83.1978,246564.0
2020-11-14,82.7966,83.5226,82.768,83.1978,246564.0
2020-11-15,82.7966,83.5226,82.768,83.1978,246564.0
2020-11-16,84.1052,84.8025,83.3029,84.707,284491.0
2020-11-17,84.3249,85.6813,84.0002,85.1751,486875.0
2020-11-18,85.261,85.2897,84.0575,84.067,339034.0
2020-11-19,84.0575,85.0413,83.8521,84.4587,208756.0
2020-11-20,84.3727,86.1398,84.1339,85.5476,393918.0
2020-11-21,84.3727,86.1398,84.1339,85.5476,393918.0
2020-11-22,84.3727,86.1398,84.1339,85.5476,393918.0
2020-11-23,85.8819,87.0855,85.5572,86.7989,369222.0
2020-11-24,87.3434,88.2508,86.904,87.8401,313267.0
2020-11-25,87.649,87.649,85.9583,86.2162,196192.0
2020-11-26,87.649,87.649,85.9583,86.2162,196192.0
2020-11-27,86.2735,87.1332,85.7959,87.0664,125550.0
2020-11-28,86.2735,87.1332,85.7959,87.0664,125550.0
2020-11-29,86.2735,87.1332,85.7959,87.0664,125550.0
2020-11-30,86.3786,87.372,85.8962,86.6461,418784.0
2020-12-01,87.2192,87.6013,85.9201,86.5315,319930.0
2020-12-02,86.7894,87.8401,84.3918,84.9936,388459.0
2020-12-03,84.9554,86.0443,84.7596,85.3375,514034.0
2020-12-04,85.347,86.6652,85.347,86.6365,263523.0
2020-12-05,85.347,86.6652,85.347,86.6365,263523.0
2020-12-06,85.347,86.6652,85.347,86.6365,263523.0
2020-12-07,85.9583,86.3977,85.4998,86.1876,299636.0
2020-12-08,86.1016,86.7989,86.0826,86.6079,194605.0
2020-12-09,86.6461,87.329,86.0443,86.9326,330819.0
2020-12-10,86.9231,87.2144,86.1016,86.6079,269147.0
2020-12-11,86.1971,87.7541,86.1971,87.4198,353072.0
2020-12-12,86.1971,87.7541,86.1971,87.4198,353072.0
2020-12-13,86.1971,87.7541,86.1971,87.4198,353072.0
2020-12-14,88.0407,88.843,87.1237,87.4484,726242.0
2020-12-15,87.7732,88.9768,87.7732,88.4132,519425.0
2020-12-16,86.6461,88.7714,85.2419,88.1266,578347.0
2020-12-17,88.3559,89.7791,88.2508,89.1487,562300.0
2020-12-18,89.7505,90.9445,89.4257,90.5528,1206655.0
2020-12-19,89.7505,90.9445,89.4257,90.5528,1206655.0
2020-12-20,89.7505,90.9445,89.4257,90.5528,1206655.0
2020-12-21,89.7602,90.5457,89.0131,90.1817,661269.0
2020-12-22,90.4882,90.8234,89.8177,90.2583,369619.0
2020-12-23,90.4499,90.7276,89.2621,89.8273,349919.0
2020-12-24,90.3062,90.3062,89.3579,89.9422,116921.0
2020-12-25,90.3062,90.3062,89.3579,89.9422,116921.0
2020-12-26,90.3062,90.3062,89.3579,89.9422,116921.0
2020-12-27,90.3062,90.3062,89.3579,89.9422,116921.0
2020-12-28,90.3254,90.833,89.5591,90.1146,283630.0
2020-12-29,90.3732,90.8043,89.7219,90.1721,302196.0
2020-12-30,90.4499,91.3646,90.2487,90.3637,225012.0
2020-12-31,90.3062,91.015,89.7411,90.8426,277290.0
2021-01-01,90.3062,91.015,89.7411,90.8426,277290.0
2021-01-02,90.3062,91.015,89.7411,90.8426,277290.0
2021-01-03,90.3062,91.015,89.7411,90.8426,277290.0
2021-01-04,90.833,92.1453,88.8119,89.4633,535667.0
2021-01-05,89.0801,90.4595,89.0801,89.9805,351184.0
2021-01-06,90.1529,94.6069,90.1529,94.425,575623.0
2021-01-07,94.8273,97.7008,94.3675,97.6242,684608.0
2021-01-08,97.5859,97.5859,94.1759,95.7372,330965.0
2021-01-09,97.5859,97.5859,94.1759,95.7372,330965.0
2021-01-10,97.5859,97.5859,94.1759,95.7372,330965.0
2021-01-11,94.8273,95.7755,94.6644,95.2008,187761.0
2021-01-12,95.3636,95.9479,94.7027,95.3349,262881.0
2021-01-13,95.7851,96.5993,95.2295,95.8905,275948.0
2021-01-14,95.9479,96.9489,95.651,95.9479,248046.0
2021-01-15,95.4499,95.7085,93.151,93.266,455371.0
2021-01-16,95.4499,95.7085,93.151,93.266,455371.0
2021-01-17,95.4499,95.7085,93.151,93.266,455371.0
2021-01-18,95.4499,95.7085,93.151,93.266,455371.0
2021-01-19,94.1184,95.0619,93.5533,94.1472,472238.0
2021-01-20,94.7602,96.197,93.8886,96.1874,639987.0
2021-01-21,96.3502,96.4939,95.5983,96.2736,406917.0
2021-01-22,96.1587,97.1069,95.0859,96.8962,424056.0
2021-01-23,96.1587,97.1069,95.0859,96.8962,424056.0
2021-01-24,96.1587,97.1069,95.0859,96.8962,424056.0
2021-01-25,96.743,97.0399,94.8943,95.6318,331819.0
2021-01-26,96.1012,96.1108,94.2334,94.5303,319702.0
2021-01-27,93.2372,94.3866,91.3407,91.6855,510726.0
2021-01-28,92.5667,93.3426,91.6199,91.9154,303773.0
2021-01-29,91.4269,91.5706,90.038,90.2775,347175.0
2021-01-30,91.4269,91.5706,90.038,90.2775,347175.0
2021-01-31,91.4269,91.5706,90.038,90.2775,347175.0
2021-02-01,90.8522,91.4365,89.9997,91.0916,333072.0
2021-02-02,91.5897,92.4039,91.015,91.7717,308240.0
2021-02-03,91.7047,92.5093,91.2162,92.1836,242221.0
2021-02-04,92.6912,93.2372,91.9968,92.1836,291313.0
2021-02-05,92.7774,94.0993,92.3225,94.0418,330642.0
2021-02-06,92.7774,94.0993,92.3225,94.0418,330642.0
2021-02-07,92.7774,94.0993,92.3225,94.0418,330642.0
2021-02-08,94.6069,95.7851,94.6069,95.7755,316036.0
2021-02-09,96.0916,96.0916,94.8847,95.8043,278267.0
2021-02-10,96.2736,97.0303,95.1433,95.8426,267248.0
2021-02-11,96.2161,96.9728,94.8751,96.2928,410255.0
2021-02-12,96.0054,97.7104,95.991,97.5667,283067.0
2021-02-13,96.0054,97.7104,95.991,97.5667,283067.0
2021-02-14,96.0054,97.7104,95.991,97.5667,283067.0
2021-02-15,96.0054,97.7104,95.991,97.5667,283067.0
2021-02-16,97.7583,98.2324,96.628,97.1644,331032.0
2021-02-17,96.5705,97.0255,95.0188,95.2295,329221.0
2021-02-18,95.0188,95.1817,93.5725,94.5686,384803.0
2021-02-19,95.3636,96.6424,94.2717,95.2391,371951.0
2021-02-20,95.3636,96.6424,94.2717,95.2391,371951.0
2021-02-21,95.3636,96.6424,94.2717,95.2391,371951.0
2021-02-22,95.1912,96.7621,94.6453,95.7851,613420.0
2021-02-23,95.4115,97.5571,95.1146,97.0686,530960.0
2021-02-24,97.6433,98.0361,96.8196,97.423,467332.0
2021-02-25,96.9537,97.1069,95.924,96.8292,268897.0
2021-02-26,97.2506,97.6577,96.0246,96.5226,483066.0
2021-02-27,97.2506,97.6577,96.0246,96.5226,483066.0
2021-02-28,97.2506,97.6577,96.0246,96.5226,483066.0
2021-03-01,97.6529,98.9173,97.4613,98.4,315301.0
2021-03-02,98.6203,98.764,96.5897,97.1836,377716.0
2021-03-03,96.8962,97.1069,95.833,95.9767,395384.0
2021-03-04,95.7851,98.2851,91.8579,92.5667,680792.0
2021-03-05,92.174,94.5543,92.083,94.31,475605.0
2021-03-06,92.174,94.5543,92.083,94.31,475605.0
2021-03-07,92.174,94.5543,92.083,94.31,475605.0
2021-03-08,94.7506,95.6702,93.5198,93.8407,685180.0
2021-03-09,94.3483,95.9671,93.3809,93.4096,588873.0
2021-03-10,93.5437,97.4422,93.5437,97.1931,376417.0
2021-03-11,97.6433,98.1797,95.8809,95.9479,287538.0
2021-03-12,96.0437,97.4422,95.9767,97.4039,551178.0
2021-03-13,96.0437,97.4422,95.9767,97.4039,551178.0
2021-03-14,96.0437,97.4422,95.9767,97.4039,551178.0
2021-03-15,97.7679,99.8081,97.423,99.7219,441074.0
2021-03-16,99.7123,100.5744,98.9173,98.9939,458793.0
2021-03-17,98.9173,99.5878,98.3426,98.8981,479363.0
2021-03-18,98.697,101.1012,98.697,100.3253,694612.0
2021-03-19,100.3253,100.6845,98.2564,98.6203,1095894.0
2021-03-20,100.3253,100.6845,98.2564,98.6203,1095894.0
2021-03-21,100.3253,100.6845,98.2564,98.6203,1095894.0
2021-03-22,98.6778,98.9077,96.5418,98.1702,727604.0
2021-03-23,97.4613,98.3713,96.1587,96.446,429179.0
2021-03-24,96.6567,98.7544,96.6567,97.4805,387850.0
2021-03-25,97.2027,99.2956,96.5897,99.0514,414154.0
2021-03-26,99.4154,100.0284,98.7832,99.9422,434083.0
2021-03-27,99.4154,100.0284,98.7832,99.9422,434083.0
2021-03-28,99.4154,100.0284,98.7832,99.9422,434083.0
2021-03-29,99.7793,101.082,99.0705,99.1663,447481.0
2021-03-30,99.0705,99.9134,98.8119,99.6548,418064.0
2021-03-31,99.6644,100.3349,98.6012,98.7928,631332.0
2021-04-01,99.3425,101.2919,99.3281,101.1767,409285.0
2021-04-02,99.3425,101.2919,99.3281,101.1767,409285.0
2021-04-03,99.3425,101.2919,99.3281,101.1767,409285.0
2021-04-04,99.3425,101.2919,99.3281,101.1767,409285.0
2021-04-05,100.831,101.8066,100.8118,101.1575,508051.0
2021-04-06,101.7913,102.986,100.831,101.8873,560385.0
2021-04-07,102.1082,102.2954,100.1972,100.6389,310754.0
2021-04-08,100.5621,101.3399,100.2932,100.831,228985.0
2021-04-09,100.9942,102.0601,100.7734,102.0313,314648.0
2021-04-10,100.9942,102.0601,100.7734,102.0313,314648.0
2021-04-11,100.9942,102.0601,100.7734,102.0313,314648.0
2021-04-12,102.2618,102.3002,101.3495,102.1658,216185.0
2021-04-13,102.2618,102.5979,100.6773,100.975,298114.0
2021-04-14,100.9558,101.2583,100.1684,100.8982,358200.0
2021-04-15,101.6664,105.0466,100.9654,103.9231,1327559.0
2021-04-16,111.1926,111.8744,106.6648,108.3213,1941725.0
2021-04-17,111.1926,111.8744,106.6648,108.3213,1941725.0
2021-04-18,111.1926,111.8744,106.6648,108.3213,1941725.0
2021-04-19,108.6094,108.8686,106.9577,108.4749,1012433.0
2021-04-20,108.4749,109.9442,108.158,108.8782,730348.0
2021-04-21,108.9935,111.3942,108.9935,111.1445,1314075.0
2021-04-22,111.8263,112.2777,109.8097,110.3571,562951.0
2021-04-23,110.674,112.1721,110.4339,111.7303,404310.0
2021-04-24,110.674,112.1721,110.4339,111.7303,404310.0
2021-04-25,110.674,112.1721,110.4339,111.7303,404310.0
2021-04-26,112.0856,113.4396,111.1157,111.2502,440830.0
2021-04-27,111.0581,111.4192,110.0978,110.9909,438053.0
2021-04-28,111.0101,111.3479,109.8289,110.1554,303318.0
2021-04-29,110.7028,111.8936,109.8577,111.836,354152.0
2021-04-30,111.2022,111.5767,109.973,110.0498,414083.0
2021-05-01,111.2022,111.5767,109.973,110.0498,414083.0
2021-05-02,111.2022,111.5767,109.973,110.0498,414083.0
2021-05-03,111.0485,111.7303,110.2131,110.4339,342113.0
2021-05-04,110.2323,111.3078,110.2323,111.2502,528676.0
2021-05-05,111.836,111.836,110.0786,111.471,233845.0
2021-05-06,111.4806,112.0184,110.2755,111.1157,406924.0
2021-05-07,110.8853,112.1384,110.117,111.884,272266.0
2021-05-08,110.8853,112.1384,110.117,111.884,272266.0
2021-05-09,110.8853,112.1384,110.117,111.884,272266.0
2021-05-10,112.1721,113.238,111.279,111.3846,346738.0
2021-05-11,109.8289,110.6452,108.7534,109.0799,382818.0
2021-05-12,108.9935,109.6753,105.642,105.9878,753843.0
2021-05-13,106.2758,108.7822,105.9878,108.1868,487491.0
2021-05-14,108.8398,109.0607,108.014,108.5806,380704.0
2021-05-15,108.8398,109.0607,108.014,108.5806,380704.0
2021-05-16,108.8398,109.0607,108.014,108.5806,380704.0
2021-05-17,108.2156,108.715,106.8328,107.7835,390602.0
2021-05-18,107.7547,107.7547,106.0934,106.103,533919.0
2021-05-19,105.6324,105.6757,104.1464,105.5556,495548.0
2021-05-20,105.4116,106.1548,104.5857,105.5364,430100.0
2021-05-21,106.1798,106.8136,105.6132,106.0934,368051.0
2021-05-22,106.1798,106.8136,105.6132,106.0934,368051.0
2021-05-23,106.1798,106.8136,105.6132,106.0934,368051.0
2021-05-24,106.5639,106.5831,105.378,105.6324,259191.0
2021-05-25,105.9493,107.0153,105.8917,106.6312,316903.0
2021-05-26,106.6792,106.8808,105.6036,106.3719,313420.0
2021-05-27,106.9577,107.1209,106.3719,106.6504,407377.0
2021-05-28,106.5543,106.9096,105.1523,106.6792,410973.0
2021-05-29,106.5543,106.9096,105.1523,106.6792,410973.0
