,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-05-27,207.413,209.354,205.897,209.094,949267.0
2021-05-28,210.393,210.549,205.074,205.395,548336.0
2021-05-29,210.393,210.549,205.074,205.395,548336.0
2021-05-30,210.393,210.549,205.074,205.395,548336.0
2021-05-31,210.393,210.549,205.074,205.395,548336.0
2021-06-01,206.98,208.132,204.104,206.036,438413.0
2021-06-02,206.963,206.963,204.017,205.126,444968.0
2021-06-03,204.52,205.343,202.25,202.683,371428.0
2021-06-04,202.536,203.489,200.119,202.319,501212.0
2021-06-05,202.536,203.489,200.119,202.319,501212.0
2021-06-06,202.536,203.489,200.119,202.319,501212.0
2021-06-07,204.806,206.391,203.116,204.269,450284.0
2021-06-08,203.705,204.532,201.765,201.843,434023.0
2021-06-09,201.852,203.03,199.01,199.166,592668.0
2021-06-10,199.391,199.452,192.157,192.885,997388.0
2021-06-11,193.596,195.917,192.851,195.727,625789.0
2021-06-12,193.596,195.917,192.851,195.727,625789.0
2021-06-13,193.596,195.917,192.851,195.727,625789.0
2021-06-14,194.921,194.921,190.373,191.542,546679.0
2021-06-15,191.75,192.896,189.524,191.551,649525.0
2021-06-16,190.988,191.382,185.032,186.241,887045.0
2021-06-17,186.258,187.487,179.076,183.018,834300.0
2021-06-18,180.48,183.486,179.419,182.429,978256.0
2021-06-19,180.48,183.486,179.419,182.429,978256.0
2021-06-20,180.48,183.486,179.419,182.429,978256.0
2021-06-21,184.092,187.124,183.85,185.842,536904.0
2021-06-22,185.842,187.436,183.875,186.778,416231.0
2021-06-23,187.081,187.774,185.045,185.825,322932.0
2021-06-24,186.804,187.696,184.621,186.041,481414.0
2021-06-25,187.349,189.229,186.301,187.185,437586.0
2021-06-26,187.349,189.229,186.301,187.185,437586.0
2021-06-27,187.349,189.229,186.301,187.185,437586.0
2021-06-28,186.474,187.99,185.66,186.812,365089.0
2021-06-29,188.094,190.373,187.644,188.64,359372.0
2021-06-30,187.783,189.151,187.479,188.874,430086.0
2021-07-01,189.784,191.274,188.502,190.191,515767.0
2021-07-02,190.763,193.041,189.853,192.747,534296.0
2021-07-03,190.763,193.041,189.853,192.747,534296.0
2021-07-04,190.763,193.041,189.853,192.747,534296.0
2021-07-05,190.763,193.041,189.853,192.747,534296.0
2021-07-06,192.747,192.747,186.47,188.207,867357.0
2021-07-07,190.304,194.254,189.801,192.565,849120.0
2021-07-08,189.801,192.491,187.124,190.451,574570.0
2021-07-09,192.695,195.242,192.582,194.938,520462.0
2021-07-10,192.695,195.242,192.582,194.938,520462.0
2021-07-11,192.695,195.242,192.582,194.938,520462.0
2021-07-12,194.445,195.761,192.755,194.912,563925.0
2021-07-13,193.691,194.133,189.29,189.498,566191.0
2021-07-14,190.962,193.708,190.615,191.742,425511.0
2021-07-15,190.589,193.492,190.589,193.145,293332.0
2021-07-16,193.327,194.367,190.113,190.468,342214.0
2021-07-17,193.327,194.367,190.113,190.468,342214.0
2021-07-18,193.327,194.367,190.113,190.468,342214.0
2021-07-19,187.167,187.783,182.472,183.997,818941.0
2021-07-20,182.472,185.236,178.418,184.681,1476852.0
2021-07-21,186.145,190.563,186.119,188.207,1334617.0
2021-07-22,187.904,188.034,180.367,185.981,1815506.0
2021-07-23,188.103,190.776,186.691,190.174,970644.0
2021-07-24,188.103,190.776,186.691,190.174,970644.0
2021-07-25,188.103,190.776,186.691,190.174,970644.0
2021-07-26,190.581,192.322,188.32,190.737,694948.0
2021-07-27,189.091,192.634,187.549,190.096,692248.0
2021-07-28,190.806,191.98,188.311,190.494,523668.0
2021-07-29,191.889,195.432,191.863,194.479,562374.0
2021-07-30,193.959,197.0,191.646,191.924,521778.0
2021-07-31,193.959,197.0,191.646,191.924,521778.0
2021-08-01,193.959,197.0,191.646,191.924,521778.0
2021-08-02,193.414,195.493,191.603,191.941,372137.0
2021-08-03,192.495,196.784,191.101,194.878,507339.0
2021-08-04,194.107,195.735,191.118,191.213,384851.0
2021-08-05,192.452,194.358,191.499,192.166,383874.0
2021-08-06,192.565,194.704,190.979,191.066,389649.0
2021-08-07,192.565,194.704,190.979,191.066,389649.0
2021-08-08,192.565,194.704,190.979,191.066,389649.0
2021-08-09,190.607,193.145,189.758,191.196,281239.0
2021-08-10,191.724,195.402,190.975,193.24,564119.0
2021-08-11,193.102,199.3,192.703,198.854,651401.0
2021-08-12,199.313,201.259,198.243,199.937,417519.0
2021-08-13,199.946,202.137,199.803,201.418,413429.0
2021-08-14,199.946,202.137,199.803,201.418,413429.0
2021-08-15,199.946,202.137,199.803,201.418,413429.0
2021-08-16,200.933,202.969,198.36,201.73,353211.0
2021-08-17,199.209,199.209,191.508,193.942,411143.0
2021-08-18,193.206,195.203,190.693,190.832,374569.0
2021-08-19,189.013,192.088,187.644,190.026,308119.0
2021-08-20,190.035,192.92,189.693,191.629,289089.0
2021-08-21,190.035,192.92,189.693,191.629,289089.0
2021-08-22,190.035,192.92,189.693,191.629,289089.0
2021-08-23,193.206,193.206,189.992,190.789,303884.0
2021-08-24,191.984,193.223,190.464,191.56,374489.0
2021-08-25,192.365,196.554,192.365,193.942,383121.0
2021-08-26,194.178,194.404,191.981,192.748,250773.0
2021-08-27,193.515,198.188,193.463,196.967,354644.0
2021-08-28,193.515,198.188,193.463,196.967,354644.0
2021-08-29,193.515,198.188,193.463,196.967,354644.0
2021-08-30,198.048,198.397,195.198,195.206,436483.0
2021-08-31,195.52,195.546,192.181,193.123,566463.0
2021-09-01,193.14,196.061,192.539,195.032,580391.0
2021-09-02,195.668,198.375,194.526,197.394,562262.0
2021-09-03,197.098,198.563,195.485,196.906,421773.0
2021-09-04,197.098,198.563,195.485,196.906,421773.0
2021-09-05,197.098,198.563,195.485,196.906,421773.0
2021-09-06,197.098,198.563,195.485,196.906,421773.0
2021-09-07,195.712,196.741,189.374,189.566,612543.0
2021-09-08,188.825,189.296,185.913,188.415,590816.0
2021-09-09,189.156,191.466,188.032,189.383,560400.0
2021-09-10,189.923,191.327,187.831,188.075,669146.0
2021-09-11,189.923,191.327,187.831,188.075,669146.0
2021-09-12,189.923,191.327,187.831,188.075,669146.0
2021-09-13,189.609,191.789,188.302,190.629,754841.0
2021-09-14,191.615,191.798,188.127,188.511,652793.0
2021-09-15,187.979,191.022,186.933,189.409,658104.0
2021-09-16,188.328,189.365,185.207,185.416,531717.0
2021-09-17,184.545,185.852,181.877,183.62,976649.0
2021-09-18,184.545,185.852,181.877,183.62,976649.0
2021-09-19,184.545,185.852,181.877,183.62,976649.0
2021-09-20,179.593,182.936,178.643,182.243,628906.0
2021-09-21,183.681,183.969,178.712,179.279,473084.0
2021-09-22,181.275,182.086,180.29,180.778,563032.0
2021-09-23,182.827,185.12,181.764,182.217,548805.0
2021-09-24,182.313,184.292,181.955,183.211,442164.0
2021-09-25,182.313,184.292,181.955,183.211,442164.0
2021-09-26,182.313,184.292,181.955,183.211,442164.0
2021-09-27,183.15,187.264,183.15,184.928,416731.0
2021-09-28,184.292,186.157,182.008,183.516,420085.0
2021-09-29,184.797,185.512,183.873,184.492,322333.0
2021-09-30,185.286,185.29,177.605,177.719,812133.0
2021-10-01,178.895,179.881,175.278,178.895,588219.0
2021-10-02,178.895,179.881,175.278,178.895,588219.0
2021-10-03,178.895,179.881,175.278,178.895,588219.0
2021-10-04,178.364,183.089,178.364,179.0,728059.0
2021-10-05,178.32,180.983,176.895,177.797,616237.0
2021-10-06,177.318,178.17,171.699,175.251,933582.0
2021-10-07,177.64,182.008,177.623,178.66,609197.0
2021-10-08,179.105,179.584,173.116,173.281,708089.0
2021-10-09,179.105,179.584,173.116,173.281,708089.0
2021-10-10,179.105,179.584,173.116,173.281,708089.0
2021-10-11,173.238,175.469,171.581,172.994,586846.0
2021-10-12,172.872,175.217,171.433,174.075,571182.0
2021-10-13,174.99,174.99,171.52,172.828,727627.0
2021-10-14,174.057,178.904,173.534,178.442,812019.0
2021-10-15,180.456,183.446,179.628,180.212,579622.0
2021-10-16,180.456,183.446,179.628,180.212,579622.0
2021-10-17,180.456,183.446,179.628,180.212,579622.0
2021-10-18,178.712,180.556,177.666,180.133,467318.0
2021-10-19,181.223,181.223,179.183,179.27,535808.0
2021-10-20,179.27,183.163,179.27,182.409,651152.0
2021-10-21,181.031,182.705,179.61,181.241,1136085.0
