,DG US Equity,DG US Equity,DG US Equity,DG US Equity,DG US Equity
2020-03-03,152.5886,156.1852,147.6528,149.6233,2573767.0
2020-03-04,151.0294,153.5356,149.7094,153.2008,1664747.0
2020-03-05,151.4025,154.0234,148.7432,150.6372,1970603.0
2020-03-06,147.5571,152.0146,145.5579,151.4981,1836996.0
2020-03-07,147.5571,152.0146,145.5579,151.4981,1836996.0
2020-03-08,147.5571,152.0146,145.5579,151.4981,1836996.0
2020-03-09,144.2379,154.9991,143.5301,152.359,3253590.0
2020-03-10,155.5634,160.1644,153.1625,159.0261,3791561.0
2020-03-11,156.0034,158.5287,149.8768,150.7807,3850768.0
2020-03-12,145.4049,150.245,134.0602,135.8011,6710462.0
2020-03-13,142.2483,142.5161,132.4724,139.4743,6267024.0
2020-03-14,142.2483,142.5161,132.4724,139.4743,6267024.0
2020-03-15,142.2483,142.5161,132.4724,139.4743,6267024.0
2020-03-16,128.3592,133.5341,119.5685,130.1862,3806802.0
2020-03-17,131.908,149.6759,131.6115,147.8154,4964691.0
2020-03-18,139.1778,150.7998,131.908,142.277,4848522.0
2020-03-19,142.6883,144.7257,135.2942,136.7864,4064373.0
2020-03-20,136.2029,138.6134,129.1723,134.0411,4530692.0
2020-03-21,136.2029,138.6134,129.1723,134.0411,4530692.0
2020-03-22,136.2029,138.6134,129.1723,134.0411,4530692.0
2020-03-23,133.802,138.9769,131.0662,133.7924,2985116.0
2020-03-24,138.8621,143.1666,131.7263,135.6577,3252125.0
2020-03-25,135.3898,137.1881,130.7523,131.2671,3661313.0
2020-03-26,130.9515,136.6605,129.3827,134.4142,3471836.0
2020-03-27,132.1663,141.3013,131.5445,139.7708,3686297.0
2020-03-28,132.1663,141.3013,131.5445,139.7708,3686297.0
2020-03-29,132.1663,141.3013,131.5445,139.7708,3686297.0
2020-03-30,142.8605,143.2814,139.9143,140.3926,2490680.0
2020-03-31,139.8378,150.0633,139.8378,144.4483,5279082.0
2020-04-01,141.7987,151.1155,141.7987,146.5049,2906985.0
2020-04-02,146.8302,154.3199,146.1893,152.7607,3624911.0
2020-04-03,151.7085,155.726,151.7085,155.1521,2735807.0
2020-04-04,151.7085,155.726,151.7085,155.1521,2735807.0
2020-04-05,151.7085,155.726,151.7085,155.1521,2735807.0
2020-04-06,159.3031,163.0995,155.7033,162.6393,4082233.0
2020-04-07,161.6998,164.9162,158.5362,162.1887,4126182.0
2020-04-08,162.7256,165.5057,159.2552,162.2271,2826609.0
2020-04-09,160.2043,164.2115,159.7633,162.2462,2268171.0
2020-04-10,160.2043,164.2115,159.7633,162.2462,2268171.0
2020-04-11,160.2043,164.2115,159.7633,162.2462,2268171.0
2020-04-12,160.2043,164.2115,159.7633,162.2462,2268171.0
2020-04-13,163.1282,165.8125,160.7028,164.48,2523303.0
2020-04-14,169.5897,171.4495,167.8928,170.7113,3425433.0
2020-04-15,169.9061,170.4909,164.7196,168.8323,2819299.0
2020-04-16,170.8072,176.3436,170.232,172.6862,2467683.0
2020-04-17,172.8013,175.1884,170.0499,174.5844,2362084.0
2020-04-18,172.8013,175.1884,170.0499,174.5844,2362084.0
2020-04-19,172.8013,175.1884,170.0499,174.5844,2362084.0
2020-04-20,173.8846,174.4118,170.673,171.6029,1920178.0
2020-04-21,171.1236,172.5424,168.7269,171.3537,1969017.0
2020-04-22,172.8396,174.5988,171.4208,171.7467,1498776.0
2020-04-23,169.8198,172.4705,169.072,169.2062,1920228.0
2020-04-24,170.7018,171.0181,168.2955,168.7077,2103722.0
2020-04-25,170.7018,171.0181,168.2955,168.7077,2103722.0
2020-04-26,170.7018,171.0181,168.2955,168.7077,2103722.0
2020-04-27,169.1295,175.0446,166.8862,172.0727,2579953.0
2020-04-28,173.5203,175.7443,170.6538,171.0565,2210239.0
2020-04-29,171.7755,172.4178,167.3656,167.5765,2041313.0
2020-04-30,166.4644,169.6856,165.8509,168.0558,2034662.0
2020-05-01,167.0204,169.1391,165.525,165.8509,1570800.0
2020-05-02,167.0204,169.1391,165.525,165.8509,1570800.0
2020-05-03,167.0204,169.1391,165.525,165.8509,1570800.0
2020-05-04,166.5603,168.5347,165.5345,168.19,1263205.0
2020-05-05,168.7269,169.5397,166.8671,167.6436,1438105.0
2020-05-06,168.5735,169.5993,166.2104,166.7137,1163740.0
2020-05-07,168.0079,168.5639,166.1001,166.4261,1119884.0
2020-05-08,167.9599,169.4842,166.22,169.072,1574541.0
2020-05-09,167.9599,169.4842,166.22,169.072,1574541.0
2020-05-10,167.9599,169.4842,166.22,169.072,1574541.0
2020-05-11,169.954,177.307,169.954,175.476,2743675.0
2020-05-12,175.1884,177.1249,174.0188,174.2201,2025418.0
2020-05-13,174.4118,176.2669,171.6221,174.0667,2354003.0
2020-05-14,172.8684,174.9583,171.392,173.9996,1497612.0
2020-05-15,173.5394,176.1758,172.8204,174.4981,2807840.0
2020-05-16,173.5394,176.1758,172.8204,174.4981,2807840.0
2020-05-17,173.5394,176.1758,172.8204,174.4981,2807840.0
2020-05-18,177.2974,177.3646,174.0955,174.5269,2168099.0
2020-05-19,174.9103,177.0003,173.9229,173.9804,1660646.0
2020-05-20,174.0763,174.7282,170.1937,171.1907,2368260.0
2020-05-21,171.6125,172.0631,169.2829,171.0373,1977144.0
2020-05-22,172.0631,172.1829,169.887,171.5837,1849144.0
2020-05-23,172.0631,172.1829,169.887,171.5837,1849144.0
2020-05-24,172.0631,172.1829,169.887,171.5837,1849144.0
2020-05-25,172.0631,172.1829,169.887,171.5837,1849144.0
2020-05-26,174.594,175.7636,171.972,172.9067,2550018.0
2020-05-27,173.1368,179.4641,171.6509,179.4641,3573113.0
2020-05-28,178.3136,181.669,172.8588,176.5017,5696923.0
2020-05-29,177.3358,184.7464,177.3358,183.5959,8139128.0
2020-05-30,177.3358,184.7464,177.3358,183.5959,8139128.0
2020-05-31,177.3358,184.7464,177.3358,183.5959,8139128.0
2020-06-01,183.385,186.7883,181.3239,183.5864,2603000.0
2020-06-02,183.5959,185.0627,181.9758,183.8548,2883559.0
2020-06-03,183.7302,183.9315,180.2885,181.9087,2426494.0
2020-06-04,181.9087,182.8674,177.5371,178.1986,3115510.0
2020-06-05,178.7067,179.1765,173.7791,177.9877,3338000.0
2020-06-06,178.7067,179.1765,173.7791,177.9877,3338000.0
2020-06-07,178.7067,179.1765,173.7791,177.9877,3338000.0
2020-06-08,176.0703,179.6558,176.0608,178.3136,2987220.0
2020-06-09,180.3365,180.4323,177.355,178.5533,2551821.0
2020-06-10,179.3298,182.8578,179.3298,182.273,3549801.0
2020-06-11,182.3401,184.7272,179.7133,180.4994,2753094.0
2020-06-12,182.388,182.8146,174.0284,176.3963,3198903.0
2020-06-13,182.388,182.8146,174.0284,176.3963,3198903.0
2020-06-14,182.388,182.8146,174.0284,176.3963,3198903.0
2020-06-15,175.1692,182.3401,175.0733,180.0968,2843296.0
2020-06-16,181.3047,183.2508,179.186,182.992,2557319.0
2020-06-17,182.829,183.4042,181.0411,181.9183,1751457.0
2020-06-18,183.0495,184.0561,180.9021,183.4138,1819541.0
2020-06-19,185.1011,185.7146,180.394,180.9788,2860854.0
2020-06-20,185.1011,185.7146,180.394,180.9788,2860854.0
2020-06-21,185.1011,185.7146,180.394,180.9788,2860854.0
2020-06-22,181.7457,184.708,180.8541,184.1999,1441629.0
2020-06-23,184.7943,185.0244,181.5731,182.1196,1796322.0
2020-06-24,181.6978,184.4971,180.8158,183.9219,2450353.0
2020-06-25,182.8674,183.8356,179.9146,182.7907,2529365.0
2020-06-26,182.8769,185.6283,181.4293,181.5636,6688778.0
2020-06-27,182.8769,185.6283,181.4293,181.5636,6688778.0
2020-06-28,182.8769,185.6283,181.4293,181.5636,6688778.0
2020-06-29,182.225,183.4042,180.346,182.1675,2147586.0
2020-06-30,182.1771,183.155,180.3556,182.6373,1904188.0
2020-07-01,181.947,183.5288,180.2981,183.0112,1844940.0
2020-07-02,183.8644,183.965,181.1322,181.6498,1559735.0
2020-07-03,183.8644,183.965,181.1322,181.6498,1559735.0
2020-07-04,183.8644,183.965,181.1322,181.6498,1559735.0
2020-07-05,183.8644,183.965,181.1322,181.6498,1559735.0
2020-07-06,183.0138,183.2827,178.7347,179.7481,1752673.0
2020-07-07,178.5762,181.4481,178.3841,180.4012,1923498.0
2020-07-08,180.5741,180.9487,178.2689,179.1622,2228813.0
2020-07-09,179.2774,183.0234,179.1814,182.2454,1736975.0
2020-07-10,182.4086,182.9657,179.4599,180.8046,1429970.0
2020-07-11,182.4086,182.9657,179.4599,180.8046,1429970.0
2020-07-12,182.4086,182.9657,179.4599,180.8046,1429970.0
2020-07-13,181.1216,183.5997,178.4802,179.0949,1791774.0
2020-07-14,178.6819,182.351,178.2113,182.2358,1999528.0
2020-07-15,182.8697,183.3547,180.6893,181.9476,1597420.0
2020-07-16,181.8804,183.8158,179.9114,181.4577,1471458.0
2020-07-17,182.6488,182.8121,180.6317,181.0351,2205666.0
2020-07-18,182.6488,182.8121,180.6317,181.0351,2205666.0
2020-07-19,182.6488,182.8121,180.6317,181.0351,2205666.0
2020-07-20,182.1301,185.463,181.6258,185.1557,1410252.0
2020-07-21,184.9348,185.8568,182.6007,184.2816,1542053.0
2020-07-22,184.2336,187.7201,183.2251,187.4417,1714656.0
2020-07-23,187.7778,188.0852,183.7149,184.0799,1589395.0
2020-07-24,183.2923,185.319,182.9849,184.1279,1107958.0
2020-07-25,183.2923,185.319,182.9849,184.1279,1107958.0
2020-07-26,183.2923,185.319,182.9849,184.1279,1107958.0
2020-07-27,184.2144,184.6946,182.0392,182.4471,1475779.0
2020-07-28,182.62,184.2528,181.7939,182.5239,1281887.0
2020-07-29,183.4076,184.8291,183.0714,183.8206,1065767.0
2020-07-30,183.5036,184.4929,182.5815,183.7629,1054432.0
2020-07-31,183.8206,184.176,180.3436,182.8793,1333188.0
2020-08-01,183.8206,184.176,180.3436,182.8793,1333188.0
2020-08-02,183.8206,184.176,180.3436,182.8793,1333188.0
2020-08-03,183.1674,185.6455,183.1674,185.2709,1418612.0
2020-08-04,184.5025,187.8739,183.9987,187.7106,1764221.0
2020-08-05,188.3926,189.5548,186.4079,187.5665,2014139.0
2020-08-06,186.5676,187.0863,182.7544,184.9444,1801014.0
2020-08-07,185.5591,187.8499,185.1447,187.5761,1489153.0
2020-08-08,185.5591,187.8499,185.1447,187.5761,1489153.0
2020-08-09,185.5591,187.8499,185.1447,187.5761,1489153.0
2020-08-10,187.5857,187.5953,184.5986,185.6551,2610065.0
2020-08-11,185.2613,185.3478,183.2539,183.542,1164269.0
2020-08-12,185.3766,189.5836,184.0223,189.0553,1763396.0
2020-08-13,189.4491,190.1023,187.5569,188.3349,1380247.0
2020-08-14,188.6519,191.0531,188.3782,190.7074,1400932.0
2020-08-15,188.6519,191.0531,188.3782,190.7074,1400932.0
2020-08-16,188.6519,191.0531,188.3782,190.7074,1400932.0
2020-08-17,191.4181,194.2852,190.4768,192.8013,1906402.0
2020-08-18,193.0126,193.0126,188.4214,190.1599,2004079.0
2020-08-19,191.7255,193.4448,190.3136,192.225,1559912.0
2020-08-20,191.543,192.1001,189.67,189.987,1658299.0
2020-08-21,190.6593,192.4287,189.9102,191.0724,1787064.0
2020-08-22,190.6593,192.4287,189.9102,191.0724,1787064.0
2020-08-23,190.6593,192.4287,189.9102,191.0724,1787064.0
2020-08-24,193.0606,193.2335,190.1887,190.4865,2686843.0
2020-08-25,191.2645,191.6871,189.7084,190.813,1552570.0
2020-08-26,190.8899,196.576,190.717,196.0285,2407460.0
2020-08-27,197.8632,198.8044,191.6679,193.3872,3846319.0
2020-08-28,194.2612,194.9432,190.717,192.4747,2232241.0
2020-08-29,194.2612,194.9432,190.717,192.4747,2232241.0
2020-08-30,194.2612,194.9432,190.717,192.4747,2232241.0
2020-08-31,192.9934,195.4522,191.956,193.9058,2112880.0
2020-09-01,193.6369,195.0608,191.8984,192.004,1748225.0
2020-09-02,192.1001,196.893,189.9486,196.0381,2416587.0
2020-09-03,195.3562,195.6424,188.2965,189.0265,2163424.0
2020-09-04,189.1898,190.3424,183.907,187.9892,1777189.0
2020-09-05,189.1898,190.3424,183.907,187.9892,1777189.0
2020-09-06,189.1898,190.3424,183.907,187.9892,1777189.0
2020-09-07,189.1898,190.3424,183.907,187.9892,1777189.0
2020-09-08,186.462,187.9747,183.2251,184.8003,2235951.0
2020-09-09,185.7128,191.0531,185.5687,189.6508,1714737.0
2020-09-10,189.6508,192.4363,188.9593,189.3339,1829597.0
2020-09-11,190.1599,193.003,190.0926,192.5803,1676913.0
2020-09-12,190.1599,193.003,190.0926,192.5803,1676913.0
2020-09-13,190.1599,193.003,190.0926,192.5803,1676913.0
2020-09-14,193.1855,195.702,192.8781,194.1267,1977451.0
2020-09-15,194.5686,195.8749,193.8239,194.8567,1526271.0
2020-09-16,195.846,196.7873,194.4053,194.7415,1857129.0
2020-09-17,192.6956,196.067,192.5803,195.4618,1934658.0
2020-09-18,196.2495,200.735,195.6924,199.8801,3920136.0
2020-09-19,196.2495,200.735,195.6924,199.8801,3920136.0
2020-09-20,196.2495,200.735,195.6924,199.8801,3920136.0
2020-09-21,198.7468,199.1694,194.3188,194.924,2316366.0
2020-09-22,194.3188,200.7062,194.3188,200.1107,1857466.0
2020-09-23,200.2067,201.5706,195.7788,196.1534,1893012.0
2020-09-24,196.1534,198.1416,194.5782,196.9218,1407592.0
2020-09-25,197.0082,201.0712,196.2783,200.1587,1160471.0
2020-09-26,197.0082,201.0712,196.2783,200.1587,1160471.0
2020-09-27,197.0082,201.0712,196.2783,200.1587,1160471.0
2020-09-28,200.4757,202.5599,198.0457,201.513,1528269.0
2020-09-29,201.2248,203.6069,200.9847,201.3593,1289502.0
2020-09-30,202.0221,203.2803,200.1203,201.3401,1707664.0
2020-10-01,202.9153,205.4703,202.6368,203.1651,1829295.0
2020-10-02,201.5034,204.2792,201.2777,203.1651,1302616.0
2020-10-03,201.5034,204.2792,201.2777,203.1651,1302616.0
2020-10-04,201.5034,204.2792,201.2777,203.1651,1302616.0
2020-10-05,203.9733,205.4934,202.8379,205.1182,1315768.0
2020-10-06,206.3786,208.2836,203.5595,204.2523,1670258.0
2020-10-07,205.7725,207.562,205.5127,206.4075,1572940.0
2020-10-08,208.4568,211.0931,207.7256,210.5928,1412156.0
2020-10-09,211.526,214.3451,211.401,212.6133,1301673.0
2020-10-10,211.526,214.3451,211.401,212.6133,1301673.0
2020-10-11,211.526,214.3451,211.401,212.6133,1301673.0
2020-10-12,213.7101,214.0805,211.6704,212.2092,1505691.0
2020-10-13,212.3439,215.4612,212.3439,214.5568,1122628.0
2020-10-14,214.2681,214.3403,211.4298,211.7666,1178679.0
2020-10-15,211.6126,215.1822,210.8429,214.4317,1498009.0
2020-10-16,215.5478,216.3031,213.3156,213.3156,1604191.0
2020-10-17,215.5478,216.3031,213.3156,213.3156,1604191.0
2020-10-18,215.5478,216.3031,213.3156,213.3156,1604191.0
2020-10-19,214.0084,215.5863,209.1496,209.8134,1558915.0
2020-10-20,209.8134,211.9205,209.1784,209.5344,1056182.0
2020-10-21,209.5825,213.3204,209.5825,211.5357,1758589.0
2020-10-22,210.5928,211.1701,205.7051,206.2054,1345521.0
2020-10-23,205.9649,207.6534,204.6565,207.283,1333683.0
2020-10-24,205.9649,207.6534,204.6565,207.283,1333683.0
2020-10-25,205.9649,207.6534,204.6565,207.283,1333683.0
2020-10-26,205.9168,206.6961,201.7026,204.0117,1194737.0
2020-10-27,204.4543,206.5903,203.6846,205.6185,1073746.0
2020-10-28,204.1464,207.1772,202.0875,203.0304,1568538.0
2020-10-29,202.8283,204.743,201.6834,202.7513,1251073.0
2020-10-30,202.049,203.242,198.3351,200.8078,1830217.0
2020-10-31,202.049,203.242,198.3351,200.8078,1830217.0
2020-11-01,202.049,203.242,198.3351,200.8078,1830217.0
2020-11-02,201.8084,204.0791,199.2492,201.5872,1550185.0
2020-11-03,203.2998,208.6925,203.1679,205.9938,1452508.0
2020-11-04,208.5627,211.1701,206.5325,208.0431,1646188.0
2020-11-05,210.7082,212.2476,207.8892,209.7557,1406710.0
2020-11-06,210.0636,213.662,208.4183,213.0174,926200.0
2020-11-07,210.0636,213.662,208.4183,213.0174,926200.0
2020-11-08,210.0636,213.662,208.4183,213.0174,926200.0
2020-11-09,216.356,216.7216,202.2799,202.5204,2640582.0
2020-11-10,202.9919,205.8879,200.3652,202.5878,1879020.0
2020-11-11,203.4922,208.3702,203.4922,205.4838,1507634.0
2020-11-12,205.8975,205.9168,201.7822,204.7237,1442338.0
2020-11-13,205.7532,207.0713,203.6654,205.8013,1232149.0
2020-11-14,205.7532,207.0713,203.6654,205.8013,1232149.0
2020-11-15,205.7532,207.0713,203.6654,205.8013,1232149.0
2020-11-16,206.1862,207.3407,204.4543,205.022,1769185.0
2020-11-17,203.9733,204.3774,200.5288,200.8463,2241731.0
2020-11-18,201.0195,203.5595,198.4891,200.6731,1843276.0
2020-11-19,201.0965,203.8674,199.6436,203.2132,1837856.0
2020-11-20,203.0207,205.2144,202.1163,202.2703,1435053.0
2020-11-21,203.0207,205.2144,202.1163,202.2703,1435053.0
2020-11-22,203.0207,205.2144,202.1163,202.2703,1435053.0
2020-11-23,203.3575,204.6756,202.304,203.0496,1456325.0
2020-11-24,203.9829,206.3209,203.6942,204.9162,1723622.0
2020-11-25,205.657,209.2554,204.9739,208.784,1363383.0
2020-11-26,205.657,209.2554,204.9739,208.784,1363383.0
2020-11-27,208.7166,209.9914,208.1393,209.7557,723045.0
2020-11-28,208.7166,209.9914,208.1393,209.7557,723045.0
2020-11-29,208.7166,209.9914,208.1393,209.7557,723045.0
2020-11-30,210.2368,210.6505,206.2064,210.3041,2911392.0
2020-12-01,210.6024,213.2771,209.8231,211.5164,2028785.0
2020-12-02,210.7948,211.1701,208.351,209.3035,1756603.0
2020-12-03,205.3972,207.8218,203.4922,206.369,3042604.0
2020-12-04,206.09,207.6967,204.1561,205.3491,1867160.0
2020-12-05,206.09,207.6967,204.1561,205.3491,1867160.0
2020-12-06,206.09,207.6967,204.1561,205.3491,1867160.0
2020-12-07,205.9072,208.986,203.9059,205.2818,1962141.0
2020-12-08,204.1176,204.7911,202.2318,203.3671,1691540.0
2020-12-09,203.4922,204.1752,198.3063,201.0676,2347421.0
2020-12-10,200.548,201.0195,197.4885,198.0754,2264130.0
2020-12-11,198.3448,199.9467,197.8974,198.7873,1745521.0
2020-12-12,198.3448,199.9467,197.8974,198.7873,1745521.0
2020-12-13,198.3448,199.9467,197.8974,198.7873,1745521.0
2020-12-14,198.9701,199.8361,197.8348,198.1042,1858460.0
2020-12-15,198.7777,201.058,198.085,199.913,2247828.0
2020-12-16,200.0766,204.2138,199.8938,203.0304,1710392.0
2020-12-17,203.9829,205.2914,203.4633,204.5024,1670062.0
2020-12-18,204.8103,205.1856,202.0105,202.5108,4192640.0
2020-12-19,204.8103,205.1856,202.0105,202.5108,4192640.0
2020-12-20,204.8103,205.1856,202.0105,202.5108,4192640.0
2020-12-21,201.0868,204.1657,198.9894,202.9726,1996811.0
2020-12-22,204.0117,205.4165,202.8427,205.0027,1705692.0
2020-12-23,203.8386,205.2625,203.0304,203.1747,1691284.0
2020-12-24,203.3479,204.31,202.6648,203.2805,535702.0
2020-12-25,203.3479,204.31,202.6648,203.2805,535702.0
2020-12-26,203.3479,204.31,202.6648,203.2805,535702.0
2020-12-27,203.3479,204.31,202.6648,203.2805,535702.0
2020-12-28,205.0701,205.0893,201.6689,202.4242,1269788.0
2020-12-29,202.7802,203.8187,202.1308,203.3382,1129845.0
2020-12-30,203.2805,204.0406,201.9528,201.9816,1057355.0
2020-12-31,201.9239,202.6455,200.269,202.3376,1396248.0
2021-01-01,201.9239,202.6455,200.269,202.3376,1396248.0
2021-01-02,201.9239,202.6455,200.269,202.3376,1396248.0
2021-01-03,201.9239,202.6455,200.269,202.3376,1396248.0
2021-01-04,202.6364,203.9406,200.2703,202.116,2036943.0
2021-01-05,201.8461,202.3955,198.9258,199.2439,1781098.0
2021-01-06,199.0897,208.236,198.3572,207.5132,2648423.0
2021-01-07,207.2144,210.5684,206.8289,209.8359,1519050.0
2021-01-08,210.7226,211.0696,206.694,207.9951,1859222.0
2021-01-09,210.7226,211.0696,206.694,207.9951,1859222.0
2021-01-10,210.7226,211.0696,206.694,207.9951,1859222.0
2021-01-11,207.571,209.7685,206.8482,207.465,1605195.0
2021-01-12,207.012,210.8431,205.9085,210.472,2155938.0
2021-01-13,209.3444,211.6286,208.2168,210.3178,1169387.0
2021-01-14,209.2384,209.9709,205.3929,205.5182,2568678.0
2021-01-15,205.5182,206.0193,202.8292,203.7833,1795790.0
2021-01-16,205.5182,206.0193,202.8292,203.7833,1795790.0
2021-01-17,205.5182,206.0193,202.8292,203.7833,1795790.0
2021-01-18,205.5182,206.0193,202.8292,203.7833,1795790.0
2021-01-19,203.8412,204.7471,198.5018,198.5982,2148426.0
2021-01-20,199.3981,199.6198,196.5453,197.6922,2741045.0
2021-01-21,198.2319,201.8076,197.1043,200.198,2085248.0
2021-01-22,200.198,200.7494,198.309,198.7427,1455288.0
2021-01-23,200.198,200.7494,198.309,198.7427,1455288.0
2021-01-24,200.198,200.7494,198.309,198.7427,1455288.0
2021-01-25,199.2728,200.4583,197.6826,199.0897,1511695.0
2021-01-26,199.6487,200.039,197.8271,198.656,1472522.0
2021-01-27,197.9139,200.227,191.3216,192.401,3201583.0
2021-01-28,191.8035,194.2129,191.071,191.842,6267183.0
2021-01-29,192.3143,192.7576,187.3315,187.5628,4483823.0
2021-01-30,192.3143,192.7576,187.3315,187.5628,4483823.0
2021-01-31,192.3143,192.7576,187.3315,187.5628,4483823.0
2021-02-01,187.5628,188.7001,185.375,185.7701,3087300.0
2021-02-02,186.5797,190.83,186.3099,188.276,3729453.0
2021-02-03,188.5459,189.7699,187.9483,188.6904,3184616.0
2021-02-04,188.9699,189.7891,186.9074,188.6326,2842799.0
2021-02-05,189.1434,191.9432,186.0304,186.8014,3784643.0
2021-02-06,189.1434,191.9432,186.0304,186.8014,3784643.0
2021-02-07,189.1434,191.9432,186.0304,186.8014,3784643.0
2021-02-08,188.2471,191.5721,187.8616,191.1963,3475832.0
2021-02-09,193.4323,196.5067,191.4372,196.1212,3080878.0
2021-02-10,198.0584,198.309,193.6828,194.0298,2169235.0
2021-02-11,193.6443,195.3984,192.6612,192.7962,1495870.0
2021-02-12,192.7576,193.6154,190.7963,191.4083,1561084.0
2021-02-13,192.7576,193.6154,190.7963,191.4083,1561084.0
2021-02-14,192.7576,193.6154,190.7963,191.4083,1561084.0
2021-02-15,192.7576,193.6154,190.7963,191.4083,1561084.0
2021-02-16,191.3312,194.1165,190.5987,192.9793,1681268.0
2021-02-17,192.4299,194.6177,191.6203,194.2033,1454166.0
2021-02-18,191.8227,195.6972,191.3119,195.4851,1563312.0
2021-02-19,196.4393,196.4393,193.3455,193.8756,1826641.0
2021-02-20,196.4393,196.4393,193.3455,193.8756,1826641.0
2021-02-21,196.4393,196.4393,193.3455,193.8756,1826641.0
2021-02-22,193.7696,194.0202,191.389,191.5721,1852726.0
2021-02-23,192.1119,192.1119,188.0929,188.1121,1930590.0
2021-02-24,187.7652,187.7652,183.5278,185.6352,2484365.0
2021-02-25,183.1197,184.4666,180.1416,181.8475,3061871.0
2021-02-26,182.7342,182.9559,180.4789,182.1463,3138891.0
2021-02-27,182.7342,182.9559,180.4789,182.1463,3138891.0
2021-02-28,182.7342,182.9559,180.4789,182.1463,3138891.0
2021-03-01,182.4065,186.1846,182.127,185.9147,3630551.0
2021-03-02,186.2713,186.5412,179.573,179.7465,4136545.0
2021-03-03,178.7634,180.2284,176.2383,176.2672,3208060.0
2021-03-04,175.7082,176.0841,170.2435,171.6892,3199518.0
2021-03-05,172.3735,172.865,168.0364,172.2386,2522349.0
2021-03-06,172.3735,172.865,168.0364,172.2386,2522349.0
2021-03-07,172.3735,172.865,168.0364,172.2386,2522349.0
2021-03-08,173.4674,178.0406,172.1711,175.3901,2294692.0
2021-03-09,177.1057,180.5175,176.0455,179.9392,2761906.0
2021-03-10,180.6332,182.3391,179.173,180.7584,1832433.0
2021-03-11,181.568,183.6209,180.6139,182.8017,2281616.0
2021-03-12,182.4933,185.4328,181.0861,185.0087,1885932.0
2021-03-13,182.4933,185.4328,181.0861,185.0087,1885932.0
2021-03-14,182.4933,185.4328,181.0861,185.0087,1885932.0
2021-03-15,187.4375,188.0061,185.4955,187.0713,2548877.0
2021-03-16,186.2135,188.1989,185.8569,186.5412,2219340.0
2021-03-17,186.0207,186.2231,180.4308,180.7199,2964526.0
2021-03-18,169.9544,174.9757,167.2172,172.3253,12326524.0
2021-03-19,172.9036,183.1101,172.1904,180.9801,6939643.0
2021-03-20,172.9036,183.1101,172.1904,180.9801,6939643.0
2021-03-21,172.9036,183.1101,172.1904,180.9801,6939643.0
2021-03-22,181.4813,189.4229,181.3174,186.9363,5347108.0
2021-03-23,186.7243,193.0853,186.554,189.953,3869707.0
2021-03-24,189.9626,192.7672,189.0229,189.9433,2561855.0
2021-03-25,189.8662,192.1601,188.3145,190.618,2795571.0
2021-03-26,191.0035,195.7453,190.6758,195.7261,2787799.0
2021-03-27,191.0035,195.7453,190.6758,195.7261,2787799.0
2021-03-28,191.0035,195.7453,190.6758,195.7261,2787799.0
2021-03-29,195.5526,197.1428,191.8998,196.0248,2453965.0
2021-03-30,196.6128,197.9717,194.1165,194.4442,1966702.0
2021-03-31,194.4442,197.5091,193.4226,195.2827,2195610.0
2021-04-01,194.6755,197.0175,193.6347,195.0707,2105195.0
2021-04-02,194.6755,197.0175,193.6347,195.0707,2105195.0
2021-04-03,194.6755,197.0175,193.6347,195.0707,2105195.0
2021-04-04,194.6755,197.0175,193.6347,195.0707,2105195.0
2021-04-05,195.428,200.9524,195.1383,200.6723,1979346.0
2021-04-06,198.5668,200.8365,197.9584,198.5958,1823928.0
2021-04-07,199.0304,200.2522,198.2095,198.6924,1714146.0
2021-04-08,198.9725,201.7057,198.789,200.1025,2023467.0
2021-04-09,200.4212,201.2904,199.5326,199.5906,1949106.0
2021-04-10,200.4212,201.2904,199.5326,199.5906,1949106.0
2021-04-11,200.4212,201.2904,199.5326,199.5906,1949106.0
2021-04-12,200.1604,202.8453,199.7934,201.8892,2192238.0
2021-04-13,202.6811,205.3177,201.9278,204.7865,2277624.0
2021-04-14,204.632,207.3362,204.3809,206.2449,2397087.0
2021-04-15,206.6505,209.4513,205.9745,208.3696,2010263.0
2021-04-16,208.9491,211.2863,207.4038,209.3258,2301209.0
2021-04-17,208.9491,211.2863,207.4038,209.3258,2301209.0
2021-04-18,208.9491,211.2863,207.4038,209.3258,2301209.0
2021-04-19,209.6638,210.0405,208.1282,209.3161,1432770.0
2021-04-20,210.1274,211.4698,209.5161,210.8227,1463581.0
2021-04-21,211.1028,212.3246,209.2775,209.4223,1672803.0
2021-04-22,209.4996,209.8473,206.1193,207.7998,1570720.0
2021-04-23,207.9254,207.9254,204.0257,206.0131,1585063.0
2021-04-24,207.9254,207.9254,204.0257,206.0131,1585063.0
2021-04-25,207.9254,207.9254,204.0257,206.0131,1585063.0
2021-04-26,205.4529,205.4723,202.6521,204.4871,1616373.0
2021-04-27,204.4195,206.4563,203.0723,205.1342,1435350.0
2021-04-28,204.8252,206.1628,203.9463,204.8252,1002087.0
2021-04-29,205.7523,208.0992,205.1922,207.5197,1424205.0
2021-04-30,206.7374,208.0799,206.2304,207.4038,1398819.0
2021-05-01,206.7374,208.0799,206.2304,207.4038,1398819.0
2021-05-02,206.7374,208.0799,206.2304,207.4038,1398819.0
2021-05-03,208.6304,210.3881,208.3986,209.1616,1503598.0
2021-05-04,207.2107,208.9491,206.2932,208.8429,1916710.0
