,CODI US Equity,CODI US Equity,CODI US Equity,CODI US Equity,CODI US Equity
2020-03-15,12.4411,12.8092,12.0883,12.7172,594709.0
2020-03-16,11.5053,12.3644,11.2752,11.2752,569376.0
2020-03-17,11.3519,11.5743,10.7766,10.8763,530308.0
2020-03-18,10.6539,10.7072,8.326,8.5523,998256.0
2020-03-19,8.5523,10.4775,8.2685,9.6644,616809.0
2020-03-20,9.7872,10.5772,9.442,9.5954,564214.0
2020-03-21,9.7872,10.5772,9.442,9.5954,564214.0
2020-03-22,9.7872,10.5772,9.442,9.5954,564214.0
2020-03-23,9.2119,9.5341,8.6673,9.1659,558171.0
2020-03-24,9.4497,10.1093,9.4497,9.8485,344363.0
2020-03-25,9.8945,11.1601,9.7872,10.14,449815.0
2020-03-26,10.1247,10.9454,10.048,10.5849,346115.0
2020-03-27,10.5005,10.9147,10.3548,10.4698,256567.0
2020-03-28,10.5005,10.9147,10.3548,10.4698,256567.0
2020-03-29,10.5005,10.9147,10.3548,10.4698,256567.0
2020-03-30,10.4698,10.7306,9.9866,10.4008,219129.0
2020-03-31,10.2857,10.6999,9.9713,10.2781,395427.0
2020-04-01,10.1093,10.1247,9.6798,9.7642,378191.0
2020-04-02,9.7181,10.0786,9.7028,9.9789,177683.0
2020-04-03,9.9713,10.232,9.8409,9.9636,253332.0
2020-04-04,9.9713,10.232,9.8409,9.9636,253332.0
2020-04-05,9.9713,10.232,9.8409,9.9636,253332.0
2020-04-06,10.2627,11.0297,10.2627,10.6922,235048.0
2020-04-07,10.9607,11.5053,10.7766,11.0988,362024.0
2020-04-08,11.4593,12.0269,11.2202,11.559,292655.0
2020-04-09,11.7968,12.4564,11.6587,12.303,333066.0
2020-04-10,11.7968,12.4564,11.6587,12.303,333066.0
2020-04-11,11.7968,12.4564,11.6587,12.303,333066.0
2020-04-12,11.7968,12.4564,11.6587,12.303,333066.0
2020-04-13,12.3107,12.395,11.8198,12.2877,339449.0
2020-04-14,12.4947,12.6313,12.2723,12.4871,277158.0
2020-04-15,12.0478,12.4322,11.7655,12.2282,317519.0
2020-04-16,12.2204,12.4322,11.4988,12.1498,357712.0
2020-04-17,12.4165,12.8557,12.2187,12.4243,203464.0
2020-04-18,12.4165,12.8557,12.2187,12.4243,203464.0
2020-04-19,12.4165,12.8557,12.2187,12.4243,203464.0
2020-04-20,13.6636,14.6676,13.4911,14.0166,1438971.0
2020-04-21,13.7577,14.55,13.7577,14.2597,582317.0
2020-04-22,14.9029,14.9029,14.2284,14.2911,620881.0
2020-04-23,14.7853,14.8794,14.2911,14.5264,413791.0
2020-04-24,14.6911,15.3892,14.5578,15.3029,387018.0
2020-04-25,14.6911,15.3892,14.5578,15.3029,387018.0
2020-04-26,14.6911,15.3892,14.5578,15.3029,387018.0
2020-04-27,15.6873,15.9775,15.4912,15.6088,333033.0
2020-04-28,15.6167,16.3775,15.4684,15.6088,593062.0
2020-04-29,16.0795,16.6328,15.8065,16.3069,266802.0
2020-04-30,16.1657,16.1657,15.3735,15.7579,296144.0
2020-05-01,14.8637,14.8715,13.9146,14.2284,465623.0
2020-05-02,14.8637,14.8715,13.9146,14.2284,465623.0
2020-05-03,14.8637,14.8715,13.9146,14.2284,465623.0
2020-05-04,13.8205,14.9421,13.7342,14.848,265686.0
2020-05-05,12.9263,13.4675,12.7459,12.9577,3899649.0
2020-05-06,13.0753,13.193,12.6753,12.9185,858007.0
2020-05-07,13.1381,13.3263,12.9577,13.091,615708.0
2020-05-08,13.295,13.4126,13.193,13.3263,649314.0
2020-05-09,13.295,13.4126,13.193,13.3263,649314.0
2020-05-10,13.295,13.4126,13.193,13.3263,649314.0
2020-05-11,13.2558,13.3577,13.0597,13.0832,324128.0
2020-05-12,12.9891,13.0785,12.3773,12.3773,572417.0
2020-05-13,12.3537,12.44,11.4439,12.0478,930451.0
2020-05-14,11.789,12.1616,11.436,12.1263,492521.0
2020-05-15,12.0949,12.311,11.8047,12.0792,201694.0
2020-05-16,12.0949,12.311,11.8047,12.0792,201694.0
2020-05-17,12.0949,12.311,11.8047,12.0792,201694.0
2020-05-18,12.3537,12.9342,12.3537,12.8008,572437.0
2020-05-19,12.7302,13.3107,12.6675,13.1381,475943.0
2020-05-20,13.3342,13.4675,13.0832,13.1852,380326.0
2020-05-21,13.1852,13.3805,13.0283,13.193,174376.0
2020-05-22,13.0989,13.193,12.7616,13.0597,320514.0
2020-05-23,13.0989,13.193,12.7616,13.0597,320514.0
2020-05-24,13.0989,13.193,12.7616,13.0597,320514.0
2020-05-25,13.0989,13.193,12.7616,13.0597,320514.0
2020-05-26,13.3656,13.4911,13.099,13.3107,384447.0
2020-05-27,13.5067,13.5656,12.9734,13.4911,367265.0
2020-05-28,13.5695,13.5695,13.3107,13.3734,275006.0
2020-05-29,13.2558,13.3734,13.0989,13.3107,280844.0
2020-05-30,13.2558,13.3734,13.0989,13.3107,280844.0
2020-05-31,13.2558,13.3734,13.0989,13.3107,280844.0
2020-06-01,13.3342,13.5224,13.1303,13.342,308065.0
2020-06-02,13.444,13.5303,13.2401,13.4362,166661.0
2020-06-03,13.5067,13.7891,13.5067,13.7656,386396.0
2020-06-04,13.6479,13.8048,13.3711,13.5617,216763.0
2020-06-05,13.8048,14.3146,13.7028,14.2362,879670.0
2020-06-06,13.8048,14.3146,13.7028,14.2362,879670.0
2020-06-07,13.8048,14.3146,13.7028,14.2362,879670.0
2020-06-08,14.6205,14.8951,14.3539,14.6519,663819.0
2020-06-09,14.5343,14.848,14.3499,14.6519,329000.0
2020-06-10,14.5107,14.5891,13.9852,14.1891,251287.0
2020-06-11,13.3734,14.1186,13.3107,14.0087,769500.0
2020-06-12,14.5892,14.5892,13.695,14.4401,369468.0
2020-06-13,14.5892,14.5892,13.695,14.4401,369468.0
2020-06-14,14.5892,14.5892,13.695,14.4401,369468.0
2020-06-15,14.0244,14.4558,13.9774,14.2519,239881.0
2020-06-16,14.6755,14.6755,14.0636,14.1029,468262.0
2020-06-17,14.0401,14.2205,13.797,14.0323,279165.0
2020-06-18,13.9225,14.448,13.9225,14.2597,324461.0
2020-06-19,14.3539,14.4323,14.0243,14.197,245917.0
2020-06-20,14.3539,14.4323,14.0243,14.197,245917.0
2020-06-21,14.3539,14.4323,14.0243,14.197,245917.0
2020-06-22,14.1186,14.1523,13.9695,14.0793,174071.0
2020-06-23,14.0793,14.1891,13.7577,13.8832,253688.0
2020-06-24,13.7264,13.8676,13.2801,13.3891,378736.0
2020-06-25,13.3342,13.5773,13.295,13.3656,164629.0
2020-06-26,13.4126,13.4754,12.9577,12.9577,286884.0
2020-06-27,13.4126,13.4754,12.9577,12.9577,286884.0
2020-06-28,13.4126,13.4754,12.9577,12.9577,286884.0
2020-06-29,12.942,13.0283,12.7694,12.9655,369426.0
2020-06-30,13.1146,13.5538,13.0518,13.5224,455106.0
2020-07-01,13.4832,13.5617,13.0479,13.0753,187083.0
2020-07-02,13.2087,13.4362,13.0283,13.3969,266227.0
2020-07-03,13.2087,13.4362,13.0283,13.3969,266227.0
2020-07-04,13.2087,13.4362,13.0283,13.3969,266227.0
2020-07-05,13.2087,13.4362,13.0283,13.3969,266227.0
2020-07-06,13.4518,13.5695,13.2205,13.3028,201045.0
2020-07-07,13.2087,13.2165,13.0597,13.1224,223409.0
2020-07-08,13.0597,13.193,12.9849,13.0361,216706.0
2020-07-09,12.9655,13.0632,12.6283,12.6283,274620.0
2020-07-10,12.7302,12.9498,12.7067,12.9498,151951.0
2020-07-11,12.7302,12.9498,12.7067,12.9498,151951.0
2020-07-12,12.7302,12.9498,12.7067,12.9498,151951.0
2020-07-13,13.091,13.4126,12.9106,13.0675,286052.0
2020-07-14,13.3107,13.3734,13.0127,13.3734,263365.0
2020-07-15,13.5016,13.6458,13.4415,13.5978,200195.0
2020-07-16,13.5978,13.5978,13.2772,13.4295,159849.0
2020-07-17,13.2692,13.5167,13.2212,13.4055,147928.0
2020-07-18,13.2692,13.5167,13.2212,13.4055,147928.0
2020-07-19,13.2692,13.5167,13.2212,13.4055,147928.0
2020-07-20,13.2772,13.3574,12.9808,13.0048,234795.0
2020-07-21,12.9407,13.4055,12.9407,13.2212,218257.0
2020-07-22,13.133,13.2131,12.9968,13.1811,179011.0
2020-07-23,13.3494,13.4375,13.153,13.2212,193132.0
2020-07-24,13.2212,13.3253,12.9487,12.9968,200736.0
2020-07-25,13.2212,13.3253,12.9487,12.9968,200736.0
2020-07-26,13.2212,13.3253,12.9487,12.9968,200736.0
2020-07-27,13.101,13.101,12.7404,12.7724,301964.0
2020-07-28,12.8205,13.0449,12.8125,12.9407,195153.0
2020-07-29,12.8846,13.0369,12.8365,12.9487,136549.0
2020-07-30,12.8205,13.0128,12.7003,12.8205,334463.0
2020-07-31,12.8606,12.8766,12.5881,12.7805,142984.0
2020-08-01,12.8606,12.8766,12.5881,12.7805,142984.0
2020-08-02,12.8606,12.8766,12.5881,12.7805,142984.0
2020-08-03,12.7805,13.2212,12.7244,13.125,228077.0
2020-08-04,13.141,13.1571,12.9567,13.125,181980.0
2020-08-05,13.141,13.3654,13.141,13.3253,180056.0
2020-08-06,13.4776,13.774,13.4455,13.6378,197373.0
2020-08-07,13.742,13.8622,13.5737,13.8542,170799.0
2020-08-08,13.742,13.8622,13.5737,13.8542,170799.0
2020-08-09,13.742,13.8622,13.5737,13.8542,170799.0
2020-08-10,14.0224,14.2147,14.0144,14.1266,171395.0
2020-08-11,14.1827,14.2949,13.9423,14.0144,185281.0
2020-08-12,14.0305,14.2233,13.9343,14.0064,146943.0
2020-08-13,13.8702,14.1186,13.8381,13.8782,114896.0
2020-08-14,13.8942,14.0544,13.8084,13.9583,128353.0
2020-08-15,13.8942,14.0544,13.8084,13.9583,128353.0
2020-08-16,13.8942,14.0544,13.8084,13.9583,128353.0
2020-08-17,13.9904,14.0705,13.8862,14.0305,166302.0
2020-08-18,13.9423,14.0385,13.758,13.8221,144711.0
2020-08-19,13.8862,13.9343,13.726,13.9343,91710.0
2020-08-20,13.734,13.9215,13.4458,13.5657,214983.0
2020-08-21,13.5577,13.6218,13.4856,13.5978,107517.0
2020-08-22,13.5577,13.6218,13.4856,13.5978,107517.0
2020-08-23,13.5577,13.6218,13.4856,13.5978,107517.0
2020-08-24,13.6218,13.774,13.5657,13.742,107268.0
2020-08-25,13.6939,14.0305,13.6939,14.0305,153517.0
2020-08-26,14.2067,14.2067,13.75,13.8462,103262.0
2020-08-27,13.9664,14.0599,13.8381,13.8862,98649.0
2020-08-28,13.9423,14.0224,13.8301,14.0144,122954.0
2020-08-29,13.9423,14.0224,13.8301,14.0144,122954.0
2020-08-30,13.9423,14.0224,13.8301,14.0144,122954.0
2020-08-31,14.1186,14.2708,13.8782,14.0224,218186.0
2020-09-01,13.9022,14.0144,13.766,14.0144,170548.0
2020-09-02,14.0144,14.2869,13.892,14.2228,227485.0
2020-09-03,14.2228,14.2949,13.8221,13.8221,226276.0
2020-09-04,13.9984,13.9984,13.4856,13.5096,227312.0
2020-09-05,13.9984,13.9984,13.4856,13.5096,227312.0
2020-09-06,13.9984,13.9984,13.4856,13.5096,227312.0
2020-09-07,13.9984,13.9984,13.4856,13.5096,227312.0
2020-09-08,13.5497,13.5737,13.3093,13.3253,234205.0
2020-09-09,13.3413,13.4936,13.2372,13.2452,165747.0
2020-09-10,13.2212,13.4535,13.2212,13.2452,164607.0
2020-09-11,13.2532,13.2933,13.101,13.125,204543.0
2020-09-12,13.2532,13.2933,13.101,13.125,204543.0
2020-09-13,13.2532,13.2933,13.101,13.125,204543.0
2020-09-14,13.2212,13.6757,13.2212,13.5577,100157.0
2020-09-15,13.5817,13.742,13.4776,13.6378,141338.0
2020-09-16,13.6298,14.1106,13.6298,13.9664,140713.0
2020-09-17,13.9664,14.1667,13.8301,14.1186,136072.0
2020-09-18,14.2228,14.2228,13.8942,14.1827,309972.0
2020-09-19,14.2228,14.2228,13.8942,14.1827,309972.0
2020-09-20,14.2228,14.2228,13.8942,14.1827,309972.0
2020-09-21,14.0064,14.0064,13.3173,13.5817,283772.0
2020-09-22,14.0785,14.5032,13.8462,14.1026,333842.0
2020-09-23,14.3029,14.4872,13.7462,13.8221,298959.0
2020-09-24,13.9664,13.9904,13.6699,13.8462,136274.0
2020-09-25,13.8862,14.359,13.8221,14.1747,189886.0
2020-09-26,13.8862,14.359,13.8221,14.1747,189886.0
2020-09-27,13.8862,14.359,13.8221,14.1747,189886.0
2020-09-28,14.343,14.4311,14.2388,14.4231,209148.0
2020-09-29,14.3109,14.7035,14.2305,14.6715,298360.0
2020-09-30,14.8237,15.5489,14.7676,15.2724,895915.0
2020-10-01,15.2324,15.7292,15.2324,15.5769,349206.0
2020-10-02,15.4327,15.641,15.2484,15.3446,219152.0
2020-10-03,15.4327,15.641,15.2484,15.3446,219152.0
2020-10-04,15.4327,15.641,15.2484,15.3446,219152.0
2020-10-05,15.4247,15.6169,15.2324,15.2805,169666.0
2020-10-06,15.3686,15.4807,15.1843,15.2965,178702.0
2020-10-07,15.3285,15.4419,15.3205,15.3926,121040.0
2020-10-08,15.4808,15.8654,15.3846,15.8414,267127.0
2020-10-09,15.8654,15.9135,15.4808,15.6731,181275.0
2020-10-10,15.8654,15.9135,15.4808,15.6731,181275.0
2020-10-11,15.8654,15.9135,15.4808,15.6731,181275.0
2020-10-12,15.649,15.6891,15.2724,15.5208,233941.0
2020-10-13,15.4487,15.7532,15.4247,15.7131,215234.0
2020-10-14,15.5091,15.6723,15.3213,15.4519,170330.0
2020-10-15,15.3458,15.4928,15.1662,15.2724,142249.0
2020-10-16,15.2724,15.2724,14.8153,14.9867,157504.0
2020-10-17,15.2724,15.2724,14.8153,14.9867,157504.0
2020-10-18,15.2724,15.2724,14.8153,14.9867,157504.0
2020-10-19,14.8806,14.9224,14.4806,14.5704,335315.0
2020-10-20,14.4561,14.9867,14.4561,14.6275,196764.0
2020-10-21,14.7091,14.7336,14.4398,14.4887,140910.0
2020-10-22,14.6602,15.0112,14.6031,14.6846,174529.0
2020-10-23,14.7336,15.052,14.7135,14.8724,151599.0
2020-10-24,14.7336,15.052,14.7135,14.8724,151599.0
2020-10-25,14.7336,15.052,14.7135,14.8724,151599.0
2020-10-26,14.6928,14.7581,14.399,14.5867,143636.0
2020-10-27,14.4969,14.6438,14.2928,14.4398,142877.0
2020-10-28,14.2847,14.2966,13.8031,14.0153,222209.0
2020-10-29,14.0806,14.5622,14.0235,14.4643,159815.0
2020-10-30,14.1133,14.252,13.8847,14.1133,211256.0
2020-10-31,14.1133,14.252,13.8847,14.1133,211256.0
2020-11-01,14.1133,14.252,13.8847,14.1133,211256.0
2020-11-02,14.2602,14.4725,14.1214,14.3908,146903.0
2020-11-03,14.5622,14.8071,14.4724,14.7255,112845.0
2020-11-04,14.5377,14.8071,14.4643,14.4643,138561.0
2020-11-05,14.4806,14.7908,14.35,14.5622,137889.0
2020-11-06,14.5296,14.6683,14.2847,14.3337,117247.0
2020-11-07,14.5296,14.6683,14.2847,14.3337,117247.0
2020-11-08,14.5296,14.6683,14.2847,14.3337,117247.0
2020-11-09,14.8561,15.0683,14.7581,14.8153,246743.0
2020-11-10,14.954,15.4683,14.7908,15.4519,204811.0
2020-11-11,15.3785,15.5091,15.2119,15.4601,149918.0
2020-11-12,15.4438,15.4519,14.9867,15.1091,176810.0
2020-11-13,15.1173,15.4519,15.1173,15.4111,188959.0
2020-11-14,15.1173,15.4519,15.1173,15.4111,188959.0
2020-11-15,15.1173,15.4519,15.1173,15.4111,188959.0
2020-11-16,15.5091,15.8302,15.4601,15.7376,184894.0
2020-11-17,15.6723,15.7716,15.5254,15.6805,77334.0
2020-11-18,15.6152,15.8437,15.6152,15.7784,107044.0
2020-11-19,15.6315,15.705,15.5336,15.5744,159552.0
2020-11-20,15.5254,15.6315,15.4683,15.607,87964.0
2020-11-21,15.5254,15.6315,15.4683,15.607,87964.0
2020-11-22,15.5254,15.6315,15.4683,15.607,87964.0
2020-11-23,15.8193,15.9907,15.6397,15.8274,213563.0
2020-11-24,15.8927,16.0805,15.8356,16.056,195277.0
2020-11-25,15.958,16.0723,15.7286,16.0723,123181.0
2020-11-26,15.958,16.0723,15.7286,16.0723,123181.0
2020-11-27,16.1213,16.1213,15.7305,16.0233,114786.0
2020-11-28,16.1213,16.1213,15.7305,16.0233,114786.0
2020-11-29,16.1213,16.1213,15.7305,16.0233,114786.0
2020-11-30,16.0397,16.0641,15.8356,15.9744,177600.0
2020-12-01,15.9744,16.031,15.8601,15.958,188097.0
2020-12-02,15.958,16.2029,15.8519,15.8519,175423.0
2020-12-03,15.9825,16.2454,15.8548,16.2029,135531.0
2020-12-04,16.1621,16.6519,16.0805,16.5049,237068.0
2020-12-05,16.1621,16.6519,16.0805,16.5049,237068.0
2020-12-06,16.1621,16.6519,16.0805,16.5049,237068.0
2020-12-07,16.6519,16.709,16.26,16.358,168154.0
2020-12-08,16.3253,16.4478,16.0478,16.1703,165054.0
2020-12-09,16.3253,16.5866,16.2437,16.4478,165708.0
2020-12-10,16.3009,17.6069,16.2845,17.4355,744791.0
2020-12-11,17.46,17.6314,16.6274,17.0681,221262.0
2020-12-12,17.46,17.6314,16.6274,17.0681,221262.0
2020-12-13,17.46,17.6314,16.6274,17.0681,221262.0
2020-12-14,16.8314,17.1253,16.7416,16.7743,246150.0
2020-12-15,16.6927,16.9375,16.4641,16.5457,188018.0
2020-12-16,16.2764,16.4478,16.1131,16.1131,263715.0
2020-12-17,15.8437,16.4315,15.354,16.3009,476968.0
2020-12-18,16.358,16.4886,16.1621,16.4396,206745.0
2020-12-19,16.358,16.4886,16.1621,16.4396,206745.0
2020-12-20,16.358,16.4886,16.1621,16.4396,206745.0
2020-12-21,16.2437,16.3049,15.7131,15.7948,301810.0
2020-12-22,15.7131,15.9988,15.607,15.8274,115457.0
2020-12-23,15.8846,16.0722,15.8397,15.9335,118167.0
2020-12-24,16.0478,16.0478,15.8682,16.0152,60586.0
2020-12-25,16.0478,16.0478,15.8682,16.0152,60586.0
2020-12-26,16.0478,16.0478,15.8682,16.0152,60586.0
2020-12-27,16.0478,16.0478,15.8682,16.0152,60586.0
2020-12-28,16.0397,16.1947,15.7295,15.7866,157441.0
2020-12-29,15.8519,15.8519,15.5336,15.5825,128288.0
2020-12-30,15.5662,15.8601,15.5662,15.705,130129.0
2020-12-31,15.7458,15.9454,15.5662,15.8764,176324.0
2021-01-01,15.7458,15.9454,15.5662,15.8764,176324.0
2021-01-02,15.7458,15.9454,15.5662,15.8764,176324.0
2021-01-03,15.7458,15.9454,15.5662,15.8764,176324.0
2021-01-04,15.958,16.3009,15.8029,15.8682,269201.0
2021-01-05,15.8356,16.3498,15.8356,16.1213,154875.0
2021-01-06,16.8804,17.2487,16.7335,16.8314,298820.0
2021-01-07,16.9539,17.1988,16.7825,16.9865,140857.0
2021-01-08,17.1498,17.1498,16.6682,16.9375,182222.0
2021-01-09,17.1498,17.1498,16.6682,16.9375,182222.0
2021-01-10,17.1498,17.1498,16.6682,16.9375,182222.0
2021-01-11,16.9375,17.2069,16.8967,17.1743,211568.0
2021-01-12,17.313,17.6314,17.1824,17.615,311479.0
2021-01-13,17.5579,17.6314,17.2151,17.5579,322182.0
2021-01-14,17.4334,17.7156,17.2521,17.6409,269850.0
2021-01-15,17.4583,17.8319,17.3504,17.807,178169.0
2021-01-16,17.4583,17.8319,17.3504,17.807,178169.0
2021-01-17,17.4583,17.8319,17.3504,17.807,178169.0
2021-01-18,17.4583,17.8319,17.3504,17.807,178169.0
2021-01-19,17.7654,18.222,17.7413,17.9813,230734.0
2021-01-20,18.056,18.056,17.563,17.7322,178000.0
2021-01-21,17.6243,17.9232,17.5994,17.7737,263669.0
2021-01-22,17.807,17.9979,17.5413,17.7405,257365.0
2021-01-23,17.807,17.9979,17.5413,17.7405,257365.0
2021-01-24,17.807,17.9979,17.5413,17.7405,257365.0
2021-01-25,17.7322,17.7322,17.0288,17.3836,316900.0
2021-01-26,17.3836,17.5662,17.1016,17.3089,158125.0
2021-01-27,17.0183,17.3836,17.0017,17.2507,227170.0
2021-01-28,17.3836,17.3918,17.0764,17.2341,207046.0
2021-01-29,17.3421,17.4085,16.8938,17.1013,233215.0
2021-01-30,17.3421,17.4085,16.8938,17.1013,233215.0
2021-01-31,17.3421,17.4085,16.8938,17.1013,233215.0
2021-02-01,17.2673,17.2839,16.9353,17.0266,248427.0
2021-02-02,17.1013,17.4068,17.1013,17.3587,77501.0
2021-02-03,17.1677,17.6326,17.1677,17.5828,123366.0
2021-02-04,17.6326,17.8484,17.6326,17.7903,64853.0
2021-02-05,17.45,17.8236,17.45,17.7986,98593.0
2021-02-06,17.45,17.8236,17.45,17.7986,98593.0
2021-02-07,17.45,17.8236,17.45,17.7986,98593.0
2021-02-08,17.7405,18.3064,17.7405,18.1805,175296.0
2021-02-09,18.1307,18.8862,18.0975,18.828,205475.0
2021-02-10,18.828,18.9185,18.5873,18.745,137850.0
2021-02-11,18.828,18.9775,18.6454,18.9692,100296.0
2021-02-12,19.0273,19.4341,18.7782,19.3095,224407.0
2021-02-13,19.0273,19.4341,18.7782,19.3095,224407.0
2021-02-14,19.0273,19.4341,18.7782,19.3095,224407.0
2021-02-15,19.0273,19.4341,18.7782,19.3095,224407.0
2021-02-16,19.5088,19.7495,19.3194,19.7495,166610.0
2021-02-17,19.4341,19.5171,19.0107,19.2265,126844.0
2021-02-18,19.0605,19.4341,18.7035,19.3178,149126.0
2021-02-19,19.3178,19.6343,19.0895,19.5835,97880.0
2021-02-20,19.3178,19.6343,19.0895,19.5835,97880.0
2021-02-21,19.3178,19.6343,19.0895,19.5835,97880.0
2021-02-22,19.5088,19.6028,18.9775,19.0771,108515.0
2021-02-23,19.1103,19.1976,18.6786,19.019,134427.0
2021-02-24,19.0107,19.5503,18.9941,19.3677,221317.0
2021-02-25,19.3677,20.1563,19.3677,19.7827,338779.0
2021-02-26,19.8159,20.0733,19.5088,19.6333,287002.0
2021-02-27,19.8159,20.0733,19.5088,19.6333,287002.0
2021-02-28,19.8159,20.0733,19.5088,19.6333,287002.0
2021-03-01,19.9488,20.422,18.7699,18.8613,393079.0
2021-03-02,19.0605,20.2476,19.0523,19.9322,250796.0
2021-03-03,19.8408,20.4718,19.6932,20.2808,206602.0
2021-03-04,20.3306,20.4219,19.5088,19.9156,178376.0
2021-03-05,20.0235,20.0276,19.1269,19.7744,219036.0
2021-03-06,20.0235,20.0276,19.1269,19.7744,219036.0
2021-03-07,20.0235,20.0276,19.1269,19.7744,219036.0
2021-03-08,19.6997,20.3306,19.6499,20.1397,215817.0
2021-03-09,20.2891,20.2891,19.8087,19.8159,229012.0
2021-03-10,19.8159,19.9967,19.7495,19.7661,133236.0
2021-03-11,19.708,19.982,19.5669,19.7827,114310.0
2021-03-12,19.7329,19.9986,19.7329,19.9239,118642.0
2021-03-13,19.7329,19.9986,19.7329,19.9239,118642.0
2021-03-14,19.7329,19.9986,19.7329,19.9239,118642.0
2021-03-15,19.7993,20.0899,19.7749,19.9903,161970.0
2021-03-16,19.8491,20.0152,19.5005,19.6582,229052.0
2021-03-17,19.5752,19.7797,19.4839,19.7329,149838.0
2021-03-18,19.8159,20.1065,19.7662,19.8907,181072.0
2021-03-19,19.6582,20.5382,19.6416,20.3888,601678.0
2021-03-20,19.6582,20.5382,19.6416,20.3888,601678.0
2021-03-21,19.6582,20.5382,19.6416,20.3888,601678.0
2021-03-22,20.1729,20.2559,19.7744,20.0816,228877.0
2021-03-23,19.9239,20.0069,19.3256,19.4258,102729.0
2021-03-24,19.6084,20.0318,19.1186,19.1767,87348.0
2021-03-25,19.0107,19.5918,18.7035,19.4341,213069.0
2021-03-26,19.542,19.6914,19.185,19.4839,89286.0
2021-03-27,19.542,19.6914,19.185,19.4839,89286.0
2021-03-28,19.542,19.6914,19.185,19.4839,89286.0
2021-03-29,19.2016,19.4714,19.0605,19.1352,128369.0
2021-03-30,19.2597,19.483,19.0949,19.3594,83525.0
2021-03-31,19.376,19.5005,19.0771,19.2182,143617.0
2021-04-01,19.0854,19.5088,19.0854,19.4424,119560.0
2021-04-02,19.0854,19.5088,19.0854,19.4424,119560.0
2021-04-03,19.0854,19.5088,19.0854,19.4424,119560.0
2021-04-04,19.0854,19.5088,19.0854,19.4424,119560.0
2021-04-05,19.4341,19.5586,19.1352,19.4424,188172.0
2021-04-06,19.5005,20.065,19.4756,20.0567,137705.0
2021-04-07,20.0567,20.4884,19.9737,20.4635,140103.0
2021-04-08,20.4967,20.754,20.2227,20.754,151855.0
2021-04-09,20.7125,20.7748,20.588,20.7125,115303.0
2021-04-10,20.7125,20.7748,20.588,20.7125,115303.0
2021-04-11,20.7125,20.7748,20.588,20.7125,115303.0
2021-04-12,20.7374,21.111,20.5881,21.0529,149983.0
2021-04-13,20.9118,21.0446,20.754,21.0114,134415.0
2021-04-14,20.8514,20.8514,20.4951,20.6577,172292.0
2021-04-15,20.6745,20.7763,20.5145,20.6072,83342.0
2021-04-16,20.5566,20.7672,20.4724,20.4808,95881.0
2021-04-17,20.5566,20.7672,20.4724,20.4808,95881.0
2021-04-18,20.5566,20.7672,20.4724,20.4808,95881.0
2021-04-19,20.4471,20.5145,20.2535,20.4471,106841.0
2021-04-20,20.5314,20.6914,20.2071,20.2198,125919.0
2021-04-21,20.1019,20.5735,19.9573,20.3714,145354.0
2021-04-22,20.5398,20.5566,20.2619,20.3882,147394.0
2021-04-23,20.085,20.7908,20.085,20.5987,142026.0
2021-04-24,20.085,20.7908,20.085,20.5987,142026.0
2021-04-25,20.085,20.7908,20.085,20.5987,142026.0
2021-04-26,20.5903,20.9945,20.565,20.8177,79956.0
2021-04-27,20.8093,21.2135,20.8093,21.1798,83392.0
2021-04-28,21.0619,21.3735,21.0619,21.2388,66500.0
2021-04-29,21.1377,21.3734,20.7166,20.8008,110078.0
2021-04-30,21.2219,21.9057,20.6324,21.424,310183.0
2021-05-01,21.2219,21.9057,20.6324,21.424,310183.0
2021-05-02,21.2219,21.9057,20.6324,21.424,310183.0
2021-05-03,21.4324,22.1062,21.344,21.643,162208.0
2021-05-04,21.5167,22.0219,21.4759,22.0051,137832.0
2021-05-05,22.1398,22.5272,22.1062,22.4009,193631.0
2021-05-06,22.5862,22.603,21.9798,22.3588,167772.0
2021-05-07,22.1904,22.5104,22.1062,22.3756,137935.0
2021-05-08,22.1904,22.5104,22.1062,22.3756,137935.0
2021-05-09,22.1904,22.5104,22.1062,22.3756,137935.0
2021-05-10,22.5525,22.8978,22.2914,22.3167,184311.0
2021-05-11,22.0641,22.1062,21.483,21.5251,128054.0
2021-05-12,21.163,21.4577,20.2703,20.3377,387778.0
2021-05-13,20.2113,20.8008,20.1103,20.6998,245271.0
2021-05-14,20.5482,20.8261,20.5019,20.5903,188298.0
2021-05-15,20.5482,20.8261,20.5019,20.5903,188298.0
2021-05-16,20.5482,20.8261,20.5019,20.5903,188298.0
2021-05-17,20.4219,20.9609,20.4219,20.9019,164597.0
2021-05-18,20.8093,21.3735,20.8093,21.1293,123589.0
2021-05-19,20.8177,21.2472,20.6324,20.9019,141275.0
2021-05-20,20.7587,21.1426,20.7587,21.0451,73373.0
2021-05-21,21.0114,21.3146,20.9777,21.1293,58938.0
2021-05-22,21.0114,21.3146,20.9777,21.1293,58938.0
2021-05-23,21.0114,21.3146,20.9777,21.1293,58938.0
2021-05-24,21.104,21.4661,20.9103,21.3567,186593.0
2021-05-25,21.4577,21.7861,21.2388,21.2388,165398.0
2021-05-26,21.2724,21.5672,21.1714,21.3061,85989.0
2021-05-27,21.4914,21.6851,21.3655,21.5335,111493.0
2021-05-28,21.5251,21.8535,21.451,21.8535,76790.0
2021-05-29,21.5251,21.8535,21.451,21.8535,76790.0
