,BR US Equity,BR US Equity,BR US Equity,BR US Equity,BR US Equity
2020-03-11,90.0058,91.7799,88.5568,90.721,1616376.0
2020-03-12,84.9862,92.561,84.4911,89.3947,2707121.0
2020-03-13,93.0374,96.8949,88.8436,96.8388,1887901.0
2020-03-14,93.0374,96.8949,88.8436,96.8388,1887901.0
2020-03-15,93.0374,96.8949,88.8436,96.8388,1887901.0
2020-03-16,86.2471,96.6011,85.3691,93.0561,1554615.0
2020-03-17,94.9054,100.0705,91.188,97.9036,2142595.0
2020-03-18,92.9533,97.8595,89.4694,94.2423,1522599.0
2020-03-19,93.4764,93.6585,86.4339,87.2745,1332841.0
2020-03-20,87.6481,91.2301,83.884,84.7807,1151552.0
2020-03-21,87.6481,91.2301,83.884,84.7807,1151552.0
2020-03-22,87.6481,91.2301,83.884,84.7807,1151552.0
2020-03-23,83.9307,83.9307,76.4959,78.7002,1246828.0
2020-03-24,82.044,88.6195,81.2594,88.5728,871068.0
2020-03-25,87.9563,89.9925,83.0247,87.7415,1898935.0
2020-03-26,88.6568,91.3468,87.3025,90.5342,1308641.0
2020-03-27,88.6382,88.7316,85.285,85.5279,947370.0
2020-03-28,88.6382,88.7316,85.285,85.5279,947370.0
2020-03-29,88.6382,88.7316,85.285,85.5279,947370.0
2020-03-30,86.2191,90.9545,84.6032,90.5436,1036023.0
2020-03-31,89.2453,90.8424,87.452,88.5728,1001345.0
2020-04-01,85.7147,86.8635,84.1362,85.2944,1122975.0
2020-04-02,84.4351,87.7415,84.4164,86.0229,784044.0
2020-04-03,85.3317,88.2272,85.1076,86.2938,561734.0
2020-04-04,85.3317,88.2272,85.1076,86.2938,561734.0
2020-04-05,85.3317,88.2272,85.1076,86.2938,561734.0
2020-04-06,90.254,92.7572,89.2406,92.1034,1126237.0
2020-04-07,94.3917,96.68,92.8693,94.1115,941832.0
2020-04-08,94.7186,96.5213,93.0047,95.3631,956957.0
2020-04-09,95.7647,99.3513,94.7093,98.9217,1271388.0
2020-04-10,95.7647,99.3513,94.7093,98.9217,1271388.0
2020-04-11,95.7647,99.3513,94.7093,98.9217,1271388.0
2020-04-12,95.7647,99.3513,94.7093,98.9217,1271388.0
2020-04-13,98.3239,98.9123,94.6345,95.8208,502348.0
2020-04-14,98.0717,100.1172,96.185,99.8931,952786.0
2020-04-15,98.5854,100.5842,98.0204,99.5381,1016913.0
2020-04-16,100.1639,101.565,98.3052,99.9865,953319.0
2020-04-17,101.8171,102.8726,101.3501,102.6858,707353.0
2020-04-18,101.8171,102.8726,101.3501,102.6858,707353.0
2020-04-19,101.8171,102.8726,101.3501,102.6858,707353.0
2020-04-20,101.5276,103.3209,100.8411,102.5457,618987.0
2020-04-21,101.2754,101.5183,98.4313,100.276,740528.0
2020-04-22,101.9012,103.2275,100.9018,102.1907,566658.0
2020-04-23,102.7418,103.8533,101.7237,102.9753,814387.0
2020-04-24,103.4703,104.2362,102.2608,104.0868,698151.0
2020-04-25,103.4703,104.2362,102.2608,104.0868,698151.0
2020-04-26,103.4703,104.2362,102.2608,104.0868,698151.0
2020-04-27,104.8994,107.057,104.8901,106.7954,535474.0
2020-04-28,107.9816,108.8923,104.8714,105.0488,863567.0
2020-04-29,106.3938,109.2706,106.2444,107.8976,614835.0
2020-04-30,107.2251,108.8783,106.7954,108.3459,481051.0
2020-05-01,106.6647,107.1519,104.4884,105.5999,503503.0
2020-05-02,106.6647,107.1519,104.4884,105.5999,503503.0
2020-05-03,106.6647,107.1519,104.4884,105.5999,503503.0
2020-05-04,104.9368,106.5339,104.3763,106.3378,544909.0
2020-05-05,107.4773,108.4393,107.0897,107.7388,598391.0
2020-05-06,107.8042,109.1398,107.0383,108.3459,573536.0
2020-05-07,109.7563,110.681,108.486,108.9904,797264.0
2020-05-08,111.148,111.3254,107.9863,109.1025,888168.0
2020-05-09,111.148,111.3254,107.9863,109.1025,888168.0
2020-05-10,111.148,111.3254,107.9863,109.1025,888168.0
2020-05-11,108.4954,111.8391,107.963,111.3908,710211.0
2020-05-12,111.3628,112.4929,110.0738,110.0738,885427.0
2020-05-13,110.1579,110.737,105.1889,106.5806,885965.0
2020-05-14,105.8427,107.3465,103.433,107.2905,801392.0
2020-05-15,105.5252,108.6168,105.5252,107.9256,1776617.0
2020-05-16,105.5252,108.6168,105.5252,107.9256,1776617.0
2020-05-17,105.5252,108.6168,105.5252,107.9256,1776617.0
2020-05-18,110.7557,112.4462,110.298,111.5589,602794.0
2020-05-19,111.1573,113.3616,111.1573,111.6803,564480.0
2020-05-20,112.7638,114.6412,112.549,112.9786,452326.0
2020-05-21,112.6517,112.6517,109.9151,110.0178,514632.0
2020-05-22,110.0365,110.1953,108.5514,109.1025,553913.0
2020-05-23,110.0365,110.1953,108.5514,109.1025,553913.0
2020-05-24,110.0365,110.1953,108.5514,109.1025,553913.0
2020-05-25,110.0365,110.1953,108.5514,109.1025,553913.0
2020-05-26,111.5216,111.9606,109.0558,109.392,680092.0
2020-05-27,110.2793,111.0032,108.3646,108.9997,1119363.0
2020-05-28,109.4574,112.5723,109.4013,111.3908,546222.0
2020-05-29,111.5589,113.511,110.2887,113.1094,773773.0
2020-05-30,111.5589,113.511,110.2887,113.1094,773773.0
2020-05-31,111.5589,113.511,110.2887,113.1094,773773.0
2020-06-01,113.1281,114.7066,112.1847,114.1648,428337.0
2020-06-02,115.1456,115.1736,113.7445,115.1456,594514.0
2020-06-03,115.4631,116.4812,115.2857,116.0982,361808.0
2020-06-04,115.4444,116.229,114.8373,115.818,515828.0
2020-06-05,116.8828,119.4233,116.612,118.3119,596012.0
2020-06-06,116.8828,119.4233,116.612,118.3119,596012.0
2020-06-07,116.8828,119.4233,116.612,118.3119,596012.0
2020-06-08,117.4713,119.1151,116.8455,119.0778,513953.0
2020-06-09,118.7322,119.0404,115.1456,115.3604,647937.0
2020-06-10,115.8274,115.8741,113.0253,113.7445,830597.0
2020-06-11,111.7743,112.159,109.9543,111.5773,1574070.0
2020-06-12,113.3598,114.814,111.0426,114.1104,1488558.0
2020-06-13,113.3598,114.814,111.0426,114.1104,1488558.0
2020-06-14,113.3598,114.814,111.0426,114.1104,1488558.0
2020-06-15,112.1777,114.9266,112.0183,114.8328,1163653.0
2020-06-16,117.272,118.675,116.5684,117.3752,938960.0
2020-06-17,117.3565,118.7864,117.319,118.3134,651480.0
2020-06-18,117.6755,118.745,117.3096,118.1539,463239.0
2020-06-19,119.9365,120.1147,115.649,115.7053,970140.0
2020-06-20,119.9365,120.1147,115.649,115.7053,970140.0
2020-06-21,119.9365,120.1147,115.649,115.7053,970140.0
2020-06-22,115.6584,118.2853,115.5646,117.0,500902.0
2020-06-23,117.9851,119.0921,116.756,116.9437,455372.0
2020-06-24,116.2963,116.5778,114.8703,115.1142,528170.0
2020-06-25,114.9172,117.2908,113.5662,117.075,635890.0
2020-06-26,116.9437,119.1015,116.6716,116.9343,1541962.0
2020-06-27,116.9437,119.1015,116.6716,116.9343,1541962.0
2020-06-28,116.9437,119.1015,116.6716,116.9343,1541962.0
2020-06-29,117.319,118.032,115.1799,117.9944,608635.0
2020-06-30,117.7599,118.82,116.9906,118.3885,769234.0
2020-07-01,118.5761,120.6682,117.7224,119.4017,539621.0
2020-07-02,119.9177,121.8222,119.7394,120.293,573778.0
2020-07-03,119.9177,121.8222,119.7394,120.293,573778.0
2020-07-04,119.9177,121.8222,119.7394,120.293,573778.0
2020-07-05,119.9177,121.8222,119.7394,120.293,573778.0
2020-07-06,121.9629,122.2631,120.096,120.7339,462815.0
2020-07-07,120.2742,121.6346,119.1296,119.2516,377420.0
2020-07-08,120.0303,121.0341,119.58,120.6401,393163.0
2020-07-09,119.5893,121.0749,118.3697,119.6832,694551.0
2020-07-10,119.8239,120.0303,117.1126,118.2665,655558.0
2020-07-11,119.8239,120.0303,117.1126,118.2665,655558.0
2020-07-12,119.8239,120.0303,117.1126,118.2665,655558.0
2020-07-13,119.0827,119.5893,116.9343,117.3846,480435.0
2020-07-14,117.0938,118.9701,116.2119,118.942,366953.0
2020-07-15,119.7019,121.4657,119.4392,120.7902,504305.0
2020-07-16,120.3305,120.4525,119.261,119.58,437960.0
2020-07-17,120.3493,121.4282,120.0866,121.1186,434475.0
2020-07-18,120.3493,121.4282,120.0866,121.1186,434475.0
2020-07-19,120.3493,121.4282,120.0866,121.1186,434475.0
2020-07-20,120.7621,121.8128,120.3962,121.325,443685.0
2020-07-21,121.9348,123.267,121.1561,121.916,484252.0
2020-07-22,121.7002,123.5578,121.5407,123.1732,446157.0
2020-07-23,123.7736,125.0964,121.3062,121.6909,382530.0
2020-07-24,122.5164,123.2013,120.6682,123.1638,449140.0
2020-07-25,122.5164,123.2013,120.6682,123.1638,449140.0
2020-07-26,122.5164,123.2013,120.6682,123.1638,449140.0
2020-07-27,123.4546,125.7532,122.5587,125.5374,429581.0
2020-07-28,125.1621,125.7813,123.6986,124.3553,409287.0
2020-07-29,124.7305,125.9783,123.9894,125.725,387280.0
2020-07-30,124.3553,125.8845,124.1301,125.6124,419873.0
2020-07-31,125.5374,126.1003,124.5054,126.0346,640788.0
2020-08-01,125.5374,126.1003,124.5054,126.0346,640788.0
2020-08-02,125.5374,126.1003,124.5054,126.0346,640788.0
2020-08-03,126.9165,128.9242,126.6632,128.5677,481946.0
2020-08-04,128.1361,128.8491,127.3668,128.7928,518123.0
2020-08-05,128.7366,129.3182,126.2176,126.6632,506976.0
2020-08-06,126.6069,127.6483,125.8845,126.9916,484036.0
2020-08-07,126.5037,127.7421,125.9971,126.8884,768242.0
2020-08-08,126.5037,127.7421,125.9971,126.8884,768242.0
2020-08-09,126.5037,127.7421,125.9971,126.8884,768242.0
2020-08-10,127.3481,128.5771,126.9353,128.1549,721412.0
2020-08-11,130.247,135.5665,130.1627,133.3242,1131440.0
2020-08-12,132.9396,133.5682,130.3033,130.5191,837351.0
2020-08-13,129.8061,131.5792,129.5856,130.2564,655383.0
2020-08-14,130.3877,131.3728,129.9093,130.2939,280518.0
2020-08-15,130.3877,131.3728,129.9093,130.2939,280518.0
2020-08-16,130.3877,131.3728,129.9093,130.2939,280518.0
2020-08-17,131.082,131.6449,129.1681,129.5997,572742.0
2020-08-18,129.9187,131.1852,129.9187,130.6317,362425.0
2020-08-19,130.9225,131.2884,128.5208,128.8116,780759.0
2020-08-20,128.3425,129.4871,128.3425,128.8116,304155.0
2020-08-21,129.0837,129.0837,128.0235,128.4082,377985.0
2020-08-22,129.0837,129.0837,128.0235,128.4082,377985.0
2020-08-23,129.0837,129.0837,128.0235,128.4082,377985.0
2020-08-24,129.5622,130.2376,128.4551,129.8155,383087.0
2020-08-25,130.3784,130.7724,128.8773,129.7216,382376.0
2020-08-26,129.8999,130.5425,129.0274,130.4253,513827.0
2020-08-27,131.3259,131.72,129.5622,130.2283,333144.0
2020-08-28,130.6223,130.96,129.4449,129.9093,267936.0
2020-08-29,130.6223,130.96,129.4449,129.9093,267936.0
2020-08-30,130.6223,130.96,129.4449,129.9093,267936.0
2020-08-31,129.8248,129.9656,128.8304,128.9054,510517.0
2020-09-01,128.9711,130.8568,128.7741,130.7349,373577.0
2020-09-02,131.0914,134.8535,130.8662,134.2812,434445.0
2020-09-03,133.5869,133.6948,128.7928,129.7592,510137.0
2020-09-04,130.3784,130.3784,125.2747,127.0385,402827.0
2020-09-05,130.3784,130.3784,125.2747,127.0385,402827.0
2020-09-06,130.3784,130.3784,125.2747,127.0385,402827.0
2020-09-07,130.3784,130.3784,125.2747,127.0385,402827.0
2020-09-08,125.406,127.0854,123.8487,124.1583,583398.0
2020-09-09,125.6687,129.0649,125.1246,127.9485,463511.0
2020-09-10,128.4833,129.6278,125.2653,125.603,447521.0
2020-09-11,126.5788,127.2132,125.0308,126.119,317108.0
2020-09-12,126.5788,127.2132,125.0308,126.119,317108.0
2020-09-13,126.5788,127.2132,125.0308,126.119,317108.0
2020-09-14,127.3769,128.9786,127.3769,128.1683,407252.0
2020-09-15,128.7336,129.3932,127.2449,127.7914,504689.0
2020-09-16,128.6206,129.6853,127.1978,127.2544,492712.0
2020-09-17,126.1897,126.1897,124.2958,125.7657,592339.0
2020-09-18,125.6997,126.2368,123.5892,123.9095,906788.0
2020-09-19,125.6997,126.2368,123.5892,123.9095,906788.0
2020-09-20,125.6997,126.2368,123.5892,123.9095,906788.0
2020-09-21,122.6093,123.6834,121.1019,123.3442,575498.0
2020-09-22,123.8813,124.456,122.4585,124.4089,377126.0
2020-09-23,124.3618,124.5879,121.2054,121.4315,315025.0
2020-09-24,121.1771,121.4881,119.6508,120.4611,591052.0
2020-09-25,119.858,123.0239,119.4435,122.8637,399174.0
2020-09-26,119.858,123.0239,119.4435,122.8637,399174.0
2020-09-27,119.858,123.0239,119.4435,122.8637,399174.0
2020-09-28,124.1828,125.5867,123.7823,124.3712,528746.0
2020-09-29,124.4654,125.4453,123.7682,124.1074,227258.0
2020-09-30,124.2958,125.1721,123.2877,124.3712,789902.0
2020-10-01,125.6997,127.5747,124.9365,126.1991,737120.0
2020-10-02,124.0886,126.1426,123.6457,125.6997,496704.0
2020-10-03,124.0886,126.1426,123.6457,125.6997,496704.0
2020-10-04,124.0886,126.1426,123.6457,125.6997,496704.0
2020-10-05,126.4629,128.5358,125.7468,128.4321,505206.0
2020-10-06,128.3285,130.6604,127.7255,127.9045,540167.0
2020-10-07,128.6959,129.8549,127.5001,129.5628,417641.0
2020-10-08,130.7028,131.8241,129.8454,131.0138,301042.0
2020-10-09,131.6545,133.2468,131.1457,132.7003,271652.0
2020-10-10,131.6545,133.2468,131.1457,132.7003,271652.0
2020-10-11,131.6545,133.2468,131.1457,132.7003,271652.0
2020-10-12,133.9346,134.9239,132.8322,134.4057,445484.0
2020-10-13,134.3586,135.4798,133.0584,133.8687,480465.0
2020-10-14,133.831,134.4999,133.2845,133.5106,307034.0
2020-10-15,132.5684,135.4798,132.2198,134.9899,419227.0
2020-10-16,135.4139,136.7518,134.8957,135.0558,381617.0
2020-10-17,135.4139,136.7518,134.8957,135.0558,381617.0
2020-10-18,135.4139,136.7518,134.8957,135.0558,381617.0
2020-10-19,135.3102,136.064,133.2562,133.5954,372417.0
2020-10-20,134.0759,135.7813,133.831,135.1972,335175.0
2020-10-21,135.5269,136.7235,135.362,136.1582,374734.0
2020-10-22,135.6777,136.8366,134.4952,136.4126,281440.0
2020-10-23,137.1758,137.5998,136.2901,137.3077,363113.0
2020-10-24,137.1758,137.5998,136.2901,137.3077,363113.0
2020-10-25,137.1758,137.5998,136.2901,137.3077,363113.0
2020-10-26,135.7248,136.5634,132.7757,133.9629,306411.0
2020-10-27,133.9252,134.7119,131.8241,131.8994,299231.0
2020-10-28,129.9491,130.2788,126.8963,127.6501,617770.0
2020-10-29,127.3957,131.3906,127.0424,130.1375,560940.0
2020-10-30,128.7148,133.7226,128.2625,129.6476,1020246.0
2020-10-31,128.7148,133.7226,128.2625,129.6476,1020246.0
2020-11-01,128.7148,133.7226,128.2625,129.6476,1020246.0
2020-11-02,130.3448,133.341,130.3448,132.6344,643659.0
2020-11-03,133.9158,137.5244,133.2468,135.3573,463228.0
2020-11-04,136.7706,138.7775,136.0828,136.4691,451041.0
2020-11-05,138.7304,139.4351,135.64,136.3184,509616.0
2020-11-06,136.2524,138.5797,135.5175,138.118,337832.0
2020-11-07,136.2524,138.5797,135.5175,138.118,337832.0
2020-11-08,136.2524,138.5797,135.5175,138.118,337832.0
2020-11-09,142.4616,144.4779,138.0615,138.3912,567573.0
2020-11-10,138.3724,139.1827,136.3467,137.7977,523807.0
2020-11-11,138.9095,141.2084,138.7304,140.2285,285504.0
2020-11-12,139.9553,139.9694,136.2995,137.1381,391076.0
2020-11-13,138.5797,138.9943,136.7989,138.2122,268857.0
2020-11-14,138.5797,138.9943,136.7989,138.2122,268857.0
2020-11-15,138.5797,138.9943,136.7989,138.2122,268857.0
2020-11-16,138.787,140.0589,137.9201,139.927,466168.0
2020-11-17,139.4088,139.9647,138.2688,138.7681,294354.0
2020-11-18,138.4572,139.0225,137.1994,137.3454,378366.0
2020-11-19,136.667,138.3253,135.1501,138.1274,426647.0
2020-11-20,138.3818,138.3818,136.3372,136.5445,431368.0
2020-11-21,138.3818,138.3818,136.3372,136.5445,431368.0
2020-11-22,138.3818,138.3818,136.3372,136.5445,431368.0
2020-11-23,136.7801,139.2581,136.2195,139.0508,334177.0
2020-11-24,139.8799,139.9365,137.6846,138.4478,416853.0
2020-11-25,139.1921,139.1921,136.6953,137.8165,378911.0
2020-11-26,139.1921,139.1921,136.6953,137.8165,378911.0
2020-11-27,138.4666,138.9566,136.6953,138.8812,188144.0
2020-11-28,138.4666,138.9566,136.6953,138.8812,188144.0
2020-11-29,138.4666,138.9566,136.6953,138.8812,188144.0
2020-11-30,139.2486,139.4654,136.3843,138.3912,812126.0
2020-12-01,139.9176,140.6996,137.7317,139.8705,590288.0
2020-12-02,139.8234,140.6525,138.1651,138.721,539910.0
2020-12-03,138.1368,140.3746,138.1368,139.4559,345978.0
2020-12-04,139.748,140.6054,139.0184,140.596,454200.0
2020-12-05,139.748,140.6054,139.0184,140.596,454200.0
2020-12-06,139.748,140.6054,139.0184,140.596,454200.0
2020-12-07,140.1249,141.02,136.7141,137.7034,798553.0
2020-12-08,137.5433,139.291,137.0957,138.721,442933.0
2020-12-09,139.211,139.9741,138.052,139.7386,554866.0
2020-12-10,138.7587,139.9506,136.9402,137.7694,923255.0
2020-12-11,137.449,139.2157,137.2418,139.0979,677894.0
2020-12-12,137.449,139.2157,137.2418,139.0979,677894.0
2020-12-13,137.449,139.2157,137.2418,139.0979,677894.0
2020-12-14,139.358,140.9093,137.7216,138.1946,751216.0
2020-12-15,138.6865,140.058,137.9581,139.4337,637598.0
2020-12-16,139.7269,140.3228,137.9824,138.8662,654720.0
2020-12-17,140.2755,142.7538,139.9926,142.6687,714580.0
2020-12-18,142.8862,145.8752,142.1011,145.5536,1263795.0
2020-12-19,142.8862,145.8752,142.1011,145.5536,1263795.0
2020-12-20,142.8862,145.8752,142.1011,145.5536,1263795.0
2020-12-21,143.4821,144.4753,140.512,141.2782,495478.0
2020-12-22,141.5052,141.8079,140.1904,140.4458,587782.0
2020-12-23,140.758,140.914,139.4242,139.4337,454343.0
2020-12-24,140.2093,141.9025,139.5945,141.893,162003.0
2020-12-25,140.2093,141.9025,139.5945,141.893,162003.0
2020-12-26,140.2093,141.9025,139.5945,141.893,162003.0
2020-12-27,140.2093,141.9025,139.5945,141.893,162003.0
2020-12-28,143.0565,144.2577,142.1768,143.8321,463602.0
2020-12-29,144.9199,145.3102,142.6024,143.1794,524616.0
2020-12-30,143.9078,144.2577,143.3024,143.8794,319241.0
2020-12-31,144.1821,145.0996,143.047,144.9104,275049.0
2021-01-01,144.1821,145.0996,143.047,144.9104,275049.0
2021-01-02,144.1821,145.0996,143.047,144.9104,275049.0
2021-01-03,144.1821,145.0996,143.047,144.9104,275049.0
2021-01-04,145.1469,146.0549,141.4201,143.3119,641902.0
2021-01-05,142.6024,144.2294,141.3349,143.5105,723509.0
2021-01-06,144.7212,147.644,143.2173,147.3508,762372.0
2021-01-07,147.4454,149.7912,146.7171,147.1995,978345.0
2021-01-08,147.5778,149.55,146.3198,147.7575,578489.0
2021-01-09,147.5778,149.55,146.3198,147.7575,578489.0
2021-01-10,147.5778,149.55,146.3198,147.7575,578489.0
2021-01-11,146.49,147.2941,145.7617,146.6225,447331.0
2021-01-12,146.0171,147.0954,145.809,146.386,512279.0
2021-01-13,146.6981,147.6251,145.0618,145.8752,689450.0
2021-01-14,146.0549,146.6319,145.0712,145.2604,458718.0
2021-01-15,144.7591,145.7523,142.697,143.3686,691613.0
2021-01-16,144.7591,145.7523,142.697,143.3686,691613.0
2021-01-17,144.7591,145.7523,142.697,143.3686,691613.0
2021-01-18,144.7591,145.7523,142.697,143.3686,691613.0
2021-01-19,144.2199,144.6361,142.8938,143.3592,384725.0
2021-01-20,144.2767,144.3713,142.4038,144.2388,413128.0
2021-01-21,144.0591,145.2982,142.6072,142.924,505156.0
2021-01-22,142.3281,142.8389,140.739,140.8809,852146.0
2021-01-23,142.3281,142.8389,140.739,140.8809,852146.0
2021-01-24,142.3281,142.8389,140.739,140.8809,852146.0
2021-01-25,140.862,142.5551,140.2093,142.5173,725496.0
2021-01-26,143.2078,144.1726,141.7417,143.5767,549937.0
2021-01-27,142.0444,142.4322,135.8204,135.8582,1352085.0
2021-01-28,137.4757,139.0364,135.7258,136.9933,674624.0
2021-01-29,136.4731,136.5677,133.6354,133.6638,705168.0
2021-01-30,136.4731,136.5677,133.6354,133.6638,705168.0
2021-01-31,136.4731,136.5677,133.6354,133.6638,705168.0
2021-02-01,134.8745,138.4784,134.3732,138.1662,704014.0
2021-02-02,139.5094,139.5094,135.8109,138.5729,696410.0
2021-02-03,139.831,140.2283,136.719,136.7285,486260.0
2021-02-04,136.823,137.4284,134.4394,135.4231,1024352.0
2021-02-05,136.3974,137.5667,135.8204,136.3312,741572.0
2021-02-06,136.3974,137.5667,135.8204,136.3312,741572.0
2021-02-07,136.3974,137.5667,135.8204,136.3312,741572.0
2021-02-08,136.8325,137.0784,134.6948,135.3475,599798.0
2021-02-09,134.6191,134.9502,133.3989,134.0043,637108.0
2021-02-10,134.5718,136.9082,134.3069,136.5677,624367.0
2021-02-11,136.8703,137.8352,136.5771,137.4852,502085.0
2021-02-12,136.7568,140.1841,136.7568,140.058,767788.0
2021-02-13,136.7568,140.1841,136.7568,140.058,767788.0
2021-02-14,136.7568,140.1841,136.7568,140.058,767788.0
2021-02-15,136.7568,140.1841,136.7568,140.058,767788.0
2021-02-16,140.2283,140.7296,137.7122,138.327,710142.0
2021-02-17,137.3338,140.5782,136.9176,139.4526,607502.0
2021-02-18,138.4311,141.5809,138.2324,141.2025,425818.0
2021-02-19,141.8836,142.9335,140.8336,141.4485,614238.0
2021-02-20,141.8836,142.9335,140.8336,141.4485,614238.0
2021-02-21,141.8836,142.9335,140.8336,141.4485,614238.0
2021-02-22,140.4269,141.0512,138.8756,139.5188,448425.0
2021-02-23,139.6891,139.6891,135.7826,135.8866,1010897.0
2021-02-24,135.7637,137.9865,134.4016,137.2298,579662.0
2021-02-25,137.0311,138.4878,134.9218,135.5083,429095.0
2021-02-26,136.1893,136.8703,134.5293,134.7799,706058.0
2021-02-27,136.1893,136.8703,134.5293,134.7799,706058.0
2021-02-28,136.1893,136.8703,134.5293,134.7799,706058.0
2021-03-01,135.688,139.0553,135.111,138.554,457424.0
2021-03-02,138.5824,138.5824,135.1961,136.0569,519425.0
2021-03-03,135.6785,135.8535,133.6543,134.2124,472175.0
2021-03-04,134.1083,135.3853,130.4477,131.6396,557188.0
2021-03-05,132.9165,134.9596,131.5213,134.7705,486393.0
2021-03-06,132.9165,134.9596,131.5213,134.7705,486393.0
2021-03-07,132.9165,134.9596,131.5213,134.7705,486393.0
2021-03-08,135.2623,137.173,134.0327,134.1462,472919.0
2021-03-09,134.9786,137.5987,134.1651,134.2975,467451.0
2021-03-10,134.2975,135.6123,134.1083,134.6759,356772.0
2021-03-11,135.4515,137.9108,135.4515,136.6717,412468.0
2021-03-12,136.8283,137.0277,135.6792,136.8093,428166.0
2021-03-13,136.8283,137.0277,135.6792,136.8093,428166.0
2021-03-14,136.8283,137.0277,135.6792,136.8093,428166.0
2021-03-15,136.306,139.1265,135.5178,139.0221,362523.0
2021-03-16,139.2215,140.76,138.1104,140.1997,387763.0
2021-03-17,140.2756,140.5795,138.7017,139.3639,600073.0
2021-03-18,138.4238,139.5444,137.2747,138.1389,417083.0
2021-03-19,138.0439,140.608,137.873,138.8226,1158028.0
2021-03-20,138.0439,140.608,137.873,138.8226,1158028.0
2021-03-21,138.0439,140.608,137.873,138.8226,1158028.0
2021-03-22,138.9936,140.2946,138.7372,140.1617,415390.0
2021-03-23,140.4561,141.6052,139.1598,139.8578,461296.0
2021-03-24,139.8198,142.6023,139.7343,141.3772,573156.0
2021-03-25,141.5007,141.5595,139.8293,140.779,490548.0
2021-03-26,140.741,145.8977,140.0297,145.7172,603131.0
2021-03-27,140.741,145.8977,140.0297,145.7172,603131.0
2021-03-28,140.741,145.8977,140.0297,145.7172,603131.0
2021-03-29,145.6792,149.7533,143.533,149.3925,771233.0
2021-03-30,148.9936,148.9936,145.0905,145.2804,453078.0
2021-03-31,145.1474,146.4485,144.834,145.3943,516547.0
2021-04-01,145.8597,147.175,144.6821,147.1227,407268.0
2021-04-02,145.8597,147.175,144.6821,147.1227,407268.0
2021-04-03,145.8597,147.175,144.6821,147.1227,407268.0
2021-04-04,145.8597,147.175,144.6821,147.1227,407268.0
2021-04-05,147.6641,151.0449,147.3412,150.6175,645943.0
2021-04-06,149.6394,149.6394,147.5121,148.2718,419164.0
2021-04-07,148.3573,149.3545,146.3535,146.8948,369255.0
2021-04-08,148.1959,149.345,146.477,146.6004,592515.0
2021-04-09,146.2016,148.1484,145.8217,148.1484,421148.0
2021-04-10,146.2016,148.1484,145.8217,148.1484,421148.0
2021-04-11,146.2016,148.1484,145.8217,148.1484,421148.0
2021-04-12,148.8416,149.2975,147.1845,148.0819,473382.0
2021-04-13,147.6071,148.8701,146.9613,147.93,329081.0
2021-04-14,147.9869,148.4143,146.9708,148.0344,318512.0
2021-04-15,149.0981,149.364,147.3697,147.74,638402.0
2021-04-16,148.3953,149.4304,146.9233,149.0981,624292.0
2021-04-17,148.3953,149.4304,146.9233,149.0981,624292.0
2021-04-18,148.3953,149.4304,146.9233,149.0981,624292.0
2021-04-19,149.174,149.174,147.3032,148.0914,522479.0
2021-04-20,148.3478,151.0639,148.3478,150.8549,585382.0
2021-04-21,151.6717,153.2671,151.2823,152.6593,710391.0
2021-04-22,152.4314,155.2044,152.3364,153.1626,425691.0
2021-04-23,153.1626,154.948,152.5549,154.4447,277300.0
2021-04-24,153.1626,154.948,152.5549,154.4447,277300.0
2021-04-25,153.1626,154.948,152.5549,154.4447,277300.0
2021-04-26,154.7391,154.7961,152.6118,152.9157,284336.0
2021-04-27,152.3934,153.3621,151.9661,153.1152,357771.0
2021-04-28,153.3621,153.6565,152.4409,152.9062,308330.0
2021-04-29,153.5425,154.0268,152.4694,153.3336,276349.0
2021-04-30,152.4029,152.6593,149.2785,150.646,610883.0
2021-05-01,152.4029,152.6593,149.2785,150.646,610883.0
2021-05-02,152.4029,152.6593,149.2785,150.646,610883.0
2021-05-03,150.8834,152.6783,150.2187,151.9281,756573.0
2021-05-04,150.3706,155.5843,150.3706,154.6631,839010.0
2021-05-05,156.1351,156.9233,154.0648,156.7334,512519.0
2021-05-06,157.0088,157.949,155.3279,156.6004,519808.0
2021-05-07,156.9423,157.6261,155.5273,155.9357,331689.0
2021-05-08,156.9423,157.6261,155.5273,155.9357,331689.0
2021-05-09,156.9423,157.6261,155.5273,155.9357,331689.0
2021-05-10,156.4675,159.1028,153.9509,157.2937,369689.0
2021-05-11,156.7809,157.3887,154.1076,155.5463,391282.0
2021-05-12,154.3972,154.5302,150.9879,151.0164,446751.0
2021-05-13,152.004,153.7799,151.3963,152.8682,354515.0
2021-05-14,154.1408,155.7362,153.6185,154.967,344553.0
2021-05-15,154.1408,155.7362,153.6185,154.967,344553.0
2021-05-16,154.1408,155.7362,153.6185,154.967,344553.0
2021-05-17,154.5871,154.948,153.0629,154.0743,473145.0
2021-05-18,153.8369,153.8464,152.1655,152.4599,851555.0
2021-05-19,151.2253,151.4437,149.155,151.3963,412415.0
2021-05-20,151.7191,153.533,150.703,152.156,503319.0
2021-05-21,152.5833,153.5045,150.3991,151.2538,595377.0
2021-05-22,152.5833,153.5045,150.3991,151.2538,595377.0
2021-05-23,152.5833,153.5045,150.3991,151.2538,595377.0
2021-05-24,152.2415,153.1626,151.3868,151.4247,332386.0
