,SFBS US Equity,SFBS US Equity,SFBS US Equity,SFBS US Equity,SFBS US Equity
2021-03-15,56.5398,56.6255,55.1601,56.4352,201574.0
2021-03-16,55.9118,57.5485,55.6739,57.4343,347514.0
2021-03-17,57.7197,59.147,57.244,58.5951,347909.0
2021-03-18,58.8521,60.7266,58.0337,58.4714,445526.0
2021-03-19,57.91,59.9844,56.988,59.0709,719154.0
2021-03-20,57.91,59.9844,56.988,59.0709,719154.0
2021-03-21,57.91,59.9844,56.988,59.0709,719154.0
2021-03-22,58.4143,58.9091,56.616,57.9766,235895.0
2021-03-23,57.2535,57.8244,56.4161,56.7111,359232.0
2021-03-24,57.4152,58.9377,57.1488,57.282,280560.0
2021-03-25,57.263,59.128,55.8357,58.9282,305172.0
2021-03-26,59.8131,61.0501,59.2235,60.9644,161140.0
2021-03-27,59.8131,61.0501,59.2235,60.9644,161140.0
2021-03-28,59.8131,61.0501,59.2235,60.9644,161140.0
2021-03-29,60.0319,60.8788,59.0424,59.1851,312998.0
2021-03-30,59.5467,60.1414,59.0804,59.3564,158325.0
2021-03-31,59.3373,60.3873,58.3445,58.545,236820.0
2021-04-01,58.2968,58.9936,57.5526,58.8313,146838.0
2021-04-02,58.2968,58.9936,57.5526,58.8313,146838.0
2021-04-03,58.2968,58.9936,57.5526,58.8313,146838.0
2021-04-04,58.2968,58.9936,57.5526,58.8313,146838.0
2021-04-05,59.2991,60.163,58.249,58.7454,167896.0
2021-04-06,58.7931,59.447,58.249,58.9077,123382.0
2021-04-07,58.3159,59.2513,57.6381,57.724,116543.0
2021-04-08,57.5808,58.1297,56.7312,57.8195,141330.0
2021-04-09,58.3349,58.5539,57.8004,58.3445,95176.0
2021-04-10,58.3349,58.5539,57.8004,58.3445,95176.0
2021-04-11,58.3349,58.5539,57.8004,58.3445,95176.0
2021-04-12,58.3731,58.9936,58.0867,58.4877,87817.0
2021-04-13,58.6213,59.1559,57.0558,57.0558,116041.0
2021-04-14,56.9699,58.3254,56.273,57.7908,113637.0
2021-04-15,57.934,57.9913,56.6262,57.8481,82687.0
2021-04-16,58.9459,60.0723,58.6595,60.015,247096.0
2021-04-17,58.9459,60.0723,58.6595,60.015,247096.0
2021-04-18,58.9459,60.0723,58.6595,60.015,247096.0
2021-04-19,59.8718,60.2596,58.2395,58.2395,268724.0
2021-04-20,60.645,61.0364,57.9531,58.7359,269032.0
2021-04-21,57.619,59.5186,56.9603,59.3182,230506.0
2021-04-22,59.5377,59.7286,58.4781,58.5831,201270.0
2021-04-23,58.755,61.8956,57.8672,60.7596,239866.0
2021-04-24,58.755,61.8956,57.8672,60.7596,239866.0
2021-04-25,58.755,61.8956,57.8672,60.7596,239866.0
2021-04-26,61.4087,62.4578,60.8455,61.1605,201504.0
2021-04-27,60.9123,61.3801,60.225,60.7978,168920.0
2021-04-28,60.7596,61.8287,60.4064,61.4469,183962.0
2021-04-29,62.2392,63.3752,61.8669,62.0865,156913.0
2021-04-30,60.8455,62.306,59.9291,60.3682,471586.0
2021-05-01,60.8455,62.306,59.9291,60.3682,471586.0
2021-05-02,60.8455,62.306,59.9291,60.3682,471586.0
2021-05-03,61.1892,62.3442,60.626,62.306,294229.0
2021-05-04,61.9815,63.1938,61.2846,63.0315,153614.0
2021-05-05,63.1556,64.2388,62.6401,63.4038,139244.0
2021-05-06,63.4802,63.8907,61.676,63.8429,161115.0
2021-05-07,63.1365,63.9097,62.5924,63.757,104959.0
2021-05-08,63.1365,63.9097,62.5924,63.757,104959.0
2021-05-09,63.1365,63.9097,62.5924,63.757,104959.0
2021-05-10,64.1388,64.6352,63.0697,63.0697,260418.0
2021-05-11,62.3824,63.967,62.3824,63.337,166853.0
2021-05-12,63.0983,63.9631,61.3801,61.5233,178739.0
2021-05-13,61.3514,64.3966,61.3324,64.1102,148746.0
2021-05-14,64.282,64.7784,63.7475,64.7498,195007.0
2021-05-15,64.282,64.7784,63.7475,64.7498,195007.0
2021-05-16,64.282,64.7784,63.7475,64.7498,195007.0
2021-05-17,64.3393,65.0433,63.4897,64.683,92998.0
2021-05-18,64.6734,65.2939,63.9145,64.4634,507316.0
2021-05-19,63.7379,64.597,63.0506,64.3489,190723.0
2021-05-20,63.9766,64.8452,63.5225,64.8071,163153.0
2021-05-21,65.1889,65.8571,64.4539,65.5612,133803.0
2021-05-22,65.1889,65.8571,64.4539,65.5612,133803.0
2021-05-23,65.1889,65.8571,64.4539,65.5612,133803.0
2021-05-24,65.733,65.8189,63.9193,65.3034,131083.0
2021-05-25,65.5898,66.1244,64.3584,64.3584,282499.0
2021-05-26,64.1293,65.1889,64.1198,64.8357,169858.0
2021-05-27,65.3798,66.3821,65.3798,65.9907,157863.0
2021-05-28,66.2103,66.3058,64.8834,66.3058,79265.0
2021-05-29,66.2103,66.3058,64.8834,66.3058,79265.0
2021-05-30,66.2103,66.3058,64.8834,66.3058,79265.0
2021-05-31,66.2103,66.3058,64.8834,66.3058,79265.0
2021-06-01,66.6876,67.3654,65.6137,66.7353,206282.0
2021-06-02,66.9644,67.1458,65.0743,65.9812,519644.0
2021-06-03,65.8094,66.4203,65.2462,66.2867,228618.0
2021-06-04,66.3917,67.0885,65.9717,66.7926,133718.0
2021-06-05,66.3917,67.0885,65.9717,66.7926,133718.0
2021-06-06,66.3917,67.0885,65.9717,66.7926,133718.0
2021-06-07,66.8117,67.709,66.7926,67.6231,149557.0
2021-06-08,67.2031,68.549,66.7592,68.3104,134312.0
2021-06-09,68.234,68.234,66.6017,66.6494,125530.0
2021-06-10,67.3654,67.3654,66.1148,66.3249,153309.0
2021-06-11,66.6303,67.3844,66.5158,66.9453,83438.0
2021-06-12,66.6303,67.3844,66.5158,66.9453,83438.0
2021-06-13,66.6303,67.3844,66.5158,66.9453,83438.0
2021-06-14,67.0408,67.1935,65.4371,65.9144,167739.0
2021-06-15,66.2867,67.4417,65.5898,67.0694,89421.0
2021-06-16,66.9167,68.1195,66.1912,67.7281,141216.0
2021-06-17,67.9667,67.9667,64.2629,64.4825,163946.0
2021-06-18,63.232,63.9097,61.6474,61.9242,784244.0
2021-06-19,63.232,63.9097,61.6474,61.9242,784244.0
2021-06-20,63.232,63.9097,61.6474,61.9242,784244.0
2021-06-21,62.8979,65.1889,62.6783,64.3107,166464.0
2021-06-22,63.8907,65.4132,63.1747,65.0743,146940.0
2021-06-23,65.0839,65.7235,64.535,65.0839,133777.0
2021-06-24,65.3607,66.0289,64.7689,65.7616,97167.0
2021-06-25,65.6757,66.8117,64.9407,65.8667,489504.0
2021-06-26,65.6757,66.8117,64.9407,65.8667,489504.0
2021-06-27,65.6757,66.8117,64.9407,65.8667,489504.0
2021-06-28,65.418,65.6662,64.4825,65.3416,170045.0
2021-06-29,65.838,65.9048,64.9168,65.1221,138514.0
2021-06-30,64.8732,66.0795,64.5572,65.0838,151691.0
2021-07-01,65.3231,65.6965,64.8349,65.0551,108789.0
2021-07-02,65.0168,65.0359,63.8775,63.9158,107058.0
2021-07-03,65.0168,65.0359,63.8775,63.9158,107058.0
2021-07-04,65.0168,65.0359,63.8775,63.9158,107058.0
2021-07-05,65.0168,65.0359,63.8775,63.9158,107058.0
2021-07-06,63.7051,63.7147,61.6084,62.1829,178147.0
2021-07-07,61.618,63.1499,61.618,62.2499,152059.0
2021-07-08,60.8617,62.585,60.584,61.9531,139606.0
2021-07-09,63.2264,64.4711,63.2264,64.3945,96593.0
2021-07-10,63.2264,64.4711,63.2264,64.3945,96593.0
2021-07-11,63.2264,64.4711,63.2264,64.3945,96593.0
2021-07-12,63.7147,64.9402,63.2264,64.72,60853.0
2021-07-13,64.4902,64.9976,63.1882,63.6094,85781.0
2021-07-14,63.9445,64.6625,63.3844,63.6764,225897.0
2021-07-15,62.8914,65.1508,62.8626,64.4806,108516.0
2021-07-16,64.9689,64.9689,63.5217,63.7051,135268.0
2021-07-17,64.9689,64.9689,63.5217,63.7051,135268.0
2021-07-18,64.9689,64.9689,63.5217,63.7051,135268.0
2021-07-19,63.0158,63.5615,62.2308,62.7382,295855.0
2021-07-20,63.3988,67.0465,62.9009,65.4285,298366.0
2021-07-21,66.4816,66.9316,65.4668,65.9455,115561.0
2021-07-22,65.6965,65.6965,64.5477,65.1987,106723.0
2021-07-23,65.6678,66.0699,65.1891,66.0125,78139.0
2021-07-24,65.6678,66.0699,65.1891,66.0125,78139.0
2021-07-25,65.6678,66.0699,65.1891,66.0125,78139.0
2021-07-26,66.5199,66.7784,66.1561,66.5678,70501.0
2021-07-27,65.9646,67.2714,65.9646,67.1709,161688.0
2021-07-28,67.5826,68.5113,66.4434,67.8315,99322.0
2021-07-29,68.7315,69.4208,67.664,68.4347,106280.0
2021-07-30,68.607,69.2197,67.6592,68.0517,109232.0
2021-07-31,68.607,69.2197,67.6592,68.0517,109232.0
2021-08-01,68.607,69.2197,67.6592,68.0517,109232.0
2021-08-02,68.4826,69.5453,67.1039,67.7071,156101.0
2021-08-03,67.7837,68.6453,67.0465,68.607,188895.0
2021-08-04,67.8028,68.674,67.7549,68.0613,110189.0
2021-08-05,68.5496,68.8751,68.0344,68.6262,98158.0
2021-08-06,69.9378,71.3164,68.7985,71.2111,148894.0
2021-08-07,69.9378,71.3164,68.7985,71.2111,148894.0
2021-08-08,69.9378,71.3164,68.7985,71.2111,148894.0
2021-08-09,70.7899,71.0082,70.1484,70.2729,123105.0
2021-08-10,70.2729,71.0771,69.6697,70.3686,176743.0
2021-08-11,70.1676,71.1058,69.7559,71.0675,93586.0
2021-08-12,70.8473,70.9335,70.3686,70.5314,90139.0
2021-08-13,70.4165,70.4165,69.507,69.9282,62181.0
2021-08-14,70.4165,70.4165,69.507,69.9282,62181.0
2021-08-15,70.4165,70.4165,69.507,69.9282,62181.0
2021-08-16,69.4495,70.1388,68.9517,69.8516,102776.0
2021-08-17,69.3155,69.6219,68.1594,68.9517,107105.0
2021-08-18,68.5496,69.2963,67.7454,67.7837,117661.0
2021-08-19,66.9794,67.6783,66.5582,67.4869,127717.0
2021-08-20,67.4964,68.5591,66.8358,68.2624,293886.0
2021-08-21,67.4964,68.5591,66.8358,68.2624,293886.0
2021-08-22,67.4964,68.5591,66.8358,68.2624,293886.0
2021-08-23,68.3964,69.1815,67.9273,68.7889,113194.0
2021-08-24,68.923,69.5453,68.4299,69.2293,111900.0
2021-08-25,69.2102,70.9239,69.0761,70.1101,91907.0
2021-08-26,69.9569,70.1101,68.6645,68.7889,146423.0
2021-08-27,69.124,71.0771,69.124,70.8952,189031.0
2021-08-28,69.124,71.0771,69.124,70.8952,189031.0
2021-08-29,69.124,71.0771,69.124,70.8952,189031.0
2021-08-30,71.2207,71.2207,69.3825,69.4687,80455.0
2021-08-31,69.4304,70.3782,68.9325,70.292,109434.0
2021-09-01,70.1676,70.6558,69.0857,69.9091,59983.0
2021-09-02,70.1388,70.2537,69.5453,69.6984,106838.0
2021-09-03,69.6506,70.4548,68.9517,70.0335,82188.0
2021-09-04,69.6506,70.4548,68.9517,70.0335,82188.0
2021-09-05,69.6506,70.4548,68.9517,70.0335,82188.0
2021-09-06,69.6506,70.4548,68.9517,70.0335,82188.0
2021-09-07,70.0814,71.6467,70.0814,70.3399,111614.0
2021-09-08,69.9665,70.495,69.3117,70.1101,119174.0
2021-09-09,70.1484,71.062,69.1719,69.9569,106753.0
2021-09-10,70.4739,70.4739,69.1815,69.2006,128411.0
2021-09-11,70.4739,70.4739,69.1815,69.2006,128411.0
2021-09-12,70.4739,70.4739,69.1815,69.2006,128411.0
2021-09-13,69.8612,70.1197,68.8847,69.6889,128659.0
2021-09-14,69.6793,69.8851,67.8985,67.9751,164915.0
2021-09-15,68.0422,70.158,68.0422,69.8995,152099.0
2021-09-16,70.2825,70.3208,68.9995,69.8229,109649.0
2021-09-17,70.2154,71.0292,69.4495,71.0101,641117.0
2021-09-18,70.2154,71.0292,69.4495,71.0101,641117.0
2021-09-19,70.2154,71.0292,69.4495,71.0101,641117.0
2021-09-20,69.574,69.8851,67.9368,68.7985,202440.0
2021-09-21,69.2485,69.6984,68.5208,69.1336,79906.0
2021-09-22,69.9761,71.3356,69.4591,70.5793,86853.0
2021-09-23,71.2303,73.5663,71.2303,73.1451,74564.0
2021-09-24,73.1451,74.0546,73.1451,73.7674,91002.0
2021-09-25,73.1451,74.0546,73.1451,73.7674,91002.0
2021-09-26,73.1451,74.0546,73.1451,73.7674,91002.0
2021-09-27,74.2652,77.0704,74.2652,76.5247,124465.0
2021-09-28,76.8502,76.9364,75.4237,75.6822,134354.0
2021-09-29,76.1513,76.7424,75.4907,76.1226,132320.0
2021-09-30,76.756,77.1303,74.5964,74.6732,123469.0
2021-10-01,75.2491,77.1687,74.6604,76.4105,222887.0
2021-10-02,75.2491,77.1687,74.6604,76.4105,222887.0
2021-10-03,75.2491,77.1687,74.6604,76.4105,222887.0
2021-10-04,76.0362,77.53,75.3547,75.5371,213439.0
2021-10-05,76.0842,76.0842,74.1357,74.4045,151000.0
2021-10-06,73.6654,73.6654,71.5059,72.7248,153757.0
2021-10-07,73.4063,73.8094,72.696,73.0703,138576.0
2021-10-08,73.032,73.7518,72.4945,72.8784,54531.0
2021-10-09,73.032,73.7518,72.4945,72.8784,54531.0
2021-10-10,73.032,73.7518,72.4945,72.8784,54531.0
2021-10-11,73.2047,73.627,71.9954,71.9954,51533.0
2021-10-12,71.8514,71.8994,70.2101,71.2755,91499.0
2021-10-13,71.1603,72.4657,69.8742,72.3889,139723.0
2021-10-14,73.1279,73.4639,72.5425,72.8784,73879.0
2021-10-15,73.8478,73.8478,72.3793,72.3889,114444.0
2021-10-16,73.8478,73.8478,72.3793,72.3889,114444.0
2021-10-17,73.8478,73.8478,72.3793,72.3889,114444.0
2021-10-18,71.813,73.9246,71.813,73.723,79433.0
2021-10-19,74.9132,77.639,74.7212,76.2665,161320.0
2021-10-20,76.4297,77.3607,75.8538,76.7368,84014.0
2021-10-21,76.6408,76.6408,75.0859,75.7482,168177.0
2021-10-22,75.9306,76.5257,75.4077,75.8826,111266.0
2021-10-23,75.9306,76.5257,75.4077,75.8826,111266.0
2021-10-24,75.9306,76.5257,75.4077,75.8826,111266.0
2021-10-25,76.1513,76.7848,75.6618,76.756,121393.0
2021-10-26,76.6696,77.2977,76.1129,76.6696,112851.0
2021-10-27,76.0266,76.7464,74.2797,75.4219,102790.0
2021-10-28,76.1513,77.5335,76.0458,77.2839,106390.0
2021-10-29,77.2839,78.4549,77.0632,77.0824,126952.0
2021-10-30,77.2839,78.4549,77.0632,77.0824,126952.0
2021-10-31,77.2839,78.4549,77.0632,77.0824,126952.0
2021-11-01,77.5527,78.5509,76.8904,77.639,170212.0
2021-11-02,77.4375,78.5221,76.8717,78.2629,101532.0
2021-11-03,78.1189,81.3727,78.1189,81.008,118345.0
2021-11-04,81.0752,81.0752,79.6181,80.5089,89883.0
2021-11-05,80.6241,82.9468,80.5953,82.3613,123281.0
2021-11-06,80.6241,82.9468,80.5953,82.3613,123281.0
2021-11-07,80.6241,82.9468,80.5953,82.3613,123281.0
2021-11-08,82.5437,83.6858,80.6346,82.1693,118822.0
2021-11-09,81.4687,81.9678,80.077,80.672,111734.0
2021-11-10,81.0272,81.5887,80.864,81.2287,85142.0
2021-11-11,81.5743,82.4381,81.2767,81.9006,53157.0
2021-11-12,82.1885,82.5341,81.1951,81.4975,106125.0
2021-11-13,82.1885,82.5341,81.1951,81.4975,106125.0
2021-11-14,82.1885,82.5341,81.1951,81.4975,106125.0
2021-11-15,82.0926,82.0926,80.7776,81.2959,83637.0
2021-11-16,81.4303,82.0674,80.5857,80.8928,94221.0
2021-11-17,80.4513,80.816,79.6546,80.4033,90400.0
2021-11-18,80.5281,80.9792,79.7794,80.0866,130185.0
2021-11-19,78.906,79.4243,78.0614,78.9444,143568.0
2021-11-20,78.906,79.4243,78.0614,78.9444,143568.0
2021-11-21,78.906,79.4243,78.0614,78.9444,143568.0
2021-11-22,80.029,81.5839,79.6163,80.077,122131.0
2021-11-23,80.5281,82.0638,80.4993,81.6606,112937.0
2021-11-24,81.5455,82.0062,80.96,81.8526,83363.0
2021-11-25,81.5455,82.0062,80.96,81.8526,83363.0
2021-11-26,78.7812,79.0788,75.8346,77.4855,131841.0
2021-11-27,78.7812,79.0788,75.8346,77.4855,131841.0
2021-11-28,78.7812,79.0788,75.8346,77.4855,131841.0
2021-11-29,78.9732,79.0788,76.996,77.2263,127695.0
2021-11-30,76.2761,77.7542,75.7866,77.1591,170366.0
2021-12-01,79.3187,79.4051,75.8058,75.8538,144049.0
2021-12-02,76.7176,78.9828,76.6024,78.4069,95670.0
2021-12-03,78.8004,78.8004,76.6792,77.2071,100360.0
2021-12-04,78.8004,78.8004,76.6792,77.2071,100360.0
2021-12-05,78.8004,78.8004,76.6792,77.2071,100360.0
2021-12-06,78.1765,80.1058,78.1717,79.2227,96794.0
2021-12-07,80.0482,80.9216,78.618,79.3187,112289.0
2021-12-08,79.3283,79.885,77.8118,77.831,126381.0
2021-12-09,77.2647,78.1909,77.048,77.5911,109644.0
2021-12-10,77.9654,78.2341,77.1447,78.0518,97212.0
2021-12-11,77.9654,78.2341,77.1447,78.0518,97212.0
2021-12-12,77.9654,78.2341,77.1447,78.0518,97212.0
2021-12-13,77.4375,77.9174,76.7944,77.4567,115458.0
2021-12-14,77.6582,79.2227,76.9576,77.5335,312716.0
2021-12-15,77.8406,79.3165,76.7945,78.0326,212516.0
2021-12-16,78.7332,79.647,77.5719,78.2053,1088387.0
2021-12-17,78.071,79.0884,76.7848,78.618,619809.0
2021-12-18,78.071,79.0884,76.7848,78.618,619809.0
2021-12-19,78.071,79.0884,76.7848,78.618,619809.0
2021-12-20,77.7446,78.9156,77.2071,78.1669,250905.0
2021-12-21,79.5587,81.795,78.8484,81.5551,155819.0
2021-12-22,81.5455,83.0716,81.0284,82.9564,148476.0
2021-12-23,83.5899,85.0392,83.062,83.8874,108636.0
2021-12-24,83.5899,85.0392,83.062,83.8874,108636.0
2021-12-25,83.5899,85.0392,83.062,83.8874,108636.0
2021-12-26,83.5899,85.0392,83.062,83.8874,108636.0
2021-12-27,84.2041,84.7944,83.7338,84.3673,74463.0
2021-12-28,83.6571,85.3655,83.6571,84.5785,71792.0
2021-12-29,84.5881,84.5881,83.6283,83.7434,171426.0
2021-12-30,84.215,84.215,82.1074,82.2518,77260.0
2021-12-31,81.9053,82.3673,81.3568,81.7417,82691.0
2022-01-01,81.9053,82.3673,81.3568,81.7417,82691.0
2022-01-02,81.9053,82.3673,81.3568,81.7417,82691.0
2022-01-03,82.425,83.7723,82.0208,83.166,100106.0
2022-01-04,83.6087,85.5911,83.6087,84.0225,100668.0
2022-01-05,84.1476,84.6673,82.5501,82.5886,107114.0
2022-01-06,83.4451,84.292,82.7618,83.83,115340.0
2022-01-07,83.7242,84.9849,83.0886,84.7058,140242.0
2022-01-08,83.7242,84.9849,83.0886,84.7058,140242.0
2022-01-09,83.7242,84.9849,83.0886,84.7058,140242.0
2022-01-10,84.9079,85.7355,84.0129,85.1677,170953.0
2022-01-11,85.0137,85.5141,83.6087,85.0041,109282.0
2022-01-12,85.2736,85.6344,83.8204,84.5614,115829.0
2022-01-13,84.9849,85.9809,84.5085,85.1677,97846.0
2022-01-14,84.061,85.4667,83.9166,85.1869,101369.0
2022-01-15,84.061,85.4667,83.9166,85.1869,101369.0
2022-01-16,84.061,85.4667,83.9166,85.1869,101369.0
2022-01-17,84.061,85.4667,83.9166,85.1869,101369.0
2022-01-18,84.6095,85.4853,82.1844,82.4443,168861.0
2022-01-19,82.3095,83.2238,80.3319,80.5003,122797.0
2022-01-20,80.3271,81.6166,78.7681,78.9509,120787.0
2022-01-21,79.307,81.5204,78.9461,79.6919,156256.0
2022-01-22,79.307,81.5204,78.9461,79.6919,156256.0
2022-01-23,79.307,81.5204,78.9461,79.6919,156256.0
2022-01-24,78.7873,82.1652,78.7873,81.4723,244360.0
2022-01-25,82.3384,83.1756,79.8074,81.6744,244176.0
2022-01-26,82.733,83.0987,79.4177,80.8949,173087.0
2022-01-27,80.9238,82.2807,79.1049,79.9903,148881.0
2022-01-28,80.3656,82.5308,78.6287,80.8371,145274.0
2022-01-29,80.3656,82.5308,78.6287,80.8371,145274.0
2022-01-30,80.3656,82.5308,78.6287,80.8371,145274.0
2022-01-31,80.2212,81.8187,80.1346,81.6744,234423.0
2022-02-01,81.3376,81.4145,79.6438,81.0104,138691.0
2022-02-02,80.8371,81.3087,79.8555,81.1258,172586.0
2022-02-03,80.943,82.1844,80.4378,80.5292,1160997.0
2022-02-04,80.8756,82.2614,80.0576,81.5397,99218.0
2022-02-05,80.8756,82.2614,80.0576,81.5397,99218.0
2022-02-06,80.8756,82.2614,80.0576,81.5397,99218.0
2022-02-07,81.4049,81.6263,80.5196,81.0007,86826.0
2022-02-08,81.761,84.0129,81.3327,83.7723,140487.0
2022-02-09,83.7049,83.7049,80.9526,81.5974,128071.0
2022-02-10,80.6543,82.7811,80.6543,82.194,133151.0
2022-02-11,81.7995,83.5317,81.0626,81.8572,176886.0
2022-02-12,81.7995,83.5317,81.0626,81.8572,176886.0
2022-02-13,81.7995,83.5317,81.0626,81.8572,176886.0
2022-02-14,82.3384,82.3769,80.712,81.3857,225570.0
2022-02-15,82.1074,83.4066,82.0593,82.6079,94739.0
2022-02-16,82.5116,83.3104,82.0882,82.7137,104113.0
2022-02-17,81.7225,82.0882,80.8853,81.8091,169849.0
2022-02-18,81.3087,82.8292,81.3087,82.6945,147272.0
2022-02-19,81.3087,82.8292,81.3087,82.6945,147272.0
2022-02-20,81.3087,82.8292,81.3087,82.6945,147272.0
2022-02-21,81.3087,82.8292,81.3087,82.6945,147272.0
2022-02-22,82.7618,83.243,81.4416,82.0882,135424.0
2022-02-23,82.425,83.2667,82.0689,82.2518,166965.0
2022-02-24,79.9325,80.4233,77.825,79.4899,194752.0
2022-02-25,80.3175,83.6472,80.3175,83.1179,124832.0
2022-02-26,80.3175,83.6472,80.3175,83.1179,124832.0
2022-02-27,80.3175,83.6472,80.3175,83.1179,124832.0
2022-02-28,81.1258,84.2438,81.1258,84.0899,206084.0
2022-03-01,83.3681,84.0995,80.9719,82.1748,307408.0
2022-03-02,83.089,85.1196,83.089,84.5229,141246.0
2022-03-03,84.8597,86.0146,84.6962,85.6296,279783.0
2022-03-04,83.7146,84.5999,83.1949,84.2342,314607.0
2022-03-05,83.7146,84.5999,83.1949,84.2342,314607.0
2022-03-06,83.7146,84.5999,83.1949,84.2342,314607.0
2022-03-07,83.5606,83.9455,82.7137,83.243,286786.0
2022-03-08,83.9166,84.4556,81.0296,81.9535,203222.0
2022-03-09,84.2054,84.8982,82.5116,83.8493,113285.0
2022-03-10,82.5694,84.5133,82.5694,84.4652,137077.0
2022-03-11,84.6288,86.0434,84.2246,84.648,156925.0
2022-03-12,84.6288,86.0434,84.2246,84.648,156925.0
2022-03-13,84.6288,86.0434,84.2246,84.648,156925.0
2022-03-14,85.5526,86.2263,85.033,86.13,184484.0
2022-03-15,86.5824,87.6987,84.8704,86.4765,235784.0
2022-03-16,87.4292,88.8824,86.6978,88.6899,219728.0
2022-03-17,87.8623,88.6514,86.7267,88.2953,126647.0
2022-03-18,88.7765,88.7765,86.7075,88.3434,428707.0
2022-03-19,88.7765,88.7765,86.7075,88.3434,428707.0
2022-03-20,88.7765,88.7765,86.7075,88.3434,428707.0
2022-03-21,88.7573,89.3924,87.1598,88.0932,147650.0
2022-03-22,89.0652,91.2979,88.7957,90.7974,229475.0
2022-03-23,89.9987,90.1142,86.7556,86.8133,148861.0
2022-03-24,87.4773,87.8334,86.284,87.7468,94885.0
2022-03-25,87.6698,90.0468,87.6698,89.9313,172921.0
2022-03-26,87.6698,90.0468,87.6698,89.9313,172921.0
2022-03-27,87.6698,90.0468,87.6698,89.9313,172921.0
2022-03-28,90.6242,91.3556,89.402,91.1535,245726.0
2022-03-29,91.8656,92.7702,90.4895,91.6828,217011.0
2022-03-30,92.4045,92.5585,91.0284,91.7309,230891.0
2022-03-31,91.7309,93.8146,91.6923,91.9238,225556.0
2022-04-01,92.6088,92.6088,91.2872,92.0975,227995.0
2022-04-02,92.6088,92.6088,91.2872,92.0975,227995.0
2022-04-03,92.6088,92.6088,91.2872,92.0975,227995.0
2022-04-04,91.866,92.0637,89.2999,89.5797,198092.0
2022-04-05,89.599,90.7084,88.1857,88.5185,210417.0
2022-04-06,88.1906,88.4896,86.5361,86.705,240017.0
2022-04-07,86.8882,86.8882,81.1291,81.5343,527458.0
2022-04-08,81.7851,83.0778,80.5503,80.6082,310195.0
2022-04-09,81.7851,83.0778,80.5503,80.6082,310195.0
2022-04-10,81.7851,83.0778,80.5503,80.6082,310195.0
2022-04-11,80.6082,82.47,80.6082,81.1291,230246.0
2022-04-12,80.7915,81.6018,79.3252,79.605,217928.0
2022-04-13,79.113,79.8268,78.3653,79.3927,178770.0
2022-04-14,79.3734,80.2031,78.7271,80.1645,208677.0
2022-04-15,79.3734,80.2031,78.7271,80.1645,208677.0
2022-04-16,79.3734,80.2031,78.7271,80.1645,208677.0
2022-04-17,79.3734,80.2031,78.7271,80.1645,208677.0
2022-04-18,80.0005,81.3028,79.1226,80.9555,315582.0
2022-04-19,81.7755,85.1808,81.6115,84.2161,308952.0
2022-04-20,85.0554,85.8368,84.8335,85.1229,157354.0
2022-04-21,85.721,85.721,81.9973,82.3929,266570.0
2022-04-22,82.0552,82.8463,81.2545,81.3028,168641.0
2022-04-23,82.0552,82.8463,81.2545,81.3028,168641.0
2022-04-24,82.0552,82.8463,81.2545,81.3028,168641.0
2022-04-25,80.5793,82.0552,79.605,81.8237,184837.0
2022-04-26,80.7047,81.4957,79.74,79.8654,192848.0
2022-04-27,79.6532,81.1677,78.7464,78.9683,173296.0
2022-04-28,79.3831,80.3102,78.0325,79.0358,145297.0
2022-04-29,78.6113,79.248,76.981,77.4827,176668.0
2022-04-30,78.6113,79.248,76.981,77.4827,176668.0
2022-05-01,78.6113,79.248,76.981,77.4827,176668.0
2022-05-02,77.6467,78.7416,76.6723,78.2448,218852.0
2022-05-03,78.0229,79.1757,77.2994,78.4473,114203.0
2022-05-04,78.8525,80.8976,78.4377,80.4828,113473.0
2022-05-05,79.605,79.8944,77.6853,78.5824,133328.0
2022-05-06,78.3412,78.5245,76.1997,77.2319,188057.0
2022-05-07,78.3412,78.5245,76.1997,77.2319,188057.0
2022-05-08,78.3412,78.5245,76.1997,77.2319,188057.0
2022-05-09,76.4891,77.2029,75.7366,76.1225,207666.0
2022-05-10,76.354,77.4248,75.235,76.9328,205704.0
2022-05-11,77.3766,78.6017,76.6434,76.8074,126689.0
2022-05-12,77.1064,77.2029,75.4617,76.7881,156534.0
2022-05-13,77.3476,77.8975,76.7592,77.4634,135880.0
2022-05-14,77.3476,77.8975,76.7592,77.4634,135880.0
2022-05-15,77.3476,77.8975,76.7592,77.4634,135880.0
2022-05-16,76.9135,77.8396,75.7848,76.5469,114749.0
2022-05-17,77.666,78.9731,77.5888,78.756,133474.0
2022-05-18,77.5695,78.3798,75.6691,76.5566,258521.0
2022-05-19,75.4376,76.8653,75.4279,75.8524,184158.0
2022-05-20,76.2575,76.7206,74.3282,75.6594,171593.0
2022-05-21,76.2575,76.7206,74.3282,75.6594,171593.0
2022-05-22,76.2575,76.7206,74.3282,75.6594,171593.0
2022-05-23,77.0486,77.3187,75.6305,76.2093,183372.0
2022-05-24,75.9488,76.4601,74.9697,76.1418,163909.0
2022-05-25,75.8717,77.3573,75.8717,76.7688,123137.0
2022-05-26,77.3669,78.3991,77.3669,77.8975,103472.0
2022-05-27,78.5631,79.7014,78.2255,79.6532,99430.0
2022-05-28,78.5631,79.7014,78.2255,79.6532,99430.0
2022-05-29,78.5631,79.7014,78.2255,79.6532,99430.0
