,CBU US Equity,CBU US Equity,CBU US Equity,CBU US Equity,CBU US Equity
2021-03-15,75.2565,75.2565,71.9868,72.754,212625.0
2021-03-16,72.0964,72.3933,71.0187,72.3613,160918.0
2021-03-17,72.9275,73.4664,71.5211,71.996,182200.0
2021-03-18,72.9184,74.6902,72.1969,72.5622,185156.0
2021-03-19,72.133,72.9641,71.0553,72.7632,898150.0
2021-03-20,72.133,72.9641,71.0553,72.7632,898150.0
2021-03-21,72.133,72.9641,71.0553,72.7632,898150.0
2021-03-22,72.133,72.133,69.7766,70.5712,202501.0
2021-03-23,69.6305,70.3155,68.5985,68.8177,235185.0
2021-03-24,69.4296,71.174,68.909,68.9364,261441.0
2021-03-25,68.8633,70.8361,68.5756,70.4434,161766.0
2021-03-26,71.2653,72.7358,70.8726,72.5714,193211.0
2021-03-27,71.2653,72.7358,70.8726,72.5714,193211.0
2021-03-28,71.2653,72.7358,70.8726,72.5714,193211.0
2021-03-29,71.6307,72.9915,70.9,71.0553,249985.0
2021-03-30,71.7128,72.7997,71.174,71.4297,247275.0
2021-03-31,71.174,71.6398,70.0506,70.0689,347530.0
2021-04-01,69.804,70.6306,69.2743,70.5986,285742.0
2021-04-02,69.804,70.6306,69.2743,70.5986,285742.0
2021-04-03,69.804,70.6306,69.2743,70.5986,285742.0
2021-04-04,69.804,70.6306,69.2743,70.5986,285742.0
2021-04-05,71.5393,71.9046,70.0872,70.8909,154337.0
2021-04-06,70.7813,71.0872,69.8771,70.078,142514.0
2021-04-07,70.3886,70.9274,69.7858,70.5895,289788.0
2021-04-08,70.2059,71.1283,69.32,70.8635,282474.0
2021-04-09,71.4389,71.6672,70.8087,71.5667,144392.0
2021-04-10,71.4389,71.6672,70.8087,71.5667,144392.0
2021-04-11,71.4389,71.6672,70.8087,71.5667,144392.0
2021-04-12,71.8955,72.0051,71.174,71.4389,164875.0
2021-04-13,70.8726,71.3019,69.6214,69.8862,155155.0
2021-04-14,69.7036,71.3019,69.7036,70.7356,103769.0
2021-04-15,70.8817,70.9274,69.3383,70.8817,123292.0
2021-04-16,71.8224,71.8864,70.594,71.1101,136591.0
2021-04-17,71.8224,71.8864,70.594,71.1101,136591.0
2021-04-18,71.8224,71.8864,70.594,71.1101,136591.0
2021-04-19,71.1375,71.3841,69.9867,70.5895,168299.0
2021-04-20,70.2424,70.5849,68.8085,69.0277,168168.0
2021-04-21,68.9547,70.6351,68.8633,70.416,192256.0
2021-04-22,70.8087,70.8178,69.5574,69.5848,214208.0
2021-04-23,69.7127,72.4892,68.9232,71.7585,275675.0
2021-04-24,69.7127,72.4892,68.9232,71.7585,275675.0
2021-04-25,69.7127,72.4892,68.9232,71.7585,275675.0
2021-04-26,72.4709,72.8362,70.8361,70.9822,199369.0
2021-04-27,71.5302,71.5302,70.416,71.4115,280703.0
2021-04-28,71.4571,71.932,71.1466,71.1557,192766.0
2021-04-29,71.8316,72.8819,71.5667,72.0234,296191.0
2021-04-30,71.4663,72.4161,70.1465,70.9,1310513.0
2021-05-01,71.4663,72.4161,70.1465,70.9,1310513.0
2021-05-02,71.4663,72.4161,70.1465,70.9,1310513.0
2021-05-03,71.3658,72.2334,70.7539,71.8681,409587.0
2021-05-04,71.4845,72.9915,71.4663,72.9915,187997.0
2021-05-05,73.0645,73.4573,72.0508,73.4207,256067.0
2021-05-06,73.4299,74.1148,72.6901,74.1148,231164.0
2021-05-07,73.2289,74.0783,73.1285,73.9048,133840.0
2021-05-08,73.2289,74.0783,73.1285,73.9048,133840.0
2021-05-09,73.2289,74.0783,73.1285,73.9048,133840.0
2021-05-10,74.4162,74.8912,73.1513,73.2015,181845.0
2021-05-11,72.4983,73.2929,71.9457,72.1878,202343.0
2021-05-12,72.5896,72.681,70.3703,70.6991,222279.0
2021-05-13,70.4342,73.5395,70.4342,73.1467,273212.0
2021-05-14,73.4481,74.4001,73.3477,74.0874,160919.0
2021-05-15,73.4481,74.4001,73.3477,74.0874,160919.0
2021-05-16,73.4481,74.4001,73.3477,74.0874,160919.0
2021-05-17,73.5577,74.5441,73.4299,74.3797,104062.0
2021-05-18,74.3432,74.4071,72.4526,72.4526,182258.0
2021-05-19,71.7585,73.0463,71.1831,72.9823,228361.0
2021-05-20,72.5988,73.6217,71.8042,73.1559,189784.0
2021-05-21,73.713,74.3797,73.2792,74.1696,170582.0
2021-05-22,73.713,74.3797,73.2792,74.1696,170582.0
2021-05-23,73.713,74.3797,73.2792,74.1696,170582.0
2021-05-24,74.745,74.745,73.544,73.8043,152984.0
2021-05-25,73.8409,74.535,72.0142,72.0508,157481.0
2021-05-26,72.4618,73.3248,71.9686,72.9732,139929.0
2021-05-27,73.7769,74.2884,73.2929,73.8591,263733.0
2021-05-28,73.8591,74.5898,72.9823,74.0874,101828.0
2021-05-29,73.8591,74.5898,72.9823,74.0874,101828.0
2021-05-30,73.8591,74.5898,72.9823,74.0874,101828.0
2021-05-31,73.8591,74.5898,72.9823,74.0874,101828.0
2021-06-01,74.608,74.9825,74.0509,74.4528,191965.0
2021-06-02,74.6811,74.6811,73.3659,73.3659,134388.0
2021-06-03,73.2746,74.0235,72.9275,73.5943,143163.0
2021-06-04,73.5943,73.7952,72.8956,73.5577,95753.0
2021-06-05,73.5943,73.7952,72.8956,73.5577,95753.0
2021-06-06,73.5943,73.7952,72.8956,73.5577,95753.0
2021-06-07,73.5303,73.9139,73.2107,73.7678,108804.0
2021-06-08,73.1924,74.6628,73.1102,74.2427,118374.0
2021-06-09,73.7404,74.197,72.891,73.0737,149363.0
2021-06-10,73.6308,73.7632,72.069,72.1056,101921.0
2021-06-11,72.3796,72.7175,71.6672,71.9777,108178.0
2021-06-12,72.3796,72.7175,71.6672,71.9777,108178.0
2021-06-13,72.3796,72.7175,71.6672,71.9777,108178.0
2021-06-14,72.0052,72.6112,71.5461,71.9777,200963.0
2021-06-15,72.2623,73.8967,71.8767,73.2356,156561.0
2021-06-16,72.9418,74.8608,72.1889,74.4476,205936.0
2021-06-17,74.8057,74.8425,71.638,71.8032,236092.0
2021-06-18,71.0687,71.39,69.1496,69.2139,454681.0
2021-06-19,71.0687,71.39,69.1496,69.2139,454681.0
2021-06-20,71.0687,71.39,69.1496,69.2139,454681.0
2021-06-21,70.0678,72.1613,69.797,71.4819,206852.0
2021-06-22,71.289,71.9501,70.2515,71.3166,103512.0
2021-06-23,71.3441,71.638,70.7748,70.8667,207495.0
2021-06-24,71.1972,71.9685,70.4213,71.8675,142748.0
2021-06-25,72.0879,72.6617,71.8124,72.042,419902.0
2021-06-26,72.0879,72.6617,71.8124,72.042,419902.0
2021-06-27,72.0879,72.6617,71.8124,72.042,419902.0
2021-06-28,71.5002,71.9134,69.4894,69.8475,200490.0
2021-06-29,70.2423,70.7106,69.3333,69.6179,108433.0
2021-06-30,69.2506,69.9117,69.1588,69.4618,154181.0
2021-07-01,69.8658,70.1872,69.5169,69.8842,105001.0
2021-07-02,69.9485,69.9485,68.7089,68.7915,124700.0
2021-07-03,69.9485,69.9485,68.7089,68.7915,124700.0
2021-07-04,69.9485,69.9485,68.7089,68.7915,124700.0
2021-07-05,69.9485,69.9485,68.7089,68.7915,124700.0
2021-07-06,68.5344,68.5987,66.8082,67.3591,149083.0
2021-07-07,66.7623,68.4702,66.7623,67.4326,230801.0
2021-07-08,66.1563,66.9735,65.5136,66.0094,235654.0
2021-07-09,67.1847,68.1121,66.9138,68.0019,146078.0
2021-07-10,67.1847,68.1121,66.9138,68.0019,146078.0
2021-07-11,67.1847,68.1121,66.9138,68.0019,146078.0
2021-07-12,67.1296,68.2131,66.8541,68.1855,223217.0
2021-07-13,67.7907,68.461,66.7531,66.946,124716.0
2021-07-14,67.0378,67.3224,66.1104,66.7348,139090.0
2021-07-15,66.0094,67.6621,66.0094,67.6438,149195.0
2021-07-16,68.1763,68.1763,65.9635,66.2022,148930.0
2021-07-17,68.1763,68.1763,65.9635,66.2022,148930.0
2021-07-18,68.1763,68.1763,65.9635,66.2022,148930.0
2021-07-19,64.779,65.5503,64.3199,64.9167,209200.0
2021-07-20,65.0177,67.4326,65.0177,65.6237,281200.0
2021-07-21,66.1471,67.2122,66.0048,66.1104,122606.0
2021-07-22,66.193,66.193,64.6413,64.9443,134257.0
2021-07-23,65.5778,66.1288,65.0361,65.89,142417.0
2021-07-24,65.5778,66.1288,65.0361,65.89,142417.0
2021-07-25,65.5778,66.1288,65.0361,65.89,142417.0
2021-07-26,66.6889,67.5611,66.0833,66.4869,144896.0
2021-07-27,65.5962,66.7256,65.5595,66.0369,146382.0
2021-07-28,66.1288,67.0102,65.3666,66.5236,160416.0
2021-07-29,67.0286,67.1204,66.3491,66.496,118677.0
2021-07-30,66.4777,67.5795,65.4585,65.7798,385480.0
2021-07-31,66.4777,67.5795,65.4585,65.7798,385480.0
2021-08-01,66.4777,67.5795,65.4585,65.7798,385480.0
2021-08-02,66.0645,67.6254,65.3621,65.5319,214209.0
2021-08-03,65.5044,66.698,64.9082,66.6154,182112.0
2021-08-04,65.5595,66.317,65.5319,65.6054,94665.0
2021-08-05,66.1379,66.5603,65.8717,66.5511,77389.0
2021-08-06,67.6071,68.6263,67.4969,68.4793,173995.0
2021-08-07,67.6071,68.6263,67.4969,68.4793,173995.0
2021-08-08,67.6071,68.6263,67.4969,68.4793,173995.0
2021-08-09,68.1672,69.2552,67.7172,68.3049,128256.0
2021-08-10,68.1212,69.2782,67.9376,69.2782,108214.0
2021-08-11,69.1864,69.8016,68.7732,69.7832,108177.0
2021-08-12,69.9026,70.1229,69.168,69.3516,140141.0
2021-08-13,69.3057,69.4021,68.5253,68.9752,94577.0
2021-08-14,69.3057,69.4021,68.5253,68.9752,94577.0
2021-08-15,69.3057,69.4021,68.5253,68.9752,94577.0
2021-08-16,68.5161,69.0027,67.9147,68.865,90475.0
2021-08-17,68.2682,68.8696,67.5152,68.4334,112035.0
2021-08-18,68.0019,68.6997,67.4785,67.5703,123441.0
2021-08-19,66.9919,67.5887,66.6154,67.0929,154173.0
2021-08-20,67.1847,68.236,66.9597,68.0937,146139.0
2021-08-21,67.1847,68.236,66.9597,68.0937,146139.0
2021-08-22,67.1847,68.236,66.9597,68.0937,146139.0
2021-08-23,68.2773,68.8007,68.0616,68.4977,97509.0
2021-08-24,68.7089,68.8925,67.9376,68.0937,94198.0
2021-08-25,67.9376,68.8466,67.7723,67.7907,170846.0
2021-08-26,67.9192,67.9927,66.9368,66.946,119373.0
2021-08-27,67.0194,69.2093,67.0194,69.0119,233023.0
2021-08-28,67.0194,69.2093,67.0194,69.0119,233023.0
2021-08-29,67.0194,69.2093,67.0194,69.0119,233023.0
2021-08-30,69.1955,69.1955,67.2673,67.3683,121724.0
2021-08-31,67.5979,68.3783,67.1755,67.9468,103953.0
2021-09-01,68.1947,68.1947,67.0653,67.4601,100913.0
2021-09-02,67.4877,67.754,66.7439,66.8174,132138.0
2021-09-03,66.5603,67.1571,65.9268,66.092,149119.0
2021-09-04,66.5603,67.1571,65.9268,66.092,149119.0
2021-09-05,66.5603,67.1571,65.9268,66.092,149119.0
2021-09-06,66.5603,67.1571,65.9268,66.092,149119.0
2021-09-07,66.092,66.5144,65.1463,65.2014,146561.0
2021-09-08,64.7423,65.0682,63.8241,64.2189,167741.0
2021-09-09,64.0812,64.7055,63.4568,63.5027,216461.0
2021-09-10,63.8057,63.8792,62.0336,62.254,205685.0
2021-09-11,63.8057,63.8792,62.0336,62.254,205685.0
2021-09-12,63.8057,63.8792,62.0336,62.254,205685.0
2021-09-13,62.6855,63.3466,62.0611,62.9793,272792.0
2021-09-14,62.9978,62.9978,61.3346,61.8983,304104.0
2021-09-15,62.2032,62.8915,61.658,61.8059,203364.0
2021-09-16,62.2586,62.2586,60.6416,61.0574,166685.0
2021-09-17,61.3439,62.4619,61.0251,62.0276,926496.0
2021-09-18,61.3439,62.4619,61.0251,62.0276,926496.0
2021-09-19,61.3439,62.4619,61.0251,62.0276,926496.0
2021-09-20,60.8172,61.002,60.0595,60.734,296819.0
2021-09-21,61.1313,61.2884,60.5307,60.5492,165733.0
2021-09-22,61.196,61.3577,60.5492,60.6416,167517.0
2021-09-23,61.2607,62.3325,61.2607,61.4455,151701.0
2021-09-24,61.0389,62.5173,61.0389,62.1385,193655.0
2021-09-25,61.0389,62.5173,61.0389,62.1385,193655.0
2021-09-26,61.0389,62.5173,61.0389,62.1385,193655.0
2021-09-27,62.5635,64.2267,62.3741,63.4321,173140.0
2021-09-28,63.7647,64.4207,62.7853,63.081,193764.0
2021-09-29,63.2935,64.4392,62.7668,64.0419,193461.0
2021-09-30,64.4854,64.4854,63.2196,63.2196,188032.0
2021-10-01,63.7093,64.5501,63.007,63.9772,380766.0
2021-10-02,63.7093,64.5501,63.007,63.9772,380766.0
2021-10-03,63.7093,64.5501,63.007,63.9772,380766.0
2021-10-04,64.1713,65.2154,63.774,64.9382,221226.0
2021-10-05,65.5203,65.9269,64.4115,65.3909,278460.0
2021-10-06,64.8088,65.3263,63.7185,65.2154,201325.0
2021-10-07,65.5942,66.278,65.4279,66.1394,176938.0
2021-10-08,66.1209,66.7862,65.9696,66.4443,170870.0
2021-10-09,66.1209,66.7862,65.9696,66.4443,170870.0
2021-10-10,66.1209,66.7862,65.9696,66.4443,170870.0
2021-10-11,66.7862,66.934,65.4464,65.4556,156653.0
2021-10-12,65.2431,65.816,64.9567,65.6681,112300.0
2021-10-13,65.6404,65.8252,64.6564,64.9289,114384.0
2021-10-14,65.5665,66.0655,65.0953,66.0193,117856.0
2021-10-15,66.9155,66.9432,65.3447,65.4371,190664.0
2021-10-16,66.9155,66.9432,65.3447,65.4371,190664.0
2021-10-17,66.9155,66.9432,65.3447,65.4371,190664.0
2021-10-18,65.2523,65.9638,65.1137,65.2339,115485.0
2021-10-19,65.585,65.6404,64.8781,65.6035,101977.0
2021-10-20,65.4649,66.7862,65.4649,66.6661,153455.0
2021-10-21,66.8416,67.1835,66.1763,67.1373,205705.0
2021-10-22,67.2666,68.0058,67.0449,67.9781,177756.0
2021-10-23,67.2666,68.0058,67.0449,67.9781,177756.0
2021-10-24,67.2666,68.0058,67.0449,67.9781,177756.0
2021-10-25,67.5808,68.126,66.4351,68.1075,301734.0
2021-10-26,68.2461,68.2461,66.7714,66.8416,259614.0
2021-10-27,66.3427,66.3427,64.7811,64.7811,234368.0
2021-10-28,64.9659,66.2687,64.9659,66.1856,231655.0
2021-10-29,66.509,66.7677,65.6497,66.2225,1002387.0
2021-10-30,66.509,66.7677,65.6497,66.2225,1002387.0
2021-10-31,66.509,66.7677,65.6497,66.2225,1002387.0
2021-11-01,66.6753,68.3939,66.6291,68.2553,202677.0
2021-11-02,68.5418,68.7173,67.4699,67.627,121035.0
2021-11-03,67.3406,69.475,67.1465,68.9483,173135.0
2021-11-04,68.8836,68.8836,67.5254,68.0336,145855.0
2021-11-05,68.7266,69.5304,68.5418,69.1331,160868.0
2021-11-06,68.7266,69.5304,68.5418,69.1331,160868.0
2021-11-07,68.7266,69.5304,68.5418,69.1331,160868.0
2021-11-08,69.6136,69.7799,68.5325,68.8744,135260.0
2021-11-09,68.5418,68.9483,68.0798,68.5695,125068.0
2021-11-10,68.7635,69.2994,68.6896,69.0869,106766.0
2021-11-11,68.9853,69.706,68.745,69.3364,108631.0
2021-11-12,69.6043,69.6875,68.3477,68.5418,103800.0
2021-11-13,69.6043,69.6875,68.3477,68.5418,103800.0
2021-11-14,69.6043,69.6875,68.3477,68.5418,103800.0
2021-11-15,68.9576,69.2163,68.2276,68.4586,153437.0
2021-11-16,68.4586,68.8467,68.0336,68.6711,123105.0
2021-11-17,68.4586,68.8374,67.1835,67.9966,127774.0
2021-11-18,67.9874,68.976,67.5623,68.4956,155096.0
2021-11-19,67.8026,69.3364,67.4376,69.1516,181830.0
2021-11-20,67.8026,69.3364,67.4376,69.1516,181830.0
2021-11-21,67.8026,69.3364,67.4376,69.1516,181830.0
2021-11-22,69.9832,71.7942,69.8169,70.3805,226260.0
2021-11-23,70.6947,71.1012,69.8353,69.9555,191781.0
2021-11-24,69.6598,69.8492,68.9853,69.1054,110673.0
2021-11-25,69.6598,69.8492,68.9853,69.1054,110673.0
2021-11-26,66.9894,68.0461,65.5757,66.3704,147251.0
2021-11-27,66.9894,68.0461,65.5757,66.3704,147251.0
2021-11-28,66.9894,68.0461,65.5757,66.3704,147251.0
2021-11-29,67.1188,67.1188,65.6127,65.6959,160055.0
2021-11-30,64.9567,65.779,64.6517,65.2893,199133.0
2021-12-01,66.8693,67.6917,65.2431,65.2431,157637.0
2021-12-02,66.0285,67.627,65.9962,66.9525,144004.0
2021-12-03,67.2482,67.2482,65.9176,66.1948,179634.0
2021-12-04,67.2482,67.2482,65.9176,66.1948,179634.0
2021-12-05,67.2482,67.2482,65.9176,66.1948,179634.0
2021-12-06,67.1465,69.1239,66.6938,68.1722,173031.0
2021-12-07,68.5233,68.6896,66.7862,67.2944,151336.0
2021-12-08,67.2389,67.8672,66.8231,67.7748,145450.0
2021-12-09,67.1188,68.0151,66.897,67.4884,182051.0
2021-12-10,67.7009,68.5418,67.202,68.4309,128912.0
2021-12-11,67.7009,68.5418,67.202,68.4309,128912.0
2021-12-12,67.7009,68.5418,67.202,68.4309,128912.0
2021-12-13,67.8765,68.5325,67.4561,67.8395,247206.0
2021-12-14,68.0161,69.5869,68.0161,68.1463,205390.0
2021-12-15,68.2578,68.6667,66.622,66.7056,551828.0
2021-12-16,67.4864,69.4196,67.0216,68.0719,335712.0
2021-12-17,67.4213,68.4065,66.3524,67.3005,824299.0
2021-12-18,67.4213,68.4065,66.3524,67.3005,824299.0
2021-12-19,67.4213,68.4065,66.3524,67.3005,824299.0
2021-12-20,66.5012,66.9194,65.5903,66.8079,245541.0
2021-12-21,67.5235,68.8433,67.5235,68.5552,178963.0
2021-12-22,68.5087,68.6296,67.6351,68.611,150359.0
2021-12-23,69.0385,69.6612,68.8712,68.9363,115306.0
2021-12-24,69.0385,69.6612,68.8712,68.9363,115306.0
2021-12-25,69.0385,69.6612,68.8712,68.9363,115306.0
2021-12-26,69.0385,69.6612,68.8712,68.9363,115306.0
2021-12-27,69.1965,69.6705,68.6017,69.6241,148601.0
2021-12-28,69.3266,70.1538,69.3266,69.5869,113610.0
2021-12-29,69.6241,70.0888,68.719,69.5962,118711.0
2021-12-30,69.6891,70.1445,69.0478,69.2244,140423.0
2021-12-31,69.0199,69.4568,68.6203,69.2244,135153.0
2022-01-01,69.0199,69.4568,68.6203,69.2244,135153.0
2022-01-02,69.0199,69.4568,68.6203,69.2244,135153.0
2022-01-03,69.5869,70.7208,69.0571,69.8192,195956.0
2022-01-04,70.4234,71.5619,70.1538,70.6743,170655.0
2022-01-05,71.0833,71.5945,70.033,70.1445,168722.0
2022-01-06,70.9253,72.022,70.5442,71.8454,157871.0
2022-01-07,72.1521,72.2915,71.2041,71.7711,297776.0
2022-01-08,72.1521,72.2915,71.2041,71.7711,297776.0
2022-01-09,72.1521,72.2915,71.2041,71.7711,297776.0
2022-01-10,72.4031,72.496,71.4458,72.3938,209856.0
2022-01-11,72.496,72.496,70.7394,71.1762,140467.0
2022-01-12,71.3621,72.0871,70.4791,71.0647,250628.0
2022-01-13,71.4086,72.3659,71.1483,71.4458,139517.0
2022-01-14,70.8881,72.3194,70.4001,72.2637,155475.0
2022-01-15,70.8881,72.3194,70.4001,72.2637,155475.0
2022-01-16,70.8881,72.3194,70.4001,72.2637,155475.0
2022-01-17,70.8881,72.3194,70.4001,72.2637,155475.0
2022-01-18,72.4588,72.496,70.8044,70.9903,175658.0
2022-01-19,70.9067,71.4458,68.9642,69.085,157523.0
2022-01-20,68.7039,69.4707,66.6127,66.7986,298072.0
2022-01-21,66.5476,68.3647,66.0364,66.1108,400012.0
2022-01-22,66.5476,68.3647,66.0364,66.1108,400012.0
2022-01-23,66.5476,68.3647,66.0364,66.1108,400012.0
2022-01-24,65.674,68.7969,65.674,68.36,454965.0
2022-01-25,68.3507,69.7263,67.2447,68.8991,326775.0
2022-01-26,69.2988,69.4056,65.9993,66.622,308563.0
2022-01-27,66.8729,68.0394,65.3208,65.9714,302458.0
2022-01-28,65.8877,66.7521,64.5772,66.3989,278919.0
2022-01-29,65.8877,66.7521,64.5772,66.3989,278919.0
2022-01-30,65.8877,66.7521,64.5772,66.3989,278919.0
2022-01-31,65.7855,66.464,64.6609,66.3803,839685.0
2022-02-01,66.213,66.7614,65.0977,66.6313,216330.0
2022-02-02,66.2502,66.464,65.5531,65.8784,223358.0
2022-02-03,66.0364,66.9194,65.8134,66.2967,191293.0
2022-02-04,66.213,67.2726,65.9481,66.9008,155371.0
2022-02-05,66.213,67.2726,65.9481,66.9008,155371.0
2022-02-06,66.213,67.2726,65.9481,66.9008,155371.0
2022-02-07,66.6963,66.8357,66.3339,66.5941,173566.0
2022-02-08,67.2168,68.5645,66.9194,68.3321,202082.0
2022-02-09,68.5273,68.5273,66.6592,67.0495,165847.0
2022-02-10,66.5941,67.3191,66.0829,66.7707,180111.0
2022-02-11,66.622,67.5328,66.1154,66.6592,183080.0
2022-02-12,66.622,67.5328,66.1154,66.6592,183080.0
2022-02-13,66.622,67.5328,66.1154,66.6592,183080.0
2022-02-14,67.096,67.5235,66.4361,67.0123,238943.0
2022-02-15,67.5514,68.4994,67.3005,68.1184,150125.0
2022-02-16,67.9325,68.6203,67.57,68.2671,137771.0
2022-02-17,67.7652,67.7652,66.6301,66.938,146401.0
2022-02-18,66.7521,68.3321,66.7521,68.1091,200959.0
2022-02-19,66.7521,68.3321,66.7521,68.1091,200959.0
2022-02-20,66.7521,68.3321,66.7521,68.1091,200959.0
2022-02-21,66.7521,68.3321,66.7521,68.1091,200959.0
2022-02-22,68.1741,68.7969,67.7652,67.9232,161107.0
2022-02-23,68.676,68.8247,66.6545,66.8543,134775.0
2022-02-24,65.4974,65.9249,63.9639,65.7297,204573.0
2022-02-25,66.3617,67.9744,66.3107,67.4678,170321.0
2022-02-26,66.3617,67.9744,66.3107,67.4678,170321.0
2022-02-27,66.3617,67.9744,66.3107,67.4678,170321.0
2022-02-28,66.4733,68.0347,66.4082,67.7931,206933.0
2022-03-01,67.2726,67.6365,65.1256,65.9435,268742.0
2022-03-02,66.6127,68.5459,66.6127,68.2206,155707.0
2022-03-03,68.2206,68.8247,67.6629,68.611,156215.0
2022-03-04,67.3098,67.8581,66.8729,67.4306,170298.0
2022-03-05,67.3098,67.8581,66.8729,67.4306,170298.0
2022-03-06,67.3098,67.8581,66.8729,67.4306,170298.0
2022-03-07,67.4492,67.6722,65.6647,65.8598,228759.0
2022-03-08,66.3803,67.4771,65.7204,65.739,224223.0
2022-03-09,66.938,67.6258,66.2409,66.306,171175.0
2022-03-10,65.4137,67.0774,65.4137,66.9845,114914.0
2022-03-11,67.1611,68.1648,66.3153,66.4082,448686.0
2022-03-12,67.1611,68.1648,66.3153,66.4082,448686.0
2022-03-13,67.1611,68.1648,66.3153,66.4082,448686.0
2022-03-14,67.203,68.297,66.7635,67.8014,199783.0
2022-03-15,68.3905,68.83,66.4549,67.1188,179334.0
2022-03-16,67.5209,68.0633,66.7168,67.9417,264834.0
2022-03-17,66.9692,67.6285,66.3053,67.1843,165941.0
2022-03-18,67.6425,67.6425,65.2861,66.9879,436835.0
2022-03-19,67.6425,67.6425,65.2861,66.9879,436835.0
2022-03-20,67.6425,67.6425,65.2861,66.9879,436835.0
2022-03-21,67.3152,67.9171,66.0716,66.8103,154992.0
2022-03-22,67.4087,67.8388,66.8757,66.9786,170631.0
2022-03-23,66.3708,66.8477,64.7251,64.9588,194320.0
2022-03-24,65.3609,65.8191,64.7344,65.4357,123000.0
2022-03-25,65.6508,66.67,65.5105,66.4269,143691.0
2022-03-26,65.6508,66.67,65.5105,66.4269,143691.0
2022-03-27,65.6508,66.67,65.5105,66.4269,143691.0
2022-03-28,66.1744,66.282,65.2487,66.2025,144595.0
2022-03-29,67.1936,67.5209,66.1464,67.1469,242813.0
2022-03-30,67.1843,67.39,65.3329,65.8659,167134.0
2022-03-31,65.6321,66.4082,65.4404,65.5947,209596.0
2022-04-01,66.2305,66.5111,65.5105,66.3801,406158.0
2022-04-02,66.2305,66.5111,65.5105,66.3801,406158.0
2022-04-03,66.2305,66.5111,65.5105,66.3801,406158.0
2022-04-04,66.137,66.137,64.7251,65.4077,230259.0
2022-04-05,65.3235,65.8331,64.3604,64.6129,228714.0
2022-04-06,64.3511,64.8466,64.0051,64.1921,231838.0
2022-04-07,64.2388,64.2388,63.3786,63.6124,261202.0
2022-04-08,63.6591,64.1734,63.1448,63.3225,175669.0
2022-04-09,63.6591,64.1734,63.1448,63.3225,175669.0
2022-04-10,63.6591,64.1734,63.1448,63.3225,175669.0
2022-04-11,63.2664,64.2996,63.2664,63.5843,236053.0
2022-04-12,63.5001,64.2295,63.1822,63.5376,209062.0
2022-04-13,63.6217,64.3511,63.2009,64.3417,133199.0
2022-04-14,64.3137,64.7344,63.2757,63.4627,174408.0
2022-04-15,64.3137,64.7344,63.2757,63.4627,174408.0
2022-04-16,64.3137,64.7344,63.2757,63.4627,174408.0
2022-04-17,64.3137,64.7344,63.2757,63.4627,174408.0
2022-04-18,62.9765,63.7713,62.8737,63.2664,129316.0
2022-04-19,63.5843,65.043,63.5843,64.7625,216982.0
2022-04-20,65.417,65.8752,65.2113,65.2207,132283.0
2022-04-21,65.7817,66.0435,64.5661,64.8186,183097.0
2022-04-22,64.884,64.8887,63.3973,63.4347,219425.0
2022-04-23,64.884,64.8887,63.3973,63.4347,219425.0
2022-04-24,64.884,64.8887,63.3973,63.4347,219425.0
2022-04-25,63.575,64.3791,62.509,64.2856,318672.0
2022-04-26,63.5095,64.5755,62.5464,62.6866,280827.0
2022-04-27,62.4622,62.9111,61.8077,62.0976,318672.0
2022-04-28,62.6492,62.9765,61.5552,62.135,254545.0
2022-04-29,61.8544,62.1396,60.0404,60.2181,873137.0
2022-04-30,61.8544,62.1396,60.0404,60.2181,873137.0
2022-05-01,61.8544,62.1396,60.0404,60.2181,873137.0
2022-05-02,59.0492,60.3583,58.4041,59.0212,442560.0
2022-05-03,58.8061,60.6295,58.4508,60.0965,297778.0
2022-05-04,60.1339,62.7147,60.0872,62.6212,288823.0
2022-05-05,61.9012,62.1163,60.5173,61.1344,188799.0
2022-05-06,61.0503,61.0503,59.4887,60.4705,274614.0
2022-05-07,61.0503,61.0503,59.4887,60.4705,274614.0
2022-05-08,61.0503,61.0503,59.4887,60.4705,274614.0
2022-05-09,59.7879,61.1251,59.7879,60.6763,251445.0
2022-05-10,61.097,61.4524,59.0867,60.0311,277499.0
2022-05-11,60.536,60.8352,59.1568,59.255,198258.0
2022-05-12,59.255,59.6009,58.0487,59.5448,204979.0
2022-05-13,59.9843,60.1526,58.7687,59.3765,188406.0
2022-05-14,59.9843,60.1526,58.7687,59.3765,188406.0
2022-05-15,59.9843,60.1526,58.7687,59.3765,188406.0
2022-05-16,58.8155,59.3485,58.2357,58.8435,227532.0
2022-05-17,59.2737,60.1807,59.2737,60.0591,215464.0
2022-05-18,59.3204,59.6664,58.9557,59.5261,295217.0
2022-05-19,59.0399,59.816,58.7924,58.8809,321692.0
2022-05-20,59.1802,59.8441,58.3573,59.8066,284698.0
2022-05-21,59.1802,59.8441,58.3573,59.8066,284698.0
2022-05-22,59.1802,59.8441,58.3573,59.8066,284698.0
2022-05-23,60.5266,61.311,60.19,60.4051,194338.0
2022-05-24,60.2087,60.6108,59.1521,60.2648,183851.0
2022-05-25,60.1433,61.2186,60.1433,60.4238,149969.0
2022-05-26,60.9755,61.6581,60.882,61.4337,145747.0
2022-05-27,61.7796,62.0415,61.1905,62.0227,147142.0
2022-05-28,61.7796,62.0415,61.1905,62.0227,147142.0
2022-05-29,61.7796,62.0415,61.1905,62.0227,147142.0
