,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity
2021-03-14,66.8626,68.0821,66.7181,67.8653,244820.0
2021-03-15,68.064,69.708,67.9,69.5816,240282.0
2021-03-16,69.1751,70.1868,69.1751,70.0332,207685.0
2021-03-17,69.961,70.1145,67.1788,67.5401,259727.0
2021-03-18,67.2149,67.7479,66.6007,67.4859,254314.0
2021-03-19,67.4136,68.2357,66.2935,67.513,661472.0
2021-03-20,67.4136,68.2357,66.2935,67.513,661472.0
2021-03-21,67.4136,68.2357,66.2935,67.513,661472.0
2021-03-22,66.411,67.4769,64.9115,66.0406,475581.0
2021-03-23,65.5709,67.0462,65.5528,66.2213,274951.0
2021-03-24,66.3658,68.4434,66.1987,67.2691,457511.0
2021-03-25,67.4407,68.317,66.6007,67.9466,257110.0
2021-03-26,68.3621,68.6602,67.2691,67.7388,293538.0
2021-03-27,68.3621,68.6602,67.2691,67.7388,293538.0
2021-03-28,68.3621,68.6602,67.2691,67.7388,293538.0
2021-03-29,67.4317,69.3558,67.4317,68.8951,322763.0
2021-03-30,68.868,68.868,67.8111,68.7054,174107.0
2021-03-31,68.5157,69.7893,68.0008,69.4732,376715.0
2021-04-01,69.428,69.5951,68.3712,69.3829,299681.0
2021-04-02,69.428,69.5951,68.3712,69.3829,299681.0
2021-04-03,69.428,69.5951,68.3712,69.3829,299681.0
2021-04-04,69.428,69.5951,68.3712,69.3829,299681.0
2021-04-05,69.69,70.512,69.3196,69.8435,180567.0
2021-04-06,69.69,70.0965,69.3648,69.8435,199766.0
2021-04-07,70.0513,70.4939,69.5003,69.9068,172710.0
2021-04-08,69.7351,70.6023,69.4732,70.3223,156863.0
2021-04-09,70.25,70.7514,69.9971,70.4488,165041.0
2021-04-10,70.25,70.7514,69.9971,70.4488,165041.0
2021-04-11,70.25,70.7514,69.9971,70.4488,165041.0
2021-04-12,70.7559,71.1262,70.4217,70.801,152505.0
2021-04-13,70.3675,71.0991,70.0513,70.2862,165255.0
2021-04-14,70.4488,71.2256,70.1467,70.6475,143294.0
2021-04-15,70.9004,72.165,70.4217,72.1289,163359.0
2021-04-16,72.5715,73.2219,72.0657,72.8244,177287.0
2021-04-17,72.5715,73.2219,72.0657,72.8244,177287.0
2021-04-18,72.5715,73.2219,72.0657,72.8244,177287.0
2021-04-19,73.1858,73.1858,72.3276,72.7612,246489.0
2021-04-20,72.5986,73.7368,72.5173,73.5019,228063.0
2021-04-21,73.0864,73.6555,72.4722,73.0232,227340.0
2021-04-22,73.2309,73.3574,72.4451,73.3122,203921.0
2021-04-23,73.4116,73.9807,73.0895,73.4026,205739.0
2021-04-24,73.4116,73.9807,73.0895,73.4026,205739.0
2021-04-25,73.4116,73.9807,73.0895,73.4026,205739.0
2021-04-26,73.6013,73.6013,72.2102,72.3096,126105.0
2021-04-27,72.1741,72.3186,71.0269,71.1533,205391.0
2021-04-28,71.1624,71.7405,70.7107,71.3159,256120.0
2021-04-29,71.7676,72.8696,71.6727,72.3457,203375.0
2021-04-30,71.9844,72.7702,71.885,72.6889,271963.0
2021-05-01,71.9844,72.7702,71.885,72.6889,271963.0
2021-05-02,71.9844,72.7702,71.885,72.6889,271963.0
2021-05-03,73.1587,73.6645,72.3457,72.7883,294881.0
2021-05-04,72.5354,72.8244,71.0269,72.0657,411168.0
2021-05-05,71.9482,72.1786,69.6132,70.25,328976.0
2021-05-06,70.4759,71.1804,69.8164,70.5481,290539.0
2021-05-07,70.4849,71.3114,70.241,70.8101,182569.0
2021-05-08,70.4849,71.3114,70.241,70.8101,182569.0
2021-05-09,70.4849,71.3114,70.241,70.8101,182569.0
2021-05-10,71.1082,71.9392,71.063,71.4966,192003.0
2021-05-11,71.3792,71.3792,69.9068,70.7017,291295.0
2021-05-12,71.063,71.063,68.1363,68.3531,372658.0
2021-05-13,68.1815,69.5996,67.9376,69.4641,332635.0
2021-05-14,69.546,69.9283,68.7906,68.9908,218765.0
2021-05-15,69.546,69.9283,68.7906,68.9908,218765.0
2021-05-16,69.546,69.9283,68.7906,68.9908,218765.0
2021-05-17,68.5995,68.8407,67.4709,67.5346,248512.0
2021-05-18,67.216,67.8531,66.6881,67.216,303457.0
2021-05-19,66.8064,67.0385,65.9873,66.4697,164629.0
2021-05-20,66.4515,67.1523,66.142,66.9976,275084.0
2021-05-21,67.3434,67.8804,66.7154,67.3616,862160.0
2021-05-22,67.3434,67.8804,66.7154,67.3616,862160.0
2021-05-23,67.3434,67.8804,66.7154,67.3616,862160.0
2021-05-24,67.5255,68.0534,67.3161,67.6256,220534.0
2021-05-25,67.5346,67.9441,66.8337,67.6074,359815.0
2021-05-26,67.6165,68.4174,67.3525,68.2081,398332.0
2021-05-27,68.4811,68.7269,67.8531,68.0352,388592.0
2021-05-28,68.3901,68.472,67.6165,67.6438,213124.0
2021-05-29,68.3901,68.472,67.6165,67.6438,213124.0
2021-05-30,68.3901,68.472,67.6165,67.6438,213124.0
2021-05-31,68.3901,68.472,67.6165,67.6438,213124.0
2021-06-01,67.5255,67.8167,67.2615,67.8076,237948.0
2021-06-02,68.017,68.6177,67.6074,68.1171,267861.0
2021-06-03,67.9259,68.827,67.6893,68.6905,228251.0
2021-06-04,68.9453,68.9453,68.3446,68.4538,185410.0
2021-06-05,68.9453,68.9453,68.3446,68.4538,185410.0
2021-06-06,68.9453,68.9453,68.3446,68.4538,185410.0
2021-06-07,68.5176,68.9817,68.2445,68.8361,224247.0
2021-06-08,68.9817,69.0364,68.3355,68.7997,204938.0
2021-06-09,69.0181,69.8555,68.6541,69.7736,191730.0
2021-06-10,69.9647,70.6838,69.455,70.6474,240364.0
2021-06-11,70.8203,70.9204,70.2196,70.5563,182735.0
2021-06-12,70.8203,70.9204,70.2196,70.5563,182735.0
2021-06-13,70.8203,70.9204,70.2196,70.5563,182735.0
2021-06-14,70.5381,70.702,70.083,70.2833,172656.0
2021-06-15,70.4016,70.9204,70.0921,70.6109,188545.0
2021-06-16,70.6929,70.9659,70.0284,70.8567,325768.0
2021-06-17,70.8476,71.867,70.4744,71.0751,224099.0
2021-06-18,70.8021,70.8021,67.8986,67.935,408937.0
2021-06-19,70.8021,70.8021,67.8986,67.935,408937.0
2021-06-20,70.8021,70.8021,67.8986,67.935,408937.0
2021-06-21,68.1717,69.1092,67.8622,68.918,164793.0
2021-06-22,68.6632,68.6632,67.935,68.0261,228347.0
2021-06-23,67.9259,67.9259,66.7973,66.9794,272281.0
2021-06-24,67.2615,67.2797,66.6199,67.2251,215566.0
2021-06-25,66.9339,68.8725,66.6517,68.7087,932820.0
2021-06-26,66.9339,68.8725,66.6517,68.7087,932820.0
2021-06-27,66.9339,68.8725,66.6517,68.7087,932820.0
2021-06-28,68.7178,69.1638,68.2627,69.1274,262427.0
2021-06-29,69.0819,69.3367,68.0352,68.2536,229688.0
2021-06-30,68.0079,68.2764,67.4071,67.4618,230405.0
2021-07-01,67.753,68.5012,67.4254,67.9715,184913.0
2021-07-02,67.9806,68.2354,67.3798,67.8076,114314.0
2021-07-03,67.9806,68.2354,67.3798,67.8076,114314.0
2021-07-04,67.9806,68.2354,67.3798,67.8076,114314.0
2021-07-05,67.9806,68.2354,67.3798,67.8076,114314.0
2021-07-06,67.662,67.662,65.9964,67.0704,289260.0
2021-07-07,66.8428,67.4709,66.7518,67.3525,384841.0
2021-07-08,66.7336,67.2251,66.2694,66.4788,169653.0
2021-07-09,66.9066,67.2388,66.1966,66.3878,413973.0
2021-07-10,66.9066,67.2388,66.1966,66.3878,413973.0
2021-07-11,66.9066,67.2388,66.1966,66.3878,413973.0
2021-07-12,65.9509,67.307,65.8053,67.0522,235011.0
2021-07-13,66.7154,67.3116,66.5061,66.679,180744.0
2021-07-14,66.9157,67.1978,66.2421,66.9339,165005.0
2021-07-15,66.5698,67.6165,66.4879,67.5346,157772.0
2021-07-16,67.8167,68.7542,67.6165,67.9259,268018.0
2021-07-17,67.8167,68.7542,67.6165,67.9259,268018.0
2021-07-18,67.8167,68.7542,67.6165,67.9259,268018.0
2021-07-19,67.3707,67.9077,65.7506,66.4697,355547.0
2021-07-20,66.2603,67.6711,66.0874,67.0249,361301.0
2021-07-21,67.4527,67.8713,66.5652,66.7791,203541.0
2021-07-22,66.5425,66.6699,65.5413,65.8963,209995.0
2021-07-23,66.0055,67.3161,65.96,67.2888,130100.0
2021-07-24,66.0055,67.3161,65.96,67.2888,130100.0
2021-07-25,66.0055,67.3161,65.96,67.2888,130100.0
2021-07-26,67.4618,67.4891,66.9703,67.2251,136054.0
2021-07-27,67.0431,68.9544,66.7655,68.9089,204259.0
2021-07-28,69.0819,69.1092,67.5983,68.3719,191253.0
2021-07-29,68.6996,68.8088,67.7712,67.8804,154803.0
2021-07-30,68.1171,68.6632,66.9703,67.1523,170728.0
2021-07-31,68.1171,68.6632,66.9703,67.1523,170728.0
2021-08-01,68.1171,68.6632,66.9703,67.1523,170728.0
2021-08-02,67.4254,68.2718,67.2888,67.6347,179014.0
2021-08-03,67.6347,68.554,66.8929,68.1535,186533.0
2021-08-04,66.8701,67.307,65.9145,67.1887,197446.0
2021-08-05,67.0249,67.8986,66.8793,67.8258,168107.0
2021-08-06,67.9077,68.5449,67.5164,67.5801,233781.0
2021-08-07,67.9077,68.5449,67.5164,67.5801,233781.0
2021-08-08,67.9077,68.5449,67.5164,67.5801,233781.0
2021-08-09,67.6802,67.8622,67.0249,67.4618,125685.0
2021-08-10,67.753,67.753,66.943,67.2615,98033.0
2021-08-11,67.3798,67.7095,67.216,67.5255,111822.0
2021-08-12,67.6447,67.6447,66.81,66.8558,85247.0
2021-08-13,66.7091,67.5805,66.6632,67.1585,68873.0
2021-08-14,66.7091,67.5805,66.6632,67.1585,68873.0
2021-08-15,66.7091,67.5805,66.6632,67.1585,68873.0
2021-08-16,66.9934,67.8649,66.732,66.9109,168054.0
2021-08-17,66.5348,67.1677,66.3329,67.0943,109035.0
2021-08-18,66.9476,66.9476,66.1036,66.1862,137443.0
2021-08-19,65.8009,66.5715,65.5991,66.1128,166267.0
2021-08-20,66.0119,66.7091,65.9844,66.5715,166509.0
2021-08-21,66.0119,66.7091,65.9844,66.5715,166509.0
2021-08-22,66.0119,66.7091,65.9844,66.5715,166509.0
2021-08-23,66.5898,66.9566,66.0486,66.3054,118597.0
2021-08-24,66.2779,66.6907,65.1863,66.6357,266413.0
2021-08-25,66.6632,66.9017,66.1953,66.232,189752.0
2021-08-26,66.0577,66.0577,64.9569,64.9661,149491.0
2021-08-27,64.9753,66.1265,64.9753,65.8192,266641.0
2021-08-28,64.9753,66.1265,64.9753,65.8192,266641.0
2021-08-29,64.9753,66.1265,64.9753,65.8192,266641.0
2021-08-30,65.8009,65.9935,65.3514,65.7825,139937.0
2021-08-31,65.5073,65.9477,65.2963,65.8834,154570.0
2021-09-01,66.2504,67.342,65.8743,66.7824,178202.0
2021-09-02,66.9109,67.4062,66.5531,67.3604,224434.0
2021-09-03,67.076,67.076,66.0119,66.0761,218805.0
2021-09-04,67.076,67.076,66.0119,66.0761,218805.0
2021-09-05,67.076,67.076,66.0119,66.0761,218805.0
2021-09-06,67.076,67.076,66.0119,66.0761,218805.0
2021-09-07,65.8926,65.9752,64.4157,64.4616,228560.0
2021-09-08,64.1313,66.0394,63.7919,65.8009,206500.0
2021-09-09,65.7458,65.7458,64.7414,64.856,217218.0
2021-09-10,65.1312,65.1771,62.8012,62.8379,313090.0
2021-09-11,65.1312,65.1771,62.8012,62.8379,313090.0
2021-09-12,65.1312,65.1771,62.8012,62.8379,313090.0
2021-09-13,63.2415,63.7644,61.7095,62.4709,234284.0
2021-09-14,62.7828,62.7828,60.783,61.2967,205054.0
2021-09-15,61.2325,61.5261,59.884,59.9666,239792.0
2021-09-16,60.0492,60.2418,59.1869,59.407,258925.0
2021-09-17,59.4804,59.9758,58.93,58.9392,1182728.0
2021-09-18,59.4804,59.9758,58.93,58.9392,1182728.0
2021-09-19,59.4804,59.9758,58.93,58.9392,1182728.0
2021-09-20,58.6823,59.407,57.8842,58.6915,241945.0
2021-09-21,59.0309,59.8657,58.6796,58.8658,253004.0
2021-09-22,59.2052,59.8382,58.7098,59.2052,447965.0
2021-09-23,59.3703,59.9666,59.141,59.3153,245017.0
2021-09-24,59.3061,60.0033,58.4438,58.5631,237473.0
2021-09-25,59.3061,60.0033,58.4438,58.5631,237473.0
2021-09-26,59.3061,60.0033,58.4438,58.5631,237473.0
2021-09-27,58.7098,59.7235,58.2603,58.5355,249233.0
2021-09-28,58.664,58.7832,57.3522,58.0677,518580.0
2021-09-29,58.086,59.5538,57.7741,59.1502,315245.0
2021-09-30,59.4529,59.5446,58.0585,58.1319,258186.0
2021-10-01,58.6456,59.6364,57.9989,59.6364,559064.0
2021-10-02,58.6456,59.6364,57.9989,59.6364,559064.0
2021-10-03,58.6456,59.6364,57.9989,59.6364,559064.0
2021-10-04,59.5813,62.1866,58.9759,61.8013,435252.0
2021-10-05,61.7325,62.0581,61.2784,61.7187,376035.0
2021-10-06,61.3059,61.7829,60.0125,61.7829,179935.0
2021-10-07,61.8013,62.2416,61.6224,61.9022,286346.0
2021-10-08,61.8471,62.5352,61.4343,62.1132,147767.0
2021-10-09,61.8471,62.5352,61.4343,62.1132,147767.0
2021-10-10,61.8471,62.5352,61.4343,62.1132,147767.0
2021-10-11,62.2416,62.9388,61.9022,62.6361,236287.0
2021-10-12,62.5994,63.4525,62.4709,62.8837,228321.0
2021-10-13,62.6452,63.1039,62.1315,62.9846,183157.0
2021-10-14,63.746,64.0212,62.6819,63.2598,245615.0
2021-10-15,63.7369,63.8561,62.2508,62.2691,260817.0
2021-10-16,63.7369,63.8561,62.2508,62.2691,260817.0
2021-10-17,63.7369,63.8561,62.2508,62.2691,260817.0
2021-10-18,61.7829,62.3425,60.8656,60.8748,279152.0
2021-10-19,61.2417,61.5582,60.4069,61.4894,172619.0
2021-10-20,61.4619,62.6819,61.3004,62.4985,146973.0
2021-10-21,62.3517,62.7929,61.6637,61.9389,151936.0
2021-10-22,62.0031,62.581,61.7371,62.3333,167697.0
2021-10-23,62.0031,62.581,61.7371,62.3333,167697.0
2021-10-24,62.0031,62.581,61.7371,62.3333,167697.0
2021-10-25,62.3792,63.3699,61.7921,63.3241,206178.0
2021-10-26,63.2048,63.6635,62.6544,62.8195,170085.0
2021-10-27,62.6085,62.6085,61.4068,61.682,213063.0
2021-10-28,61.6453,62.3104,61.4252,61.8013,160934.0
2021-10-29,61.7738,62.2416,61.1546,61.7371,285696.0
2021-10-30,61.7738,62.2416,61.1546,61.7371,285696.0
2021-10-31,61.7738,62.2416,61.1546,61.7371,285696.0
2021-11-01,61.7829,63.9937,61.7462,63.6635,332964.0
2021-11-02,64.5258,64.5258,61.9481,62.9755,354602.0
2021-11-03,62.7461,63.4158,62.2141,63.2965,205562.0
2021-11-04,63.7277,64.2022,62.9846,63.5717,216294.0
2021-11-05,64.168,64.8744,63.1773,63.5442,202532.0
2021-11-06,64.168,64.8744,63.1773,63.5442,202532.0
2021-11-07,64.168,64.8744,63.1773,63.5442,202532.0
2021-11-08,63.6727,63.6727,61.9481,63.2415,192941.0
2021-11-09,63.4341,63.4341,62.6819,62.8287,216263.0
2021-11-10,63.0122,63.5717,62.9113,63.0764,287411.0
2021-11-11,63.0122,63.214,61.7279,62.0765,430932.0
2021-11-12,62.0117,62.5114,61.7484,61.8914,228641.0
2021-11-13,62.0117,62.5114,61.7484,61.8914,228641.0
2021-11-14,62.0117,62.5114,61.7484,61.8914,228641.0
2021-11-15,62.2708,63.8437,62.0302,63.816,230171.0
2021-11-16,63.5939,63.8067,62.317,62.9925,205693.0
2021-11-17,62.7519,63.1313,62.169,63.0943,180631.0
2021-11-18,62.8722,63.3348,61.7156,62.1875,200202.0
2021-11-19,61.8914,63.0573,61.8914,62.8722,185491.0
2021-11-20,61.8914,63.0573,61.8914,62.8722,185491.0
2021-11-21,61.8914,63.0573,61.8914,62.8722,185491.0
2021-11-22,63.0295,63.779,62.4651,62.8537,206257.0
2021-11-23,62.8074,63.6217,62.5021,62.8907,160351.0
2021-11-24,62.8907,63.5199,62.4929,63.4459,189395.0
2021-11-25,62.8907,63.5199,62.4929,63.4459,189395.0
2021-11-26,62.1135,62.4651,60.5313,61.0957,152020.0
2021-11-27,62.1135,62.4651,60.5313,61.0957,152020.0
2021-11-28,62.1135,62.4651,60.5313,61.0957,152020.0
2021-11-29,61.179,62.28,60.7626,61.7156,211415.0
2021-11-30,61.0679,61.1096,59.7726,59.9946,271426.0
2021-12-01,60.9569,62.1412,59.5597,59.68,274035.0
2021-12-02,60.1057,61.8174,59.8928,61.29,276943.0
2021-12-03,61.8082,61.9007,61.1327,61.6138,286072.0
2021-12-04,61.8082,61.9007,61.1327,61.6138,286072.0
2021-12-05,61.8082,61.9007,61.1327,61.6138,286072.0
2021-12-06,62.5854,64.6256,62.5854,64.3989,311158.0
2021-12-07,64.5284,65.0188,64.1213,64.4637,291148.0
2021-12-08,64.4359,65.2964,64.1301,65.2687,309853.0
2021-12-09,65.0559,65.6434,64.3712,65.4167,278891.0
2021-12-10,65.9626,67.1932,65.3797,67.0915,436077.0
2021-12-11,65.9626,67.1932,65.3797,67.0915,436077.0
2021-12-12,65.9626,67.1932,65.3797,67.0915,436077.0
2021-12-13,67.0915,68.5164,66.911,67.7114,393243.0
2021-12-14,67.5448,68.1278,67.0174,67.1285,428528.0
2021-12-15,67.8964,68.8217,67.5911,68.8125,356867.0
2021-12-16,69.1548,69.8488,68.5904,69.5897,342891.0
2021-12-17,69.5064,70.8897,69.1733,69.821,736761.0
2021-12-18,69.5064,70.8897,69.1733,69.821,736761.0
2021-12-19,69.5064,70.8897,69.1733,69.821,736761.0
2021-12-20,69.3214,69.8765,68.0907,69.784,235169.0
2021-12-21,70.3207,70.9036,68.7014,68.868,270737.0
2021-12-22,68.6552,69.3491,68.1,69.3214,201509.0
2021-12-23,69.8303,70.3947,69.5399,70.0523,139031.0
2021-12-24,69.8303,70.3947,69.5399,70.0523,139031.0
2021-12-25,69.8303,70.3947,69.5399,70.0523,139031.0
2021-12-26,69.8303,70.3947,69.5399,70.0523,139031.0
2021-12-27,70.4409,70.5797,69.6915,70.5612,114506.0
2021-12-28,70.4502,70.9591,69.8904,70.0801,178223.0
2021-12-29,70.4317,71.1071,69.7377,71.0794,262601.0
2021-12-30,70.8388,72.0972,70.8388,71.6715,213212.0
2021-12-31,71.579,72.1804,71.2089,71.7918,179796.0
2022-01-01,71.579,72.1804,71.2089,71.7918,179796.0
2022-01-02,71.579,72.1804,71.2089,71.7918,179796.0
2022-01-03,71.9399,72.236,70.6417,71.3662,223961.0
2022-01-04,71.6808,72.5228,71.1256,71.8196,204195.0
2022-01-05,71.8196,72.7911,71.7178,72.4395,304409.0
2022-01-06,73.5128,73.5961,72.5691,72.9854,333453.0
2022-01-07,72.9762,73.4666,72.7171,73.0687,229212.0
2022-01-08,72.9762,73.4666,72.7171,73.0687,229212.0
2022-01-09,72.9762,73.4666,72.7171,73.0687,229212.0
2022-01-10,72.8651,73.5313,72.5043,73.3833,400249.0
2022-01-11,73.5128,73.7071,71.5328,73.3093,346837.0
2022-01-12,73.0132,73.2353,72.1625,72.4025,353011.0
2022-01-13,72.5413,73.8459,72.0879,73.3926,270648.0
2022-01-14,73.189,74.6879,72.7449,74.4196,305783.0
2022-01-15,73.189,74.6879,72.7449,74.4196,305783.0
2022-01-16,73.189,74.6879,72.7449,74.4196,305783.0
2022-01-17,73.189,74.6879,72.7449,74.4196,305783.0
2022-01-18,74.0217,75.0858,72.879,74.216,302607.0
2022-01-19,75.0303,75.479,73.6516,73.6886,536296.0
2022-01-20,73.8737,73.8737,72.0324,72.1249,297427.0
2022-01-21,72.8281,73.263,71.357,71.542,396037.0
2022-01-22,72.8281,73.263,71.357,71.542,396037.0
2022-01-23,72.8281,73.263,71.357,71.542,396037.0
2022-01-24,71.2182,71.4402,67.952,69.4787,540783.0
2022-01-25,68.6552,70.9221,67.8872,70.2281,408381.0
2022-01-26,70.2281,71.3847,69.2566,70.552,385298.0
2022-01-27,70.7787,72.1619,69.9968,71.0239,174093.0
2022-01-28,70.663,71.9121,70.3021,71.7086,290131.0
2022-01-29,70.663,71.9121,70.3021,71.7086,290131.0
2022-01-30,70.663,71.9121,70.3021,71.7086,290131.0
2022-01-31,71.0886,72.3192,70.3484,72.0694,258011.0
2022-02-01,72.2082,72.4673,70.9082,71.8844,213499.0
2022-02-02,71.4125,72.2128,71.2737,72.0509,239345.0
2022-02-03,71.6901,72.6153,71.1534,72.4395,195125.0
2022-02-04,71.7918,72.0879,70.3762,71.3014,192142.0
2022-02-05,71.7918,72.0879,70.3762,71.3014,192142.0
2022-02-06,71.7918,72.0879,70.3762,71.3014,192142.0
2022-02-07,71.1071,71.3662,70.3762,70.8758,165048.0
2022-02-08,71.1441,71.9584,70.552,70.9776,247677.0
2022-02-09,71.3662,71.5975,70.2096,70.5427,215945.0
2022-02-10,69.5804,70.4594,68.4701,68.8495,224751.0
2022-02-11,68.8495,70.3854,68.7662,69.673,188928.0
2022-02-12,68.8495,70.3854,68.7662,69.673,188928.0
2022-02-13,68.8495,70.3854,68.7662,69.673,188928.0
2022-02-14,69.9876,69.9876,68.1278,69.3769,213969.0
2022-02-15,69.6174,70.2004,68.3868,68.7569,194537.0
2022-02-16,69.0253,70.2559,68.8957,69.5619,277246.0
2022-02-17,70.2096,71.3949,69.2843,71.2274,340237.0
2022-02-18,70.8851,71.6577,70.8343,71.2089,438112.0
2022-02-19,70.8851,71.6577,70.8343,71.2089,438112.0
2022-02-20,70.8851,71.6577,70.8343,71.2089,438112.0
2022-02-21,70.8851,71.6577,70.8343,71.2089,438112.0
2022-02-22,71.616,72.31,70.5242,71.579,349759.0
2022-02-23,71.616,72.0046,70.0431,70.3854,551158.0
2022-02-24,71.3276,74.2195,70.4787,72.4004,610500.0
2022-02-25,73.2866,76.2252,73.268,75.7587,605474.0
2022-02-26,73.2866,76.2252,73.268,75.7587,605474.0
2022-02-27,73.2866,76.2252,73.268,75.7587,605474.0
2022-02-28,75.0404,77.9323,75.0404,77.5126,503445.0
2022-03-01,77.3353,78.2495,75.9826,76.8222,692692.0
2022-03-02,76.8875,78.9865,76.561,78.4921,382853.0
2022-03-03,78.8746,80.078,78.3335,80.022,283515.0
2022-03-04,79.7515,81.5239,78.9119,81.4959,341023.0
2022-03-05,79.7515,81.5239,78.9119,81.4959,341023.0
2022-03-06,79.7515,81.5239,78.9119,81.4959,341023.0
2022-03-07,82.1023,83.0352,80.619,82.9046,682359.0
2022-03-08,83.0445,83.4643,82.3262,82.5314,609112.0
2022-03-09,83.1285,83.1285,78.0163,78.2122,648384.0
2022-03-10,77.8391,80.647,77.7738,80.2925,501015.0
2022-03-11,80.4045,81.9297,79.9007,80.3672,255794.0
2022-03-12,80.4045,81.9297,79.9007,80.3672,255794.0
2022-03-13,80.4045,81.9297,79.9007,80.3672,255794.0
2022-03-14,80.8243,80.8243,78.7439,80.0686,269441.0
2022-03-15,80.4884,80.6657,79.0518,79.3876,198002.0
2022-03-16,79.5089,79.6022,76.589,77.8484,536599.0
2022-03-17,77.923,79.0285,77.2047,78.2402,296350.0
2022-03-18,78.604,78.604,76.1506,76.9622,527195.0
2022-03-19,78.604,78.604,76.1506,76.9622,527195.0
2022-03-20,78.604,78.604,76.1506,76.9622,527195.0
2022-03-21,76.9808,78.8372,76.9808,78.8092,320820.0
2022-03-22,78.9305,79.1731,77.5965,77.951,205966.0
2022-03-23,78.0909,78.0909,76.6636,77.6805,252049.0
2022-03-24,77.9697,78.8092,77.6338,78.548,153512.0
2022-03-25,78.8839,81.0108,78.604,81.0108,185960.0
2022-03-26,78.8839,81.0108,78.604,81.0108,185960.0
2022-03-27,78.8839,81.0108,78.604,81.0108,185960.0
2022-03-28,80.731,81.6452,80.3205,81.3467,237866.0
2022-03-29,81.6545,81.9251,80.3485,81.8224,188579.0
2022-03-30,82.1116,82.7646,81.8551,82.5594,211029.0
2022-03-31,82.5874,83.6136,82.3075,82.3169,243498.0
2022-04-01,82.2702,83.6136,82.0743,83.5203,271421.0
2022-04-02,82.2702,83.6136,82.0743,83.5203,271421.0
2022-04-03,82.2702,83.6136,82.0743,83.5203,271421.0
2022-04-04,82.9512,83.5414,80.759,82.4475,526773.0
2022-04-05,82.121,83.8561,82.121,83.1285,294187.0
2022-04-06,82.9419,85.5633,82.9419,85.2368,353096.0
2022-04-07,85.5446,85.6286,83.6975,84.3878,324767.0
2022-04-08,84.3785,86.067,83.8468,85.7125,354218.0
2022-04-09,84.3785,86.067,83.8468,85.7125,354218.0
2022-04-10,84.3785,86.067,83.8468,85.7125,354218.0
2022-04-11,85.9271,85.9271,84.4531,84.4905,267868.0
2022-04-12,84.4625,85.358,83.968,84.7983,201157.0
2022-04-13,84.733,85.2181,83.0258,83.4923,234526.0
2022-04-14,83.9401,84.3785,83.0445,83.0445,259643.0
2022-04-15,83.9401,84.3785,83.0445,83.0445,259643.0
2022-04-16,83.9401,84.3785,83.0445,83.0445,259643.0
2022-04-17,83.9401,84.3785,83.0445,83.0445,259643.0
2022-04-18,83.2124,85.1248,82.0743,82.4941,274081.0
2022-04-19,82.7926,84.0427,82.6247,82.7926,187232.0
2022-04-20,83.4736,84.2199,83.1891,83.2124,222647.0
2022-04-21,83.1751,84.5464,82.802,82.9605,266577.0
2022-04-22,82.8299,83.6042,82.3542,82.4568,184734.0
2022-04-23,82.8299,83.6042,82.3542,82.4568,184734.0
2022-04-24,82.8299,83.6042,82.3542,82.4568,184734.0
2022-04-25,82.662,82.9792,80.1153,81.8411,283391.0
2022-04-26,81.328,82.4568,80.6284,81.8784,285317.0
2022-04-27,82.2609,83.0632,81.1414,81.4866,420516.0
2022-04-28,81.9344,82.4148,80.8522,81.6918,319766.0
2022-04-29,80.4511,80.4978,78.4408,78.7066,422331.0
2022-04-30,80.4511,80.4978,78.4408,78.7066,422331.0
2022-05-01,80.4511,80.4978,78.4408,78.7066,422331.0
2022-05-02,79.2477,79.5182,76.3465,77.0834,368198.0
2022-05-03,79.2384,80.4325,77.0648,77.4193,411674.0
2022-05-04,77.6618,80.1852,77.6525,80.0593,346560.0
2022-05-05,79.7515,80.6097,78.3521,79.0984,249894.0
2022-05-06,78.4734,80.2645,78.3148,79.4156,249525.0
2022-05-07,78.4734,80.2645,78.3148,79.4156,249525.0
2022-05-08,78.4734,80.2645,78.3148,79.4156,249525.0
2022-05-09,79.2104,80.6937,78.5574,79.6862,274537.0
2022-05-10,79.8727,80.8616,77.9417,78.9958,257282.0
2022-05-11,79.4529,80.619,78.7822,78.9119,271515.0
2022-05-12,79.2757,79.7141,78.0863,79.6115,292611.0
2022-05-13,79.7431,80.1738,78.4275,79.7807,242629.0
2022-05-14,79.7431,80.1738,78.4275,79.7807,242629.0
2022-05-15,79.7431,80.1738,78.4275,79.7807,242629.0
2022-05-16,79.8464,81.1291,79.8464,80.7767,203947.0
2022-05-17,81.209,82.3742,79.5269,82.2709,316030.0
2022-05-18,83.3515,84.061,81.6695,82.1017,394171.0
2022-05-19,81.3688,81.6883,79.8652,80.9459,329460.0
2022-05-20,80.8049,80.9224,79.5082,80.523,280401.0
2022-05-21,80.8049,80.9224,79.5082,80.523,280401.0
2022-05-22,80.8049,80.9224,79.5082,80.523,280401.0
2022-05-23,81.4345,81.989,80.3821,81.4251,180763.0
2022-05-24,81.0211,83.3703,80.8895,83.2858,203556.0
2022-05-25,83.2858,83.7556,82.1299,82.8347,251632.0
2022-05-26,83.4455,83.4455,82.6468,82.8911,175435.0
2022-05-27,82.9944,83.2576,82.0829,82.6937,211976.0
2022-05-28,82.9944,83.2576,82.0829,82.6937,211976.0
2022-05-29,82.9944,83.2576,82.0829,82.6937,211976.0
