,NBTB US Equity,NBTB US Equity,NBTB US Equity,NBTB US Equity,NBTB US Equity
2021-03-15,38.6475,38.6475,37.0201,37.6565,153527.0
2021-03-16,37.4202,37.802,37.002,37.4383,170097.0
2021-03-17,37.1201,37.8384,36.7065,37.0565,142868.0
2021-03-18,37.5565,38.2929,36.8019,37.1565,158480.0
2021-03-19,36.4474,37.6747,35.811,37.5293,592776.0
2021-03-20,36.4474,37.6747,35.811,37.5293,592776.0
2021-03-21,36.4474,37.6747,35.811,37.5293,592776.0
2021-03-22,37.1201,37.1201,36.0201,36.2837,114469.0
2021-03-23,35.811,36.1837,35.0019,35.2473,161461.0
2021-03-24,35.7292,36.6947,35.0564,35.3382,135107.0
2021-03-25,35.12,36.1201,34.5564,35.9837,118912.0
2021-03-26,36.3928,37.1474,36.0201,37.0565,95579.0
2021-03-27,36.3928,37.1474,36.0201,37.0565,95579.0
2021-03-28,36.3928,37.1474,36.0201,37.0565,95579.0
2021-03-29,36.6201,37.6384,36.1656,36.4474,179842.0
2021-03-30,36.7747,37.4111,36.6383,36.7019,115363.0
2021-03-31,36.5201,37.2111,35.9474,36.2746,195112.0
2021-04-01,36.0383,36.1201,35.5201,35.9474,128247.0
2021-04-02,36.0383,36.1201,35.5201,35.9474,128247.0
2021-04-03,36.0383,36.1201,35.5201,35.9474,128247.0
2021-04-04,36.0383,36.1201,35.5201,35.9474,128247.0
2021-04-05,36.5838,37.0929,35.8019,36.1928,192173.0
2021-04-06,36.1201,36.3201,35.6292,35.8019,137012.0
2021-04-07,35.9655,35.9928,35.3519,35.6564,157880.0
2021-04-08,35.5564,35.6746,35.0019,35.6292,147753.0
2021-04-09,35.8292,35.911,35.4928,35.7928,123176.0
2021-04-10,35.8292,35.911,35.4928,35.7928,123176.0
2021-04-11,35.8292,35.911,35.4928,35.7928,123176.0
2021-04-12,35.9383,36.0928,35.6473,35.8928,96605.0
2021-04-13,35.6201,35.9155,35.02,35.0291,96110.0
2021-04-14,35.0109,35.811,35.0109,35.4564,92220.0
2021-04-15,35.4337,35.6019,34.7109,35.3201,84783.0
2021-04-16,35.7928,35.911,35.2473,35.5473,77142.0
2021-04-17,35.7928,35.911,35.2473,35.5473,77142.0
2021-04-18,35.7928,35.911,35.2473,35.5473,77142.0
2021-04-19,35.4928,35.9724,35.0109,35.4837,98114.0
2021-04-20,35.1564,35.3655,34.2291,34.2473,128894.0
2021-04-21,34.2291,35.0928,34.2291,34.9928,99260.0
2021-04-22,34.9291,35.2019,34.5382,34.5473,99189.0
2021-04-23,34.5473,36.0292,34.5473,35.8201,174662.0
2021-04-24,34.5473,36.0292,34.5473,35.8201,174662.0
2021-04-25,34.5473,36.0292,34.5473,35.8201,174662.0
2021-04-26,35.8292,36.3428,35.0837,35.3291,110087.0
2021-04-27,35.811,36.011,34.52,35.0382,166430.0
2021-04-28,35.0291,35.7201,34.72,34.7291,82495.0
2021-04-29,35.1473,35.5564,34.8473,34.9746,116282.0
2021-04-30,34.6109,35.0928,34.3609,34.4473,213685.0
2021-05-01,34.6109,35.0928,34.3609,34.4473,213685.0
2021-05-02,34.6109,35.0928,34.3609,34.4473,213685.0
2021-05-03,35.2019,35.4564,34.72,35.2564,218674.0
2021-05-04,34.9382,35.6019,34.9382,35.3564,89081.0
2021-05-05,35.3473,35.4291,34.9109,35.311,81415.0
2021-05-06,35.4019,36.2565,35.2291,36.1837,117581.0
2021-05-07,36.0928,36.311,35.6837,35.9837,94655.0
2021-05-08,36.0928,36.311,35.6837,35.9837,94655.0
2021-05-09,36.0928,36.311,35.6837,35.9837,94655.0
2021-05-10,36.0655,36.4731,35.2928,35.3564,105458.0
2021-05-11,35.1019,35.7383,34.8746,35.1837,87332.0
2021-05-12,35.2837,35.6564,34.42,34.5291,99289.0
2021-05-13,34.42,36.6565,34.42,36.411,191748.0
2021-05-14,36.911,36.911,36.2656,36.7019,110267.0
2021-05-15,36.911,36.911,36.2656,36.7019,110267.0
2021-05-16,36.911,36.911,36.2656,36.7019,110267.0
2021-05-17,36.4747,36.9656,36.3019,36.902,98783.0
2021-05-18,36.711,36.9474,36.1837,36.1837,114942.0
2021-05-19,35.811,36.3019,35.1246,36.2565,141927.0
2021-05-20,36.0474,36.2201,35.5655,36.1474,173725.0
2021-05-21,36.4837,37.3383,36.1837,37.0201,570903.0
2021-05-22,36.4837,37.3383,36.1837,37.0201,570903.0
2021-05-23,36.4837,37.3383,36.1837,37.0201,570903.0
2021-05-24,37.3292,37.3292,36.111,36.4474,137736.0
2021-05-25,36.3837,36.6565,35.12,35.12,141070.0
2021-05-26,35.0473,35.6064,35.0109,35.4837,79610.0
2021-05-27,35.9292,36.1974,35.6382,35.811,140185.0
2021-05-28,35.9391,35.9391,34.7857,35.692,92641.0
2021-05-29,35.9391,35.9391,34.7857,35.692,92641.0
2021-05-30,35.9391,35.9391,34.7857,35.692,92641.0
2021-05-31,35.9391,35.9391,34.7857,35.692,92641.0
2021-06-01,35.8842,36.168,35.7652,35.8659,160661.0
2021-06-02,35.9849,36.1634,35.4356,35.518,97803.0
2021-06-03,35.518,35.7377,35.2617,35.6096,121765.0
2021-06-04,35.518,35.9025,34.9322,35.3899,79491.0
2021-06-05,35.518,35.9025,34.9322,35.3899,79491.0
2021-06-06,35.518,35.9025,34.9322,35.3899,79491.0
2021-06-07,35.3441,35.7377,35.1519,35.4906,76781.0
2021-06-08,35.6096,35.9666,35.2526,35.756,117170.0
2021-06-09,35.2434,35.5913,35.2068,35.2983,186397.0
2021-06-10,35.5363,35.7011,34.7765,34.8315,100797.0
2021-06-11,35.0146,35.3807,34.6667,34.6942,107243.0
2021-06-12,35.0146,35.3807,34.6667,34.6942,107243.0
2021-06-13,35.0146,35.3807,34.6667,34.6942,107243.0
2021-06-14,34.7308,34.7949,34.2181,34.6301,147676.0
2021-06-15,34.8498,35.5821,34.6484,35.1885,145083.0
2021-06-16,34.9688,35.9849,34.6209,35.7286,135796.0
2021-06-17,35.756,35.9117,34.4104,34.5385,186309.0
2021-06-18,33.9527,34.5202,33.019,33.1013,350551.0
2021-06-19,33.9527,34.5202,33.019,33.1013,350551.0
2021-06-20,33.9527,34.5202,33.019,33.1013,350551.0
2021-06-21,33.2478,34.3921,33.2295,34.09,126679.0
2021-06-22,34.0808,34.2685,33.3485,33.7604,101488.0
2021-06-23,33.6781,33.9801,33.376,33.4584,165985.0
2021-06-24,33.8611,34.122,33.4034,34.1083,77305.0
2021-06-25,34.0076,34.4745,33.884,34.1998,365320.0
2021-06-26,34.0076,34.4745,33.884,34.1998,365320.0
2021-06-27,34.0076,34.4745,33.884,34.1998,365320.0
2021-06-28,33.8886,33.9893,32.9,32.9183,129599.0
2021-06-29,33.1654,33.1746,32.9274,32.9732,161970.0
2021-06-30,32.8084,33.2387,32.8084,32.9274,108621.0
2021-07-01,33.019,33.2478,32.8816,33.0373,112164.0
2021-07-02,32.9549,33.0098,32.5612,32.5796,131769.0
2021-07-03,32.9549,33.0098,32.5612,32.5796,131769.0
2021-07-04,32.9549,33.0098,32.5612,32.5796,131769.0
2021-07-05,32.9549,33.0098,32.5612,32.5796,131769.0
2021-07-06,32.4056,32.4056,31.5268,31.8564,190386.0
2021-07-07,31.5543,32.3324,31.5543,31.774,211287.0
2021-07-08,31.2522,31.417,30.6023,30.886,257866.0
2021-07-09,32.3278,32.3278,31.3621,31.8381,183128.0
2021-07-10,32.3278,32.3278,31.3621,31.8381,183128.0
2021-07-11,32.3278,32.3278,31.3621,31.8381,183128.0
2021-07-12,31.4811,32.0578,31.2156,31.9388,164828.0
2021-07-13,31.8106,31.9571,31.2065,31.3438,103134.0
2021-07-14,31.4353,31.8289,31.0417,31.3346,103793.0
2021-07-15,31.0874,31.774,30.9227,31.7008,126254.0
2021-07-16,31.9022,32.0303,30.9959,31.0966,96567.0
2021-07-17,31.9022,32.0303,30.9959,31.0966,96567.0
2021-07-18,31.9022,32.0303,30.9959,31.0966,96567.0
2021-07-19,31.2064,31.2064,29.9706,30.1812,163920.0
2021-07-20,30.2636,31.4902,30.2636,30.703,191795.0
2021-07-21,31.0783,31.5085,30.886,31.0325,107104.0
2021-07-22,30.9227,31.3071,29.9889,30.0439,91353.0
2021-07-23,30.1903,30.6663,29.9615,30.172,114381.0
2021-07-24,30.1903,30.6663,29.9615,30.172,114381.0
2021-07-25,30.1903,30.6663,29.9615,30.172,114381.0
2021-07-26,30.2636,30.9044,30.2636,30.41,69619.0
2021-07-27,29.9981,31.1241,29.8974,30.7396,154763.0
2021-07-28,32.0944,32.0944,31.0783,31.5451,170255.0
2021-07-29,32.1768,32.2958,31.893,31.9571,156791.0
2021-07-30,31.7099,32.3416,31.7099,31.9022,172526.0
2021-07-31,31.7099,32.3416,31.7099,31.9022,172526.0
2021-08-01,31.7099,32.3416,31.7099,31.9022,172526.0
2021-08-02,32.1585,32.8908,31.9571,32.1219,212440.0
2021-08-03,32.5796,32.964,32.0578,32.8176,239452.0
2021-08-04,32.3049,32.7169,32.2317,32.3507,134242.0
2021-08-05,32.4056,32.8267,32.4056,32.7169,71634.0
2021-08-06,33.1837,33.7787,32.9549,33.376,104821.0
2021-08-07,33.1837,33.7787,32.9549,33.376,104821.0
2021-08-08,33.1837,33.7787,32.9549,33.376,104821.0
2021-08-09,33.3394,33.6414,32.9961,33.2661,67636.0
2021-08-10,33.257,33.971,33.1471,33.8703,84188.0
2021-08-11,34.0442,34.3555,32.8359,34.3463,87515.0
2021-08-12,34.4653,34.4653,33.7381,34.0259,76572.0
2021-08-13,33.9252,34.0534,33.5774,33.7604,51356.0
2021-08-14,33.9252,34.0534,33.5774,33.7604,51356.0
2021-08-15,33.9252,34.0534,33.5774,33.7604,51356.0
2021-08-16,33.495,33.8886,33.154,33.7055,123387.0
2021-08-17,33.5591,33.733,33.1105,33.3851,88671.0
2021-08-18,33.257,33.4858,32.9091,32.9366,79262.0
2021-08-19,32.6803,32.8908,32.3416,32.7626,98811.0
2021-08-20,32.6436,33.2478,32.3416,33.2295,97275.0
2021-08-21,32.6436,33.2478,32.3416,33.2295,97275.0
2021-08-22,32.6436,33.2478,32.3416,33.2295,97275.0
2021-08-23,33.4675,33.6506,33.257,33.5407,90845.0
2021-08-24,33.5224,33.5407,33.2661,33.321,57026.0
2021-08-25,33.257,33.7559,33.138,33.1563,94845.0
2021-08-26,33.3943,33.3943,32.6711,32.7169,68741.0
2021-08-27,32.7443,33.7513,32.4606,33.6414,138769.0
2021-08-28,32.7443,33.7513,32.4606,33.6414,138769.0
2021-08-29,32.7443,33.7513,32.4606,33.6414,138769.0
2021-08-30,33.6506,33.6506,32.8267,32.8908,75798.0
2021-08-31,32.9462,33.4536,32.8262,33.0845,77391.0
2021-09-01,33.1399,33.1768,32.5125,32.9554,89401.0
2021-09-02,32.8723,33.186,32.6232,32.7063,78561.0
2021-09-03,32.6509,32.7985,32.2358,32.411,107516.0
2021-09-04,32.6509,32.7985,32.2358,32.411,107516.0
2021-09-05,32.6509,32.7985,32.2358,32.411,107516.0
2021-09-06,32.6509,32.7985,32.2358,32.411,107516.0
2021-09-07,32.5218,32.8723,32.3741,32.448,98139.0
2021-09-08,32.328,32.5125,31.756,31.9959,92226.0
2021-09-09,32.042,32.3096,31.9128,31.9774,115930.0
2021-09-10,32.0881,32.0881,31.184,31.2486,90200.0
2021-09-11,32.0881,32.0881,31.184,31.2486,90200.0
2021-09-12,32.0881,32.0881,31.184,31.2486,90200.0
2021-09-13,31.5715,31.8944,31.2578,31.7652,168191.0
2021-09-14,31.7929,34.164,31.0271,31.1102,109781.0
2021-09-15,31.1655,31.553,30.9164,31.3131,170257.0
2021-09-16,31.387,31.5807,30.7319,30.9718,147866.0
2021-09-17,30.9533,31.7652,30.7688,31.7191,611147.0
2021-09-18,30.9533,31.7652,30.7688,31.7191,611147.0
2021-09-19,30.9533,31.7652,30.7688,31.7191,611147.0
2021-09-20,31.553,31.553,30.4644,30.981,197130.0
2021-09-21,31.1286,31.1286,30.5243,30.6489,153429.0
2021-09-22,30.9995,31.5346,30.8703,31.1655,144935.0
2021-09-23,31.4239,32.3188,31.4239,31.9405,112031.0
2021-09-24,31.9405,32.6325,31.9405,32.3741,104588.0
2021-09-25,31.9405,32.6325,31.9405,32.3741,104588.0
2021-09-26,31.9405,32.6325,31.9405,32.3741,104588.0
2021-09-27,32.7155,33.8872,32.7155,33.3982,116707.0
2021-09-28,33.5551,33.8134,32.9646,33.103,75564.0
2021-09-29,33.0569,33.6243,33.0569,33.4813,113032.0
2021-09-30,33.6197,33.7396,33.1953,33.3244,114977.0
2021-10-01,33.472,34.1363,33.2414,33.758,150865.0
2021-10-02,33.472,34.1363,33.2414,33.758,150865.0
2021-10-03,33.472,34.1363,33.2414,33.758,150865.0
2021-10-04,33.7304,34.1363,33.4167,33.5643,94704.0
2021-10-05,33.7211,34.0441,33.2967,33.8226,176324.0
2021-10-06,33.5458,33.8964,33.0661,33.8503,87398.0
2021-10-07,34.081,34.5423,33.6658,34.45,129714.0
2021-10-08,34.2747,34.6622,34.2286,34.5054,46517.0
2021-10-09,34.2747,34.6622,34.2286,34.5054,46517.0
2021-10-10,34.2747,34.6622,34.2286,34.5054,46517.0
2021-10-11,34.6899,34.8006,33.9518,34.0348,47052.0
2021-10-12,33.9057,34.1917,33.7857,34.0533,65377.0
2021-10-13,33.9795,33.9795,33.3337,33.5458,65106.0
2021-10-14,33.9702,33.9795,33.5828,33.9426,49711.0
2021-10-15,34.4685,34.4685,33.8042,33.8319,108245.0
2021-10-16,34.4685,34.4685,33.8042,33.8319,108245.0
2021-10-17,34.4685,34.4685,33.8042,33.8319,108245.0
2021-10-18,33.8595,34.1824,33.6012,33.6473,70779.0
2021-10-19,33.6842,33.6842,33.2691,33.5643,61403.0
2021-10-20,33.472,34.2009,33.472,34.1917,68160.0
2021-10-21,34.0441,34.1917,33.7442,34.1548,71478.0
2021-10-22,34.1732,34.5146,34.0994,34.4869,64071.0
2021-10-23,34.1732,34.5146,34.0994,34.4869,64071.0
2021-10-24,34.1732,34.5146,34.0994,34.4869,64071.0
2021-10-25,34.6991,34.736,34.3301,34.6437,74680.0
2021-10-26,34.7637,34.7729,34.3577,34.5884,79687.0
2021-10-27,34.1086,34.2286,33.2322,33.306,124967.0
2021-10-28,33.1399,34.1548,33.1399,33.472,109240.0
2021-10-29,33.5735,33.9287,33.5182,33.8503,93707.0
2021-10-30,33.5735,33.9287,33.5182,33.8503,93707.0
2021-10-31,33.5735,33.9287,33.5182,33.8503,93707.0
2021-11-01,34.0994,34.9667,34.0441,34.9113,107652.0
2021-11-02,34.9113,34.9113,34.0256,34.1086,76438.0
2021-11-03,33.9333,35.1235,33.8503,34.9943,111934.0
2021-11-04,35.0312,35.0312,33.8734,34.2193,100726.0
2021-11-05,34.6161,35.5479,34.4777,35.3449,102174.0
2021-11-06,34.6161,35.5479,34.4777,35.3449,102174.0
2021-11-07,34.6161,35.5479,34.4777,35.3449,102174.0
2021-11-08,35.3911,35.6771,35.1604,35.4556,80597.0
2021-11-09,35.2527,35.6771,34.8744,35.5479,84137.0
2021-11-10,35.5202,35.797,34.8098,35.5479,92079.0
2021-11-11,35.5848,35.9538,35.5294,35.6955,53917.0
2021-11-12,35.8062,35.8062,35.0405,35.2527,59403.0
2021-11-13,35.8062,35.8062,35.0405,35.2527,59403.0
2021-11-14,35.8062,35.8062,35.0405,35.2527,59403.0
2021-11-15,35.4095,35.4187,34.9113,35.0589,98922.0
2021-11-16,35.0589,35.0866,34.7268,34.9021,78560.0
2021-11-17,34.939,34.939,34.1363,34.4408,97628.0
2021-11-18,34.3577,34.6437,34.1363,34.3485,93070.0
2021-11-19,33.9518,34.3577,33.5735,34.2193,108670.0
2021-11-20,33.9518,34.3577,33.5735,34.2193,108670.0
2021-11-21,33.9518,34.3577,33.5735,34.2193,108670.0
2021-11-22,34.4961,35.511,34.4961,34.8744,157489.0
2021-11-23,34.9943,35.5663,34.9943,35.3449,116647.0
2021-11-24,35.2065,35.4741,35.0774,35.142,105437.0
2021-11-25,35.2065,35.4741,35.0774,35.142,105437.0
2021-11-26,33.961,34.2839,32.817,33.4075,138674.0
2021-11-27,33.961,34.2839,32.817,33.4075,138674.0
2021-11-28,33.961,34.2839,32.817,33.4075,138674.0
2021-11-29,33.8042,34.2793,33.4351,33.5735,180980.0
2021-11-30,33.1737,34.0616,33.1737,33.5735,202590.0
2021-12-01,34.1314,35.2192,33.6061,33.9733,171064.0
2021-12-02,34.2708,35.2052,34.0198,34.9867,124364.0
2021-12-03,35.0425,35.1634,34.15,34.3359,146696.0
2021-12-04,35.0425,35.1634,34.15,34.3359,146696.0
2021-12-05,35.0425,35.1634,34.15,34.3359,146696.0
2021-12-06,34.8659,35.7027,34.7543,35.1448,140223.0
2021-12-07,35.5167,35.777,34.2708,34.5498,113884.0
2021-12-08,34.6799,34.7915,34.15,34.4475,82575.0
2021-12-09,34.1221,34.3266,34.0012,34.057,66436.0
2021-12-10,34.2801,34.5312,33.8152,34.2987,73284.0
2021-12-11,34.2801,34.5312,33.8152,34.2987,73284.0
2021-12-12,34.2801,34.5312,33.8152,34.2987,73284.0
2021-12-13,34.3359,34.5126,33.871,34.2429,113268.0
2021-12-14,34.3266,35.2471,34.1174,34.6055,229090.0
2021-12-15,34.8194,35.4144,33.964,34.0942,416443.0
2021-12-16,34.4103,35.3865,34.2243,34.8473,162759.0
2021-12-17,34.5498,35.2564,33.7409,34.3638,709554.0
2021-12-18,34.5498,35.2564,33.7409,34.3638,709554.0
2021-12-19,34.5498,35.2564,33.7409,34.3638,709554.0
2021-12-20,34.057,34.3313,33.4619,34.057,163626.0
2021-12-21,34.2708,35.1262,34.2708,34.7636,77263.0
2021-12-22,34.5498,35.0611,34.5498,35.0611,76126.0
2021-12-23,35.2936,35.5539,34.6985,35.3029,77697.0
2021-12-24,35.2936,35.5539,34.6985,35.3029,77697.0
2021-12-25,35.2936,35.5539,34.6985,35.3029,77697.0
2021-12-26,35.2936,35.5539,34.6985,35.3029,77697.0
2021-12-27,35.4888,35.8235,34.9784,35.7584,81439.0
2021-12-28,35.8793,36.2047,35.7677,35.9909,70475.0
2021-12-29,35.9351,36.0932,35.6841,35.8142,74997.0
2021-12-30,35.9165,36.0467,35.4888,35.777,89904.0
2021-12-31,35.6376,35.9862,35.4516,35.8142,71913.0
2022-01-01,35.6376,35.9862,35.4516,35.8142,71913.0
2022-01-02,35.6376,35.9862,35.4516,35.8142,71913.0
2022-01-03,35.9537,36.8091,35.8049,36.3535,132950.0
2022-01-04,36.7068,37.5994,36.6138,37.1717,107658.0
2022-01-05,37.2646,37.8411,37.0136,37.2089,91310.0
2022-01-06,37.5715,38.3339,37.2275,38.3339,83395.0
2022-01-07,38.4175,38.6035,38.1386,38.4547,117171.0
2022-01-08,38.4175,38.6035,38.1386,38.4547,117171.0
2022-01-09,38.4175,38.6035,38.1386,38.4547,117171.0
2022-01-10,38.5198,38.808,38.2874,38.5012,152321.0
2022-01-11,38.6872,38.6872,37.7388,38.4361,120769.0
2022-01-12,38.5384,38.7383,37.9899,38.0828,139066.0
2022-01-13,38.2037,38.7616,38.0177,38.464,98558.0
2022-01-14,38.0363,39.2264,37.6454,39.1799,121659.0
2022-01-15,38.0363,39.2264,37.6454,39.1799,121659.0
2022-01-16,38.0363,39.2264,37.6454,39.1799,121659.0
2022-01-17,38.0363,39.2264,37.6454,39.1799,121659.0
2022-01-18,39.352,39.352,38.5291,38.6314,104307.0
2022-01-19,38.7523,38.7523,37.3809,37.5157,128865.0
2022-01-20,37.4878,37.8039,36.5069,36.5952,89405.0
2022-01-21,36.2698,37.6273,36.214,36.4744,214054.0
2022-01-22,36.2698,37.6273,36.214,36.4744,214054.0
2022-01-23,36.2698,37.6273,36.214,36.4744,214054.0
2022-01-24,36.0653,37.5064,35.8979,37.2832,160260.0
2022-01-25,36.9578,37.7295,36.4372,37.3762,92473.0
2022-01-26,37.4134,37.9899,36.0281,36.6417,158413.0
2022-01-27,35.3586,36.7254,35.2657,35.5632,196319.0
2022-01-28,35.6562,35.8328,34.8752,35.8328,185169.0
2022-01-29,35.6562,35.8328,34.8752,35.8328,185169.0
2022-01-30,35.6562,35.8328,34.8752,35.8328,185169.0
2022-01-31,35.777,36.0699,35.275,35.963,170721.0
2022-02-01,35.7956,36.0281,35.2843,35.8235,176842.0
2022-02-02,35.9444,35.9444,35.3308,35.7584,152313.0
2022-02-03,35.7584,36.2419,35.5818,35.6934,145106.0
2022-02-04,35.9816,36.5301,35.7677,36.3442,142279.0
2022-02-05,35.9816,36.5301,35.7677,36.3442,142279.0
2022-02-06,35.9816,36.5301,35.7677,36.3442,142279.0
2022-02-07,36.4,36.5952,35.8793,36.1954,125290.0
2022-02-08,36.4465,37.0043,36.3256,36.9578,166973.0
2022-02-09,36.9485,37.0787,35.9258,36.0839,137986.0
2022-02-10,36.0653,36.2977,35.5353,35.963,180607.0
2022-02-11,35.87,36.5162,35.7305,36.0932,160463.0
2022-02-12,35.87,36.5162,35.7305,36.0932,160463.0
2022-02-13,35.87,36.5162,35.7305,36.0932,160463.0
2022-02-14,36.1861,36.4186,35.6562,35.9258,190491.0
2022-02-15,36.2791,36.7812,36.2791,36.5394,131710.0
2022-02-16,36.4372,36.8881,36.2884,36.7161,106202.0
2022-02-17,36.4372,36.5673,35.8979,36.0188,149943.0
2022-02-18,35.9909,36.4929,35.963,36.3349,438094.0
2022-02-19,35.9909,36.4929,35.963,36.3349,438094.0
2022-02-20,35.9909,36.4929,35.963,36.3349,438094.0
2022-02-21,35.9909,36.4929,35.963,36.3349,438094.0
2022-02-22,36.3349,36.5673,35.9909,36.1582,143525.0
2022-02-23,36.3535,36.4837,35.4795,35.5911,130110.0
2022-02-24,34.8194,35.0797,34.1128,35.0053,246147.0
2022-02-25,35.1913,35.9165,34.8659,35.7677,135819.0
2022-02-26,35.1913,35.9165,34.8659,35.7677,135819.0
2022-02-27,35.1913,35.9165,34.8659,35.7677,135819.0
2022-02-28,35.4118,36.0674,35.3275,35.9363,184808.0
2022-03-01,35.6366,35.8801,34.4659,34.8499,284694.0
2022-03-02,35.0934,36.236,35.0934,35.9738,122686.0
2022-03-03,36.0768,36.2454,35.7677,36.0393,111973.0
2022-03-04,35.5429,36.0206,35.2432,35.8707,185147.0
2022-03-05,35.5429,36.0206,35.2432,35.8707,185147.0
2022-03-06,35.5429,36.0206,35.2432,35.8707,185147.0
2022-03-07,35.7771,35.9738,35.2432,35.3275,190159.0
2022-03-08,35.5429,35.9269,35.0653,35.0934,229455.0
2022-03-09,35.8052,36.0581,35.2151,35.3182,119332.0
2022-03-10,34.9061,36.1049,34.878,35.571,110582.0
2022-03-11,35.8707,36.1985,35.8192,35.8707,118636.0
2022-03-12,35.8707,36.1985,35.8192,35.8707,118636.0
2022-03-13,35.8707,36.1985,35.8192,35.8707,118636.0
2022-03-14,36.2922,36.6856,35.8988,36.2735,139892.0
2022-03-15,36.5451,36.6949,35.8099,36.0112,150844.0
2022-03-16,36.1892,36.6668,35.955,36.5638,181285.0
2022-03-17,36.4514,36.5825,35.9363,36.1517,105942.0
2022-03-18,36.0862,36.0862,35.0278,35.4868,421055.0
2022-03-19,36.0862,36.0862,35.0278,35.4868,421055.0
2022-03-20,36.0862,36.0862,35.0278,35.4868,421055.0
2022-03-21,35.646,36.0487,35.2058,35.5336,170268.0
2022-03-22,35.7209,36.1143,35.4212,35.571,115394.0
2022-03-23,35.2807,35.5336,34.3441,34.4003,120864.0
2022-03-24,34.4565,35.4174,34.0913,34.4472,75505.0
2022-03-25,34.6345,35.1287,34.5783,34.981,156583.0
2022-03-26,34.6345,35.1287,34.5783,34.981,156583.0
2022-03-27,34.6345,35.1287,34.5783,34.981,156583.0
2022-03-28,34.8124,35.0185,34.3441,34.6626,154809.0
2022-03-29,35.0091,35.4774,34.7656,35.1496,210473.0
2022-03-30,35.1215,35.1683,33.8918,34.11,123512.0
2022-03-31,33.9976,34.4378,33.6979,33.8384,228035.0
2022-04-01,34.1475,34.5221,33.8009,34.3348,225187.0
2022-04-02,34.1475,34.5221,33.8009,34.3348,225187.0
2022-04-03,34.1475,34.5221,33.8009,34.3348,225187.0
2022-04-04,34.2973,34.2973,33.6979,33.932,152877.0
2022-04-05,33.9414,34.2786,33.4544,33.6136,214616.0
2022-04-06,33.6511,33.9086,33.431,33.548,231683.0
2022-04-07,33.7447,33.8946,33.1453,33.4357,270798.0
2022-04-08,33.6136,33.8103,33.1547,33.2671,235065.0
2022-04-09,33.6136,33.8103,33.1547,33.2671,235065.0
2022-04-10,33.6136,33.8103,33.1547,33.2671,235065.0
2022-04-11,33.1921,33.7541,33.1079,33.136,171362.0
2022-04-12,33.2109,33.5527,32.855,32.9674,192293.0
2022-04-13,32.9486,33.548,32.8175,33.445,144648.0
2022-04-14,33.4825,33.8665,32.9627,33.0704,107984.0
2022-04-15,33.4825,33.8665,32.9627,33.0704,107984.0
2022-04-16,33.4825,33.8665,32.9627,33.0704,107984.0
2022-04-17,33.4825,33.8665,32.9627,33.0704,107984.0
2022-04-18,32.9393,33.2296,32.677,32.8643,129214.0
2022-04-19,33.136,33.9319,33.0798,33.8571,140716.0
2022-04-20,33.9508,34.4706,33.9508,34.1475,92677.0
2022-04-21,34.4284,34.4472,33.7354,33.8197,110195.0
2022-04-22,33.6417,33.7822,33.1641,33.2202,116020.0
2022-04-23,33.6417,33.7822,33.1641,33.2202,116020.0
2022-04-24,33.6417,33.7822,33.1641,33.2202,116020.0
2022-04-25,32.9955,33.2296,32.3867,33.0236,149776.0
2022-04-26,32.6115,33.5574,32.6115,33.239,213906.0
2022-04-27,33.3888,33.6323,32.9112,33.0891,193531.0
2022-04-28,33.2577,33.6885,32.8737,33.6323,165298.0
2022-04-29,33.6323,33.6979,32.817,32.9674,217975.0
2022-04-30,33.6323,33.6979,32.817,32.9674,217975.0
2022-05-01,33.6323,33.6979,32.817,32.9674,217975.0
2022-05-02,33.0329,33.4977,32.8082,33.3045,227821.0
2022-05-03,33.4544,33.7916,33.0329,33.5106,132702.0
2022-05-04,33.623,34.6907,33.3982,34.5314,153939.0
2022-05-05,34.2505,34.2505,33.548,33.932,151496.0
2022-05-06,33.7635,33.9976,33.253,33.6511,138620.0
2022-05-07,33.7635,33.9976,33.253,33.6511,138620.0
2022-05-08,33.7635,33.9976,33.253,33.6511,138620.0
2022-05-09,33.4638,34.1006,33.2296,33.8946,186919.0
2022-05-10,34.0538,34.3441,33.1641,33.6698,214266.0
2022-05-11,33.7447,34.4565,33.6323,33.6979,148295.0
2022-05-12,33.5855,33.8712,32.8924,33.6323,120846.0
2022-05-13,33.6792,33.8197,32.8924,33.1266,112125.0
2022-05-14,33.6792,33.8197,32.8924,33.1266,112125.0
2022-05-15,33.6792,33.8197,32.8924,33.1266,112125.0
2022-05-16,33.0048,33.2577,32.5178,32.9205,117177.0
2022-05-17,33.2858,34.0256,33.239,33.8758,129392.0
2022-05-18,33.7822,34.0351,33.4638,33.623,213018.0
2022-05-19,33.3514,33.5106,32.8643,32.9205,203547.0
2022-05-20,33.1734,33.7962,32.8078,33.6604,200399.0
2022-05-21,33.1734,33.7962,32.8078,33.6604,200399.0
2022-05-22,33.1734,33.7962,32.8078,33.6604,200399.0
2022-05-23,34.0444,34.6907,33.8103,34.1475,165681.0
2022-05-24,34.1662,34.4284,33.5199,34.2505,121823.0
2022-05-25,34.2973,34.7843,34.1662,34.4003,136565.0
2022-05-26,34.6907,34.8967,34.4284,34.7375,143560.0
2022-05-27,34.6626,35.1402,34.6626,35.1402,67998.0
2022-05-28,34.6626,35.1402,34.6626,35.1402,67998.0
2022-05-29,34.6626,35.1402,34.6626,35.1402,67998.0
2022-05-30,34.6626,35.1402,34.6626,35.1402,67998.0
