,FLIC US Equity,FLIC US Equity,FLIC US Equity,FLIC US Equity,FLIC US Equity
2021-03-15,17.9919,17.9919,17.3249,17.6627,74234.0
2021-03-16,17.5814,17.5814,16.9657,17.2821,51618.0
2021-03-17,17.2907,17.4446,17.1111,17.419,68943.0
2021-03-18,17.4788,17.9577,17.4147,17.5387,84500.0
2021-03-19,17.4874,17.9491,17.2137,17.7867,508865.0
2021-03-20,17.4874,17.9491,17.2137,17.7867,508865.0
2021-03-21,17.4874,17.9491,17.2137,17.7867,508865.0
2021-03-22,17.7525,17.9577,16.9743,17.2052,75606.0
2021-03-23,16.9828,17.1966,16.6365,16.6835,91129.0
2021-03-24,17.1026,17.5601,16.9016,16.9572,108354.0
2021-03-25,16.9572,17.3677,16.8546,17.2394,77588.0
2021-03-26,17.6712,17.7867,17.3078,17.7696,78056.0
2021-03-27,17.6712,17.7867,17.3078,17.7696,78056.0
2021-03-28,17.6712,17.7867,17.3078,17.7696,78056.0
2021-03-29,17.5216,17.8807,17.4532,17.7268,74638.0
2021-03-30,17.932,18.0646,17.4874,17.9235,53283.0
2021-03-31,17.9235,18.3596,17.8551,18.1715,160315.0
2021-04-01,18.1287,18.1971,17.7525,18.18,71928.0
2021-04-02,18.1287,18.1971,17.7525,18.18,71928.0
2021-04-03,18.1287,18.1971,17.7525,18.18,71928.0
2021-04-04,18.1287,18.1971,17.7525,18.18,71928.0
2021-04-05,18.351,18.6845,18.1715,18.676,75156.0
2021-04-06,18.6674,18.7017,18.3157,18.5392,61953.0
2021-04-07,18.6418,18.676,18.2313,18.3168,70505.0
2021-04-08,18.1202,18.5305,17.9833,18.4366,61305.0
2021-04-09,18.5135,18.8128,18.4964,18.7273,65302.0
2021-04-10,18.5135,18.8128,18.4964,18.7273,65302.0
2021-04-11,18.5135,18.8128,18.4964,18.7273,65302.0
2021-04-12,18.7786,18.8128,18.5583,18.7017,37674.0
2021-04-13,18.599,18.599,18.2741,18.2826,42117.0
2021-04-14,18.257,18.5392,18.1458,18.4451,29506.0
2021-04-15,18.4793,18.6332,18.2399,18.599,50828.0
2021-04-16,18.7102,18.7359,18.3168,18.4964,53470.0
2021-04-17,18.7102,18.7359,18.3168,18.4964,53470.0
2021-04-18,18.7102,18.7359,18.3168,18.4964,53470.0
2021-04-19,18.4964,18.4964,18.0261,18.2142,63502.0
2021-04-20,18.2142,18.4921,17.7781,18.0261,65178.0
2021-04-21,18.009,18.3254,17.9919,18.2399,40436.0
2021-04-22,18.3254,18.3254,17.9833,18.009,33143.0
2021-04-23,18.0261,18.5819,18.0261,18.3853,36526.0
2021-04-24,18.0261,18.5819,18.0261,18.3853,36526.0
2021-04-25,18.0261,18.5819,18.0261,18.3853,36526.0
2021-04-26,18.4964,18.5435,18.1544,18.2484,49743.0
2021-04-27,18.2655,18.2655,18.0432,18.2057,41354.0
2021-04-28,18.3083,18.3853,18.1373,18.1629,28491.0
2021-04-29,18.4195,18.4195,18.1287,18.2484,34591.0
2021-04-30,18.1031,18.2655,18.1031,18.2057,55247.0
2021-05-01,18.1031,18.2655,18.1031,18.2057,55247.0
2021-05-02,18.1031,18.2655,18.1031,18.2057,55247.0
2021-05-03,18.4366,18.6247,18.2142,18.6161,38701.0
2021-05-04,18.6845,18.8727,18.5007,18.753,69426.0
2021-05-05,18.8812,18.9582,18.6076,18.9325,82380.0
2021-05-06,18.9325,19.2575,18.9325,19.2318,52581.0
2021-05-07,19.1207,19.2147,18.9582,19.172,184269.0
2021-05-08,19.1207,19.2147,18.9582,19.172,184269.0
2021-05-09,19.1207,19.2147,18.9582,19.172,184269.0
2021-05-10,19.2404,19.591,19.2404,19.3772,73722.0
2021-05-11,19.2233,19.5653,18.7701,19.3088,56189.0
2021-05-12,19.3858,19.5482,19.0694,19.1976,97146.0
2021-05-13,19.1634,20.0955,19.1634,19.9843,74544.0
2021-05-14,20.1297,20.506,19.6936,20.0185,37920.0
2021-05-15,20.1297,20.506,19.6936,20.0185,37920.0
2021-05-16,20.1297,20.506,19.6936,20.0185,37920.0
2021-05-17,19.9074,20.181,19.8013,20.181,34598.0
2021-05-18,20.181,20.258,19.9416,19.9843,59302.0
2021-05-19,19.8561,20.01,19.3002,19.5311,62279.0
2021-05-20,19.42,19.42,19.1207,19.3687,53329.0
2021-05-21,19.5055,19.5739,19.1891,19.42,88573.0
2021-05-22,19.5055,19.5739,19.1891,19.42,88573.0
2021-05-23,19.5055,19.5739,19.1891,19.42,88573.0
2021-05-24,19.3858,19.6337,19.0352,19.2917,146347.0
2021-05-25,19.266,19.266,18.6418,18.7444,73200.0
2021-05-26,18.7273,18.9838,18.6418,18.9154,41306.0
2021-05-27,19.1463,19.3259,19.0095,19.2404,148909.0
2021-05-28,19.1976,19.2746,18.8385,19.2404,35871.0
2021-05-29,19.1976,19.2746,18.8385,19.2404,35871.0
2021-05-30,19.1976,19.2746,18.8385,19.2404,35871.0
2021-05-31,19.1976,19.2746,18.8385,19.2404,35871.0
2021-06-01,19.2917,19.3687,19.0694,19.1805,60612.0
2021-06-02,19.2147,19.2147,18.7359,18.8727,63988.0
2021-06-03,18.924,19.0865,18.7273,19.0352,33551.0
2021-06-04,18.9582,19.2147,18.7444,18.9325,39593.0
2021-06-05,18.9582,19.2147,18.7444,18.9325,39593.0
2021-06-06,18.9582,19.2147,18.7444,18.9325,39593.0
2021-06-07,18.9325,19.1634,18.8214,19.0523,41582.0
2021-06-08,19.0694,19.3344,18.8475,19.2318,50230.0
2021-06-09,19.1549,19.2831,18.9496,19.2233,81028.0
2021-06-10,19.3515,19.3687,19.0009,19.018,90302.0
2021-06-11,19.0694,19.2404,18.9069,18.9838,63933.0
2021-06-12,19.0694,19.2404,18.9069,18.9838,63933.0
2021-06-13,19.0694,19.2404,18.9069,18.9838,63933.0
2021-06-14,18.9924,19.2147,18.753,18.8812,223778.0
2021-06-15,18.9411,19.2404,18.8214,19.0694,73322.0
2021-06-16,18.9924,19.42,18.7957,19.3173,86905.0
2021-06-17,19.4114,19.4114,18.5905,18.676,149063.0
2021-06-18,18.3853,18.4451,17.5601,17.59,272957.0
2021-06-19,18.3853,18.4451,17.5601,17.59,272957.0
2021-06-20,18.3853,18.4451,17.5601,17.59,272957.0
2021-06-21,17.8294,18.2484,17.7268,18.1715,117945.0
2021-06-22,18.2484,18.2484,17.6413,17.8038,127444.0
2021-06-23,17.7952,17.8038,17.4104,17.513,142262.0
2021-06-24,17.5387,17.8636,17.3677,17.838,139372.0
2021-06-25,17.8209,18.1544,17.684,17.9149,1043964.0
2021-06-26,17.8209,18.1544,17.684,17.9149,1043964.0
2021-06-27,17.8209,18.1544,17.684,17.9149,1043964.0
2021-06-28,17.838,18.2741,17.6327,18.009,112821.0
2021-06-29,18.1629,18.4152,18.086,18.1971,93181.0
2021-06-30,18.1373,18.3168,18.1373,18.1544,111846.0
2021-07-01,18.2997,18.4024,18.1544,18.2313,86470.0
2021-07-02,18.2655,18.3083,18.0261,18.1116,70263.0
2021-07-03,18.2655,18.3083,18.0261,18.1116,70263.0
2021-07-04,18.2655,18.3083,18.0261,18.1116,70263.0
2021-07-05,18.2655,18.3083,18.0261,18.1116,70263.0
2021-07-06,18.0175,18.0945,17.6413,17.932,100264.0
2021-07-07,17.863,18.0011,17.561,17.7508,91786.0
2021-07-08,17.5437,17.7163,17.3625,17.5006,124048.0
2021-07-09,17.8285,18.0701,17.7681,18.0529,52569.0
2021-07-10,17.8285,18.0701,17.7681,18.0529,52569.0
2021-07-11,17.8285,18.0701,17.7681,18.0529,52569.0
2021-07-12,17.8975,18.1219,17.8889,18.1133,67328.0
2021-07-13,18.1478,18.1478,17.8026,17.9493,50054.0
2021-07-14,17.9493,18.1737,17.9493,18.1564,63726.0
2021-07-15,17.9752,18.3376,17.7249,18.3031,62872.0
2021-07-16,18.4326,18.6397,18.1219,18.3721,103396.0
2021-07-17,18.4326,18.6397,18.1219,18.3721,103396.0
2021-07-18,18.4326,18.6397,18.1219,18.3721,103396.0
2021-07-19,18.1564,18.2686,17.7249,17.9062,133749.0
2021-07-20,17.9493,18.7518,17.8286,18.4498,132881.0
2021-07-21,18.631,18.9331,18.5404,18.6138,76763.0
2021-07-22,18.5534,18.5965,18.1909,18.2686,69900.0
2021-07-23,18.4584,18.6397,18.2859,18.5706,58975.0
2021-07-24,18.4584,18.6397,18.2859,18.5706,58975.0
2021-07-25,18.4584,18.6397,18.2859,18.5706,58975.0
2021-07-26,18.5793,18.8727,18.5793,18.6828,47384.0
2021-07-27,18.5706,18.7864,18.4757,18.6224,51302.0
2021-07-28,18.4584,18.9762,18.4584,18.7518,69369.0
2021-07-29,18.8295,19.028,18.726,18.9848,50216.0
2021-07-30,18.8813,19.0021,18.5706,18.5965,57546.0
2021-07-31,18.8813,19.0021,18.5706,18.5965,57546.0
2021-08-01,18.8813,19.0021,18.5706,18.5965,57546.0
2021-08-02,18.6569,18.9467,18.1305,18.1737,53664.0
2021-08-03,18.165,18.6655,17.8975,18.3635,63391.0
2021-08-04,18.1305,18.3721,18.1305,18.2945,48132.0
2021-08-05,18.3204,18.7087,18.3204,18.6655,48932.0
2021-08-06,18.9072,19.3473,18.9072,19.2178,79806.0
2021-08-07,18.9072,19.3473,18.9072,19.2178,79806.0
2021-08-08,18.9072,19.3473,18.9072,19.2178,79806.0
2021-08-09,19.1057,19.3473,18.9676,19.0194,67609.0
2021-08-10,19.0711,19.261,19.0409,19.2092,63168.0
2021-08-11,19.3041,19.3041,19.0711,19.2782,41999.0
2021-08-12,19.2869,19.2869,19.0366,19.1488,30057.0
2021-08-13,19.2092,19.2092,18.8297,18.9331,33695.0
2021-08-14,19.2092,19.2092,18.8297,18.9331,33695.0
2021-08-15,19.2092,19.2092,18.8297,18.9331,33695.0
2021-08-16,18.8381,18.9848,18.6569,18.8381,25649.0
2021-08-17,18.7605,18.7605,18.4239,18.6483,24879.0
2021-08-18,18.5361,18.7864,18.3894,18.4412,28412.0
2021-08-19,18.2859,18.3765,18.1305,18.3463,38172.0
2021-08-20,18.2254,18.631,18.2254,18.398,91846.0
2021-08-21,18.2254,18.631,18.2254,18.398,91846.0
2021-08-22,18.2254,18.631,18.2254,18.398,91846.0
2021-08-23,18.4498,18.5534,18.3808,18.493,30274.0
2021-08-24,18.5016,18.5275,18.3419,18.398,37554.0
2021-08-25,18.398,18.6828,18.398,18.4584,39321.0
2021-08-26,18.4239,18.4886,18.1219,18.1996,36189.0
2021-08-27,18.398,18.6397,18.2082,18.5793,66865.0
2021-08-28,18.398,18.6397,18.2082,18.5793,66865.0
2021-08-29,18.398,18.6397,18.2082,18.5793,66865.0
2021-08-30,18.5534,18.5534,18.2513,18.26,45311.0
2021-08-31,18.3808,18.4973,18.1909,18.2945,43713.0
2021-09-01,18.3031,18.3031,17.9148,18.0787,52226.0
2021-09-02,18.165,18.165,17.7508,17.8716,55870.0
2021-09-03,17.8285,17.8285,17.5782,17.7767,42785.0
2021-09-04,17.8285,17.8285,17.5782,17.7767,42785.0
2021-09-05,17.8285,17.8285,17.5782,17.7767,42785.0
2021-09-06,17.8285,17.8285,17.5782,17.7767,42785.0
2021-09-07,17.7422,17.8716,17.6904,17.7767,46905.0
2021-09-08,17.6473,17.7077,17.1295,17.2762,67586.0
2021-09-09,17.2762,17.5523,17.1813,17.2244,47513.0
2021-09-10,17.2935,17.2935,17.026,17.0432,44400.0
2021-09-11,17.2935,17.2935,17.026,17.0432,44400.0
2021-09-12,17.2935,17.2935,17.026,17.0432,44400.0
2021-09-13,17.2331,17.328,17.0691,17.2158,33525.0
2021-09-14,17.3107,17.3107,16.7239,16.793,51531.0
2021-09-15,16.9138,17.2762,16.7455,17.1554,53123.0
2021-09-16,17.2676,17.2676,17.0001,17.0173,44031.0
2021-09-17,17.1036,17.3539,16.8447,17.2417,215891.0
2021-09-18,17.1036,17.3539,16.8447,17.2417,215891.0
2021-09-19,17.1036,17.3539,16.8447,17.2417,215891.0
2021-09-20,16.8792,17.0605,16.7843,17.0346,48573.0
2021-09-21,17.095,17.2503,16.8361,16.8361,24327.0
2021-09-22,16.8706,17.1727,16.8361,16.9914,28342.0
2021-09-23,17.0605,17.5351,16.9914,17.4056,38380.0
2021-09-24,17.4919,17.932,17.4919,17.7595,45634.0
2021-09-25,17.4919,17.932,17.4919,17.7595,45634.0
2021-09-26,17.4919,17.932,17.4919,17.7595,45634.0
2021-09-27,17.863,18.5965,17.6818,18.2945,56751.0
2021-09-28,18.329,18.329,18.0011,18.0356,48031.0
2021-09-29,17.5523,18.1564,17.5523,17.9666,49904.0
2021-09-30,18.0615,18.2513,17.7336,17.7767,57520.0
2021-10-01,17.863,18.1478,17.7508,18.0701,50591.0
2021-10-02,17.863,18.1478,17.7508,18.0701,50591.0
2021-10-03,17.863,18.1478,17.7508,18.0701,50591.0
2021-10-04,18.0701,18.2686,17.9493,18.027,34724.0
2021-10-05,18.0701,18.1305,17.794,18.096,42278.0
2021-10-06,17.9407,18.0874,17.8026,18.0874,43922.0
2021-10-07,18.2791,18.2878,17.948,18.1745,44932.0
2021-10-08,18.1397,18.3226,17.9916,18.2703,38558.0
2021-10-09,18.1397,18.3226,17.9916,18.2703,38558.0
2021-10-10,18.1397,18.3226,17.9916,18.2703,38558.0
2021-10-11,18.2355,18.4774,18.009,18.0264,25000.0
2021-10-12,18.0438,18.0438,17.8086,17.8696,25042.0
2021-10-13,17.7737,17.8696,17.569,17.826,57062.0
2021-10-14,17.9915,18.07,17.8347,18.0264,48544.0
2021-10-15,18.2703,18.3313,18.0002,18.0264,55895.0
2021-10-16,18.2703,18.3313,18.0002,18.0264,55895.0
2021-10-17,18.2703,18.3313,18.0002,18.0264,55895.0
2021-10-18,18.07,18.2791,17.8173,17.8783,30927.0
2021-10-19,17.8783,17.8783,17.6474,17.765,27737.0
2021-10-20,17.826,18.0264,17.704,17.8521,53890.0
2021-10-21,17.9044,17.9393,17.582,17.6779,35384.0
2021-10-22,17.7476,17.8094,17.5428,17.7302,39349.0
2021-10-23,17.7476,17.8094,17.5428,17.7302,39349.0
2021-10-24,17.7476,17.8094,17.5428,17.7302,39349.0
2021-10-25,17.765,17.8608,17.6779,17.7737,77968.0
2021-10-26,17.8521,17.9131,17.6343,17.7476,46133.0
2021-10-27,17.643,17.7781,17.312,17.3468,33162.0
2021-10-28,17.4949,17.582,17.4079,17.4165,40807.0
2021-10-29,17.4252,17.7302,17.4078,17.5385,92688.0
2021-10-30,17.4252,17.7302,17.4078,17.5385,92688.0
2021-10-31,17.4252,17.7302,17.4078,17.5385,92688.0
2021-11-01,17.6256,18.1832,17.4601,17.887,90039.0
2021-11-02,17.8608,18.3575,17.6517,18.1397,82012.0
2021-11-03,18.0438,18.5317,18.0438,18.3313,52491.0
2021-11-04,18.4272,18.4272,18.009,18.2442,47195.0
2021-11-05,18.3836,19.0109,18.3836,18.9325,65042.0
2021-11-06,18.3836,19.0109,18.3836,18.9325,65042.0
2021-11-07,18.3836,19.0109,18.3836,18.9325,65042.0
2021-11-08,18.9412,19.0283,18.767,18.9238,55770.0
2021-11-09,18.8192,19.0458,18.7584,19.0283,48929.0
2021-11-10,19.0022,19.3376,19.0022,19.098,63521.0
2021-11-11,19.1852,19.3246,19.085,19.2026,43324.0
2021-11-12,19.2287,19.3507,18.8279,18.9586,58606.0
2021-11-13,19.2287,19.3507,18.8279,18.9586,58606.0
2021-11-14,19.2287,19.3507,18.8279,18.9586,58606.0
2021-11-15,18.9935,19.0806,18.8541,19.0196,46551.0
2021-11-16,19.0283,19.1155,18.8889,18.9151,73209.0
2021-11-17,18.8105,18.9586,18.6711,18.9064,48607.0
2021-11-18,18.791,18.9151,18.6973,18.7844,54281.0
2021-11-19,18.6101,18.8976,18.4969,18.8018,53379.0
2021-11-20,18.6101,18.8976,18.4969,18.8018,53379.0
2021-11-21,18.6101,18.8976,18.4969,18.8018,53379.0
2021-11-22,18.9586,19.4727,18.5971,19.22,54783.0
2021-11-23,19.098,19.4988,19.098,19.4378,56388.0
2021-11-24,19.4291,19.4291,19.1503,19.1852,40512.0
2021-11-25,19.4291,19.4291,19.1503,19.1852,40512.0
2021-11-26,18.6101,18.7408,17.9828,18.2529,52268.0
2021-11-27,18.6101,18.7408,17.9828,18.2529,52268.0
2021-11-28,18.6101,18.7408,17.9828,18.2529,52268.0
2021-11-29,18.5317,18.5762,18.0874,18.1222,66032.0
2021-11-30,17.948,18.3749,17.8957,18.2529,152430.0
2021-12-01,18.5753,19.0632,18.3052,18.3662,80432.0
2021-12-02,18.5317,19.1677,18.2791,19.0545,50970.0
2021-12-03,19.159,19.2374,18.7931,18.9673,44198.0
2021-12-04,19.159,19.2374,18.7931,18.9673,44198.0
2021-12-05,19.159,19.2374,18.7931,18.9673,44198.0
2021-12-06,19.2113,19.5859,18.9848,19.037,70116.0
2021-12-07,19.159,19.3768,18.6798,18.8192,67091.0
2021-12-08,18.8454,18.9064,18.6973,18.7757,44954.0
2021-12-09,18.6101,19.1111,18.523,18.9151,49379.0
2021-12-10,18.5775,18.9151,18.4097,18.7582,38843.0
2021-12-11,18.5775,18.9151,18.4097,18.7582,38843.0
2021-12-12,18.5775,18.9151,18.4097,18.7582,38843.0
2021-12-13,18.7234,19.2549,18.6014,19.1416,69955.0
2021-12-14,19.0806,19.5511,18.767,18.8192,66243.0
2021-12-15,18.8454,19.1765,18.706,19.037,59133.0
2021-12-16,19.2026,19.3071,18.8541,18.9586,74690.0
2021-12-17,18.7844,18.8715,18.3836,18.523,95571.0
2021-12-18,18.7844,18.8715,18.3836,18.523,95571.0
2021-12-19,18.7844,18.8715,18.3836,18.523,95571.0
2021-12-20,18.4272,18.523,17.6953,18.3052,44315.0
2021-12-21,18.401,18.8084,18.2006,18.3313,85585.0
2021-12-22,18.3313,18.4272,17.9654,18.3836,80767.0
2021-12-23,18.5056,18.6188,18.4097,18.4969,91381.0
2021-12-24,18.5056,18.6188,18.4097,18.4969,91381.0
2021-12-25,18.5056,18.6188,18.4097,18.4969,91381.0
2021-12-26,18.5056,18.6188,18.4097,18.4969,91381.0
2021-12-27,18.584,18.9499,18.2965,18.9238,43008.0
2021-12-28,18.9151,19.1677,18.8454,19.037,36795.0
2021-12-29,19.037,19.0806,18.8192,18.9586,39277.0
2021-12-30,19.1372,19.1503,18.8497,18.8976,43098.0
2021-12-31,19.037,19.037,18.767,18.8105,36256.0
2022-01-01,19.037,19.037,18.767,18.8105,36256.0
2022-01-02,19.037,19.037,18.767,18.8105,36256.0
2022-01-03,18.8279,19.2549,18.8192,19.0283,65629.0
2022-01-04,19.1866,19.3361,18.8701,19.0195,57210.0
2022-01-05,18.9756,19.424,18.9756,19.169,46169.0
2022-01-06,19.3009,19.701,19.2054,19.6702,36300.0
2022-01-07,19.6526,19.7977,19.5383,19.6702,29643.0
2022-01-08,19.6526,19.7977,19.5383,19.6702,29643.0
2022-01-09,19.6526,19.7977,19.5383,19.6702,29643.0
2022-01-10,19.6878,19.7318,19.2482,19.468,47838.0
2022-01-11,19.3097,19.3888,19.0723,19.2833,52153.0
2022-01-12,19.2306,19.5647,19.169,19.4504,59890.0
2022-01-13,19.5119,19.8285,19.5119,19.5647,41908.0
2022-01-14,19.4064,19.679,19.3449,19.6351,44809.0
2022-01-15,19.4064,19.679,19.3449,19.6351,44809.0
2022-01-16,19.4064,19.679,19.3449,19.6351,44809.0
2022-01-17,19.4064,19.679,19.3449,19.6351,44809.0
2022-01-18,19.6351,19.7406,19.3862,19.5471,43292.0
2022-01-19,19.5911,19.5911,19.0107,19.1075,31788.0
2022-01-20,19.1251,19.2768,18.5711,18.6326,45581.0
2022-01-21,18.3513,19.0195,18.2897,18.6502,57620.0
2022-01-22,18.3513,19.0195,18.2897,18.6502,57620.0
2022-01-23,18.3513,19.0195,18.2897,18.6502,57620.0
2022-01-24,18.3864,19.3185,18.3864,19.2042,56135.0
2022-01-25,19.0019,19.6438,18.7382,19.5207,61231.0
2022-01-26,19.6351,19.6878,18.9052,19.1163,62553.0
2022-01-27,19.1338,19.4152,18.7469,19.0283,40061.0
2022-01-28,18.7997,19.0019,18.1842,18.6678,50303.0
2022-01-29,18.7997,19.0019,18.1842,18.6678,50303.0
2022-01-30,18.7997,19.0019,18.1842,18.6678,50303.0
2022-01-31,18.6678,19.3185,18.3073,19.2657,80953.0
2022-02-01,19.3537,19.3801,18.9316,19.2569,65039.0
2022-02-02,19.1514,19.3449,18.9316,19.1514,63221.0
2022-02-03,19.0899,19.5823,19.0019,19.468,72105.0
2022-02-04,19.6438,19.7406,19.2569,19.4064,58227.0
2022-02-05,19.6438,19.7406,19.2569,19.4064,58227.0
2022-02-06,19.6438,19.7406,19.2569,19.4064,58227.0
2022-02-07,19.3449,19.6118,19.1954,19.4856,51598.0
2022-02-08,19.5032,19.9076,19.5032,19.8813,35953.0
2022-02-09,19.8813,19.8813,19.169,19.2394,51160.0
2022-02-10,19.2482,19.5119,19.0987,19.3801,59872.0
2022-02-11,19.4416,19.775,19.4152,19.5207,44665.0
2022-02-12,19.4416,19.775,19.4152,19.5207,44665.0
2022-02-13,19.4416,19.775,19.4152,19.5207,44665.0
2022-02-14,19.5207,19.7406,19.4504,19.5823,47581.0
2022-02-15,19.7494,19.9604,19.7406,19.8197,47368.0
2022-02-16,19.8285,19.9516,19.679,19.8549,43614.0
2022-02-17,19.7054,19.8461,19.5999,19.679,49272.0
2022-02-18,19.5911,20.1802,19.5911,20.0044,62332.0
2022-02-19,19.5911,20.1802,19.5911,20.0044,62332.0
2022-02-20,19.5911,20.1802,19.5911,20.0044,62332.0
2022-02-21,19.5911,20.1802,19.5911,20.0044,62332.0
2022-02-22,20.0835,20.1802,19.5823,19.7406,50909.0
2022-02-23,19.8285,19.9604,19.3009,19.3713,41453.0
2022-02-24,19.1866,19.3185,18.3776,18.7557,121328.0
2022-02-25,18.8349,19.4856,18.8349,19.4592,42545.0
2022-02-26,18.8349,19.4856,18.8349,19.4592,42545.0
2022-02-27,18.8349,19.4856,18.8349,19.4592,42545.0
2022-02-28,19.2394,19.3713,18.6327,19.1426,63408.0
2022-03-01,18.9844,18.9844,18.1314,18.3161,84969.0
2022-03-02,18.2106,19.0283,18.2106,18.8788,59201.0
2022-03-03,18.8876,19.0899,18.7689,19.0899,37462.0
2022-03-04,18.8173,18.8173,18.5183,18.7469,27789.0
2022-03-05,18.8173,18.8173,18.5183,18.7469,27789.0
2022-03-06,18.8173,18.8173,18.5183,18.7469,27789.0
2022-03-07,18.7382,19.0274,18.5095,18.7469,56544.0
2022-03-08,18.8525,18.9844,18.5359,18.5447,47674.0
2022-03-09,18.958,19.0459,18.5975,18.703,36978.0
2022-03-10,18.4568,18.5887,18.1226,18.404,37891.0
2022-03-11,18.6766,18.6766,18.2369,18.3337,40650.0
2022-03-12,18.6766,18.6766,18.2369,18.3337,40650.0
2022-03-13,18.6766,18.6766,18.2369,18.3337,40650.0
2022-03-14,18.5799,18.7382,18.4832,18.703,32233.0
2022-03-15,18.8805,19.0137,18.3257,18.3745,33180.0
2022-03-16,18.5521,18.5521,18.197,18.3213,62824.0
2022-03-17,18.2059,18.3213,18.0017,18.1083,67209.0
2022-03-18,17.9662,18.2015,17.7621,18.0461,224048.0
2022-03-19,17.9662,18.2015,17.7621,18.0461,224048.0
2022-03-20,17.9662,18.2015,17.7621,18.0461,224048.0
2022-03-21,18.1438,18.3035,17.9573,18.1881,54993.0
2022-03-22,18.3035,18.5121,18.0461,18.1083,47040.0
2022-03-23,18.0372,18.055,17.62,17.6467,43784.0
2022-03-24,17.7798,17.9609,17.5934,17.8597,54724.0
2022-03-25,17.8331,18.0683,17.8331,17.9573,62765.0
2022-03-26,17.8331,18.0683,17.8331,17.9573,62765.0
2022-03-27,17.8331,18.0683,17.8331,17.9573,62765.0
2022-03-28,18.0994,18.1083,17.6023,17.8242,41300.0
2022-03-29,17.9662,18.0905,17.7266,17.9396,44934.0
2022-03-30,17.9929,17.9929,17.4691,17.5934,50900.0
2022-03-31,17.549,17.7621,17.1851,17.2739,86606.0
2022-04-01,17.4336,17.5579,17.1762,17.5135,60006.0
2022-04-02,17.4336,17.5579,17.1762,17.5135,60006.0
2022-04-03,17.4336,17.5579,17.1762,17.5135,60006.0
2022-04-04,17.5046,17.5046,16.5371,17.2295,93308.0
2022-04-05,17.3271,17.4691,17.0519,17.2472,68933.0
2022-04-06,17.1851,17.4425,17.1052,17.2561,53372.0
2022-04-07,17.2383,17.4514,16.8655,16.901,37563.0
2022-04-08,16.8922,16.9668,16.7679,16.8034,47068.0
2022-04-09,16.8922,16.9668,16.7679,16.8034,47068.0
2022-04-10,16.8922,16.9668,16.7679,16.8034,47068.0
2022-04-11,16.8833,17.1851,16.7856,16.9188,34197.0
2022-04-12,16.9987,17.1496,16.8336,16.9454,41952.0
2022-04-13,16.8655,17.0697,16.8655,17.0519,31557.0
2022-04-14,17.0786,17.1996,16.8211,16.8922,25942.0
2022-04-15,17.0786,17.1996,16.8211,16.8922,25942.0
2022-04-16,17.0786,17.1996,16.8211,16.8922,25942.0
2022-04-17,17.0786,17.1996,16.8211,16.8922,25942.0
2022-04-18,16.8922,17.0697,16.7856,16.8389,46051.0
2022-04-19,16.9898,17.1318,16.9632,17.0342,35273.0
2022-04-20,17.1407,17.3182,17.0786,17.1673,30677.0
2022-04-21,17.2117,17.3449,16.9898,17.0253,46643.0
2022-04-22,17.0164,17.0519,16.8665,16.9365,40575.0
2022-04-23,17.0164,17.0519,16.8665,16.9365,40575.0
2022-04-24,17.0164,17.0519,16.8665,16.9365,40575.0
2022-04-25,16.8389,16.8389,16.5193,16.6081,42530.0
2022-04-26,16.4572,16.6081,16.3418,16.4483,62085.0
2022-04-27,16.5016,16.5726,16.0489,16.1465,52462.0
2022-04-28,16.3951,16.4572,15.9888,16.4572,54483.0
2022-04-29,14.8772,15.3547,14.6553,14.8949,166883.0
2022-04-30,14.8772,15.3547,14.6553,14.8949,166883.0
2022-05-01,14.8772,15.3547,14.6553,14.8949,166883.0
2022-05-02,15.4098,16.1643,14.9748,15.5074,154958.0
2022-05-03,15.6494,16.0023,15.4275,15.9069,82929.0
2022-05-04,15.9424,16.1376,15.7471,16.0933,75386.0
2022-05-05,16.0311,16.2087,15.7471,15.9779,63547.0
2022-05-06,15.969,16.0489,15.7426,15.9601,57786.0
2022-05-07,15.969,16.0489,15.7426,15.9601,57786.0
2022-05-08,15.969,16.0489,15.7426,15.9601,57786.0
2022-05-09,15.9601,16.5904,15.8713,16.4572,80245.0
2022-05-10,16.5371,16.6145,15.9867,16.111,135897.0
2022-05-11,16.1021,16.617,16.1021,16.3684,71005.0
2022-05-12,16.3862,16.4483,16.0311,16.3063,61970.0
2022-05-13,16.3507,16.475,16.111,16.1554,52931.0
2022-05-14,16.3507,16.475,16.111,16.1554,52931.0
2022-05-15,16.3507,16.475,16.111,16.1554,52931.0
2022-05-16,16.2087,16.4261,16.1376,16.2885,54776.0
2022-05-17,16.5548,16.7856,16.5282,16.6969,80054.0
2022-05-18,16.546,16.6347,16.04,16.2175,40814.0
2022-05-19,16.0134,16.2353,15.7471,15.8181,60706.0
2022-05-20,15.9424,16.1171,15.6849,16.0578,34790.0
2022-05-21,15.9424,16.1171,15.6849,16.0578,34790.0
2022-05-22,15.9424,16.1171,15.6849,16.0578,34790.0
2022-05-23,16.3329,16.5105,16.1288,16.182,56066.0
2022-05-24,16.1643,16.4128,15.756,16.3596,44771.0
2022-05-25,16.3951,16.5726,16.3051,16.3241,31299.0
2022-05-26,16.3063,16.5992,16.3063,16.4661,38557.0
2022-05-27,16.475,16.6081,16.4128,16.5726,27278.0
2022-05-28,16.475,16.6081,16.4128,16.5726,27278.0
2022-05-29,16.475,16.6081,16.4128,16.5726,27278.0
