,APO US Equity,APO US Equity,APO US Equity,APO US Equity,APO US Equity
2020-03-07,36.2778,36.6576,34.255,35.7743,3942241.0
2020-03-08,36.2778,36.6576,34.255,35.7743,3942241.0
2020-03-09,32.0379,32.9388,29.9002,30.0857,4771239.0
2020-03-10,31.9584,32.4795,28.7563,31.3047,3700206.0
2020-03-11,30.0504,31.4195,29.1936,29.9621,3793205.0
2020-03-12,27.2061,28.6018,26.0578,26.5878,5056635.0
2020-03-13,28.4693,32.0997,26.9235,31.7552,4319956.0
2020-03-14,28.4693,32.0997,26.9235,31.7552,4319956.0
2020-03-15,28.4693,32.0997,26.9235,31.7552,4319956.0
2020-03-16,26.4995,30.3772,24.8742,27.5153,4739500.0
2020-03-17,27.9039,29.0699,25.6161,27.5594,5416248.0
2020-03-18,25.6956,27.4534,17.1893,26.4995,8310414.0
2020-03-19,26.2786,28.5046,22.7454,26.4023,4287953.0
2020-03-20,27.1178,27.3121,22.8779,23.7082,4638437.0
2020-03-21,27.1178,27.3121,22.8779,23.7082,4638437.0
2020-03-22,27.1178,27.3121,22.8779,23.7082,4638437.0
2020-03-23,22.8823,24.2558,20.7579,21.0229,4032269.0
2020-03-24,22.5775,25.466,22.4438,24.2735,5971956.0
2020-03-25,26.0401,32.4972,25.6956,30.6422,7012315.0
2020-03-26,31.0927,35.1118,30.9867,33.301,4341617.0
2020-03-27,31.6315,32.1527,29.9444,31.3224,2305518.0
2020-03-28,31.6315,32.1527,29.9444,31.3224,2305518.0
2020-03-29,31.6315,32.1527,29.9444,31.3224,2305518.0
2020-03-30,31.1369,32.0114,29.3437,31.3135,1831669.0
2020-03-31,30.9867,31.4637,29.2466,29.5911,1497666.0
2020-04-01,27.9658,27.9658,26.1285,26.4641,2956419.0
2020-04-02,26.1638,28.2219,25.8723,27.3563,1534838.0
2020-04-03,27.3474,29.0346,26.6408,28.1954,1773200.0
2020-04-04,27.3474,29.0346,26.6408,28.1954,1773200.0
2020-04-05,27.3474,29.0346,26.6408,28.1954,1773200.0
2020-04-06,29.5027,32.4707,29.5027,31.7287,4102999.0
2020-04-07,34.2991,34.3256,30.7129,30.9867,2998414.0
2020-04-08,31.4372,33.4953,30.9602,32.9212,2864537.0
2020-04-09,34.4405,36.1276,33.6013,34.5906,3831924.0
2020-04-10,34.4405,36.1276,33.6013,34.5906,3831924.0
2020-04-11,34.4405,36.1276,33.6013,34.5906,3831924.0
2020-04-12,34.4405,36.1276,33.6013,34.5906,3831924.0
2020-04-13,34.1048,34.2461,30.8542,31.9142,3226491.0
2020-04-14,33.301,34.4493,31.8082,32.1173,2563380.0
2020-04-15,30.916,31.817,29.8826,30.0504,2219734.0
2020-04-16,30.1917,32.2587,29.7324,32.0908,1409946.0
2020-04-17,33.5307,34.5244,33.3452,34.3345,1976064.0
2020-04-18,33.5307,34.5244,33.3452,34.3345,1976064.0
2020-04-19,33.5307,34.5244,33.3452,34.3345,1976064.0
2020-04-20,33.1243,33.9811,32.718,32.9212,1845837.0
2020-04-21,31.9584,32.3912,30.7835,31.3577,1914832.0
2020-04-22,32.3293,32.6297,31.6669,31.9054,1888767.0
2020-04-23,32.2233,34.5995,31.9849,33.6102,1884338.0
2020-04-24,34.0606,34.4581,33.3275,34.3963,861329.0
2020-04-25,34.0606,34.4581,33.3275,34.3963,861329.0
2020-04-26,34.0606,34.4581,33.3275,34.3963,861329.0
2020-04-27,34.7938,37.0418,34.7938,36.5516,2232461.0
2020-04-28,37.6469,37.7441,35.6064,35.8803,2612181.0
2020-04-29,37.1169,38.3182,36.5207,37.9649,1756762.0
2020-04-30,37.2317,37.2317,35.4209,35.7654,2499191.0
2020-05-01,32.7622,35.5888,30.9337,34.944,4026007.0
2020-05-02,32.7622,35.5888,30.9337,34.944,4026007.0
2020-05-03,32.7622,35.5888,30.9337,34.944,4026007.0
2020-05-04,34.2726,35.5181,33.354,35.2885,2605472.0
2020-05-05,35.7831,37.1787,35.5093,36.1276,2551486.0
2020-05-06,36.4986,37.1787,35.9598,36.8166,1895416.0
2020-05-07,37.1169,38.0797,36.98,37.9826,1539272.0
2020-05-08,38.5037,39.016,38.0444,38.804,1758523.0
2020-05-09,38.5037,39.016,38.0444,38.804,1758523.0
2020-05-10,38.5037,39.016,38.0444,38.804,1758523.0
2020-05-11,38.6715,40.0274,38.0886,39.8199,3816242.0
2020-05-12,40.0407,40.2439,38.9984,39.0072,3232696.0
2020-05-13,38.5391,38.7687,35.7831,36.7989,2985175.0
2020-05-14,35.3326,36.8961,34.944,36.8961,2117993.0
2020-05-15,35.87,36.5213,35.522,36.3072,1274951.0
2020-05-16,35.87,36.5213,35.522,36.3072,1274951.0
2020-05-17,35.87,36.5213,35.522,36.3072,1274951.0
2020-05-18,37.7527,39.4391,37.7527,38.8234,1491702.0
2020-05-19,38.8413,39.5596,38.5557,38.5914,1415473.0
2020-05-20,39.7068,40.6258,39.2785,40.144,1075153.0
2020-05-21,40.3225,40.724,39.1134,40.1172,1117337.0
2020-05-22,40.028,40.6615,39.8942,40.3403,1493416.0
2020-05-23,40.028,40.6615,39.8942,40.3403,1493416.0
2020-05-24,40.028,40.6615,39.8942,40.3403,1493416.0
2020-05-25,40.028,40.6615,39.8942,40.3403,1493416.0
2020-05-26,41.5449,42.7941,41.1791,42.4818,1888067.0
2020-05-27,43.5347,43.7845,42.0357,42.5443,1678734.0
2020-05-28,42.9993,43.6685,41.9554,42.116,2103660.0
2020-05-29,42.1338,43.2135,41.8126,42.4729,9713226.0
2020-05-30,42.1338,43.2135,41.8126,42.4729,9713226.0
2020-05-31,42.1338,43.2135,41.8126,42.4729,9713226.0
2020-06-01,42.2855,43.6239,42.1873,43.0529,1792967.0
2020-06-02,43.4901,44.4627,42.7227,44.4627,2125141.0
2020-06-03,44.6144,46.1134,44.4716,46.042,1868277.0
2020-06-04,45.6583,45.819,44.4091,45.7922,1393938.0
2020-06-05,46.6488,48.942,46.5506,47.4251,2895848.0
2020-06-06,46.6488,48.942,46.5506,47.4251,2895848.0
2020-06-07,46.6488,48.942,46.5506,47.4251,2895848.0
2020-06-08,48.13,48.13,46.3454,47.1306,2027040.0
2020-06-09,46.0688,46.9879,45.2613,46.4614,1184495.0
2020-06-10,46.4257,46.4703,45.1051,45.346,1340984.0
2020-06-11,42.8833,43.615,41.9643,42.0,1980118.0
2020-06-12,43.7132,44.2128,42.0089,43.9184,2120107.0
2020-06-13,43.7132,44.2128,42.0089,43.9184,2120107.0
2020-06-14,43.7132,44.2128,42.0089,43.9184,2120107.0
2020-06-15,42.7316,46.2562,42.4738,45.7654,1861756.0
2020-06-16,47.5946,47.8355,46.332,47.2645,2017165.0
2020-06-17,47.2466,47.5946,46.8049,47.3091,1454699.0
2020-06-18,46.9432,49.0312,46.5328,48.478,1680437.0
2020-06-19,49.406,49.4193,47.1128,47.3626,1798197.0
2020-06-20,49.406,49.4193,47.1128,47.3626,1798197.0
2020-06-21,49.406,49.4193,47.1128,47.3626,1798197.0
2020-06-22,46.8451,47.1752,45.5513,46.1045,1698546.0
2020-06-23,46.6577,47.1217,45.4442,45.7833,1603062.0
2020-06-24,45.4442,45.926,43.6239,44.1771,1426405.0
2020-06-25,43.5525,45.462,43.267,44.2039,2311205.0
2020-06-26,43.7667,44.3913,40.5991,41.2594,12956908.0
2020-06-27,43.7667,44.3913,40.5991,41.2594,12956908.0
2020-06-28,43.7667,44.3913,40.5991,41.2594,12956908.0
2020-06-29,41.4111,42.8923,40.2511,42.7227,1708821.0
2020-06-30,42.571,44.8374,42.571,44.543,2218475.0
2020-07-01,44.8285,45.703,43.6507,44.7571,1367492.0
2020-07-02,45.6137,45.7743,43.963,44.5341,2181994.0
2020-07-03,45.6137,45.7743,43.963,44.5341,2181994.0
2020-07-04,45.6137,45.7743,43.963,44.5341,2181994.0
2020-07-05,45.6137,45.7743,43.963,44.5341,2181994.0
2020-07-06,45.6851,46.042,44.6501,44.7393,945295.0
2020-07-07,44.2931,44.6947,43.6596,43.7399,1164511.0
2020-07-08,43.7756,44.9891,43.7756,44.9267,1372626.0
2020-07-09,44.8017,44.8017,42.2052,44.5251,2462030.0
2020-07-10,44.659,44.7393,43.5436,44.6947,871290.0
2020-07-11,44.659,44.7393,43.5436,44.6947,871290.0
2020-07-12,44.659,44.7393,43.5436,44.6947,871290.0
2020-07-13,45.0784,45.6093,43.8381,43.9005,1075132.0
2020-07-14,43.8916,45.3014,43.7042,45.2479,845984.0
2020-07-15,45.9617,46.4614,45.5334,46.2651,1047593.0
2020-07-16,46.042,46.1491,44.8107,45.703,797953.0
2020-07-17,45.8814,46.4614,45.578,46.2383,590351.0
2020-07-18,45.8814,46.4614,45.578,46.2383,590351.0
2020-07-19,45.8814,46.4614,45.578,46.2383,590351.0
2020-07-20,46.2116,46.3811,45.5602,46.0599,1192877.0
2020-07-21,46.3989,47.7285,46.0866,47.6928,1383724.0
2020-07-22,47.3448,48.1657,47.1708,47.4608,517193.0
2020-07-23,47.3715,48.4155,46.6399,46.9343,802283.0
2020-07-24,46.8094,46.9075,46.1224,46.4168,394544.0
2020-07-25,46.8094,46.9075,46.1224,46.4168,394544.0
2020-07-26,46.8094,46.9075,46.1224,46.4168,394544.0
2020-07-27,46.3989,46.5328,45.7253,46.5149,717395.0
2020-07-28,46.1937,47.1842,46.0331,46.5149,626092.0
2020-07-29,46.8183,48.3352,46.6963,48.2103,905471.0
2020-07-30,47.8534,48.0854,44.7214,45.0962,1667743.0
2020-07-31,45.007,45.5334,42.9636,43.8113,2482652.0
2020-08-01,45.007,45.5334,42.9636,43.8113,2482652.0
2020-08-02,45.007,45.5334,42.9636,43.8113,2482652.0
2020-08-03,43.9808,44.6858,43.2938,44.311,1896951.0
2020-08-04,44.0165,44.2842,43.0707,43.7756,1358998.0
2020-08-05,43.9362,44.6947,43.9362,44.0701,870676.0
2020-08-06,43.9362,44.4894,42.8923,43.3473,983602.0
2020-08-07,43.0529,43.9808,43.0529,43.5258,1121964.0
2020-08-08,43.0529,43.9808,43.0529,43.5258,1121964.0
2020-08-09,43.0529,43.9808,43.0529,43.5258,1121964.0
2020-08-10,43.5258,43.9184,43.0707,43.5169,1003104.0
2020-08-11,43.9273,44.0344,42.3212,42.6246,1747523.0
2020-08-12,42.9904,44.1236,42.7763,42.919,909473.0
2020-08-13,42.7941,43.6621,42.7941,43.267,894097.0
2020-08-14,43.1599,43.3206,42.6424,42.7138,1041431.0
2020-08-15,43.1599,43.3206,42.6424,42.7138,1041431.0
2020-08-16,43.1599,43.3206,42.6424,42.7138,1041431.0
2020-08-17,43.0834,43.9939,42.7951,43.7596,1298734.0
2020-08-18,44.021,44.0426,43.1375,43.1826,839768.0
2020-08-19,43.435,43.7415,42.968,42.9933,804871.0
2020-08-20,42.7859,42.8851,41.8303,42.0557,945468.0
2020-08-21,42.0647,42.7589,42.0647,42.3983,547582.0
2020-08-22,42.0647,42.7589,42.0647,42.3983,547582.0
2020-08-23,42.0647,42.7589,42.0647,42.3983,547582.0
2020-08-24,42.4343,42.4343,40.6989,41.073,2183969.0
2020-08-25,41.2353,41.3525,40.5096,41.1902,1614350.0
2020-08-26,41.3074,42.7589,41.2443,42.2811,1035692.0
2020-08-27,42.2721,43.0203,42.245,42.6417,908337.0
2020-08-28,42.831,42.9121,41.2894,42.0016,968739.0
2020-08-29,42.831,42.9121,41.2894,42.0016,968739.0
2020-08-30,42.831,42.9121,41.2894,42.0016,968739.0
2020-08-31,42.0106,42.7318,42.0106,42.254,790828.0
2020-09-01,42.4253,43.4801,42.1999,43.426,1090494.0
2020-09-02,43.4891,43.8407,42.5966,43.6964,1062676.0
2020-09-03,43.3989,43.5702,41.5869,41.8393,1534847.0
2020-09-04,42.2811,42.6507,40.9919,42.0196,704149.0
2020-09-05,42.2811,42.6507,40.9919,42.0196,704149.0
2020-09-06,42.2811,42.6507,40.9919,42.0196,704149.0
2020-09-07,42.2811,42.6507,40.9919,42.0196,704149.0
2020-09-08,40.8296,41.073,39.7117,40.2436,1318574.0
2020-09-09,40.5682,41.2443,39.7749,40.8657,772509.0
2020-09-10,41.1181,41.7582,40.5592,40.5772,756966.0
2020-09-11,40.8477,41.2443,40.25,40.3248,935524.0
2020-09-12,40.8477,41.2443,40.25,40.3248,935524.0
2020-09-13,40.8477,41.2443,40.25,40.3248,935524.0
2020-09-14,40.4059,41.1091,40.2436,40.9468,2004198.0
2020-09-15,41.2353,41.641,40.4961,40.8837,923441.0
2020-09-16,41.064,41.9078,40.7575,41.046,1097162.0
2020-09-17,40.2977,40.5682,39.2745,40.0904,1371637.0
2020-09-18,40.3969,40.6223,40.0633,40.2707,2158941.0
2020-09-19,40.3969,40.6223,40.0633,40.2707,2158941.0
2020-09-20,40.3969,40.6223,40.0633,40.2707,2158941.0
2020-09-21,39.2249,39.8921,38.5713,39.3962,1528111.0
2020-09-22,39.5765,40.1084,38.7967,39.9642,1435058.0
2020-09-23,39.9732,40.7034,39.6036,39.6036,744994.0
2020-09-24,39.3962,39.5314,38.0349,38.6299,1674031.0
2020-09-25,38.5849,40.5051,38.5398,40.3158,1593017.0
2020-09-26,38.5849,40.5051,38.5398,40.3158,1593017.0
2020-09-27,38.5849,40.5051,38.5398,40.3158,1593017.0
2020-09-28,41.1001,42.0106,40.854,41.7402,1152825.0
2020-09-29,41.8574,42.236,40.8747,40.8837,859864.0
2020-09-30,40.8477,41.1091,39.865,40.3428,1241699.0
2020-10-01,40.8206,42.6776,40.7485,42.3983,1476287.0
2020-10-02,41.1542,43.1736,41.1542,42.6777,742595.0
2020-10-03,41.1542,43.1736,41.1542,42.6777,742595.0
2020-10-04,41.1542,43.1736,41.1542,42.6777,742595.0
2020-10-05,43.0924,43.4981,42.7949,43.3539,930432.0
2020-10-06,43.2186,43.3719,41.8123,41.9385,884485.0
2020-10-07,41.7762,42.5064,41.073,41.4697,1099406.0
2020-10-08,41.9114,42.5425,41.7807,42.3261,656870.0
2020-10-09,42.7408,43.1646,41.9565,41.9655,804198.0
2020-10-10,42.7408,43.1646,41.9565,41.9655,804198.0
2020-10-11,42.7408,43.1646,41.9565,41.9655,804198.0
2020-10-12,41.9655,42.0383,39.5495,39.5765,2298472.0
2020-10-13,39.2339,39.4368,37.503,38.8824,3082574.0
2020-10-14,39.1618,39.7839,38.7381,38.7471,1543831.0
2020-10-15,38.2423,39.0401,38.0349,38.8012,1104413.0
2020-10-16,38.7922,39.27,36.0336,36.4753,3409073.0
2020-10-17,38.7922,39.27,36.0336,36.4753,3409073.0
2020-10-18,38.7922,39.27,36.0336,36.4753,3409073.0
2020-10-19,36.6286,36.6556,34.9698,35.1411,2402586.0
2020-10-20,35.6549,36.6736,35.3786,36.2499,1670262.0
2020-10-21,35.9975,38.5217,35.9975,37.1965,6425595.0
2020-10-22,37.1605,37.3588,36.5249,36.6376,2027377.0
2020-10-23,36.9621,37.1424,36.2589,37.0974,1298223.0
2020-10-24,36.9621,37.1424,36.2589,37.0974,1298223.0
2020-10-25,36.9621,37.1424,36.2589,37.0974,1298223.0
2020-10-26,37.0974,37.3047,36.0426,36.2049,1872261.0
2020-10-27,36.2499,36.6466,35.8983,36.2319,1072098.0
2020-10-28,35.4746,35.691,34.6903,35.0599,1475065.0
2020-10-29,34.9067,35.8623,33.3561,34.1314,2567437.0
2020-10-30,34.1764,34.7174,32.7701,33.2299,2489272.0
2020-10-31,34.1764,34.7174,32.7701,33.2299,2489272.0
2020-11-01,34.1764,34.7174,32.7701,33.2299,2489272.0
2020-11-02,33.6986,35.0509,33.6807,34.6362,1304572.0
2020-11-03,35.2042,35.6369,34.4649,35.4476,1261640.0
2020-11-04,35.9614,37.5391,35.3304,36.7187,1730170.0
2020-11-05,37.467,38.7201,37.1154,37.5932,1191940.0
2020-11-06,38.3955,38.4226,37.1424,37.5571,882260.0
2020-11-07,38.3955,38.4226,37.1424,37.5571,882260.0
2020-11-08,38.3955,38.4226,37.1424,37.5571,882260.0
2020-11-09,39.6396,40.3338,38.5668,39.6667,2975220.0
2020-11-10,39.261,39.9822,38.6299,39.6306,857290.0
2020-11-11,39.9461,40.0273,38.3414,38.648,1319473.0
2020-11-12,38.4947,39.4142,38.1792,38.6029,948124.0
2020-11-13,38.9815,40.0904,38.9815,39.883,809097.0
2020-11-14,38.9815,40.0904,38.9815,39.883,809097.0
2020-11-15,38.9815,40.0904,38.9815,39.883,809097.0
2020-11-16,40.5411,41.046,39.9101,40.8837,1288778.0
2020-11-17,40.4059,41.3074,39.9552,41.2624,1393775.0
2020-11-18,41.3525,41.4922,40.6854,40.9017,960275.0
2020-11-19,40.9382,41.4123,40.1997,40.7559,1336940.0
2020-11-20,40.5918,40.6556,39.2515,39.37,1253870.0
2020-11-21,40.5918,40.6556,39.2515,39.37,1253870.0
2020-11-22,40.5918,40.6556,39.2515,39.37,1253870.0
2020-11-23,39.8076,40.7285,39.4885,40.4823,897325.0
2020-11-24,41.0294,41.7679,40.8379,41.5582,1536343.0
2020-11-25,41.6494,41.6494,39.7073,39.99,1994663.0
2020-11-26,41.6494,41.6494,39.7073,39.99,1994663.0
2020-11-27,40.1268,40.7923,39.9444,39.9991,1695342.0
2020-11-28,40.1268,40.7923,39.9444,39.9991,1695342.0
2020-11-29,40.1268,40.7923,39.9444,39.9991,1695342.0
2020-11-30,39.9718,40.1085,39.1056,39.7712,1712200.0
2020-12-01,40.3,41.3759,40.2179,41.312,1426690.0
2020-12-02,41.3394,42.0141,40.7832,41.9412,1247619.0
2020-12-03,42.1418,43.3909,41.9776,42.5156,1318054.0
2020-12-04,42.6888,44.2388,42.625,44.2206,899594.0
2020-12-05,42.6888,44.2388,42.625,44.2206,899594.0
2020-12-06,42.6888,44.2388,42.625,44.2206,899594.0
2020-12-07,43.8468,44.412,43.4,44.0291,1464961.0
2020-12-08,43.6188,44.3938,43.6097,44.0565,1534979.0
2020-12-09,44.4668,44.5488,42.3378,42.8073,983711.0
2020-12-10,42.4062,43.4182,42.0688,43.3362,1016880.0
2020-12-11,43.1447,44.0382,42.778,43.6735,618216.0
2020-12-12,43.1447,44.0382,42.778,43.6735,618216.0
2020-12-13,43.1447,44.0382,42.778,43.6735,618216.0
2020-12-14,44.0473,44.4576,43.4912,43.6097,1202745.0
2020-12-15,44.2206,44.3938,43.6826,44.0565,845429.0
2020-12-16,44.3938,45.0412,43.6553,44.9773,1161132.0
2020-12-17,44.9956,45.1323,44.0018,44.7129,1271070.0
2020-12-18,44.9865,45.0776,43.2176,43.5641,1890527.0
2020-12-19,44.9865,45.0776,43.2176,43.5641,1890527.0
2020-12-20,44.9865,45.0776,43.2176,43.5641,1890527.0
2020-12-21,43.0535,43.5368,42.1782,42.6341,1240053.0
2020-12-22,42.6979,43.8923,42.6615,43.7009,1720196.0
2020-12-23,44.0018,44.5306,43.4,43.9106,1259356.0
2020-12-24,43.8376,44.8061,43.5459,44.7585,458347.0
2020-12-25,43.8376,44.8061,43.5459,44.7585,458347.0
2020-12-26,43.8376,44.8061,43.5459,44.7585,458347.0
2020-12-27,43.8376,44.8061,43.5459,44.7585,458347.0
2020-12-28,45.2326,45.26,43.6365,44.0929,968763.0
2020-12-29,44.2023,44.4485,43.436,43.8285,480824.0
2020-12-30,43.9653,44.9773,43.9653,44.2935,606501.0
2020-12-31,44.3118,44.8953,43.8925,44.6582,487876.0
2021-01-01,44.3118,44.8953,43.8925,44.6582,487876.0
2021-01-02,44.3118,44.8953,43.8925,44.6582,487876.0
2021-01-03,44.3118,44.8953,43.8925,44.6582,487876.0
2021-01-04,44.6582,44.7585,43.4091,43.555,1064675.0
2021-01-05,43.8376,44.4545,43.5595,43.8923,655451.0
2021-01-06,43.71,44.485,42.3515,43.3088,1782015.0
2021-01-07,43.7282,43.8331,42.3515,42.7618,1283731.0
2021-01-08,43.3088,44.0018,42.2785,42.8165,1248004.0
2021-01-09,43.3088,44.0018,42.2785,42.8165,1248004.0
2021-01-10,43.3088,44.0018,42.2785,42.8165,1248004.0
2021-01-11,42.7891,44.0018,42.4335,43.2723,1047638.0
2021-01-12,43.4456,43.5003,42.6341,42.8347,839371.0
2021-01-13,42.9988,43.2359,42.3423,42.9806,1847491.0
2021-01-14,43.4638,44.33,43.0718,43.9562,963497.0
2021-01-15,43.4912,43.7465,42.862,43.7191,648940.0
2021-01-16,43.4912,43.7465,42.862,43.7191,648940.0
2021-01-17,43.4912,43.7465,42.862,43.7191,648940.0
2021-01-18,43.4912,43.7465,42.862,43.7191,648940.0
2021-01-19,44.175,44.5215,43.7191,43.9379,562775.0
2021-01-20,43.9562,44.0589,43.7647,43.8103,482707.0
2021-01-21,43.7647,44.1476,43.4273,43.5915,458634.0
2021-01-22,43.6644,43.865,42.315,42.3332,1104337.0
2021-01-23,43.6644,43.865,42.315,42.3332,1104337.0
2021-01-24,43.6644,43.865,42.315,42.3332,1104337.0
2021-01-25,42.1509,42.4153,41.7679,41.8318,1522475.0
2021-01-26,43.8559,45.2292,43.1173,44.8406,4532979.0
2021-01-27,44.257,45.652,42.7709,43.3818,2815582.0
2021-01-28,43.4,44.1294,42.6523,43.8194,1300632.0
2021-01-29,43.6279,44.0473,41.8773,41.8865,1467373.0
2021-01-30,43.6279,44.0473,41.8773,41.8865,1467373.0
2021-01-31,43.6279,44.0473,41.8773,41.8865,1467373.0
2021-02-01,42.242,43.6918,42.0779,43.4365,1353350.0
2021-02-02,43.6097,45.2873,43.4638,44.5762,1325558.0
2021-02-03,45.807,46.2629,44.1932,45.6976,2634310.0
2021-02-04,46.1353,46.5182,45.2053,46.4544,1703935.0
2021-02-05,46.6823,46.6823,45.8162,46.2173,1315819.0
2021-02-06,46.6823,46.6823,45.8162,46.2173,1315819.0
2021-02-07,46.6823,46.6823,45.8162,46.2173,1315819.0
2021-02-08,46.6641,46.7553,45.7979,46.4453,1299995.0
2021-02-09,46.4362,46.6003,45.9985,46.1353,1237514.0
2021-02-10,46.5365,47.4118,46.1718,47.2841,1520026.0
2021-02-11,47.4209,47.43,45.8891,46.035,1553141.0
2021-02-12,45.7706,46.9832,45.684,46.9194,744138.0
2021-02-13,45.7706,46.9832,45.684,46.9194,744138.0
2021-02-14,45.7706,46.9832,45.684,46.9194,744138.0
2021-02-15,45.7706,46.9832,45.684,46.9194,744138.0
2021-02-16,47.3206,47.4025,46.3815,46.9741,975230.0
2021-02-17,46.9559,47.4118,46.3359,47.3662,614511.0
2021-02-18,47.0433,47.5045,46.5821,47.154,1505010.0
2021-02-19,47.4492,48.3117,47.4031,47.8089,2301733.0
2021-02-20,47.4492,48.3117,47.4031,47.8089,2301733.0
2021-02-21,47.4492,48.3117,47.4031,47.8089,2301733.0
2021-02-22,47.2832,47.5876,46.9142,47.0433,1164973.0
2021-02-23,47.1448,47.154,45.7982,46.5545,850974.0
2021-02-24,46.1486,47.1171,45.6597,47.0526,984504.0
2021-02-25,47.2739,47.3477,44.7926,45.0878,1076247.0
2021-02-26,45.1339,45.9457,44.23,45.6228,1282386.0
2021-02-27,45.1339,45.9457,44.23,45.6228,1282386.0
2021-02-28,45.1339,45.9457,44.23,45.6228,1282386.0
2021-03-01,46.4438,47.0664,46.1763,46.4714,760266.0
2021-03-02,46.3515,46.476,45.6597,46.0563,588263.0
2021-03-03,46.8589,47.0341,45.6991,46.4991,1580421.0
2021-03-04,46.4807,46.7574,44.7686,45.7151,597903.0
2021-03-05,46.1025,46.2132,43.9902,45.7151,1021283.0
2021-03-06,46.1025,46.2132,43.9902,45.7151,1021283.0
2021-03-07,46.1025,46.2132,43.9902,45.7151,1021283.0
2021-03-08,45.9364,46.619,43.0308,43.778,9803326.0
2021-03-09,43.8149,44.2207,42.1176,42.2191,5882894.0
2021-03-10,42.6342,43.1692,41.8778,41.9977,3861233.0
2021-03-11,42.4589,44.3868,41.8778,44.1193,5367853.0
2021-03-12,44.5436,44.9125,43.5381,44.3499,3361863.0
2021-03-13,44.5436,44.9125,43.5381,44.3499,3361863.0
2021-03-14,44.5436,44.9125,43.5381,44.3499,3361863.0
2021-03-15,44.6819,45.4937,44.2207,45.014,4817905.0
2021-03-16,44.9863,45.5767,44.2484,44.3407,2703319.0
2021-03-17,44.1469,44.7188,43.944,44.4513,3675581.0
2021-03-18,44.2115,45.1801,43.5381,43.7595,3342012.0
2021-03-19,43.4644,43.861,43.1231,43.6212,5285682.0
2021-03-20,43.4644,43.861,43.1231,43.6212,5285682.0
2021-03-21,43.4644,43.861,43.1231,43.6212,5285682.0
2021-03-22,43.3537,46.0563,43.3537,45.5859,5544673.0
2021-03-23,45.7243,45.7243,44.9494,45.3092,4285760.0
2021-03-24,45.4383,46.2224,43.9532,43.9717,1995104.0
2021-03-25,43.8794,44.0086,42.6157,43.326,3717063.0
2021-03-26,43.5105,43.5105,41.9977,43.0677,3899904.0
2021-03-27,43.5105,43.5105,41.9977,43.0677,3899904.0
2021-03-28,43.5105,43.5105,41.9977,43.0677,3899904.0
2021-03-29,42.3482,43.2891,41.9239,42.8832,2914577.0
2021-03-30,42.5788,44.3683,42.5788,43.492,2229145.0
2021-03-31,43.492,44.2115,43.3537,43.3629,2076246.0
2021-04-01,44.027,44.2945,43.6304,44.2853,1923472.0
2021-04-02,44.027,44.2945,43.6304,44.2853,1923472.0
2021-04-03,44.027,44.2945,43.6304,44.2853,1923472.0
2021-04-04,44.027,44.2945,43.6304,44.2853,1923472.0
2021-04-05,44.6358,44.7281,43.9671,43.9809,1854200.0
2021-04-06,43.8518,44.2853,43.7411,44.0916,1478463.0
2021-04-07,43.9256,44.1931,43.1876,43.3998,2998860.0
2021-04-08,43.7964,43.7964,42.9294,42.9478,2225100.0
2021-04-09,42.7356,43.4459,42.7356,43.3813,2138886.0
2021-04-10,42.7356,43.4459,42.7356,43.3813,2138886.0
2021-04-11,42.7356,43.4459,42.7356,43.3813,2138886.0
2021-04-12,43.0677,43.8979,43.0677,43.8702,1970451.0
2021-04-13,43.8149,43.8425,43.1277,43.695,1796423.0
2021-04-14,43.8241,46.167,43.7872,45.632,4158844.0
2021-04-15,45.9457,46.3884,45.6689,46.3423,2754718.0
2021-04-16,46.5821,47.6337,46.4899,47.5691,2898537.0
2021-04-17,46.5821,47.6337,46.4899,47.5691,2898537.0
2021-04-18,46.5821,47.6337,46.4899,47.5691,2898537.0
2021-04-19,47.4953,47.832,47.3413,47.4953,1834979.0
2021-04-20,47.4492,47.4492,46.2777,47.3385,1894762.0
2021-04-21,47.2647,48.2886,46.8404,48.2425,2070056.0
2021-04-22,48.7683,48.8421,47.9934,48.6207,2210001.0
2021-04-23,48.7037,49.3309,48.5008,49.0634,1904510.0
2021-04-24,48.7037,49.3309,48.5008,49.0634,1904510.0
2021-04-25,48.7037,49.3309,48.5008,49.0634,1904510.0
2021-04-26,49.4877,50.364,49.3033,50.2995,2500177.0
2021-04-27,50.733,50.899,50.3179,50.8898,2110864.0
2021-04-28,50.733,51.4986,50.6408,51.1112,1904294.0
2021-04-29,51.6554,51.9229,50.5762,51.2219,1584820.0
2021-04-30,51.1665,51.2865,50.3733,51.0743,1908196.0
2021-05-01,51.1665,51.2865,50.3733,51.0743,1908196.0
2021-05-02,51.1665,51.2865,50.3733,51.0743,1908196.0
2021-05-03,51.2865,51.7477,50.7791,50.7976,2467614.0
2021-05-04,50.7976,51.4248,50.1104,50.733,2859378.0
2021-05-05,51.2865,52.4764,50.816,52.2458,2744781.0
2021-05-06,52.2458,52.8915,51.8122,52.7531,1935132.0
2021-05-07,52.7716,53.7309,52.2273,53.7032,2336266.0
2021-05-08,52.7716,53.7309,52.2273,53.7032,2336266.0
2021-05-09,52.7716,53.7309,52.2273,53.7032,2336266.0
2021-05-10,53.7493,53.9522,53.0298,53.159,3855901.0
2021-05-11,52.0797,53.468,51.5553,53.3066,3210183.0
