,RGS US Equity,RGS US Equity,RGS US Equity,RGS US Equity,RGS US Equity
2022-09-20,20.6,21.4,19.946,20.4,14646.0
2022-09-21,20.4,20.8,19.03,19.26,9074.0
2022-09-22,19.8,20.55,18.364,18.774,11325.0
2022-09-23,18.44,19.6,18.2,19.6,19355.0
2022-09-24,18.44,19.6,18.2,19.6,19355.0
2022-09-25,18.44,19.6,18.2,19.6,19355.0
2022-09-26,19.4,19.532,18.1,18.202,9601.0
2022-09-27,18.394,20.398,18.344,19.298,14702.0
2022-09-28,19.0,21.0,19.0,20.8,13257.0
2022-09-29,20.2,20.6,19.2,19.354,11228.0
2022-09-30,19.714,21.998,19.398,20.2,17115.0
2022-10-01,19.714,21.998,19.398,20.2,17115.0
2022-10-02,19.714,21.998,19.398,20.2,17115.0
2022-10-03,21.6,21.8,20.2,20.4,22839.0
2022-10-04,20.8,21.6,20.2,21.4,14798.0
2022-10-05,21.2,22.0,20.4,22.0,5244.0
2022-10-06,21.4,23.998,21.2,22.6,18757.0
2022-10-07,22.2,22.2,21.008,21.8,5645.0
2022-10-08,22.2,22.2,21.008,21.8,5645.0
2022-10-09,22.2,22.2,21.008,21.8,5645.0
2022-10-10,21.8,21.8,19.5,20.2,7667.0
2022-10-11,20.8,21.8,20.2,21.0,2726.0
2022-10-12,21.0,21.2,19.5,20.6,7534.0
2022-10-13,19.408,21.4,19.408,21.0,5465.0
2022-10-14,20.6,21.0,19.696,20.6,2572.0
2022-10-15,20.6,21.0,19.696,20.6,2572.0
2022-10-16,20.6,21.0,19.696,20.6,2572.0
2022-10-17,19.8,21.198,19.6,20.4,4717.0
2022-10-18,20.0,20.998,19.4,20.2,5674.0
2022-10-19,19.656,20.6,19.4,20.0,4478.0
2022-10-20,20.0,20.8,19.634,20.0,3994.0
2022-10-21,19.6,20.2,19.6,20.0,9078.0
2022-10-22,19.6,20.2,19.6,20.0,9078.0
2022-10-23,19.6,20.2,19.6,20.0,9078.0
2022-10-24,19.8,20.2,19.7,20.0,3798.0
2022-10-25,19.8,21.8,19.8,21.6,8031.0
2022-10-26,21.0,22.998,20.4,21.4,10972.0
2022-10-27,22.8,23.0,21.4,22.8,10151.0
2022-10-28,23.0,23.0,21.4,22.8,5563.0
2022-10-29,23.0,23.0,21.4,22.8,5563.0
2022-10-30,23.0,23.0,21.4,22.8,5563.0
2022-10-31,23.4,23.4,21.6,23.4,17931.0
2022-11-01,26.2,28.0,24.4,26.4,57944.0
2022-11-02,26.2,27.6,25.0,26.6,19971.0
2022-11-03,26.4,30.0,25.438,28.4,19368.0
2022-11-04,28.4,29.4,26.2,26.2,30692.0
2022-11-05,28.4,29.4,26.2,26.2,30692.0
2022-11-06,28.4,29.4,26.2,26.2,30692.0
2022-11-07,27.0,27.494,24.4,25.2,18882.0
2022-11-08,26.0,26.0,23.4,23.8,13557.0
2022-11-09,23.8,25.0,23.4,24.6,5902.0
2022-11-10,25.4,26.8,24.6,25.2,15541.0
2022-11-11,26.0,26.4,24.4,25.4,7633.0
2022-11-12,26.0,26.4,24.4,25.4,7633.0
2022-11-13,26.0,26.4,24.4,25.4,7633.0
2022-11-14,24.6,26.2,24.4,24.6,37520.0
2022-11-15,24.8,26.6,24.8,25.8,15249.0
2022-11-16,26.4,27.8,25.8,27.4,12958.0
2022-11-17,27.6,28.4,26.4,27.0,7924.0
2022-11-18,26.4,28.8,26.4,28.8,13290.0
2022-11-19,26.4,28.8,26.4,28.8,13290.0
2022-11-20,26.4,28.8,26.4,28.8,13290.0
2022-11-21,28.8,28.8,27.622,28.4,7527.0
2022-11-22,28.2,29.72,28.002,28.8,12405.0
2022-11-23,28.2,29.4,27.2,27.4,11297.0
2022-11-24,28.2,29.4,27.2,27.4,11297.0
2022-11-25,27.4,28.6,26.0,27.4,10758.0
2022-11-26,27.4,28.6,26.0,27.4,10758.0
2022-11-27,27.4,28.6,26.0,27.4,10758.0
2022-11-28,26.8,27.8,24.8,24.8,18567.0
2022-11-29,25.0,26.598,25.0,26.4,4029.0
2022-11-30,25.6,26.2,24.8,26.0,8543.0
2022-12-01,25.97,26.4,24.4,25.6,5956.0
2022-12-02,24.8,26.8,24.8,26.6,9425.0
2022-12-03,24.8,26.8,24.8,26.6,9425.0
2022-12-04,24.8,26.8,24.8,26.6,9425.0
2022-12-05,25.8,27.0,25.2,26.2,3781.0
2022-12-06,25.4,25.8,25.0,25.4,4149.0
2022-12-07,24.6,26.0,23.6,24.0,9927.0
2022-12-08,23.6,24.2,22.8,23.4,11147.0
2022-12-09,23.22,23.4,22.0,22.6,9449.0
2022-12-10,23.22,23.4,22.0,22.6,9449.0
2022-12-11,23.22,23.4,22.0,22.6,9449.0
2022-12-12,24.0,24.4,22.6,24.2,6321.0
2022-12-13,24.8,24.976,23.202,23.4,8048.0
2022-12-14,23.4,25.0,23.02,23.6,8549.0
2022-12-15,23.08,23.972,22.4,22.4,6223.0
2022-12-16,22.4,23.0,19.4,22.0,34643.0
2022-12-17,22.4,23.0,19.4,22.0,34643.0
2022-12-18,22.4,23.0,19.4,22.0,34643.0
2022-12-19,21.6,22.0,19.9,20.4,14316.0
2022-12-20,19.6,22.8,19.6,22.8,16048.0
2022-12-21,21.8,23.6,21.4,23.4,7965.0
2022-12-22,23.4,24.8,22.89,24.2,12393.0
2022-12-23,23.6,24.4,23.2,24.2,5621.0
2022-12-24,23.6,24.4,23.2,24.2,5621.0
2022-12-25,23.6,24.4,23.2,24.2,5621.0
2022-12-26,23.6,24.4,23.2,24.2,5621.0
2022-12-27,23.6,24.0,21.0,23.6,41936.0
2022-12-28,22.2,24.0,21.4,23.4,16085.0
2022-12-29,22.2,23.8,22.2,23.4,6051.0
2022-12-30,21.8,24.6,21.8,24.4,8956.0
2022-12-31,21.8,24.6,21.8,24.4,8956.0
2023-01-01,21.8,24.6,21.8,24.4,8956.0
2023-01-02,21.8,24.6,21.8,24.4,8956.0
2023-01-03,24.0,26.0,23.8,25.4,8439.0
2023-01-04,25.2,27.8,24.82,27.6,16354.0
2023-01-05,28.0,32.1,27.0,31.2,49881.0
2023-01-06,32.0,32.2,26.2,30.0,25869.0
2023-01-07,32.0,32.2,26.2,30.0,25869.0
2023-01-08,32.0,32.2,26.2,30.0,25869.0
2023-01-09,28.8,31.8,28.6,31.6,13133.0
2023-01-10,32.0,32.8,31.2,32.2,13500.0
2023-01-11,32.4,33.2,30.8,32.2,16437.0
2023-01-12,32.792,33.4,31.68,33.4,5441.0
2023-01-13,34.0,34.8,30.302,30.8,15400.0
2023-01-14,34.0,34.8,30.302,30.8,15400.0
2023-01-15,34.0,34.8,30.302,30.8,15400.0
2023-01-16,34.0,34.8,30.302,30.8,15400.0
2023-01-17,30.6,31.8,30.4,30.6,2905.0
2023-01-18,31.0,32.2,29.6,29.8,12593.0
2023-01-19,29.8,30.2,27.4,27.4,62801.0
2023-01-20,27.0,29.4,26.0,28.4,17382.0
2023-01-21,27.0,29.4,26.0,28.4,17382.0
2023-01-22,27.0,29.4,26.0,28.4,17382.0
2023-01-23,28.0,31.2,28.0,30.2,11563.0
2023-01-24,30.2,34.4,30.2,32.6,17402.0
2023-01-25,33.0,33.0,31.2,32.2,3206.0
2023-01-26,31.4,33.8,31.4,32.6,5910.0
2023-01-27,32.2,33.4,31.0,32.6,8638.0
2023-01-28,32.2,33.4,31.0,32.6,8638.0
2023-01-29,32.2,33.4,31.0,32.6,8638.0
2023-01-30,32.0,33.4,30.6,31.2,14050.0
2023-01-31,30.8,35.0,30.8,32.8,18333.0
2023-02-01,34.8,37.0,33.0,35.8,55807.0
2023-02-02,36.4,36.8,33.4,34.4,14683.0
2023-02-03,34.0,35.0,32.8,33.6,8702.0
2023-02-04,34.0,35.0,32.8,33.6,8702.0
2023-02-05,34.0,35.0,32.8,33.6,8702.0
2023-02-06,33.4,35.0,33.0,33.2,11618.0
2023-02-07,33.4,34.198,32.0,33.0,7828.0
2023-02-08,32.2,32.6,30.2,30.8,11721.0
2023-02-09,31.0,31.6,27.8,28.0,25922.0
2023-02-10,28.4,29.0,27.4,28.4,7233.0
2023-02-11,28.4,29.0,27.4,28.4,7233.0
2023-02-12,28.4,29.0,27.4,28.4,7233.0
2023-02-13,27.8,29.798,27.8,29.2,5479.0
2023-02-14,28.8,30.6,28.8,29.8,3983.0
2023-02-15,29.8,31.4,29.8,30.2,4953.0
2023-02-16,30.4,31.4,29.2,30.4,4399.0
2023-02-17,29.8,31.6,27.0,29.6,10505.0
2023-02-18,29.8,31.6,27.0,29.6,10505.0
2023-02-19,29.8,31.6,27.0,29.6,10505.0
2023-02-20,29.8,31.6,27.0,29.6,10505.0
2023-02-21,28.6,29.4,28.0,28.4,4705.0
2023-02-22,27.8,29.462,27.8,28.0,3252.0
2023-02-23,28.0,29.198,27.602,28.6,5233.0
2023-02-24,28.8,29.2,27.6,28.0,2108.0
2023-02-25,28.8,29.2,27.6,28.0,2108.0
2023-02-26,28.8,29.2,27.6,28.0,2108.0
2023-02-27,28.0,28.598,27.6,27.6,3269.0
2023-02-28,28.0,28.8,27.6,28.8,8656.0
2023-03-01,28.2,28.8,27.2,28.6,9511.0
2023-03-02,29.0,29.0,27.602,28.4,7315.0
2023-03-03,27.4,28.0,26.4,27.8,14945.0
2023-03-04,27.4,28.0,26.4,27.8,14945.0
2023-03-05,27.4,28.0,26.4,27.8,14945.0
2023-03-06,27.8,28.0,25.0,26.0,17481.0
2023-03-07,25.2,26.2,24.2,25.2,8492.0
2023-03-08,25.6,25.6,22.8,23.8,25281.0
2023-03-09,24.8,24.8,22.0,22.8,30185.0
2023-03-10,22.2,23.6,21.6,23.4,26592.0
2023-03-11,22.2,23.6,21.6,23.4,26592.0
2023-03-12,22.2,23.6,21.6,23.4,26592.0
2023-03-13,22.8,23.2,21.0,22.8,25802.0
2023-03-14,22.2,23.4,21.6,21.6,15312.0
2023-03-15,22.0,22.4,20.2,20.8,38352.0
2023-03-16,21.0,21.8,20.0,20.0,21546.0
2023-03-17,20.0,20.214,15.6,15.6,326055.0
2023-03-18,20.0,20.214,15.6,15.6,326055.0
2023-03-19,20.0,20.214,15.6,15.6,326055.0
2023-03-20,16.8,20.059,16.07,18.8,44091.0
2023-03-21,19.0,22.6,18.8,22.2,21749.0
2023-03-22,22.2,23.4,22.0,22.2,10151.0
2023-03-23,21.8,23.066,20.4,20.4,9795.0
2023-03-24,20.2,21.7,20.2,21.6,6787.0
2023-03-25,20.2,21.7,20.2,21.6,6787.0
2023-03-26,20.2,21.7,20.2,21.6,6787.0
2023-03-27,21.2,22.2,21.2,21.8,6572.0
2023-03-28,22.0,22.348,21.6,21.6,2466.0
2023-03-29,22.2,22.6,21.202,22.4,3300.0
2023-03-30,22.8,23.0,21.422,22.8,7836.0
2023-03-31,23.6,23.6,22.2,22.2,1991.0
2023-04-01,23.6,23.6,22.2,22.2,1991.0
2023-04-02,23.6,23.6,22.2,22.2,1991.0
2023-04-03,22.0,22.6,21.6,21.8,4909.0
2023-04-04,21.6,22.4,21.1,22.4,3984.0
2023-04-05,22.4,22.4,21.4,22.4,2216.0
2023-04-06,22.4,22.4,21.4,21.6,4825.0
2023-04-07,22.4,22.4,21.4,21.6,4825.0
2023-04-08,22.4,22.4,21.4,21.6,4825.0
2023-04-09,22.4,22.4,21.4,21.6,4825.0
2023-04-10,21.6,22.6,21.6,21.8,4937.0
2023-04-11,21.4,22.2,21.4,22.2,3260.0
2023-04-12,22.4,22.788,22.2,22.6,3493.0
2023-04-13,22.2,22.8,21.6,22.6,3771.0
2023-04-14,22.0,22.4,21.0,21.0,5152.0
2023-04-15,22.0,22.4,21.0,21.0,5152.0
2023-04-16,22.0,22.4,21.0,21.0,5152.0
2023-04-17,21.0,22.4,21.0,22.4,6153.0
2023-04-18,21.4,22.6,21.2,21.6,1937.0
2023-04-19,21.6,21.8,19.38,20.2,15276.0
2023-04-20,20.6,21.4,20.0,20.6,5456.0
2023-04-21,20.0,21.4,19.9,20.8,4543.0
2023-04-22,20.0,21.4,19.9,20.8,4543.0
2023-04-23,20.0,21.4,19.9,20.8,4543.0
2023-04-24,21.2,22.2,20.6,22.2,10230.0
2023-04-25,21.904,22.2,21.6,22.2,7016.0
2023-04-26,21.4,22.4,21.2,22.2,5619.0
2023-04-27,22.4,22.4,21.4,22.4,11868.0
2023-04-28,22.4,25.2,22.4,25.0,9870.0
2023-04-29,22.4,25.2,22.4,25.0,9870.0
2023-04-30,22.4,25.2,22.4,25.0,9870.0
2023-05-01,25.2,26.4,23.2,23.8,13335.0
2023-05-02,24.0,24.4,21.7,23.6,15219.0
2023-05-03,25.0,26.0,22.2,22.6,21837.0
2023-05-04,22.4,22.4,20.0,21.0,18214.0
2023-05-05,21.546,22.4,21.5,22.2,5227.0
2023-05-06,21.546,22.4,21.5,22.2,5227.0
2023-05-07,21.546,22.4,21.5,22.2,5227.0
2023-05-08,20.6,21.4,20.6,20.6,6547.0
2023-05-09,21.0,21.8,20.4,21.0,7356.0
2023-05-10,21.0,21.784,20.6,20.6,2926.0
2023-05-11,20.4,21.0,20.2,20.4,4660.0
2023-05-12,20.2,20.77,20.0,20.4,7262.0
2023-05-13,20.2,20.77,20.0,20.4,7262.0
2023-05-14,20.2,20.77,20.0,20.4,7262.0
2023-05-15,20.6,21.8,20.4,21.0,8693.0
2023-05-16,20.946,21.4,20.4,20.8,4041.0
2023-05-17,20.8,20.8,20.2,20.8,4384.0
2023-05-18,20.4,21.0,20.2,20.4,5692.0
2023-05-19,20.4,20.8,20.0,20.2,5992.0
2023-05-20,20.4,20.8,20.0,20.2,5992.0
2023-05-21,20.4,20.8,20.0,20.2,5992.0
2023-05-22,20.8,20.8,20.2,20.4,4392.0
2023-05-23,20.0,20.8,20.0,20.4,4685.0
2023-05-24,20.2,20.6,20.2,20.4,2977.0
2023-05-25,21.0,21.0,20.0,20.2,5599.0
2023-05-26,20.3,20.598,19.6,20.0,9391.0
2023-05-27,20.3,20.598,19.6,20.0,9391.0
2023-05-28,20.3,20.598,19.6,20.0,9391.0
2023-05-29,20.3,20.598,19.6,20.0,9391.0
2023-05-30,20.4,20.4,19.4,19.6,4463.0
2023-05-31,19.0,20.0,18.8,19.2,9817.0
2023-06-01,19.8,20.8,19.2,20.8,5154.0
2023-06-02,21.0,22.6,20.9,22.0,13644.0
2023-06-03,21.0,22.6,20.9,22.0,13644.0
2023-06-04,21.0,22.6,20.9,22.0,13644.0
2023-06-05,22.6,22.6,21.0,21.8,8803.0
2023-06-06,21.2,23.0,21.2,22.4,10178.0
2023-06-07,22.2,22.4,21.2,21.6,2665.0
2023-06-08,20.8,21.8,20.8,21.6,3450.0
2023-06-09,22.0,22.0,21.2,21.6,5071.0
2023-06-10,22.0,22.0,21.2,21.6,5071.0
2023-06-11,22.0,22.0,21.2,21.6,5071.0
2023-06-12,21.0,21.7,20.6,21.2,4829.0
2023-06-13,20.8,22.998,20.8,21.6,12955.0
2023-06-14,21.8,22.4,21.0,22.0,9853.0
2023-06-15,21.2,22.0,20.6,21.4,7662.0
2023-06-16,21.0,22.4,20.8,22.4,13410.0
2023-06-17,21.0,22.4,20.8,22.4,13410.0
2023-06-18,21.0,22.4,20.8,22.4,13410.0
2023-06-19,21.0,22.4,20.8,22.4,13410.0
2023-06-20,21.8,22.4,21.6,22.0,8344.0
2023-06-21,22.2,22.2,21.0,21.2,10225.0
2023-06-22,21.2,21.6,20.4,21.2,2797.0
2023-06-23,20.8,21.0,20.0,20.8,5733.0
2023-06-24,20.8,21.0,20.0,20.8,5733.0
2023-06-25,20.8,21.0,20.0,20.8,5733.0
2023-06-26,20.2,21.6,20.0,21.6,3843.0
2023-06-27,21.6,22.2,21.2,21.4,7531.0
2023-06-28,21.0,22.0,21.0,21.6,4202.0
2023-06-29,22.0,23.6,22.0,23.6,9212.0
2023-06-30,23.6,23.6,21.8,22.2,4953.0
2023-07-01,23.6,23.6,21.8,22.2,4953.0
2023-07-02,23.6,23.6,21.8,22.2,4953.0
2023-07-03,21.0,22.8,21.0,22.2,6149.0
2023-07-04,21.0,22.8,21.0,22.2,6149.0
2023-07-05,22.6,22.8,22.022,22.8,2684.0
2023-07-06,22.8,23.4,21.4,23.4,6460.0
2023-07-07,22.6,23.8,22.6,23.6,4183.0
2023-07-08,22.6,23.8,22.6,23.6,4183.0
2023-07-09,22.6,23.8,22.6,23.6,4183.0
2023-07-10,22.8,24.2,22.8,23.8,6114.0
2023-07-11,24.198,24.2,23.0,24.2,4681.0
2023-07-12,24.0,24.0,22.6,23.4,3994.0
2023-07-13,23.0,23.598,22.4,23.2,3146.0
2023-07-14,23.0,23.4,22.2,22.2,3862.0
2023-07-15,23.0,23.4,22.2,22.2,3862.0
2023-07-16,23.0,23.4,22.2,22.2,3862.0
2023-07-17,22.6,24.4,22.6,24.2,11742.0
2023-07-18,23.6,25.6,23.6,25.6,10160.0
2023-07-19,25.412,25.6,24.2,25.4,4424.0
2023-07-20,25.0,25.6,24.6,25.2,4781.0
2023-07-21,25.0,25.4,24.7,25.0,6984.0
2023-07-22,25.0,25.4,24.7,25.0,6984.0
2023-07-23,25.0,25.4,24.7,25.0,6984.0
2023-07-24,25.0,25.6,24.8,25.6,12936.0
2023-07-25,25.6,26.954,25.6,26.4,5381.0
2023-07-26,26.6,28.004,26.2,27.6,5733.0
2023-07-27,28.0,28.0,26.0,26.4,3932.0
2023-07-28,27.0,27.0,26.05,26.6,2712.0
2023-07-29,27.0,27.0,26.05,26.6,2712.0
2023-07-30,27.0,27.0,26.05,26.6,2712.0
2023-07-31,25.2,27.6,25.2,26.4,7915.0
2023-08-01,27.8,27.8,26.6,27.4,4435.0
2023-08-02,27.4,27.4,25.6,25.6,5477.0
2023-08-03,25.6,26.6,25.2,25.4,2886.0
2023-08-04,25.4,26.0,25.0,25.6,3352.0
2023-08-05,25.4,26.0,25.0,25.6,3352.0
2023-08-06,25.4,26.0,25.0,25.6,3352.0
2023-08-07,26.2,26.2,25.0,25.0,1529.0
2023-08-08,25.0,25.0,24.0,24.0,4818.0
2023-08-09,24.0,24.6,23.0,24.2,5749.0
2023-08-10,24.6,25.4,23.8,25.4,3861.0
2023-08-11,25.0,25.4,24.1,25.4,2906.0
2023-08-12,25.0,25.4,24.1,25.4,2906.0
2023-08-13,25.0,25.4,24.1,25.4,2906.0
2023-08-14,25.0,25.344,23.8,25.0,2991.0
2023-08-15,24.4,25.2,24.2,24.6,1675.0
2023-08-16,23.6,24.846,23.6,24.6,2803.0
2023-08-17,23.6,24.6,23.6,24.0,4363.0
2023-08-18,23.7,24.754,23.4,23.6,1854.0
2023-08-19,23.7,24.754,23.4,23.6,1854.0
2023-08-20,23.7,24.754,23.4,23.6,1854.0
2023-08-21,23.8,25.0,23.6,24.4,2097.0
2023-08-22,24.2,25.0,23.6,25.0,4605.0
2023-08-23,23.4,23.798,19.8,23.2,26800.0
2023-08-24,22.6,22.8,21.8,22.2,5997.0
2023-08-25,21.0,22.2,21.0,21.6,14598.0
2023-08-26,21.0,22.2,21.0,21.6,14598.0
2023-08-27,21.0,22.2,21.0,21.6,14598.0
2023-08-28,21.6,22.0,20.2,20.4,2993.0
2023-08-29,20.4,22.2,20.4,21.6,5053.0
2023-08-30,22.2,22.6,21.6,22.0,1890.0
2023-08-31,21.8,22.4,21.402,21.6,7662.0
2023-09-01,20.8,22.0,20.8,21.2,3606.0
2023-09-02,20.8,22.0,20.8,21.2,3606.0
2023-09-03,20.8,22.0,20.8,21.2,3606.0
2023-09-04,20.8,22.0,20.8,21.2,3606.0
2023-09-05,20.8,21.528,20.4,20.6,3967.0
2023-09-06,20.8,21.6,19.698,20.0,6121.0
2023-09-07,19.2,20.4,19.2,19.46,3739.0
2023-09-08,20.2,20.4,19.4,19.804,3360.0
2023-09-09,20.2,20.4,19.4,19.804,3360.0
2023-09-10,20.2,20.4,19.4,19.804,3360.0
2023-09-11,20.0,20.2,18.8,18.8,7044.0
2023-09-12,18.9,19.98,18.396,18.396,8707.0
2023-09-13,18.0,18.56,17.2,17.44,11576.0
2023-09-14,18.0,18.356,17.58,17.6,9637.0
2023-09-15,17.816,18.4,17.052,17.506,5641.0
2023-09-16,17.816,18.4,17.052,17.506,5641.0
2023-09-17,17.816,18.4,17.052,17.506,5641.0
2023-09-18,17.4,18.18,17.05,17.05,4180.0
2023-09-19,17.802,17.998,16.2,16.4,13143.0
2023-09-20,18.0,18.4,16.4,17.198,10575.0
2023-09-21,16.08,17.156,15.4,16.178,17483.0
2023-09-22,16.0,16.0,15.102,15.306,6643.0
2023-09-23,16.0,16.0,15.102,15.306,6643.0
2023-09-24,16.0,16.0,15.102,15.306,6643.0
2023-09-25,15.9,15.9,15.106,15.114,4724.0
2023-09-26,15.2,15.48,14.044,14.14,10473.0
2023-09-27,14.3,14.766,13.9,14.2,6638.0
2023-09-28,14.6,14.76,13.978,13.978,6615.0
2023-09-29,14.352,14.76,13.91,14.06,5629.0
2023-09-30,14.352,14.76,13.91,14.06,5629.0
2023-10-01,14.352,14.76,13.91,14.06,5629.0
2023-10-02,14.322,14.34,13.3,13.42,6248.0
2023-10-03,13.6,14.0,13.35,13.66,2567.0
2023-10-04,14.618,14.618,13.4,13.796,4843.0
2023-10-05,14.0,14.363,13.646,13.646,3726.0
2023-10-06,14.0,14.176,13.3,13.4,4796.0
2023-10-07,14.0,14.176,13.3,13.4,4796.0
2023-10-08,14.0,14.176,13.3,13.4,4796.0
2023-10-09,14.072,14.072,12.05,12.8,13139.0
2023-10-10,13.0,13.4,12.0,12.0,7671.0
2023-10-11,12.114,12.98,10.88,11.13,14586.0
2023-10-12,11.402,11.792,10.524,11.792,16614.0
2023-10-13,11.4,12.198,11.4,12.198,4141.0
2023-10-14,11.4,12.198,11.4,12.198,4141.0
2023-10-15,11.4,12.198,11.4,12.198,4141.0
2023-10-16,12.72,12.72,12.0,12.06,4972.0
2023-10-17,12.004,13.59,12.0,12.864,7681.0
2023-10-18,13.8,13.8,12.02,12.02,3278.0
2023-10-19,12.0,12.093,10.0,10.628,20665.0
2023-10-20,10.988,11.48,10.4,10.68,4840.0
2023-10-21,10.988,11.48,10.4,10.68,4840.0
2023-10-22,10.988,11.48,10.4,10.68,4840.0
2023-10-23,11.0,12.2,10.352,10.51,6768.0
2023-10-24,10.216,11.155,10.0,10.588,10402.0
2023-10-25,11.0,11.78,10.456,10.746,6074.0
2023-10-26,11.0,11.896,11.0,11.604,6249.0
2023-10-27,12.0,12.3,11.4,11.44,5096.0
2023-10-28,12.0,12.3,11.4,11.44,5096.0
2023-10-29,12.0,12.3,11.4,11.44,5096.0
2023-10-30,11.6,12.362,11.07,11.07,4469.0
2023-10-31,11.4,12.0,11.4,11.68,9551.0
2023-11-01,13.196,13.2,10.0,10.2,19039.0
2023-11-02,11.2,11.2,10.14,10.636,11243.0
2023-11-03,10.636,11.998,10.232,11.902,7150.0
2023-11-04,10.636,11.998,10.232,11.902,7150.0
2023-11-05,10.636,11.998,10.232,11.902,7150.0
2023-11-06,11.544,12.2,10.2,10.6,19467.0
2023-11-07,11.2,11.2,9.8,9.824,16963.0
2023-11-08,10.4,10.58,9.498,9.498,18303.0
2023-11-09,9.6,10.08,8.0,8.0,23792.0
2023-11-10,8.6,8.798,7.3,8.044,45728.0
2023-11-11,8.6,8.798,7.3,8.044,45728.0
2023-11-12,8.6,8.798,7.3,8.044,45728.0
2023-11-13,7.82,9.0,7.5,9.0,36923.0
2023-11-14,8.8,10.6,8.8,9.6,34881.0
2023-11-15,9.6,10.12,9.222,9.598,9155.0
2023-11-16,9.724,9.862,9.006,9.006,7713.0
2023-11-17,9.0,9.18,7.68,8.376,20477.0
2023-11-18,9.0,9.18,7.68,8.376,20477.0
2023-11-19,9.0,9.18,7.68,8.376,20477.0
2023-11-20,7.6,7.984,7.42,7.522,33646.0
2023-11-21,7.304,7.562,7.01,7.018,18764.0
2023-11-22,7.018,7.2,6.266,6.802,41835.0
2023-11-23,7.018,7.2,6.266,6.802,41835.0
2023-11-24,6.8,7.6,6.8,7.2,11686.0
2023-11-25,6.8,7.6,6.8,7.2,11686.0
2023-11-26,6.8,7.6,6.8,7.2,11686.0
2023-11-27,7.376,7.6,7.0,7.0,17271.0
2023-11-28,7.0,7.4,6.6,6.6,32511.0
2023-11-29,6.05,8.5621,6.05,7.5,97100.0
2023-11-30,7.97,7.97,6.75,6.87,38161.0
2023-12-01,6.77,7.15,6.75,7.02,37128.0
2023-12-02,6.77,7.15,6.75,7.02,37128.0
2023-12-03,6.77,7.15,6.75,7.02,37128.0
2023-12-04,7.02,7.3603,6.1423,6.82,48168.0
2023-12-05,6.68,6.73,6.52,6.72,14534.0
2023-12-06,6.62,7.08,6.62,7.0,21743.0
2023-12-07,7.0197,10.8,6.6943,8.7,296691.0
2023-12-08,8.94,9.91,8.784,9.8,54213.0
2023-12-09,8.94,9.91,8.784,9.8,54213.0
2023-12-10,8.94,9.91,8.784,9.8,54213.0
2023-12-11,9.9,10.7498,9.34,9.43,56337.0
2023-12-12,9.24,9.42,8.81,8.81,18169.0
2023-12-13,9.046,9.31,8.8,9.31,29722.0
2023-12-14,7.96,8.69,7.32,7.35,90840.0
2023-12-15,7.57,7.7579,6.4497,7.1,68137.0
2023-12-16,7.57,7.7579,6.4497,7.1,68137.0
2023-12-17,7.57,7.7579,6.4497,7.1,68137.0
2023-12-18,6.99,7.0899,6.62,6.68,34475.0
2023-12-19,6.59,7.02,6.38,6.43,51467.0
2023-12-20,6.28,6.43,5.7,6.0,114135.0
2023-12-21,6.0,6.13,5.8304,5.99,48204.0
2023-12-22,6.0,6.2229,5.8506,5.92,38286.0
2023-12-23,6.0,6.2229,5.8506,5.92,38286.0
2023-12-24,6.0,6.2229,5.8506,5.92,38286.0
2023-12-25,6.0,6.2229,5.8506,5.92,38286.0
2023-12-26,5.92,9.19,5.92,7.83,342442.0
2023-12-27,7.96,10.25,7.96,9.98,163550.0
2023-12-28,10.55,13.215,10.2,10.44,178971.0
2023-12-29,10.67,11.0,9.2158,9.45,99292.0
2023-12-30,10.67,11.0,9.2158,9.45,99292.0
2023-12-31,10.67,11.0,9.2158,9.45,99292.0
2024-01-01,10.67,11.0,9.2158,9.45,99292.0
2024-01-02,9.48,9.54,8.59,9.01,69549.0
2024-01-03,8.76,8.86,7.45,7.6,89277.0
2024-01-04,7.8,7.8,7.44,7.7,27275.0
2024-01-05,7.71,8.62,7.55,8.59,35321.0
2024-01-06,7.71,8.62,7.55,8.59,35321.0
2024-01-07,7.71,8.62,7.55,8.59,35321.0
2024-01-08,8.54,10.3382,8.4193,9.98,42294.0
2024-01-09,9.68,10.98,9.55,10.94,28943.0
2024-01-10,10.62,11.135,10.52,10.79,19392.0
2024-01-11,10.55,10.98,10.05,10.37,17680.0
2024-01-12,9.95,10.7184,9.0701,9.08,30951.0
2024-01-13,9.95,10.7184,9.0701,9.08,30951.0
2024-01-14,9.95,10.7184,9.0701,9.08,30951.0
2024-01-15,9.95,10.7184,9.0701,9.08,30951.0
2024-01-16,9.11,9.7873,8.46,9.17,50554.0
2024-01-17,9.045,9.37,8.68,9.25,26673.0
2024-01-18,9.07,9.62,9.07,9.4,20831.0
2024-01-19,9.41,10.1035,9.11,9.34,24959.0
2024-01-20,9.41,10.1035,9.11,9.34,24959.0
2024-01-21,9.41,10.1035,9.11,9.34,24959.0
2024-01-22,9.72,10.658,9.4,10.0,36704.0
2024-01-23,9.9427,11.9399,9.9427,11.29,54102.0
2024-01-24,11.31,12.34,10.75,11.81,29966.0
2024-01-25,12.0257,12.9999,11.775,12.88,41411.0
2024-01-26,13.0,14.32,13.0,13.75,36143.0
2024-01-27,13.0,14.32,13.0,13.75,36143.0
2024-01-28,13.0,14.32,13.0,13.75,36143.0
