,GLW US Equity,GLW US Equity,GLW US Equity,GLW US Equity,GLW US Equity
2021-03-01,35.4583,36.2791,35.3161,35.9964,5593936.0
2021-03-02,36.0055,36.2061,35.3124,35.3306,3859406.0
2021-03-03,35.2303,35.9371,35.0844,35.1938,4567908.0
2021-03-04,35.0114,35.1117,33.1236,33.7073,6817963.0
2021-03-05,34.1541,34.3274,32.8044,34.1633,3875280.0
2021-03-06,34.1541,34.3274,32.8044,34.1633,3875280.0
2021-03-07,34.1541,34.3274,32.8044,34.1633,3875280.0
2021-03-08,34.4642,34.7196,34.1268,34.3001,3550284.0
2021-03-09,34.6101,35.3762,34.5645,35.0388,4267654.0
2021-03-10,35.2212,35.9188,35.1664,35.5404,4538745.0
2021-03-11,35.7866,36.4797,35.7866,36.4797,5959605.0
2021-03-12,36.4159,37.337,36.2152,37.1637,7048387.0
2021-03-13,36.4159,37.337,36.2152,37.1637,7048387.0
2021-03-14,36.4159,37.337,36.2152,37.1637,7048387.0
2021-03-15,37.1728,37.9571,37.0178,37.9298,8361624.0
2021-03-16,37.8477,37.9298,37.0497,37.3826,3591636.0
2021-03-17,37.2276,37.7975,37.0725,37.6744,4392361.0
2021-03-18,37.5285,38.8007,37.5148,37.7565,7091498.0
2021-03-19,37.7747,38.1715,37.0041,37.6471,13059006.0
2021-03-20,37.7747,38.1715,37.0041,37.6471,13059006.0
2021-03-21,37.7747,38.1715,37.0041,37.6471,13059006.0
2021-03-22,37.492,37.6653,37.2549,37.3644,5189021.0
2021-03-23,37.3096,37.4738,36.0784,36.3612,4904215.0
2021-03-24,36.5618,37.2093,36.4341,36.7077,3820759.0
2021-03-25,36.498,37.7109,36.2061,37.5924,4512924.0
2021-03-26,38.0483,39.6626,37.9571,39.5896,7458547.0
2021-03-27,38.0483,39.6626,37.9571,39.5896,7458547.0
2021-03-28,38.0483,39.6626,37.9571,39.5896,7458547.0
2021-03-29,39.5075,40.2371,39.2704,39.5805,8213943.0
2021-03-30,39.6079,39.8541,39.3023,39.7629,3703428.0
2021-03-31,39.6352,40.1551,39.5486,39.6808,4404953.0
2021-04-01,40.0183,40.1824,39.5805,40.1186,3783043.0
2021-04-02,40.0183,40.1824,39.5805,40.1186,3783043.0
2021-04-03,40.0183,40.1824,39.5805,40.1186,3783043.0
2021-04-04,40.0183,40.1824,39.5805,40.1186,3783043.0
2021-04-05,40.985,41.8058,40.6749,41.4774,5685920.0
2021-04-06,41.14,41.368,40.6156,40.7478,5570681.0
2021-04-07,40.7752,40.8482,40.3329,40.3922,3445147.0
2021-04-08,40.383,40.6566,40.1095,40.6475,4043405.0
2021-04-09,40.684,40.8846,40.497,40.8117,3953273.0
2021-04-10,40.684,40.8846,40.497,40.8117,3953273.0
2021-04-11,40.684,40.8846,40.497,40.8117,3953273.0
2021-04-12,40.7843,41.2494,40.7296,41.0853,4606856.0
2021-04-13,41.0397,41.1856,40.8354,41.0306,3131198.0
2021-04-14,41.0579,41.7009,41.0123,41.2586,3110334.0
2021-04-15,41.4227,41.9608,41.3589,41.8605,3392043.0
2021-04-16,42.0429,42.2435,41.7146,41.7693,3735389.0
2021-04-17,42.0429,42.2435,41.7146,41.7693,3735389.0
2021-04-18,42.0429,42.2435,41.7146,41.7693,3735389.0
2021-04-19,42.4989,42.5262,41.8878,42.0064,4554826.0
2021-04-20,41.7602,41.9334,41.254,41.5504,2920197.0
2021-04-21,41.4136,42.1888,41.295,42.1797,2834914.0
2021-04-22,42.1797,42.1797,41.5413,41.5778,2844926.0
2021-04-23,42.0064,42.4031,41.7693,42.1797,3564370.0
2021-04-24,42.0064,42.4031,41.7693,42.1797,3564370.0
2021-04-25,42.0064,42.4031,41.7693,42.1797,3564370.0
2021-04-26,42.2618,42.6995,42.0154,42.0155,5037471.0
2021-04-27,41.5413,41.5869,40.3465,40.5928,5730821.0
2021-04-28,40.5198,40.611,39.967,40.456,4708211.0
2021-04-29,40.7752,41.3498,40.643,41.1765,4205574.0
2021-04-30,40.684,40.7205,39.9955,40.3192,4473205.0
2021-05-01,40.684,40.7205,39.9955,40.3192,4473205.0
2021-05-02,40.684,40.7205,39.9955,40.3192,4473205.0
2021-05-03,40.6931,41.1674,40.5837,40.8573,5375516.0
2021-05-04,40.7022,41.0214,40.228,41.0214,3551422.0
2021-05-05,41.1035,41.7191,40.912,41.4136,3498596.0
2021-05-06,41.3224,41.7146,41.0475,41.6507,3730859.0
2021-05-07,41.7237,42.1478,41.5139,41.9517,3285230.0
2021-05-08,41.7237,42.1478,41.5139,41.9517,3285230.0
2021-05-09,41.7237,42.1478,41.5139,41.9517,3285230.0
2021-05-10,42.3621,42.3621,41.2403,41.2586,3747104.0
2021-05-11,40.5928,41.3406,40.1377,41.1674,5699143.0
2021-05-12,40.9029,40.9302,39.0242,39.0789,5691341.0
2021-05-13,39.1245,40.0183,39.088,39.6991,4705532.0
2021-05-14,40.0183,40.6475,39.8632,40.383,2591918.0
2021-05-15,40.0183,40.6475,39.8632,40.383,2591918.0
2021-05-16,40.0183,40.6475,39.8632,40.383,2591918.0
2021-05-17,40.1277,40.4168,39.7629,40.301,3136550.0
2021-05-18,40.4286,40.4286,39.5349,39.5623,3447757.0
2021-05-19,38.8418,39.4163,38.2581,39.389,4366391.0
2021-05-20,39.5623,40.0775,39.3525,39.8541,3863437.0
2021-05-21,40.073,40.3785,39.5486,39.6991,3222914.0
2021-05-22,40.073,40.3785,39.5486,39.6991,3222914.0
2021-05-23,40.073,40.3785,39.5486,39.6991,3222914.0
2021-05-24,39.9362,40.4013,39.9271,40.1368,2390361.0
2021-05-25,40.301,40.3506,39.7355,39.9544,2526623.0
2021-05-26,40.1368,40.1642,39.7401,39.9362,2326967.0
2021-05-27,40.2755,40.5093,39.551,39.7253,9831036.0
2021-05-28,40.0279,40.1975,39.7564,40.0095,3692251.0
2021-05-29,40.0279,40.1975,39.7564,40.0095,3692251.0
2021-05-30,40.0279,40.1975,39.7564,40.0095,3692251.0
2021-05-31,40.0279,40.1975,39.7564,40.0095,3692251.0
2021-06-01,40.2021,40.4589,39.4823,39.5419,4697355.0
2021-06-02,39.4593,39.6473,39.1751,39.3218,6313615.0
2021-06-03,39.065,39.7665,38.7532,39.5969,4630225.0
2021-06-04,39.8537,39.9408,39.5694,39.8078,3270325.0
2021-06-05,39.8537,39.9408,39.5694,39.8078,3270325.0
2021-06-06,39.8537,39.9408,39.5694,39.8078,3270325.0
2021-06-07,40.0737,40.0737,38.8679,39.065,7051828.0
2021-06-08,39.3034,39.739,39.1842,39.441,5257171.0
2021-06-09,39.5785,39.6152,39.1659,39.2117,4892345.0
2021-06-10,39.4593,39.872,39.441,39.4685,3374606.0
2021-06-11,39.4777,39.6932,39.3951,39.5785,3473953.0
2021-06-12,39.4777,39.6932,39.3951,39.5785,3473953.0
2021-06-13,39.4777,39.6932,39.3951,39.5785,3473953.0
2021-06-14,39.2484,39.3585,37.7353,38.0196,10490081.0
2021-06-15,38.093,38.203,37.4877,37.6161,5329988.0
2021-06-16,37.5519,37.6161,36.8688,37.0017,6114984.0
2021-06-17,36.8642,36.9192,35.7913,36.0572,5104130.0
2021-06-18,35.6996,36.0297,35.3236,35.4886,8693497.0
2021-06-19,35.6996,36.0297,35.3236,35.4886,8693497.0
2021-06-20,35.6996,36.0297,35.3236,35.4886,8693497.0
2021-06-21,35.6445,36.3231,35.6445,36.1214,4102970.0
2021-06-22,36.2956,37.1118,36.1718,36.8183,7767947.0
2021-06-23,36.8917,37.5749,36.6991,37.4694,7251448.0
2021-06-24,37.717,37.8087,37.2035,37.5978,3858879.0
2021-06-25,37.7812,37.9371,37.4236,37.5061,9508715.0
2021-06-26,37.7812,37.9371,37.4236,37.5061,9508715.0
2021-06-27,37.7812,37.9371,37.4236,37.5061,9508715.0
2021-06-28,37.7445,37.7995,37.3456,37.5886,2693913.0
2021-06-29,37.607,37.9004,37.4145,37.4602,3205986.0
2021-06-30,37.4419,37.607,37.2768,37.5061,3385081.0
2021-07-01,37.5978,37.6803,37.3624,37.6711,3027567.0
2021-07-02,37.772,37.8866,37.5749,37.7812,1957303.0
2021-07-03,37.772,37.8866,37.5749,37.7812,1957303.0
2021-07-04,37.772,37.8866,37.5749,37.7812,1957303.0
2021-07-05,37.772,37.8866,37.5749,37.7812,1957303.0
2021-07-06,37.5978,37.7078,36.6945,37.0659,3650552.0
2021-07-07,37.0843,37.4373,36.9742,37.2768,2890307.0
2021-07-08,36.5432,37.0843,36.3323,36.7725,2778648.0
2021-07-09,37.2218,37.6987,37.1255,37.6253,2882158.0
2021-07-10,37.2218,37.6987,37.1255,37.6253,2882158.0
2021-07-11,37.2218,37.6987,37.1255,37.6253,2882158.0
2021-07-12,37.6803,37.9187,37.4281,37.5244,2889451.0
2021-07-13,37.2585,37.3502,36.8275,37.2035,3265314.0
2021-07-14,37.4877,37.827,37.1484,37.3777,2681285.0
2021-07-15,37.0109,37.4327,36.9926,37.2035,2329236.0
2021-07-16,37.4602,37.4602,36.4928,36.5157,3070244.0
2021-07-17,37.4602,37.4602,36.4928,36.5157,3070244.0
2021-07-18,37.4602,37.4602,36.4928,36.5157,3070244.0
2021-07-19,35.7729,36.1581,35.5482,36.0664,4240792.0
2021-07-20,36.2864,36.9926,36.1764,36.7816,4322243.0
2021-07-21,37.0017,37.4969,36.91,37.4694,3620342.0
2021-07-22,37.5153,37.5336,36.9834,37.0751,2331422.0
2021-07-23,37.4419,37.8821,37.2722,37.7995,3827444.0
2021-07-24,37.4419,37.8821,37.2722,37.7995,3827444.0
2021-07-25,37.4419,37.8821,37.2722,37.7995,3827444.0
2021-07-26,37.7628,38.093,37.607,37.6528,4994534.0
2021-07-27,36.855,37.4969,35.9655,37.1576,7221363.0
2021-07-28,37.2677,37.6895,37.1484,37.4511,3639760.0
2021-07-29,37.827,38.5515,37.7445,38.3497,3680787.0
2021-07-30,38.1755,38.586,38.1113,38.3864,3237366.0
2021-07-31,38.1755,38.586,38.1113,38.3864,3237366.0
2021-08-01,38.1755,38.586,38.1113,38.3864,3237366.0
2021-08-02,38.6157,39.0238,37.662,37.6895,4090220.0
2021-08-03,37.827,38.4048,37.4052,38.2397,3047335.0
2021-08-04,38.0655,38.3099,37.9004,38.1388,3160737.0
2021-08-05,38.0288,38.1388,37.419,37.4969,4570699.0
2021-08-06,37.6161,37.7812,37.3639,37.5244,3584789.0
2021-08-07,37.6161,37.7812,37.3639,37.5244,3584789.0
2021-08-08,37.6161,37.7812,37.3639,37.5244,3584789.0
2021-08-09,37.5611,37.5794,37.1522,37.3685,2131681.0
2021-08-10,37.5061,37.5611,37.1943,37.5244,3654127.0
2021-08-11,37.5978,37.6207,37.2035,37.5428,2547408.0
2021-08-12,37.4969,37.5794,36.8275,37.0109,2435512.0
2021-08-13,36.9742,37.0659,36.7908,36.965,2063780.0
2021-08-14,36.9742,37.0659,36.7908,36.965,2063780.0
2021-08-15,36.9742,37.0659,36.7908,36.965,2063780.0
2021-08-16,36.8367,37.0567,36.6624,37.0384,1861359.0
2021-08-17,36.6808,37.1668,36.557,37.0201,5330526.0
2021-08-18,36.9009,37.6528,36.7725,37.2218,5548326.0
2021-08-19,36.8,37.607,36.745,37.4969,4419823.0
2021-08-20,37.231,37.7537,36.7771,36.8367,7405132.0
2021-08-21,37.231,37.7537,36.7771,36.8367,7405132.0
2021-08-22,37.231,37.7537,36.7771,36.8367,7405132.0
2021-08-23,37.0017,37.2585,36.5249,37.0567,5419800.0
2021-08-24,37.2585,37.3685,37.0017,37.1301,4560892.0
2021-08-25,37.0567,37.5244,37.0292,37.4327,3380252.0
2021-08-26,37.5886,37.7262,36.8367,36.855,3841848.0
2021-08-27,36.855,37.5153,36.855,37.3685,2333621.0
2021-08-28,36.855,37.5153,36.855,37.3685,2333621.0
2021-08-29,36.855,37.5153,36.855,37.3685,2333621.0
2021-08-30,37.5807,37.5807,36.935,36.9534,2628598.0
2021-08-31,37.0272,37.244,36.7238,36.8889,7084593.0
2021-09-01,36.8796,36.8981,36.031,36.1232,6171048.0
2021-09-02,36.3077,36.566,35.971,36.5291,4365538.0
2021-09-03,36.566,36.7782,36.4276,36.4276,2787474.0
2021-09-04,36.566,36.7782,36.4276,36.4276,2787474.0
2021-09-05,36.566,36.7782,36.4276,36.4276,2787474.0
2021-09-06,36.566,36.7782,36.4276,36.4276,2787474.0
2021-09-07,36.1786,36.5845,35.9756,36.483,5241947.0
2021-09-08,36.3907,36.4461,35.745,35.9572,5679170.0
2021-09-09,35.8649,36.1601,35.5421,35.6159,4182693.0
2021-09-10,35.7543,35.9941,35.4872,35.8188,4059006.0
2021-09-11,35.7543,35.9941,35.4872,35.8188,4059006.0
2021-09-12,35.7543,35.9941,35.4872,35.8188,4059006.0
2021-09-13,36.1325,36.4,35.6712,35.9295,3727958.0
2021-09-14,36.0956,36.0956,35.1593,35.293,3866011.0
2021-09-15,35.3484,35.8096,35.0255,35.6436,3777696.0
2021-09-16,35.5513,35.971,35.5236,35.8281,4353002.0
2021-09-17,35.5882,35.6943,35.2792,35.4129,8692198.0
2021-09-18,35.5882,35.6943,35.2792,35.4129,8692198.0
2021-09-19,35.5882,35.6943,35.2792,35.4129,8692198.0
2021-09-20,34.8503,35.0901,34.472,35.044,4303289.0
2021-09-21,35.1639,35.2469,34.389,34.4167,3985450.0
2021-09-22,34.675,34.7672,34.2507,34.4259,5101344.0
2021-09-23,34.6473,34.9748,34.6196,34.8595,4178240.0
2021-09-24,34.7488,35.6251,34.6473,35.4129,6287992.0
2021-09-25,34.7488,35.6251,34.6473,35.4129,6287992.0
2021-09-26,34.7488,35.6251,34.6473,35.4129,6287992.0
2021-09-27,35.376,35.8004,35.3023,35.496,3559578.0
2021-09-28,35.4498,35.5698,34.6243,34.6934,4535838.0
2021-09-29,34.7303,34.9425,34.1031,34.2507,4444126.0
2021-09-30,34.3982,34.5643,33.6511,33.6603,5332564.0
2021-10-01,33.9278,34.3198,33.4112,34.1123,3663962.0
2021-10-02,33.9278,34.3198,33.4112,34.1123,3663962.0
2021-10-03,33.9278,34.3198,33.4112,34.1123,3663962.0
2021-10-04,33.9647,34.3844,33.5127,33.7249,2834687.0
2021-10-05,33.6787,34.3245,33.5404,34.0385,3364433.0
2021-10-06,33.7802,33.9739,33.176,33.5496,4537271.0
2021-10-07,33.9186,34.3798,33.7618,34.0754,2837358.0
2021-10-08,34.3337,34.7626,34.1676,34.2783,4494413.0
2021-10-09,34.3337,34.7626,34.1676,34.2783,4494413.0
2021-10-10,34.3337,34.7626,34.1676,34.2783,4494413.0
2021-10-11,34.2691,34.6934,34.0293,34.0569,4984949.0
2021-10-12,34.0477,34.1676,33.522,33.5957,2530769.0
2021-10-13,33.688,34.0569,33.4205,33.9924,3358920.0
2021-10-14,34.3337,34.9471,34.223,34.7672,3694550.0
2021-10-15,34.9609,35.293,34.8227,35.0071,2867068.0
2021-10-16,34.9609,35.293,34.8227,35.0071,2867068.0
2021-10-17,34.9609,35.293,34.8227,35.0071,2867068.0
2021-10-18,34.7765,35.0578,34.5274,34.8871,2183185.0
2021-10-19,35.1085,35.2285,34.7949,34.9702,2649060.0
2021-10-20,35.0624,35.5236,34.924,35.3576,2455646.0
2021-10-21,35.1731,35.5006,35.044,35.4775,2665141.0
2021-10-22,35.4591,35.6528,34.9886,35.2654,3274780.0
2021-10-23,35.4591,35.6528,34.9886,35.2654,3274780.0
2021-10-24,35.4591,35.6528,34.9886,35.2654,3274780.0
2021-10-25,35.4222,35.8834,35.21,35.6159,6831900.0
2021-10-26,33.7156,34.0662,33.236,33.7433,12074564.0
2021-10-27,33.6511,33.854,32.5072,32.6456,7193773.0
2021-10-28,32.784,33.1622,32.6364,32.8762,6065949.0
2021-10-29,32.7655,33.2129,32.6659,32.8116,3578900.0
2021-10-30,32.7655,33.2129,32.6659,32.8116,3578900.0
2021-10-31,32.7655,33.2129,32.6659,32.8116,3578900.0
2021-11-01,32.8209,33.7525,32.7747,33.6142,4180090.0
2021-11-02,33.6695,34.1584,33.5081,34.0938,4512290.0
2021-11-03,34.0108,34.3521,33.8909,34.1861,4301358.0
2021-11-04,34.1953,34.2553,33.6003,33.8263,3228418.0
2021-11-05,34.0846,35.5605,34.0293,35.3668,5353458.0
2021-11-06,34.0846,35.5605,34.0293,35.3668,5353458.0
2021-11-07,34.0846,35.5605,34.0293,35.3668,5353458.0
2021-11-08,35.5605,35.8096,35.1916,35.4867,4771783.0
2021-11-09,35.5236,35.9203,35.2285,35.2561,3607213.0
2021-11-10,35.2004,35.5346,34.9591,35.154,3198386.0
2021-11-11,35.2654,35.8131,35.1076,35.516,3465413.0
2021-11-12,35.6553,36.4582,35.5346,36.3144,3228440.0
2021-11-13,35.6553,36.4582,35.5346,36.3144,3228440.0
2021-11-14,35.6553,36.4582,35.5346,36.3144,3228440.0
2021-11-15,36.4257,36.4257,35.8363,35.9245,3067353.0
2021-11-16,35.9245,36.2494,35.8038,35.8781,2335707.0
2021-11-17,35.7667,35.9152,35.2933,35.4603,3625896.0
2021-11-18,35.5624,35.6367,35.1122,35.581,3171388.0
2021-11-19,35.5717,35.5717,34.9405,34.9498,4144331.0
2021-11-20,35.5717,35.5717,34.9405,34.9498,4144331.0
2021-11-21,35.5717,35.5717,34.9405,34.9498,4144331.0
2021-11-22,35.0797,36.3886,35.0055,35.9338,5476885.0
2021-11-23,36.1473,36.6578,35.9338,36.6021,5040693.0
2021-11-24,36.4907,36.6558,36.1798,36.2401,3115643.0
2021-11-25,36.4907,36.6558,36.1798,36.2401,3115643.0
2021-11-26,35.3907,35.7992,34.9776,35.2375,2399802.0
2021-11-27,35.3907,35.7992,34.9776,35.2375,2399802.0
2021-11-28,35.3907,35.7992,34.9776,35.2375,2399802.0
2021-11-29,35.5671,36.0916,35.3025,35.7017,3639155.0
2021-11-30,35.4603,35.53,34.3232,34.4299,8653086.0
2021-12-01,35.1076,35.6553,34.1886,34.2072,6962087.0
2021-12-02,34.4114,35.0705,34.2629,34.8384,4296067.0
2021-12-03,34.8384,35.1169,34.2257,34.4671,4880481.0
2021-12-04,34.8384,35.1169,34.2257,34.4671,4880481.0
2021-12-05,34.8384,35.1169,34.2257,34.4671,4880481.0
2021-12-06,34.8105,35.2886,34.2814,34.9591,4085884.0
2021-12-07,35.2561,35.8688,35.2097,35.4882,3500404.0
2021-12-08,35.4882,35.7527,35.3304,35.5717,3815894.0
2021-12-09,35.4696,35.711,34.8384,34.857,3850940.0
2021-12-10,35.1262,35.4325,34.7548,34.9127,3395576.0
2021-12-11,35.1262,35.4325,34.7548,34.9127,3395576.0
2021-12-12,35.1262,35.4325,34.7548,34.9127,3395576.0
2021-12-13,34.792,34.8291,33.8637,34.2814,3884349.0
2021-12-14,34.235,34.6249,34.0586,34.1422,3408113.0
2021-12-15,34.1886,34.6063,33.989,34.5321,3823859.0
2021-12-16,34.6899,34.9962,34.4207,34.4392,3628813.0
2021-12-17,34.2443,34.4578,33.8173,34.0586,8201672.0
2021-12-18,34.2443,34.4578,33.8173,34.0586,8201672.0
2021-12-19,34.2443,34.4578,33.8173,34.0586,8201672.0
2021-12-20,33.5852,33.6223,32.8333,33.5109,4663092.0
2021-12-21,33.7337,33.7719,33.1953,33.6595,4714777.0
2021-12-22,33.678,33.9751,33.5852,33.7709,3014555.0
2021-12-23,33.9287,34.365,33.8451,34.1143,2888379.0
2021-12-24,33.9287,34.365,33.8451,34.1143,2888379.0
2021-12-25,33.9287,34.365,33.8451,34.1143,2888379.0
2021-12-26,33.9287,34.365,33.8451,34.1143,2888379.0
2021-12-27,34.2072,34.6991,34.1515,34.6899,2667458.0
2021-12-28,34.7084,34.792,34.3835,34.6713,2472884.0
2021-12-29,34.6249,35.1215,34.6249,34.8198,2832246.0
2021-12-30,34.9034,35.1447,34.4949,34.5413,2084654.0
2021-12-31,34.5042,34.727,34.4299,34.5599,2086598.0
2022-01-01,34.5042,34.727,34.4299,34.5599,2086598.0
2022-01-02,34.5042,34.727,34.4299,34.5599,2086598.0
2022-01-03,34.7177,34.8987,34.2907,34.5228,3180418.0
2022-01-04,34.7363,35.7017,34.6527,35.284,5663031.0
2022-01-05,35.6181,36.3422,35.4232,35.4418,6190057.0
2022-01-06,35.4696,35.8409,35.0519,35.581,4935159.0
2022-01-07,35.5392,35.9709,35.0983,35.2468,3811530.0
2022-01-08,35.5392,35.9709,35.0983,35.2468,3811530.0
2022-01-09,35.5392,35.9709,35.0983,35.2468,3811530.0
2022-01-10,35.1911,35.3675,34.4949,34.9034,4513354.0
2022-01-11,35.0148,35.3211,34.5413,35.3118,3925184.0
2022-01-12,35.5253,35.9152,35.0565,35.4325,3413075.0
2022-01-13,35.3397,35.7527,35.2515,35.3582,3855989.0
2022-01-14,34.1979,35.0148,34.0002,34.4299,6977843.0
2022-01-15,34.1979,35.0148,34.0002,34.4299,6977843.0
2022-01-16,34.1979,35.0148,34.0002,34.4299,6977843.0
2022-01-17,34.1979,35.0148,34.0002,34.4299,6977843.0
2022-01-18,34.5042,34.5042,33.8683,34.0215,5984362.0
2022-01-19,34.1329,34.2164,33.3717,33.381,3779293.0
2022-01-20,33.4367,33.7755,32.5363,32.6105,5343278.0
2022-01-21,32.6105,33.1489,32.3877,32.5455,4961202.0
2022-01-22,32.6105,33.1489,32.3877,32.5455,4961202.0
2022-01-23,32.6105,33.1489,32.3877,32.5455,4961202.0
2022-01-24,32.035,32.889,31.4966,32.7962,6119316.0
2022-01-25,32.2114,33.019,31.7936,32.7683,7054065.0
2022-01-26,37.6882,38.1709,36.1194,36.4257,14576144.0
2022-01-27,37.3355,38.6861,37.1405,37.6511,11406459.0
2022-01-28,37.7532,39.1178,37.7532,39.0992,8744845.0
2022-01-29,37.7532,39.1178,37.7532,39.0992,8744845.0
2022-01-30,37.7532,39.1178,37.7532,39.0992,8744845.0
2022-01-31,38.6536,39.3591,38.403,39.0249,8506038.0
2022-02-01,39.1456,39.2477,38.7743,39.1456,5396918.0
2022-02-02,39.4798,39.7629,39.1456,39.6747,4487042.0
2022-02-03,39.8604,40.0832,39.4473,39.5541,4817210.0
2022-02-04,39.4055,39.764,38.8021,39.1642,3877359.0
2022-02-05,39.4055,39.764,38.8021,39.1642,3877359.0
2022-02-06,39.4055,39.764,38.8021,39.1642,3877359.0
2022-02-07,39.6098,39.7026,39.0899,39.1735,3539726.0
2022-02-08,39.5169,39.7676,39.2756,39.6747,3571758.0
2022-02-09,40.0646,40.0832,39.6933,39.8697,3302213.0
2022-02-10,39.4427,40.3524,39.2431,39.4427,4791950.0
2022-02-11,39.5355,39.8233,38.6397,38.8671,4232648.0
2022-02-12,39.5355,39.8233,38.6397,38.8671,4232648.0
2022-02-13,39.5355,39.8233,38.6397,38.8671,4232648.0
2022-02-14,39.1363,39.2199,38.0827,38.3287,5875093.0
2022-02-15,38.8207,39.192,38.6443,39.0714,3271683.0
2022-02-16,38.9507,39.3962,38.7697,39.3498,3177426.0
2022-02-17,38.7,38.9971,38.338,38.3937,3292098.0
2022-02-18,38.3287,39.0714,38.3009,38.7093,3436267.0
2022-02-19,38.3287,39.0714,38.3009,38.7093,3436267.0
2022-02-20,38.3287,39.0714,38.3009,38.7093,3436267.0
2022-02-21,38.3287,39.0714,38.3009,38.7093,3436267.0
2022-02-22,38.3844,38.8764,37.8135,38.1709,4620562.0
2022-02-23,38.1895,38.403,37.2566,37.3447,4448879.0
2022-02-24,36.4443,37.7161,36.0173,37.6047,7095385.0
2022-02-25,37.6981,38.5018,37.4178,38.4083,4237750.0
2022-02-26,37.6981,38.5018,37.4178,38.4083,4237750.0
2022-02-27,37.6981,38.5018,37.4178,38.4083,4237750.0
2022-02-28,37.7448,38.1841,37.371,37.7542,6192520.0
2022-03-01,37.5019,37.7075,35.6983,36.044,4837078.0
2022-03-02,36.3805,37.4318,36.1562,37.2215,4509011.0
2022-03-03,37.1468,37.4271,36.7543,37.044,3436643.0
2022-03-04,36.4739,36.773,36.0767,36.3057,4394580.0
2022-03-05,36.4739,36.773,36.0767,36.3057,4394580.0
2022-03-06,36.4739,36.773,36.0767,36.3057,4394580.0
2022-03-07,36.2777,36.2777,34.8292,34.8479,5324176.0
2022-03-08,34.8479,35.5207,33.9134,34.5488,5288671.0
2022-03-09,35.5955,35.6609,35.1282,35.1656,5225084.0
2022-03-10,34.5675,34.7357,34.1376,34.5862,4537712.0
2022-03-11,34.9226,35.0535,33.9975,34.0535,4923812.0
2022-03-12,34.9226,35.0535,33.9975,34.0535,4923812.0
2022-03-13,34.9226,35.0535,33.9975,34.0535,4923812.0
2022-03-14,34.5301,34.7077,33.4368,33.8386,5109860.0
2022-03-15,34.1189,34.446,33.8292,34.1937,4190427.0
2022-03-16,34.446,35.4459,34.1283,34.8666,6257525.0
2022-03-17,34.661,35.2404,34.3245,35.231,5001375.0
2022-03-18,35.2964,35.5674,34.8198,35.5301,10071641.0
2022-03-19,35.2964,35.5674,34.8198,35.5301,10071641.0
2022-03-20,35.2964,35.5674,34.8198,35.5301,10071641.0
2022-03-21,35.5394,35.8758,35.0955,35.3245,4707278.0
2022-03-22,35.6048,35.9179,35.3903,35.8291,6076689.0
2022-03-23,35.6983,35.9319,35.0067,35.0908,3128854.0
2022-03-24,35.2871,35.9973,35.1189,35.8384,5614023.0
2022-03-25,35.9786,36.1702,35.6749,35.8571,2937824.0
2022-03-26,35.9786,36.1702,35.6749,35.8571,2937824.0
2022-03-27,35.9786,36.1702,35.6749,35.8571,2937824.0
2022-03-28,35.745,35.7543,34.9927,35.4646,2994991.0
2022-03-29,35.8384,35.9973,35.6142,35.8104,3802657.0
2022-03-30,35.6609,35.773,34.8152,35.1189,6188726.0
2022-03-31,34.8759,35.0021,34.4787,34.4927,5091301.0
2022-04-01,34.8292,34.8292,33.5676,33.9788,3552580.0
2022-04-02,34.8292,34.8292,33.5676,33.9788,3552580.0
2022-04-03,34.8292,34.8292,33.5676,33.9788,3552580.0
2022-04-04,33.9601,34.2731,33.661,34.1937,3460114.0
2022-04-05,33.9507,34.0629,33.2031,33.334,3987911.0
2022-04-06,32.9134,32.9788,32.4088,32.6331,4926141.0
2022-04-07,32.2967,32.4181,31.5397,32.1565,5690061.0
2022-04-08,32.1658,32.2593,31.7219,31.8574,5120367.0
2022-04-09,32.1658,32.2593,31.7219,31.8574,5120367.0
2022-04-10,32.1658,32.2593,31.7219,31.8574,5120367.0
2022-04-11,31.7453,32.0677,31.3808,31.4649,3757313.0
2022-04-12,31.6331,31.9509,31.3201,31.3528,4106918.0
2022-04-13,31.3248,31.6799,31.3248,31.6518,3283868.0
2022-04-14,31.7173,31.8294,31.4089,31.4836,4153293.0
2022-04-15,31.7173,31.8294,31.4089,31.4836,4153293.0
2022-04-16,31.7173,31.8294,31.4089,31.4836,4153293.0
2022-04-17,31.7173,31.8294,31.4089,31.4836,4153293.0
2022-04-18,31.521,31.8808,31.3575,31.6518,3727719.0
2022-04-19,31.764,32.4929,31.7266,32.4368,5413956.0
2022-04-20,32.7078,32.9882,32.334,32.3994,4961002.0
2022-04-21,32.8947,33.0676,32.2406,32.3714,4529598.0
2022-04-22,32.2219,32.334,31.4836,31.5864,6401895.0
2022-04-23,32.2219,32.334,31.4836,31.5864,6401895.0
2022-04-24,32.2219,32.334,31.4836,31.5864,6401895.0
2022-04-25,31.3808,32.1939,31.0351,32.1658,8555697.0
2022-04-26,33.8292,34.3432,32.9228,33.1751,11680797.0
2022-04-27,33.2499,33.8947,32.563,33.7078,9747185.0
2022-04-28,34.1096,34.2965,33.3807,34.0161,5692767.0
2022-04-29,33.7638,34.2685,32.8106,32.8854,5096966.0
2022-04-30,33.7638,34.2685,32.8106,32.8854,5096966.0
2022-05-01,33.7638,34.2685,32.8106,32.8854,5096966.0
2022-05-02,32.8854,33.633,32.7078,33.605,6268199.0
