,LOW US Equity,LOW US Equity,LOW US Equity,LOW US Equity,LOW US Equity
2021-03-02,153.762,155.9961,153.7336,154.3489,4330969.0
2021-03-03,153.5348,154.1407,149.7861,149.8429,5238504.0
2021-03-04,148.7827,149.8335,142.7905,145.5642,7792734.0
2021-03-05,146.6812,150.6003,143.0082,150.1175,5143052.0
2021-03-06,146.6812,150.6003,143.0082,150.1175,5143052.0
2021-03-07,146.6812,150.6003,143.0082,150.1175,5143052.0
2021-03-08,151.2156,156.4789,150.7896,154.2259,4613427.0
2021-03-09,156.8954,160.1896,156.1949,157.132,4585161.0
2021-03-10,158.0881,161.302,157.577,159.4702,3394910.0
2021-03-11,161.7043,163.891,161.2696,161.638,4989587.0
2021-03-12,161.0038,162.6604,160.1991,162.3953,3638686.0
2021-03-13,161.0038,162.6604,160.1991,162.3953,3638686.0
2021-03-14,161.0038,162.6604,160.1991,162.3953,3638686.0
2021-03-15,163.3514,165.9547,163.3514,164.9039,3745517.0
2021-03-16,164.7335,167.1001,164.6862,165.9736,3737227.0
2021-03-17,165.4814,166.532,164.601,165.1311,3119925.0
2021-03-18,163.6828,167.2042,163.1148,165.5382,3888064.0
2021-03-19,164.9418,170.9151,164.9418,169.9116,8525104.0
2021-03-20,164.9418,170.9151,164.9418,169.9116,8525104.0
2021-03-21,164.9418,170.9151,164.9418,169.9116,8525104.0
2021-03-22,169.9684,173.8023,168.823,172.1835,4700154.0
2021-03-23,171.5777,173.9916,170.3376,170.7731,3324449.0
2021-03-24,171.4546,174.3229,171.0097,171.0381,3555416.0
2021-03-25,170.1199,176.2351,169.9395,175.2885,4543280.0
2021-03-26,175.9228,181.612,175.4494,181.3848,4795152.0
2021-03-27,175.9228,181.612,175.4494,181.3848,4795152.0
2021-03-28,175.9228,181.612,175.4494,181.3848,4795152.0
2021-03-29,181.754,182.6155,177.7687,178.5544,3970939.0
2021-03-30,176.9167,180.8263,176.7369,179.8797,3547575.0
2021-03-31,180.7979,181.9244,179.0751,180.0312,3564357.0
2021-04-01,180.9967,181.6404,179.5673,181.1103,3192229.0
2021-04-02,180.9967,181.6404,179.5673,181.1103,3192229.0
2021-04-03,180.9967,181.6404,179.5673,181.1103,3192229.0
2021-04-04,180.9967,181.6404,179.5673,181.1103,3192229.0
2021-04-05,181.6215,184.2815,181.0441,183.3917,3507184.0
2021-04-06,182.5965,184.5655,182.2179,183.8366,2917930.0
2021-04-07,183.174,184.3572,182.3977,183.3349,3276259.0
2021-04-08,183.9029,184.6981,182.9705,183.8461,2684463.0
2021-04-09,184.9726,188.0681,183.9313,187.9166,3168770.0
2021-04-10,184.9726,188.0681,183.9313,187.9166,3168770.0
2021-04-11,184.9726,188.0681,183.9313,187.9166,3168770.0
2021-04-12,187.5853,190.2522,187.5853,189.9424,3647875.0
2021-04-13,189.9992,190.482,188.3994,189.0621,2964525.0
2021-04-14,190.3211,193.2841,190.0087,190.766,3371879.0
2021-04-15,189.9424,194.1266,189.9046,193.6532,3656292.0
2021-04-16,195.5465,197.8286,194.3159,197.1369,6359772.0
2021-04-17,195.5465,197.8286,194.3159,197.1369,6359772.0
2021-04-18,195.5465,197.8286,194.3159,197.1369,6359772.0
2021-04-19,195.0164,196.2324,192.6309,193.1231,3828801.0
2021-04-20,193.1326,193.6833,190.2938,192.5155,3006194.0
2021-04-21,193.4934,194.5662,192.9427,193.5978,2716757.0
2021-04-22,193.5694,194.4903,189.164,191.1198,3712957.0
2021-04-23,191.585,191.68,189.4204,190.7685,3634022.0
2021-04-24,191.585,191.68,189.4204,190.7685,3634022.0
2021-04-25,191.585,191.68,189.4204,190.7685,3634022.0
2021-04-26,190.6736,190.7685,188.2715,189.1165,3017006.0
2021-04-27,189.952,190.9584,188.6323,188.9836,3453852.0
2021-04-28,189.6387,189.7337,185.803,186.1448,4939169.0
2021-04-29,187.3316,189.3444,186.9708,188.4045,3860273.0
2021-04-30,187.7968,188.2288,185.3948,186.3252,4255564.0
2021-05-01,187.7968,188.2288,185.3948,186.3252,4255564.0
2021-05-02,187.7968,188.2288,185.3948,186.3252,4255564.0
2021-05-03,188.6988,189.9568,187.8633,189.126,4629549.0
2021-05-04,188.6513,190.3508,186.8284,190.1704,4150088.0
2021-05-05,191.3477,192.8288,188.7463,189.8856,3715334.0
2021-05-06,191.1198,195.6391,190.2938,195.5252,4525204.0
2021-05-07,195.6391,198.6583,194.3479,197.8608,3695125.0
2021-05-08,195.6391,198.6583,194.3479,197.8608,3695125.0
2021-05-09,195.6391,198.6583,194.3479,197.8608,3695125.0
2021-05-10,198.9431,204.3359,197.9652,200.6236,4476915.0
2021-05-11,197.4905,199.057,191.044,194.9555,4449217.0
2021-05-12,192.9237,193.6548,184.9485,185.6511,5406645.0
2021-05-13,187.8253,192.4965,187.6069,190.2084,4495509.0
2021-05-14,191.5091,191.9933,187.2462,188.8507,3742979.0
2021-05-15,191.5091,191.9933,187.2462,188.8507,3742979.0
2021-05-16,191.5091,191.9933,187.2462,188.8507,3742979.0
2021-05-17,187.6449,188.6513,182.4136,184.3124,5798755.0
2021-05-18,184.189,186.0879,182.0243,183.0022,5691482.0
2021-05-19,179.9546,181.9578,176.9544,181.0749,6797914.0
2021-05-20,182.0623,185.034,181.7016,183.6288,4397664.0
2021-05-21,184.5213,185.9644,181.654,182.7364,4032744.0
2021-05-22,184.5213,185.9644,181.654,182.7364,4032744.0
2021-05-23,184.5213,185.9644,181.654,182.7364,4032744.0
2021-05-24,183.4674,183.7333,180.8755,181.0179,3396434.0
2021-05-25,181.5021,183.5529,180.9704,183.2586,4089275.0
2021-05-26,182.8503,184.4264,182.7839,183.8092,3565939.0
2021-05-27,184.5118,185.7271,183.7807,183.9706,5126469.0
2021-05-28,187.0373,187.8348,184.8346,184.977,3619589.0
2021-05-29,187.0373,187.8348,184.8346,184.977,3619589.0
2021-05-30,187.0373,187.8348,184.8346,184.977,3619589.0
2021-05-31,187.0373,187.8348,184.8346,184.977,3619589.0
2021-06-01,185.1384,186.1828,181.8534,182.1477,4105632.0
2021-06-02,182.575,183.4105,180.4515,181.1224,3997711.0
2021-06-03,180.3913,181.1793,178.9482,180.6761,3469466.0
2021-06-04,180.7521,181.711,178.7678,180.3058,4210681.0
2021-06-05,180.7521,181.711,178.7678,180.3058,4210681.0
2021-06-06,180.7521,181.711,178.7678,180.3058,4210681.0
2021-06-07,180.3438,181.4452,179.0051,180.6286,2913482.0
2021-06-08,181.4926,182.9453,180.6286,181.7205,3604841.0
2021-06-09,182.2901,182.7649,180.7331,180.9609,3638947.0
2021-06-10,181.2173,181.9578,177.8753,179.233,3905835.0
2021-06-11,180.2774,181.9958,179.7267,181.1603,3127773.0
2021-06-12,180.2774,181.9958,179.7267,181.1603,3127773.0
2021-06-13,180.2774,181.9958,179.7267,181.1603,3127773.0
2021-06-14,180.5052,180.866,178.6918,180.0685,3257722.0
2021-06-15,179.8881,180.059,177.3057,178.3785,4472613.0
2021-06-16,178.4924,178.6823,175.2454,176.7835,4176146.0
2021-06-17,177.0683,178.6443,175.1361,177.3911,4260944.0
2021-06-18,175.3878,178.3975,175.1599,177.4291,9316869.0
2021-06-19,175.3878,178.3975,175.1599,177.4291,9316869.0
2021-06-20,175.3878,178.3975,175.1599,177.4291,9316869.0
2021-06-21,178.464,180.904,178.1981,179.3279,4539680.0
2021-06-22,180.3153,182.9358,179.983,182.0243,3995715.0
2021-06-23,181.4831,182.4516,181.1936,181.4736,2836086.0
2021-06-24,182.9358,183.325,181.2743,182.0528,2768003.0
2021-06-25,182.4041,183.1067,181.5306,182.9168,4149785.0
2021-06-26,182.4041,183.1067,181.5306,182.9168,4149785.0
2021-06-27,182.4041,183.1067,181.5306,182.9168,4149785.0
2021-06-28,182.8503,184.3504,181.6968,183.439,2510639.0
2021-06-29,183.2776,185.9407,183.2776,184.3789,2628892.0
2021-06-30,184.3124,185.3853,184.0466,184.1605,2716109.0
2021-07-01,184.6637,186.1828,184.0445,185.917,2456346.0
2021-07-02,186.4581,186.5816,185.3378,185.8125,2553453.0
2021-07-03,186.4581,186.5816,185.3378,185.8125,2553453.0
2021-07-04,186.4581,186.5816,185.3378,185.8125,2553453.0
2021-07-05,186.4581,186.5816,185.3378,185.8125,2553453.0
2021-07-06,185.898,186.4486,183.0307,184.9011,2588629.0
2021-07-07,183.8757,186.5246,183.5149,185.9739,3647371.0
2021-07-08,183.6099,184.3314,181.4926,183.0497,3993821.0
2021-07-09,184.3599,186.7999,184.3599,185.4517,2436359.0
2021-07-10,184.3599,186.7999,184.3599,185.4517,2436359.0
2021-07-11,184.3599,186.7999,184.3599,185.4517,2436359.0
2021-07-12,185.0435,186.4866,184.4833,185.6796,2405689.0
2021-07-13,186.0214,186.2303,183.9386,184.4548,3192075.0
2021-07-14,185.2998,185.5182,182.8598,182.9927,2943386.0
2021-07-15,181.8344,186.0214,181.8344,185.8505,3187979.0
2021-07-16,186.9803,188.8032,185.917,186.2208,4920693.0
2021-07-17,186.9803,188.8032,185.917,186.2208,4920693.0
2021-07-18,186.9803,188.8032,185.917,186.2208,4920693.0
2021-07-19,182.2712,183.8718,180.4293,183.1446,5213961.0
2021-07-20,182.7442,186.3003,182.2579,185.0609,2882733.0
2021-07-21,185.4899,186.3194,184.8893,186.0333,2112874.0
2021-07-22,186.9677,187.778,185.7092,187.5969,3244279.0
2021-07-23,188.7695,192.0301,188.3977,191.4771,3358116.0
2021-07-24,188.7695,192.0301,188.3977,191.4771,3358116.0
2021-07-25,188.7695,192.0301,188.3977,191.4771,3358116.0
2021-07-26,187.1583,188.6837,184.8035,188.5217,3422176.0
2021-07-27,188.4645,188.5026,182.563,184.4889,4106073.0
2021-07-28,184.6414,186.2768,183.0493,183.4211,2152764.0
2021-07-29,184.241,185.261,183.0111,184.5937,2532817.0
2021-07-30,183.6213,186.1954,183.4497,183.7071,2841591.0
2021-07-31,183.6213,186.1954,183.4497,183.7071,2841591.0
2021-08-01,183.6213,186.1954,183.4497,183.7071,2841591.0
2021-08-02,184.7749,185.1658,181.9529,182.0577,3051665.0
2021-08-03,182.6488,185.5376,182.544,184.9083,2335367.0
2021-08-04,184.0598,185.223,180.9613,181.0472,3162398.0
2021-08-05,182.0673,183.6022,181.133,181.7908,2335758.0
2021-08-06,182.7918,183.6213,180.9709,181.295,2855017.0
2021-08-07,182.7918,183.6213,180.9709,181.295,2855017.0
2021-08-08,182.7918,183.6213,180.9709,181.295,2855017.0
2021-08-09,180.9041,181.295,179.0832,179.2262,2296182.0
2021-08-10,179.3692,181.9624,178.6351,180.8851,2548402.0
2021-08-11,182.3724,185.6329,182.0959,185.4518,3367253.0
2021-08-12,185.2039,185.832,181.8957,183.0493,2754081.0
2021-08-13,182.9825,183.3829,180.9137,181.6287,2400926.0
2021-08-14,182.9825,183.3829,180.9137,181.6287,2400926.0
2021-08-15,182.9825,183.3829,180.9137,181.6287,2400926.0
2021-08-16,181.0853,184.8511,180.3226,184.4603,3486642.0
2021-08-17,178.6923,179.0927,173.5917,173.7633,8256370.0
2021-08-18,180.4275,194.2228,179.7124,190.4189,16992721.0
2021-08-19,189.4846,193.8415,189.2081,193.1456,5378332.0
2021-08-20,193.2981,199.1519,193.117,198.5036,4915661.0
2021-08-21,193.2981,199.1519,193.117,198.5036,4915661.0
2021-08-22,193.2981,199.1519,193.117,198.5036,4915661.0
2021-08-23,199.0756,199.7239,196.1392,196.4538,4195205.0
2021-08-24,196.5491,196.8256,193.3934,193.9083,4110644.0
2021-08-25,193.9273,197.1879,193.6032,196.5682,2628833.0
2021-08-26,195.7197,197.3309,194.5375,196.0629,3250430.0
2021-08-27,195.796,197.8553,195.2049,196.3013,3128212.0
2021-08-28,195.796,197.8553,195.2049,196.3013,3128212.0
2021-08-29,195.796,197.8553,195.2049,196.3013,3128212.0
2021-08-30,198.7324,199.6476,195.3383,195.4337,3986280.0
2021-08-31,196.7493,196.9591,193.8463,194.385,4877879.0
2021-09-01,195.0142,195.4813,192.154,193.9464,2835036.0
2021-09-02,194.2706,196.9972,194.2038,196.5396,2656307.0
2021-09-03,195.3479,197.1879,194.6328,196.3775,2260908.0
2021-09-04,195.3479,197.1879,194.6328,196.3775,2260908.0
2021-09-05,195.3479,197.1879,194.6328,196.3775,2260908.0
2021-09-06,195.3479,197.1879,194.6328,196.3775,2260908.0
2021-09-07,196.1106,197.5788,195.3526,195.5862,2591895.0
2021-09-08,194.8235,194.8895,192.1064,194.5756,3344859.0
2021-09-09,194.9379,195.1731,193.0502,193.546,2566245.0
2021-09-10,195.2335,196.9496,194.6424,194.8044,2505756.0
2021-09-11,195.2335,196.9496,194.6424,194.8044,2505756.0
2021-09-12,195.2335,196.9496,194.6424,194.8044,2505756.0
2021-09-13,196.1296,197.5787,195.2049,196.4443,3159040.0
2021-09-14,196.921,197.7361,194.4136,194.6519,2488582.0
2021-09-15,194.6519,196.5968,192.0873,196.0248,2956611.0
2021-09-16,196.0724,199.5714,196.0724,198.761,3365599.0
2021-09-17,197.6932,202.0978,197.6932,199.2853,5835397.0
2021-09-18,197.6932,202.0978,197.6932,199.2853,5835397.0
2021-09-19,197.6932,202.0978,197.6932,199.2853,5835397.0
2021-09-20,196.8924,198.7419,193.5651,195.7006,3640389.0
2021-09-21,197.0258,198.5226,195.7864,196.654,2681274.0
2021-09-22,198.351,200.4771,197.0926,199.1519,3169203.0
2021-09-23,200.2101,201.7832,198.1031,198.2843,3128815.0
2021-09-24,198.3701,199.0661,197.2451,198.1794,2275876.0
2021-09-25,198.3701,199.0661,197.2451,198.1794,2275876.0
2021-09-26,198.3701,199.0661,197.2451,198.1794,2275876.0
2021-09-27,197.9506,202.3552,197.8267,200.8108,2886211.0
2021-09-28,199.3521,199.6953,195.1517,195.8532,4030423.0
2021-09-29,196.5491,198.637,196.3203,197.4453,2678368.0
2021-09-30,197.2832,197.7855,192.8405,193.403,3829021.0
2021-10-01,194.2324,195.8341,192.421,194.2038,3016400.0
2021-10-02,194.2324,195.8341,192.421,194.2038,3016400.0
2021-10-03,194.2324,195.8341,192.421,194.2038,3016400.0
2021-10-04,193.3839,195.0523,192.1826,194.9761,5195641.0
2021-10-05,196.2727,198.065,194.6424,194.7472,3483142.0
2021-10-06,193.4411,195.6238,192.4973,194.4898,3079628.0
2021-10-07,196.3203,199.8383,196.0295,198.208,3001146.0
2021-10-08,196.0057,198.0745,194.919,196.5491,3042044.0
2021-10-09,196.0057,198.0745,194.919,196.5491,3042044.0
2021-10-10,196.0057,198.0745,194.919,196.5491,3042044.0
2021-10-11,198.4082,201.869,198.1508,199.1137,3267889.0
2021-10-12,200.0671,201.8594,199.9527,200.0194,2793550.0
2021-10-13,200.8108,203.6709,200.7821,202.2313,3275725.0
2021-10-14,204.3478,206.4643,203.4898,206.3594,3177235.0
2021-10-15,208.5617,209.7344,207.2556,208.9431,2930548.0
2021-10-16,208.5617,209.7344,207.2556,208.9431,2930548.0
2021-10-17,208.5617,209.7344,207.2556,208.9431,2930548.0
2021-10-18,208.2185,212.3276,208.0946,211.4028,2785992.0
2021-10-19,212.2736,214.1107,211.9502,213.2878,2976253.0
2021-10-20,214.3308,215.5746,213.0768,215.2972,2293870.0
2021-10-21,215.2015,217.8328,214.8188,217.6031,2883245.0
2021-10-22,217.6605,219.9378,217.6605,218.8949,2207451.0
2021-10-23,217.6605,219.9378,217.6605,218.8949,2207451.0
2021-10-24,217.6605,219.9378,217.6605,218.8949,2207451.0
2021-10-25,218.6844,222.1598,218.2634,221.8132,3018519.0
2021-10-26,223.0475,223.5833,220.5502,221.0956,2801056.0
2021-10-27,221.6218,224.8177,221.6218,221.7654,2801745.0
2021-10-28,222.904,224.5524,221.2678,221.7558,2421697.0
2021-10-29,220.8181,224.6071,220.5502,223.7269,3316325.0
2021-10-30,220.8181,224.6071,220.5502,223.7269,3316325.0
2021-10-31,220.8181,224.6071,220.5502,223.7269,3316325.0
2021-11-01,224.8559,225.7171,220.2727,221.7462,3861604.0
2021-11-02,222.2916,224.0331,221.3061,222.971,2167348.0
2021-11-03,222.837,224.5498,222.062,224.1862,2629344.0
2021-11-04,224.8559,228.6163,224.7985,227.5159,2508823.0
2021-11-05,228.6833,228.9416,224.9038,225.3726,2356480.0
2021-11-06,228.6833,228.9416,224.9038,225.3726,2356480.0
2021-11-07,228.6833,228.9416,224.9038,225.3726,2356480.0
2021-11-08,226.339,227.7982,223.0963,224.655,2797387.0
2021-11-09,224.9086,227.028,222.9805,223.813,2307588.0
2021-11-10,222.5787,225.6013,221.3252,222.5117,2403123.0
2021-11-11,224.2053,224.5977,221.3109,222.2916,1921436.0
2021-11-12,224.3105,226.4969,222.0428,226.119,2462903.0
2021-11-13,224.3105,226.4969,222.0428,226.119,2462903.0
2021-11-14,224.3105,226.4969,222.0428,226.119,2462903.0
2021-11-15,225.9085,226.9131,224.2149,224.7794,2219943.0
2021-11-16,230.2142,236.0674,229.0588,234.2138,5223229.0
2021-11-17,239.2276,244.2031,234.6635,235.1228,6823898.0
2021-11-18,235.8117,239.2084,234.6443,236.7015,3468889.0
2021-11-19,237.0747,239.9165,235.1419,238.7492,3685521.0
2021-11-20,237.0747,239.9165,235.1419,238.7492,3685521.0
2021-11-21,237.0747,239.9165,235.1419,238.7492,3685521.0
2021-11-22,239.4572,245.3226,239.062,241.457,4460971.0
2021-11-23,240.2992,241.7632,237.8689,241.036,2550700.0
2021-11-24,238.6535,242.4712,238.2516,241.7249,1952637.0
2021-11-25,238.6535,242.4712,238.2516,241.7249,1952637.0
2021-11-26,238.8448,241.2274,236.4815,236.9982,1890971.0
2021-11-27,238.8448,241.2274,236.4815,236.9982,1890971.0
2021-11-28,238.8448,241.2274,236.4815,236.9982,1890971.0
2021-11-29,239.5051,241.591,237.6584,237.8497,3209064.0
2021-11-30,237.0651,239.6295,233.9554,234.032,6236008.0
2021-12-01,237.5818,241.4761,234.6348,234.7496,4019688.0
2021-12-02,236.3475,240.8159,235.228,239.5816,3706711.0
2021-12-03,241.6197,242.8922,236.4049,237.955,3972165.0
2021-12-04,241.6197,242.8922,236.4049,237.955,3972165.0
2021-12-05,241.6197,242.8922,236.4049,237.955,3972165.0
2021-12-06,241.591,243.3514,239.6103,240.3375,3008545.0
2021-12-07,242.5621,246.423,241.5036,245.8202,3405621.0
2021-12-08,245.514,247.4659,243.562,245.6575,3820799.0
2021-12-09,244.7294,249.5566,243.8587,247.0066,3812705.0
2021-12-10,247.2554,250.1929,246.5952,250.0972,2547664.0
2021-12-11,247.2554,250.1929,246.5952,250.0972,2547664.0
2021-12-12,247.2554,250.1929,246.5952,250.0972,2547664.0
2021-12-13,251.5038,251.9439,245.2269,246.1359,3915269.0
2021-12-14,244.8729,245.7293,239.6964,241.5623,5100578.0
2021-12-15,238.8257,247.1884,238.4908,246.423,4939283.0
2021-12-16,248.04,248.2984,242.1746,242.3086,4457213.0
2021-12-17,241.4474,242.3564,236.7685,237.3809,10175909.0
2021-12-18,241.4474,242.3564,236.7685,237.3809,10175909.0
2021-12-19,241.4474,242.3564,236.7685,237.3809,10175909.0
2021-12-20,234.6348,235.3237,231.8408,235.0175,3900882.0
2021-12-21,237.0173,237.6871,233.0656,236.3188,2963847.0
2021-12-22,236.4432,239.1606,235.5055,238.9214,1772047.0
2021-12-23,239.4381,240.8446,238.2899,239.2946,2060478.0
2021-12-24,239.4381,240.8446,238.2899,239.2946,2060478.0
2021-12-25,239.4381,240.8446,238.2899,239.2946,2060478.0
2021-12-26,239.4381,240.8446,238.2899,239.2946,2060478.0
2021-12-27,240.2992,242.8253,240.2992,242.7487,1590318.0
2021-12-28,243.0358,243.8874,241.9067,243.0549,1531542.0
2021-12-29,244.0022,247.3798,243.9543,246.4517,1617702.0
2021-12-30,247.198,248.0592,245.0069,245.3226,1488100.0
2021-12-31,245.093,248.5567,244.8059,247.3224,1774222.0
2022-01-01,245.093,248.5567,244.8059,247.3224,1774222.0
2022-01-02,245.093,248.5567,244.8059,247.3224,1774222.0
2022-01-03,248.0113,248.9634,242.1459,244.4806,5305697.0
2022-01-04,244.605,249.571,244.5619,248.595,3638211.0
2022-01-05,247.5425,248.241,243.7247,243.7534,3808574.0
2022-01-06,246.5187,247.2937,243.9926,246.6622,3616309.0
2022-01-07,244.6624,246.2699,239.8902,240.2514,4945544.0
2022-01-08,244.6624,246.2699,239.8902,240.2514,4945544.0
2022-01-09,244.6624,246.2699,239.8902,240.2514,4945544.0
2022-01-10,237.1895,237.3905,230.1807,236.9982,6292571.0
2022-01-11,237.2087,239.1606,234.1133,238.73,3414950.0
2022-01-12,240.3471,243.7151,239.151,239.8974,2825576.0
2022-01-13,242.1555,242.7966,239.2946,239.8782,2243611.0
2022-01-14,236.625,237.9646,231.0467,232.8933,3258477.0
2022-01-15,236.625,237.9646,231.0467,232.8933,3258477.0
2022-01-16,236.625,237.9646,231.0467,232.8933,3258477.0
2022-01-17,236.625,237.9646,231.0467,232.8933,3258477.0
2022-01-18,229.6294,230.0086,224.8967,228.871,4612577.0
2022-01-19,230.0422,231.511,224.8967,225.3095,4146791.0
2022-01-20,226.8167,228.0838,214.404,214.9704,5946565.0
2022-01-21,213.972,220.6535,212.6376,216.0168,5724411.0
2022-01-22,213.972,220.6535,212.6376,216.0168,5724411.0
2022-01-23,213.972,220.6535,212.6376,216.0168,5724411.0
2022-01-24,211.7064,223.3991,211.3896,223.0535,4912593.0
2022-01-25,218.3976,222.6599,215.5272,220.8071,4099153.0
2022-01-26,223.2551,225.5974,216.708,218.9736,4349153.0
2022-01-27,221.4311,223.8407,214.9896,216.8904,3426116.0
2022-01-28,218.868,225.7319,215.4984,225.5879,3215463.0
2022-01-29,218.868,225.7319,215.4984,225.5879,3215463.0
2022-01-30,218.868,225.7319,215.4984,225.5879,3215463.0
2022-01-31,224.6279,228.103,223.3511,227.8535,4486036.0
2022-02-01,228.9094,229.8981,224.4599,228.8134,2723824.0
2022-02-02,229.063,231.079,226.9895,229.543,2442894.0
2022-02-03,226.5575,229.9078,224.4551,224.7431,2512234.0
2022-02-04,224.7815,224.7815,216.1608,219.9047,3456689.0
2022-02-05,224.7815,224.7815,216.1608,219.9047,3456689.0
2022-02-06,224.7815,224.7815,216.1608,219.9047,3456689.0
2022-02-07,221.2967,221.7383,215.5464,217.9368,2990056.0
2022-02-08,218.1096,223.3127,216.8232,222.4871,2572444.0
2022-02-09,225.1367,227.0183,223.5239,224.3111,2115334.0
2022-02-10,221.4599,223.5431,216.756,218.3016,3053766.0
2022-02-11,218.4168,220.5287,215.7672,216.8712,2192806.0
2022-02-12,218.4168,220.5287,215.7672,216.8712,2192806.0
2022-02-13,218.4168,220.5287,215.7672,216.8712,2192806.0
2022-02-14,214.8168,217.9368,214.188,216.9096,2025703.0
2022-02-15,219.1751,220.8551,217.8984,218.9736,1846100.0
2022-02-16,217.4568,219.0408,214.5672,217.9272,2461400.0
2022-02-17,216.8904,218.1288,214.3176,214.836,2482353.0
2022-02-18,214.0296,216.6888,211.596,213.78,4241661.0
2022-02-19,214.0296,216.6888,211.596,213.78,4241661.0
2022-02-20,214.0296,216.6888,211.596,213.78,4241661.0
2022-02-21,214.0296,216.6888,211.596,213.78,4241661.0
2022-02-22,209.5561,212.5896,202.3273,206.0041,7641105.0
2022-02-23,213.1176,218.6376,205.5625,206.4841,8936864.0
2022-02-24,201.3001,205.6873,197.9882,204.8713,5749345.0
2022-02-25,205.6969,210.9,201.7993,210.4104,4613281.0
2022-02-26,205.6969,210.9,201.7993,210.4104,4613281.0
2022-02-27,205.6969,210.9,201.7993,210.4104,4613281.0
2022-02-28,208.5673,212.4456,207.1849,212.2152,5440555.0
2022-03-01,212.5224,215.46,211.4184,212.6376,3953236.0
2022-03-02,211.7736,220.8071,211.3032,219.5111,4513727.0
2022-03-03,219.9527,221.4887,216.0552,217.2264,3180721.0
2022-03-04,215.5944,217.6152,212.8776,215.1048,3145816.0
2022-03-05,215.5944,217.6152,212.8776,215.1048,3145816.0
2022-03-06,215.5944,217.6152,212.8776,215.1048,3145816.0
2022-03-07,215.0664,218.8584,213.1944,213.3672,4022744.0
2022-03-08,213.3672,220.4327,213.1944,214.3272,3726146.0
2022-03-09,218.8584,221.0663,216.564,216.8424,3428704.0
2022-03-10,214.0776,215.412,210.324,215.2008,3318890.0
2022-03-11,214.9416,218.4552,213.108,213.3192,2616309.0
2022-03-12,214.9416,218.4552,213.108,213.3192,2616309.0
2022-03-13,214.9416,218.4552,213.108,213.3192,2616309.0
2022-03-14,215.0184,218.5992,212.2344,217.4472,3607706.0
2022-03-15,218.6856,223.0487,218.4072,221.8247,3413674.0
2022-03-16,223.8023,225.0503,217.716,222.0743,3497382.0
2022-03-17,220.7975,225.0311,219.1799,225.0023,3323855.0
2022-03-18,222.3815,226.8071,220.7303,226.2407,9149965.0
2022-03-19,222.3815,226.8071,220.7303,226.2407,9149965.0
2022-03-20,222.3815,226.8071,220.7303,226.2407,9149965.0
2022-03-21,227.0375,228.8326,216.66,218.4936,4349172.0
2022-03-22,218.5416,220.6727,216.3384,219.3287,3248750.0
2022-03-23,217.9176,218.8296,211.0345,212.0808,3728128.0
2022-03-24,211.9944,213.0792,209.2393,210.4008,3399162.0
2022-03-25,211.8984,212.1192,202.9321,204.4009,6832850.0
2022-03-26,211.8984,212.1192,202.9321,204.4009,6832850.0
2022-03-27,211.8984,212.1192,202.9321,204.4009,6832850.0
2022-03-28,202.9225,205.3417,199.121,205.2265,6579600.0
2022-03-29,209.0473,212.4792,207.8761,210.7848,4993689.0
2022-03-30,207.1177,208.4617,200.5706,201.1082,7090934.0
2022-03-31,198.5738,200.3882,193.9082,194.1002,7318469.0
2022-04-01,195.9338,195.9914,193.3418,194.3018,4827182.0
2022-04-02,195.9338,195.9914,193.3418,194.3018,4827182.0
2022-04-03,195.9338,195.9914,193.3418,194.3018,4827182.0
2022-04-04,193.481,196.0874,191.7771,195.953,5427547.0
2022-04-05,195.0794,199.8122,193.601,196.673,4707282.0
2022-04-06,193.1498,194.7338,188.7723,192.6218,6356121.0
2022-04-07,191.1435,196.0298,189.6459,194.5322,4411564.0
2022-04-08,192.9866,199.409,192.5162,198.3914,5065517.0
2022-04-09,192.9866,199.409,192.5162,198.3914,5065517.0
2022-04-10,192.9866,199.409,192.5162,198.3914,5065517.0
2022-04-11,196.4714,200.1098,195.2138,196.4042,3576161.0
2022-04-12,200.6474,202.1641,195.2618,195.9722,4354856.0
2022-04-13,195.4826,198.5738,195.089,197.2874,2803473.0
2022-04-14,197.9786,199.0058,192.9866,193.2266,4001575.0
2022-04-15,197.9786,199.0058,192.9866,193.2266,4001575.0
2022-04-16,197.9786,199.0058,192.9866,193.2266,4001575.0
2022-04-17,197.9786,199.0058,192.9866,193.2266,4001575.0
2022-04-18,192.593,193.9178,189.4347,190.5771,3800438.0
2022-04-19,191.0108,196.1579,190.5578,195.7049,3392926.0
2022-04-20,198.4038,202.4713,197.7753,201.199,3906051.0
2022-04-21,202.8183,203.2279,196.9001,197.623,3797609.0
2022-04-22,196.7459,196.929,189.0156,189.9409,4216309.0
2022-04-23,196.7459,196.929,189.0156,189.9409,4216309.0
2022-04-24,196.7459,196.929,189.0156,189.9409,4216309.0
2022-04-25,189.9313,193.488,187.6373,193.141,3895913.0
2022-04-26,191.7241,196.9869,191.0783,192.3795,3959126.0
2022-04-27,192.0518,196.1049,191.7819,192.3603,3028244.0
2022-04-28,194.3362,199.6616,192.8037,197.729,3250689.0
2022-04-29,196.1387,197.7676,189.9602,190.5867,4217600.0
2022-04-30,196.1387,197.7676,189.9602,190.5867,4217600.0
2022-05-01,196.1387,197.7676,189.9602,190.5867,4217600.0
2022-05-02,190.9627,197.2567,190.5771,195.8013,3697789.0
2022-05-03,195.1555,197.5266,192.9771,194.3458,3002576.0
