,CIR US Equity,CIR US Equity,CIR US Equity,CIR US Equity,CIR US Equity
2022-09-18,16.96,17.26,16.585,16.82,344890.0
2022-09-19,16.72,16.995,16.58,16.95,254416.0
2022-09-20,16.85,16.97,16.22,16.35,198336.0
2022-09-21,16.55,16.8,16.18,16.25,85166.0
2022-09-22,16.05,16.05,14.5792,14.96,110102.0
2022-09-23,14.7,14.81,14.2,14.44,105375.0
2022-09-24,14.7,14.81,14.2,14.44,105375.0
2022-09-25,14.7,14.81,14.2,14.44,105375.0
2022-09-26,14.36,14.435,13.32,13.48,128632.0
2022-09-27,13.6,13.99,13.38,13.54,162245.0
2022-09-28,13.48,14.31,13.32,14.26,162227.0
2022-09-29,14.02,14.59,13.52,14.43,194617.0
2022-09-30,15.0,17.27,14.54,16.49,395406.0
2022-10-01,15.0,17.27,14.54,16.49,395406.0
2022-10-02,15.0,17.27,14.54,16.49,395406.0
2022-10-03,16.46,18.08,15.87,17.51,209784.0
2022-10-04,18.05,18.979,18.0,18.95,148808.0
2022-10-05,18.58,19.61,18.58,19.53,138812.0
2022-10-06,19.23,19.75,18.99,19.14,119082.0
2022-10-07,18.76,18.76,17.36,17.69,103669.0
2022-10-08,18.76,18.76,17.36,17.69,103669.0
2022-10-09,18.76,18.76,17.36,17.69,103669.0
2022-10-10,17.93,18.1,17.11,17.51,79058.0
2022-10-11,17.44,17.8,17.21,17.46,103887.0
2022-10-12,17.22,17.22,16.155,16.47,94441.0
2022-10-13,16.26,17.27,15.625,17.23,121742.0
2022-10-14,17.41,17.41,16.37,16.45,85788.0
2022-10-15,17.41,17.41,16.37,16.45,85788.0
2022-10-16,17.41,17.41,16.37,16.45,85788.0
2022-10-17,17.0,17.78,16.95,17.51,70692.0
2022-10-18,18.03,18.49,17.58,17.78,116508.0
2022-10-19,17.58,17.6119,17.15,17.51,67242.0
2022-10-20,17.55,18.07,17.185,17.28,68145.0
2022-10-21,17.53,18.29,17.27,18.1,84717.0
2022-10-22,17.53,18.29,17.27,18.1,84717.0
2022-10-23,17.53,18.29,17.27,18.1,84717.0
2022-10-24,18.3,18.44,18.05,18.43,50900.0
2022-10-25,18.5,19.4325,18.5,18.99,54863.0
2022-10-26,19.28,19.5365,18.91,19.13,71889.0
2022-10-27,19.52,19.945,19.21,19.33,53368.0
2022-10-28,19.56,20.335,19.435,20.24,58854.0
2022-10-29,19.56,20.335,19.435,20.24,58854.0
2022-10-30,19.56,20.335,19.435,20.24,58854.0
2022-10-31,20.14,20.78,19.93,20.67,52864.0
2022-11-01,21.02,21.53,20.92,21.32,66998.0
2022-11-02,21.37,21.55,20.05,20.18,60635.0
2022-11-03,19.76,20.3,19.54,20.17,56444.0
2022-11-04,20.62,20.905,20.1253,20.63,94152.0
2022-11-05,20.62,20.905,20.1253,20.63,94152.0
2022-11-06,20.62,20.905,20.1253,20.63,94152.0
2022-11-07,20.95,20.965,20.51,20.85,73883.0
2022-11-08,21.06,21.12,20.13,20.77,78552.0
2022-11-09,20.42,20.5,19.84,20.0,65858.0
2022-11-10,20.95,21.6315,20.945,21.49,94878.0
2022-11-11,21.34,22.34,21.12,21.68,63831.0
2022-11-12,21.34,22.34,21.12,21.68,63831.0
2022-11-13,21.34,22.34,21.12,21.68,63831.0
2022-11-14,25.0,27.09,23.61,24.9,192673.0
2022-11-15,25.9,28.32,25.77,26.84,149282.0
2022-11-16,26.38,26.8,25.18,25.8,153072.0
2022-11-17,25.06,25.53,24.46,25.44,101000.0
2022-11-18,26.11,26.11,24.81,25.18,103690.0
2022-11-19,26.11,26.11,24.81,25.18,103690.0
2022-11-20,26.11,26.11,24.81,25.18,103690.0
2022-11-21,24.85,25.08,24.26,24.45,123717.0
2022-11-22,24.4,24.8,24.24,24.79,138377.0
2022-11-23,24.52,25.29,24.27,24.98,83217.0
2022-11-24,24.52,25.29,24.27,24.98,83217.0
2022-11-25,24.98,25.61,24.91,25.24,52819.0
2022-11-26,24.98,25.61,24.91,25.24,52819.0
2022-11-27,24.98,25.61,24.91,25.24,52819.0
2022-11-28,24.82,25.24,24.26,24.79,94368.0
2022-11-29,24.62,25.83,24.62,25.69,78522.0
2022-11-30,25.75,27.6,25.23,27.55,177477.0
2022-12-01,27.95,28.564,27.13,27.59,123315.0
2022-12-02,26.94,27.68,26.67,27.29,64557.0
2022-12-03,26.94,27.68,26.67,27.29,64557.0
2022-12-04,26.94,27.68,26.67,27.29,64557.0
2022-12-05,27.09,27.29,25.85,27.05,138173.0
2022-12-06,27.0,27.335,26.36,26.61,73665.0
2022-12-07,26.54,27.14,26.06,26.53,79851.0
2022-12-08,26.84,27.4968,26.7125,27.04,60361.0
2022-12-09,26.9,27.0,25.91,25.91,75054.0
2022-12-10,26.9,27.0,25.91,25.91,75054.0
2022-12-11,26.9,27.0,25.91,25.91,75054.0
2022-12-12,26.19,26.63,25.669,26.5,52543.0
2022-12-13,27.58,27.81,26.58,26.93,95991.0
2022-12-14,26.96,27.1,25.875,26.54,63557.0
2022-12-15,25.86,25.86,24.81,25.01,71664.0
2022-12-16,24.18,24.62,23.92,24.07,221615.0
2022-12-17,24.18,24.62,23.92,24.07,221615.0
2022-12-18,24.18,24.62,23.92,24.07,221615.0
2022-12-19,24.19,24.33,23.665,24.02,91739.0
2022-12-20,23.99,24.79,23.96,24.14,65546.0
2022-12-21,24.67,24.83,24.19,24.51,136334.0
2022-12-22,24.22,24.22,23.12,23.47,102146.0
2022-12-23,23.42,23.88,23.01,23.76,81878.0
2022-12-24,23.42,23.88,23.01,23.76,81878.0
2022-12-25,23.42,23.88,23.01,23.76,81878.0
2022-12-26,23.42,23.88,23.01,23.76,81878.0
2022-12-27,23.88,24.7,23.72,24.58,43505.0
2022-12-28,24.56,24.96,23.645,23.77,106076.0
2022-12-29,23.88,24.79,23.53,24.74,103072.0
2022-12-30,24.54,24.79,23.75,23.96,68780.0
2022-12-31,24.54,24.79,23.75,23.96,68780.0
2023-01-01,24.54,24.79,23.75,23.96,68780.0
2023-01-02,24.54,24.79,23.75,23.96,68780.0
2023-01-03,24.44,24.44,23.21,23.61,116704.0
2023-01-04,23.9,24.5,23.55,23.89,105540.0
2023-01-05,23.76,23.82,23.05,23.59,92883.0
2023-01-06,23.98,24.29,23.56,24.23,140769.0
2023-01-07,23.98,24.29,23.56,24.23,140769.0
2023-01-08,23.98,24.29,23.56,24.23,140769.0
2023-01-09,24.49,25.695,24.44,24.75,61412.0
2023-01-10,24.57,25.735,24.53,25.68,60296.0
2023-01-11,25.88,25.95,25.015,25.53,73280.0
2023-01-12,25.76,26.16,25.53,26.04,45204.0
2023-01-13,25.82,26.4,25.82,26.37,44192.0
2023-01-14,25.82,26.4,25.82,26.37,44192.0
2023-01-15,25.82,26.4,25.82,26.37,44192.0
2023-01-16,25.82,26.4,25.82,26.37,44192.0
2023-01-17,26.16,26.55,25.99,26.06,59177.0
2023-01-18,26.13,26.57,25.43,25.65,71904.0
2023-01-19,25.25,25.41,24.64,25.27,60854.0
2023-01-20,25.58,25.65,24.78,24.82,92733.0
2023-01-21,25.58,25.65,24.78,24.82,92733.0
2023-01-22,25.58,25.65,24.78,24.82,92733.0
2023-01-23,24.88,25.99,24.72,25.94,76562.0
2023-01-24,25.55,26.29,25.51,25.83,93633.0
2023-01-25,25.47,25.99,25.26,25.59,80230.0
2023-01-26,25.68,25.92,24.96,25.29,93063.0
2023-01-27,25.36,26.46,25.18,26.01,118086.0
2023-01-28,25.36,26.46,25.18,26.01,118086.0
2023-01-29,25.36,26.46,25.18,26.01,118086.0
2023-01-30,25.75,26.02,25.385,25.67,60717.0
2023-01-31,25.82,27.69,25.82,27.65,237965.0
2023-02-01,27.62,28.11,27.01,27.46,112155.0
2023-02-02,27.68,28.01,26.515,27.52,143422.0
2023-02-03,27.03,27.8,26.91,27.65,92490.0
2023-02-04,27.03,27.8,26.91,27.65,92490.0
2023-02-05,27.03,27.8,26.91,27.65,92490.0
2023-02-06,27.42,27.52,26.57,26.68,54223.0
2023-02-07,27.0,28.05,26.94,27.43,215330.0
2023-02-08,27.32,27.61,26.75,27.14,59333.0
2023-02-09,27.5,27.67,26.79,26.83,76189.0
2023-02-10,26.66,27.53,26.53,26.84,87538.0
2023-02-11,26.66,27.53,26.53,26.84,87538.0
2023-02-12,26.66,27.53,26.53,26.84,87538.0
2023-02-13,26.95,27.34,26.775,27.13,79426.0
2023-02-14,26.57,27.66,26.57,27.22,90609.0
2023-02-15,26.89,27.6099,26.89,27.23,64110.0
2023-02-16,26.74,27.0,26.32,26.81,80577.0
2023-02-17,26.89,26.96,26.5704,26.75,104311.0
2023-02-18,26.89,26.96,26.5704,26.75,104311.0
2023-02-19,26.89,26.96,26.5704,26.75,104311.0
2023-02-20,26.89,26.96,26.5704,26.75,104311.0
2023-02-21,26.24,26.34,25.64,25.99,131302.0
2023-02-22,26.02,27.0899,26.02,26.56,87951.0
2023-02-23,27.14,28.88,26.78,28.78,203817.0
2023-02-24,28.31,28.65,27.94,28.3,99459.0
2023-02-25,28.31,28.65,27.94,28.3,99459.0
2023-02-26,28.31,28.65,27.94,28.3,99459.0
2023-02-27,28.67,29.345,28.53,29.04,95706.0
2023-02-28,29.01,29.77,28.9335,29.27,117685.0
2023-03-01,29.25,29.43,28.31,28.96,119469.0
2023-03-02,28.7,29.19,28.36,29.03,78585.0
2023-03-03,29.12,29.6,28.67,29.49,103076.0
2023-03-04,29.12,29.6,28.67,29.49,103076.0
2023-03-05,29.12,29.6,28.67,29.49,103076.0
2023-03-06,29.37,29.37,27.9,28.32,143414.0
2023-03-07,28.31,28.53,27.75,28.18,44429.0
2023-03-08,28.24,28.44,28.12,28.43,44648.0
2023-03-09,28.44,28.64,27.62,27.77,54711.0
2023-03-10,27.6,27.6,25.91,26.09,66544.0
2023-03-11,27.6,27.6,25.91,26.09,66544.0
2023-03-12,27.6,27.6,25.91,26.09,66544.0
2023-03-13,25.44,25.72,24.51,24.55,152749.0
2023-03-14,25.25,26.53,25.25,25.61,212591.0
2023-03-15,29.15,29.15,25.795,26.73,245570.0
2023-03-16,27.31,32.0223,27.24,30.91,373575.0
2023-03-17,30.32,30.46,28.89,29.43,411560.0
2023-03-18,30.32,30.46,28.89,29.43,411560.0
2023-03-19,30.32,30.46,28.89,29.43,411560.0
2023-03-20,29.47,29.65,28.87,29.12,138254.0
2023-03-21,29.85,30.58,29.26,29.67,164112.0
2023-03-22,29.71,30.34,28.87,28.89,132731.0
2023-03-23,29.13,29.94,29.0,29.48,105366.0
2023-03-24,29.04,29.95,28.71,29.85,79342.0
2023-03-25,29.04,29.95,28.71,29.85,79342.0
2023-03-26,29.04,29.95,28.71,29.85,79342.0
2023-03-27,30.29,30.82,29.86,30.66,81915.0
2023-03-28,30.52,31.41,30.52,31.27,86161.0
2023-03-29,31.57,31.7,31.15,31.32,112162.0
2023-03-30,31.66,31.78,30.86,31.16,85262.0
2023-03-31,31.25,31.51,30.84,31.12,163954.0
2023-04-01,31.25,31.51,30.84,31.12,163954.0
2023-04-02,31.25,31.51,30.84,31.12,163954.0
2023-04-03,31.19,31.66,30.95,31.6,85554.0
2023-04-04,31.86,31.9,30.55,30.86,94683.0
2023-04-05,30.55,30.55,29.98,30.05,90597.0
2023-04-06,30.05,30.05,29.43,29.47,58864.0
2023-04-07,30.05,30.05,29.43,29.47,58864.0
2023-04-08,30.05,30.05,29.43,29.47,58864.0
2023-04-09,30.05,30.05,29.43,29.47,58864.0
2023-04-10,29.34,29.92,29.34,29.7,89707.0
2023-04-11,29.86,30.485,29.73,29.94,54597.0
2023-04-12,30.3,30.38,29.6873,29.9,127401.0
2023-04-13,30.13,30.13,29.34,29.41,104813.0
2023-04-14,29.36,29.81,28.5,28.65,86506.0
2023-04-15,29.36,29.81,28.5,28.65,86506.0
2023-04-16,29.36,29.81,28.5,28.65,86506.0
2023-04-17,28.61,29.38,28.6,29.34,136272.0
2023-04-18,29.49,29.54,28.47,28.51,70919.0
2023-04-19,28.45,28.67,27.9701,28.3,101809.0
2023-04-20,28.0,28.26,27.65,27.94,55941.0
2023-04-21,28.01,28.01,27.31,27.57,112626.0
2023-04-22,28.01,28.01,27.31,27.57,112626.0
2023-04-23,28.01,28.01,27.31,27.57,112626.0
2023-04-24,27.36,27.87,27.23,27.4,96357.0
2023-04-25,27.09,27.23,26.49,26.59,109315.0
2023-04-26,26.35,26.7,25.88,26.55,196838.0
2023-04-27,26.9,28.185,26.85,28.13,103025.0
2023-04-28,27.83,28.49,27.58,27.84,127860.0
2023-04-29,27.83,28.49,27.58,27.84,127860.0
2023-04-30,27.83,28.49,27.58,27.84,127860.0
2023-05-01,27.82,28.19,27.28,27.47,112568.0
2023-05-02,27.52,27.53,26.75,27.23,132060.0
2023-05-03,27.38,28.082,26.81,26.92,173153.0
2023-05-04,26.79,26.79,25.99,26.27,153091.0
2023-05-05,26.83,27.42,26.705,27.25,156473.0
2023-05-06,26.83,27.42,26.705,27.25,156473.0
2023-05-07,26.83,27.42,26.705,27.25,156473.0
2023-05-08,27.39,27.82,26.68,26.91,88481.0
2023-05-09,26.76,27.22,26.55,26.81,86753.0
2023-05-10,27.37,27.41,26.47,26.86,96916.0
2023-05-11,29.14,30.62,27.9,29.54,397646.0
2023-05-12,29.9,30.75,29.7338,30.39,243442.0
2023-05-13,29.9,30.75,29.7338,30.39,243442.0
2023-05-14,29.9,30.75,29.7338,30.39,243442.0
2023-05-15,30.8,31.65,30.34,30.52,154134.0
2023-05-16,30.34,30.4,28.98,29.09,118467.0
2023-05-17,29.53,29.86,29.0,29.5,125187.0
2023-05-18,29.46,30.05,29.45,29.92,64576.0
2023-05-19,30.32,30.32,29.52,30.06,95385.0
2023-05-20,30.32,30.32,29.52,30.06,95385.0
2023-05-21,30.32,30.32,29.52,30.06,95385.0
2023-05-22,30.24,30.74,29.8001,30.67,90907.0
2023-05-23,30.58,30.761,29.33,29.43,155109.0
2023-05-24,29.22,29.34,28.5825,29.02,101290.0
2023-05-25,28.9,29.27,28.768,29.2,101238.0
2023-05-26,29.14,30.18,28.98,29.99,74405.0
2023-05-27,29.14,30.18,28.98,29.99,74405.0
2023-05-28,29.14,30.18,28.98,29.99,74405.0
2023-05-29,29.14,30.18,28.98,29.99,74405.0
2023-05-30,30.08,30.3028,29.44,29.83,114702.0
2023-05-31,29.63,29.63,28.54,28.98,177366.0
2023-06-01,28.98,29.355,28.56,29.2,114189.0
2023-06-02,29.72,31.96,29.63,31.67,196952.0
2023-06-03,29.72,31.96,29.63,31.67,196952.0
2023-06-04,29.72,31.96,29.63,31.67,196952.0
2023-06-05,47.51,47.88,47.4,47.84,4914674.0
2023-06-06,47.77,48.13,47.685,47.75,1276986.0
2023-06-07,47.76,47.87,47.65,47.66,1088055.0
2023-06-08,47.75,47.91,47.63,47.73,793284.0
2023-06-09,47.75,47.8,47.73,47.75,510204.0
2023-06-10,47.75,47.8,47.73,47.75,510204.0
2023-06-11,47.75,47.8,47.73,47.75,510204.0
2023-06-12,47.75,47.81,47.68,47.74,912758.0
2023-06-13,47.75,47.79,47.7,47.71,689297.0
2023-06-14,47.75,47.8,47.75,47.76,441253.0
2023-06-15,47.76,47.83,47.76,47.79,379256.0
2023-06-16,47.79,47.82,47.66,47.7,983522.0
2023-06-17,47.79,47.82,47.66,47.7,983522.0
2023-06-18,47.79,47.82,47.66,47.7,983522.0
2023-06-19,47.79,47.82,47.66,47.7,983522.0
2023-06-20,47.72,47.92,47.7,47.87,409438.0
2023-06-21,47.86,48.0,47.83,47.93,342923.0
2023-06-22,47.85,47.93,47.83,47.9,328394.0
2023-06-23,47.85,47.98,47.83,47.94,702408.0
2023-06-24,47.85,47.98,47.83,47.94,702408.0
2023-06-25,47.85,47.98,47.83,47.94,702408.0
2023-06-26,47.86,47.98,47.86,47.92,261073.0
2023-06-27,51.6,52.03,51.45,51.49,2236750.0
2023-06-28,54.78,54.94,53.42,53.68,2860180.0
2023-06-29,53.5,53.91,52.99,53.8,639755.0
2023-06-30,56.25,56.48,56.2,56.45,1489203.0
2023-07-01,56.25,56.48,56.2,56.45,1489203.0
2023-07-02,56.25,56.48,56.2,56.45,1489203.0
2023-07-03,56.25,56.4,56.0,56.1,292799.0
2023-07-04,56.25,56.4,56.0,56.1,292799.0
2023-07-05,56.06,56.19,55.98,56.17,372532.0
2023-07-06,56.1,56.29,56.0,56.13,338185.0
2023-07-07,56.1,56.4,56.08,56.13,322832.0
2023-07-08,56.1,56.4,56.08,56.13,322832.0
2023-07-09,56.1,56.4,56.08,56.13,322832.0
2023-07-10,56.12,56.3,56.0,56.0,228536.0
2023-07-11,56.03,56.27,55.93,56.06,338283.0
2023-07-12,56.14,56.19,56.02,56.1,307219.0
2023-07-13,56.06,56.19,56.02,56.1,237820.0
2023-07-14,56.11,56.15,56.02,56.03,207092.0
2023-07-15,56.11,56.15,56.02,56.03,207092.0
2023-07-16,56.11,56.15,56.02,56.03,207092.0
2023-07-17,56.01,56.02,55.66,56.01,378188.0
2023-07-18,56.0,56.14,55.94,56.0,235809.0
2023-07-19,56.0,56.1,55.94,55.97,217505.0
2023-07-20,55.92,56.03,55.91,55.92,158976.0
2023-07-21,55.96,56.0,55.86,55.92,169581.0
2023-07-22,55.96,56.0,55.86,55.92,169581.0
2023-07-23,55.96,56.0,55.86,55.92,169581.0
2023-07-24,55.92,56.04,55.84,55.85,221065.0
2023-07-25,55.9,55.9,55.71,55.73,222885.0
2023-07-26,55.73,55.85,55.7,55.8,192473.0
2023-07-27,55.81,55.84,55.56,55.6,256559.0
2023-07-28,55.67,55.76,55.6,55.6,145325.0
2023-07-29,55.67,55.76,55.6,55.6,145325.0
2023-07-30,55.67,55.76,55.6,55.6,145325.0
2023-07-31,55.69,55.77,55.62,55.7,106712.0
2023-08-01,55.69,56.0,55.61,56.0,486896.0
2023-08-02,55.86,55.98,55.78,55.94,146479.0
2023-08-03,55.9,55.93,55.8,55.8,92867.0
2023-08-04,55.9,55.9,55.6,55.6,184987.0
2023-08-05,55.9,55.9,55.6,55.6,184987.0
2023-08-06,55.9,55.9,55.6,55.6,184987.0
2023-08-07,55.75,55.81,55.66,55.76,141591.0
2023-08-08,55.7,55.89,55.67,55.85,384594.0
2023-08-09,55.79,55.84,55.75,55.81,205310.0
2023-08-10,55.77,55.84,55.755,55.82,164519.0
2023-08-11,55.83,55.86,55.71,55.73,196801.0
2023-08-12,55.83,55.86,55.71,55.73,196801.0
2023-08-13,55.83,55.86,55.71,55.73,196801.0
2023-08-14,55.73,55.78,55.7,55.76,160366.0
2023-08-15,55.75,55.76,55.68,55.68,182824.0
2023-08-16,55.7,55.75,55.61,55.61,186248.0
2023-08-17,55.7,55.76,55.64,55.67,284566.0
2023-08-18,55.65,55.71,55.6,55.63,177180.0
2023-08-19,55.65,55.71,55.6,55.63,177180.0
2023-08-20,55.65,55.71,55.6,55.63,177180.0
2023-08-21,55.63,55.79,55.63,55.72,159858.0
2023-08-22,55.78,55.81,55.6,55.61,226833.0
2023-08-23,55.69,55.69,55.605,55.62,143751.0
2023-08-24,55.65,55.66,55.575,55.61,245062.0
2023-08-25,55.6,55.65,55.57,55.58,214838.0
2023-08-26,55.6,55.65,55.57,55.58,214838.0
2023-08-27,55.6,55.65,55.57,55.58,214838.0
2023-08-28,55.63,55.65,55.57,55.57,408760.0
2023-08-29,55.56,55.59,55.5,55.5,618792.0
2023-08-30,55.57,55.62,55.51,55.6,499343.0
2023-08-31,55.56,55.69,55.56,55.69,297662.0
2023-09-01,55.7,55.73,55.56,55.58,234678.0
2023-09-02,55.7,55.73,55.56,55.58,234678.0
2023-09-03,55.7,55.73,55.56,55.58,234678.0
2023-09-04,55.7,55.73,55.56,55.58,234678.0
2023-09-05,55.55,55.62,55.51,55.61,538468.0
2023-09-06,55.6,55.64,55.58,55.58,647448.0
2023-09-07,55.56,55.61,55.55,55.58,366560.0
2023-09-08,55.61,55.65,55.56,55.63,329115.0
2023-09-09,55.61,55.65,55.56,55.63,329115.0
2023-09-10,55.61,55.65,55.56,55.63,329115.0
2023-09-11,55.64,55.64,55.58,55.58,212183.0
2023-09-12,55.58,55.65,55.55,55.58,411761.0
2023-09-13,55.58,55.76,55.56,55.71,271471.0
2023-09-14,55.71,55.83,55.59,55.75,302719.0
2023-09-15,55.76,55.8,55.66,55.78,837034.0
2023-09-16,55.76,55.8,55.66,55.78,837034.0
2023-09-17,55.76,55.8,55.66,55.78,837034.0
2023-09-18,55.74,55.85,55.7,55.71,219253.0
2023-09-19,55.8,55.85,55.71,55.71,159097.0
2023-09-20,55.79,55.81,55.7,55.74,206715.0
2023-09-21,55.7,55.77,55.69,55.7,172972.0
2023-09-22,55.71,55.81,55.7,55.74,208677.0
2023-09-23,55.71,55.81,55.7,55.74,208677.0
2023-09-24,55.71,55.81,55.7,55.74,208677.0
2023-09-25,55.71,55.84,55.71,55.73,148106.0
2023-09-26,55.72,55.77,55.7,55.7,264790.0
2023-09-27,55.76,55.78,55.7,55.76,522128.0
2023-09-28,55.76,55.855,55.73,55.77,336459.0
2023-09-29,55.75,55.8,55.73,55.75,361599.0
2023-09-30,55.75,55.8,55.73,55.75,361599.0
2023-10-01,55.75,55.8,55.73,55.75,361599.0
2023-10-02,55.74,55.81,55.73,55.75,312427.0
2023-10-03,55.75,55.77,55.72,55.72,285922.0
2023-10-04,55.74,55.74,55.57,55.59,360282.0
2023-10-05,55.63,55.72,55.35,55.38,531686.0
2023-10-06,55.34,55.41,54.07,54.57,1911257.0
2023-10-07,55.34,55.41,54.07,54.57,1911257.0
2023-10-08,55.34,55.41,54.07,54.57,1911257.0
2023-10-09,54.5,54.905,54.49,54.67,440031.0
2023-10-10,54.5,54.84,54.5,54.76,635685.0
2023-10-11,54.94,55.11,54.75,54.89,278015.0
2023-10-12,55.0,55.03,54.87,55.01,331725.0
2023-10-13,55.02,55.25,52.31,52.86,2093840.0
2023-10-14,55.02,55.25,52.31,52.86,2093840.0
2023-10-15,55.02,55.25,52.31,52.86,2093840.0
2023-10-16,53.13,53.37,53.0,53.25,397034.0
2023-10-17,55.98,56.0,55.97,56.0,3161722.0
2023-10-18,55.98,56.0,55.97,56.0,3161722.0
2023-10-19,55.98,56.0,55.97,56.0,3161722.0
2023-10-20,55.98,56.0,55.97,56.0,3161722.0
2023-10-21,55.98,56.0,55.97,56.0,3161722.0
2023-10-22,55.98,56.0,55.97,56.0,3161722.0
2023-10-23,55.98,56.0,55.97,56.0,3161722.0
2023-10-24,55.98,56.0,55.97,56.0,3161722.0
2023-10-25,55.98,56.0,55.97,56.0,3161722.0
2023-10-26,55.98,56.0,55.97,56.0,3161722.0
2023-10-27,55.98,56.0,55.97,56.0,3161722.0
2023-10-28,55.98,56.0,55.97,56.0,3161722.0
2023-10-29,55.98,56.0,55.97,56.0,3161722.0
2023-10-30,55.98,56.0,55.97,56.0,3161722.0
2023-10-31,55.98,56.0,55.97,56.0,3161722.0
2023-11-01,55.98,56.0,55.97,56.0,3161722.0
2023-11-02,55.98,56.0,55.97,56.0,3161722.0
2023-11-03,55.98,56.0,55.97,56.0,3161722.0
2023-11-04,55.98,56.0,55.97,56.0,3161722.0
2023-11-05,55.98,56.0,55.97,56.0,3161722.0
2023-11-06,55.98,56.0,55.97,56.0,3161722.0
2023-11-07,55.98,56.0,55.97,56.0,3161722.0
2023-11-08,55.98,56.0,55.97,56.0,3161722.0
2023-11-09,55.98,56.0,55.97,56.0,3161722.0
2023-11-10,55.98,56.0,55.97,56.0,3161722.0
2023-11-11,55.98,56.0,55.97,56.0,3161722.0
2023-11-12,55.98,56.0,55.97,56.0,3161722.0
2023-11-13,55.98,56.0,55.97,56.0,3161722.0
2023-11-14,55.98,56.0,55.97,56.0,3161722.0
2023-11-15,55.98,56.0,55.97,56.0,3161722.0
2023-11-16,55.98,56.0,55.97,56.0,3161722.0
2023-11-17,55.98,56.0,55.97,56.0,3161722.0
2023-11-18,55.98,56.0,55.97,56.0,3161722.0
2023-11-19,55.98,56.0,55.97,56.0,3161722.0
2023-11-20,55.98,56.0,55.97,56.0,3161722.0
2023-11-21,55.98,56.0,55.97,56.0,3161722.0
2023-11-22,55.98,56.0,55.97,56.0,3161722.0
2023-11-23,55.98,56.0,55.97,56.0,3161722.0
2023-11-24,55.98,56.0,55.97,56.0,3161722.0
2023-11-25,55.98,56.0,55.97,56.0,3161722.0
2023-11-26,55.98,56.0,55.97,56.0,3161722.0
2023-11-27,55.98,56.0,55.97,56.0,3161722.0
2023-11-28,55.98,56.0,55.97,56.0,3161722.0
2023-11-29,55.98,56.0,55.97,56.0,3161722.0
2023-11-30,55.98,56.0,55.97,56.0,3161722.0
2023-12-01,55.98,56.0,55.97,56.0,3161722.0
2023-12-02,55.98,56.0,55.97,56.0,3161722.0
2023-12-03,55.98,56.0,55.97,56.0,3161722.0
2023-12-04,55.98,56.0,55.97,56.0,3161722.0
2023-12-05,55.98,56.0,55.97,56.0,3161722.0
2023-12-06,55.98,56.0,55.97,56.0,3161722.0
2023-12-07,55.98,56.0,55.97,56.0,3161722.0
2023-12-08,55.98,56.0,55.97,56.0,3161722.0
2023-12-09,55.98,56.0,55.97,56.0,3161722.0
2023-12-10,55.98,56.0,55.97,56.0,3161722.0
2023-12-11,55.98,56.0,55.97,56.0,3161722.0
2023-12-12,55.98,56.0,55.97,56.0,3161722.0
2023-12-13,55.98,56.0,55.97,56.0,3161722.0
2023-12-14,55.98,56.0,55.97,56.0,3161722.0
2023-12-15,55.98,56.0,55.97,56.0,3161722.0
2023-12-16,55.98,56.0,55.97,56.0,3161722.0
2023-12-17,55.98,56.0,55.97,56.0,3161722.0
2023-12-18,55.98,56.0,55.97,56.0,3161722.0
2023-12-19,55.98,56.0,55.97,56.0,3161722.0
2023-12-20,55.98,56.0,55.97,56.0,3161722.0
2023-12-21,55.98,56.0,55.97,56.0,3161722.0
2023-12-22,55.98,56.0,55.97,56.0,3161722.0
2023-12-23,55.98,56.0,55.97,56.0,3161722.0
2023-12-24,55.98,56.0,55.97,56.0,3161722.0
2023-12-25,55.98,56.0,55.97,56.0,3161722.0
2023-12-26,55.98,56.0,55.97,56.0,3161722.0
2023-12-27,55.98,56.0,55.97,56.0,3161722.0
2023-12-28,55.98,56.0,55.97,56.0,3161722.0
2023-12-29,55.98,56.0,55.97,56.0,3161722.0
2023-12-30,55.98,56.0,55.97,56.0,3161722.0
2023-12-31,55.98,56.0,55.97,56.0,3161722.0
2024-01-01,55.98,56.0,55.97,56.0,3161722.0
2024-01-02,55.98,56.0,55.97,56.0,3161722.0
2024-01-03,55.98,56.0,55.97,56.0,3161722.0
2024-01-04,55.98,56.0,55.97,56.0,3161722.0
2024-01-05,55.98,56.0,55.97,56.0,3161722.0
2024-01-06,55.98,56.0,55.97,56.0,3161722.0
2024-01-07,55.98,56.0,55.97,56.0,3161722.0
2024-01-08,55.98,56.0,55.97,56.0,3161722.0
2024-01-09,55.98,56.0,55.97,56.0,3161722.0
2024-01-10,55.98,56.0,55.97,56.0,3161722.0
2024-01-11,55.98,56.0,55.97,56.0,3161722.0
2024-01-12,55.98,56.0,55.97,56.0,3161722.0
2024-01-13,55.98,56.0,55.97,56.0,3161722.0
2024-01-14,55.98,56.0,55.97,56.0,3161722.0
2024-01-15,55.98,56.0,55.97,56.0,3161722.0
2024-01-16,55.98,56.0,55.97,56.0,3161722.0
2024-01-17,55.98,56.0,55.97,56.0,3161722.0
2024-01-18,55.98,56.0,55.97,56.0,3161722.0
2024-01-19,55.98,56.0,55.97,56.0,3161722.0
2024-01-20,55.98,56.0,55.97,56.0,3161722.0
2024-01-21,55.98,56.0,55.97,56.0,3161722.0
2024-01-22,55.98,56.0,55.97,56.0,3161722.0
2024-01-23,55.98,56.0,55.97,56.0,3161722.0
