,HONE US Equity,HONE US Equity,HONE US Equity,HONE US Equity,HONE US Equity
2021-03-15,13.3464,13.3464,12.6151,12.7734,179804.0
2021-03-16,12.7548,12.9225,12.5405,12.6803,156289.0
2021-03-17,12.7734,12.82,12.5778,12.657,143346.0
2021-03-18,12.7734,13.1554,12.7362,12.8107,180290.0
2021-03-19,12.7362,13.1554,12.4846,13.1554,1138122.0
2021-03-20,12.7362,13.1554,12.4846,13.1554,1138122.0
2021-03-21,12.7362,13.1554,12.4846,13.1554,1138122.0
2021-03-22,13.1182,13.202,12.671,12.7641,191467.0
2021-03-23,12.7362,12.7921,12.3262,12.4194,346368.0
2021-03-24,12.5871,12.9225,12.5126,12.5126,249767.0
2021-03-25,12.7222,12.8759,12.5033,12.8107,231084.0
2021-03-26,12.9784,13.1089,12.8666,13.0902,190176.0
2021-03-27,12.9784,13.1089,12.8666,13.0902,190176.0
2021-03-28,12.9784,13.1089,12.8666,13.0902,190176.0
2021-03-29,12.9691,13.2113,12.7828,12.82,269845.0
2021-03-30,12.8666,12.9132,12.6989,12.7548,181130.0
2021-03-31,12.7175,12.8759,12.5033,12.5498,332816.0
2021-04-01,12.671,12.9132,12.6057,12.8107,247704.0
2021-04-02,12.671,12.9132,12.6057,12.8107,247704.0
2021-04-03,12.671,12.9132,12.6057,12.8107,247704.0
2021-04-04,12.671,12.9132,12.6057,12.8107,247704.0
2021-04-05,12.8666,13.025,12.7362,12.8759,177121.0
2021-04-06,12.848,13.025,12.671,12.7175,93043.0
2021-04-07,12.671,12.7175,12.5312,12.5871,172673.0
2021-04-08,12.5033,12.8573,12.4474,12.8387,223626.0
2021-04-09,12.9225,12.9552,12.8061,12.9039,158687.0
2021-04-10,12.9225,12.9552,12.8061,12.9039,158687.0
2021-04-11,12.9225,12.9552,12.8061,12.9039,158687.0
2021-04-12,12.9505,13.0343,12.8573,12.9505,112912.0
2021-04-13,13.231,13.231,12.7261,12.7261,177341.0
2021-04-14,12.698,12.9318,12.6597,12.8383,111333.0
2021-04-15,12.7683,12.9971,12.6232,12.9318,107205.0
2021-04-16,13.0814,13.1375,12.8944,13.0346,168616.0
2021-04-17,13.0814,13.1375,12.8944,13.0346,168616.0
2021-04-18,13.0814,13.1375,12.8944,13.0346,168616.0
2021-04-19,13.3245,14.0912,13.3245,14.0258,876608.0
2021-04-20,14.1193,14.1567,13.4197,13.4367,451774.0
2021-04-21,13.5115,13.7504,13.418,13.7079,221354.0
2021-04-22,13.7266,13.7452,13.3245,13.3432,213255.0
2021-04-23,13.3993,13.951,13.3993,13.8294,250420.0
2021-04-24,13.3993,13.951,13.3993,13.8294,250420.0
2021-04-25,13.3993,13.951,13.3993,13.8294,250420.0
2021-04-26,14.0258,14.1193,13.6985,13.7079,482644.0
2021-04-27,13.9801,14.0258,13.446,13.5489,267066.0
2021-04-28,13.6705,13.7871,13.3525,13.3899,217095.0
2021-04-29,13.4086,13.6611,13.3619,13.4647,163334.0
2021-04-30,13.6938,13.6938,13.2684,13.3806,237884.0
2021-05-01,13.6938,13.6938,13.2684,13.3806,237884.0
2021-05-02,13.6938,13.6938,13.2684,13.3806,237884.0
2021-05-03,13.5396,13.6031,13.2319,13.3899,178002.0
2021-05-04,13.2497,13.4367,13.1749,13.3245,190999.0
2021-05-05,13.4273,13.4273,13.0913,13.3151,271429.0
2021-05-06,13.2871,13.3338,12.9551,13.2777,289735.0
2021-05-07,13.1094,13.3432,13.0066,13.3245,206811.0
2021-05-08,13.1094,13.3432,13.0066,13.3245,206811.0
2021-05-09,13.1094,13.3432,13.0066,13.3245,206811.0
2021-05-10,13.446,13.5662,13.0346,13.0907,250413.0
2021-05-11,13.1422,13.1552,12.8757,12.9411,208654.0
2021-05-12,13.0066,13.1749,12.7167,12.7915,214606.0
2021-05-13,12.6419,13.4554,12.6419,13.4367,294619.0
2021-05-14,13.5676,13.9463,13.446,13.8575,367651.0
2021-05-15,13.5676,13.9463,13.446,13.8575,367651.0
2021-05-16,13.5676,13.9463,13.446,13.8575,367651.0
2021-05-17,13.8855,14.0351,13.792,13.965,316936.0
2021-05-18,14.0258,14.0258,13.6424,13.6705,200348.0
2021-05-19,13.5208,13.6518,13.3525,13.6237,212668.0
2021-05-20,13.6518,13.6518,13.3525,13.6144,155721.0
2021-05-21,13.7359,13.8481,13.6237,13.7733,144765.0
2021-05-22,13.7359,13.8481,13.6237,13.7733,144765.0
2021-05-23,13.7359,13.8481,13.6237,13.7733,144765.0
2021-05-24,13.792,13.792,13.5021,13.605,208719.0
2021-05-25,13.6892,13.7827,13.3993,13.3993,369479.0
2021-05-26,13.3993,13.6705,13.3993,13.6611,193806.0
2021-05-27,13.7359,14.0071,13.7125,13.9323,426406.0
2021-05-28,13.9603,13.9603,13.6892,13.8855,116907.0
2021-05-29,13.9603,13.9603,13.6892,13.8855,116907.0
2021-05-30,13.9603,13.9603,13.6892,13.8855,116907.0
2021-05-31,13.9603,13.9603,13.6892,13.8855,116907.0
2021-06-01,13.9416,14.0071,13.8481,13.9323,251906.0
2021-06-02,14.0538,14.2782,13.5115,13.6705,259663.0
2021-06-03,13.7453,13.8481,13.6003,13.8201,196016.0
2021-06-04,13.792,13.8388,13.6424,13.8107,140489.0
2021-06-05,13.792,13.8388,13.6424,13.8107,140489.0
2021-06-06,13.792,13.8388,13.6424,13.8107,140489.0
2021-06-07,13.8855,14.3063,13.7827,14.2502,555854.0
2021-06-08,14.2595,14.4185,14.1474,14.3811,293178.0
2021-06-09,14.2315,14.3063,14.0445,14.1473,285607.0
2021-06-10,14.3063,14.484,14.0258,14.0258,253847.0
2021-06-11,14.1847,14.2689,13.979,14.1193,206872.0
2021-06-12,14.1847,14.2689,13.979,14.1193,206872.0
2021-06-13,14.1847,14.2689,13.979,14.1193,206872.0
2021-06-14,14.1193,14.2221,13.8294,13.9136,216465.0
2021-06-15,13.9416,14.138,13.8575,14.0538,203774.0
2021-06-16,13.979,14.3063,13.9042,14.2128,434335.0
2021-06-17,14.2689,14.2689,13.6237,13.6705,404887.0
2021-06-18,13.6237,13.7546,13.1375,13.1562,1038839.0
2021-06-19,13.6237,13.7546,13.1375,13.1562,1038839.0
2021-06-20,13.6237,13.7546,13.1375,13.1562,1038839.0
2021-06-21,13.1936,13.7359,13.0979,13.7079,493145.0
2021-06-22,13.6611,13.8014,13.4273,13.5208,416118.0
2021-06-23,13.5302,13.6237,13.4647,13.4834,154102.0
2021-06-24,13.4928,13.6892,13.4741,13.6518,136590.0
2021-06-25,13.6424,13.8294,13.5863,13.6611,736037.0
2021-06-26,13.6424,13.8294,13.5863,13.6611,736037.0
2021-06-27,13.6424,13.8294,13.5863,13.6611,736037.0
2021-06-28,13.577,13.577,13.3341,13.4647,322283.0
2021-06-29,13.5115,13.5676,13.3432,13.3619,201737.0
2021-06-30,13.231,13.5115,13.2029,13.4086,185003.0
2021-07-01,13.5583,13.5676,13.4367,13.4834,180710.0
2021-07-02,13.4367,13.6705,13.3151,13.4086,148179.0
2021-07-03,13.4367,13.6705,13.3151,13.4086,148179.0
2021-07-04,13.4367,13.6705,13.3151,13.4086,148179.0
2021-07-05,13.4367,13.6705,13.3151,13.4086,148179.0
2021-07-06,13.3619,13.3619,13.0253,13.1842,300864.0
2021-07-07,13.1281,13.3432,13.0814,13.1936,258707.0
2021-07-08,12.9598,13.2684,12.8663,12.9411,305594.0
2021-07-09,13.1562,13.5208,13.0253,13.5115,275897.0
2021-07-10,13.1562,13.5208,13.0253,13.5115,275897.0
2021-07-11,13.1562,13.5208,13.0253,13.5115,275897.0
2021-07-12,13.3712,13.5396,13.3525,13.5208,185183.0
2021-07-13,13.4833,13.4927,13.2206,13.2581,238456.0
2021-07-14,13.2863,13.4927,13.2675,13.2957,223785.0
2021-07-15,13.1455,13.5584,13.0799,13.5302,187376.0
2021-07-16,13.6053,13.6053,13.2816,13.305,248626.0
2021-07-17,13.6053,13.6053,13.2816,13.305,248626.0
2021-07-18,13.6053,13.6053,13.2816,13.305,248626.0
2021-07-19,12.9673,13.2394,12.7327,12.8547,291913.0
2021-07-20,12.7984,13.4646,12.7984,13.0892,382176.0
2021-07-21,13.2112,13.3707,13.2112,13.2957,224725.0
2021-07-22,13.23,13.3285,12.986,13.0048,148640.0
2021-07-23,13.1174,13.2863,13.0517,13.2487,167310.0
2021-07-24,13.1174,13.2863,13.0517,13.2487,167310.0
2021-07-25,13.1174,13.2863,13.0517,13.2487,167310.0
2021-07-26,13.2487,13.4739,13.1362,13.1643,212766.0
2021-07-27,13.1174,13.1831,12.4512,12.47,280640.0
2021-07-28,12.423,12.8453,12.2354,12.7421,254103.0
2021-07-29,12.9954,12.9954,12.7796,12.8547,141863.0
2021-07-30,12.7514,12.9954,12.7062,12.7702,171461.0
2021-07-31,12.7514,12.9954,12.7062,12.7702,171461.0
2021-08-01,12.7514,12.9954,12.7062,12.7702,171461.0
2021-08-02,12.7984,13.1455,12.5732,12.5826,226707.0
2021-08-03,12.7186,12.9203,12.545,12.864,226474.0
2021-08-04,12.7608,12.8875,12.6389,12.6858,198645.0
2021-08-05,12.7421,13.0611,12.7233,12.9579,148455.0
2021-08-06,13.1549,13.352,13.108,13.1831,222503.0
2021-08-07,13.1549,13.352,13.108,13.1831,222503.0
2021-08-08,13.1549,13.352,13.108,13.1831,222503.0
2021-08-09,13.1737,13.1924,12.9579,13.0423,203802.0
2021-08-10,12.9954,13.169,12.9719,13.1455,150021.0
2021-08-11,13.1362,13.305,13.0045,13.2769,149097.0
2021-08-12,13.2769,13.2769,13.0892,13.1643,155789.0
2021-08-13,13.1455,13.2487,12.986,13.0142,122751.0
2021-08-14,13.1455,13.2487,12.986,13.0142,122751.0
2021-08-15,13.1455,13.2487,12.986,13.0142,122751.0
2021-08-16,13.1315,13.1315,12.7702,12.9297,135257.0
2021-08-17,12.8171,12.9766,12.7514,12.8922,137679.0
2021-08-18,12.9673,12.9673,12.6764,12.6952,171607.0
2021-08-19,12.5544,12.7702,12.5403,12.7139,157867.0
2021-08-20,12.6389,12.9673,12.6389,12.9203,256899.0
2021-08-21,12.6389,12.9673,12.6389,12.9203,256899.0
2021-08-22,12.6389,12.9673,12.6389,12.9203,256899.0
2021-08-23,12.9954,13.1174,12.9391,13.0329,136643.0
2021-08-24,13.0705,13.1268,12.9954,13.0611,107684.0
2021-08-25,13.0236,13.352,12.9954,13.2394,184907.0
2021-08-26,13.2581,13.352,12.9766,12.986,137085.0
2021-08-27,12.986,13.4833,12.9391,13.4458,169706.0
2021-08-28,12.986,13.4833,12.9391,13.4458,169706.0
2021-08-29,12.986,13.4833,12.9391,13.4458,169706.0
2021-08-30,13.4833,13.4833,13.0892,13.1549,132330.0
2021-08-31,13.0892,13.3332,13.0892,13.2581,224774.0
2021-09-01,13.1924,13.3238,13.0799,13.1737,146035.0
2021-09-02,13.1174,13.3895,13.1127,13.2581,170907.0
2021-09-03,13.2394,13.3238,13.1737,13.2675,132039.0
2021-09-04,13.2394,13.3238,13.1737,13.2675,132039.0
2021-09-05,13.2394,13.3238,13.1737,13.2675,132039.0
2021-09-06,13.2394,13.3238,13.1737,13.2675,132039.0
2021-09-07,13.2675,13.3801,13.108,13.1268,175836.0
2021-09-08,13.0892,13.1737,12.864,12.9016,126426.0
2021-09-09,12.8734,13.0236,12.7608,12.7608,160667.0
2021-09-10,12.8171,12.8171,12.4559,12.4793,186932.0
2021-09-11,12.8171,12.8171,12.4559,12.4793,186932.0
2021-09-12,12.8171,12.8171,12.4559,12.4793,186932.0
2021-09-13,12.5919,12.667,12.4137,12.6576,209598.0
2021-09-14,12.6576,12.728,12.3292,12.3855,287752.0
2021-09-15,12.3949,12.5169,12.348,12.3949,148253.0
2021-09-16,12.4324,12.47,12.2729,12.2917,226623.0
2021-09-17,12.4606,12.6107,12.348,12.4887,1272785.0
2021-09-18,12.4606,12.6107,12.348,12.4887,1272785.0
2021-09-19,12.4606,12.6107,12.348,12.4887,1272785.0
2021-09-20,12.3104,12.4887,12.1885,12.4512,367833.0
2021-09-21,12.5169,12.5169,12.2542,12.2823,128325.0
2021-09-22,12.3386,12.545,12.3386,12.4512,118373.0
2021-09-23,12.6482,12.9203,12.5638,12.7421,184718.0
2021-09-24,12.6858,12.9297,12.6858,12.8734,84418.0
2021-09-25,12.6858,12.9297,12.6858,12.8734,84418.0
2021-09-26,12.6858,12.9297,12.6858,12.8734,84418.0
2021-09-27,12.9673,13.4646,12.9673,13.2487,215491.0
2021-09-28,13.305,13.4083,13.0517,13.0799,154029.0
2021-09-29,13.0986,13.2206,12.9954,13.2112,80889.0
2021-09-30,13.2769,13.305,13.1362,13.1737,119831.0
2021-10-01,13.1737,13.4223,13.1408,13.3238,115486.0
2021-10-02,13.1737,13.4223,13.1408,13.3238,115486.0
2021-10-03,13.1737,13.4223,13.1408,13.3238,115486.0
2021-10-04,13.3801,13.5041,13.3238,13.3895,123049.0
2021-10-05,13.4458,13.4926,13.23,13.2581,207827.0
2021-10-06,13.1174,13.23,12.9766,13.1924,116144.0
2021-10-07,13.352,13.3613,13.2675,13.352,170809.0
2021-10-08,13.3144,13.352,13.2581,13.2769,75836.0
2021-10-09,13.3144,13.352,13.2581,13.2769,75836.0
2021-10-10,13.3144,13.352,13.2581,13.2769,75836.0
2021-10-11,13.2769,13.3426,13.1549,13.1643,66886.0
2021-10-12,13.2114,13.3432,13.089,13.3244,101227.0
2021-10-13,13.3338,13.3338,13.1078,13.2114,74361.0
2021-10-14,13.3526,13.3526,13.2059,13.315,162079.0
2021-10-15,13.5033,13.5127,13.315,13.3244,134201.0
2021-10-16,13.5033,13.5127,13.315,13.3244,134201.0
2021-10-17,13.5033,13.5127,13.315,13.3244,134201.0
2021-10-18,13.2961,13.4091,13.2679,13.3338,52578.0
2021-10-19,13.362,13.3809,13.2585,13.362,106694.0
2021-10-20,13.3338,13.6069,13.3338,13.6069,96031.0
2021-10-21,13.5598,13.6822,13.5127,13.5692,120967.0
2021-10-22,13.5504,13.6445,13.4468,13.5221,59617.0
2021-10-23,13.5504,13.6445,13.4468,13.5221,59617.0
2021-10-24,13.5504,13.6445,13.4468,13.5221,59617.0
2021-10-25,13.5504,13.5504,13.428,13.4939,149844.0
2021-10-26,13.588,13.6351,13.3056,13.3056,190910.0
2021-10-27,13.2302,13.2773,13.1172,13.1737,118271.0
2021-10-28,13.1737,13.5127,13.1737,13.4656,114218.0
2021-10-29,13.475,13.588,13.4468,13.5315,140847.0
2021-10-30,13.475,13.588,13.4468,13.5315,140847.0
2021-10-31,13.475,13.588,13.4468,13.5315,140847.0
2021-11-01,13.588,14.0024,13.4091,13.993,165271.0
2021-11-02,13.993,14.0871,13.8046,13.8329,134858.0
2021-11-03,13.7952,14.1436,13.7952,14.04,122295.0
2021-11-04,14.04,14.0777,13.8423,14.0306,119124.0
2021-11-05,14.1813,14.3508,13.9553,14.266,105036.0
2021-11-06,14.1813,14.3508,13.9553,14.266,105036.0
2021-11-07,14.1813,14.3508,13.9553,14.266,105036.0
2021-11-08,14.2943,14.3885,14.0024,14.219,86455.0
2021-11-09,14.1813,14.2472,14.0683,14.2284,80528.0
2021-11-10,14.1719,14.3414,14.1342,14.1719,66367.0
2021-11-11,14.1719,14.2472,14.0589,14.1625,50383.0
2021-11-12,14.153,14.1625,13.9365,14.0306,47095.0
2021-11-13,14.153,14.1625,13.9365,14.0306,47095.0
2021-11-14,14.153,14.1625,13.9365,14.0306,47095.0
2021-11-15,14.0871,14.0871,13.9741,14.0871,92364.0
2021-11-16,14.0871,14.1719,13.9647,14.0495,86986.0
2021-11-17,13.9741,14.0118,13.9176,14.0024,95462.0
2021-11-18,13.9741,14.0777,13.9553,14.0495,106308.0
2021-11-19,13.9647,14.106,13.8235,13.9082,116744.0
2021-11-20,13.9647,14.106,13.8235,13.9082,116744.0
2021-11-21,13.9647,14.106,13.8235,13.9082,116744.0
2021-11-22,14.0777,14.2755,13.9835,13.9835,110652.0
2021-11-23,14.0212,14.2284,13.9553,14.04,87995.0
2021-11-24,13.9365,14.1248,13.9365,13.9553,66704.0
2021-11-25,13.9365,14.1248,13.9365,13.9553,66704.0
2021-11-26,13.541,13.7858,13.202,13.3903,193366.0
2021-11-27,13.541,13.7858,13.202,13.3903,193366.0
2021-11-28,13.541,13.7858,13.202,13.3903,193366.0
2021-11-29,13.588,13.7105,13.1831,13.2114,145097.0
2021-11-30,13.0042,13.2585,12.8912,13.0796,346564.0
2021-12-01,13.3338,13.6069,13.1266,13.1361,130462.0
2021-12-02,13.2491,13.6916,13.1361,13.5786,158400.0
2021-12-03,13.654,13.654,13.2161,13.315,149400.0
2021-12-04,13.654,13.654,13.2161,13.315,149400.0
2021-12-05,13.654,13.654,13.2161,13.315,149400.0
2021-12-06,13.541,13.7764,13.4846,13.541,165451.0
2021-12-07,13.6445,13.7858,13.541,13.588,131665.0
2021-12-08,13.6257,13.7952,13.5504,13.6351,133467.0
2021-12-09,13.5127,13.8235,13.4656,13.6445,168911.0
2021-12-10,13.654,13.7293,13.5127,13.5692,215720.0
2021-12-11,13.654,13.7293,13.5127,13.5692,215720.0
2021-12-12,13.654,13.7293,13.5127,13.5692,215720.0
2021-12-13,13.4845,13.6634,13.475,13.5221,199680.0
2021-12-14,13.5127,13.8564,13.5127,13.6445,211938.0
2021-12-15,13.7387,13.9835,13.5786,13.9553,293110.0
2021-12-16,14.106,14.2001,13.9082,13.9176,297886.0
2021-12-17,13.927,14.0495,13.541,13.7105,992745.0
2021-12-18,13.927,14.0495,13.541,13.7105,992745.0
2021-12-19,13.927,14.0495,13.541,13.7105,992745.0
2021-12-20,13.5504,13.6916,13.2961,13.6445,242613.0
2021-12-21,13.7293,13.9835,13.7293,13.8894,201934.0
2021-12-22,13.8517,14.0118,13.7811,14.0024,127983.0
2021-12-23,14.0777,14.1154,13.8423,13.9741,69478.0
2021-12-24,14.0777,14.1154,13.8423,13.9741,69478.0
2021-12-25,14.0777,14.1154,13.8423,13.9741,69478.0
2021-12-26,14.0777,14.1154,13.8423,13.9741,69478.0
2021-12-27,14.1766,14.1766,13.9365,13.993,101070.0
2021-12-28,13.993,14.1248,13.9882,14.0212,77283.0
2021-12-29,14.0683,14.1248,14.0024,14.106,55437.0
2021-12-30,13.993,14.2001,13.9553,13.9741,70545.0
2021-12-31,13.993,14.1154,13.88,13.9741,68490.0
2022-01-01,13.993,14.1154,13.88,13.9741,68490.0
2022-01-02,13.993,14.1154,13.88,13.9741,68490.0
2022-01-03,14.0308,14.2859,13.9174,14.0497,85542.0
2022-01-04,14.1631,14.2576,14.0497,14.1064,130904.0
2022-01-05,14.1253,14.1914,14.0119,14.0214,96396.0
2022-01-06,14.1064,14.4087,14.1064,14.4087,111932.0
2022-01-07,14.3993,14.5788,14.0733,14.4749,70613.0
2022-01-08,14.3993,14.5788,14.0733,14.4749,70613.0
2022-01-09,14.3993,14.5788,14.0733,14.4749,70613.0
2022-01-10,14.4371,14.4938,14.3001,14.4087,84420.0
2022-01-11,14.4087,14.4087,14.1442,14.2954,73032.0
2022-01-12,14.2765,14.3426,14.0969,14.1442,120017.0
2022-01-13,14.1347,14.371,13.7504,14.2481,75778.0
2022-01-14,14.0875,14.2387,13.9363,14.2009,113364.0
2022-01-15,14.0875,14.2387,13.9363,14.2009,113364.0
2022-01-16,14.0875,14.2387,13.9363,14.2009,113364.0
2022-01-17,14.0875,14.2387,13.9363,14.2009,113364.0
2022-01-18,14.2198,14.2717,13.9647,14.0025,127905.0
2022-01-19,14.0119,14.1064,13.8324,13.8418,145030.0
2022-01-20,13.8891,14.0497,13.5773,13.5867,136815.0
2022-01-21,13.4261,13.9458,13.4261,13.5867,222138.0
2022-01-22,13.4261,13.9458,13.4261,13.5867,222138.0
2022-01-23,13.4261,13.9458,13.4261,13.5867,222138.0
2022-01-24,13.2088,13.8985,13.2088,13.8418,203585.0
2022-01-25,13.719,14.0592,13.5395,13.9647,137965.0
2022-01-26,13.9836,14.1725,13.634,13.7757,161685.0
2022-01-27,13.6718,13.9647,13.2277,13.4545,333813.0
2022-01-28,13.3789,13.7001,13.1238,13.4356,340919.0
2022-01-29,13.3789,13.7001,13.1238,13.4356,340919.0
2022-01-30,13.3789,13.7001,13.1238,13.4356,340919.0
2022-01-31,13.2466,13.445,13.1946,13.4167,303324.0
2022-02-01,13.3883,13.5584,13.3505,13.53,153036.0
2022-02-02,13.4545,13.5584,13.4167,13.53,161903.0
2022-02-03,13.7001,13.7001,13.3694,13.3883,185487.0
2022-02-04,13.4072,13.6907,13.3411,13.6151,145352.0
2022-02-05,13.4072,13.6907,13.3411,13.6151,145352.0
2022-02-06,13.4072,13.6907,13.3411,13.6151,145352.0
2022-02-07,13.6245,13.6907,13.5773,13.6529,113304.0
2022-02-08,13.7001,13.8513,13.6623,13.7663,201996.0
2022-02-09,13.8135,13.8182,13.6529,13.6623,162511.0
2022-02-10,13.634,13.8655,13.6151,13.7379,194315.0
2022-02-11,13.719,13.9363,13.6056,13.6623,177332.0
2022-02-12,13.719,13.9363,13.6056,13.6623,177332.0
2022-02-13,13.719,13.9363,13.6056,13.6623,177332.0
2022-02-14,13.7379,13.804,13.5395,13.6056,164719.0
2022-02-15,13.719,13.8891,13.7048,13.8513,133111.0
2022-02-16,13.7474,13.9552,13.7474,13.8985,137194.0
2022-02-17,13.7474,13.9458,13.6718,13.8418,217832.0
2022-02-18,13.7757,14.045,13.7757,13.9836,239483.0
2022-02-19,13.7757,14.045,13.7757,13.9836,239483.0
2022-02-20,13.7757,14.045,13.7757,13.9836,239483.0
2022-02-21,13.7757,14.045,13.7757,13.9836,239483.0
2022-02-22,13.9836,14.2292,13.9467,14.0025,179051.0
2022-02-23,14.0403,14.2292,13.8513,13.8891,167405.0
2022-02-24,13.5962,13.7663,13.3978,13.719,232760.0
2022-02-25,13.7379,14.1706,13.7379,14.1064,169726.0
2022-02-26,13.7379,14.1706,13.7379,14.1064,169726.0
2022-02-27,13.7379,14.1706,13.7379,14.1064,169726.0
2022-02-28,13.9269,14.0308,13.8702,13.9741,178915.0
2022-03-01,13.9363,14.0308,13.5489,13.634,275969.0
2022-03-02,13.7568,14.2954,13.7568,14.2481,231609.0
2022-03-03,14.267,14.4371,14.2009,14.3048,181355.0
2022-03-04,14.1158,14.3237,14.0119,14.2859,188899.0
2022-03-05,14.1158,14.3237,14.0119,14.2859,188899.0
2022-03-06,14.1158,14.3237,14.0119,14.2859,188899.0
2022-03-07,14.2765,14.3898,13.993,14.1158,199209.0
2022-03-08,14.1631,14.2765,13.8607,13.8891,257395.0
2022-03-09,14.1536,14.2481,14.0686,14.182,196984.0
2022-03-10,14.0497,14.2576,13.9836,14.2481,154146.0
2022-03-11,14.2576,14.3993,14.182,14.267,217124.0
2022-03-12,14.2576,14.3993,14.182,14.267,217124.0
2022-03-13,14.2576,14.3993,14.182,14.267,217124.0
2022-03-14,14.4182,14.5977,14.2103,14.2765,176079.0
2022-03-15,14.2292,14.3143,14.0214,14.0308,191061.0
2022-03-16,14.0592,14.1253,13.9174,14.0308,328659.0
2022-03-17,13.908,14.2576,13.8891,14.2576,270576.0
2022-03-18,13.8324,14.0686,13.4072,13.4261,977878.0
2022-03-19,13.8324,14.0686,13.4072,13.4261,977878.0
2022-03-20,13.8324,14.0686,13.4072,13.4261,977878.0
2022-03-21,13.5112,13.6812,13.4497,13.6529,304171.0
2022-03-22,13.6812,13.804,13.5584,13.7663,288428.0
2022-03-23,13.7285,13.7379,13.3033,13.3411,276694.0
2022-03-24,13.3978,13.5678,13.256,13.5489,198776.0
2022-03-25,13.5584,13.771,13.4923,13.7379,197140.0
2022-03-26,13.5584,13.771,13.4923,13.7379,197140.0
2022-03-27,13.5584,13.771,13.4923,13.7379,197140.0
2022-03-28,13.6245,13.6245,13.2466,13.3411,199843.0
2022-03-29,13.4639,13.6907,13.4545,13.6718,296183.0
2022-03-30,13.6812,13.7285,13.2371,13.3127,334101.0
2022-03-31,13.4072,13.6132,13.2183,13.2466,172385.0
2022-04-01,13.3222,13.4167,13.2371,13.36,158578.0
2022-04-02,13.3222,13.4167,13.2371,13.36,158578.0
2022-04-03,13.3222,13.4167,13.2371,13.36,158578.0
2022-04-04,13.36,13.36,13.1332,13.2371,109354.0
2022-04-05,13.3222,13.3978,13.0009,13.0387,175278.0
2022-04-06,13.0482,13.1521,12.8403,12.897,333912.0
2022-04-07,12.9631,12.9631,12.6513,12.7553,140581.0
2022-04-08,12.7553,12.982,12.7553,12.8781,152739.0
2022-04-09,12.7553,12.982,12.7553,12.8781,152739.0
2022-04-10,12.7553,12.982,12.7553,12.8781,152739.0
2022-04-11,12.8025,13.0576,12.8025,12.8309,99201.0
2022-04-12,12.8309,12.9733,12.686,12.7359,144761.0
2022-04-13,12.8309,13.1253,12.8214,13.0873,218171.0
2022-04-14,13.0113,13.1443,12.9258,13.0493,101699.0
2022-04-15,13.0113,13.1443,12.9258,13.0493,101699.0
2022-04-16,13.0113,13.1443,12.9258,13.0493,101699.0
2022-04-17,13.0113,13.1443,12.9258,13.0493,101699.0
2022-04-18,13.0113,13.1063,12.9638,13.0588,79792.0
2022-04-19,13.1063,13.3532,13.1063,13.3057,81917.0
2022-04-20,13.3722,13.4672,13.2962,13.3247,100794.0
2022-04-21,13.3817,13.4292,13.2108,13.2203,74665.0
2022-04-22,13.1728,13.1918,13.0588,13.0588,82140.0
2022-04-23,13.1728,13.1918,13.0588,13.0588,82140.0
2022-04-24,13.1728,13.1918,13.0588,13.0588,82140.0
2022-04-25,13.0588,13.1538,12.8499,13.0113,122090.0
2022-04-26,12.8974,13.0588,12.7739,12.8024,152830.0
2022-04-27,12.8499,12.9163,12.5839,12.6599,114046.0
2022-04-28,12.8119,12.9923,12.6219,12.8499,246728.0
2022-04-29,12.8404,13.0588,12.6504,12.7169,199732.0
2022-04-30,12.8404,13.0588,12.6504,12.7169,199732.0
2022-05-01,12.8404,13.0588,12.6504,12.7169,199732.0
2022-05-02,12.7739,12.9923,12.6029,12.8024,189141.0
2022-05-03,12.7929,13.1253,12.7169,13.0208,164264.0
2022-05-04,13.0873,13.4292,13.0873,13.4007,168944.0
2022-05-05,13.2867,13.3152,12.9638,13.1538,163418.0
2022-05-06,13.1918,13.2298,12.9163,13.1063,236557.0
2022-05-07,13.1918,13.2298,12.9163,13.1063,236557.0
2022-05-08,13.1918,13.2298,12.9163,13.1063,236557.0
2022-05-09,12.9923,13.377,12.9923,13.1728,249790.0
2022-05-10,13.2772,13.4197,12.9069,13.0493,150302.0
2022-05-11,13.0588,13.2298,13.0018,13.0208,125280.0
2022-05-12,13.0398,13.1253,12.8879,13.1063,144157.0
2022-05-13,13.1253,13.1823,12.8974,12.9258,145483.0
2022-05-14,13.1253,13.1823,12.8974,12.9258,145483.0
2022-05-15,13.1253,13.1823,12.8974,12.9258,145483.0
2022-05-16,12.8689,13.0588,12.8356,12.8879,135663.0
2022-05-17,13.0588,13.2583,12.9923,13.2488,200723.0
2022-05-18,13.1348,13.1918,12.9306,13.0018,151581.0
2022-05-19,13.0018,13.0018,12.6979,12.7264,208109.0
2022-05-20,12.8214,12.9923,12.7359,12.9733,165791.0
2022-05-21,12.8214,12.9923,12.7359,12.9733,165791.0
2022-05-22,12.8214,12.9923,12.7359,12.9733,165791.0
2022-05-23,13.1443,13.2488,13.0398,13.1063,153318.0
2022-05-24,13.1158,13.2488,12.9638,13.2108,194606.0
2022-05-25,13.2203,13.3912,13.1823,13.3532,156351.0
2022-05-26,13.4482,13.4672,13.2488,13.3912,190168.0
2022-05-27,13.4007,13.4577,13.3532,13.4007,132250.0
2022-05-28,13.4007,13.4577,13.3532,13.4007,132250.0
2022-05-29,13.4007,13.4577,13.3532,13.4007,132250.0
2022-05-30,13.4007,13.4577,13.3532,13.4007,132250.0
