,EHC US Equity,EHC US Equity,EHC US Equity,EHC US Equity,EHC US Equity
2021-03-13,60.2527,61.6557,60.0773,61.0,732750.0
2021-03-14,60.2527,61.6557,60.0773,61.0,732750.0
2021-03-15,61.2516,62.3343,61.0152,62.3267,838031.0
2021-03-16,62.3115,62.3877,60.3213,60.6187,492953.0
2021-03-17,60.2908,61.0,59.6808,60.8093,544393.0
2021-03-18,60.7483,61.976,60.5577,61.244,645234.0
2021-03-19,61.3278,62.3572,61.2821,61.4498,1059525.0
2021-03-20,61.3278,62.3572,61.2821,61.4498,1059525.0
2021-03-21,61.3278,62.3572,61.2821,61.4498,1059525.0
2021-03-22,61.2745,61.2745,60.2527,60.5806,833729.0
2021-03-23,60.4052,61.2935,59.8562,60.878,529320.0
2021-03-24,61.0762,63.0435,61.0762,62.6698,896433.0
2021-03-25,62.5478,63.2265,62.037,62.9291,537055.0
2021-03-26,63.379,63.623,62.0789,63.44,540996.0
2021-03-27,63.379,63.623,62.0789,63.44,540996.0
2021-03-28,63.379,63.623,62.0789,63.44,540996.0
2021-03-29,63.3027,64.1872,62.0065,62.5173,389339.0
2021-03-30,62.3038,63.3218,62.0598,63.135,849458.0
2021-03-31,63.2268,64.2711,62.6453,62.6606,435029.0
2021-04-01,62.7218,63.2115,61.7043,63.1732,415743.0
2021-04-02,62.7218,63.2115,61.7043,63.1732,415743.0
2021-04-03,62.7218,63.2115,61.7043,63.1732,415743.0
2021-04-04,62.7218,63.2115,61.7043,63.1732,415743.0
2021-04-05,62.9896,63.3033,60.9086,61.8726,916866.0
2021-04-06,61.7961,62.4349,61.448,61.6278,677798.0
2021-04-07,61.9185,62.4694,61.5819,62.3393,465280.0
2021-04-08,63.0585,63.7968,62.2781,62.653,751483.0
2021-04-09,62.6606,62.7716,61.9262,62.4617,694753.0
2021-04-10,62.6606,62.7716,61.9262,62.4617,694753.0
2021-04-11,62.6606,62.7716,61.9262,62.4617,694753.0
2021-04-12,62.4694,62.6453,61.9338,62.1021,516574.0
2021-04-13,61.8114,62.3546,61.6966,61.9109,250569.0
2021-04-14,62.0409,62.5,61.8114,61.9338,323387.0
2021-04-15,62.1786,63.3339,61.995,63.2421,272354.0
2021-04-16,63.617,65.4915,63.617,64.9789,956742.0
2021-04-17,63.617,65.4915,63.617,64.9789,956742.0
2021-04-18,63.617,65.4915,63.617,64.9789,956742.0
2021-04-19,65.0324,65.5297,64.275,65.1548,651269.0
2021-04-20,65.086,65.8893,64.6116,65.1395,433343.0
2021-04-21,65.369,67.2129,65.2925,66.861,652961.0
2021-04-22,66.9681,67.496,66.0194,66.7768,472347.0
2021-04-23,66.6085,68.613,66.1303,67.8173,1034704.0
2021-04-24,66.6085,68.613,66.1303,67.8173,1034704.0
2021-04-25,66.6085,68.613,66.1303,67.8173,1034704.0
2021-04-26,67.9474,68.0622,66.6467,66.7309,404346.0
2021-04-27,66.4019,66.5435,64.8335,64.887,651800.0
2021-04-28,66.6238,68.1769,64.6728,65.6445,1380954.0
2021-04-29,66.0959,67.3889,65.369,65.7516,514193.0
2021-04-30,65.3614,65.4762,64.8182,64.9253,584647.0
2021-05-01,65.3614,65.4762,64.8182,64.9253,584647.0
2021-05-02,65.3614,65.4762,64.8182,64.9253,584647.0
2021-05-03,65.3308,65.8128,64.5581,64.604,674658.0
2021-05-04,64.5122,65.5144,64.5122,65.3844,521385.0
2021-05-05,65.3384,65.3384,63.7394,64.7876,310619.0
2021-05-06,64.7034,65.3461,64.3821,65.3461,349674.0
2021-05-07,65.2543,66.0423,65.086,65.3078,439535.0
2021-05-08,65.2543,66.0423,65.086,65.3078,439535.0
2021-05-09,65.2543,66.0423,65.086,65.3078,439535.0
2021-05-10,65.369,66.8227,65.369,66.2412,472218.0
2021-05-11,65.7133,67.2206,65.6139,66.838,833777.0
2021-05-12,66.7768,67.4577,66.2795,66.6544,592822.0
2021-05-13,66.4172,67.7714,66.379,67.2435,660846.0
2021-05-14,67.4271,67.4271,65.4532,66.0729,706020.0
2021-05-15,67.4271,67.4271,65.4532,66.0729,706020.0
2021-05-16,67.4271,67.4271,65.4532,66.0729,706020.0
2021-05-17,66.2719,66.8227,65.6368,66.4172,415223.0
2021-05-18,66.3407,66.3407,65.2849,65.415,478305.0
2021-05-19,65.0324,65.5986,64.3897,65.545,450216.0
2021-05-20,65.5909,66.0117,64.8794,65.8051,385877.0
2021-05-21,65.9888,66.8533,65.7363,66.0041,467933.0
2021-05-22,65.9888,66.8533,65.7363,66.0041,467933.0
2021-05-23,65.9888,66.8533,65.7363,66.0041,467933.0
2021-05-24,65.8358,66.9145,65.5909,66.2872,371468.0
2021-05-25,66.6161,67.1364,65.9123,65.9352,398604.0
2021-05-26,66.1112,66.3139,65.6139,65.8281,334962.0
2021-05-27,65.7592,66.2795,65.0554,65.0707,555152.0
2021-05-28,65.3384,65.6636,64.6805,65.6368,376370.0
2021-05-29,65.3384,65.6636,64.6805,65.6368,376370.0
2021-05-30,65.3384,65.6636,64.6805,65.6368,376370.0
2021-05-31,65.3384,65.6636,64.6805,65.6368,376370.0
2021-06-01,65.7592,66.1265,65.3078,65.7133,440724.0
2021-06-02,65.9505,66.4402,63.5673,64.0148,1119713.0
2021-06-03,63.9689,64.0378,63.0738,63.3263,610872.0
2021-06-04,63.6476,63.8006,62.5459,62.6989,633538.0
2021-06-05,63.6476,63.8006,62.5459,62.6989,633538.0
2021-06-06,63.6476,63.8006,62.5459,62.6989,633538.0
2021-06-07,62.8749,63.2345,62.0945,62.5076,888410.0
2021-06-08,62.7065,63.4716,62.5076,63.3033,471565.0
2021-06-09,63.3416,63.9498,63.1579,63.3416,263460.0
2021-06-10,63.6323,64.4969,63.4793,63.6935,594320.0
2021-06-11,63.7853,64.4739,63.4334,64.1755,934154.0
2021-06-12,63.7853,64.4739,63.4334,64.1755,934154.0
2021-06-13,63.7853,64.4739,63.4334,64.1755,934154.0
2021-06-14,64.1526,64.1526,62.982,63.3033,495035.0
2021-06-15,63.2574,63.6935,62.7754,63.2421,523846.0
2021-06-16,63.311,63.311,61.6125,61.6966,575695.0
2021-06-17,61.7196,62.2085,61.36,61.7502,342077.0
2021-06-18,61.513,61.9644,60.9468,60.9698,978446.0
2021-06-19,61.513,61.9644,60.9468,60.9698,978446.0
2021-06-20,61.513,61.9644,60.9468,60.9698,978446.0
2021-06-21,61.1611,62.5994,60.9468,62.4541,622289.0
2021-06-22,62.3393,62.4885,61.6737,61.7655,326012.0
2021-06-23,61.5513,61.666,61.1611,61.3141,436190.0
2021-06-24,61.4518,61.5742,61.1534,61.1764,368865.0
2021-06-25,61.3064,62.1595,61.1381,62.0639,762931.0
2021-06-26,61.3064,62.1595,61.1381,62.0639,762931.0
2021-06-27,61.3064,62.1595,61.1381,62.0639,762931.0
2021-06-28,62.1021,62.1021,60.9774,61.4824,583845.0
2021-06-29,61.4442,61.7234,60.1894,60.2889,542231.0
2021-06-30,60.2965,60.4501,59.2293,59.9126,699321.0
2021-07-01,60.1353,61.3792,60.0508,61.2409,617134.0
2021-07-02,62.385,62.8841,61.7861,62.5309,727672.0
2021-07-03,62.385,62.8841,61.7861,62.5309,727672.0
2021-07-04,62.385,62.8841,61.7861,62.5309,727672.0
2021-07-05,62.385,62.8841,61.7861,62.5309,727672.0
2021-07-06,62.8764,62.8764,61.3408,62.0395,636791.0
2021-07-07,61.8936,62.6844,61.8475,62.4541,535640.0
2021-07-08,62.0318,62.5846,61.8091,62.2161,940756.0
2021-07-09,62.9608,63.1144,62.2698,62.4848,436089.0
2021-07-10,62.9608,63.1144,62.2698,62.4848,436089.0
2021-07-11,62.9608,63.1144,62.2698,62.4848,436089.0
2021-07-12,61.8859,62.5155,61.7707,62.4464,349085.0
2021-07-13,62.408,62.5117,61.5404,61.5788,361014.0
2021-07-14,61.5404,61.7861,60.9108,61.1872,327309.0
2021-07-15,60.8263,61.4099,60.5346,61.3408,391385.0
2021-07-16,61.4252,61.4943,60.9569,61.1181,609674.0
2021-07-17,61.4252,61.4943,60.9569,61.1181,609674.0
2021-07-18,61.4252,61.4943,60.9569,61.1181,609674.0
2021-07-19,60.404,60.6728,59.4519,59.8973,758996.0
2021-07-20,60.404,62.2353,60.143,61.3945,689163.0
2021-07-21,61.6632,61.9397,61.049,61.4022,403946.0
2021-07-22,61.0567,61.0567,60.5038,60.5806,401768.0
2021-07-23,60.7035,61.1411,60.3311,61.0951,366337.0
2021-07-24,60.7035,61.1411,60.3311,61.0951,366337.0
2021-07-25,60.7035,61.1411,60.3311,61.0951,366337.0
2021-07-26,61.1411,62.0395,60.5154,61.7323,664622.0
2021-07-27,61.7016,62.4464,61.2102,62.2698,697127.0
2021-07-28,64.4351,64.6884,60.4117,62.1777,1133943.0
2021-07-29,62.9148,64.1126,62.2929,63.6288,621938.0
2021-07-30,63.4369,64.293,63.2314,63.9206,426642.0
2021-07-31,63.4369,64.293,63.2314,63.9206,426642.0
2021-08-01,63.4369,64.293,63.2314,63.9206,426642.0
2021-08-02,65.4102,65.8363,64.3736,64.6193,865021.0
2021-08-03,64.7115,65.0723,63.8899,64.4811,359525.0
2021-08-04,64.1663,64.6117,63.7363,63.982,833464.0
2021-08-05,63.7671,64.0588,61.6632,62.1546,1031341.0
2021-08-06,62.193,62.3543,61.7554,62.0164,461599.0
2021-08-07,62.193,62.3543,61.7554,62.0164,461599.0
2021-08-08,62.193,62.3543,61.7554,62.0164,461599.0
2021-08-09,61.717,62.2084,61.502,62.0625,663413.0
2021-08-10,61.9166,62.2314,60.9645,61.0643,342172.0
2021-08-11,61.2947,61.5403,59.69,60.1123,468486.0
2021-08-12,60.2121,60.2735,59.6132,59.9049,484686.0
2021-08-13,60.0815,60.8033,59.8589,60.5115,786774.0
2021-08-14,60.0815,60.8033,59.8589,60.5115,786774.0
2021-08-15,60.0815,60.8033,59.8589,60.5115,786774.0
2021-08-16,60.6574,61.0413,60.2658,60.5806,308311.0
2021-08-17,60.1967,60.5346,59.7591,60.4194,332180.0
2021-08-18,60.4578,60.6037,59.26,59.2753,598585.0
2021-08-19,58.9298,59.4059,58.4181,59.1448,620819.0
2021-08-20,59.1295,59.8281,58.807,59.69,487119.0
2021-08-21,59.1295,59.8281,58.807,59.69,487119.0
2021-08-22,59.1295,59.8281,58.807,59.69,487119.0
2021-08-23,59.8051,60.1123,59.0066,59.1755,727741.0
2021-08-24,59.26,60.6267,59.2369,59.9664,630890.0
2021-08-25,59.9433,60.4194,59.498,59.6823,618242.0
2021-08-26,59.5748,59.6132,58.9836,59.1909,252582.0
2021-08-27,59.0987,59.7898,58.9375,59.5364,719517.0
2021-08-28,59.0987,59.7898,58.9375,59.5364,719517.0
2021-08-29,59.0987,59.7898,58.9375,59.5364,719517.0
2021-08-30,59.6285,60.619,59.5633,60.3272,443961.0
2021-08-31,60.2351,60.8263,60.1123,60.2351,378310.0
2021-09-01,60.3426,61.6018,60.0585,61.0336,556227.0
2021-09-02,61.1565,62.0779,61.1565,62.0471,456384.0
2021-09-03,61.955,62.5386,61.4674,61.6172,395943.0
2021-09-04,61.955,62.5386,61.4674,61.6172,395943.0
2021-09-05,61.955,62.5386,61.4674,61.6172,395943.0
2021-09-06,61.955,62.5386,61.4674,61.6172,395943.0
2021-09-07,61.4099,61.6811,60.8762,61.026,671173.0
2021-09-08,60.811,61.4483,60.3887,61.4099,332490.0
2021-09-09,61.3331,62.2929,61.287,61.4175,521783.0
2021-09-10,61.5711,61.5711,60.5269,60.6497,606068.0
2021-09-11,61.5711,61.5711,60.5269,60.6497,606068.0
2021-09-12,61.5711,61.5711,60.5269,60.6497,606068.0
2021-09-13,60.9799,60.9799,59.3905,59.4443,338353.0
2021-09-14,59.521,59.5364,58.4307,58.5536,397180.0
2021-09-15,58.3693,59.1909,58.0622,59.0066,557959.0
2021-09-16,59.1525,59.475,58.5689,58.6688,535151.0
2021-09-17,58.8223,58.8569,57.5938,58.2925,1389654.0
2021-09-18,58.8223,58.8569,57.5938,58.2925,1389654.0
2021-09-19,58.8223,58.8569,57.5938,58.2925,1389654.0
2021-09-20,57.6783,58.2526,56.5957,57.1869,978033.0
2021-09-21,57.4249,58.3463,57.2713,57.5785,390284.0
2021-09-22,57.6092,59.2216,57.6092,58.9298,481295.0
2021-09-23,59.26,60.1238,58.5997,58.6227,433006.0
2021-09-24,58.9759,59.5671,58.6227,59.1295,596644.0
2021-09-25,58.9759,59.5671,58.6227,59.1295,596644.0
2021-09-26,58.9759,59.5671,58.6227,59.1295,596644.0
2021-09-27,59.3444,59.69,59.068,59.498,587866.0
2021-09-28,59.4443,59.6362,59.0181,59.0834,671751.0
2021-09-29,59.0066,59.475,58.3156,58.7686,830214.0
2021-09-30,58.8996,59.4236,57.8207,57.8284,456304.0
2021-10-01,57.8515,58.2831,56.7341,56.9345,741884.0
2021-10-02,57.8515,58.2831,56.7341,56.9345,741884.0
2021-10-03,57.8515,58.2831,56.7341,56.9345,741884.0
2021-10-04,56.9653,57.8053,56.3642,56.5954,810594.0
2021-10-05,56.7187,57.1811,55.7634,55.8556,409725.0
2021-10-06,55.4471,55.5704,54.4959,55.3238,445526.0
2021-10-07,55.5473,56.0405,54.9154,55.0079,410121.0
2021-10-08,54.9616,55.2082,54.6919,54.7536,603564.0
2021-10-09,54.9616,55.2082,54.6919,54.7536,603564.0
2021-10-10,54.9616,55.2082,54.6919,54.7536,603564.0
2021-10-11,54.715,54.8807,52.8039,52.8963,520970.0
2021-10-12,52.7962,53.1352,52.2105,52.2875,550373.0
2021-10-13,51.8483,52.2413,51.5246,51.671,707116.0
2021-10-14,51.7943,52.3723,51.4398,51.7096,655715.0
2021-10-15,51.8329,52.7114,51.8329,52.1103,1101083.0
2021-10-16,51.8329,52.7114,51.8329,52.1103,1101083.0
2021-10-17,51.8329,52.7114,51.8329,52.1103,1101083.0
2021-10-18,52.0024,52.8193,51.0776,52.6189,796054.0
2021-10-19,52.9657,53.1392,52.1411,52.2336,505384.0
2021-10-20,52.2721,53.3818,52.1334,53.2277,692313.0
2021-10-21,53.5128,54.6611,53.1852,54.584,617846.0
2021-10-22,54.3297,55.0926,54.2989,54.4453,380375.0
2021-10-23,54.3297,55.0926,54.2989,54.4453,380375.0
2021-10-24,54.3297,55.0926,54.2989,54.4453,380375.0
2021-10-25,54.0754,54.5301,52.6498,52.696,622993.0
2021-10-26,52.6651,52.9503,51.7173,52.2798,915278.0
2021-10-27,52.249,52.249,50.2916,50.5921,1578174.0
2021-10-28,50.0643,51.8868,48.1184,49.1742,1683050.0
2021-10-29,48.8351,49.7521,48.2571,48.9815,1194431.0
2021-10-30,48.8351,49.7521,48.2571,48.9815,1194431.0
2021-10-31,48.8351,49.7521,48.2571,48.9815,1194431.0
2021-11-01,48.6964,50.1837,48.6193,49.2358,1130120.0
2021-11-02,49.336,49.4747,47.1243,47.3324,879720.0
2021-11-03,46.9933,48.2571,46.8931,48.2571,1220683.0
2021-11-04,48.2879,48.6116,47.1551,47.3786,1050275.0
2021-11-05,47.4711,50.6075,47.3709,50.1143,1635728.0
2021-11-06,47.4711,50.6075,47.3709,50.1143,1635728.0
2021-11-07,47.4711,50.6075,47.3709,50.1143,1635728.0
2021-11-08,50.0912,50.4842,49.8138,50.4303,1417920.0
2021-11-09,50.4303,50.5844,48.8736,49.3745,532853.0
2021-11-10,49.4824,50.2685,49.4824,50.0527,852444.0
2021-11-11,49.991,50.1375,49.1665,49.3591,661688.0
2021-11-12,49.3977,49.7059,48.8621,49.2435,596871.0
2021-11-13,49.3977,49.7059,48.8621,49.2435,596871.0
2021-11-14,49.3977,49.7059,48.8621,49.2435,596871.0
2021-11-15,49.3283,49.3283,48.1107,48.3496,1104957.0
2021-11-16,48.5268,49.0123,48.2263,48.5191,875031.0
2021-11-17,48.3111,49.0123,48.1107,49.0046,1093720.0
2021-11-18,48.9353,49.0894,47.7408,48.1492,839192.0
2021-11-19,48.103,48.2956,47.1335,47.3786,1135305.0
2021-11-20,48.103,48.2956,47.1335,47.3786,1135305.0
2021-11-21,48.103,48.2956,47.1335,47.3786,1135305.0
2021-11-22,47.6252,48.9545,47.3324,48.627,539135.0
2021-11-23,48.3881,49.5364,48.1107,49.1433,972026.0
2021-11-24,49.0586,49.4092,48.3034,48.4421,622143.0
2021-11-25,49.0586,49.4092,48.3034,48.4421,622143.0
2021-11-26,47.6175,47.972,46.3922,47.1474,468855.0
2021-11-27,47.6175,47.972,46.3922,47.1474,468855.0
2021-11-28,47.6175,47.972,46.3922,47.1474,468855.0
2021-11-29,46.9856,47.5713,45.8527,45.899,791998.0
2021-11-30,45.6138,45.8836,44.3577,44.4039,1002997.0
2021-12-01,45.0898,45.4674,43.4886,43.6179,986125.0
2021-12-02,43.641,45.3326,43.3944,44.9511,791671.0
2021-12-03,44.9973,45.5676,44.6892,45.2285,909543.0
2021-12-04,44.9973,45.5676,44.6892,45.2285,909543.0
2021-12-05,44.9973,45.5676,44.6892,45.2285,909543.0
2021-12-06,45.9837,47.394,45.6678,47.0087,740776.0
2021-12-07,47.2168,48.4112,47.0703,47.8024,920421.0
2021-12-08,47.6406,48.4806,47.6042,48.0413,473157.0
2021-12-09,47.787,48.3342,47.4479,47.6329,1036663.0
2021-12-10,47.972,49.5595,47.8294,49.0046,902880.0
2021-12-11,47.972,49.5595,47.8294,49.0046,902880.0
2021-12-12,47.972,49.5595,47.8294,49.0046,902880.0
2021-12-13,48.812,49.9679,48.812,49.1819,1229839.0
2021-12-14,48.8505,50.2222,48.8505,49.8061,1618877.0
2021-12-15,49.729,50.0142,47.7485,48.9661,952920.0
2021-12-16,49.2821,49.4901,48.234,48.6116,1032688.0
2021-12-17,48.7349,48.7503,47.787,48.3342,2218235.0
2021-12-18,48.7349,48.7503,47.787,48.3342,2218235.0
2021-12-19,48.7349,48.7503,47.787,48.3342,2218235.0
2021-12-20,48.0259,48.4883,46.5232,47.9566,1699339.0
2021-12-21,48.1878,49.0355,48.1261,48.6964,1603241.0
2021-12-22,48.8582,50.0681,48.4112,49.0971,748883.0
2021-12-23,49.4593,49.8832,49.3129,49.4054,609663.0
2021-12-24,49.4593,49.8832,49.3129,49.4054,609663.0
2021-12-25,49.4593,49.8832,49.3129,49.4054,609663.0
2021-12-26,49.4593,49.8832,49.3129,49.4054,609663.0
2021-12-27,49.3668,49.9602,48.9083,49.8677,436246.0
2021-12-28,50.0989,53.0196,49.9756,51.3936,1251818.0
2021-12-29,51.3242,51.5169,50.7386,50.7386,546360.0
2021-12-30,51.0622,51.4317,50.8387,50.8696,476697.0
2021-12-31,51.0166,51.2488,50.4981,50.5058,459739.0
2022-01-01,51.0166,51.2488,50.4981,50.5058,459739.0
2022-01-02,51.0166,51.2488,50.4981,50.5058,459739.0
2022-01-03,50.7225,51.8215,50.2891,51.7518,612237.0
2022-01-04,51.7441,52.9824,51.6706,52.4561,782173.0
2022-01-05,52.2317,53.2532,51.4036,51.4268,1056887.0
2022-01-06,51.2333,51.6203,49.7938,49.8403,483256.0
2022-01-07,49.848,50.3278,49.4378,49.8712,533099.0
2022-01-08,49.848,50.3278,49.4378,49.8712,533099.0
2022-01-09,49.848,50.3278,49.4378,49.8712,533099.0
2022-01-10,49.8016,50.4814,49.0741,50.4517,643863.0
2022-01-11,50.204,50.413,49.3217,49.7629,666565.0
2022-01-12,49.7629,50.0183,48.5246,49.2057,686506.0
2022-01-13,49.0509,50.8154,48.6833,50.1111,699178.0
2022-01-14,49.7706,51.1598,49.461,50.9702,743387.0
2022-01-15,49.7706,51.1598,49.461,50.9702,743387.0
2022-01-16,49.7706,51.1598,49.461,50.9702,743387.0
2022-01-17,49.7706,51.1598,49.461,50.9702,743387.0
2022-01-18,50.5523,50.6222,47.5959,47.6965,1383998.0
2022-01-19,47.743,47.9364,46.8839,47.3792,1109108.0
2022-01-20,46.6517,48.5633,46.6517,47.9055,2035520.0
2022-01-21,47.9751,48.9116,47.5263,48.3698,1236156.0
2022-01-22,47.9751,48.9116,47.5263,48.3698,1236156.0
2022-01-23,47.9751,48.9116,47.5263,48.3698,1236156.0
2022-01-24,47.8358,49.2985,47.4334,49.0896,1355273.0
2022-01-25,48.5556,48.8961,47.356,48.1609,1002310.0
2022-01-26,48.0603,49.0818,47.3483,47.6578,796694.0
2022-01-27,46.8839,47.8049,46.7214,47.6423,1817324.0
2022-01-28,47.6423,48.277,47.0774,48.0293,1352627.0
2022-01-29,47.6423,48.277,47.0774,48.0293,1352627.0
2022-01-30,47.6423,48.277,47.0774,48.0293,1352627.0
2022-01-31,47.6965,48.2383,47.0851,48.0138,1647101.0
2022-02-01,47.9906,48.1609,47.1238,47.5649,1328567.0
2022-02-02,46.4118,49.3217,45.6611,48.7568,2359750.0
2022-02-03,47.859,48.4859,47.4721,47.5727,1436071.0
2022-02-04,47.1393,47.3444,45.6147,46.6285,1462610.0
2022-02-05,47.1393,47.3444,45.6147,46.6285,1462610.0
2022-02-06,47.1393,47.3444,45.6147,46.6285,1462610.0
2022-02-07,46.6285,46.9923,45.9678,46.0481,960731.0
2022-02-08,46.2802,48.455,45.9629,48.099,967697.0
2022-02-09,48.3853,49.6468,48.369,49.2908,839404.0
2022-02-10,48.927,50.2659,48.5943,49.1824,724167.0
2022-02-11,49.3759,50.0647,48.8419,49.1824,1477145.0
2022-02-12,49.3759,50.0647,48.8419,49.1824,1477145.0
2022-02-13,49.3759,50.0647,48.8419,49.1824,1477145.0
2022-02-14,49.3295,50.0415,49.2908,49.639,1160987.0
2022-02-15,50.0802,51.7364,49.7706,51.6125,1171963.0
2022-02-16,51.5738,52.6341,51.2294,52.3787,974253.0
2022-02-17,52.2162,52.2162,51.3417,51.7751,805642.0
2022-02-18,51.7983,52.4669,50.8077,51.0089,766531.0
2022-02-19,51.7983,52.4669,50.8077,51.0089,766531.0
2022-02-20,51.7983,52.4669,50.8077,51.0089,766531.0
2022-02-21,51.7983,52.4669,50.8077,51.0089,766531.0
2022-02-22,50.6916,51.4578,50.2272,50.9857,1115551.0
2022-02-23,51.2488,51.3881,50.1885,50.3278,1311900.0
2022-02-24,49.1128,50.9315,48.8883,50.7071,755473.0
2022-02-25,50.7844,52.2317,50.7844,51.8602,859040.0
2022-02-26,50.7844,52.2317,50.7844,51.8602,859040.0
2022-02-27,50.7844,52.2317,50.7844,51.8602,859040.0
2022-02-28,50.9005,51.3184,50.3356,51.094,851647.0
2022-03-01,50.6838,51.6512,50.2969,51.3804,1360718.0
2022-03-02,51.7364,52.5528,51.1404,51.9144,1098529.0
2022-03-03,52.1698,52.3013,51.5158,52.2394,732800.0
2022-03-04,51.6203,52.5915,51.036,52.4329,436401.0
2022-03-05,51.6203,52.5915,51.036,52.4329,436401.0
2022-03-06,51.6203,52.5915,51.036,52.4329,436401.0
2022-03-07,52.6496,52.7425,51.659,52.0305,565855.0
2022-03-08,52.2704,52.8469,51.5661,51.9144,652943.0
2022-03-09,52.9359,53.6634,52.5614,53.3306,590176.0
2022-03-10,52.5412,53.4829,52.2471,52.6032,639885.0
2022-03-11,52.8508,53.2068,52.2317,52.3013,371852.0
2022-03-12,52.8508,53.2068,52.2317,52.3013,371852.0
2022-03-13,52.8508,53.2068,52.2317,52.3013,371852.0
2022-03-14,52.5722,52.6418,51.3881,51.4887,666042.0
2022-03-15,51.9376,52.6573,51.481,52.6418,537359.0
2022-03-16,52.7812,53.5628,52.518,53.5396,703503.0
2022-03-17,53.4003,54.4219,53.2068,54.1897,914973.0
2022-03-18,53.3771,54.0349,53.0365,53.8879,1062466.0
2022-03-19,53.3771,54.0349,53.0365,53.8879,1062466.0
2022-03-20,53.3771,54.0349,53.0365,53.8879,1062466.0
2022-03-21,53.9033,54.5225,53.2919,53.7331,762358.0
2022-03-22,53.9343,54.0891,53.2842,53.5009,375814.0
2022-03-23,53.23,53.23,52.1311,52.4638,477977.0
2022-03-24,52.6573,52.9127,51.9685,52.6496,303659.0
2022-03-25,52.8895,53.1685,51.8602,52.549,526555.0
2022-03-26,52.8895,53.1685,51.8602,52.549,526555.0
2022-03-27,52.8895,53.1685,51.8602,52.549,526555.0
2022-03-28,52.6341,53.5783,52.2781,53.5783,398676.0
2022-03-29,53.9498,55.3699,53.8956,55.1648,964163.0
2022-03-30,55.01,55.219,54.3909,55.041,644420.0
2022-03-31,54.8234,55.8568,54.8234,55.2508,682043.0
2022-04-01,55.2197,55.7636,54.7224,55.6703,691769.0
2022-04-02,55.2197,55.7636,54.7224,55.6703,691769.0
2022-04-03,55.2197,55.7636,54.7224,55.6703,691769.0
2022-04-04,55.445,55.4839,54.4349,54.9011,460125.0
2022-04-05,54.9011,55.3673,54.1304,54.365,664984.0
2022-04-06,54.1785,55.0565,53.8445,54.4583,649204.0
2022-04-07,54.3495,55.344,54.0232,55.2974,562907.0
2022-04-08,55.4839,56.6571,55.2663,56.4007,623462.0
2022-04-09,55.4839,56.6571,55.2663,56.4007,623462.0
2022-04-10,55.4839,56.6571,55.2663,56.4007,623462.0
2022-04-11,56.2764,56.6882,55.5965,55.9423,744809.0
2022-04-12,56.0355,56.6105,55.4062,55.8646,780679.0
2022-04-13,55.9423,56.6105,55.7636,56.3541,390590.0
2022-04-14,56.6493,57.9741,56.5483,57.7138,978576.0
2022-04-15,56.6493,57.9741,56.5483,57.7138,978576.0
2022-04-16,56.6493,57.9741,56.5483,57.7138,978576.0
2022-04-17,56.6493,57.9741,56.5483,57.7138,978576.0
2022-04-18,57.2398,57.3797,55.3518,55.4839,544702.0
2022-04-19,55.3984,56.56,55.3984,55.8801,393755.0
2022-04-20,56.1754,56.8747,56.1288,56.6726,469655.0
2022-04-21,56.8513,57.3098,56.389,56.5172,622785.0
2022-04-22,55.4761,55.5072,51.9409,52.0186,1022877.0
2022-04-23,55.4761,55.5072,51.9409,52.0186,1022877.0
2022-04-24,55.4761,55.5072,51.9409,52.0186,1022877.0
2022-04-25,51.9797,53.1296,51.4669,52.9665,838495.0
2022-04-26,51.8398,52.4226,51.4824,51.7388,676727.0
2022-04-27,51.5446,52.0962,50.4801,50.6822,935229.0
2022-04-28,52.7722,53.487,51.8088,53.1141,922321.0
2022-04-29,52.78,53.8328,52.78,53.4793,1361665.0
2022-04-30,52.78,53.8328,52.78,53.4793,1361665.0
2022-05-01,52.78,53.8328,52.78,53.4793,1361665.0
2022-05-02,53.6347,54.2096,52.3604,53.0209,897552.0
2022-05-03,52.6168,53.3511,52.5857,52.7722,718877.0
2022-05-04,52.8655,53.4171,52.0263,53.2229,708224.0
2022-05-05,52.78,53.4715,51.9253,52.3604,749481.0
2022-05-06,51.8709,52.6634,50.8919,51.1328,484536.0
2022-05-07,51.8709,52.6634,50.8919,51.1328,484536.0
2022-05-08,51.8709,52.6634,50.8919,51.1328,484536.0
2022-05-09,50.7832,50.9191,49.2214,49.4623,613020.0
2022-05-10,49.9052,50.2859,48.5688,49.2603,524455.0
2022-05-11,49.2525,50.3947,48.0948,48.3745,640648.0
2022-05-12,48.056,49.5245,47.955,49.5089,538004.0
2022-05-13,49.9751,50.3014,49.5245,49.7964,379186.0
2022-05-14,49.9751,50.3014,49.5245,49.7964,379186.0
2022-05-15,49.9751,50.3014,49.5245,49.7964,379186.0
2022-05-16,50.0373,50.4724,49.0894,50.1538,444848.0
2022-05-17,50.5656,51.6961,50.146,51.599,470544.0
2022-05-18,51.226,51.6301,49.4312,49.5633,453781.0
2022-05-19,49.338,50.0217,48.8174,49.7653,423444.0
2022-05-20,49.8974,50.3247,48.8718,50.2004,964861.0
2022-05-21,49.8974,50.3247,48.8718,50.2004,964861.0
2022-05-22,49.8974,50.3247,48.8718,50.2004,964861.0
2022-05-23,50.7832,50.7832,49.3846,49.7731,732393.0
2022-05-24,49.5322,49.7925,48.3978,49.4157,479768.0
2022-05-25,48.9495,50.5112,48.8252,49.7187,550599.0
