,GM US Equity,GM US Equity,GM US Equity,GM US Equity,GM US Equity
2019-02-05,36.3857,36.6464,36.0598,36.5905,12157995.0
2019-02-06,37.4005,37.9312,36.8047,37.1585,16883022.0
2019-02-07,36.5253,36.6929,35.6967,35.9853,15800719.0
2019-02-08,35.8457,36.0412,35.3848,36.0319,8111522.0
2019-02-09,35.8457,36.0412,35.3848,36.0319,8111522.0
2019-02-10,35.8457,36.0412,35.3848,36.0319,8111522.0
2019-02-11,35.6688,36.0226,35.5803,35.9667,9364864.0
2019-02-12,36.125,36.6091,36.125,36.3391,9725754.0
2019-02-13,36.5719,36.6743,36.1436,36.3112,6735869.0
2019-02-14,36.1343,36.395,36.0412,36.2088,7050520.0
2019-02-15,36.3671,36.4881,36.0691,36.395,8582316.0
2019-02-16,36.3671,36.4881,36.0691,36.395,8582316.0
2019-02-17,36.3671,36.4881,36.0691,36.395,8582316.0
2019-02-18,36.3671,36.4881,36.0691,36.395,8582316.0
2019-02-19,36.2926,36.9443,36.2274,36.8047,9122373.0
2019-02-20,36.9071,37.34,36.7953,37.1957,9794809.0
2019-02-21,37.2423,37.4285,36.814,36.8884,7435961.0
2019-02-22,37.0933,37.2516,36.7209,37.2329,6742713.0
2019-02-23,37.0933,37.2516,36.7209,37.2329,6742713.0
2019-02-24,37.0933,37.2516,36.7209,37.2329,6742713.0
2019-02-25,37.475,37.6705,37.326,37.3726,9252303.0
2019-02-26,37.1585,37.5774,37.084,37.3447,7611551.0
2019-02-27,37.326,37.3912,37.0374,37.2423,8671977.0
2019-02-28,37.0747,37.1585,36.4974,36.7581,9053403.0
2019-03-01,37.1026,37.2143,36.3591,36.8047,7706331.0
2019-03-02,37.1026,37.2143,36.3591,36.8047,7706331.0
2019-03-03,37.1026,37.2143,36.3591,36.8047,7706331.0
2019-03-04,36.9629,38.6388,36.3391,36.544,7524453.0
2019-03-05,36.5719,36.7022,36.3252,36.5719,4866442.0
2019-03-06,36.5346,36.5812,35.8364,36.0039,9413586.0
2019-03-07,35.8253,36.051,35.3928,35.7689,8999795.0
2019-03-08,35.3834,35.7689,35.2611,35.7219,6910982.0
2019-03-09,35.3834,35.7689,35.2611,35.7219,6910982.0
2019-03-10,35.3834,35.7689,35.2611,35.7219,6910982.0
2019-03-11,35.8065,36.4741,35.7313,36.3143,12218808.0
2019-03-12,36.3895,36.6998,36.2014,36.3143,6633590.0
2019-03-13,36.4271,36.6998,36.2954,36.4835,7334092.0
2019-03-14,36.4459,36.5023,35.6749,35.7595,8692887.0
2019-03-15,35.7689,36.004,35.6184,35.7971,16854874.0
2019-03-16,35.7689,36.004,35.6184,35.7971,16854874.0
2019-03-17,35.7689,36.004,35.6184,35.7971,16854874.0
2019-03-18,35.9005,35.9569,35.3693,35.7125,7583849.0
2019-03-19,36.0228,36.4365,35.7689,35.9851,9003297.0
2019-03-20,35.4868,35.6749,34.5841,34.791,11680047.0
2019-03-21,34.791,35.1483,34.5841,35.1201,8168115.0
2019-03-22,34.8756,35.0731,34.1187,34.2644,10049514.0
2019-03-23,34.8756,35.0731,34.1187,34.2644,10049514.0
2019-03-24,34.8756,35.0731,34.1187,34.2644,10049514.0
2019-03-25,34.302,34.8202,34.0952,34.5559,6922202.0
2019-03-26,34.7252,34.7722,34.3725,34.6687,6867156.0
2019-03-27,34.7157,35.0166,34.2926,34.4243,7006459.0
2019-03-28,34.5089,35.0025,34.4666,34.8474,5591332.0
2019-03-29,35.0825,35.1671,34.7157,34.885,9432590.0
2019-03-30,35.0825,35.1671,34.7157,34.885,9432590.0
2019-03-31,35.0825,35.1671,34.7157,34.885,9432590.0
2019-04-01,35.1671,35.562,35.1013,35.5056,7145649.0
2019-04-02,35.5714,35.7407,35.3646,35.5526,5667116.0
2019-04-03,35.9663,36.3331,35.9475,36.098,9029245.0
2019-04-04,36.1074,36.6151,36.098,36.4741,7116103.0
2019-04-05,36.5305,36.681,36.2766,36.6151,4497787.0
2019-04-06,36.5305,36.681,36.2766,36.6151,4497787.0
2019-04-07,36.5305,36.681,36.2766,36.6151,4497787.0
2019-04-08,36.4553,36.7552,36.4459,36.728,5992519.0
2019-04-09,36.5305,36.7468,36.3895,36.5399,6528907.0
2019-04-10,36.5681,37.0618,36.4647,36.9066,5471412.0
2019-04-11,37.0289,37.2263,36.7938,36.9819,4581546.0
2019-04-12,37.2357,37.6589,37.1699,37.3392,4949720.0
2019-04-13,37.2357,37.6589,37.1699,37.3392,4949720.0
2019-04-14,37.2357,37.6589,37.1699,37.3392,4949720.0
2019-04-15,37.5178,37.6213,37.0007,37.2075,5179576.0
2019-04-16,37.1981,37.5272,37.1068,37.2922,5985519.0
2019-04-17,37.7059,37.8563,37.499,37.6025,8643483.0
2019-04-18,37.6119,38.035,37.5931,37.894,10678039.0
2019-04-19,37.6119,38.035,37.5931,37.894,10678039.0
2019-04-20,37.6119,38.035,37.5931,37.894,10678039.0
2019-04-21,37.6119,38.035,37.5931,37.894,10678039.0
2019-04-22,37.6119,37.7059,37.1323,37.1417,7203774.0
2019-04-23,37.0477,37.4614,36.8408,37.452,9507499.0
2019-04-24,37.1511,37.5037,37.0195,37.3486,5564694.0
2019-04-25,37.1605,37.3486,36.6246,36.775,8154642.0
2019-04-26,37.6589,37.7059,37.0853,37.311,11830508.0
2019-04-27,37.6589,37.7059,37.0853,37.311,11830508.0
2019-04-28,37.6589,37.7059,37.0853,37.311,11830508.0
2019-04-29,37.3768,37.8704,37.3204,37.6213,9601126.0
2019-04-30,36.5963,37.1135,36.2578,36.6246,16035509.0
2019-05-01,36.6716,36.8596,36.3472,36.4365,8843444.0
2019-05-02,36.1638,36.5211,35.9193,35.9663,11291928.0
2019-05-03,36.239,36.5775,35.8911,36.4835,7200999.0
2019-05-04,36.239,36.5775,35.8911,36.4835,7200999.0
2019-05-05,36.239,36.5775,35.8911,36.4835,7200999.0
2019-05-06,35.2611,35.8911,35.026,35.8159,7506430.0
2019-05-07,36.5399,36.5681,35.9887,36.2296,11257014.0
2019-05-08,36.1262,36.46,35.8629,35.9287,7082944.0
2019-05-09,35.3457,35.421,34.9978,35.3363,8898600.0
2019-05-10,35.2611,35.7078,34.8286,35.6278,6440647.0
2019-05-11,35.2611,35.7078,34.8286,35.6278,6440647.0
2019-05-12,35.2611,35.7078,34.8286,35.6278,6440647.0
2019-05-13,34.6499,34.9063,34.2768,34.3772,19454839.0
2019-05-14,34.6123,35.153,34.4901,34.8286,6534561.0
2019-05-15,34.4431,35.3175,34.302,35.1389,8190434.0
2019-05-16,35.0731,35.374,34.9132,35.1483,5734645.0
2019-05-17,34.8004,35.1295,34.6499,34.791,7970012.0
2019-05-18,34.8004,35.1295,34.6499,34.791,7970012.0
2019-05-19,34.8004,35.1295,34.6499,34.791,7970012.0
2019-05-20,34.4713,34.791,34.4525,34.7628,17522251.0
2019-05-21,34.791,35.0166,34.5371,34.9132,8387594.0
2019-05-22,34.791,34.838,33.2959,33.4275,13264070.0
2019-05-23,33.0514,33.0796,32.2992,33.0326,13746155.0
2019-05-24,33.2865,33.3053,32.7914,33.0232,5262511.0
2019-05-25,33.2865,33.3053,32.7914,33.0232,5262511.0
2019-05-26,33.2865,33.3053,32.7914,33.0232,5262511.0
2019-05-27,33.2865,33.3053,32.7914,33.0232,5262511.0
2019-05-28,33.0984,33.2301,32.6377,32.7693,7895449.0
2019-05-29,32.6001,32.7646,32.271,32.7129,12911440.0
2019-05-30,32.6847,32.995,32.4214,32.7411,8550029.0
2019-05-31,31.3119,31.688,31.1708,31.3495,15779916.0
2019-06-01,31.3119,31.688,31.1708,31.3495,15779916.0
2019-06-02,31.3119,31.688,31.1708,31.3495,15779916.0
2019-06-03,31.3589,31.8102,31.105,31.688,11019397.0
2019-06-04,32.3274,33.6344,32.2522,33.5968,12875737.0
2019-06-05,33.8883,33.9823,33.2207,33.7002,9605604.0
2019-06-06,33.3486,33.6812,32.7499,33.4436,9749235.0
2019-06-07,33.5577,33.7858,33.4056,33.7288,6561073.0
2019-06-08,33.5577,33.7858,33.4056,33.7288,6561073.0
2019-06-09,33.5577,33.7858,33.4056,33.7288,6561073.0
2019-06-10,34.337,34.6934,34.1089,34.2229,8498258.0
2019-06-11,34.5556,34.7647,34.3085,34.4035,4652019.0
2019-06-12,34.4605,34.4605,33.7953,33.8998,5509488.0
2019-06-13,33.8618,34.261,33.6527,34.2324,3917349.0
2019-06-14,34.0994,34.2039,33.7763,33.8903,4953403.0
2019-06-15,34.0994,34.2039,33.7763,33.8903,4953403.0
2019-06-16,34.0994,34.2039,33.7763,33.8903,4953403.0
2019-06-17,33.7953,34.3845,33.6052,34.3465,5455040.0
2019-06-18,34.5746,34.9547,34.3465,34.8787,8226935.0
2019-06-19,35.1638,35.6105,34.9262,34.9547,10884816.0
2019-06-20,35.3064,35.4584,34.6791,35.1258,8639702.0
2019-06-21,35.1258,35.2589,34.8264,35.0878,13004628.0
2019-06-22,35.1258,35.2589,34.8264,35.0878,13004628.0
2019-06-23,35.1258,35.2589,34.8264,35.0878,13004628.0
2019-06-24,35.0023,35.2731,34.7686,35.1258,7448962.0
2019-06-25,35.2208,35.9954,34.9167,35.8101,12930490.0
2019-06-26,35.9431,36.5894,35.8386,36.2377,11911377.0
2019-06-27,36.6844,37.0503,36.2662,36.4183,8106591.0
2019-06-28,36.4278,36.9933,36.4278,36.6179,11480906.0
2019-06-29,36.4278,36.9933,36.4278,36.6179,11480906.0
2019-06-30,36.4278,36.9933,36.4278,36.6179,11480906.0
2019-07-01,36.998,37.0551,36.5228,36.827,10240047.0
2019-07-02,36.808,36.827,36.2567,36.4373,6679404.0
2019-07-03,36.5894,36.7699,36.1047,36.2662,4409415.0
2019-07-04,36.5894,36.7699,36.1047,36.2662,4409415.0
2019-07-05,36.1142,36.6084,35.8671,36.5894,4851942.0
2019-07-06,36.1142,36.6084,35.8671,36.5894,4851942.0
2019-07-07,36.1142,36.6084,35.8671,36.5894,4851942.0
2019-07-08,36.5038,36.7224,36.2282,36.3328,5787340.0
2019-07-09,36.0857,36.271,35.7103,36.1902,6204688.0
2019-07-10,36.4468,36.5609,35.9906,36.2092,5153125.0
2019-07-11,36.3803,36.6654,36.2092,36.5228,4598365.0
2019-07-12,36.6844,37.4495,36.6084,37.2641,7164651.0
2019-07-13,36.6844,37.4495,36.6084,37.2641,7164651.0
2019-07-14,36.6844,37.4495,36.6084,37.2641,7164651.0
2019-07-15,37.2641,37.4067,36.96,37.4067,5448843.0
2019-07-16,37.0551,37.7298,36.7319,37.4732,8584759.0
2019-07-17,37.4542,37.5017,36.8935,37.2166,5727315.0
2019-07-18,37.0361,37.3307,36.941,37.1786,5713764.0
2019-07-19,37.4447,37.8439,37.2927,37.5207,8194487.0
2019-07-20,37.4447,37.8439,37.2927,37.5207,8194487.0
2019-07-21,37.4447,37.8439,37.2927,37.5207,8194487.0
2019-07-22,37.9769,38.3666,37.7963,37.8819,6814590.0
2019-07-23,38.3476,38.8893,38.1575,38.6897,12584313.0
2019-07-24,38.5757,38.8798,38.3286,38.8513,7318548.0
2019-07-25,38.3381,38.7942,38.129,38.7277,8304803.0
2019-07-26,38.6992,38.9653,38.4616,38.7467,5705945.0
2019-07-27,38.6992,38.9653,38.4616,38.7467,5705945.0
2019-07-28,38.6992,38.9653,38.4616,38.7467,5705945.0
2019-07-29,38.6897,38.848,38.5471,38.6612,5711203.0
2019-07-30,38.262,38.5471,37.9389,38.4236,5436861.0
2019-07-31,38.5852,38.6992,38.1195,38.3381,10155715.0
2019-08-01,39.2124,39.8206,37.7013,38.1575,18102916.0
2019-08-02,37.9294,38.2335,37.6205,37.8059,9144879.0
2019-08-03,37.9294,38.2335,37.6205,37.8059,9144879.0
2019-08-04,37.9294,38.2335,37.6205,37.8059,9144879.0
2019-08-05,37.2546,37.3307,36.7604,37.0741,9478032.0
2019-08-06,37.2166,37.3592,36.7319,37.1406,7104475.0
2019-08-07,36.7699,37.5397,36.5038,37.4352,7924699.0
2019-08-08,37.5397,38.2003,37.4162,38.11,6204377.0
2019-08-09,37.7868,37.8818,37.3497,37.6443,6125010.0
2019-08-10,37.7868,37.8818,37.3497,37.6443,6125010.0
2019-08-11,37.7868,37.8818,37.3497,37.6443,6125010.0
2019-08-12,37.2831,37.3592,36.7509,36.9315,4039559.0
2019-08-13,36.903,37.6633,36.5704,37.0741,6350376.0
2019-08-14,36.3518,36.3803,35.2113,35.3444,9878088.0
2019-08-15,35.3254,35.3919,34.356,34.6601,7904300.0
2019-08-16,34.7647,35.2589,34.5651,35.1638,7171944.0
2019-08-17,34.7647,35.2589,34.5651,35.1638,7171944.0
2019-08-18,34.7647,35.2589,34.5651,35.1638,7171944.0
2019-08-19,35.6485,35.734,35.3444,35.5059,3900136.0
2019-08-20,35.3539,35.4394,35.0878,35.1258,4110525.0
2019-08-21,35.5059,35.5059,35.2208,35.2779,3793507.0
2019-08-22,35.4014,35.6438,35.2113,35.4109,4044319.0
2019-08-23,34.7932,35.3349,34.1184,34.2705,7834868.0
2019-08-24,34.7932,35.3349,34.1184,34.2705,7834868.0
2019-08-25,34.7932,35.3349,34.1184,34.2705,7834868.0
2019-08-26,34.6791,34.7932,34.2229,34.451,4838792.0
2019-08-27,34.6601,34.7647,34.0709,34.1089,6222856.0
2019-08-28,33.9283,34.7504,33.8143,34.6316,7284586.0
2019-08-29,34.9737,35.1828,34.9072,35.0783,5123688.0
2019-08-30,35.4014,35.4869,35.0735,35.2493,4599533.0
2019-08-31,35.4014,35.4869,35.0735,35.2493,4599533.0
2019-09-01,35.4014,35.4869,35.0735,35.2493,4599533.0
2019-09-02,35.4014,35.4869,35.0735,35.2493,4599533.0
2019-09-03,35.0593,35.1686,34.7266,35.0783,6094302.0
2019-09-04,35.4584,36.4136,35.392,36.3423,8106851.0
2019-09-05,37.0718,37.9549,37.0718,37.1774,10747123.0
2019-09-06,37.3598,37.3694,36.9758,37.2254,5012699.0
2019-09-07,37.3598,37.3694,36.9758,37.2254,5012699.0
2019-09-08,37.3598,37.3694,36.9758,37.2254,5012699.0
2019-09-09,37.4942,38.1805,37.3886,37.9933,7543928.0
2019-09-10,37.6286,38.0893,37.283,37.9933,7233592.0
2019-09-11,37.8205,37.9549,37.3022,37.8781,6991784.0
2019-09-12,37.8301,37.9069,37.3406,37.5038,6982125.0
2019-09-13,37.8877,37.9933,37.2302,37.3022,10133572.0
2019-09-14,37.8877,37.9933,37.2302,37.3022,10133572.0
2019-09-15,37.8877,37.9933,37.2302,37.3022,10133572.0
2019-09-16,36.4479,36.6302,35.4831,35.7183,15650269.0
2019-09-17,35.7087,36.8798,35.3728,36.755,11404468.0
2019-09-18,36.6206,36.8126,36.3999,36.6494,6020721.0
2019-09-19,36.7166,36.8126,36.2271,36.2655,4949886.0
2019-09-20,36.5343,36.5439,35.7951,35.8719,18827409.0
2019-09-21,36.5343,36.5439,35.7951,35.8719,18827409.0
2019-09-22,36.5343,36.5439,35.7951,35.8719,18827409.0
2019-09-23,35.3152,35.9295,35.104,35.7471,8231662.0
2019-09-24,35.8431,35.9871,35.0878,35.296,8025683.0
2019-09-25,35.2864,35.7567,34.9792,35.6223,8461968.0
2019-09-26,35.8623,36.3711,35.6799,36.1023,8337758.0
2019-09-27,36.3231,36.4479,35.4879,35.9199,6879472.0
2019-09-28,36.3231,36.4479,35.4879,35.9199,6879472.0
2019-09-29,36.3231,36.4479,35.4879,35.9199,6879472.0
2019-09-30,36.0255,36.0735,35.5215,35.9775,7591572.0
2019-10-01,35.9679,35.9775,34.5904,34.6624,10128097.0
2019-10-02,34.3361,34.3361,33.0306,33.2897,13087970.0
2019-10-03,33.1266,33.5873,32.7906,33.5777,12122795.0
2019-10-04,33.5969,33.7793,33.1938,33.5105,7110646.0
2019-10-05,33.5969,33.7793,33.1938,33.5105,7110646.0
2019-10-06,33.5969,33.7793,33.1938,33.5105,7110646.0
2019-10-07,33.213,33.7025,32.925,33.3569,6867619.0
2019-10-08,32.9379,33.0882,32.3586,32.5218,11221297.0
2019-10-09,32.6178,32.9634,32.4354,32.7714,6361901.0
2019-10-10,33.069,33.8849,32.8386,33.2706,10976209.0
2019-10-11,33.8081,34.5568,33.7985,34.1441,12239550.0
2019-10-12,33.8081,34.5568,33.7985,34.1441,12239550.0
2019-10-13,33.8081,34.5568,33.7985,34.1441,12239550.0
2019-10-14,33.9713,34.1345,33.8513,34.0769,5653992.0
2019-10-15,34.0481,35.0944,33.7601,34.8064,10719553.0
2019-10-16,35.0272,35.7267,34.9888,35.1808,13356271.0
2019-10-17,35.3344,35.344,34.432,34.7392,8739136.0
2019-10-18,34.6432,34.912,34.5664,34.72,6859606.0
2019-10-19,34.6432,34.912,34.5664,34.72,6859606.0
2019-10-20,34.6432,34.912,34.5664,34.72,6859606.0
2019-10-21,34.9792,35.248,34.2017,34.4896,7429278.0
2019-10-22,34.3361,35.1136,34.1345,34.8544,6773553.0
2019-10-23,34.7968,35.1712,34.3936,35.1424,6468788.0
2019-10-24,35.152,35.296,34.3121,34.384,6813476.0
2019-10-25,34.3457,35.344,34.3265,35.2672,8735581.0
2019-10-26,34.3457,35.344,34.3265,35.2672,8735581.0
2019-10-27,34.3457,35.344,34.3265,35.2672,8735581.0
2019-10-28,35.7183,35.8047,35.0272,35.1712,10645494.0
2019-10-29,36.0927,37.1486,36.0927,36.6782,18562512.0
2019-10-30,36.7262,36.7262,35.9151,36.3903,7393204.0
2019-10-31,36.1119,36.3903,35.3824,35.6703,7652749.0
2019-11-01,35.7183,36.5439,35.7183,36.4479,7925272.0
2019-11-02,35.7183,36.5439,35.7183,36.4479,7925272.0
2019-11-03,35.7183,36.5439,35.7183,36.4479,7925272.0
2019-11-04,36.8126,36.947,36.6878,36.851,7782292.0
2019-11-05,37.0622,37.331,36.6782,36.6974,7317805.0
2019-11-06,36.8318,36.9374,36.2463,36.8798,7280889.0
2019-11-07,37.0526,37.3406,36.9182,36.947,8070100.0
2019-11-08,36.8798,37.1198,36.3039,37.1198,5913061.0
2019-11-09,36.8798,37.1198,36.3039,37.1198,5913061.0
2019-11-10,36.8798,37.1198,36.3039,37.1198,5913061.0
2019-11-11,37.0526,37.2446,36.8414,37.1678,3907447.0
2019-11-12,37.187,37.3934,36.8222,37.043,12687640.0
2019-11-13,36.8606,36.8606,35.6031,35.6991,12558966.0
2019-11-14,35.6127,35.9487,35.2192,35.3248,13024434.0
2019-11-15,35.5167,35.6223,35.2528,35.4112,12358880.0
2019-11-16,35.5167,35.6223,35.2528,35.4112,12358880.0
2019-11-17,35.5167,35.6223,35.2528,35.4112,12358880.0
2019-11-18,35.2096,35.3536,34.9312,35.152,9768476.0
2019-11-19,35.2,35.2288,34.5616,34.9216,10538836.0
2019-11-20,34.7584,34.8064,33.7697,33.8657,14064739.0
2019-11-21,34.1057,34.1537,33.2034,33.2801,14379801.0
2019-11-22,33.8561,34.0769,33.5297,33.9137,13567091.0
2019-11-23,33.8561,34.0769,33.5297,33.9137,13567091.0
2019-11-24,33.8561,34.0769,33.5297,33.9137,13567091.0
2019-11-25,34.0289,34.4512,33.9329,34.3744,12211451.0
2019-11-26,34.2689,34.4896,34.0865,34.4704,8248704.0
2019-11-27,34.5664,34.816,34.4128,34.6912,5841215.0
2019-11-28,34.5664,34.816,34.4128,34.6912,5841215.0
2019-11-29,34.6048,34.6816,34.4176,34.5568,3927026.0
2019-11-30,34.6048,34.6816,34.4176,34.5568,3927026.0
2019-12-01,34.6048,34.6816,34.4176,34.5568,3927026.0
2019-12-02,34.5664,34.9024,34.4032,34.4416,6785427.0
2019-12-03,34.0481,34.1921,33.5585,34.1057,8276601.0
2019-12-04,34.3073,34.6048,34.2497,34.3649,8963211.0
2019-12-05,34.5395,34.588,34.1708,34.2581,6893942.0
2019-12-06,34.5783,34.6947,34.3891,34.4813,8404793.0
2019-12-07,34.5783,34.6947,34.3891,34.4813,8404793.0
2019-12-08,34.5783,34.6947,34.3891,34.4813,8404793.0
2019-12-09,34.3939,34.5298,34.2969,34.326,7055524.0
2019-12-10,34.2969,34.326,33.9185,34.0641,7597677.0
2019-12-11,34.0835,34.3551,34.0544,34.1902,7754440.0
2019-12-12,34.2872,35.2089,34.1902,35.0246,11356779.0
2019-12-13,35.0828,35.2526,34.5492,34.588,8278120.0
2019-12-14,35.0828,35.2526,34.5492,34.588,8278120.0
2019-12-15,35.0828,35.2526,34.5492,34.588,8278120.0
2019-12-16,34.7529,35.1653,34.588,35.0343,11233742.0
2019-12-17,35.1216,35.3059,35.0343,35.2283,8871899.0
2019-12-18,35.2574,36.315,35.2477,36.1985,12651699.0
2019-12-19,36.1985,36.247,35.7377,36.15,10774129.0
2019-12-20,36.4217,36.4993,36.0821,36.1403,13976425.0
2019-12-21,36.4217,36.4993,36.0821,36.1403,13976425.0
2019-12-22,36.4217,36.4993,36.0821,36.1403,13976425.0
2019-12-23,36.2761,36.2955,35.5388,35.6746,8755973.0
2019-12-24,35.6358,35.6455,35.4127,35.4903,2924240.0
2019-12-25,35.6358,35.6455,35.4127,35.4903,2924240.0
2019-12-26,35.5,35.5097,35.2477,35.3933,5444305.0
2019-12-27,35.4709,35.6164,35.3447,35.4709,5753508.0
2019-12-28,35.4709,35.6164,35.3447,35.4709,5753508.0
2019-12-29,35.4709,35.6164,35.3447,35.4709,5753508.0
2019-12-30,35.4127,35.5485,35.1216,35.3544,5358455.0
2019-12-31,35.2865,35.6407,35.238,35.5097,5160227.0
2020-01-01,35.2865,35.6407,35.238,35.5097,5160227.0
2020-01-02,35.8978,36.2664,35.4612,36.2664,7457292.0
2020-01-03,35.6358,35.8201,35.0343,35.238,9176038.0
2020-01-04,35.6358,35.8201,35.0343,35.238,9176038.0
2020-01-05,35.6358,35.8201,35.0343,35.238,9176038.0
2020-01-06,34.879,35.1022,34.7335,34.7723,8413360.0
2020-01-07,34.685,34.7723,33.7051,34.1029,17619967.0
2020-01-08,33.9962,34.1514,33.3849,33.6178,13229924.0
2020-01-09,33.9476,34.0544,33.5014,34.035,9612874.0
2020-01-10,34.1029,35.3641,33.4771,33.6178,9647800.0
2020-01-11,34.1029,35.3641,33.4771,33.6178,9647800.0
2020-01-12,34.1029,35.3641,33.4771,33.6178,9647800.0
2020-01-13,33.6566,33.9573,33.4625,33.9379,7466898.0
2020-01-14,33.9573,34.2969,33.9185,34.1029,6828798.0
2020-01-15,33.9573,34.2678,33.8506,34.1029,7173939.0
2020-01-16,34.1611,34.5201,34.1029,34.491,7280804.0
2020-01-17,34.5104,34.6642,34.3551,34.5395,9871725.0
2020-01-18,34.5104,34.6642,34.3551,34.5395,9871725.0
2020-01-19,34.5104,34.6642,34.3551,34.5395,9871725.0
2020-01-20,34.5104,34.6642,34.3551,34.5395,9871725.0
2020-01-21,34.3066,34.491,33.9185,33.9476,11550514.0
2020-01-22,34.0835,34.2926,33.8215,33.87,7358445.0
2020-01-23,33.7342,33.9525,32.9968,33.8409,8595153.0
2020-01-24,33.8603,33.9476,32.9968,33.2879,9386634.0
2020-01-25,33.8603,33.9476,32.9968,33.2879,9386634.0
2020-01-26,33.8603,33.9476,32.9968,33.2879,9386634.0
2020-01-27,32.6282,32.7543,32.1819,32.4147,10359128.0
2020-01-28,32.5699,32.8513,32.3468,32.6379,8871039.0
2020-01-29,32.7931,33.0259,32.5893,32.5991,6978347.0
2020-01-30,32.405,32.4535,31.9878,32.3371,11532975.0
2020-01-31,32.2595,32.4923,32.1528,32.3953,18631359.0
2020-02-01,32.2595,32.4923,32.1528,32.3953,18631359.0
2020-02-02,32.2595,32.4923,32.1528,32.3953,18631359.0
2020-02-03,32.5602,33.317,32.5214,32.7155,17937071.0
2020-02-04,33.3267,33.7827,33.1812,33.3461,14346267.0
2020-02-05,33.8603,34.3939,33.1715,33.9865,19050389.0
2020-02-06,34.0059,34.0544,33.2297,33.3073,11866307.0
2020-02-07,33.0648,33.1424,32.4293,32.6282,14437134.0
2020-02-08,33.0648,33.1424,32.4293,32.6282,14437134.0
2020-02-09,33.0648,33.1424,32.4293,32.6282,14437134.0
2020-02-10,32.9774,33.2782,32.667,33.2297,12260561.0
2020-02-11,33.317,34.2096,33.055,33.967,12718580.0
2020-02-12,34.2775,34.7238,34.0835,34.4327,12076328.0
2020-02-13,34.1611,34.4716,34.1126,34.2387,7578794.0
2020-02-14,34.2484,34.3357,33.3946,33.7245,8945950.0
2020-02-15,34.2484,34.3357,33.3946,33.7245,8945950.0
2020-02-16,34.2484,34.3357,33.3946,33.7245,8945950.0
2020-02-17,34.2484,34.3357,33.3946,33.7245,8945950.0
2020-02-18,33.2297,33.7051,32.9435,33.3849,10531932.0
2020-02-19,33.5013,34.0544,33.4916,33.8797,9079526.0
2020-02-20,33.6275,34.3454,33.5596,34.2387,7817861.0
2020-02-21,33.9476,34.035,33.3849,33.6178,8432370.0
2020-02-22,33.9476,34.035,33.3849,33.6178,8432370.0
2020-02-23,33.9476,34.035,33.3849,33.6178,8432370.0
2020-02-24,32.6379,32.7446,31.8132,32.1042,14743094.0
2020-02-25,32.2595,32.2886,30.4597,30.8042,14621869.0
2020-02-26,31.1437,31.6385,30.9354,31.0467,14432820.0
2020-02-27,30.3676,30.9642,29.6399,29.7951,14940354.0
2020-02-28,28.8928,29.5914,28.4563,29.5914,20832323.0
2020-02-29,28.8928,29.5914,28.4563,29.5914,20832323.0
