,URI US Equity,URI US Equity,URI US Equity,URI US Equity,URI US Equity
2020-03-06,111.9157,116.145,109.5606,113.5054,2691628.0
2020-03-07,111.9157,116.145,109.5606,113.5054,2691628.0
2020-03-08,111.9157,116.145,109.5606,113.5054,2691628.0
2020-03-09,99.1001,104.7719,96.0679,97.1081,3339800.0
2020-03-10,103.0056,106.813,96.1268,105.4098,2642183.0
2020-03-11,100.4248,102.2598,96.5389,97.8539,2692785.0
2020-03-12,89.3167,92.29,81.4469,81.6725,3399226.0
2020-03-13,88.512,89.8466,81.4566,89.3069,2487286.0
2020-03-14,88.512,89.8466,81.4566,89.3069,2487286.0
2020-03-15,88.512,89.8466,81.4566,89.3069,2487286.0
2020-03-16,76.5403,88.6936,74.6661,81.6725,2732356.0
2020-03-17,83.5075,84.4201,73.2237,79.9061,2620124.0
2020-03-18,72.5563,74.1264,57.7487,68.2877,3458184.0
2020-03-19,66.541,77.9141,62.3902,76.2558,2863700.0
2020-03-20,78.0417,80.5047,68.6606,68.7882,2519748.0
2020-03-21,78.0417,80.5047,68.6606,68.7882,2519748.0
2020-03-22,78.0417,80.5047,68.6606,68.7882,2519748.0
2020-03-23,67.8658,71.1825,62.5766,69.5634,2183210.0
2020-03-24,76.0693,88.0018,75.878,84.9892,2780319.0
2020-03-25,87.6485,99.2866,80.9954,91.4461,2442771.0
2020-03-26,93.3498,99.3651,88.6003,97.324,2516206.0
2020-03-27,90.3765,91.2498,84.8322,88.463,2617394.0
2020-03-28,90.3765,91.2498,84.8322,88.463,2617394.0
2020-03-29,90.3765,91.2498,84.8322,88.463,2617394.0
2020-03-30,86.7751,93.703,84.3906,93.3792,2249217.0
2020-03-31,93.34,103.7612,92.8689,100.9744,3267916.0
2020-04-01,95.1259,98.5457,90.4157,94.1839,2111978.0
2020-04-02,93.5558,101.5631,91.5049,94.3605,2133049.0
2020-04-03,90.6022,92.0054,85.0678,89.3657,2359266.0
2020-04-04,90.6022,92.0054,85.0678,89.3657,2359266.0
2020-04-05,90.6022,92.0054,85.0678,89.3657,2359266.0
2020-04-06,95.2633,102.2991,95.1848,101.2491,2261706.0
2020-04-07,108.9424,109.8943,102.0636,105.9102,2471504.0
2020-04-08,107.0387,112.789,105.3025,109.5508,1520289.0
2020-04-09,111.0031,112.6909,101.7103,105.6943,2607923.0
2020-04-10,111.0031,112.6909,101.7103,105.6943,2607923.0
2020-04-11,111.0031,112.6909,101.7103,105.6943,2607923.0
2020-04-12,111.0031,112.6909,101.7103,105.6943,2607923.0
2020-04-13,101.4356,102.9369,98.2562,101.8183,1531138.0
2020-04-14,104.9976,107.7649,103.1823,106.6069,1340214.0
2020-04-15,101.622,102.9909,98.3249,101.8477,1652926.0
2020-04-16,101.4356,102.0243,93.0259,96.7058,2726039.0
2020-04-17,100.2678,104.2126,98.6291,103.0841,2061052.0
2020-04-18,100.2678,104.2126,98.6291,103.0841,2061052.0
2020-04-19,100.2678,104.2126,98.6291,103.0841,2061052.0
2020-04-20,99.9833,102.9369,96.4801,98.7174,1951306.0
2020-04-21,95.3418,97.3927,94.3801,95.8422,1228992.0
2020-04-22,99.8753,99.8851,97.1964,98.737,1170957.0
2020-04-23,100.2875,103.0838,98.346,101.7888,1416986.0
2020-04-24,103.4472,105.292,100.3267,104.0654,960135.0
2020-04-25,103.4472,105.292,100.3267,104.0654,960135.0
2020-04-26,103.4472,105.292,100.3267,104.0654,960135.0
2020-04-27,103.565,109.8844,103.0547,108.9522,1483527.0
2020-04-28,113.5643,116.567,110.6793,114.3689,2028534.0
2020-04-29,118.8436,126.007,117.7838,125.585,2312847.0
2020-04-30,123.858,128.5387,118.245,126.0953,2690617.0
2020-05-01,123.2005,123.5734,116.1352,117.0478,1934816.0
2020-05-02,123.2005,123.5734,116.1352,117.0478,1934816.0
2020-05-03,123.2005,123.5734,116.1352,117.0478,1934816.0
2020-05-04,113.9666,115.4091,109.9139,114.5652,1291172.0
2020-05-05,117.1754,120.0604,111.5036,111.7391,1189469.0
2020-05-06,112.1905,114.1629,108.6382,108.7363,879075.0
2020-05-07,110.748,113.5839,109.541,110.6204,1039329.0
2020-05-08,113.0049,117.5385,111.376,117.3422,900850.0
2020-05-09,113.0049,117.5385,111.376,117.3422,900850.0
2020-05-10,113.0049,117.5385,111.376,117.3422,900850.0
2020-05-11,114.889,116.8025,112.6517,114.3395,900524.0
2020-05-12,114.9283,115.1049,108.02,108.1181,997502.0
2020-05-13,107.8924,109.07,104.507,106.7345,1166265.0
2020-05-14,105.292,114.0647,103.2902,113.8881,1728209.0
2020-05-15,112.3671,116.724,111.2092,116.3511,1468832.0
2020-05-16,112.3671,116.724,111.2092,116.3511,1468832.0
2020-05-17,112.3671,116.724,111.2092,116.3511,1468832.0
2020-05-18,123.9365,130.5209,122.7785,126.9098,2404330.0
2020-05-19,125.6145,127.0373,122.2585,122.4155,1151353.0
2020-05-20,126.056,127.1551,123.6911,125.6243,1217290.0
2020-05-21,126.0168,127.4593,123.8843,125.3299,672451.0
2020-05-22,125.3691,129.1471,124.2014,128.1167,914658.0
2020-05-23,125.3691,129.1471,124.2014,128.1167,914658.0
2020-05-24,125.3691,129.1471,124.2014,128.1167,914658.0
2020-05-25,125.3691,129.1471,124.2014,128.1167,914658.0
2020-05-26,132.9643,137.7726,132.719,134.603,1634409.0
2020-05-27,138.9796,141.0108,134.6914,137.8511,2192915.0
2020-05-28,139.4506,139.4506,133.9652,135.0446,1330017.0
2020-05-29,132.8367,138.6558,131.8751,136.2909,1564404.0
2020-05-30,132.8367,138.6558,131.8751,136.2909,1564404.0
2020-05-31,132.8367,138.6558,131.8751,136.2909,1564404.0
2020-06-01,136.3497,139.2543,134.7306,137.3408,763735.0
2020-06-02,139.3427,141.58,138.5086,140.4515,1062335.0
2020-06-03,142.63,148.0467,142.5809,146.9869,1228087.0
2020-06-04,146.1528,151.069,144.3086,148.5471,1509258.0
2020-06-05,157.0451,162.766,156.3385,158.3404,3124087.0
2020-06-06,157.0451,162.766,156.3385,158.3404,3124087.0
2020-06-07,157.0451,162.766,156.3385,158.3404,3124087.0
2020-06-08,159.616,162.6973,153.5026,155.318,1931362.0
2020-06-09,151.5204,158.5758,149.6462,155.2886,1435737.0
2020-06-10,155.2591,155.9362,150.7256,152.6882,1502695.0
2020-06-11,141.4426,145.2304,139.1366,139.3917,2002175.0
2020-06-12,146.457,146.6444,136.757,140.8048,1315366.0
2020-06-13,146.457,146.6444,136.757,140.8048,1315366.0
2020-06-14,146.457,146.6444,136.757,140.8048,1315366.0
2020-06-15,134.289,145.0341,133.9554,144.2883,1111009.0
2020-06-16,154.5526,158.05,151.7854,155.3278,2593125.0
2020-06-17,154.8862,155.0825,151.7854,152.6489,1251135.0
2020-06-18,151.9031,153.6596,149.9013,150.9316,1407772.0
2020-06-19,154.6507,155.5044,149.548,152.5998,1981712.0
2020-06-20,154.6507,155.5044,149.548,152.5998,1981712.0
2020-06-21,154.6507,155.5044,149.548,152.5998,1981712.0
2020-06-22,151.5695,154.582,149.8817,154.1699,1235838.0
2020-06-23,155.0629,155.7105,151.0592,151.0985,1146993.0
2020-06-24,149.4107,149.4303,139.6076,139.7646,2151553.0
2020-06-25,138.6361,142.2669,136.4969,141.6389,1347969.0
2020-06-26,140.6183,141.3249,137.331,137.7726,2392582.0
2020-06-27,140.6183,141.3249,137.331,137.7726,2392582.0
2020-06-28,140.6183,141.3249,137.331,137.7726,2392582.0
2020-06-29,140.4319,145.5836,139.1758,144.9556,1164368.0
2020-06-30,144.3178,146.9182,143.5818,146.2509,867019.0
2020-07-01,147.1929,148.8317,142.679,143.0715,950857.0
2020-07-02,146.5159,150.0191,144.3276,145.1421,1019271.0
2020-07-03,146.5159,150.0191,144.3276,145.1421,1019271.0
2020-07-04,146.5159,150.0191,144.3276,145.1421,1019271.0
2020-07-05,146.5159,150.0191,144.3276,145.1421,1019271.0
2020-07-06,148.0172,149.4008,146.7023,147.9191,769616.0
2020-07-07,146.3294,149.1163,144.7397,144.8084,935348.0
2020-07-08,144.5631,146.5649,142.3846,145.8682,769957.0
2020-07-09,146.2411,147.0654,139.3525,140.9716,847957.0
2020-07-10,141.266,146.143,141.0207,145.0636,921363.0
2020-07-11,141.266,146.143,141.0207,145.0636,921363.0
2020-07-12,141.266,146.143,141.0207,145.0636,921363.0
2020-07-13,148.3018,152.4772,146.3711,149.3518,1256701.0
2020-07-14,148.3312,154.7685,146.8397,154.2091,953238.0
2020-07-15,157.2904,158.9193,154.5084,157.7908,987448.0
2020-07-16,157.0843,159.5473,154.69,155.475,785814.0
2020-07-17,156.4759,157.4768,154.7998,156.103,608807.0
2020-07-18,156.4759,157.4768,154.7998,156.103,608807.0
2020-07-19,156.4759,157.4768,154.7998,156.103,608807.0
2020-07-20,155.0432,156.5152,153.5615,154.2975,517372.0
2020-07-21,156.1717,160.0282,155.9166,157.3002,824636.0
2020-07-22,155.9068,160.1459,155.9068,159.7043,832048.0
2020-07-23,159.7829,162.7414,158.5562,160.4305,763355.0
2020-07-24,160.5483,161.3627,157.7908,157.8693,632400.0
2020-07-25,160.5483,161.3627,157.7908,157.8693,632400.0
2020-07-26,160.5483,161.3627,157.7908,157.8693,632400.0
2020-07-27,157.0745,160.8328,156.26,160.2342,865425.0
2020-07-28,158.2226,159.253,154.7489,155.3671,760045.0
2020-07-29,155.7203,160.5286,155.5143,160.3618,1060816.0
2020-07-30,158.3404,158.7623,150.8875,153.9736,1861253.0
2020-07-31,154.4054,154.4054,148.5766,152.4625,1198446.0
2020-08-01,154.4054,154.4054,148.5766,152.4625,1198446.0
2020-08-02,154.4054,154.4054,148.5766,152.4625,1198446.0
2020-08-03,153.7676,156.9862,152.4919,156.6427,770350.0
2020-08-04,156.1717,159.3216,155.8382,157.8301,714341.0
2020-08-05,159.459,166.7598,158.5171,166.3869,1119760.0
2020-08-06,166.0533,166.6911,164.0956,165.4939,657886.0
2020-08-07,164.601,170.8518,164.5028,170.3415,875352.0
2020-08-08,164.601,170.8518,164.5028,170.3415,875352.0
2020-08-09,164.601,170.8518,164.5028,170.3415,875352.0
2020-08-10,170.891,180.7628,170.891,177.868,1279541.0
2020-08-11,179.8894,183.2847,171.5877,172.3335,1644252.0
2020-08-12,174.6984,177.132,172.8973,175.2577,588666.0
2020-08-13,174.7965,178.5254,174.309,175.032,676427.0
2020-08-14,174.4629,178.3439,173.5994,175.9741,677871.0
2020-08-15,174.4629,178.3439,173.5994,175.9741,677871.0
2020-08-16,174.4629,178.3439,173.5994,175.9741,677871.0
2020-08-17,175.8563,177.9366,175.3853,175.7288,497849.0
2020-08-18,175.6699,176.0918,172.9251,173.2559,483273.0
2020-08-19,172.9321,174.6493,171.6466,172.1471,804423.0
2020-08-20,169.4093,172.412,168.8696,171.2835,584901.0
2020-08-21,171.5779,172.8536,170.4396,171.784,464766.0
2020-08-22,171.5779,172.8536,170.4396,171.784,464766.0
2020-08-23,171.5779,172.8536,170.4396,171.784,464766.0
2020-08-24,174.0606,176.975,172.1372,173.6582,1076664.0
2020-08-25,174.7377,176.5432,171.6775,173.511,421440.0
2020-08-26,172.3924,175.3461,170.7487,174.2666,608587.0
2020-08-27,174.669,176.6315,173.9624,175.6699,518192.0
2020-08-28,176.1311,179.3693,175.5423,179.1142,516913.0
2020-08-29,176.1311,179.3693,175.5423,179.1142,516913.0
2020-08-30,176.1311,179.3693,175.5423,179.1142,516913.0
2020-08-31,178.4469,179.0553,173.6582,173.7367,695340.0
2020-09-01,172.726,179.7815,172.0101,179.124,935867.0
2020-09-02,179.0749,181.8225,174.4236,181.1258,788752.0
2020-09-03,179.5754,180.174,168.4476,171.1265,1006755.0
2020-09-04,174.3648,175.9348,167.4712,173.1283,966520.0
2020-09-05,174.3648,175.9348,167.4712,173.1283,966520.0
2020-09-06,174.3648,175.9348,167.4712,173.1283,966520.0
2020-09-07,174.3648,175.9348,167.4712,173.1283,966520.0
2020-09-08,168.3985,173.0106,165.3467,169.1443,912266.0
2020-09-09,171.6172,174.09,170.6457,172.5985,797651.0
2020-09-10,173.5896,173.8251,168.1925,168.742,808105.0
2020-09-11,170.2139,172.0686,168.9977,171.362,445365.0
2020-09-12,170.2139,172.0686,168.9977,171.362,445365.0
2020-09-13,170.2139,172.0686,168.9977,171.362,445365.0
2020-09-14,174.1685,174.9634,171.6368,173.2755,432193.0
2020-09-15,174.5905,175.6208,171.9901,173.2559,623789.0
2020-09-16,173.8741,179.6735,172.1471,178.1525,807710.0
2020-09-17,174.9437,180.5567,172.5985,177.3969,859144.0
2020-09-18,176.6904,178.0446,170.3415,172.9027,1305146.0
2020-09-19,176.6904,178.0446,170.3415,172.9027,1305146.0
2020-09-20,176.6904,178.0446,170.3415,172.9027,1305146.0
2020-09-21,167.9962,168.8303,161.2155,164.3458,746433.0
2020-09-22,164.5617,165.5921,162.2263,164.8267,586064.0
2020-09-23,165.1701,167.7901,158.7182,158.9488,828725.0
2020-09-24,158.2324,164.8855,156.0343,163.5117,1068178.0
2020-09-25,161.8239,166.5145,161.2352,164.9935,545151.0
2020-09-26,161.8239,166.5145,161.2352,164.9935,545151.0
2020-09-27,161.8239,166.5145,161.2352,164.9935,545151.0
2020-09-28,168.9088,175.2976,167.7901,172.4414,782784.0
2020-09-29,171.6172,173.3148,168.2906,170.9499,602130.0
2020-09-30,172.2746,176.0918,168.5359,171.2345,800905.0
2020-10-01,173.2755,173.2755,168.6635,172.0686,911547.0
2020-10-02,168.5359,182.7548,168.5359,181.5576,1159129.0
2020-10-03,168.5359,182.7548,168.5359,181.5576,1159129.0
2020-10-04,168.5359,182.7548,168.5359,181.5576,1159129.0
2020-10-05,183.6968,194.9031,183.108,194.0003,1540066.0
2020-10-06,194.2653,196.8951,189.8495,190.242,1171222.0
2020-10-07,194.1181,197.739,192.4106,195.2367,770496.0
2020-10-08,197.2386,198.2176,193.3527,195.7568,609041.0
2020-10-09,197.3857,199.7605,192.2634,193.2545,819247.0
2020-10-10,197.3857,199.7605,192.2634,193.2545,819247.0
2020-10-11,197.3857,199.7605,192.2634,193.2545,819247.0
2020-10-12,193.8433,196.6105,190.5462,195.3741,665422.0
2020-10-13,192.97,193.5685,188.5247,190.6345,780425.0
2020-10-14,192.4891,193.3134,184.2758,184.6094,1045194.0
2020-10-15,183.0982,185.9538,181.9629,184.9038,783844.0
2020-10-16,186.1598,192.3812,185.0421,189.3294,806438.0
2020-10-17,186.1598,192.3812,185.0421,189.3294,806438.0
2020-10-18,186.1598,192.3812,185.0421,189.3294,806438.0
2020-10-19,187.4355,191.1546,183.1669,183.9323,668467.0
2020-10-20,186.0519,188.8878,185.2374,185.7771,576636.0
2020-10-21,184.9136,187.3766,182.0973,183.373,551971.0
2020-10-22,183.0492,185.7379,180.5763,181.9305,686481.0
2020-10-23,184.4033,185.5514,180.645,184.7173,519101.0
2020-10-24,184.4033,185.5514,180.645,184.7173,519101.0
2020-10-25,184.4033,185.5514,180.645,184.7173,519101.0
2020-10-26,181.1749,181.8176,176.0526,178.7119,551318.0
2020-10-27,179.0357,179.0357,171.4798,171.5387,1015099.0
2020-10-28,165.8374,169.6055,164.1201,167.535,1153826.0
2020-10-29,172.2059,173.6681,166.1023,169.9784,1151537.0
2020-10-30,168.6929,176.0186,166.9561,174.9535,1234404.0
2020-10-31,168.6929,176.0186,166.9561,174.9535,1234404.0
2020-11-01,168.6929,176.0186,166.9561,174.9535,1234404.0
2020-11-02,177.6128,189.349,177.1909,189.0644,1327420.0
2020-11-03,193.3134,199.1422,191.5373,197.6801,1425694.0
2020-11-04,184.5309,186.4444,175.5031,175.8367,2760248.0
2020-11-05,181.538,188.3972,179.5852,184.943,1404555.0
2020-11-06,184.943,191.2036,184.4612,187.8771,801353.0
2020-11-07,184.943,191.2036,184.4612,187.8771,801353.0
2020-11-08,184.943,191.2036,184.4612,187.8771,801353.0
2020-11-09,201.1833,209.014,198.5633,201.9684,1330501.0
2020-11-10,201.2422,208.8177,201.2422,205.3538,801957.0
2020-11-11,206.0407,206.2958,199.6623,203.3716,477046.0
2020-11-12,200.7319,201.4286,195.0208,198.1413,568117.0
2020-11-13,201.4581,205.5599,200.3296,203.3912,634693.0
2020-11-14,201.4581,205.5599,200.3296,203.3912,634693.0
2020-11-15,201.4581,205.5599,200.3296,203.3912,634693.0
2020-11-16,207.3164,213.8027,203.9505,213.7536,1315783.0
2020-11-17,209.9953,212.3965,207.3262,210.6037,641795.0
2020-11-18,211.9578,216.6808,210.0836,212.2032,1103495.0
2020-11-19,210.4565,213.0373,205.2458,212.9391,779284.0
2020-11-20,218.6698,219.7002,214.4994,215.6867,1023279.0
2020-11-21,218.6698,219.7002,214.4994,215.6867,1023279.0
2020-11-22,218.6698,219.7002,214.4994,215.6867,1023279.0
2020-11-23,219.3764,223.5468,217.7769,222.0749,830731.0
2020-11-24,226.1472,235.7639,224.7146,233.4578,1185012.0
2020-11-25,230.7102,231.4854,224.0865,226.1472,760108.0
2020-11-26,230.7102,231.4854,224.0865,226.1472,760108.0
2020-11-27,225.8823,230.1607,225.8823,228.5514,336729.0
2020-11-28,225.8823,230.1607,225.8823,228.5514,336729.0
2020-11-29,225.8823,230.1607,225.8823,228.5514,336729.0
2020-11-30,227.3837,227.6584,221.8296,222.7324,1273655.0
2020-12-01,228.6201,231.7013,226.3631,229.2677,796943.0
2020-12-02,228.2472,229.4247,224.6851,227.0697,651525.0
2020-12-03,227.2757,234.0466,226.6035,232.5158,858087.0
2020-12-04,234.8218,241.21,234.1398,241.0235,783564.0
2020-12-05,234.8218,241.21,234.1398,241.0235,783564.0
2020-12-06,234.8218,241.21,234.1398,241.0235,783564.0
2020-12-07,238.8942,241.9754,236.5293,241.8675,652231.0
2020-12-08,240.0619,244.9193,236.7648,238.4526,718817.0
2020-12-09,244.9291,244.9291,239.4142,242.1324,874464.0
2020-12-10,239.1984,240.3563,234.8807,237.4517,754761.0
2020-12-11,235.6853,239.0217,234.6746,236.2545,728452.0
2020-12-12,235.6853,239.0217,234.6746,236.2545,728452.0
2020-12-13,235.6853,239.0217,234.6746,236.2545,728452.0
2020-12-14,240.5035,240.5035,234.0564,234.4195,650117.0
2020-12-15,227.3935,235.1849,226.687,234.5078,770147.0
2020-12-16,235.9209,235.9209,225.9608,228.1393,886818.0
2020-12-17,225.3818,228.1644,222.3595,224.8716,1090786.0
2020-12-18,224.4006,225.6468,220.4901,223.2819,1231894.0
2020-12-19,224.4006,225.6468,220.4901,223.2819,1231894.0
2020-12-20,224.4006,225.6468,220.4901,223.2819,1231894.0
2020-12-21,217.0802,226.9225,213.3218,225.2543,752203.0
2020-12-22,226.7262,226.9519,219.553,223.1347,515772.0
2020-12-23,225.5585,227.6486,223.4585,226.6085,581150.0
2020-12-24,226.3533,228.7918,224.6655,228.2668,213247.0
2020-12-25,226.3533,228.7918,224.6655,228.2668,213247.0
2020-12-26,226.3533,228.7918,224.6655,228.2668,213247.0
2020-12-27,226.3533,228.7918,224.6655,228.2668,213247.0
2020-12-28,229.042,230.1193,222.33,222.7422,447242.0
2020-12-29,223.331,225.0776,219.5334,222.1927,485874.0
2020-12-30,223.5959,226.8538,223.2426,225.7547,327910.0
2020-12-31,225.4309,229.4542,223.7333,227.5701,523041.0
2021-01-01,225.4309,229.4542,223.7333,227.5701,523041.0
2021-01-02,225.4309,229.4542,223.7333,227.5701,523041.0
2021-01-03,225.4309,229.4542,223.7333,227.5701,523041.0
2021-01-04,229.621,231.878,220.3184,225.3524,967402.0
2021-01-05,224.9108,234.9456,224.3319,231.1616,774645.0
2021-01-06,243.5062,257.1363,243.5062,251.749,1988116.0
2021-01-07,256.4396,262.5824,254.2022,259.7269,1031144.0
2021-01-08,259.5502,261.557,248.7316,255.2816,708118.0
2021-01-09,259.5502,261.557,248.7316,255.2816,708118.0
2021-01-10,259.5502,261.557,248.7316,255.2816,708118.0
2021-01-11,250.3752,256.5529,250.228,252.6322,445559.0
2021-01-12,254.3298,259.1479,252.9854,257.2344,713259.0
2021-01-13,255.9195,256.5573,248.8935,249.6883,678809.0
2021-01-14,253.9275,259.4521,250.2476,255.4975,661375.0
2021-01-15,251.9551,253.584,245.9202,250.3654,658261.0
2021-01-16,251.9551,253.584,245.9202,250.3654,658261.0
2021-01-17,251.9551,253.584,245.9202,250.3654,658261.0
2021-01-18,251.9551,253.584,245.9202,250.3654,658261.0
2021-01-19,255.1344,261.6011,254.7076,255.9489,763286.0
2021-01-20,258.8633,259.2558,253.7705,255.3307,495312.0
2021-01-21,255.1443,256.8909,253.1719,254.369,426417.0
2021-01-22,250.5911,254.8891,249.7374,253.7508,481832.0
2021-01-23,250.5911,254.8891,249.7374,253.7508,481832.0
2021-01-24,250.5911,254.8891,249.7374,253.7508,481832.0
2021-01-25,251.7098,257.0872,247.2155,248.7757,670486.0
2021-01-26,252.5733,252.7657,242.78,243.5651,495834.0
2021-01-27,235.6265,237.2946,223.9492,231.8485,1264440.0
2021-01-28,241.102,252.745,238.4526,248.815,1172690.0
2021-01-29,246.9211,247.1664,234.0873,238.4624,1117059.0
2021-01-30,246.9211,247.1664,234.0873,238.4624,1117059.0
2021-01-31,246.9211,247.1664,234.0873,238.4624,1117059.0
2021-02-01,243.2805,249.4528,240.4151,248.5402,710365.0
2021-02-02,252.8971,257.0381,245.0763,245.979,749933.0
2021-02-03,247.6178,250.6107,243.4277,246.1066,514493.0
2021-02-04,248.0594,255.576,246.5482,254.9676,712099.0
2021-02-05,256.1157,261.6796,256.1157,260.7572,617335.0
2021-02-06,256.1157,261.6796,256.1157,260.7572,617335.0
2021-02-07,256.1157,261.6796,256.1157,260.7572,617335.0
2021-02-08,262.4647,268.9902,261.7385,267.1356,741888.0
2021-02-09,264.9866,273.6415,262.2684,272.0911,711055.0
2021-02-10,274.4854,279.696,270.3738,271.6495,842893.0
2021-02-11,272.6504,277.6648,269.4416,274.5835,645062.0
2021-02-12,274.5639,281.8549,273.8966,280.8638,494672.0
2021-02-13,274.5639,281.8549,273.8966,280.8638,494672.0
2021-02-14,274.5639,281.8549,273.8966,280.8638,494672.0
2021-02-15,274.5639,281.8549,273.8966,280.8638,494672.0
2021-02-16,284.573,287.9781,282.689,282.689,1105735.0
2021-02-17,280.6577,281.9432,269.1472,272.6112,742302.0
2021-02-18,268.6075,270.4386,262.4156,269.6477,759054.0
2021-02-19,272.8761,285.8781,272.8663,284.5828,691942.0
2021-02-20,272.8761,285.8781,272.8663,284.5828,691942.0
2021-02-21,272.8761,285.8781,272.8663,284.5828,691942.0
2021-02-22,282.6105,297.0354,281.9334,292.9042,965699.0
2021-02-23,291.393,303.0801,281.06,300.6269,1292906.0
2021-02-24,304.1988,315.9153,302.0203,306.6716,1253861.0
2021-02-25,305.8964,306.3723,286.5356,289.5874,1298325.0
2021-02-26,292.9532,295.9069,279.6666,291.8149,1007911.0
2021-02-27,292.9532,295.9069,279.6666,291.8149,1007911.0
2021-02-28,292.9532,295.9069,279.6666,291.8149,1007911.0
2021-03-01,298.419,300.2638,293.4929,296.8293,696025.0
2021-03-02,298.3601,298.3601,286.9429,287.929,694834.0
2021-03-03,289.1066,297.0305,287.5905,289.4108,644503.0
2021-03-04,289.0379,297.423,277.4096,283.1992,1180411.0
2021-03-05,287.6346,296.4441,276.919,295.3279,733311.0
2021-03-06,287.6346,296.4441,276.919,295.3279,733311.0
2021-03-07,287.6346,296.4441,276.919,295.3279,733311.0
2021-03-08,298.2227,302.3736,294.8605,296.9372,863076.0
2021-03-09,296.7999,298.5171,288.0566,289.7248,720500.0
2021-03-10,291.1771,298.89,290.5393,297.3886,488501.0
2021-03-11,299.8811,308.222,298.3994,304.9642,502312.0
2021-03-12,304.9544,313.1383,303.2764,311.9117,580345.0
2021-03-13,304.9544,313.1383,303.2764,311.9117,580345.0
2021-03-14,304.9544,313.1383,303.2764,311.9117,580345.0
2021-03-15,313.1088,317.77,305.7786,317.4265,553351.0
2021-03-16,316.092,316.092,305.916,308.9678,802068.0
2021-03-17,311.6958,318.1527,305.18,315.8761,526697.0
2021-03-18,315.8761,324.5997,311.3916,312.1668,608098.0
2021-03-19,310.5084,313.9675,299.8418,310.0865,970021.0
2021-03-20,310.5084,313.9675,299.8418,310.0865,970021.0
2021-03-21,310.5084,313.9675,299.8418,310.0865,970021.0
2021-03-22,309.1052,310.7935,302.7563,305.6511,603031.0
2021-03-23,302.3441,304.4981,291.9327,294.3172,774828.0
2021-03-24,303.2077,307.2407,299.1844,299.6947,607688.0
2021-03-25,298.4484,309.743,294.2093,308.3594,655857.0
2021-03-26,312.314,323.9913,309.5958,323.6871,840095.0
2021-03-27,312.314,323.9913,309.5958,323.6871,840095.0
2021-03-28,312.314,323.9913,309.5958,323.6871,840095.0
2021-03-29,323.3338,329.3099,316.6807,318.398,903055.0
2021-03-30,318.6433,330.0262,318.6433,326.9744,1181868.0
2021-03-31,327.7496,333.3596,319.7129,323.1474,1398317.0
2021-04-01,325.3062,328.0342,318.2017,325.5025,771784.0
2021-04-02,325.3062,328.0342,318.2017,325.5025,771784.0
2021-04-03,325.3062,328.0342,318.2017,325.5025,771784.0
2021-04-04,325.3062,328.0342,318.2017,325.5025,771784.0
2021-04-05,330.6935,332.1556,324.7469,325.3259,590903.0
2021-04-06,324.8058,334.6186,317.716,319.34,835725.0
2021-04-07,319.8993,320.39,313.1481,315.9742,730229.0
2021-04-08,314.9537,318.1723,307.6529,315.2382,620065.0
2021-04-09,314.9929,319.0358,311.5192,318.6335,575940.0
2021-04-10,314.9929,319.0358,311.5192,318.6335,575940.0
2021-04-11,314.9929,319.0358,311.5192,318.6335,575940.0
2021-04-12,320.4979,322.8039,317.2695,321.7343,506323.0
2021-04-13,318.1428,320.4685,310.7439,319.4774,477565.0
2021-04-14,319.1928,325.4191,318.084,318.9769,716122.0
2021-04-15,322.0778,322.0778,313.5799,319.3008,592601.0
2021-04-16,323.4614,326.1894,319.2321,321.9993,765590.0
2021-04-17,323.4614,326.1894,319.2321,321.9993,765590.0
2021-04-18,323.4614,326.1894,319.2321,321.9993,765590.0
2021-04-19,319.3008,320.3605,312.8588,318.5157,779550.0
2021-04-20,316.2686,316.2686,298.6054,304.9249,908904.0
2021-04-21,302.3834,311.0383,298.9587,310.8224,730807.0
2021-04-22,312.8341,314.0116,303.9338,304.1889,851649.0
2021-04-23,307.8982,314.5513,305.6216,312.9715,716597.0
2021-04-24,307.8982,314.5513,305.6216,312.9715,716597.0
2021-04-25,307.8982,314.5513,305.6216,312.9715,716597.0
2021-04-26,314.4336,320.3998,314.3992,318.8886,547894.0
2021-04-27,316.6807,319.0064,312.0589,318.7414,606560.0
2021-04-28,317.4952,321.754,316.4452,318.7709,545445.0
2021-04-29,325.11,325.11,310.0178,321.2045,823050.0
2021-04-30,317.191,320.3115,313.5112,313.9626,559756.0
2021-05-01,317.191,320.3115,313.5112,313.9626,559756.0
2021-05-02,317.191,320.3115,313.5112,313.9626,559756.0
2021-05-03,318.5059,322.3624,313.5259,315.7779,457473.0
2021-05-04,315.0223,324.4672,311.4897,323.7754,849944.0
2021-05-05,324.5605,330.458,318.0349,326.4838,706573.0
2021-05-06,326.4838,336.542,325.5516,336.1691,699642.0
2021-05-07,335.4822,341.89,330.4678,340.8302,531906.0
2021-05-08,335.4822,341.89,330.4678,340.8302,531906.0
2021-05-09,335.4822,341.89,330.4678,340.8302,531906.0
2021-05-10,341.9783,347.9641,340.2905,341.625,796032.0
2021-05-11,335.8452,338.866,329.7024,333.9612,697353.0
2021-05-12,333.971,336.8657,321.8815,323.1278,584717.0
2021-05-13,324.4034,332.9014,322.0287,326.8272,573504.0
2021-05-14,330.8505,336.856,328.4071,335.3939,477883.0
2021-05-15,330.8505,336.856,328.4071,335.3939,477883.0
2021-05-16,330.8505,336.856,328.4071,335.3939,477883.0
