,EBSB US Equity,EBSB US Equity,EBSB US Equity,EBSB US Equity,EBSB US Equity
2021-03-14,18.9623,19.2578,18.7358,19.0116,104849.0
2021-03-15,19.0805,19.0805,18.391,18.7161,127609.0
2021-03-16,18.5191,18.7679,18.2235,18.6373,126737.0
2021-03-17,18.8056,18.9618,18.3013,18.7759,103074.0
2021-03-18,18.964,19.2215,18.5283,18.6769,147959.0
2021-03-19,18.3699,18.9938,18.3006,18.9244,627827.0
2021-03-20,18.3699,18.9938,18.3006,18.9244,627827.0
2021-03-21,18.3699,18.9938,18.3006,18.9244,627827.0
2021-03-22,18.8254,18.8254,18.0926,18.4392,131450.0
2021-03-23,18.2411,18.568,17.8054,17.944,117134.0
2021-03-24,18.1619,18.766,17.8846,17.8846,97966.0
2021-03-25,17.845,18.4293,17.7064,18.3303,104448.0
2021-03-26,18.6373,18.8749,18.4491,18.8749,78372.0
2021-03-27,18.6373,18.8749,18.4491,18.8749,78372.0
2021-03-28,18.6373,18.8749,18.4491,18.8749,78372.0
2021-03-29,18.8205,18.9145,18.251,18.3402,84415.0
2021-03-30,18.5283,18.8254,18.3763,18.5085,69237.0
2021-03-31,18.4689,18.865,18.1916,18.2411,203177.0
2021-04-01,18.459,18.8947,18.053,18.459,103012.0
2021-04-02,18.459,18.8947,18.053,18.459,103012.0
2021-04-03,18.459,18.8947,18.053,18.459,103012.0
2021-04-04,18.459,18.8947,18.053,18.459,103012.0
2021-04-05,18.5679,18.6373,18.3897,18.6075,76180.0
2021-04-06,18.4095,18.6571,18.2906,18.3897,82458.0
2021-04-07,18.4491,18.5382,18.1619,18.251,94977.0
2021-04-08,18.1124,18.5828,17.9342,18.3105,97650.0
2021-04-09,18.3798,18.4689,18.2312,18.2708,94305.0
2021-04-10,18.3798,18.4689,18.2312,18.2708,94305.0
2021-04-11,18.3798,18.4689,18.2312,18.2708,94305.0
2021-04-12,18.3402,18.4887,18.2609,18.2807,70277.0
2021-04-13,18.2708,18.4392,17.8648,17.8846,339533.0
2021-04-14,17.9044,18.3402,17.9044,18.2312,74479.0
2021-04-15,18.3204,18.3204,17.8351,18.251,64302.0
2021-04-16,18.3798,18.4491,18.0728,18.1966,89486.0
2021-04-17,18.3798,18.4491,18.0728,18.1966,89486.0
2021-04-18,18.3798,18.4491,18.0728,18.1966,89486.0
2021-04-19,18.1322,18.2708,17.944,18.0926,112618.0
2021-04-20,17.9738,18.0629,17.5776,17.5875,218873.0
2021-04-21,17.6371,17.8153,17.4489,17.746,80343.0
2021-04-22,17.6073,17.8252,17.0825,17.647,279691.0
2021-04-23,19.8553,22.6281,19.8553,21.7071,4703613.0
2021-04-24,19.8553,22.6281,19.8553,21.7071,4703613.0
2021-04-25,19.8553,22.6281,19.8553,21.7071,4703613.0
2021-04-26,21.4002,22.6082,21.4002,22.2221,1153183.0
2021-04-27,21.9844,22.44,21.8755,22.3607,800655.0
2021-04-28,22.5093,22.7457,22.3261,22.4301,636353.0
2021-04-29,22.3805,22.7271,22.0339,22.1924,621587.0
2021-04-30,21.9844,22.1231,21.8062,21.8953,806630.0
2021-05-01,21.9844,22.1231,21.8062,21.8953,806630.0
2021-05-02,21.9844,22.1231,21.8062,21.8953,806630.0
2021-05-03,21.9943,22.2518,21.8012,22.1924,548178.0
2021-05-04,22.1132,22.5984,21.7171,22.024,890329.0
2021-05-05,22.0141,22.6281,21.5982,21.7071,610541.0
2021-05-06,21.6081,21.7864,21.3407,21.7071,448986.0
2021-05-07,21.3259,21.5883,21.2219,21.3308,546931.0
2021-05-08,21.3259,21.5883,21.2219,21.3308,546931.0
2021-05-09,21.3259,21.5883,21.2219,21.3308,546931.0
2021-05-10,21.826,21.8359,21.113,21.1724,371456.0
2021-05-11,20.8951,21.2219,20.6228,20.7961,397747.0
2021-05-12,20.8357,21.0437,20.291,20.3405,275064.0
2021-05-13,20.2712,21.0486,20.2217,20.9347,763893.0
2021-05-14,21.0833,21.4992,20.9446,21.4695,351601.0
2021-05-15,21.0833,21.4992,20.9446,21.4695,351601.0
2021-05-16,21.0833,21.4992,20.9446,21.4695,351601.0
2021-05-17,20.9248,21.6081,20.9248,21.5091,426963.0
2021-05-18,21.2863,21.5487,20.9842,21.0238,269789.0
2021-05-19,20.7367,20.9842,20.4495,20.8753,572664.0
2021-05-20,20.8753,21.1229,20.6178,21.0932,242689.0
2021-05-21,21.2813,21.4398,21.1328,21.3605,120564.0
2021-05-22,21.2813,21.4398,21.1328,21.3605,120564.0
2021-05-23,21.2813,21.4398,21.1328,21.3605,120564.0
2021-05-24,21.3903,21.3903,21.1229,21.1526,142094.0
2021-05-25,21.1427,21.3804,20.5881,20.5881,296969.0
2021-05-26,20.7961,21.2021,20.4594,21.1823,210438.0
2021-05-27,20.9644,21.7864,20.7961,21.7171,218730.0
2021-05-28,21.7864,21.9646,21.5289,21.8359,191574.0
2021-05-29,21.7864,21.9646,21.5289,21.8359,191574.0
2021-05-30,21.7864,21.9646,21.5289,21.8359,191574.0
2021-05-31,21.7864,21.9646,21.5289,21.8359,191574.0
2021-06-01,21.9547,22.1726,21.5586,21.9547,201140.0
2021-06-02,22.0934,22.0934,21.5487,21.5982,172019.0
2021-06-03,21.5487,21.8557,21.3705,21.7864,216896.0
2021-06-04,21.7864,21.925,21.5089,21.7468,145428.0
2021-06-05,21.7864,21.925,21.5089,21.7468,145428.0
2021-06-06,21.7864,21.925,21.5089,21.7468,145428.0
2021-06-07,21.8854,21.9547,21.5091,21.9349,264589.0
2021-06-08,21.8656,21.9547,21.6675,21.8656,243670.0
2021-06-09,21.7666,21.8755,21.5587,21.6477,243599.0
2021-06-10,22.2023,22.2023,21.4101,21.4596,273781.0
2021-06-11,21.5091,21.6477,21.1427,21.2417,285434.0
2021-06-12,21.5091,21.6477,21.1427,21.2417,285434.0
2021-06-13,21.5091,21.6477,21.1427,21.2417,285434.0
2021-06-14,21.1328,21.42,20.905,21.0833,166844.0
2021-06-15,21.1031,21.623,20.9842,21.3804,197357.0
2021-06-16,21.2311,21.9077,21.1117,21.7883,197889.0
2021-06-17,21.5694,21.9077,21.0023,21.0918,225588.0
2021-06-18,20.7038,20.9327,20.1666,20.2263,350185.0
2021-06-19,20.7038,20.9327,20.1666,20.2263,350185.0
2021-06-20,20.7038,20.9327,20.1666,20.2263,350185.0
2021-06-21,20.4949,21.1615,20.4452,20.8431,347896.0
2021-06-22,20.8033,20.8829,20.4849,20.863,142143.0
2021-06-23,20.9128,21.0222,20.7735,20.8531,259340.0
2021-06-24,20.9923,21.0819,20.7934,21.062,346434.0
2021-06-25,21.1814,21.3505,21.0023,21.0819,890342.0
2021-06-26,21.1814,21.3505,21.0023,21.0819,890342.0
2021-06-27,21.1814,21.3505,21.0023,21.0819,890342.0
2021-06-28,20.9426,21.0769,20.2362,20.3059,227289.0
2021-06-29,20.3556,20.8879,20.1566,20.2362,176038.0
2021-06-30,20.087,20.5148,20.087,20.3556,214413.0
2021-07-01,20.6043,20.6541,20.3357,20.3855,304718.0
2021-07-02,20.3954,20.475,20.1367,20.1367,187380.0
2021-07-03,20.3954,20.475,20.1367,20.1367,187380.0
2021-07-04,20.3954,20.475,20.1367,20.1367,187380.0
2021-07-05,20.3954,20.475,20.1367,20.1367,187380.0
2021-07-06,20.0472,20.0571,19.3508,19.4304,211269.0
2021-07-07,19.2513,19.6293,19.1319,19.3707,129738.0
2021-07-08,18.9528,19.3209,18.7737,18.9628,141042.0
2021-07-09,19.3707,19.5497,19.1717,19.4304,152718.0
2021-07-10,19.3707,19.5497,19.1717,19.4304,152718.0
2021-07-11,19.3707,19.5497,19.1717,19.4304,152718.0
2021-07-12,19.2214,19.4901,19.1219,19.4602,189346.0
2021-07-13,19.4105,19.4105,18.9926,19.2214,165877.0
2021-07-14,19.2811,19.4801,19.1816,19.3209,99470.0
2021-07-15,19.1518,19.6592,19.0224,19.6293,175209.0
2021-07-16,20.1168,20.1168,19.2413,19.2413,272051.0
2021-07-17,20.1168,20.1168,19.2413,19.2413,272051.0
2021-07-18,20.1168,20.1168,19.2413,19.2413,272051.0
2021-07-19,18.724,19.0921,18.5548,18.8832,220189.0
2021-07-20,19.0274,19.7388,18.8832,19.0523,323352.0
2021-07-21,19.3209,19.5995,19.1617,19.1617,144873.0
2021-07-22,18.9926,18.9926,18.5449,18.7339,104190.0
2021-07-23,18.8832,19.0523,18.6543,18.8633,167996.0
2021-07-24,18.8832,19.0523,18.6543,18.8633,167996.0
2021-07-25,18.8832,19.0523,18.6543,18.8633,167996.0
2021-07-26,18.8633,19.2115,18.8633,19.0026,142334.0
2021-07-27,18.923,18.9926,18.6245,18.7936,112538.0
2021-07-28,18.8235,19.2612,18.7041,19.0423,180522.0
2021-07-29,19.2314,19.3309,18.9429,19.1916,123973.0
2021-07-30,19.102,19.4005,18.8931,19.0125,201105.0
2021-07-31,19.102,19.4005,18.8931,19.0125,201105.0
2021-08-01,19.102,19.4005,18.8931,19.0125,201105.0
2021-08-02,19.1219,19.4702,18.6892,19.2214,160379.0
2021-08-03,19.2513,19.4702,18.9628,19.3906,159093.0
2021-08-04,19.1418,19.4005,19.0622,19.112,172350.0
2021-08-05,19.2314,19.4304,19.1717,19.311,229910.0
2021-08-06,19.6094,20.1069,19.4105,19.8681,279759.0
2021-08-07,19.6094,20.1069,19.4105,19.8681,279759.0
2021-08-08,19.6094,20.1069,19.4105,19.8681,279759.0
2021-08-09,19.8582,20.0472,19.5749,19.8184,133642.0
2021-08-10,19.7487,20.5347,19.5597,20.4849,360988.0
2021-08-11,20.5446,20.7536,20.3158,20.5944,168352.0
2021-08-12,20.6143,20.7138,20.3656,20.5944,167730.0
2021-08-13,20.6143,20.7934,20.4253,20.4551,369028.0
2021-08-14,20.6143,20.7934,20.4253,20.4551,369028.0
2021-08-15,20.6143,20.7934,20.4253,20.4551,369028.0
2021-08-16,20.2959,20.5944,20.0173,20.5546,165315.0
2021-08-17,20.4054,20.6143,20.1268,20.3059,424673.0
2021-08-18,20.2561,20.5048,20.087,20.1168,265213.0
2021-08-19,19.9079,20.276,19.7985,20.2462,320207.0
2021-08-20,20.1367,20.8033,19.9776,20.8033,181668.0
2021-08-21,20.1367,20.8033,19.9776,20.8033,181668.0
2021-08-22,20.1367,20.8033,19.9776,20.8033,181668.0
2021-08-23,20.8929,21.1018,20.8232,21.0122,201392.0
2021-08-24,20.9923,21.1117,20.7138,20.8133,204939.0
2021-08-25,20.7934,21.062,20.7884,20.7934,152002.0
2021-08-26,20.9028,20.9824,20.5347,20.5347,145231.0
2021-08-27,20.5745,21.0122,20.5745,20.9824,288249.0
2021-08-28,20.5745,21.0122,20.5745,20.9824,288249.0
2021-08-29,20.5745,21.0122,20.5745,20.9824,288249.0
2021-08-30,20.9426,20.9426,20.4153,20.475,114812.0
2021-08-31,20.5347,20.8033,20.475,20.674,80453.0
2021-09-01,20.7635,20.7635,20.4253,20.5546,182432.0
2021-09-02,20.5446,20.7536,20.4651,20.4849,101167.0
2021-09-03,20.858,20.858,20.2263,20.3556,60323.0
2021-09-04,20.858,20.858,20.2263,20.3556,60323.0
2021-09-05,20.858,20.858,20.2263,20.3556,60323.0
2021-09-06,20.858,20.858,20.2263,20.3556,60323.0
2021-09-07,20.4054,20.6143,20.0721,20.087,222438.0
2021-09-08,19.9477,20.1964,19.8383,19.9676,235867.0
2021-09-09,19.888,20.1268,19.6841,19.7388,125907.0
2021-09-10,19.9378,20.082,19.2214,19.2314,224415.0
2021-09-11,19.9378,20.082,19.2214,19.2314,224415.0
2021-09-12,19.9378,20.082,19.2214,19.2314,224415.0
2021-09-13,19.4005,19.5895,19.1219,19.3707,120537.0
2021-09-14,19.3806,19.3806,18.7638,18.8533,68540.0
2021-09-15,18.8334,19.112,18.8135,19.0324,305505.0
2021-09-16,19.0523,19.4005,18.8633,19.1319,194410.0
2021-09-17,19.301,19.5199,18.923,19.5,453669.0
2021-09-18,19.301,19.5199,18.923,19.5,453669.0
2021-09-19,19.301,19.5199,18.923,19.5,453669.0
2021-09-20,18.97,19.59,18.73,19.01,300702.0
2021-09-21,19.15,19.3,18.91,19.07,111269.0
2021-09-22,19.22,19.6,19.21,19.42,72487.0
2021-09-23,19.58,20.28,19.58,20.14,307834.0
2021-09-24,20.04,20.55,20.04,20.23,318882.0
2021-09-25,20.04,20.55,20.04,20.23,318882.0
2021-09-26,20.04,20.55,20.04,20.23,318882.0
2021-09-27,20.27,21.265,20.25,20.85,459336.0
2021-09-28,20.95,20.98,20.47,20.64,252608.0
2021-09-29,20.62,21.17,20.23,21.16,162961.0
2021-09-30,21.25,21.34,20.73,20.76,185838.0
2021-10-01,20.85,21.84,20.69,21.61,233870.0
2021-10-02,20.85,21.84,20.69,21.61,233870.0
2021-10-03,20.85,21.84,20.69,21.61,233870.0
2021-10-04,21.64,21.89,21.22,21.67,124634.0
2021-10-05,21.84,21.84,21.16,21.2,398306.0
2021-10-06,21.02,21.42,20.77,21.42,190581.0
2021-10-07,21.63,22.0,21.44,21.99,391790.0
2021-10-08,21.91,22.3,21.89,22.21,143518.0
2021-10-09,21.91,22.3,21.89,22.21,143518.0
2021-10-10,21.91,22.3,21.89,22.21,143518.0
2021-10-11,22.33,22.49,22.05,22.36,135735.0
2021-10-12,22.29,22.46,22.1,22.2,331082.0
2021-10-13,22.18,22.18,21.68,21.8,169599.0
2021-10-14,22.05,22.05,21.7,21.89,376978.0
2021-10-15,22.41,22.692,21.94,21.99,215304.0
2021-10-16,22.41,22.692,21.94,21.99,215304.0
2021-10-17,22.41,22.692,21.94,21.99,215304.0
2021-10-18,21.88,22.22,21.88,22.22,205721.0
2021-10-19,22.35,22.44,21.87,22.4,220725.0
2021-10-20,22.34,23.11,22.34,23.1,584846.0
2021-10-21,23.11,23.21,22.73,22.79,250911.0
2021-10-22,22.74,23.28,22.55,23.22,550140.0
2021-10-23,22.74,23.28,22.55,23.22,550140.0
2021-10-24,22.74,23.28,22.55,23.22,550140.0
2021-10-25,23.22,23.22,22.225,22.83,235436.0
2021-10-26,22.83,22.83,22.45,22.54,318274.0
2021-10-27,22.42,22.54,22.06,22.24,137407.0
2021-10-28,22.32,23.16,22.13,23.12,221508.0
2021-10-29,23.22,23.29,23.0,23.2,124727.0
2021-10-30,23.22,23.29,23.0,23.2,124727.0
2021-10-31,23.22,23.29,23.0,23.2,124727.0
2021-11-01,23.39,24.05,23.34,24.02,257592.0
2021-11-02,24.05,24.2,23.8,24.05,285499.0
2021-11-03,23.95,25.02,23.82,24.85,372341.0
2021-11-04,24.85,24.85,24.17,24.58,176017.0
2021-11-05,24.79,25.17,24.24,24.78,285585.0
2021-11-06,24.79,25.17,24.24,24.78,285585.0
2021-11-07,24.79,25.17,24.24,24.78,285585.0
2021-11-08,24.98,25.72,24.98,25.23,283603.0
2021-11-09,25.05,25.35,24.74,25.16,199563.0
2021-11-10,25.13,25.46,24.3,24.32,641794.0
2021-11-11,24.35,24.97,24.25,24.65,271940.0
2021-11-12,24.6,24.95,23.89,24.15,1382810.0
2021-11-13,24.6,24.95,23.89,24.15,1382810.0
2021-11-14,24.6,24.95,23.89,24.15,1382810.0
2021-11-15,24.6,24.95,23.89,24.15,1382810.0
2021-11-16,24.6,24.95,23.89,24.15,1382810.0
2021-11-17,24.6,24.95,23.89,24.15,1382810.0
2021-11-18,24.6,24.95,23.89,24.15,1382810.0
2021-11-19,24.6,24.95,23.89,24.15,1382810.0
2021-11-20,24.6,24.95,23.89,24.15,1382810.0
2021-11-21,24.6,24.95,23.89,24.15,1382810.0
2021-11-22,24.6,24.95,23.89,24.15,1382810.0
2021-11-23,24.6,24.95,23.89,24.15,1382810.0
2021-11-24,24.6,24.95,23.89,24.15,1382810.0
2021-11-25,24.6,24.95,23.89,24.15,1382810.0
2021-11-26,24.6,24.95,23.89,24.15,1382810.0
2021-11-27,24.6,24.95,23.89,24.15,1382810.0
2021-11-28,24.6,24.95,23.89,24.15,1382810.0
2021-11-29,24.6,24.95,23.89,24.15,1382810.0
2021-11-30,24.6,24.95,23.89,24.15,1382810.0
2021-12-01,24.6,24.95,23.89,24.15,1382810.0
2021-12-02,24.6,24.95,23.89,24.15,1382810.0
2021-12-03,24.6,24.95,23.89,24.15,1382810.0
2021-12-04,24.6,24.95,23.89,24.15,1382810.0
2021-12-05,24.6,24.95,23.89,24.15,1382810.0
2021-12-06,24.6,24.95,23.89,24.15,1382810.0
2021-12-07,24.6,24.95,23.89,24.15,1382810.0
2021-12-08,24.6,24.95,23.89,24.15,1382810.0
2021-12-09,24.6,24.95,23.89,24.15,1382810.0
2021-12-10,24.6,24.95,23.89,24.15,1382810.0
2021-12-11,24.6,24.95,23.89,24.15,1382810.0
2021-12-12,24.6,24.95,23.89,24.15,1382810.0
2021-12-13,24.6,24.95,23.89,24.15,1382810.0
2021-12-14,24.6,24.95,23.89,24.15,1382810.0
2021-12-15,24.6,24.95,23.89,24.15,1382810.0
2021-12-16,24.6,24.95,23.89,24.15,1382810.0
2021-12-17,24.6,24.95,23.89,24.15,1382810.0
2021-12-18,24.6,24.95,23.89,24.15,1382810.0
2021-12-19,24.6,24.95,23.89,24.15,1382810.0
2021-12-20,24.6,24.95,23.89,24.15,1382810.0
2021-12-21,24.6,24.95,23.89,24.15,1382810.0
2021-12-22,24.6,24.95,23.89,24.15,1382810.0
2021-12-23,24.6,24.95,23.89,24.15,1382810.0
2021-12-24,24.6,24.95,23.89,24.15,1382810.0
2021-12-25,24.6,24.95,23.89,24.15,1382810.0
2021-12-26,24.6,24.95,23.89,24.15,1382810.0
2021-12-27,24.6,24.95,23.89,24.15,1382810.0
2021-12-28,24.6,24.95,23.89,24.15,1382810.0
2021-12-29,24.6,24.95,23.89,24.15,1382810.0
2021-12-30,24.6,24.95,23.89,24.15,1382810.0
2021-12-31,24.6,24.95,23.89,24.15,1382810.0
2022-01-01,24.6,24.95,23.89,24.15,1382810.0
2022-01-02,24.6,24.95,23.89,24.15,1382810.0
2022-01-03,24.6,24.95,23.89,24.15,1382810.0
2022-01-04,24.6,24.95,23.89,24.15,1382810.0
2022-01-05,24.6,24.95,23.89,24.15,1382810.0
2022-01-06,24.6,24.95,23.89,24.15,1382810.0
2022-01-07,24.6,24.95,23.89,24.15,1382810.0
2022-01-08,24.6,24.95,23.89,24.15,1382810.0
2022-01-09,24.6,24.95,23.89,24.15,1382810.0
2022-01-10,24.6,24.95,23.89,24.15,1382810.0
2022-01-11,24.6,24.95,23.89,24.15,1382810.0
2022-01-12,24.6,24.95,23.89,24.15,1382810.0
2022-01-13,24.6,24.95,23.89,24.15,1382810.0
2022-01-14,24.6,24.95,23.89,24.15,1382810.0
2022-01-15,24.6,24.95,23.89,24.15,1382810.0
2022-01-16,24.6,24.95,23.89,24.15,1382810.0
2022-01-17,24.6,24.95,23.89,24.15,1382810.0
2022-01-18,24.6,24.95,23.89,24.15,1382810.0
2022-01-19,24.6,24.95,23.89,24.15,1382810.0
2022-01-20,24.6,24.95,23.89,24.15,1382810.0
2022-01-21,24.6,24.95,23.89,24.15,1382810.0
2022-01-22,24.6,24.95,23.89,24.15,1382810.0
2022-01-23,24.6,24.95,23.89,24.15,1382810.0
2022-01-24,24.6,24.95,23.89,24.15,1382810.0
2022-01-25,24.6,24.95,23.89,24.15,1382810.0
2022-01-26,24.6,24.95,23.89,24.15,1382810.0
2022-01-27,24.6,24.95,23.89,24.15,1382810.0
2022-01-28,24.6,24.95,23.89,24.15,1382810.0
2022-01-29,24.6,24.95,23.89,24.15,1382810.0
2022-01-30,24.6,24.95,23.89,24.15,1382810.0
2022-01-31,24.6,24.95,23.89,24.15,1382810.0
2022-02-01,24.6,24.95,23.89,24.15,1382810.0
2022-02-02,24.6,24.95,23.89,24.15,1382810.0
2022-02-03,24.6,24.95,23.89,24.15,1382810.0
2022-02-04,24.6,24.95,23.89,24.15,1382810.0
2022-02-05,24.6,24.95,23.89,24.15,1382810.0
2022-02-06,24.6,24.95,23.89,24.15,1382810.0
2022-02-07,24.6,24.95,23.89,24.15,1382810.0
2022-02-08,24.6,24.95,23.89,24.15,1382810.0
2022-02-09,24.6,24.95,23.89,24.15,1382810.0
2022-02-10,24.6,24.95,23.89,24.15,1382810.0
2022-02-11,24.6,24.95,23.89,24.15,1382810.0
2022-02-12,24.6,24.95,23.89,24.15,1382810.0
2022-02-13,24.6,24.95,23.89,24.15,1382810.0
2022-02-14,24.6,24.95,23.89,24.15,1382810.0
2022-02-15,24.6,24.95,23.89,24.15,1382810.0
2022-02-16,24.6,24.95,23.89,24.15,1382810.0
2022-02-17,24.6,24.95,23.89,24.15,1382810.0
2022-02-18,24.6,24.95,23.89,24.15,1382810.0
2022-02-19,24.6,24.95,23.89,24.15,1382810.0
2022-02-20,24.6,24.95,23.89,24.15,1382810.0
2022-02-21,24.6,24.95,23.89,24.15,1382810.0
2022-02-22,24.6,24.95,23.89,24.15,1382810.0
2022-02-23,24.6,24.95,23.89,24.15,1382810.0
2022-02-24,24.6,24.95,23.89,24.15,1382810.0
2022-02-25,24.6,24.95,23.89,24.15,1382810.0
2022-02-26,24.6,24.95,23.89,24.15,1382810.0
2022-02-27,24.6,24.95,23.89,24.15,1382810.0
2022-02-28,24.6,24.95,23.89,24.15,1382810.0
2022-03-01,24.6,24.95,23.89,24.15,1382810.0
2022-03-02,24.6,24.95,23.89,24.15,1382810.0
2022-03-03,24.6,24.95,23.89,24.15,1382810.0
2022-03-04,24.6,24.95,23.89,24.15,1382810.0
2022-03-05,24.6,24.95,23.89,24.15,1382810.0
2022-03-06,24.6,24.95,23.89,24.15,1382810.0
2022-03-07,24.6,24.95,23.89,24.15,1382810.0
2022-03-08,24.6,24.95,23.89,24.15,1382810.0
2022-03-09,24.6,24.95,23.89,24.15,1382810.0
2022-03-10,24.6,24.95,23.89,24.15,1382810.0
2022-03-11,24.6,24.95,23.89,24.15,1382810.0
2022-03-12,24.6,24.95,23.89,24.15,1382810.0
2022-03-13,24.6,24.95,23.89,24.15,1382810.0
2022-03-14,24.6,24.95,23.89,24.15,1382810.0
2022-03-15,24.6,24.95,23.89,24.15,1382810.0
2022-03-16,24.6,24.95,23.89,24.15,1382810.0
2022-03-17,24.6,24.95,23.89,24.15,1382810.0
2022-03-18,24.6,24.95,23.89,24.15,1382810.0
2022-03-19,24.6,24.95,23.89,24.15,1382810.0
2022-03-20,24.6,24.95,23.89,24.15,1382810.0
2022-03-21,24.6,24.95,23.89,24.15,1382810.0
2022-03-22,24.6,24.95,23.89,24.15,1382810.0
2022-03-23,24.6,24.95,23.89,24.15,1382810.0
2022-03-24,24.6,24.95,23.89,24.15,1382810.0
2022-03-25,24.6,24.95,23.89,24.15,1382810.0
2022-03-26,24.6,24.95,23.89,24.15,1382810.0
2022-03-27,24.6,24.95,23.89,24.15,1382810.0
2022-03-28,24.6,24.95,23.89,24.15,1382810.0
2022-03-29,24.6,24.95,23.89,24.15,1382810.0
2022-03-30,24.6,24.95,23.89,24.15,1382810.0
2022-03-31,24.6,24.95,23.89,24.15,1382810.0
2022-04-01,24.6,24.95,23.89,24.15,1382810.0
2022-04-02,24.6,24.95,23.89,24.15,1382810.0
2022-04-03,24.6,24.95,23.89,24.15,1382810.0
2022-04-04,24.6,24.95,23.89,24.15,1382810.0
2022-04-05,24.6,24.95,23.89,24.15,1382810.0
2022-04-06,24.6,24.95,23.89,24.15,1382810.0
2022-04-07,24.6,24.95,23.89,24.15,1382810.0
2022-04-08,24.6,24.95,23.89,24.15,1382810.0
2022-04-09,24.6,24.95,23.89,24.15,1382810.0
2022-04-10,24.6,24.95,23.89,24.15,1382810.0
2022-04-11,24.6,24.95,23.89,24.15,1382810.0
2022-04-12,24.6,24.95,23.89,24.15,1382810.0
2022-04-13,24.6,24.95,23.89,24.15,1382810.0
2022-04-14,24.6,24.95,23.89,24.15,1382810.0
2022-04-15,24.6,24.95,23.89,24.15,1382810.0
2022-04-16,24.6,24.95,23.89,24.15,1382810.0
2022-04-17,24.6,24.95,23.89,24.15,1382810.0
2022-04-18,24.6,24.95,23.89,24.15,1382810.0
2022-04-19,24.6,24.95,23.89,24.15,1382810.0
2022-04-20,24.6,24.95,23.89,24.15,1382810.0
2022-04-21,24.6,24.95,23.89,24.15,1382810.0
2022-04-22,24.6,24.95,23.89,24.15,1382810.0
2022-04-23,24.6,24.95,23.89,24.15,1382810.0
2022-04-24,24.6,24.95,23.89,24.15,1382810.0
2022-04-25,24.6,24.95,23.89,24.15,1382810.0
2022-04-26,24.6,24.95,23.89,24.15,1382810.0
2022-04-27,24.6,24.95,23.89,24.15,1382810.0
2022-04-28,24.6,24.95,23.89,24.15,1382810.0
2022-04-29,24.6,24.95,23.89,24.15,1382810.0
2022-04-30,24.6,24.95,23.89,24.15,1382810.0
2022-05-01,24.6,24.95,23.89,24.15,1382810.0
2022-05-02,24.6,24.95,23.89,24.15,1382810.0
2022-05-03,24.6,24.95,23.89,24.15,1382810.0
2022-05-04,24.6,24.95,23.89,24.15,1382810.0
2022-05-05,24.6,24.95,23.89,24.15,1382810.0
2022-05-06,24.6,24.95,23.89,24.15,1382810.0
2022-05-07,24.6,24.95,23.89,24.15,1382810.0
2022-05-08,24.6,24.95,23.89,24.15,1382810.0
2022-05-09,24.6,24.95,23.89,24.15,1382810.0
2022-05-10,24.6,24.95,23.89,24.15,1382810.0
2022-05-11,24.6,24.95,23.89,24.15,1382810.0
2022-05-12,24.6,24.95,23.89,24.15,1382810.0
2022-05-13,24.6,24.95,23.89,24.15,1382810.0
2022-05-14,24.6,24.95,23.89,24.15,1382810.0
2022-05-15,24.6,24.95,23.89,24.15,1382810.0
2022-05-16,24.6,24.95,23.89,24.15,1382810.0
2022-05-17,24.6,24.95,23.89,24.15,1382810.0
2022-05-18,24.6,24.95,23.89,24.15,1382810.0
2022-05-19,24.6,24.95,23.89,24.15,1382810.0
2022-05-20,24.6,24.95,23.89,24.15,1382810.0
2022-05-21,24.6,24.95,23.89,24.15,1382810.0
2022-05-22,24.6,24.95,23.89,24.15,1382810.0
2022-05-23,24.6,24.95,23.89,24.15,1382810.0
2022-05-24,24.6,24.95,23.89,24.15,1382810.0
2022-05-25,24.6,24.95,23.89,24.15,1382810.0
2022-05-26,24.6,24.95,23.89,24.15,1382810.0
2022-05-27,24.6,24.95,23.89,24.15,1382810.0
2022-05-28,24.6,24.95,23.89,24.15,1382810.0
2022-05-29,24.6,24.95,23.89,24.15,1382810.0
2022-05-30,24.6,24.95,23.89,24.15,1382810.0
2022-05-31,24.6,24.95,23.89,24.15,1382810.0
2022-06-01,24.6,24.95,23.89,24.15,1382810.0
2022-06-02,24.6,24.95,23.89,24.15,1382810.0
2022-06-03,24.6,24.95,23.89,24.15,1382810.0
2022-06-04,24.6,24.95,23.89,24.15,1382810.0
2022-06-05,24.6,24.95,23.89,24.15,1382810.0
2022-06-06,24.6,24.95,23.89,24.15,1382810.0
2022-06-07,24.6,24.95,23.89,24.15,1382810.0
2022-06-08,24.6,24.95,23.89,24.15,1382810.0
2022-06-09,24.6,24.95,23.89,24.15,1382810.0
2022-06-10,24.6,24.95,23.89,24.15,1382810.0
2022-06-11,24.6,24.95,23.89,24.15,1382810.0
2022-06-12,24.6,24.95,23.89,24.15,1382810.0
2022-06-13,24.6,24.95,23.89,24.15,1382810.0
2022-06-14,24.6,24.95,23.89,24.15,1382810.0
2022-06-15,24.6,24.95,23.89,24.15,1382810.0
2022-06-16,24.6,24.95,23.89,24.15,1382810.0
2022-06-17,24.6,24.95,23.89,24.15,1382810.0
2022-06-18,24.6,24.95,23.89,24.15,1382810.0
2022-06-19,24.6,24.95,23.89,24.15,1382810.0
2022-06-20,24.6,24.95,23.89,24.15,1382810.0
2022-06-21,24.6,24.95,23.89,24.15,1382810.0
