,EXC US Equity,EXC US Equity,EXC US Equity,EXC US Equity,EXC US Equity
2021-03-01,24.9113,25.4473,24.8857,25.0836,5352471.0
2021-03-02,25.0708,25.3324,25.058,25.0836,5770412.0
2021-03-03,24.9559,25.3579,24.79,25.2239,6195791.0
2021-03-04,25.358,25.862,25.0963,25.3771,8148160.0
2021-03-05,25.4689,25.6267,25.2112,25.5398,7839455.0
2021-03-06,25.4689,25.6267,25.2112,25.5398,7839455.0
2021-03-07,25.4689,25.6267,25.2112,25.5398,7839455.0
2021-03-08,25.5076,26.5255,25.4174,26.2163,8934866.0
2021-03-09,26.4289,26.8735,26.1196,26.7575,7141554.0
2021-03-10,26.8541,27.1118,26.59,26.9701,7559409.0
2021-03-11,26.925,27.5113,26.8606,27.0796,6022652.0
2021-03-12,27.2939,27.492,27.0861,27.4404,4769778.0
2021-03-13,27.2939,27.492,27.0861,27.4404,4769778.0
2021-03-14,27.2939,27.492,27.0861,27.4404,4769778.0
2021-03-15,27.6208,27.9559,27.4759,27.9365,4998126.0
2021-03-16,27.769,28.0396,27.6079,27.9365,5602565.0
2021-03-17,28.0203,28.0203,27.5435,27.6853,5474585.0
2021-03-18,27.5242,27.8914,27.3953,27.5113,5787709.0
2021-03-19,27.6079,27.8592,27.1827,27.6853,8446203.0
2021-03-20,27.6079,27.8592,27.1827,27.6853,8446203.0
2021-03-21,27.6079,27.8592,27.1827,27.6853,8446203.0
2021-03-22,27.5435,27.6963,27.376,27.5693,5309028.0
2021-03-23,27.6302,27.7948,27.3986,27.5757,4836783.0
2021-03-24,27.5049,27.9881,27.4662,27.6595,4431182.0
2021-03-25,27.8979,28.0783,27.5886,27.943,4192004.0
2021-03-26,28.0203,28.1234,27.7175,28.0461,3996148.0
2021-03-27,28.0203,28.1234,27.7175,28.0461,3996148.0
2021-03-28,28.0203,28.1234,27.7175,28.0461,3996148.0
2021-03-29,27.8657,28.336,27.8657,28.1878,4392283.0
2021-03-30,28.0461,28.1234,27.7626,28.0267,4295380.0
2021-03-31,27.9365,28.278,27.8979,28.1814,6001845.0
2021-04-01,28.162,28.3359,28.0332,28.2909,4118308.0
2021-04-02,28.162,28.3359,28.0332,28.2909,4118308.0
2021-04-03,28.162,28.3359,28.0332,28.2909,4118308.0
2021-04-04,28.162,28.3359,28.0332,28.2909,4118308.0
2021-04-05,28.3553,28.8289,28.3167,28.6581,4461440.0
2021-04-06,28.5808,28.8096,28.4649,28.7097,4047318.0
2021-04-07,28.787,29.0383,28.7355,28.961,4601898.0
2021-04-08,29.0318,29.1736,28.9094,28.9287,5962336.0
2021-04-09,28.9094,29.0705,28.8096,28.8836,4408222.0
2021-04-10,28.9094,29.0705,28.8096,28.8836,4408222.0
2021-04-11,28.9094,29.0705,28.8096,28.8836,4408222.0
2021-04-12,28.9932,29.122,28.7483,28.8257,4639972.0
2021-04-13,28.7355,29.1994,28.671,29.1027,5224584.0
2021-04-14,29.1414,29.2896,29.019,29.2831,3855653.0
2021-04-15,29.2638,29.5376,29.1671,29.4893,5927163.0
2021-04-16,29.6504,29.8726,29.5086,29.7406,4956888.0
2021-04-17,29.6504,29.8726,29.5086,29.7406,4956888.0
2021-04-18,29.6504,29.8726,29.5086,29.7406,4956888.0
2021-04-19,29.7728,29.8179,29.2638,29.3153,4803683.0
2021-04-20,29.2573,29.5859,29.2573,29.5086,6207561.0
2021-04-21,29.4957,29.6375,29.3153,29.4313,4801448.0
2021-04-22,29.4571,29.47,29.0028,29.0447,4498352.0
2021-04-23,29.0834,29.18,28.9126,28.9352,4343773.0
2021-04-24,29.0834,29.18,28.9126,28.9352,4343773.0
2021-04-25,29.0834,29.18,28.9126,28.9352,4343773.0
2021-04-26,28.9287,28.9883,28.7161,28.7677,3090851.0
2021-04-27,28.7741,28.8321,28.6002,28.6968,3640881.0
2021-04-28,28.6259,28.7741,28.4971,28.7419,4671105.0
2021-04-29,28.5937,29.0576,28.5937,28.9223,4280058.0
2021-04-30,28.9223,28.9803,28.7548,28.9545,5168103.0
2021-05-01,28.9223,28.9803,28.7548,28.9545,5168103.0
2021-05-02,28.9223,28.9803,28.7548,28.9545,5168103.0
2021-05-03,29.1478,29.2831,28.8547,28.9223,4905566.0
2021-05-04,28.9094,28.9745,28.6646,28.8514,6444707.0
2021-05-05,28.5164,28.8965,27.7046,28.0461,8467887.0
2021-05-06,28.0332,28.6839,27.7948,28.6581,4990538.0
2021-05-07,28.729,29.0898,28.6195,28.787,4859460.0
2021-05-08,28.729,29.0898,28.6195,28.787,4859460.0
2021-05-09,28.729,29.0898,28.6195,28.787,4859460.0
2021-05-10,28.8965,29.1059,28.6581,28.6839,6858345.0
2021-05-11,28.7677,28.8514,28.2394,28.6324,5777371.0
2021-05-12,28.4391,28.729,27.6692,27.7722,6544618.0
2021-05-13,27.8941,28.9407,27.8226,28.8692,7353422.0
2021-05-14,28.9602,29.3438,28.8952,29.3113,5968220.0
2021-05-15,28.9602,29.3438,28.8952,29.3113,5968220.0
2021-05-16,28.9602,29.3438,28.8952,29.3113,5968220.0
2021-05-17,29.2463,29.4153,29.0512,29.3113,7446755.0
2021-05-18,29.2528,29.7241,29.1826,29.6753,8286774.0
2021-05-19,29.5843,29.9938,29.2918,29.6038,15575400.0
2021-05-20,29.6038,29.9223,29.5453,29.7338,4998697.0
2021-05-21,29.8573,29.9938,29.5583,29.7988,5013485.0
2021-05-22,29.8573,29.9938,29.5583,29.7988,5013485.0
2021-05-23,29.8573,29.9938,29.5583,29.7988,5013485.0
2021-05-24,29.9093,30.0783,29.7111,29.9223,5061838.0
2021-05-25,29.9808,29.9808,29.1293,29.1943,5060192.0
2021-05-26,29.191,29.5193,29.1683,29.3633,5911275.0
2021-05-27,29.5583,29.5583,28.9602,28.9927,8034742.0
2021-05-28,29.1813,29.4283,29.0903,29.3308,4863679.0
2021-05-29,29.1813,29.4283,29.0903,29.3308,4863679.0
2021-05-30,29.1813,29.4283,29.0903,29.3308,4863679.0
2021-05-31,29.1813,29.4283,29.0903,29.3308,4863679.0
2021-06-01,29.243,29.4185,29.1423,29.3438,5257538.0
2021-06-02,29.4218,29.5908,29.2528,29.3828,4092784.0
2021-06-03,28.5205,29.8378,28.4402,29.7533,7610407.0
2021-06-04,29.6883,29.8313,29.5518,29.6428,4131020.0
2021-06-05,29.6883,29.8313,29.5518,29.6428,4131020.0
2021-06-06,29.6883,29.8313,29.5518,29.6428,4131020.0
2021-06-07,29.6883,29.8508,29.6298,29.8118,3444906.0
2021-06-08,29.8346,29.8833,29.6623,29.7403,3986921.0
2021-06-09,29.8898,30.1954,29.7273,30.1369,4121194.0
2021-06-10,30.3644,30.5269,30.1499,30.3644,5411780.0
2021-06-11,30.3319,30.5009,30.1986,30.4944,4584284.0
2021-06-12,30.3319,30.5009,30.1986,30.4944,4584284.0
2021-06-13,30.3319,30.5009,30.1986,30.4944,4584284.0
2021-06-14,30.5399,30.6374,30.2409,30.6244,4986918.0
2021-06-15,30.6829,30.7089,30.5009,30.6244,6451301.0
2021-06-16,30.5724,30.7901,29.8638,30.0328,6116587.0
2021-06-17,30.0588,30.2929,29.8963,29.9028,4689202.0
2021-06-18,29.8053,29.8313,28.9212,28.9602,11791390.0
2021-06-19,29.8053,29.8313,28.9212,28.9602,11791390.0
2021-06-20,29.8053,29.8313,28.9212,28.9602,11791390.0
2021-06-21,28.9732,29.2105,28.9277,29.0642,5325806.0
2021-06-22,28.9992,29.0708,28.7847,28.8172,4180842.0
2021-06-23,28.7847,28.8107,28.4857,28.7002,4183428.0
2021-06-24,28.7392,28.8952,28.6287,28.7587,3214651.0
2021-06-25,28.6807,29.0675,28.6742,29.0122,3778628.0
2021-06-26,28.6807,29.0675,28.6742,29.0122,3778628.0
2021-06-27,28.6807,29.0675,28.6742,29.0122,3778628.0
2021-06-28,29.1033,29.269,28.9992,29.1683,3116112.0
2021-06-29,29.1358,29.5193,28.8465,28.9667,3740044.0
2021-06-30,28.9732,29.0708,28.7197,28.8042,3852975.0
2021-07-01,28.8952,29.3113,28.7717,29.2398,3099893.0
2021-07-02,29.2853,29.3763,29.1228,29.3373,2345173.0
2021-07-03,29.2853,29.3763,29.1228,29.3373,2345173.0
2021-07-04,29.2853,29.3763,29.1228,29.3373,2345173.0
2021-07-05,29.2853,29.3763,29.1228,29.3373,2345173.0
2021-07-06,29.1943,29.2658,28.7587,29.1748,4057154.0
2021-07-07,29.2138,29.3763,28.9927,29.3373,3086308.0
2021-07-08,29.1813,29.3698,29.0447,29.2073,3102076.0
2021-07-09,29.1488,29.3243,28.9602,29.1943,3012132.0
2021-07-10,29.1488,29.3243,28.9602,29.1943,3012132.0
2021-07-11,29.1488,29.3243,28.9602,29.1943,3012132.0
2021-07-12,29.1813,29.4478,29.0447,29.4348,3646791.0
2021-07-13,29.3698,29.4478,29.0057,29.1163,2722538.0
2021-07-14,29.2203,29.5713,29.0252,29.3438,3711173.0
2021-07-15,29.2138,29.7663,29.1878,29.7273,4658195.0
2021-07-16,29.7533,30.0978,29.7208,29.8963,3808670.0
2021-07-17,29.7533,30.0978,29.7208,29.8963,3808670.0
2021-07-18,29.7533,30.0978,29.7208,29.8963,3808670.0
2021-07-19,29.8638,29.9418,29.0838,29.4608,8116774.0
2021-07-20,29.6168,30.1759,29.4478,29.9418,4848026.0
2021-07-21,29.8622,30.0848,29.7663,29.7988,3721738.0
2021-07-22,29.8313,29.9737,29.7728,29.9093,2945258.0
2021-07-23,30.0393,30.3254,29.9613,30.2409,2522966.0
2021-07-24,30.0393,30.3254,29.9613,30.2409,2522966.0
2021-07-25,30.0393,30.3254,29.9613,30.2409,2522966.0
2021-07-26,30.2279,30.4814,29.9985,30.1694,4565875.0
2021-07-27,30.0523,30.7869,29.9743,30.7089,3607989.0
2021-07-28,30.6244,30.8064,30.2929,30.5399,3827140.0
2021-07-29,30.6634,30.8714,30.6049,30.7609,3131116.0
2021-07-30,30.7089,30.9559,30.3709,30.4229,3644493.0
2021-07-31,30.7089,30.9559,30.3709,30.4229,3644493.0
2021-08-01,30.7089,30.9559,30.3709,30.4229,3644493.0
2021-08-02,30.5984,30.8129,30.4201,30.5724,3858568.0
2021-08-03,30.8454,30.9234,30.5789,30.7999,4365454.0
2021-08-04,30.6829,30.7934,30.1759,30.4034,3902454.0
2021-08-05,30.4424,31.0534,30.4261,30.9884,4121324.0
2021-08-06,30.9234,31.1225,30.7544,30.9429,3474830.0
2021-08-07,30.9234,31.1225,30.7544,30.9429,3474830.0
2021-08-08,30.9234,31.1225,30.7544,30.9429,3474830.0
2021-08-09,30.8844,30.9429,30.6179,30.8324,2620014.0
2021-08-10,30.8454,31.0859,30.6959,30.9234,3514889.0
2021-08-11,31.0404,31.372,30.9884,31.333,3639803.0
2021-08-12,31.4919,31.564,31.292,31.4722,3811056.0
2021-08-13,31.5967,31.7147,31.4755,31.6819,2198703.0
2021-08-14,31.5967,31.7147,31.4755,31.6819,2198703.0
2021-08-15,31.5967,31.7147,31.4755,31.6819,2198703.0
2021-08-16,31.7802,32.1733,31.7212,31.8326,6286868.0
2021-08-17,31.6885,31.7179,31.2822,31.6885,4790302.0
2021-08-18,31.6557,31.7409,31.4263,31.5967,5185576.0
2021-08-19,31.6622,32.1733,31.636,31.9702,3962298.0
2021-08-20,31.9309,32.3798,31.754,32.3437,6670082.0
2021-08-21,31.9309,32.3798,31.754,32.3437,6670082.0
2021-08-22,31.9309,32.3798,31.754,32.3437,6670082.0
2021-08-23,32.2192,32.4027,31.9928,32.1471,3685917.0
2021-08-24,32.1865,32.1865,31.7867,32.0488,3315778.0
2021-08-25,32.0095,32.1471,31.9112,32.0357,4870161.0
2021-08-26,32.1013,32.1078,31.9014,31.9637,2671955.0
2021-08-27,32.0226,32.3732,32.0226,32.1668,3790662.0
2021-08-28,32.0226,32.3732,32.0226,32.1668,3790662.0
2021-08-29,32.0226,32.3732,32.0226,32.1668,3790662.0
2021-08-30,32.1275,32.383,32.0554,32.2716,2965810.0
2021-08-31,32.1733,32.2323,31.9637,32.1209,6201502.0
2021-09-01,32.1799,32.5501,32.062,32.501,4079009.0
2021-09-02,32.5206,32.9859,32.4748,32.8286,5057140.0
2021-09-03,32.6124,32.8941,32.4191,32.6451,3535297.0
2021-09-04,32.6124,32.8941,32.4191,32.6451,3535297.0
2021-09-05,32.6124,32.8941,32.4191,32.6451,3535297.0
2021-09-06,32.6124,32.8941,32.4191,32.6451,3535297.0
2021-09-07,32.5665,32.7041,32.3568,32.442,4900251.0
2021-09-08,32.4486,33.1661,32.3185,32.999,5303693.0
2021-09-09,32.8548,33.1693,32.75,32.9138,4839590.0
2021-09-10,33.0055,33.1169,32.6779,32.7041,5854535.0
2021-09-11,33.0055,33.1169,32.6779,32.7041,5854535.0
2021-09-12,33.0055,33.1169,32.6779,32.7041,5854535.0
2021-09-13,33.0383,33.4085,32.8974,33.13,6463490.0
2021-09-14,33.4052,33.4052,32.9007,33.0121,5886243.0
2021-09-15,33.0121,33.379,32.7926,33.3201,7760424.0
2021-09-16,33.2087,33.2414,32.8483,32.881,5847834.0
2021-09-17,32.8941,33.2676,32.4682,32.6713,13246169.0
2021-09-18,32.8941,33.2676,32.4682,32.6713,13246169.0
2021-09-19,32.8941,33.2676,32.4682,32.6713,13246169.0
2021-09-20,32.6058,32.9007,32.134,32.5731,6189041.0
2021-09-21,32.5731,32.6386,32.1013,32.1209,4864508.0
2021-09-22,32.3044,32.5503,32.0357,32.3568,4986183.0
2021-09-23,32.3568,32.9367,32.2192,32.5337,4084423.0
2021-09-24,32.3896,32.6648,32.1668,32.2651,3893156.0
2021-09-25,32.3896,32.6648,32.1668,32.2651,3893156.0
2021-09-26,32.3896,32.6648,32.1668,32.2651,3893156.0
2021-09-27,32.3044,32.632,31.9899,32.0357,4575873.0
2021-09-28,31.8392,32.0226,31.5377,31.5836,5334552.0
2021-09-29,31.6229,32.0587,31.505,31.8654,5627876.0
2021-09-30,31.8719,32.0226,31.4788,31.6753,6918388.0
2021-10-01,31.7278,31.9112,31.2691,31.315,5669539.0
2021-10-02,31.7278,31.9112,31.2691,31.315,5669539.0
2021-10-03,31.7278,31.9112,31.2691,31.315,5669539.0
2021-10-04,31.2691,31.7442,31.1708,31.6819,7695456.0
2021-10-05,31.7867,32.0325,31.4296,31.6753,5959338.0
2021-10-06,31.5115,32.193,31.3018,32.1799,5024320.0
2021-10-07,32.2454,32.3241,31.8326,31.9178,4951723.0
2021-10-08,31.9178,32.0423,31.6295,31.6819,3331537.0
2021-10-09,31.9178,32.0423,31.6295,31.6819,3331537.0
2021-10-10,31.9178,32.0423,31.6295,31.6819,3331537.0
2021-10-11,31.7212,31.7212,31.1249,31.1708,3130513.0
2021-10-12,31.2691,31.7507,31.1642,31.6426,4428950.0
2021-10-13,31.7212,32.1865,31.5672,32.1602,5351601.0
2021-10-14,32.2847,32.9105,32.1865,32.8483,6212296.0
2021-10-15,32.9138,33.1956,32.6124,32.6386,5783046.0
2021-10-16,32.9138,33.1956,32.6124,32.6386,5783046.0
2021-10-17,32.9138,33.1956,32.6124,32.6386,5783046.0
2021-10-18,32.3896,32.7303,32.2225,32.691,3752286.0
2021-10-19,32.8352,33.0088,32.691,32.9728,3422377.0
2021-10-20,32.9728,33.5985,32.94,33.5559,4269194.0
2021-10-21,33.3397,33.5887,33.2873,33.4642,3052424.0
2021-10-22,33.5756,33.7525,33.4773,33.6215,3423582.0
2021-10-23,33.5756,33.7525,33.4773,33.6215,3423582.0
2021-10-24,33.5756,33.7525,33.4773,33.6215,3423582.0
2021-10-25,33.5625,33.9622,33.4773,33.8049,3374237.0
2021-10-26,33.936,34.2702,33.8246,34.0867,3732230.0
2021-10-27,33.9884,34.2701,33.7656,34.0605,4267858.0
2021-10-28,34.0736,34.5978,34.0539,34.5651,5216383.0
2021-10-29,34.5126,35.0827,34.4602,34.8534,6644042.0
2021-10-30,34.5126,35.0827,34.4602,34.8534,6644042.0
2021-10-31,34.5126,35.0827,34.4602,34.8534,6644042.0
2021-11-01,34.7485,35.4038,34.4537,35.3121,5809317.0
2021-11-02,35.3497,35.5021,34.9975,35.2138,5872938.0
2021-11-03,35.4103,35.8428,35.0237,35.4169,5115861.0
2021-11-04,35.3972,35.5021,35.0532,35.4562,6267056.0
2021-11-05,35.4955,35.81,35.43,35.4759,4667848.0
2021-11-06,35.4955,35.81,35.43,35.4759,4667848.0
2021-11-07,35.4955,35.81,35.43,35.4759,4667848.0
2021-11-08,35.4562,35.5414,34.4831,34.8075,5060217.0
2021-11-09,34.8927,35.5217,34.8075,35.4431,5563562.0
2021-11-10,35.4103,35.7183,35.24,35.679,3669381.0
2021-11-11,35.6397,35.869,35.3907,35.8428,4371447.0
2021-11-12,35.8313,36.1381,35.7455,35.8973,5664532.0
2021-11-13,35.8313,36.1381,35.7455,35.8973,5664532.0
2021-11-14,35.8313,36.1381,35.7455,35.8973,5664532.0
2021-11-15,35.9303,36.1546,35.6531,36.1414,3426841.0
2021-11-16,36.1546,36.2008,35.7554,35.7983,3670454.0
2021-11-17,35.7257,35.8181,35.1912,35.3562,6683046.0
2021-11-18,35.2704,35.5475,35.0988,35.3298,4453280.0
2021-11-19,35.343,35.5013,35.1186,35.376,4356431.0
2021-11-20,35.343,35.5013,35.1186,35.376,4356431.0
2021-11-21,35.343,35.5013,35.1186,35.376,4356431.0
2021-11-22,35.376,36.0259,35.3298,35.6069,4457271.0
2021-11-23,35.4881,35.9567,35.4881,35.8841,3532794.0
2021-11-24,35.8577,36.0655,35.6333,35.9698,2940200.0
2021-11-25,35.8577,36.0655,35.6333,35.9698,2940200.0
2021-11-26,35.8313,35.8445,35.1714,35.2572,3012093.0
2021-11-27,35.8313,35.8445,35.1714,35.2572,3012093.0
2021-11-28,35.8313,35.8445,35.1714,35.2572,3012093.0
2021-11-29,35.4617,35.8643,35.2572,35.7455,4260072.0
2021-11-30,35.5409,35.5805,34.5115,34.7953,10500430.0
2021-12-01,35.1384,35.4617,34.4653,34.5049,5965966.0
2021-12-02,34.7491,35.31,34.7293,34.9206,7253548.0
2021-12-03,35.1912,35.2704,34.1362,34.8019,8362784.0
2021-12-04,35.1912,35.2704,34.1362,34.8019,8362784.0
2021-12-05,35.1912,35.2704,34.1362,34.8019,8362784.0
2021-12-06,35.1516,35.7125,34.9998,35.3232,6123475.0
2021-12-07,35.2704,35.8181,35.2506,35.5805,6598967.0
2021-12-08,35.7653,35.8465,35.0262,35.2572,5205658.0
2021-12-09,35.1846,35.3496,34.8349,35.0658,5295413.0
2021-12-10,35.31,35.6234,35.079,35.5739,4410517.0
2021-12-11,35.31,35.6234,35.079,35.5739,4410517.0
2021-12-12,35.31,35.6234,35.079,35.5739,4410517.0
2021-12-13,35.5145,35.8808,35.2902,35.7257,7262436.0
2021-12-14,35.5739,35.8577,35.2968,35.5343,4893106.0
2021-12-15,35.6333,36.1348,35.4782,36.0886,4664880.0
2021-12-16,36.0325,36.2767,35.8181,35.8709,6513591.0
2021-12-17,35.4749,35.9072,35.112,35.3166,12719918.0
2021-12-18,35.4749,35.9072,35.112,35.3166,12719918.0
2021-12-19,35.4749,35.9072,35.112,35.3166,12719918.0
2021-12-20,34.9272,35.3034,34.2641,35.2374,6644213.0
2021-12-21,35.5277,35.8247,35.1978,35.5937,4584047.0
2021-12-22,35.4485,35.9369,35.4156,35.8775,4291043.0
2021-12-23,35.9369,36.2181,35.8907,35.9567,3558392.0
2021-12-24,35.9369,36.2181,35.8907,35.9567,3558392.0
2021-12-25,35.9369,36.2181,35.8907,35.9567,3558392.0
2021-12-26,35.9369,36.2181,35.8907,35.9567,3558392.0
2021-12-27,35.9567,36.1975,35.8742,36.1678,2121361.0
2021-12-28,36.1942,36.7155,36.1547,36.6957,3271653.0
2021-12-29,36.8211,37.5404,36.8013,37.382,4715083.0
2021-12-30,37.3886,37.9462,37.3689,37.8439,5978298.0
2021-12-31,37.5549,38.2801,37.5549,38.1144,3958375.0
2022-01-01,37.5549,38.2801,37.5549,38.1144,3958375.0
2022-01-02,37.5549,38.2801,37.5549,38.1144,3958375.0
2022-01-03,37.6776,37.7185,36.7881,37.6591,10627511.0
2022-01-04,37.349,38.0254,37.349,37.6195,8847915.0
2022-01-05,37.6129,38.154,37.5272,37.5931,9483522.0
2022-01-06,37.5338,37.6921,37.3358,37.4348,5701835.0
2022-01-07,37.4348,37.7383,37.1114,37.3754,8421392.0
2022-01-08,37.4348,37.7383,37.1114,37.3754,8421392.0
2022-01-09,37.4348,37.7383,37.1114,37.3754,8421392.0
2022-01-10,37.448,37.6327,37.1187,37.4942,8788690.0
2022-01-11,37.4612,37.5074,36.3658,36.7023,9588258.0
2022-01-12,36.6165,36.9861,36.4549,36.9465,9003760.0
2022-01-13,37.2302,37.5668,37.0949,37.2764,10075197.0
2022-01-14,37.283,37.3688,36.9663,37.1114,7398297.0
2022-01-15,37.283,37.3688,36.9663,37.1114,7398297.0
2022-01-16,37.283,37.3688,36.9663,37.1114,7398297.0
2022-01-17,37.283,37.3688,36.9663,37.1114,7398297.0
2022-01-18,36.5835,37.1048,36.5109,36.9795,10270801.0
2022-01-19,36.9927,37.5338,36.9531,37.2764,8916775.0
2022-01-20,37.481,38.2233,37.3094,37.5997,8451084.0
2022-01-21,37.7779,37.9099,37.2731,37.4612,9434445.0
2022-01-22,37.7779,37.9099,37.2731,37.4612,9434445.0
2022-01-23,37.7779,37.9099,37.2731,37.4612,9434445.0
2022-01-24,37.6525,37.7383,36.0622,37.0191,10424506.0
2022-01-25,36.7089,37.0059,36.4075,36.5967,7965277.0
2022-01-26,36.7155,37.283,36.4846,36.7551,8396931.0
2022-01-27,37.0191,37.7119,36.6957,37.0388,11090332.0
2022-01-28,36.9003,37.8571,36.6495,37.8307,8445719.0
2022-01-29,36.9003,37.8571,36.6495,37.8307,8445719.0
2022-01-30,36.9003,37.8571,36.6495,37.8307,8445719.0
2022-01-31,37.448,38.2695,37.3886,38.2398,9653593.0
2022-02-01,38.0485,38.4114,37.5635,38.1606,7534200.0
2022-02-02,37.9972,39.8757,37.7565,39.6629,29696453.0
2022-02-03,39.0429,40.7364,39.0429,40.5235,25588404.0
2022-02-04,39.4871,40.6207,39.4408,40.2737,17454564.0
2022-02-05,39.4871,40.6207,39.4408,40.2737,17454564.0
2022-02-06,39.4871,40.6207,39.4408,40.2737,17454564.0
2022-02-07,39.885,40.4772,39.8295,40.3847,14387974.0
2022-02-08,40.6068,40.7364,39.7554,39.8109,14755390.0
2022-02-09,39.9405,40.2413,39.3668,39.4223,10408546.0
2022-02-10,39.0567,39.7092,38.8254,38.904,11356527.0
2022-02-11,38.9781,39.5518,38.8578,38.9873,11253663.0
2022-02-12,38.9781,39.5518,38.8578,38.9873,11253663.0
2022-02-13,38.9781,39.5518,38.8578,38.9873,11253663.0
2022-02-14,39.1169,39.1909,38.2007,39.0521,13118498.0
2022-02-15,39.1724,39.339,38.3396,38.6264,10471908.0
2022-02-16,38.83,39.1308,38.4599,38.867,9731576.0
2022-02-17,38.7282,38.8717,38.3396,38.6357,7959965.0
2022-02-18,38.8578,38.8578,38.3534,38.5246,8963780.0
2022-02-19,38.8578,38.8578,38.3534,38.5246,8963780.0
2022-02-20,38.8578,38.8578,38.3534,38.5246,8963780.0
2022-02-21,38.8578,38.8578,38.3534,38.5246,8963780.0
2022-02-22,38.6172,38.83,38.2748,38.5431,11475076.0
2022-02-23,38.6079,38.7652,37.7612,37.9139,8161910.0
2022-02-24,38.1075,38.63,37.4263,38.5367,11997746.0
2022-02-25,38.574,39.8244,38.5274,39.7497,7981394.0
2022-02-26,38.574,39.8244,38.5274,39.7497,7981394.0
2022-02-27,38.574,39.8244,38.5274,39.7497,7981394.0
2022-02-28,39.3298,39.983,39.0966,39.7124,13253605.0
2022-03-01,39.1899,39.7917,39.0686,39.4045,8039113.0
2022-03-02,39.5071,40.1463,39.3205,39.899,7133745.0
2022-03-03,39.9364,40.4076,39.9037,40.2443,7236186.0
2022-03-04,40.011,41.3173,39.6937,41.3173,9041637.0
2022-03-05,40.011,41.3173,39.6937,41.3173,9041637.0
2022-03-06,40.011,41.3173,39.6937,41.3173,9041637.0
2022-03-07,41.2147,41.7372,40.8415,40.8974,10065249.0
2022-03-08,41.2054,41.3267,40.2116,40.5802,8624210.0
2022-03-09,40.8135,40.9814,40.3609,40.6362,8573141.0
2022-03-10,40.4122,40.8741,40.2536,40.6828,9859163.0
2022-03-11,41.28,41.4293,40.6735,40.7108,6407446.0
2022-03-12,41.28,41.4293,40.6735,40.7108,6407446.0
2022-03-13,41.28,41.4293,40.6735,40.7108,6407446.0
2022-03-14,40.7761,41.168,40.6035,40.6642,6793504.0
2022-03-15,40.9534,41.0701,40.3749,40.8321,6384971.0
2022-03-16,40.7202,41.14,39.8527,40.5335,8718785.0
2022-03-17,40.5615,40.8181,40.4076,40.5429,7454410.0
2022-03-18,40.4122,40.6175,39.9923,40.3562,13085990.0
2022-03-19,40.4122,40.6175,39.9923,40.3562,13085990.0
2022-03-20,40.4122,40.6175,39.9923,40.3562,13085990.0
2022-03-21,40.3936,40.7855,40.3189,40.7388,8522349.0
2022-03-22,40.8788,41.0467,40.4496,40.7108,5690295.0
2022-03-23,40.7015,41.0654,40.1696,40.7761,7221384.0
2022-03-24,40.9068,41.5879,40.8508,41.4946,4872756.0
2022-03-25,41.4946,42.4977,41.448,42.465,5698584.0
2022-03-26,41.4946,42.4977,41.448,42.465,5698584.0
2022-03-27,41.4946,42.4977,41.448,42.465,5698584.0
2022-03-28,42.5304,42.9502,42.2877,42.9409,9274729.0
2022-03-29,42.9269,43.874,42.9269,43.846,8463861.0
2022-03-30,43.8087,44.0886,43.6594,44.07,6125841.0
2022-03-31,44.2286,44.8164,44.1446,44.4432,8196466.0
2022-04-01,44.4152,44.6251,44.1213,44.4712,10273575.0
2022-04-02,44.4152,44.6251,44.1213,44.4712,10273575.0
2022-04-03,44.4152,44.6251,44.1213,44.4712,10273575.0
2022-04-04,44.5552,44.5925,43.6967,44.1726,6212778.0
2022-04-05,44.1633,44.9564,44.1633,44.6018,8562561.0
2022-04-06,44.8444,46.5053,44.7045,46.384,12439536.0
2022-04-07,46.1881,46.7759,45.9735,46.6733,13464055.0
2022-04-08,46.7573,46.9252,45.9548,46.7759,6020741.0
2022-04-09,46.7573,46.9252,45.9548,46.7759,6020741.0
2022-04-10,46.7573,46.9252,45.9548,46.7759,6020741.0
2022-04-11,46.5893,46.7853,44.9471,45.0124,7488317.0
2022-04-12,44.9471,45.4089,44.5598,44.8351,7535552.0
2022-04-13,44.8444,45.4603,44.7604,45.3856,7015692.0
2022-04-14,45.6096,46.0481,45.3856,45.7495,6493588.0
2022-04-15,45.6096,46.0481,45.3856,45.7495,6493588.0
2022-04-16,45.6096,46.0481,45.3856,45.7495,6493588.0
2022-04-17,45.6096,46.0481,45.3856,45.7495,6493588.0
2022-04-18,45.7495,46.0761,45.5489,45.9361,5408031.0
2022-04-19,46.0294,46.2814,45.8195,46.1881,4314241.0
2022-04-20,46.7946,47.2705,46.6639,46.8879,6193321.0
2022-04-21,46.6733,47.3171,46.3747,46.412,5337290.0
2022-04-22,46.356,46.524,45.311,45.3949,7508397.0
2022-04-23,46.356,46.524,45.311,45.3949,7508397.0
2022-04-24,46.356,46.524,45.311,45.3949,7508397.0
2022-04-25,45.3949,45.6749,44.3126,45.5069,6257119.0
2022-04-26,45.1337,46.0388,45.0404,45.1803,4844573.0
2022-04-27,45.255,45.5841,44.5458,44.5925,6906397.0
2022-04-28,44.6485,45.255,44.3825,45.1057,6496111.0
2022-04-29,44.9377,45.0684,43.5847,43.6501,7185450.0
2022-04-30,44.9377,45.0684,43.5847,43.6501,7185450.0
2022-05-01,44.9377,45.0684,43.5847,43.6501,7185450.0
