,EFX US Equity,EFX US Equity,EFX US Equity,EFX US Equity,EFX US Equity
2022-09-11,195.091,196.367,194.299,195.011,410737.0
2022-09-12,195.921,197.247,194.744,196.465,488990.0
2022-09-13,191.925,192.519,189.067,189.245,677702.0
2022-09-14,189.403,189.853,184.586,185.902,694263.0
2022-09-15,184.952,188.741,183.587,184.685,737380.0
2022-09-16,182.648,182.648,178.681,181.253,938334.0
2022-09-17,182.648,182.648,178.681,181.253,938334.0
2022-09-18,182.648,182.648,178.681,181.253,938334.0
2022-09-19,179.789,181.219,178.068,180.62,582382.0
2022-09-20,177.9,178.088,174.443,175.902,814138.0
2022-09-21,177.277,179.7,174.052,174.765,593782.0
2022-09-22,173.251,173.785,168.761,170.413,735894.0
2022-09-23,170.393,173.034,169.483,173.004,862990.0
2022-09-24,170.393,173.034,169.483,173.004,862990.0
2022-09-25,170.393,173.034,169.483,173.004,862990.0
2022-09-26,173.004,175.773,171.352,171.461,1029523.0
2022-09-27,172.579,173.291,166.802,167.485,790491.0
2022-09-28,169.156,171.857,167.139,171.243,723698.0
2022-09-29,170.116,170.116,164.438,165.279,845245.0
2022-09-30,165.625,171.09,163.825,169.562,1058133.0
2022-10-01,165.625,171.09,163.825,169.562,1058133.0
2022-10-02,165.625,171.09,163.825,169.562,1058133.0
2022-10-03,171.847,172.584,168.276,171.451,1074757.0
2022-10-04,173.845,180.986,173.845,180.313,663691.0
2022-10-05,178.038,180.012,174.774,178.019,573746.0
2022-10-06,178.098,178.35,171.876,172.42,968124.0
2022-10-07,169.315,169.745,166.506,166.98,561989.0
2022-10-08,169.315,169.745,166.506,166.98,561989.0
2022-10-09,169.315,169.745,166.506,166.98,561989.0
2022-10-10,168.118,168.118,164.122,166.713,498649.0
2022-10-11,166.417,166.417,161.54,162.035,1002551.0
2022-10-12,162.885,164.785,160.353,162.905,826270.0
2022-10-13,159.285,164.582,155.032,163.133,986926.0
2022-10-14,164.992,165.769,157.139,157.356,880518.0
2022-10-15,164.992,165.769,157.139,157.356,880518.0
2022-10-16,164.992,165.769,157.139,157.356,880518.0
2022-10-17,161.006,164.325,160.423,162.45,904095.0
2022-10-18,166.634,166.674,163.093,164.132,972219.0
2022-10-19,161.718,161.718,155.833,158.375,1394837.0
2022-10-20,158.939,158.939,147.51,148.603,2710696.0
2022-10-21,145.665,151.046,144.389,150.363,2610499.0
2022-10-22,145.665,151.046,144.389,150.363,2610499.0
2022-10-23,145.665,151.046,144.389,150.363,2610499.0
2022-10-24,152.084,156.545,151.313,155.289,1953846.0
2022-10-25,155.635,159.958,154.518,159.72,1570781.0
2022-10-26,161.253,166.169,159.736,163.192,1471324.0
2022-10-27,163.281,167.069,162.47,164.735,1361757.0
2022-10-28,164.498,169.651,164.231,169.028,867316.0
2022-10-29,164.498,169.651,164.231,169.028,867316.0
2022-10-30,164.498,169.651,164.231,169.028,867316.0
2022-10-31,167.386,168.365,166.06,167.692,1526184.0
2022-11-01,169.938,170.175,166.308,167.148,1056346.0
2022-11-02,166.328,166.328,159.71,160.096,1123811.0
2022-11-03,157.92,159.127,155.695,158.009,1146076.0
2022-11-04,160.531,161.402,157.821,161.313,1131107.0
2022-11-05,160.531,161.402,157.821,161.313,1131107.0
2022-11-06,160.531,161.402,157.821,161.313,1131107.0
2022-11-07,162.688,164.824,161.065,163.944,872926.0
2022-11-08,165.645,167.841,163.212,166.021,660004.0
2022-11-09,165.052,166.06,162.485,163.321,805179.0
2022-11-10,171.392,185.912,171.392,185.763,1697604.0
2022-11-11,184.774,193.325,184.161,191.876,1767156.0
2022-11-12,184.774,193.325,184.161,191.876,1767156.0
2022-11-13,184.774,193.325,184.161,191.876,1767156.0
2022-11-14,190.739,200.511,189.987,195.753,1552904.0
2022-11-15,200.471,205.849,198.276,204.843,2069182.0
2022-11-16,203.716,206.594,198.82,200.946,1750154.0
2022-11-17,197.662,198.463,192.202,196.841,2143843.0
2022-11-18,200.659,200.788,196.446,197.999,1482902.0
2022-11-19,200.659,200.788,196.446,197.999,1482902.0
2022-11-20,200.659,200.788,196.446,197.999,1482902.0
2022-11-21,196.179,197.732,190.927,194.448,1444609.0
2022-11-22,194.894,195.459,192.148,192.218,735294.0
2022-11-23,192.733,196.856,192.733,196.162,566939.0
2022-11-24,192.733,196.856,192.733,196.162,566939.0
2022-11-25,195.964,199.195,195.34,198.64,460165.0
2022-11-26,195.964,199.195,195.34,198.64,460165.0
2022-11-27,195.964,199.195,195.34,198.64,460165.0
2022-11-28,196.47,197.079,188.898,189.086,746644.0
2022-11-29,187.986,189.106,186.351,187.233,592593.0
2022-11-30,186.271,195.905,184.002,195.607,994714.0
2022-12-01,198.214,200.969,195.637,200.444,981683.0
2022-12-02,196.024,201.009,194.21,199.581,691767.0
2022-12-03,196.024,201.009,194.21,199.581,691767.0
2022-12-04,196.024,201.009,194.21,199.581,691767.0
2022-12-05,196.737,198.045,191.197,191.95,842855.0
2022-12-06,192.267,193.011,190.018,192.327,828791.0
2022-12-07,191.405,193.184,190.33,192.109,622841.0
2022-12-08,192.267,199.562,189.8,196.311,863614.0
2022-12-09,194.646,197.738,193.833,195.687,504643.0
2022-12-10,194.646,197.738,193.833,195.687,504643.0
2022-12-11,194.646,197.738,193.833,195.687,504643.0
2022-12-12,196.935,198.64,195.905,196.886,878948.0
2022-12-13,208.303,210.711,201.098,205.112,1137390.0
2022-12-14,204.497,209.23,200.652,201.137,954411.0
2022-12-15,197.233,197.966,192.872,196.043,713256.0
2022-12-16,194.349,194.894,189.661,190.186,1658680.0
2022-12-17,194.349,194.894,189.661,190.186,1658680.0
2022-12-18,194.349,194.894,189.661,190.186,1658680.0
2022-12-19,189.76,192.228,188.501,189.463,595933.0
2022-12-20,187.619,189.443,185.439,188.501,576697.0
2022-12-21,191.772,195.459,189.75,195.26,688457.0
2022-12-22,192.446,192.575,188.739,192.485,395885.0
2022-12-23,192.396,194.636,191.068,193.982,293491.0
2022-12-24,192.396,194.636,191.068,193.982,293491.0
2022-12-25,192.396,194.636,191.068,193.982,293491.0
2022-12-26,192.396,194.636,191.068,193.982,293491.0
2022-12-27,193.229,194.577,191.861,192.604,318817.0
2022-12-28,192.803,194.323,188.402,188.501,342492.0
2022-12-29,190.493,196.46,189.155,195.032,305944.0
2022-12-30,192.515,193.764,190.592,192.624,368505.0
2022-12-31,192.515,193.764,190.592,192.624,368505.0
2023-01-01,192.515,193.764,190.592,192.624,368505.0
2023-01-02,192.515,193.764,190.592,192.624,368505.0
2023-01-03,196.519,200.513,194.081,196.539,703577.0
2023-01-04,200.563,204.339,198.571,202.783,532520.0
2023-01-05,198.957,200.037,195.885,196.331,448577.0
2023-01-06,196.975,203.219,193.863,202.793,586671.0
2023-01-07,196.975,203.219,193.863,202.793,586671.0
2023-01-08,196.975,203.219,193.863,202.793,586671.0
2023-01-09,203.992,206.529,202.495,202.812,898952.0
2023-01-10,201.296,204.378,201.023,203.169,774163.0
2023-01-11,204.913,211.692,203.506,211.613,775105.0
2023-01-12,213.08,214.418,209.215,214.269,785306.0
2023-01-13,211.762,216.241,211.246,215.062,808245.0
2023-01-14,211.762,216.241,211.246,215.062,808245.0
2023-01-15,211.762,216.241,211.246,215.062,808245.0
2023-01-16,211.762,216.241,211.246,215.062,808245.0
2023-01-17,215.795,216.905,212.674,214.15,763990.0
2023-01-18,216.331,219.254,215.335,215.676,742477.0
2023-01-19,213.02,216.049,212.584,215.508,1433807.0
2023-01-20,214.973,221.425,214.973,220.701,960961.0
2023-01-21,214.973,221.425,214.973,220.701,960961.0
2023-01-22,214.973,221.425,214.973,220.701,960961.0
2023-01-23,220.553,223.238,219.472,220.156,1256928.0
2023-01-24,216.895,223.471,216.895,219.998,627058.0
2023-01-25,216.549,216.886,208.035,213.377,1236572.0
2023-01-26,215.488,216.638,212.792,215.24,834727.0
2023-01-27,214.309,217.857,213.744,216.291,909087.0
2023-01-28,214.309,217.857,213.744,216.291,909087.0
2023-01-29,214.309,217.857,213.744,216.291,909087.0
2023-01-30,214.289,215.974,210.696,215.409,1202015.0
2023-01-31,216.35,220.424,214.457,220.216,712158.0
2023-02-01,220.047,224.794,217.787,222.614,916029.0
2023-02-02,225.944,232.049,225.627,228.59,1338192.0
2023-02-03,223.645,227.442,221.127,223.972,1031296.0
2023-02-04,223.645,227.442,221.127,223.972,1031296.0
2023-02-05,223.645,227.442,221.127,223.972,1031296.0
2023-02-06,220.85,221.558,219.264,220.225,929093.0
2023-02-07,218.114,221.316,214.021,220.939,820066.0
2023-02-08,220.503,221.682,218.233,218.233,1022646.0
2023-02-09,208.124,216.886,202.706,204.884,1909522.0
2023-02-10,204.398,207.698,202.575,204.319,682079.0
2023-02-11,204.398,207.698,202.575,204.319,682079.0
2023-02-12,204.398,207.698,202.575,204.319,682079.0
2023-02-13,205.092,212.287,205.092,211.99,1084359.0
2023-02-14,211.385,212.783,208.011,212.148,936900.0
2023-02-15,210.711,216.648,210.711,216.578,772397.0
2023-02-16,212.089,212.743,209.576,211.098,701132.0
2023-02-17,209.671,211.108,207.56,209.829,582972.0
2023-02-18,209.671,211.108,207.56,209.829,582972.0
2023-02-19,209.671,211.108,207.56,209.829,582972.0
2023-02-20,209.671,211.108,207.56,209.829,582972.0
2023-02-21,207.019,208.26,202.224,202.363,705904.0
2023-02-22,203.276,205.182,201.171,203.812,563115.0
2023-02-23,205.053,205.848,200.605,203.107,544725.0
2023-02-24,199.493,200.228,195.174,198.719,814890.0
2023-02-25,199.493,200.228,195.174,198.719,814890.0
2023-02-26,199.493,200.228,195.174,198.719,814890.0
2023-02-27,201.509,201.668,197.979,198.272,483891.0
2023-02-28,196.921,201.896,196.921,201.092,844771.0
2023-03-01,200.933,203.008,198.858,199.314,820832.0
2023-03-02,197.051,201.479,197.001,200.516,548388.0
2023-03-03,202.045,206.682,201.767,206.046,512263.0
2023-03-04,202.045,206.682,201.767,206.046,512263.0
2023-03-05,202.045,206.682,201.767,206.046,512263.0
2023-03-06,206.036,208.24,203.921,203.951,526120.0
2023-03-07,204.229,205.262,197.1,198.55,644551.0
2023-03-08,198.58,200.268,197.685,198.53,591727.0
2023-03-09,198.877,201.757,195.144,195.79,732998.0
2023-03-10,195.303,195.303,189.922,191.768,894455.0
2023-03-11,195.303,195.303,189.922,191.768,894455.0
2023-03-12,195.303,195.303,189.922,191.768,894455.0
2023-03-13,190.964,197.06,188.591,193.615,982957.0
2023-03-14,197.269,200.933,195.68,196.941,607169.0
2023-03-15,194.3,198.321,192.374,197.845,683961.0
2023-03-16,197.08,201.916,195.79,199.255,971074.0
2023-03-17,199.563,201.811,197.378,199.463,1261771.0
2023-03-18,199.563,201.811,197.378,199.463,1261771.0
2023-03-19,199.563,201.811,197.378,199.463,1261771.0
2023-03-20,199.007,200.218,196.524,199.453,628563.0
2023-03-21,200.893,202.66,199.771,201.479,634978.0
2023-03-22,200.129,201.936,195.462,195.66,635779.0
2023-03-23,195.512,197.248,191.55,194.439,890868.0
2023-03-24,193.307,196.197,191.907,196.177,571730.0
2023-03-25,193.307,196.197,191.907,196.177,571730.0
2023-03-26,193.307,196.197,191.907,196.177,571730.0
2023-03-27,198.401,199.106,195.76,196.187,444368.0
2023-03-28,195.065,197.14,193.258,194.032,423728.0
2023-03-29,196.872,198.024,195.546,197.309,510915.0
2023-03-30,199.642,200.824,197.626,198.272,346759.0
2023-03-31,198.967,201.429,197.577,201.399,790452.0
2023-04-01,198.967,201.429,197.577,201.399,790452.0
2023-04-02,198.967,201.429,197.577,201.399,790452.0
2023-04-03,199.791,201.082,197.348,200.804,810618.0
2023-04-04,201.797,202.303,198.49,200.675,492266.0
2023-04-05,200.029,201.27,197.616,197.984,479096.0
2023-04-06,197.09,197.09,194.871,195.015,791731.0
2023-04-07,197.09,197.09,194.871,195.015,791731.0
2023-04-08,197.09,197.09,194.871,195.015,791731.0
2023-04-09,197.09,197.09,194.871,195.015,791731.0
2023-04-10,193.198,196.782,192.712,196.355,757102.0
2023-04-11,197.021,199.771,196.117,199.155,656217.0
2023-04-12,201.111,201.638,193.675,194.201,821627.0
2023-04-13,195.353,196.782,192.647,196.743,862612.0
2023-04-14,196.296,198.033,191.739,194.072,904714.0
2023-04-15,196.296,198.033,191.739,194.072,904714.0
2023-04-16,196.296,198.033,191.739,194.072,904714.0
2023-04-17,193.973,195.69,192.602,195.243,794995.0
2023-04-18,196.802,196.802,192.056,193.417,997591.0
2023-04-19,192.007,194.092,189.844,193.526,1259165.0
2023-04-20,197.051,202.65,196.147,200.794,1742563.0
2023-04-21,201.449,202.809,198.778,201.33,872616.0
2023-04-22,201.449,202.809,198.778,201.33,872616.0
2023-04-23,201.449,202.809,198.778,201.33,872616.0
2023-04-24,201.985,202.551,198.987,199.503,756708.0
2023-04-25,199.265,200.109,195.998,196.624,462612.0
2023-04-26,196.068,200.605,195.422,197.229,671562.0
2023-04-27,199.076,205.053,198.937,204.259,859970.0
2023-04-28,204.14,209.362,204.14,206.9,809817.0
2023-04-29,204.14,209.362,204.14,206.9,809817.0
2023-04-30,204.14,209.362,204.14,206.9,809817.0
2023-05-01,205.321,206.175,202.662,203.931,763229.0
2023-05-02,203.455,203.748,195.472,197.914,738283.0
2023-05-03,199.503,202.74,198.341,198.58,465318.0
2023-05-04,196.594,198.411,195.04,195.839,965039.0
2023-05-05,197.616,199.548,197.249,198.689,455629.0
2023-05-06,197.616,199.548,197.249,198.689,455629.0
2023-05-07,197.616,199.548,197.249,198.689,455629.0
2023-05-08,198.967,200.543,197.949,199.205,558512.0
2023-05-09,197.696,199.195,196.544,197.875,575128.0
2023-05-10,200.625,203.326,198.451,201.955,749512.0
2023-05-11,202.353,203.981,200.724,202.224,616379.0
2023-05-12,203.544,204.507,200.972,202.502,634568.0
2023-05-13,203.544,204.507,200.972,202.502,634568.0
2023-05-14,203.544,204.507,200.972,202.502,634568.0
2023-05-15,202.71,204.299,201.846,204.11,514943.0
2023-05-16,202.65,202.65,200.595,201.687,357413.0
2023-05-17,203.743,205.133,201.146,204.1,547041.0
2023-05-18,204.358,209.571,204.358,208.846,567387.0
2023-05-19,210.167,211.765,207.645,208.628,582337.0
2023-05-20,210.167,211.765,207.645,208.628,582337.0
2023-05-21,210.167,211.765,207.645,208.628,582337.0
2023-05-22,208.231,215.24,207.456,213.781,829270.0
2023-05-23,212.083,212.902,207.714,208.568,589677.0
2023-05-24,207.554,207.554,206.056,206.648,572619.0
2023-05-25,207.056,207.056,205.276,206.042,442336.0
2023-05-26,206.439,211.025,205.763,209.533,510569.0
2023-05-27,206.439,211.025,205.763,209.533,510569.0
2023-05-28,206.439,211.025,205.763,209.533,510569.0
2023-05-29,206.439,211.025,205.763,209.533,510569.0
2023-05-30,211.871,214.067,208.26,209.652,585620.0
2023-05-31,208.558,209.652,205.584,207.524,741719.0
2023-06-01,208.15,208.887,206.231,207.454,480347.0
2023-06-02,208.061,213.532,206.519,212.527,730567.0
2023-06-03,208.061,213.532,206.519,212.527,730567.0
2023-06-04,208.061,213.532,206.519,212.527,730567.0
2023-06-05,211.602,214.059,210.737,212.736,472948.0
2023-06-06,212.567,218.814,211.253,218.396,857128.0
2023-06-07,219.172,221.251,218.65,220.535,1020801.0
2023-06-08,220.436,222.833,217.392,222.644,612546.0
2023-06-09,222.644,224.151,221.639,222.664,780565.0
2023-06-10,222.644,224.151,221.639,222.664,780565.0
2023-06-11,222.644,224.151,221.639,222.664,780565.0
2023-06-12,223.828,227.717,221.918,227.588,780893.0
2023-06-13,227.19,231.925,227.19,231.557,760492.0
2023-06-14,230.781,232.074,226.692,228.503,964981.0
2023-06-15,227.17,233.457,225.887,231.179,600389.0
2023-06-16,232.949,233.526,227.568,228.563,1373816.0
2023-06-17,232.949,233.526,227.568,228.563,1373816.0
2023-06-18,232.949,233.526,227.568,228.563,1373816.0
2023-06-19,232.949,233.526,227.568,228.563,1373816.0
2023-06-20,226.931,228.652,224.434,226.563,566915.0
2023-06-21,225.29,228.727,225.175,227.558,592385.0
2023-06-22,227.021,228.891,224.395,225.26,444834.0
2023-06-23,223.609,225.28,222.196,222.853,1801256.0
2023-06-24,223.609,225.28,222.196,222.853,1801256.0
2023-06-25,223.609,225.28,222.196,222.853,1801256.0
2023-06-26,222.654,225.325,222.375,222.972,788504.0
2023-06-27,225.111,228.468,222.455,227.538,663212.0
2023-06-28,226.852,231.477,226.23,231.408,768475.0
2023-06-29,231.079,233.526,230.98,233.208,490211.0
2023-06-30,234.849,236.749,233.974,234.064,991844.0
2023-07-01,234.849,236.749,233.974,234.064,991844.0
2023-07-02,234.849,236.749,233.974,234.064,991844.0
2023-07-03,232.164,232.164,226.772,227.926,1033875.0
2023-07-04,232.164,232.164,226.772,227.926,1033875.0
2023-07-05,226.951,230.522,224.604,230.065,650402.0
2023-07-06,227.767,227.767,221.928,223.788,754250.0
2023-07-07,222.813,226.842,222.465,224.424,433771.0
2023-07-08,222.813,226.842,222.465,224.424,433771.0
2023-07-09,222.813,226.842,222.465,224.424,433771.0
2023-07-10,224.146,228.438,224.146,227.926,625315.0
2023-07-11,227.598,230.423,226.106,229.826,662344.0
2023-07-12,234.372,235.387,229.304,230.572,691145.0
2023-07-13,231.169,233.268,231.059,231.925,669659.0
2023-07-14,231.786,235.894,231.477,235.277,703981.0
2023-07-15,231.786,235.894,231.477,235.277,703981.0
2023-07-16,231.786,235.894,231.477,235.277,703981.0
2023-07-17,234.82,239.067,233.924,235.894,805298.0
2023-07-18,235.755,238.043,234.879,236.56,1041603.0
2023-07-19,236.411,239.087,236.182,236.242,827881.0
2023-07-20,221.331,222.191,209.832,215.233,3420915.0
2023-07-21,214.746,215.581,211.174,211.234,1335781.0
2023-07-22,214.746,215.581,211.174,211.234,1335781.0
2023-07-23,214.746,215.581,211.174,211.234,1335781.0
2023-07-24,208.389,210.438,204.908,205.465,2175207.0
2023-07-25,205.455,208.767,205.226,206.897,1796728.0
2023-07-26,206.171,206.295,201.098,202.431,1946515.0
2023-07-27,204.321,204.903,199.596,201.794,2180976.0
2023-07-28,201.933,202.61,200.192,201.704,1549874.0
2023-07-29,201.933,202.61,200.192,201.704,1549874.0
2023-07-30,201.933,202.61,200.192,201.704,1549874.0
2023-07-31,202.57,204.102,200.859,203.008,979926.0
2023-08-01,201.446,202.46,200.839,201.147,1312067.0
2023-08-02,199.974,201.595,197.959,200.64,1548509.0
2023-08-03,198.959,199.695,195.497,196.074,1229978.0
2023-08-04,196.223,198.845,195.199,196.671,843572.0
2023-08-05,196.223,198.845,195.199,196.671,843572.0
2023-08-06,196.223,198.845,195.199,196.671,843572.0
2023-08-07,196.8,198.337,195.84,197.009,1079012.0
2023-08-08,195.527,198.183,195.179,198.123,842688.0
2023-08-09,198.203,198.253,195.835,197.248,693569.0
2023-08-10,197.089,199.7,196.204,197.268,393056.0
2023-08-11,195.487,197.407,194.831,196.273,421012.0
2023-08-12,195.487,197.407,194.831,196.273,421012.0
2023-08-13,195.487,197.407,194.831,196.273,421012.0
2023-08-14,195.547,196.8,194.612,195.686,619745.0
2023-08-15,194.055,195.139,191.488,192.414,782641.0
2023-08-16,191.827,194.423,191.827,192.334,524111.0
2023-08-17,192.443,192.538,189.031,189.827,543673.0
2023-08-18,188.653,191.319,187.887,191.15,639917.0
2023-08-19,188.653,191.319,187.887,191.15,639917.0
2023-08-20,188.653,191.319,187.887,191.15,639917.0
2023-08-21,191.339,191.498,189.081,190.703,650363.0
2023-08-22,190.802,191.21,189.569,190.902,1405287.0
2023-08-23,191.996,196.303,191.727,195.199,818284.0
2023-08-24,196.552,197.805,195.04,195.408,1306818.0
2023-08-25,196.741,197.865,195.438,196.94,1210836.0
2023-08-26,196.741,197.865,195.438,196.94,1210836.0
2023-08-27,196.741,197.865,195.438,196.94,1210836.0
2023-08-28,197.706,199.745,197.054,198.83,486633.0
2023-08-29,198.929,205.236,198.143,204.341,610371.0
2023-08-30,204.49,206.768,203.585,206.42,430186.0
2023-08-31,206.907,207.971,205.604,205.614,437683.0
2023-09-01,206.479,208.14,204.913,205.743,435326.0
2023-09-02,206.479,208.14,204.913,205.743,435326.0
2023-09-03,206.479,208.14,204.913,205.743,435326.0
2023-09-04,206.479,208.14,204.913,205.743,435326.0
2023-09-05,204.757,206.321,203.132,203.371,412987.0
2023-09-06,203.461,206.042,203.222,203.501,559036.0
2023-09-07,202.145,203.413,200.69,200.8,513606.0
2023-09-08,200.322,201.687,195.304,195.897,563238.0
2023-09-09,200.322,201.687,195.304,195.897,563238.0
2023-09-10,200.322,201.687,195.304,195.897,563238.0
2023-09-11,196.614,198.139,196.245,197.342,835700.0
2023-09-12,196.953,197.85,196.255,196.843,724619.0
2023-09-13,196.724,197.362,195.231,196.574,683179.0
2023-09-14,197.571,199.644,196.574,199.026,421001.0
2023-09-15,198.308,199.036,195.797,196.196,1189484.0
2023-09-16,198.308,199.036,195.797,196.196,1189484.0
2023-09-17,198.308,199.036,195.797,196.196,1189484.0
2023-09-18,195.697,196.106,193.211,194.292,631049.0
2023-09-19,193.794,195.867,193.714,195.837,512498.0
2023-09-20,197.362,198.523,193.405,193.694,422730.0
2023-09-21,191.9,192.917,185.283,185.452,943846.0
2023-09-22,185.392,186.439,184.535,184.934,472448.0
2023-09-23,185.392,186.439,184.535,184.934,472448.0
2023-09-24,185.392,186.439,184.535,184.934,472448.0
2023-09-25,184.186,184.914,182.98,183.489,459260.0
2023-09-26,182.203,183.239,179.373,179.751,749275.0
2023-09-27,180.648,181.884,178.266,180.11,556720.0
2023-09-28,180.13,185.631,179.118,182.382,831451.0
2023-09-29,184.067,185.193,182.143,182.562,697507.0
2023-09-30,184.067,185.193,182.143,182.562,697507.0
2023-10-01,184.067,185.193,182.143,182.562,697507.0
2023-10-02,180.738,182.402,176.981,178.326,847468.0
2023-10-03,177.489,178.78,176.393,178.027,735559.0
2023-10-04,178.994,180.329,177.05,179.402,825250.0
2023-10-05,179.542,180.877,177.868,180.16,446881.0
2023-10-06,178.964,182.821,177.31,181.605,619418.0
2023-10-07,178.964,182.821,177.31,181.605,619418.0
2023-10-08,178.964,182.821,177.31,181.605,619418.0
2023-10-09,179.911,185.173,179.911,184.874,534165.0
2023-10-10,184.794,187.784,184.216,186.628,598155.0
2023-10-11,186.618,187.415,184.276,185.97,480965.0
2023-10-12,186.508,186.608,179.931,180.469,766043.0
2023-10-13,180.539,181.256,177.1,177.818,624784.0
2023-10-14,180.539,181.256,177.1,177.818,624784.0
2023-10-15,180.539,181.256,177.1,177.818,624784.0
2023-10-16,178.894,180.549,176.719,179.412,774497.0
2023-10-17,177.14,181.635,175.745,180.25,1387979.0
2023-10-18,178.994,179.532,173.602,174.569,1292896.0
2023-10-19,168.425,181.286,165.44,178.376,2325587.0
2023-10-20,178.904,179.572,174.285,175.775,1291512.0
2023-10-21,178.904,179.572,174.285,175.775,1291512.0
2023-10-22,178.904,179.572,174.285,175.775,1291512.0
2023-10-23,175.934,180.379,174.788,178.436,810241.0
2023-10-24,176.582,177.658,165.639,169.127,1780068.0
2023-10-25,168.689,169.087,162.898,163.616,1056379.0
2023-10-26,164.523,167.094,163.476,165.619,757035.0
2023-10-27,165.978,165.978,161.897,162.131,688944.0
2023-10-28,165.978,165.978,161.897,162.131,688944.0
2023-10-29,165.978,165.978,161.897,162.131,688944.0
2023-10-30,163.058,164.204,159.41,163.466,844922.0
2023-10-31,165.29,169.735,164.762,168.998,723335.0
2023-11-01,168.569,168.569,163.676,167.134,929149.0
2023-11-02,170.293,177.479,170.044,177.31,1096751.0
2023-11-03,180.26,184.306,180.26,181.206,985408.0
2023-11-04,180.26,184.306,180.26,181.206,985408.0
2023-11-05,180.26,184.306,180.26,181.206,985408.0
2023-11-06,180.22,181.122,178.525,180.18,554707.0
2023-11-07,180.578,183.917,180.578,183.14,779171.0
2023-11-08,183.738,185.791,183.12,183.837,476347.0
2023-11-09,185.013,186.777,183.389,183.748,759402.0
2023-11-10,184.286,184.719,179.701,184.286,674757.0
2023-11-11,184.286,184.719,179.701,184.286,674757.0
2023-11-12,184.286,184.719,179.701,184.286,674757.0
2023-11-13,183.289,184.045,181.396,183.399,636137.0
2023-11-14,189.359,197.392,189.309,195.767,1195211.0
2023-11-15,195.936,201.079,194.362,197.93,1117054.0
2023-11-16,198.169,200.8,196.465,199.704,1068572.0
2023-11-17,201.856,204.956,201.518,204.517,918548.0
2023-11-18,201.856,204.956,201.518,204.517,918548.0
2023-11-19,201.856,204.956,201.518,204.517,918548.0
2023-11-20,204.517,209.71,203.471,208.823,728849.0
2023-11-21,207.547,209.361,207.547,208.883,961500.0
2023-11-22,210.8,211.389,208.433,210.221,620407.0
2023-11-23,210.8,211.389,208.433,210.221,620407.0
2023-11-24,210.081,210.999,208.693,210.42,454159.0
2023-11-25,210.081,210.999,208.693,210.42,454159.0
2023-11-26,210.081,210.999,208.693,210.42,454159.0
2023-11-27,209.582,211.778,208.353,211.289,603050.0
2023-11-28,210.281,213.695,209.357,212.707,861724.0
2023-11-29,214.884,217.759,214.884,216.271,923290.0
2023-11-30,216.291,217.619,215.073,217.38,1220619.0
2023-12-01,216.841,222.152,216.533,221.783,1157917.0
2023-12-02,216.841,222.152,216.533,221.783,1157917.0
2023-12-03,216.841,222.152,216.533,221.783,1157917.0
2023-12-04,219.926,224.868,219.926,224.798,754663.0
2023-12-05,223.58,225.198,221.344,223.241,850526.0
2023-12-06,225.547,225.547,223.321,224.219,926745.0
2023-12-07,224.239,224.659,222.577,223.91,594220.0
2023-12-08,225.837,231.418,224.689,228.034,1748728.0
2023-12-09,225.837,231.418,224.689,228.034,1748728.0
2023-12-10,225.837,231.418,224.689,228.034,1748728.0
2023-12-11,227.165,231.978,227.165,231.738,944707.0
2023-12-12,232.447,234.883,230.34,234.174,1067300.0
2023-12-13,233.515,242.232,232.197,241.573,1053692.0
2023-12-14,244.329,251.756,242.661,246.316,1638625.0
2023-12-15,245.038,248.832,244.099,244.229,2235153.0
2023-12-16,245.038,248.832,244.099,244.229,2235153.0
2023-12-17,245.038,248.832,244.099,244.229,2235153.0
2023-12-18,251.049,252.217,246.745,248.872,1107534.0
2023-12-19,250.619,250.619,245.777,246.066,966191.0
2023-12-20,245.377,246.056,237.17,237.419,1760759.0
2023-12-21,239.067,242.282,237.839,241.843,822673.0
2023-12-22,243.151,243.7,241.099,243.51,737939.0
2023-12-23,243.151,243.7,241.099,243.51,737939.0
2023-12-24,243.151,243.7,241.099,243.51,737939.0
2023-12-25,243.151,243.7,241.099,243.51,737939.0
2023-12-26,243.939,247.324,242.991,247.194,538703.0
2023-12-27,247.843,250.32,247.194,250.03,518344.0
2023-12-28,249.191,250.39,247.484,249.231,389347.0
2023-12-29,248.872,249.96,246.166,246.915,488305.0
2023-12-30,248.872,249.96,246.166,246.915,488305.0
2023-12-31,248.872,249.96,246.166,246.915,488305.0
2024-01-01,248.872,249.96,246.166,246.915,488305.0
2024-01-02,243.869,245.547,237.529,239.506,1000818.0
2024-01-03,236.541,236.541,230.1,232.676,1182307.0
2024-01-04,233.435,236.71,233.096,233.735,759973.0
2024-01-05,232.886,238.118,232.886,236.66,883714.0
2024-01-06,232.886,238.118,232.886,236.66,883714.0
2024-01-07,232.886,238.118,232.886,236.66,883714.0
2024-01-08,239.656,247.234,239.656,245.996,1069363.0
2024-01-09,244.848,246.006,242.571,242.901,793314.0
2024-01-10,244.379,245.617,241.808,244.459,631912.0
2024-01-11,242.332,243.47,239.796,242.462,510638.0
2024-01-12,244.688,244.688,240.864,243.39,571191.0
2024-01-13,244.688,244.688,240.864,243.39,571191.0
2024-01-14,244.688,244.688,240.864,243.39,571191.0
2024-01-15,244.688,244.688,240.864,243.39,571191.0
2024-01-16,240.904,246.276,239.421,246.076,769144.0
2024-01-17,244.249,244.978,241.064,243.889,857663.0
