,EBIXQ US Equity,EBIXQ US Equity,EBIXQ US Equity,EBIXQ US Equity,EBIXQ US Equity
2020-03-13,16.7825,17.0496,14.7768,15.7845,998582.0
2020-03-14,16.7825,17.0496,14.7768,15.7845,998582.0
2020-03-15,16.7825,17.0496,14.7768,15.7845,998582.0
2020-03-16,13.8175,14.457,13.2942,13.4832,1191627.0
2020-03-17,13.6915,13.9531,11.7245,13.333,1368389.0
2020-03-18,12.3253,12.7322,8.4785,8.5463,1434184.0
2020-03-19,8.6819,14.612,8.6321,13.5559,2472902.0
2020-03-20,14.1566,15.4744,13.0132,13.0811,1816848.0
2020-03-21,14.1566,15.4744,13.0132,13.0811,1816848.0
2020-03-22,14.1566,15.4744,13.0132,13.0811,1816848.0
2020-03-23,13.0423,13.9047,11.9522,13.4686,827157.0
2020-03-24,14.2923,14.9899,13.5122,14.2729,553196.0
2020-03-25,14.3504,16.0461,13.1101,15.1353,750747.0
2020-03-26,15.3678,17.4027,15.2419,17.1992,990615.0
2020-03-27,16.4821,17.6933,16.4046,16.9375,640277.0
2020-03-28,16.4821,17.6933,16.4046,16.9375,640277.0
2020-03-29,16.4821,17.6933,16.4046,16.9375,640277.0
2020-03-30,17.1992,17.2476,15.426,15.5035,573448.0
2020-03-31,15.4938,15.7845,14.2438,14.7089,732045.0
2020-04-01,14.1954,14.5103,12.1605,12.6838,954929.0
2020-04-02,12.4609,12.9357,11.7633,12.2477,692640.0
2020-04-03,12.2768,12.7224,11.7923,11.9474,690475.0
2020-04-04,12.2768,12.7224,11.7923,11.9474,690475.0
2020-04-05,12.2768,12.7224,11.7923,11.9474,690475.0
2020-04-06,12.7225,14.3504,12.1896,14.2535,628943.0
2020-04-07,15.2903,15.8717,14.2438,14.5442,603783.0
2020-04-08,15.0578,16.7147,14.7574,16.4531,665133.0
2020-04-09,17.1604,18.1875,15.707,16.3659,965320.0
2020-04-10,17.1604,18.1875,15.707,16.3659,965320.0
2020-04-11,17.1604,18.1875,15.707,16.3659,965320.0
2020-04-12,17.1604,18.1875,15.707,16.3659,965320.0
2020-04-13,16.2787,16.3223,15.3291,15.9201,533454.0
2020-04-14,16.2593,16.9763,16.0945,16.8407,415111.0
2020-04-15,16.9957,16.9957,15.707,15.8232,643347.0
2020-04-16,15.8523,16.1624,15.0771,15.9783,655605.0
2020-04-17,16.8503,17.4414,16.4531,17.0538,548873.0
2020-04-18,16.8503,17.4414,16.4531,17.0538,548873.0
2020-04-19,16.8503,17.4414,16.4531,17.0538,548873.0
2020-04-20,16.5887,18.265,16.4724,17.4317,609739.0
2020-04-21,16.8407,17.3251,16.424,17.0344,412409.0
2020-04-22,17.4123,17.7321,16.6759,16.7438,381792.0
2020-04-23,16.9279,17.3348,16.4918,16.5403,343727.0
2020-04-24,16.6469,16.9375,16.4337,16.8794,264526.0
2020-04-25,16.6469,16.9375,16.4337,16.8794,264526.0
2020-04-26,16.6469,16.9375,16.4337,16.8794,264526.0
2020-04-27,17.0829,19.0402,17.0829,18.7108,405287.0
2020-04-28,19.4666,20.0964,18.6451,19.108,434921.0
2020-04-29,20.0964,21.1332,19.6797,20.8619,469195.0
2020-04-30,20.6293,21.1429,19.7282,20.2805,515203.0
2020-05-01,19.5344,19.7161,17.9453,18.4976,468156.0
2020-05-02,19.5344,19.7161,17.9453,18.4976,468156.0
2020-05-03,19.5344,19.7161,17.9453,18.4976,468156.0
2020-05-04,18.1197,19.2534,17.7224,19.1419,306993.0
2020-05-05,19.5731,20.0576,18.8173,18.9142,325328.0
2020-05-06,19.4181,19.7883,18.8077,19.4666,364427.0
2020-05-07,19.6022,20.3096,19.6022,20.2417,309760.0
2020-05-08,20.6778,20.7432,19.7863,20.232,348402.0
2020-05-09,20.6778,20.7432,19.7863,20.232,348402.0
2020-05-10,20.6778,20.7432,19.7863,20.232,348402.0
2020-05-11,21.4142,22.2572,19.4569,19.5441,605530.0
2020-05-12,19.5344,20.6824,19.5344,19.6507,571081.0
2020-05-13,19.4375,20.3289,17.112,17.2622,676907.0
2020-05-14,16.7534,17.0829,15.5132,17.0248,674268.0
2020-05-15,16.8116,17.2089,16.0219,16.8988,494539.0
2020-05-16,16.8116,17.2089,16.0219,16.8988,494539.0
2020-05-17,16.8116,17.2089,16.0219,16.8988,494539.0
2020-05-18,17.703,19.4956,17.5868,18.89,431178.0
2020-05-19,18.7786,20.4355,18.3716,19.6119,384743.0
2020-05-20,20.0479,20.6584,19.9123,20.3386,423916.0
2020-05-21,20.2805,20.4937,19.8638,20.077,373995.0
2020-05-22,20.1061,20.1061,19.2049,19.951,140655.0
2020-05-23,20.1061,20.1061,19.2049,19.951,140655.0
2020-05-24,20.1061,20.1061,19.2049,19.951,140655.0
2020-05-25,20.1061,20.1061,19.2049,19.951,140655.0
2020-05-26,20.8231,21.5111,20.6389,20.8037,273663.0
2020-05-27,21.3851,22.0246,20.3871,21.8793,381733.0
2020-05-28,22.1118,22.325,21.4644,22.0731,386097.0
2020-05-29,21.7242,22.0343,20.9878,21.7146,419972.0
2020-05-30,21.7242,22.0343,20.9878,21.7146,419972.0
2020-05-31,21.7242,22.0343,20.9878,21.7146,419972.0
2020-06-01,21.8069,23.1885,21.5736,22.9639,317431.0
2020-06-02,23.3139,23.8097,22.7791,23.5958,337353.0
2020-06-03,23.9458,25.375,23.9458,25.1125,438147.0
2020-06-04,24.743,27.0083,24.7333,26.3764,619833.0
2020-06-05,27.2222,28.5669,27.0034,27.5819,517819.0
2020-06-06,27.2222,28.5669,27.0034,27.5819,517819.0
2020-06-07,27.2222,28.5669,27.0034,27.5819,517819.0
2020-06-08,28.6805,30.8778,28.3597,30.1437,674997.0
2020-06-09,29.3708,29.7889,27.9319,28.0,289525.0
2020-06-10,28.2041,28.6903,25.6051,25.9243,570953.0
2020-06-11,24.6458,24.8837,22.2249,22.3416,599744.0
2020-06-12,24.0041,24.547,22.3319,23.4889,450073.0
2020-06-13,24.0041,24.547,22.3319,23.4889,450073.0
2020-06-14,24.0041,24.547,22.3319,23.4889,450073.0
2020-06-15,22.5264,24.6977,22.3611,24.2472,277000.0
2020-06-16,25.4819,25.9875,24.2666,24.393,709429.0
2020-06-17,24.2375,24.2375,22.0208,23.2361,556227.0
2020-06-18,23.0222,23.4014,22.3805,23.3819,329989.0
2020-06-19,23.8,24.5778,22.7791,22.784,663765.0
2020-06-20,23.8,24.5778,22.7791,22.784,663765.0
2020-06-21,23.8,24.5778,22.7791,22.784,663765.0
2020-06-22,22.6139,23.1097,21.9333,22.2639,538214.0
2020-06-23,22.8666,22.9055,21.8458,22.7889,673788.0
2020-06-24,22.3319,22.4778,20.3,20.3486,633224.0
2020-06-25,20.0666,21.4083,20.0666,21.2722,486544.0
2020-06-26,21.0486,21.4375,20.1444,20.2319,766697.0
2020-06-27,21.0486,21.4375,20.1444,20.2319,766697.0
2020-06-28,21.0486,21.4375,20.1444,20.2319,766697.0
2020-06-29,20.5722,21.3791,20.0875,21.2819,229577.0
2020-06-30,21.175,21.7875,21.0536,21.7389,218646.0
2020-07-01,21.6611,22.1278,21.1264,21.1555,274203.0
2020-07-02,21.8166,22.05,20.966,21.0,306707.0
2020-07-03,21.8166,22.05,20.966,21.0,306707.0
2020-07-04,21.8166,22.05,20.966,21.0,306707.0
2020-07-05,21.8166,22.05,20.966,21.0,306707.0
2020-07-06,21.4958,21.7243,20.7764,21.0389,218402.0
2020-07-07,20.6826,20.8736,20.1055,20.2028,309880.0
2020-07-08,20.1444,20.509,19.3703,20.2611,243649.0
2020-07-09,20.3194,20.3194,19.2889,19.3764,481665.0
2020-07-10,19.318,19.5319,19.0069,19.4541,252890.0
2020-07-11,19.318,19.5319,19.0069,19.4541,252890.0
2020-07-12,19.318,19.5319,19.0069,19.4541,252890.0
2020-07-13,19.9305,20.7375,19.6486,19.8819,451121.0
2020-07-14,19.7653,19.9553,18.679,19.5708,363077.0
2020-07-15,20.1444,21.2625,20.0181,21.2139,361139.0
2020-07-16,20.9514,21.7486,20.6986,21.418,312251.0
2020-07-17,21.3889,21.7389,21.3014,21.4666,269198.0
2020-07-18,21.3889,21.7389,21.3014,21.4666,269198.0
2020-07-19,21.3889,21.7389,21.3014,21.4666,269198.0
2020-07-20,21.4569,21.7778,21.243,21.6028,244970.0
2020-07-21,22.0305,22.7208,21.6471,22.3368,351316.0
2020-07-22,22.2055,22.8083,21.7972,22.0208,213116.0
2020-07-23,21.8653,22.7014,21.8069,22.0403,215712.0
2020-07-24,21.943,21.943,20.4653,20.6111,226282.0
2020-07-25,21.943,21.943,20.4653,20.6111,226282.0
2020-07-26,21.943,21.943,20.4653,20.6111,226282.0
2020-07-27,20.5819,20.5819,19.4055,20.3583,257929.0
2020-07-28,20.2514,20.4847,19.95,19.95,153434.0
2020-07-29,20.1833,21.3208,20.0666,21.3111,233383.0
2020-07-30,20.7666,21.3014,20.0278,21.1944,177648.0
2020-07-31,21.068,21.4472,20.5334,21.4423,230429.0
2020-08-01,21.068,21.4472,20.5334,21.4423,230429.0
2020-08-02,21.068,21.4472,20.5334,21.4423,230429.0
2020-08-03,21.5833,22.1764,21.2433,21.9139,231426.0
2020-08-04,21.8166,22.5555,21.7,22.4097,177440.0
2020-08-05,22.7889,23.0222,22.468,22.9055,175424.0
2020-08-06,22.6819,23.5375,22.1764,23.3528,326275.0
2020-08-07,25.2778,26.95,24.8014,25.5014,654270.0
2020-08-08,25.2778,26.95,24.8014,25.5014,654270.0
2020-08-09,25.2778,26.95,24.8014,25.5014,654270.0
2020-08-10,25.7347,26.318,25.375,25.5403,258224.0
2020-08-11,25.8514,26.1041,24.5,24.5194,281706.0
2020-08-12,24.9666,25.1514,24.4125,24.8694,192838.0
2020-08-13,24.9472,25.7541,24.8694,24.9569,143452.0
2020-08-14,24.743,25.0153,24.5389,25.0055,120100.0
2020-08-15,24.743,25.0153,24.5389,25.0055,120100.0
2020-08-16,24.743,25.0153,24.5389,25.0055,120100.0
2020-08-17,25.093,25.4333,24.7722,25.3166,167549.0
2020-08-18,25.3847,25.3847,24.7819,24.918,163263.0
2020-08-19,24.8403,25.2972,24.5972,24.8403,218190.0
2020-08-20,24.5972,24.6361,24.1597,24.393,204158.0
2020-08-21,24.5,24.5972,24.0625,24.1014,200254.0
2020-08-22,24.5,24.5972,24.0625,24.1014,200254.0
2020-08-23,24.5,24.5972,24.0625,24.1014,200254.0
2020-08-24,24.15,24.5778,23.9604,24.5,257576.0
2020-08-25,24.5,24.5389,23.9264,24.218,182365.0
2020-08-26,24.3639,24.4173,23.5861,23.6833,156471.0
2020-08-27,23.6639,23.7319,22.468,22.5361,360110.0
2020-08-28,22.818,24.218,22.4389,24.0625,351434.0
2020-08-29,22.818,24.218,22.4389,24.0625,351434.0
2020-08-30,22.818,24.218,22.4389,24.0625,351434.0
2020-08-31,24.0625,24.0625,22.0014,22.4291,320109.0
2020-09-01,22.2097,22.951,22.1999,22.7461,176289.0
2020-09-02,22.6974,22.8437,21.9268,22.6193,297426.0
2020-09-03,22.395,22.6974,20.9709,21.3123,245746.0
2020-09-04,21.6732,21.8,20.5613,21.1368,243277.0
2020-09-05,21.6732,21.8,20.5613,21.1368,243277.0
2020-09-06,21.6732,21.8,20.5613,21.1368,243277.0
2020-09-07,21.6732,21.8,20.5613,21.1368,243277.0
2020-09-08,20.8344,21.049,20.1711,20.3955,368394.0
2020-09-09,20.7466,21.2733,20.0151,20.3272,267127.0
2020-09-10,20.571,20.8734,19.2542,19.2835,530924.0
2020-09-11,19.381,19.5956,19.0299,19.303,250213.0
2020-09-12,19.381,19.5956,19.0299,19.303,250213.0
2020-09-13,19.381,19.5956,19.0299,19.303,250213.0
2020-09-14,19.4981,19.6834,19.2972,19.5859,180469.0
2020-09-15,19.7224,20.1614,19.5664,19.8639,160843.0
2020-09-16,19.937,20.3272,19.8297,19.9078,192556.0
2020-09-17,19.4981,20.2784,19.2152,20.1028,245617.0
2020-09-18,20.3272,20.7954,19.8102,19.8785,474479.0
2020-09-19,20.3272,20.7954,19.8102,19.8785,474479.0
2020-09-20,20.3272,20.7954,19.8102,19.8785,474479.0
2020-09-21,19.2152,19.4201,18.6397,19.0202,265996.0
2020-09-22,19.2152,19.4493,18.5812,19.0884,170160.0
2020-09-23,19.0787,19.6932,18.8641,18.947,328601.0
2020-09-24,18.9226,19.0884,18.2496,18.8251,311288.0
2020-09-25,18.5812,19.5664,18.5812,19.4396,231407.0
2020-09-26,18.5812,19.5664,18.5812,19.4396,231407.0
2020-09-27,18.5812,19.5664,18.5812,19.4396,231407.0
2020-09-28,19.8005,20.4735,19.8005,19.976,210700.0
2020-09-29,19.9078,20.0541,19.4574,20.0053,145212.0
2020-09-30,20.2004,20.8539,19.976,20.0931,211405.0
2020-10-01,20.2687,21.4099,20.0151,21.4001,318211.0
2020-10-02,20.7076,21.0295,20.3857,20.8246,159966.0
2020-10-03,20.7076,21.0295,20.3857,20.8246,159966.0
2020-10-04,20.7076,21.0295,20.3857,20.8246,159966.0
2020-10-05,21.1368,21.722,21.0002,21.3416,189561.0
2020-10-06,21.6244,21.8,20.1614,20.2687,409750.0
2020-10-07,20.2784,21.0197,19.9471,20.454,538484.0
2020-10-08,21.7088,21.7088,20.7076,20.8051,156367.0
2020-10-09,21.0587,21.3171,20.7167,20.8344,165065.0
2020-10-10,21.0587,21.3171,20.7167,20.8344,165065.0
2020-10-11,21.0587,21.3171,20.7167,20.8344,165065.0
2020-10-12,20.9807,21.3367,20.6198,21.1855,116299.0
2020-10-13,20.8929,21.1075,20.5223,20.7759,178053.0
2020-10-14,20.9124,21.1827,20.6198,20.6491,150139.0
2020-10-15,20.2296,20.8539,19.8492,20.7271,178024.0
2020-10-16,20.6783,20.8441,20.3467,20.3662,119312.0
2020-10-17,20.6783,20.8441,20.3467,20.3662,119312.0
2020-10-18,20.6783,20.8441,20.3467,20.3662,119312.0
2020-10-19,20.5515,20.649,18.7373,18.7373,330337.0
2020-10-20,18.9226,19.2884,18.63,18.6788,230589.0
2020-10-21,18.552,18.9578,18.5422,18.8446,149362.0
2020-10-22,18.8348,19.6151,18.5568,19.5761,182660.0
2020-10-23,20.0346,20.0346,19.0787,19.5274,158191.0
2020-10-24,20.0346,20.0346,19.0787,19.5274,158191.0
2020-10-25,20.0346,20.0346,19.0787,19.5274,158191.0
2020-10-26,19.1372,19.2933,18.4837,19.2933,261455.0
2020-10-27,19.2933,19.303,18.6495,18.7861,154016.0
2020-10-28,18.3081,18.3276,17.3912,17.8009,370999.0
2020-10-29,17.8302,18.2203,17.4303,17.9277,250874.0
2020-10-30,17.8594,18.0057,17.4595,17.6156,250190.0
2020-10-31,17.8594,18.0057,17.4595,17.6156,250190.0
2020-11-01,17.8594,18.0057,17.4595,17.6156,250190.0
2020-11-02,17.918,19.1372,17.918,18.5325,351761.0
2020-11-03,19.0299,19.5469,18.9129,19.4201,209878.0
2020-11-04,19.2835,19.4981,18.3471,18.4934,203473.0
2020-11-05,18.7178,19.4591,18.708,19.0494,159723.0
2020-11-06,19.2542,19.264,18.4837,18.9421,238681.0
2020-11-07,19.2542,19.264,18.4837,18.9421,238681.0
2020-11-08,19.2542,19.264,18.4837,18.9421,238681.0
2020-11-09,20.5418,26.2185,20.5418,25.7211,1131902.0
2020-11-10,26.1503,27.7499,25.7406,27.1062,853876.0
2020-11-11,26.7843,27.4085,25.1846,27.4085,331577.0
2020-11-12,27.1939,28.8911,26.2283,26.3356,829564.0
2020-11-13,26.6282,27.1939,26.4136,26.9989,402332.0
2020-11-14,26.6282,27.1939,26.4136,26.9989,402332.0
2020-11-15,26.6282,27.1939,26.4136,26.9989,402332.0
2020-11-16,28.0133,30.7566,27.7987,30.5395,509306.0
2020-11-17,30.0128,31.115,29.4373,30.3445,551280.0
2020-11-18,30.6761,33.4852,30.5005,31.788,546962.0
2020-11-19,31.5637,32.4611,29.6519,29.7885,469426.0
2020-11-20,29.8275,30.9297,29.6714,30.7444,216141.0
2020-11-21,29.8275,30.9297,29.6714,30.7444,216141.0
2020-11-22,29.8275,30.9297,29.6714,30.7444,216141.0
2020-11-23,31.5052,33.3487,31.0272,33.1048,337206.0
2020-11-24,34.1387,37.0356,33.9046,35.0556,588963.0
2020-11-25,34.6459,35.2507,33.7388,33.9729,319985.0
2020-11-26,34.6459,35.2507,33.7388,33.9729,319985.0
2020-11-27,34.3631,35.6994,34.3631,34.5679,157738.0
2020-11-28,34.3631,35.6994,34.3631,34.5679,157738.0
2020-11-29,34.3631,35.6994,34.3631,34.5679,157738.0
2020-11-30,34.6412,35.4036,32.9405,33.2434,284839.0
2020-12-01,34.3284,34.4066,31.3667,32.7156,462582.0
2020-12-02,32.4712,33.7224,32.0509,33.3901,234622.0
2020-12-03,33.7517,34.2893,33.1359,33.3119,225322.0
2020-12-04,33.8006,34.4066,33.3607,34.0352,277029.0
2020-12-05,33.8006,34.4066,33.3607,34.0352,277029.0
2020-12-06,33.8006,34.4066,33.3607,34.0352,277029.0
2020-12-07,34.045,34.0841,32.7156,33.5074,229337.0
2020-12-08,33.1946,34.6999,33.1848,34.6217,240486.0
2020-12-09,34.7878,35.2961,33.2581,34.4164,334744.0
2020-12-10,33.8886,35.7848,33.7713,35.6675,249938.0
2020-12-11,35.3352,35.7311,34.6412,35.4525,179539.0
2020-12-12,35.3352,35.7311,34.6412,35.4525,179539.0
2020-12-13,35.3352,35.7311,34.6412,35.4525,179539.0
2020-12-14,35.9706,36.0976,33.9277,34.1427,284912.0
2020-12-15,34.4946,35.1628,33.957,34.7585,145539.0
2020-12-16,35.0908,35.2766,34.6705,34.8074,834356.0
2020-12-17,34.8269,35.4232,34.4946,34.8953,174319.0
2020-12-18,34.8953,35.5209,34.7292,35.2766,578222.0
2020-12-19,34.8953,35.5209,34.7292,35.2766,578222.0
2020-12-20,34.8953,35.5209,34.7292,35.2766,578222.0
2020-12-21,34.4848,35.2766,34.1329,34.9247,226507.0
2020-12-22,35.0224,36.5864,35.0224,35.5014,154636.0
2020-12-23,35.9999,36.2638,35.5307,36.1367,141415.0
2020-12-24,36.3322,36.5473,35.9119,36.2638,84839.0
2020-12-25,36.3322,36.5473,35.9119,36.2638,84839.0
2020-12-26,36.3322,36.5473,35.9119,36.2638,84839.0
2020-12-27,36.3322,36.5473,35.9119,36.2638,84839.0
2020-12-28,36.6548,37.73,36.3713,36.9676,250115.0
2020-12-29,36.8405,37.1044,34.8953,35.4623,235194.0
2020-12-30,35.6773,36.5375,35.6773,36.3322,164714.0
2020-12-31,36.2638,37.3585,35.9315,37.1142,188448.0
2021-01-01,36.2638,37.3585,35.9315,37.1142,188448.0
2021-01-02,36.2638,37.3585,35.9315,37.1142,188448.0
2021-01-03,36.2638,37.3585,35.9315,37.1142,188448.0
2021-01-04,37.3194,37.7495,36.0878,36.733,315620.0
2021-01-05,36.6255,37.9157,36.557,37.339,187902.0
2021-01-06,37.6029,40.5157,37.5198,39.4014,364896.0
2021-01-07,39.9781,40.6233,38.8541,39.421,246301.0
2021-01-08,39.7142,39.7335,37.3976,38.1405,216761.0
2021-01-09,39.7142,39.7335,37.3976,38.1405,216761.0
2021-01-10,39.7142,39.7335,37.3976,38.1405,216761.0
2021-01-11,37.6616,38.1405,37.2648,37.427,136073.0
2021-01-12,37.9059,38.2578,37.2022,38.1992,163759.0
2021-01-13,38.1307,39.0007,37.3488,38.5901,193572.0
2021-01-14,39.0496,42.6271,39.0496,42.3338,391233.0
2021-01-15,41.7669,42.5049,40.4864,41.5421,270859.0
2021-01-16,41.7669,42.5049,40.4864,41.5421,270859.0
2021-01-17,41.7669,42.5049,40.4864,41.5421,270859.0
2021-01-18,41.7669,42.5049,40.4864,41.5421,270859.0
2021-01-19,42.0308,43.2135,40.9344,41.7278,338759.0
2021-01-20,42.0601,43.5752,41.8744,42.9203,219079.0
2021-01-21,42.9203,44.3963,41.9624,44.0151,320371.0
2021-01-22,43.5947,44.7677,43.0207,44.6015,237270.0
2021-01-23,43.5947,44.7677,43.0207,44.6015,237270.0
2021-01-24,43.5947,44.7677,43.0207,44.6015,237270.0
2021-01-25,44.7481,47.2078,44.6797,45.1196,432331.0
2021-01-26,45.5888,47.1038,43.5068,47.055,334930.0
2021-01-27,46.1557,62.6943,44.9632,57.3085,2579553.0
2021-01-28,59.6272,61.5263,49.0686,51.5024,1656725.0
2021-01-29,54.7378,56.2773,50.8573,50.8964,651138.0
2021-01-30,54.7378,56.2773,50.8573,50.8964,651138.0
2021-01-31,54.7378,56.2773,50.8573,50.8964,651138.0
2021-02-01,52.7927,54.337,51.4829,52.343,556612.0
2021-02-02,51.737,53.0957,40.2225,40.9458,1121058.0
2021-02-03,44.6602,46.3903,40.2714,45.9407,827397.0
2021-02-04,45.8429,47.3873,44.3181,45.5985,335730.0
2021-02-05,43.3993,47.0745,42.0504,46.7813,469627.0
2021-02-06,43.3993,47.0745,42.0504,46.7813,469627.0
2021-02-07,43.3993,47.0745,42.0504,46.7813,469627.0
2021-02-08,46.7422,52.3626,46.0873,51.2483,450938.0
2021-02-09,50.74,54.2784,49.1369,53.5844,318400.0
2021-02-10,53.6039,53.6039,50.6325,52.5874,331259.0
2021-02-11,52.9197,53.8483,49.9482,50.9062,284168.0
2021-02-12,50.261,51.3313,49.8505,50.3392,216241.0
2021-02-13,50.261,51.3313,49.8505,50.3392,216241.0
2021-02-14,50.261,51.3313,49.8505,50.3392,216241.0
2021-02-15,50.261,51.3313,49.8505,50.3392,216241.0
2021-02-16,50.6716,52.2355,48.7264,49.9971,269985.0
2021-02-17,49.5573,51.5611,49.0294,51.0625,450046.0
2021-02-18,50.7986,51.522,48.6424,49.5964,254230.0
2021-02-19,49.87,50.5738,49.1321,49.5964,289234.0
2021-02-20,49.87,50.5738,49.1321,49.5964,289234.0
2021-02-21,49.87,50.5738,49.1321,49.5964,289234.0
2021-02-22,28.7764,32.1585,23.8598,29.8126,11315296.0
2021-02-23,28.3268,28.7764,22.2079,22.6771,3833410.0
2021-02-24,23.3613,25.0132,23.0681,24.5831,1749022.0
2021-02-25,24.6907,25.9125,22.9801,23.2049,1641883.0
2021-02-26,23.7816,24.241,22.5989,23.8305,960946.0
2021-02-27,23.7816,24.241,22.5989,23.8305,960946.0
2021-02-28,23.7816,24.241,22.5989,23.8305,960946.0
2021-03-01,24.4923,25.3551,23.9825,25.2571,707551.0
2021-03-02,25.4041,25.8552,24.2178,24.257,635265.0
2021-03-03,24.8845,25.2571,23.453,23.8942,542419.0
2021-03-04,23.4236,24.2276,22.7373,23.8746,637642.0
2021-03-05,23.9236,24.4629,21.9529,24.3648,809620.0
2021-03-06,23.9236,24.4629,21.9529,24.3648,809620.0
2021-03-07,23.9236,24.4629,21.9529,24.3648,809620.0
2021-03-08,24.61,27.3553,23.904,27.0906,1094133.0
2021-03-09,26.8454,28.9731,26.718,28.1691,1147743.0
2021-03-10,28.5613,29.6104,28.1005,29.3163,827968.0
2021-03-11,29.5516,30.7476,29.1398,30.3261,534480.0
2021-03-12,29.9045,32.8362,29.7379,32.5224,856332.0
2021-03-13,29.9045,32.8362,29.7379,32.5224,856332.0
2021-03-14,29.9045,32.8362,29.7379,32.5224,856332.0
2021-03-15,32.3949,33.5029,31.5223,32.8852,759037.0
2021-03-16,32.8852,33.8853,30.885,31.2968,511223.0
2021-03-17,31.0811,31.5898,29.8457,31.189,434269.0
2021-03-18,30.9831,32.2773,30.2477,31.6596,579102.0
2021-03-19,31.3556,32.7577,30.2967,32.2283,636985.0
2021-03-20,31.3556,32.7577,30.2967,32.2283,636985.0
2021-03-21,31.3556,32.7577,30.2967,32.2283,636985.0
2021-03-22,32.2283,32.846,31.5125,32.6597,339784.0
2021-03-23,32.6303,33.0715,30.6105,30.8262,433555.0
2021-03-24,31.3262,31.3556,28.3946,28.3946,513760.0
2021-03-25,28.424,30.7477,27.7426,30.6007,489382.0
2021-03-26,31.1203,31.8655,29.4459,30.5909,444841.0
2021-03-27,31.1203,31.8655,29.4459,30.5909,444841.0
2021-03-28,31.1203,31.8655,29.4459,30.5909,444841.0
2021-03-29,30.2379,31.2184,29.4633,29.5123,277159.0
2021-03-30,30.483,31.1595,29.2182,30.8458,381808.0
2021-03-31,30.434,32.2577,30.434,31.4047,336152.0
2021-04-01,31.7282,32.3459,30.5909,31.3066,346966.0
2021-04-02,31.7282,32.3459,30.5909,31.3066,346966.0
2021-04-03,31.7282,32.3459,30.5909,31.3066,346966.0
2021-04-04,31.7282,32.3459,30.5909,31.3066,346966.0
2021-04-05,32.0322,32.0322,30.7477,30.8556,453252.0
2021-04-06,30.9635,32.091,30.7477,31.2772,220715.0
2021-04-07,31.238,31.5419,29.8212,29.9045,352168.0
2021-04-08,30.0026,30.6203,29.581,30.4536,439360.0
2021-04-09,30.1791,30.2771,29.5614,30.1987,167611.0
2021-04-10,30.1791,30.2771,29.5614,30.1987,167611.0
2021-04-11,30.1791,30.2771,29.5614,30.1987,167611.0
2021-04-12,30.1889,30.5319,29.3163,29.4633,251650.0
2021-04-13,29.8359,30.1399,28.6103,29.179,397453.0
2021-04-14,29.1398,30.934,29.1398,29.3163,362609.0
2021-04-15,29.934,30.3458,28.4044,29.0319,391331.0
2021-04-16,29.8783,29.8783,27.7769,28.4828,539994.0
2021-04-17,29.8783,29.8783,27.7769,28.4828,539994.0
2021-04-18,29.8783,29.8783,27.7769,28.4828,539994.0
2021-04-19,28.5221,28.5907,27.4533,28.2475,491762.0
2021-04-20,28.1495,28.6005,27.1397,27.9142,361919.0
2021-04-21,27.8651,29.6594,27.7573,29.4927,331366.0
2021-04-22,28.8946,30.6105,28.8946,29.6888,371581.0
2021-04-23,30.1399,31.0223,29.8359,30.7772,255097.0
2021-04-24,30.1399,31.0223,29.8359,30.7772,255097.0
2021-04-25,30.1399,31.0223,29.8359,30.7772,255097.0
2021-04-26,30.836,32.2871,30.836,32.0812,361699.0
2021-04-27,32.9278,33.2823,31.6596,32.7871,493387.0
2021-04-28,32.3361,33.2676,30.5418,31.591,442083.0
2021-04-29,32.0812,32.0812,30.6987,31.9243,397245.0
2021-04-30,31.6204,31.8263,28.9143,29.5222,673513.0
2021-05-01,31.6204,31.8263,28.9143,29.5222,673513.0
2021-05-02,31.6204,31.8263,28.9143,29.5222,673513.0
2021-05-03,30.3065,30.8458,29.6986,29.9241,603212.0
2021-05-04,29.6104,29.8653,28.8064,29.8555,410634.0
2021-05-05,30.1202,30.6252,29.6202,29.9045,385074.0
2021-05-06,30.1497,30.5909,29.3457,29.5614,482829.0
2021-05-07,29.6398,30.836,29.3751,29.8359,513856.0
2021-05-08,29.6398,30.836,29.3751,29.8359,513856.0
2021-05-09,29.6398,30.836,29.3751,29.8359,513856.0
2021-05-10,29.8653,30.4585,28.7084,28.777,277195.0
2021-05-11,27.218,28.424,26.4729,27.5122,530923.0
2021-05-12,27.5416,28.3259,25.8944,26.267,466152.0
2021-05-13,26.3944,27.7867,26.1101,26.7768,451300.0
2021-05-14,27.7013,28.3848,26.9631,27.973,324759.0
2021-05-15,27.7013,28.3848,26.9631,27.973,324759.0
2021-05-16,27.7013,28.3848,26.9631,27.973,324759.0
2021-05-17,27.0612,28.9143,26.3062,27.5416,379128.0
2021-05-18,27.7377,27.7377,26.5703,26.8454,395623.0
2021-05-19,26.3748,26.6886,25.4041,26.6101,457351.0
2021-05-20,26.5219,27.12,26.1493,26.7866,342347.0
2021-05-21,27.1102,27.6985,26.9729,27.1004,242855.0
2021-05-22,27.1102,27.6985,26.9729,27.1004,242855.0
2021-05-23,27.1102,27.6985,26.9729,27.1004,242855.0
2021-05-24,27.2376,27.7181,26.6886,27.1886,226957.0
2021-05-25,27.1494,27.4434,25.5904,25.6297,283796.0
2021-05-26,25.7669,26.6101,25.7669,26.2474,149571.0
2021-05-27,26.4042,27.6396,26.0562,27.3161,337689.0
