,LAD US Equity,LAD US Equity,LAD US Equity,LAD US Equity,LAD US Equity
2020-03-14,93.1785,95.4578,88.6394,92.9253,363384.0
2020-03-15,93.1785,95.4578,88.6394,92.9253,363384.0
2020-03-16,78.0611,87.5485,72.4603,74.087,376226.0
2020-03-17,75.2753,78.7527,72.2801,73.4441,542791.0
2020-03-18,69.5284,71.1064,54.2941,61.7359,450718.0
2020-03-19,60.4404,69.9972,58.4241,66.7231,373619.0
2020-03-20,67.59,69.5966,61.6791,63.9957,569595.0
2020-03-21,67.59,69.5966,61.6791,63.9957,569595.0
2020-03-22,67.59,69.5966,61.6791,63.9957,569595.0
2020-03-23,63.1775,69.7329,61.619,68.6907,610717.0
2020-03-24,72.509,81.7918,71.8077,81.4898,364190.0
2020-03-25,81.4216,90.3051,78.3826,85.7757,387024.0
2020-03-26,85.951,90.1492,85.951,88.2888,365400.0
2020-03-27,84.7919,86.4721,79.8144,81.3048,355306.0
2020-03-28,84.7919,86.4721,79.8144,81.3048,355306.0
2020-03-29,84.7919,86.4721,79.8144,81.3048,355306.0
2020-03-30,81.6749,81.6749,73.0545,76.8923,457596.0
2020-03-31,80.0482,80.7106,76.4734,79.6683,353497.0
2020-04-01,76.0351,76.376,69.8498,71.1551,331312.0
2020-04-02,69.4212,74.048,66.7133,68.4472,217684.0
2020-04-03,67.9407,67.9407,63.0898,65.3594,276970.0
2020-04-04,67.9407,67.9407,63.0898,65.3594,276970.0
2020-04-05,67.9407,67.9407,63.0898,65.3594,276970.0
2020-04-06,68.3303,74.535,67.6338,70.6193,465270.0
2020-04-07,75.0026,78.8014,70.5804,72.4798,465909.0
2020-04-08,73.9701,77.2332,71.2866,75.85,348186.0
2020-04-09,78.4118,84.7432,77.9004,81.7333,347911.0
2020-04-10,78.4118,84.7432,77.9004,81.7333,347911.0
2020-04-11,78.4118,84.7432,77.9004,81.7333,347911.0
2020-04-12,78.4118,84.7432,77.9004,81.7333,347911.0
2020-04-13,81.6749,82.912,77.73,82.386,253994.0
2020-04-14,82.8048,87.6459,82.5126,86.0679,275054.0
2020-04-15,81.4216,85.0062,80.3098,84.4023,354747.0
2020-04-16,84.0126,86.3991,81.9476,86.0387,461378.0
2020-04-17,89.4966,93.7435,89.1946,93.4513,455173.0
2020-04-18,89.4966,93.7435,89.1946,93.4513,455173.0
2020-04-19,89.4966,93.7435,89.1946,93.4513,455173.0
2020-04-20,91.1135,92.2337,87.1881,88.279,334602.0
2020-04-21,84.9283,86.964,83.9055,85.6685,199002.0
2020-04-22,88.9803,94.6981,85.3909,92.935,518485.0
2020-04-23,91.7369,97.143,91.7369,95.1364,524386.0
2020-04-24,96.6267,103.1724,96.6267,101.6626,306293.0
2020-04-25,96.6267,103.1724,96.6267,101.6626,306293.0
2020-04-26,96.6267,103.1724,96.6267,101.6626,306293.0
2020-04-27,103.4451,107.9453,102.6269,104.1172,299328.0
2020-04-28,107.1076,111.8318,106.3089,109.6207,319519.0
2020-04-29,113.439,119.0788,112.1143,115.4261,378749.0
2020-04-30,112.874,112.874,105.3056,107.692,268652.0
2020-05-01,104.3413,105.403,102.023,105.3251,188644.0
2020-05-02,104.3413,105.403,102.023,105.3251,188644.0
2020-05-03,104.3413,105.403,102.023,105.3251,188644.0
2020-05-04,102.7438,106.3283,101.5457,106.1141,151422.0
2020-05-05,106.9907,110.4778,103.864,104.2049,150088.0
2020-05-06,104.9062,105.7439,100.9418,102.3834,252416.0
2020-05-07,103.4188,106.3592,103.2186,104.1613,165579.0
2020-05-08,106.8573,111.683,106.5106,110.9308,152494.0
2020-05-09,106.8573,111.683,106.5106,110.9308,152494.0
2020-05-10,106.8573,111.683,106.5106,110.9308,152494.0
2020-05-11,110.1982,110.6133,105.7047,107.6193,162082.0
2020-05-12,108.6743,109.1334,101.3186,101.5824,207407.0
2020-05-13,99.7557,100.6153,92.8005,94.4318,320055.0
2020-05-14,91.7651,101.5433,91.218,101.4749,270744.0
2020-05-15,100.2636,101.7387,99.0133,101.4652,181681.0
2020-05-16,100.2636,101.7387,99.0133,101.4652,181681.0
2020-05-17,100.2636,101.7387,99.0133,101.4652,181681.0
2020-05-18,107.9807,114.1837,106.8453,113.5097,230777.0
2020-05-19,112.5914,117.5441,110.241,113.3143,264020.0
2020-05-20,115.268,115.9518,112.6549,113.0115,164887.0
2020-05-21,112.611,117.4366,111.849,115.9811,170815.0
2020-05-22,116.4793,116.4793,112.9724,116.1862,111094.0
2020-05-23,116.4793,116.4793,112.9724,116.1862,111094.0
2020-05-24,116.4793,116.4793,112.9724,116.1862,111094.0
2020-05-25,116.4793,116.4793,112.9724,116.1862,111094.0
2020-05-26,122.6237,123.6494,117.1533,118.9116,200808.0
2020-05-27,122.819,126.9902,120.7774,126.746,305751.0
2020-05-28,128.4359,128.4359,118.7554,119.4098,176591.0
2020-05-29,118.1302,118.8042,115.3559,117.798,213625.0
2020-05-30,118.1302,118.8042,115.3559,117.798,213625.0
2020-05-31,118.1302,118.8042,115.3559,117.798,213625.0
2020-06-01,118.7456,122.2671,118.7456,119.9178,158328.0
2020-06-02,122.272,127.166,121.1291,125.6519,189827.0
2020-06-03,127.6935,133.496,127.0146,131.8646,224529.0
2020-06-04,130.3994,135.1762,129.9212,132.9685,184732.0
2020-06-05,140.2851,149.1255,139.7352,143.1179,385486.0
2020-06-06,140.2851,149.1255,139.7352,143.1179,385486.0
2020-06-07,140.2851,149.1255,139.7352,143.1179,385486.0
2020-06-08,144.7883,146.4685,140.0604,140.2948,174580.0
2020-06-09,138.4974,139.8846,134.6047,138.1751,142517.0
2020-06-10,137.7355,137.7355,131.6888,134.5217,242605.0
2020-06-11,127.7912,129.1002,120.8263,121.7836,311406.0
2020-06-12,127.4102,128.4075,121.5296,124.7044,185752.0
2020-06-13,127.4102,128.4075,121.5296,124.7044,185752.0
2020-06-14,127.4102,128.4075,121.5296,124.7044,185752.0
2020-06-15,119.4001,134.4142,118.6186,131.8158,277953.0
2020-06-16,139.5231,139.5231,130.4091,134.3068,167521.0
2020-06-17,135.0394,135.4546,131.3958,135.1371,227646.0
2020-06-18,133.2518,140.4218,133.2518,138.0188,257200.0
2020-06-19,140.3925,140.7735,136.1335,139.1129,470275.0
2020-06-20,140.3925,140.7735,136.1335,139.1129,470275.0
2020-06-21,140.3925,140.7735,136.1335,139.1129,470275.0
2020-06-22,140.5,146.5174,139.2008,145.5014,348241.0
2020-06-23,146.5271,147.4942,142.5904,144.9935,366473.0
2020-06-24,142.8249,142.8249,137.2568,140.1874,281641.0
2020-06-25,139.8455,145.9801,137.8234,145.6089,249700.0
2020-06-26,145.5503,147.0058,139.1422,139.9041,356175.0
2020-06-27,145.5503,147.0058,139.1422,139.9041,356175.0
2020-06-28,145.5503,147.0058,139.1422,139.9041,356175.0
2020-06-29,143.5184,150.6592,141.6917,149.5944,277847.0
2020-06-30,149.1939,151.2941,147.3868,147.8263,274372.0
2020-07-01,148.432,153.2088,147.8263,151.3625,327482.0
2020-07-02,154.928,156.8915,151.0206,151.89,171208.0
2020-07-03,154.928,156.8915,151.0206,151.89,171208.0
2020-07-04,154.928,156.8915,151.0206,151.89,171208.0
2020-07-05,154.928,156.8915,151.0206,151.89,171208.0
2020-07-06,155.3871,157.546,152.3101,154.3028,229368.0
2020-07-07,155.1332,156.9501,152.3882,156.4714,237799.0
2020-07-08,157.2041,157.7811,151.0988,156.6961,271935.0
2020-07-09,156.4812,156.6277,149.7703,154.0293,235167.0
2020-07-10,155.7095,161.2678,154.8792,160.9649,158006.0
2020-07-11,155.7095,161.2678,154.8792,160.9649,158006.0
2020-07-12,155.7095,161.2678,154.8792,160.9649,158006.0
2020-07-13,163.1335,164.4132,156.7401,157.1455,307795.0
2020-07-14,157.2041,165.1165,156.4617,164.9505,289240.0
2020-07-15,169.2095,172.5992,166.2008,170.9385,290928.0
2020-07-16,170.3524,172.2671,166.8211,169.4147,167096.0
2020-07-17,170.6162,170.9679,163.9883,169.4342,382293.0
2020-07-18,170.6162,170.9679,163.9883,169.4342,382293.0
2020-07-19,170.6162,170.9679,163.9883,169.4342,382293.0
2020-07-20,169.9715,170.919,165.1263,167.5,193723.0
2020-07-21,168.9946,173.8789,168.9946,170.7432,308720.0
2020-07-22,186.402,206.4665,184.8195,205.8218,1247632.0
2020-07-23,207.3652,226.0034,207.3652,215.4828,949210.0
2020-07-24,213.3533,225.1242,213.1677,223.366,517091.0
2020-07-25,213.3533,225.1242,213.1677,223.366,517091.0
2020-07-26,213.3533,225.1242,213.1677,223.366,517091.0
2020-07-27,221.422,225.7006,210.706,221.256,738887.0
2020-07-28,220.9531,227.0975,217.5146,217.8663,229827.0
2020-07-29,219.7907,236.4557,219.2583,236.0259,671062.0
2020-07-30,232.5679,234.7267,224.6749,227.4101,265330.0
2020-07-31,227.4101,229.5396,215.5316,223.8446,331476.0
2020-08-01,227.4101,229.5396,215.5316,223.8446,331476.0
2020-08-02,227.4101,229.5396,215.5316,223.8446,331476.0
2020-08-03,225.7495,230.2674,224.0644,229.354,307571.0
2020-08-04,226.8045,232.6948,225.3685,231.0928,246524.0
2020-08-05,234.0038,237.8526,229.608,236.8269,227579.0
2020-08-06,236.8269,239.9431,235.2347,236.8855,176073.0
2020-08-07,236.4069,239.1127,233.0758,235.6449,200794.0
2020-08-08,236.4069,239.1127,233.0758,235.6449,200794.0
2020-08-09,236.4069,239.1127,233.0758,235.6449,200794.0
2020-08-10,235.5375,236.6022,230.2527,233.8964,218833.0
2020-08-11,237.0223,245.6576,234.4434,240.8124,357237.0
2020-08-12,240.832,253.9559,238.6048,252.9742,365205.0
2020-08-13,250.0597,257.2188,245.5902,253.6001,429962.0
2020-08-14,252.3678,253.1551,247.5168,252.7786,258836.0
2020-08-15,252.3678,253.1551,247.5168,252.7786,258836.0
2020-08-16,252.3678,253.1551,247.5168,252.7786,258836.0
2020-08-17,255.2334,262.6077,252.6319,260.2213,296014.0
2020-08-18,261.0135,272.026,258.989,267.3902,489523.0
2020-08-19,268.5638,268.9549,254.2847,255.7615,360014.0
2020-08-20,252.2602,257.3361,249.8641,254.4999,213138.0
2020-08-21,252.8177,257.8936,252.094,255.7713,173438.0
2020-08-22,252.8177,257.8936,252.094,255.7713,173438.0
2020-08-23,252.8177,257.8936,252.094,255.7713,173438.0
2020-08-24,259.8203,260.1284,253.786,256.7298,160660.0
2020-08-25,256.4559,261.1798,251.9962,260.8766,230276.0
2020-08-26,247.4386,256.4364,244.5046,248.2601,848302.0
2020-08-27,249.8347,251.7125,242.1084,243.8591,507889.0
2020-08-28,247.2723,247.2723,237.7367,242.128,423244.0
2020-08-29,247.2723,247.2723,237.7367,242.128,423244.0
2020-08-30,247.2723,247.2723,237.7367,242.128,423244.0
2020-08-31,241.1988,248.4166,237.8785,243.4874,4848537.0
2020-09-01,242.4605,255.1258,241.5803,252.6417,514042.0
2020-09-02,254.9596,255.6637,247.1452,252.1135,310735.0
2020-09-03,252.4069,253.4143,239.0717,240.7196,382949.0
2020-09-04,243.4092,246.9007,229.893,237.766,300396.0
2020-09-05,243.4092,246.9007,229.893,237.766,300396.0
2020-09-06,243.4092,246.9007,229.893,237.766,300396.0
2020-09-07,243.4092,246.9007,229.893,237.766,300396.0
2020-09-08,233.4921,241.3749,231.8294,235.5752,258962.0
2020-09-09,237.9029,244.3383,235.8638,242.3431,261895.0
2020-09-10,244.6121,246.9202,236.9151,238.1768,200116.0
2020-09-11,240.9152,241.4629,230.251,233.9811,248045.0
2020-09-12,240.9152,241.4629,230.251,233.9811,248045.0
2020-09-13,240.9152,241.4629,230.251,233.9811,248045.0
2020-09-14,236.9151,238.9739,232.162,238.4604,208348.0
2020-09-15,240.6218,241.5216,234.9884,235.9469,175485.0
2020-09-16,238.1572,238.3333,231.6143,231.8197,256000.0
2020-09-17,227.1838,232.5532,225.9418,229.9516,223500.0
2020-09-18,235.5068,240.5827,221.5113,223.7803,532111.0
2020-09-19,235.5068,240.5827,221.5113,223.7803,532111.0
2020-09-20,235.5068,240.5827,221.5113,223.7803,532111.0
2020-09-21,219.2619,224.0933,212.3767,217.7851,324714.0
2020-09-22,221.8145,229.0615,221.1886,223.4674,244593.0
2020-09-23,226.0787,226.9002,219.9172,220.5724,229607.0
2020-09-24,219.5749,223.2864,215.7313,216.7191,292459.0
2020-09-25,216.1127,218.01,211.604,213.3938,194548.0
2020-09-26,216.1127,218.01,211.604,213.3938,194548.0
2020-09-27,216.1127,218.01,211.604,213.3938,194548.0
2020-09-28,219.0663,224.8464,216.23,223.3011,219195.0
2020-09-29,223.0273,223.3011,217.4134,218.0492,185084.0
2020-09-30,215.2031,224.8464,210.4793,222.9295,812038.0
2020-10-01,229.8343,242.9245,227.1349,241.3456,2596456.0
2020-10-02,236.7978,268.8181,236.2012,265.5417,1764227.0
2020-10-03,236.7978,268.8181,236.2012,265.5417,1764227.0
2020-10-04,236.7978,268.8181,236.2012,265.5417,1764227.0
2020-10-05,266.285,278.3733,265.9134,275.9772,1078438.0
2020-10-06,277.4638,279.7034,257.6491,263.1749,626271.0
2020-10-07,269.8059,282.2169,268.1928,277.5518,472980.0
2020-10-08,278.833,279.5469,268.2313,274.8329,542269.0
2020-10-09,277.9137,279.5274,272.4074,277.3855,307824.0
2020-10-10,277.9137,279.5274,272.4074,277.3855,307824.0
2020-10-11,277.9137,279.5274,272.4074,277.3855,307824.0
2020-10-12,278.7352,279.3807,263.5319,264.5148,349283.0
2020-10-13,263.9671,269.3853,260.4462,260.9646,411977.0
2020-10-14,265.131,267.7325,255.429,260.4658,327810.0
2020-10-15,257.4535,275.2722,257.4535,270.9599,310656.0
2020-10-16,270.6763,272.9551,263.2923,268.7301,272600.0
2020-10-17,270.6763,272.9551,263.2923,268.7301,272600.0
2020-10-18,270.6763,272.9551,263.2923,268.7301,272600.0
2020-10-19,270.9306,279.6936,260.192,261.1113,386987.0
2020-10-20,262.8326,263.7823,251.4778,254.3141,571481.0
2020-10-21,258.2359,269.933,253.3162,254.3728,628589.0
2020-10-22,256.808,259.165,243.771,244.6513,572268.0
2020-10-23,245.5412,246.8029,238.2941,244.8371,301809.0
2020-10-24,245.5412,246.8029,238.2941,244.8371,301809.0
2020-10-25,245.5412,246.8029,238.2941,244.8371,301809.0
2020-10-26,240.3969,241.0326,229.3453,235.9958,439312.0
2020-10-27,233.4921,237.9323,228.6607,231.5458,209885.0
2020-10-28,225.531,231.1155,223.6239,228.3575,256132.0
2020-10-29,228.5629,230.7145,224.0933,227.1056,295049.0
2020-10-30,225.2572,227.8,220.0541,224.5236,271439.0
2020-10-31,225.2572,227.8,220.0541,224.5236,271439.0
2020-11-01,225.2572,227.8,220.0541,224.5236,271439.0
2020-11-02,228.1619,235.1938,226.1765,234.118,379852.0
2020-11-03,238.9787,244.6317,234.7244,243.7026,337313.0
2020-11-04,239.859,251.0328,239.859,249.688,303482.0
2020-11-05,252.4656,259.967,252.4656,259.2726,284534.0
2020-11-06,260.8668,262.8815,254.9693,256.8569,208960.0
2020-11-07,260.8668,262.8815,254.9693,256.8569,208960.0
2020-11-08,260.8668,262.8815,254.9693,256.8569,208960.0
2020-11-09,260.1528,267.6738,252.671,253.1405,343975.0
2020-11-10,253.3654,272.8573,251.7419,261.9915,419459.0
2020-11-11,261.9915,264.3655,250.5585,260.5147,235171.0
2020-11-12,259.3104,259.6041,250.449,254.7377,234449.0
2020-11-13,257.3423,263.6089,254.8552,260.4952,199303.0
2020-11-14,257.3423,263.6089,254.8552,260.4952,199303.0
2020-11-15,257.3423,263.6089,254.8552,260.4952,199303.0
2020-11-16,265.4008,265.4008,256.8527,260.4266,291803.0
2020-11-17,260.035,264.9112,254.3265,263.8439,197223.0
2020-11-18,262.8452,280.9596,262.8452,268.397,593289.0
2020-11-19,268.2991,276.1225,265.5869,275.584,350566.0
2020-11-20,273.8803,277.9536,269.681,275.77,283044.0
2020-11-21,273.8803,277.9536,269.681,275.77,283044.0
2020-11-22,273.8803,277.9536,269.681,275.77,283044.0
2020-11-23,279.9217,291.0204,276.1421,286.952,350596.0
2020-11-24,291.2603,304.0971,291.2603,302.1975,463488.0
2020-11-25,300.1902,300.3822,288.3816,295.5784,239839.0
2020-11-26,300.1902,300.3822,288.3816,295.5784,239839.0
2020-11-27,293.8355,299.3775,293.5369,296.1757,161912.0
2020-11-28,293.8355,299.3775,293.5369,296.1757,161912.0
2020-11-29,293.8355,299.3775,293.5369,296.1757,161912.0
2020-11-30,296.1757,296.4401,278.6977,283.2704,357367.0
2020-12-01,286.8639,297.3996,282.1346,293.5907,271041.0
2020-12-02,289.772,290.8099,281.0379,284.2789,275143.0
2020-12-03,284.0341,289.8014,283.0858,287.0402,296662.0
2020-12-04,289.8308,291.7793,282.2717,288.5481,313371.0
2020-12-05,289.8308,291.7793,282.2717,288.5481,313371.0
2020-12-06,289.8308,291.7793,282.2717,288.5481,313371.0
2020-12-07,282.4773,293.0129,282.3108,287.706,229002.0
2020-12-08,287.6962,290.6924,282.5556,285.3168,265010.0
2020-12-09,284.8175,290.3497,272.2255,273.4396,436540.0
2020-12-10,270.0126,271.1484,263.5306,266.8695,275782.0
2020-12-11,265.4399,269.6405,262.4927,265.0483,182373.0
2020-12-12,265.4399,269.6405,262.4927,265.0483,182373.0
2020-12-13,265.4399,269.6405,262.4927,265.0483,182373.0
2020-12-14,271.1093,276.1274,263.697,263.9418,234720.0
2020-12-15,266.7814,275.77,264.2454,275.3392,270226.0
2020-12-16,277.8459,282.5262,277.1115,281.7429,307645.0
2020-12-17,283.0648,291.7401,282.3696,289.3999,269836.0
2020-12-18,290.9666,290.9666,276.7247,278.4431,530589.0
2020-12-19,290.9666,290.9666,276.7247,278.4431,530589.0
2020-12-20,290.9666,290.9666,276.7247,278.4431,530589.0
2020-12-21,273.1851,281.4345,271.284,280.3231,204612.0
2020-12-22,279.6573,281.8604,270.5609,273.4592,200312.0
2020-12-23,274.4873,285.1406,273.1532,282.4381,189983.0
2020-12-24,282.3892,284.8273,277.1604,283.9656,143916.0
2020-12-25,282.3892,284.8273,277.1604,283.9656,143916.0
2020-12-26,282.3892,284.8273,277.1604,283.9656,143916.0
2020-12-27,282.3892,284.8273,277.1604,283.9656,143916.0
2020-12-28,285.8162,298.6138,285.8162,289.3803,377413.0
2020-12-29,289.1845,289.1845,267.0751,278.1788,423457.0
2020-12-30,278.5411,288.6851,276.3771,287.0989,218112.0
2020-12-31,285.2777,289.958,280.7686,286.5702,176698.0
2021-01-01,285.2777,289.958,280.7686,286.5702,176698.0
2021-01-02,285.2777,289.958,280.7686,286.5702,176698.0
2021-01-03,285.2777,289.958,280.7686,286.5702,176698.0
2021-01-04,289.958,289.958,273.6795,278.3159,227808.0
2021-01-05,280.1175,290.1245,279.8923,288.6362,197294.0
2021-01-06,291.2897,308.8868,291.2897,306.5254,391464.0
2021-01-07,306.4764,314.0306,305.7714,313.1543,271014.0
2021-01-08,314.672,319.4307,308.2095,311.1666,234062.0
2021-01-09,314.672,319.4307,308.2095,311.1666,234062.0
2021-01-10,314.672,319.4307,308.2095,311.1666,234062.0
2021-01-11,306.6919,313.9866,304.5867,312.5374,176100.0
2021-01-12,315.6414,323.6117,315.6414,317.6486,206697.0
2021-01-13,313.2718,315.0588,300.5427,309.2768,261829.0
2021-01-14,313.3208,319.9888,310.5987,315.5336,301227.0
2021-01-15,310.4616,312.6843,298.6432,303.1669,329280.0
2021-01-16,310.4616,312.6843,298.6432,303.1669,329280.0
2021-01-17,310.4616,312.6843,298.6432,303.1669,329280.0
2021-01-18,310.4616,312.6843,298.6432,303.1669,329280.0
2021-01-19,308.2487,308.2487,295.9407,300.6994,260227.0
2021-01-20,303.539,320.5274,302.8927,320.3511,305718.0
2021-01-21,324.209,329.5552,320.7721,323.6411,248968.0
2021-01-22,319.4699,333.5648,319.4699,330.9848,353525.0
2021-01-23,319.4699,333.5648,319.4699,330.9848,353525.0
2021-01-24,319.4699,333.5648,319.4699,330.9848,353525.0
2021-01-25,332.2381,346.0932,327.5969,332.0912,503691.0
2021-01-26,335.6064,340.3259,331.7877,335.577,344505.0
2021-01-27,324.0425,329.8,304.1167,313.3501,486537.0
2021-01-28,314.9853,318.8138,302.1681,313.0564,327054.0
2021-01-29,312.1653,319.8958,304.7895,312.0381,259565.0
2021-01-30,312.1653,319.8958,304.7895,312.0381,259565.0
2021-01-31,312.1653,319.8958,304.7895,312.0381,259565.0
2021-02-01,316.6695,334.828,316.1505,329.0264,422237.0
2021-02-02,334.872,335.3714,321.7415,330.3385,412223.0
2021-02-03,327.969,343.6844,317.4136,331.396,439116.0
2021-02-04,335.8512,357.7207,331.4156,350.7637,427270.0
2021-02-05,357.3926,364.6482,342.9892,361.5541,213923.0
2021-02-06,357.3926,364.6482,342.9892,361.5541,213923.0
2021-02-07,357.3926,364.6482,342.9892,361.5541,213923.0
2021-02-08,369.495,377.9158,363.1991,370.1707,275321.0
2021-02-09,371.5806,384.4174,365.7547,382.7039,296802.0
2021-02-10,362.5626,372.8536,356.9705,361.3191,337812.0
2021-02-11,364.1684,369.9846,355.1406,365.9994,317711.0
2021-02-12,363.9334,378.2487,362.8368,374.6062,244153.0
2021-02-13,363.9334,378.2487,362.8368,374.6062,244153.0
2021-02-14,363.9334,378.2487,362.8368,374.6062,244153.0
2021-02-15,363.9334,378.2487,362.8368,374.6062,244153.0
2021-02-16,377.2989,378.8656,365.3434,365.598,210041.0
2021-02-17,360.7805,365.8134,353.0746,363.5907,196195.0
2021-02-18,361.4659,365.6274,355.2287,363.0326,150726.0
2021-02-19,364.6482,375.8889,361.1037,372.7556,200900.0
2021-02-20,364.6482,375.8889,361.1037,372.7556,200900.0
2021-02-21,364.6482,375.8889,361.1037,372.7556,200900.0
2021-02-22,364.7951,370.9246,359.1845,363.013,195255.0
2021-02-23,357.3926,363.9432,339.2489,362.7682,329795.0
2021-02-24,366.2344,380.5204,359.3265,379.081,206631.0
2021-02-25,379.8937,381.852,361.6422,363.248,208629.0
2021-02-26,365.4511,374.2342,354.4454,366.1561,319301.0
2021-02-27,365.4511,374.2342,354.4454,366.1561,319301.0
2021-02-28,365.4511,374.2342,354.4454,366.1561,319301.0
2021-03-01,373.0543,375.8204,364.8049,371.2967,324244.0
2021-03-02,372.8829,377.6367,366.5869,366.6946,530473.0
2021-03-03,368.2907,374.4006,360.9274,366.9003,283387.0
2021-03-04,360.7903,371.8059,340.3847,350.5092,456236.0
2021-03-05,357.892,369.2943,338.2698,367.6346,280659.0
2021-03-06,357.892,369.2943,338.2698,367.6346,280659.0
2021-03-07,357.892,369.2943,338.2698,367.6346,280659.0
2021-03-08,369.9455,380.491,367.4451,369.9455,369843.0
2021-03-09,377.955,381.7859,365.8232,367.1646,344344.0
2021-03-10,375.2427,389.7636,368.4865,387.913,551958.0
2021-03-11,391.9697,404.6597,385.463,390.2842,323459.0
2021-03-12,394.6155,394.6155,382.435,387.9716,231655.0
2021-03-13,394.6155,394.6155,382.435,387.9716,231655.0
2021-03-14,394.6155,394.6155,382.435,387.9716,231655.0
2021-03-15,387.9422,393.3808,384.4401,391.9697,201136.0
2021-03-16,394.8115,399.7307,388.7947,396.4284,241149.0
2021-03-17,392.4303,409.5887,391.8423,405.8062,265641.0
2021-03-18,401.1418,407.1585,390.8036,392.2245,258617.0
2021-03-19,393.9589,394.1157,384.5615,387.462,772728.0
2021-03-20,393.9589,394.1157,384.5615,387.462,772728.0
2021-03-21,393.9589,394.1157,384.5615,387.462,772728.0
2021-03-22,383.9833,386.0902,367.7504,375.311,330192.0
2021-03-23,371.3423,377.4276,362.7778,364.0223,297752.0
2021-03-24,366.2663,372.6848,354.0976,354.615,276272.0
2021-03-25,349.7938,368.4515,342.8755,365.4138,306770.0
2021-03-26,369.4608,370.9209,357.3637,370.3428,253746.0
2021-03-27,369.4608,370.9209,357.3637,370.3428,253746.0
2021-03-28,369.4608,370.9209,357.3637,370.3428,253746.0
2021-03-29,372.577,378.4467,361.641,366.7954,248426.0
2021-03-30,369.451,393.5866,367.4912,391.6855,346939.0
2021-03-31,391.4797,395.8894,382.1999,382.2586,325771.0
2021-04-01,383.9343,390.7056,380.8672,390.5488,174623.0
2021-04-02,383.9343,390.7056,380.8672,390.5488,174623.0
2021-04-03,383.9343,390.7056,380.8672,390.5488,174623.0
2021-04-04,383.9343,390.7056,380.8672,390.5488,174623.0
2021-04-05,397.0457,397.8483,383.317,383.7285,315286.0
2021-04-06,387.3347,391.8325,372.0478,374.9974,329333.0
2021-04-07,373.7333,382.876,369.3824,380.0342,255619.0
2021-04-08,383.7187,388.3437,375.801,385.9138,204576.0
2021-04-09,385.659,394.8997,385.659,391.4013,215750.0
2021-04-10,385.659,394.8997,385.659,391.4013,215750.0
2021-04-11,385.659,394.8997,385.659,391.4013,215750.0
2021-04-12,387.3641,395.4288,384.7575,394.7429,222447.0
2021-04-13,394.7233,397.6533,378.0646,380.1322,263406.0
2021-04-14,381.5139,389.6767,376.9279,384.3361,230705.0
2021-04-15,388.7065,388.7065,376.9671,385.561,245550.0
2021-04-16,389.0299,389.3043,376.0165,380.24,270320.0
2021-04-17,389.0299,389.3043,376.0165,380.24,270320.0
2021-04-18,389.0299,389.3043,376.0165,380.24,270320.0
2021-04-19,379.7304,381.597,369.4706,379.5443,329305.0
2021-04-20,379.5933,380.0146,359.5832,367.2658,336873.0
2021-04-21,365.5313,377.2512,355.7125,376.4379,518381.0
2021-04-22,383.366,390.6762,372.0086,374.527,307444.0
2021-04-23,377.457,384.2773,372.6162,382.8564,200571.0
2021-04-24,377.457,384.2773,372.6162,382.8564,200571.0
2021-04-25,377.457,384.2773,372.6162,382.8564,200571.0
2021-04-26,385.0906,385.8746,375.556,379.4169,330845.0
2021-04-27,384.1303,398.2706,382.484,389.4415,353265.0
2021-04-28,388.9907,395.0175,384.1499,387.6384,272571.0
2021-04-29,390.7938,390.7938,368.2947,379.5737,292588.0
2021-04-30,377.506,381.9157,371.9204,376.6633,269546.0
2021-05-01,377.506,381.9157,371.9204,376.6633,269546.0
2021-05-02,377.506,381.9157,371.9204,376.6633,269546.0
2021-05-03,381.5531,387.6972,379.4414,382.386,189903.0
2021-05-04,380.583,382.3468,373.9979,382.2097,181779.0
2021-05-05,386.5311,386.5311,370.8915,373.5471,276832.0
2021-05-06,373.6059,376.3915,363.1209,373.0272,222050.0
2021-05-07,372.6643,376.1561,366.4655,372.6447,234553.0
2021-05-08,372.6643,376.1561,366.4655,372.6447,234553.0
2021-05-09,372.6643,376.1561,366.4655,372.6447,234553.0
2021-05-10,370.379,373.2724,361.63,362.0028,207161.0
2021-05-11,355.6666,362.346,350.7576,358.717,304720.0
2021-05-12,354.4014,356.8142,343.318,343.9948,278409.0
2021-05-13,348.0064,357.6381,345.2601,353.3225,270913.0
2021-05-14,357.589,363.4544,353.4696,362.297,224325.0
2021-05-15,357.589,363.4544,353.4696,362.297,224325.0
2021-05-16,357.589,363.4544,353.4696,362.297,224325.0
2021-05-17,359.5801,363.3318,355.1076,359.0701,147265.0
2021-05-18,358.6974,361.6491,348.8989,349.4188,256181.0
2021-05-19,326.6146,333.4804,320.0529,323.4465,828529.0
2021-05-20,326.1242,336.4523,325.1434,332.2445,2396987.0
2021-05-21,338.6886,355.24,334.6868,351.3608,1833872.0
2021-05-22,338.6886,355.24,334.6868,351.3608,1833872.0
2021-05-23,338.6886,355.24,334.6868,351.3608,1833872.0
2021-05-24,355.0585,355.0585,338.8357,340.9248,1091170.0
2021-05-25,343.2886,349.4482,340.2971,341.8762,436759.0
2021-05-26,346.7607,354.9898,346.7019,350.6644,409190.0
2021-05-27,351.7924,357.9078,350.6056,351.2431,387925.0
2021-05-28,353.2244,354.2042,344.0831,345.2405,368151.0
2021-05-29,353.2244,354.2042,344.0831,345.2405,368151.0
