,LGND US Equity,LGND US Equity,LGND US Equity,LGND US Equity,LGND US Equity
2022-09-20,53.464,53.695,52.685,53.171,103921.0
2022-09-21,53.508,54.025,51.575,51.874,126027.0
2022-09-22,51.643,51.643,50.39,50.82,121048.0
2022-09-23,50.24,50.855,49.573,50.583,165507.0
2022-09-24,50.24,50.855,49.573,50.583,165507.0
2022-09-25,50.24,50.855,49.573,50.583,165507.0
2022-09-26,50.259,51.313,47.765,48.095,158057.0
2022-09-27,48.763,50.68,48.763,50.01,134389.0
2022-09-28,50.733,53.408,50.733,53.121,121134.0
2022-09-29,52.46,53.558,51.647,53.358,124681.0
2022-09-30,53.795,55.821,53.601,53.695,120582.0
2022-10-01,53.795,55.821,53.601,53.695,120582.0
2022-10-02,53.795,55.821,53.601,53.695,120582.0
2022-10-03,53.757,55.341,53.452,54.269,97735.0
2022-10-04,54.942,58.602,54.942,58.528,205403.0
2022-10-05,57.598,59.251,56.189,59.014,147295.0
2022-10-06,59.313,60.891,59.313,60.323,121417.0
2022-10-07,58.927,59.675,58.39,58.69,139802.0
2022-10-08,58.927,59.675,58.39,58.69,139802.0
2022-10-09,58.927,59.675,58.39,58.69,139802.0
2022-10-10,58.958,58.958,57.449,57.655,79569.0
2022-10-11,57.623,58.846,56.258,57.81,104381.0
2022-10-12,57.704,58.166,56.813,56.9,66827.0
2022-10-13,55.94,58.284,55.066,57.985,70930.0
2022-10-14,58.852,59.089,55.597,55.803,88274.0
2022-10-15,58.852,59.089,55.597,55.803,88274.0
2022-10-16,58.852,59.089,55.597,55.803,88274.0
2022-10-17,56.738,59.357,56.42,58.858,116204.0
2022-10-18,59.768,60.429,57.58,57.998,103827.0
2022-10-19,57.137,57.137,55.497,55.859,120135.0
2022-10-20,55.896,56.37,53.452,53.502,108425.0
2022-10-21,54.044,54.771,52.975,54.225,150408.0
2022-10-22,54.044,54.771,52.975,54.225,150408.0
2022-10-23,54.044,54.771,52.975,54.225,150408.0
2022-10-24,54.163,54.568,52.847,54.119,175723.0
2022-10-25,54.574,55.659,54.362,54.431,174993.0
2022-10-26,54.693,55.859,53.246,54.25,149999.0
2022-10-27,54.992,55.244,53.315,53.583,127788.0
2022-10-28,53.682,55.503,53.274,54.911,208500.0
2022-10-29,53.682,55.503,53.274,54.911,208500.0
2022-10-30,53.682,55.503,53.274,54.911,208500.0
2022-10-31,55.036,55.809,54.244,54.655,112250.0
2022-11-01,54.655,55.475,52.585,52.76,202369.0
2022-11-02,59.91,68.84,57.77,68.0,641248.0
2022-11-03,66.9,70.245,61.12,62.81,298177.0
2022-11-04,63.46,63.47,60.115,62.0,195893.0
2022-11-05,63.46,63.47,60.115,62.0,195893.0
2022-11-06,63.46,63.47,60.115,62.0,195893.0
2022-11-07,62.46,63.83,60.92,62.84,161430.0
2022-11-08,67.8,73.88,65.33,69.95,305270.0
2022-11-09,69.6,76.6,68.87,75.25,205053.0
2022-11-10,77.77,83.45,77.77,82.04,251932.0
2022-11-11,81.27,82.31,79.0,81.42,153493.0
2022-11-12,81.27,82.31,79.0,81.42,153493.0
2022-11-13,81.27,82.31,79.0,81.42,153493.0
2022-11-14,81.41,83.95,79.66,79.83,162668.0
2022-11-15,81.27,83.14,78.82,79.06,183927.0
2022-11-16,79.51,81.22,77.29,79.67,120570.0
2022-11-17,78.48,79.51,77.325,78.35,165804.0
2022-11-18,80.68,80.8,77.08,77.35,169953.0
2022-11-19,80.68,80.8,77.08,77.35,169953.0
2022-11-20,80.68,80.8,77.08,77.35,169953.0
2022-11-21,77.49,78.735,76.325,78.5,127362.0
2022-11-22,78.28,78.55,74.13,74.87,187695.0
2022-11-23,74.56,76.0,73.06,73.14,145010.0
2022-11-24,74.56,76.0,73.06,73.14,145010.0
2022-11-25,73.0,74.505,72.86,73.61,48102.0
2022-11-26,73.0,74.505,72.86,73.61,48102.0
2022-11-27,73.0,74.505,72.86,73.61,48102.0
2022-11-28,73.22,74.66,71.155,71.65,183478.0
2022-11-29,71.49,73.5,70.5,71.47,179148.0
2022-11-30,71.86,73.51,70.34,72.9,211248.0
2022-12-01,72.9,72.9,69.66,69.99,158114.0
2022-12-02,69.12,73.09,68.44,72.66,194745.0
2022-12-03,69.12,73.09,68.44,72.66,194745.0
2022-12-04,69.12,73.09,68.44,72.66,194745.0
2022-12-05,72.35,73.07,68.66,69.7,193921.0
2022-12-06,69.91,69.91,67.18,67.83,172407.0
2022-12-07,67.95,68.46,65.45,65.72,143429.0
2022-12-08,66.18,66.51,63.6,64.31,171218.0
2022-12-09,64.2,64.96,62.9,63.42,177818.0
2022-12-10,64.2,64.96,62.9,63.42,177818.0
2022-12-11,64.2,64.96,62.9,63.42,177818.0
2022-12-12,63.12,65.94,62.335,64.8,298746.0
2022-12-13,66.76,68.22,62.78,63.62,318155.0
2022-12-14,63.74,64.76,62.58,64.09,339537.0
2022-12-15,63.77,64.68,61.68,62.15,397855.0
2022-12-16,61.34,63.585,60.93,62.65,1369296.0
2022-12-17,61.34,63.585,60.93,62.65,1369296.0
2022-12-18,61.34,63.585,60.93,62.65,1369296.0
2022-12-19,63.51,66.72,62.93,65.08,396940.0
2022-12-20,65.0,65.77,62.1,63.03,262497.0
2022-12-21,63.51,67.13,63.51,65.27,274643.0
2022-12-22,64.85,67.1,63.53,67.03,200247.0
2022-12-23,67.81,68.305,66.14,67.32,113586.0
2022-12-24,67.81,68.305,66.14,67.32,113586.0
2022-12-25,67.81,68.305,66.14,67.32,113586.0
2022-12-26,67.81,68.305,66.14,67.32,113586.0
2022-12-27,67.77,67.77,65.2,65.45,85523.0
2022-12-28,65.55,66.72,64.84,66.29,102744.0
2022-12-29,67.2,69.54,66.76,67.59,155712.0
2022-12-30,66.86,67.425,65.57,66.8,111898.0
2022-12-31,66.86,67.425,65.57,66.8,111898.0
2023-01-01,66.86,67.425,65.57,66.8,111898.0
2023-01-02,66.86,67.425,65.57,66.8,111898.0
2023-01-03,67.56,68.42,65.86,66.03,95001.0
2023-01-04,66.72,67.79,65.4,65.67,141313.0
2023-01-05,65.32,66.54,64.75,66.19,112467.0
2023-01-06,66.58,67.625,65.795,66.69,84546.0
2023-01-07,66.58,67.625,65.795,66.69,84546.0
2023-01-08,66.58,67.625,65.795,66.69,84546.0
2023-01-09,67.12,67.49,66.14,67.03,153989.0
2023-01-10,67.17,68.35,66.74,67.86,81228.0
2023-01-11,67.62,69.28,67.62,68.86,105079.0
2023-01-12,68.95,70.85,67.67,70.71,129509.0
2023-01-13,70.04,71.59,70.04,71.28,99667.0
2023-01-14,70.04,71.59,70.04,71.28,99667.0
2023-01-15,70.04,71.59,70.04,71.28,99667.0
2023-01-16,70.04,71.59,70.04,71.28,99667.0
2023-01-17,70.99,71.2,69.61,70.95,103663.0
2023-01-18,71.0,72.05,69.97,70.86,146197.0
2023-01-19,70.36,71.16,69.43,70.89,71680.0
2023-01-20,71.25,71.25,69.69,70.42,62594.0
2023-01-21,71.25,71.25,69.69,70.42,62594.0
2023-01-22,71.25,71.25,69.69,70.42,62594.0
2023-01-23,70.39,71.16,69.56,71.1,94413.0
2023-01-24,71.0,72.71,70.25,72.68,85160.0
2023-01-25,72.05,76.84,71.43,76.61,172700.0
2023-01-26,76.96,77.995,69.0,69.72,186095.0
2023-01-27,69.98,71.891,69.98,70.29,62750.0
2023-01-28,69.98,71.891,69.98,70.29,62750.0
2023-01-29,69.98,71.891,69.98,70.29,62750.0
2023-01-30,69.75,70.31,68.05,68.16,64725.0
2023-01-31,68.47,69.88,68.35,69.7,67557.0
2023-02-01,69.72,71.37,68.1,70.65,84264.0
2023-02-02,70.96,71.78,68.655,70.05,112269.0
2023-02-03,69.45,72.49,69.45,71.45,152629.0
2023-02-04,69.45,72.49,69.45,71.45,152629.0
2023-02-05,69.45,72.49,69.45,71.45,152629.0
2023-02-06,71.14,72.99,71.14,71.68,85756.0
2023-02-07,71.3,72.81,70.81,72.65,89586.0
2023-02-08,72.12,72.6,70.75,70.75,66507.0
2023-02-09,70.85,71.4,69.31,69.91,95544.0
2023-02-10,69.78,70.32,67.2,70.09,137628.0
2023-02-11,69.78,70.32,67.2,70.09,137628.0
2023-02-12,69.78,70.32,67.2,70.09,137628.0
2023-02-13,70.04,71.64,68.33,71.29,110866.0
2023-02-14,71.29,71.62,69.365,71.25,102135.0
2023-02-15,70.91,73.13,69.7,72.98,109859.0
2023-02-16,72.43,74.26,71.47,71.48,69700.0
2023-02-17,71.96,74.6,71.6,73.67,120703.0
2023-02-18,71.96,74.6,71.6,73.67,120703.0
2023-02-19,71.96,74.6,71.6,73.67,120703.0
2023-02-20,71.96,74.6,71.6,73.67,120703.0
2023-02-21,73.49,74.67,70.78,70.88,201715.0
2023-02-22,71.0,73.092,70.77,72.12,150917.0
2023-02-23,73.28,75.71,72.74,75.09,161693.0
2023-02-24,74.42,75.26,72.68,75.22,242776.0
2023-02-25,74.42,75.26,72.68,75.22,242776.0
2023-02-26,74.42,75.26,72.68,75.22,242776.0
2023-02-27,75.49,76.0,72.48,73.04,179776.0
2023-02-28,73.32,74.57,71.87,72.14,134083.0
2023-03-01,72.41,74.03,72.15,73.92,151202.0
2023-03-02,73.82,75.6,72.353,75.01,123912.0
2023-03-03,75.07,77.21,74.07,77.08,158921.0
2023-03-04,75.07,77.21,74.07,77.08,158921.0
2023-03-05,75.07,77.21,74.07,77.08,158921.0
2023-03-06,76.36,77.75,69.86,71.52,183343.0
2023-03-07,71.83,74.15,70.682,72.57,94527.0
2023-03-08,72.85,73.53,72.22,73.53,82395.0
2023-03-09,73.62,73.765,71.25,72.08,90743.0
2023-03-10,71.66,71.69,68.0,68.4,127756.0
2023-03-11,71.66,71.69,68.0,68.4,127756.0
2023-03-12,71.66,71.69,68.0,68.4,127756.0
2023-03-13,66.97,69.84,66.628,67.34,131181.0
2023-03-14,69.02,70.78,68.81,70.64,119761.0
2023-03-15,69.29,71.75,68.98,71.61,124208.0
2023-03-16,70.42,73.96,69.74,73.77,102716.0
2023-03-17,73.34,73.7,71.24,72.16,325393.0
2023-03-18,73.34,73.7,71.24,72.16,325393.0
2023-03-19,73.34,73.7,71.24,72.16,325393.0
2023-03-20,72.57,73.95,70.76,71.68,118388.0
2023-03-21,72.98,73.4,71.12,71.18,168391.0
2023-03-22,70.99,71.345,67.44,67.63,126485.0
2023-03-23,68.12,69.982,67.67,68.76,109136.0
2023-03-24,67.93,70.1,67.46,69.38,89782.0
2023-03-25,67.93,70.1,67.46,69.38,89782.0
2023-03-26,67.93,70.1,67.46,69.38,89782.0
2023-03-27,70.13,70.53,68.621,70.31,119131.0
2023-03-28,70.26,74.03,70.132,73.63,151670.0
2023-03-29,73.94,74.11,71.7,72.11,108072.0
2023-03-30,72.72,73.0,69.7,71.4,128102.0
2023-03-31,71.93,74.04,70.76,73.56,149467.0
2023-04-01,71.93,74.04,70.76,73.56,149467.0
2023-04-02,71.93,74.04,70.76,73.56,149467.0
2023-04-03,73.36,73.8,69.96,71.58,130220.0
2023-04-04,71.37,72.21,69.7,71.11,97464.0
2023-04-05,70.64,71.75,70.49,71.12,70469.0
2023-04-06,71.45,73.445,71.45,73.02,57164.0
2023-04-07,71.45,73.445,71.45,73.02,57164.0
2023-04-08,71.45,73.445,71.45,73.02,57164.0
2023-04-09,71.45,73.445,71.45,73.02,57164.0
2023-04-10,73.05,73.523,71.635,72.87,129258.0
2023-04-11,72.98,75.0,72.41,74.99,72665.0
2023-04-12,75.12,75.91,71.71,72.0,86715.0
2023-04-13,72.27,76.52,72.07,75.51,112483.0
2023-04-14,75.48,76.22,74.11,74.34,69582.0
2023-04-15,75.48,76.22,74.11,74.34,69582.0
2023-04-16,75.48,76.22,74.11,74.34,69582.0
2023-04-17,74.86,77.055,74.86,75.72,68198.0
2023-04-18,75.85,76.21,73.47,76.21,89988.0
2023-04-19,75.63,77.93,75.255,77.88,112816.0
2023-04-20,77.5,77.5,75.985,76.77,76990.0
2023-04-21,76.61,77.77,76.53,77.04,50237.0
2023-04-22,76.61,77.77,76.53,77.04,50237.0
2023-04-23,76.61,77.77,76.53,77.04,50237.0
2023-04-24,76.84,77.27,76.19,77.27,44718.0
2023-04-25,76.61,77.22,75.89,76.29,78683.0
2023-04-26,75.89,77.78,74.601,77.57,76829.0
2023-04-27,77.31,77.96,75.49,77.26,98455.0
2023-04-28,77.12,78.52,75.47,76.35,183271.0
2023-04-29,77.12,78.52,75.47,76.35,183271.0
2023-04-30,77.12,78.52,75.47,76.35,183271.0
2023-05-01,75.45,77.16,74.69,76.72,127515.0
2023-05-02,76.65,76.93,73.66,74.67,96701.0
2023-05-03,75.17,77.04,75.09,75.43,65433.0
2023-05-04,74.59,76.96,73.65,76.71,78998.0
2023-05-05,80.0,85.7,78.54,79.33,161392.0
2023-05-06,80.0,85.7,78.54,79.33,161392.0
2023-05-07,80.0,85.7,78.54,79.33,161392.0
2023-05-08,79.61,79.73,75.76,77.45,81113.0
2023-05-09,77.03,79.0,76.062,77.86,82431.0
2023-05-10,78.67,79.02,76.6,77.59,82324.0
2023-05-11,76.63,77.78,75.97,77.71,63965.0
2023-05-12,77.895,77.895,74.805,75.65,58324.0
2023-05-13,77.895,77.895,74.805,75.65,58324.0
2023-05-14,77.895,77.895,74.805,75.65,58324.0
2023-05-15,76.02,77.855,74.8,77.59,74412.0
2023-05-16,76.83,77.655,75.475,77.14,64463.0
2023-05-17,77.14,79.92,75.123,78.93,146443.0
2023-05-18,78.71,78.71,75.45,76.9,100512.0
2023-05-19,77.0,77.68,73.56,74.35,108688.0
2023-05-20,77.0,77.68,73.56,74.35,108688.0
2023-05-21,77.0,77.68,73.56,74.35,108688.0
2023-05-22,74.65,76.757,74.615,75.34,95413.0
2023-05-23,75.47,78.73,75.47,77.38,161471.0
2023-05-24,76.11,76.675,73.21,74.59,96456.0
2023-05-25,74.43,75.1,71.36,71.68,96761.0
2023-05-26,71.69,72.777,71.25,72.13,70029.0
2023-05-27,71.69,72.777,71.25,72.13,70029.0
2023-05-28,71.69,72.777,71.25,72.13,70029.0
2023-05-29,71.69,72.777,71.25,72.13,70029.0
2023-05-30,72.03,72.28,68.97,69.53,92905.0
2023-05-31,69.6,71.92,68.87,70.08,101331.0
2023-06-01,70.04,71.56,69.4,71.2,103317.0
2023-06-02,72.0,75.4,71.05,75.31,129165.0
2023-06-03,72.0,75.4,71.05,75.31,129165.0
2023-06-04,72.0,75.4,71.05,75.31,129165.0
2023-06-05,74.78,74.78,70.411,71.0,90586.0
2023-06-06,71.27,73.535,70.17,72.5,90013.0
2023-06-07,72.87,75.02,72.49,74.75,108753.0
2023-06-08,74.9,74.93,72.82,74.28,83163.0
2023-06-09,74.5,74.87,73.4,73.76,115027.0
2023-06-10,74.5,74.87,73.4,73.76,115027.0
2023-06-11,74.5,74.87,73.4,73.76,115027.0
2023-06-12,74.11,74.84,72.94,74.04,75613.0
2023-06-13,74.51,77.05,74.2,76.89,128453.0
2023-06-14,76.9,78.14,76.47,78.0,136019.0
2023-06-15,77.82,79.685,76.16,78.99,120469.0
2023-06-16,79.71,80.68,77.77,78.03,304622.0
2023-06-17,79.71,80.68,77.77,78.03,304622.0
2023-06-18,79.71,80.68,77.77,78.03,304622.0
2023-06-19,79.71,80.68,77.77,78.03,304622.0
2023-06-20,77.79,77.995,76.03,77.29,71499.0
2023-06-21,76.87,77.3,74.61,76.86,105705.0
2023-06-22,76.49,76.8,75.175,75.67,95429.0
2023-06-23,74.97,75.66,72.51,73.09,290991.0
2023-06-24,74.97,75.66,72.51,73.09,290991.0
2023-06-25,74.97,75.66,72.51,73.09,290991.0
2023-06-26,72.87,74.22,72.14,72.26,67741.0
2023-06-27,72.45,73.165,71.56,71.7,65893.0
2023-06-28,71.81,72.458,71.16,72.06,69794.0
2023-06-29,72.01,73.72,71.78,72.6,60649.0
2023-06-30,73.07,73.85,72.01,72.1,87448.0
2023-07-01,73.07,73.85,72.01,72.1,87448.0
2023-07-02,73.07,73.85,72.01,72.1,87448.0
2023-07-03,72.15,72.975,71.51,72.67,25118.0
2023-07-04,72.15,72.975,71.51,72.67,25118.0
2023-07-05,72.49,72.49,71.1,71.48,88427.0
2023-07-06,70.9,70.9,69.16,69.91,67636.0
2023-07-07,70.09,71.0,69.56,69.65,113746.0
2023-07-08,70.09,71.0,69.56,69.65,113746.0
2023-07-09,70.09,71.0,69.56,69.65,113746.0
2023-07-10,69.74,71.5,69.55,69.85,79141.0
2023-07-11,70.3,70.64,68.31,69.49,85797.0
2023-07-12,70.84,71.15,68.74,68.85,91414.0
2023-07-13,69.01,70.007,68.305,68.47,111869.0
2023-07-14,68.51,68.845,66.36,67.85,137790.0
2023-07-15,68.51,68.845,66.36,67.85,137790.0
2023-07-16,68.51,68.845,66.36,67.85,137790.0
2023-07-17,68.49,69.68,67.54,68.76,159573.0
2023-07-18,68.76,69.981,67.56,68.13,72722.0
2023-07-19,68.11,68.625,67.315,67.61,81254.0
2023-07-20,67.71,68.0,67.36,67.57,52856.0
2023-07-21,67.81,68.195,67.09,67.47,74444.0
2023-07-22,67.81,68.195,67.09,67.47,74444.0
2023-07-23,67.81,68.195,67.09,67.47,74444.0
2023-07-24,67.36,68.104,66.12,66.56,96130.0
2023-07-25,66.34,68.33,66.34,67.3,70208.0
2023-07-26,67.21,67.835,66.875,67.72,55831.0
2023-07-27,68.18,68.61,66.84,67.44,64017.0
2023-07-28,67.82,68.25,67.42,68.01,57790.0
2023-07-29,67.82,68.25,67.42,68.01,57790.0
2023-07-30,67.82,68.25,67.42,68.01,57790.0
2023-07-31,68.01,68.01,66.5,66.93,97012.0
2023-08-01,66.8,67.309,65.78,66.7,63606.0
2023-08-02,66.2,66.515,65.57,66.21,55899.0
2023-08-03,65.89,66.995,65.41,66.45,70841.0
2023-08-04,66.52,68.01,66.52,66.79,94337.0
2023-08-05,66.52,68.01,66.52,66.79,94337.0
2023-08-06,66.52,68.01,66.52,66.79,94337.0
2023-08-07,66.85,67.78,65.59,66.3,117023.0
2023-08-08,66.14,67.61,65.604,67.13,131045.0
2023-08-09,67.13,70.84,65.96,70.72,170704.0
2023-08-10,70.85,70.88,68.645,68.73,138592.0
2023-08-11,68.54,68.82,67.0,67.22,65341.0
2023-08-12,68.54,68.82,67.0,67.22,65341.0
2023-08-13,68.54,68.82,67.0,67.22,65341.0
2023-08-14,66.78,68.15,65.9,67.15,96389.0
2023-08-15,66.62,67.73,65.52,67.59,78831.0
2023-08-16,67.24,67.35,66.19,66.83,64528.0
2023-08-17,66.77,67.895,66.1,66.57,87305.0
2023-08-18,66.0,66.8,65.79,66.18,109726.0
2023-08-19,66.0,66.8,65.79,66.18,109726.0
2023-08-20,66.0,66.8,65.79,66.18,109726.0
2023-08-21,66.09,66.77,65.79,66.22,69488.0
2023-08-22,66.27,66.96,65.38,66.4,74930.0
2023-08-23,67.44,68.14,66.42,67.17,99818.0
2023-08-24,67.07,67.45,65.49,66.08,84489.0
2023-08-25,66.22,66.54,65.1,65.39,86349.0
2023-08-26,66.22,66.54,65.1,65.39,86349.0
2023-08-27,66.22,66.54,65.1,65.39,86349.0
2023-08-28,65.76,66.565,64.55,64.96,71702.0
2023-08-29,64.96,65.0,64.11,64.37,94045.0
2023-08-30,64.36,66.67,64.06,66.19,115385.0
2023-08-31,66.08,66.14,65.1,65.77,117591.0
2023-09-01,66.16,67.48,65.9,66.54,110839.0
2023-09-02,66.16,67.48,65.9,66.54,110839.0
2023-09-03,66.16,67.48,65.9,66.54,110839.0
2023-09-04,66.16,67.48,65.9,66.54,110839.0
2023-09-05,65.97,65.97,63.53,63.53,117434.0
2023-09-06,63.79,64.53,63.42,64.47,84622.0
2023-09-07,64.52,64.72,63.5,63.52,83410.0
2023-09-08,63.58,63.65,62.74,63.05,58880.0
2023-09-09,63.58,63.65,62.74,63.05,58880.0
2023-09-10,63.58,63.65,62.74,63.05,58880.0
2023-09-11,63.5,63.935,62.89,63.63,91602.0
2023-09-12,63.5,63.6,62.465,62.71,77348.0
2023-09-13,62.58,63.12,62.01,62.73,144855.0
2023-09-14,62.99,63.295,62.1,62.29,159449.0
2023-09-15,62.52,62.8,61.22,61.98,342872.0
2023-09-16,62.52,62.8,61.22,61.98,342872.0
2023-09-17,62.52,62.8,61.22,61.98,342872.0
2023-09-18,62.22,62.64,61.23,62.56,92281.0
2023-09-19,62.88,63.75,62.74,63.3,84705.0
2023-09-20,63.67,63.67,60.99,61.06,66736.0
2023-09-21,60.44,60.995,59.1,59.32,112128.0
2023-09-22,59.28,59.93,58.69,59.08,94574.0
2023-09-23,59.28,59.93,58.69,59.08,94574.0
2023-09-24,59.28,59.93,58.69,59.08,94574.0
2023-09-25,58.77,59.53,57.943,58.86,64346.0
2023-09-26,60.6,61.44,60.02,60.21,152490.0
2023-09-27,60.48,61.79,60.26,61.47,145401.0
2023-09-28,61.45,62.73,61.306,61.49,132522.0
2023-09-29,61.96,61.96,59.69,59.92,109410.0
2023-09-30,61.96,61.96,59.69,59.92,109410.0
2023-10-01,61.96,61.96,59.69,59.92,109410.0
2023-10-02,60.03,60.03,58.24,59.17,118439.0
2023-10-03,59.07,59.4,58.21,58.75,96433.0
2023-10-04,58.52,58.77,57.78,58.33,93125.0
2023-10-05,58.37,58.845,57.97,58.12,80218.0
2023-10-06,58.01,58.55,57.77,58.15,76439.0
2023-10-07,58.01,58.55,57.77,58.15,76439.0
2023-10-08,58.01,58.55,57.77,58.15,76439.0
2023-10-09,57.74,58.94,57.71,58.84,74073.0
2023-10-10,58.88,60.925,58.88,60.35,59153.0
2023-10-11,60.0,60.0,58.32,58.87,70491.0
2023-10-12,58.84,58.84,54.535,55.25,83502.0
2023-10-13,55.29,55.79,54.666,54.99,62697.0
2023-10-14,55.29,55.79,54.666,54.99,62697.0
2023-10-15,55.29,55.79,54.666,54.99,62697.0
2023-10-16,55.1,56.97,54.71,56.42,108126.0
2023-10-17,56.43,57.33,56.005,56.16,81450.0
2023-10-18,55.87,55.87,53.67,53.92,62038.0
2023-10-19,53.8,53.98,52.58,52.78,87842.0
2023-10-20,53.06,53.4,51.93,52.09,116598.0
2023-10-21,53.06,53.4,51.93,52.09,116598.0
2023-10-22,53.06,53.4,51.93,52.09,116598.0
2023-10-23,52.04,52.22,51.345,51.36,96130.0
2023-10-24,51.5,52.345,51.5,51.89,78781.0
2023-10-25,51.5,52.223,49.75,50.29,122288.0
2023-10-26,50.44,51.55,50.19,51.06,81887.0
2023-10-27,51.33,51.77,49.24,49.57,89155.0
2023-10-28,51.33,51.77,49.24,49.57,89155.0
2023-10-29,51.33,51.77,49.24,49.57,89155.0
2023-10-30,50.04,50.97,49.79,50.87,66522.0
2023-10-31,50.87,52.67,50.87,52.29,77152.0
2023-11-01,52.55,53.54,51.441,53.3,116397.0
2023-11-02,53.96,53.96,51.7,51.81,83429.0
2023-11-03,52.81,55.36,52.81,53.99,101913.0
2023-11-04,52.81,55.36,52.81,53.99,101913.0
2023-11-05,52.81,55.36,52.81,53.99,101913.0
2023-11-06,54.49,55.26,52.72,53.21,71727.0
2023-11-07,52.98,53.97,52.4,53.16,75830.0
2023-11-08,53.75,54.135,51.55,52.23,89612.0
2023-11-09,54.99,55.5,51.21,54.64,260501.0
2023-11-10,54.78,55.81,52.97,55.38,136051.0
2023-11-11,54.78,55.81,52.97,55.38,136051.0
2023-11-12,54.78,55.81,52.97,55.38,136051.0
2023-11-13,55.13,56.49,55.05,55.17,140768.0
2023-11-14,56.5,57.41,55.48,56.47,140293.0
2023-11-15,56.14,56.74,55.02,56.48,131079.0
2023-11-16,56.57,57.37,55.3,57.13,91995.0
2023-11-17,57.74,58.35,57.28,57.82,100597.0
2023-11-18,57.74,58.35,57.28,57.82,100597.0
2023-11-19,57.74,58.35,57.28,57.82,100597.0
2023-11-20,58.01,58.47,57.03,58.12,74752.0
2023-11-21,58.0,58.99,57.17,58.48,102016.0
2023-11-22,59.14,60.1,59.1,59.51,43390.0
2023-11-23,59.14,60.1,59.1,59.51,43390.0
2023-11-24,59.96,60.88,59.92,60.09,26104.0
2023-11-25,59.96,60.88,59.92,60.09,26104.0
2023-11-26,59.96,60.88,59.92,60.09,26104.0
2023-11-27,59.7,60.25,59.0,59.01,90610.0
2023-11-28,59.3,59.79,57.72,58.03,57670.0
2023-11-29,57.99,58.87,57.383,57.66,83993.0
2023-11-30,58.12,58.86,57.0,58.31,68417.0
2023-12-01,58.18,58.99,57.14,58.75,73816.0
2023-12-02,58.18,58.99,57.14,58.75,73816.0
2023-12-03,58.18,58.99,57.14,58.75,73816.0
2023-12-04,59.07,60.88,59.07,59.87,95346.0
2023-12-05,59.57,60.745,59.03,59.61,159090.0
2023-12-06,60.11,62.25,58.97,59.77,184935.0
2023-12-07,59.92,61.66,59.15,61.4,110488.0
2023-12-08,61.4,62.3,60.51,61.82,101877.0
2023-12-09,61.4,62.3,60.51,61.82,101877.0
2023-12-10,61.4,62.3,60.51,61.82,101877.0
2023-12-11,62.0,62.78,60.8,62.54,144571.0
2023-12-12,62.67,63.41,60.278,62.94,157284.0
2023-12-13,63.12,67.28,62.83,67.28,125713.0
2023-12-14,68.09,69.74,67.34,67.71,170787.0
2023-12-15,68.14,68.52,65.84,67.35,470284.0
2023-12-16,68.14,68.52,65.84,67.35,470284.0
2023-12-17,68.14,68.52,65.84,67.35,470284.0
2023-12-18,67.37,71.02,67.36,69.2,195744.0
2023-12-19,69.37,72.03,69.3,70.23,158600.0
2023-12-20,70.6,72.19,69.27,69.33,126845.0
2023-12-21,69.85,71.27,68.76,70.83,88793.0
2023-12-22,71.24,72.89,71.05,71.51,101968.0
2023-12-23,71.24,72.89,71.05,71.51,101968.0
2023-12-24,71.24,72.89,71.05,71.51,101968.0
2023-12-25,71.24,72.89,71.05,71.51,101968.0
2023-12-26,71.5,73.5,70.745,72.63,79258.0
2023-12-27,72.98,73.74,71.99,72.28,105586.0
2023-12-28,72.08,72.62,71.235,71.84,52465.0
2023-12-29,71.88,71.89,70.94,71.42,83262.0
2023-12-30,71.88,71.89,70.94,71.42,83262.0
2023-12-31,71.88,71.89,70.94,71.42,83262.0
2024-01-01,71.88,71.89,70.94,71.42,83262.0
2024-01-02,71.49,73.575,71.18,72.31,92546.0
2024-01-03,71.74,72.32,69.5,70.04,76050.0
2024-01-04,70.34,72.03,68.804,70.36,103944.0
2024-01-05,69.58,71.96,68.955,70.83,139589.0
2024-01-06,69.58,71.96,68.955,70.83,139589.0
2024-01-07,69.58,71.96,68.955,70.83,139589.0
2024-01-08,73.78,75.15,71.54,74.35,161245.0
2024-01-09,73.3,74.985,73.0,73.45,176325.0
2024-01-10,73.27,73.74,72.26,73.54,104855.0
2024-01-11,72.85,72.85,70.9,72.19,134111.0
2024-01-12,73.2,74.338,71.75,72.6,63982.0
2024-01-13,73.2,74.338,71.75,72.6,63982.0
2024-01-14,73.2,74.338,71.75,72.6,63982.0
2024-01-15,73.2,74.338,71.75,72.6,63982.0
2024-01-16,71.87,71.95,70.87,71.07,88375.0
2024-01-17,69.98,71.99,67.53,70.86,106128.0
2024-01-18,71.26,71.77,69.98,71.23,85314.0
2024-01-19,71.5,72.65,70.58,72.52,95474.0
2024-01-20,71.5,72.65,70.58,72.52,95474.0
2024-01-21,71.5,72.65,70.58,72.52,95474.0
2024-01-22,72.84,74.0,72.495,73.39,117753.0
2024-01-23,74.16,74.19,72.39,73.56,83399.0
2024-01-24,74.2,74.67,72.86,74.17,76391.0
2024-01-25,74.79,76.66,73.095,75.29,99024.0
2024-01-26,75.55,76.66,75.21,76.45,89388.0
2024-01-27,75.55,76.66,75.21,76.45,89388.0
2024-01-28,75.55,76.66,75.21,76.45,89388.0
2024-01-29,76.38,76.38,74.1,75.06,75426.0
2024-01-30,74.65,74.65,73.41,73.91,72061.0
