,BFH US Equity,BFH US Equity,BFH US Equity,BFH US Equity,BFH US Equity
2021-09-06,71.406,71.805,70.465,71.293,453732.0
2021-09-07,71.519,73.224,71.022,71.233,602564.0
2021-09-08,71.142,71.617,69.313,69.524,442703.0
2021-09-09,69.75,71.812,69.637,71.165,1344984.0
2021-09-10,71.79,73.115,69.968,70.043,480629.0
2021-09-11,71.79,73.115,69.968,70.043,480629.0
2021-09-12,71.79,73.115,69.968,70.043,480629.0
2021-09-13,71.255,73.544,70.766,72.226,691484.0
2021-09-14,72.332,73.122,69.87,70.277,544003.0
2021-09-15,70.043,73.521,69.87,73.017,1329148.0
2021-09-16,73.582,76.423,73.22,74.53,893575.0
2021-09-17,74.274,74.974,72.272,72.625,840224.0
2021-09-18,74.274,74.974,72.272,72.625,840224.0
2021-09-19,74.274,74.974,72.272,72.625,840224.0
2021-09-20,70.096,71.252,68.635,69.795,557145.0
2021-09-21,70.48,70.615,68.526,69.719,501964.0
2021-09-22,70.487,72.573,70.487,71.699,375025.0
2021-09-23,71.955,75.599,71.952,75.087,698809.0
2021-09-24,74.888,78.671,74.888,77.075,781887.0
2021-09-25,74.888,78.671,74.888,77.075,781887.0
2021-09-26,74.888,78.671,74.888,77.075,781887.0
2021-09-27,77.556,79.86,77.06,78.49,820691.0
2021-09-28,78.836,79.679,77.391,77.496,1116449.0
2021-09-29,77.722,78.362,76.292,77.361,436243.0
2021-09-30,77.692,77.692,75.607,75.953,991718.0
2021-10-01,75.991,79.397,75.991,78.46,354424.0
2021-10-02,75.991,79.397,75.991,78.46,354424.0
2021-10-03,75.991,79.397,75.991,78.46,354424.0
2021-10-04,78.535,79.53,76.54,76.856,465775.0
2021-10-05,77.398,79.04,76.706,77.398,609264.0
2021-10-06,75.78,77.263,74.899,76.375,634798.0
2021-10-07,77.391,78.415,76.525,76.706,529737.0
2021-10-08,77.338,78.513,76.608,76.668,164150.0
2021-10-09,77.338,78.513,76.608,76.668,164150.0
2021-10-10,77.338,78.513,76.608,76.668,164150.0
2021-10-11,77.142,77.82,73.356,73.837,355088.0
2021-10-12,73.837,75.599,73.762,74.869,312301.0
2021-10-13,74.801,74.952,72.464,72.64,358989.0
2021-10-14,74.108,74.779,73.07,74.523,333227.0
2021-10-15,75.396,76.713,74.976,75.215,753820.0
2021-10-16,75.396,76.713,74.976,75.215,753820.0
2021-10-17,75.396,76.713,74.976,75.215,753820.0
2021-10-18,74.809,76.194,74.116,75.351,338711.0
2021-10-19,75.554,76.314,74.297,75.983,449000.0
2021-10-20,75.622,76.811,75.087,76.758,410053.0
2021-10-21,76.638,77.014,70.932,72.528,940514.0
2021-10-22,72.437,73.86,72.181,73.326,1023669.0
2021-10-23,72.437,73.86,72.181,73.326,1023669.0
2021-10-24,72.437,73.86,72.181,73.326,1023669.0
2021-10-25,73.965,75.426,73.619,73.717,1435385.0
2021-10-26,74.342,74.342,70.676,70.954,794182.0
2021-10-27,70.397,70.593,66.482,66.625,1212674.0
2021-10-28,67.378,68.763,64.962,65.037,2308190.0
2021-10-29,64.954,65.225,63.998,64.179,2038809.0
2021-10-30,64.954,65.225,63.998,64.179,2038809.0
2021-10-31,64.954,65.225,63.998,64.179,2038809.0
2021-11-01,65.135,69.177,64.901,68.425,1086875.0
2021-11-02,68.357,68.568,64.894,65.24,665112.0
2021-11-03,64.645,66.731,64.209,65.684,724718.0
2021-11-04,65.85,66.678,64.668,65.624,861515.0
2021-11-05,67.438,69.516,67.152,69.2,1133167.0
2021-11-06,67.438,69.516,67.152,69.2,1133167.0
2021-11-07,67.438,69.516,67.152,69.2,1133167.0
2021-11-08,69.851,72.031,69.743,70.757,1696845.0
2021-11-09,70.125,71.541,68.87,71.531,1492000.0
2021-11-10,71.512,75.696,71.446,73.945,1076982.0
2021-11-11,74.039,76.472,73.348,75.79,921889.0
2021-11-12,75.951,76.595,75.08,75.752,683382.0
2021-11-13,75.951,76.595,75.08,75.752,683382.0
2021-11-14,75.951,76.595,75.08,75.752,683382.0
2021-11-15,76.254,76.557,75.166,75.639,571091.0
2021-11-16,75.137,75.61,72.607,73.774,721205.0
2021-11-17,72.951,73.339,72.023,73.064,834703.0
2021-11-18,73.718,73.718,70.112,71.56,550270.0
2021-11-19,70.273,71.02,69.814,70.386,576675.0
2021-11-20,70.273,71.02,69.814,70.386,576675.0
2021-11-21,70.273,71.02,69.814,70.386,576675.0
2021-11-22,70.954,71.063,69.194,70.235,509094.0
2021-11-23,70.235,71.919,69.565,71.351,547032.0
2021-11-24,70.727,72.951,70.433,71.872,461180.0
2021-11-25,70.727,72.951,70.433,71.872,461180.0
2021-11-26,67.973,69.241,66.714,68.436,626162.0
2021-11-27,67.973,69.241,66.714,68.436,626162.0
2021-11-28,67.973,69.241,66.714,68.436,626162.0
2021-11-29,69.563,69.847,66.198,66.932,748174.0
2021-11-30,65.342,66.014,63.108,64.509,950169.0
2021-12-01,66.108,67.386,64.48,64.509,877423.0
2021-12-02,65.55,68.219,64.764,67.518,772052.0
2021-12-03,67.897,68.332,66.383,66.903,473839.0
2021-12-04,67.897,68.332,66.383,66.903,473839.0
2021-12-05,67.897,68.332,66.383,66.903,473839.0
2021-12-06,68.029,70.225,67.168,68.512,586648.0
2021-12-07,69.553,72.402,69.496,70.339,3344764.0
2021-12-08,70.481,71.512,69.525,70.168,2982092.0
2021-12-09,69.089,70.017,68.654,69.496,577185.0
2021-12-10,70.093,71.503,68.219,69.222,521824.0
2021-12-11,70.093,71.503,68.219,69.222,521824.0
2021-12-12,70.093,71.503,68.219,69.222,521824.0
2021-12-13,68.134,68.588,65.862,66.07,601869.0
2021-12-14,65.862,68.465,65.304,65.739,711829.0
2021-12-15,65.436,65.673,62.559,65.247,721350.0
2021-12-16,65.786,66.884,64.414,64.708,635346.0
2021-12-17,64.414,64.632,62.37,63.383,1109868.0
2021-12-18,64.414,64.632,62.37,63.383,1109868.0
2021-12-19,64.414,64.632,62.37,63.383,1109868.0
2021-12-20,61.518,62.181,60.042,61.641,1179602.0
2021-12-21,62.464,64.168,62.464,64.017,640723.0
2021-12-22,63.676,65.048,63.324,64.556,356662.0
2021-12-23,64.793,65.784,64.708,65.37,668299.0
2021-12-24,64.793,65.784,64.708,65.37,668299.0
2021-12-25,64.793,65.784,64.708,65.37,668299.0
2021-12-26,64.793,65.784,64.708,65.37,668299.0
2021-12-27,65.02,65.048,63.506,64.405,1109947.0
2021-12-28,63.884,65.832,63.884,64.196,837470.0
2021-12-29,63.884,64.395,63.165,63.231,418305.0
2021-12-30,63.335,64.263,62.985,63.411,422678.0
2021-12-31,62.654,63.789,62.597,63.004,678765.0
2022-01-01,62.654,63.789,62.597,63.004,678765.0
2022-01-02,62.654,63.789,62.597,63.004,678765.0
2022-01-03,63.269,66.005,63.032,64.954,582893.0
2022-01-04,66.402,68.001,66.174,67.187,827708.0
2022-01-05,67.187,68.143,65.275,65.313,876867.0
2022-01-06,66.222,66.752,64.963,65.626,570729.0
2022-01-07,65.247,67.646,65.247,66.629,1448735.0
2022-01-08,65.247,67.646,65.247,66.629,1448735.0
2022-01-09,65.247,67.646,65.247,66.629,1448735.0
2022-01-10,66.25,68.209,65.209,67.954,1639342.0
2022-01-11,67.954,69.089,66.638,68.418,493809.0
2022-01-12,69.089,69.837,67.282,68.086,2986989.0
2022-01-13,68.843,71.55,68.602,70.859,1031662.0
2022-01-14,70.045,70.339,67.386,68.493,845546.0
2022-01-15,70.045,70.339,67.386,68.493,845546.0
2022-01-16,70.045,70.339,67.386,68.493,845546.0
2022-01-17,70.045,70.339,67.386,68.493,845546.0
2022-01-18,68.039,68.238,65.015,65.361,879347.0
2022-01-19,62.483,63.43,60.619,62.171,3699869.0
2022-01-20,62.294,64.991,61.352,62.029,1199169.0
2022-01-21,61.196,62.588,60.411,61.149,797505.0
2022-01-22,61.196,62.588,60.411,61.149,797505.0
2022-01-23,61.196,62.588,60.411,61.149,797505.0
2022-01-24,59.37,63.846,59.142,63.572,1316817.0
2022-01-25,62.55,64.017,61.442,63.051,1028350.0
2022-01-26,64.433,65.181,61.953,62.9,760286.0
2022-01-27,62.095,65.398,61.518,62.512,1127859.0
2022-01-28,62.909,65.171,62.417,63.979,1578554.0
2022-01-29,62.909,65.171,62.417,63.979,1578554.0
2022-01-30,62.909,65.171,62.417,63.979,1578554.0
2022-01-31,64.244,65.417,63.255,65.342,1105236.0
2022-02-01,65.143,66.26,64.206,66.014,728677.0
2022-02-02,65.663,66.468,63.96,66.118,961768.0
2022-02-03,65.73,66.686,64.66,64.935,517585.0
2022-02-04,65.124,65.943,63.894,65.493,430153.0
2022-02-05,65.124,65.943,63.894,65.493,430153.0
2022-02-06,65.124,65.943,63.894,65.493,430153.0
2022-02-07,65.578,66.922,64.954,66.288,1247103.0
2022-02-08,67.197,69.336,67.055,68.995,1153840.0
2022-02-09,69.828,70.556,69.345,69.657,616252.0
2022-02-10,68.642,70.996,68.267,68.575,955829.0
2022-02-11,68.518,69.752,66.941,67.541,609562.0
2022-02-12,68.518,69.752,66.941,67.541,609562.0
2022-02-13,68.518,69.752,66.941,67.541,609562.0
2022-02-14,66.914,68.338,65.823,66.468,681617.0
2022-02-15,67.474,68.813,67.123,68.737,827381.0
2022-02-16,68.329,69.543,68.044,69.116,427433.0
2022-02-17,68.139,68.765,65.937,66.8,557943.0
2022-02-18,66.468,67.664,66.06,66.914,669575.0
2022-02-19,66.468,67.664,66.06,66.914,669575.0
2022-02-20,66.468,67.664,66.06,66.914,669575.0
2022-02-21,66.468,67.664,66.06,66.914,669575.0
2022-02-22,66.44,66.857,64.466,65.196,590278.0
2022-02-23,65.775,66.146,63.459,63.526,469700.0
2022-02-24,60.622,61.846,58.628,61.59,1863185.0
2022-02-25,61.666,64.266,61.115,64.209,779927.0
2022-02-26,61.666,64.266,61.115,64.209,779927.0
2022-02-27,61.666,64.266,61.115,64.209,779927.0
2022-02-28,62.852,65.035,62.748,64.019,854703.0
2022-03-01,64.627,65.139,59.786,60.27,894168.0
2022-03-02,60.713,62.055,59.511,61.058,743749.0
2022-03-03,61.808,61.808,58.401,59.843,728746.0
2022-03-04,58.439,59.986,56.872,57.879,1309623.0
2022-03-05,58.439,59.986,56.872,57.879,1309623.0
2022-03-06,58.439,59.986,56.872,57.879,1309623.0
2022-03-07,56.906,56.906,52.279,52.288,1175877.0
2022-03-08,52.649,53.569,50.589,50.864,3301653.0
2022-03-09,52.943,56.806,52.715,54.395,2516816.0
2022-03-10,52.952,54.053,51.282,52.326,684463.0
2022-03-11,53.095,53.479,51.785,52.649,537838.0
2022-03-12,53.095,53.479,51.785,52.649,537838.0
2022-03-13,53.095,53.479,51.785,52.649,537838.0
2022-03-14,53.342,53.674,52.374,52.99,533674.0
2022-03-15,53.845,56.132,53.74,55.335,1197537.0
2022-03-16,56.493,59.71,56.057,59.074,1026721.0
2022-03-17,56.853,59.264,56.208,58.904,689014.0
2022-03-18,58.714,59.558,57.679,59.35,943630.0
2022-03-19,58.714,59.558,57.679,59.35,943630.0
2022-03-20,58.714,59.558,57.679,59.35,943630.0
2022-03-21,58.628,58.918,56.142,56.445,744691.0
2022-03-22,57.138,58.847,57.138,57.897,554418.0
2022-03-23,57.195,57.879,54.927,55.24,661632.0
2022-03-24,55.61,55.752,54.576,55.658,441985.0
2022-03-25,55.99,57.072,55.553,56.664,543011.0
2022-03-26,55.99,57.072,55.553,56.664,543011.0
2022-03-27,55.99,57.072,55.553,56.664,543011.0
2022-03-28,55.278,55.515,52.867,53.408,972386.0
2022-03-29,54.291,56.151,54.291,55.724,584542.0
2022-03-30,55.43,56.18,53.731,54.148,507516.0
2022-03-31,53.721,54.708,53.256,53.294,1474353.0
2022-04-01,53.949,54.879,53.422,53.911,463839.0
2022-04-02,53.949,54.879,53.422,53.911,463839.0
2022-04-03,53.949,54.879,53.422,53.911,463839.0
2022-04-04,52.82,54.201,51.149,52.99,652069.0
2022-04-05,53.152,53.911,51.614,52.098,796523.0
2022-04-06,51.586,51.586,49.574,49.934,878883.0
2022-04-07,49.792,50.081,47.742,49.194,786955.0
2022-04-08,48.871,50.731,48.596,50.02,472651.0
2022-04-09,48.871,50.731,48.596,50.02,472651.0
2022-04-10,48.871,50.731,48.596,50.02,472651.0
2022-04-11,49.725,51.899,49.498,50.209,520011.0
2022-04-12,50.646,52.212,50.19,50.57,550182.0
2022-04-13,49.64,52.25,49.64,52.079,521845.0
2022-04-14,52.279,53.418,51.984,52.298,502463.0
2022-04-15,52.279,53.418,51.984,52.298,502463.0
2022-04-16,52.279,53.418,51.984,52.298,502463.0
2022-04-17,52.279,53.418,51.984,52.298,502463.0
2022-04-18,52.174,54.139,51.889,54.101,556749.0
2022-04-19,54.329,56.483,53.959,56.075,806650.0
2022-04-20,56.455,57.698,55.771,56.218,521999.0
2022-04-21,56.948,57.337,54.974,55.297,275136.0
2022-04-22,54.746,55.041,52.649,52.734,369313.0
2022-04-23,54.746,55.041,52.649,52.734,369313.0
2022-04-24,54.746,55.041,52.649,52.734,369313.0
2022-04-25,52.25,53.826,51.092,53.683,617579.0
2022-04-26,53.028,53.579,51.381,51.576,567353.0
2022-04-27,51.254,52.516,50.665,50.902,493811.0
2022-04-28,52.212,55.287,51.5,53.94,809203.0
2022-04-29,52.981,54.613,51.814,52.013,678051.0
2022-04-30,52.981,54.613,51.814,52.013,678051.0
2022-05-01,52.981,54.613,51.814,52.013,678051.0
2022-05-02,52.791,53.237,50.969,52.336,590477.0
2022-05-03,52.307,53.199,51.7,52.687,766083.0
2022-05-04,52.772,54.651,51.704,54.538,672636.0
2022-05-05,53.645,54.557,51.453,52.231,749197.0
2022-05-06,51.956,52.355,50.508,51.244,494145.0
2022-05-07,51.956,52.355,50.508,51.244,494145.0
2022-05-08,51.956,52.355,50.508,51.244,494145.0
2022-05-09,50.39,50.969,48.681,49.317,599989.0
2022-05-10,49.83,50.072,46.935,47.979,787331.0
2022-05-11,47.495,49.27,46.223,46.498,1901937.0
2022-05-12,45.764,46.889,44.388,45.974,3757533.0
2022-05-13,46.708,49.92,46.708,48.624,1312635.0
2022-05-14,46.708,49.92,46.708,48.624,1312635.0
2022-05-15,46.708,49.92,46.708,48.624,1312635.0
2022-05-16,48.128,48.7,46.489,47.471,818781.0
2022-05-17,49.072,49.406,48.062,49.225,1328435.0
2022-05-18,48.681,49.215,46.26,46.489,415821.0
2022-05-19,45.774,46.789,45.383,45.717,632328.0
2022-05-20,45.993,46.432,44.144,45.917,479817.0
2022-05-21,45.993,46.432,44.144,45.917,479817.0
2022-05-22,45.993,46.432,44.144,45.917,479817.0
2022-05-23,46.546,48.405,45.631,47.556,644993.0
2022-05-24,47.061,47.595,44.954,46.06,525911.0
2022-05-25,45.564,48.843,45.536,48.357,856529.0
2022-05-26,49.12,50.063,49.12,49.739,1216162.0
2022-05-27,50.13,52.103,50.13,52.056,567871.0
2022-05-28,50.13,52.103,50.13,52.056,567871.0
2022-05-29,50.13,52.103,50.13,52.056,567871.0
2022-05-30,50.13,52.103,50.13,52.056,567871.0
2022-05-31,51.427,53.018,51.055,52.523,694679.0
2022-06-01,52.799,53.057,50.731,52.008,681239.0
2022-06-02,52.351,53.161,51.712,53.009,561054.0
2022-06-03,52.265,52.656,51.55,51.751,523316.0
2022-06-04,52.265,52.656,51.55,51.751,523316.0
2022-06-05,52.265,52.656,51.55,51.751,523316.0
2022-06-06,52.875,53.252,52.151,52.542,473694.0
2022-06-07,51.932,53.152,51.917,53.047,428233.0
2022-06-08,52.485,52.723,51.255,51.722,494005.0
2022-06-09,51.503,51.503,49.654,49.72,459795.0
2022-06-10,47.499,48.92,44.868,44.868,525067.0
2022-06-11,47.499,48.92,44.868,44.868,525067.0
2022-06-12,47.499,48.92,44.868,44.868,525067.0
2022-06-13,43.229,43.696,41.165,41.608,879287.0
2022-06-14,41.484,41.942,40.598,41.627,1220923.0
2022-06-15,42.542,44.02,42.304,43.448,745185.0
2022-06-16,42.104,42.104,39.969,40.674,1192818.0
2022-06-17,40.598,42.876,40.178,42.009,2831323.0
2022-06-18,40.598,42.876,40.178,42.009,2831323.0
2022-06-19,40.598,42.876,40.178,42.009,2831323.0
2022-06-20,40.598,42.876,40.178,42.009,2831323.0
2022-06-21,43.438,43.677,41.256,41.284,807544.0
2022-06-22,40.302,41.279,39.702,39.854,849021.0
2022-06-23,39.959,40.341,38.158,38.548,1178326.0
2022-06-24,38.749,40.75,36.871,37.691,8573440.0
2022-06-25,38.749,40.75,36.871,37.691,8573440.0
2022-06-26,38.749,40.75,36.871,37.691,8573440.0
2022-06-27,37.872,39.845,37.767,38.672,2206612.0
2022-06-28,39.139,40.312,37.576,37.691,1037693.0
2022-06-29,37.366,37.824,35.307,36.337,1134031.0
2022-06-30,35.603,35.813,34.578,35.327,1193780.0
2022-07-01,35.269,35.984,34.116,35.241,885572.0
2022-07-02,35.269,35.984,34.116,35.241,885572.0
2022-07-03,35.269,35.984,34.116,35.241,885572.0
2022-07-04,35.269,35.984,34.116,35.241,885572.0
2022-07-05,33.744,35.241,32.934,35.231,1414751.0
2022-07-06,34.926,35.673,33.906,35.164,1337101.0
2022-07-07,35.879,36.337,35.512,36.165,829719.0
2022-07-08,36.28,36.966,35.336,36.613,726722.0
2022-07-09,36.28,36.966,35.336,36.613,726722.0
2022-07-10,36.28,36.966,35.336,36.613,726722.0
2022-07-11,35.841,36.957,35.136,36.909,1196464.0
2022-07-12,36.48,39.235,36.413,38.691,1041692.0
2022-07-13,37.795,38.377,37.119,38.282,1083584.0
2022-07-14,37.128,37.586,36.509,37.176,789971.0
2022-07-15,37.996,38.839,37.109,38.51,551166.0
2022-07-16,37.996,38.839,37.109,38.51,551166.0
2022-07-17,37.996,38.839,37.109,38.51,551166.0
2022-07-18,39.587,40.607,39.33,39.654,752102.0
2022-07-19,40.055,42.371,39.988,42.304,860122.0
2022-07-20,42.361,43.61,42.334,43.515,1014527.0
2022-07-21,42.409,43.343,41.98,43.276,655589.0
2022-07-22,43.315,43.572,41.551,42.085,444913.0
2022-07-23,43.315,43.572,41.551,42.085,444913.0
2022-07-24,43.315,43.572,41.551,42.085,444913.0
2022-07-25,42.276,42.79,41.246,41.866,442547.0
2022-07-26,41.437,41.68,39.721,39.74,723508.0
2022-07-27,40.064,40.75,38.977,40.522,660153.0
2022-07-28,40.188,41.665,36.69,38.396,1208492.0
2022-07-29,37.948,38.253,36.699,37.757,1332320.0
2022-07-30,37.948,38.253,36.699,37.757,1332320.0
2022-07-31,37.948,38.253,36.699,37.757,1332320.0
2022-08-01,37.567,38.234,36.709,37.519,735806.0
2022-08-02,37.004,37.481,36.327,36.48,914297.0
2022-08-03,37.119,38.367,36.604,37.977,717988.0
2022-08-04,37.786,38.415,36.918,37.519,572872.0
2022-08-05,36.957,37.49,36.547,36.575,584009.0
2022-08-06,36.957,37.49,36.547,36.575,584009.0
2022-08-07,36.957,37.49,36.547,36.575,584009.0
2022-08-08,36.766,38.348,36.642,37.08,599583.0
2022-08-09,36.852,36.852,35.698,36.299,1424439.0
2022-08-10,37.938,41.99,37.347,41.856,918617.0
2022-08-11,42.737,43.714,42.153,42.201,806572.0
2022-08-12,42.488,42.493,41.492,42.354,755189.0
2022-08-13,42.488,42.493,41.492,42.354,755189.0
2022-08-14,42.488,42.493,41.492,42.354,755189.0
2022-08-15,41.77,42.651,41.004,42.622,715504.0
2022-08-16,42.824,43.748,42.335,42.804,676290.0
2022-08-17,41.645,42.551,40.927,42.278,667587.0
2022-08-18,42.249,42.804,41.818,42.785,399023.0
2022-08-19,42.249,42.249,40.879,40.917,444997.0
2022-08-20,42.249,42.249,40.879,40.917,444997.0
2022-08-21,42.249,42.249,40.879,40.917,444997.0
2022-08-22,39.778,40.304,38.743,38.868,367343.0
2022-08-23,38.829,39.711,38.523,38.983,563227.0
2022-08-24,38.906,39.414,38.595,39.031,349780.0
2022-08-25,39.596,39.969,39.289,39.797,347933.0
2022-08-26,39.577,39.988,37.46,37.469,431875.0
2022-08-27,39.577,39.988,37.46,37.469,431875.0
2022-08-28,39.577,39.988,37.46,37.469,431875.0
2022-08-29,36.962,37.179,36.253,36.895,492369.0
2022-08-30,37.393,37.584,36.626,37.019,384103.0
2022-08-31,37.374,37.374,36.339,36.808,658912.0
2022-09-01,36.377,36.741,35.343,36.665,973527.0
2022-09-02,36.943,37.489,36.061,36.445,751362.0
2022-09-03,36.943,37.489,36.061,36.445,751362.0
2022-09-04,36.943,37.489,36.061,36.445,751362.0
2022-09-05,36.943,37.489,36.061,36.445,751362.0
2022-09-06,36.502,36.502,34.601,34.912,917390.0
2022-09-07,34.577,35.209,34.376,35.151,830450.0
2022-09-08,34.663,36.358,34.285,36.272,582672.0
2022-09-09,36.751,38.284,36.751,38.159,707791.0
2022-09-10,36.751,38.284,36.751,38.159,707791.0
2022-09-11,36.751,38.284,36.751,38.159,707791.0
2022-09-12,38.542,39.165,37.661,37.9,641456.0
2022-09-13,36.339,36.512,35.027,35.132,630036.0
2022-09-14,35.065,35.255,34.002,34.471,611851.0
2022-09-15,34.376,36.579,34.376,35.678,975148.0
2022-09-16,35.104,35.908,34.586,35.899,1382194.0
2022-09-17,35.104,35.908,34.586,35.899,1382194.0
2022-09-18,35.104,35.908,34.586,35.899,1382194.0
2022-09-19,35.171,36.192,35.151,35.592,672125.0
2022-09-20,35.113,35.228,34.146,34.577,646391.0
2022-09-21,34.912,35.314,33.427,33.437,470981.0
2022-09-22,33.265,33.567,31.876,32.029,572847.0
2022-09-23,31.378,31.809,30.439,31.77,742815.0
2022-09-24,31.378,31.809,30.439,31.77,742815.0
2022-09-25,31.378,31.809,30.439,31.77,742815.0
2022-09-26,31.445,32.086,30.793,30.956,811121.0
2022-09-27,31.493,31.799,29.807,30.506,769474.0
2022-09-28,30.803,31.33,30.458,31.177,841515.0
2022-09-29,30.554,31.138,29.596,30.746,777566.0
2022-09-30,30.851,30.985,29.97,30.123,956808.0
2022-10-01,30.851,30.985,29.97,30.123,956808.0
2022-10-02,30.851,30.985,29.97,30.123,956808.0
2022-10-03,30.669,31.253,29.261,30.793,1010576.0
2022-10-04,31.464,32.412,31.368,32.259,1062007.0
2022-10-05,30.975,31.588,30.659,31.378,704228.0
2022-10-06,30.851,31.272,30.027,30.219,612768.0
2022-10-07,29.749,29.951,29.012,29.472,974377.0
2022-10-08,29.749,29.951,29.012,29.472,974377.0
2022-10-09,29.749,29.951,29.012,29.472,974377.0
2022-10-10,29.481,29.96,28.662,28.782,661426.0
2022-10-11,28.907,29.491,28.341,28.658,793678.0
2022-10-12,28.696,29.759,28.054,29.357,767931.0
2022-10-13,28.619,31.349,28.14,30.956,937424.0
2022-10-14,31.1,31.742,29.712,30.018,745872.0
2022-10-15,31.1,31.742,29.712,30.018,745872.0
2022-10-16,31.1,31.742,29.712,30.018,745872.0
2022-10-17,31.119,31.454,30.446,30.746,716314.0
2022-10-18,31.732,32.086,30.544,30.707,922513.0
2022-10-19,30.142,30.2,28.15,28.571,673688.0
2022-10-20,28.734,29.869,28.26,28.37,664102.0
2022-10-21,28.236,28.974,27.633,28.772,668032.0
2022-10-22,28.236,28.974,27.633,28.772,668032.0
2022-10-23,28.236,28.974,27.633,28.772,668032.0
2022-10-24,28.935,29.496,28.236,29.194,836690.0
2022-10-25,29.223,31.569,28.907,31.263,1188338.0
2022-10-26,31.541,32.115,30.841,31.234,949135.0
2022-10-27,32.039,33.648,31.368,33.073,1163042.0
2022-10-28,33.648,35.913,33.341,35.448,2850244.0
2022-10-29,33.648,35.913,33.341,35.448,2850244.0
2022-10-30,33.648,35.913,33.341,35.448,2850244.0
2022-10-31,34.874,35.544,34.28,34.586,2109652.0
2022-11-01,35.257,35.908,34.72,35.161,10875450.0
2022-11-02,34.797,35.568,33.801,33.945,1552139.0
2022-11-03,33.245,33.456,32.326,32.738,722937.0
2022-11-04,33.37,34.43,33.217,33.552,605350.0
2022-11-05,33.37,34.43,33.217,33.552,605350.0
2022-11-06,33.37,34.43,33.217,33.552,605350.0
2022-11-07,34.002,35.381,33.293,35.286,811335.0
2022-11-08,35.333,36.066,35.008,35.784,701310.0
2022-11-09,35.084,35.63,34.433,35.18,891554.0
2022-11-10,37.03,39.669,37.03,38.947,1155874.0
2022-11-11,39.091,41.654,38.947,41.403,996775.0
2022-11-12,39.091,41.654,38.947,41.403,996775.0
2022-11-13,39.091,41.654,38.947,41.403,996775.0
2022-11-14,40.613,41.153,39.216,39.216,760572.0
2022-11-15,39.862,40.064,37.935,38.07,651258.0
2022-11-16,37.762,38.306,36.047,36.317,601193.0
2022-11-17,35.161,35.671,34.641,35.652,519449.0
2022-11-18,36.307,36.519,34.954,36.433,514116.0
2022-11-19,36.307,36.519,34.954,36.433,514116.0
2022-11-20,36.307,36.519,34.954,36.433,514116.0
2022-11-21,36.201,36.708,35.662,36.423,497847.0
2022-11-22,36.876,37.646,36.693,37.646,488646.0
2022-11-23,37.357,38.431,36.905,38.176,435400.0
2022-11-24,37.357,38.431,36.905,38.176,435400.0
2022-11-25,38.301,38.301,37.916,38.109,146877.0
2022-11-26,38.301,38.301,37.916,38.109,146877.0
2022-11-27,38.301,38.301,37.916,38.109,146877.0
2022-11-28,37.531,37.969,36.298,36.702,446535.0
2022-11-29,36.933,38.899,36.933,38.754,688045.0
2022-11-30,38.783,39.563,37.218,39.525,862566.0
2022-12-01,39.467,39.852,38.542,38.908,572116.0
2022-12-02,38.533,39.583,38.277,38.321,445060.0
2022-12-03,38.533,39.583,38.277,38.321,445060.0
2022-12-04,38.533,39.583,38.277,38.321,445060.0
2022-12-05,37.752,37.974,36.972,37.405,271978.0
2022-12-06,37.377,37.781,36.086,36.895,394857.0
2022-12-07,36.567,37.073,36.124,36.616,337584.0
2022-12-08,36.876,37.01,35.85,36.201,410364.0
2022-12-09,35.777,37.299,35.604,36.789,380315.0
2022-12-10,35.777,37.299,35.604,36.789,380315.0
2022-12-11,35.777,37.299,35.604,36.789,380315.0
2022-12-12,36.596,37.203,36.49,36.885,580994.0
2022-12-13,38.571,39.144,36.914,37.675,607317.0
2022-12-14,37.367,39.197,37.367,38.407,1298980.0
2022-12-15,37.377,38.311,36.606,38.041,1468188.0
2022-12-16,37.531,37.897,35.344,36.471,1372144.0
2022-12-17,37.531,37.897,35.344,36.471,1372144.0
2022-12-18,37.531,37.897,35.344,36.471,1372144.0
2022-12-19,36.587,36.683,35.498,35.883,852369.0
2022-12-20,35.566,35.96,34.718,34.756,877397.0
2022-12-21,35.277,36.336,35.199,36.105,626094.0
2022-12-22,35.363,35.643,34.342,35.623,595658.0
2022-12-23,35.517,36.095,34.949,35.922,421332.0
2022-12-24,35.517,36.095,34.949,35.922,421332.0
2022-12-25,35.517,36.095,34.949,35.922,421332.0
2022-12-26,35.517,36.095,34.949,35.922,421332.0
2022-12-27,35.816,36.51,35.074,35.556,486604.0
2022-12-28,35.739,35.883,34.294,34.313,503617.0
2022-12-29,34.477,36.037,34.419,35.951,444172.0
2022-12-30,35.363,36.433,35.238,36.278,447642.0
2022-12-31,35.363,36.433,35.238,36.278,447642.0
2023-01-01,35.363,36.433,35.238,36.278,447642.0
2023-01-02,35.363,36.433,35.238,36.278,447642.0
2023-01-03,36.673,37.492,36.192,36.548,664714.0
2023-01-04,37.473,39.443,37.473,38.638,879520.0
2023-01-05,38.879,39.39,38.191,38.879,729422.0
2023-01-06,39.014,39.852,37.8,39.602,804601.0
2023-01-07,39.014,39.852,37.8,39.602,804601.0
2023-01-08,39.014,39.852,37.8,39.602,804601.0
2023-01-09,40.103,40.103,37.868,37.906,689504.0
2023-01-10,37.521,37.555,35.989,37.328,961988.0
2023-01-11,37.28,37.906,37.02,37.656,1047332.0
2023-01-12,37.791,38.879,37.092,38.234,1724797.0
