,WSM US Equity,WSM US Equity,WSM US Equity,WSM US Equity,WSM US Equity
2020-03-06,53.9183,55.9788,53.6266,54.8392,1111685.0
2020-03-07,53.9183,55.9788,53.6266,54.8392,1111685.0
2020-03-08,53.9183,55.9788,53.6266,54.8392,1111685.0
2020-03-09,47.4087,52.4687,47.2629,49.2322,1461733.0
2020-03-10,51.0191,51.5023,47.8099,49.8065,1139070.0
2020-03-11,48.3934,48.4754,44.7374,46.4788,1722448.0
2020-03-12,42.6861,43.3243,38.8478,38.8569,2190448.0
2020-03-13,41.8017,41.9932,37.4529,41.4097,1912517.0
2020-03-14,41.8017,41.9932,37.4529,41.4097,1912517.0
2020-03-15,41.8017,41.9932,37.4529,41.4097,1912517.0
2020-03-16,36.4865,37.6079,32.3109,32.4385,2338504.0
2020-03-17,32.8397,33.2408,29.2658,31.9553,2525290.0
2020-03-18,28.5455,29.3478,23.7135,27.9529,2914905.0
2020-03-19,29.1655,35.4472,27.4606,34.8819,3718559.0
2020-03-20,34.9457,37.9179,31.5268,33.1588,3117556.0
2020-03-21,34.9457,37.9179,31.5268,33.1588,3117556.0
2020-03-22,34.9457,37.9179,31.5268,33.1588,3117556.0
2020-03-23,32.8214,35.7571,31.4539,33.9702,2812181.0
2020-03-24,36.4774,39.4678,35.1007,38.7384,1970609.0
2020-03-25,39.7139,43.1237,37.7173,39.878,1826842.0
2020-03-26,40.3795,41.2638,39.0302,40.0513,1563434.0
2020-03-27,38.9208,39.4313,37.307,38.3373,1716205.0
2020-03-28,38.9208,39.4313,37.307,38.3373,1716205.0
2020-03-29,38.9208,39.4313,37.307,38.3373,1716205.0
2020-03-30,38.0911,39.7595,36.5777,39.5407,1106417.0
2020-03-31,38.8843,40.3521,38.0592,38.7658,1234116.0
2020-04-01,36.6141,37.2387,33.8562,34.2802,1434049.0
2020-04-02,33.9702,36.2495,33.3138,34.6904,1095851.0
2020-04-03,34.6175,35.6204,34.1708,34.8181,1310703.0
2020-04-04,34.6175,35.6204,34.1708,34.8181,1310703.0
2020-04-05,34.6175,35.6204,34.1708,34.8181,1310703.0
2020-04-06,37.3709,42.4582,37.0153,42.2576,2673274.0
2020-04-07,44.0081,46.0321,41.0633,41.1453,2001582.0
2020-04-08,41.5556,44.0354,41.5556,43.4519,1784358.0
2020-04-09,45.0383,48.3022,44.4275,46.57,3098061.0
2020-04-10,45.0383,48.3022,44.4275,46.57,3098061.0
2020-04-11,45.0383,48.3022,44.4275,46.57,3098061.0
2020-04-12,45.0383,48.3022,44.4275,46.57,3098061.0
2020-04-13,46.3603,47.427,44.0628,46.8161,1433379.0
2020-04-14,48.2749,49.4054,47.4999,48.7216,1518314.0
2020-04-15,46.0321,46.4241,44.473,44.9016,1554831.0
2020-04-16,45.2389,46.1871,43.6616,44.3089,1423637.0
2020-04-17,46.9347,48.2749,45.8953,47.0805,1273126.0
2020-04-18,46.9347,48.2749,45.8953,47.0805,1273126.0
2020-04-19,46.9347,48.2749,45.8953,47.0805,1273126.0
2020-04-20,46.725,48.0925,45.9865,46.2873,1232349.0
2020-04-21,45.5853,47.9831,45.0201,47.7096,2132222.0
2020-04-22,48.7581,48.7927,46.7614,48.2749,1204237.0
2020-04-23,48.3761,50.8418,48.008,50.4646,1768480.0
2020-04-24,51.0902,53.6939,50.6854,53.3443,2060098.0
2020-04-25,51.0902,53.6939,50.6854,53.3443,2060098.0
2020-04-26,51.0902,53.6939,50.6854,53.3443,2060098.0
2020-04-27,54.1448,58.7542,53.9975,56.5829,3890321.0
2020-04-28,58.0366,59.6006,56.5369,57.1625,2003500.0
2020-04-29,59.5822,60.6265,58.0366,60.1527,1688358.0
2020-04-30,58.9934,59.2326,56.7991,56.8957,2516752.0
2020-05-01,55.3408,56.8129,54.4254,55.4328,1733647.0
2020-05-02,55.3408,56.8129,54.4254,55.4328,1733647.0
2020-05-03,55.3408,56.8129,54.4254,55.4328,1733647.0
2020-05-04,54.2828,57.8157,53.1419,57.6041,1578401.0
2020-05-05,59.849,60.7323,58.4598,59.8122,1667944.0
2020-05-06,60.3643,61.4407,59.2602,60.8703,1032598.0
2020-05-07,62.1032,62.8622,61.1025,61.4775,1135369.0
2020-05-08,62.8668,63.5568,62.0894,62.8484,1535849.0
2020-05-09,62.8668,63.5568,62.0894,62.8484,1535849.0
2020-05-10,62.8668,63.5568,62.0894,62.8484,1535849.0
2020-05-11,61.8179,64.1457,61.5971,62.83,1874135.0
2020-05-12,63.3452,64.5321,62.3792,62.462,1339984.0
2020-05-13,62.048,62.7564,58.8094,59.5822,2096120.0
2020-05-14,58.515,62.1308,57.5949,59.9503,2008777.0
2020-05-15,59.389,63.1888,59.389,61.2015,2529655.0
2020-05-16,59.389,63.1888,59.389,61.2015,2529655.0
2020-05-17,59.389,63.1888,59.389,61.2015,2529655.0
2020-05-18,64.1457,66.041,63.6304,64.6609,1922956.0
2020-05-19,64.5965,64.7529,62.6644,62.7012,1472288.0
2020-05-20,64.0997,64.3021,60.9623,61.0543,1233046.0
2020-05-21,60.7047,62.048,60.0331,61.2199,1792233.0
2020-05-22,61.5235,61.8317,60.8151,61.1739,1193547.0
2020-05-23,61.5235,61.8317,60.8151,61.1739,1193547.0
2020-05-24,61.5235,61.8317,60.8151,61.1739,1193547.0
2020-05-25,61.5235,61.8317,60.8151,61.1739,1193547.0
2020-05-26,64.7621,64.7621,62.7288,64.0813,1865878.0
2020-05-27,65.3233,67.651,63.4924,67.4854,1917193.0
2020-05-28,67.191,68.4055,66.1514,67.191,2499787.0
2020-05-29,70.954,78.7652,70.7516,76.5571,7261443.0
2020-05-30,70.954,78.7652,70.7516,76.5571,7261443.0
2020-05-31,70.954,78.7652,70.7516,76.5571,7261443.0
2020-06-01,76.3639,76.7043,74.5146,74.7538,2700466.0
2020-06-02,74.5238,79.1424,74.2662,79.1424,2021722.0
2020-06-03,80.0441,80.366,78.388,78.5168,2201551.0
2020-06-04,78.0292,80.7157,77.606,78.2132,2182633.0
2020-06-05,80.5409,80.6559,77.2839,78.6916,1677754.0
2020-06-06,80.5409,80.6559,77.2839,78.6916,1677754.0
2020-06-07,80.5409,80.6559,77.2839,78.6916,1677754.0
2020-06-08,79.124,79.5749,78.0108,78.5076,1287695.0
2020-06-09,77.2195,79.9797,76.6215,78.9768,1223260.0
2020-06-10,79.354,79.9705,76.7503,77.6612,1354850.0
2020-06-11,74.7998,76.2167,72.4629,73.1437,1293697.0
2020-06-12,75.9959,76.3639,71.9385,73.7878,1382152.0
2020-06-13,75.9959,76.3639,71.9385,73.7878,1382152.0
2020-06-14,75.9959,76.3639,71.9385,73.7878,1382152.0
2020-06-15,71.5704,76.5479,71.5704,76.0879,1281571.0
2020-06-16,78.3144,78.8296,75.2322,78.4616,1744484.0
2020-06-17,78.4616,79.8693,77.9004,79.7405,1031158.0
2020-06-18,78.9492,81.0837,77.5323,79.262,1825279.0
2020-06-19,80.5409,81.2125,78.6364,78.7928,2070115.0
2020-06-20,80.5409,81.2125,78.6364,78.7928,2070115.0
2020-06-21,80.5409,81.2125,78.6364,78.7928,2070115.0
2020-06-22,79.124,80.0165,77.8544,78.2592,814448.0
2020-06-23,79.492,79.9797,77.6428,77.9832,1561640.0
2020-06-24,77.3115,77.9556,75.0114,76.9435,1100327.0
2020-06-25,76.3455,77.1183,75.3794,77.0079,696578.0
2020-06-26,76.6399,77.9556,76.4835,76.5663,1291035.0
2020-06-27,76.6399,77.9556,76.4835,76.5663,1291035.0
2020-06-28,76.6399,77.9556,76.4835,76.5663,1291035.0
2020-06-29,77.2011,77.3851,74.8918,75.4346,1035682.0
2020-06-30,75.0022,75.6923,74.0822,75.453,1251017.0
2020-07-01,75.7935,78.2868,75.4714,78.0384,1474825.0
2020-07-02,79.1332,79.5657,75.7199,76.5479,1074728.0
2020-07-03,79.1332,79.5657,75.7199,76.5479,1074728.0
2020-07-04,79.1332,79.5657,75.7199,76.5479,1074728.0
2020-07-05,79.1332,79.5657,75.7199,76.5479,1074728.0
2020-07-06,78.0476,78.0936,76.8699,77.2839,817877.0
2020-07-07,76.8975,77.7992,76.5479,76.9711,808926.0
2020-07-08,77.3667,79.124,76.8423,79.1056,1149156.0
2020-07-09,79.124,79.5288,76.6951,77.8636,1108907.0
2020-07-10,78.2224,78.7928,77.2287,78.2224,654560.0
2020-07-11,78.2224,78.7928,77.2287,78.2224,654560.0
2020-07-12,78.2224,78.7928,77.2287,78.2224,654560.0
2020-07-13,78.5996,79.4828,76.2535,76.2811,978917.0
2020-07-14,75.8211,76.7411,74.648,76.6583,1017132.0
2020-07-15,78.48,78.4892,76.7595,78.066,800164.0
2020-07-16,77.4679,78.3144,77.0447,77.6336,785025.0
2020-07-17,78.2776,78.3144,76.4145,77.0999,783855.0
2020-07-18,78.2776,78.3144,76.4145,77.0999,783855.0
2020-07-19,78.2776,78.3144,76.4145,77.0999,783855.0
2020-07-20,77.0355,77.0355,74.5146,75.0206,931138.0
2020-07-21,75.4438,76.8607,75.0022,75.9315,729196.0
2020-07-22,75.9407,80.3568,75.9223,79.8417,1503501.0
2020-07-23,79.4253,81.7012,78.2411,78.9257,1431555.0
2020-07-24,78.1208,79.009,77.4085,78.5557,738524.0
2020-07-25,78.1208,79.009,77.4085,78.5557,738524.0
2020-07-26,78.1208,79.009,77.4085,78.5557,738524.0
2020-07-27,78.6944,80.1284,77.9404,80.1099,660719.0
2020-07-28,80.0544,80.1932,77.1402,77.2512,699585.0
2020-07-29,77.7508,79.7214,77.39,79.194,909718.0
2020-07-30,78.7037,81.2757,78.4446,81.0906,1523844.0
2020-07-31,81.4237,81.7105,79.0183,80.6003,935713.0
2020-08-01,81.4237,81.7105,79.0183,80.6003,935713.0
2020-08-02,81.4237,81.7105,79.0183,80.6003,935713.0
2020-08-03,80.9518,84.2269,80.443,80.4523,1546028.0
2020-08-04,79.9712,81.3774,78.5834,81.3127,838028.0
2020-08-05,81.5995,82.4275,80.6003,82.0343,790249.0
2020-08-06,82.5061,83.2648,81.5162,83.0242,705002.0
2020-08-07,82.7652,86.3548,82.3581,86.1975,1544912.0
2020-08-08,82.7652,86.3548,82.3581,86.1975,1544912.0
2020-08-09,82.7652,86.3548,82.3581,86.1975,1544912.0
2020-08-10,86.6694,87.5205,85.2076,86.8174,728603.0
2020-08-11,87.6593,87.7796,85.1798,85.9847,939260.0
2020-08-12,87.0579,87.4262,85.3001,86.6879,675162.0
2020-08-13,86.105,87.5205,85.9431,86.6971,535846.0
2020-08-14,86.9469,88.64,86.3085,87.502,1102647.0
2020-08-15,86.9469,88.64,86.3085,87.502,1102647.0
2020-08-16,86.9469,88.64,86.3085,87.502,1102647.0
2020-08-17,88.5197,90.2035,87.8906,90.185,849865.0
2020-08-18,90.4348,90.8326,88.6585,89.2876,767690.0
2020-08-19,89.3616,89.7409,87.7518,88.6307,1018177.0
2020-08-20,87.8628,88.5104,87.3262,88.1404,599307.0
2020-08-21,90.8048,92.0446,88.7047,91.6837,1219777.0
2020-08-22,90.8048,92.0446,88.7047,91.6837,1219777.0
2020-08-23,90.8048,92.0446,88.7047,91.6837,1219777.0
2020-08-24,92.8865,94.1169,90.8511,91.8318,1115099.0
2020-08-25,92.2111,92.5164,87.3632,88.2236,1823989.0
2020-08-26,89.2783,91.9613,88.1774,91.5542,3337338.0
2020-08-27,85.4574,87.2892,83.5585,84.3102,3810746.0
2020-08-28,85.3186,86.5491,82.5524,82.8577,1666051.0
2020-08-29,85.3186,86.5491,82.5524,82.8577,1666051.0
2020-08-30,85.3186,86.5491,82.5524,82.8577,1666051.0
2020-08-31,82.9039,83.0705,80.665,81.1924,1939105.0
2020-09-01,81.5162,82.3488,80.8963,81.4699,1304907.0
2020-09-02,81.7382,82.2008,79.5733,81.7197,1042038.0
2020-09-03,81.1924,81.5625,78.9257,79.2958,1242378.0
2020-09-04,79.5733,79.8972,75.646,78.2319,895844.0
2020-09-05,79.5733,79.8972,75.646,78.2319,895844.0
2020-09-06,79.5733,79.8972,75.646,78.2319,895844.0
2020-09-07,79.5733,79.8972,75.646,78.2319,895844.0
2020-09-08,77.1494,80.9148,76.326,79.9157,1346006.0
2020-09-09,80.7483,83.385,79.9157,83.1445,1325477.0
2020-09-10,85.3926,89.01,83.4128,83.9124,2024623.0
2020-09-11,84.708,85.9292,83.1699,84.5785,1132463.0
2020-09-12,84.708,85.9292,83.1699,84.5785,1132463.0
2020-09-13,84.708,85.9292,83.1699,84.5785,1132463.0
2020-09-14,85.883,86.6323,84.3056,86.4288,1620737.0
2020-09-15,87.206,87.335,85.4481,86.0773,775268.0
2020-09-16,86.5583,87.3077,84.5877,84.6247,1020864.0
2020-09-17,83.5516,84.7173,82.6841,82.9132,828396.0
2020-09-18,83.0335,83.311,79.7029,80.6465,1430205.0
2020-09-19,83.0335,83.311,79.7029,80.6465,1430205.0
2020-09-20,83.0335,83.311,79.7029,80.6465,1430205.0
2020-09-21,79.0183,79.7306,77.9423,79.6659,1045118.0
2020-09-22,79.9342,81.5069,79.5363,81.3034,721788.0
2020-09-23,81.5347,82.6634,81.1831,81.7845,1390418.0
2020-09-24,81.1369,82.1453,79.9388,80.258,1219143.0
2020-09-25,79.8416,80.6142,78.9165,80.3597,931714.0
2020-09-26,79.8416,80.6142,78.9165,80.3597,931714.0
2020-09-27,79.8416,80.6142,78.9165,80.3597,931714.0
2020-09-28,81.2757,82.1916,81.0906,81.7475,681111.0
2020-09-29,82.2841,83.6256,81.4237,82.5709,713863.0
2020-09-30,83.0427,84.56,82.5709,83.6718,1458877.0
2020-10-01,84.93,87.2291,84.1899,86.7434,1424797.0
2020-10-02,84.5045,89.1118,84.1899,87.4372,1255919.0
2020-10-03,84.5045,89.1118,84.1899,87.4372,1255919.0
2020-10-04,84.5045,89.1118,84.1899,87.4372,1255919.0
2020-10-05,87.6778,91.8734,87.6778,91.619,1219404.0
2020-10-06,92.5071,93.0345,89.6946,89.9259,1269756.0
2020-10-07,91.1657,92.4794,89.4911,89.4911,1190292.0
2020-10-08,90.296,91.4525,89.3523,91.4432,863329.0
2020-10-09,91.8225,93.09,91.0269,92.6737,1798657.0
2020-10-10,91.8225,93.09,91.0269,92.6737,1798657.0
2020-10-11,91.8225,93.09,91.0269,92.6737,1798657.0
2020-10-12,93.2843,94.3205,91.3229,92.2388,543292.0
2020-10-13,95.2919,98.8168,93.7654,97.8453,1277042.0
2020-10-14,97.9749,99.0758,95.6434,96.5501,1170830.0
2020-10-15,94.8663,97.6233,94.6258,97.4013,690638.0
2020-10-16,97.8361,99.0064,96.9849,97.1422,682738.0
2020-10-17,97.8361,99.0064,96.9849,97.1422,682738.0
2020-10-18,97.8361,99.0064,96.9849,97.1422,682738.0
2020-10-19,97.4198,98.9185,96.7166,97.1145,1017419.0
2020-10-20,97.0219,97.1792,94.8756,95.0883,695255.0
2020-10-21,96.1985,96.1985,90.8974,91.2027,1089832.0
2020-10-22,91.6677,92.0366,89.5469,90.8399,1187956.0
2020-10-23,91.1003,92.6444,90.0399,92.4397,628877.0
2020-10-24,91.1003,92.6444,90.0399,92.4397,628877.0
2020-10-25,91.1003,92.6444,90.0399,92.4397,628877.0
2020-10-26,90.9236,91.8824,88.4214,90.0306,601760.0
2020-10-27,90.3469,90.5943,89.3423,89.4539,401796.0
2020-10-28,87.5471,89.8818,86.5495,88.1052,815966.0
2020-10-29,88.0773,89.6586,87.4448,87.6401,874313.0
2020-10-30,87.1006,87.4494,83.6218,84.8403,1180391.0
2020-10-31,87.1006,87.4494,83.6218,84.8403,1180391.0
2020-11-01,87.1006,87.4494,83.6218,84.8403,1180391.0
2020-11-02,85.7333,87.1564,84.0032,85.6868,879735.0
2020-11-03,86.6727,90.012,86.1146,89.5283,917375.0
2020-11-04,89.733,92.7188,89.733,91.8909,1051545.0
2020-11-05,93.0816,94.9884,91.6863,92.0398,1092382.0
2020-11-06,92.2258,93.156,91.0631,92.8211,787950.0
2020-11-07,92.2258,93.156,91.0631,92.8211,787950.0
2020-11-08,92.2258,93.156,91.0631,92.8211,787950.0
2020-11-09,90.5236,90.5236,81.8033,83.5474,3189854.0
2020-11-10,83.352,87.4727,82.1428,84.6171,1408240.0
2020-11-11,85.5751,89.4348,84.4124,89.0912,1258188.0
2020-11-12,87.8447,89.7051,85.324,85.91,1258516.0
2020-11-13,86.589,87.8354,85.1845,87.0262,1097930.0
2020-11-14,86.589,87.8354,85.1845,87.0262,1097930.0
2020-11-15,86.589,87.8354,85.1845,87.0262,1097930.0
2020-11-16,86.7843,89.3051,84.7566,89.2121,1516234.0
2020-11-17,88.161,91.0166,87.7238,89.8539,1201752.0
2020-11-18,90.1608,91.4631,89.7702,90.3748,1357337.0
2020-11-19,91.4259,94.5819,91.0817,93.9838,2563766.0
2020-11-20,103.8901,106.0388,97.7696,100.188,5645850.0
2020-11-21,103.8901,106.0388,97.7696,100.188,5645850.0
2020-11-22,103.8901,106.0388,97.7696,100.188,5645850.0
2020-11-23,99.8066,105.5086,99.1555,104.7179,2128609.0
2020-11-24,106.2527,106.6434,103.6947,105.0714,1192466.0
2020-11-25,105.4993,106.0388,102.0111,104.1877,967270.0
2020-11-26,105.4993,106.0388,102.0111,104.1877,967270.0
2020-11-27,103.9366,106.0341,101.4995,102.2623,581666.0
2020-11-28,103.9366,106.0341,101.4995,102.2623,581666.0
2020-11-29,103.9366,106.0341,101.4995,102.2623,581666.0
2020-11-30,101.8623,102.1507,98.4393,101.8251,1505983.0
2020-12-01,102.8111,103.8901,101.7321,103.0064,1016877.0
2020-12-02,102.2716,103.1924,101.1833,102.4576,600929.0
2020-12-03,102.1321,105.0621,101.8716,103.3506,1046050.0
2020-12-04,103.6575,104.3459,102.5134,103.9738,1040964.0
2020-12-05,103.6575,104.3459,102.5134,103.9738,1040964.0
2020-12-06,103.6575,104.3459,102.5134,103.9738,1040964.0
2020-12-07,103.8157,104.2807,98.2882,98.9416,1468054.0
2020-12-08,97.9091,100.7368,97.8998,100.0578,815041.0
2020-12-09,100.8019,101.4902,97.8394,100.6438,1123238.0
2020-12-10,99.4811,100.3461,96.4488,97.5463,1417918.0
2020-12-11,97.3696,98.4943,96.4581,97.6673,1138037.0
2020-12-12,97.3696,98.4943,96.4581,97.6673,1138037.0
2020-12-13,97.3696,98.4943,96.4581,97.6673,1138037.0
2020-12-14,98.2812,99.851,97.9789,99.5369,1081091.0
2020-12-15,100.2903,102.7832,99.3788,102.7367,953178.0
2020-12-16,103.5645,105.0342,102.0763,104.504,964982.0
2020-12-17,105.1086,106.1762,104.0389,105.0156,707067.0
2020-12-18,105.49,105.6109,101.6672,101.9832,1595381.0
2020-12-19,105.49,105.6109,101.6672,101.9832,1595381.0
2020-12-20,105.49,105.6109,101.6672,101.9832,1595381.0
2020-12-21,100.4578,101.8344,99.509,101.3507,896364.0
2020-12-22,101.3879,102.1507,99.3788,100.3089,831202.0
2020-12-23,100.6438,101.1554,99.6113,100.2717,706796.0
2020-12-24,100.5973,100.9787,99.5648,100.1601,242858.0
2020-12-25,100.5973,100.9787,99.5648,100.1601,242858.0
2020-12-26,100.5973,100.9787,99.5648,100.1601,242858.0
2020-12-27,100.5973,100.9787,99.5648,100.1601,242858.0
2020-12-28,100.8391,100.9926,96.272,96.8487,1183703.0
2020-12-29,97.2766,98.0951,95.407,97.072,737417.0
2020-12-30,97.2394,99.0718,95.9465,96.2441,561741.0
2020-12-31,96.1697,96.2116,94.6628,94.728,618562.0
2021-01-01,96.1697,96.2116,94.6628,94.728,618562.0
2021-01-02,96.1697,96.2116,94.6628,94.728,618562.0
2021-01-03,96.1697,96.2116,94.6628,94.728,618562.0
2021-01-04,94.7,98.4207,91.8537,95.7604,1322368.0
2021-01-05,94.4861,97.6208,94.3652,96.8859,873892.0
2021-01-06,95.8069,100.3368,95.8069,99.4439,1134645.0
2021-01-07,101.1647,102.2437,99.7462,100.9694,794311.0
2021-01-08,101.2949,102.6669,98.9323,100.3554,648438.0
2021-01-09,101.2949,102.6669,98.9323,100.3554,648438.0
2021-01-10,101.2949,102.6669,98.9323,100.3554,648438.0
2021-01-11,99.8997,105.462,99.3881,103.4157,1129296.0
2021-01-12,104.0854,110.1036,103.7133,109.992,1541803.0
2021-01-13,110.5128,115.3311,110.5128,111.5546,1940643.0
2021-01-14,111.6197,117.0798,111.4058,116.3915,1697755.0
2021-01-15,115.3404,116.624,113.108,116.1403,1241927.0
2021-01-16,115.3404,116.624,113.108,116.1403,1241927.0
2021-01-17,115.3404,116.624,113.108,116.1403,1241927.0
2021-01-18,115.3404,116.624,113.108,116.1403,1241927.0
2021-01-19,118.289,118.7169,114.9218,116.2613,932531.0
2021-01-20,118.1402,119.7587,116.9868,119.5633,1044876.0
2021-01-21,120.2732,122.6642,118.3164,118.3491,981332.0
2021-01-22,118.209,123.645,117.5599,123.5889,1047844.0
2021-01-23,118.209,123.645,117.5599,123.5889,1047844.0
2021-01-24,118.209,123.645,117.5599,123.5889,1047844.0
2021-01-25,124.7097,137.2069,122.753,123.8131,2561979.0
2021-01-26,124.2241,128.9782,121.7022,127.3997,1955718.0
2021-01-27,126.2322,141.1858,125.5504,137.8607,3432186.0
2021-01-28,134.0125,140.9056,124.5696,125.0833,2783322.0
2021-01-29,124.3548,126.7833,119.6661,120.4133,2018103.0
2021-01-30,124.3548,126.7833,119.6661,120.4133,2018103.0
2021-01-31,124.3548,126.7833,119.6661,120.4133,2018103.0
2021-02-01,118.9936,121.2259,114.4075,117.1255,2036152.0
2021-02-02,117.0041,117.8074,112.6516,117.4431,1678507.0
2021-02-03,119.3205,120.7308,117.1676,118.4238,1176853.0
2021-02-04,118.9842,119.6941,116.9201,119.4045,858528.0
2021-02-05,120.6281,121.1325,118.7507,120.2545,483384.0
2021-02-06,120.6281,121.1325,118.7507,120.2545,483384.0
2021-02-07,120.6281,121.1325,118.7507,120.2545,483384.0
2021-02-08,121.0297,122.3654,118.9749,120.1517,687081.0
2021-02-09,119.4699,121.3519,119.1337,120.5627,838036.0
2021-02-10,121.6462,121.7489,116.3877,118.7507,749467.0
2021-02-11,118.7414,121.6835,118.5873,119.2177,1017993.0
2021-02-12,116.836,119.9463,116.4904,118.2557,820141.0
2021-02-13,116.836,119.9463,116.4904,118.2557,820141.0
2021-02-14,116.836,119.9463,116.4904,118.2557,820141.0
2021-02-15,116.836,119.9463,116.4904,118.2557,820141.0
2021-02-16,118.732,119.7501,115.8273,116.5278,786669.0
2021-02-17,117.2003,117.359,114.6317,116.1355,1021513.0
2021-02-18,114.6971,119.7595,113.2867,119.0216,908682.0
2021-02-19,119.0216,122.8651,119.0122,121.2632,795934.0
2021-02-20,119.0216,122.8651,119.0122,121.2632,795934.0
2021-02-21,119.0216,122.8651,119.0122,121.2632,795934.0
2021-02-22,120.6468,122.3373,117.8354,119.1523,874812.0
2021-02-23,117.5832,120.516,110.2792,120.1144,1062564.0
2021-02-24,120.7682,121.2399,116.2382,120.5814,1002480.0
2021-02-25,120.3946,124.7097,119.2271,119.7968,1196382.0
2021-02-26,120.3199,124.1493,119.9463,122.6269,1450644.0
2021-02-27,120.3199,124.1493,119.9463,122.6269,1450644.0
2021-02-28,120.3199,124.1493,119.9463,122.6269,1450644.0
2021-03-01,124.9899,127.792,123.2807,126.503,943879.0
2021-03-02,126.9047,130.8929,125.457,126.7646,1154897.0
2021-03-03,127.1662,128.5112,122.7109,123.8131,1224753.0
2021-03-04,122.6923,123.7664,115.2108,118.1249,1217454.0
2021-03-05,118.1436,119.8155,112.0912,119.7128,1200552.0
2021-03-06,118.1436,119.8155,112.0912,119.7128,1200552.0
2021-03-07,118.1436,119.8155,112.0912,119.7128,1200552.0
2021-03-08,120.021,124.9713,118.8815,122.8324,714624.0
2021-03-09,124.5977,125.0843,120.6188,120.6281,948028.0
2021-03-10,122.6456,124.1307,120.6748,123.9905,1057664.0
2021-03-11,126.5591,127.7359,123.757,125.5877,946803.0
2021-03-12,124.9059,127.3717,123.9859,126.1668,719730.0
2021-03-13,124.9059,127.3717,123.9859,126.1668,719730.0
2021-03-14,124.9059,127.3717,123.9859,126.1668,719730.0
2021-03-15,127.9414,131.3599,127.0354,127.9601,1208483.0
2021-03-16,128.0442,131.0657,127.4277,129.3611,1325583.0
2021-03-17,128.4178,130.5287,125.4289,127.3904,1849696.0
2021-03-18,148.5085,156.7184,143.2724,150.9089,6034292.0
2021-03-19,151.7308,166.1427,151.3105,163.3033,5387478.0
2021-03-20,151.7308,166.1427,151.3105,163.3033,5387478.0
2021-03-21,151.7308,166.1427,151.3105,163.3033,5387478.0
2021-03-22,164.3867,169.4864,161.9489,168.1228,3217752.0
2021-03-23,168.403,172.1576,166.4696,168.1321,2239279.0
2021-03-24,167.4316,168.1321,152.7489,154.8878,2770455.0
2021-03-25,153.7296,163.2379,153.4027,160.8748,3019387.0
2021-03-26,162.3599,168.2068,162.3599,166.9833,2316306.0
2021-03-27,162.3599,168.2068,162.3599,166.9833,2316306.0
2021-03-28,162.3599,168.2068,162.3599,166.9833,2316306.0
2021-03-29,168.1601,172.3445,165.713,167.6931,1945369.0
2021-03-30,166.2547,172.9983,166.2547,171.8588,1328503.0
2021-03-31,172.961,173.1198,164.6342,167.3756,1589801.0
2021-04-01,169.5612,171.3171,167.114,170.0655,1267298.0
2021-04-02,169.5612,171.3171,167.114,170.0655,1267298.0
2021-04-03,169.5612,171.3171,167.114,170.0655,1267298.0
2021-04-04,169.5612,171.3171,167.114,170.0655,1267298.0
2021-04-05,170.9248,174.2126,170.0655,170.8127,1124317.0
2021-04-06,169.9815,175.8097,169.8227,174.5581,1327679.0
2021-04-07,173.7642,174.2406,165.3301,166.8245,1447747.0
2021-04-08,168.9354,173.2879,168.7019,173.0824,1132615.0
2021-04-09,171.8308,174.0911,170.5512,171.1303,858307.0
2021-04-10,171.8308,174.0911,170.5512,171.1303,858307.0
2021-04-11,171.8308,174.0911,170.5512,171.1303,858307.0
2021-04-12,168.87,169.0586,162.5934,165.2273,2421479.0
2021-04-13,166.18,166.3295,159.7353,163.2379,1039170.0
2021-04-14,162.6308,164.0972,160.8748,161.2391,1061023.0
2021-04-15,161.7061,162.1918,158.5211,160.7254,741198.0
2021-04-16,161.8088,164.368,159.5579,162.8082,1691878.0
2021-04-17,161.8088,164.368,159.5579,162.8082,1691878.0
2021-04-18,161.8088,164.368,159.5579,162.8082,1691878.0
2021-04-19,163.0978,163.9571,155.6257,157.7926,1539811.0
2021-04-20,158.5958,159.4925,153.767,157.1668,1063999.0
2021-04-21,157.8299,161.7715,156.3355,160.0622,865509.0
2021-04-22,160.8964,160.9714,156.5476,158.0097,999448.0
2021-04-23,158.5158,162.0398,156.5616,161.8524,885341.0
2021-04-24,158.5158,162.0398,156.5616,161.8524,885341.0
2021-04-25,158.5158,162.0398,156.5616,161.8524,885341.0
2021-04-26,163.0802,166.801,162.3866,166.7448,1011814.0
2021-04-27,166.6323,171.6934,166.3839,167.6164,1388547.0
2021-04-28,166.9885,167.8131,164.3173,165.0015,682260.0
2021-04-29,166.3886,167.3727,162.8646,164.7203,805969.0
2021-04-30,163.4176,164.2049,158.9188,160.0341,956636.0
2021-05-01,163.4176,164.2049,158.9188,160.0341,956636.0
2021-05-02,163.4176,164.2049,158.9188,160.0341,956636.0
2021-05-03,161.6743,165.3108,160.5965,164.3454,718703.0
2021-05-04,163.1739,164.3361,159.0688,161.3463,1388710.0
2021-05-05,163.6425,164.7297,161.1588,164.5048,651699.0
2021-05-06,164.1674,171.9746,163.8253,171.6559,1648943.0
2021-05-07,170.3907,175.3768,170.2969,174.9831,1135136.0
2021-05-08,170.3907,175.3768,170.2969,174.9831,1135136.0
2021-05-09,170.3907,175.3768,170.2969,174.9831,1135136.0
2021-05-10,175.0769,182.4717,173.8959,175.3018,1150957.0
