,IBM US Equity,IBM US Equity,IBM US Equity,IBM US Equity,IBM US Equity
2020-03-01,101.0753,101.9385,98.2603,101.2075,13012228.0
2020-03-02,101.6741,104.5435,99.4968,104.4347,8531415.0
2020-03-03,104.5746,105.8305,99.3801,100.2355,7896068.0
2020-03-04,102.3195,104.4191,100.3133,104.3725,4996370.0
2020-03-05,101.4797,102.8716,99.8856,100.741,5446227.0
2020-03-06,98.5247,99.7923,96.8295,99.3257,8193257.0
2020-03-07,98.5247,99.7923,96.8295,99.3257,8193257.0
2020-03-08,98.5247,99.7923,96.8295,99.3257,8193257.0
2020-03-09,93.4391,95.1887,91.1995,91.6117,10757487.0
2020-03-10,95.4765,97.1095,90.0175,97.0239,11410688.0
2020-03-11,94.1001,95.3209,90.5026,91.7361,8451038.0
2020-03-12,85.2663,85.3829,79.5352,79.9473,12512655.0
2020-03-13,84.512,84.8852,78.3921,83.9443,12502113.0
2020-03-14,84.512,84.8852,78.3921,83.9443,12502113.0
2020-03-15,84.512,84.8852,78.3921,83.9443,12502113.0
2020-03-16,76.207,83.5244,73.8741,77.0468,10567960.0
2020-03-17,78.2366,83.5127,75.5071,82.9334,9258338.0
2020-03-18,77.3034,83.1546,77.2956,80.5228,8772460.0
2020-03-19,79.5741,80.6316,76.3897,78.0266,8396521.0
2020-03-20,78.4776,78.5321,73.6486,74.1774,10546455.0
2020-03-21,78.4776,78.5321,73.6486,74.1774,10546455.0
2020-03-22,78.4776,78.5321,73.6486,74.1774,10546455.0
2020-03-23,73.5631,76.0048,70.4215,73.6953,9729393.0
2020-03-24,77.7544,82.4591,77.1868,82.0236,7973944.0
2020-03-25,82.0236,87.4653,79.9629,82.3113,8654047.0
2020-03-26,83.1356,87.988,82.0936,87.7858,7158052.0
2020-03-27,84.4342,86.7049,83.7071,84.0065,6423038.0
2020-03-28,84.4342,86.7049,83.7071,84.0065,6423038.0
2020-03-29,84.4342,86.7049,83.7071,84.0065,6423038.0
2020-03-30,84.0532,88.229,83.8355,87.8169,5564541.0
2020-03-31,87.0937,88.5012,85.6706,86.2616,6346676.0
2020-04-01,82.7079,85.4762,81.2779,81.7592,6112947.0
2020-04-02,81.9381,85.7873,81.7592,85.5384,6328674.0
2020-04-03,84.6986,85.5929,81.5881,82.6923,4538750.0
2020-04-04,84.6986,85.5929,81.5881,82.6923,4538750.0
2020-04-05,84.6986,85.5929,81.5881,82.6923,4538750.0
2020-04-06,85.8106,89.9165,85.6395,89.2866,7034193.0
2020-04-07,92.3815,92.9803,89.3255,89.3799,5595329.0
2020-04-08,90.4452,93.2836,89.4843,92.7626,5158641.0
2020-04-09,93.6879,95.5853,93.4447,94.4811,5576815.0
2020-04-10,93.6879,95.5853,93.4447,94.4811,5576815.0
2020-04-11,93.6879,95.5853,93.4447,94.4811,5576815.0
2020-04-12,93.6879,95.5853,93.4447,94.4811,5576815.0
2020-04-13,94.5822,94.7144,91.7905,94.2089,5119713.0
2020-04-14,96.0052,97.3427,95.352,96.3552,5088660.0
2020-04-15,92.6304,93.4587,90.7952,92.296,5637341.0
2020-04-16,92.5448,93.1203,88.9755,89.9942,6457556.0
2020-04-17,92.7703,93.6179,91.6972,93.408,4965992.0
2020-04-18,92.7703,93.6179,91.6972,93.408,4965992.0
2020-04-19,92.7703,93.6179,91.6972,93.408,4965992.0
2020-04-20,92.6537,95.5414,91.8683,93.6335,8181736.0
2020-04-21,88.6489,91.0946,87.1403,90.7952,14349032.0
2020-04-22,93.2136,93.5713,91.4095,92.7781,7087869.0
2020-04-23,92.9803,95.6709,92.6304,94.3645,6881615.0
2020-04-24,95.1887,97.2028,93.9083,96.985,4987346.0
2020-04-25,95.1887,97.2028,93.9083,96.985,4987346.0
2020-04-26,95.1887,97.2028,93.9083,96.985,4987346.0
2020-04-27,97.6382,98.7502,97.5683,97.9182,4923806.0
2020-04-28,99.559,99.6912,97.4983,98.1904,4778144.0
2020-04-29,100.2199,100.5543,99.1702,100.0722,5257579.0
2020-04-30,98.3848,98.968,97.3739,97.6382,6635783.0
2020-05-01,95.7953,96.013,94.3956,94.7688,4925535.0
2020-05-02,95.7953,96.013,94.3956,94.7688,4925535.0
2020-05-03,95.7953,96.013,94.3956,94.7688,4925535.0
2020-05-04,93.9523,94.8466,92.8411,94.6211,4017877.0
2020-05-05,95.9508,96.674,95.2354,95.3209,3899416.0
2020-05-06,95.8342,96.464,95.1887,95.7797,3864589.0
2020-05-07,96.9145,97.1352,95.236,95.5355,4414328.0
2020-05-08,96.6703,97.1116,95.4015,96.9224,5003939.0
2020-05-09,96.6703,97.1116,95.4015,96.9224,5003939.0
2020-05-10,96.6703,97.1116,95.4015,96.9224,5003939.0
2020-05-11,95.9925,97.2849,95.0941,96.6072,3535276.0
2020-05-12,96.9382,97.9705,94.771,94.771,4784457.0
2020-05-13,94.5268,94.5583,90.5077,91.2012,5882813.0
2020-05-14,90.287,92.2729,88.112,92.1626,5259373.0
2020-05-15,91.3588,92.5093,90.8229,92.1862,4786330.0
2020-05-16,91.3588,92.5093,90.8229,92.1862,4786330.0
2020-05-17,91.3588,92.5093,90.8229,92.1862,4786330.0
2020-05-18,94.4716,96.426,94.3691,95.7955,4207593.0
2020-05-19,95.5039,96.2762,94.6765,94.7947,3241117.0
2020-05-20,95.299,96.5094,95.039,95.6537,3840858.0
2020-05-21,95.3463,95.9216,93.7545,93.8727,4000863.0
2020-05-22,94.0697,94.1445,92.6669,93.2974,4180771.0
2020-05-23,94.0697,94.1445,92.6669,93.2974,4180771.0
2020-05-24,94.0697,94.1445,92.6669,93.2974,4180771.0
2020-05-25,94.0697,94.1445,92.6669,93.2974,4180771.0
2020-05-26,95.5906,96.6308,95.3622,95.9531,5469282.0
2020-05-27,97.6711,99.1605,97.3007,98.932,5727496.0
2020-05-28,99.9801,100.0589,97.8917,98.136,3916377.0
2020-05-29,97.4583,98.6089,96.3314,98.4276,7930467.0
2020-05-30,97.4583,98.6089,96.3314,98.4276,7930467.0
2020-05-31,97.4583,98.6089,96.3314,98.4276,7930467.0
2020-06-01,98.2227,99.0974,97.742,98.4197,2883294.0
2020-06-02,99.0344,99.2945,98.2385,99.2945,2978056.0
2020-06-03,100.2007,102.1275,100.0825,101.698,3917746.0
2020-06-04,100.6972,101.6192,100.0983,101.5719,3864785.0
2020-06-05,105.5082,105.7801,103.8258,104.0701,5892960.0
2020-06-06,105.5082,105.7801,103.8258,104.0701,5892960.0
2020-06-07,105.5082,105.7801,103.8258,104.0701,5892960.0
2020-06-08,104.2355,107.0804,104.2355,106.978,5370469.0
2020-06-09,105.2206,105.2837,103.2505,103.9203,5393644.0
2020-06-10,104.141,104.204,102.2891,102.3442,4734835.0
2020-06-11,99.3181,99.3733,92.8602,92.9979,11763629.0
2020-06-12,95.5512,97.0249,93.9988,96.0713,6220327.0
2020-06-13,95.5512,97.0249,93.9988,96.0713,6220327.0
2020-06-14,95.5512,97.0249,93.9988,96.0713,6220327.0
2020-06-15,93.9278,96.4315,93.2186,95.8664,5151240.0
2020-06-16,98.5064,100.4765,97.0564,98.6246,5609087.0
2020-06-17,99.1605,99.4915,97.2455,97.8366,3156836.0
2020-06-18,96.9303,98.0336,96.4023,97.8444,2865362.0
2020-06-19,99.4284,99.9407,96.3393,96.5126,8092354.0
2020-06-20,99.4284,99.9407,96.3393,96.5126,8092354.0
2020-06-21,99.4284,99.9407,96.3393,96.5126,8092354.0
2020-06-22,96.2368,96.5363,94.9838,95.4094,4773499.0
2020-06-23,96.1501,96.8515,93.9594,94.1012,6632605.0
2020-06-24,93.2422,93.2422,91.3194,91.7449,6750990.0
2020-06-25,92.0129,93.9436,91.4928,93.8017,6130626.0
2020-06-26,93.1949,93.7702,91.6188,92.3517,10750107.0
2020-06-27,93.1949,93.7702,91.6188,92.3517,10750107.0
2020-06-28,93.1949,93.7702,91.6188,92.3517,10750107.0
2020-06-29,92.9743,94.3928,92.4936,94.3691,4159488.0
2020-06-30,93.9278,95.5118,93.7781,95.173,3919469.0
2020-07-01,94.7789,95.5315,93.2816,93.4156,4655765.0
2020-07-02,94.3219,95.6852,93.983,94.3297,3746958.0
2020-07-03,94.3219,95.6852,93.983,94.3297,3746958.0
2020-07-04,94.3219,95.6852,93.983,94.3297,3746958.0
2020-07-05,94.3219,95.6852,93.983,94.3297,3746958.0
2020-07-06,95.5512,96.024,94.1406,94.7159,4045439.0
2020-07-07,93.7781,94.18,92.4621,92.6591,4278307.0
2020-07-08,93.0373,93.4944,91.7922,92.7615,5192806.0
2020-07-09,92.9901,92.9901,90.7835,91.1854,4762991.0
2020-07-10,91.0199,93.4392,90.8544,93.2659,4285705.0
2020-07-11,91.0199,93.4392,90.8544,93.2659,4285705.0
2020-07-12,91.0199,93.4392,90.8544,93.2659,4285705.0
2020-07-13,94.3928,95.3463,93.5102,93.9357,4650651.0
2020-07-14,93.4786,95.2675,92.927,95.039,4534397.0
2020-07-15,96.4575,97.6868,96.2605,96.9303,4473400.0
2020-07-16,96.6781,98.0966,96.2683,97.7262,4330917.0
2020-07-17,98.0257,99.0029,97.0879,98.5931,3988460.0
2020-07-18,98.0257,99.0029,97.0879,98.5931,3988460.0
2020-07-19,98.0257,99.0029,97.0879,98.5931,3988460.0
2020-07-20,99.3496,100.1377,98.6167,99.586,9927668.0
2020-07-21,103.3608,104.1567,99.1369,99.3417,15364948.0
2020-07-22,99.2157,102.029,99.1369,101.3986,8195366.0
2020-07-23,101.7374,101.9502,100.2007,100.3426,4220136.0
2020-07-24,99.6727,100.5915,98.9004,99.129,3531076.0
2020-07-25,99.6727,100.5915,98.9004,99.129,3531076.0
2020-07-26,99.6727,100.5915,98.9004,99.129,3531076.0
2020-07-27,98.3961,99.5466,98.2779,99.46,3733547.0
2020-07-28,99.1526,99.5624,97.8366,98.0887,4178176.0
2020-07-29,98.1597,99.2866,97.7735,98.7586,2833141.0
2020-07-30,97.4898,97.6432,95.8586,96.8515,3988062.0
2020-07-31,96.7018,96.9224,95.4251,96.883,5277652.0
2020-08-01,96.7018,96.9224,95.4251,96.883,5277652.0
2020-08-02,96.7018,96.9224,95.4251,96.883,5277652.0
2020-08-03,97.3243,98.0415,96.2605,97.9627,3526574.0
2020-08-04,97.5765,99.1841,97.5765,99.1684,3431366.0
2020-08-05,99.8697,99.8855,98.1991,98.861,3675400.0
2020-08-06,98.5064,99.4994,98.5064,99.389,3417131.0
2020-08-07,98.5986,99.8521,98.3671,99.7642,3651226.0
2020-08-08,98.5986,99.8521,98.3671,99.7642,3651226.0
2020-08-09,98.5986,99.8521,98.3671,99.7642,3651226.0
2020-08-10,100.1315,101.5845,99.9438,101.4807,3968295.0
2020-08-11,102.798,104.1633,101.0816,101.1933,5001176.0
2020-08-12,101.8799,102.0236,100.4955,101.1534,3530177.0
2020-08-13,100.5626,100.9059,99.6126,99.8201,3171258.0
2020-08-14,99.1575,100.2433,98.926,100.0117,2963753.0
2020-08-15,99.1575,100.2433,98.926,100.0117,2963753.0
2020-08-16,99.1575,100.2433,98.926,100.0117,2963753.0
2020-08-17,99.9958,100.2672,99.3251,99.3491,3360064.0
2020-08-18,99.7962,100.1954,99.1894,99.7323,2882355.0
2020-08-19,99.6605,100.1954,98.5986,98.8701,3743949.0
2020-08-20,98.3591,99.0297,98.0477,98.3192,2561164.0
2020-08-21,98.2074,98.586,97.6486,98.3272,3385051.0
2020-08-22,98.2074,98.586,97.6486,98.3272,3385051.0
2020-08-23,98.2074,98.586,97.6486,98.3272,3385051.0
2020-08-24,98.8301,100.6424,98.4868,100.3391,4070816.0
2020-08-25,100.5945,101.2492,99.389,99.5088,2977697.0
2020-08-26,99.7563,99.892,98.9579,99.1335,3388687.0
2020-08-27,99.4768,99.876,98.9818,99.5167,3422654.0
2020-08-28,99.7642,100.0357,99.1724,99.8521,3099940.0
2020-08-29,99.7642,100.0357,99.1724,99.8521,3099940.0
2020-08-30,99.7642,100.0357,99.1724,99.8521,3099940.0
2020-08-31,99.9958,99.9958,98.2234,98.4469,4827879.0
2020-09-01,98.0797,98.9579,97.5208,98.5188,3155623.0
2020-09-02,98.7743,102.7501,98.6585,102.335,6592430.0
2020-09-03,102.343,103.7481,98.7184,99.3571,5716750.0
2020-09-04,99.2772,100.0756,96.7943,97.6406,6018238.0
2020-09-05,99.2772,100.0756,96.7943,97.6406,6018238.0
2020-09-06,99.2772,100.0756,96.7943,97.6406,6018238.0
2020-09-07,99.2772,100.0756,96.7943,97.6406,6018238.0
2020-09-08,97.5288,98.0956,96.3712,96.7704,5210292.0
2020-09-09,97.5049,98.7583,96.8342,97.6086,3770678.0
2020-09-10,97.8242,98.6596,95.9959,96.2514,3978805.0
2020-09-11,96.9141,97.9599,96.3871,96.9699,3548091.0
2020-09-12,96.9141,97.9599,96.3871,96.9699,3548091.0
2020-09-13,96.9141,97.9599,96.3871,96.9699,3548091.0
2020-09-14,97.6885,98.5028,97.2095,97.4729,3641887.0
2020-09-15,98.0557,98.5188,97.5927,97.7523,2915221.0
2020-09-16,97.9679,100.4508,97.9679,99.1734,3789458.0
2020-09-17,97.8961,100.2353,97.3771,99.7323,3171262.0
2020-09-18,99.2054,99.7323,97.92,98.0078,5391570.0
2020-09-19,99.2054,99.7323,97.92,98.0078,5391570.0
2020-09-20,99.2054,99.7323,97.92,98.0078,5391570.0
2020-09-21,96.1875,96.3632,94.6706,96.0039,5311441.0
2020-09-22,96.0678,96.962,95.4291,96.2115,2957809.0
2020-09-23,96.443,97.0737,94.5509,94.8702,3939398.0
2020-09-24,94.2874,95.4171,92.9941,94.2794,3546160.0
2020-09-25,93.8882,95.3333,93.3613,94.966,2953686.0
2020-09-26,93.8882,95.3333,93.3613,94.966,2953686.0
2020-09-27,93.8882,95.3333,93.3613,94.966,2953686.0
2020-09-28,96.2594,97.6645,96.1317,97.1855,3509576.0
2020-09-29,96.93,97.5494,95.972,96.5548,2130564.0
2020-09-30,96.9061,98.1276,96.443,97.1376,3261235.0
2020-10-01,97.6885,98.4389,96.0877,96.6746,3211661.0
2020-10-02,95.0379,97.2015,94.8623,96.2594,2925228.0
2020-10-03,95.0379,97.2015,94.8623,96.2594,2925228.0
2020-10-04,95.0379,97.2015,94.8623,96.2594,2925228.0
2020-10-05,97.2733,97.9998,96.6426,97.4091,3050949.0
2020-10-06,97.8641,99.6605,97.0737,97.3771,3872265.0
2020-10-07,97.936,99.3092,97.6565,99.0537,2815663.0
2020-10-08,104.4746,108.1791,103.6044,104.9776,25288926.0
2020-10-09,105.3848,105.3848,101.8719,102.0236,8353704.0
2020-10-10,105.3848,105.3848,101.8719,102.0236,8353704.0
2020-10-11,105.3848,105.3848,101.8719,102.0236,8353704.0
2020-10-12,102.2472,102.3909,100.9458,101.5606,4635115.0
2020-10-13,101.0496,101.5127,99.3651,99.876,5406088.0
2020-10-14,99.9,101.345,99.9,100.5466,3730139.0
2020-10-15,99.0617,99.9678,98.8781,99.7084,3389301.0
2020-10-16,99.9319,100.9378,99.5207,100.5387,4714320.0
2020-10-17,99.9319,100.9378,99.5207,100.5387,4714320.0
2020-10-18,99.9319,100.9378,99.5207,100.5387,4714320.0
2020-10-19,101.2332,101.6723,99.86,100.2113,7478735.0
2020-10-20,95.6447,95.9241,93.2815,93.7046,21501073.0
2020-10-21,93.1378,93.96,91.6448,91.8604,9755308.0
2020-10-22,91.8125,92.6588,90.1998,92.4192,7858158.0
2020-10-23,93.01,93.1058,92.2356,92.6109,3893362.0
2020-10-24,93.01,93.1058,92.2356,92.6109,3893362.0
2020-10-25,93.01,93.1058,92.2356,92.6109,3893362.0
2020-10-26,91.3734,91.7326,89.2896,89.593,7203366.0
2020-10-27,89.5371,89.593,87.8446,88.2677,5936106.0
2020-10-28,86.7508,87.6051,84.5633,85.1461,9427321.0
2020-10-29,85.6251,87.5332,85.0663,86.9504,6760241.0
2020-10-30,86.1441,89.2577,86.0243,89.1459,7923882.0
2020-10-31,86.1441,89.2577,86.0243,89.1459,7923882.0
2020-11-01,86.1441,89.2577,86.0243,89.1459,7923882.0
2020-11-02,89.9363,90.8756,89.617,90.1439,5311497.0
2020-11-03,91.0141,92.3314,90.7187,91.1419,4204287.0
2020-11-04,89.6808,90.9423,88.7467,89.3375,5800071.0
2020-11-05,90.4553,92.044,90.2237,91.6289,4902206.0
2020-11-06,91.8764,91.8923,90.5271,91.046,5249171.0
2020-11-07,91.8764,91.8923,90.5271,91.046,5249171.0
2020-11-08,91.8764,91.8923,90.5271,91.046,5249171.0
2020-11-09,95.4764,96.9829,93.3625,93.5731,8992152.0
2020-11-10,94.5126,95.7113,94.1562,95.5007,5622756.0
2020-11-11,95.6708,95.8571,94.1319,94.9257,4289601.0
2020-11-12,93.6541,94.2534,91.9127,92.7388,6500799.0
2020-11-13,93.2977,95.0634,93.1519,94.6422,4683512.0
2020-11-14,93.2977,95.0634,93.1519,94.6422,4683512.0
2020-11-15,93.2977,95.0634,93.1519,94.6422,4683512.0
2020-11-16,95.8166,96.0191,94.8609,95.8652,5293385.0
2020-11-17,95.2496,96.011,94.8204,95.3306,4134455.0
2020-11-18,95.3468,96.2864,94.5612,94.5774,4606828.0
2020-11-19,94.3911,95.1282,93.8646,94.9095,3439648.0
2020-11-20,95.2496,95.606,94.5126,94.7151,5024593.0
2020-11-21,95.2496,95.606,94.5126,94.7151,5024593.0
2020-11-22,95.2496,95.606,94.5126,94.7151,5024593.0
2020-11-23,95.112,97.6106,94.9824,97.2664,5655119.0
2020-11-24,97.8901,101.0246,97.8455,100.7735,7759006.0
2020-11-25,99.5667,100.7006,98.9025,100.5953,4135894.0
2020-11-26,99.5667,100.7006,98.9025,100.5953,4135894.0
2020-11-27,100.5953,101.4968,100.3604,100.7168,2091186.0
2020-11-28,100.5953,101.4968,100.3604,100.7168,2091186.0
2020-11-29,100.5953,101.4968,100.3604,100.7168,2091186.0
2020-11-30,100.5143,101.2432,99.6962,100.0445,5987991.0
2020-12-01,100.3523,101.9155,99.6881,99.7529,5312057.0
2020-12-02,99.5019,100.9517,99.1455,100.9355,3690737.0
2020-12-03,100.5629,101.1299,99.8582,100.1174,4548161.0
2020-12-04,100.409,103.1709,100.1417,103.0251,5522760.0
2020-12-05,100.409,103.1709,100.1417,103.0251,5522760.0
2020-12-06,100.409,103.1709,100.1417,103.0251,5522760.0
2020-12-07,102.4501,102.8388,100.895,101.0003,8318500.0
2020-12-08,101.5024,102.3205,100.9517,101.8183,5395024.0
2020-12-09,101.8912,103.422,101.8102,102.693,6513517.0
2020-12-10,102.3367,102.8064,101.1946,101.2108,4803172.0
2020-12-11,100.4981,101.6563,100.1174,100.652,4481416.0
2020-12-12,100.4981,101.6563,100.1174,100.652,4481416.0
2020-12-13,100.4981,101.6563,100.1174,100.652,4481416.0
2020-12-14,101.5024,102.2504,100.004,100.0526,5050023.0
2020-12-15,100.7492,101.9965,99.9797,101.9965,4359601.0
2020-12-16,101.9965,102.5171,101.4749,101.6887,4530096.0
2020-12-17,102.118,102.1261,101.1703,101.6887,3787962.0
2020-12-18,101.7211,102.3772,101.2189,101.9317,7552845.0
2020-12-19,101.7211,102.3772,101.2189,101.9317,7552845.0
2020-12-20,101.7211,102.3772,101.2189,101.9317,7552845.0
2020-12-21,100.409,100.5791,98.5866,99.9392,6115671.0
2020-12-22,99.8744,100.6115,99.1455,100.1174,4337757.0
2020-12-23,100.3361,101.4133,100.2227,100.3523,2693889.0
2020-12-24,101.2432,101.3242,100.6034,100.9922,1761122.0
2020-12-25,101.2432,101.3242,100.6034,100.9922,1761122.0
2020-12-26,101.2432,101.3242,100.6034,100.9922,1761122.0
2020-12-27,101.2432,101.3242,100.6034,100.9922,1761122.0
2020-12-28,101.3242,102.5392,100.8059,101.0975,3615222.0
2020-12-29,101.5267,101.632,99.8177,100.2713,3487007.0
2020-12-30,100.2713,101.1218,100.1336,100.7087,3380494.0
2020-12-31,100.6115,102.0775,100.4252,101.956,3574696.0
2021-01-01,100.6115,102.0775,100.4252,101.956,3574696.0
2021-01-02,100.6115,102.0775,100.4252,101.956,3574696.0
2021-01-03,100.6115,102.0775,100.4252,101.956,3574696.0
2021-01-04,101.9317,101.9863,99.6558,100.3847,5179161.0
2021-01-05,101.2513,102.604,100.9274,102.1666,6114619.0
2021-01-06,102.7821,106.8157,102.6364,104.7179,7956740.0
2021-01-07,105.3254,105.6656,103.8837,104.4749,4507382.0
2021-01-08,104.1348,104.7422,102.8469,104.1024,4676487.0
2021-01-09,104.1348,104.7422,102.8469,104.1024,4676487.0
2021-01-10,104.1348,104.7422,102.8469,104.1024,4676487.0
2021-01-11,103.6326,105.0297,103.3977,104.1429,5602466.0
2021-01-12,104.5559,105.1715,103.6245,104.6531,3749213.0
2021-01-13,104.6045,105.0905,102.4217,102.7983,7677739.0
2021-01-14,103.6893,105.4226,103.3086,104.4587,7503180.0
2021-01-15,103.8999,104.6774,103.4058,103.989,4905506.0
2021-01-16,103.8999,104.6774,103.4058,103.989,4905506.0
2021-01-17,103.8999,104.6774,103.4058,103.989,4905506.0
2021-01-18,103.8999,104.6774,103.4058,103.989,4905506.0
2021-01-19,104.7098,104.9609,103.7448,104.4992,5397956.0
2021-01-20,105.05,106.1515,104.1267,105.3578,5598705.0
2021-01-21,105.3902,107.1073,105.3335,106.6294,12819233.0
2021-01-22,97.7605,97.7605,95.0553,96.0677,38063533.0
2021-01-23,97.7605,97.7605,95.0553,96.0677,38063533.0
2021-01-24,97.7605,97.7605,95.0553,96.0677,38063533.0
2021-01-25,96.1911,96.8193,95.1282,96.0434,13686391.0
2021-01-26,96.5294,99.2913,95.9138,99.2103,10694708.0
2021-01-27,98.8782,101.0732,98.5068,99.1941,12146541.0
2021-01-28,99.4614,99.7853,97.2502,97.2583,8084051.0
2021-01-29,97.3717,98.2464,96.3026,96.4727,11825496.0
2021-01-30,97.3717,98.2464,96.3026,96.4727,11825496.0
2021-01-31,97.3717,98.2464,96.3026,96.4727,11825496.0
2021-02-01,97.1125,97.963,96.1649,97.6309,6250508.0
2021-02-02,96.6751,98.0035,96.6104,96.7399,6341883.0
2021-02-03,96.416,97.0315,95.6708,96.4808,6715366.0
2021-02-04,97.1206,98.0845,96.2783,98.0197,4562124.0
2021-02-05,98.0035,98.6595,97.6147,98.6433,4565727.0
2021-02-06,98.0035,98.6595,97.6147,98.6433,4565727.0
2021-02-07,98.0035,98.6595,97.6147,98.6433,4565727.0
2021-02-08,99.3156,100.4144,99.1374,100.1174,5887999.0
2021-02-09,100.0518,100.6225,99.3541,100.2159,4717014.0
2021-02-10,100.9793,101.2912,99.4886,100.3309,4866765.0
2021-02-11,100.1339,100.3021,99.0094,99.2392,5381556.0
2021-02-12,99.3131,99.6086,98.5662,99.1489,3871195.0
2021-02-13,99.3131,99.6086,98.5662,99.1489,3871195.0
2021-02-14,99.3131,99.6086,98.5662,99.1489,3871195.0
2021-02-15,99.3131,99.6086,98.5662,99.1489,3871195.0
2021-02-16,98.6154,98.9848,97.967,98.5498,6639790.0
2021-02-17,97.8932,98.952,97.688,98.4677,3975906.0
2021-02-18,98.9027,99.2639,98.2461,99.0915,5399145.0
2021-02-19,99.1079,99.1161,97.1627,97.6634,6578741.0
2021-02-20,99.1079,99.1161,97.1627,97.6634,6578741.0
2021-02-21,99.1079,99.1161,97.1627,97.6634,6578741.0
2021-02-22,97.2612,99.4157,97.2119,99.1982,5879249.0
2021-02-23,99.2474,99.6004,98.3282,99.0751,4531464.0
2021-02-24,99.1489,101.3568,98.9191,101.127,5819983.0
2021-02-25,101.2583,102.0627,100.4088,100.5196,5691830.0
2021-02-26,100.3391,100.3391,97.5731,97.6141,9050990.0
2021-02-27,100.3391,100.3391,97.5731,97.6141,9050990.0
2021-02-28,100.3391,100.3391,97.5731,97.6141,9050990.0
2021-03-01,98.7796,100.3965,98.3814,99.0997,5715767.0
2021-03-02,99.0997,100.0518,98.7057,98.7632,4524299.0
2021-03-03,98.9027,100.6542,98.4759,100.4293,7404269.0
2021-03-04,100.1339,101.1352,97.4705,98.5826,8068492.0
2021-03-05,99.0176,101.5702,98.6975,100.8151,6949265.0
2021-03-06,99.0176,101.5702,98.6975,100.8151,6949265.0
2021-03-07,99.0176,101.5702,98.6975,100.8151,6949265.0
2021-03-08,100.9464,104.1146,100.8561,102.4402,7239191.0
2021-03-09,102.9245,103.7699,101.9067,101.9232,5609029.0
2021-03-10,102.6372,105.2555,102.2761,104.9518,7247807.0
2021-03-11,105.1324,105.5838,104.0572,104.3526,5146937.0
2021-03-12,104.3937,104.7958,103.9176,104.7384,4010100.0
2021-03-13,104.3937,104.7958,103.9176,104.7384,4010100.0
2021-03-14,104.3937,104.7958,103.9176,104.7384,4010100.0
2021-03-15,104.8697,105.6741,104.681,105.5345,3421281.0
2021-03-16,105.2883,105.4853,104.5168,105.2555,4653178.0
2021-03-17,105.436,106.2814,104.6399,105.9039,4291351.0
2021-03-18,105.83,107.5167,104.8861,106.7493,5835669.0
2021-03-19,106.7164,107.0612,105.4935,105.7972,9844983.0
2021-03-20,106.7164,107.0612,105.4935,105.7972,9844983.0
2021-03-21,106.7164,107.0612,105.4935,105.7972,9844983.0
2021-03-22,105.4689,107.291,104.9682,107.1515,4164914.0
2021-03-23,107.0612,107.9804,106.5359,107.0776,4356359.0
2021-03-24,107.4798,108.4319,107.1679,107.2089,4005027.0
2021-03-25,106.9709,109.3593,106.5113,109.2198,5553966.0
2021-03-26,109.4004,112.0186,109.2608,111.9365,5567592.0
2021-03-27,109.4004,112.0186,109.2608,111.9365,5567592.0
2021-03-28,109.4004,112.0186,109.2608,111.9365,5567592.0
2021-03-29,111.6082,112.5029,111.2225,111.5097,4622664.0
2021-03-30,111.5097,111.8463,109.9995,110.5741,4790366.0
2021-03-31,110.4263,110.5659,108.9243,109.3757,4945315.0
2021-04-01,109.7861,109.9257,108.5632,109.3511,4074161.0
2021-04-02,109.7861,109.9257,108.5632,109.3511,4074161.0
2021-04-03,109.7861,109.9257,108.5632,109.3511,4074161.0
2021-04-04,109.7861,109.9257,108.5632,109.3511,4074161.0
2021-04-05,109.6876,112.191,109.4906,111.5672,5471616.0
2021-04-06,111.2799,111.3292,110.057,110.1637,3620964.0
2021-04-07,109.8518,110.7546,109.8025,110.7464,2976136.0
2021-04-08,110.4509,111.3209,110.1144,110.9024,4087228.0
2021-04-09,110.6972,111.4112,110.5659,111.403,3023916.0
2021-04-10,110.6972,111.4112,110.5659,111.403,3023916.0
2021-04-11,110.6972,111.4112,110.5659,111.403,3023916.0
2021-04-12,110.8203,111.1076,109.86,110.4674,3753959.0
2021-04-13,109.1623,109.6712,107.0119,107.6685,8033530.0
2021-04-14,107.7711,108.9818,107.1268,108.8587,5868049.0
2021-04-15,109.3922,109.8764,108.5221,108.8176,3883955.0
2021-04-16,109.1623,110.0652,109.1213,109.6466,5291756.0
2021-04-17,109.1623,110.0652,109.1213,109.6466,5291756.0
2021-04-18,109.1623,110.0652,109.1213,109.6466,5291756.0
2021-04-19,109.6548,109.8313,108.8176,109.2608,8198582.0
2021-04-20,112.5029,114.7189,112.1992,113.3975,15480579.0
2021-04-21,113.3154,117.9692,113.0282,117.8215,11909005.0
2021-04-22,117.9446,118.7982,115.7285,115.9583,7101368.0
2021-04-23,115.9829,117.8707,115.6875,116.9022,4556700.0
2021-04-24,115.9829,117.8707,115.6875,116.9022,4556700.0
2021-04-25,115.9829,117.8707,115.6875,116.9022,4556700.0
2021-04-26,116.894,117.8871,116.1225,116.1963,4710763.0
2021-04-27,116.2948,117.0089,115.5233,116.5575,3884037.0
2021-04-28,117.3044,117.6983,116.6313,117.37,3768129.0
2021-04-29,118.2975,122.0812,117.3536,118.3878,4353880.0
2021-04-30,117.9446,118.0513,115.3591,116.4508,8872181.0
2021-05-01,117.9446,118.0513,115.3591,116.4508,8872181.0
