,MSFT US Equity,MSFT US Equity,MSFT US Equity,MSFT US Equity,MSFT US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-06-04,115.6645,117.5719,115.0658,117.4575,29382642.0
2019-06-05,119.1646,120.042,118.4588,120.0038,24926140.0
2019-06-06,120.5856,122.0447,119.7845,121.9017,21458961.0
2019-06-07,123.2083,126.1266,122.3213,125.3159,33885588.0
2019-06-08,123.2083,126.1266,122.3213,125.3159,33885588.0
2019-06-09,123.2083,126.1266,122.3213,125.3159,33885588.0
2019-06-10,126.2696,127.8718,125.8881,126.4604,26477098.0
2019-06-11,127.6811,128.0244,125.1974,125.9835,23913731.0
2019-06-12,125.3159,125.8595,124.6579,125.4018,17092464.0
2019-06-13,125.8691,126.5271,125.4685,126.1933,17200848.0
2019-06-14,126.1361,127.5953,125.5448,126.3173,17821703.0
2019-06-15,126.1361,127.5953,125.5448,126.3173,17821703.0
2019-06-16,126.1361,127.5953,125.5448,126.3173,17821703.0
2019-06-17,126.489,127.538,126.3936,126.6988,14517785.0
2019-06-18,127.9767,128.9781,127.3855,128.9018,25934458.0
2019-06-19,128.7492,129.6362,127.6143,129.4073,23744441.0
2019-06-20,131.0858,131.2861,129.4359,130.609,33042592.0
2019-06-21,130.2561,131.3528,130.1416,130.628,36727892.0
2019-06-22,130.2561,131.3528,130.1416,130.628,36727892.0
2019-06-23,130.2561,131.3528,130.1416,130.628,36727892.0
2019-06-24,130.6566,131.9918,130.6566,131.4005,20628841.0
2019-06-25,130.8951,131.2193,126.5843,127.2519,33327420.0
2019-06-26,128.1293,129.455,127.4141,127.7288,23657745.0
2019-06-27,127.9291,128.4727,127.3282,127.9386,16557482.0
2019-06-28,128.3391,128.3678,126.9904,127.7574,30042969.0
2019-06-29,128.3391,128.3678,126.9904,127.7574,30042969.0
2019-06-30,128.3391,128.3678,126.9904,127.7574,30042969.0
2019-07-01,130.3038,130.3705,128.7206,129.3978,22676730.0
2019-07-02,129.8174,130.2656,129.0735,130.2561,15237843.0
2019-07-03,130.4659,131.3624,129.9843,131.0953,13629296.0
2019-07-04,130.4659,131.3624,129.9843,131.0953,13629296.0
2019-07-05,129.6457,130.9714,129.4359,130.7139,18141140.0
2019-07-06,129.6457,130.9714,129.4359,130.7139,18141140.0
2019-07-07,129.6457,130.9714,129.4359,130.7139,18141140.0
2019-07-08,130.0844,130.752,129.1022,130.6185,16779748.0
2019-07-09,129.7029,130.628,129.5122,130.1416,19953097.0
2019-07-10,130.7806,132.1635,130.6757,131.4673,24204362.0
2019-07-11,131.8011,132.7738,131.4864,131.9918,22327942.0
2019-07-12,132.421,132.688,131.6198,132.4687,18936832.0
2019-07-13,132.421,132.688,131.6198,132.4687,18936832.0
2019-07-14,132.421,132.688,131.6198,132.4687,18936832.0
2019-07-15,132.9837,133.079,132.049,132.4687,16651457.0
2019-07-16,132.5259,132.6117,130.1989,130.7329,22726128.0
2019-07-17,131.3242,131.5436,129.9128,129.9604,20210956.0
2019-07-18,129.2738,130.2942,128.4345,130.1035,30808707.0
2019-07-19,133.7275,134.1567,130.1321,130.2942,48992364.0
2019-07-20,133.7275,134.1567,130.1321,130.2942,48992364.0
2019-07-21,133.7275,134.1567,130.1321,130.2942,48992364.0
2019-07-22,131.0477,132.7452,130.9714,132.0204,25080760.0
2019-07-23,133.2888,133.5082,131.6389,132.8406,18034589.0
2019-07-24,132.4687,134.2235,132.421,134.2044,20738275.0
2019-07-25,133.9278,134.0995,132.8706,133.6989,18356883.0
2019-07-26,133.8706,135.1152,133.8038,134.7957,19037600.0
2019-07-27,133.8706,135.1152,133.8038,134.7957,19037600.0
2019-07-28,133.8706,135.1152,133.8038,134.7957,19037600.0
2019-07-29,134.9483,134.9578,132.9134,134.5,16605870.0
2019-07-30,133.6512,134.6811,133.3275,133.8515,16846528.0
2019-07-31,133.8324,133.985,128.8255,129.9604,38598786.0
2019-08-01,130.6566,134.4126,130.5899,131.6676,40557502.0
2019-08-02,131.6962,131.9155,128.9972,130.5613,30791624.0
2019-08-03,131.6962,131.9155,128.9972,130.5613,30791624.0
2019-08-04,131.6962,131.9155,128.9972,130.5613,30791624.0
2019-08-05,127.128,127.7286,124.7246,126.0884,42749551.0
2019-08-06,127.6048,129.3978,127.0421,128.4536,32696651.0
2019-08-07,127.5953,129.3691,125.7245,129.0163,33414539.0
2019-08-08,130.2752,132.5545,129.6362,132.4591,27496508.0
2019-08-09,132.1921,132.9264,130.1416,131.3338,23466701.0
2019-08-10,132.1921,132.9264,130.1416,131.3338,23466701.0
2019-08-11,132.1921,132.9264,130.1416,131.3338,23466701.0
2019-08-12,130.7234,131.4768,128.9781,129.5027,20484348.0
2019-08-13,129.7506,132.3733,128.7492,132.1826,25496593.0
2019-08-14,130.4793,131.0152,127.9053,128.202,32527251.0
2019-08-15,128.5943,128.7761,126.5466,127.9149,28125416.0
2019-08-16,129.0632,130.575,128.9101,130.2592,25026151.0
2019-08-17,129.0632,130.575,128.9101,130.2592,25026151.0
2019-08-18,129.0632,130.575,128.9101,130.2592,25026151.0
2019-08-19,131.9099,132.5749,130.9817,132.4409,24370543.0
2019-08-20,132.2495,132.728,131.3214,131.3405,21188998.0
2019-08-21,132.5749,133.4777,132.0486,132.8045,14982314.0
2019-08-22,132.6801,133.1969,130.4123,131.8381,18709662.0
2019-08-23,131.2732,132.3835,127.0729,127.6374,38515386.0
2019-08-24,131.2732,132.3835,127.0729,127.6374,38515386.0
2019-08-25,131.2732,132.3835,127.0729,127.6374,38515386.0
2019-08-26,129.1684,129.7138,128.1254,129.6086,20325271.0
2019-08-27,130.508,130.8238,128.8526,129.8861,23115635.0
2019-08-28,129.0632,129.9052,127.7905,129.7138,17410828.0
2019-08-29,131.3309,132.4696,131.0056,132.1634,20179716.0
2019-08-30,133.149,133.1777,130.3932,131.9146,23946123.0
2019-08-31,133.149,133.1777,130.3932,131.9146,23946123.0
2019-09-01,133.149,133.1777,130.3932,131.9146,23946123.0
2019-09-02,133.149,133.1777,130.3932,131.9146,23946123.0
2019-09-03,130.7185,131.2831,129.8478,130.1731,18880773.0
2019-09-04,131.3788,131.752,130.5942,131.6946,18015310.0
2019-09-05,133.1107,134.3295,132.7758,134.0102,26119520.0
2019-09-06,133.9911,134.1346,132.24,133.1012,20824504.0
2019-09-07,133.9911,134.1346,132.24,133.1012,20824504.0
2019-09-08,133.9911,134.1346,132.24,133.1012,20824504.0
2019-09-09,133.57,133.7231,130.575,131.5893,25773932.0
2019-09-10,130.9004,130.9828,128.7091,130.2114,28903378.0
2019-09-11,130.0487,130.3932,129.2641,130.2497,24726117.0
2019-09-12,131.9051,132.4505,130.9673,131.5893,27009981.0
2019-09-13,131.8381,132.106,130.6803,131.3979,23363057.0
2019-09-14,131.8381,132.106,130.6803,131.3979,23363057.0
2019-09-15,131.8381,132.106,130.6803,131.3979,23363057.0
2019-09-16,129.9722,130.8047,129.8095,130.4506,16731440.0
2019-09-17,131.0535,131.5893,130.5415,131.4649,17976285.0
2019-09-18,131.4362,132.6897,130.6419,132.5462,24473386.0
2019-09-19,134.2494,136.2301,134.0328,134.9862,36095413.0
2019-09-20,134.9288,135.5412,132.2878,133.4265,40040766.0
2019-09-21,134.9288,135.5412,132.2878,133.4265,40040766.0
2019-09-22,134.9288,135.5412,132.2878,133.4265,40040766.0
2019-09-23,133.2256,133.6083,132.4696,133.1394,17408374.0
2019-09-24,134.3068,134.6226,130.9769,131.4553,30016670.0
2019-09-25,131.5702,133.9222,130.1636,133.35,22544054.0
2019-09-26,133.4265,134.1346,132.4696,133.5222,17813512.0
2019-09-27,134.1059,134.3068,130.752,131.7902,22498958.0
2019-09-28,134.1059,134.3068,130.752,131.7902,22498958.0
2019-09-29,134.1059,134.3068,130.752,131.7902,22498958.0
2019-09-30,132.0964,133.2112,131.8381,133.0342,18430390.0
2019-10-01,133.637,134.2016,131.0917,131.1587,22581929.0
2019-10-02,130.3741,130.4889,127.8191,128.8431,32001763.0
2019-10-03,129.1301,130.8525,127.4747,130.4028,26379798.0
2019-10-04,130.8525,132.2878,130.5367,132.1634,23839548.0
2019-10-05,130.8525,132.2878,130.5367,132.1634,23839548.0
2019-10-06,130.8525,132.2878,130.5367,132.1634,23839548.0
2019-10-07,131.2257,132.2208,131.1109,131.2066,16601284.0
2019-10-08,131.1683,131.819,129.7712,129.8191,26783336.0
2019-10-09,131.5319,132.7184,131.063,132.2783,20178482.0
2019-10-10,132.5175,133.6465,132.2878,133.1012,18396605.0
2019-10-11,134.0772,134.9479,133.4839,133.6562,25551065.0
2019-10-12,134.0772,134.9479,133.4839,133.6562,25551065.0
2019-10-13,134.0772,134.9479,133.4839,133.6562,25551065.0
2019-10-14,133.6657,134.2398,133.5031,133.5318,13591639.0
2019-10-15,134.0198,135.6752,133.7805,135.4694,19917762.0
2019-10-16,134.7183,134.9097,133.5126,134.3547,20841687.0
2019-10-17,134.8714,135.3211,133.0246,133.6657,22102797.0
2019-10-18,133.7327,133.9624,130.6707,131.484,32284428.0
2019-10-19,133.7327,133.9624,130.6707,131.484,32284428.0
2019-10-20,133.7327,133.9624,130.6707,131.484,32284428.0
2019-10-21,132.4792,132.527,131.1013,132.4601,20716039.0
2019-10-22,132.9768,133.9719,130.3836,130.4889,27935270.0
2019-10-23,130.9769,131.5223,129.7617,131.3214,31380309.0
2019-10-24,133.3787,134.3642,132.6897,133.9049,37278399.0
2019-10-25,133.3308,135.0532,133.1969,134.6609,25959724.0
2019-10-26,133.3308,135.0532,133.1969,134.6609,25959724.0
2019-10-27,133.3308,135.0532,133.1969,134.6609,25959724.0
2019-10-28,138.1726,139.3878,137.321,137.9717,35280137.0
2019-10-29,137.8664,138.2683,136.4981,136.6703,20589469.0
2019-10-30,137.3305,138.7467,136.632,138.3735,18496591.0
2019-10-31,138.651,138.6797,136.8234,137.187,24605135.0
2019-11-01,138.0386,138.1917,136.7995,137.5219,33128366.0
2019-11-02,138.0386,138.1917,136.7995,137.5219,33128366.0
2019-11-03,138.0386,138.1917,136.7995,137.5219,33128366.0
2019-11-04,138.5841,138.7467,137.9429,138.3161,16911999.0
2019-11-05,138.718,138.7659,137.6989,138.23,18250172.0
2019-11-06,138.1439,138.2874,137.0243,137.8473,16575798.0
2019-11-07,137.6367,138.6319,137.5698,138.0386,17786715.0
2019-11-08,137.7707,139.694,137.5602,139.6653,16752939.0
2019-11-09,137.7707,139.694,137.5602,139.6653,16752939.0
2019-11-10,137.7707,139.694,137.5602,139.6653,16752939.0
2019-11-11,139.0721,140.1055,138.4884,139.8089,14370178.0
2019-11-12,139.9715,141.2059,139.761,140.7274,18648712.0
2019-11-13,140.4117,141.103,139.9715,140.9571,17444230.0
2019-11-14,140.6796,142.0097,140.6605,141.6748,19755100.0
2019-11-15,142.5072,143.5215,141.8757,143.5024,23508807.0
2019-11-16,142.5072,143.5215,141.8757,143.5024,23508807.0
2019-11-17,142.5072,143.5215,141.8757,143.5024,23508807.0
2019-11-18,143.5981,144.0574,142.5551,143.8564,21554762.0
2019-11-19,144.3731,144.8037,143.7177,143.9043,23960164.0
2019-11-20,144.3171,144.826,142.5409,143.6546,25720060.0
2019-11-21,143.4434,143.8274,142.5802,143.5202,18576083.0
2019-11-22,144.0867,144.3075,142.8865,143.6258,15841680.0
2019-11-23,144.0867,144.3075,142.8865,143.6258,15841680.0
2019-11-24,144.0867,144.3075,142.8865,143.6258,15841680.0
2019-11-25,144.0195,145.3156,143.9426,145.2004,22428585.0
2019-11-26,145.3252,146.343,145.2868,145.9685,24635100.0
2019-11-27,146.2566,146.4198,145.4789,146.247,15201293.0
2019-11-28,146.2566,146.4198,145.4789,146.247,15201293.0
2019-11-29,146.0357,146.2278,145.2484,145.3444,11977300.0
2019-11-30,146.0357,146.2278,145.2484,145.3444,11977300.0
2019-12-01,146.0357,146.2278,145.2484,145.3444,11977300.0
2019-12-02,145.7573,145.7765,142.4064,143.5874,27473616.0
2019-12-03,141.6095,143.4722,140.803,143.357,25192145.0
2019-12-04,144.1539,144.1922,143.2514,143.8754,17580617.0
2019-12-05,144.0675,144.3267,143.5202,143.9523,17880601.0
2019-12-06,144.97,145.8149,144.2787,145.6997,16410400.0
2019-12-07,144.97,145.8149,144.2787,145.6997,16410400.0
2019-12-08,144.97,145.8149,144.2787,145.6997,16410400.0
2019-12-09,145.0468,146.1413,144.8932,145.3252,16741350.0
2019-12-10,145.258,145.8341,144.754,145.1044,16481060.0
2019-12-11,145.4981,145.8149,144.3363,145.6517,18860001.0
2019-12-12,145.6037,147.3223,144.9988,147.1303,24645366.0
2019-12-13,146.9032,148.7145,146.7366,148.3688,23850062.0
2019-12-14,146.9032,148.7145,146.7366,148.3688,23850062.0
2019-12-15,146.9032,148.7145,146.7366,148.3688,23850062.0
2019-12-16,148.9257,149.6842,148.6473,149.329,24152770.0
2019-12-17,149.2522,149.5018,148.292,148.5225,25443527.0
2019-12-18,148.148,149.281,148.0328,148.2152,24132379.0
2019-12-19,147.86,149.5594,147.6199,149.5018,25813825.0
2019-12-20,151.0764,152.171,150.0587,151.134,53599613.0
2019-12-21,151.0764,152.171,150.0587,151.134,53599613.0
2019-12-22,151.0764,152.171,150.0587,151.134,53599613.0
2019-12-23,151.8157,151.8157,150.9996,151.134,17726283.0
2019-12-24,151.2012,151.4221,150.8508,151.1052,8989150.0
2019-12-25,151.2012,151.4221,150.8508,151.1052,8989150.0
2019-12-26,151.278,152.4014,151.1244,152.3438,14526927.0
2019-12-27,153.0927,153.1887,151.9117,152.6222,18414352.0
2019-12-28,153.0927,153.1887,151.9117,152.6222,18414352.0
2019-12-29,153.0927,153.1887,151.9117,152.6222,18414352.0
2019-12-30,152.6477,152.6798,150.4811,151.3068,16356720.0
2019-12-31,150.5195,151.4797,150.2123,151.4125,18393383.0
2020-01-01,150.5195,151.4797,150.2123,151.4125,18393383.0
2020-01-02,152.4494,154.3217,152.0173,154.216,22634546.0
2020-01-03,152.0077,153.5679,151.7581,152.2958,21121681.0
2020-01-04,152.0077,153.5679,151.7581,152.2958,21121681.0
2020-01-05,152.0077,153.5679,151.7581,152.2958,21121681.0
2020-01-06,150.8172,152.7566,150.2699,152.6894,20826702.0
2020-01-07,152.9679,153.3039,151.0476,151.2972,21881740.0
2020-01-08,152.5934,154.3889,151.6516,153.7072,27762026.0
2020-01-09,155.3826,155.7474,154.6097,155.6274,21399951.0
2020-01-10,156.3317,156.7124,154.7537,154.9073,20733946.0
2020-01-11,156.3317,156.7124,154.7537,154.9073,20733946.0
2020-01-12,156.3317,156.7124,154.7537,154.9073,20733946.0
2020-01-13,155.3106,156.7988,154.8305,156.77,21637007.0
2020-01-14,156.8756,157.0772,155.2722,155.6658,23500783.0
2020-01-15,156.1363,157.4037,156.0883,156.674,21417871.0
2020-01-16,157.7973,159.612,157.4901,159.5448,23865360.0
2020-01-17,160.7449,160.7905,158.8343,160.4377,34371659.0
2020-01-18,160.7449,160.7905,158.8343,160.4377,34371659.0
2020-01-19,160.7449,160.7905,158.8343,160.4377,34371659.0
2020-01-20,160.7449,160.7905,158.8343,160.4377,34371659.0
2020-01-21,160.0344,161.4842,159.7944,159.8616,29517191.0
2020-01-22,160.7257,160.8121,159.0743,159.0935,24138777.0
2020-01-23,159.564,160.1496,158.6806,160.0728,19680766.0
2020-01-24,160.8313,160.8505,157.8933,158.4598,24918117.0
2020-01-25,160.8313,160.8505,157.8933,158.4598,24918117.0
2020-01-26,160.8313,160.8505,157.8933,158.4598,24918117.0
2020-01-27,154.7249,156.8612,153.8128,155.8099,32078067.0
2020-01-28,157.25,159.1463,156.5712,158.8631,24899940.0
2020-01-29,161.1482,162.0219,159.0839,161.3402,35127771.0
2020-01-30,167.1106,167.1106,163.9806,165.8912,51597470.0
2020-01-31,165.3439,165.5264,162.8188,163.4429,36142690.0
2020-02-01,165.3439,165.5264,162.8188,163.4429,36142690.0
2020-02-02,165.3439,165.5264,162.8188,163.4429,36142690.0
2020-02-03,163.6349,167.5426,163.6061,167.4274,30149052.0
2020-02-04,170.0774,173.4378,169.2805,172.9386,36433339.0
2020-02-05,176.6927,176.8559,171.2968,172.7273,39186324.0
2020-02-06,173.7547,176.491,172.88,176.3086,27751381.0
2020-02-07,175.5549,178.2289,175.2045,176.5583,33529074.0
2020-02-08,175.5549,178.2289,175.2045,176.5583,33529074.0
2020-02-09,175.5549,178.2289,175.2045,176.5583,33529074.0
2020-02-10,176.2606,181.3109,175.9438,181.1765,35844267.0
2020-02-11,183.0487,183.0967,176.1838,177.0863,53159906.0
2020-02-12,178.1809,178.4401,174.5996,177.3456,47062921.0
2020-02-13,175.7806,178.805,175.5808,176.3854,35295834.0
2020-02-14,175.9438,178.0177,175.3677,177.96,23149516.0
2020-02-15,175.9438,178.0177,175.3677,177.96,23149516.0
2020-02-16,175.9438,178.0177,175.3677,177.96,23149516.0
2020-02-17,175.9438,178.0177,175.3677,177.96,23149516.0
2020-02-18,178.2049,180.2164,178.1041,179.7651,27853113.0
2020-02-19,181.0552,181.1707,179.5244,180.3042,29997471.0
2020-02-20,179.9865,180.2754,174.3544,177.5508,36862376.0
2020-02-21,176.3473,176.665,170.6478,171.9379,48600385.0
2020-02-22,176.3473,176.665,170.6478,171.9379,48600385.0
2020-02-23,176.3473,176.665,170.6478,171.9379,48600385.0
2020-02-24,161.5209,168.0484,157.1501,164.5247,68311066.0
2020-02-25,167.7114,168.3276,161.4018,161.8098,68073295.0
2020-02-26,163.3887,166.8065,161.9446,163.8316,56387148.0
2020-02-27,157.2367,160.8085,152.0956,152.2882,93174906.0
2020-02-28,146.7331,157.6122,146.3383,155.9755,97073557.0
2020-02-29,146.7331,157.6122,146.3383,155.9755,97073557.0
2020-03-01,146.7331,157.6122,146.3383,155.9755,97073557.0
2020-03-02,159.1526,166.4791,156.2643,166.354,71030810.0
2020-03-03,167.3263,168.4816,156.2162,158.3824,71677019.0
2020-03-04,162.2093,164.3418,159.451,164.1974,49814383.0
2020-03-05,159.8602,164.5055,159.5184,160.0768,47817251.0
2020-03-06,156.5531,157.0345,150.1894,155.5519,72821057.0
2020-03-07,156.5531,157.0345,150.1894,155.5519,72821057.0
2020-03-08,156.5531,157.0345,150.1894,155.5519,72821057.0
2020-03-09,145.3756,151.8742,144.4128,145.0097,70419274.0
2020-03-10,152.2689,155.032,146.8967,154.9261,65354385.0
2020-03-11,151.2773,151.826,145.52,147.9076,56504304.0
2020-03-12,139.8879,147.7536,133.4182,133.8803,93226366.0
2020-03-13,142.006,155.8792,135.4881,152.9139,92727446.0
2020-03-14,142.006,155.8792,135.4881,152.9139,92727446.0
2020-03-15,142.006,155.8792,135.4881,152.9139,92727446.0
2020-03-16,134.7853,143.7871,129.9716,130.3759,87905868.0
2020-03-17,134.7853,142.0058,129.9716,141.1106,81059817.0
2020-03-18,132.8598,140.5618,129.9908,135.1704,81593173.0
2020-03-19,137.4521,144.5573,133.8226,137.3944,85922661.0
2020-03-20,140.5618,141.6209,130.7995,132.234,84866215.0
2020-03-21,140.5618,141.6209,130.7995,132.234,84866215.0
2020-03-22,140.5618,141.6209,130.7995,132.234,84866215.0
2020-03-23,131.9067,135.3341,127.5839,130.9151,78975176.0
2020-03-24,138.3956,144.0277,136.008,142.8147,82516727.0
2020-03-25,143.3634,148.5816,139.0599,141.4476,75638224.0
2020-03-26,142.8724,150.8248,142.8436,150.2953,64694427.0
2020-03-27,146.0977,149.1207,143.6426,144.124,57042291.0
2020-03-28,146.0977,149.1207,143.6426,144.124,57042291.0
2020-03-29,146.0977,149.1207,143.6426,144.124,57042291.0
2020-03-30,146.762,154.618,144.4225,154.2618,63420326.0
2020-03-31,153.4627,158.6423,150.7285,151.8357,77927186.0
2020-04-01,147.3011,151.8742,145.2023,146.4442,57969926.0
2020-04-02,146.2036,149.6887,144.7594,149.4769,49630735.0
2020-04-03,149.3229,151.518,146.5213,148.1002,41243284.0
2020-04-04,149.3229,151.518,146.5213,148.1002,41243284.0
2020-04-05,149.3229,151.518,146.5213,148.1002,41243284.0
2020-04-06,154.3484,160.2983,151.7105,159.1141,67111697.0
2020-04-07,163.2683,163.6679,157.1789,157.4004,62769038.0
2020-04-08,159.4992,160.4619,157.41,158.9793,48318234.0
2020-04-09,160.1635,161.1358,157.2463,158.9889,51431775.0
2020-04-10,160.1635,161.1358,157.2463,158.9889,51431775.0
2020-04-11,160.1635,161.1358,157.2463,158.9889,51431775.0
2020-04-12,160.1635,161.1358,157.2463,158.9889,51431775.0
2020-04-13,158.2283,159.4029,156.2547,159.3451,41905264.0
2020-04-14,162.7051,167.2782,161.7424,167.2301,52874338.0
2020-04-15,164.8232,167.1049,162.9362,165.4779,40940833.0
2020-04-16,167.8077,170.6767,166.4599,170.4457,50479610.0
2020-04-17,172.814,173.2954,169.3192,171.9476,52765625.0
2020-04-18,172.814,173.2954,169.3192,171.9476,52765625.0
2020-04-19,172.814,173.2954,169.3192,171.9476,52765625.0
2020-04-20,170.0509,172.092,168.472,168.5394,36669595.0
2020-04-21,167.0375,167.2011,159.923,161.5691,56203749.0
2020-04-22,165.0061,167.5189,164.4573,167.0568,34651604.0
2020-04-23,167.6248,168.5394,164.544,165.035,32790804.0
2020-04-24,165.6512,168.058,164.3514,168.0484,34305320.0
2020-04-25,165.6512,168.058,164.3514,168.0484,34305320.0
2020-04-26,165.6512,168.058,164.3514,168.0484,34305320.0
2020-04-27,170.0124,170.3109,166.845,167.567,33194384.0
2020-04-28,169.0497,169.1267,163.0806,163.485,34392694.0
2020-04-29,166.7679,171.0618,165.4779,170.8211,51286559.0
2020-04-30,173.2954,173.6805,169.6658,172.5348,53875857.0
2020-05-01,169.2518,171.9861,167.5285,168.0677,39370474.0
2020-05-02,169.2518,171.9861,167.5285,168.0677,39370474.0
2020-05-03,169.2518,171.9861,167.5285,168.0677,39370474.0
2020-05-04,167.9906,172.3327,167.3263,172.1786,30372862.0
2020-05-05,173.8923,176.8095,173.1991,174.0271,36839168.0
2020-05-06,175.2979,177.339,174.8653,175.7408,32139299.0
2020-05-07,177.3101,177.6759,175.7793,176.7613,28315992.0
2020-05-08,178.0896,178.1092,176.5303,177.8011,30912638.0
2020-05-09,178.0896,178.1092,176.5303,177.8011,30912638.0
2020-05-10,178.0896,178.1092,176.5303,177.8011,30912638.0
2020-05-11,176.3281,180.5257,176.0393,179.7844,30892660.0
2020-05-12,179.8421,180.0732,175.5097,175.7119,32038199.0
2020-05-13,175.7504,177.1946,169.9643,173.0547,44711488.0
2020-05-14,170.927,173.9597,169.1363,173.8057,41873911.0
2020-05-15,172.3904,180.0924,170.4072,176.3377,46610382.0
2020-05-16,172.3904,180.0924,170.4072,176.3377,46610382.0
2020-05-17,172.3904,180.0924,170.4072,176.3377,46610382.0
2020-05-18,178.8312,179.2645,177.1079,178.0225,35306620.0
2020-05-19,178.1381,179.6496,176.6554,176.7902,26799116.0
2020-05-20,178.4217,179.4258,177.5818,179.2423,31261334.0
2020-05-21,178.9913,180.2174,176.9543,177.0894,29119513.0
2020-05-22,176.8577,178.0838,176.2302,177.1667,20826898.0
2020-05-23,176.8577,178.0838,176.2302,177.1667,20826898.0
2020-05-24,176.8577,178.0838,176.2302,177.1667,20826898.0
2020-05-25,176.8577,178.0838,176.2302,177.1667,20826898.0
2020-05-26,179.8988,180.0533,174.84,175.2937,36073609.0
2020-05-27,173.9711,175.697,170.4955,175.5254,39517146.0
2020-05-28,174.4924,177.782,174.1449,175.1296,33831824.0
2020-05-29,176.4136,177.9004,174.1738,176.9156,42146720.0
2020-05-30,176.4136,177.9004,174.1738,176.9156,42146720.0
2020-05-31,176.4136,177.9004,174.1738,176.9156,42146720.0
2020-06-01,176.2302,176.6743,175.1875,176.5102,22668821.0
2020-06-02,177.8811,178.6052,175.0813,178.5183,30794585.0
2020-06-03,178.4266,179.5127,177.2342,178.9527,27311016.0
2020-06-04,177.9294,179.4161,175.9985,176.5971,28761809.0
2020-06-05,176.3074,181.2408,175.7185,180.7291,39893643.0
2020-06-06,176.3074,181.2408,175.7185,180.7291,39893643.0
2020-06-07,176.3074,181.2408,175.7185,180.7291,39893643.0
2020-06-08,179.5127,182.0324,178.0645,181.849,33211590.0
2020-06-09,181.5015,184.1081,180.7875,183.2392,29783916.0
2020-06-10,184.5184,191.6578,184.4074,190.0359,43872329.0
2020-06-11,186.4541,188.9932,179.6382,179.8313,52854672.0
2020-06-12,183.9537,185.0929,178.7789,181.2504,43373587.0
2020-06-13,183.9537,185.0929,178.7789,181.2504,43373587.0
2020-06-14,183.9537,185.0929,178.7789,181.2504,43373587.0
2020-06-15,178.1997,184.224,177.6494,182.409,32770189.0
2020-06-16,186.2224,188.8194,184.8419,186.8789,42556656.0
2020-06-17,188.2885,189.5339,186.9948,187.5258,25687822.0
2020-06-18,187.2941,189.698,187.2941,189.5339,23061648.0
2020-06-19,191.7254,192.4012,187.6513,188.4043,44441141.0
2020-06-20,191.7254,192.4012,187.6513,188.4043,44441141.0
2020-06-21,191.7254,192.4012,187.6513,188.4043,44441141.0
2020-06-22,189.0222,193.8204,188.4816,193.637,32818929.0
2020-06-23,195.1044,196.9001,194.4624,194.9306,30917447.0
2020-06-24,194.6355,196.2243,189.7656,191.0013,36740647.0
2020-06-25,190.9627,193.6756,188.7108,193.4149,27803933.0
2020-06-26,192.826,192.9805,188.1436,189.5435,54675780.0
2020-06-27,192.826,192.9805,188.1436,189.5435,54675780.0
2020-06-28,192.826,192.9805,188.1436,189.5435,54675780.0
2020-06-29,189.0125,191.6675,186.8596,191.5806,26701586.0
2020-06-30,191.0415,197.3346,190.9048,196.4753,34310283.0
2020-07-01,196.1181,199.2172,194.7955,197.6242,32061206.0
2020-07-02,198.5703,200.8294,197.9138,199.1303,29315762.0
2020-07-03,198.5703,200.8294,197.9138,199.1303,29315762.0
2020-07-04,198.5703,200.8294,197.9138,199.1303,29315762.0
2020-07-05,198.5703,200.8294,197.9138,199.1303,29315762.0
2020-07-06,201.6148,203.8319,200.897,203.4168,31897629.0
2020-07-07,203.1754,207.2496,200.8005,201.0515,33600732.0
2020-07-08,202.8086,205.8883,201.4763,205.4732,33600025.0
2020-07-09,208.8522,208.9005,204.1602,206.9117,33121681.0
2020-07-10,206.2359,206.68,203.7837,206.2841,26177633.0
2020-07-11,206.2359,206.68,203.7837,206.2841,26177633.0
2020-07-12,206.2359,206.68,203.7837,206.2841,26177633.0
2020-07-13,207.0661,208.3405,199.362,199.9123,38135606.0
2020-07-14,199.0048,201.6307,195.0465,201.148,37591820.0
2020-07-15,202.3162,204.025,197.9428,200.8487,32179409.0
2020-07-16,198.3,198.5896,195.3168,196.8712,29940653.0
2020-07-17,197.4021,197.9524,194.4286,195.8671,31635281.0
2020-07-18,197.4021,197.9524,194.4286,195.8671,31635281.0
2020-07-19,197.4021,197.9524,194.4286,195.8671,31635281.0
2020-07-20,197.9138,204.9615,195.9926,204.2857,36884836.0
2020-07-21,206.2745,206.5448,200.8391,201.5342,38105777.0
2020-07-22,201.9686,204.9615,201.1866,204.4305,49605692.0
2020-07-23,200.0281,203.6292,195.1623,195.5389,67457035.0
2020-07-24,193.4921,195.8478,190.6827,194.3417,39826989.0
2020-07-25,193.4921,195.8478,190.6827,194.3417,39826989.0
2020-07-26,193.4921,195.8478,190.6827,194.3417,39826989.0
2020-07-27,194.5058,196.9194,193.9169,196.8036,30160867.0
2020-07-28,196.5719,197.6242,194.7665,195.0368,23251388.0
2020-07-29,195.5002,197.5759,195.0272,197.0063,19632602.0
2020-07-30,194.0521,197.3925,192.6715,196.8518,25079596.0
2020-07-31,197.3346,198.0104,192.1309,197.9235,51247969.0
2020-08-01,197.3346,198.0104,192.1309,197.9235,51247969.0
2020-08-02,197.3346,198.0104,192.1309,197.9235,51247969.0
