,HEES US Equity,HEES US Equity,HEES US Equity,HEES US Equity,HEES US Equity
2020-03-14,14.0332,14.5522,12.1604,12.8726,544599.0
2020-03-15,14.0332,14.5522,12.1604,12.8726,544599.0
2020-03-16,11.3602,12.9869,11.3602,11.58,546609.0
2020-03-17,11.8702,12.1955,10.1204,10.2787,649752.0
2020-03-18,10.138,10.5689,8.0894,8.3971,789389.0
2020-03-19,8.3531,9.6896,8.019,9.5313,588078.0
2020-03-20,9.8479,10.4546,8.8279,9.716,742056.0
2020-03-21,9.8479,10.4546,8.8279,9.716,742056.0
2020-03-22,9.8479,10.4546,8.8279,9.716,742056.0
2020-03-23,9.5841,9.971,8.8367,9.7072,763290.0
2020-03-24,10.3842,10.7096,9.2763,9.9622,1414754.0
2020-03-25,10.138,11.7559,9.9622,11.2811,792465.0
2020-03-26,11.3075,13.9629,11.2547,13.7167,808074.0
2020-03-27,13.066,13.277,11.6069,12.0285,365117.0
2020-03-28,13.066,13.277,11.6069,12.0285,365117.0
2020-03-29,13.066,13.277,11.6069,12.0285,365117.0
2020-03-30,11.9493,12.2833,11.0437,12.0373,374091.0
2020-03-31,12.0724,13.2946,11.9054,12.9077,507510.0
2020-04-01,12.3362,12.6088,11.7295,12.2307,370520.0
2020-04-02,12.1428,13.2946,12.0373,12.9077,588395.0
2020-04-03,12.9869,13.11,11.5273,11.8438,491540.0
2020-04-04,12.9869,13.11,11.5273,11.8438,491540.0
2020-04-05,12.9869,13.11,11.5273,11.8438,491540.0
2020-04-06,12.4241,13.4441,12.222,12.6967,590973.0
2020-04-07,13.2067,13.787,12.6712,12.8638,670590.0
2020-04-08,13.2155,13.3298,12.5384,13.2594,506992.0
2020-04-09,13.7782,14.4024,12.7846,13.2507,537015.0
2020-04-10,13.7782,14.4024,12.7846,13.2507,537015.0
2020-04-11,13.7782,14.4024,12.7846,13.2507,537015.0
2020-04-12,13.7782,14.4024,12.7846,13.2507,537015.0
2020-04-13,12.6352,13.0176,11.7471,12.0197,460180.0
2020-04-14,12.1516,12.7934,11.7031,12.3274,492491.0
2020-04-15,11.7999,12.0548,11.4745,11.7119,391351.0
2020-04-16,11.5976,11.6943,10.6568,10.9821,737101.0
2020-04-17,11.325,11.9845,11.325,11.5141,552198.0
2020-04-18,11.325,11.9845,11.325,11.5141,552198.0
2020-04-19,11.325,11.9845,11.325,11.5141,552198.0
2020-04-20,11.1228,11.5009,10.8854,11.3338,483571.0
2020-04-21,10.9118,11.0613,10.7623,10.8063,431066.0
2020-04-22,11.0437,11.1756,10.5161,11.0261,447145.0
2020-04-23,11.2371,11.7559,11.0349,11.6855,410299.0
2020-04-24,11.7911,12.0812,11.5185,11.8526,178271.0
2020-04-25,11.7911,12.0812,11.5185,11.8526,178271.0
2020-04-26,11.7911,12.0812,11.5185,11.8526,178271.0
2020-04-27,11.8526,12.5736,11.8526,12.4241,255720.0
2020-04-28,12.8726,13.3796,12.6264,13.1979,362216.0
2020-04-29,13.8661,14.8158,13.7299,14.7454,668750.0
2020-04-30,14.4377,14.7103,13.8398,14.297,352702.0
2020-05-01,13.831,13.8837,12.8814,13.3386,358095.0
2020-05-02,13.831,13.8837,12.8814,13.3386,358095.0
2020-05-03,13.831,13.8837,12.8814,13.3386,358095.0
2020-05-04,13.0396,13.1627,12.3538,12.9517,341778.0
2020-05-05,13.2507,13.6441,12.9517,12.9693,367731.0
2020-05-06,12.9781,13.3034,12.1691,12.1867,229338.0
2020-05-07,12.4066,12.8989,12.3494,12.8989,326237.0
2020-05-08,12.4066,13.7606,12.1164,13.277,743716.0
2020-05-09,12.4066,13.7606,12.1164,13.277,743716.0
2020-05-10,12.4066,13.7606,12.1164,13.277,743716.0
2020-05-11,13.0133,13.0484,12.0988,12.6703,559882.0
2020-05-12,12.6615,12.8726,11.6855,11.7031,527111.0
2020-05-13,11.6504,11.6943,10.8678,11.0613,424377.0
2020-05-14,10.8678,11.5624,10.393,11.5537,549714.0
2020-05-15,11.4394,12.0526,11.3426,11.8702,294971.0
2020-05-16,11.4394,12.0526,11.3426,11.8702,294971.0
2020-05-17,11.4394,12.0526,11.3426,11.8702,294971.0
2020-05-18,12.5297,13.6639,12.5297,13.5936,512299.0
2020-05-19,13.4969,13.5496,12.7319,12.7407,210935.0
2020-05-20,13.3034,13.6903,13.1188,13.4617,266802.0
2020-05-21,13.5232,13.735,13.1935,13.3738,204050.0
2020-05-22,13.4705,13.4705,12.9077,13.2682,227541.0
2020-05-23,13.4705,13.4705,12.9077,13.2682,227541.0
2020-05-24,13.4705,13.4705,12.9077,13.2682,227541.0
2020-05-25,13.4705,13.4705,12.9077,13.2682,227541.0
2020-05-26,13.9189,15.4181,13.62,15.2818,543986.0
2020-05-27,15.783,16.0643,14.8597,15.739,693672.0
2020-05-28,15.9676,15.9676,15.3082,15.44,354816.0
2020-05-29,15.1051,15.641,14.6584,15.3105,342527.0
2020-05-30,15.1051,15.641,14.6584,15.3105,342527.0
2020-05-31,15.1051,15.641,14.6584,15.3105,342527.0
2020-06-01,15.2212,15.65,15.0426,15.0604,275807.0
2020-06-02,15.2659,16.2663,15.2309,16.0519,440486.0
2020-06-03,16.2931,17.0613,16.2574,16.3824,779720.0
2020-06-04,16.2574,17.0167,16.0162,16.8827,341120.0
2020-06-05,17.9903,19.3615,17.7357,18.6692,634295.0
2020-06-06,17.9903,19.3615,17.7357,18.6692,634295.0
2020-06-07,17.9903,19.3615,17.7357,18.6692,634295.0
2020-06-08,19.0533,19.6161,18.7049,19.5267,488401.0
2020-06-09,18.2851,19.0086,18.1549,18.5352,458629.0
2020-06-10,18.3923,18.4816,17.4946,17.8697,316686.0
2020-06-11,16.6326,16.7487,15.4981,15.5428,408159.0
2020-06-12,16.7576,17.1417,15.3552,15.8912,419985.0
2020-06-13,16.7576,17.1417,15.3552,15.8912,419985.0
2020-06-14,16.7576,17.1417,15.3552,15.8912,419985.0
2020-06-15,15.2391,16.1413,15.0693,15.9894,292523.0
2020-06-16,16.9899,17.8206,16.7933,17.4097,676172.0
2020-06-17,17.3918,17.3918,16.4092,16.5254,300809.0
2020-06-18,16.3199,16.8916,16.0787,16.2306,258975.0
2020-06-19,16.4986,16.8291,15.7751,16.1145,420678.0
2020-06-20,16.4986,16.8291,15.7751,16.1145,420678.0
2020-06-21,16.4986,16.8291,15.7751,16.1145,420678.0
2020-06-22,15.9001,16.2216,15.641,16.0698,213584.0
2020-06-23,16.3824,16.3824,15.6321,15.9537,209378.0
2020-06-24,15.7125,15.9177,14.7181,15.0649,367679.0
2020-06-25,15.0247,15.516,14.6674,15.4445,305262.0
2020-06-26,15.2569,15.775,15.0872,15.5964,1025510.0
2020-06-27,15.2569,15.775,15.0872,15.5964,1025510.0
2020-06-28,15.2569,15.775,15.0872,15.5964,1025510.0
2020-06-29,15.8197,16.6147,15.8108,16.4539,405262.0
2020-06-30,16.311,16.5968,15.6417,16.5075,413499.0
2020-07-01,16.6147,17.0613,15.5874,15.6232,289193.0
2020-07-02,16.1413,16.8201,15.9626,16.0787,291240.0
2020-07-03,16.1413,16.8201,15.9626,16.0787,291240.0
2020-07-04,16.1413,16.8201,15.9626,16.0787,291240.0
2020-07-05,16.1413,16.8201,15.9626,16.0787,291240.0
2020-07-06,16.5164,16.7576,16.1145,16.445,194292.0
2020-07-07,16.2127,16.2485,15.6321,15.6634,338054.0
2020-07-08,15.5696,16.0341,15.2659,15.7393,232306.0
2020-07-09,15.6678,15.9805,14.989,14.9979,169586.0
2020-07-10,15.0068,15.516,14.9979,15.3731,196270.0
2020-07-11,15.0068,15.516,14.9979,15.3731,196270.0
2020-07-12,15.0068,15.516,14.9979,15.3731,196270.0
2020-07-13,15.5964,16.1591,15.1855,15.7572,245873.0
2020-07-14,15.7214,16.177,15.4356,16.1323,211906.0
2020-07-15,16.5254,17.0167,16.3111,16.838,292119.0
2020-07-16,16.6415,17.0524,16.4718,16.9809,221179.0
2020-07-17,16.9452,17.3293,16.5343,16.8112,285158.0
2020-07-18,16.9452,17.3293,16.5343,16.8112,285158.0
2020-07-19,16.9452,17.3293,16.5343,16.8112,285158.0
2020-07-20,16.6772,16.838,16.2127,16.2931,136971.0
2020-07-21,16.4092,16.9899,16.4092,16.7487,267145.0
2020-07-22,16.5879,16.9005,16.3914,16.8023,116342.0
2020-07-23,16.6683,16.9988,16.6415,16.9184,181516.0
2020-07-24,16.8827,16.9766,16.2842,16.3199,172691.0
2020-07-25,16.8827,16.9766,16.2842,16.3199,172691.0
2020-07-26,16.8827,16.9766,16.2842,16.3199,172691.0
2020-07-27,16.2663,16.5522,16.0787,16.5522,121191.0
2020-07-28,16.4182,16.6683,15.9001,15.909,164206.0
2020-07-29,16.0877,16.6236,16.0132,16.579,180299.0
2020-07-30,16.2306,16.512,15.7929,16.0519,133185.0
2020-07-31,15.8465,15.9358,15.3284,15.7125,218423.0
2020-08-01,15.8465,15.9358,15.3284,15.7125,218423.0
2020-08-02,15.8465,15.9358,15.3284,15.7125,218423.0
2020-08-03,15.6768,16.2351,15.6768,16.1234,175288.0
2020-08-04,17.3472,18.16,16.5783,17.4365,512234.0
2020-08-05,17.4365,18.0261,17.231,17.7715,268502.0
2020-08-06,17.8385,17.8965,17.5392,17.6062,210837.0
2020-08-07,17.5169,17.9546,17.4276,17.9367,463430.0
2020-08-08,17.5169,17.9546,17.4276,17.9367,463430.0
2020-08-09,17.5169,17.9546,17.4276,17.9367,463430.0
2020-08-10,18.16,19.0354,18.0261,18.7943,441800.0
2020-08-11,19.0533,19.817,18.8121,18.955,382794.0
2020-08-12,19.2052,19.6339,18.8032,19.1873,189025.0
2020-08-13,18.955,19.4642,18.955,19.0622,225701.0
2020-08-14,18.9014,19.2498,18.8211,19.0533,262228.0
2020-08-15,18.9014,19.2498,18.8211,19.0533,262228.0
2020-08-16,18.9014,19.2498,18.8211,19.0533,262228.0
2020-08-17,19.0712,19.3391,18.7317,18.7853,209132.0
2020-08-18,18.6513,18.8836,18.0707,18.1332,267731.0
2020-08-19,18.1958,18.562,18.0841,18.303,293678.0
2020-08-20,18.0439,18.2216,17.8117,18.035,169366.0
2020-08-21,17.9814,18.1243,17.6553,17.8027,248999.0
2020-08-22,17.9814,18.1243,17.6553,17.8027,248999.0
2020-08-23,17.9814,18.1243,17.6553,17.8027,248999.0
2020-08-24,17.8742,18.3119,17.6777,18.1154,250692.0
2020-08-25,18.169,18.2315,17.6687,17.9725,374416.0
2020-08-26,18.0707,18.3387,17.8653,18.1868,568147.0
2020-08-27,18.3,18.8977,17.7386,18.8614,287580.0
2020-08-28,19.0154,19.4409,18.8614,19.2915,221583.0
2020-08-29,19.0154,19.4409,18.8614,19.2915,221583.0
2020-08-30,19.0154,19.4409,18.8614,19.2915,221583.0
2020-08-31,19.1331,19.1421,18.3272,18.3453,339488.0
2020-09-01,18.1642,19.0788,17.9378,19.0063,370259.0
2020-09-02,19.0063,19.3504,18.8116,19.3051,177592.0
2020-09-03,19.1965,19.495,18.6532,18.7709,310810.0
2020-09-04,18.6713,19.5858,18.6713,19.3413,312313.0
2020-09-05,18.6713,19.5858,18.6713,19.3413,312313.0
2020-09-06,18.6713,19.5858,18.6713,19.3413,312313.0
2020-09-07,18.6713,19.5858,18.6713,19.3413,312313.0
2020-09-08,19.124,19.1331,18.626,18.6622,274759.0
2020-09-09,18.9067,18.961,18.5898,18.7618,201872.0
2020-09-10,18.8977,18.9973,18.0374,18.1099,267944.0
2020-09-11,18.2638,18.4857,18.0919,18.2095,210523.0
2020-09-12,18.2638,18.4857,18.0919,18.2095,210523.0
2020-09-13,18.2638,18.4857,18.0919,18.2095,210523.0
2020-09-14,18.3091,18.5988,18.1642,18.5536,162070.0
2020-09-15,18.6351,18.7618,18.2819,18.5536,199382.0
2020-09-16,18.5988,19.8031,18.4359,19.7126,441830.0
2020-09-17,19.3957,20.0476,19.1874,19.4772,407737.0
2020-09-18,19.5949,19.8122,18.7709,18.8252,571675.0
2020-09-19,19.5949,19.8122,18.7709,18.8252,571675.0
2020-09-20,19.5949,19.8122,18.7709,18.8252,571675.0
2020-09-21,18.1914,18.1914,16.5705,16.7788,541945.0
2020-09-22,16.7064,16.9418,16.4709,16.9056,291747.0
2020-09-23,16.9327,17.2315,16.4075,16.4981,322571.0
2020-09-24,16.3351,17.141,16.2355,16.806,295593.0
2020-09-25,16.969,17.2406,16.6068,17.0686,235920.0
2020-09-26,16.969,17.2406,16.6068,17.0686,235920.0
2020-09-27,16.969,17.2406,16.6068,17.0686,235920.0
2020-09-28,17.4579,18.454,17.4579,17.9016,303165.0
2020-09-29,17.7839,18.2955,17.3493,17.476,286154.0
2020-09-30,17.6662,18.1733,17.63,17.802,313005.0
2020-10-01,17.6933,18.3544,17.6119,18.291,261952.0
2020-10-02,17.793,19.8213,17.6662,19.7307,293960.0
2020-10-03,17.793,19.8213,17.6662,19.7307,293960.0
2020-10-04,17.793,19.8213,17.6662,19.7307,293960.0
2020-10-05,19.8846,21.1342,19.8665,21.0618,360564.0
2020-10-06,21.3878,21.5054,20.3917,20.437,407419.0
2020-10-07,20.7901,21.5076,20.6181,20.9803,325925.0
2020-10-08,21.3153,21.5507,20.8354,21.3425,174817.0
2020-10-09,21.5055,21.6685,20.6362,20.7086,290218.0
2020-10-10,21.5055,21.6685,20.6362,20.7086,290218.0
2020-10-11,21.5055,21.6685,20.6362,20.7086,290218.0
2020-10-12,20.6996,21.0799,20.4279,20.8807,190697.0
2020-10-13,20.4732,20.7992,20.1472,20.2016,149237.0
2020-10-14,20.2468,21.2157,20.2197,20.3193,150227.0
2020-10-15,19.9209,20.6724,19.8394,20.6634,212131.0
2020-10-16,20.5819,21.2338,20.514,20.9531,128940.0
2020-10-17,20.5819,21.2338,20.514,20.9531,128940.0
2020-10-18,20.5819,21.2338,20.514,20.9531,128940.0
2020-10-19,20.9712,21.4421,20.2378,20.3464,248619.0
2020-10-20,20.4732,21.0256,20.2831,20.6362,163912.0
2020-10-21,20.5004,20.8082,19.8575,19.9118,333039.0
2020-10-22,19.9028,20.3464,19.8665,20.0476,224134.0
2020-10-23,20.1744,21.098,20.1228,21.0708,216574.0
2020-10-24,20.1744,21.098,20.1228,21.0708,216574.0
2020-10-25,20.1744,21.098,20.1228,21.0708,216574.0
2020-10-26,20.5457,20.7992,19.8213,19.9933,220546.0
2020-10-27,19.9661,19.9661,19.3097,19.4138,273133.0
2020-10-28,18.7437,19.1421,17.8835,18.454,217382.0
2020-10-29,18.3725,18.8795,17.9559,18.7618,282234.0
2020-10-30,18.5264,19.5677,18.3181,19.0516,190350.0
2020-10-31,18.5264,19.5677,18.3181,19.0516,190350.0
2020-11-01,18.5264,19.5677,18.3181,19.0516,190350.0
2020-11-02,19.4228,20.2378,19.3771,20.1925,154971.0
2020-11-03,20.6815,21.2338,20.3781,21.098,221735.0
2020-11-04,20.5185,20.5185,19.3957,19.6039,378896.0
2020-11-05,19.8665,20.8716,19.8665,20.446,161241.0
2020-11-06,20.6,20.6,20.2016,20.5185,126960.0
2020-11-07,20.6,20.6,20.2016,20.5185,126960.0
2020-11-08,20.6,20.6,20.2016,20.5185,126960.0
2020-11-09,21.8315,23.2802,21.4421,22.3657,612924.0
2020-11-10,22.6555,23.9367,22.6555,23.6877,439928.0
2020-11-11,23.8054,23.9684,22.8637,23.9594,300839.0
2020-11-12,23.5519,23.5519,21.9311,22.1755,402228.0
2020-11-13,22.411,23.2078,22.3385,22.9814,393290.0
2020-11-14,22.411,23.2078,22.3385,22.9814,393290.0
2020-11-15,22.411,23.2078,22.3385,22.9814,393290.0
2020-11-16,23.9141,24.7381,23.5338,24.7381,336709.0
2020-11-17,24.2944,24.72,24.0409,24.5298,115380.0
2020-11-18,24.7517,25.2994,24.5117,24.5208,166297.0
2020-11-19,24.4483,24.8467,23.9413,24.7834,119197.0
2020-11-20,25.5802,25.8247,24.8196,25.0912,277459.0
2020-11-21,25.5802,25.8247,24.8196,25.0912,277459.0
2020-11-22,25.5802,25.8247,24.8196,25.0912,277459.0
2020-11-23,25.5078,26.205,25.4896,26.1325,240232.0
2020-11-24,26.6399,26.8913,26.0914,26.1463,425898.0
2020-11-25,25.8903,26.0457,25.1406,25.6709,149969.0
2020-11-26,25.8903,26.0457,25.1406,25.6709,149969.0
2020-11-27,25.488,25.744,25.0134,25.4332,98160.0
2020-11-28,25.488,25.744,25.0134,25.4332,98160.0
2020-11-29,25.488,25.744,25.0134,25.4332,98160.0
2020-11-30,25.2869,25.5795,24.455,24.5738,454285.0
2020-12-01,25.2321,25.5703,24.7384,25.3509,171186.0
2020-12-02,25.2686,25.7897,25.1498,25.552,357379.0
2020-12-03,25.5246,26.1097,25.3143,25.9086,155018.0
2020-12-04,26.3017,27.609,26.128,27.5084,248908.0
2020-12-05,26.3017,27.609,26.128,27.5084,248908.0
2020-12-06,26.3017,27.609,26.128,27.5084,248908.0
2020-12-07,27.2799,27.417,26.3657,26.4937,366742.0
2020-12-08,26.1463,26.9873,26.1463,26.2925,389723.0
2020-12-09,26.7131,27.097,26.2377,26.3474,246902.0
2020-12-10,26.0,26.5302,25.424,25.68,142203.0
2020-12-11,25.2686,26.7405,25.2686,26.384,188185.0
2020-12-12,25.2686,26.7405,25.2686,26.384,188185.0
2020-12-13,25.2686,26.7405,25.2686,26.384,188185.0
2020-12-14,26.7954,27.1885,26.0731,26.1006,267936.0
2020-12-15,26.7314,27.3896,26.4023,27.3622,185224.0
2020-12-16,27.4353,27.4444,26.6765,26.6765,195927.0
2020-12-17,26.8502,27.1518,26.2971,26.6948,155160.0
2020-12-18,26.7314,27.3439,26.7039,27.2067,573490.0
2020-12-19,26.7314,27.3439,26.7039,27.2067,573490.0
2020-12-20,26.7314,27.3439,26.7039,27.2067,573490.0
2020-12-21,26.5302,26.8228,25.8994,26.6125,293486.0
2020-12-22,26.6582,27.161,26.464,27.0422,143697.0
2020-12-23,27.5176,27.8833,27.2067,27.7461,143292.0
2020-12-24,27.609,27.9198,27.3073,27.6547,59053.0
2020-12-25,27.609,27.9198,27.3073,27.6547,59053.0
2020-12-26,27.609,27.9198,27.3073,27.6547,59053.0
2020-12-27,27.609,27.9198,27.3073,27.6547,59053.0
2020-12-28,27.9655,28.0021,27.1565,27.1885,136759.0
2020-12-29,27.1336,27.2799,26.448,26.7862,101800.0
2020-12-30,26.8411,27.4627,26.5119,27.2067,94514.0
2020-12-31,27.0696,27.5084,26.7496,27.2525,131251.0
2021-01-01,27.0696,27.5084,26.7496,27.2525,131251.0
2021-01-02,27.0696,27.5084,26.7496,27.2525,131251.0
2021-01-03,27.0696,27.5084,26.7496,27.2525,131251.0
2021-01-04,27.5084,27.8375,25.8903,26.1554,264720.0
2021-01-05,26.6354,27.5816,26.1737,26.9599,490010.0
2021-01-06,27.6547,29.8579,27.6547,29.3094,631285.0
2021-01-07,29.6934,29.8168,28.7609,29.666,195059.0
2021-01-08,29.7757,29.7757,28.3221,28.9894,139534.0
2021-01-09,29.7757,29.7757,28.3221,28.9894,139534.0
2021-01-10,29.7757,29.7757,28.3221,28.9894,139534.0
2021-01-11,28.2398,29.1631,28.2398,28.9894,113808.0
2021-01-12,29.09,29.9402,28.706,29.6934,93504.0
2021-01-13,29.1814,29.8488,28.6603,28.7426,134399.0
2021-01-14,29.2271,29.6202,28.5141,29.3643,151404.0
2021-01-15,28.642,28.7792,27.5999,27.9838,141704.0
2021-01-16,28.642,28.7792,27.5999,27.9838,141704.0
2021-01-17,28.642,28.7792,27.5999,27.9838,141704.0
2021-01-18,28.642,28.7792,27.5999,27.9838,141704.0
2021-01-19,28.5506,28.8786,27.993,28.5598,138853.0
2021-01-20,28.7426,29.1357,28.5095,28.962,125246.0
2021-01-21,29.1266,29.1951,28.5689,28.6603,92081.0
2021-01-22,28.0661,28.834,27.5268,28.706,256145.0
2021-01-23,28.0661,28.834,27.5268,28.706,256145.0
2021-01-24,28.0661,28.834,27.5268,28.706,256145.0
2021-01-25,28.1301,28.6969,27.289,27.5633,122028.0
2021-01-26,28.057,28.4866,26.6399,26.7771,193141.0
2021-01-27,25.7623,25.7623,24.0984,24.7247,309755.0
2021-01-28,25.2321,26.6217,25.1589,26.2103,249437.0
2021-01-29,26.1554,26.5119,24.7475,25.1224,256709.0
2021-01-30,26.1554,26.5119,24.7475,25.1224,256709.0
2021-01-31,26.1554,26.5119,24.7475,25.1224,256709.0
2021-02-01,25.5246,26.0548,25.1498,25.9177,169723.0
2021-02-02,26.256,26.3017,25.6892,26.0731,111953.0
2021-02-03,25.9726,26.4205,25.6325,26.0731,129804.0
2021-02-04,26.4754,27.5084,26.2651,27.1519,179142.0
2021-02-05,27.4536,27.7736,26.9416,27.4353,136808.0
2021-02-06,27.4536,27.7736,26.9416,27.4353,136808.0
2021-02-07,27.4536,27.7736,26.9416,27.4353,136808.0
2021-02-08,27.8193,28.2672,27.6273,28.2672,113904.0
2021-02-09,27.8193,28.3221,27.5084,28.2124,94656.0
2021-02-10,28.4866,28.6603,27.8833,27.9838,132118.0
2021-02-11,28.3129,28.3221,27.3164,27.9747,169734.0
2021-02-12,27.6821,28.834,27.6821,28.7152,174240.0
2021-02-13,27.6821,28.834,27.6821,28.7152,174240.0
2021-02-14,27.6821,28.834,27.6821,28.7152,174240.0
2021-02-15,27.6821,28.834,27.6821,28.7152,174240.0
2021-02-16,28.9163,29.1631,28.5781,29.0717,242018.0
2021-02-17,29.6294,29.6477,25.1406,26.7679,800094.0
2021-02-18,26.8502,27.1016,25.5072,26.1463,455399.0
2021-02-19,26.4297,27.5496,26.4297,27.4262,195146.0
2021-02-20,26.4297,27.5496,26.4297,27.4262,195146.0
2021-02-21,26.4297,27.5496,26.4297,27.4262,195146.0
2021-02-22,27.4262,28.3586,27.417,27.5724,526277.0
2021-02-23,27.4262,28.1849,26.8411,27.9015,256059.0
2021-02-24,28.1392,29.7848,28.1209,29.1449,245324.0
2021-02-25,29.1126,29.1218,28.1996,28.3011,163525.0
2021-02-26,28.1996,29.0111,27.2499,28.5224,177571.0
2021-02-27,28.1996,29.0111,27.2499,28.5224,177571.0
2021-02-28,28.1996,29.0111,27.2499,28.5224,177571.0
2021-03-01,28.9281,29.961,28.9034,29.7765,156137.0
2021-03-02,30.0993,30.1823,29.5875,29.7673,153660.0
2021-03-03,30.1177,31.4733,29.8459,30.5788,259628.0
2021-03-04,30.6987,30.9569,29.1679,29.5921,276838.0
2021-03-05,30.4128,31.2542,29.3224,30.9477,206737.0
2021-03-06,30.4128,31.2542,29.3224,30.9477,206737.0
2021-03-07,30.4128,31.2542,29.3224,30.9477,206737.0
2021-03-08,31.0768,32.0727,30.5095,31.8514,199713.0
2021-03-09,32.2018,32.3125,31.3258,31.5102,212048.0
2021-03-10,31.7315,33.0363,31.667,32.709,210216.0
2021-03-11,33.0133,33.5607,32.6813,33.3914,178884.0
2021-03-12,33.4652,34.1291,32.9672,33.8986,134780.0
2021-03-13,33.4652,34.1291,32.9672,33.8986,134780.0
2021-03-14,33.4652,34.1291,32.9672,33.8986,134780.0
2021-03-15,33.8433,34.1706,32.8274,34.1107,177731.0
2021-03-16,34.0277,34.0277,32.4739,32.8197,339323.0
2021-03-17,32.6537,33.6865,32.1557,33.6219,184289.0
2021-03-18,33.29,34.3873,32.626,32.7736,239293.0
2021-03-19,32.6168,33.456,32.1926,32.7643,577563.0
2021-03-20,32.6168,33.456,32.1926,32.7643,577563.0
2021-03-21,32.6168,33.456,32.1926,32.7643,577563.0
2021-03-22,32.6906,32.7182,31.169,31.6024,252042.0
2021-03-23,31.086,31.3212,29.7581,29.8595,207834.0
2021-03-24,30.3667,31.6024,30.2837,30.4313,195368.0
2021-03-25,30.2007,31.4456,29.2509,31.2151,193556.0
2021-03-26,32.0543,32.9857,31.4041,32.9395,330125.0
2021-03-27,32.0543,32.9857,31.4041,32.9395,330125.0
2021-03-28,32.0543,32.9857,31.4041,32.9395,330125.0
2021-03-29,32.709,33.3084,31.1644,31.252,283198.0
2021-03-30,31.3719,33.5758,31.0952,33.4006,300205.0
2021-03-31,33.7787,35.872,33.3361,35.0421,652114.0
2021-04-01,35.0605,35.1942,34.0369,34.8761,310556.0
2021-04-02,35.0605,35.1942,34.0369,34.8761,310556.0
2021-04-03,35.0605,35.1942,34.0369,34.8761,310556.0
2021-04-04,35.0605,35.1942,34.0369,34.8761,310556.0
2021-04-05,35.6322,35.7521,34.166,34.5072,179999.0
2021-04-06,34.7562,35.4755,34.1476,34.7746,267480.0
2021-04-07,34.9222,34.9406,33.5666,33.6773,173262.0
2021-04-08,33.9355,33.9355,32.9119,33.8894,111370.0
2021-04-09,33.9447,34.3043,33.6035,34.166,71241.0
2021-04-10,33.9447,34.3043,33.6035,34.166,71241.0
2021-04-11,33.9447,34.3043,33.6035,34.166,71241.0
2021-04-12,34.3597,35.1066,33.7972,34.9591,160756.0
2021-04-13,34.7101,34.8945,33.4375,34.1384,348778.0
2021-04-14,33.4652,35.0882,33.4652,34.2675,186299.0
2021-04-15,34.7101,34.9406,34.0277,34.8576,126380.0
2021-04-16,35.3095,36.0196,35.1896,35.8536,220907.0
2021-04-17,35.3095,36.0196,35.1896,35.8536,220907.0
2021-04-18,35.3095,36.0196,35.1896,35.8536,220907.0
2021-04-19,35.7429,36.2778,35.1896,35.3925,213173.0
2021-04-20,35.2081,35.2081,33.4744,34.0461,141174.0
2021-04-21,33.9447,35.2173,33.6404,35.1343,161683.0
2021-04-22,35.2726,35.9596,33.4816,34.8761,165183.0
2021-04-23,35.1804,36.5636,35.1206,36.1118,187664.0
2021-04-24,35.1804,36.5636,35.1206,36.1118,187664.0
2021-04-25,35.1804,36.5636,35.1206,36.1118,187664.0
2021-04-26,36.4345,37.412,36.4345,37.1261,215690.0
2021-04-27,35.4109,36.3515,33.3176,36.3331,399901.0
2021-04-28,35.8766,38.2235,35.8766,37.9653,222512.0
2021-04-29,38.3526,38.5924,37.3475,37.5319,216310.0
2021-04-30,37.1261,37.4305,35.706,35.872,266666.0
2021-05-01,37.1261,37.4305,35.706,35.872,266666.0
2021-05-02,37.1261,37.4305,35.706,35.872,266666.0
2021-05-03,36.4161,36.6651,35.5861,36.1855,195143.0
2021-05-04,36.1855,36.2501,35.3925,35.9273,463811.0
2021-05-05,36.2778,36.3469,35.5308,35.8443,292393.0
2021-05-06,36.0472,36.6005,35.3556,36.6005,259740.0
2021-05-07,36.536,37.1261,36.2317,36.8587,398484.0
2021-05-08,36.536,37.1261,36.2317,36.8587,398484.0
2021-05-09,36.536,37.1261,36.2317,36.8587,398484.0
2021-05-10,36.8956,37.2553,36.3054,36.3146,186748.0
2021-05-11,35.3833,36.1487,34.7285,35.2911,117996.0
2021-05-12,35.0513,36.9225,33.8894,33.9724,145427.0
2021-05-13,34.1015,35.3372,33.9908,34.8945,110967.0
2021-05-14,35.4202,35.7014,35.0282,35.6046,101051.0
2021-05-15,35.4202,35.7014,35.0282,35.6046,101051.0
2021-05-16,35.4202,35.7014,35.0282,35.6046,101051.0
2021-05-17,35.4202,35.8536,34.5072,35.7706,446900.0
2021-05-18,35.9181,36.0749,34.4519,34.4888,117017.0
2021-05-19,33.6865,34.166,32.5891,33.8156,273284.0
2021-05-20,33.6035,33.8156,33.0041,33.207,161532.0
2021-05-21,33.6773,34.3412,33.1609,33.456,120435.0
2021-05-22,33.6773,34.3412,33.1609,33.456,120435.0
2021-05-23,33.6773,34.3412,33.1609,33.456,120435.0
2021-05-24,33.7142,33.9724,33.1516,33.7695,130160.0
2021-05-25,33.917,34.5533,33.0502,33.0779,125245.0
2021-05-26,33.0041,33.834,32.9672,33.7787,102213.0
2021-05-27,34.2767,34.7378,34.1107,34.1568,120728.0
2021-05-28,34.2029,34.6916,33.2346,34.4888,126706.0
2021-05-29,34.2029,34.6916,33.2346,34.4888,126706.0
