,ORLY US Equity,ORLY US Equity,ORLY US Equity,ORLY US Equity,ORLY US Equity
2021-09-17,600.74,607.3,597.6,599.34,973273.0
2021-09-18,600.74,607.3,597.6,599.34,973273.0
2021-09-19,600.74,607.3,597.6,599.34,973273.0
2021-09-20,595.44,600.0,592.22,599.01,596367.0
2021-09-21,602.2,610.546,601.85,607.22,392310.0
2021-09-22,612.23,622.98,607.59,620.26,503588.0
2021-09-23,621.51,629.395,621.51,626.33,410155.0
2021-09-24,622.53,627.19,620.0,625.54,291743.0
2021-09-25,622.53,627.19,620.0,625.54,291743.0
2021-09-26,622.53,627.19,620.0,625.54,291743.0
2021-09-27,624.22,624.46,616.73,623.68,361801.0
2021-09-28,623.08,624.125,609.94,613.06,464221.0
2021-09-29,614.66,628.43,613.87,626.0,305452.0
2021-09-30,625.85,625.85,608.36,611.06,459809.0
2021-10-01,612.82,614.695,599.86,604.44,338749.0
2021-10-02,612.82,614.695,599.86,604.44,338749.0
2021-10-03,612.82,614.695,599.86,604.44,338749.0
2021-10-04,603.96,609.455,594.2,598.28,598231.0
2021-10-05,599.99,611.605,595.78,607.62,572708.0
2021-10-06,604.98,614.28,602.01,612.93,475372.0
2021-10-07,617.8,619.29,611.03,611.82,419031.0
2021-10-08,611.79,615.595,607.22,610.25,465596.0
2021-10-09,611.79,615.595,607.22,610.25,465596.0
2021-10-10,611.79,615.595,607.22,610.25,465596.0
2021-10-11,609.96,613.065,604.975,605.22,268416.0
2021-10-12,608.81,612.0,604.33,608.92,210011.0
2021-10-13,609.7,612.99,601.73,612.34,266261.0
2021-10-14,612.52,625.47,611.945,625.13,288597.0
2021-10-15,628.35,633.12,628.0,628.99,349701.0
2021-10-16,628.35,633.12,628.0,628.99,349701.0
2021-10-17,628.35,633.12,628.0,628.99,349701.0
2021-10-18,629.17,640.255,629.17,638.33,478217.0
2021-10-19,639.9,641.19,632.54,638.24,344072.0
2021-10-20,642.56,648.44,639.655,644.41,328885.0
2021-10-21,647.92,663.78,643.805,663.25,321735.0
2021-10-22,664.52,669.09,659.91,663.57,281832.0
2021-10-23,664.52,669.09,659.91,663.57,281832.0
2021-10-24,664.52,669.09,659.91,663.57,281832.0
2021-10-25,664.74,666.51,659.415,661.34,409486.0
2021-10-26,662.53,663.72,657.13,658.35,312387.0
2021-10-27,658.09,658.42,647.1,650.95,620775.0
2021-10-28,644.0,645.32,613.28,624.8,951616.0
2021-10-29,624.31,632.37,618.26,622.32,552268.0
2021-10-30,624.31,632.37,618.26,622.32,552268.0
2021-10-31,624.31,632.37,618.26,622.32,552268.0
2021-11-01,622.33,625.44,615.925,619.73,535722.0
2021-11-02,621.93,628.95,617.66,621.1,592288.0
2021-11-03,622.75,624.94,614.01,621.57,436124.0
2021-11-04,620.83,636.33,620.83,633.87,532423.0
2021-11-05,637.0,639.66,631.16,638.08,311891.0
2021-11-06,637.0,639.66,631.16,638.08,311891.0
2021-11-07,637.0,639.66,631.16,638.08,311891.0
2021-11-08,637.63,640.62,630.92,635.16,238833.0
2021-11-09,636.84,647.55,635.5,643.45,291812.0
2021-11-10,642.79,649.04,642.79,647.97,267549.0
2021-11-11,649.24,652.83,644.43,645.09,240081.0
2021-11-12,649.91,654.73,645.43,648.98,254891.0
2021-11-13,649.91,654.73,645.43,648.98,254891.0
2021-11-14,649.91,654.73,645.43,648.98,254891.0
2021-11-15,649.03,656.79,648.24,649.76,236930.0
2021-11-16,648.68,659.52,645.62,652.0,431415.0
2021-11-17,653.92,657.705,639.58,640.97,377692.0
2021-11-18,642.36,649.3,638.53,645.95,332101.0
2021-11-19,648.85,648.85,634.9,636.17,367004.0
2021-11-20,648.85,648.85,634.9,636.17,367004.0
2021-11-21,648.85,648.85,634.9,636.17,367004.0
2021-11-22,638.0,646.56,636.89,640.17,411892.0
2021-11-23,639.19,653.36,636.59,651.31,285990.0
2021-11-24,647.75,649.35,642.53,646.51,303194.0
2021-11-25,647.75,649.35,642.53,646.51,303194.0
2021-11-26,640.42,643.0,632.63,635.73,255785.0
2021-11-27,640.42,643.0,632.63,635.73,255785.0
2021-11-28,640.42,643.0,632.63,635.73,255785.0
2021-11-29,641.37,647.88,634.65,644.15,315797.0
2021-11-30,641.87,651.82,633.34,638.16,689980.0
2021-12-01,642.41,652.43,636.26,636.74,454352.0
2021-12-02,637.81,663.41,637.81,657.35,560856.0
2021-12-03,661.98,668.49,655.42,659.18,467072.0
2021-12-04,661.98,668.49,655.42,659.18,467072.0
2021-12-05,661.98,668.49,655.42,659.18,467072.0
2021-12-06,665.4,672.87,660.7,661.43,395684.0
2021-12-07,666.33,675.8,663.39,672.79,482663.0
2021-12-08,678.2,683.19,666.14,674.72,396180.0
2021-12-09,674.72,680.92,670.945,672.0,297040.0
2021-12-10,677.91,682.43,673.65,682.37,261037.0
2021-12-11,677.91,682.43,673.65,682.37,261037.0
2021-12-12,677.91,682.43,673.65,682.37,261037.0
2021-12-13,681.53,683.72,669.43,671.76,429478.0
2021-12-14,672.33,673.11,663.89,667.36,519909.0
2021-12-15,668.13,689.9,668.13,687.21,425147.0
2021-12-16,691.39,696.58,684.35,687.47,472259.0
2021-12-17,686.74,691.37,672.445,676.07,1071443.0
2021-12-18,686.74,691.37,672.445,676.07,1071443.0
2021-12-19,686.74,691.37,672.445,676.07,1071443.0
2021-12-20,672.91,679.27,662.34,672.59,489442.0
2021-12-21,672.59,678.0,663.53,674.72,383599.0
2021-12-22,676.92,681.51,671.34,681.45,337615.0
2021-12-23,681.45,688.74,677.985,679.42,261705.0
2021-12-24,681.45,688.74,677.985,679.42,261705.0
2021-12-25,681.45,688.74,677.985,679.42,261705.0
2021-12-26,681.45,688.74,677.985,679.42,261705.0
2021-12-27,684.47,693.22,679.045,692.44,321083.0
2021-12-28,692.81,698.04,691.43,696.87,243565.0
2021-12-29,699.73,710.157,699.73,708.14,252754.0
2021-12-30,707.37,710.86,700.78,701.77,229233.0
2021-12-31,702.76,710.69,699.001,706.23,381915.0
2022-01-01,702.76,710.69,699.001,706.23,381915.0
2022-01-02,702.76,710.69,699.001,706.23,381915.0
2022-01-03,703.76,708.71,688.48,695.94,359333.0
2022-01-04,694.85,704.195,694.68,698.86,401043.0
2022-01-05,700.76,703.05,684.43,685.33,452100.0
2022-01-06,689.31,701.945,687.16,700.22,406188.0
2022-01-07,699.97,699.97,681.288,682.25,351078.0
2022-01-08,699.97,699.97,681.288,682.25,351078.0
2022-01-09,699.97,699.97,681.288,682.25,351078.0
2022-01-10,681.72,681.72,664.44,675.08,456710.0
2022-01-11,673.36,681.87,664.935,681.6,408525.0
2022-01-12,683.27,687.5,678.53,683.6,354214.0
2022-01-13,692.96,693.665,685.12,687.74,292143.0
2022-01-14,692.46,692.79,674.77,678.87,590466.0
2022-01-15,692.46,692.79,674.77,678.87,590466.0
2022-01-16,692.46,692.79,674.77,678.87,590466.0
2022-01-17,692.46,692.79,674.77,678.87,590466.0
2022-01-18,674.17,677.035,656.45,665.67,543150.0
2022-01-19,668.0,673.78,658.89,659.59,537986.0
2022-01-20,659.64,669.34,646.09,648.06,495087.0
2022-01-21,649.927,653.52,633.81,635.92,897346.0
2022-01-22,649.927,653.52,633.81,635.92,897346.0
2022-01-23,649.927,653.52,633.81,635.92,897346.0
2022-01-24,630.89,660.53,630.89,657.77,607114.0
2022-01-25,655.0,656.98,642.41,646.37,686397.0
2022-01-26,649.0,654.64,629.99,630.82,704888.0
2022-01-27,638.48,644.095,631.0,634.67,499686.0
2022-01-28,640.59,643.52,629.51,643.52,681699.0
2022-01-29,640.59,643.52,629.51,643.52,681699.0
2022-01-30,640.59,643.52,629.51,643.52,681699.0
2022-01-31,640.0,653.17,636.11,651.75,608434.0
2022-02-01,651.36,657.74,645.27,656.99,440936.0
2022-02-02,658.41,674.74,652.685,672.42,563782.0
2022-02-03,666.39,673.295,658.14,660.48,512078.0
2022-02-04,656.22,656.22,634.16,646.43,493194.0
2022-02-05,656.22,656.22,634.16,646.43,493194.0
2022-02-06,656.22,656.22,634.16,646.43,493194.0
2022-02-07,647.02,650.975,632.995,634.03,513115.0
2022-02-08,636.38,645.45,628.83,637.13,481333.0
2022-02-09,645.45,651.08,634.37,640.22,669046.0
2022-02-10,632.48,670.54,631.2,658.45,1291488.0
2022-02-11,660.66,674.48,655.001,668.28,688374.0
2022-02-12,660.66,674.48,655.001,668.28,688374.0
2022-02-13,660.66,674.48,655.001,668.28,688374.0
2022-02-14,672.81,672.81,651.12,661.04,783128.0
2022-02-15,664.91,677.81,661.565,674.76,671232.0
2022-02-16,676.91,680.96,669.78,678.44,588051.0
2022-02-17,676.62,683.24,670.01,674.94,602235.0
2022-02-18,673.93,684.435,673.4,676.96,569457.0
2022-02-19,673.93,684.435,673.4,676.96,569457.0
2022-02-20,673.93,684.435,673.4,676.96,569457.0
2022-02-21,673.93,684.435,673.4,676.96,569457.0
2022-02-22,674.92,677.46,647.113,652.21,975073.0
2022-02-23,653.0,655.5,626.41,631.75,626401.0
2022-02-24,622.92,638.27,620.82,637.16,620212.0
2022-02-25,638.27,655.28,635.83,654.71,404022.0
2022-02-26,638.27,655.28,635.83,654.71,404022.0
2022-02-27,638.27,655.28,635.83,654.71,404022.0
2022-02-28,649.7,653.67,640.23,649.24,729173.0
2022-03-01,647.42,660.42,645.711,656.52,748737.0
2022-03-02,656.52,681.435,654.65,675.87,580797.0
2022-03-03,680.75,687.23,673.71,684.19,744448.0
2022-03-04,679.42,686.69,671.68,674.09,725320.0
2022-03-05,679.42,686.69,671.68,674.09,725320.0
2022-03-06,679.42,686.69,671.68,674.09,725320.0
2022-03-07,674.0,682.41,657.07,660.43,574305.0
2022-03-08,661.22,672.78,650.55,655.17,584644.0
2022-03-09,665.39,679.77,661.935,674.7,493633.0
2022-03-10,665.3,676.95,660.15,675.58,454342.0
2022-03-11,682.71,689.75,674.675,675.11,404854.0
2022-03-12,682.71,689.75,674.675,675.11,404854.0
2022-03-13,682.71,689.75,674.675,675.11,404854.0
2022-03-14,678.07,686.59,670.33,674.82,726397.0
2022-03-15,679.74,697.41,675.59,695.84,603413.0
2022-03-16,698.22,701.53,683.33,700.86,591066.0
2022-03-17,696.05,701.75,691.16,701.32,487978.0
2022-03-18,694.24,696.15,670.05,689.98,958393.0
2022-03-19,694.24,696.15,670.05,689.98,958393.0
2022-03-20,694.24,696.15,670.05,689.98,958393.0
2022-03-21,689.85,691.19,678.38,685.47,515213.0
2022-03-22,690.69,690.749,681.56,687.0,567766.0
2022-03-23,686.84,689.37,680.01,688.25,670496.0
2022-03-24,688.18,701.42,684.795,700.24,612455.0
2022-03-25,702.87,704.25,694.39,703.36,521691.0
2022-03-26,702.87,704.25,694.39,703.36,521691.0
2022-03-27,702.87,704.25,694.39,703.36,521691.0
2022-03-28,705.0,705.0,682.61,686.55,578787.0
2022-03-29,692.44,703.615,689.54,702.52,538188.0
2022-03-30,702.51,704.16,693.68,696.53,484215.0
2022-03-31,700.74,700.74,684.4,684.96,563635.0
2022-04-01,688.41,692.16,665.01,667.43,532229.0
2022-04-02,688.41,692.16,665.01,667.43,532229.0
2022-04-03,688.41,692.16,665.01,667.43,532229.0
2022-04-04,668.2,687.555,662.175,686.85,532528.0
2022-04-05,682.82,697.95,682.34,690.49,662842.0
2022-04-06,688.35,702.59,682.51,701.14,496477.0
2022-04-07,695.33,728.451,695.33,726.83,750496.0
2022-04-08,725.0,747.0,723.38,736.47,476676.0
2022-04-09,725.0,747.0,723.38,736.47,476676.0
2022-04-10,725.0,747.0,723.38,736.47,476676.0
2022-04-11,733.73,739.35,721.04,723.94,364887.0
2022-04-12,725.17,732.207,714.113,717.55,456013.0
2022-04-13,720.22,724.94,713.115,724.1,384583.0
2022-04-14,724.57,729.5,712.87,713.88,407885.0
2022-04-15,724.57,729.5,712.87,713.88,407885.0
2022-04-16,724.57,729.5,712.87,713.88,407885.0
2022-04-17,724.57,729.5,712.87,713.88,407885.0
2022-04-18,710.0,727.35,709.91,721.62,469727.0
2022-04-19,723.1,733.42,722.18,730.29,475207.0
2022-04-20,734.06,744.72,733.405,743.86,431682.0
2022-04-21,746.6,748.68,726.6,728.15,433657.0
2022-04-22,725.18,725.5,706.13,707.77,483062.0
2022-04-23,725.18,725.5,706.13,707.77,483062.0
2022-04-24,725.18,725.5,706.13,707.77,483062.0
2022-04-25,706.94,715.9,699.21,713.42,471237.0
2022-04-26,713.72,722.49,707.41,714.25,551310.0
2022-04-27,714.25,722.49,707.56,713.29,643913.0
2022-04-28,654.18,666.485,621.54,623.28,1989115.0
2022-04-29,624.89,630.265,606.01,606.55,1149388.0
2022-04-30,624.89,630.265,606.01,606.55,1149388.0
2022-05-01,624.89,630.265,606.01,606.55,1149388.0
2022-05-02,603.21,624.7,601.575,610.65,917635.0
2022-05-03,612.12,613.87,596.31,603.49,676643.0
2022-05-04,601.78,629.483,599.9,628.08,816846.0
2022-05-05,624.27,627.503,596.93,603.55,683096.0
2022-05-06,599.05,609.43,586.82,608.4,683479.0
2022-05-07,599.05,609.43,586.82,608.4,683479.0
2022-05-08,599.05,609.43,586.82,608.4,683479.0
2022-05-09,603.79,614.51,600.15,610.07,872636.0
2022-05-10,622.35,627.99,604.27,611.81,842779.0
2022-05-11,608.11,619.81,603.78,607.53,810214.0
2022-05-12,606.34,628.18,606.34,622.34,770908.0
2022-05-13,619.51,643.13,619.01,635.62,594615.0
2022-05-14,619.51,643.13,619.01,635.62,594615.0
2022-05-15,619.51,643.13,619.01,635.62,594615.0
2022-05-16,634.35,643.965,629.7,638.83,566116.0
2022-05-17,648.99,652.3,636.1,648.34,533671.0
2022-05-18,637.32,638.51,592.55,599.87,963721.0
2022-05-19,597.61,609.83,586.35,601.53,805544.0
2022-05-20,602.27,602.61,562.9,572.57,1513531.0
2022-05-21,602.27,602.61,562.9,572.57,1513531.0
2022-05-22,602.27,602.61,562.9,572.57,1513531.0
2022-05-23,580.57,583.22,567.67,579.11,875793.0
2022-05-24,585.53,611.61,578.11,608.18,768906.0
2022-05-25,608.17,619.08,604.0,615.79,690120.0
2022-05-26,620.0,642.72,617.62,639.15,525592.0
2022-05-27,639.02,649.88,639.02,647.34,513519.0
2022-05-28,639.02,649.88,639.02,647.34,513519.0
2022-05-29,639.02,649.88,639.02,647.34,513519.0
2022-05-30,639.02,649.88,639.02,647.34,513519.0
2022-05-31,641.27,647.36,634.16,637.17,659299.0
2022-06-01,640.0,641.0,623.97,624.61,544945.0
2022-06-02,624.87,634.48,613.6,634.12,502147.0
2022-06-03,631.76,637.73,612.5,631.61,350812.0
2022-06-04,631.76,637.73,612.5,631.61,350812.0
2022-06-05,631.76,637.73,612.5,631.61,350812.0
2022-06-06,634.47,639.56,629.03,637.8,314654.0
2022-06-07,632.37,637.0,626.03,634.84,330705.0
2022-06-08,635.03,636.0,624.09,624.83,405983.0
2022-06-09,620.0,633.575,618.61,619.13,546000.0
2022-06-10,612.52,615.153,605.47,607.44,525505.0
2022-06-11,612.52,615.153,605.47,607.44,525505.0
2022-06-12,612.52,615.153,605.47,607.44,525505.0
2022-06-13,595.91,604.6,590.0,594.27,751076.0
2022-06-14,598.87,607.97,593.78,596.69,548117.0
2022-06-15,607.18,607.18,593.82,599.01,486605.0
2022-06-16,591.78,593.08,580.01,585.0,640091.0
2022-06-17,585.07,592.81,581.32,586.72,1092488.0
2022-06-18,585.07,592.81,581.32,586.72,1092488.0
2022-06-19,585.07,592.81,581.32,586.72,1092488.0
2022-06-20,585.07,592.81,581.32,586.72,1092488.0
2022-06-21,595.07,599.37,590.33,597.35,549048.0
2022-06-22,593.24,614.01,591.76,608.82,621210.0
2022-06-23,620.6,628.35,615.01,628.19,663758.0
2022-06-24,630.09,640.21,625.78,639.06,878338.0
2022-06-25,630.09,640.21,625.78,639.06,878338.0
2022-06-26,630.09,640.21,625.78,639.06,878338.0
2022-06-27,639.06,644.73,634.62,641.12,477020.0
2022-06-28,642.2,650.53,630.05,630.52,457635.0
2022-06-29,640.34,646.38,630.53,637.13,635050.0
2022-06-30,632.54,639.83,625.94,631.76,636223.0
2022-07-01,626.92,638.305,624.85,636.08,532478.0
2022-07-02,626.92,638.305,624.85,636.08,532478.0
2022-07-03,626.92,638.305,624.85,636.08,532478.0
2022-07-04,626.92,638.305,624.85,636.08,532478.0
2022-07-05,633.95,649.34,626.44,647.51,464360.0
2022-07-06,651.06,661.51,644.29,657.75,483139.0
2022-07-07,657.65,664.375,654.735,661.62,510005.0
2022-07-08,658.67,662.93,657.41,657.88,480153.0
2022-07-09,658.67,662.93,657.41,657.88,480153.0
2022-07-10,658.67,662.93,657.41,657.88,480153.0
2022-07-11,659.69,661.975,654.44,655.3,315838.0
2022-07-12,657.19,664.25,650.6,653.29,346777.0
2022-07-13,647.54,670.44,647.54,667.16,361846.0
2022-07-14,661.97,675.61,656.17,673.78,357311.0
2022-07-15,677.03,683.98,674.28,683.2,390196.0
2022-07-16,677.03,683.98,674.28,683.2,390196.0
2022-07-17,677.03,683.98,674.28,683.2,390196.0
2022-07-18,681.5,684.145,671.33,672.74,383992.0
2022-07-19,680.5,690.42,677.27,689.32,363063.0
2022-07-20,691.0,691.93,684.95,689.96,411669.0
2022-07-21,688.5,689.57,677.68,685.86,475940.0
2022-07-22,689.95,695.31,686.69,688.2,338440.0
2022-07-23,689.95,695.31,686.69,688.2,338440.0
2022-07-24,689.95,695.31,686.69,688.2,338440.0
2022-07-25,689.11,690.99,683.15,685.2,326249.0
2022-07-26,676.51,681.91,672.46,675.35,556577.0
2022-07-27,675.79,690.2,665.445,689.4,775549.0
2022-07-28,673.88,711.87,671.2,707.01,852490.0
2022-07-29,702.33,706.91,698.0,703.59,472642.0
2022-07-30,702.33,706.91,698.0,703.59,472642.0
2022-07-31,702.33,706.91,698.0,703.59,472642.0
2022-08-01,701.27,711.1,699.56,708.99,442432.0
2022-08-02,706.68,711.66,701.092,708.47,449383.0
2022-08-03,709.68,712.63,701.26,705.37,474637.0
2022-08-04,707.95,711.82,703.54,706.92,472983.0
2022-08-05,702.33,709.855,697.78,709.01,330430.0
2022-08-06,702.33,709.855,697.78,709.01,330430.0
2022-08-07,702.33,709.855,697.78,709.01,330430.0
2022-08-08,714.31,717.38,708.2,712.27,322696.0
2022-08-09,710.19,725.39,709.63,717.02,667212.0
2022-08-10,722.94,729.76,717.775,719.83,561303.0
2022-08-11,722.78,725.0,714.34,719.41,408541.0
2022-08-12,721.16,732.48,718.67,731.59,515612.0
2022-08-13,721.16,732.48,718.67,731.59,515612.0
2022-08-14,721.16,732.48,718.67,731.59,515612.0
2022-08-15,730.21,739.24,728.5,737.96,310536.0
2022-08-16,734.18,750.88,734.18,742.59,475713.0
2022-08-17,742.59,748.035,738.83,743.76,424591.0
2022-08-18,744.21,746.98,735.62,736.72,304475.0
2022-08-19,735.1,739.53,731.49,736.55,337450.0
2022-08-20,735.1,739.53,731.49,736.55,337450.0
2022-08-21,735.1,739.53,731.49,736.55,337450.0
2022-08-22,735.0,735.0,723.63,724.38,339835.0
2022-08-23,726.2,729.69,718.68,720.09,275160.0
2022-08-24,715.0,717.755,709.37,711.21,524711.0
2022-08-25,711.21,714.26,699.92,713.73,414762.0
2022-08-26,718.52,718.98,697.48,698.79,368739.0
2022-08-27,718.52,718.98,697.48,698.79,368739.0
2022-08-28,718.52,718.98,697.48,698.79,368739.0
2022-08-29,694.67,707.99,692.29,704.77,435193.0
2022-08-30,704.32,706.65,696.26,698.26,400939.0
2022-08-31,695.61,703.04,694.235,697.12,435418.0
2022-09-01,699.31,707.23,696.31,706.47,369511.0
2022-09-02,710.18,712.5,699.029,702.7,421085.0
2022-09-03,710.18,712.5,699.029,702.7,421085.0
2022-09-04,710.18,712.5,699.029,702.7,421085.0
2022-09-05,710.18,712.5,699.029,702.7,421085.0
2022-09-06,702.06,713.49,701.99,707.53,467875.0
2022-09-07,711.12,726.77,710.15,724.41,439436.0
2022-09-08,721.85,728.73,719.61,728.64,300701.0
2022-09-09,729.0,729.04,720.445,721.02,352361.0
2022-09-10,729.0,729.04,720.445,721.02,352361.0
2022-09-11,729.0,729.04,720.445,721.02,352361.0
2022-09-12,724.11,729.57,723.82,727.42,471602.0
2022-09-13,715.36,720.83,694.15,695.68,562687.0
2022-09-14,699.93,699.93,681.6,689.43,479450.0
2022-09-15,693.36,694.46,683.11,688.87,496337.0
2022-09-16,687.08,695.03,683.4,693.51,1093417.0
2022-09-17,687.08,695.03,683.4,693.51,1093417.0
2022-09-18,687.08,695.03,683.4,693.51,1093417.0
2022-09-19,693.35,703.19,685.895,695.28,808775.0
2022-09-20,690.66,703.99,688.54,701.07,452384.0
2022-09-21,706.34,711.07,695.425,695.425,486782.0
2022-09-22,693.78,696.53,684.15,693.56,385691.0
2022-09-23,689.53,695.335,680.0,688.23,461970.0
2022-09-24,689.53,695.335,680.0,688.23,461970.0
2022-09-25,689.53,695.335,680.0,688.23,461970.0
2022-09-26,687.94,703.54,687.94,693.72,533864.0
2022-09-27,694.59,704.335,691.16,693.19,503141.0
2022-09-28,701.07,722.14,696.72,717.63,533513.0
2022-09-29,709.69,713.92,701.43,711.76,444869.0
2022-09-30,712.5,713.6,701.02,703.35,517195.0
2022-10-01,712.5,713.6,701.02,703.35,517195.0
2022-10-02,712.5,713.6,701.02,703.35,517195.0
2022-10-03,708.54,725.178,707.195,718.19,478053.0
2022-10-04,722.57,735.68,722.57,729.71,505372.0
2022-10-05,726.34,738.92,725.05,732.09,349158.0
2022-10-06,736.31,739.85,731.08,732.41,300860.0
2022-10-07,728.38,729.32,705.71,710.77,466679.0
2022-10-08,728.38,729.32,705.71,710.77,466679.0
2022-10-09,728.38,729.32,705.71,710.77,466679.0
2022-10-10,712.18,727.59,708.18,724.57,375660.0
2022-10-11,726.98,744.605,726.95,730.9,653078.0
2022-10-12,735.63,735.63,725.63,727.56,402944.0
2022-10-13,715.44,742.57,714.795,737.98,525179.0
2022-10-14,745.0,746.47,731.36,731.91,486592.0
2022-10-15,745.0,746.47,731.36,731.91,486592.0
2022-10-16,745.0,746.47,731.36,731.91,486592.0
2022-10-17,737.31,741.69,731.8,736.27,479333.0
2022-10-18,747.86,748.07,734.97,742.11,382758.0
2022-10-19,739.63,748.39,734.156,737.72,372850.0
2022-10-20,739.15,742.01,727.43,730.92,427887.0
2022-10-21,731.03,744.74,729.59,744.07,418277.0
2022-10-22,731.03,744.74,729.59,744.07,418277.0
2022-10-23,731.03,744.74,729.59,744.07,418277.0
2022-10-24,750.0,770.08,749.815,768.46,580848.0
2022-10-25,771.57,778.425,761.645,775.73,652005.0
2022-10-26,778.44,780.595,768.31,777.46,734846.0
2022-10-27,817.0,819.19,801.94,813.22,946479.0
2022-10-28,811.39,839.215,809.67,836.3,567512.0
2022-10-29,811.39,839.215,809.67,836.3,567512.0
2022-10-30,811.39,839.215,809.67,836.3,567512.0
2022-10-31,832.18,845.24,831.535,837.17,534891.0
2022-11-01,838.51,839.398,828.972,834.0,562022.0
2022-11-02,837.46,842.33,813.91,815.11,690659.0
2022-11-03,812.37,824.16,808.64,819.37,339663.0
2022-11-04,821.52,827.28,805.25,815.74,473449.0
2022-11-05,821.52,827.28,805.25,815.74,473449.0
2022-11-06,821.52,827.28,805.25,815.74,473449.0
2022-11-07,816.3,830.955,815.88,830.2,373143.0
2022-11-08,834.84,840.67,826.245,833.51,309518.0
2022-11-09,830.32,841.25,827.445,828.7,427606.0
2022-11-10,847.93,848.65,834.25,843.85,467723.0
2022-11-11,839.34,842.22,808.805,815.6,652301.0
2022-11-12,839.34,842.22,808.805,815.6,652301.0
2022-11-13,839.34,842.22,808.805,815.6,652301.0
2022-11-14,822.19,833.0,819.62,824.92,562253.0
2022-11-15,825.54,828.0,808.23,825.12,568339.0
2022-11-16,814.68,841.84,814.22,833.98,631268.0
2022-11-17,833.98,835.81,822.15,829.98,358218.0
2022-11-18,829.98,839.515,827.88,838.27,399497.0
2022-11-19,829.98,839.515,827.88,838.27,399497.0
2022-11-20,829.98,839.515,827.88,838.27,399497.0
2022-11-21,841.95,852.25,840.37,846.39,493651.0
2022-11-22,850.96,853.895,844.5,852.13,332854.0
2022-11-23,850.76,855.188,850.0,850.82,225801.0
2022-11-24,850.76,855.188,850.0,850.82,225801.0
2022-11-25,850.13,858.38,848.45,855.97,154202.0
2022-11-26,850.13,858.38,848.45,855.97,154202.0
2022-11-27,850.13,858.38,848.45,855.97,154202.0
2022-11-28,851.24,861.5,851.24,852.56,422976.0
2022-11-29,852.0,855.1,843.18,849.73,411649.0
2022-11-30,847.36,870.92,845.245,864.54,797500.0
2022-12-01,869.06,869.99,853.74,857.18,339531.0
2022-12-02,848.93,859.23,846.81,858.41,365654.0
2022-12-03,848.93,859.23,846.81,858.41,365654.0
2022-12-04,848.93,859.23,846.81,858.41,365654.0
2022-12-05,849.7,851.45,840.32,843.1,331612.0
2022-12-06,840.0,841.19,820.8,829.66,681750.0
2022-12-07,828.72,834.484,821.5,828.79,558112.0
2022-12-08,832.04,839.74,831.65,836.36,324090.0
2022-12-09,834.3,836.36,826.58,827.8,327185.0
2022-12-10,834.3,836.36,826.58,827.8,327185.0
2022-12-11,834.3,836.36,826.58,827.8,327185.0
2022-12-12,831.07,834.89,824.16,834.35,342898.0
2022-12-13,844.72,845.14,815.72,818.76,521081.0
2022-12-14,820.92,826.17,807.17,814.5,529519.0
2022-12-15,809.99,811.97,801.42,807.2,485986.0
2022-12-16,806.82,815.33,800.38,811.77,1180658.0
2022-12-17,806.82,815.33,800.38,811.77,1180658.0
2022-12-18,806.82,815.33,800.38,811.77,1180658.0
2022-12-19,811.35,828.01,811.105,816.43,523983.0
2022-12-20,820.57,831.13,815.93,823.63,432280.0
2022-12-21,826.74,836.3,819.349,833.62,398631.0
2022-12-22,834.65,834.65,821.12,823.78,372591.0
2022-12-23,823.78,835.42,823.0,833.55,188403.0
2022-12-24,823.78,835.42,823.0,833.55,188403.0
2022-12-25,823.78,835.42,823.0,833.55,188403.0
2022-12-26,823.78,835.42,823.0,833.55,188403.0
2022-12-27,837.21,847.51,836.24,843.84,265168.0
2022-12-28,842.38,851.19,840.28,844.62,334153.0
2022-12-29,847.45,849.4,841.3,843.66,265712.0
2022-12-30,840.52,844.305,839.47,844.03,284081.0
2022-12-31,840.52,844.305,839.47,844.03,284081.0
2023-01-01,840.52,844.305,839.47,844.03,284081.0
2023-01-02,840.52,844.305,839.47,844.03,284081.0
2023-01-03,842.43,843.88,833.51,840.72,455493.0
2023-01-04,846.02,850.72,824.25,826.74,499225.0
2023-01-05,824.7,837.15,823.675,834.29,366639.0
2023-01-06,846.68,856.57,839.0,842.52,420224.0
2023-01-07,846.68,856.57,839.0,842.52,420224.0
2023-01-08,846.68,856.57,839.0,842.52,420224.0
2023-01-09,839.83,844.975,826.83,828.71,334634.0
2023-01-10,828.71,833.01,820.6,826.88,350846.0
2023-01-11,830.24,834.59,824.07,825.5,339840.0
2023-01-12,826.14,826.14,808.81,810.85,517883.0
2023-01-13,806.26,816.97,806.01,815.47,324955.0
2023-01-14,806.26,816.97,806.01,815.47,324955.0
2023-01-15,806.26,816.97,806.01,815.47,324955.0
2023-01-16,806.26,816.97,806.01,815.47,324955.0
2023-01-17,816.29,821.64,807.55,809.74,299942.0
2023-01-18,807.4,815.186,803.805,805.08,351916.0
2023-01-19,806.75,812.03,792.49,793.73,348684.0
2023-01-20,792.89,794.37,787.145,793.38,429618.0
2023-01-21,792.89,794.37,787.145,793.38,429618.0
2023-01-22,792.89,794.37,787.145,793.38,429618.0
2023-01-23,792.58,796.74,784.03,794.4,491861.0
2023-01-24,794.84,806.79,791.06,799.09,404308.0
2023-01-25,797.96,804.98,790.52,800.47,362299.0
2023-01-26,804.6,811.185,799.89,800.63,354345.0
