,BWXT US Equity,BWXT US Equity,BWXT US Equity,BWXT US Equity,BWXT US Equity
2020-03-12,43.0837,47.9461,40.5582,47.0886,1830988.0
2020-03-13,49.3125,50.6035,47.3901,49.5387,1967571.0
2020-03-14,49.3125,50.6035,47.3901,49.5387,1967571.0
2020-03-15,49.3125,50.6035,47.3901,49.5387,1967571.0
2020-03-16,45.4207,49.3266,44.7704,45.9672,1294032.0
2020-03-17,46.4761,47.5221,43.4606,44.9212,1280644.0
2020-03-18,41.9246,47.4655,38.7489,39.6064,843045.0
2020-03-19,39.7855,42.9517,38.0704,39.842,1161599.0
2020-03-20,40.4451,43.3004,39.7666,40.3226,876546.0
2020-03-21,40.4451,43.3004,39.7666,40.3226,876546.0
2020-03-22,40.4451,43.3004,39.7666,40.3226,876546.0
2020-03-23,39.7289,42.5748,38.6521,40.7561,935100.0
2020-03-24,42.7915,45.4018,41.7644,43.046,982201.0
2020-03-25,43.536,44.8553,41.8398,42.1884,816768.0
2020-03-26,42.7444,46.1745,42.6502,45.5903,1097661.0
2020-03-27,44.1768,45.5903,43.5831,44.45,1037623.0
2020-03-28,44.1768,45.5903,43.5831,44.45,1037623.0
2020-03-29,44.1768,45.5903,43.5831,44.45,1037623.0
2020-03-30,44.2804,45.4301,42.9093,44.7139,790548.0
2020-03-31,44.5726,47.1451,44.5631,45.9012,1010080.0
2020-04-01,44.4877,46.297,44.0637,45.2228,596968.0
2020-04-02,44.5726,47.5126,44.2899,47.3336,884350.0
2020-04-03,47.833,48.6058,46.3065,47.6634,712440.0
2020-04-04,47.833,48.6058,46.3065,47.6634,712440.0
2020-04-05,47.833,48.6058,46.3065,47.6634,712440.0
2020-04-06,48.6811,49.9062,47.8048,48.0592,724335.0
2020-04-07,50.0664,50.0664,47.1734,47.2771,883741.0
2020-04-08,47.5126,49.3785,47.3996,47.5315,750875.0
2020-04-09,48.5115,49.6329,47.8283,48.3419,761143.0
2020-04-10,48.5115,49.6329,47.8283,48.3419,761143.0
2020-04-11,48.5115,49.6329,47.8283,48.3419,761143.0
2020-04-12,48.5115,49.6329,47.8283,48.3419,761143.0
2020-04-13,48.1911,48.3419,46.6457,47.4561,578303.0
2020-04-14,47.9838,48.6529,47.7011,48.0686,576167.0
2020-04-15,47.2771,47.7482,46.853,47.475,476637.0
2020-04-16,47.4938,48.1629,47.164,47.9838,518124.0
2020-04-17,49.3879,49.8591,48.1629,49.3219,416267.0
2020-04-18,49.3879,49.8591,48.1629,49.3219,416267.0
2020-04-19,49.3879,49.8591,48.1629,49.3219,416267.0
2020-04-20,48.4833,49.4633,48.389,48.8036,458851.0
2020-04-21,47.9461,49.0298,47.0226,47.4561,399180.0
2020-04-22,48.1534,48.9733,47.2488,48.3419,484014.0
2020-04-23,48.9262,49.8968,48.5304,48.9262,378323.0
2020-04-24,48.9638,49.5481,48.0592,48.7283,521843.0
2020-04-25,48.9638,49.5481,48.0592,48.7283,521843.0
2020-04-26,48.9638,49.5481,48.0592,48.7283,521843.0
2020-04-27,48.8979,50.971,48.8979,50.3397,602778.0
2020-04-28,50.8862,51.5553,50.2548,50.6506,377039.0
2020-04-29,51.037,51.7967,50.4716,50.6506,582993.0
2020-04-30,50.1606,50.5328,49.8308,50.0004,669619.0
2020-05-01,49.4162,49.8685,48.3183,48.7283,479210.0
2020-05-02,49.4162,49.8685,48.3183,48.7283,479210.0
2020-05-03,49.4162,49.8685,48.3183,48.7283,479210.0
2020-05-04,48.2571,48.945,47.4184,48.1157,644751.0
2020-05-05,49.7837,51.6589,49.256,51.0276,771794.0
2020-05-06,51.3857,52.8651,51.0841,52.4693,728058.0
2020-05-07,54.0996,54.1608,52.6013,52.997,588634.0
2020-05-08,53.7132,55.7298,53.3834,55.2115,877646.0
2020-05-09,53.7132,55.7298,53.3834,55.2115,877646.0
2020-05-10,53.7132,55.7298,53.3834,55.2115,877646.0
2020-05-11,54.6556,55.5037,53.9771,55.0042,633536.0
2020-05-12,55.155,55.3246,52.3374,52.5259,545440.0
2020-05-13,52.1866,52.1866,50.3585,50.9333,703794.0
2020-05-14,50.3585,50.5564,47.7529,48.6435,1271050.0
2020-05-15,48.7097,52.7578,48.3692,52.02,975869.0
2020-05-16,48.7097,52.7578,48.3692,52.02,975869.0
2020-05-17,48.7097,52.7578,48.3692,52.02,975869.0
2020-05-18,53.7698,54.9946,53.1929,54.6116,571081.0
2020-05-19,54.4981,56.1816,54.3089,54.3089,644108.0
2020-05-20,54.7629,55.1696,53.7603,54.1387,691244.0
2020-05-21,53.9495,54.6683,53.2685,54.2805,604337.0
2020-05-22,54.167,54.2711,53.505,53.959,446435.0
2020-05-23,54.167,54.2711,53.505,53.959,446435.0
2020-05-24,54.167,54.2711,53.505,53.959,446435.0
2020-05-25,54.167,54.2711,53.505,53.959,446435.0
2020-05-26,55.3682,56.0776,55.1223,55.6047,415615.0
2020-05-27,57.8936,58.4705,56.8153,58.4327,515219.0
2020-05-28,58.9718,62.0457,58.9718,59.823,1571006.0
2020-05-29,59.4447,59.7285,58.8016,59.1799,793844.0
2020-05-30,59.4447,59.7285,58.8016,59.1799,793844.0
2020-05-31,59.4447,59.7285,58.8016,59.1799,793844.0
2020-06-01,59.1893,60.1162,58.4611,58.584,620751.0
2020-06-02,58.8678,58.9813,58.2814,58.6597,531507.0
2020-06-03,59.1042,59.9365,58.2955,58.6786,591617.0
2020-06-04,58.5273,59.1799,57.3639,57.8652,656883.0
2020-06-05,59.2839,59.2839,57.4207,57.7801,753997.0
2020-06-06,59.2839,59.2839,57.4207,57.7801,753997.0
2020-06-07,59.2839,59.2839,57.4207,57.7801,753997.0
2020-06-08,58.3192,59.823,57.8841,59.7663,598168.0
2020-06-09,59.2745,60.2676,58.3286,59.6906,335309.0
2020-06-10,60.069,60.069,58.7874,59.1042,443571.0
2020-06-11,57.3355,57.9219,56.1343,56.1911,604501.0
2020-06-12,57.6666,58.0922,54.6778,55.6047,579820.0
2020-06-13,57.6666,58.0922,54.6778,55.6047,579820.0
2020-06-14,57.6666,58.0922,54.6778,55.6047,579820.0
2020-06-15,54.4792,56.7255,54.1765,56.1249,815916.0
2020-06-16,57.9787,58.3097,56.3424,56.7018,385769.0
2020-06-17,56.7491,57.4869,56.7302,56.9856,393425.0
2020-06-18,56.5032,56.7964,55.3209,55.7371,320416.0
2020-06-19,56.3141,56.8615,54.8291,55.1129,925506.0
2020-06-20,56.3141,56.8615,54.8291,55.1129,925506.0
2020-06-21,56.3141,56.8615,54.8291,55.1129,925506.0
2020-06-22,55.6141,55.7466,54.8859,55.4534,265123.0
2020-06-23,55.9263,56.0445,54.7913,54.8291,694138.0
2020-06-24,54.5643,54.621,52.8429,52.8713,369633.0
2020-06-25,52.3984,53.1739,51.7505,53.1456,503043.0
2020-06-26,52.8807,53.505,52.2092,52.2092,534306.0
2020-06-27,52.8807,53.505,52.2092,52.2092,534306.0
2020-06-28,52.8807,53.505,52.2092,52.2092,534306.0
2020-06-29,52.6348,53.1456,52.4835,53.0699,437768.0
2020-06-30,53.1456,53.6941,52.7389,53.5712,490717.0
2020-07-01,53.8928,54.3562,53.2732,53.4009,281027.0
2020-07-02,53.9117,54.2805,52.9753,53.0321,320726.0
2020-07-03,53.9117,54.2805,52.9753,53.0321,320726.0
2020-07-04,53.9117,54.2805,52.9753,53.0321,320726.0
2020-07-05,53.9117,54.2805,52.9753,53.0321,320726.0
2020-07-06,53.7603,53.9022,52.5119,52.9564,488762.0
2020-07-07,52.7483,53.1929,51.0648,51.2728,590188.0
2020-07-08,51.2445,51.6606,50.6108,50.6959,440199.0
2020-07-09,50.5256,50.7148,48.3503,48.6151,457448.0
2020-07-10,48.4827,49.3528,48.2558,49.2772,672226.0
2020-07-11,48.4827,49.3528,48.2558,49.2772,672226.0
2020-07-12,48.4827,49.3528,48.2558,49.2772,672226.0
2020-07-13,49.6839,49.7312,48.0476,48.1043,367185.0
2020-07-14,47.7922,48.0476,46.9126,47.7071,341863.0
2020-07-15,48.1706,49.1826,48.1233,48.8799,784088.0
2020-07-16,48.7853,49.7595,48.4732,49.6082,413712.0
2020-07-17,50.1,50.4547,49.6082,49.8068,422702.0
2020-07-18,50.1,50.4547,49.6082,49.8068,422702.0
2020-07-19,50.1,50.4547,49.6082,49.8068,422702.0
2020-07-20,49.5231,49.8163,48.8043,49.5325,278734.0
2020-07-21,49.438,50.7199,49.438,50.1473,374513.0
2020-07-22,50.0149,51.4053,49.7879,51.2728,440797.0
2020-07-23,51.2445,52.4267,51.2445,51.3674,432045.0
2020-07-24,51.3674,51.7079,50.781,50.904,342752.0
2020-07-25,51.3674,51.7079,50.781,50.904,342752.0
2020-07-26,51.3674,51.7079,50.781,50.904,342752.0
2020-07-27,50.6581,51.0837,50.3932,50.5824,313690.0
2020-07-28,50.6297,51.4525,50.5257,51.0837,372169.0
2020-07-29,51.2255,51.5471,50.9134,51.2918,304704.0
2020-07-30,50.8756,51.4525,50.6959,50.9513,377843.0
2020-07-31,50.9986,51.7174,50.677,51.566,439687.0
2020-08-01,50.9986,51.7174,50.677,51.566,439687.0
2020-08-02,50.9986,51.7174,50.677,51.566,439687.0
2020-08-03,51.4904,51.6701,50.6202,51.4242,525284.0
2020-08-04,54.4602,58.3665,54.1292,55.652,1009261.0
2020-08-05,56.1533,56.1533,54.4271,54.9237,686958.0
2020-08-06,54.5737,55.1468,52.7483,53.3536,577557.0
2020-08-07,53.4861,54.5548,53.4861,54.2522,593822.0
2020-08-08,53.4861,54.5548,53.4861,54.2522,593822.0
2020-08-09,53.4861,54.5548,53.4861,54.2522,593822.0
2020-08-10,54.7818,56.0482,54.692,55.7844,516001.0
2020-08-11,56.5127,56.6451,55.8695,55.9925,513746.0
2020-08-12,56.1627,56.3235,55.0561,55.3115,356520.0
2020-08-13,54.8575,55.4628,54.6589,54.9332,240179.0
2020-08-14,54.2995,56.0398,54.2995,55.9357,370540.0
2020-08-15,54.2995,56.0398,54.2995,55.9357,370540.0
2020-08-16,54.2995,56.0398,54.2995,55.9357,370540.0
2020-08-17,55.9925,56.2384,55.2358,55.3209,280316.0
2020-08-18,55.3684,55.8238,54.9983,55.2355,306679.0
2020-08-19,55.0078,55.9994,54.7706,55.3399,301207.0
2020-08-20,54.9224,55.1596,54.2012,54.4859,378908.0
2020-08-21,54.2012,54.5808,53.4516,53.7268,521881.0
2020-08-22,54.2012,54.5808,53.4516,53.7268,521881.0
2020-08-23,54.2012,54.5808,53.4516,53.7268,521881.0
2020-08-24,54.0304,55.2071,53.6224,55.1596,348830.0
2020-08-25,55.226,55.9662,54.9698,55.4822,441501.0
2020-08-26,55.0363,55.0779,52.5406,52.9297,654899.0
2020-08-27,52.9961,53.518,52.4458,52.4742,527334.0
2020-08-28,52.7494,53.3472,52.4363,53.1384,431084.0
2020-08-29,52.7494,53.3472,52.4363,53.1384,431084.0
2020-08-30,52.7494,53.3472,52.4363,53.1384,431084.0
2020-08-31,53.0151,53.1954,52.5881,52.7684,272492.0
2020-09-01,52.4363,52.9107,52.1326,52.218,343530.0
2020-09-02,52.1895,54.2487,52.1231,54.1538,802972.0
2020-09-03,54.2771,54.6282,53.5322,54.4479,991297.0
2020-09-04,54.9508,55.8808,54.4005,55.5392,654423.0
2020-09-05,54.9508,55.8808,54.4005,55.5392,654423.0
2020-09-06,54.9508,55.8808,54.4005,55.5392,654423.0
2020-09-07,54.9508,55.8808,54.4005,55.5392,654423.0
2020-09-08,55.1881,55.2215,53.8691,54.2866,667848.0
2020-09-09,55.4727,55.5297,54.5713,55.3209,1013953.0
2020-09-10,55.5297,56.0041,53.3709,53.5655,814535.0
2020-09-11,53.5275,53.7173,53.1195,53.6034,471103.0
2020-09-12,53.5275,53.7173,53.1195,53.6034,471103.0
2020-09-13,53.5275,53.7173,53.1195,53.6034,471103.0
2020-09-14,53.8217,54.5713,53.8217,54.4954,363077.0
2020-09-15,54.4005,54.7421,53.945,54.2676,408102.0
2020-09-16,54.3815,55.1122,54.2866,54.7895,408595.0
2020-09-17,54.391,55.7005,54.0779,55.4348,490757.0
2020-09-18,55.4253,56.545,55.4158,56.2224,1176915.0
2020-09-19,55.4253,56.545,55.4158,56.2224,1176915.0
2020-09-20,55.4253,56.545,55.4158,56.2224,1176915.0
2020-09-21,55.6056,55.7384,54.8749,54.9983,634278.0
2020-09-22,55.3304,55.9662,55.0837,55.8143,347012.0
2020-09-23,56.0136,56.6589,54.7516,54.7611,680257.0
2020-09-24,54.7516,54.9319,53.2428,53.8596,436218.0
2020-09-25,53.6793,54.5903,53.3994,54.4384,356188.0
2020-09-26,53.6793,54.5903,53.3994,54.4384,356188.0
2020-09-27,53.6793,54.5903,53.3994,54.4384,356188.0
2020-09-28,54.7895,55.6198,54.7895,54.9034,187843.0
2020-09-29,54.6757,54.8939,54.1348,54.3436,211838.0
2020-09-30,54.5333,54.9414,53.1574,53.4326,355935.0
2020-10-01,53.499,54.0589,52.8063,53.7552,431918.0
2020-10-02,53.0151,54.4384,53.0151,53.537,486023.0
2020-10-03,53.0151,54.4384,53.0151,53.537,486023.0
2020-10-04,53.0151,54.4384,53.0151,53.537,486023.0
2020-10-05,53.983,54.4479,53.1574,53.3093,364951.0
2020-10-06,53.4895,53.7742,52.0757,52.1895,646877.0
2020-10-07,52.4742,52.9107,51.8954,52.6071,690317.0
2020-10-08,52.7968,55.0552,52.7968,55.0078,420910.0
2020-10-09,54.8844,55.5676,54.4859,54.8939,446364.0
2020-10-10,54.8844,55.5676,54.4859,54.8939,446364.0
2020-10-11,54.8844,55.5676,54.4859,54.8939,446364.0
2020-10-12,55.1881,55.8618,54.9414,55.8049,394216.0
2020-10-13,55.5961,55.9757,54.7231,54.8749,390364.0
2020-10-14,54.7706,56.2129,54.7706,55.71,506848.0
2020-10-15,56.2888,56.7822,55.6625,55.8998,583021.0
2020-10-16,56.08,56.3173,54.9319,54.9698,274573.0
2020-10-17,56.08,56.3173,54.9319,54.9698,274573.0
2020-10-18,56.08,56.3173,54.9319,54.9698,274573.0
2020-10-19,54.8939,55.5012,53.7552,54.0304,203453.0
2020-10-20,54.2107,54.5428,53.2238,53.2998,273888.0
2020-10-21,53.2238,53.4734,52.692,52.9297,506350.0
2020-10-22,52.8348,54.5238,52.8348,54.3436,475821.0
2020-10-23,54.6757,55.1596,54.5191,54.6946,353288.0
2020-10-24,54.6757,55.1596,54.5191,54.6946,353288.0
2020-10-25,54.6757,55.1596,54.5191,54.6946,353288.0
2020-10-26,54.0779,54.1633,53.0056,53.7363,480065.0
2020-10-27,53.5465,53.6176,53.0341,53.1384,298929.0
2020-10-28,52.4742,53.0126,50.8896,50.975,456435.0
2020-10-29,50.7472,51.8574,50.3582,51.4114,402257.0
2020-10-30,51.3735,52.4078,51.2501,52.199,401381.0
2020-10-31,51.3735,52.4078,51.2501,52.199,401381.0
2020-11-01,51.3735,52.4078,51.2501,52.199,401381.0
2020-11-02,51.9428,53.3093,50.3107,52.1231,782624.0
2020-11-03,52.8822,53.5396,52.0899,52.5976,395327.0
2020-11-04,52.2939,53.1479,51.3071,51.5158,374587.0
2020-11-05,51.6487,52.5406,51.2501,51.9808,484623.0
2020-11-06,51.9713,52.4552,51.5111,52.2465,400198.0
2020-11-07,51.9713,52.4552,51.5111,52.2465,400198.0
2020-11-08,51.9713,52.4552,51.5111,52.2465,400198.0
2020-11-09,54.429,54.5333,51.364,51.5917,476521.0
2020-11-10,52.0093,52.6687,51.6202,52.3129,446151.0
2020-11-11,52.3888,52.8538,52.1611,52.7114,396419.0
2020-11-12,52.5501,53.2618,52.3983,52.4552,421564.0
2020-11-13,52.9107,53.8217,52.9107,53.4895,279293.0
2020-11-14,52.9107,53.8217,52.9107,53.4895,279293.0
2020-11-15,52.9107,53.8217,52.9107,53.4895,279293.0
2020-11-16,53.9735,54.2487,53.2049,53.6414,372808.0
2020-11-17,53.0151,54.0494,52.9012,53.7742,305476.0
2020-11-18,53.926,54.9414,53.926,54.0494,370161.0
2020-11-19,53.8971,54.4636,53.1354,54.2779,307186.0
2020-11-20,54.3636,54.8301,53.2116,53.2116,456731.0
2020-11-21,54.3636,54.8301,53.2116,53.2116,456731.0
2020-11-22,54.3636,54.8301,53.2116,53.2116,456731.0
2020-11-23,53.5258,54.5969,53.383,54.316,280672.0
2020-11-24,54.7825,56.0678,54.6111,55.8298,309849.0
2020-11-25,55.706,55.7251,54.6778,55.3252,297251.0
2020-11-26,55.706,55.7251,54.6778,55.3252,297251.0
2020-11-27,55.3347,55.8393,54.5476,54.8016,108628.0
2020-11-28,55.3347,55.8393,54.5476,54.8016,108628.0
2020-11-29,55.3347,55.8393,54.5476,54.8016,108628.0
2020-11-30,54.8682,55.4775,53.7733,54.1541,274072.0
2020-12-01,54.554,54.9396,53.9237,54.2113,293271.0
2020-12-02,54.1827,54.4302,53.402,53.9923,254741.0
2020-12-03,54.0208,55.1729,53.878,54.0208,274081.0
2020-12-04,54.2303,54.9634,54.0304,54.8777,394764.0
2020-12-05,54.2303,54.9634,54.0304,54.8777,394764.0
2020-12-06,54.2303,54.9634,54.0304,54.8777,394764.0
2020-12-07,55.0777,55.8488,54.4778,55.8012,333690.0
2020-12-08,55.7251,57.3436,55.7251,57.2579,475100.0
2020-12-09,57.1532,57.8101,56.8104,57.7149,497371.0
2020-12-10,57.3246,59.1621,57.2055,59.124,473750.0
2020-12-11,58.9431,60.3426,58.886,59.6,664678.0
2020-12-12,58.9431,60.3426,58.886,59.6,664678.0
2020-12-13,58.9431,60.3426,58.886,59.6,664678.0
2020-12-14,59.4667,59.7428,57.8672,58.1719,779768.0
2020-12-15,58.3338,59.4858,58.1492,59.1525,595289.0
2020-12-16,59.1906,59.7524,57.8006,58.1053,260997.0
2020-12-17,58.2671,58.9145,57.3436,57.6197,446833.0
2020-12-18,57.5245,58.3433,57.0961,57.277,939243.0
2020-12-19,57.5245,58.3433,57.0961,57.277,939243.0
2020-12-20,57.5245,58.3433,57.0961,57.277,939243.0
2020-12-21,56.3344,57.2579,55.5918,56.6295,261552.0
2020-12-22,56.62,56.9628,56.1059,56.1725,241368.0
2020-12-23,56.9437,58.3052,56.7533,58.2671,374219.0
2020-12-24,58.2005,58.2005,57.2198,57.2579,108556.0
2020-12-25,58.2005,58.2005,57.2198,57.2579,108556.0
2020-12-26,58.2005,58.2005,57.2198,57.2579,108556.0
2020-12-27,58.2005,58.2005,57.2198,57.2579,108556.0
2020-12-28,57.4959,58.2005,57.2674,57.4198,144202.0
2020-12-29,57.4198,57.5816,56.4486,56.7819,152690.0
2020-12-30,56.9056,58.0767,56.9056,57.277,254407.0
2020-12-31,57.1246,57.9053,56.5343,57.3912,222128.0
2021-01-01,57.1246,57.9053,56.5343,57.3912,222128.0
2021-01-02,57.1246,57.9053,56.5343,57.3912,222128.0
2021-01-03,57.1246,57.9053,56.5343,57.3912,222128.0
2021-01-04,57.3912,57.991,56.0488,56.1249,316388.0
2021-01-05,56.1249,57.0104,56.1249,56.382,367307.0
2021-01-06,56.5724,58.5813,56.5724,58.0767,324100.0
2021-01-07,56.2487,57.4007,55.9678,56.0869,368730.0
2021-01-08,56.382,57.0675,55.925,56.3915,289922.0
2021-01-09,56.382,57.0675,55.925,56.3915,289922.0
2021-01-10,56.382,57.0675,55.925,56.3915,289922.0
2021-01-11,56.0678,57.2198,56.0678,56.9342,245344.0
2021-01-12,57.0294,58.0957,56.9532,57.4388,282855.0
2021-01-13,57.5245,57.7244,56.8961,57.2103,269952.0
2021-01-14,58.0767,58.8098,57.7054,58.2862,304886.0
2021-01-15,57.9815,57.9815,56.9628,56.9818,246010.0
2021-01-16,57.9815,57.9815,56.9628,56.9818,246010.0
2021-01-17,57.9815,57.9815,56.9628,56.9818,246010.0
2021-01-18,57.9815,57.9815,56.9628,56.9818,246010.0
2021-01-19,57.1246,57.6483,56.8866,57.1151,358710.0
2021-01-20,57.2865,57.5531,55.8393,56.0583,348826.0
2021-01-21,56.0393,56.6295,55.1443,55.5156,268520.0
2021-01-22,55.2205,55.9345,55.0205,55.3918,340736.0
2021-01-23,55.2205,55.9345,55.0205,55.3918,340736.0
2021-01-24,55.2205,55.9345,55.0205,55.3918,340736.0
2021-01-25,55.3728,56.6438,55.0967,55.1824,232087.0
2021-01-26,55.1538,55.5061,54.3731,54.5635,325833.0
2021-01-27,53.9066,54.1532,51.6162,52.2595,438547.0
2021-01-28,52.1357,53.0973,52.012,52.488,400974.0
2021-01-29,52.1643,52.5832,51.317,51.336,425202.0
2021-01-30,52.1643,52.5832,51.317,51.336,425202.0
2021-01-31,52.1643,52.5832,51.317,51.336,425202.0
2021-02-01,51.5169,52.507,51.0981,52.3071,353848.0
2021-02-02,52.8308,53.6019,52.4975,53.3449,444874.0
2021-02-03,52.9355,53.5543,52.6784,52.7831,309656.0
2021-02-04,53.5353,54.0589,52.926,53.7447,387501.0
2021-02-05,53.9732,54.316,53.2687,53.421,340220.0
2021-02-06,53.9732,54.316,53.2687,53.421,340220.0
2021-02-07,53.9732,54.316,53.2687,53.421,340220.0
2021-02-08,53.6781,54.3779,53.6686,54.2589,395322.0
2021-02-09,54.2589,54.7254,53.8685,53.9923,306396.0
2021-02-10,54.078,55.2014,54.078,54.3636,370405.0
2021-02-11,54.4969,56.1249,54.4969,55.7536,408833.0
2021-02-12,55.6013,56.3439,55.3789,56.3154,274659.0
2021-02-13,55.6013,56.3439,55.3789,56.3154,274659.0
2021-02-14,55.6013,56.3439,55.3789,56.3154,274659.0
2021-02-15,55.6013,56.3439,55.3789,56.3154,274659.0
2021-02-16,56.7247,57.4578,55.8869,56.5819,460386.0
2021-02-17,56.5058,57.2246,56.2582,56.8295,345301.0
2021-02-18,56.6391,56.9913,56.0869,56.0869,1210447.0
2021-02-19,56.3439,56.6676,55.5347,55.7822,1014057.0
2021-02-20,56.3439,56.6676,55.5347,55.7822,1014057.0
2021-02-21,56.3439,56.6676,55.5347,55.7822,1014057.0
2021-02-22,55.5632,56.1249,54.4969,54.9634,696391.0
2021-02-23,53.3258,55.2776,52.0786,54.6968,1703712.0
2021-02-24,54.8968,58.0386,54.8777,57.4007,610797.0
2021-02-25,57.0865,57.6673,56.3725,56.4962,328914.0
2021-02-26,56.5534,56.5534,54.9634,55.23,621525.0
2021-02-27,56.5534,56.5534,54.9634,55.23,621525.0
2021-02-28,56.5534,56.5534,54.9634,55.23,621525.0
2021-03-01,55.9345,57.1341,55.7393,57.1246,489225.0
2021-03-02,57.1913,58.229,56.8104,57.5531,690127.0
2021-03-03,57.6007,58.0767,56.9913,57.0294,553523.0
2021-03-04,56.7724,57.0199,54.7635,55.2585,514951.0
2021-03-05,55.706,57.0961,54.4207,56.8866,466209.0
2021-03-06,55.706,57.0961,54.4207,56.8866,466209.0
2021-03-07,55.706,57.0961,54.4207,56.8866,466209.0
2021-03-08,57.1246,58.2671,56.7628,57.1151,476418.0
2021-03-09,57.3253,58.3858,56.9336,56.9718,735107.0
2021-03-10,57.2298,58.3094,56.5896,58.3094,232761.0
2021-03-11,58.3667,59.9145,58.0658,59.1406,332162.0
2021-03-12,59.1502,60.526,59.1025,60.268,376764.0
2021-03-13,59.1502,60.526,59.1025,60.268,376764.0
2021-03-14,59.1502,60.526,59.1025,60.268,376764.0
2021-03-15,60.3827,61.491,60.3015,61.4718,344339.0
2021-03-16,61.5196,61.5196,60.2394,60.8222,259203.0
2021-03-17,60.6597,61.9782,60.2394,61.8827,322017.0
2021-03-18,61.682,62.8285,61.3668,61.5961,483282.0
2021-03-19,61.405,62.2171,60.3062,61.9782,630065.0
2021-03-20,61.405,62.2171,60.3062,61.9782,630065.0
2021-03-21,61.405,62.2171,60.3062,61.9782,630065.0
2021-03-22,61.8731,62.27,61.2903,61.682,356962.0
2021-03-23,61.3668,61.8349,60.1964,60.5164,315300.0
2021-03-24,60.5546,61.8349,60.5546,61.1374,302409.0
2021-03-25,60.9464,61.4527,59.8858,61.4145,591865.0
2021-03-26,61.6916,61.9018,61.061,61.9018,195991.0
2021-03-27,61.6916,61.9018,61.061,61.9018,195991.0
2021-03-28,61.6916,61.9018,61.061,61.9018,195991.0
2021-03-29,61.9209,63.2394,61.9209,62.8859,240351.0
2021-03-30,62.7234,63.2203,62.3891,63.0578,215353.0
2021-03-31,63.3445,63.8329,62.8477,63.0005,410739.0
2021-04-01,63.3636,63.9082,62.3699,63.8891,326117.0
2021-04-02,63.3636,63.9082,62.3699,63.8891,326117.0
2021-04-03,63.3636,63.9082,62.3699,63.8891,326117.0
2021-04-04,63.3636,63.9082,62.3699,63.8891,326117.0
2021-04-05,64.4528,65.3318,64.3047,64.854,347699.0
2021-04-06,64.8636,65.6088,64.7776,65.0642,323311.0
2021-04-07,64.9018,65.1407,64.0324,64.2139,242769.0
2021-04-08,64.3381,64.7298,64.0801,64.6916,462370.0
2021-04-09,64.7967,64.8254,63.9846,64.319,223795.0
2021-04-10,64.7967,64.8254,63.9846,64.319,223795.0
2021-04-11,64.7967,64.8254,63.9846,64.319,223795.0
2021-04-12,64.3954,64.9209,64.061,64.9209,237528.0
2021-04-13,64.7489,64.8063,64.0133,64.0419,261651.0
2021-04-14,64.0133,64.8158,63.6693,64.2521,390381.0
2021-04-15,64.2808,64.7394,63.9368,64.5483,273341.0
2021-04-16,64.9496,65.4177,64.3763,64.9878,203812.0
2021-04-17,64.9496,65.4177,64.3763,64.9878,203812.0
2021-04-18,64.9496,65.4177,64.3763,64.9878,203812.0
2021-04-19,65.0642,65.0929,64.3477,64.6534,198715.0
2021-04-20,64.5101,64.94,64.0515,64.3477,273173.0
2021-04-21,64.3859,64.7776,64.1852,64.7489,359826.0
2021-04-22,64.6821,64.9496,64.0897,64.1852,412957.0
2021-04-23,64.1184,64.5292,63.7172,64.3668,199344.0
2021-04-24,64.1184,64.5292,63.7172,64.3668,199344.0
2021-04-25,64.1184,64.5292,63.7172,64.3668,199344.0
2021-04-26,64.6916,64.7012,63.928,64.1948,394341.0
2021-04-27,64.2139,64.5961,64.0228,64.5674,252131.0
2021-04-28,64.5388,64.7489,64.0419,64.2521,249891.0
2021-04-29,64.4145,64.9974,64.2903,64.6534,388345.0
2021-04-30,64.5483,64.8634,63.7266,63.9368,308021.0
2021-05-01,64.5483,64.8634,63.7266,63.9368,308021.0
2021-05-02,64.5483,64.8634,63.7266,63.9368,308021.0
2021-05-03,63.9559,64.4719,63.5738,64.2712,334578.0
2021-05-04,65.3318,65.6184,63.4305,64.1852,311823.0
2021-05-05,64.1184,64.1184,62.3891,62.6948,303017.0
2021-05-06,62.5897,62.7521,62.0117,62.4655,252493.0
2021-05-07,62.3222,63.5738,62.112,63.0578,330679.0
2021-05-08,62.3222,63.5738,62.112,63.0578,330679.0
2021-05-09,62.3222,63.5738,62.112,63.0578,330679.0
2021-05-10,63.0578,63.4973,62.8099,62.9145,190507.0
2021-05-11,62.3699,63.1008,62.1502,62.2266,344345.0
2021-05-12,62.1406,62.7043,60.4782,60.4878,241810.0
2021-05-13,60.3731,61.5292,60.3158,60.7553,353527.0
2021-05-14,61.2521,62.1789,60.8317,62.112,295990.0
2021-05-15,61.2521,62.1789,60.8317,62.112,295990.0
2021-05-16,61.2521,62.1789,60.8317,62.112,295990.0
2021-05-17,61.9496,62.1024,61.147,61.5674,141648.0
2021-05-18,61.3182,61.5195,59.8612,59.8804,299166.0
2021-05-19,59.3819,59.5928,58.6486,59.4682,221594.0
2021-05-20,59.5065,59.9187,59.1519,59.7653,195510.0
2021-05-21,59.8899,60.3082,59.6216,59.842,151408.0
2021-05-22,59.8899,60.3082,59.6216,59.842,151408.0
2021-05-23,59.8899,60.3082,59.6216,59.842,151408.0
2021-05-24,60.3117,60.3117,59.2285,59.4107,198727.0
2021-05-25,59.5545,60.0337,59.1614,59.4298,233330.0
