,NMRK US Equity,NMRK US Equity,NMRK US Equity,NMRK US Equity,NMRK US Equity
2021-05-17,12.7227,12.8676,12.3749,12.7613,639744.0
2021-05-18,12.7613,12.7807,12.3942,12.4522,727261.0
2021-05-19,12.2687,12.4669,12.259,12.3556,618104.0
2021-05-20,12.3266,12.4136,12.1624,12.288,534162.0
2021-05-21,12.1865,12.5102,12.1865,12.23,389727.0
2021-05-22,12.1865,12.5102,12.1865,12.23,389727.0
2021-05-23,12.1865,12.5102,12.1865,12.23,389727.0
2021-05-24,12.2783,12.5102,12.1334,12.5102,576551.0
2021-05-25,12.6358,12.7615,12.2056,12.2105,488025.0
2021-05-26,12.2201,12.4522,12.1545,12.2588,349406.0
2021-05-27,12.2975,12.5295,12.2588,12.5198,1266501.0
2021-05-28,12.5682,12.6745,12.0123,12.4715,840081.0
2021-05-29,12.5682,12.6745,12.0123,12.4715,840081.0
2021-05-30,12.5682,12.6745,12.0123,12.4715,840081.0
2021-05-31,12.5682,12.6745,12.0123,12.4715,840081.0
2021-06-01,12.5682,12.6553,12.4328,12.5585,515319.0
2021-06-02,12.5198,12.6649,12.3458,12.6165,670103.0
2021-06-03,12.5972,12.5972,12.1428,12.5295,728460.0
2021-06-04,12.5392,12.5856,12.3845,12.4328,409272.0
2021-06-05,12.5392,12.5856,12.3845,12.4328,409272.0
2021-06-06,12.5392,12.5856,12.3845,12.4328,409272.0
2021-06-07,12.5005,12.5875,12.3168,12.5102,821517.0
2021-06-08,12.4908,12.8389,12.4715,12.6552,533811.0
2021-06-09,12.6552,12.7712,12.5005,12.5682,564896.0
2021-06-10,12.6649,12.8292,12.5102,12.5198,610694.0
2021-06-11,12.5198,12.6455,12.428,12.6262,652137.0
2021-06-12,12.5198,12.6455,12.428,12.6262,652137.0
2021-06-13,12.5198,12.6455,12.428,12.6262,652137.0
2021-06-14,12.7325,12.8195,12.3555,12.3845,682146.0
2021-06-15,12.5198,13.2536,12.5198,13.0129,1365121.0
2021-06-16,12.9259,13.1482,12.805,12.8969,888643.0
2021-06-17,12.8969,12.9355,12.3555,12.5198,815486.0
2021-06-18,12.2704,12.3361,11.6015,11.7754,1480404.0
2021-06-19,12.2704,12.3361,11.6015,11.7754,1480404.0
2021-06-20,12.2704,12.3361,11.6015,11.7754,1480404.0
2021-06-21,11.9011,12.2684,11.7947,12.2298,781544.0
2021-06-22,12.1815,12.3845,12.0558,12.2975,820335.0
2021-06-23,12.3168,12.6358,12.2105,12.5392,846123.0
2021-06-24,12.5585,12.6358,12.2588,12.5392,712776.0
2021-06-25,12.5005,12.6165,11.8914,12.0944,6530005.0
2021-06-26,12.5005,12.6165,11.8914,12.0944,6530005.0
2021-06-27,12.5005,12.6165,11.8914,12.0944,6530005.0
2021-06-28,12.1525,12.1525,11.6497,11.8914,573675.0
2021-06-29,11.9978,12.0461,11.6401,11.6497,359419.0
2021-06-30,11.6207,11.7367,11.379,11.6111,385259.0
2021-07-01,11.7754,11.7754,11.6111,11.6981,433415.0
2021-07-02,11.7851,11.7851,11.408,11.4757,325450.0
2021-07-03,11.7851,11.7851,11.408,11.4757,325450.0
2021-07-04,11.7851,11.7851,11.408,11.4757,325450.0
2021-07-05,11.7851,11.7851,11.408,11.4757,325450.0
2021-07-06,11.4322,11.4322,10.9856,11.3887,620102.0
2021-07-07,11.3694,11.4467,11.06,11.2533,584988.0
2021-07-08,10.9923,11.292,10.828,11.0213,435818.0
2021-07-09,11.1567,11.35,11.1083,11.1663,542459.0
2021-07-10,11.1567,11.35,11.1083,11.1663,542459.0
2021-07-11,11.1567,11.35,11.1083,11.1663,542459.0
2021-07-12,11.0407,11.4467,11.002,11.35,487502.0
2021-07-13,11.2243,11.2243,10.8763,10.944,481425.0
2021-07-14,10.857,11.205,10.857,11.0987,504788.0
2021-07-15,11.0407,11.234,10.9923,11.1277,360186.0
2021-07-16,11.263,11.3162,10.973,11.0213,647080.0
2021-07-17,11.263,11.3162,10.973,11.0213,647080.0
2021-07-18,11.263,11.3162,10.973,11.0213,647080.0
2021-07-19,10.7119,10.9246,10.5767,10.77,744390.0
2021-07-20,11.3452,11.4564,10.77,11.2727,883912.0
2021-07-21,11.321,11.6836,11.321,11.466,414727.0
2021-07-22,11.3597,11.437,11.118,11.3597,500852.0
2021-07-23,11.524,11.6304,11.3017,11.5434,341749.0
2021-07-24,11.524,11.6304,11.3017,11.5434,341749.0
2021-07-25,11.524,11.6304,11.3017,11.5434,341749.0
2021-07-26,11.6014,11.8431,11.4757,11.6981,320443.0
2021-07-27,11.6884,11.8528,11.6159,11.8044,362535.0
2021-07-28,11.9204,12.1525,11.6401,12.1041,567260.0
2021-07-29,12.2395,12.5778,12.2395,12.5778,623435.0
2021-07-30,12.4812,12.8002,12.3845,12.4522,563163.0
2021-07-31,12.4812,12.8002,12.3845,12.4522,563163.0
2021-08-01,12.4812,12.8002,12.3845,12.4522,563163.0
2021-08-02,12.6068,12.9646,12.0268,12.0558,704744.0
2021-08-03,12.1138,12.2878,11.8334,12.1911,722444.0
2021-08-04,12.0944,12.6262,12.0171,12.3942,760915.0
2021-08-05,12.3942,12.8775,12.37,12.8582,689409.0
2021-08-06,13.0516,13.2836,12.7615,12.8099,1517088.0
2021-08-07,13.0516,13.2836,12.7615,12.8099,1517088.0
2021-08-08,13.0516,13.2836,12.7615,12.8099,1517088.0
2021-08-09,12.7132,12.8002,12.4135,12.5488,959371.0
2021-08-10,12.6262,13.1482,12.5913,12.8099,1044074.0
2021-08-11,12.9065,13.2353,12.8099,13.1386,1003076.0
2021-08-12,13.2062,13.2208,12.7712,12.8099,889167.0
2021-08-13,12.7809,12.921,12.5343,12.8679,841625.0
2021-08-14,12.7809,12.921,12.5343,12.8679,841625.0
2021-08-15,12.7809,12.921,12.5343,12.8679,841625.0
2021-08-16,12.8485,12.8485,12.4908,12.7132,770258.0
2021-08-17,12.6068,12.6358,12.2685,12.4715,886914.0
2021-08-18,12.3845,12.6455,12.2008,12.2105,761236.0
2021-08-19,12.075,12.1863,11.8476,12.1331,815236.0
2021-08-20,12.046,12.82,12.0266,12.8103,1078419.0
2021-08-21,12.046,12.82,12.0266,12.8103,1078419.0
2021-08-22,12.046,12.82,12.0266,12.8103,1078419.0
2021-08-23,13.0135,13.0521,12.6459,12.8877,744565.0
2021-08-24,12.9168,13.2457,12.8587,12.9748,817819.0
2021-08-25,12.9458,12.9845,12.6942,12.7136,483951.0
2021-08-26,12.6555,12.7233,12.3846,12.6072,470083.0
2021-08-27,12.6362,13.0395,12.6072,12.9555,498057.0
2021-08-28,12.6362,13.0395,12.6072,12.9555,498057.0
2021-08-29,12.6362,13.0395,12.6072,12.9555,498057.0
2021-08-30,13.0232,13.0319,12.7716,12.8877,462595.0
2021-08-31,12.9265,13.4489,12.8974,13.178,1852136.0
2021-09-01,13.178,13.4199,12.8781,12.9748,562549.0
2021-09-02,12.9555,12.9555,12.6749,12.82,523518.0
2021-09-03,12.7329,12.8877,12.5394,12.8684,460458.0
2021-09-04,12.7329,12.8877,12.5394,12.8684,460458.0
2021-09-05,12.7329,12.8877,12.5394,12.8684,460458.0
2021-09-06,12.7329,12.8877,12.5394,12.8684,460458.0
2021-09-07,12.9168,13.2312,12.8781,13.1974,776868.0
2021-09-08,13.1103,13.5457,13.0039,13.507,1715314.0
2021-09-09,13.478,13.7005,13.3328,13.3522,1514150.0
2021-09-10,13.2844,13.3909,12.5975,12.6362,1176667.0
2021-09-11,13.2844,13.3909,12.5975,12.6362,1176667.0
2021-09-12,13.2844,13.3909,12.5975,12.6362,1176667.0
2021-09-13,12.8007,13.4054,12.6749,13.1296,1008564.0
2021-09-14,13.1877,13.2095,12.8877,12.9265,892128.0
2021-09-15,12.8974,13.0184,12.762,12.9942,938760.0
2021-09-16,12.9942,13.1683,12.8394,13.0232,606339.0
2021-09-17,13.1296,13.2167,12.8974,13.0813,2089454.0
2021-09-18,13.1296,13.2167,12.8974,13.0813,2089454.0
2021-09-19,13.1296,13.2167,12.8974,13.0813,2089454.0
2021-09-20,12.6652,12.749,12.2008,12.3846,1004717.0
2021-09-21,12.5201,12.9168,12.4137,12.7813,746927.0
2021-09-22,12.9265,13.5602,12.9265,13.4393,879751.0
2021-09-23,13.6715,13.9182,13.507,13.8359,1168147.0
2021-09-24,13.5163,13.9905,13.4299,13.7779,908303.0
2021-09-25,13.5163,13.9905,13.4299,13.7779,908303.0
2021-09-26,13.5163,13.9905,13.4299,13.7779,908303.0
2021-09-27,13.9827,14.1649,13.894,13.9617,839854.0
2021-09-28,13.9617,14.0778,13.6279,13.6715,1038560.0
2021-09-29,13.7102,14.0585,13.6521,14.0585,825200.0
2021-09-30,14.1359,14.2423,13.8408,13.8456,1358249.0
2021-10-01,13.8456,14.4068,13.6811,14.2617,929321.0
2021-10-02,13.8456,14.4068,13.6811,14.2617,929321.0
2021-10-03,13.8456,14.4068,13.6811,14.2617,929321.0
2021-10-04,14.252,14.4455,13.9424,14.0682,1058659.0
2021-10-05,14.1843,14.5568,14.0004,14.3681,817490.0
2021-10-06,14.223,14.3875,14.0198,14.3004,953863.0
2021-10-07,14.4649,14.5664,14.1746,14.252,1418466.0
2021-10-08,14.2133,14.4068,13.7876,13.8166,837431.0
2021-10-09,14.2133,14.4068,13.7876,13.8166,837431.0
2021-10-10,14.2133,14.4068,13.7876,13.8166,837431.0
2021-10-11,13.8166,14.0101,13.6812,13.8456,792287.0
2021-10-12,13.865,14.0295,13.7368,13.9424,829922.0
2021-10-13,14.0101,14.3197,13.9134,14.0778,582558.0
2021-10-14,14.223,14.5132,14.0198,14.5132,620311.0
2021-10-15,14.5132,14.6115,14.2617,14.281,789859.0
2021-10-16,14.5132,14.6115,14.2617,14.281,789859.0
2021-10-17,14.5132,14.6115,14.2617,14.281,789859.0
2021-10-18,14.2617,14.5036,14.223,14.3875,541574.0
2021-10-19,14.4745,14.4745,14.1552,14.1746,723525.0
2021-10-20,14.1262,14.3681,14.0464,14.3294,506951.0
2021-10-21,14.0209,14.5229,14.0209,14.4649,570450.0
2021-10-22,14.4552,14.5423,14.3536,14.5132,746261.0
2021-10-23,14.4552,14.5423,14.3536,14.5132,746261.0
2021-10-24,14.4552,14.5423,14.3536,14.5132,746261.0
2021-10-25,14.7745,14.8035,14.5326,14.5519,1112791.0
2021-10-26,14.3971,14.6971,14.1391,14.4358,863500.0
2021-10-27,14.4455,14.5323,14.2212,14.3487,692427.0
2021-10-28,14.3875,14.6584,14.31,14.4455,762964.0
2021-10-29,14.3487,14.7164,14.2907,14.3971,993391.0
2021-10-30,14.3487,14.7164,14.2907,14.3971,993391.0
2021-10-31,14.3487,14.7164,14.2907,14.3971,993391.0
2021-11-01,14.4745,14.7551,14.3971,14.5519,1125993.0
2021-11-02,14.5713,14.8325,14.4561,14.5132,1426154.0
2021-11-03,14.5423,15.0164,14.5423,14.9777,944869.0
2021-11-04,14.997,15.1712,14.5423,14.8615,1357423.0
2021-11-05,15.2389,16.1,15.2389,15.8097,2105956.0
2021-11-06,15.2389,16.1,15.2389,15.8097,2105956.0
2021-11-07,15.2389,16.1,15.2389,15.8097,2105956.0
2021-11-08,15.9162,15.9452,15.0938,15.3647,1445689.0
2021-11-09,15.3647,15.8243,15.326,15.742,1169085.0
2021-11-10,15.6453,15.9839,15.2776,15.3163,665456.0
2021-11-11,15.3937,15.6501,15.3744,15.5872,1317445.0
2021-11-12,15.684,16.3612,15.5872,16.2742,1524665.0
2021-11-13,15.684,16.3612,15.5872,16.2742,1524665.0
2021-11-14,15.684,16.3612,15.5872,16.2742,1524665.0
2021-11-15,16.3806,16.5838,15.9887,16.2064,1245862.0
2021-11-16,16.0807,16.4387,15.9725,16.2935,1178670.0
2021-11-17,16.2742,16.3322,16.0033,16.2161,1061265.0
2021-11-18,16.2936,16.4969,16.1774,16.3323,1068936.0
2021-11-19,16.158,16.4872,16.0903,16.3033,814384.0
2021-11-20,16.158,16.4872,16.0903,16.3033,814384.0
2021-11-21,16.158,16.4872,16.0903,16.3033,814384.0
2021-11-22,16.5211,17.1842,16.4388,17.0293,1741714.0
2021-11-23,17.0584,17.3972,16.7583,17.0197,1360996.0
2021-11-24,16.9713,17.2133,16.7873,16.9906,754503.0
2021-11-25,16.9713,17.2133,16.7873,16.9906,754503.0
2021-11-26,16.2064,16.4485,15.4319,15.9354,1019852.0
2021-11-27,16.2064,16.4485,15.4319,15.9354,1019852.0
2021-11-28,16.2064,16.4485,15.4319,15.9354,1019852.0
2021-11-29,16.2645,16.4572,15.7998,16.0225,1036191.0
2021-11-30,15.8579,16.0322,15.3642,15.5481,1592799.0
2021-12-01,15.8966,15.9741,14.9866,14.9963,1317573.0
2021-12-02,15.1028,15.7127,15.0108,15.6256,1204567.0
2021-12-03,15.7998,15.945,15.1891,15.4416,1115366.0
2021-12-04,15.7998,15.945,15.1891,15.4416,1115366.0
2021-12-05,15.7998,15.945,15.1891,15.4416,1115366.0
2021-12-06,15.248,15.4319,15.0156,15.2093,2253143.0
2021-12-07,15.4707,15.7466,15.3254,15.4513,1158782.0
2021-12-08,15.4029,15.49,15.1996,15.4126,1164799.0
2021-12-09,15.2577,15.4647,15.1125,15.4223,1276823.0
2021-12-10,15.5481,16.2791,15.4416,16.2355,1635904.0
2021-12-11,15.5481,16.2791,15.4416,16.2355,1635904.0
2021-12-12,15.5481,16.2791,15.4416,16.2355,1635904.0
2021-12-13,16.0794,16.2258,15.5772,15.7514,1181123.0
2021-12-14,15.5868,16.0322,15.4223,15.49,1247205.0
2021-12-15,15.4707,15.8966,15.3351,15.8289,1406732.0
2021-12-16,15.9644,16.2064,15.5239,15.5578,1485378.0
2021-12-17,15.4223,15.9354,15.2286,15.3448,2040692.0
2021-12-18,15.4223,15.9354,15.2286,15.3448,2040692.0
2021-12-19,15.4223,15.9354,15.2286,15.3448,2040692.0
2021-12-20,14.7349,15.0156,14.4735,14.9672,1624458.0
2021-12-21,15.1996,15.9935,15.1028,15.945,1449136.0
2021-12-22,15.8482,16.7002,15.8482,16.6227,1176049.0
2021-12-23,16.6615,16.9664,16.4678,16.8164,1025802.0
2021-12-24,16.6615,16.9664,16.4678,16.8164,1025802.0
2021-12-25,16.6615,16.9664,16.4678,16.8164,1025802.0
2021-12-26,16.6615,16.9664,16.4678,16.8164,1025802.0
2021-12-27,16.826,17.3295,16.7776,17.3198,1127514.0
2021-12-28,17.3779,17.649,17.1455,17.5231,1061003.0
2021-12-29,17.4456,17.8861,17.4263,17.7458,1185104.0
2021-12-30,17.7748,18.1814,17.7748,17.8813,1107567.0
2021-12-31,17.8039,18.2879,17.7651,18.104,1021791.0
2022-01-01,17.8039,18.2879,17.7651,18.104,1021791.0
2022-01-02,17.8039,18.2879,17.7651,18.104,1021791.0
2022-01-03,18.2589,18.4912,17.465,17.7651,1892798.0
2022-01-04,18.0072,18.1911,17.8135,17.8426,1414436.0
2022-01-05,17.8039,17.9007,16.8357,16.9132,1542435.0
2022-01-06,16.9809,17.2331,16.7486,16.8164,745800.0
2022-01-07,16.6324,16.768,16.2548,16.2742,1244453.0
2022-01-08,16.6324,16.768,16.2548,16.2742,1244453.0
2022-01-09,16.6324,16.768,16.2548,16.2742,1244453.0
2022-01-10,16.0999,16.2452,15.8289,16.1387,1000236.0
2022-01-11,16.1124,16.4194,15.7224,16.3033,1360911.0
2022-01-12,16.4582,16.5543,16.0225,16.4485,874750.0
2022-01-13,16.3807,16.5646,16.129,16.2258,634516.0
2022-01-14,15.9935,16.0273,15.674,15.916,719537.0
2022-01-15,15.9935,16.0273,15.674,15.916,719537.0
2022-01-16,15.9935,16.0273,15.674,15.916,719537.0
2022-01-17,15.9935,16.0273,15.674,15.916,719537.0
2022-01-18,15.8482,15.8482,15.3061,15.5384,1110904.0
2022-01-19,15.6837,15.7127,14.9866,14.9963,750275.0
2022-01-20,15.1125,15.3061,14.7155,14.7736,1030192.0
2022-01-21,14.4638,14.914,14.2802,14.4638,1473416.0
2022-01-22,14.4638,14.914,14.2802,14.4638,1473416.0
2022-01-23,14.4638,14.914,14.2802,14.4638,1473416.0
2022-01-24,14.0862,14.6782,13.5441,14.5897,1397474.0
2022-01-25,14.2799,14.4251,14.033,14.2411,1165048.0
2022-01-26,14.4929,14.8656,14.0185,14.2411,1139476.0
2022-01-27,14.5703,14.8607,13.9798,14.1056,857479.0
2022-01-28,13.4763,14.2896,13.4279,14.2896,1171549.0
2022-01-29,13.4763,14.2896,13.4279,14.2896,1171549.0
2022-01-30,13.4763,14.2896,13.4279,14.2896,1171549.0
2022-01-31,14.2702,14.822,14.1734,14.822,1505487.0
2022-02-01,14.7736,14.9866,14.6381,14.8511,846770.0
2022-02-02,14.9188,15.2528,14.8511,15.1125,1026049.0
2022-02-03,14.8607,15.3448,14.7058,15.0447,731342.0
2022-02-04,14.9382,15.2286,14.7833,14.9866,831044.0
2022-02-05,14.9382,15.2286,14.7833,14.9866,831044.0
2022-02-06,14.9382,15.2286,14.7833,14.9866,831044.0
2022-02-07,14.9672,15.3642,14.9672,15.219,904973.0
2022-02-08,15.2964,15.7127,15.2964,15.6062,506778.0
2022-02-09,15.7998,16.1387,15.7998,16.0903,836716.0
2022-02-10,15.8386,16.4582,15.8289,16.1677,1802790.0
2022-02-11,16.2887,17.1504,15.7321,16.5066,2222471.0
2022-02-12,16.2887,17.1504,15.7321,16.5066,2222471.0
2022-02-13,16.2887,17.1504,15.7321,16.5066,2222471.0
2022-02-14,16.158,16.4582,15.5142,15.5772,1678838.0
2022-02-15,15.8579,16.2452,15.7417,15.8386,1412183.0
2022-02-16,16.2355,17.3876,16.1774,17.3585,2242009.0
2022-02-17,17.2811,17.4156,16.9809,16.9906,1448234.0
2022-02-18,17.039,17.4069,16.9616,16.9809,1220683.0
2022-02-19,17.039,17.4069,16.9616,16.9809,1220683.0
2022-02-20,17.039,17.4069,16.9616,16.9809,1220683.0
2022-02-21,17.039,17.4069,16.9616,16.9809,1220683.0
2022-02-22,16.9519,17.8329,16.7292,17.5037,3607220.0
2022-02-23,17.6683,17.8426,16.0757,16.158,2449291.0
2022-02-24,15.5772,16.5114,15.4997,16.4097,1809760.0
2022-02-25,16.8938,17.4311,16.6905,17.4263,1893887.0
2022-02-26,16.8938,17.4311,16.6905,17.4263,1893887.0
2022-02-27,16.8938,17.4311,16.6905,17.4263,1893887.0
2022-02-28,17.1066,17.4931,16.7967,17.126,2739454.0
2022-03-01,16.9516,17.1357,16.012,16.1767,1775509.0
2022-03-02,16.3026,17.1115,16.2348,17.0388,1150516.0
2022-03-03,17.126,17.2422,16.4867,16.7385,1034092.0
2022-03-04,16.477,16.6417,15.9297,16.1961,1372044.0
2022-03-05,16.477,16.6417,15.9297,16.1961,1372044.0
2022-03-06,16.477,16.6417,15.9297,16.1961,1372044.0
2022-03-07,16.1186,16.2155,15.3533,15.4502,2331069.0
2022-03-08,15.4308,16.0411,15.3146,15.6149,1566144.0
2022-03-09,16.0798,16.2639,15.8861,16.0508,1187667.0
2022-03-10,15.3049,15.8038,15.2759,15.363,1476240.0
2022-03-11,15.5665,15.5955,15.1599,15.208,1935525.0
2022-03-12,15.5665,15.5955,15.1599,15.208,1935525.0
2022-03-13,15.5665,15.5955,15.1599,15.208,1935525.0
2022-03-14,15.3921,15.5761,15.0385,15.1402,779670.0
2022-03-15,15.1402,15.363,14.7818,14.8981,1036789.0
2022-03-16,15.1596,15.7118,15.0434,15.5374,1104349.0
2022-03-17,15.3727,15.9152,15.2952,15.9152,1946168.0
2022-03-18,15.7408,15.8701,15.4405,15.4502,3646805.0
2022-03-19,15.7408,15.8701,15.4405,15.4502,3646805.0
2022-03-20,15.7408,15.8701,15.4405,15.4502,3646805.0
2022-03-21,15.5374,15.8764,15.1015,15.2177,1041653.0
2022-03-22,15.2662,15.5907,15.2662,15.4599,737820.0
2022-03-23,15.2759,15.4095,15.0918,15.1596,679507.0
2022-03-24,15.1306,15.334,14.9368,15.0627,865213.0
2022-03-25,15.0337,15.0918,14.8012,15.0627,737283.0
2022-03-26,15.0337,15.0918,14.8012,15.0627,737283.0
2022-03-27,15.0337,15.0918,14.8012,15.0627,737283.0
2022-03-28,15.0434,15.2274,14.8642,15.2274,805549.0
2022-03-29,15.4696,15.983,15.4115,15.7118,1682888.0
2022-03-30,15.6149,15.8377,15.4785,15.6343,736515.0
2022-03-31,15.5568,15.7118,15.3969,15.4212,1806063.0
2022-04-01,15.4599,15.6343,15.363,15.5955,1134776.0
2022-04-02,15.4599,15.6343,15.363,15.5955,1134776.0
2022-04-03,15.4599,15.6343,15.363,15.5955,1134776.0
2022-04-04,15.5665,15.673,15.4066,15.4599,816562.0
2022-04-05,15.1402,15.5083,15.0143,15.0337,1169139.0
2022-04-06,14.8884,14.9174,14.0844,14.0941,1952804.0
2022-04-07,14.0166,14.0699,13.2901,13.4548,1745584.0
2022-04-08,13.2901,13.4935,12.9941,13.0964,1944145.0
2022-04-09,13.2901,13.4935,12.9941,13.0964,1944145.0
2022-04-10,13.2901,13.4935,12.9941,13.0964,1944145.0
2022-04-11,12.9607,13.2901,12.8251,13.1254,1724636.0
2022-04-12,13.2513,13.3966,12.7719,12.8348,1606614.0
2022-04-13,12.7476,13.2368,12.7476,13.1642,1331221.0
2022-04-14,13.1932,13.3579,12.8736,12.8736,1137648.0
2022-04-15,13.1932,13.3579,12.8736,12.8736,1137648.0
2022-04-16,13.1932,13.3579,12.8736,12.8736,1137648.0
2022-04-17,13.1932,13.3579,12.8736,12.8736,1137648.0
2022-04-18,12.6023,12.7767,12.4086,12.457,1802651.0
2022-04-19,12.4377,13.1012,12.4377,12.9801,1491701.0
2022-04-20,13.077,13.4354,13.077,13.1738,1503823.0
2022-04-21,13.3191,13.3773,13.0285,13.0867,1319342.0
2022-04-22,12.9123,13.0964,12.6508,12.6992,1354053.0
2022-04-23,12.9123,13.0964,12.6508,12.6992,1354053.0
2022-04-24,12.9123,13.0964,12.6508,12.6992,1354053.0
2022-04-25,12.4861,12.8009,12.4086,12.6992,1630357.0
2022-04-26,12.5055,12.6847,12.428,12.4377,1409710.0
2022-04-27,12.4377,12.7186,12.2681,12.4667,1366074.0
2022-04-28,12.583,13.0528,12.3892,12.9898,1534650.0
2022-04-29,12.8929,12.9704,11.7112,11.7693,1565528.0
2022-04-30,12.8929,12.9704,11.7112,11.7693,1565528.0
2022-05-01,12.8929,12.9704,11.7112,11.7693,1565528.0
2022-05-02,11.7305,11.871,11.2656,11.6434,2424720.0
2022-05-03,11.7402,11.9533,11.5465,11.8177,2820485.0
2022-05-04,11.8371,12.428,11.5949,12.3311,1958581.0
2022-05-05,12.1277,12.273,11.5659,11.808,1703964.0
2022-05-06,11.6821,12.0696,11.4787,11.7402,2083629.0
2022-05-07,11.6821,12.0696,11.4787,11.7402,2083629.0
2022-05-08,11.6821,12.0696,11.4787,11.7402,2083629.0
2022-05-09,11.624,11.7015,11.2753,11.314,2685268.0
2022-05-10,11.4884,11.5852,10.7812,10.8781,2348864.0
2022-05-11,10.8587,11.2365,10.6069,11.0428,3315910.0
2022-05-12,11.0331,11.13,10.51,10.6553,2630093.0
2022-05-13,10.733,11.1555,10.6165,11.0244,2603390.0
2022-05-14,10.733,11.1555,10.6165,11.0244,2603390.0
2022-05-15,10.733,11.1555,10.6165,11.0244,2603390.0
2022-05-16,11.0341,11.1944,10.733,11.005,2002401.0
2022-05-17,11.2575,11.3158,10.801,11.1021,1481803.0
2022-05-18,10.9661,11.0633,10.6019,10.6553,1695843.0
2022-05-19,10.5485,11.039,10.5193,10.7913,2028603.0
2022-05-20,10.9661,11.0341,10.2085,10.4222,1400187.0
2022-05-21,10.9661,11.0341,10.2085,10.4222,1400187.0
2022-05-22,10.9661,11.0341,10.2085,10.4222,1400187.0
2022-05-23,10.4902,10.6553,10.2328,10.5096,1795032.0
2022-05-24,10.3056,10.3736,9.8491,10.0531,1328921.0
2022-05-25,9.9948,10.2474,9.9171,10.1599,1472509.0
2022-05-26,10.4805,10.8399,10.4319,10.7524,1519402.0
2022-05-27,10.7719,11.0098,10.7719,10.9661,1192831.0
2022-05-28,10.7719,11.0098,10.7719,10.9661,1192831.0
2022-05-29,10.7719,11.0098,10.7719,10.9661,1192831.0
2022-05-30,10.7719,11.0098,10.7719,10.9661,1192831.0
2022-05-31,10.9467,10.9467,10.6407,10.7524,2546791.0
2022-06-01,10.8787,10.8981,10.3494,10.3639,1467162.0
2022-06-02,10.4416,10.4902,10.1891,10.4902,1376887.0
2022-06-03,10.3348,10.3639,9.9171,10.0142,1524149.0
2022-06-04,10.3348,10.3639,9.9171,10.0142,1524149.0
2022-06-05,10.3348,10.3639,9.9171,10.0142,1524149.0
2022-06-06,10.1405,10.3542,9.9754,10.3251,1887037.0
2022-06-07,10.2377,10.2377,9.9463,10.1891,1264163.0
2022-06-08,10.1502,10.1502,9.7229,9.82,1180480.0
2022-06-09,9.752,9.7714,9.4169,9.4412,1268377.0
2022-06-10,9.2372,9.4509,9.1741,9.2469,1474179.0
2022-06-11,9.2372,9.4509,9.1741,9.2469,1474179.0
2022-06-12,9.2372,9.4509,9.1741,9.2469,1474179.0
2022-06-13,8.8681,8.9847,8.5039,8.5961,1830498.0
2022-06-14,8.635,8.9652,8.635,8.8195,2231498.0
2022-06-15,8.8681,9.1983,8.7807,8.907,2667496.0
2022-06-16,8.6641,8.6933,8.4116,8.5573,2550968.0
2022-06-17,8.9458,9.2275,8.8487,9.2081,3651461.0
2022-06-18,8.9458,9.2275,8.8487,9.2081,3651461.0
2022-06-19,8.9458,9.2275,8.8487,9.2081,3651461.0
2022-06-20,8.9458,9.2275,8.8487,9.2081,3651461.0
2022-06-21,9.3343,9.4023,9.0769,9.1109,1864633.0
2022-06-22,8.9944,9.276,8.9264,9.0624,2031301.0
2022-06-23,9.0915,9.4023,9.0526,9.3732,1300154.0
2022-06-24,9.3829,9.7811,9.3343,9.7714,7066564.0
2022-06-25,9.3829,9.7811,9.3343,9.7714,7066564.0
2022-06-26,9.3829,9.7811,9.3343,9.7714,7066564.0
2022-06-27,9.8977,10.0142,9.5772,9.684,1661630.0
2022-06-28,9.7908,9.888,9.4412,9.4606,1114937.0
2022-06-29,9.4217,9.4606,9.2566,9.4606,927176.0
2022-06-30,9.2566,9.5869,9.1158,9.3926,1191193.0
2022-07-01,9.3149,9.7277,9.2372,9.684,807050.0
2022-07-02,9.3149,9.7277,9.2372,9.684,807050.0
2022-07-03,9.3149,9.7277,9.2372,9.684,807050.0
2022-07-04,9.3149,9.7277,9.2372,9.684,807050.0
2022-07-05,9.2955,9.6451,9.2566,9.6451,1054880.0
2022-07-06,9.6549,9.7229,9.2566,9.2955,962516.0
2022-07-07,9.3926,9.6597,9.344,9.5383,1013311.0
2022-07-08,9.6063,9.6293,9.3538,9.5772,696889.0
2022-07-09,9.6063,9.6293,9.3538,9.5772,696889.0
2022-07-10,9.6063,9.6293,9.3538,9.5772,696889.0
2022-07-11,9.4606,9.8783,9.4606,9.6937,1620192.0
2022-07-12,9.7229,10.0677,9.7131,9.8297,1652369.0
2022-07-13,9.6549,9.9171,9.6257,9.8297,1718268.0
2022-07-14,9.7131,9.9074,9.616,9.8394,1641922.0
2022-07-15,10.0628,10.2328,9.8928,10.1405,2238249.0
2022-07-16,10.0628,10.2328,9.8928,10.1405,2238249.0
2022-07-17,10.0628,10.2328,9.8928,10.1405,2238249.0
2022-07-18,10.2571,10.3639,10.1818,10.3348,1217501.0
2022-07-19,10.529,10.6747,10.4611,10.6456,742084.0
2022-07-20,10.6067,10.903,10.4125,10.8787,1032847.0
2022-07-21,10.7816,10.8496,10.5776,10.8496,606616.0
2022-07-22,10.7913,10.9856,10.7427,10.8884,743164.0
2022-07-23,10.7913,10.9856,10.7427,10.8884,743164.0
