,SBSI US Equity,SBSI US Equity,SBSI US Equity,SBSI US Equity,SBSI US Equity
2021-03-14,36.5066,37.2764,36.2136,36.5954,185563.0
2021-03-15,36.4445,36.4445,34.821,35.2548,144953.0
2021-03-16,35.2371,35.4768,34.3049,34.9263,114646.0
2021-03-17,35.0062,35.4856,34.4291,34.8553,105257.0
2021-03-18,35.0506,36.1249,34.8109,34.9885,101174.0
2021-03-19,34.3492,35.5744,34.2161,35.4768,654533.0
2021-03-20,34.3492,35.5744,34.2161,35.4768,654533.0
2021-03-21,34.3492,35.5744,34.2161,35.4768,654533.0
2021-03-22,35.0595,36.3023,33.8521,34.2516,128615.0
2021-03-23,33.9409,34.8287,33.1063,33.3283,133476.0
2021-03-24,33.6656,34.9352,33.6035,33.6212,139261.0
2021-03-25,33.5857,34.6156,33.2262,34.5002,153924.0
2021-03-26,34.7044,35.3347,34.4957,35.2282,100016.0
2021-03-27,34.7044,35.3347,34.4957,35.2282,100016.0
2021-03-28,34.7044,35.3347,34.4957,35.2282,100016.0
2021-03-29,34.9707,35.2193,34.0563,34.509,169193.0
2021-03-30,34.6511,34.9707,34.589,34.7665,144152.0
2021-03-31,34.6333,35.0329,33.9497,34.1894,175291.0
2021-04-01,33.9941,34.296,33.5946,34.1806,118734.0
2021-04-02,33.9941,34.296,33.5946,34.1806,118734.0
2021-04-03,33.9941,34.296,33.5946,34.1806,118734.0
2021-04-04,33.9941,34.296,33.5946,34.1806,118734.0
2021-04-05,34.4913,34.953,33.9586,34.4469,153968.0
2021-04-06,34.367,34.6023,33.9941,34.225,123453.0
2021-04-07,34.4735,34.5268,33.7455,34.2161,145569.0
2021-04-08,34.3404,34.3404,33.2972,34.0651,180196.0
2021-04-09,34.3226,34.4647,33.932,34.3049,99619.0
2021-04-10,34.3226,34.4647,33.932,34.3049,99619.0
2021-04-11,34.3226,34.4647,33.932,34.3049,99619.0
2021-04-12,34.6245,34.9086,34.3315,34.7221,111346.0
2021-04-13,34.589,34.589,33.9142,34.0474,128714.0
2021-04-14,33.9764,34.7665,33.9764,34.4647,102588.0
2021-04-15,34.5357,34.5357,33.7544,34.4647,51253.0
2021-04-16,34.8109,34.8642,34.3404,34.7132,70337.0
2021-04-17,34.8109,34.8642,34.3404,34.7132,70337.0
2021-04-18,34.8109,34.8642,34.3404,34.7132,70337.0
2021-04-19,34.7931,35.0151,34.2338,34.589,82763.0
2021-04-20,34.4203,34.5224,33.4703,33.4703,106825.0
2021-04-21,33.5325,34.3049,33.5325,34.2161,86956.0
2021-04-22,34.3936,34.3936,33.7722,33.861,102431.0
2021-04-23,34.4824,36.1826,34.4025,35.8319,130324.0
2021-04-24,34.4824,36.1826,34.4025,35.8319,130324.0
2021-04-25,34.4824,36.1826,34.4025,35.8319,130324.0
2021-04-26,36.2847,36.4001,35.9384,36.0538,89610.0
2021-04-27,36.3557,36.4445,35.9651,36.2847,134135.0
2021-04-28,36.7241,36.7241,36.0006,36.0805,78384.0
2021-04-29,36.7463,36.7463,35.7361,35.9473,78835.0
2021-04-30,35.5922,36.1337,35.3613,35.6454,109473.0
2021-05-01,35.5922,36.1337,35.3613,35.6454,109473.0
2021-05-02,35.5922,36.1337,35.3613,35.6454,109473.0
2021-05-03,36.0183,36.3024,35.6632,36.1959,168538.0
2021-05-04,36.1692,36.773,35.9828,36.6664,77949.0
2021-05-05,36.6753,36.915,36.4001,36.7907,63099.0
2021-05-06,36.6931,37.4388,36.2492,37.4033,190496.0
2021-05-07,37.0926,37.6519,36.9328,37.5276,81790.0
2021-05-08,37.0926,37.6519,36.9328,37.5276,81790.0
2021-05-09,37.0926,37.6519,36.9328,37.5276,81790.0
2021-05-10,37.7229,38.1969,37.4299,37.5631,131813.0
2021-05-11,36.9683,37.714,36.8617,37.39,110968.0
2021-05-12,37.4654,37.9582,36.409,36.5599,77274.0
2021-05-13,36.5599,38.1846,36.5599,38.078,171877.0
2021-05-14,38.2911,38.4065,37.8294,38.3621,80505.0
2021-05-15,38.2911,38.4065,37.8294,38.3621,80505.0
2021-05-16,38.2911,38.4065,37.8294,38.3621,80505.0
2021-05-17,38.4243,38.7128,37.8206,38.4332,80294.0
2021-05-18,38.7838,38.7838,37.7762,37.7762,84675.0
2021-05-19,37.6241,37.8925,36.6757,37.6688,129550.0
2021-05-20,37.7583,37.8522,37.0604,37.803,84517.0
2021-05-21,38.1162,38.6083,37.9015,38.3757,143755.0
2021-05-22,38.1162,38.6083,37.9015,38.3757,143755.0
2021-05-23,38.1162,38.6083,37.9015,38.3757,143755.0
2021-05-24,38.5725,38.5725,37.7672,38.143,84529.0
2021-05-25,38.2683,38.492,36.9441,36.9799,107362.0
2021-05-26,36.962,37.6778,36.9262,37.6241,75273.0
2021-05-27,37.9194,38.5367,37.6688,38.0894,74161.0
2021-05-28,38.3309,38.3399,37.6509,38.3309,62679.0
2021-05-29,38.3309,38.3399,37.6509,38.3309,62679.0
2021-05-30,38.3309,38.3399,37.6509,38.3309,62679.0
2021-05-31,38.3309,38.3399,37.6509,38.3309,62679.0
2021-06-01,38.5278,38.8678,37.2528,38.6083,151946.0
2021-06-02,38.7425,38.7425,37.7046,37.8478,126826.0
2021-06-03,37.9462,38.1788,37.5883,38.0536,108698.0
2021-06-04,38.0088,38.3936,37.7672,38.2146,82075.0
2021-06-05,38.0088,38.3936,37.7672,38.2146,82075.0
2021-06-06,38.0088,38.3936,37.7672,38.2146,82075.0
2021-06-07,38.1788,38.4025,37.8031,38.3488,70685.0
2021-06-08,38.2862,38.6888,37.9372,38.5457,58361.0
2021-06-09,38.3757,38.4204,37.9999,38.0267,79800.0
2021-06-10,38.4294,38.5367,37.5972,37.6062,52933.0
2021-06-11,37.6778,38.0267,37.5525,37.7851,89771.0
2021-06-12,37.6778,38.0267,37.5525,37.7851,89771.0
2021-06-13,37.6778,38.0267,37.5525,37.7851,89771.0
2021-06-14,37.8478,38.2862,37.0246,37.2841,113899.0
2021-06-15,37.6867,38.1117,37.1857,37.812,68460.0
2021-06-16,37.6062,38.4025,37.2036,38.1788,93931.0
2021-06-17,37.9462,38.0446,36.2104,36.3178,161735.0
2021-06-18,35.7183,36.1209,34.4298,34.752,325554.0
2021-06-19,35.7183,36.1209,34.4298,34.752,325554.0
2021-06-20,35.7183,36.1209,34.4298,34.752,325554.0
2021-06-21,35.262,36.3983,35.0785,35.9062,128700.0
2021-06-22,35.8704,36.197,35.092,35.6467,73238.0
2021-06-23,35.7988,35.7988,35.1725,35.1725,150129.0
2021-06-24,35.3246,35.8793,35.0025,35.8346,77009.0
2021-06-25,35.8435,36.172,35.6378,35.9062,508840.0
2021-06-26,35.8435,36.172,35.6378,35.9062,508840.0
2021-06-27,35.8435,36.172,35.6378,35.9062,508840.0
2021-06-28,35.6825,35.9599,34.6267,34.6893,150291.0
2021-06-29,35.0293,35.1099,34.233,34.233,68301.0
2021-06-30,34.054,35.933,34.0093,34.2062,95823.0
2021-07-01,34.4925,34.6446,34.1704,34.4746,91594.0
2021-07-02,34.4119,34.4119,33.7588,33.7677,80168.0
2021-07-03,34.4119,34.4119,33.7588,33.7677,80168.0
2021-07-04,34.4119,34.4119,33.7588,33.7677,80168.0
2021-07-05,34.4119,34.4119,33.7588,33.7677,80168.0
2021-07-06,33.7319,33.8125,32.4256,32.7835,106652.0
2021-07-07,32.4972,33.2398,32.3182,32.6761,177774.0
2021-07-08,31.9693,32.4882,31.7814,32.0498,163193.0
2021-07-09,32.7298,33.2935,32.2825,33.2398,99760.0
2021-07-10,32.7298,33.2935,32.2825,33.2398,99760.0
2021-07-11,32.7298,33.2935,32.2825,33.2398,99760.0
2021-07-12,32.8909,33.7409,32.6985,33.5977,129489.0
2021-07-13,33.6425,33.9109,32.6046,32.694,94564.0
2021-07-14,32.7835,33.2309,32.2825,32.5956,67600.0
2021-07-15,32.3093,33.1235,32.3093,32.9982,80686.0
2021-07-16,33.204,33.4188,32.2735,32.3272,105087.0
2021-07-17,33.204,33.4188,32.2735,32.3272,105087.0
2021-07-18,33.204,33.4188,32.2735,32.3272,105087.0
2021-07-19,31.5667,31.9603,31.2088,31.4951,114813.0
2021-07-20,31.5488,33.0072,31.5398,32.1482,147111.0
2021-07-21,32.5777,33.034,32.4793,32.6582,81725.0
2021-07-22,32.6582,33.1504,31.853,31.9335,82754.0
2021-07-23,31.7635,33.1682,31.3251,31.3609,149690.0
2021-07-24,31.7635,33.1682,31.3251,31.3609,149690.0
2021-07-25,31.7635,33.1682,31.3251,31.3609,149690.0
2021-07-26,31.1461,32.1482,30.9591,31.2714,132424.0
2021-07-27,31.0924,31.6203,30.8866,31.2893,96868.0
2021-07-28,31.5398,31.9961,30.9403,31.8709,124563.0
2021-07-29,32.2109,32.6046,31.9693,32.3182,89529.0
2021-07-30,32.2914,32.864,32.1661,32.2467,123119.0
2021-07-31,32.2914,32.864,32.1661,32.2467,123119.0
2021-08-01,32.2914,32.864,32.1661,32.2467,123119.0
2021-08-02,32.2467,33.0251,31.674,31.7188,162183.0
2021-08-03,31.9246,32.3361,31.3519,32.2198,196014.0
2021-08-04,31.7367,32.184,31.3251,31.8798,93618.0
2021-08-05,31.9514,33.3204,31.5756,32.3272,60584.0
2021-08-06,32.8909,33.4993,32.4346,33.2577,87692.0
2021-08-07,32.8909,33.4993,32.4346,33.2577,87692.0
2021-08-08,32.8909,33.4993,32.4346,33.2577,87692.0
2021-08-09,33.0519,33.2309,32.6314,32.7746,101528.0
2021-08-10,32.7477,34.3493,31.9424,33.2577,78683.0
2021-08-11,33.3472,33.9646,32.2825,33.9288,78579.0
2021-08-12,34.1256,34.1256,33.2846,33.6514,91768.0
2021-08-13,33.7856,33.8214,33.4411,33.4904,57048.0
2021-08-14,33.7856,33.8214,33.4411,33.4904,57048.0
2021-08-15,33.7856,33.8214,33.4411,33.4904,57048.0
2021-08-16,33.2756,33.6156,32.9379,33.4993,62419.0
2021-08-17,33.2398,33.4301,33.0609,33.3472,82299.0
2021-08-18,33.3111,33.6541,32.1268,33.2208,106745.0
2021-08-19,32.8597,33.275,32.625,32.9139,121181.0
2021-08-20,32.7694,33.5097,32.2549,33.4014,109140.0
2021-08-21,32.7694,33.5097,32.2549,33.4014,109140.0
2021-08-22,32.7694,33.5097,32.2549,33.4014,109140.0
2021-08-23,33.5007,33.7173,33.2118,33.5458,76174.0
2021-08-24,33.4736,33.8663,32.5031,33.284,61040.0
2021-08-25,33.3923,33.943,33.3833,33.4284,109937.0
2021-08-26,33.627,33.627,32.8417,32.8778,100016.0
2021-08-27,32.8958,34.286,32.8958,34.1958,101272.0
2021-08-28,32.8958,34.286,32.8958,34.1958,101272.0
2021-08-29,32.8958,34.286,32.8958,34.1958,101272.0
2021-08-30,34.0874,34.0874,33.4375,33.5007,68731.0
2021-08-31,33.6361,34.2048,33.4014,34.0242,109449.0
2021-09-01,33.952,34.1958,33.5007,33.8888,81548.0
2021-09-02,34.0242,34.3944,33.6812,33.943,83803.0
2021-09-03,34.0423,34.0874,33.4916,33.5909,100908.0
2021-09-04,34.0423,34.0874,33.4916,33.5909,100908.0
2021-09-05,34.0423,34.0874,33.4916,33.5909,100908.0
2021-09-06,34.0423,34.0874,33.4916,33.5909,100908.0
2021-09-07,33.627,35.8794,33.4737,34.2499,137626.0
2021-09-08,33.9881,34.5749,33.4826,33.6722,90439.0
2021-09-09,33.618,34.1958,33.5323,33.7173,104847.0
2021-09-10,33.7173,33.8843,33.3743,33.4104,89108.0
2021-09-11,33.7173,33.8843,33.3743,33.4104,89108.0
2021-09-12,33.7173,33.8843,33.3743,33.4104,89108.0
2021-09-13,33.7083,33.943,33.3336,33.5909,85492.0
2021-09-14,33.609,33.8076,32.9139,33.1125,79384.0
2021-09-15,33.2298,33.5277,33.1576,33.2389,91286.0
2021-09-16,33.3652,33.5142,32.7875,32.8417,92140.0
2021-09-17,33.0583,33.7083,32.1017,33.0493,720000.0
2021-09-18,33.0583,33.7083,32.1017,33.0493,720000.0
2021-09-19,33.0583,33.7083,32.1017,33.0493,720000.0
2021-09-20,32.3,33.0267,31.9931,32.4083,137843.0
2021-09-21,32.5167,32.7243,32.1104,32.1465,90548.0
2021-09-22,32.5076,32.9861,32.4806,32.5076,111111.0
2021-09-23,32.6701,33.7895,32.6701,33.4014,72376.0
2021-09-24,33.3472,33.8888,33.3472,33.5368,78690.0
2021-09-25,33.3472,33.8888,33.3472,33.5368,78690.0
2021-09-26,33.3472,33.8888,33.3472,33.5368,78690.0
2021-09-27,33.8618,35.2159,33.8166,34.8999,100567.0
2021-09-28,35.0714,35.0714,32.2696,34.4576,103443.0
2021-09-29,34.5659,34.936,33.4375,34.8187,80237.0
2021-09-30,35.0534,35.0804,34.5208,34.5659,81100.0
2021-10-01,34.8277,35.6763,34.6652,35.3874,119789.0
2021-10-02,34.8277,35.6763,34.6652,35.3874,119789.0
2021-10-03,34.8277,35.6763,34.6652,35.3874,119789.0
2021-10-04,35.27,36.0283,35.0895,35.1798,70208.0
2021-10-05,35.3784,35.4596,34.9902,35.0353,123282.0
2021-10-06,34.7464,35.2791,34.4124,35.2791,82611.0
2021-10-07,35.6401,35.6401,35.1933,35.2971,74343.0
2021-10-08,35.1527,35.3332,34.8909,35.1978,30147.0
2021-10-09,35.1527,35.3332,34.8909,35.1978,30147.0
2021-10-10,35.1527,35.3332,34.8909,35.1978,30147.0
2021-10-11,35.3513,35.4506,34.7555,34.918,45513.0
2021-10-12,34.7825,34.9811,34.6923,34.8277,53038.0
2021-10-13,34.7555,34.7555,34.1958,34.3312,50621.0
2021-10-14,34.7555,34.8457,34.277,34.8457,89274.0
2021-10-15,35.3513,35.3513,34.3763,34.4124,90174.0
2021-10-16,35.3513,35.3513,34.3763,34.4124,90174.0
2021-10-17,35.3513,35.3513,34.3763,34.4124,90174.0
2021-10-18,34.4621,34.602,34.277,34.3583,54272.0
2021-10-19,34.3853,34.5298,34.1506,34.5117,51631.0
2021-10-20,34.4305,35.1527,34.4305,35.1346,56592.0
2021-10-21,35.0804,35.1075,34.4124,34.8999,71145.0
2021-10-22,34.8457,35.2791,34.8457,35.1888,44226.0
2021-10-23,34.8457,35.2791,34.8457,35.1888,44226.0
2021-10-24,34.8457,35.2791,34.8457,35.1888,44226.0
2021-10-25,35.1888,35.595,35.0759,35.4686,76619.0
2021-10-26,36.1096,37.8519,36.1096,37.1387,122854.0
2021-10-27,37.4185,37.9151,36.922,37.3644,109913.0
2021-10-28,37.554,37.8609,36.7318,37.4095,87712.0
2021-10-29,37.3192,37.7616,37.0304,37.3012,66959.0
2021-10-30,37.3192,37.7616,37.0304,37.3012,66959.0
2021-10-31,37.3192,37.7616,37.0304,37.3012,66959.0
2021-11-01,37.5359,38.4206,37.4637,38.3123,109684.0
2021-11-02,38.2491,38.4657,37.4456,37.5449,70357.0
2021-11-03,37.5088,38.7275,37.3283,38.4838,86481.0
2021-11-04,38.6192,38.6192,37.4637,38.2852,113756.0
2021-11-05,38.8178,39.6754,38.7095,39.531,109665.0
2021-11-06,38.8178,39.6754,38.7095,39.531,109665.0
2021-11-07,38.8178,39.6754,38.7095,39.531,109665.0
2021-11-08,39.8559,40.1719,39.373,39.9914,75310.0
2021-11-09,39.8198,40.3705,39.3143,40.1809,91329.0
2021-11-10,40.1448,40.5601,40.0726,40.3344,89905.0
2021-11-11,40.4879,40.9212,40.1833,40.5872,69771.0
2021-11-12,40.2622,40.6413,39.4903,39.9011,51841.0
2021-11-13,40.2622,40.6413,39.4903,39.9011,51841.0
2021-11-14,40.2622,40.6413,39.4903,39.9011,51841.0
2021-11-15,40.1809,40.1809,39.6303,39.7566,77563.0
2021-11-16,39.8289,40.0545,39.4407,39.8469,73318.0
2021-11-17,39.5671,39.7476,39.1789,39.7025,82259.0
2021-11-18,39.7025,39.8198,39.2962,39.549,74005.0
2021-11-19,39.1969,39.549,38.9983,39.5219,70532.0
2021-11-20,39.1969,39.549,38.9983,39.5219,70532.0
2021-11-21,39.1969,39.549,38.9983,39.5219,70532.0
2021-11-22,39.7747,40.9483,39.0164,39.7476,107649.0
2021-11-23,39.9844,40.4489,39.7203,40.4489,68905.0
2021-11-24,40.1393,40.458,39.3489,39.9571,36955.0
2021-11-25,40.1393,40.458,39.3489,39.9571,36955.0
2021-11-26,38.7731,39.0508,37.2702,37.8805,83857.0
2021-11-27,38.7731,39.0508,37.2702,37.8805,83857.0
2021-11-28,38.7731,39.0508,37.2702,37.8805,83857.0
2021-11-29,38.4361,38.8459,37.6801,37.7985,109231.0
2021-11-30,37.3704,37.5435,36.9241,37.1154,89381.0
2021-12-01,37.9078,38.4816,37.1427,37.1882,106479.0
2021-12-02,37.5526,38.7275,37.3067,38.3723,92341.0
2021-12-03,38.5636,38.5636,37.2793,37.5435,72360.0
2021-12-04,38.5636,38.5636,37.2793,37.5435,72360.0
2021-12-05,38.5636,38.5636,37.2793,37.5435,72360.0
2021-12-06,38.1173,38.9734,38.0399,38.3814,95338.0
2021-12-07,38.7002,39.2011,37.5708,37.8076,120454.0
2021-12-08,38.0899,38.1901,37.5936,38.1719,85449.0
2021-12-09,38.0717,38.181,37.4159,37.8531,79927.0
2021-12-10,38.1446,38.1446,37.4524,37.8076,183930.0
2021-12-11,38.1446,38.1446,37.4524,37.8076,183930.0
2021-12-12,38.1446,38.1446,37.4524,37.8076,183930.0
2021-12-13,37.8258,37.8349,36.9332,37.2156,113879.0
2021-12-14,37.2429,38.1537,37.2429,37.5708,134060.0
2021-12-15,37.7347,38.1901,37.0243,37.1336,276123.0
2021-12-16,37.7438,38.5271,37.2611,37.7985,155341.0
2021-12-17,37.4888,38.1173,36.3958,37.1609,1005211.0
2021-12-18,37.4888,38.1173,36.3958,37.1609,1005211.0
2021-12-19,37.4888,38.1173,36.3958,37.1609,1005211.0
2021-12-20,36.6964,36.6964,35.7765,36.4141,111600.0
2021-12-21,36.5962,37.7165,36.5962,37.2975,76668.0
2021-12-22,37.252,37.6345,37.1518,37.5981,64285.0
2021-12-23,37.7347,38.1537,37.5252,37.589,49693.0
2021-12-24,37.7347,38.1537,37.5252,37.589,49693.0
2021-12-25,37.7347,38.1537,37.5252,37.589,49693.0
2021-12-26,37.7347,38.1537,37.5252,37.589,49693.0
2021-12-27,37.6254,38.0808,37.3431,38.0171,50737.0
2021-12-28,37.9715,38.4178,37.8076,38.0808,47396.0
2021-12-29,38.0991,38.3227,37.8487,38.1719,45595.0
2021-12-30,38.1082,38.3632,37.8349,37.9898,80121.0
2021-12-31,37.8896,38.2994,37.6163,38.0899,64245.0
2022-01-01,37.8896,38.2994,37.6163,38.0899,64245.0
2022-01-02,37.8896,38.2994,37.6163,38.0899,64245.0
2022-01-03,38.3176,39.1397,38.1264,38.5454,87390.0
2022-01-04,38.8004,39.7294,38.8004,39.0645,73409.0
2022-01-05,39.3013,39.7658,39.0372,39.2011,74876.0
2022-01-06,39.3833,40.4398,39.274,40.4034,47479.0
2022-01-07,40.3852,40.7586,39.9252,40.3487,165279.0
2022-01-08,40.3852,40.7586,39.9252,40.3487,165279.0
2022-01-09,40.3852,40.7586,39.9252,40.3487,165279.0
2022-01-10,40.3487,40.7404,40.03,40.2577,64368.0
2022-01-11,40.2212,40.2303,39.4744,40.03,58196.0
2022-01-12,40.1393,40.3123,39.7021,39.7567,59933.0
2022-01-13,39.9207,40.5218,39.9207,40.2759,47999.0
2022-01-14,39.8933,40.7313,39.7203,40.6402,57022.0
2022-01-15,39.8933,40.7313,39.7203,40.6402,57022.0
2022-01-16,39.8933,40.7313,39.7203,40.6402,57022.0
2022-01-17,39.8933,40.7313,39.7203,40.6402,57022.0
2022-01-18,40.4854,40.7495,39.7476,40.0026,73133.0
2022-01-19,40.367,40.367,39.0827,39.3104,64226.0
2022-01-20,39.3833,39.7658,38.4634,38.518,67416.0
2022-01-21,38.2721,39.5108,38.1018,38.4998,118890.0
2022-01-22,38.2721,39.5108,38.1018,38.4998,118890.0
2022-01-23,38.2721,39.5108,38.1018,38.4998,118890.0
2022-01-24,38.008,39.529,37.9533,39.3742,104200.0
2022-01-25,39.0827,39.6565,38.4907,39.447,62754.0
2022-01-26,39.6474,40.0755,38.3905,38.8823,126648.0
2022-01-27,38.9825,39.8933,37.8531,38.0717,70595.0
2022-01-28,36.8877,38.5772,36.6144,37.5526,81334.0
2022-01-29,36.8877,38.5772,36.6144,37.5526,81334.0
2022-01-30,36.8877,38.5772,36.6144,37.5526,81334.0
2022-01-31,37.1882,38.3085,36.7693,38.1628,141893.0
2022-02-01,38.263,38.7822,37.3203,38.0353,81652.0
2022-02-02,38.2812,38.3268,37.5981,38.2084,126630.0
2022-02-03,38.0991,38.7275,37.9169,38.0171,55532.0
2022-02-04,38.2903,38.6638,37.8987,38.5818,68313.0
2022-02-05,38.2903,38.6638,37.8987,38.5818,68313.0
2022-02-06,38.2903,38.6638,37.8987,38.5818,68313.0
2022-02-07,38.4998,38.6911,38.3085,38.6638,88951.0
2022-02-08,38.9097,39.7385,38.9097,39.6201,152845.0
2022-02-09,39.7932,39.8114,38.8459,38.9825,110899.0
2022-02-10,38.7913,39.4562,38.4087,38.7822,119450.0
2022-02-11,38.5909,39.4106,38.3814,38.937,78678.0
2022-02-12,38.5909,39.4106,38.3814,38.937,78678.0
2022-02-13,38.5909,39.4106,38.3814,38.937,78678.0
2022-02-14,39.1829,39.3286,38.3723,38.6,78902.0
2022-02-15,38.937,39.5108,38.7457,39.3378,75322.0
2022-02-16,39.301,39.6958,38.8971,39.2368,75065.0
2022-02-17,39.0073,39.0073,38.2177,38.2269,68935.0
2022-02-18,38.181,38.7318,38.181,38.6584,100410.0
2022-02-19,38.181,38.7318,38.181,38.6584,100410.0
2022-02-20,38.181,38.7318,38.181,38.6584,100410.0
2022-02-21,38.181,38.7318,38.181,38.6584,100410.0
2022-02-22,38.5391,39.0945,37.9148,38.3922,100068.0
2022-02-23,38.6309,38.9063,37.5471,38.1259,83927.0
2022-02-24,37.0243,37.465,35.9227,37.1161,102182.0
2022-02-25,37.3456,38.3095,36.9417,38.1994,61870.0
2022-02-26,37.3456,38.3095,36.9417,38.1994,61870.0
2022-02-27,37.3456,38.3095,36.9417,38.1994,61870.0
2022-02-28,37.5935,38.4197,37.2813,38.2728,89683.0
2022-03-01,37.8597,39.6211,36.2072,36.5653,212214.0
2022-03-02,37.0518,38.7089,37.0518,38.3187,218224.0
2022-03-03,38.5023,39.3377,38.1718,38.5299,82575.0
2022-03-04,37.8873,38.4381,37.2722,37.6853,72800.0
2022-03-05,37.8873,38.4381,37.2722,37.6853,72800.0
2022-03-06,37.8873,38.4381,37.2722,37.6853,72800.0
2022-03-07,37.5568,37.5935,36.905,37.1712,102829.0
2022-03-08,37.4374,38.2636,37.2079,37.5843,137789.0
2022-03-09,38.1351,38.6768,37.7771,38.0433,125519.0
2022-03-10,38.1443,38.3187,37.4099,38.2086,64110.0
2022-03-11,38.4197,38.8053,37.901,38.6859,83780.0
2022-03-12,38.4197,38.8053,37.901,38.6859,83780.0
2022-03-13,38.4197,38.8053,37.901,38.6859,83780.0
2022-03-14,39.1082,39.4112,38.2086,38.4381,71994.0
2022-03-15,38.6125,38.7135,37.5568,37.8322,92785.0
2022-03-16,38.1535,38.4473,37.9423,38.3646,89770.0
2022-03-17,38.5987,38.5987,37.6853,37.7587,69038.0
2022-03-18,37.8689,37.9699,37.0518,37.6486,281823.0
2022-03-19,37.8689,37.9699,37.0518,37.6486,281823.0
2022-03-20,37.8689,37.9699,37.0518,37.6486,281823.0
2022-03-21,37.9515,38.282,37.4374,37.7312,85024.0
2022-03-22,38.0066,38.3187,37.7954,37.8964,52645.0
2022-03-23,37.7404,37.7404,36.9784,37.0427,62789.0
2022-03-24,37.1345,37.5981,36.7948,37.2354,50577.0
2022-03-25,37.2813,37.9974,37.0702,37.9332,50571.0
2022-03-26,37.2813,37.9974,37.0702,37.9332,50571.0
2022-03-27,37.2813,37.9974,37.0702,37.9332,50571.0
2022-03-28,38.2269,38.2636,37.3273,37.823,51632.0
2022-03-29,37.5843,38.6217,37.5843,38.3463,102769.0
2022-03-30,38.1902,38.6676,37.5292,37.6853,101065.0
2022-03-31,37.6486,38.0617,37.364,37.4833,121130.0
2022-04-01,37.6486,38.2866,37.2354,37.6577,127447.0
2022-04-02,37.6486,38.2866,37.2354,37.6577,127447.0
2022-04-03,37.6486,38.2866,37.2354,37.6577,127447.0
2022-04-04,37.823,38.002,36.7397,37.1712,59965.0
2022-04-05,37.061,37.4604,36.6754,36.804,89861.0
2022-04-06,36.6204,37.0886,36.5286,36.5836,127591.0
2022-04-07,36.5194,36.5194,35.8951,36.2256,79605.0
2022-04-08,36.244,36.6204,35.785,35.8676,95504.0
2022-04-09,36.244,36.6204,35.785,35.8676,95504.0
2022-04-10,36.244,36.6204,35.785,35.8676,95504.0
2022-04-11,35.9502,36.5469,35.7758,35.9135,160321.0
2022-04-12,35.9777,36.345,35.9043,35.9043,133235.0
2022-04-13,35.9043,36.6479,35.9043,36.5561,87968.0
2022-04-14,36.5653,36.7397,36.0236,36.0236,70187.0
2022-04-15,36.5653,36.7397,36.0236,36.0236,70187.0
2022-04-16,36.5653,36.7397,36.0236,36.0236,70187.0
2022-04-17,36.5653,36.7397,36.0236,36.0236,70187.0
2022-04-18,35.84,36.3082,35.7941,36.1981,76783.0
2022-04-19,36.2348,37.3181,36.1568,37.0059,62290.0
2022-04-20,37.0702,37.364,36.7764,36.7948,58177.0
2022-04-21,37.0335,37.2538,36.5286,36.7673,74611.0
2022-04-22,36.5653,36.9922,36.0236,36.1613,74919.0
2022-04-23,36.5653,36.9922,36.0236,36.1613,74919.0
2022-04-24,36.5653,36.9922,36.0236,36.1613,74919.0
2022-04-25,35.785,36.7255,35.0597,35.8768,132887.0
2022-04-26,35.8033,37.2768,35.8033,36.0053,202004.0
2022-04-27,35.9227,36.6295,35.6105,35.7574,109046.0
2022-04-28,36.0787,36.6112,35.6381,36.4184,88121.0
2022-04-29,36.3909,36.5286,35.785,35.9777,118798.0
2022-04-30,36.3909,36.5286,35.785,35.9777,118798.0
2022-05-01,36.3909,36.5286,35.785,35.9777,118798.0
2022-05-02,36.1522,36.4184,35.5279,36.0971,117701.0
2022-05-03,35.9594,36.4092,35.7482,36.1154,103034.0
2022-05-04,36.1613,37.0059,36.1613,36.9509,143947.0
2022-05-05,36.6754,36.9279,35.8951,36.4092,127731.0
2022-05-06,36.2623,36.4735,35.8079,36.3082,120716.0
2022-05-07,36.2623,36.4735,35.8079,36.3082,120716.0
2022-05-08,36.2623,36.4735,35.8079,36.3082,120716.0
2022-05-09,35.9961,36.6938,35.9777,36.4,148656.0
2022-05-10,36.4827,36.9738,35.4086,35.6564,112289.0
2022-05-11,35.7666,36.3633,35.5646,35.7023,77930.0
2022-05-12,35.6472,35.6472,34.9679,35.5646,90824.0
2022-05-13,35.6656,36.0007,35.1332,35.1974,69676.0
2022-05-14,35.6656,36.0007,35.1332,35.1974,69676.0
2022-05-15,35.6656,36.0007,35.1332,35.1974,69676.0
2022-05-16,35.0413,35.4086,34.7292,34.9587,86029.0
2022-05-17,35.4361,36.244,35.4361,36.1981,84160.0
2022-05-18,35.7628,36.1425,35.4387,35.9851,187379.0
2022-05-19,35.698,35.8554,35.0313,35.0869,143255.0
2022-05-20,35.3554,35.8369,35.0776,35.7814,115673.0
2022-05-21,35.3554,35.8369,35.0776,35.7814,115673.0
2022-05-22,35.3554,35.8369,35.0776,35.7814,115673.0
2022-05-23,36.1981,36.4388,35.4017,35.9388,100989.0
2022-05-24,35.9666,36.1055,35.2998,36.0129,83476.0
2022-05-25,35.9758,36.5777,35.9295,36.1147,89441.0
2022-05-26,36.3185,36.7398,36.0638,36.4296,73517.0
2022-05-27,36.587,37.2491,36.5129,37.2352,82328.0
