,M US Equity,M US Equity,M US Equity,M US Equity,M US Equity
2022-07-07,16.4101,16.9992,16.2886,16.7748,13794561.0
2022-07-08,16.8402,16.9291,16.3166,16.7561,9790172.0
2022-07-09,16.8402,16.9291,16.3166,16.7561,9790172.0
2022-07-10,16.8402,16.9291,16.3166,16.7561,9790172.0
2022-07-11,16.6906,16.9431,15.9332,15.9613,11586598.0
2022-07-12,15.8584,16.4008,15.5966,15.8023,12027305.0
2022-07-13,15.5873,16.0174,15.3816,15.6901,12430348.0
2022-07-14,15.419,15.4564,14.8205,15.2039,11966839.0
2022-07-15,15.5031,15.7275,15.232,15.5312,8213779.0
2022-07-16,15.5031,15.7275,15.232,15.5312,8213779.0
2022-07-17,15.5031,15.7275,15.232,15.5312,8213779.0
2022-07-18,15.8023,16.6956,15.8023,16.2792,10820234.0
2022-07-19,16.5317,17.3949,16.5317,16.9805,12190314.0
2022-07-20,16.7841,17.4153,16.4943,17.3545,11176870.0
2022-07-21,17.2423,17.4854,16.9707,17.4387,8663079.0
2022-07-22,17.5322,17.9249,16.915,17.102,8902191.0
2022-07-23,17.5322,17.9249,16.915,17.102,8902191.0
2022-07-24,17.5322,17.9249,16.915,17.102,8902191.0
2022-07-25,17.2423,17.3639,16.6532,16.9244,7000352.0
2022-07-26,16.1296,16.3634,15.6434,15.6995,12526240.0
2022-07-27,15.9613,16.3447,15.5779,16.3166,9833727.0
2022-07-28,16.2325,16.5317,15.8117,16.3166,9252559.0
2022-07-29,16.4008,16.5369,16.0828,16.5036,9082839.0
2022-07-30,16.4008,16.5369,16.0828,16.5036,9082839.0
2022-07-31,16.4008,16.5369,16.0828,16.5036,9082839.0
2022-08-01,16.4195,16.7187,16.1483,16.6719,7977704.0
2022-08-02,16.5504,16.5504,16.0169,16.0922,9061581.0
2022-08-03,16.4008,16.9992,16.3634,16.9431,8967248.0
2022-08-04,16.7561,16.8543,16.4709,16.5223,8401881.0
2022-08-05,16.3166,16.8636,16.1764,16.6813,8752207.0
2022-08-06,16.3166,16.8636,16.1764,16.6813,8752207.0
2022-08-07,16.3166,16.8636,16.1764,16.6813,8752207.0
2022-08-08,16.8963,17.9062,16.8963,17.5602,11075832.0
2022-08-09,17.3919,17.3919,16.2699,16.3914,11475992.0
2022-08-10,17.0272,17.6257,16.915,17.1114,12307980.0
2022-08-11,17.8968,18.4766,17.8314,18.2615,15600618.0
2022-08-12,18.3924,18.687,18.1306,18.6636,8862445.0
2022-08-13,18.3924,18.687,18.1306,18.6636,8862445.0
2022-08-14,18.3924,18.687,18.1306,18.6636,8862445.0
2022-08-15,18.4953,18.7057,18.3083,18.6636,8616549.0
2022-08-16,19.262,20.3186,18.9628,19.7389,17009080.0
2022-08-17,19.2246,19.823,18.9908,19.1031,13225858.0
2022-08-18,18.8319,19.0703,18.4672,19.0002,11366481.0
2022-08-19,18.6449,18.7992,17.9997,18.14,10871471.0
2022-08-20,18.6449,18.7992,17.9997,18.14,10871471.0
2022-08-21,18.6449,18.7992,17.9997,18.14,10871471.0
2022-08-22,17.7379,17.7379,17.2236,17.4013,15203214.0
2022-08-23,17.7566,18.9347,17.7098,18.0558,29361176.0
2022-08-24,17.5602,17.7846,17.2797,17.3452,16020583.0
2022-08-25,17.1301,18.0932,17.0085,17.822,11867946.0
2022-08-26,17.8875,18.0885,17.261,17.2797,13406769.0
2022-08-27,17.8875,18.0885,17.261,17.2797,13406769.0
2022-08-28,17.8875,18.0885,17.261,17.2797,13406769.0
2022-08-29,17.0366,17.2517,16.7561,16.887,11433836.0
2022-08-30,17.0927,17.102,16.3166,16.6532,11901853.0
2022-08-31,16.5317,16.5504,16.0127,16.1951,13236733.0
2022-09-01,15.9145,16.1081,15.606,15.9519,11583958.0
2022-09-02,16.2231,16.6345,15.8771,15.9893,12715164.0
2022-09-03,16.2231,16.6345,15.8771,15.9893,12715164.0
2022-09-04,16.2231,16.6345,15.8771,15.9893,12715164.0
2022-09-05,16.2231,16.6345,15.8771,15.9893,12715164.0
2022-09-06,16.1389,16.3026,15.4938,15.7369,11742852.0
2022-09-07,15.6247,16.2886,15.4657,16.2418,9011983.0
2022-09-08,16.2465,16.4569,15.7883,16.4382,10445590.0
2022-09-09,16.5878,17.0693,16.5504,17.0272,10338027.0
2022-09-10,16.5878,17.0693,16.5504,17.0272,10338027.0
2022-09-11,16.5878,17.0693,16.5504,17.0272,10338027.0
2022-09-12,17.2423,17.5883,16.9431,17.1582,10735549.0
2022-09-13,16.5878,16.8122,15.8491,16.0174,12487955.0
2022-09-14,16.0905,16.1471,15.4299,15.647,12735331.0
2022-09-15,15.647,16.1094,15.5479,15.7225,11411689.0
2022-09-16,15.4865,15.8263,15.3261,15.7697,16333495.0
2022-09-17,15.4865,15.8263,15.3261,15.7697,16333495.0
2022-09-18,15.4865,15.8263,15.3261,15.7697,16333495.0
2022-09-19,15.5526,16.0528,15.4488,16.0245,9077850.0
2022-09-20,15.8923,16.0103,15.4535,15.6187,7971495.0
2022-09-21,15.7602,16.0622,15.5149,15.5243,10601654.0
2022-09-22,15.5715,15.5715,14.8448,14.9014,11579247.0
2022-09-23,14.6277,14.8637,14.4596,14.8354,12264313.0
2022-09-24,14.6277,14.8637,14.4596,14.8354,12264313.0
2022-09-25,14.6277,14.8637,14.4596,14.8354,12264313.0
2022-09-26,14.6749,14.9722,14.2503,14.3541,10198115.0
2022-09-27,14.5334,15.0524,14.5334,14.9297,11598351.0
2022-09-28,14.9675,15.6753,14.892,15.5998,10980752.0
2022-09-29,15.26,15.3261,14.7316,14.9486,12605839.0
2022-09-30,14.6561,15.5998,14.4673,14.7882,15505041.0
2022-10-01,14.6561,15.5998,14.4673,14.7882,15505041.0
2022-10-02,14.6561,15.5998,14.4673,14.7882,15505041.0
2022-10-03,15.1374,15.3733,14.7221,15.1845,10128115.0
2022-10-04,15.7413,16.3972,15.6564,16.3265,11009774.0
2022-10-05,16.0056,16.6379,15.8687,16.5435,12328807.0
2022-10-06,16.3925,16.8597,16.2368,16.5435,9749804.0
2022-10-07,16.1471,16.5246,16.0717,16.4586,7779087.0
2022-10-08,16.1471,16.5246,16.0717,16.4586,7779087.0
2022-10-09,16.1471,16.5246,16.0717,16.4586,7779087.0
2022-10-10,16.6096,16.7635,15.864,16.2038,8595599.0
2022-10-11,16.251,17.19,15.9678,16.553,10808793.0
2022-10-12,16.5341,16.8644,16.2462,16.6284,8297882.0
2022-10-13,16.2793,17.2041,15.9584,16.9871,11178744.0
2022-10-14,17.1192,17.2796,16.468,16.4775,7728762.0
2022-10-15,17.1192,17.2796,16.468,16.4775,7728762.0
2022-10-16,17.1192,17.2796,16.468,16.4775,7728762.0
2022-10-17,16.9871,17.4117,16.9588,17.2136,11397080.0
2022-10-18,17.7515,18.1431,17.525,17.9025,13423420.0
2022-10-19,17.7892,18.1714,17.1711,17.7043,11257050.0
2022-10-20,17.7987,18.1101,17.4117,17.5344,8580095.0
2022-10-21,17.5439,18.3932,17.5014,18.3649,13622302.0
2022-10-22,17.5439,18.3932,17.5014,18.3649,13622302.0
2022-10-23,17.5439,18.3932,17.5014,18.3649,13622302.0
2022-10-24,18.3083,19.0963,18.2752,18.7801,12838153.0
2022-10-25,18.6858,19.5634,18.6575,19.4124,10034819.0
2022-10-26,19.3464,20.1014,19.3464,19.6295,10667646.0
2022-10-27,19.9315,20.5543,19.6295,19.7522,7415146.0
2022-10-28,19.6672,19.9409,19.219,19.8277,7230127.0
2022-10-29,19.6672,19.9409,19.219,19.8277,7230127.0
2022-10-30,19.6672,19.9409,19.219,19.8277,7230127.0
2022-10-31,19.6956,19.9928,19.6012,19.6767,9142830.0
2022-11-01,20.007,20.2618,19.2427,19.6389,8332165.0
2022-11-02,19.403,19.6389,18.431,18.4687,9767342.0
2022-11-03,18.2422,18.9925,18.1478,18.6386,6767696.0
2022-11-04,19.0633,19.2614,18.1337,18.4876,7892368.0
2022-11-05,19.0633,19.2614,18.1337,18.4876,7892368.0
2022-11-06,19.0633,19.2614,18.1337,18.4876,7892368.0
2022-11-07,18.6008,18.7518,17.978,18.4782,7988136.0
2022-11-08,18.8651,18.9925,18.2375,18.6103,10087884.0
2022-11-09,18.4027,18.497,17.6665,17.6949,9394887.0
2022-11-10,18.6669,19.5162,18.6669,19.0255,12612617.0
2022-11-11,19.4408,20.2854,19.2426,19.8277,9901267.0
2022-11-12,19.4408,20.2854,19.2426,19.8277,9901267.0
2022-11-13,19.4408,20.2854,19.2426,19.8277,9901267.0
2022-11-14,19.7333,19.889,19.3653,19.3653,9432378.0
2022-11-15,19.9787,20.4777,19.9126,20.2335,12124714.0
2022-11-16,19.4785,19.6389,18.3413,18.6008,21520394.0
2022-11-17,19.9787,21.4603,19.6484,21.3943,43919602.0
2022-11-18,21.5075,21.7718,20.7053,20.979,16485427.0
2022-11-19,21.5075,21.7718,20.7053,20.979,16485427.0
2022-11-20,21.5075,21.7718,20.7053,20.979,16485427.0
2022-11-21,20.8375,21.4509,20.611,21.4037,13302185.0
2022-11-22,21.7529,22.3286,21.6774,22.2814,14259641.0
2022-11-23,22.0077,22.338,21.7246,22.1021,8679114.0
2022-11-24,22.0077,22.338,21.7246,22.1021,8679114.0
2022-11-25,22.0171,22.4135,21.9982,22.3191,4503564.0
2022-11-26,22.0171,22.4135,21.9982,22.3191,4503564.0
2022-11-27,22.0171,22.4135,21.9982,22.3191,4503564.0
2022-11-28,22.1304,22.4843,21.7718,21.8378,7786534.0
2022-11-29,21.9322,22.2908,21.6491,22.1681,7411391.0
2022-11-30,22.0737,22.3663,21.8095,22.1776,10141462.0
2022-12-01,22.0077,22.1776,21.6963,21.8756,8396665.0
2022-12-02,21.8756,22.2342,21.6963,22.1398,6971310.0
2022-12-03,21.8756,22.2342,21.6963,22.1398,6971310.0
2022-12-04,21.8756,22.2342,21.6963,22.1398,6971310.0
2022-12-05,21.9416,21.9888,21.2905,21.4131,6205913.0
2022-12-06,21.3754,21.5594,20.7714,21.2621,8469705.0
2022-12-07,21.2338,21.8661,21.1111,21.6679,8488577.0
2022-12-08,21.8001,22.0726,21.5358,21.6868,6616396.0
2022-12-09,21.432,21.5547,20.7808,20.828,7590696.0
2022-12-10,21.432,21.5547,20.7808,20.828,7590696.0
2022-12-11,21.432,21.5547,20.7808,20.828,7590696.0
2022-12-12,20.7714,20.9696,20.4222,20.8752,7095063.0
2022-12-13,21.6302,21.7906,20.2052,20.2807,12301027.0
2022-12-14,20.2688,20.7727,20.1547,20.6871,9340238.0
2022-12-15,20.3448,20.3543,19.8457,19.9646,5993214.0
2022-12-16,19.3561,19.8029,19.2135,19.3941,10392573.0
2022-12-17,19.3561,19.8029,19.2135,19.3941,10392573.0
2022-12-18,19.3561,19.8029,19.2135,19.3941,10392573.0
2022-12-19,19.4322,19.5558,18.9426,19.128,10743638.0
2022-12-20,19.0139,19.2088,18.8855,19.166,6855234.0
2022-12-21,19.6033,19.8604,19.223,19.4132,6975270.0
2022-12-22,19.0519,19.166,18.4435,19.0329,7264886.0
2022-12-23,18.9758,19.4132,18.7382,19.2991,5976537.0
2022-12-24,18.9758,19.4132,18.7382,19.2991,5976537.0
2022-12-25,18.9758,19.4132,18.7382,19.2991,5976537.0
2022-12-26,18.9758,19.4132,18.7382,19.2991,5976537.0
2022-12-27,19.5463,19.6318,19.1565,19.3941,7438148.0
2022-12-28,19.2991,19.4132,18.7524,19.0614,8031511.0
2022-12-29,19.1945,19.589,19.1755,19.4512,8742472.0
2022-12-30,19.2325,19.8315,19.1289,19.6318,8261230.0
2022-12-31,19.2325,19.8315,19.1289,19.6318,8261230.0
2023-01-01,19.2325,19.8315,19.1289,19.6318,8261230.0
2023-01-02,19.2325,19.8315,19.1289,19.6318,8261230.0
2023-01-03,19.917,20.0121,19.0899,19.1375,11073928.0
2023-01-04,19.1184,20.6015,19.0424,20.3068,12295547.0
2023-01-05,19.9646,20.6633,19.4417,20.497,9659749.0
2023-01-06,20.6681,21.4762,20.6205,21.0388,15139837.0
2023-01-07,20.6681,21.4762,20.6205,21.0388,15139837.0
2023-01-08,20.6681,21.4762,20.6205,21.0388,15139837.0
2023-01-09,19.822,20.2117,19.0139,19.4227,24629674.0
2023-01-10,19.4607,19.86,19.3181,19.8315,11863863.0
2023-01-11,19.898,21.1577,19.8315,21.1244,12599889.0
2023-01-12,21.267,21.6425,20.8582,21.6283,9415718.0
2023-01-13,21.4667,21.885,21.4429,21.8755,7664751.0
2023-01-14,21.4667,21.885,21.4429,21.8755,7664751.0
2023-01-15,21.4667,21.885,21.4429,21.8755,7664751.0
2023-01-16,21.4667,21.885,21.4429,21.8755,7664751.0
2023-01-17,21.7043,21.9106,21.5712,21.7709,8848016.0
2023-01-18,22.0086,22.5504,21.8422,21.942,8131166.0
2023-01-19,21.6758,21.8279,21.2005,21.6568,6925789.0
2023-01-20,21.286,21.9704,21.1624,21.6378,7586317.0
2023-01-21,21.286,21.9704,21.1624,21.6378,7586317.0
2023-01-22,21.286,21.9704,21.1624,21.6378,7586317.0
2023-01-23,21.7994,22.3603,21.6283,22.2462,7053877.0
2023-01-24,21.9705,22.308,21.8659,21.9895,5852714.0
2023-01-25,21.885,22.3223,21.5627,22.2272,5212084.0
2023-01-26,22.4839,22.7073,22.0656,22.3128,3871494.0
2023-01-27,22.2747,22.4459,21.9325,21.942,5622988.0
2023-01-28,22.2747,22.4459,21.9325,21.942,5622988.0
2023-01-29,22.2747,22.4459,21.9325,21.942,5622988.0
2023-01-30,22.0561,22.4982,21.904,22.1702,7147860.0
2023-01-31,22.2747,22.598,22.1892,22.4649,7001103.0
2023-02-01,22.2462,23.021,21.0103,22.8452,13222371.0
2023-02-02,23.0638,23.5487,22.7881,23.2064,6087933.0
2023-02-03,23.1019,23.8814,23.0686,23.254,9384822.0
2023-02-04,23.1019,23.8814,23.0686,23.254,9384822.0
2023-02-05,23.1019,23.8814,23.0686,23.254,9384822.0
2023-02-06,22.9497,23.1304,22.5425,22.9307,7212973.0
2023-02-07,22.8357,22.8452,22.2462,22.8071,6647651.0
2023-02-08,22.5219,22.5267,21.0293,21.0484,12059176.0
2023-02-09,21.4191,21.7154,20.9343,21.0388,7890522.0
2023-02-10,20.8202,21.3383,20.6975,21.0103,7333782.0
2023-02-11,20.8202,21.3383,20.6975,21.0103,7333782.0
2023-02-12,20.8202,21.3383,20.6975,21.0103,7333782.0
2023-02-13,20.9913,21.267,20.7346,21.2575,8037246.0
2023-02-14,21.191,21.5427,20.9628,21.3336,6456581.0
2023-02-15,21.21,21.7329,21.0436,21.6568,7691536.0
2023-02-16,21.2765,21.6093,21.1624,21.191,6053911.0
2023-02-17,21.2385,21.305,20.7727,21.1719,6150802.0
2023-02-18,21.2385,21.305,20.7727,21.1719,6150802.0
2023-02-19,21.2385,21.305,20.7727,21.1719,6150802.0
2023-02-20,21.2385,21.305,20.7727,21.1719,6150802.0
2023-02-21,20.7917,20.8392,19.6603,19.7934,11367567.0
2023-02-22,19.7744,20.1737,19.532,19.8125,8134553.0
2023-02-23,19.9265,20.0786,19.5463,19.7174,7974981.0
2023-02-24,19.3846,19.7602,19.2183,19.5558,7169066.0
2023-02-25,19.3846,19.7602,19.2183,19.5558,7169066.0
2023-02-26,19.3846,19.7602,19.2183,19.5558,7169066.0
2023-02-27,19.9075,19.9646,19.3371,19.4037,9214235.0
2023-02-28,19.4987,19.7744,19.3371,19.4512,9032096.0
2023-03-01,19.0139,20.0027,18.9568,19.4227,13139173.0
2023-03-02,20.5065,22.045,20.3639,21.5807,28515404.0
2023-03-03,21.7994,21.885,21.4572,21.5427,10991557.0
2023-03-04,21.7994,21.885,21.4572,21.5427,10991557.0
2023-03-05,21.7994,21.885,21.4572,21.5427,10991557.0
2023-03-06,21.7424,21.7899,20.497,20.6015,11532077.0
2023-03-07,20.7156,20.7727,20.0596,20.0786,9046060.0
2023-03-08,20.1452,20.2117,19.7364,20.0026,8070128.0
2023-03-09,19.9075,20.1595,19.3894,19.4607,8529691.0
2023-03-10,19.2706,19.2991,18.5243,18.6241,10482757.0
2023-03-11,19.2706,19.2991,18.5243,18.6241,10482757.0
2023-03-12,19.2706,19.2991,18.5243,18.6241,10482757.0
2023-03-13,18.0632,18.2628,17.2885,17.7304,14506769.0
2023-03-14,18.2152,18.4454,17.6973,17.9562,11872805.0
2023-03-15,17.3807,18.0905,17.2464,18.033,9548886.0
2023-03-16,17.6781,18.2584,17.5342,18.1673,8766272.0
2023-03-17,18.0522,18.1864,17.784,18.1097,7772777.0
2023-03-18,18.0522,18.1864,17.784,18.1097,7772777.0
2023-03-19,18.0522,18.1864,17.784,18.1097,7772777.0
2023-03-20,18.2344,18.3207,17.491,17.7452,8512499.0
2023-03-21,18.1385,18.4454,17.9658,17.985,10211574.0
2023-03-22,18.0522,18.1481,17.2464,17.2656,8477283.0
2023-03-23,17.4527,17.4527,16.2249,16.4887,12756883.0
2023-03-24,16.2105,16.4119,15.894,16.2489,10945793.0
2023-03-25,16.2105,16.4119,15.894,16.2489,10945793.0
2023-03-26,16.2105,16.4119,15.894,16.2489,10945793.0
2023-03-27,16.527,16.5654,16.0762,16.4023,10311461.0
2023-03-28,16.5174,17.1985,16.5078,16.5654,10075608.0
2023-03-29,16.4599,16.6709,16.0091,16.6038,14749419.0
2023-03-30,17.0738,17.2656,16.268,16.2872,10343927.0
2023-03-31,16.4119,16.9203,16.2872,16.7764,10754446.0
2023-04-01,16.4119,16.9203,16.2872,16.7764,10754446.0
2023-04-02,16.4119,16.9203,16.2872,16.7764,10754446.0
2023-04-03,18.0234,18.3351,17.5486,18.033,21668132.0
2023-04-04,18.1577,18.3111,17.7836,18.1481,15439362.0
2023-04-05,17.8219,17.9179,17.3088,17.6013,12013786.0
2023-04-06,17.5726,17.8747,17.5054,17.726,9576031.0
2023-04-07,17.5726,17.8747,17.5054,17.726,9576031.0
2023-04-08,17.5726,17.8747,17.5054,17.726,9576031.0
2023-04-09,17.5726,17.8747,17.5054,17.726,9576031.0
2023-04-10,17.5917,18.0713,17.5917,17.7548,11390646.0
2023-04-11,17.7548,17.9179,17.5054,17.6685,10720963.0
2023-04-12,17.7836,17.8028,16.7141,16.8148,13361821.0
2023-04-13,16.6997,17.0546,16.4982,16.8532,9224627.0
2023-04-14,17.0066,17.2896,16.762,17.0162,7117462.0
2023-04-15,17.0066,17.2896,16.762,17.0162,7117462.0
2023-04-16,17.0066,17.2896,16.762,17.0162,7117462.0
2023-04-17,16.997,17.2512,16.8148,17.1409,13428338.0
2023-04-18,17.1697,17.2464,16.7764,16.9779,9406655.0
2023-04-19,16.9491,17.1601,16.7812,17.1217,7815542.0
2023-04-20,16.9587,17.2129,16.6181,16.6325,8625520.0
2023-04-21,16.575,16.786,16.3256,16.3736,10416296.0
2023-04-22,16.575,16.786,16.3256,16.3736,10416296.0
2023-04-23,16.575,16.786,16.3256,16.3736,10416296.0
2023-04-24,16.3256,16.5654,16.1769,16.364,8548024.0
2023-04-25,16.1433,16.2489,15.6494,15.6637,9343099.0
2023-04-26,15.6446,15.8508,15.5295,15.587,10258038.0
2023-04-27,15.5966,15.7213,15.3686,15.5582,7876454.0
2023-04-28,15.539,15.7597,15.4287,15.6733,9635577.0
2023-04-29,15.539,15.7597,15.4287,15.6733,9635577.0
2023-04-30,15.539,15.7597,15.4287,15.6733,9635577.0
2023-05-01,15.5774,15.7309,15.3184,15.4048,8638078.0
2023-05-02,15.2992,15.3232,14.7621,15.0403,10630364.0
2023-05-03,15.0403,15.1746,14.6086,14.6662,10902582.0
2023-05-04,14.6374,14.647,13.8892,14.1482,14455409.0
2023-05-05,14.388,14.7813,14.3113,14.7429,12053353.0
2023-05-06,14.388,14.7813,14.3113,14.7429,12053353.0
2023-05-07,14.388,14.7813,14.3113,14.7429,12053353.0
2023-05-08,14.9443,14.9827,14.2441,14.4647,9886440.0
2023-05-09,14.1962,14.4742,14.0331,14.388,9273263.0
2023-05-10,14.5703,14.599,14.0523,14.1866,11251907.0
2023-05-11,14.1386,14.4791,14.0331,14.3784,9442287.0
2023-05-12,14.4264,14.4647,14.2393,14.3784,7130302.0
2023-05-13,14.4264,14.4647,14.2393,14.3784,7130302.0
2023-05-14,14.4264,14.4647,14.2393,14.3784,7130302.0
2023-05-15,14.4456,14.7237,14.3736,14.6758,7753264.0
2023-05-16,14.5703,14.6556,14.0043,14.1578,10640278.0
2023-05-17,14.2729,15.0115,14.2058,14.9731,12199800.0
2023-05-18,15.0211,15.2513,14.7621,15.2225,9990523.0
2023-05-19,14.9443,14.9731,14.1695,14.1866,16279088.0
2023-05-20,14.9443,14.9731,14.1695,14.1866,16279088.0
2023-05-21,14.9443,14.9731,14.1695,14.1866,16279088.0
2023-05-22,14.34,14.4216,14.1194,14.34,10783152.0
2023-05-23,14.3305,14.6278,14.1674,14.1674,12851298.0
2023-05-24,15.117,15.2321,14.2825,14.5607,25444248.0
2023-05-25,14.3784,14.4647,13.4576,13.4672,19433708.0
2023-05-26,13.5727,14.0091,13.496,13.7549,15847611.0
2023-05-27,13.5727,14.0091,13.496,13.7549,15847611.0
2023-05-28,13.5727,14.0091,13.496,13.7549,15847611.0
2023-05-29,13.5727,14.0091,13.496,13.7549,15847611.0
2023-05-30,13.7741,13.8269,13.4,13.5343,16725799.0
2023-05-31,13.4096,13.4288,12.8725,13.0355,26267145.0
2023-06-01,12.5463,13.5247,12.2778,13.189,41556510.0
2023-06-02,13.4288,15.0403,13.4288,14.7909,35548614.0
2023-06-03,13.4288,15.0403,13.4288,14.7909,35548614.0
2023-06-04,13.4288,15.0403,13.4288,14.7909,35548614.0
2023-06-05,14.7525,14.8292,14.2729,14.388,15112802.0
2023-06-06,14.34,15.3184,14.2249,15.2513,17766525.0
2023-06-07,15.2513,15.6446,15.1458,15.5486,14371896.0
2023-06-08,15.4144,15.6158,14.9491,15.3664,12574613.0
2023-06-09,15.4911,15.4911,14.8005,15.0211,10142395.0
2023-06-10,15.4911,15.4911,14.8005,15.0211,10142395.0
2023-06-11,15.4911,15.4911,14.8005,15.0211,10142395.0
2023-06-12,14.9635,15.5582,14.8388,15.4527,12773854.0
2023-06-13,15.6158,15.8556,15.5199,15.6925,11200299.0
2023-06-14,15.8043,15.8237,15.0291,15.378,9712782.0
2023-06-15,15.3489,15.659,15.2229,15.4943,9441696.0
2023-06-16,15.6687,15.8334,15.3102,15.3586,17843791.0
2023-06-17,15.6687,15.8334,15.3102,15.3586,17843791.0
2023-06-18,15.6687,15.8334,15.3102,15.3586,17843791.0
2023-06-19,15.6687,15.8334,15.3102,15.3586,17843791.0
2023-06-20,15.2811,15.4603,15.0679,15.2714,10623861.0
2023-06-21,15.126,15.1939,14.8838,14.971,8284123.0
2023-06-22,15.0098,15.034,14.6852,14.7191,6312868.0
2023-06-23,14.5543,14.7675,14.4138,14.535,7589021.0
2023-06-24,14.5543,14.7675,14.4138,14.535,7589021.0
2023-06-25,14.5543,14.7675,14.4138,14.535,7589021.0
2023-06-26,14.4865,14.879,14.4865,14.6706,7791148.0
2023-06-27,14.6706,15.2326,14.5398,15.1357,8875352.0
2023-06-28,15.1067,15.1164,14.8257,15.0291,8229545.0
2023-06-29,15.097,15.5815,15.0291,15.533,9733418.0
2023-06-30,15.7365,15.7753,15.2326,15.5524,9437516.0
2023-07-01,15.7365,15.7753,15.2326,15.5524,9437516.0
2023-07-02,15.7365,15.7753,15.2326,15.5524,9437516.0
2023-07-03,15.6978,16.0078,15.6493,15.9691,6411927.0
2023-07-04,15.6978,16.0078,15.6493,15.9691,6411927.0
2023-07-05,15.7462,15.9012,15.4216,15.8528,8175181.0
2023-07-06,15.6202,15.6978,15.2229,15.4071,7995192.0
2023-07-07,15.4361,15.7268,15.2714,15.4361,8648362.0
2023-07-08,15.4361,15.7268,15.2714,15.4361,8648362.0
2023-07-09,15.4361,15.7268,15.2714,15.4361,8648362.0
2023-07-10,15.4555,15.8625,15.3586,15.6299,9709414.0
2023-07-11,15.7753,16.2888,15.5718,15.9691,10315271.0
2023-07-12,16.2016,16.3082,15.6202,15.6687,9821158.0
2023-07-13,15.6881,15.7335,15.2336,15.2811,9728136.0
2023-07-14,15.2229,15.2811,14.8063,15.0776,10321618.0
2023-07-15,15.2229,15.2811,14.8063,15.0776,10321618.0
2023-07-16,15.2229,15.2811,14.8063,15.0776,10321618.0
2023-07-17,14.9419,15.4943,14.8014,15.4361,10329641.0
2023-07-18,15.4071,15.6978,15.252,15.4071,9600004.0
2023-07-19,15.5912,15.8213,15.3925,15.7656,9230179.0
2023-07-20,15.8431,15.8916,15.4967,15.8237,8039751.0
2023-07-21,15.9109,15.94,15.4361,15.5718,5821318.0
2023-07-22,15.9109,15.94,15.4361,15.5718,5821318.0
2023-07-23,15.9109,15.94,15.4361,15.5718,5821318.0
2023-07-24,15.6299,16.0757,15.5815,15.9012,6823781.0
2023-07-25,15.8916,15.9352,15.6105,15.6202,6761636.0
2023-07-26,15.7074,16.0272,15.659,15.7753,9395695.0
2023-07-27,15.9012,16.3082,15.6687,15.7462,8290351.0
2023-07-28,15.9303,16.0078,15.7074,15.7656,6803306.0
2023-07-29,15.9303,16.0078,15.7074,15.7656,6803306.0
2023-07-30,15.9303,16.0078,15.7074,15.7656,6803306.0
2023-07-31,15.8431,16.1629,15.8043,16.0757,8057215.0
2023-08-01,15.9594,15.9981,15.6978,15.8237,6688473.0
2023-08-02,15.6009,15.7947,15.4943,15.504,7170476.0
2023-08-03,15.4458,15.5669,15.1551,15.5136,9775407.0
2023-08-04,15.6009,15.9691,15.3005,15.8043,9293482.0
2023-08-05,15.6009,15.9691,15.3005,15.8043,9293482.0
2023-08-06,15.6009,15.9691,15.3005,15.8043,9293482.0
2023-08-07,15.7656,15.8383,15.3586,15.5427,7540617.0
2023-08-08,15.2714,15.4555,15.0098,15.4361,7487871.0
2023-08-09,15.4167,15.5863,15.1648,15.2036,7955937.0
2023-08-10,15.4071,15.5621,15.1357,15.2133,7604479.0
2023-08-11,15.0582,15.3586,14.9468,15.097,7657956.0
2023-08-12,15.0582,15.3586,14.9468,15.097,7657956.0
2023-08-13,15.0582,15.3586,14.9468,15.097,7657956.0
2023-08-14,14.9613,15.2181,14.9419,15.1551,10925614.0
2023-08-15,15.0485,15.0485,14.4574,14.7675,10621503.0
2023-08-16,14.8353,15.0872,14.6125,14.6319,8401046.0
2023-08-17,14.7481,14.9032,14.564,14.5737,10662629.0
2023-08-18,14.4574,14.8838,14.4284,14.6512,11767431.0
2023-08-19,14.4574,14.8838,14.4284,14.6512,11767431.0
2023-08-20,14.4574,14.8838,14.4284,14.6512,11767431.0
2023-08-21,14.6028,14.7384,14.2454,14.2733,12939570.0
2023-08-22,13.1881,13.5369,12.1803,12.2675,50386087.0
2023-08-23,12.1512,12.2627,11.9477,12.1997,26637361.0
2023-08-24,12.1415,12.345,11.9235,11.9477,13506123.0
2023-08-25,11.9284,12.0543,11.4923,11.7055,16364678.0
2023-08-26,11.9284,12.0543,11.4923,11.7055,16364678.0
2023-08-27,11.9284,12.0543,11.4923,11.7055,16364678.0
2023-08-28,11.7346,11.9574,11.6086,11.783,14033815.0
2023-08-29,11.8605,12.1367,11.7346,11.8799,11823211.0
2023-08-30,11.8315,12.1415,11.7733,11.9671,10243826.0
2023-08-31,11.9574,12.0592,11.7879,11.8508,10834597.0
2023-09-01,11.938,12.0059,11.7636,11.7733,8661521.0
2023-09-02,11.938,12.0059,11.7636,11.7733,8661521.0
2023-09-03,11.938,12.0059,11.7636,11.7733,8661521.0
2023-09-04,11.938,12.0059,11.7636,11.7733,8661521.0
2023-09-05,11.6764,11.9768,11.5892,11.628,11587157.0
2023-09-06,11.5601,11.6619,11.3663,11.4535,10039963.0
2023-09-07,11.3954,11.4584,11.2016,11.2597,10016661.0
