,LLY US Equity,LLY US Equity,LLY US Equity,LLY US Equity,LLY US Equity
2022-05-03,282.6391,283.7946,278.2129,282.0907,2109522.0
2022-05-04,282.5118,290.8157,278.2227,288.7789,2743561.0
2022-05-05,287.3296,288.867,282.3159,286.3014,3120381.0
2022-05-06,284.1471,292.0594,282.5313,290.7374,2931169.0
2022-05-07,284.1471,292.0594,282.5313,290.7374,2931169.0
2022-05-08,284.1471,292.0594,282.5313,290.7374,2931169.0
2022-05-09,287.4178,288.8083,280.7002,283.2266,3460544.0
2022-05-10,285.9391,287.3394,279.0844,279.7699,3140981.0
2022-05-11,277.782,288.3872,277.1259,280.7393,2625192.0
2022-05-12,277.4442,285.9293,277.4442,285.7433,2369996.0
2022-05-13,287.5215,287.6886,281.5084,286.539,2337673.0
2022-05-14,287.5215,287.6886,281.5084,286.539,2337673.0
2022-05-15,287.5215,287.6886,281.5084,286.539,2337673.0
2022-05-16,287.0106,304.0381,286.5095,294.1537,5118315.0
2022-05-17,294.7629,298.1035,288.2683,296.1384,2552984.0
2022-05-18,294.7629,297.3175,288.8971,290.0368,2161429.0
2022-05-19,288.4549,288.4549,279.4057,281.2726,3157441.0
2022-05-20,285.6547,294.0161,283.8763,293.6329,3129140.0
2022-05-21,285.6547,294.0161,283.8763,293.6329,3129140.0
2022-05-22,285.6547,294.0161,283.8763,293.6329,3129140.0
2022-05-23,295.3524,299.597,294.1242,297.3175,2873617.0
2022-05-24,298.4081,302.299,294.5664,300.6188,2804943.0
2022-05-25,301.6407,305.001,299.3219,301.6505,3195708.0
2022-05-26,299.9016,308.43,298.3098,307.9879,3284351.0
2022-05-27,307.192,318.4225,305.8263,317.833,3694287.0
2022-05-28,307.192,318.4225,305.8263,317.833,3694287.0
2022-05-29,307.192,318.4225,305.8263,317.833,3694287.0
2022-05-30,307.192,318.4225,305.8263,317.833,3694287.0
2022-05-31,311.1026,312.9006,303.6352,307.9682,6298904.0
2022-06-01,307.9682,308.4202,300.2553,305.6494,2731736.0
2022-06-02,305.1483,305.2417,292.9599,297.1504,3703312.0
2022-06-03,296.8852,300.4714,295.4506,296.3841,2490022.0
2022-06-04,296.8852,300.4714,295.4506,296.3841,2490022.0
2022-06-05,296.8852,300.4714,295.4506,296.3841,2490022.0
2022-06-06,309.6287,309.6287,297.7989,298.0642,3734398.0
2022-06-07,298.6852,306.7008,297.7301,306.6516,3652818.0
2022-06-08,306.9759,309.9923,305.3842,308.0174,2684523.0
2022-06-09,306.1604,306.4748,297.8186,297.9561,1965302.0
2022-06-10,294.0063,296.3939,291.6875,291.8251,2471662.0
2022-06-11,294.0063,296.3939,291.6875,291.8251,2471662.0
2022-06-12,294.0063,296.3939,291.6875,291.8251,2471662.0
2022-06-13,285.3619,288.0423,283.4734,286.1951,2898757.0
2022-06-14,284.1219,286.9025,282.2747,285.7136,2422560.0
2022-06-15,286.5095,291.1668,283.4931,287.8752,1970129.0
2022-06-16,285.1339,285.1339,278.1677,283.0411,2628808.0
2022-06-17,284.9473,295.7356,284.623,285.8217,6900000.0
2022-06-18,284.9473,295.7356,284.623,285.8217,6900000.0
2022-06-19,284.9473,295.7356,284.623,285.8217,6900000.0
2022-06-20,284.9473,295.7356,284.623,285.8217,6900000.0
2022-06-21,287.2759,294.0554,285.242,292.1493,2821331.0
2022-06-22,291.7759,304.2444,291.2552,301.3361,4536148.0
2022-06-23,304.097,307.7226,301.8273,307.2608,3729325.0
2022-06-24,313.9716,320.1321,313.441,319.9356,5449892.0
2022-06-25,313.9716,320.1321,313.441,319.9356,5449892.0
2022-06-26,313.9716,320.1321,313.441,319.9356,5449892.0
2022-06-27,318.5699,325.0743,316.3788,321.5568,3219127.0
2022-06-28,320.8199,323.3205,311.2303,312.0753,2748331.0
2022-06-29,312.6058,319.0317,312.1047,317.3614,2562542.0
2022-06-30,316.5065,321.3406,314.4235,318.5699,2732891.0
2022-07-01,318.226,319.7195,312.2128,319.0415,1817810.0
2022-07-02,318.226,319.7195,312.2128,319.0415,1817810.0
2022-07-03,318.226,319.7195,312.2128,319.0415,1817810.0
2022-07-04,318.226,319.7195,312.2128,319.0415,1817810.0
2022-07-05,316.8111,321.714,313.3624,321.4684,2109663.0
2022-07-06,322.2741,326.9313,321.0459,324.3865,2252491.0
2022-07-07,321.5372,324.7304,320.5448,322.2249,2395046.0
2022-07-08,320.8494,328.6802,320.4662,324.7009,1898294.0
2022-07-09,320.8494,328.6802,320.4662,324.7009,1898294.0
2022-07-10,320.8494,328.6802,320.4662,324.7009,1898294.0
2022-07-11,324.8385,326.8724,323.6767,325.2905,1342949.0
2022-07-12,324.2392,326.1944,317.7151,317.9411,2058398.0
2022-07-13,316.3886,319.012,315.2292,316.8308,2564310.0
2022-07-14,311.9967,322.0383,310.0021,321.1834,2615713.0
2022-07-15,326.1748,329.4761,322.4411,325.8112,3340336.0
2022-07-16,326.1748,329.4761,322.4411,325.8112,3340336.0
2022-07-17,326.1748,329.4761,322.4411,325.8112,3340336.0
2022-07-18,324.3571,326.1748,314.1288,316.1528,2116414.0
2022-07-19,318.4323,321.6649,316.2216,320.5055,1628234.0
2022-07-20,321.38,322.0972,314.7183,316.4083,2051072.0
2022-07-21,315.8384,322.3232,314.1288,321.2129,1692104.0
2022-07-22,321.2424,323.4728,320.1419,323.011,1850862.0
2022-07-23,321.2424,323.4728,320.1419,323.011,1850862.0
2022-07-24,321.2424,323.4728,320.1419,323.011,1850862.0
2022-07-25,323.011,326.4695,322.333,325.7621,1741726.0
2022-07-26,325.2119,326.7643,322.8734,325.7719,1812283.0
2022-07-27,323.237,325.094,319.5132,323.1977,1643193.0
2022-07-28,324.475,327.7665,316.1233,325.0252,2351047.0
2022-07-29,325.2806,325.2806,321.1147,323.9346,3399855.0
2022-07-30,325.2806,325.2806,321.1147,323.9346,3399855.0
2022-07-31,325.2806,325.2806,321.1147,323.9346,3399855.0
2022-08-01,321.7926,324.6616,317.8133,318.4913,2464276.0
2022-08-02,321.4782,323.237,313.7849,314.6102,3405692.0
2022-08-03,315.0327,315.3766,304.8045,308.3514,5152196.0
2022-08-04,304.7848,304.8339,296.9638,300.4518,4696250.0
2022-08-05,297.1996,299.99,295.0675,296.0598,2814275.0
2022-08-06,297.1996,299.99,295.0675,296.0598,2814275.0
2022-08-07,297.1996,299.99,295.0675,296.0598,2814275.0
2022-08-08,295.4015,300.776,291.3534,297.2192,3219472.0
2022-08-09,299.764,301.3432,296.0402,297.7301,2123056.0
2022-08-10,299.1843,301.7684,297.3077,299.2924,2351049.0
2022-08-11,295.7749,300.0882,294.3993,295.9124,2198999.0
2022-08-12,298.6035,304.0942,297.0066,303.69,2305105.0
2022-08-13,298.6035,304.0942,297.0066,303.69,2305105.0
2022-08-14,298.6035,304.0942,297.0066,303.69,2305105.0
2022-08-15,304.8039,310.127,302.931,309.4665,2795795.0
2022-08-16,309.4567,309.8855,305.2179,305.8882,2247979.0
2022-08-17,305.5925,316.0316,305.5925,312.3055,2747228.0
2022-08-18,312.2365,314.415,309.7228,312.2069,2261691.0
2022-08-19,312.9856,321.1082,312.9758,318.1707,3393325.0
2022-08-20,312.9856,321.1082,312.9758,318.1707,3393325.0
2022-08-21,312.9856,321.1082,312.9758,318.1707,3393325.0
2022-08-22,317.6877,321.1279,315.8246,318.496,2488026.0
2022-08-23,316.6625,317.2539,309.3975,310.61,2962108.0
2022-08-24,311.9605,316.2879,310.7283,314.3263,1826987.0
2022-08-25,316.0316,318.7621,311.3296,318.5354,1977925.0
2022-08-26,318.979,319.9647,310.7726,311.0634,1857980.0
2022-08-27,318.979,319.9647,310.7726,311.0634,1857980.0
2022-08-28,318.979,319.9647,310.7726,311.0634,1857980.0
2022-08-29,308.8751,310.3833,305.2673,305.7305,1696996.0
2022-08-30,305.7207,307.5246,301.6495,302.6648,1980254.0
2022-08-31,302.7634,304.4195,296.8193,296.9376,3183504.0
2022-09-01,296.7109,305.0011,296.218,304.7251,2939177.0
2022-09-02,305.6911,305.7995,295.4886,297.0362,2525421.0
2022-09-03,305.6911,305.7995,295.4886,297.0362,2525421.0
2022-09-04,305.6911,305.7995,295.4886,297.0362,2525421.0
2022-09-05,305.6911,305.7995,295.4886,297.0362,2525421.0
2022-09-06,298.6331,308.3754,297.9234,302.448,2322342.0
2022-09-07,304.3702,307.9485,300.5356,307.1599,2228255.0
2022-09-08,307.5049,311.231,303.207,311.0043,2212547.0
2022-09-09,311.9408,315.6077,310.7283,313.1729,2177390.0
2022-09-10,311.9408,315.6077,310.7283,313.1729,2177390.0
2022-09-11,311.9408,315.6077,310.7283,313.1729,2177390.0
2022-09-12,314.346,315.8838,310.3931,310.7283,2077414.0
2022-09-13,305.5925,307.8597,300.644,302.1128,2272439.0
2022-09-14,302.8324,307.3697,301.5411,305.1982,2002888.0
2022-09-15,305.2968,307.8302,301.3932,305.0602,2348077.0
2022-09-16,303.5816,307.5147,302.3666,304.4885,4380422.0
2022-09-17,303.5816,307.5147,302.3666,304.4885,4380422.0
2022-09-18,303.5816,307.5147,302.3666,304.4885,4380422.0
2022-09-19,302.1128,302.1522,293.4086,300.7426,2515481.0
2022-09-20,299.4907,299.4907,294.6803,297.4305,1816772.0
2022-09-21,296.7109,300.1906,292.0976,292.2553,2241157.0
2022-09-22,296.5138,308.1555,295.6857,306.4403,5918287.0
2022-09-23,307.426,310.6888,300.7722,307.0219,4572588.0
2022-09-24,307.426,310.6888,300.7722,307.0219,4572588.0
2022-09-25,307.426,310.6888,300.7722,307.0219,4572588.0
2022-09-26,304.3998,307.288,300.5356,303.1183,3759990.0
2022-09-27,304.7448,309.4764,303.9266,306.667,3019604.0
2022-09-28,328.7774,336.831,323.4247,329.6153,9436333.0
2022-09-29,329.2111,329.911,322.6066,325.3075,3743066.0
2022-09-30,322.4883,324.8119,317.8257,318.7424,4474113.0
2022-10-01,322.4883,324.8119,317.8257,318.7424,4474113.0
2022-10-02,322.4883,324.8119,317.8257,318.7424,4474113.0
2022-10-03,321.3448,324.652,312.5322,316.9681,3340749.0
2022-10-04,317.5891,325.3962,317.1948,325.1892,2622532.0
2022-10-05,323.6219,329.0928,322.853,327.0523,2186065.0
2022-10-06,323.267,334.4257,322.2123,328.2056,4299153.0
2022-10-07,328.2253,328.3239,320.2703,322.0053,2601643.0
2022-10-08,328.2253,328.3239,320.2703,322.0053,2601643.0
2022-10-09,328.2253,328.3239,320.2703,322.0053,2601643.0
2022-10-10,321.5814,322.3471,315.6767,319.2747,1956232.0
2022-10-11,315.4402,324.3415,314.8783,322.9319,2599113.0
2022-10-12,322.715,328.8957,319.2649,319.945,1764724.0
2022-10-13,314.5727,328.6236,314.5531,327.3677,2657403.0
2022-10-14,326.8354,330.5097,323.5498,326.6679,2231710.0
2022-10-15,326.8354,330.5097,323.5498,326.6679,2231710.0
2022-10-16,326.8354,330.5097,323.5498,326.6679,2231710.0
2022-10-17,328.0479,332.7697,327.0227,328.0183,2230039.0
2022-10-18,329.3787,330.5517,325.6624,330.256,2087263.0
2022-10-19,330.4729,330.8474,321.3251,324.5978,2419015.0
2022-10-20,326.4313,326.7122,321.2561,324.3809,1761387.0
2022-10-21,324.3809,337.5505,322.1137,335.9142,3274712.0
2022-10-22,324.3809,337.5505,322.1137,335.9142,3274712.0
2022-10-23,324.3809,337.5505,322.1137,335.9142,3274712.0
2022-10-24,339.315,346.7575,339.315,342.9426,3375901.0
2022-10-25,341.5823,347.3094,338.1618,346.304,2513137.0
2022-10-26,347.4771,356.3291,345.4464,352.7607,2373741.0
2022-10-27,353.8746,355.9718,350.2569,351.2525,2347623.0
2022-10-28,355.1856,356.8417,351.9524,354.7716,2942083.0
2022-10-29,355.1856,356.8417,351.9524,354.7716,2942083.0
2022-10-30,355.1856,356.8417,351.9524,354.7716,2942083.0
2022-10-31,353.5394,358.7342,345.4661,356.9304,4258199.0
2022-11-01,340.9021,353.8746,335.8945,347.5559,7012953.0
2022-11-02,349.1134,357.972,345.2197,349.902,3775944.0
2022-11-03,349.0148,357.6599,346.5012,356.5262,2602543.0
2022-11-04,359.9961,360.6619,348.3002,352.3171,3004733.0
2022-11-05,359.9961,360.6619,348.3002,352.3171,3004733.0
2022-11-06,359.9961,360.6619,348.3002,352.3171,3004733.0
2022-11-07,352.8987,361.7704,352.4058,359.8679,2560290.0
2022-11-08,359.9468,363.4955,356.7759,361.4353,3278611.0
2022-11-09,363.1899,364.5305,356.753,358.0936,2323699.0
2022-11-10,362.007,363.7419,357.8275,363.4659,2993994.0
2022-11-11,360.9424,362.5886,339.6108,347.2799,6646279.0
2022-11-12,360.9424,362.5886,339.6108,347.2799,6646279.0
2022-11-13,360.9424,362.5886,339.6108,347.2799,6646279.0
2022-11-14,354.9409,356.651,336.2088,351.9655,4717434.0
2022-11-15,352.8354,352.8848,342.3721,345.9258,4180693.0
2022-11-16,345.9752,352.7761,345.9356,348.8715,3563981.0
2022-11-17,348.8517,358.1337,348.654,356.6213,2931146.0
2022-11-18,358.3809,360.4765,355.2177,357.511,2421110.0
2022-11-19,358.3809,360.4765,355.2177,357.511,2421110.0
2022-11-20,358.3809,360.4765,355.2177,357.511,2421110.0
2022-11-21,356.2457,359.5769,351.2834,357.0167,1999399.0
2022-11-22,357.8372,358.628,353.1912,356.7301,2460356.0
2022-11-23,357.1848,358.3018,354.5059,357.5604,1993218.0
2022-11-24,357.1848,358.3018,354.5059,357.5604,1993218.0
2022-11-25,358.7268,361.6231,357.3924,361.0498,1039094.0
2022-11-26,358.7268,361.6231,357.3924,361.0498,1039094.0
2022-11-27,358.7268,361.6231,357.3924,361.0498,1039094.0
2022-11-28,359.2705,365.2608,356.8487,361.5638,2481988.0
2022-11-29,360.4271,361.8999,356.4928,359.7648,2207038.0
2022-11-30,360.8719,368.0682,357.6395,366.8128,5556445.0
2022-12-01,370.4801,370.8706,364.2526,366.0714,2516098.0
2022-12-02,361.8703,370.7272,360.8027,370.4505,1925568.0
2022-12-03,361.8703,370.7272,360.8027,370.4505,1925568.0
2022-12-04,361.8703,370.7272,360.8027,370.4505,1925568.0
2022-12-05,369.462,370.9348,364.045,365.0434,2296532.0
2022-12-06,362.7797,366.3778,361.316,364.302,1970992.0
2022-12-07,365.073,370.92,364.5195,367.6925,1629084.0
2022-12-08,368.9677,368.9677,362.2854,367.5146,2090943.0
2022-12-09,368.7107,369.6992,356.6609,356.8388,2787175.0
2022-12-10,368.7107,369.6992,356.6609,356.8388,2787175.0
2022-12-11,368.7107,369.6992,356.6609,356.8388,2787175.0
2022-12-12,358.7565,363.6,358.3314,363.0268,2639333.0
2022-12-13,357.4714,368.4537,354.1995,354.5356,5032632.0
2022-12-14,354.8816,365.1768,352.9491,359.3199,5095457.0
2022-12-15,356.5126,359.7796,352.5883,355.8701,3437854.0
2022-12-16,353.814,356.3347,351.0857,355.7317,6612417.0
2022-12-17,353.814,356.3347,351.0857,355.7317,6612417.0
2022-12-18,353.814,356.3347,351.0857,355.7317,6612417.0
2022-12-19,353.6954,355.5636,350.5323,353.6657,2658425.0
2022-12-20,354.3774,357.2935,352.2423,355.5043,2276011.0
2022-12-21,358.4599,366.4174,357.0563,363.7781,2211291.0
2022-12-22,363.096,365.508,358.1239,361.1091,1958287.0
2022-12-23,360.6248,363.6693,358.3018,363.6693,1030267.0
2022-12-24,360.6248,363.6693,358.3018,363.6693,1030267.0
2022-12-25,360.6248,363.6693,358.3018,363.6693,1030267.0
2022-12-26,360.6248,363.6693,358.3018,363.6693,1030267.0
2022-12-27,365.2509,365.4783,360.1404,360.6841,1372062.0
2022-12-28,361.9592,363.7781,359.7549,361.0202,995966.0
2022-12-29,363.867,366.6843,362.2459,362.7995,1077852.0
2022-12-30,363.2641,363.7188,357.9489,361.633,1388100.0
2022-12-31,363.2641,363.7188,357.9489,361.633,1388100.0
2023-01-01,363.2641,363.7188,357.9489,361.633,1388100.0
2023-01-02,363.2641,363.7188,357.9489,361.633,1388100.0
2023-01-03,362.0482,364.7567,357.3034,360.7928,2006686.0
2023-01-04,360.4468,362.8934,356.1963,358.9245,1886196.0
2023-01-05,356.7993,357.3331,348.9011,354.7926,2008524.0
2023-01-06,355.8602,362.4831,353.4695,358.7664,2131283.0
2023-01-07,355.8602,362.4831,353.4695,358.7664,2131283.0
2023-01-08,355.8602,362.4831,353.4695,358.7664,2131283.0
2023-01-09,359.8142,360.773,344.7791,345.8071,2980570.0
2023-01-10,344.9867,349.1483,339.3918,348.6936,2465191.0
2023-01-11,350.2653,357.5999,346.9637,356.2655,2602845.0
2023-01-12,355.1188,356.3507,349.0198,354.9903,2019744.0
2023-01-13,355.4351,359.1321,354.5158,357.4616,1690881.0
2023-01-14,355.4351,359.1321,354.5158,357.4616,1690881.0
2023-01-15,355.4351,359.1321,354.5158,357.4616,1690881.0
2023-01-16,355.4351,359.1321,354.5158,357.4616,1690881.0
2023-01-17,357.4616,357.8372,352.4499,353.6262,2435381.0
2023-01-18,352.2225,354.8717,347.537,347.9621,2302261.0
2023-01-19,348.3179,351.7085,346.3904,347.0428,2658332.0
2023-01-20,343.0097,345.0509,337.652,342.0904,5391878.0
2023-01-21,343.0097,345.0509,337.652,342.0904,5391878.0
2023-01-22,343.0097,345.0509,337.652,342.0904,5391878.0
2023-01-23,342.6242,342.6242,336.3076,338.2748,3403129.0
2023-01-24,342.0212,342.6439,337.4345,342.4067,2242466.0
2023-01-25,341.5764,345.7577,341.1315,345.7083,2503326.0
2023-01-26,346.9637,348.1301,342.7428,344.0081,2576176.0
2023-01-27,342.1299,344.0871,337.5981,338.166,2363613.0
2023-01-28,342.1299,344.0871,337.5981,338.166,2363613.0
2023-01-29,342.1299,344.0871,337.5981,338.166,2363613.0
2023-01-30,340.3704,343.8005,335.5564,336.5844,2647724.0
2023-01-31,336.7624,340.4396,335.4773,340.1925,2406652.0
2023-02-01,338.8481,341.9619,333.6387,338.6306,2990949.0
2023-02-02,330.1592,331.4442,313.3547,326.8971,13036614.0
2023-02-03,329.1212,338.3924,325.5824,335.1808,5670711.0
2023-02-04,329.1212,338.3924,325.5824,335.1808,5670711.0
2023-02-05,329.1212,338.3924,325.5824,335.1808,5670711.0
2023-02-06,338.0474,339.4708,330.772,333.7771,3055672.0
2023-02-07,332.1856,337.0391,328.8642,335.7739,2464138.0
2023-02-08,334.6667,338.9272,333.9352,336.8118,2399385.0
2023-02-09,336.9699,343.3557,336.5844,337.8596,3072770.0
2023-02-10,339.3226,344.4232,338.7888,341.1513,1980013.0
2023-02-11,339.3226,344.4232,338.7888,341.1513,1980013.0
2023-02-12,339.3226,344.4232,338.7888,341.1513,1980013.0
2023-02-13,342.4858,346.7759,342.0212,346.3706,2291589.0
2023-02-14,347.6301,350.8779,344.3971,344.6748,2028850.0
2023-02-15,342.979,343.9879,331.5745,332.229,3603468.0
2023-02-16,328.2523,330.1712,323.0161,323.3632,3654165.0
2023-02-17,320.4675,328.8324,317.8394,325.6739,3695750.0
2023-02-18,320.4675,328.8324,317.8394,325.6739,3695750.0
2023-02-19,320.4675,328.8324,317.8394,325.6739,3695750.0
2023-02-20,320.4675,328.8324,317.8394,325.6739,3695750.0
2023-02-21,324.4342,328.9663,323.6211,324.7913,2515648.0
2023-02-22,325.9813,329.839,323.6211,326.3383,2380008.0
2023-02-23,325.2871,330.0671,322.9864,324.8012,2229544.0
2023-02-24,323.2938,324.5091,317.4329,318.97,2594624.0
2023-02-25,323.2938,324.5091,317.4329,318.97,2594624.0
2023-02-26,323.2938,324.5091,317.4329,318.97,2594624.0
2023-02-27,319.922,320.7154,313.2776,313.9917,3043472.0
2023-02-28,312.871,312.871,307.0696,308.6365,3966856.0
2023-03-01,307.4266,314.2748,306.6333,311.562,3580764.0
2023-03-02,309.2018,313.6743,307.9522,312.4347,2885235.0
2023-03-03,313.7437,317.5023,312.6238,315.7866,3002947.0
2023-03-04,313.7437,317.5023,312.6238,315.7866,3002947.0
2023-03-05,313.7437,317.5023,312.6238,315.7866,3002947.0
2023-03-06,314.309,317.5816,313.8727,316.3122,2673717.0
2023-03-07,316.3519,317.6907,307.0299,308.0514,2620827.0
2023-03-08,307.9225,310.4315,306.7523,309.9455,2313238.0
2023-03-09,309.7174,316.1237,309.7174,314.2197,3920329.0
2023-03-10,316.2031,323.8194,311.7306,312.4049,4597335.0
2023-03-11,316.2031,323.8194,311.7306,312.4049,4597335.0
2023-03-12,316.2031,323.8194,311.7306,312.4049,4597335.0
2023-03-13,314.6065,329.0456,314.6065,321.7963,5275659.0
2023-03-14,321.36,324.5632,318.7716,324.3549,4214331.0
2023-03-15,323.2938,328.6093,321.8062,326.735,4743547.0
2023-03-16,324.9202,328.9464,322.3418,326.7945,3498500.0
2023-03-17,328.7481,332.1652,325.3764,326.4474,8679808.0
2023-03-18,328.7481,332.1652,325.3764,326.4474,8679808.0
2023-03-19,328.7481,332.1652,325.3764,326.4474,8679808.0
2023-03-20,326.4474,331.1679,326.2813,330.8307,3540866.0
2023-03-21,331.6141,331.6637,325.3529,328.3316,3240628.0
2023-03-22,329.0159,332.8141,327.9052,328.2225,2472342.0
2023-03-23,328.1432,332.5563,327.4688,329.8787,2703482.0
2023-03-24,330.2258,334.1331,326.0408,333.3397,2792171.0
2023-03-25,330.2258,334.1331,326.0408,333.3397,2792171.0
2023-03-26,330.2258,334.1331,326.0408,333.3397,2792171.0
2023-03-27,325.0789,333.429,320.5765,331.8224,3102495.0
2023-03-28,333.0124,336.0173,331.9364,334.8471,2433281.0
2023-03-29,336.1859,336.9495,331.8026,333.0819,2743787.0
2023-03-30,333.2802,338.4767,333.2802,337.8618,2146899.0
2023-03-31,339.161,340.7973,337.8618,340.5692,2933578.0
2023-04-01,339.161,340.7973,337.8618,340.5692,2933578.0
2023-04-02,339.161,340.7973,337.8618,340.5692,2933578.0
2023-04-03,340.3907,348.6168,339.4585,347.8284,3039568.0
2023-04-04,349.1474,356.0199,348.354,351.6762,3585862.0
2023-04-05,355.1075,361.8213,354.9587,359.233,3442690.0
2023-04-06,361.8213,366.4327,361.2263,365.2327,3531707.0
2023-04-07,361.8213,366.4327,361.2263,365.2327,3531707.0
2023-04-08,361.8213,366.4327,361.2263,365.2327,3531707.0
2023-04-09,361.8213,366.4327,361.2263,365.2327,3531707.0
2023-04-10,365.1236,365.2873,360.0243,363.9534,1868149.0
2023-04-11,364.7071,365.7385,360.5717,361.018,2026953.0
2023-04-12,360.9982,369.3483,360.3139,365.9864,2672766.0
2023-04-13,369.5268,372.4424,367.236,372.0358,2839943.0
2023-04-14,371.1333,373.1862,369.4177,371.6193,2287924.0
2023-04-15,371.1333,373.1862,369.4177,371.6193,2287924.0
2023-04-16,371.1333,373.1862,369.4177,371.6193,2287924.0
2023-04-17,371.887,372.7746,368.0789,369.259,2059925.0
2023-04-18,369.9036,371.1532,366.5914,366.8393,1925398.0
2023-04-19,367.474,368.1979,364.3005,367.3946,2173205.0
2023-04-20,368.307,372.9382,366.6856,371.6986,2766506.0
2023-04-21,374.872,383.0635,374.8621,382.042,3682470.0
2023-04-22,374.872,383.0635,374.8621,382.042,3682470.0
2023-04-23,374.872,383.0635,374.8621,382.042,3682470.0
2023-04-24,382.042,383.837,378.457,380.1677,2059833.0
2023-04-25,381.8536,387.2385,380.8123,381.6453,2648590.0
2023-04-26,377.9562,378.3331,367.6029,373.1465,3161235.0
2023-04-27,388.0121,395.2217,377.6101,387.1096,4981319.0
2023-04-28,394.6961,400.9568,389.2467,392.5739,5350064.0
2023-04-29,394.6961,400.9568,389.2467,392.5739,5350064.0
2023-04-30,394.6961,400.9568,389.2467,392.5739,5350064.0
2023-05-01,393.9622,403.9685,388.9988,402.4413,4091129.0
2023-05-02,403.6214,408.1237,395.9456,400.8446,3884642.0
2023-05-03,411.5847,430.5956,410.8707,427.6106,10129759.0
2023-05-04,427.8684,429.108,421.6901,424.8834,4070697.0
2023-05-05,424.5462,427.6899,421.0356,424.2586,2753370.0
2023-05-06,424.5462,427.6899,421.0356,424.2586,2753370.0
2023-05-07,424.5462,427.6899,421.0356,424.2586,2753370.0
2023-05-08,422.662,431.389,419.4886,429.1279,2478575.0
2023-05-09,428.1858,431.984,424.4917,424.8239,2601781.0
2023-05-10,422.5232,434.7508,422.5232,432.3013,2766347.0
2023-05-11,433.0748,433.2236,427.5367,431.9344,2595934.0
2023-05-12,437.6414,442.9906,431.9342,431.9442,3939247.0
2023-05-13,437.6414,442.9906,431.9342,431.9442,3939247.0
2023-05-14,437.6414,442.9906,431.9342,431.9442,3939247.0
2023-05-15,432.8788,433.5052,428.2057,432.0237,2234778.0
2023-05-16,431.7155,435.966,428.1957,434.1514,2129191.0
2023-05-17,436.2891,436.4383,430.2539,434.9668,2274225.0
2023-05-18,434.0073,437.005,431.1137,435.3844,2268104.0
2023-05-19,436.488,444.9493,436.488,439.8487,3442937.0
2023-05-20,436.488,444.9493,436.488,439.8487,3442937.0
2023-05-21,436.488,444.9493,436.488,439.8487,3442937.0
2023-05-22,441.7676,452.3467,429.9158,431.5067,4398012.0
2023-05-23,430.4428,433.3958,419.0981,420.7884,4492062.0
2023-05-24,421.5738,426.5029,417.8552,423.3337,3133017.0
2023-05-25,423.9402,425.7498,417.3979,424.8649,2882190.0
2023-05-26,422.4687,429.1999,421.2457,423.3536,2338607.0
2023-05-27,422.4687,429.1999,421.2457,423.3536,2338607.0
2023-05-28,422.4687,429.1999,421.2457,423.3536,2338607.0
2023-05-29,422.4687,429.1999,421.2457,423.3536,2338607.0
2023-05-30,421.365,426.2768,419.645,424.7953,2595731.0
2023-05-31,424.5567,428.0963,421.5838,427.0026,3950859.0
2023-06-01,427.808,434.2906,425.6802,433.9924,2914606.0
2023-06-02,437.4425,442.1554,434.2856,439.7989,2499045.0
2023-06-03,437.4425,442.1554,434.2856,439.7989,2499045.0
2023-06-04,437.4425,442.1554,434.2856,439.7989,2499045.0
2023-06-05,440.4651,445.2376,438.7239,441.7179,2326447.0
2023-06-06,445.2675,446.3015,437.5022,440.5347,1495431.0
2023-06-07,437.6811,444.134,433.187,433.8731,2458343.0
2023-06-08,433.3859,444.9095,429.8661,443.1099,2040858.0
2023-06-09,446.7291,446.7291,440.0674,443.4877,2082341.0
2023-06-10,446.7291,446.7291,440.0674,443.4877,2082341.0
2023-06-11,446.7291,446.7291,440.0674,443.4877,2082341.0
2023-06-12,443.5971,444.4323,436.1698,442.7619,2566696.0
2023-06-13,441.1313,444.8405,439.7194,443.1695,1766345.0
2023-06-14,441.7477,446.212,441.002,445.1581,2163490.0
2023-06-15,445.4365,453.9624,445.1283,451.3326,2287108.0
2023-06-16,453.1919,454.3651,444.9394,445.1482,4295714.0
2023-06-17,453.1919,454.3651,444.9394,445.1482,4295714.0
2023-06-18,453.1919,454.3651,444.9394,445.1482,4295714.0
2023-06-19,453.1919,454.3651,444.9394,445.1482,4295714.0
2023-06-20,443.3087,452.2771,442.563,449.3639,2507676.0
2023-06-21,451.8993,452.7345,447.636,450.4079,2347588.0
2023-06-22,452.3964,459.6149,451.2232,455.0611,2913524.0
2023-06-23,454.385,457.3778,449.7318,456.2145,4832135.0
2023-06-24,454.385,457.3778,449.7318,456.2145,4832135.0
2023-06-25,454.385,457.3778,449.7318,456.2145,4832135.0
2023-06-26,462.5977,462.5977,446.3512,450.1693,3214677.0
2023-06-27,459.8535,465.3022,449.1153,461.8421,4138716.0
2023-06-28,465.8291,465.849,454.7032,456.0753,2854710.0
2023-06-29,456.4332,463.1645,454.8883,461.8321,2112385.0
2023-06-30,461.9912,467.1814,461.3449,466.2965,3173216.0
2023-07-01,461.9912,467.1814,461.3449,466.2965,3173216.0
2023-07-02,461.9912,467.1814,461.3449,466.2965,3173216.0
2023-07-03,463.592,463.592,454.7529,458.7797,2113173.0
2023-07-04,463.592,463.592,454.7529,458.7797,2113173.0
