,AIMC US Equity,AIMC US Equity,AIMC US Equity,AIMC US Equity,AIMC US Equity
2021-03-15,62.5154,62.5154,60.8801,62.1115,329325.0
2021-03-16,61.8357,62.279,58.7375,60.555,329354.0
2021-03-17,60.4466,61.1368,59.7267,60.6043,223304.0
2021-03-18,60.0127,62.6554,59.1351,59.3816,283211.0
2021-03-19,58.8294,59.3816,57.2715,58.1786,704832.0
2021-03-20,58.8294,59.3816,57.2715,58.1786,704832.0
2021-03-21,58.8294,59.3816,57.2715,58.1786,704832.0
2021-03-22,58.7407,58.7407,55.6986,56.9953,344072.0
2021-03-23,56.1275,56.5959,53.3271,53.8497,404289.0
2021-03-24,55.0429,56.2903,53.0411,53.0904,401628.0
2021-03-25,52.7354,54.4167,51.2366,53.9976,444392.0
2021-03-26,54.895,55.9599,53.9286,54.964,363848.0
2021-03-27,54.895,55.9599,53.9286,54.964,363848.0
2021-03-28,54.895,55.9599,53.9286,54.964,363848.0
2021-03-29,54.4414,54.7865,52.4692,52.9524,455319.0
2021-03-30,52.9524,54.7273,52.7847,54.6977,382378.0
2021-03-31,54.9147,55.4176,53.4454,54.5498,490688.0
2021-04-01,54.9738,56.2163,54.7175,56.0388,258881.0
2021-04-02,54.9738,56.2163,54.7175,56.0388,258881.0
2021-04-03,54.9738,56.2163,54.7175,56.0388,258881.0
2021-04-04,54.9738,56.2163,54.7175,56.0388,258881.0
2021-04-05,56.9066,58.3758,56.3642,58.1983,381305.0
2021-04-06,57.9025,59.2731,57.9025,58.928,442305.0
2021-04-07,59.0266,59.3915,55.9269,58.8097,620892.0
2021-04-08,58.5434,58.997,56.803,58.6125,274977.0
2021-04-09,58.6223,60.0719,58.1885,59.9535,289046.0
2021-04-10,58.6223,60.0719,58.1885,59.9535,289046.0
2021-04-11,58.6223,60.0719,58.1885,59.9535,289046.0
2021-04-12,60.1507,61.1664,59.2929,61.0678,154125.0
2021-04-13,60.8213,60.8213,59.1351,59.8746,355816.0
2021-04-14,59.6873,61.2946,58.43,60.2099,276091.0
2021-04-15,60.9297,61.8961,59.6774,61.8862,229723.0
2021-04-16,63.0202,63.2569,61.5732,62.0736,211993.0
2021-04-17,63.0202,63.2569,61.5732,62.0736,211993.0
2021-04-18,63.0202,63.2569,61.5732,62.0736,211993.0
2021-04-19,61.4326,62.1821,60.9002,61.689,260202.0
2021-04-20,60.8903,61.5904,59.1745,59.7859,383536.0
2021-04-21,59.7563,62.0835,58.7702,61.6101,295696.0
2021-04-22,61.8271,63.0695,60.8558,61.1565,238825.0
2021-04-23,61.6397,63.109,61.6397,62.5666,215699.0
2021-04-24,61.6397,63.109,61.6397,62.5666,215699.0
2021-04-25,61.6397,63.109,61.6397,62.5666,215699.0
2021-04-26,63.6415,64.0753,62.8329,63.2273,189982.0
2021-04-27,63.1386,63.9767,62.3497,63.9077,249745.0
2021-04-28,64.0951,64.9731,63.6316,64.6768,240984.0
2021-04-29,64.7952,64.9628,60.9791,62.7934,420115.0
2021-04-30,62.7145,63.1188,57.6856,58.1885,451907.0
2021-05-01,62.7145,63.1188,57.6856,58.1885,451907.0
2021-05-02,62.7145,63.1188,57.6856,58.1885,451907.0
2021-05-03,62.1525,62.4286,59.3816,61.9553,746441.0
2021-05-04,61.551,62.5568,60.2494,62.0046,407167.0
2021-05-05,62.5962,63.0597,60.7424,62.3398,286576.0
2021-05-06,62.5962,64.4698,61.482,64.3416,433885.0
2021-05-07,63.6908,67.1026,63.4738,66.7476,359467.0
2021-05-08,63.6908,67.1026,63.4738,66.7476,359467.0
2021-05-09,63.6908,67.1026,63.4738,66.7476,359467.0
2021-05-10,66.8955,67.1223,65.0811,65.0811,439967.0
2021-05-11,62.8723,65.5692,62.2412,65.0811,510234.0
2021-05-12,64.6966,65.3375,61.7581,62.0342,570919.0
2021-05-13,61.5411,64.3973,60.7523,63.957,230753.0
2021-05-14,64.381,65.446,63.2451,64.9529,272173.0
2021-05-15,64.381,65.446,63.2451,64.9529,272173.0
2021-05-16,64.381,65.446,63.2451,64.9529,272173.0
2021-05-17,64.7163,65.939,63.4344,65.8404,219746.0
2021-05-18,65.9982,65.9982,63.7499,63.819,400216.0
2021-05-19,62.7047,63.0202,60.7424,62.7639,322183.0
2021-05-20,62.5666,62.9118,61.3636,62.8822,181045.0
2021-05-21,63.7697,64.2923,63.1386,63.4541,207242.0
2021-05-22,63.7697,64.2923,63.1386,63.4541,207242.0
2021-05-23,63.7697,64.2923,63.1386,63.4541,207242.0
2021-05-24,63.6908,64.3514,62.6159,63.8288,157458.0
2021-05-25,64.0951,65.3718,62.892,63.1188,207411.0
2021-05-26,63.0597,64.3219,62.9611,63.8485,221366.0
2021-05-27,64.7853,65.1304,63.9964,64.5388,226421.0
2021-05-28,64.9234,64.9283,63.3851,64.7755,281338.0
2021-05-29,64.9234,64.9283,63.3851,64.7755,281338.0
2021-05-30,64.9234,64.9283,63.3851,64.7755,281338.0
2021-05-31,64.9234,64.9283,63.3851,64.7755,281338.0
2021-06-01,65.16,66.5405,64.7853,66.4616,306027.0
2021-06-02,66.7673,66.8561,64.7755,64.9036,323657.0
2021-06-03,64.2331,64.6473,63.0695,64.2726,204960.0
2021-06-04,64.6078,64.667,62.9413,63.6119,230769.0
2021-06-05,64.6078,64.667,62.9413,63.6119,230769.0
2021-06-06,64.6078,64.667,62.9413,63.6119,230769.0
2021-06-07,63.888,64.3514,63.247,63.8584,314091.0
2021-06-08,63.7894,65.6038,62.9315,65.2981,232622.0
2021-06-09,65.7221,65.7221,63.888,63.9274,138466.0
2021-06-10,64.5092,65.2784,63.464,63.888,175330.0
2021-06-11,64.4993,65.3474,64.4993,65.1206,199061.0
2021-06-12,64.4993,65.3474,64.4993,65.1206,199061.0
2021-06-13,64.4993,65.3474,64.4993,65.1206,199061.0
2021-06-14,65.2488,65.7319,63.8387,64.4007,213207.0
2021-06-15,64.7853,65.3474,63.7203,65.1995,167088.0
2021-06-16,64.8642,65.6728,63.888,65.4164,202819.0
2021-06-17,65.2288,65.4658,60.717,62.0103,309292.0
2021-06-18,60.7762,61.5364,58.9893,59.1769,562249.0
2021-06-19,60.7762,61.5364,58.9893,59.1769,562249.0
2021-06-20,60.7762,61.5364,58.9893,59.1769,562249.0
2021-06-21,59.7989,62.4052,59.7791,62.0498,223941.0
2021-06-22,61.4575,62.3657,60.8414,61.9708,219941.0
2021-06-23,62.8693,62.9779,61.8524,62.0399,165522.0
2021-06-24,62.3361,63.4912,61.882,63.353,194858.0
2021-06-25,63.7479,64.3896,63.0371,63.2938,669080.0
2021-06-26,63.7479,64.3896,63.0371,63.2938,669080.0
2021-06-27,63.7479,64.3896,63.0371,63.2938,669080.0
2021-06-28,63.5209,63.5209,61.7043,62.5731,138221.0
2021-06-29,63.2444,63.6986,62.5632,62.9384,114932.0
2021-06-30,62.7113,64.5822,62.4065,64.1922,199695.0
2021-07-01,64.8833,65.5842,63.9256,65.1301,162082.0
2021-07-02,65.0511,65.8212,64.5616,64.7056,150425.0
2021-07-03,65.0511,65.8212,64.5616,64.7056,150425.0
2021-07-04,65.0511,65.8212,64.5616,64.7056,150425.0
2021-07-05,65.0511,65.8212,64.5616,64.7056,150425.0
2021-07-06,64.5674,64.5674,61.7734,62.7212,201709.0
2021-07-07,62.3954,64.1428,62.2127,63.4221,252320.0
2021-07-08,61.5463,63.2543,60.6578,61.5957,197456.0
2021-07-09,63.0272,64.6365,62.5731,64.3205,236889.0
2021-07-10,63.0272,64.6365,62.5731,64.3205,236889.0
2021-07-11,63.0272,64.6365,62.5731,64.3205,236889.0
2021-07-12,63.9158,64.7253,62.9186,64.4291,244831.0
2021-07-13,64.2317,64.6858,63.2444,63.3431,143098.0
2021-07-14,64.0244,64.424,62.4842,62.889,180684.0
2021-07-15,62.0202,63.047,61.418,61.7043,270229.0
2021-07-16,62.6126,63.1259,60.6084,60.7664,260013.0
2021-07-17,62.6126,63.1259,60.6084,60.7664,260013.0
2021-07-18,62.6126,63.1259,60.6084,60.7664,260013.0
2021-07-19,59.0189,60.0654,58.081,58.8313,332910.0
2021-07-20,59.325,62.1091,58.8412,61.5167,330315.0
2021-07-21,62.188,63.1753,61.724,62.9877,255338.0
2021-07-22,63.0173,63.511,61.5463,62.0005,234114.0
2021-07-23,64.1724,64.1724,59.7495,61.4081,251370.0
2021-07-24,64.1724,64.1724,59.7495,61.4081,251370.0
2021-07-25,64.1724,64.1724,59.7495,61.4081,251370.0
2021-07-26,62.6323,62.6323,59.7297,60.0555,391714.0
2021-07-27,59.7297,60.174,58.2093,59.009,308536.0
2021-07-28,59.3052,61.0576,58.3081,60.095,241717.0
2021-07-29,60.7071,62.1288,60.3122,61.6549,263967.0
2021-07-30,61.0922,62.3657,60.875,61.882,219700.0
2021-07-31,61.0922,62.3657,60.875,61.882,219700.0
2021-08-01,61.0922,62.3657,60.875,61.882,219700.0
2021-08-02,62.1485,63.4221,59.6903,59.8383,208526.0
2021-08-03,59.6508,60.6973,58.4463,60.2036,235748.0
2021-08-04,59.3743,61.26,58.2883,58.3673,120226.0
2021-08-05,58.9004,60.7466,58.6635,58.6734,146726.0
2021-08-06,59.5718,60.174,58.917,59.4336,89400.0
2021-08-07,59.5718,60.174,58.917,59.4336,89400.0
2021-08-08,59.5718,60.174,58.917,59.4336,89400.0
2021-08-09,59.0485,59.0683,58.3476,58.6339,113200.0
2021-08-10,59.3645,60.559,58.466,60.4801,174356.0
2021-08-11,60.4998,61.2699,59.9568,61.1415,196885.0
2021-08-12,61.339,61.7685,60.8947,60.9145,193696.0
2021-08-13,60.9046,61.4673,60.3418,61.1909,166712.0
2021-08-14,60.9046,61.4673,60.3418,61.1909,166712.0
2021-08-15,60.9046,61.4673,60.3418,61.1909,166712.0
2021-08-16,60.5393,61.181,59.6804,60.4702,125405.0
2021-08-17,59.7001,59.7001,57.148,57.9428,168177.0
2021-08-18,57.617,58.8986,57.38,57.4689,140688.0
2021-08-19,55.3167,57.2517,55.3167,56.4421,177540.0
2021-08-20,56.1657,57.3603,55.8596,56.995,130633.0
2021-08-21,56.1657,57.3603,55.8596,56.995,130633.0
2021-08-22,56.1657,57.3603,55.8596,56.995,130633.0
2021-08-23,57.8046,58.8609,56.861,58.4068,225477.0
2021-08-24,58.6339,59.2065,57.4195,58.7721,201263.0
2021-08-25,58.6734,59.325,58.0316,58.9597,166916.0
2021-08-26,59.088,59.789,58.239,58.2686,118827.0
2021-08-27,58.3969,60.638,57.2912,60.5492,201411.0
2021-08-28,58.3969,60.638,57.2912,60.5492,201411.0
2021-08-29,58.3969,60.638,57.2912,60.5492,201411.0
2021-08-30,60.7565,60.8157,58.9103,59.1571,173612.0
2021-08-31,59.4434,60.0062,57.617,57.8144,341014.0
2021-09-01,58.0613,58.3574,56.995,57.9724,304788.0
2021-09-02,58.2982,59.1423,57.6515,58.5549,224137.0
2021-09-03,58.5944,58.7326,57.2813,57.5972,309812.0
2021-09-04,58.5944,58.7326,57.2813,57.5972,309812.0
2021-09-05,58.5944,58.7326,57.2813,57.5972,309812.0
2021-09-06,58.5944,58.7326,57.2813,57.5972,309812.0
2021-09-07,57.4195,58.4759,57.3702,57.4393,167400.0
2021-09-08,56.995,57.3899,55.4746,55.9682,207543.0
2021-09-09,56.0499,56.5162,55.7214,55.83,281311.0
2021-09-10,56.4619,57.153,55.366,55.4154,224697.0
2021-09-11,56.4619,57.153,55.366,55.4154,224697.0
2021-09-12,56.4619,57.153,55.366,55.4154,224697.0
2021-09-13,55.9682,56.7284,55.2081,56.6495,206701.0
2021-09-14,57.1628,57.2171,55.2179,55.6622,248365.0
2021-09-15,55.7807,56.7778,55.3858,56.6593,216879.0
2021-09-16,56.8571,56.8571,54.9589,55.0973,152317.0
2021-09-17,54.9688,55.0182,53.5154,54.3657,452258.0
2021-09-18,54.9688,55.0182,53.5154,54.3657,452258.0
2021-09-19,54.9688,55.0182,53.5154,54.3657,452258.0
2021-09-20,52.8432,53.6358,51.7853,52.8432,217869.0
2021-09-21,53.4759,55.0943,51.8941,52.4279,214603.0
2021-09-22,53.0508,54.3459,51.9039,52.0918,295641.0
2021-09-23,52.5268,54.0493,52.25,53.3869,584716.0
2021-09-24,52.774,54.7611,52.774,54.3855,233024.0
2021-09-25,52.774,54.7611,52.774,54.3855,233024.0
2021-09-26,52.774,54.7611,52.774,54.3855,233024.0
2021-09-27,54.6623,57.1932,54.6623,57.0647,244087.0
2021-09-28,57.1635,57.1635,55.5323,55.7992,241320.0
2021-09-29,56.2243,56.6692,55.7597,56.0365,258950.0
2021-09-30,56.3331,56.5704,54.4843,54.7216,242086.0
2021-10-01,55.0577,56.5407,54.1333,55.8882,182821.0
2021-10-02,55.0577,56.5407,54.1333,55.8882,182821.0
2021-10-03,55.0577,56.5407,54.1333,55.8882,182821.0
2021-10-04,55.5817,56.2837,54.7018,55.2653,123296.0
2021-10-05,55.5125,56.3232,54.3805,55.3346,175375.0
2021-10-06,54.4942,54.8205,52.339,53.644,185002.0
2021-10-07,54.425,55.1863,54.0839,54.3162,316553.0
2021-10-08,54.2569,55.6213,52.9816,55.1863,209190.0
2021-10-09,54.2569,55.6213,52.9816,55.1863,209190.0
2021-10-10,54.2569,55.6213,52.9816,55.1863,209190.0
2021-10-11,55.5224,55.6114,53.7824,53.9406,170354.0
2021-10-12,54.079,54.4596,53.3573,53.7725,118328.0
2021-10-13,53.7527,53.7527,52.2599,52.3884,193745.0
2021-10-14,53.1398,53.6934,52.7443,53.4265,231975.0
2021-10-15,54.7809,55.0469,53.4759,54.514,354577.0
2021-10-16,54.7809,55.0469,53.4759,54.514,354577.0
2021-10-17,54.7809,55.0469,53.4759,54.514,354577.0
2021-10-18,53.6242,55.117,53.6242,54.9589,138822.0
2021-10-19,55.3148,55.7399,54.6227,55.4136,145147.0
2021-10-20,55.3346,56.7285,55.3346,56.3627,150512.0
2021-10-21,55.9574,56.5012,55.2555,56.3529,253571.0
2021-10-22,52.3093,54.4448,50.421,54.1383,445592.0
2021-10-23,52.3093,54.4448,50.421,54.1383,445592.0
2021-10-24,52.3093,54.4448,50.421,54.1383,445592.0
2021-10-25,53.8812,55.0774,53.4561,54.0295,370315.0
2021-10-26,54.2767,55.3642,53.9999,54.4547,243204.0
2021-10-27,54.1877,54.6722,51.3009,51.3404,203573.0
2021-10-28,51.5085,53.0013,51.3899,52.3587,276040.0
2021-10-29,52.1215,52.8827,51.4195,51.5579,276685.0
2021-10-30,52.1215,52.8827,51.4195,51.5579,276685.0
2021-10-31,52.1215,52.8827,51.4195,51.5579,276685.0
2021-11-01,52.0424,54.6919,52.0226,54.3756,242535.0
2021-11-02,54.3657,54.8995,53.7231,54.7117,215765.0
2021-11-03,54.5535,55.8783,54.1877,55.5718,205023.0
2021-11-04,55.8684,56.5407,55.0281,55.5422,137165.0
2021-11-05,56.2639,58.4389,56.2639,58.3499,187013.0
2021-11-06,56.2639,58.4389,56.2639,58.3499,187013.0
2021-11-07,56.2639,58.4389,56.2639,58.3499,187013.0
2021-11-08,58.7058,59.0222,57.8358,58.8541,137117.0
2021-11-09,58.5872,59.9219,57.8507,59.6451,217921.0
2021-11-10,59.6154,59.8626,57.4809,57.7864,159876.0
2021-11-11,58.0138,58.7503,57.3118,58.5378,100663.0
2021-11-12,58.8937,59.2891,58.6218,58.6564,80754.0
2021-11-13,58.8937,59.2891,58.6218,58.6564,80754.0
2021-11-14,58.8937,59.2891,58.6218,58.6564,80754.0
2021-11-15,59.042,59.042,58.34,58.9135,184520.0
2021-11-16,59.0321,60.7721,58.5526,60.693,255519.0
2021-11-17,60.3964,61.2269,59.6648,61.0588,230972.0
2021-11-18,61.2961,61.5432,59.5165,60.8117,254520.0
2021-11-19,60.258,61.0292,58.6267,58.8344,189028.0
2021-11-20,60.258,61.0292,58.6267,58.8344,189028.0
2021-11-21,60.258,61.0292,58.6267,58.8344,189028.0
2021-11-22,59.299,60.4656,58.8047,58.8047,184165.0
2021-11-23,58.864,60.3964,58.864,59.9318,185562.0
2021-11-24,59.5165,59.6994,59.0222,59.1211,113551.0
2021-11-25,59.5165,59.6994,59.0222,59.1211,113551.0
2021-11-26,56.7285,57.8556,54.1729,54.8501,149089.0
2021-11-27,56.7285,57.8556,54.1729,54.8501,149089.0
2021-11-28,56.7285,57.8556,54.1729,54.8501,149089.0
2021-11-29,55.9969,56.2935,54.3657,54.7315,162219.0
2021-11-30,53.6242,54.5733,51.6766,52.1116,160237.0
2021-12-01,53.9801,55.1467,51.3701,51.4492,281991.0
2021-12-02,51.7754,54.0592,51.7161,53.812,143145.0
2021-12-03,53.8021,54.5041,52.5566,53.3078,136191.0
2021-12-04,53.8021,54.5041,52.5566,53.3078,136191.0
2021-12-05,53.8021,54.5041,52.5566,53.3078,136191.0
2021-12-06,54.2866,55.6311,53.4561,54.4843,153146.0
2021-12-07,55.2555,55.9179,53.9999,54.336,188239.0
2021-12-08,54.8501,54.9094,53.9109,54.3756,144605.0
2021-12-09,53.644,54.3558,53.0013,53.2386,152889.0
2021-12-10,53.8714,54.1778,52.25,52.5565,166068.0
2021-12-11,53.8714,54.1778,52.25,52.5565,166068.0
2021-12-12,53.8714,54.1778,52.25,52.5565,166068.0
2021-12-13,52.1412,52.1412,50.9153,50.9351,187008.0
2021-12-14,50.8066,51.4266,48.7403,49.3928,357856.0
2021-12-15,49.4323,49.8772,47.46,48.8985,700529.0
2021-12-16,49.8689,51.0869,47.8191,47.9478,553154.0
2021-12-17,47.5616,49.3441,47.3636,48.334,820434.0
2021-12-18,47.5616,49.3441,47.3636,48.334,820434.0
2021-12-19,47.5616,49.3441,47.3636,48.334,820434.0
2021-12-20,46.8882,47.9775,44.6107,46.3931,497330.0
2021-12-21,47.2744,49.0569,47.1606,48.8984,459248.0
2021-12-22,49.0173,49.6312,48.6162,49.5025,265327.0
2021-12-23,49.5124,51.1859,49.5124,50.4828,324081.0
2021-12-24,49.5124,51.1859,49.5124,50.4828,324081.0
2021-12-25,49.5124,51.1859,49.5124,50.4828,324081.0
2021-12-26,49.5124,51.1859,49.5124,50.4828,324081.0
2021-12-27,50.6809,51.4434,49.8025,51.3444,219007.0
2021-12-28,51.2057,51.9349,51.0077,51.384,169276.0
2021-12-29,51.384,51.8197,50.5606,51.2948,156138.0
2021-12-30,51.2156,52.0573,49.146,50.8888,130862.0
2021-12-31,50.7997,51.3642,50.4531,51.0671,110688.0
2022-01-01,50.7997,51.3642,50.4531,51.0671,110688.0
2022-01-02,50.7997,51.3642,50.4531,51.0671,110688.0
2022-01-03,50.8987,52.2752,50.3244,50.8393,293090.0
2022-01-04,51.0176,53.2555,50.3046,53.008,243552.0
2022-01-05,52.4138,53.3892,50.7007,50.7601,242209.0
2022-01-06,51.3444,52.9783,50.3145,50.8789,211321.0
2022-01-07,50.5918,51.4731,49.651,50.2947,177113.0
2022-01-08,50.5918,51.4731,49.651,50.2947,177113.0
2022-01-09,50.5918,51.4731,49.651,50.2947,177113.0
2022-01-10,50.0471,50.0471,48.7053,49.5025,139369.0
2022-01-11,49.6906,49.958,48.1855,49.6411,154486.0
2022-01-12,49.7897,50.4135,49.047,49.4035,212262.0
2022-01-13,49.8887,50.7799,49.1055,49.8095,133884.0
2022-01-14,49.047,50.2893,48.6311,50.1263,159508.0
2022-01-15,49.047,50.2893,48.6311,50.1263,159508.0
2022-01-16,49.047,50.2893,48.6311,50.1263,159508.0
2022-01-17,49.047,50.2893,48.6311,50.1263,159508.0
2022-01-18,50.2056,50.3046,48.9083,49.354,209235.0
2022-01-19,49.5718,50.4828,47.2051,47.3735,224105.0
2022-01-20,47.7795,48.2647,46.9477,47.2843,308382.0
2022-01-21,46.7397,48.1868,46.2343,46.6803,275352.0
2022-01-22,46.7397,48.1868,46.2343,46.6803,275352.0
2022-01-23,46.7397,48.1868,46.2343,46.6803,275352.0
2022-01-24,46.0168,48.1756,44.7196,48.0963,333467.0
2022-01-25,47.3438,48.2152,46.0465,47.423,295580.0
2022-01-26,48.3439,49.1361,46.5714,47.2843,263161.0
2022-01-27,47.8983,48.7994,45.4029,46.0267,194840.0
2022-01-28,46.1257,47.1061,44.4324,47.0665,420888.0
2022-01-29,46.1257,47.1061,44.4324,47.0665,420888.0
2022-01-30,46.1257,47.1061,44.4324,47.0665,420888.0
2022-01-31,46.4921,47.9379,45.5564,47.8092,272142.0
2022-02-01,47.9181,48.7524,47.2645,48.433,189725.0
2022-02-02,48.4033,48.5469,47.522,47.8785,383545.0
2022-02-03,47.5418,48.2845,46.8783,46.8981,210093.0
2022-02-04,46.7595,47.7597,46.0465,47.2447,202699.0
2022-02-05,46.7595,47.7597,46.0465,47.2447,202699.0
2022-02-06,46.7595,47.7597,46.0465,47.2447,202699.0
2022-02-07,47.1061,48.3142,45.799,45.8287,159132.0
2022-02-08,46.0366,47.2546,45.7792,47.0962,119960.0
2022-02-09,47.4527,48.5221,47.4527,48.2746,197370.0
2022-02-10,47.2942,48.6905,47.2942,47.8488,230484.0
2022-02-11,47.9478,48.3142,46.1951,46.5813,143601.0
2022-02-12,47.9478,48.3142,46.1951,46.5813,143601.0
2022-02-13,47.9478,48.3142,46.1951,46.5813,143601.0
2022-02-14,46.6704,48.1161,46.6704,47.8191,335728.0
2022-02-15,48.4825,49.6609,47.6854,48.8786,261318.0
2022-02-16,47.5913,48.3835,44.9275,46.096,230223.0
2022-02-17,45.2246,45.6851,44.6602,45.3434,325597.0
2022-02-18,44.9969,46.1951,44.4324,44.6107,266855.0
2022-02-19,44.9969,46.1951,44.4324,44.6107,266855.0
2022-02-20,44.9969,46.1951,44.4324,44.6107,266855.0
2022-02-21,44.9969,46.1951,44.4324,44.6107,266855.0
2022-02-22,44.4522,44.9374,42.9867,43.5511,271557.0
2022-02-23,44.0066,44.3681,42.6203,42.7688,239718.0
2022-02-24,41.8479,43.4199,41.2339,43.1649,521772.0
2022-02-25,43.462,44.6107,42.8777,43.2342,995667.0
2022-02-26,43.462,44.6107,42.8777,43.2342,995667.0
2022-02-27,43.462,44.6107,42.8777,43.2342,995667.0
2022-02-28,42.749,44.4027,41.4617,42.0558,564339.0
2022-03-01,42.036,43.967,40.0159,40.3724,615853.0
2022-03-02,40.7487,42.041,40.5209,41.3627,472813.0
2022-03-03,41.8974,42.2737,40.62,41.9964,794747.0
2022-03-04,41.3528,41.6003,39.9169,40.6596,318456.0
2022-03-05,41.3528,41.6003,39.9169,40.6596,318456.0
2022-03-06,41.3528,41.6003,39.9169,40.6596,318456.0
2022-03-07,40.6695,40.7784,37.6987,37.7681,361858.0
2022-03-08,38.1443,39.2534,36.857,37.4809,518110.0
2022-03-09,38.184,39.2089,37.8077,37.8176,502480.0
2022-03-10,36.9263,38.1245,36.7035,38.0849,367538.0
2022-03-11,38.481,40.2041,38.283,39.4515,596980.0
2022-03-12,38.481,40.2041,38.283,39.4515,596980.0
2022-03-13,38.481,40.2041,38.283,39.4515,596980.0
2022-03-14,39.8872,39.8872,37.8473,38.2335,240028.0
2022-03-15,38.2236,38.5801,37.57,38.4711,300970.0
2022-03-16,38.9177,40.6616,38.9177,40.0985,335921.0
2022-03-17,39.8703,40.4259,39.2501,40.0191,249842.0
2022-03-18,40.1282,40.6542,39.4634,40.5351,560251.0
2022-03-19,40.1282,40.6542,39.4634,40.5351,560251.0
2022-03-20,40.1282,40.6542,39.4634,40.5351,560251.0
2022-03-21,40.7633,41.1007,40.2771,40.7038,509872.0
2022-03-22,41.0312,41.9243,39.9199,40.2969,620585.0
2022-03-23,40.3466,40.3565,38.9673,39.1558,702056.0
2022-03-24,39.265,39.6817,38.6894,39.5626,498582.0
2022-03-25,39.5825,39.9943,39.0268,39.1657,266817.0
2022-03-26,39.5825,39.9943,39.0268,39.1657,266817.0
2022-03-27,39.5825,39.9943,39.0268,39.1657,266817.0
2022-03-28,39.0963,39.1657,37.7567,38.5406,204299.0
2022-03-29,39.1161,40.4656,39.1161,40.1382,387480.0
2022-03-30,40.2076,40.4954,38.4116,38.7986,223672.0
2022-03-31,38.5604,38.8904,37.6475,38.6299,450696.0
2022-04-01,38.997,39.7909,38.3322,38.868,367523.0
2022-04-02,38.997,39.7909,38.3322,38.868,367523.0
2022-04-03,38.997,39.7909,38.3322,38.868,367523.0
2022-04-04,38.6497,39.2848,37.3796,38.1337,248660.0
2022-04-05,37.9651,38.2032,36.3179,36.7445,220937.0
2022-04-06,36.3377,36.3377,34.879,35.1767,474685.0
2022-04-07,35.0775,35.5042,34.0455,34.6012,343923.0
2022-04-08,34.4821,34.9683,33.7677,33.8272,533010.0
2022-04-09,34.4821,34.9683,33.7677,33.8272,533010.0
2022-04-10,34.4821,34.9683,33.7677,33.8272,533010.0
2022-04-11,33.8272,35.3553,33.6188,34.0455,305372.0
2022-04-12,34.2936,35.0378,33.6932,33.8272,201210.0
2022-04-13,33.718,35.6729,33.6684,35.395,518009.0
2022-04-14,35.5836,36.7048,35.0477,35.3553,351440.0
2022-04-15,35.5836,36.7048,35.0477,35.3553,351440.0
2022-04-16,35.5836,36.7048,35.0477,35.3553,351440.0
2022-04-17,35.5836,36.7048,35.0477,35.3553,351440.0
2022-04-18,35.1866,35.5042,34.5516,34.8592,251269.0
2022-04-19,34.8691,36.7445,34.5714,36.5362,173551.0
2022-04-20,36.6354,37.4788,36.6354,36.7247,198034.0
2022-04-21,37.2704,37.5582,36.0797,36.6453,240231.0
2022-04-22,36.3278,36.3476,35.2611,35.3653,165578.0
2022-04-23,36.3278,36.3476,35.2611,35.3653,165578.0
2022-04-24,36.3278,36.3476,35.2611,35.3653,165578.0
2022-04-25,34.9187,35.2114,33.723,35.0279,357796.0
2022-04-26,34.6905,35.1767,33.3713,33.9264,545146.0
2022-04-27,34.5813,36.4369,34.4127,35.7522,493307.0
2022-04-28,35.5736,39.9695,35.5736,39.5428,569678.0
2022-04-29,39.5726,39.9099,38.4165,38.6993,565563.0
2022-04-30,39.5726,39.9099,38.4165,38.6993,565563.0
2022-05-01,39.5726,39.9099,38.4165,38.6993,565563.0
2022-05-02,38.4612,39.3046,37.8559,38.739,427737.0
2022-05-03,38.62,40.0886,38.0324,39.6222,418983.0
2022-05-04,39.4833,41.3984,39.1508,41.19,295924.0
2022-05-05,40.3962,40.7832,38.6993,39.126,346642.0
2022-05-06,39.0566,39.8504,38.2925,38.8283,295336.0
2022-05-07,39.0566,39.8504,38.2925,38.8283,295336.0
2022-05-08,39.0566,39.8504,38.2925,38.8283,295336.0
2022-05-09,38.1536,38.61,37.1514,37.3895,271836.0
2022-05-10,37.9551,38.1734,35.7423,37.1216,344809.0
2022-05-11,37.3598,38.2727,36.1591,36.943,270491.0
2022-05-12,36.7941,37.5681,36.2087,37.4987,308697.0
2022-05-13,37.8956,38.6497,36.9728,37.3002,478555.0
2022-05-14,37.8956,38.6497,36.9728,37.3002,478555.0
2022-05-15,37.8956,38.6497,36.9728,37.3002,478555.0
2022-05-16,37.0819,37.2456,35.9805,36.814,185556.0
2022-05-17,37.6178,38.2727,37.1266,38.1437,232476.0
2022-05-18,37.6078,39.2153,35.2958,35.4149,230318.0
2022-05-19,34.8989,36.427,34.75,35.7324,320335.0
2022-05-20,36.1889,36.6652,34.4424,35.3653,182594.0
2022-05-21,36.1889,36.6652,34.4424,35.3653,182594.0
2022-05-22,36.1889,36.6652,34.4424,35.3653,182594.0
2022-05-23,35.8217,36.0896,35.266,35.6133,133841.0
2022-05-24,35.2958,35.7324,33.8967,35.5637,179381.0
2022-05-25,35.6034,36.4568,34.8443,36.2186,122714.0
2022-05-26,36.6751,37.8559,36.6751,37.7467,292322.0
2022-05-27,38.1536,39.1657,38.0444,39.0764,225029.0
2022-05-28,38.1536,39.1657,38.0444,39.0764,225029.0
2022-05-29,38.1536,39.1657,38.0444,39.0764,225029.0
