,AIMC US Equity,AIMC US Equity,AIMC US Equity,AIMC US Equity,AIMC US Equity
2020-04-16,17.8009,19.0646,16.5736,17.2707,722717.0
2020-04-17,18.0758,18.7238,17.9678,18.6158,472543.0
2020-04-18,18.0758,18.7238,17.9678,18.6158,472543.0
2020-04-19,18.0758,18.7238,17.9678,18.6158,472543.0
2020-04-20,17.85,18.1838,17.5162,17.9678,530732.0
2020-04-21,17.2805,17.8402,17.0547,17.7027,467686.0
2020-04-22,18.1544,18.2608,17.5358,17.6733,391402.0
2020-04-23,17.9286,19.097,17.6988,18.6944,362622.0
2020-04-24,18.8515,19.3031,18.5766,19.1264,275704.0
2020-04-25,18.8515,19.3031,18.5766,19.1264,275704.0
2020-04-26,18.8515,19.3031,18.5766,19.1264,275704.0
2020-04-27,19.1951,21.2472,19.1951,20.933,430088.0
2020-04-28,21.7185,23.2011,21.6203,22.9753,766076.0
2020-04-29,24.0356,26.4903,23.4858,26.3724,743869.0
2020-04-30,26.3135,28.67,24.9389,27.4034,1371135.0
2020-05-01,26.5099,26.5492,24.3849,25.0862,870710.0
2020-05-02,26.5099,26.5492,24.3849,25.0862,870710.0
2020-05-03,26.5099,26.5492,24.3849,25.0862,870710.0
2020-05-04,24.2811,25.3513,23.6527,25.0813,1076070.0
2020-05-05,25.8913,27.5016,25.479,26.6277,1322014.0
2020-05-06,26.5786,26.9026,25.5084,25.9208,754763.0
2020-05-07,26.6081,27.0008,25.9748,26.2939,614040.0
2020-05-08,27.0794,27.7863,26.5688,27.6096,454656.0
2020-05-09,27.0794,27.7863,26.5688,27.6096,454656.0
2020-05-10,27.0794,27.7863,26.5688,27.6096,454656.0
2020-05-11,26.8045,27.2168,25.9602,26.9321,451566.0
2020-05-12,26.9321,27.4525,25.479,25.5772,336833.0
2020-05-13,25.2728,25.479,23.8687,24.3204,610606.0
2020-05-14,23.4367,24.4284,22.5923,24.124,549085.0
2020-05-15,24.1633,25.263,23.4073,24.6542,313453.0
2020-05-16,24.1633,25.263,23.4073,24.6542,313453.0
2020-05-17,24.1633,25.263,23.4073,24.6542,313453.0
2020-05-18,26.4314,27.639,25.7833,27.3739,520908.0
2020-05-19,27.1187,27.4796,26.5001,26.5394,347531.0
2020-05-20,27.1677,27.914,27.1088,27.8354,367852.0
2020-05-21,28.4147,28.6012,27.914,28.3951,470502.0
2020-05-22,28.5914,28.6847,27.5708,27.9336,203044.0
2020-05-23,28.5914,28.6847,27.5708,27.9336,203044.0
2020-05-24,28.5914,28.6847,27.5708,27.9336,203044.0
2020-05-25,28.5914,28.6847,27.5708,27.9336,203044.0
2020-05-26,29.2885,30.1526,29.2885,29.5144,324259.0
2020-05-27,30.398,32.1457,29.9218,31.9984,416350.0
2020-05-28,32.4305,32.4697,30.2115,30.3784,271017.0
2020-05-29,29.7991,31.2326,29.0234,30.4373,421274.0
2020-05-30,29.7991,31.2326,29.0234,30.4373,421274.0
2020-05-31,29.7991,31.2326,29.0234,30.4373,421274.0
2020-06-01,30.5453,31.0853,30.2998,30.4668,318386.0
2020-06-02,30.83,31.7137,30.7024,30.8497,257773.0
2020-06-03,31.7628,32.9705,30.7613,32.077,426100.0
2020-06-04,31.7726,32.8674,30.889,32.833,259019.0
2020-06-05,35.0618,36.1811,34.6102,35.8375,693573.0
2020-06-06,35.0618,36.1811,34.6102,35.8375,693573.0
2020-06-07,35.0618,36.1811,34.6102,35.8375,693573.0
2020-06-08,36.672,37.1826,36.1306,36.4953,381437.0
2020-06-09,35.3073,35.5233,33.3632,35.0618,676989.0
2020-06-10,34.6494,34.7967,31.7137,31.7333,641450.0
2020-06-11,29.9071,30.4962,28.1152,28.125,412195.0
2020-06-12,29.7991,29.7991,27.6587,29.3867,374748.0
2020-06-13,29.7991,29.7991,27.6587,29.3867,374748.0
2020-06-14,29.7991,29.7991,27.6587,29.3867,374748.0
2020-06-15,27.9532,30.4864,27.5507,30.3097,402938.0
2020-06-16,32.4305,32.9508,30.9135,31.4388,384977.0
2020-06-17,31.3503,31.542,30.2787,30.4754,269846.0
2020-06-18,30.0723,31.3896,30.0723,30.7801,300883.0
2020-06-19,31.3405,32.1663,30.2296,30.7801,841555.0
2020-06-20,31.3405,32.1663,30.2296,30.7801,841555.0
2020-06-21,31.3405,32.1663,30.2296,30.7801,841555.0
2020-06-22,30.495,30.7015,29.8659,30.436,343145.0
2020-06-23,31.0161,31.0161,30.092,30.5442,276561.0
2020-06-24,29.8953,30.1509,28.4404,28.7746,270547.0
2020-06-25,28.4011,29.6594,27.8899,29.6299,425322.0
2020-06-26,29.276,30.3377,28.9811,29.9445,683978.0
2020-06-27,29.276,30.3377,28.9811,29.9445,683978.0
2020-06-28,29.276,30.3377,28.9811,29.9445,683978.0
2020-06-29,30.6327,30.8883,30.119,30.3082,393988.0
2020-06-30,29.856,31.4486,29.797,31.3208,308299.0
2020-07-01,31.3995,31.7632,29.9298,30.0526,280649.0
2020-07-02,30.9866,31.5469,29.9838,30.1215,162898.0
2020-07-03,30.9866,31.5469,29.9838,30.1215,162898.0
2020-07-04,30.9866,31.5469,29.9838,30.1215,162898.0
2020-07-05,30.9866,31.5469,29.9838,30.1215,162898.0
2020-07-06,30.9964,31.311,30.1116,30.6671,190203.0
2020-07-07,30.1804,30.2984,29.3055,29.3841,173494.0
2020-07-08,29.2269,29.9937,29.0991,29.9543,193681.0
2020-07-09,29.8364,29.915,28.4994,29.3153,265611.0
2020-07-10,29.394,30.0133,29.335,29.9642,174633.0
2020-07-11,29.394,30.0133,29.335,29.9642,174633.0
2020-07-12,29.394,30.0133,29.335,29.9642,174633.0
2020-07-13,30.4655,31.5371,29.8806,30.6277,192872.0
2020-07-14,30.4262,31.7435,30.4262,31.7042,167104.0
2020-07-15,32.7561,33.4836,32.4514,33.1739,333134.0
2020-07-16,33.4836,33.4836,32.6381,32.9724,233819.0
2020-07-17,33.0314,33.7097,32.8642,32.8937,214052.0
2020-07-18,33.0314,33.7097,32.8642,32.8937,214052.0
2020-07-19,33.0314,33.7097,32.8642,32.8937,214052.0
2020-07-20,32.5693,32.8053,31.4879,31.7829,184773.0
2020-07-21,32.4415,32.8888,32.0974,32.2547,266943.0
2020-07-22,31.9205,32.53,31.9205,32.0483,348731.0
2020-07-23,31.8418,33.5819,31.8418,33.5426,521792.0
2020-07-24,35.0663,35.0663,32.4219,33.9653,482613.0
2020-07-25,35.0663,35.0663,32.4219,33.9653,482613.0
2020-07-26,35.0663,35.0663,32.4219,33.9653,482613.0
2020-07-27,34.1619,34.7812,32.9134,33.6999,483905.0
2020-07-28,34.1127,35.0762,33.926,34.5748,603483.0
2020-07-29,34.6534,36.0297,34.6534,35.9806,474452.0
2020-07-30,35.1646,35.6965,34.5256,35.4104,468213.0
2020-07-31,35.1155,35.4399,33.0412,33.6507,449570.0
2020-08-01,35.1155,35.4399,33.0412,33.6507,449570.0
2020-08-02,35.1155,35.4399,33.0412,33.6507,449570.0
2020-08-03,33.8473,34.4273,33.5032,34.3782,239361.0
2020-08-04,34.1029,34.5797,33.1002,34.0882,248985.0
2020-08-05,34.6239,35.4104,34.6239,35.3907,228244.0
2020-08-06,35.2138,35.6169,34.9287,35.5284,135880.0
2020-08-07,35.3121,36.8162,35.3121,36.7572,176372.0
2020-08-08,35.3121,36.8162,35.3121,36.7572,176372.0
2020-08-09,35.3121,36.8162,35.3121,36.7572,176372.0
2020-08-10,37.1505,41.4367,37.1505,41.2892,927969.0
2020-08-11,41.9184,42.4394,40.4438,40.7682,375787.0
2020-08-12,41.2794,41.9282,39.4607,40.021,386139.0
2020-08-13,39.5688,40.4339,39.5688,39.7556,140272.0
2020-08-14,39.2247,39.8048,38.8856,39.4509,140151.0
2020-08-15,39.2247,39.8048,38.8856,39.4509,140151.0
2020-08-16,39.2247,39.8048,38.8856,39.4509,140151.0
2020-08-17,39.6868,39.6868,38.743,39.2051,167044.0
2020-08-18,39.0478,39.0478,37.9566,38.0745,137193.0
2020-08-19,38.2023,38.5857,37.9074,37.9173,198278.0
2020-08-20,37.2979,37.642,37.1505,37.5044,187274.0
2020-08-21,37.3471,37.7256,37.2094,37.6715,206337.0
2020-08-22,37.3471,37.7256,37.2094,37.6715,206337.0
2020-08-23,37.3471,37.7256,37.2094,37.6715,206337.0
2020-08-24,37.9664,39.0675,37.8779,38.399,196159.0
2020-08-25,38.6939,39.0085,38.1925,38.6202,256967.0
2020-08-26,38.5464,38.7529,37.8288,38.5661,197780.0
2020-08-27,38.7922,39.4902,38.512,39.2641,250193.0
2020-08-28,39.7065,39.9031,39.1855,39.7851,288949.0
2020-08-29,39.7065,39.9031,39.1855,39.7851,288949.0
2020-08-30,39.7065,39.9031,39.1855,39.7851,288949.0
2020-08-31,39.677,39.677,38.2613,38.3891,245997.0
2020-09-01,37.9861,39.7065,36.6707,39.5295,212280.0
2020-09-02,39.5,40.7485,38.7922,40.5716,245861.0
2020-09-03,40.4044,40.4929,38.7234,39.5295,367018.0
2020-09-04,40.4536,41.1811,36.4131,39.7261,249715.0
2020-09-05,40.4536,41.1811,36.4131,39.7261,249715.0
2020-09-06,40.4536,41.1811,36.4131,39.7261,249715.0
2020-09-07,40.4536,41.1811,36.4131,39.7261,249715.0
2020-09-08,39.1658,39.2149,36.2362,38.281,252216.0
2020-09-09,38.6841,39.2149,38.0942,38.9003,346003.0
2020-09-10,39.038,39.5443,38.743,38.8217,248947.0
2020-09-11,38.8807,39.1854,37.9664,38.1532,179461.0
2020-09-12,38.8807,39.1854,37.9664,38.1532,179461.0
2020-09-13,38.8807,39.1854,37.9664,38.1532,179461.0
2020-09-14,38.4481,39.038,37.8779,38.9888,189296.0
2020-09-15,39.1166,39.7851,38.9741,39.382,178947.0
2020-09-16,39.382,41.1417,39.382,40.5519,327530.0
2020-09-17,39.8237,40.2961,39.0955,39.8631,385641.0
2020-09-18,40.3453,40.6798,38.8791,39.1349,932826.0
2020-09-19,40.3453,40.6798,38.8791,39.1349,932826.0
2020-09-20,40.3453,40.6798,38.8791,39.1349,932826.0
2020-09-21,37.9147,37.9639,36.3304,36.9208,591259.0
2020-09-22,37.1472,37.5801,36.173,37.4817,420044.0
2020-09-23,37.649,38.7511,36.8716,36.9307,292955.0
2020-09-24,36.7929,37.1092,35.9171,36.3206,185727.0
2020-09-25,35.9565,36.3599,35.6121,35.8581,356846.0
2020-09-26,35.9565,36.3599,35.6121,35.8581,356846.0
2020-09-27,35.9565,36.3599,35.6121,35.8581,356846.0
2020-09-28,36.6945,37.5211,36.5272,36.9307,358708.0
2020-09-29,37.0586,37.3735,35.5727,36.2812,211958.0
2020-09-30,36.4387,37.4719,35.9368,36.3796,274133.0
2020-10-01,36.5371,37.2062,36.1352,37.1373,454246.0
2020-10-02,36.1435,38.2296,35.6318,37.7081,177404.0
2020-10-03,36.1435,38.2296,35.6318,37.7081,177404.0
2020-10-04,36.1435,38.2296,35.6318,37.7081,177404.0
2020-10-05,38.1214,39.3219,38.1214,38.9775,136281.0
2020-10-06,39.3908,41.1128,38.6921,39.7844,274105.0
2020-10-07,40.4338,41.0439,39.8532,40.2469,330089.0
2020-10-08,40.8471,41.0439,39.6958,40.0697,212168.0
2020-10-09,40.7094,40.9455,39.44,39.5679,310633.0
2020-10-10,40.7094,40.9455,39.44,39.5679,310633.0
2020-10-11,40.7094,40.9455,39.44,39.5679,310633.0
2020-10-12,39.5482,40.4694,39.2333,39.2579,398109.0
2020-10-13,39.2825,39.7548,38.7315,39.2235,305963.0
2020-10-14,40.3945,41.2407,40.0205,40.0894,268053.0
2020-10-15,39.2727,39.9123,38.9676,39.8532,259246.0
2020-10-16,39.7647,42.028,39.5482,40.1681,741463.0
2020-10-17,39.7647,42.028,39.5482,40.1681,741463.0
2020-10-18,39.7647,42.028,39.5482,40.1681,741463.0
2020-10-19,40.67,41.2603,38.6527,38.9086,289212.0
2020-10-20,39.1447,39.5384,38.3674,38.761,241216.0
2020-10-21,38.6429,39.686,38.387,38.7118,236544.0
2020-10-22,39.066,40.1878,38.6281,39.804,448486.0
2020-10-23,42.3035,44.3109,40.6405,44.1043,909288.0
2020-10-24,42.3035,44.3109,40.6405,44.1043,909288.0
2020-10-25,42.3035,44.3109,40.6405,44.1043,909288.0
2020-10-26,44.2223,44.2223,41.1423,42.9529,563163.0
2020-10-27,42.6085,43.1301,41.1915,42.9431,540797.0
2020-10-28,41.4592,42.579,40.483,41.8311,590472.0
2020-10-29,41.3785,43.1005,40.8274,42.5298,568364.0
2020-10-30,42.2346,42.8644,41.5064,42.0772,521681.0
2020-10-31,42.2346,42.8644,41.5064,42.0772,521681.0
2020-11-01,42.2346,42.8644,41.5064,42.0772,521681.0
2020-11-02,42.3724,44.3109,42.1165,44.2617,407698.0
2020-11-03,45.4032,46.2494,44.6456,45.6984,352076.0
2020-11-04,44.6356,46.4955,43.0907,44.5274,1017526.0
2020-11-05,45.2359,46.4266,45.2359,45.6492,358150.0
2020-11-06,46.1117,46.3971,45.1277,45.2064,291966.0
2020-11-07,46.1117,46.3971,45.1277,45.2064,291966.0
2020-11-08,46.1117,46.3971,45.1277,45.2064,291966.0
2020-11-09,48.493,51.2975,48.3405,50.4021,711537.0
2020-11-10,51.1302,53.915,50.6874,53.5116,635132.0
2020-11-11,53.5411,53.6267,51.3135,53.5018,562126.0
2020-11-12,52.685,53.5411,50.4021,50.9334,689919.0
2020-11-13,51.4254,52.6309,51.019,52.1536,406255.0
2020-11-14,51.4254,52.6309,51.019,52.1536,406255.0
2020-11-15,51.4254,52.6309,51.019,52.1536,406255.0
2020-11-16,53.9839,55.5485,53.5018,54.8499,514553.0
2020-11-17,54.1217,54.1414,52.5866,53.9052,640637.0
2020-11-18,54.6334,55.4108,53.6051,53.7281,611819.0
2020-11-19,53.5313,53.8265,51.4254,52.1241,410500.0
2020-11-20,51.5731,53.1377,51.4254,52.9507,400525.0
2020-11-21,51.5731,53.1377,51.4254,52.9507,400525.0
2020-11-22,51.5731,53.1377,51.4254,52.9507,400525.0
2020-11-23,53.7773,54.3579,53.2853,53.7527,270688.0
2020-11-24,55.086,57.0738,54.0282,56.9163,455074.0
2020-11-25,56.198,57.556,55.0664,57.0836,454253.0
2020-11-26,56.198,57.556,55.0664,57.0836,454253.0
2020-11-27,57.0049,57.3493,56.3875,56.9459,221687.0
2020-11-28,57.0049,57.3493,56.3875,56.9459,221687.0
2020-11-29,57.0049,57.3493,56.3875,56.9459,221687.0
2020-11-30,56.3554,57.0344,55.0073,55.8536,408896.0
2020-12-01,56.4243,57.3395,56.1193,56.7392,559449.0
2020-12-02,56.5916,56.7294,55.9618,56.1685,300050.0
2020-12-03,56.0799,56.8179,53.4427,53.6002,355329.0
2020-12-04,54.2693,58.5498,53.9276,54.5645,432272.0
2020-12-05,54.2693,58.5498,53.9276,54.5645,432272.0
2020-12-06,54.2693,58.5498,53.9276,54.5645,432272.0
2020-12-07,54.3382,54.3677,53.118,54.2791,375621.0
2020-12-08,53.5116,54.8745,53.0786,53.4722,324769.0
2020-12-09,53.856,54.0134,52.6459,53.3246,475694.0
2020-12-10,52.8523,54.0036,52.3111,53.2459,254131.0
2020-12-11,52.498,53.1869,51.8092,52.4095,141985.0
2020-12-12,52.498,53.1869,51.8092,52.4095,141985.0
2020-12-13,52.498,53.1869,51.8092,52.4095,141985.0
2020-12-14,53.2557,53.856,52.0355,52.0651,210586.0
2020-12-15,52.5866,53.5411,52.193,53.3935,199362.0
2020-12-16,53.3935,53.9446,52.6653,53.6198,318349.0
2020-12-17,54.0139,54.2306,53.3538,54.0139,294070.0
2020-12-18,54.2897,54.5163,52.2111,52.7431,833616.0
2020-12-19,54.2897,54.5163,52.2111,52.7431,833616.0
2020-12-20,54.2897,54.5163,52.2111,52.7431,833616.0
2020-12-21,51.6989,53.078,51.157,52.8317,470185.0
2020-12-22,53.1371,53.5312,51.5806,52.8022,331354.0
2020-12-23,53.344,54.6246,53.2356,54.4572,273970.0
2020-12-24,54.93,54.93,53.6789,54.2897,63233.0
2020-12-25,54.93,54.93,53.6789,54.2897,63233.0
2020-12-26,54.93,54.93,53.6789,54.2897,63233.0
2020-12-27,54.93,54.93,53.6789,54.2897,63233.0
2020-12-28,54.8315,55.5605,52.0781,54.6985,265911.0
2020-12-29,55.0285,55.0285,51.9156,52.7135,178643.0
2020-12-30,52.812,54.6542,52.812,54.3587,207849.0
2020-12-31,54.4079,55.0877,54.0237,54.6049,258620.0
2021-01-01,54.4079,55.0877,54.0237,54.6049,258620.0
2021-01-02,54.4079,55.0877,54.0237,54.6049,258620.0
2021-01-03,54.4079,55.0877,54.0237,54.6049,258620.0
2021-01-04,55.1468,56.2599,52.3983,54.1124,703883.0
2021-01-05,54.5852,58.9542,54.5852,58.3484,512861.0
2021-01-06,59.1069,63.274,58.8705,62.673,922173.0
2021-01-07,63.1952,64.5645,62.6041,64.4561,498385.0
2021-01-08,64.9881,65.392,62.1706,63.402,628941.0
2021-01-09,64.9881,65.392,62.1706,63.402,628941.0
2021-01-10,64.9881,65.392,62.1706,63.402,628941.0
2021-01-11,62.0721,64.1507,61.7175,64.1015,207740.0
2021-01-12,64.6531,65.3348,62.8208,63.205,653929.0
2021-01-13,62.9883,63.7468,61.4416,61.5894,442478.0
2021-01-14,61.1855,62.3381,58.7917,58.9395,558661.0
2021-01-15,57.8952,58.6735,55.0778,55.6886,567378.0
2021-01-16,57.8952,58.6735,55.0778,55.6886,567378.0
2021-01-17,57.8952,58.6735,55.0778,55.6886,567378.0
2021-01-18,57.8952,58.6735,55.0778,55.6886,567378.0
2021-01-19,56.3782,57.3731,54.9793,55.6787,542992.0
2021-01-20,55.9447,56.3524,54.3931,54.9399,415533.0
2021-01-21,55.1172,56.6737,54.1827,55.8363,312807.0
2021-01-22,54.733,55.6984,54.3882,55.5901,222423.0
2021-01-23,54.733,55.6984,54.3882,55.5901,222423.0
2021-01-24,54.733,55.6984,54.3882,55.5901,222423.0
2021-01-25,55.3635,55.3783,53.3401,54.8315,290300.0
2021-01-26,55.5704,55.8068,53.8072,54.3882,270652.0
2021-01-27,52.7529,53.6888,51.1669,51.6397,523844.0
2021-01-28,52.6347,54.7921,52.4978,53.4228,389457.0
2021-01-29,53.4425,53.4425,50.6349,50.6448,426485.0
2021-01-30,53.4425,53.4425,50.6349,50.6448,426485.0
2021-01-31,53.4425,53.4425,50.6349,50.6448,426485.0
2021-02-01,51.4821,52.5461,50.4872,52.2604,291804.0
2021-02-02,53.1667,55.3536,53.0386,55.1468,344254.0
2021-02-03,54.5951,55.1369,53.1667,53.3538,220396.0
2021-02-04,53.4918,55.393,53.4918,54.27,291263.0
2021-02-05,55.0187,56.4083,53.3243,55.6098,516525.0
2021-02-06,55.0187,56.4083,53.3243,55.6098,516525.0
2021-02-07,55.0187,56.4083,53.3243,55.6098,516525.0
2021-02-08,56.7131,58.3976,56.2994,58.3976,357789.0
2021-02-09,58.112,58.6045,57.0382,58.5159,333525.0
2021-02-10,58.9592,58.9592,55.7378,55.9053,454651.0
2021-02-11,56.0137,56.319,53.9498,55.4916,410148.0
2021-02-12,52.2111,54.1419,49.3741,52.221,835986.0
2021-02-13,52.2111,54.1419,49.3741,52.221,835986.0
2021-02-14,52.2111,54.1419,49.3741,52.221,835986.0
2021-02-15,52.2111,54.1419,49.3741,52.221,835986.0
2021-02-16,53.078,53.9055,51.2556,53.7479,411463.0
2021-02-17,53.1568,54.8118,52.8317,54.6641,375547.0
2021-02-18,54.6049,54.9693,53.7577,54.2602,495619.0
2021-02-19,54.27,56.6737,54.27,56.4964,454913.0
2021-02-20,54.27,56.6737,54.27,56.4964,454913.0
2021-02-21,54.27,56.6737,54.27,56.4964,454913.0
2021-02-22,55.8954,58.2203,54.9793,57.7475,435929.0
2021-02-23,57.0382,57.6095,55.6196,57.3928,334814.0
2021-02-24,57.8558,60.5353,57.2255,60.161,308919.0
2021-02-25,60.161,60.2782,57.1958,57.2648,402771.0
2021-02-26,57.1958,58.309,55.1862,57.0579,275583.0
2021-02-27,57.1958,58.309,55.1862,57.0579,275583.0
2021-02-28,57.1958,58.309,55.1862,57.0579,275583.0
2021-03-01,58.8409,60.5846,58.309,60.555,281198.0
2021-03-02,60.3285,61.0476,59.2645,59.9344,307584.0
2021-03-03,60.555,61.5008,59.5305,59.5896,340864.0
2021-03-04,58.703,59.0133,56.2205,57.4421,309299.0
2021-03-05,59.0675,60.9589,57.0973,60.821,338148.0
2021-03-06,59.0675,60.9589,57.0973,60.821,338148.0
2021-03-07,59.0675,60.9589,57.0973,60.821,338148.0
2021-03-08,61.5106,62.1657,59.9837,60.2989,236821.0
2021-03-09,60.9688,61.949,59.1168,59.5305,556440.0
2021-03-10,59.8852,62.4465,59.6192,61.7667,435072.0
2021-03-11,62.1214,64.0128,61.9145,62.7814,364538.0
2021-03-12,62.9784,63.3823,61.4416,62.545,353323.0
2021-03-13,62.9784,63.3823,61.4416,62.545,353323.0
2021-03-14,62.9784,63.3823,61.4416,62.545,353323.0
