,SCL US Equity,SCL US Equity,SCL US Equity,SCL US Equity,SCL US Equity
2020-08-20,110.1674,110.5294,109.4909,110.1293,53472.0
2020-08-21,109.5767,109.5767,107.9093,108.9288,189636.0
2020-08-22,109.5767,109.5767,107.9093,108.9288,189636.0
2020-08-23,109.5767,109.5767,107.9093,108.9288,189636.0
2020-08-24,109.2241,111.2154,109.2241,110.9391,60468.0
2020-08-25,111.7585,111.7585,110.6247,111.1868,46372.0
2020-08-26,111.1868,111.4155,110.1293,110.3865,55136.0
2020-08-27,111.2345,111.2345,108.3857,109.3861,54610.0
2020-08-28,110.0212,111.4347,108.4358,111.2723,74242.0
2020-08-29,110.0212,111.4347,108.4358,111.2723,74242.0
2020-08-30,110.0212,111.4347,108.4358,111.2723,74242.0
2020-08-31,110.9476,111.32,109.9734,110.1071,111845.0
2020-09-01,110.0689,111.8167,108.8178,111.7785,58711.0
2020-09-02,111.024,111.8214,109.9448,111.024,52448.0
2020-09-03,111.0622,111.0622,107.5858,108.4072,62089.0
2020-09-04,110.0498,110.0498,107.4999,108.7605,50829.0
2020-09-05,110.0498,110.0498,107.4999,108.7605,50829.0
2020-09-06,110.0498,110.0498,107.4999,108.7605,50829.0
2020-09-07,110.0498,110.0498,107.4999,108.7605,50829.0
2020-09-08,108.3021,112.1223,106.8409,110.5369,85815.0
2020-09-09,111.3774,113.3543,111.32,112.0936,66492.0
2020-09-10,111.9981,112.8762,111.2198,111.6257,49154.0
2020-09-11,111.6639,112.2369,108.8847,110.2026,71212.0
2020-09-12,111.6639,112.2369,108.8847,110.2026,71212.0
2020-09-13,111.6639,112.2369,108.8847,110.2026,71212.0
2020-09-14,110.5751,112.0077,110.5751,111.5493,42983.0
2020-09-15,112.3324,112.6953,110.8282,111.0908,45701.0
2020-09-16,111.2914,111.5397,108.8083,109.0088,73271.0
2020-09-17,108.0251,109.6105,107.6622,108.8178,110143.0
2020-09-18,110.3173,110.3173,107.4999,108.9706,266288.0
2020-09-19,110.3173,110.3173,107.4999,108.9706,266288.0
2020-09-20,110.3173,110.3173,107.4999,108.9706,266288.0
2020-09-21,106.6976,106.6976,102.7055,104.4724,83848.0
2020-09-22,104.7302,104.7302,103.0971,104.6729,57462.0
2020-09-23,103.9853,104.3864,101.4449,101.5786,78797.0
2020-09-24,102.1134,103.8516,101.1966,102.9061,56135.0
2020-09-25,102.0179,103.0207,101.655,102.2949,109560.0
2020-09-26,102.0179,103.0207,101.655,102.2949,109560.0
2020-09-27,102.0179,103.0207,101.655,102.2949,109560.0
2020-09-28,103.5651,106.0673,103.5651,105.0836,72444.0
2020-09-29,104.9212,105.4943,103.355,103.6319,73872.0
2020-09-30,103.8516,106.2106,103.2881,104.0999,104159.0
2020-10-01,104.0522,104.3673,102.1994,102.8201,72247.0
2020-10-02,101.5308,104.4246,101.5308,103.2977,77081.0
2020-10-03,101.5308,104.4246,101.5308,103.2977,77081.0
2020-10-04,101.5308,104.4246,101.5308,103.2977,77081.0
2020-10-05,104.0713,107.1608,104.0713,105.9718,66342.0
2020-10-06,107.2134,108.6316,106.3156,106.7358,89652.0
2020-10-07,107.7959,108.3976,106.0386,107.3089,101299.0
2020-10-08,108.4358,109.4482,107.8103,108.9515,60010.0
2020-10-09,109.9734,110.8903,109.1139,110.2599,54561.0
2020-10-10,109.9734,110.8903,109.1139,110.2599,54561.0
2020-10-11,109.9734,110.8903,109.1139,110.2599,54561.0
2020-10-12,109.9352,111.5588,109.2218,110.365,47025.0
2020-10-13,109.3527,110.7086,107.6049,108.2353,52287.0
2020-10-14,108.283,110.3364,107.8246,109.8397,82331.0
2020-10-15,108.7128,110.642,107.7912,109.5437,54901.0
2020-10-16,109.3718,111.0049,109.3718,109.8684,87000.0
2020-10-17,109.3718,111.0049,109.3718,109.8684,87000.0
2020-10-18,109.3718,111.0049,109.3718,109.8684,87000.0
2020-10-19,110.0212,110.2514,107.7864,108.2353,68494.0
2020-10-20,108.6268,111.2627,108.3212,110.451,87871.0
2020-10-21,111.5493,112.6953,109.9734,110.7757,69350.0
2020-10-22,112.1032,112.1032,109.5723,109.8779,91423.0
2020-10-23,109.9543,113.9655,109.9543,112.9532,74003.0
2020-10-24,109.9543,113.9655,109.9543,112.9532,74003.0
2020-10-25,109.9543,113.9655,109.9543,112.9532,74003.0
2020-10-26,112.5807,112.6571,110.8951,112.6571,97511.0
2020-10-27,112.3228,112.6094,111.1577,111.4442,54425.0
2020-10-28,109.6678,110.9667,109.3527,109.9448,84336.0
2020-10-29,109.238,112.2942,108.8751,111.5588,64442.0
2020-10-30,111.4442,113.765,109.9161,111.2054,106821.0
2020-10-31,111.4442,113.765,109.9161,111.2054,106821.0
2020-11-01,111.4442,113.765,109.9161,111.2054,106821.0
2020-11-02,112.3324,113.3256,111.1768,112.4183,64745.0
2020-11-03,113.8318,113.9369,111.788,113.3734,63312.0
2020-11-04,111.8835,113.7363,110.3173,111.7021,49223.0
2020-11-05,112.5903,115.3503,112.5903,114.4048,50210.0
2020-11-06,115.2644,115.6369,113.5358,113.6026,38682.0
2020-11-07,115.2644,115.6369,113.5358,113.6026,38682.0
2020-11-08,115.2644,115.6369,113.5358,113.6026,38682.0
2020-11-09,117.5183,120.8418,115.7992,115.7992,110888.0
2020-11-10,117.0408,120.88,116.4391,120.0778,109224.0
2020-11-11,120.0874,120.0874,117.0599,118.5306,77001.0
2020-11-12,117.2891,117.2891,113.8318,116.8975,100561.0
2020-11-13,118.0913,120.2975,116.9644,118.9795,56359.0
2020-11-14,118.0913,120.2975,116.9644,118.9795,56359.0
2020-11-15,118.0913,120.2975,116.9644,118.9795,56359.0
2020-11-16,121.1857,123.7929,120.4789,123.3536,73060.0
2020-11-17,122.8761,123.3918,120.202,122.5609,59409.0
2020-11-18,123.2295,123.5303,118.5593,118.5879,70401.0
2020-11-19,118.034,118.1868,115.847,117.9385,81881.0
2020-11-20,117.1267,118.8888,116.229,118.1582,70184.0
2020-11-21,117.1267,118.8888,116.229,118.1582,70184.0
2020-11-22,117.1267,118.8888,116.229,118.1582,70184.0
2020-11-23,119.0464,119.0464,117.0217,117.5565,102011.0
2020-11-24,118.1391,120.7559,117.1172,118.4924,186069.0
2020-11-25,118.0149,118.9556,112.9532,113.1824,136451.0
2020-11-26,118.0149,118.9556,112.9532,113.1824,136451.0
2020-11-27,113.35,115.3225,112.0957,114.049,66558.0
2020-11-28,113.35,115.3225,112.0957,114.049,66558.0
2020-11-29,113.35,115.3225,112.0957,114.049,66558.0
2020-11-30,114.3745,114.3745,110.8509,111.2243,108007.0
2020-12-01,112.3829,112.5457,109.654,110.7456,169023.0
2020-12-02,110.2572,110.2572,108.1794,108.9646,109326.0
2020-12-03,109.0699,109.5678,107.9496,108.1986,88978.0
2020-12-04,108.2369,111.9999,108.2369,111.3967,86080.0
2020-12-05,108.2369,111.9999,108.2369,111.3967,86080.0
2020-12-06,108.2369,111.9999,108.2369,111.3967,86080.0
2020-12-07,111.4254,112.4308,109.3476,109.7593,83884.0
2020-12-08,109.1178,112.517,108.3901,111.8754,116220.0
2020-12-09,112.6031,114.3027,111.8276,114.183,101727.0
2020-12-10,113.5223,114.2308,112.3144,113.0819,91836.0
2020-12-11,112.2776,113.6085,111.3392,113.0436,81965.0
2020-12-12,112.2776,113.6085,111.3392,113.0436,81965.0
2020-12-13,112.2776,113.6085,111.3392,113.0436,81965.0
2020-12-14,113.7426,114.5373,112.3542,112.3733,77045.0
2020-12-15,112.7276,115.4843,112.3733,114.3554,118116.0
2020-12-16,114.2022,114.949,112.268,112.6319,105116.0
2020-12-17,113.2255,115.2459,112.5074,114.566,99993.0
2020-12-18,114.9299,116.1363,113.1058,113.2925,257062.0
2020-12-19,114.9299,116.1363,113.1058,113.2925,257062.0
2020-12-20,114.9299,116.1363,113.1058,113.2925,257062.0
2020-12-21,110.9562,112.6414,110.9562,112.6414,88424.0
2020-12-22,112.1531,113.1393,111.1764,111.2147,85428.0
2020-12-23,111.9137,112.6223,110.87,111.6265,53194.0
2020-12-24,111.6935,112.9095,111.4158,112.6606,27052.0
2020-12-25,111.6935,112.9095,111.4158,112.6606,27052.0
2020-12-26,111.6935,112.9095,111.4158,112.6606,27052.0
2020-12-27,111.6935,112.9095,111.4158,112.6606,27052.0
2020-12-28,113.733,114.4224,112.6414,112.9,60917.0
2020-12-29,113.1202,113.1681,111.3679,112.4116,55633.0
2020-12-30,112.4499,113.9436,112.4499,113.3883,45775.0
2020-12-31,113.3213,114.8437,112.3733,114.2501,58835.0
2021-01-01,113.3213,114.8437,112.3733,114.2501,58835.0
2021-01-02,113.3213,114.8437,112.3733,114.2501,58835.0
2021-01-03,113.3213,114.8437,112.3733,114.2501,58835.0
2021-01-04,114.9107,116.8162,114.3985,115.964,116169.0
2021-01-05,115.4278,116.7109,115.0256,115.4852,120218.0
2021-01-06,117.2854,125.0508,117.2471,122.4463,203021.0
2021-01-07,122.3219,125.5104,121.9772,125.4912,83379.0
2021-01-08,126.1232,126.1232,121.7091,122.4559,106889.0
2021-01-09,126.1232,126.1232,121.7091,122.4559,106889.0
2021-01-10,126.1232,126.1232,121.7091,122.4559,106889.0
2021-01-11,118.9227,121.508,118.4918,119.4206,58029.0
2021-01-12,119.0663,122.4559,119.0663,122.0059,51789.0
2021-01-13,121.9676,121.9676,118.9849,119.2961,56117.0
2021-01-14,119.7174,120.9526,118.8652,118.9801,48436.0
2021-01-15,117.3907,119.4493,117.1034,117.3811,87943.0
2021-01-16,117.3907,119.4493,117.1034,117.3811,87943.0
2021-01-17,117.3907,119.4493,117.1034,117.3811,87943.0
2021-01-18,117.3907,119.4493,117.1034,117.3811,87943.0
2021-01-19,118.4535,119.3201,116.5098,117.0268,94256.0
2021-01-20,116.9885,118.7934,116.1842,117.4864,96668.0
2021-01-21,118.1184,118.2668,114.5948,116.1938,91051.0
2021-01-22,115.4565,117.6348,115.1884,117.563,58483.0
2021-01-23,115.4565,117.6348,115.1884,117.563,58483.0
2021-01-24,115.4565,117.6348,115.1884,117.563,58483.0
2021-01-25,116.5672,117.903,115.4469,116.5768,82351.0
2021-01-26,117.5152,117.5152,115.6289,116.4523,75583.0
2021-01-27,114.1064,115.1597,113.0627,113.5128,119908.0
2021-01-28,114.6235,114.7288,110.3147,110.5732,103161.0
2021-01-29,110.736,110.9179,107.7964,107.8922,156327.0
2021-01-30,110.736,110.9179,107.7964,107.8922,156327.0
2021-01-31,110.736,110.9179,107.7964,107.8922,156327.0
2021-02-01,108.438,114.0969,108.1507,113.9149,84158.0
2021-02-02,114.9682,114.9682,113.2934,114.1447,61891.0
2021-02-03,113.7043,114.2118,112.3255,113.4266,60316.0
2021-02-04,112.9383,114.9825,112.9095,114.2213,57740.0
2021-02-05,115.5523,115.8108,114.3841,115.2842,38019.0
2021-02-06,115.5523,115.8108,114.3841,115.2842,38019.0
2021-02-07,115.5523,115.8108,114.3841,115.2842,38019.0
2021-02-08,115.9161,119.3632,115.7103,119.3632,71027.0
2021-02-09,119.3919,119.3919,117.0556,118.1471,52468.0
2021-02-10,118.9035,119.3249,117.1322,117.2279,62692.0
2021-02-11,117.496,119.344,117.1513,119.0376,84027.0
2021-02-12,118.8174,119.6408,117.3045,117.946,51653.0
2021-02-13,118.8174,119.6408,117.3045,117.946,51653.0
2021-02-14,118.8174,119.6408,117.3045,117.946,51653.0
2021-02-15,118.8174,119.6408,117.3045,117.946,51653.0
2021-02-16,118.1471,119.2961,117.0651,119.1621,68074.0
2021-02-17,118.5397,119.5547,117.3524,118.3961,56111.0
2021-02-18,118.4056,118.5397,113.0627,114.9012,152336.0
2021-02-19,114.7575,118.1136,114.4511,114.9873,144990.0
2021-02-20,114.7575,118.1136,114.4511,114.9873,144990.0
2021-02-21,114.7575,118.1136,114.4511,114.9873,144990.0
2021-02-22,114.9299,114.9299,112.6319,113.9532,98339.0
2021-02-23,113.7904,116.6007,112.2106,115.8874,107968.0
2021-02-24,116.3661,118.329,116.2991,118.0609,67567.0
2021-02-25,117.5343,118.6067,116.3566,117.2183,69108.0
2021-02-26,117.1226,117.3667,115.0831,115.5618,92353.0
2021-02-27,117.1226,117.3667,115.0831,115.5618,92353.0
2021-02-28,117.1226,117.3667,115.0831,115.5618,92353.0
2021-03-01,117.1705,118.2333,116.7396,117.7928,57196.0
2021-03-02,117.3811,117.6013,115.715,116.2991,66053.0
2021-03-03,116.6726,118.5493,115.2076,116.2129,78668.0
2021-03-04,116.3041,117.8688,114.9411,115.4594,90949.0
2021-03-05,116.8993,119.1935,115.8242,119.0591,104770.0
2021-03-06,116.8993,119.1935,115.8242,119.0591,104770.0
2021-03-07,116.8993,119.1935,115.8242,119.0591,104770.0
2021-03-08,119.5199,123.9643,119.2991,122.7932,78493.0
2021-03-09,123.1292,123.542,121.1997,121.8717,76679.0
2021-03-10,122.0733,124.6651,121.9101,123.8491,65643.0
2021-03-11,124.7899,124.7899,121.9197,123.1196,57651.0
2021-03-12,123.6955,125.6346,123.158,125.3946,59393.0
2021-03-13,123.6955,125.6346,123.158,125.3946,59393.0
