,SCL US Equity,SCL US Equity,SCL US Equity,SCL US Equity,SCL US Equity
2021-03-14,123.6955,125.6346,123.158,125.3946,59393.0
2021-03-15,124.6651,124.6651,121.9965,123.3404,69234.0
2021-03-16,122.9084,123.8395,121.3533,122.8124,51665.0
2021-03-17,123.6283,124.2457,122.2845,123.8587,45524.0
2021-03-18,123.8683,126.1529,123.206,125.2122,57592.0
2021-03-19,124.9146,126.1913,123.3212,124.3195,324171.0
2021-03-20,124.9146,126.1913,123.3212,124.3195,324171.0
2021-03-21,124.9146,126.1913,123.3212,124.3195,324171.0
2021-03-22,124.1755,124.1755,121.7277,122.1021,57066.0
2021-03-23,120.787,122.5244,119.5103,120.5182,58383.0
2021-03-24,121.3341,122.966,119.9038,119.9038,69618.0
2021-03-25,119.1359,121.8813,119.1359,121.1134,65936.0
2021-03-26,121.7277,125.481,121.7277,125.0682,50319.0
2021-03-27,121.7277,125.481,121.7277,125.0682,50319.0
2021-03-28,121.7277,125.481,121.7277,125.0682,50319.0
2021-03-29,124.4059,125.9322,123.5516,123.7051,59383.0
2021-03-30,123.158,124.1563,122.3085,123.542,52111.0
2021-03-31,123.7915,124.2139,122.0157,122.0157,150344.0
2021-04-01,122.1501,124.5211,121.1997,124.3099,84490.0
2021-04-02,122.1501,124.5211,121.1997,124.3099,84490.0
2021-04-03,122.1501,124.5211,121.1997,124.3099,84490.0
2021-04-04,122.1501,124.5211,121.1997,124.3099,84490.0
2021-04-05,124.7899,125.7498,123.7243,124.4539,38128.0
2021-04-06,124.5787,126.3785,124.2139,124.4539,60618.0
2021-04-07,124.2811,124.2811,121.4205,121.4205,42184.0
2021-04-08,121.8333,121.8765,120.3454,121.0462,57860.0
2021-04-09,121.6509,122.8604,120.6142,122.6012,52170.0
2021-04-10,121.6509,122.8604,120.6142,122.6012,52170.0
2021-04-11,121.6509,122.8604,120.6142,122.6012,52170.0
2021-04-12,122.8892,123.0428,121.4829,122.1981,32124.0
2021-04-13,121.8525,122.6588,120.3262,122.1117,47742.0
2021-04-14,122.3516,123.8971,121.9736,123.2828,31917.0
2021-04-15,124.1179,124.1179,121.8429,123.2924,35817.0
2021-04-16,124.4059,125.385,123.0716,125.2026,64672.0
2021-04-17,124.4059,125.385,123.0716,125.2026,64672.0
2021-04-18,124.4059,125.385,123.0716,125.2026,64672.0
2021-04-19,125.5578,125.5578,123.1772,123.7243,54773.0
2021-04-20,123.7243,125.193,122.2173,122.5628,46624.0
2021-04-21,122.8988,125.337,122.8988,124.7515,61078.0
2021-04-22,125.3754,125.3822,123.4748,123.5804,51412.0
2021-04-23,124.4635,127.8232,124.3387,127.372,72421.0
2021-04-24,124.4635,127.8232,124.3387,127.372,72421.0
2021-04-25,124.4635,127.8232,124.3387,127.372,72421.0
2021-04-26,127.9576,128.6967,126.3881,126.4889,68759.0
2021-04-27,128.4088,128.6395,121.0654,124.1755,62562.0
2021-04-28,125.3658,127.1417,123.6283,125.6058,56246.0
2021-04-29,125.9994,126.5657,124.5979,126.1433,61387.0
2021-04-30,125.0202,126.6905,125.0202,125.4234,117140.0
2021-05-01,125.0202,126.6905,125.0202,125.4234,117140.0
2021-05-02,125.0202,126.6905,125.0202,125.4234,117140.0
2021-05-03,126.1337,129.5703,126.0042,128.5527,126187.0
2021-05-04,127.7272,129.5895,126.7577,129.4263,52613.0
2021-05-05,129.5895,130.4534,127.4844,130.1366,53941.0
2021-05-06,130.5494,132.4212,130.2422,132.4212,64773.0
2021-05-07,131.8357,132.3732,130.4438,132.1045,65242.0
2021-05-08,131.8357,132.3732,130.4438,132.1045,65242.0
2021-05-09,131.8357,132.3732,130.4438,132.1045,65242.0
2021-05-10,132.9972,133.7171,130.463,130.4822,139077.0
2021-05-11,128.6871,132.7956,128.1016,131.8837,59528.0
2021-05-12,130.8662,132.0085,127.0745,127.3912,75263.0
2021-05-13,127.8904,132.2196,127.8904,131.8549,72483.0
2021-05-14,132.5844,132.8244,131.3365,131.7493,44142.0
2021-05-15,132.5844,132.8244,131.3365,131.7493,44142.0
2021-05-16,132.5844,132.8244,131.3365,131.7493,44142.0
2021-05-17,131.1253,132.9012,130.4342,131.6149,44964.0
2021-05-18,131.4517,132.2436,129.935,130.1174,52371.0
2021-05-19,128.8983,130.1174,127.276,129.7047,54485.0
2021-05-20,129.7526,130.7414,127.516,129.2439,31101.0
2021-05-21,130.2134,131.0101,128.476,129.1863,48470.0
2021-05-22,130.2134,131.0101,128.476,129.1863,48470.0
2021-05-23,130.2134,131.0101,128.476,129.1863,48470.0
2021-05-24,129.2823,129.5031,128.5431,128.8791,43428.0
2021-05-25,128.9559,129.3783,127.9,128.4376,62137.0
2021-05-26,128.188,129.7239,128.188,129.0135,41803.0
2021-05-27,130.3652,130.8751,129.0664,129.4608,68853.0
2021-05-28,129.5186,130.192,128.2486,129.5571,33950.0
2021-05-29,129.5186,130.192,128.2486,129.5571,33950.0
2021-05-30,129.5186,130.192,128.2486,129.5571,33950.0
2021-05-31,129.5186,130.192,128.2486,129.5571,33950.0
2021-06-01,130.8751,133.0014,129.61,131.7603,93479.0
2021-06-02,132.0585,132.0585,128.5468,129.4801,66320.0
2021-06-03,128.9028,129.8842,127.3346,129.6821,53898.0
2021-06-04,129.8168,129.9034,129.0664,129.0664,53119.0
2021-06-05,129.8168,129.9034,129.0664,129.0664,53119.0
2021-06-06,129.8168,129.9034,129.0664,129.0664,53119.0
2021-06-07,129.4801,129.8149,126.613,127.7194,58582.0
2021-06-08,127.7387,128.6238,126.69,128.2293,47740.0
2021-06-09,128.6334,128.6334,125.7664,126.7188,53516.0
2021-06-10,127.9503,127.9503,126.2282,126.4783,47508.0
2021-06-11,127.0075,127.0652,125.2468,126.3629,40618.0
2021-06-12,127.0075,127.0652,125.2468,126.3629,40618.0
2021-06-13,127.0075,127.0652,125.2468,126.3629,40618.0
2021-06-14,126.5938,126.5938,124.6503,125.1699,50572.0
2021-06-15,125.5258,126.4976,124.1981,125.9107,55343.0
2021-06-16,125.978,125.978,123.7748,125.0736,57636.0
2021-06-17,124.5445,124.5445,119.7821,120.4171,67181.0
2021-06-18,119.7436,120.5902,118.0262,118.4159,131188.0
2021-06-19,119.7436,120.5902,118.0262,118.4159,131188.0
2021-06-20,119.7436,120.5902,118.0262,118.4159,131188.0
2021-06-21,120.0707,121.1002,119.4357,120.3497,52758.0
2021-06-22,120.6768,121.129,119.3876,120.7249,34383.0
2021-06-23,120.5325,121.3118,118.8296,118.8488,83945.0
2021-06-24,119.9841,119.9841,118.2138,119.1278,61879.0
2021-06-25,119.455,121.1002,118.387,118.5794,243708.0
2021-06-26,119.455,121.1002,118.387,118.5794,243708.0
2021-06-27,119.455,121.1002,118.387,118.5794,243708.0
2021-06-28,118.6853,118.6853,116.9823,117.3768,83364.0
2021-06-29,117.3768,118.5121,117.0449,117.2036,45994.0
2021-06-30,116.6071,117.1651,115.7124,115.7124,102146.0
2021-07-01,116.9535,119.0894,116.5783,118.0984,87916.0
2021-07-02,118.3389,118.5217,116.1453,117.2806,63874.0
2021-07-03,118.3389,118.5217,116.1453,117.2806,63874.0
2021-07-04,118.3389,118.5217,116.1453,117.2806,63874.0
2021-07-05,118.3389,118.5217,116.1453,117.2806,63874.0
2021-07-06,117.0689,117.0689,113.9517,115.2506,58069.0
2021-07-07,115.1062,116.9294,114.9042,116.482,82985.0
2021-07-08,114.7791,115.799,114.0575,114.7695,50965.0
2021-07-09,115.8471,117.1651,115.0004,115.8278,49276.0
2021-07-10,115.8471,117.1651,115.0004,115.8278,49276.0
2021-07-11,115.8471,117.1651,115.0004,115.8278,49276.0
2021-07-12,114.8657,116.3858,114.5386,116.1934,60940.0
2021-07-13,115.2121,116.7899,114.0287,114.7214,66739.0
2021-07-14,115.3949,115.6065,113.9517,114.0479,75684.0
2021-07-15,113.4033,114.5867,113.2519,114.1345,52418.0
2021-07-16,114.7406,115.6739,113.7208,114.3654,73206.0
2021-07-17,114.7406,115.6739,113.7208,114.3654,73206.0
2021-07-18,114.7406,115.6739,113.7208,114.3654,73206.0
2021-07-19,113.182,113.7593,111.6908,112.7683,82030.0
2021-07-20,112.7683,116.4436,112.7683,114.3462,139652.0
2021-07-21,115.3949,115.799,113.0473,113.0473,47415.0
2021-07-22,112.6336,113.6679,112.0816,112.4412,41095.0
2021-07-23,112.624,113.4129,111.8832,113.2013,42740.0
2021-07-24,112.624,113.4129,111.8832,113.2013,42740.0
2021-07-25,112.624,113.4129,111.8832,113.2013,42740.0
2021-07-26,113.894,115.0774,113.6727,114.2115,62847.0
2021-07-27,113.2398,114.3847,112.6625,113.8747,67544.0
2021-07-28,115.0196,115.0678,112.5567,113.5765,48996.0
2021-07-29,114.0191,115.0389,113.2301,113.7689,53450.0
2021-07-30,114.3943,115.3179,112.5663,113.4803,321066.0
2021-07-31,114.3943,115.3179,112.5663,113.4803,321066.0
2021-08-01,114.3943,115.3179,112.5663,113.4803,321066.0
2021-08-02,113.1051,114.7782,113.1051,114.1538,124834.0
2021-08-03,114.1538,115.3275,113.7016,114.6252,130875.0
2021-08-04,113.4995,113.8651,110.315,110.3438,82830.0
2021-08-05,110.8537,112.8453,110.4496,112.4604,69213.0
2021-08-06,112.8934,113.8747,112.8934,113.5188,46234.0
2021-08-07,112.8934,113.8747,112.8934,113.5188,46234.0
2021-08-08,112.8934,113.8747,112.8934,113.5188,46234.0
2021-08-09,113.8363,114.3366,112.6625,113.5188,35901.0
2021-08-10,112.9415,114.1546,112.5597,113.0377,43732.0
2021-08-11,113.6631,113.6631,111.3155,111.8062,57834.0
2021-08-12,111.9698,112.4412,109.3721,109.8243,82100.0
2021-08-13,109.8531,110.0744,108.8526,109.9878,48734.0
2021-08-14,109.8531,110.0744,108.8526,109.9878,48734.0
2021-08-15,109.8531,110.0744,108.8526,109.9878,48734.0
2021-08-16,109.1989,111.4695,108.5639,111.4599,67866.0
2021-08-17,110.4881,111.7581,110.1899,111.1135,83418.0
2021-08-18,110.7768,112.1141,110.0648,110.3342,46631.0
2021-08-19,109.2855,109.68,108.3426,108.4388,73596.0
2021-08-20,108.3523,109.7088,108.3523,109.1027,51609.0
2021-08-21,108.3523,109.7088,108.3523,109.1027,51609.0
2021-08-22,108.3523,109.7088,108.3523,109.1027,51609.0
2021-08-23,109.68,111.2578,108.9969,111.1135,58141.0
2021-08-24,111.1905,112.2969,110.8249,112.1333,53839.0
2021-08-25,111.7004,113.0185,111.7004,111.9986,48183.0
2021-08-26,111.4021,111.431,110.4208,110.7287,68416.0
2021-08-27,111.2674,113.9565,111.2674,112.7106,102896.0
2021-08-28,111.2674,113.9565,111.2674,112.7106,102896.0
2021-08-29,111.2674,113.9565,111.2674,112.7106,102896.0
2021-08-30,113.0626,113.651,111.9533,111.963,41473.0
2021-08-31,111.8954,113.8922,111.8954,113.4002,54103.0
2021-09-01,113.4967,114.2395,111.4903,113.4292,39721.0
2021-09-02,113.217,114.3938,112.2523,114.3263,45053.0
2021-09-03,114.606,114.606,112.9703,114.2491,57071.0
2021-09-04,114.606,114.606,112.9703,114.2491,57071.0
2021-09-05,114.606,114.606,112.9703,114.2491,57071.0
2021-09-06,114.606,114.606,112.9703,114.2491,57071.0
2021-09-07,113.815,113.815,111.635,111.8858,50876.0
2021-09-08,111.5675,113.5063,111.5289,112.5996,59998.0
2021-09-09,112.2813,113.0144,111.1527,111.1527,65292.0
2021-09-10,111.8569,112.0546,110.1013,110.3231,59658.0
2021-09-11,111.8569,112.0546,110.1013,110.3231,59658.0
2021-09-12,111.8569,112.0546,110.1013,110.3231,59658.0
2021-09-13,110.7765,111.1527,109.8697,111.1527,64879.0
2021-09-14,110.9694,110.9694,109.6961,110.5932,108424.0
2021-09-15,110.3424,111.0962,109.754,110.6029,81173.0
2021-09-16,110.7475,111.1045,109.0691,109.9759,74377.0
2021-09-17,110.082,110.082,105.5386,107.5836,304822.0
2021-09-18,110.082,110.082,105.5386,107.5836,304822.0
2021-09-19,110.082,110.082,105.5386,107.5836,304822.0
2021-09-20,105.8955,107.1978,105.2203,106.8601,68987.0
2021-09-21,107.2074,107.8151,105.5097,105.9534,78550.0
2021-09-22,106.8794,107.3714,105.7991,105.8666,71592.0
2021-09-23,106.2331,108.336,106.2331,107.0917,50567.0
2021-09-24,107.2942,108.4711,107.2942,107.4196,58116.0
2021-09-25,107.2942,108.4711,107.2942,107.4196,58116.0
2021-09-26,107.2942,108.4711,107.2942,107.4196,58116.0
2021-09-27,107.8537,109.8312,107.6752,108.8569,53788.0
2021-09-28,109.2138,110.0048,108.1913,108.4614,109678.0
2021-09-29,109.1945,111.1334,108.2878,111.0176,68757.0
2021-09-30,111.4324,111.6495,108.9051,108.9437,83065.0
2021-10-01,109.1656,111.471,107.7958,110.7283,103522.0
2021-10-02,109.1656,111.471,107.7958,110.7283,103522.0
2021-10-03,109.1656,111.471,107.7958,110.7283,103522.0
2021-10-04,110.6897,111.9726,109.9759,110.9791,53008.0
2021-10-05,110.8633,113.1687,110.6848,112.3488,80928.0
2021-10-06,111.4421,112.7829,110.6414,112.7539,49064.0
2021-10-07,113.3134,115.18,113.3134,114.3456,62359.0
2021-10-08,114.4227,114.8665,113.6607,114.4903,21393.0
2021-10-09,114.4227,114.8665,113.6607,114.4903,21393.0
2021-10-10,114.4227,114.8665,113.6607,114.4903,21393.0
2021-10-11,114.5578,115.3681,114.0851,114.5095,43083.0
2021-10-12,114.4517,115.5754,114.4517,115.3488,44954.0
2021-10-13,115.3005,115.3005,113.4485,114.0465,42974.0
2021-10-14,114.9919,116.8053,114.9919,116.3809,74584.0
2021-10-15,118.0497,118.0497,115.2909,115.2909,87397.0
2021-10-16,118.0497,118.0497,115.2909,115.2909,87397.0
2021-10-17,118.0497,118.0497,115.2909,115.2909,87397.0
2021-10-18,115.1173,115.561,114.143,114.3456,73068.0
2021-10-19,115.3005,115.3102,113.3906,114.4517,87722.0
2021-10-20,116.6896,121.04,114.5095,118.3487,169994.0
2021-10-21,118.6574,119.8728,116.4002,117.1622,83367.0
2021-10-22,117.2491,117.9146,116.159,116.2651,55531.0
2021-10-23,117.2491,117.9146,116.159,116.2651,55531.0
2021-10-24,117.2491,117.9146,116.159,116.2651,55531.0
2021-10-25,116.9018,117.0367,115.8504,115.86,53861.0
2021-10-26,115.6574,117.6735,115.1365,117.2973,78994.0
2021-10-27,116.7185,117.5288,114.7218,114.7314,53141.0
2021-10-28,114.6446,116.7667,114.3504,115.8697,45787.0
2021-10-29,116.1205,116.9307,115.2523,115.7732,87150.0
2021-10-30,116.1205,116.9307,115.2523,115.7732,87150.0
2021-10-31,116.1205,116.9307,115.2523,115.7732,87150.0
2021-11-01,116.024,118.1076,115.2957,117.4034,74660.0
2021-11-02,117.7217,119.0625,116.4581,118.4259,51991.0
2021-11-03,117.9339,120.4226,117.9339,119.8149,66633.0
2021-11-04,120.249,120.577,118.0435,120.1333,110867.0
2021-11-05,121.2715,124.1846,119.6413,123.8663,66563.0
2021-11-06,121.2715,124.1846,119.6413,123.8663,66563.0
2021-11-07,121.2715,124.1846,119.6413,123.8663,66563.0
2021-11-08,124.7731,124.7731,122.9596,123.7795,40436.0
2021-11-09,124.011,124.2811,122.0818,122.8728,80340.0
2021-11-10,123.2779,123.4805,121.5512,122.429,57678.0
2021-11-11,122.5448,123.4322,121.9178,122.1975,42564.0
2021-11-12,122.9789,122.9789,120.4806,121.7731,36594.0
2021-11-13,122.9789,122.9789,120.4806,121.7731,36594.0
2021-11-14,122.9789,122.9789,120.4806,121.7731,36594.0
2021-11-15,122.4098,122.4098,119.3712,119.6992,91639.0
2021-11-16,119.6992,120.1911,118.5031,118.6477,53555.0
2021-11-17,118.0883,118.4452,116.9114,117.7024,88054.0
2021-11-18,117.5384,117.6445,116.3134,117.2587,70348.0
2021-11-19,116.5642,118.1461,116.4291,116.6221,58280.0
2021-11-20,116.5642,118.1461,116.4291,116.6221,58280.0
2021-11-21,116.5642,118.1461,116.4291,116.6221,58280.0
2021-11-22,116.8439,119.6413,116.815,118.696,44011.0
2021-11-23,119.1976,119.2265,118.0111,118.6188,43550.0
2021-11-24,118.7346,119.1978,117.4709,117.6542,28581.0
2021-11-25,118.7346,119.1978,117.4709,117.6542,28581.0
2021-11-26,115.7925,116.4774,113.2459,114.1044,46611.0
2021-11-27,115.7925,116.4774,113.2459,114.1044,46611.0
2021-11-28,115.7925,116.4774,113.2459,114.1044,46611.0
2021-11-29,115.2701,115.8021,112.9968,113.1322,51369.0
2021-11-30,112.1649,112.1649,108.9339,109.0306,102211.0
2021-12-01,111.0137,112.9726,108.4696,108.7985,64022.0
2021-12-02,108.9919,111.7876,108.9919,111.1975,60725.0
2021-12-03,111.9037,112.7163,110.5494,112.6195,234616.0
2021-12-04,111.9037,112.7163,110.5494,112.6195,234616.0
2021-12-05,111.9037,112.7163,110.5494,112.6195,234616.0
2021-12-06,114.3994,118.2592,114.0319,117.9883,74752.0
2021-12-07,119.2362,119.2362,116.2713,116.4212,53878.0
2021-12-08,116.6244,117.1854,115.6613,116.2568,52516.0
2021-12-09,115.2217,116.4115,114.6026,114.6703,55762.0
2021-12-10,115.3571,117.3015,114.7961,115.3958,58516.0
2021-12-11,115.3571,117.3015,114.7961,115.3958,58516.0
2021-12-12,115.3571,117.3015,114.7961,115.3958,58516.0
2021-12-13,115.3862,116.0826,113.0742,115.4345,101429.0
2021-12-14,115.2991,117.0694,115.2991,115.8311,79438.0
2021-12-15,116.0826,118.4623,115.1008,118.1431,132305.0
2021-12-16,118.8396,120.9484,117.8384,118.4236,76799.0
2021-12-17,118.0561,118.3608,114.3221,115.6957,530876.0
2021-12-18,118.0561,118.3608,114.3221,115.6957,530876.0
2021-12-19,118.0561,118.3608,114.3221,115.6957,530876.0
2021-12-20,114.2157,114.6123,110.3753,112.4454,93343.0
2021-12-21,113.4418,114.8444,112.368,114.5832,74053.0
2021-12-22,114.4478,115.8892,113.8078,115.7054,52101.0
2021-12-23,116.3729,116.5276,115.2507,115.8698,43180.0
2021-12-24,116.3729,116.5276,115.2507,115.8698,43180.0
2021-12-25,116.3729,116.5276,115.2507,115.8698,43180.0
2021-12-26,116.3729,116.5276,115.2507,115.8698,43180.0
2021-12-27,116.2761,117.3886,115.5216,117.2048,35371.0
2021-12-28,117.3692,118.8009,117.258,118.3463,34505.0
2021-12-29,118.1528,119.923,118.1528,119.9037,40387.0
2021-12-30,119.894,120.4164,119.1153,119.391,34655.0
2021-12-31,119.5264,120.5615,118.5881,120.2326,37352.0
2022-01-01,119.5264,120.5615,118.5881,120.2326,37352.0
2022-01-02,119.5264,120.5615,118.5881,120.2326,37352.0
2022-01-03,120.1939,120.9001,118.9847,120.0295,40797.0
2022-01-04,120.0972,121.5095,120.0972,121.1322,63198.0
2022-01-05,120.9775,122.1189,118.414,118.5591,95234.0
2022-01-06,119.1782,119.1782,117.6014,118.2979,64683.0
2022-01-07,118.0561,119.1975,117.9013,118.9267,55274.0
2022-01-08,118.0561,119.1975,117.9013,118.9267,55274.0
2022-01-09,118.0561,119.1975,117.9013,118.9267,55274.0
2022-01-10,118.859,118.859,117.0597,117.7175,50335.0
2022-01-11,118.1238,118.2302,116.6534,118.1141,36891.0
2022-01-12,118.1625,118.8396,116.8759,117.495,54963.0
2022-01-13,118.1915,119.5231,117.8045,118.2785,30918.0
2022-01-14,117.3983,118.3366,117.3402,117.7175,61751.0
2022-01-15,117.3983,118.3366,117.3402,117.7175,61751.0
2022-01-16,117.3983,118.3366,117.3402,117.7175,61751.0
2022-01-17,117.3983,118.3366,117.3402,117.7175,61751.0
2022-01-18,116.5083,116.6727,114.8038,115.5409,80983.0
2022-01-19,115.599,116.8082,113.8964,114.0222,57999.0
2022-01-20,114.767,115.2217,110.6171,110.6655,46683.0
2022-01-21,110.8009,113.4224,109.8432,109.9593,77788.0
2022-01-22,110.8009,113.4224,109.8432,109.9593,77788.0
2022-01-23,110.8009,113.4224,109.8432,109.9593,77788.0
2022-01-24,109.7174,112.6195,108.7211,112.1649,80213.0
2022-01-25,110.7912,111.0282,107.9762,110.0367,61991.0
2022-01-26,110.7719,112.2858,106.8299,107.715,73299.0
2022-01-27,108.3825,110.0802,105.9448,106.5348,64609.0
2022-01-28,106.1189,106.5929,102.6848,105.3837,68712.0
2022-01-29,106.1189,106.5929,102.6848,105.3837,68712.0
2022-01-30,106.1189,106.5929,102.6848,105.3837,68712.0
2022-01-31,104.5421,106.6606,103.3909,106.5639,226707.0
2022-02-01,106.0995,107.0475,104.9581,106.5735,65175.0
2022-02-02,105.8093,105.819,104.5905,105.2676,60921.0
2022-02-03,105.0935,106.3801,103.7102,104.0294,43367.0
2022-02-04,103.1007,103.7585,101.5723,101.8722,54843.0
2022-02-05,103.1007,103.7585,101.5723,101.8722,54843.0
2022-02-06,103.1007,103.7585,101.5723,101.8722,54843.0
2022-02-07,101.8722,104.0197,100.6533,103.8166,87764.0
2022-02-08,103.4974,106.1963,103.4974,105.9061,69332.0
2022-02-09,106.8347,106.8928,104.2132,104.7065,59580.0
2022-02-10,103.5264,105.0935,102.8879,103.3716,57092.0
2022-02-11,103.8456,105.3063,103.449,104.4647,69078.0
2022-02-12,103.8456,105.3063,103.449,104.4647,69078.0
2022-02-13,103.8456,105.3063,103.449,104.4647,69078.0
2022-02-14,105.0935,105.4901,103.5264,104.7259,71263.0
2022-02-15,105.2966,107.6473,105.2966,107.1249,42516.0
2022-02-16,107.6183,108.3632,106.7186,107.628,41004.0
2022-02-17,107.0475,108.9097,104.6872,106.4575,82556.0
2022-02-18,105.316,105.8577,103.2168,103.8263,84083.0
2022-02-19,105.316,105.8577,103.2168,103.8263,84083.0
2022-02-20,105.316,105.8577,103.2168,103.8263,84083.0
2022-02-21,105.316,105.8577,103.2168,103.8263,84083.0
2022-02-22,103.0233,104.0681,101.4949,101.582,86620.0
2022-02-23,102.085,102.3849,100.3244,100.5566,73656.0
2022-02-24,99.4054,100.6872,97.79,100.1697,129782.0
2022-02-25,100.605,102.0463,99.5264,101.8335,70294.0
2022-02-26,100.605,102.0463,99.5264,101.8335,70294.0
2022-02-27,100.605,102.0463,99.5264,101.8335,70294.0
2022-02-28,100.2664,101.4369,99.0959,100.2374,90607.0
2022-03-01,100.5469,101.1273,97.7996,98.6896,124239.0
2022-03-02,99.4151,101.4522,99.4151,100.721,91144.0
2022-03-03,101.6575,102.7154,99.5031,100.59,56538.0
2022-03-04,99.5516,100.1242,98.7946,99.6777,55500.0
2022-03-05,99.5516,100.1242,98.7946,99.6777,55500.0
2022-03-06,99.5516,100.1242,98.7946,99.6777,55500.0
2022-03-07,99.7457,99.7457,96.8536,96.941,116516.0
2022-03-08,97.63,97.63,94.4857,94.4954,81798.0
2022-03-09,95.8735,97.2321,95.1844,96.6304,118952.0
2022-03-10,95.3203,95.9802,94.4711,95.0971,91351.0
2022-03-11,95.1262,95.6891,92.9523,93.0397,96092.0
2022-03-12,95.1262,95.6891,92.9523,93.0397,96092.0
2022-03-13,95.1262,95.6891,92.9523,93.0397,96092.0
2022-03-14,93.8063,96.7178,93.127,95.8444,92853.0
2022-03-15,96.5528,96.7275,94.408,95.1456,113309.0
2022-03-16,96.0384,97.465,95.7182,97.4553,95211.0
2022-03-17,96.4946,98.1735,95.9899,97.3777,70685.0
2022-03-18,97.6688,97.7077,95.9996,97.533,258977.0
2022-03-19,97.6688,97.7077,95.9996,97.533,258977.0
2022-03-20,97.6688,97.7077,95.9996,97.533,258977.0
2022-03-21,97.4845,98.9208,97.038,98.0862,85533.0
2022-03-22,98.9305,99.4642,97.189,97.8629,106123.0
2022-03-23,97.4165,98.1013,96.0842,96.1743,56815.0
2022-03-24,96.6693,97.203,95.8638,97.1739,57113.0
2022-03-25,97.2224,98.3385,96.6693,97.9115,51815.0
2022-03-26,97.2224,98.3385,96.6693,97.9115,51815.0
2022-03-27,97.2224,98.3385,96.6693,97.9115,51815.0
2022-03-28,97.3001,97.3292,95.5726,95.922,52435.0
2022-03-29,96.8148,99.4254,96.8148,98.9887,94301.0
2022-03-30,99.6195,99.6195,96.5334,96.9798,60729.0
2022-03-31,96.5819,97.3874,95.7764,95.8929,96780.0
2022-04-01,96.7081,98.6393,96.2617,98.5617,179456.0
2022-04-02,96.7081,98.6393,96.2617,98.5617,179456.0
2022-04-03,96.7081,98.6393,96.2617,98.5617,179456.0
2022-04-04,98.6587,99.0954,96.1452,98.8625,71381.0
2022-04-05,98.9499,99.0857,96.7178,96.7566,69628.0
2022-04-06,96.2908,97.0186,95.0097,96.0579,67508.0
2022-04-07,96.5528,97.203,94.8933,96.5916,93263.0
2022-04-08,96.7566,97.465,95.5144,95.6503,55869.0
2022-04-09,96.7566,97.465,95.5144,95.6503,55869.0
2022-04-10,96.7566,97.465,95.5144,95.6503,55869.0
2022-04-11,95.6308,96.776,95.2815,95.3203,54705.0
2022-04-12,95.9026,97.1157,95.3203,95.8249,60666.0
2022-04-13,95.9705,97.499,95.5241,97.1933,51966.0
2022-04-14,97.6106,97.6688,96.3005,96.6207,60360.0
2022-04-15,97.6106,97.6688,96.3005,96.6207,60360.0
2022-04-16,97.6106,97.6688,96.3005,96.6207,60360.0
2022-04-17,97.6106,97.6688,96.3005,96.6207,60360.0
2022-04-18,96.2228,96.8253,94.573,95.3106,48517.0
2022-04-19,95.1262,98.125,94.9127,97.5524,64320.0
2022-04-20,98.1153,99.8233,98.0376,99.0857,49840.0
2022-04-21,99.2313,99.7651,97.3583,97.795,64037.0
2022-04-22,97.4553,97.4553,94.7671,94.9127,63542.0
2022-04-23,97.4553,97.4553,94.7671,94.9127,63542.0
2022-04-24,97.4553,97.4553,94.7671,94.9127,63542.0
2022-04-25,94.7962,95.5726,92.4671,95.4173,88595.0
2022-04-26,97.0477,97.9212,95.33,97.0574,109167.0
2022-04-27,97.1157,100.6919,97.1157,100.1339,124214.0
2022-04-28,100.59,101.774,98.2948,101.6187,103816.0
2022-04-29,101.2111,102.0845,98.7558,99.0954,241251.0
2022-04-30,101.2111,102.0845,98.7558,99.0954,241251.0
2022-05-01,101.2111,102.0845,98.7558,99.0954,241251.0
2022-05-02,99.0178,101.4246,98.4258,100.2697,118918.0
2022-05-03,99.8039,101.3809,99.1634,100.6579,74879.0
2022-05-04,101.1043,102.628,99.6341,102.3563,53965.0
2022-05-05,100.9297,102.133,98.814,100.1047,91800.0
2022-05-06,100.2891,100.5221,98.2997,99.9301,79865.0
2022-05-07,100.2891,100.5221,98.2997,99.9301,79865.0
2022-05-08,100.2891,100.5221,98.2997,99.9301,79865.0
2022-05-09,98.9305,102.4727,98.2026,101.5702,79734.0
2022-05-10,102.7639,102.7639,98.2317,99.309,75168.0
2022-05-11,100.3474,102.6668,100.3377,100.9199,69534.0
2022-05-12,101.4343,102.1427,99.6341,101.8904,62809.0
2022-05-13,102.133,104.2293,100.9102,102.6183,60532.0
2022-05-14,102.133,104.2293,100.9102,102.6183,60532.0
2022-05-15,102.133,104.2293,100.9102,102.6183,60532.0
2022-05-16,102.628,103.1132,100.6385,102.6959,116837.0
2022-05-17,104.6272,105.3502,104.2099,105.1027,76449.0
2022-05-18,105.2677,106.2479,104.336,105.0445,133977.0
2022-05-19,103.647,105.782,103.1132,104.3166,96371.0
2022-05-20,105.1027,105.7238,101.7254,103.5888,78455.0
2022-05-21,105.1027,105.7238,101.7254,103.5888,78455.0
2022-05-22,105.1027,105.7238,101.7254,103.5888,78455.0
2022-05-23,104.9862,104.9862,103.2394,103.8508,66972.0
2022-05-24,102.7541,104.6466,100.7016,103.6179,54066.0
2022-05-25,102.5989,104.6029,102.5989,104.0255,46373.0
2022-05-26,105.2289,107.888,105.1706,106.5972,59056.0
2022-05-27,107.8968,109.941,107.8968,108.8897,57509.0
2022-05-28,107.8968,109.941,107.8968,108.8897,57509.0
