,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity
2021-03-01,57.8621,60.7552,57.7152,59.9103,3143861.0
2021-03-02,59.4694,60.0572,58.4867,58.5234,2083076.0
2021-03-03,59.0102,59.451,57.9448,58.5969,1495076.0
2021-03-04,58.303,58.7714,55.1619,56.0987,2115467.0
2021-03-05,57.0723,57.2192,54.0322,56.3283,2175068.0
2021-03-06,57.0723,57.2192,54.0322,56.3283,2175068.0
2021-03-07,57.0723,57.2192,54.0322,56.3283,2175068.0
2021-03-08,56.8518,58.0091,56.4661,57.4856,2147321.0
2021-03-09,58.2387,60.2914,58.0734,59.3408,3685468.0
2021-03-10,60.7461,62.4911,60.691,61.2237,3985783.0
2021-03-11,61.738,63.2534,61.7288,62.436,1701511.0
2021-03-12,61.8666,62.3993,61.4716,62.0503,1073524.0
2021-03-13,61.8666,62.3993,61.4716,62.0503,1073524.0
2021-03-14,61.8666,62.3993,61.4716,62.0503,1073524.0
2021-03-15,62.1237,63.2534,61.5635,63.1891,1674369.0
2021-03-16,63.0789,63.9606,62.4498,63.4647,1458710.0
2021-03-17,63.4187,65.4485,62.8126,65.3567,1780786.0
2021-03-18,64.4015,66.1511,64.2573,64.576,1785331.0
2021-03-19,64.5484,65.6689,64.1994,64.4382,2952454.0
2021-03-20,64.5484,65.6689,64.1994,64.4382,2952454.0
2021-03-21,64.5484,65.6689,64.1994,64.4382,2952454.0
2021-03-22,64.475,65.251,63.6603,64.7872,986228.0
2021-03-23,64.6403,64.9893,62.3717,62.8493,1263446.0
2021-03-24,63.5841,64.3464,62.8309,63.033,1269301.0
2021-03-25,62.6472,64.8056,62.1972,64.5392,1891511.0
2021-03-26,64.7229,68.7365,64.7229,68.6539,1773720.0
2021-03-27,64.7229,68.7365,64.7229,68.6539,1773720.0
2021-03-28,64.7229,68.7365,64.7229,68.6539,1773720.0
2021-03-29,68.2773,69.4162,66.0639,66.4955,2415508.0
2021-03-30,66.0088,66.3302,65.3107,66.3302,1820812.0
2021-03-31,66.7068,67.6344,66.5415,66.7435,1659748.0
2021-04-01,67.7171,67.7171,66.2476,67.6436,1679110.0
2021-04-02,67.7171,67.7171,66.2476,67.6436,1679110.0
2021-04-03,67.7171,67.7171,66.2476,67.6436,1679110.0
2021-04-04,67.7171,67.7171,66.2476,67.6436,1679110.0
2021-04-05,67.9283,68.8376,66.8354,68.2681,1478023.0
2021-04-06,67.6895,67.887,66.5231,67.4232,1902798.0
2021-04-07,67.2296,67.9099,66.821,67.662,1275274.0
2021-04-08,68.5402,69.4647,67.3107,68.115,1508040.0
2021-04-09,68.0688,68.5125,67.6527,68.2999,1704882.0
2021-04-10,68.0688,68.5125,67.6527,68.2999,1704882.0
2021-04-11,68.0688,68.5125,67.6527,68.2999,1704882.0
2021-04-12,68.3831,68.9378,67.6897,68.5957,1391584.0
2021-04-13,68.7159,68.9008,67.7267,68.8546,1319398.0
2021-04-14,68.9563,70.8329,68.873,70.6758,2352852.0
2021-04-15,71.4523,71.7944,70.4909,70.8976,2046772.0
2021-04-16,70.3245,72.8205,70.3245,71.8406,1992365.0
2021-04-17,70.3245,72.8205,70.3245,71.8406,1992365.0
2021-04-18,70.3245,72.8205,70.3245,71.8406,1992365.0
2021-04-19,71.5633,72.3259,71.1103,71.4708,1611453.0
2021-04-20,71.2027,71.4061,69.3538,69.5109,1231143.0
2021-04-21,69.3353,70.2598,68.8268,70.1766,1020908.0
2021-04-22,70.2043,70.4631,69.3075,69.7975,1996460.0
2021-04-23,69.9639,71.4523,69.5664,71.1288,984429.0
2021-04-24,69.9639,71.4523,69.5664,71.1288,984429.0
2021-04-25,69.9639,71.4523,69.5664,71.1288,984429.0
2021-04-26,71.309,71.7297,70.9822,71.3229,853979.0
2021-04-27,71.4061,71.628,70.685,70.8791,950354.0
2021-04-28,71.0733,71.1565,70.1858,70.8144,1087330.0
2021-04-29,71.8129,72.0255,70.5648,71.064,1219966.0
2021-04-30,70.8884,70.8884,68.8083,69.0487,1155378.0
2021-05-01,70.8884,70.8884,68.8083,69.0487,1155378.0
2021-05-02,70.8884,70.8884,68.8083,69.0487,1155378.0
2021-05-03,69.2296,69.779,68.3091,68.6974,1265633.0
2021-05-04,68.4848,69.7236,67.7544,69.6866,1323327.0
2021-05-05,70.5926,71.2304,69.1134,70.7821,1223242.0
2021-05-06,70.722,72.0625,70.6821,71.9885,1346904.0
2021-05-07,71.6372,73.6757,71.4801,73.5139,1226199.0
2021-05-08,71.6372,73.6757,71.4801,73.5139,1226199.0
2021-05-09,71.6372,73.6757,71.4801,73.5139,1226199.0
2021-05-10,73.4954,73.5139,72.4507,72.9037,1402870.0
2021-05-11,71.4924,71.9793,70.3245,70.9439,1513981.0
2021-05-12,70.2967,70.9161,68.3369,68.7251,1134495.0
2021-05-13,69.1227,71.1657,69.1227,70.8237,837107.0
2021-05-14,71.4985,72.8113,70.1858,72.5709,742981.0
2021-05-15,71.4985,72.8113,70.1858,72.5709,742981.0
2021-05-16,71.4985,72.8113,70.1858,72.5709,742981.0
2021-05-17,72.3398,73.0054,72.0162,72.5155,2219561.0
2021-05-18,72.8483,72.9453,71.4061,71.4431,2079720.0
2021-05-19,70.7959,71.8591,70.1118,71.8406,1093867.0
2021-05-20,71.8314,72.705,71.1288,71.6372,1673213.0
2021-05-21,72.2659,73.0054,71.8961,72.3583,1064990.0
2021-05-22,72.2659,73.0054,71.8961,72.3583,1064990.0
2021-05-23,72.2659,73.0054,71.8961,72.3583,1064990.0
2021-05-24,72.9869,73.7912,72.7466,73.0239,1260313.0
2021-05-25,73.4769,73.6618,72.2289,72.3028,1031285.0
2021-05-26,72.4415,73.4584,72.3768,73.4399,1211220.0
2021-05-27,73.9576,74.5678,72.4045,73.0147,2779687.0
2021-05-28,72.7651,73.0332,71.2489,71.5263,1548771.0
2021-05-29,72.7651,73.0332,71.2489,71.5263,1548771.0
2021-05-30,72.7651,73.0332,71.2489,71.5263,1548771.0
2021-05-31,72.7651,73.0332,71.2489,71.5263,1548771.0
2021-06-01,71.2489,71.5355,70.3984,70.9161,2640954.0
2021-06-02,70.7867,71.4246,70.3799,71.2397,2965309.0
2021-06-03,70.9531,74.3736,70.8329,72.7373,4066189.0
2021-06-04,71.9423,74.6602,71.6557,74.6417,2544883.0
2021-06-05,71.9423,74.6602,71.6557,74.6417,2544883.0
2021-06-06,71.9423,74.6602,71.6557,74.6417,2544883.0
2021-06-07,74.651,75.4553,74.4661,74.9098,1683645.0
2021-06-08,75.2149,75.936,74.7989,75.6679,1812280.0
2021-06-09,76.0654,76.0654,75.2611,75.8158,1338139.0
2021-06-10,77.1748,77.8312,76.768,77.3135,2142787.0
2021-06-11,76.8697,77.4429,76.5508,77.0731,1506178.0
2021-06-12,76.8697,77.4429,76.5508,77.0731,1506178.0
2021-06-13,76.8697,77.4429,76.5508,77.0731,1506178.0
2021-06-14,76.9437,76.9437,76.2503,76.7218,1153018.0
2021-06-15,76.4537,77.5538,76.1671,77.2118,1546114.0
2021-06-16,77.1008,77.8127,76.3335,76.4907,1825642.0
2021-06-17,76.5646,77.0361,74.2257,75.3166,2481950.0
2021-06-18,74.7804,74.8821,71.7574,72.2566,4457403.0
2021-06-19,74.7804,74.8821,71.7574,72.2566,4457403.0
2021-06-20,74.7804,74.8821,71.7574,72.2566,4457403.0
2021-06-21,72.7096,74.0501,72.534,73.4307,1697021.0
2021-06-22,73.0886,74.8451,72.5062,74.651,2134144.0
2021-06-23,74.5493,75.4645,74.2997,74.5123,1118467.0
2021-06-24,75.1779,75.2057,74.2488,74.8729,1502410.0
2021-06-25,76.352,76.4075,75.1687,76.2133,2536538.0
2021-06-26,76.352,76.4075,75.1687,76.2133,2536538.0
2021-06-27,76.352,76.4075,75.1687,76.2133,2536538.0
2021-06-28,76.1579,76.6478,75.9083,76.2318,1327190.0
2021-06-29,76.5482,77.1378,76.3613,76.7588,1063629.0
2021-06-30,76.731,76.731,75.4229,75.6402,1690233.0
2021-07-01,76.0284,76.1301,75.2889,75.7696,1075016.0
2021-07-02,76.2411,76.7773,75.6171,76.7218,1131463.0
2021-07-03,76.2411,76.7773,75.6171,76.7218,1131463.0
2021-07-04,76.2411,76.7773,75.6171,76.7218,1131463.0
2021-07-05,76.2411,76.7773,75.6171,76.7218,1131463.0
2021-07-06,76.5184,76.8975,75.1131,75.6956,1265355.0
2021-07-07,76.0654,76.9159,75.3906,76.2873,1427812.0
2021-07-08,74.9526,76.2966,74.3713,75.9059,1219848.0
2021-07-09,76.5105,77.1988,76.2687,76.7988,1095323.0
2021-07-10,76.5105,77.1988,76.2687,76.7988,1095323.0
2021-07-11,76.5105,77.1988,76.2687,76.7988,1095323.0
2021-07-12,76.743,77.3383,76.3989,76.4826,991917.0
2021-07-13,76.0734,76.1106,74.3806,74.5759,965936.0
2021-07-14,75.3386,75.599,73.7202,74.2597,1173969.0
2021-07-15,73.8597,74.5387,72.911,73.6365,1715715.0
2021-07-16,73.8318,74.0922,71.9065,71.9623,1032355.0
2021-07-17,73.8318,74.0922,71.9065,71.9623,1032355.0
2021-07-18,73.8318,74.0922,71.9065,71.9623,1032355.0
2021-07-19,70.8183,71.9158,70.2788,71.8972,1656664.0
2021-07-20,72.2785,73.5714,72.0274,72.7715,1443007.0
2021-07-21,73.1714,73.4689,72.3436,72.8273,1472929.0
2021-07-22,73.097,73.4319,70.6881,71.7391,4009357.0
2021-07-23,72.2599,72.5669,71.6554,72.2878,1525665.0
2021-07-24,72.2599,72.5669,71.6554,72.2878,1525665.0
2021-07-25,72.2599,72.5669,71.6554,72.2878,1525665.0
2021-07-26,72.6134,73.9248,72.3157,73.0598,1141705.0
2021-07-27,72.6413,72.7947,71.5344,72.5111,1190966.0
2021-07-28,72.6134,73.1156,71.6926,72.7436,819077.0
2021-07-29,73.4319,74.0178,73.097,73.4877,979534.0
2021-07-30,73.1342,74.3899,73.0133,74.0271,1160974.0
2021-07-31,73.1342,74.3899,73.0133,74.0271,1160974.0
2021-08-01,73.1342,74.3899,73.0133,74.0271,1160974.0
2021-08-02,74.4085,75.5107,74.1015,74.5294,984252.0
2021-08-03,74.7154,76.3059,74.2318,76.0176,1473831.0
2021-08-04,75.7385,76.1013,75.1061,75.6827,924461.0
2021-08-05,75.8315,76.464,75.7013,75.785,623970.0
2021-08-06,76.1757,76.7151,75.8315,76.4268,1014941.0
2021-08-07,76.1757,76.7151,75.8315,76.4268,1014941.0
2021-08-08,76.1757,76.7151,75.8315,76.4268,1014941.0
2021-08-09,76.4268,77.2081,76.1199,76.5012,1220061.0
2021-08-10,76.7616,77.1988,76.4733,76.8082,826729.0
2021-08-11,75.7795,77.6638,75.6069,76.9198,1538863.0
2021-08-12,77.1709,77.3569,76.3338,77.2546,834770.0
2021-08-13,77.4964,77.515,76.5198,76.5291,608032.0
2021-08-14,77.4964,77.515,76.5198,76.5291,608032.0
2021-08-15,77.4964,77.515,76.5198,76.5291,608032.0
2021-08-16,76.2687,76.4547,75.8129,76.0827,778884.0
2021-08-17,75.6362,75.7618,73.8969,74.8828,863973.0
2021-08-18,74.4829,75.5153,74.0643,74.1015,1004964.0
2021-08-19,72.5948,73.883,72.5948,73.7202,1163165.0
2021-08-20,73.7202,75.0875,73.7109,75.0316,1429997.0
2021-08-21,73.7202,75.0875,73.7109,75.0316,1429997.0
2021-08-22,73.7202,75.0875,73.7109,75.0316,1429997.0
2021-08-23,75.2828,75.7153,74.655,75.0782,1375088.0
2021-08-24,75.2084,75.5339,74.3294,75.134,1991315.0
2021-08-25,74.9758,76.8175,74.9758,76.5198,1919739.0
2021-08-26,81.3843,84.9094,79.5148,80.1286,5095734.0
2021-08-27,79.9054,80.9936,79.245,80.975,2295059.0
2021-08-28,79.9054,80.9936,79.245,80.975,2295059.0
2021-08-29,79.9054,80.9936,79.245,80.975,2295059.0
2021-08-30,80.9936,82.505,80.7425,82.1935,1563512.0
2021-08-31,82.4911,82.8724,81.747,82.7143,2077838.0
2021-09-01,82.426,83.5979,82.2679,83.0771,1900725.0
2021-09-02,83.384,83.8118,82.5562,83.477,1619574.0
2021-09-03,83.6537,85.1326,83.4212,84.9652,1899914.0
2021-09-04,83.6537,85.1326,83.4212,84.9652,1899914.0
2021-09-05,83.6537,85.1326,83.4212,84.9652,1899914.0
2021-09-06,83.6537,85.1326,83.4212,84.9652,1899914.0
2021-09-07,84.5931,85.1512,83.6351,83.7095,1715717.0
2021-09-08,83.6351,83.7467,81.8958,83.2631,1470831.0
2021-09-09,83.7374,85.7558,83.3375,85.6535,2335678.0
2021-09-10,85.8953,86.8626,85.4846,85.8674,2001696.0
2021-09-11,85.8953,86.8626,85.4846,85.8674,2001696.0
2021-09-12,85.8953,86.8626,85.4846,85.8674,2001696.0
2021-09-13,86.3975,86.4999,84.5373,85.3372,1233699.0
2021-09-14,85.7093,86.2022,84.8629,85.7465,1301642.0
2021-09-15,85.8395,86.7789,84.9745,86.7789,1234727.0
2021-09-16,86.6673,87.1277,85.8581,86.4626,1055020.0
2021-09-17,85.8209,86.0534,83.5189,83.7188,2367371.0
2021-09-18,85.8209,86.0534,83.5189,83.7188,2367371.0
2021-09-19,85.8209,86.0534,83.5189,83.7188,2367371.0
2021-09-20,82.3144,83.6072,81.6214,82.7515,1645376.0
2021-09-21,83.291,83.3003,81.9237,81.933,1309795.0
2021-09-22,82.9282,84.156,82.6957,83.6909,1324042.0
2021-09-23,83.9979,86.751,83.7653,86.2952,1714189.0
2021-09-24,85.7186,87.2345,85.7186,87.0951,788349.0
2021-09-25,85.7186,87.2345,85.7186,87.0951,788349.0
2021-09-26,85.7186,87.2345,85.7186,87.0951,788349.0
2021-09-27,86.7045,87.7322,86.5557,87.2997,867586.0
2021-09-28,86.6022,87.1509,85.2628,85.393,1400443.0
2021-09-29,85.5884,86.072,83.8863,84.0165,1241180.0
2021-09-30,84.742,85.3278,83.1515,83.4863,1364899.0
2021-10-01,83.8025,84.9187,83.0318,84.249,1105006.0
2021-10-02,83.8025,84.9187,83.0318,84.249,1105006.0
2021-10-03,83.8025,84.9187,83.0318,84.249,1105006.0
2021-10-04,84.435,84.7327,82.8445,83.2817,1012900.0
2021-10-05,83.5328,84.4304,82.6539,83.9886,811921.0
2021-10-06,82.8817,83.9421,81.7749,83.8584,1076674.0
2021-10-07,84.5037,85.9908,84.5037,85.252,1065173.0
2021-10-08,85.9254,85.9254,85.0368,85.5887,672316.0
2021-10-09,85.9254,85.9254,85.0368,85.5887,672316.0
2021-10-10,85.9254,85.9254,85.0368,85.5887,672316.0
2021-10-11,85.5606,86.3369,85.3642,85.757,598420.0
2021-10-12,85.3455,85.7383,84.2793,84.4008,1601852.0
2021-10-13,84.4102,85.2239,84.1951,84.4102,861916.0
2021-10-14,87.3096,87.3096,85.6261,86.3743,1788213.0
2021-10-15,86.8981,88.5629,86.5146,88.3104,2166052.0
2021-10-16,86.8981,88.5629,86.5146,88.3104,2166052.0
2021-10-17,86.8981,88.5629,86.5146,88.3104,2166052.0
2021-10-18,85.4764,86.1779,83.8116,84.4944,2666078.0
2021-10-19,85.2707,85.7757,84.4196,84.934,1328589.0
2021-10-20,84.9714,85.4577,84.0548,84.8311,1314199.0
2021-10-21,84.5879,86.7765,84.5253,86.7391,1235949.0
2021-10-22,86.9729,88.1327,86.7204,86.9916,1922334.0
2021-10-23,86.9729,88.1327,86.7204,86.9916,1922334.0
2021-10-24,86.9729,88.1327,86.7204,86.9916,1922334.0
2021-10-25,87.188,87.9363,86.3369,87.0758,930795.0
2021-10-26,87.1226,87.6089,84.1203,84.7937,1401898.0
2021-10-27,85.2333,85.3128,82.5303,82.6612,1227425.0
2021-10-28,82.9699,84.3915,82.7734,83.9051,1000313.0
2021-10-29,83.2411,84.4008,82.8623,83.5217,1118699.0
2021-10-30,83.2411,84.4008,82.8623,83.5217,1118699.0
2021-10-31,83.2411,84.4008,82.8623,83.5217,1118699.0
2021-11-01,83.5404,84.9901,83.372,84.2886,905719.0
2021-11-02,84.8872,85.1023,84.139,84.4196,1503075.0
2021-11-03,84.6534,84.6534,82.9745,84.1764,2091382.0
2021-11-04,84.3915,85.9534,84.0062,84.8311,1606801.0
2021-11-05,84.9901,85.9628,84.803,85.1584,1265604.0
2021-11-06,84.9901,85.9628,84.803,85.1584,1265604.0
2021-11-07,84.9901,85.9628,84.803,85.1584,1265604.0
2021-11-08,85.4203,86.6549,85.3548,85.9441,939920.0
2021-11-09,85.8926,86.7858,84.962,85.8599,697406.0
2021-11-10,85.7383,86.1311,85.1958,85.5045,874929.0
2021-11-11,85.916,86.6175,85.6541,85.9815,716207.0
2021-11-12,86.0283,86.2247,83.6994,83.98,1489069.0
2021-11-13,86.0283,86.2247,83.6994,83.98,1489069.0
2021-11-14,86.0283,86.2247,83.6994,83.98,1489069.0
2021-11-15,84.3073,84.6721,81.9504,83.1101,1815926.0
2021-11-16,83.1289,83.3159,82.3526,82.9979,1260426.0
2021-11-17,83.0166,84.0501,82.2169,82.2684,1365988.0
2021-11-18,82.3151,82.577,78.6862,81.6698,2394734.0
2021-11-19,82.0533,82.0533,80.3978,80.4352,1899632.0
2021-11-20,82.0533,82.0533,80.3978,80.4352,1899632.0
2021-11-21,82.0533,82.0533,80.3978,80.4352,1899632.0
2021-11-22,80.6784,81.9504,80.0143,80.6129,2371538.0
2021-11-23,81.0338,81.5763,79.9676,81.146,1341527.0
2021-11-24,81.4313,84.139,81.3378,83.9706,2624625.0
2021-11-25,81.4313,84.139,81.3378,83.9706,2624625.0
2021-11-26,81.9971,83.4094,81.5201,82.6051,1084031.0
2021-11-27,81.9971,83.4094,81.5201,82.6051,1084031.0
2021-11-28,81.9971,83.4094,81.5201,82.6051,1084031.0
2021-11-29,82.9886,86.0563,82.9886,85.598,2677910.0
2021-11-30,85.2333,86.3743,83.026,83.1289,3771286.0
2021-12-01,83.7087,86.6259,79.2567,83.6713,5918904.0
2021-12-02,83.4375,85.093,82.2684,84.3447,1944511.0
2021-12-03,84.4008,85.4951,83.2048,84.2231,1897813.0
2021-12-04,84.4008,85.4951,83.2048,84.2231,1897813.0
2021-12-05,84.4008,85.4951,83.2048,84.2231,1897813.0
2021-12-06,85.1117,85.1117,82.3058,82.4929,1576649.0
2021-12-07,83.1382,85.1163,82.5396,84.803,1238379.0
2021-12-08,85.2426,85.2426,83.7181,83.9987,890812.0
2021-12-09,83.8864,84.7188,83.213,83.531,1655440.0
2021-12-10,84.298,84.5318,82.3432,83.5404,1405250.0
2021-12-11,84.298,84.5318,82.3432,83.5404,1405250.0
2021-12-12,84.298,84.5318,82.3432,83.5404,1405250.0
2021-12-13,84.644,84.962,81.4734,81.5482,2002112.0
2021-12-14,81.3705,82.39,80.8093,81.2209,1302163.0
2021-12-15,81.9784,83.0634,81.0899,82.9605,1345576.0
2021-12-16,83.0353,84.4383,82.3151,82.4461,1001320.0
2021-12-17,82.2497,83.3253,81.5763,82.3619,3207219.0
2021-12-18,82.2497,83.3253,81.5763,82.3619,3207219.0
2021-12-19,82.2497,83.3253,81.5763,82.3619,3207219.0
2021-12-20,81.1647,82.0159,80.51,81.8662,1405511.0
2021-12-21,82.8576,84.1109,82.0439,84.0828,1310258.0
2021-12-22,84.1764,84.3868,83.4001,84.0828,1348688.0
2021-12-23,84.3073,85.3923,84.1764,84.7656,1583336.0
2021-12-24,84.3073,85.3923,84.1764,84.7656,1583336.0
2021-12-25,84.3073,85.3923,84.1764,84.7656,1583336.0
2021-12-26,84.3073,85.3923,84.1764,84.7656,1583336.0
2021-12-27,84.7843,87.3283,84.3447,87.3003,858221.0
2021-12-28,87.2909,87.6837,86.6128,87.2254,620356.0
2021-12-29,87.3564,88.0391,87.001,87.1506,1150489.0
2021-12-30,87.0477,87.3377,85.598,85.757,618737.0
2021-12-31,85.8506,86.6081,85.8038,86.0376,671030.0
2022-01-01,85.8506,86.6081,85.8038,86.0376,671030.0
2022-01-02,85.8506,86.6081,85.8038,86.0376,671030.0
2022-01-03,86.1031,86.8233,85.6822,86.4117,1012823.0
2022-01-04,86.6456,89.068,86.6175,88.1046,1954501.0
2022-01-05,88.2823,88.6097,86.6081,86.6549,2026246.0
2022-01-06,87.0875,88.1877,86.1518,87.6799,1535318.0
2022-01-07,87.6799,88.3006,86.5327,86.7396,1776258.0
2022-01-08,87.6799,88.3006,86.5327,86.7396,1776258.0
2022-01-09,87.6799,88.3006,86.5327,86.7396,1776258.0
2022-01-10,86.0437,87.7364,84.8118,87.6423,3615425.0
2022-01-11,87.9244,89.4196,87.6,89.3538,1883693.0
2022-01-12,89.4572,90.849,88.8131,89.0529,1759934.0
2022-01-13,89.5701,90.5669,88.8084,89.7864,2413206.0
2022-01-14,90.896,91.0465,88.8272,89.7205,1659587.0
2022-01-15,90.896,91.0465,88.8272,89.7205,1659587.0
2022-01-16,90.896,91.0465,88.8272,89.7205,1659587.0
2022-01-17,90.896,91.0465,88.8272,89.7205,1659587.0
2022-01-18,89.2504,89.7676,87.3978,87.7552,1292069.0
2022-01-19,87.7834,88.7708,83.9655,84.0783,1921163.0
2022-01-20,85.0093,85.4513,82.4045,82.5643,2587101.0
2022-01-21,81.8497,82.8276,78.8217,79.2542,2927294.0
2022-01-22,81.8497,82.8276,78.8217,79.2542,2927294.0
2022-01-23,81.8497,82.8276,78.8217,79.2542,2927294.0
2022-01-24,78.5866,81.4547,77.571,81.3607,2951830.0
2022-01-25,80.4579,82.113,78.3139,80.6084,2214238.0
2022-01-26,82.0847,82.4891,78.69,79.5928,2354907.0
2022-01-27,80.4391,82.0565,78.4361,78.8311,2222352.0
2022-01-28,78.8217,81.2666,78.0506,81.2196,1504416.0
2022-01-29,78.8217,81.2666,78.0506,81.2196,1504416.0
2022-01-30,78.8217,81.2666,78.0506,81.2196,1504416.0
2022-01-31,80.8999,81.7086,80.3169,81.3513,2136037.0
2022-02-01,81.5111,82.3575,80.8294,81.8214,3235694.0
2022-02-02,82.0471,83.6458,81.323,83.3731,2469853.0
2022-02-03,82.6019,84.3322,82.4891,82.7148,1107016.0
2022-02-04,82.6019,83.185,81.2008,82.4045,853759.0
2022-02-05,82.6019,83.185,81.2008,82.4045,853759.0
2022-02-06,82.6019,83.185,81.2008,82.4045,853759.0
2022-02-07,82.7524,82.8276,81.8402,82.1224,1301634.0
2022-02-08,82.3669,83.9561,82.0283,83.7962,952582.0
2022-02-09,84.1159,86.5703,84.1159,86.2318,1395047.0
2022-02-10,84.7554,86.5045,84.2476,84.6802,1321402.0
2022-02-11,84.9153,85.644,83.1756,83.768,1408187.0
2022-02-12,84.9153,85.644,83.1756,83.768,1408187.0
2022-02-13,84.9153,85.644,83.1756,83.768,1408187.0
2022-02-14,84.0219,84.2194,81.718,82.5549,1403958.0
2022-02-15,83.9185,85.1503,83.6928,85.0751,1248961.0
2022-02-16,85.0093,86.3916,84.5203,86.0907,1154834.0
2022-02-17,85.188,86.4951,84.9811,85.6393,1483165.0
2022-02-18,86.0437,86.89,84.6661,85.4795,1969667.0
2022-02-19,86.0437,86.89,84.6661,85.4795,1969667.0
2022-02-20,86.0437,86.89,84.6661,85.4795,1969667.0
2022-02-21,86.0437,86.89,84.6661,85.4795,1969667.0
2022-02-22,85.1503,85.7052,80.646,80.9845,2857789.0
2022-02-23,81.6052,81.7931,78.6148,79.0756,2663560.0
2022-02-24,68.4635,74.6323,67.7441,74.5618,6421881.0
2022-02-25,74.7687,76.8281,74.3126,75.3611,2516442.0
2022-02-26,74.7687,76.8281,74.3126,75.3611,2516442.0
2022-02-27,74.7687,76.8281,74.3126,75.3611,2516442.0
2022-02-28,74.1668,74.4254,72.1639,73.7061,2399328.0
2022-03-01,73.6214,74.3925,72.0228,72.7187,1860605.0
2022-03-02,73.5086,76.9221,73.5086,76.2639,1739156.0
2022-03-03,76.5742,77.4487,75.4457,75.9441,1341339.0
2022-03-04,75.2389,76.4049,74.2985,75.5586,1185053.0
2022-03-05,75.2389,76.4049,74.2985,75.5586,1185053.0
2022-03-06,75.2389,76.4049,74.2985,75.5586,1185053.0
2022-03-07,75.126,75.3799,73.4757,73.9318,1678543.0
2022-03-08,74.0258,75.5962,73.7249,74.2139,1883897.0
2022-03-09,75.8031,76.8186,75.3141,75.9629,1053065.0
2022-03-10,75.9253,77.9095,75.7279,77.6932,1932350.0
2022-03-11,77.9565,79.3389,77.5804,79.085,1991931.0
2022-03-12,77.9565,79.3389,77.5804,79.085,1991931.0
2022-03-13,77.9565,79.3389,77.5804,79.085,1991931.0
2022-03-14,78.7276,79.4611,74.985,75.5962,3206472.0
2022-03-15,75.9724,77.5663,75.4363,77.2042,1549929.0
2022-03-16,77.524,80.3169,77.4017,79.7997,2042815.0
2022-03-17,79.3859,81.2948,78.8875,81.2572,1740812.0
2022-03-18,81.4829,84.5391,80.74,84.3416,5351513.0
2022-03-19,81.4829,84.5391,80.74,84.3416,5351513.0
2022-03-20,81.4829,84.5391,80.74,84.3416,5351513.0
2022-03-21,84.5015,84.8212,82.5549,83.2226,1903367.0
2022-03-22,83.3354,84.351,80.3639,82.3857,3273346.0
2022-03-23,82.9781,84.0125,81.4642,82.0189,1635264.0
2022-03-24,80.6648,81.2478,79.2448,81.1538,1711020.0
2022-03-25,81.4923,81.4923,80.1288,80.5802,1291722.0
2022-03-26,81.4923,81.4923,80.1288,80.5802,1291722.0
2022-03-27,81.4923,81.4923,80.1288,80.5802,1291722.0
2022-03-28,80.1946,81.1162,79.5363,81.0033,953581.0
2022-03-29,81.4359,83.1192,81.4359,82.8747,873356.0
2022-03-30,82.8747,83.2508,81.0974,81.4077,905047.0
2022-03-31,80.9046,81.1397,77.9847,78.0506,2215962.0
2022-04-01,78.5772,78.6806,75.9912,77.2983,2023714.0
2022-04-02,78.5772,78.6806,75.9912,77.2983,2023714.0
2022-04-03,78.5772,78.6806,75.9912,77.2983,2023714.0
2022-04-04,77.4017,78.8969,77.1478,78.6618,1455606.0
2022-04-05,78.3703,78.7558,76.1792,76.3109,1381314.0
2022-04-06,76.1698,76.1698,74.9285,75.0508,2125385.0
2022-04-07,75.5239,76.4513,74.0477,74.5777,2242304.0
2022-04-08,74.7196,74.994,73.5935,73.9058,1882943.0
2022-04-09,74.7196,74.994,73.5935,73.9058,1882943.0
2022-04-10,74.7196,74.994,73.5935,73.9058,1882943.0
2022-04-11,73.5462,73.6976,72.581,72.9784,1738304.0
2022-04-12,72.0321,74.5114,71.9659,72.2876,2523595.0
2022-04-13,72.2876,73.4516,72.1646,73.1298,1292153.0
2022-04-14,73.1298,73.6219,71.4076,71.4454,936978.0
2022-04-15,73.1298,73.6219,71.4076,71.4454,936978.0
2022-04-16,73.1298,73.6219,71.4076,71.4454,936978.0
2022-04-17,73.1298,73.6219,71.4076,71.4454,936978.0
2022-04-18,71.4454,72.3917,71.3981,72.0605,1229033.0
2022-04-19,71.9848,73.338,71.7577,72.9689,1834616.0
2022-04-20,73.8017,75.6044,73.5178,74.5209,1826966.0
2022-04-21,75.1076,75.4104,73.4137,73.7922,1274994.0
2022-04-22,73.3285,73.5462,71.8523,71.928,1180639.0
2022-04-23,73.3285,73.5462,71.8523,71.928,1180639.0
2022-04-24,73.3285,73.5462,71.8523,71.928,1180639.0
2022-04-25,71.8996,73.2812,70.8492,73.2434,1790041.0
2022-04-26,72.8838,73.1392,71.3202,71.4549,1204240.0
2022-04-27,71.2088,71.3271,69.1459,70.5559,2205411.0
2022-04-28,71.4454,71.9753,70.3856,70.9723,3966908.0
2022-04-29,70.9249,72.0321,69.2689,69.3162,2635593.0
2022-04-30,70.9249,72.0321,69.2689,69.3162,2635593.0
2022-05-01,70.9249,72.0321,69.2689,69.3162,2635593.0
2022-05-02,69.5244,70.2152,68.5261,70.026,2475271.0
2022-05-03,70.4045,70.4896,69.2973,70.0827,2355351.0
