,EQT US Equity,EQT US Equity,EQT US Equity,EQT US Equity,EQT US Equity
2022-05-03,38.794,41.72,38.794,40.7511,9845784.0
2022-05-04,41.6812,41.8072,39.9275,41.6134,7607993.0
2022-05-05,41.6425,42.0106,38.5517,40.6154,8041785.0
2022-05-06,41.2743,41.4487,39.1137,39.7725,6063108.0
2022-05-07,41.2743,41.4487,39.1137,39.7725,6063108.0
2022-05-08,41.2743,41.4487,39.1137,39.7725,6063108.0
2022-05-09,38.7068,38.7455,35.0056,35.4126,12035625.0
2022-05-10,35.4174,36.0007,33.6577,35.5827,11027991.0
2022-05-11,36.1855,38.3924,36.0396,36.7591,8245310.0
2022-05-12,36.2341,37.6875,35.6994,36.6618,9734786.0
2022-05-13,37.8577,38.3924,36.7396,37.1382,5219742.0
2022-05-14,37.8577,38.3924,36.7396,37.1382,5219742.0
2022-05-15,37.8577,38.3924,36.7396,37.1382,5219742.0
2022-05-16,37.6438,39.316,37.4785,38.6549,5856835.0
2022-05-17,39.5104,42.0479,38.8201,41.2895,9465639.0
2022-05-18,41.3187,41.504,38.4701,39.316,8617026.0
2022-05-19,38.159,40.3854,38.0715,39.3937,7184149.0
2022-05-20,39.7535,40.6283,38.8785,39.7146,5341882.0
2022-05-21,39.7535,40.6283,38.8785,39.7146,5341882.0
2022-05-22,39.7535,40.6283,38.8785,39.7146,5341882.0
2022-05-23,40.0597,43.4381,39.8604,43.2437,9274740.0
2022-05-24,42.7187,43.8756,41.7756,43.8659,6543019.0
2022-05-25,44.3325,46.4957,44.1575,45.5478,8100353.0
2022-05-26,45.6839,47.7936,45.5186,46.0825,8879440.0
2022-05-27,45.0325,47.3658,44.8673,47.0839,6169580.0
2022-05-28,45.0325,47.3658,44.8673,47.0839,6169580.0
2022-05-29,45.0325,47.3658,44.8673,47.0839,6169580.0
2022-05-30,45.0325,47.3658,44.8673,47.0839,6169580.0
2022-05-31,47.8422,47.9297,45.3922,46.3936,28938489.0
2022-06-01,47.0742,49.0088,46.4519,48.4158,9976540.0
2022-06-02,48.2311,48.513,47.1714,47.5117,5859766.0
2022-06-03,47.6137,47.7839,45.8589,46.6561,6404328.0
2022-06-04,47.6137,47.7839,45.8589,46.6561,6404328.0
2022-06-05,47.6137,47.7839,45.8589,46.6561,6404328.0
2022-06-06,47.6672,48.5519,47.0353,47.6575,5923229.0
2022-06-07,47.4193,48.8339,46.87,48.3964,5378285.0
2022-06-08,48.6102,48.9019,46.8019,47.6089,4771341.0
2022-06-09,46.8117,47.5311,45.4992,46.7339,5156582.0
2022-06-10,46.277,47.3172,45.6159,46.6269,4565334.0
2022-06-11,46.277,47.3172,45.6159,46.6269,4565334.0
2022-06-12,46.277,47.3172,45.6159,46.6269,4565334.0
2022-06-13,45.1978,45.4409,42.8742,43.8173,7244769.0
2022-06-14,44.3325,44.3325,38.859,39.6951,11843279.0
2022-06-15,40.4048,41.2993,38.5965,40.0937,8215643.0
2022-06-16,39.8215,39.8215,36.8368,37.5174,8783184.0
2022-06-17,37.5854,37.741,34.1438,34.941,13505047.0
2022-06-18,37.5854,37.741,34.1438,34.941,13505047.0
2022-06-19,37.5854,37.741,34.1438,34.941,13505047.0
2022-06-20,37.5854,37.741,34.1438,34.941,13505047.0
2022-06-21,35.6605,36.2924,34.9216,35.7771,7103667.0
2022-06-22,33.4682,35.0966,33.298,34.1049,6414480.0
2022-06-23,34.2897,34.5765,31.6939,32.2189,9555972.0
2022-06-24,32.5397,34.4647,32.1703,34.1147,11336377.0
2022-06-25,32.5397,34.4647,32.1703,34.1147,11336377.0
2022-06-26,32.5397,34.4647,32.1703,34.1147,11336377.0
2022-06-27,34.6299,35.9716,33.648,35.6313,6713383.0
2022-06-28,36.5355,37.3035,35.7577,37.1771,7147487.0
2022-06-29,37.7799,38.1396,36.2632,36.4771,10386229.0
2022-06-30,35.466,36.4577,32.7098,33.4438,17164425.0
2022-07-01,33.9299,34.1438,32.8216,33.3175,9259061.0
2022-07-02,33.9299,34.1438,32.8216,33.3175,9259061.0
2022-07-03,33.9299,34.1438,32.8216,33.3175,9259061.0
2022-07-04,33.9299,34.1438,32.8216,33.3175,9259061.0
2022-07-05,32.7147,32.7925,30.9161,31.3244,11865825.0
2022-07-06,31.6744,32.5203,30.1627,30.7703,9023139.0
2022-07-07,31.9758,34.0855,31.723,33.58,6952231.0
2022-07-08,33.8327,33.8911,32.6369,33.2494,4742185.0
2022-07-09,33.8327,33.8911,32.6369,33.2494,4742185.0
2022-07-10,33.8327,33.8911,32.6369,33.2494,4742185.0
2022-07-11,34.3286,34.941,33.1003,33.5994,4644726.0
2022-07-12,32.4328,33.9008,32.214,33.4341,5250712.0
2022-07-13,33.2689,36.5841,33.2494,35.641,6925288.0
2022-07-14,34.3772,35.5389,33.6869,35.116,9928405.0
2022-07-15,35.4369,35.7237,34.2897,35.6021,5779562.0
2022-07-16,35.4369,35.7237,34.2897,35.6021,5779562.0
2022-07-17,35.4369,35.7237,34.2897,35.6021,5779562.0
2022-07-18,36.2632,37.8479,36.2632,36.8077,5414644.0
2022-07-19,36.4966,38.1736,36.3119,38.0521,4494954.0
2022-07-20,37.7799,40.259,37.5077,40.0646,6241078.0
2022-07-21,39.3062,41.3965,38.9465,41.2604,7828833.0
2022-07-22,42.1159,42.7187,40.9882,41.0562,6981344.0
2022-07-23,42.1159,42.7187,40.9882,41.0562,6981344.0
2022-07-24,42.1159,42.7187,40.9882,41.0562,6981344.0
2022-07-25,41.8243,43.9242,41.0173,43.7298,7656215.0
2022-07-26,44.945,45.4117,43.7492,44.3034,7732999.0
2022-07-27,44.1867,44.6145,43.0784,44.177,6593864.0
2022-07-28,43.5256,45.3047,40.8909,41.5618,10544255.0
2022-07-29,42.3492,43.3992,42.1548,42.8062,6524422.0
2022-07-30,42.3492,43.3992,42.1548,42.8062,6524422.0
2022-07-31,42.3492,43.3992,42.1548,42.8062,6524422.0
2022-08-01,41.8437,42.1256,40.2104,41.134,6573016.0
2022-08-02,41.0368,41.2798,39.8701,40.7159,4760197.0
2022-08-03,40.8715,42.1354,39.5201,41.6006,8098303.0
2022-08-04,41.2604,41.8631,39.8944,40.1035,5936192.0
2022-08-05,39.2187,42.1742,39.0729,41.1048,4815333.0
2022-08-06,39.2187,42.1742,39.0729,41.1048,4815333.0
2022-08-07,39.2187,42.1742,39.0729,41.1048,4815333.0
2022-08-08,40.8609,41.4073,40.2755,40.3341,3865769.0
2022-08-09,41.417,42.9586,41.1048,41.8659,5163775.0
2022-08-10,41.8171,42.5098,40.4511,42.4513,4462014.0
2022-08-11,43.7489,45.1734,42.6464,44.6855,6495225.0
2022-08-12,44.6367,45.0953,43.7684,45.066,3631010.0
2022-08-13,44.6367,45.0953,43.7684,45.066,3631010.0
2022-08-14,44.6367,45.0953,43.7684,45.066,3631010.0
2022-08-15,42.9293,44.2367,41.6024,44.1489,4957004.0
2022-08-16,46.9198,47.8564,45.7002,46.0417,7738881.0
2022-08-17,46.2954,47.0466,44.471,45.9637,4899014.0
2022-08-18,46.6661,47.3589,45.725,47.0662,5304106.0
2022-08-19,46.3734,47.5637,46.1198,46.5393,4117909.0
2022-08-20,46.3734,47.5637,46.1198,46.5393,4117909.0
2022-08-21,46.3734,47.5637,46.1198,46.5393,4117909.0
2022-08-22,47.1149,48.7931,46.5978,47.9247,6516365.0
2022-08-23,48.8224,50.4712,45.9953,46.6759,12887396.0
2022-08-24,46.8613,48.998,46.4173,48.4809,6913227.0
2022-08-25,48.7053,48.7053,46.9296,48.276,6555362.0
2022-08-26,48.4809,49.72,48.1394,48.4614,5789372.0
2022-08-27,48.4809,49.72,48.1394,48.4614,5789372.0
2022-08-28,48.4809,49.72,48.1394,48.4614,5789372.0
2022-08-29,47.7589,50.1493,47.6808,48.7931,6012651.0
2022-08-30,47.6808,47.7589,44.6953,45.7295,7905213.0
2022-08-31,44.4416,47.4354,44.2855,46.6369,6520156.0
2022-09-01,46.0027,46.9393,45.0563,45.1831,5305787.0
2022-09-02,45.8075,46.3734,44.705,46.1295,5294702.0
2022-09-03,45.8075,46.3734,44.705,46.1295,5294702.0
2022-09-04,45.8075,46.3734,44.705,46.1295,5294702.0
2022-09-05,45.8075,46.3734,44.705,46.1295,5294702.0
2022-09-06,45.31,45.8563,44.1879,44.3245,10190816.0
2022-09-07,43.4269,45.6514,43.2611,44.8807,8643063.0
2022-09-08,45.3002,46.5656,44.3538,45.9539,5642581.0
2022-09-09,46.6173,47.8516,45.9149,47.1735,5647616.0
2022-09-10,46.6173,47.8516,45.9149,47.1735,5647616.0
2022-09-11,46.6173,47.8516,45.9149,47.1735,5647616.0
2022-09-12,47.5247,49.1053,46.9393,49.076,6114760.0
2022-09-13,48.2662,49.3395,46.5881,46.7442,6277650.0
2022-09-14,48.5979,50.7054,48.2174,49.3687,10330122.0
2022-09-15,47.7784,48.7443,46.8808,46.9198,8878670.0
2022-09-16,46.5198,46.5198,43.5489,44.9392,21973897.0
2022-09-17,46.5198,46.5198,43.5489,44.9392,21973897.0
2022-09-18,46.5198,46.5198,43.5489,44.9392,21973897.0
2022-09-19,43.8757,46.5198,43.5196,46.1881,6636551.0
2022-09-20,46.0124,46.5198,45.3002,45.427,6055231.0
2022-09-21,46.5881,46.9003,44.266,44.2855,4188884.0
2022-09-22,44.7246,46.1783,43.2903,43.544,6841413.0
2022-09-23,41.5244,41.6414,38.7535,40.256,10573422.0
2022-09-24,41.5244,41.6414,38.7535,40.256,10573422.0
2022-09-25,41.5244,41.6414,38.7535,40.256,10573422.0
2022-09-26,39.8267,40.3721,38.1973,38.4217,8878338.0
2022-09-27,39.0267,39.8852,38.0803,38.3339,8878040.0
2022-09-28,38.5583,39.9604,37.7876,39.817,9025088.0
2022-09-29,39.212,39.3096,37.2217,38.5681,8045867.0
2022-09-30,38.1486,39.7779,37.9437,39.7584,102622253.0
2022-10-01,38.1486,39.7779,37.9437,39.7584,102622253.0
2022-10-02,38.1486,39.7779,37.9437,39.7584,102622253.0
2022-10-03,39.8072,41.2805,39.7584,40.7341,9169848.0
2022-10-04,41.8268,43.8806,41.3585,43.8172,8962437.0
2022-10-05,44.0513,44.4221,42.1781,44.2367,6524400.0
2022-10-06,43.9538,44.7929,42.6854,42.8708,5541529.0
2022-10-07,42.8122,43.8269,42.022,42.1195,6203709.0
2022-10-08,42.8122,43.8269,42.022,42.1195,6203709.0
2022-10-09,42.8122,43.8269,42.022,42.1195,6203709.0
2022-10-10,42.783,43.7489,41.6951,41.7293,4904985.0
2022-10-11,40.7536,43.1098,40.7536,42.4903,4628249.0
2022-10-12,42.7635,43.1147,41.5342,42.4903,3962539.0
2022-10-13,41.7,43.5147,41.1829,43.2903,5678106.0
2022-10-14,42.7147,43.3684,40.0609,40.1292,5623473.0
2022-10-15,42.7147,43.3684,40.0609,40.1292,5623473.0
2022-10-16,42.7147,43.3684,40.0609,40.1292,5623473.0
2022-10-17,40.0901,40.9585,39.3389,40.7926,5733015.0
2022-10-18,41.5732,42.6659,40.6853,40.7926,6233902.0
2022-10-19,40.578,41.2609,39.6706,41.1829,7130021.0
2022-10-20,41.3683,41.378,39.6706,39.7487,6118465.0
2022-10-21,39.3096,39.4852,36.568,36.9582,14156451.0
2022-10-22,39.3096,39.4852,36.568,36.9582,14156451.0
2022-10-23,39.3096,39.4852,36.568,36.9582,14156451.0
2022-10-24,37.2314,37.9925,36.7241,37.3973,8140341.0
2022-10-25,37.2314,38.6559,36.7338,38.6364,13084075.0
2022-10-26,38.2656,39.1047,37.6217,38.0608,12472656.0
2022-10-27,36.2948,40.0999,35.885,38.1486,11762323.0
2022-10-28,38.49,39.1437,35.8948,37.7388,8361379.0
2022-10-29,38.49,39.1437,35.8948,37.7388,8361379.0
2022-10-30,38.49,39.1437,35.8948,37.7388,8361379.0
2022-10-31,38.9584,41.3487,38.812,40.8219,10788097.0
2022-11-01,41.339,41.4853,39.2316,39.7584,6965057.0
2022-11-02,39.9633,41.0463,39.0071,39.4852,6945963.0
2022-11-03,38.8949,39.8559,38.3437,38.3925,5142385.0
2022-11-04,39.3877,40.1438,38.4705,40.0804,6079781.0
2022-11-05,39.3877,40.1438,38.4705,40.0804,6079781.0
2022-11-06,39.3877,40.1438,38.4705,40.0804,6079781.0
2022-11-07,41.5341,43.6611,41.5117,43.1049,8365029.0
2022-11-08,42.4392,43.0805,41.3134,43.0168,6350043.0
2022-11-09,41.9302,42.3217,39.933,39.982,7213054.0
2022-11-10,41.0197,42.077,40.1875,41.9987,4008240.0
2022-11-11,42.7329,43.0906,40.4715,41.7246,7255975.0
2022-11-12,42.7329,43.0906,40.4715,41.7246,7255975.0
2022-11-13,42.7329,43.0906,40.4715,41.7246,7255975.0
2022-11-14,42.498,43.5944,41.4407,41.4798,6739915.0
2022-11-15,41.8225,42.8504,41.2742,42.8406,4500031.0
2022-11-16,41.8812,42.0574,39.9232,40.6183,4288846.0
2022-11-17,40.2659,40.9022,39.6785,40.8141,3606224.0
2022-11-18,39.6295,40.3833,39.0421,40.168,4387424.0
2022-11-19,39.6295,40.3833,39.0421,40.168,4387424.0
2022-11-20,39.6295,40.3833,39.0421,40.168,4387424.0
2022-11-21,39.6491,40.4715,38.5037,40.4617,5433951.0
2022-11-22,41.0686,43.6532,41.0686,42.8602,7160413.0
2022-11-23,43.4574,44.035,42.3805,42.6448,6000243.0
2022-11-24,43.4574,44.035,42.3805,42.6448,6000243.0
2022-11-25,42.498,42.8406,42.0085,42.1259,1711769.0
2022-11-26,42.498,42.8406,42.0085,42.1259,1711769.0
2022-11-27,42.498,42.8406,42.0085,42.1259,1711769.0
2022-11-28,40.5791,41.5581,40.1631,40.6477,6179812.0
2022-11-29,41.0001,41.8112,40.8924,41.7637,3167725.0
2022-11-30,41.9987,42.263,40.7554,41.519,6100957.0
2022-12-01,42.0085,42.4784,40.3246,40.6477,4306695.0
2022-12-02,39.9232,40.4715,38.6848,39.0911,6529683.0
2022-12-03,39.9232,40.4715,38.6848,39.0911,6529683.0
2022-12-04,39.9232,40.4715,38.6848,39.0911,6529683.0
2022-12-05,38.5918,38.9932,36.017,36.2912,8568755.0
2022-12-06,36.0268,36.673,35.7821,36.1345,5139835.0
2022-12-07,36.0758,36.1443,35.273,35.9583,6071536.0
2022-12-08,36.3499,36.7905,34.6073,34.9402,8102453.0
2022-12-09,35.2436,35.8505,34.8423,34.9206,5462394.0
2022-12-10,35.2436,35.8505,34.8423,34.9206,5462394.0
2022-12-11,35.2436,35.8505,34.8423,34.9206,5462394.0
2022-12-12,36.066,37.0841,35.5667,36.1345,8646148.0
2022-12-13,37.2995,37.4072,36.1541,36.3303,6138367.0
2022-12-14,36.7023,37.6618,36.301,37.0156,6502980.0
2022-12-15,36.7121,38.347,36.6142,37.4268,7604581.0
2022-12-16,36.4576,36.7905,35.5178,36.4576,17388885.0
2022-12-17,36.4576,36.7905,35.5178,36.4576,17388885.0
2022-12-18,36.4576,36.7905,35.5178,36.4576,17388885.0
2022-12-19,35.8115,36.1639,35.0185,35.3513,4458869.0
2022-12-20,35.0478,35.4884,34.6367,35.3807,3985723.0
2022-12-21,36.1639,36.3303,35.4394,35.8702,4150996.0
2022-12-22,35.5276,35.6646,33.7213,34.2647,5613919.0
2022-12-23,34.4898,35.4688,33.9122,35.4492,4191535.0
2022-12-24,34.4898,35.4688,33.9122,35.4492,4191535.0
2022-12-25,34.4898,35.4688,33.9122,35.4492,4191535.0
2022-12-26,34.4898,35.4688,33.9122,35.4492,4191535.0
2022-12-27,35.7331,36.2422,35.3024,35.5765,4243388.0
2022-12-28,35.136,35.136,32.7081,32.7962,5874111.0
2022-12-29,32.5025,33.3738,32.336,33.1584,4116874.0
2022-12-30,32.7962,33.2759,32.6689,33.1192,3655806.0
2022-12-31,32.7962,33.2759,32.6689,33.1192,3655806.0
2023-01-01,32.7962,33.2759,32.6689,33.1192,3655806.0
2023-01-02,32.7962,33.2759,32.6689,33.1192,3655806.0
2023-01-03,31.9836,32.9724,30.9214,31.1515,8233814.0
2023-01-04,30.9948,33.3444,30.8382,32.5123,7902110.0
2023-01-05,31.9151,32.5221,31.2787,31.406,9156509.0
2023-01-06,31.406,33.1388,31.406,32.6395,6557927.0
2023-01-07,31.406,33.1388,31.406,32.6395,6557927.0
2023-01-08,31.406,33.1388,31.406,32.6395,6557927.0
2023-01-09,33.4129,34.5877,33.4129,33.9416,7163721.0
2023-01-10,33.7752,34.0395,33.0458,33.3248,7295307.0
2023-01-11,33.8731,33.8829,32.4339,32.6983,7014611.0
2023-01-12,33.1388,34.4262,33.0311,34.2255,8560554.0
2023-01-13,33.7654,34.1423,33.2171,34.0786,5677768.0
2023-01-14,33.7654,34.1423,33.2171,34.0786,5677768.0
2023-01-15,33.7654,34.1423,33.2171,34.0786,5677768.0
2023-01-16,33.7654,34.1423,33.2171,34.0786,5677768.0
2023-01-17,34.6171,35.224,34.1668,34.4507,6394975.0
2023-01-18,34.1276,34.387,32.8843,32.943,6420219.0
2023-01-19,32.8549,33.6822,32.5808,33.2171,5313522.0
2023-01-20,33.3836,33.8437,32.8099,33.2367,5079013.0
2023-01-21,33.3836,33.8437,32.8099,33.2367,5079013.0
2023-01-22,33.3836,33.8437,32.8099,33.2367,5079013.0
2023-01-23,33.7556,34.7052,33.3836,34.4996,5546768.0
2023-01-24,34.1374,34.7052,32.62,33.4913,5973508.0
2023-01-25,33.0213,33.0213,31.9151,32.5221,6709159.0
2023-01-26,32.4927,32.6004,31.2689,32.4046,8649609.0
2023-01-27,32.6004,32.8941,32.0913,32.2381,4212857.0
2023-01-28,32.6004,32.8941,32.0913,32.2381,4212857.0
2023-01-29,32.6004,32.8941,32.0913,32.2381,4212857.0
2023-01-30,31.5235,32.1647,31.3962,31.4745,4530815.0
2023-01-31,31.5822,32.0032,31.3375,31.9836,5435521.0
2023-02-01,31.3962,31.6605,30.2312,30.9655,7411196.0
2023-02-02,31.0046,32.0228,30.6081,31.171,6949137.0
2023-02-03,31.0731,31.5822,30.4172,30.6032,4354929.0
2023-02-04,31.0731,31.5822,30.4172,30.6032,4354929.0
2023-02-05,31.0731,31.5822,30.4172,30.6032,4354929.0
2023-02-06,30.6424,30.799,29.032,29.3501,9594241.0
2023-02-07,29.634,30.0452,29.0173,30.0158,7569387.0
2023-02-08,29.7417,29.7711,28.4005,29.1837,7082464.0
2023-02-09,29.3991,30.8088,29.3159,29.8592,8840648.0
2023-02-10,30.0844,31.0926,29.9963,31.0046,8807165.0
2023-02-11,30.0844,31.0926,29.9963,31.0046,8807165.0
2023-02-12,30.0844,31.0926,29.9963,31.0046,8807165.0
2023-02-13,30.6522,30.7109,29.8249,30.2116,7716900.0
2023-02-14,30.1529,30.848,29.9052,30.427,6477589.0
2023-02-15,29.869,29.9963,29.3257,29.9767,7068681.0
2023-02-16,30.613,32.4731,30.5053,31.1613,13292038.0
2023-02-17,30.6498,30.9498,30.0497,30.7383,9391337.0
2023-02-18,30.6498,30.9498,30.0497,30.7383,9391337.0
2023-02-19,30.6498,30.9498,30.0497,30.7383,9391337.0
2023-02-20,30.6498,30.9498,30.0497,30.7383,9391337.0
2023-02-21,30.7776,31.1612,29.52,29.9415,7779903.0
2023-02-22,30.335,32.076,30.0543,31.4563,8786338.0
2023-02-23,32.194,32.499,31.3137,31.958,8605290.0
2023-02-24,31.9973,34.1957,31.5645,34.1613,14461425.0
2023-02-25,31.9973,34.1957,31.5645,34.1613,14461425.0
2023-02-26,31.9973,34.1957,31.5645,34.1613,14461425.0
2023-02-27,34.181,34.2302,32.7055,32.9809,8911630.0
2023-02-28,33.1482,33.5023,32.2973,32.6367,6443471.0
2023-03-01,32.3711,33.1187,31.9236,32.7547,6691783.0
2023-03-02,32.6859,33.1236,32.2432,32.8137,4276795.0
2023-03-03,32.5482,33.9892,32.499,33.7875,5488524.0
2023-03-04,32.5482,33.9892,32.499,33.7875,5488524.0
2023-03-05,32.5482,33.9892,32.499,33.7875,5488524.0
2023-03-06,32.676,32.9827,31.9678,32.4104,6854227.0
2023-03-07,32.4104,32.8924,32.1744,32.4104,4618376.0
2023-03-08,32.3809,32.4744,31.2153,31.6334,4420833.0
2023-03-09,31.7416,32.0367,30.6841,30.8268,7839825.0
2023-03-10,30.6448,30.9842,29.6514,29.912,5943916.0
2023-03-11,30.6448,30.9842,29.6514,29.912,5943916.0
2023-03-12,30.6448,30.9842,29.6514,29.912,5943916.0
2023-03-13,29.2333,30.7973,28.771,29.7842,7437588.0
2023-03-14,29.912,30.876,29.4202,30.1875,5927261.0
2023-03-15,28.8497,29.2924,27.6448,28.3579,10060474.0
2023-03-16,27.9841,29.6465,27.9054,29.6268,6226171.0
2023-03-17,29.3415,29.6661,28.594,28.8891,11748429.0
2023-03-18,29.3415,29.6661,28.594,28.8891,11748429.0
2023-03-19,29.3415,29.6661,28.594,28.8891,11748429.0
2023-03-20,29.0169,30.0743,28.9186,29.6661,7154524.0
2023-03-21,30.2514,30.6596,29.5776,30.4924,5584652.0
2023-03-22,30.4235,30.5317,29.0169,29.0268,7467860.0
2023-03-23,29.3415,30.0448,28.5743,29.0464,6478698.0
2023-03-24,28.712,30.2317,28.6137,30.0596,6922060.0
2023-03-25,28.712,30.2317,28.6137,30.0596,6922060.0
2023-03-26,28.712,30.2317,28.6137,30.0596,6922060.0
2023-03-27,30.2465,30.3252,29.1251,29.9415,7115249.0
2023-03-28,29.9415,30.9006,29.4547,30.394,5624688.0
2023-03-29,30.6596,31.0875,30.2858,30.935,4215956.0
2023-03-30,31.1219,31.1416,30.3743,30.7776,3931604.0
2023-03-31,31.2891,31.899,31.053,31.3875,5194012.0
2023-04-01,31.2891,31.899,31.053,31.3875,5194012.0
2023-04-02,31.2891,31.899,31.053,31.3875,5194012.0
2023-04-03,32.3022,32.3613,30.7973,31.2793,7089164.0
2023-04-04,31.535,32.0347,30.8588,31.9481,6649973.0
2023-04-05,32.1596,32.2924,31.1563,32.0662,4878091.0
2023-04-06,31.7514,31.9826,31.1711,31.594,5491103.0
2023-04-07,31.7514,31.9826,31.1711,31.594,5491103.0
2023-04-08,31.7514,31.9826,31.1711,31.594,5491103.0
2023-04-09,31.7514,31.9826,31.1711,31.594,5491103.0
2023-04-10,32.2826,33.3351,32.2334,32.8432,5931198.0
2023-04-11,32.0809,32.9711,31.7317,32.8727,7340507.0
2023-04-12,32.9514,33.0793,31.9875,32.1154,5668775.0
2023-04-13,32.1055,32.6662,31.9973,32.3318,5959807.0
2023-04-14,32.4596,32.735,32.1154,32.5973,4718129.0
2023-04-15,32.4596,32.735,32.1154,32.5973,4718129.0
2023-04-16,32.4596,32.735,32.1154,32.5973,4718129.0
2023-04-17,33.3351,33.6596,32.2137,32.2531,5177302.0
2023-04-18,32.2678,33.0105,32.2039,32.7646,4487817.0
2023-04-19,32.1547,32.6859,31.8695,32.676,4631351.0
2023-04-20,32.3711,32.7252,31.9629,32.194,7028672.0
2023-04-21,32.1842,32.4252,31.6334,32.0563,5345282.0
2023-04-22,32.1842,32.4252,31.6334,32.0563,5345282.0
2023-04-23,32.1842,32.4252,31.6334,32.0563,5345282.0
2023-04-24,31.9875,32.44,31.7268,32.2039,3831874.0
2023-04-25,31.8301,31.899,30.7973,31.1908,4604747.0
2023-04-26,30.8268,31.2104,30.5219,30.8465,4249513.0
2023-04-27,32.2137,33.4826,32.017,32.9908,11116478.0
2023-04-28,33.6105,34.6187,33.158,34.2695,9171822.0
2023-04-29,33.6105,34.6187,33.158,34.2695,9171822.0
2023-04-30,33.6105,34.6187,33.158,34.2695,9171822.0
2023-05-01,33.8367,34.2892,33.34,33.7088,5711156.0
2023-05-02,33.1187,33.3351,31.599,32.2924,6745647.0
2023-05-03,31.7711,32.1547,30.876,30.9842,6197548.0
2023-05-04,30.7973,31.3776,30.335,30.5317,6690951.0
2023-05-05,31.3776,32.2777,31.3186,31.8203,5570431.0
2023-05-06,31.3776,32.2777,31.3186,31.8203,5570431.0
2023-05-07,31.3776,32.2777,31.3186,31.8203,5570431.0
2023-05-08,32.7252,32.7744,31.6776,31.7613,3551639.0
2023-05-09,31.534,32.7099,31.3857,31.9391,4711686.0
2023-05-10,32.1071,32.1615,31.4796,31.8205,4374926.0
2023-05-11,31.3561,31.9144,31.2078,31.5241,4082830.0
2023-05-12,31.9688,33.1942,31.2918,33.0558,8723576.0
2023-05-13,31.9688,33.1942,31.2918,33.0558,8723576.0
2023-05-14,31.9688,33.1942,31.2918,33.0558,8723576.0
2023-05-15,33.4906,35.2101,33.3029,34.7259,11037542.0
2023-05-16,34.8346,35.3534,34.2071,34.3998,9003970.0
2023-05-17,34.5974,34.6419,33.8365,34.3998,6324275.0
2023-05-18,34.3701,36.564,34.2812,36.4059,9080478.0
2023-05-19,37.0383,37.0581,35.3485,35.803,7847558.0
2023-05-20,37.0383,37.0581,35.3485,35.803,7847558.0
2023-05-21,37.0383,37.0581,35.3485,35.803,7847558.0
2023-05-22,35.0421,36.3564,34.9532,35.8821,6103107.0
2023-05-23,36.1687,36.2453,35.3485,35.4275,4725732.0
2023-05-24,35.724,36.1292,35.2645,36.1094,7896735.0
2023-05-25,35.5856,36.1489,35.1706,36.06,10365053.0
2023-05-26,36.0204,36.2477,35.0421,35.6647,9711123.0
2023-05-27,36.0204,36.2477,35.0421,35.6647,9711123.0
2023-05-28,36.0204,36.2477,35.0421,35.6647,9711123.0
2023-05-29,36.0204,36.2477,35.0421,35.6647,9711123.0
2023-05-30,34.9334,35.0816,33.7574,34.6567,9168864.0
2023-05-31,34.7951,34.9038,34.049,34.3602,8888545.0
2023-06-01,34.3899,34.9927,34.0341,34.6864,7046645.0
2023-06-02,35.3287,36.5146,34.8642,36.1193,7768843.0
2023-06-03,35.3287,36.5146,34.8642,36.1193,7768843.0
2023-06-04,35.3287,36.5146,34.8642,36.1193,7768843.0
2023-06-05,36.8604,36.9593,35.3534,35.6153,5774623.0
2023-06-06,35.1607,36.9395,35.1311,36.9197,5376340.0
2023-06-07,37.0581,38.57,37.0581,38.3526,6574386.0
2023-06-08,38.3032,38.5453,37.6806,38.5108,4525898.0
2023-06-09,38.2637,38.7479,37.9079,38.0957,4287161.0
2023-06-10,38.2637,38.7479,37.9079,38.0957,4287161.0
2023-06-11,38.2637,38.7479,37.9079,38.0957,4287161.0
2023-06-12,37.7301,38.0661,37.3397,37.8585,5690565.0
2023-06-13,38.2044,38.8369,38.0759,38.4811,5180720.0
2023-06-14,38.738,38.738,37.6708,37.9969,5691261.0
2023-06-15,38.2736,39.6373,38.2736,38.491,6870514.0
2023-06-16,38.8072,39.4099,38.7282,39.1729,11570091.0
2023-06-17,38.8072,39.4099,38.7282,39.1729,11570091.0
2023-06-18,38.8072,39.4099,38.7282,39.1729,11570091.0
2023-06-19,38.8072,39.4099,38.7282,39.1729,11570091.0
2023-06-20,39.2321,39.4693,38.3625,38.8369,6407434.0
2023-06-21,39.074,39.5286,38.7282,39.3112,6017273.0
2023-06-22,39.163,39.331,38.6886,38.995,5371436.0
2023-06-23,38.1945,38.9357,38.1846,38.7183,5336936.0
2023-06-24,38.1945,38.9357,38.1846,38.7183,5336936.0
2023-06-25,38.1945,38.9357,38.1846,38.7183,5336936.0
2023-06-26,38.9406,40.0771,38.8764,39.7361,4491623.0
2023-06-27,39.3507,40.1215,38.9747,39.8646,7890677.0
2023-06-28,39.9832,39.9931,39.2321,39.2816,6273495.0
2023-06-29,39.2321,40.586,39.2321,40.5564,6786750.0
2023-06-30,40.7145,40.922,40.003,40.6453,6114657.0
2023-07-01,40.7145,40.922,40.003,40.6453,6114657.0
2023-07-02,40.7145,40.922,40.003,40.6453,6114657.0
2023-07-03,40.418,40.8429,40.2006,40.2006,2483409.0
2023-07-04,40.418,40.8429,40.2006,40.2006,2483409.0
