,BMTC US Equity,BMTC US Equity,BMTC US Equity,BMTC US Equity,BMTC US Equity
2021-03-16,45.801,46.0659,44.9768,45.487,317370.0
2021-03-17,45.693,46.1051,44.8983,45.5557,203875.0
2021-03-18,46.0266,47.6259,45.487,45.487,210564.0
2021-03-19,45.1338,47.2727,44.5941,47.1452,471900.0
2021-03-20,45.1338,47.2727,44.5941,47.1452,471900.0
2021-03-21,45.1338,47.2727,44.5941,47.1452,471900.0
2021-03-22,46.6644,47.0863,44.8689,45.3987,130284.0
2021-03-23,44.7217,45.3496,43.77,43.8779,95532.0
2021-03-24,44.5353,45.8757,43.8779,43.9171,95262.0
2021-03-25,43.7601,44.7413,42.9556,44.4666,70873.0
2021-03-26,45.3398,45.4979,44.5843,45.1828,177386.0
2021-03-27,45.3398,45.4979,44.5843,45.1828,177386.0
2021-03-28,45.3398,45.4979,44.5843,45.1828,177386.0
2021-03-29,44.3881,45.2025,43.2794,43.8288,57631.0
2021-03-30,44.1134,45.3398,44.1134,44.6432,60778.0
2021-03-31,44.4077,45.3398,43.9858,44.653,105049.0
2021-04-01,44.3979,45.2515,44.1035,45.2417,65995.0
2021-04-02,44.3979,45.2515,44.1035,45.2417,65995.0
2021-04-03,44.3979,45.2515,44.1035,45.2417,65995.0
2021-04-04,44.3979,45.2515,44.1035,45.2417,65995.0
2021-04-05,45.6145,45.6145,44.8394,45.0945,106023.0
2021-04-06,45.0455,45.3889,44.6922,44.8198,70043.0
2021-04-07,44.7904,45.1019,44.1624,44.3488,65301.0
2021-04-08,43.7111,44.9572,43.7111,44.9474,46862.0
2021-04-09,45.1338,45.3594,44.6628,45.2613,79453.0
2021-04-10,45.1338,45.3594,44.6628,45.2613,79453.0
2021-04-11,45.1338,45.3594,44.6628,45.2613,79453.0
2021-04-12,45.5459,45.5459,44.8198,44.967,49344.0
2021-04-13,44.653,44.8934,43.7503,43.7503,74520.0
2021-04-14,43.77,44.9474,43.77,44.3194,93787.0
2021-04-15,44.6334,44.6334,43.6031,44.2017,93030.0
2021-04-16,44.653,45.0846,44.2507,44.4077,171119.0
2021-04-17,44.653,45.0846,44.2507,44.4077,171119.0
2021-04-18,44.653,45.0846,44.2507,44.4077,171119.0
2021-04-19,44.4862,45.2711,44.2962,44.8394,115372.0
2021-04-20,44.7217,44.7217,41.8959,41.9548,77740.0
2021-04-21,41.6899,43.0564,41.6212,42.671,166780.0
2021-04-22,42.779,43.0733,42.0235,42.1216,145268.0
2021-04-23,41.9646,44.1035,41.9646,43.348,294024.0
2021-04-24,41.9646,44.1035,41.9646,43.348,294024.0
2021-04-25,41.9646,44.1035,41.9646,43.348,294024.0
2021-04-26,43.7798,44.967,43.5933,44.1624,161876.0
2021-04-27,44.2998,44.5745,43.7307,44.5745,101696.0
2021-04-28,44.6628,44.7021,44.1232,44.2703,99756.0
2021-04-29,43.9858,45.2172,43.9858,44.7217,77463.0
2021-04-30,44.2605,45.3006,44.2605,45.0945,121078.0
2021-05-01,44.2605,45.3006,44.2605,45.0945,121078.0
2021-05-02,44.2605,45.3006,44.2605,45.0945,121078.0
2021-05-03,45.2031,45.9335,44.6624,45.4301,99344.0
2021-05-04,45.1143,45.7756,44.9564,45.3018,122324.0
2021-05-05,45.2821,45.9335,44.4135,45.7065,217884.0
2021-05-06,45.9236,46.2986,45.1538,46.2986,80894.0
2021-05-07,45.7558,46.4566,45.6621,46.4072,51385.0
2021-05-08,45.7558,46.4566,45.6621,46.4072,51385.0
2021-05-09,45.7558,46.4566,45.6621,46.4072,51385.0
2021-05-10,46.5158,47.0191,45.4597,45.4597,44545.0
2021-05-11,44.907,45.7854,44.907,44.986,41483.0
2021-05-12,45.3018,45.3512,44.4629,44.6208,56279.0
2021-05-13,44.5517,46.6243,44.2458,46.2493,127764.0
2021-05-14,46.6145,46.9994,46.1802,46.9599,44340.0
2021-05-15,46.6145,46.9994,46.1802,46.9599,44340.0
2021-05-16,46.6145,46.9994,46.1802,46.9599,44340.0
2021-05-17,45.9729,47.5422,45.9483,47.5422,112511.0
2021-05-18,47.3251,47.789,46.3184,46.3184,81849.0
2021-05-19,45.7756,46.1309,44.907,45.9532,77262.0
2021-05-20,45.7756,46.0716,44.8182,45.8644,56747.0
2021-05-21,46.1802,47.2165,45.6571,46.9994,78401.0
2021-05-22,46.1802,47.2165,45.6571,46.9994,78401.0
2021-05-23,46.1802,47.2165,45.6571,46.9994,78401.0
2021-05-24,46.9797,46.9797,46.0124,46.5651,49204.0
2021-05-25,46.6342,47.1474,44.7903,45.0156,68981.0
2021-05-26,45.2327,46.2789,44.9958,46.0716,73610.0
2021-05-27,46.5651,47.2659,46.5651,46.8415,88784.0
2021-05-28,47.1573,47.335,46.1605,47.177,61224.0
2021-05-29,47.1573,47.335,46.1605,47.177,61224.0
2021-05-30,47.1573,47.335,46.1605,47.177,61224.0
2021-05-31,47.1573,47.335,46.1605,47.177,61224.0
2021-06-01,47.7594,48.3614,46.7132,48.1838,83809.0
2021-06-02,48.0554,48.1541,47.5916,47.8383,64756.0
2021-06-03,48.0258,48.0456,47.5324,47.7396,76524.0
2021-06-04,47.937,47.9567,46.9106,47.5027,77521.0
2021-06-05,47.937,47.9567,46.9106,47.5027,77521.0
2021-06-06,47.937,47.9567,46.9106,47.5027,77521.0
2021-06-07,47.8284,48.1838,47.4442,48.1838,65350.0
2021-06-08,47.9074,49.1806,47.7297,48.5391,269204.0
2021-06-09,48.4206,48.6772,47.1474,47.1474,105018.0
2021-06-10,47.7495,48.1048,45.8545,45.8644,86860.0
2021-06-11,46.0815,46.6638,45.6867,45.8348,71925.0
2021-06-12,46.0815,46.6638,45.6867,45.8348,71925.0
2021-06-13,46.0815,46.6638,45.6867,45.8348,71925.0
2021-06-14,45.9828,46.501,45.0896,45.4104,80275.0
2021-06-15,45.7459,46.4763,45.3906,46.121,56325.0
2021-06-16,45.815,46.7033,45.1834,46.2789,80522.0
2021-06-17,46.4763,46.4763,44.2852,44.3346,61966.0
2021-06-18,43.4463,43.8608,41.6698,41.6895,343672.0
2021-06-19,43.4463,43.8608,41.6698,41.6895,343672.0
2021-06-20,43.4463,43.8608,41.6698,41.6895,343672.0
2021-06-21,42.1731,43.8115,42.0646,43.6141,111170.0
2021-06-22,43.4759,43.4759,42.6765,43.1996,61333.0
2021-06-23,43.4562,43.4562,42.5975,42.6469,67655.0
2021-06-24,42.9627,43.318,42.4939,43.1798,59179.0
2021-06-25,43.2983,43.6536,42.5383,42.716,334015.0
2021-06-26,43.2983,43.6536,42.5383,42.716,334015.0
2021-06-27,43.2983,43.6536,42.5383,42.716,334015.0
2021-06-28,42.4988,42.4988,41.2256,41.7685,100113.0
2021-06-29,42.1435,42.3804,41.6599,41.6796,73727.0
2021-06-30,41.4132,41.9066,41.4132,41.6402,88262.0
2021-07-01,42.0547,42.4001,41.7389,41.8672,71222.0
2021-07-02,41.7783,41.7783,40.7914,40.8111,41246.0
2021-07-03,41.7783,41.7783,40.7914,40.8111,41246.0
2021-07-04,41.7783,41.7783,40.7914,40.8111,41246.0
2021-07-05,41.7783,41.7783,40.7914,40.8111,41246.0
2021-07-06,40.6236,40.6236,39.2616,39.2714,67148.0
2021-07-07,38.8964,40.061,38.8964,39.4392,48766.0
2021-07-08,38.5608,39.2221,38.166,38.7681,37945.0
2021-07-09,39.5083,40.2584,39.1727,40.2584,44997.0
2021-07-10,39.5083,40.2584,39.1727,40.2584,44997.0
2021-07-11,39.5083,40.2584,39.1727,40.2584,44997.0
2021-07-12,39.7156,40.5841,39.4096,40.4558,35395.0
2021-07-13,40.0511,40.0511,39.3997,39.686,33968.0
2021-07-14,39.7748,40.4854,39.5527,39.755,62330.0
2021-07-15,39.4195,40.2485,39.4096,40.0807,94380.0
2021-07-16,40.3966,40.5446,39.5083,39.6465,120452.0
2021-07-17,40.3966,40.5446,39.5083,39.6465,120452.0
2021-07-18,40.3966,40.5446,39.5083,39.6465,120452.0
2021-07-19,38.5707,39.8686,38.2253,38.4523,120784.0
2021-07-20,38.4424,39.9327,38.4424,38.7977,135073.0
2021-07-21,39.3504,40.1104,39.2418,39.5774,59745.0
2021-07-22,39.2616,39.9426,38.1364,38.166,39290.0
2021-07-23,40.3867,40.3867,38.4523,38.5608,43081.0
2021-07-24,40.3867,40.3867,38.4523,38.5608,43081.0
2021-07-25,40.3867,40.3867,38.4523,38.5608,43081.0
2021-07-26,38.7582,39.6465,38.7385,38.8076,70084.0
2021-07-27,38.4819,38.8026,38.2549,38.4226,34188.0
2021-07-28,38.5806,39.2122,38.1216,38.7878,69314.0
2021-07-29,38.9457,39.4738,38.513,39.1629,41083.0
2021-07-30,40.1867,40.1867,38.8647,38.8945,47486.0
2021-07-31,40.1867,40.1867,38.8647,38.8945,47486.0
2021-08-01,40.1867,40.1867,38.8647,38.8945,47486.0
2021-08-02,39.0833,39.7592,38.2285,38.3279,67845.0
2021-08-03,38.5366,39.0038,37.821,38.805,55773.0
2021-08-04,38.2186,38.6957,37.9651,38.0496,33750.0
2021-08-05,38.2881,39.0336,38.0844,39.0336,85142.0
2021-08-06,39.6002,40.9719,39.5903,40.624,140857.0
2021-08-07,39.6002,40.9719,39.5903,40.624,140857.0
2021-08-08,39.6002,40.9719,39.5903,40.624,140857.0
2021-08-09,40.3159,40.7135,39.958,39.9779,51827.0
2021-08-10,39.9382,40.6638,39.7374,40.5842,25970.0
2021-08-11,40.7532,41.4689,40.3954,41.4092,38800.0
2021-08-12,41.5583,41.5583,41.0713,41.1409,47135.0
2021-08-13,41.28,41.28,40.5544,40.5942,41688.0
2021-08-14,41.28,41.28,40.5544,40.5942,41688.0
2021-08-15,41.28,41.28,40.5544,40.5942,41688.0
2021-08-16,39.9083,40.8475,39.7692,40.465,35930.0
2021-08-17,40.1767,40.6556,39.5107,40.0972,52924.0
2021-08-18,39.968,40.3656,39.5406,39.6101,61168.0
2021-08-19,39.1032,39.5207,38.9243,39.3318,73583.0
2021-08-20,39.1231,40.0841,39.1231,40.0376,83810.0
2021-08-21,39.1231,40.0841,39.1231,40.0376,83810.0
2021-08-22,39.1231,40.0841,39.1231,40.0376,83810.0
2021-08-23,40.3059,40.4749,40.0376,40.4451,31044.0
2021-08-24,40.3954,40.455,39.7269,39.9083,47059.0
2021-08-25,39.8288,40.5942,39.7791,40.0376,50473.0
2021-08-26,40.2761,40.4848,39.5903,39.5903,61496.0
2021-08-27,39.8388,41.1111,39.8388,41.0912,75001.0
2021-08-28,39.8388,41.1111,39.8388,41.0912,75001.0
2021-08-29,39.8388,41.1111,39.8388,41.0912,75001.0
2021-08-30,40.783,40.783,39.8885,39.968,51127.0
2021-08-31,40.1767,40.624,39.9083,40.5544,58443.0
2021-09-01,40.8725,40.8725,39.7294,40.455,42217.0
2021-09-02,40.6439,40.9818,40.0276,40.4252,40883.0
2021-09-03,40.5246,40.6339,39.9879,40.1867,24457.0
2021-09-04,40.5246,40.6339,39.9879,40.1867,24457.0
2021-09-05,40.5246,40.6339,39.9879,40.1867,24457.0
2021-09-06,40.5246,40.6339,39.9879,40.1867,24457.0
2021-09-07,40.2562,40.5942,39.6101,39.6101,60031.0
2021-09-08,39.6101,39.6882,39.0933,39.302,50197.0
2021-09-09,39.3616,39.6996,39.0933,39.2622,53136.0
2021-09-10,39.4412,39.5704,38.5267,38.5863,77304.0
2021-09-11,39.4412,39.5704,38.5267,38.5863,77304.0
2021-09-12,39.4412,39.5704,38.5267,38.5863,77304.0
2021-09-13,38.7653,39.5155,38.6857,39.3815,81629.0
2021-09-14,39.6698,39.6698,38.5366,38.7851,63503.0
2021-09-15,39.0635,39.6002,38.8348,39.5107,121009.0
2021-09-16,39.7592,39.7592,38.8249,38.9044,58518.0
2021-09-17,38.8348,39.5505,38.6758,39.5406,323011.0
2021-09-18,38.8348,39.5505,38.6758,39.5406,323011.0
2021-09-19,38.8348,39.5505,38.6758,39.5406,323011.0
2021-09-20,38.6162,38.6758,37.9403,38.5863,79731.0
2021-09-21,38.8945,39.0145,38.1092,38.3677,45657.0
2021-09-22,38.7454,40.1071,38.6891,39.7791,44711.0
2021-09-23,39.7592,41.5981,39.6201,41.3595,53112.0
2021-09-24,41.1806,42.1249,40.8626,41.9957,42808.0
2021-09-25,41.1806,42.1249,40.8626,41.9957,42808.0
2021-09-26,41.1806,42.1249,40.8626,41.9957,42808.0
2021-09-27,42.4032,45.0273,42.4032,44.8981,67522.0
2021-09-28,44.7291,45.5442,44.4608,45.2758,66080.0
2021-09-29,45.3653,46.5183,44.7142,46.3792,55925.0
2021-09-30,46.4686,46.727,45.5442,45.6734,50446.0
2021-10-01,45.9915,47.065,45.6834,46.5481,70401.0
2021-10-02,45.9915,47.065,45.6834,46.5481,70401.0
2021-10-03,45.9915,47.065,45.6834,46.5481,70401.0
2021-10-04,46.5481,47.2141,46.399,46.9557,81805.0
2021-10-05,47.0849,47.9099,46.0014,47.6614,103798.0
2021-10-06,47.224,47.7807,46.4935,47.7011,46002.0
2021-10-07,48.1087,49.3114,47.4323,48.6852,66503.0
2021-10-08,48.4367,49.053,48.1783,48.6852,95749.0
2021-10-09,48.4367,49.053,48.1783,48.6852,95749.0
2021-10-10,48.4367,49.053,48.1783,48.6852,95749.0
2021-10-11,48.7051,48.7448,48.059,48.0789,66931.0
2021-10-12,48.1286,48.9188,47.9993,48.7647,65600.0
2021-10-13,48.5858,48.5858,47.4228,48.2677,38567.0
2021-10-14,48.8045,48.8442,48.2081,48.5162,128722.0
2021-10-15,49.2915,49.5301,48.546,48.715,91976.0
2021-10-16,49.2915,49.5301,48.546,48.715,91976.0
2021-10-17,49.2915,49.5301,48.546,48.715,91976.0
2021-10-18,48.5659,48.9822,48.1584,48.2876,91021.0
2021-10-19,48.4466,48.4466,47.721,48.3373,35862.0
2021-10-20,48.3472,49.6792,48.1584,49.6295,167654.0
2021-10-21,49.6195,49.9873,49.4307,49.5301,91197.0
2021-10-22,49.2716,49.7189,48.8641,49.6195,38703.0
2021-10-23,49.2716,49.7189,48.8641,49.6195,38703.0
2021-10-24,49.2716,49.7189,48.8641,49.6195,38703.0
2021-10-25,49.7984,49.7984,46.3593,47.3632,57315.0
2021-10-26,46.8364,48.3572,46.8364,47.7011,56871.0
2021-10-27,47.2837,47.5024,45.6933,45.6933,51935.0
2021-10-28,45.7728,46.6475,45.7728,46.24,36398.0
2021-10-29,45.98,46.62,45.98,46.34,57766.0
2021-10-30,45.98,46.62,45.98,46.34,57766.0
2021-10-31,45.98,46.62,45.98,46.34,57766.0
2021-11-01,46.93,48.27,46.86,47.96,80541.0
2021-11-02,47.92,48.54,47.77,48.18,71197.0
2021-11-03,47.92,49.06,47.87,48.76,68302.0
2021-11-04,48.74,48.74,47.48,47.89,49152.0
2021-11-05,48.56,49.62,48.51,49.09,70137.0
2021-11-06,48.56,49.62,48.51,49.09,70137.0
2021-11-07,48.56,49.62,48.51,49.09,70137.0
2021-11-08,49.4,49.43,48.86,49.29,42080.0
2021-11-09,48.83,49.3,48.7,49.15,89927.0
2021-11-10,49.24,49.55,49.165,49.24,56095.0
2021-11-11,49.31,50.12,49.18,50.03,53464.0
2021-11-12,50.29,50.29,48.88,49.34,30418.0
2021-11-13,50.29,50.29,48.88,49.34,30418.0
2021-11-14,50.29,50.29,48.88,49.34,30418.0
2021-11-15,49.41,49.7,49.15,49.65,71887.0
2021-11-16,49.46,49.74,49.03,49.57,108392.0
2021-11-17,49.16,49.16,48.4,48.91,44223.0
2021-11-18,48.6356,48.79,48.29,48.66,60485.0
2021-11-19,48.06,48.78,47.83,48.58,84278.0
2021-11-20,48.06,48.78,47.83,48.58,84278.0
2021-11-21,48.06,48.78,47.83,48.58,84278.0
2021-11-22,49.0,50.0,48.45,48.48,67663.0
2021-11-23,48.94,49.43,48.46,49.27,56631.0
2021-11-24,48.91,49.37,48.1,48.1,38380.0
2021-11-25,48.91,49.37,48.1,48.1,38380.0
2021-11-26,46.48,46.75,45.1,45.51,66404.0
2021-11-27,46.48,46.75,45.1,45.51,66404.0
2021-11-28,46.48,46.75,45.1,45.51,66404.0
2021-11-29,46.36,46.36,44.94,45.21,65664.0
2021-11-30,45.0,45.36,44.15,44.6,107814.0
2021-12-01,45.78,46.08,43.61,43.61,94919.0
2021-12-02,44.11,45.66,43.88,45.31,79181.0
2021-12-03,45.52,45.52,44.31,44.62,47988.0
2021-12-04,45.52,45.52,44.31,44.62,47988.0
2021-12-05,45.52,45.52,44.31,44.62,47988.0
2021-12-06,45.29,46.26,43.7822,45.54,57485.0
2021-12-07,45.96,46.05,44.57,44.78,59288.0
2021-12-08,45.08,45.18,44.27,44.59,51172.0
2021-12-09,44.29,44.67,43.86,44.41,66510.0
2021-12-10,44.86,44.86,44.02,44.8,44226.0
2021-12-11,44.86,44.86,44.02,44.8,44226.0
2021-12-12,44.86,44.86,44.02,44.8,44226.0
2021-12-13,44.5,45.17,43.76,43.89,103270.0
2021-12-14,44.01,44.74,43.63,43.66,99151.0
2021-12-15,44.01,44.01,42.17,42.7,118342.0
2021-12-16,43.38,44.055,42.74,43.11,136720.0
2021-12-17,43.16,43.445,41.92,42.41,333283.0
2021-12-18,43.16,43.445,41.92,42.41,333283.0
2021-12-19,43.16,43.445,41.92,42.41,333283.0
2021-12-20,42.62,44.13,42.27,43.69,83365.0
2021-12-21,43.95,45.58,43.95,44.74,65131.0
2021-12-22,44.55,45.34,44.31,45.34,50557.0
2021-12-23,45.62,45.93,45.18,45.43,100556.0
2021-12-24,45.62,45.93,45.18,45.43,100556.0
2021-12-25,45.62,45.93,45.18,45.43,100556.0
2021-12-26,45.62,45.93,45.18,45.43,100556.0
2021-12-27,45.49,46.09,45.03,46.09,26469.0
2021-12-28,45.86,47.01,45.51,46.34,58854.0
2021-12-29,46.22,46.92,45.81,45.89,45180.0
2021-12-30,46.01,46.61,45.615,45.73,29569.0
2021-12-31,45.48,46.07,44.78,45.01,924797.0
2022-01-01,45.48,46.07,44.78,45.01,924797.0
2022-01-02,45.48,46.07,44.78,45.01,924797.0
2022-01-03,45.48,46.07,44.78,45.01,924797.0
2022-01-04,45.48,46.07,44.78,45.01,924797.0
2022-01-05,45.48,46.07,44.78,45.01,924797.0
2022-01-06,45.48,46.07,44.78,45.01,924797.0
2022-01-07,45.48,46.07,44.78,45.01,924797.0
2022-01-08,45.48,46.07,44.78,45.01,924797.0
2022-01-09,45.48,46.07,44.78,45.01,924797.0
2022-01-10,45.48,46.07,44.78,45.01,924797.0
2022-01-11,45.48,46.07,44.78,45.01,924797.0
2022-01-12,45.48,46.07,44.78,45.01,924797.0
2022-01-13,45.48,46.07,44.78,45.01,924797.0
2022-01-14,45.48,46.07,44.78,45.01,924797.0
2022-01-15,45.48,46.07,44.78,45.01,924797.0
2022-01-16,45.48,46.07,44.78,45.01,924797.0
2022-01-17,45.48,46.07,44.78,45.01,924797.0
2022-01-18,45.48,46.07,44.78,45.01,924797.0
2022-01-19,45.48,46.07,44.78,45.01,924797.0
2022-01-20,45.48,46.07,44.78,45.01,924797.0
2022-01-21,45.48,46.07,44.78,45.01,924797.0
2022-01-22,45.48,46.07,44.78,45.01,924797.0
2022-01-23,45.48,46.07,44.78,45.01,924797.0
2022-01-24,45.48,46.07,44.78,45.01,924797.0
2022-01-25,45.48,46.07,44.78,45.01,924797.0
2022-01-26,45.48,46.07,44.78,45.01,924797.0
2022-01-27,45.48,46.07,44.78,45.01,924797.0
2022-01-28,45.48,46.07,44.78,45.01,924797.0
2022-01-29,45.48,46.07,44.78,45.01,924797.0
2022-01-30,45.48,46.07,44.78,45.01,924797.0
2022-01-31,45.48,46.07,44.78,45.01,924797.0
2022-02-01,45.48,46.07,44.78,45.01,924797.0
2022-02-02,45.48,46.07,44.78,45.01,924797.0
2022-02-03,45.48,46.07,44.78,45.01,924797.0
2022-02-04,45.48,46.07,44.78,45.01,924797.0
2022-02-05,45.48,46.07,44.78,45.01,924797.0
2022-02-06,45.48,46.07,44.78,45.01,924797.0
2022-02-07,45.48,46.07,44.78,45.01,924797.0
2022-02-08,45.48,46.07,44.78,45.01,924797.0
2022-02-09,45.48,46.07,44.78,45.01,924797.0
2022-02-10,45.48,46.07,44.78,45.01,924797.0
2022-02-11,45.48,46.07,44.78,45.01,924797.0
2022-02-12,45.48,46.07,44.78,45.01,924797.0
2022-02-13,45.48,46.07,44.78,45.01,924797.0
2022-02-14,45.48,46.07,44.78,45.01,924797.0
2022-02-15,45.48,46.07,44.78,45.01,924797.0
2022-02-16,45.48,46.07,44.78,45.01,924797.0
2022-02-17,45.48,46.07,44.78,45.01,924797.0
2022-02-18,45.48,46.07,44.78,45.01,924797.0
2022-02-19,45.48,46.07,44.78,45.01,924797.0
2022-02-20,45.48,46.07,44.78,45.01,924797.0
2022-02-21,45.48,46.07,44.78,45.01,924797.0
2022-02-22,45.48,46.07,44.78,45.01,924797.0
2022-02-23,45.48,46.07,44.78,45.01,924797.0
2022-02-24,45.48,46.07,44.78,45.01,924797.0
2022-02-25,45.48,46.07,44.78,45.01,924797.0
2022-02-26,45.48,46.07,44.78,45.01,924797.0
2022-02-27,45.48,46.07,44.78,45.01,924797.0
2022-02-28,45.48,46.07,44.78,45.01,924797.0
2022-03-01,45.48,46.07,44.78,45.01,924797.0
2022-03-02,45.48,46.07,44.78,45.01,924797.0
2022-03-03,45.48,46.07,44.78,45.01,924797.0
2022-03-04,45.48,46.07,44.78,45.01,924797.0
2022-03-05,45.48,46.07,44.78,45.01,924797.0
2022-03-06,45.48,46.07,44.78,45.01,924797.0
2022-03-07,45.48,46.07,44.78,45.01,924797.0
2022-03-08,45.48,46.07,44.78,45.01,924797.0
2022-03-09,45.48,46.07,44.78,45.01,924797.0
2022-03-10,45.48,46.07,44.78,45.01,924797.0
2022-03-11,45.48,46.07,44.78,45.01,924797.0
2022-03-12,45.48,46.07,44.78,45.01,924797.0
2022-03-13,45.48,46.07,44.78,45.01,924797.0
2022-03-14,45.48,46.07,44.78,45.01,924797.0
2022-03-15,45.48,46.07,44.78,45.01,924797.0
2022-03-16,45.48,46.07,44.78,45.01,924797.0
2022-03-17,45.48,46.07,44.78,45.01,924797.0
2022-03-18,45.48,46.07,44.78,45.01,924797.0
2022-03-19,45.48,46.07,44.78,45.01,924797.0
2022-03-20,45.48,46.07,44.78,45.01,924797.0
2022-03-21,45.48,46.07,44.78,45.01,924797.0
2022-03-22,45.48,46.07,44.78,45.01,924797.0
2022-03-23,45.48,46.07,44.78,45.01,924797.0
2022-03-24,45.48,46.07,44.78,45.01,924797.0
2022-03-25,45.48,46.07,44.78,45.01,924797.0
2022-03-26,45.48,46.07,44.78,45.01,924797.0
2022-03-27,45.48,46.07,44.78,45.01,924797.0
2022-03-28,45.48,46.07,44.78,45.01,924797.0
2022-03-29,45.48,46.07,44.78,45.01,924797.0
2022-03-30,45.48,46.07,44.78,45.01,924797.0
2022-03-31,45.48,46.07,44.78,45.01,924797.0
2022-04-01,45.48,46.07,44.78,45.01,924797.0
2022-04-02,45.48,46.07,44.78,45.01,924797.0
2022-04-03,45.48,46.07,44.78,45.01,924797.0
2022-04-04,45.48,46.07,44.78,45.01,924797.0
2022-04-05,45.48,46.07,44.78,45.01,924797.0
2022-04-06,45.48,46.07,44.78,45.01,924797.0
2022-04-07,45.48,46.07,44.78,45.01,924797.0
2022-04-08,45.48,46.07,44.78,45.01,924797.0
2022-04-09,45.48,46.07,44.78,45.01,924797.0
2022-04-10,45.48,46.07,44.78,45.01,924797.0
2022-04-11,45.48,46.07,44.78,45.01,924797.0
2022-04-12,45.48,46.07,44.78,45.01,924797.0
2022-04-13,45.48,46.07,44.78,45.01,924797.0
2022-04-14,45.48,46.07,44.78,45.01,924797.0
2022-04-15,45.48,46.07,44.78,45.01,924797.0
2022-04-16,45.48,46.07,44.78,45.01,924797.0
2022-04-17,45.48,46.07,44.78,45.01,924797.0
2022-04-18,45.48,46.07,44.78,45.01,924797.0
2022-04-19,45.48,46.07,44.78,45.01,924797.0
2022-04-20,45.48,46.07,44.78,45.01,924797.0
2022-04-21,45.48,46.07,44.78,45.01,924797.0
2022-04-22,45.48,46.07,44.78,45.01,924797.0
2022-04-23,45.48,46.07,44.78,45.01,924797.0
2022-04-24,45.48,46.07,44.78,45.01,924797.0
2022-04-25,45.48,46.07,44.78,45.01,924797.0
2022-04-26,45.48,46.07,44.78,45.01,924797.0
2022-04-27,45.48,46.07,44.78,45.01,924797.0
2022-04-28,45.48,46.07,44.78,45.01,924797.0
2022-04-29,45.48,46.07,44.78,45.01,924797.0
2022-04-30,45.48,46.07,44.78,45.01,924797.0
2022-05-01,45.48,46.07,44.78,45.01,924797.0
2022-05-02,45.48,46.07,44.78,45.01,924797.0
2022-05-03,45.48,46.07,44.78,45.01,924797.0
2022-05-04,45.48,46.07,44.78,45.01,924797.0
2022-05-05,45.48,46.07,44.78,45.01,924797.0
2022-05-06,45.48,46.07,44.78,45.01,924797.0
2022-05-07,45.48,46.07,44.78,45.01,924797.0
2022-05-08,45.48,46.07,44.78,45.01,924797.0
2022-05-09,45.48,46.07,44.78,45.01,924797.0
2022-05-10,45.48,46.07,44.78,45.01,924797.0
2022-05-11,45.48,46.07,44.78,45.01,924797.0
2022-05-12,45.48,46.07,44.78,45.01,924797.0
2022-05-13,45.48,46.07,44.78,45.01,924797.0
2022-05-14,45.48,46.07,44.78,45.01,924797.0
2022-05-15,45.48,46.07,44.78,45.01,924797.0
2022-05-16,45.48,46.07,44.78,45.01,924797.0
2022-05-17,45.48,46.07,44.78,45.01,924797.0
2022-05-18,45.48,46.07,44.78,45.01,924797.0
2022-05-19,45.48,46.07,44.78,45.01,924797.0
2022-05-20,45.48,46.07,44.78,45.01,924797.0
2022-05-21,45.48,46.07,44.78,45.01,924797.0
2022-05-22,45.48,46.07,44.78,45.01,924797.0
2022-05-23,45.48,46.07,44.78,45.01,924797.0
2022-05-24,45.48,46.07,44.78,45.01,924797.0
2022-05-25,45.48,46.07,44.78,45.01,924797.0
2022-05-26,45.48,46.07,44.78,45.01,924797.0
2022-05-27,45.48,46.07,44.78,45.01,924797.0
2022-05-28,45.48,46.07,44.78,45.01,924797.0
2022-05-29,45.48,46.07,44.78,45.01,924797.0
2022-05-30,45.48,46.07,44.78,45.01,924797.0
2022-05-31,45.48,46.07,44.78,45.01,924797.0
2022-06-01,45.48,46.07,44.78,45.01,924797.0
2022-06-02,45.48,46.07,44.78,45.01,924797.0
2022-06-03,45.48,46.07,44.78,45.01,924797.0
2022-06-04,45.48,46.07,44.78,45.01,924797.0
2022-06-05,45.48,46.07,44.78,45.01,924797.0
2022-06-06,45.48,46.07,44.78,45.01,924797.0
2022-06-07,45.48,46.07,44.78,45.01,924797.0
2022-06-08,45.48,46.07,44.78,45.01,924797.0
2022-06-09,45.48,46.07,44.78,45.01,924797.0
2022-06-10,45.48,46.07,44.78,45.01,924797.0
2022-06-11,45.48,46.07,44.78,45.01,924797.0
2022-06-12,45.48,46.07,44.78,45.01,924797.0
2022-06-13,45.48,46.07,44.78,45.01,924797.0
2022-06-14,45.48,46.07,44.78,45.01,924797.0
2022-06-15,45.48,46.07,44.78,45.01,924797.0
2022-06-16,45.48,46.07,44.78,45.01,924797.0
2022-06-17,45.48,46.07,44.78,45.01,924797.0
2022-06-18,45.48,46.07,44.78,45.01,924797.0
2022-06-19,45.48,46.07,44.78,45.01,924797.0
2022-06-20,45.48,46.07,44.78,45.01,924797.0
2022-06-21,45.48,46.07,44.78,45.01,924797.0
2022-06-22,45.48,46.07,44.78,45.01,924797.0
2022-06-23,45.48,46.07,44.78,45.01,924797.0
2022-06-24,45.48,46.07,44.78,45.01,924797.0
2022-06-25,45.48,46.07,44.78,45.01,924797.0
2022-06-26,45.48,46.07,44.78,45.01,924797.0
2022-06-27,45.48,46.07,44.78,45.01,924797.0
