,TPL US Equity,TPL US Equity,TPL US Equity,TPL US Equity,TPL US Equity
2022-05-30,498.2036,512.809,498.2036,510.8681,68949.0
2022-05-31,515.7268,518.002,501.0663,508.2618,139167.0
2022-06-01,506.3988,522.7016,506.3988,518.5992,74379.0
2022-06-02,517.6774,537.1512,516.3791,529.9037,86958.0
2022-06-03,528.6411,546.5829,515.4055,544.5707,71583.0
2022-06-04,528.6411,546.5829,515.4055,544.5707,71583.0
2022-06-05,528.6411,546.5829,515.4055,544.5707,71583.0
2022-06-06,544.4538,547.8617,534.4995,545.8397,66225.0
2022-06-07,540.3475,577.8343,540.3475,574.6194,103773.0
2022-06-08,575.8599,577.6303,561.0685,565.942,84030.0
2022-06-09,557.0244,576.8734,557.0244,565.8071,66237.0
2022-06-10,546.8596,571.2004,545.9925,563.6583,95199.0
2022-06-11,546.8596,571.2004,545.9925,563.6583,95199.0
2022-06-12,546.8596,571.2004,545.9925,563.6583,95199.0
2022-06-13,549.9989,549.9989,510.5048,527.6522,111078.0
2022-06-14,538.2809,549.8179,530.1248,538.4521,89433.0
2022-06-15,542.7233,554.2523,532.4401,534.398,64491.0
2022-06-16,524.6775,524.6775,507.0437,510.7252,103641.0
2022-06-17,516.6549,516.6549,478.7864,479.1747,195999.0
2022-06-18,516.6549,516.6549,478.7864,479.1747,195999.0
2022-06-19,516.6549,516.6549,478.7864,479.1747,195999.0
2022-06-20,516.6549,516.6549,478.7864,479.1747,195999.0
2022-06-21,493.4593,510.0474,491.5376,507.5991,97230.0
2022-06-22,487.8126,496.049,476.0453,479.4511,81225.0
2022-06-23,486.0916,486.0916,454.7977,479.8131,118848.0
2022-06-24,489.6455,508.7311,489.6455,500.1623,176295.0
2022-06-25,489.6455,508.7311,489.6455,500.1623,176295.0
2022-06-26,489.6455,508.7311,489.6455,500.1623,176295.0
2022-06-27,508.073,508.073,497.8786,506.3092,58584.0
2022-06-28,516.4904,539.8703,516.4904,537.274,104457.0
2022-06-29,538.5277,538.5277,493.2322,495.4995,69972.0
2022-06-30,486.1771,492.0637,481.0885,489.652,69165.0
2022-07-01,494.4465,505.4405,484.5516,502.469,68334.0
2022-07-02,494.4465,505.4405,484.5516,502.469,68334.0
2022-07-03,494.4465,505.4405,484.5516,502.469,68334.0
2022-07-04,494.4465,505.4405,484.5516,502.469,68334.0
2022-07-05,487.3848,489.4579,469.8293,483.1794,119226.0
2022-07-06,478.1283,482.0194,457.2756,475.6669,115785.0
2022-07-07,492.2944,519.2381,492.2944,504.2032,88611.0
2022-07-08,507.1352,514.2659,497.4212,507.53,44310.0
2022-07-09,507.1352,514.2659,497.4212,507.53,44310.0
2022-07-10,507.1352,514.2659,497.4212,507.53,44310.0
2022-07-11,501.1627,509.455,496.0523,509.0602,49416.0
2022-07-12,497.3982,515.5164,497.3982,509.5505,105384.0
2022-07-13,501.1627,535.4181,501.1627,526.2932,77361.0
2022-07-14,510.0474,542.9536,505.6741,542.9536,99024.0
2022-07-15,542.9536,548.6398,529.133,548.4391,80688.0
2022-07-16,542.9536,548.6398,529.133,548.4391,80688.0
2022-07-17,542.9536,548.6398,529.133,548.4391,80688.0
2022-07-18,556.1162,575.2939,550.6126,556.9618,81558.0
2022-07-19,557.2415,573.2834,557.2415,570.9898,71373.0
2022-07-20,566.3237,598.4567,558.5742,596.2421,142629.0
2022-07-21,575.8599,589.2956,564.3427,577.2881,100083.0
2022-07-22,575.0636,591.8129,559.6108,565.988,56262.0
2022-07-23,575.0636,591.8129,559.6108,565.988,56262.0
2022-07-24,575.0636,591.8129,559.6108,565.988,56262.0
2022-07-25,578.0021,589.8714,578.0021,582.4181,82821.0
2022-07-26,590.6019,592.5664,576.082,583.5468,83394.0
2022-07-27,592.3131,601.8296,585.4027,601.8296,83349.0
2022-07-28,603.2248,605.4756,581.0525,602.3462,80673.0
2022-07-29,611.1355,620.6256,601.7045,603.4518,116403.0
2022-07-30,611.1355,620.6256,601.7045,603.4518,116403.0
2022-07-31,611.1355,620.6256,601.7045,603.4518,116403.0
2022-08-01,598.5653,606.7918,586.1464,599.5327,90774.0
2022-08-02,595.6103,606.9202,590.1149,599.6413,67794.0
2022-08-03,606.1534,606.1534,570.2412,582.247,65625.0
2022-08-04,581.454,590.546,540.1731,540.1731,137811.0
2022-08-05,541.6308,555.8332,540.3113,545.1978,88236.0
2022-08-06,541.6308,555.8332,540.3113,545.1978,88236.0
2022-08-07,541.6308,555.8332,540.3113,545.1978,88236.0
2022-08-08,540.3869,569.4596,540.3869,563.0067,104928.0
2022-08-09,569.9368,569.9368,553.227,563.0265,43926.0
2022-08-10,568.9068,574.208,566.3368,569.3609,40791.0
2022-08-11,580.1838,588.1603,571.0227,574.083,57615.0
2022-08-12,568.6205,568.6205,534.76,551.6541,143367.0
2022-08-13,568.6205,568.6205,534.76,551.6541,143367.0
2022-08-14,568.6205,568.6205,534.76,551.6541,143367.0
2022-08-15,535.3194,562.8521,535.3194,555.2277,93264.0
2022-08-16,550.0614,562.3683,530.0379,545.8658,75822.0
2022-08-17,547.2973,567.8801,547.2973,567.6333,60066.0
2022-08-18,567.6366,589.1672,567.6366,589.1672,95499.0
2022-08-19,583.7278,584.7446,562.421,566.2052,75165.0
2022-08-20,583.7278,584.7446,562.421,566.2052,75165.0
2022-08-21,583.7278,584.7446,562.421,566.2052,75165.0
2022-08-22,565.8235,578.6964,562.4802,572.4048,67659.0
2022-08-23,576.416,595.6695,576.416,583.2013,86889.0
2022-08-24,589.4601,600.3751,584.0865,597.0252,83076.0
2022-08-25,599.717,599.8782,580.8321,587.874,99009.0
2022-08-26,595.913,610.0825,595.913,603.5933,95796.0
2022-08-27,595.913,610.0825,595.913,603.5933,95796.0
2022-08-28,595.913,610.0825,595.913,603.5933,95796.0
2022-08-29,596.7521,624.8936,592.1518,609.5198,149451.0
2022-08-30,606.6602,606.6602,564.4809,564.935,140157.0
2022-08-31,561.0159,609.0953,559.4759,605.6269,1355109.0
2022-09-01,588.5552,598.6113,578.7984,588.9369,128229.0
2022-09-02,602.3264,623.574,595.9262,621.2739,120303.0
2022-09-03,602.3264,623.574,595.9262,621.2739,120303.0
2022-09-04,602.3264,623.574,595.9262,621.2739,120303.0
2022-09-05,602.3264,623.574,595.9262,621.2739,120303.0
2022-09-06,621.3199,624.7685,609.4671,611.7903,106515.0
2022-09-07,601.5533,607.0279,592.3659,604.6383,97158.0
2022-09-08,609.3515,614.7882,592.239,595.7063,84573.0
2022-09-09,600.8315,608.4613,594.5099,600.7854,68397.0
2022-09-10,600.8315,608.4613,594.5099,600.7854,68397.0
2022-09-11,600.8315,608.4613,594.5099,600.7854,68397.0
2022-09-12,602.8618,611.8466,595.4591,602.2224,98811.0
2022-09-13,597.8849,597.8849,573.4949,577.2226,112626.0
2022-09-14,586.7281,617.6573,586.7281,612.4893,167415.0
2022-09-15,610.8116,611.2467,573.1653,582.4401,120213.0
2022-09-16,584.5232,585.5449,565.1858,584.4045,166008.0
2022-09-17,584.5232,585.5449,565.1858,584.4045,166008.0
2022-09-18,584.5232,585.5449,565.1858,584.4045,166008.0
2022-09-19,574.8298,598.699,574.8298,598.6694,115776.0
2022-09-20,602.3246,602.3246,579.098,599.3681,76497.0
2022-09-21,609.3383,609.3383,582.272,584.6319,61698.0
2022-09-22,589.6022,592.6543,580.0819,586.5699,61581.0
2022-09-23,566.903,566.903,530.2158,540.5981,131628.0
2022-09-24,566.903,566.903,530.2158,540.5981,131628.0
2022-09-25,566.903,566.903,530.2158,540.5981,131628.0
2022-09-26,541.6066,552.0713,531.6133,536.2013,104619.0
2022-09-27,541.5242,561.4581,541.5242,555.6474,64140.0
2022-09-28,556.356,588.2014,556.356,582.2358,63618.0
2022-09-29,574.8001,590.6223,568.1924,585.9206,68226.0
2022-09-30,582.9048,593.2706,577.5357,585.7657,79167.0
2022-10-01,582.9048,593.2706,577.5357,585.7657,79167.0
2022-10-02,582.9048,593.2706,577.5357,585.7657,79167.0
2022-10-03,600.0603,619.7437,595.1592,615.0239,113235.0
2022-10-04,623.8932,651.4408,623.8932,649.2984,145065.0
2022-10-05,650.4388,667.0866,634.9841,663.6325,169017.0
2022-10-06,655.8969,684.2783,655.8969,667.2778,122895.0
2022-10-07,672.0405,678.372,647.6966,653.0558,162882.0
2022-10-08,672.0405,678.372,647.6966,653.0558,162882.0
2022-10-09,672.0405,678.372,647.6966,653.0558,162882.0
2022-10-10,659.1203,666.2956,643.4349,659.6444,86277.0
2022-10-11,654.5752,681.5526,647.3291,677.8941,133596.0
2022-10-12,673.461,677.8084,661.8461,677.4392,56766.0
2022-10-13,669.0115,694.8616,669.0115,691.4734,101280.0
2022-10-14,682.7589,690.0231,657.5877,660.7518,69888.0
2022-10-15,682.7589,690.0231,657.5877,660.7518,69888.0
2022-10-16,682.7589,690.0231,657.5877,660.7518,69888.0
2022-10-17,661.6121,678.8054,659.1896,674.229,111708.0
2022-10-18,675.633,687.0963,654.1039,675.6759,81705.0
2022-10-19,680.6132,692.149,675.6693,689.7858,53259.0
2022-10-20,691.2229,704.4551,667.993,675.6858,88008.0
2022-10-21,677.2612,705.3559,672.169,704.6604,70308.0
2022-10-22,677.2612,705.3559,672.169,704.6604,70308.0
2022-10-23,677.2612,705.3559,672.169,704.6604,70308.0
2022-10-24,705.992,720.4414,705.1351,715.3393,71274.0
2022-10-25,718.398,720.6919,674.0279,681.246,81690.0
2022-10-26,690.4648,710.0856,690.4648,709.1891,64050.0
2022-10-27,716.9049,734.6701,713.3222,734.6701,113898.0
2022-10-28,738.9119,764.6566,719.5581,764.3698,137073.0
2022-10-29,738.9119,764.6566,719.5581,764.3698,137073.0
2022-10-30,738.9119,764.6566,719.5581,764.3698,137073.0
2022-10-31,755.072,766.6375,738.7785,759.3435,136026.0
2022-11-01,771.0309,782.2042,749.637,771.9835,97578.0
2022-11-02,771.2518,779.9745,755.7028,767.6394,100416.0
2022-11-03,759.716,821.6455,759.716,789.4586,130923.0
2022-11-04,812.5863,845.7402,797.6194,845.7402,138903.0
2022-11-05,812.5863,845.7402,797.6194,845.7402,138903.0
2022-11-06,812.5863,845.7402,797.6194,845.7402,138903.0
2022-11-07,843.6044,895.9375,842.3279,894.8696,156096.0
2022-11-08,897.157,898.1458,866.8376,887.4669,145422.0
2022-11-09,884.8499,891.8307,857.0651,860.7862,102450.0
2022-11-10,878.0405,885.2421,849.5833,885.2421,116196.0
2022-11-11,889.4214,902.7601,848.1594,881.989,106968.0
2022-11-12,889.4214,902.7601,848.1594,881.989,106968.0
2022-11-13,889.4214,902.7601,848.1594,881.989,106968.0
2022-11-14,869.471,890.252,868.4954,870.0775,100284.0
2022-11-15,866.4651,890.2849,866.1092,889.8729,81864.0
2022-11-16,882.3944,884.7929,865.5357,865.5357,82821.0
2022-11-17,849.5536,873.4262,849.5536,872.2989,79575.0
2022-11-18,858.5944,892.2889,857.2628,891.188,92874.0
2022-11-19,858.5944,892.2889,857.2628,891.188,92874.0
2022-11-20,858.5944,892.2889,857.2628,891.188,92874.0
2022-11-21,876.353,876.353,823.9902,832.9981,153510.0
2022-11-22,840.4667,874.8401,840.4667,869.0788,114216.0
2022-11-23,866.8343,877.8427,842.7738,849.2965,97143.0
2022-11-24,866.8343,877.8427,842.7738,849.2965,97143.0
2022-11-25,841.5346,879.6819,841.5346,858.011,71385.0
2022-11-26,841.5346,879.6819,841.5346,858.011,71385.0
2022-11-27,841.5346,879.6819,841.5346,858.011,71385.0
2022-11-28,843.5451,850.6545,821.37,825.3778,139224.0
2022-11-29,833.8748,838.5682,816.5546,826.0898,132909.0
2022-11-30,823.9869,857.164,819.0035,854.4876,623901.0
2022-12-01,853.2978,861.8913,840.2491,843.2023,114477.0
2022-12-02,848.1232,866.4618,848.1232,857.1475,66336.0
2022-12-03,848.1232,866.4618,848.1232,857.1475,66336.0
2022-12-04,848.1232,866.4618,848.1232,857.1475,66336.0
2022-12-05,852.0025,856.396,824.0397,836.5115,78348.0
2022-12-06,837.1345,838.3573,797.9523,814.9989,85497.0
2022-12-07,810.1577,817.6321,790.9982,804.4653,99783.0
2022-12-08,815.2858,815.2858,786.6917,796.1692,70629.0
2022-12-09,804.5247,804.5247,785.4146,785.4146,73866.0
2022-12-10,804.5247,804.5247,785.4146,785.4146,73866.0
2022-12-11,804.5247,804.5247,785.4146,785.4146,73866.0
2022-12-12,791.6054,831.4556,786.365,830.4722,112476.0
2022-12-13,842.1309,866.0407,835.8445,849.14,140622.0
2022-12-14,853.6114,865.907,834.6631,855.367,164343.0
2022-12-15,839.3853,877.5988,836.5375,873.6223,194154.0
2022-12-16,853.519,862.9371,823.6941,830.5943,345453.0
2022-12-17,853.519,862.9371,823.6941,830.5943,345453.0
2022-12-18,853.519,862.9371,823.6941,830.5943,345453.0
2022-12-19,831.9274,840.2232,802.1322,816.6949,171072.0
2022-12-20,810.7979,836.8081,809.0489,832.9603,168534.0
2022-12-21,848.9057,857.9839,838.2205,857.9839,69390.0
2022-12-22,858.1489,858.1489,803.4852,811.7812,77856.0
2022-12-23,808.3163,829.9541,808.3163,827.9378,73485.0
2022-12-24,808.3163,829.9541,808.3163,827.9378,73485.0
2022-12-25,808.3163,829.9541,808.3163,827.9378,73485.0
2022-12-26,808.3163,829.9541,808.3163,827.9378,73485.0
2022-12-27,824.3772,829.2776,816.0976,818.5098,61602.0
2022-12-28,811.4579,811.4579,768.2549,772.8616,81636.0
2022-12-29,775.8184,794.6512,759.8367,769.3373,78624.0
2022-12-30,761.9916,782.778,760.698,773.5843,102999.0
2022-12-31,761.9916,782.778,760.698,773.5843,102999.0
2023-01-01,761.9916,782.778,760.698,773.5843,102999.0
2023-01-02,761.9916,782.778,760.698,773.5843,102999.0
2023-01-03,761.3547,761.3547,680.0604,693.8509,136272.0
2023-01-04,676.5031,706.7999,670.0253,678.8361,123774.0
2023-01-05,678.8625,708.4433,664.554,666.6593,178725.0
2023-01-06,674.7871,696.0421,668.8868,682.3671,77013.0
2023-01-07,674.7871,696.0421,668.8868,682.3671,77013.0
2023-01-08,674.7871,696.0421,668.8868,682.3671,77013.0
2023-01-09,687.9605,706.1894,674.8399,681.1758,85734.0
2023-01-10,685.3634,707.7734,678.0046,690.815,72639.0
2023-01-11,694.0456,698.4015,660.4125,682.1295,93462.0
2023-01-12,689.7557,704.0907,685.3997,691.1318,53772.0
2023-01-13,678.6579,695.7913,678.6579,695.7913,29760.0
2023-01-14,678.6579,695.7913,678.6579,695.7913,29760.0
2023-01-15,678.6579,695.7913,678.6579,695.7913,29760.0
2023-01-16,678.6579,695.7913,678.6579,695.7913,29760.0
2023-01-17,695.6296,706.2158,695.6296,695.8111,93648.0
2023-01-18,701.4441,709.8722,676.8991,681.3738,97737.0
2023-01-19,679.7799,706.4617,679.7799,689.9372,55590.0
2023-01-20,702.1635,702.1635,679.6611,691.1714,60048.0
2023-01-21,702.1635,702.1635,679.6611,691.1714,60048.0
2023-01-22,702.1635,702.1635,679.6611,691.1714,60048.0
2023-01-23,699.9591,699.9591,679.1925,680.4531,84102.0
2023-01-24,684.4791,685.7297,674.5099,683.2482,76947.0
2023-01-25,676.7407,692.0178,676.7407,687.8417,70167.0
2023-01-26,696.9727,697.3066,676.8133,690.3728,78354.0
2023-01-27,691.4057,696.1642,674.6848,675.3745,65766.0
2023-01-28,691.4057,696.1642,674.6848,675.3745,65766.0
2023-01-29,691.4057,696.1642,674.6848,675.3745,65766.0
2023-01-30,666.491,666.491,648.3713,655.9609,96300.0
2023-01-31,653.3902,665.0011,650.0936,658.6206,134496.0
2023-02-01,643.4937,650.9334,614.0746,643.7115,270978.0
2023-02-02,647.4272,647.4272,618.6417,638.1708,208710.0
2023-02-03,638.9925,663.1152,638.9925,663.0723,233925.0
2023-02-04,638.9925,663.1152,638.9925,663.0723,233925.0
2023-02-05,638.9925,663.1152,638.9925,663.0723,233925.0
2023-02-06,660.3894,660.3894,606.9995,631.7326,141861.0
2023-02-07,640.4709,658.6239,621.2916,656.5285,93765.0
2023-02-08,648.2951,649.2257,618.7902,626.5352,147261.0
2023-02-09,623.6973,639.8307,615.5992,619.2654,83595.0
2023-02-10,624.5652,644.4969,622.6723,634.8379,185019.0
2023-02-11,624.5652,644.4969,622.6723,634.8379,185019.0
2023-02-12,624.5652,644.4969,622.6723,634.8379,185019.0
2023-02-13,634.9105,634.9105,616.5859,626.8619,62319.0
2023-02-14,625.2746,640.8438,619.9419,636.4153,125142.0
2023-02-15,623.6874,626.9675,605.5508,626.3009,123504.0
2023-02-16,626.3603,636.8575,618.5823,618.5823,95829.0
2023-02-17,610.4051,610.4051,582.4974,592.2586,164046.0
2023-02-18,610.4051,610.4051,582.4974,592.2586,164046.0
2023-02-19,610.4051,610.4051,582.4974,592.2586,164046.0
2023-02-20,610.4051,610.4051,582.4974,592.2586,164046.0
2023-02-21,586.5728,602.868,584.0946,593.9878,180075.0
2023-02-22,593.9845,593.9845,581.151,590.3117,115650.0
2023-02-23,582.4413,596.3776,570.2711,583.8438,158136.0
2023-02-24,576.2572,589.523,574.6699,582.999,197535.0
2023-02-25,576.2572,589.523,574.6699,582.999,197535.0
2023-02-26,576.2572,589.523,574.6699,582.999,197535.0
2023-02-27,587.7905,600.2808,584.8783,587.2427,128529.0
2023-02-28,590.4272,596.6509,585.1423,587.4539,222264.0
2023-03-01,591.1796,600.4326,589.3745,592.45,129045.0
2023-03-02,591.5953,605.0954,585.7016,598.2711,134475.0
2023-03-03,592.8658,600.6207,591.5128,599.5746,122922.0
2023-03-04,592.8658,600.6207,591.5128,599.5746,122922.0
2023-03-05,592.8658,600.6207,591.5128,599.5746,122922.0
2023-03-06,592.2223,602.0727,592.2223,601.2609,131877.0
2023-03-07,592.9799,593.2411,580.2094,587.9154,236337.0
2023-03-08,584.6525,591.5154,583.35,586.7352,197598.0
2023-03-09,597.2114,597.6974,573.801,578.2127,118452.0
2023-03-10,578.216,581.8293,558.807,563.3198,135330.0
2023-03-11,578.216,581.8293,558.807,563.3198,135330.0
2023-03-12,578.216,581.8293,558.807,563.3198,135330.0
2023-03-13,551.3857,568.9067,550.4994,554.6949,110829.0
2023-03-14,561.9942,569.3629,538.0037,545.3459,170691.0
2023-03-15,527.3754,535.5606,508.8329,526.896,251154.0
2023-03-16,512.9883,549.5543,511.4346,548.5592,235866.0
2023-03-17,556.6453,556.6453,533.6466,539.9442,590328.0
2023-03-18,556.6453,556.6453,533.6466,539.9442,590328.0
2023-03-19,556.6453,556.6453,533.6466,539.9442,590328.0
2023-03-20,540.9029,566.0141,540.9029,555.4751,297471.0
2023-03-21,565.2339,567.2095,548.3014,564.143,184794.0
2023-03-22,565.1315,565.1315,544.1625,544.1658,126978.0
2023-03-23,546.1658,553.5544,534.2614,542.1128,120417.0
2023-03-24,532.1887,546.2683,525.6233,545.9046,193089.0
2023-03-25,532.1887,546.2683,525.6233,545.9046,193089.0
2023-03-26,532.1887,546.2683,525.6233,545.9046,193089.0
2023-03-27,552.8866,561.3231,547.1179,553.4056,169431.0
2023-03-28,548.1328,561.6239,548.1328,561.2801,129750.0
2023-03-29,566.986,566.986,559.3661,559.3661,110661.0
2023-03-30,564.4207,565.3,557.7131,560.2884,100959.0
2023-03-31,564.8273,566.2587,550.6618,562.3314,208671.0
2023-04-01,564.8273,566.2587,550.6618,562.3314,208671.0
2023-04-02,564.8273,566.2587,550.6618,562.3314,208671.0
2023-04-03,578.8573,597.5916,578.8573,593.4295,206190.0
2023-04-04,593.8262,593.8262,569.6373,573.9812,196626.0
2023-04-05,569.5481,583.4756,566.7877,583.4756,210387.0
2023-04-06,586.0079,586.0079,571.5977,572.7514,108294.0
2023-04-07,586.0079,586.0079,571.5977,572.7514,108294.0
2023-04-08,586.0079,586.0079,571.5977,572.7514,108294.0
2023-04-09,586.0079,586.0079,571.5977,572.7514,108294.0
2023-04-10,575.1515,583.0359,572.1597,582.4541,130473.0
2023-04-11,594.976,596.4345,582.0177,596.4345,99033.0
2023-04-12,594.7948,607.5025,571.5002,573.8622,153153.0
2023-04-13,569.9348,576.8209,565.4749,571.1679,75720.0
2023-04-14,571.32,572.9035,560.7611,566.8009,71964.0
2023-04-15,571.32,572.9035,560.7611,566.8009,71964.0
2023-04-16,571.32,572.9035,560.7611,566.8009,71964.0
2023-04-17,561.9281,561.9281,545.6203,547.2171,64134.0
2023-04-18,540.288,540.288,530.4961,534.3408,102252.0
2023-04-19,530.2581,530.2581,519.5967,521.5174,78654.0
2023-04-20,514.6776,517.9755,502.9088,515.6264,102066.0
2023-04-21,515.0379,516.3272,509.5469,514.7239,72453.0
2023-04-22,515.0379,516.3272,509.5469,514.7239,72453.0
2023-04-23,515.0379,516.3272,509.5469,514.7239,72453.0
2023-04-24,512.4065,525.2398,512.4065,520.0132,60921.0
2023-04-25,513.9338,513.9338,490.3135,500.1848,80178.0
2023-04-26,492.3598,496.2343,486.1812,487.2159,60618.0
2023-04-27,487.649,489.573,477.0603,481.4869,148698.0
2023-04-28,482.9943,495.8772,482.6538,488.4887,79728.0
2023-04-29,482.9943,495.8772,482.6538,488.4887,79728.0
2023-04-30,482.9943,495.8772,482.6538,488.4887,79728.0
2023-05-01,485.4704,492.0239,484.1051,488.3201,67092.0
2023-05-02,479.8373,484.1051,470.6768,474.7132,100425.0
2023-05-03,468.7131,476.6372,466.1544,473.7776,133149.0
2023-05-04,464.4717,470.3848,456.6038,456.6038,131676.0
2023-05-05,470.4156,476.0752,459.7261,466.8354,114126.0
2023-05-06,470.4156,476.0752,459.7261,466.8354,114126.0
2023-05-07,470.4156,476.0752,459.7261,466.8354,114126.0
2023-05-08,477.4306,477.4306,459.146,462.713,132534.0
2023-05-09,462.4849,466.1411,456.2071,460.7063,115242.0
2023-05-10,463.5328,467.1131,456.5657,458.2534,72498.0
2023-05-11,452.9012,454.207,447.8962,451.007,58185.0
2023-05-12,456.9542,457.3178,451.0037,451.5128,47706.0
2023-05-13,456.9542,457.3178,451.0037,451.5128,47706.0
2023-05-14,456.9542,457.3178,451.0037,451.5128,47706.0
2023-05-15,453.3211,457.1972,450.9838,453.0929,71988.0
2023-05-16,452.1376,452.3458,438.134,438.5803,86340.0
2023-05-17,440.3621,450.4681,439.0166,445.0234,61149.0
2023-05-18,444.8978,448.9342,444.0977,446.8945,54399.0
2023-05-19,453.9624,454.5541,438.3621,444.9738,114735.0
2023-05-20,453.9624,454.5541,438.3621,444.9738,114735.0
2023-05-21,453.9624,454.5541,438.3621,444.9738,114735.0
2023-05-22,443.7539,455.0632,443.7539,451.3871,69564.0
2023-05-23,451.4367,453.3872,445.4303,447.678,57105.0
2023-05-24,452.1574,457.456,444.7986,444.9639,66345.0
2023-05-25,439.6778,441.3307,429.7603,431.2677,64425.0
2023-05-26,437.3108,437.3108,424.9694,434.7223,85782.0
2023-05-27,437.3108,437.3108,424.9694,434.7223,85782.0
2023-05-28,437.3108,437.3108,424.9694,434.7223,85782.0
2023-05-29,437.3108,437.3108,424.9694,434.7223,85782.0
2023-05-30,427.1949,434.1174,421.78,431.9851,136131.0
2023-05-31,428.4379,433.9405,425.628,430.9834,308886.0
2023-06-01,432.4248,452.9911,430.9834,439.4464,97356.0
2023-06-02,450.1309,455.455,441.1274,453.5624,98199.0
2023-06-03,450.1309,455.455,441.1274,453.5624,98199.0
2023-06-04,450.1309,455.455,441.1274,453.5624,98199.0
2023-06-05,459.4038,462.8121,438.2927,444.7192,128952.0
2023-06-06,439.6778,455.255,439.6778,454.8219,67824.0
2023-06-07,460.9388,481.7726,459.7923,473.1829,105924.0
2023-06-08,470.8302,470.8302,459.2522,467.321,55986.0
2023-06-09,469.7035,469.7035,457.7213,461.5751,65115.0
2023-06-10,469.7035,469.7035,457.7213,461.5751,65115.0
2023-06-11,469.7035,469.7035,457.7213,461.5751,65115.0
2023-06-12,457.3998,457.3998,444.8178,447.0612,84336.0
2023-06-13,452.9761,458.944,440.9143,443.6448,133212.0
2023-06-14,445.4275,447.1175,433.6938,440.8414,88200.0
2023-06-15,443.3697,458.5696,443.3697,451.3557,68649.0
2023-06-16,452.7143,456.072,446.5608,450.1959,185952.0
2023-06-17,452.7143,456.072,446.5608,450.1959,185952.0
2023-06-18,452.7143,456.072,446.5608,450.1959,185952.0
2023-06-19,452.7143,456.072,446.5608,450.1959,185952.0
2023-06-20,444.8609,444.8609,432.5506,439.6485,70695.0
2023-06-21,441.1529,448.0254,434.7694,441.0502,46656.0
2023-06-22,435.0855,435.0855,428.1964,430.0057,67407.0
2023-06-23,424.1504,428.7067,419.5809,425.0319,153270.0
2023-06-24,424.1504,428.7067,419.5809,425.0319,153270.0
2023-06-25,424.1504,428.7067,419.5809,425.0319,153270.0
2023-06-26,426.1386,436.0796,426.1386,430.1217,64248.0
2023-06-27,433.1537,433.1537,426.4004,426.4004,67284.0
2023-06-28,427.0631,434.0782,425.8073,430.6949,61548.0
2023-06-29,430.2873,438.0987,427.7723,437.309,60741.0
2023-06-30,441.3219,441.3219,435.7847,436.2453,75570.0
2023-07-01,441.3219,441.3219,435.7847,436.2453,75570.0
2023-07-02,441.3219,441.3219,435.7847,436.2453,75570.0
2023-07-03,437.5542,450.34,437.5542,447.1241,47706.0
2023-07-04,437.5542,450.34,437.5542,447.1241,47706.0
2023-07-05,448.7412,448.7412,438.5251,443.8469,74208.0
2023-07-06,438.3131,446.8358,427.0234,431.8282,64530.0
2023-07-07,428.2262,451.9853,428.2262,446.9485,89049.0
2023-07-08,428.2262,451.9853,428.2262,446.9485,89049.0
2023-07-09,428.2262,451.9853,428.2262,446.9485,89049.0
2023-07-10,445.6065,448.9632,443.3697,446.2096,63219.0
2023-07-11,454.9676,472.6494,454.9676,467.712,84621.0
2023-07-12,475.2407,478.8857,463.9145,473.5407,86001.0
2023-07-13,478.4516,490.7851,474.732,475.9001,78993.0
2023-07-14,472.1987,472.1987,453.6421,453.6421,100926.0
2023-07-15,472.1987,472.1987,453.6421,453.6421,100926.0
2023-07-16,472.1987,472.1987,453.6421,453.6421,100926.0
2023-07-17,455.299,466.0618,451.3623,464.332,73374.0
2023-07-18,461.5585,477.3183,461.5585,473.6567,59034.0
2023-07-19,474.5216,483.3161,474.2035,478.1965,81585.0
2023-07-20,477.6895,481.8945,471.0555,478.9354,74187.0
2023-07-21,485.1022,486.865,479.7158,486.865,54444.0
2023-07-22,485.1022,486.865,479.7158,486.865,54444.0
2023-07-23,485.1022,486.865,479.7158,486.865,54444.0
2023-07-24,488.7671,505.1267,488.7671,494.1452,81411.0
2023-07-25,495.4243,503.1451,493.7343,501.0442,64383.0
2023-07-26,494.7317,502.3498,494.0093,499.7817,67299.0
2023-07-27,504.9179,507.2905,492.8628,497.6776,72294.0
2023-07-28,498.158,502.7243,495.0631,498.2144,47016.0
2023-07-29,498.158,502.7243,495.0631,498.2144,47016.0
2023-07-30,498.158,502.7243,495.0631,498.2144,47016.0
2023-07-31,503.7515,510.4617,499.119,499.1389,91638.0
2023-08-01,495.5701,495.5701,484.5256,492.2663,66423.0
2023-08-02,509.2854,509.2854,485.1187,485.5528,114042.0
2023-08-03,495.3944,536.4774,495.3944,533.9093,118434.0
2023-08-04,540.129,580.7961,535.1585,567.3807,184560.0
2023-08-05,540.129,580.7961,535.1585,567.3807,184560.0
2023-08-06,540.129,580.7961,535.1585,567.3807,184560.0
2023-08-07,567.7253,584.8305,567.7253,578.5743,115671.0
2023-08-08,570.2272,586.7094,564.8434,584.9498,94071.0
2023-08-09,590.0993,594.9538,583.409,589.9568,90330.0
2023-08-10,596.4615,605.4416,592.8264,602.4593,86412.0
2023-08-11,606.9725,635.4801,596.6106,624.6311,102933.0
2023-08-12,606.9725,635.4801,596.6106,624.6311,102933.0
2023-08-13,606.9725,635.4801,596.6106,624.6311,102933.0
2023-08-14,622.0895,636.0732,616.2243,621.6819,97758.0
