,NWE US Equity,NWE US Equity,NWE US Equity,NWE US Equity,NWE US Equity
2021-03-15,55.0533,56.1019,54.8261,55.9708,318236.0
2021-03-16,55.3329,56.3553,55.1947,56.233,221961.0
2021-03-17,56.198,56.565,55.4727,55.7087,361404.0
2021-03-18,55.6388,56.1194,55.2717,55.5426,209840.0
2021-03-19,55.3242,56.1486,54.4328,55.6038,1166474.0
2021-03-20,55.3242,56.1486,54.4328,55.6038,1166474.0
2021-03-21,55.3242,56.1486,54.4328,55.6038,1166474.0
2021-03-22,55.1581,55.8747,54.328,54.8173,247750.0
2021-03-23,55.0707,56.0233,54.6731,55.3154,252029.0
2021-03-24,55.1057,56.635,54.8042,55.7698,232951.0
2021-03-25,55.8922,56.8054,55.5383,56.4427,315069.0
2021-03-26,56.801,56.801,55.665,56.6612,221516.0
2021-03-27,56.801,56.801,55.665,56.6612,221516.0
2021-03-28,56.801,56.801,55.665,56.6612,221516.0
2021-03-29,56.2505,57.9108,56.2505,57.2904,236578.0
2021-03-30,57.0282,57.2467,56.3291,56.8709,185939.0
2021-03-31,57.2117,57.3578,56.5913,56.9758,317565.0
2021-04-01,57.1855,57.3952,56.1849,56.6262,233231.0
2021-04-02,57.1855,57.3952,56.1849,56.6262,233231.0
2021-04-03,57.1855,57.3952,56.1849,56.6262,233231.0
2021-04-04,57.1855,57.3952,56.1849,56.6262,233231.0
2021-04-05,56.9495,57.9807,56.6437,57.7098,224261.0
2021-04-06,57.6137,57.9807,57.1855,57.5962,171863.0
2021-04-07,57.5525,57.9108,57.2467,57.4913,143762.0
2021-04-08,57.4826,58.2516,57.0282,57.8671,337568.0
2021-04-09,57.7185,58.7584,56.8612,58.5225,338456.0
2021-04-10,57.7185,58.7584,56.8612,58.5225,338456.0
2021-04-11,57.7185,58.7584,56.8612,58.5225,338456.0
2021-04-12,58.7147,59.3876,58.4875,59.1517,236335.0
2021-04-13,58.1555,58.9332,57.6137,58.8546,279591.0
2021-04-14,58.6274,59.3701,58.4133,59.1954,210182.0
2021-04-15,59.2653,59.7415,58.9157,59.5799,280722.0
2021-04-16,60.0386,61.3014,59.8945,60.7596,246985.0
2021-04-17,60.0386,61.3014,59.8945,60.7596,246985.0
2021-04-18,60.0386,61.3014,59.8945,60.7596,246985.0
2021-04-19,60.7421,60.9868,60.0692,60.5062,250129.0
2021-04-20,60.646,61.6334,60.6198,61.4587,173983.0
2021-04-21,61.4237,61.8257,61.0043,61.4062,206973.0
2021-04-22,61.5897,61.8694,60.1129,60.4799,310572.0
2021-04-23,60.7683,60.7683,59.4969,59.6323,261340.0
2021-04-24,60.7683,60.7683,59.4969,59.6323,261340.0
2021-04-25,60.7683,60.7683,59.4969,59.6323,261340.0
2021-04-26,59.6585,59.6585,58.6885,58.7584,299032.0
2021-04-27,58.6973,58.8371,57.7972,57.9195,225498.0
2021-04-28,57.8671,58.2123,57.3428,57.5787,327196.0
2021-04-29,57.8671,58.7322,57.7229,58.5793,277604.0
2021-04-30,58.7322,59.6323,58.2953,59.4488,519428.0
2021-05-01,58.7322,59.6323,58.2953,59.4488,519428.0
2021-05-02,58.7322,59.6323,58.2953,59.4488,519428.0
2021-05-03,60.8426,60.8426,58.9769,59.2653,258604.0
2021-05-04,59.6148,59.6148,59.073,59.1255,220555.0
2021-05-05,59.3439,59.3439,57.9894,59.2303,369016.0
2021-05-06,59.51,59.8682,58.7847,59.842,229568.0
2021-05-07,59.4051,60.2353,58.9332,59.1954,331071.0
2021-05-08,59.4051,60.2353,58.9332,59.1954,331071.0
2021-05-09,59.4051,60.2353,58.9332,59.1954,331071.0
2021-05-10,59.641,60.244,59.6061,59.6935,239168.0
2021-05-11,59.1429,59.2268,57.5875,57.736,322722.0
2021-05-12,57.6224,58.103,55.9796,56.1805,415144.0
2021-05-13,56.1106,57.9457,56.1106,56.9758,422914.0
2021-05-14,57.3865,57.9457,56.8097,56.8884,507118.0
2021-05-15,57.3865,57.9457,56.8097,56.8884,507118.0
2021-05-16,57.3865,57.9457,56.8097,56.8884,507118.0
2021-05-17,56.7049,57.3996,55.8922,55.9271,404642.0
2021-05-18,55.8223,56.0844,55.2892,55.5339,470626.0
2021-05-19,55.4028,55.4773,54.6251,55.0183,452177.0
2021-05-20,54.9571,55.6125,54.9571,55.3242,454360.0
2021-05-21,55.63,55.9271,54.896,55.1669,1091940.0
2021-05-22,55.63,55.9271,54.896,55.1669,1091940.0
2021-05-23,55.63,55.9271,54.896,55.1669,1091940.0
2021-05-24,55.2979,55.9359,55.1232,55.7436,277427.0
2021-05-25,55.6125,55.6125,54.6163,55.2717,489701.0
2021-05-26,55.228,55.4989,54.8435,55.1843,295286.0
2021-05-27,55.3591,55.3679,55.0533,55.0533,489029.0
2021-05-28,55.0533,55.4465,54.5814,55.3591,258030.0
2021-05-29,55.0533,55.4465,54.5814,55.3591,258030.0
2021-05-30,55.0533,55.4465,54.5814,55.3591,258030.0
2021-05-31,55.0533,55.4465,54.5814,55.3591,258030.0
2021-06-01,55.5601,55.5601,55.097,55.3941,262666.0
2021-06-02,55.63,55.6737,55.0271,55.2805,162723.0
2021-06-03,55.263,55.7261,55.0445,55.5951,256844.0
2021-06-04,55.7436,55.8223,55.2368,55.6125,154185.0
2021-06-05,55.7436,55.8223,55.2368,55.6125,154185.0
2021-06-06,55.7436,55.8223,55.2368,55.6125,154185.0
2021-06-07,55.7873,55.9621,55.5077,55.7786,183798.0
2021-06-08,55.8485,55.9359,55.3504,55.6737,248915.0
2021-06-09,55.9708,56.6,55.5776,56.5039,261865.0
2021-06-10,56.8359,56.8359,56.2155,56.6699,215600.0
2021-06-11,56.8272,57.0457,56.5476,56.8971,232013.0
2021-06-12,56.8272,57.0457,56.5476,56.8971,232013.0
2021-06-13,56.8272,57.0457,56.5476,56.8971,232013.0
2021-06-14,57.0735,57.3029,56.4824,56.6854,190917.0
2021-06-15,56.8706,57.3912,56.516,57.1,259528.0
2021-06-16,57.2324,57.2324,56.0678,56.3766,268916.0
2021-06-17,56.2178,56.553,56.1031,56.3236,175425.0
2021-06-18,55.759,55.9354,54.0386,54.0739,433916.0
2021-06-19,55.759,55.9354,54.0386,54.0739,433916.0
2021-06-20,55.759,55.9354,54.0386,54.0739,433916.0
2021-06-21,54.3209,55.0885,54.0562,54.9561,308241.0
2021-06-22,54.8414,55.0091,54.3032,54.3738,157276.0
2021-06-23,54.2238,54.4356,53.3813,53.8004,298477.0
2021-06-24,53.8886,53.9062,53.2092,53.7474,234132.0
2021-06-25,53.8886,54.5326,53.5886,53.9062,1237128.0
2021-06-26,53.8886,54.5326,53.5886,53.9062,1237128.0
2021-06-27,53.8886,54.5326,53.5886,53.9062,1237128.0
2021-06-28,54.1091,54.2238,53.4827,53.7739,237340.0
2021-06-29,53.7739,53.9326,52.5475,52.6711,205571.0
2021-06-30,52.5828,53.3151,52.3093,53.1298,316200.0
2021-07-01,53.4386,53.9592,53.2357,53.7827,217401.0
2021-07-02,53.5974,53.7739,53.1122,53.3063,156910.0
2021-07-03,53.5974,53.7739,53.1122,53.3063,156910.0
2021-07-04,53.5974,53.7739,53.1122,53.3063,156910.0
2021-07-05,53.5974,53.7739,53.1122,53.3063,156910.0
2021-07-06,53.3063,53.3063,51.9829,53.1034,205887.0
2021-07-07,52.8916,53.9856,52.7858,53.8974,347540.0
2021-07-08,53.5445,53.721,52.9269,53.1828,184400.0
2021-07-09,53.4739,53.7827,53.1034,53.668,182820.0
2021-07-10,53.4739,53.7827,53.1034,53.668,182820.0
2021-07-11,53.4739,53.7827,53.1034,53.668,182820.0
2021-07-12,53.7298,54.5062,53.2622,54.1885,213356.0
2021-07-13,54.0827,54.3915,53.7651,53.9327,196863.0
2021-07-14,54.2238,54.5944,53.5445,54.3121,139574.0
2021-07-15,54.1533,55.4325,53.9724,55.4149,216424.0
2021-07-16,55.4325,56.1472,55.0973,55.4325,272539.0
2021-07-17,55.4325,56.1472,55.0973,55.4325,272539.0
2021-07-18,55.4325,56.1472,55.0973,55.4325,272539.0
2021-07-19,55.0179,55.1767,53.4122,53.968,200687.0
2021-07-20,54.2062,55.6531,54.2062,54.9385,303746.0
2021-07-21,55.2649,55.5561,54.3297,54.6473,270472.0
2021-07-22,54.7003,54.8502,54.0562,54.2415,275306.0
2021-07-23,54.4356,55.6266,54.3474,55.5737,163449.0
2021-07-24,54.4356,55.6266,54.3474,55.5737,163449.0
2021-07-25,54.4356,55.6266,54.3474,55.5737,163449.0
2021-07-26,55.5825,55.7678,55.0973,55.2649,155260.0
2021-07-27,54.9561,55.8384,54.6385,55.3355,208255.0
2021-07-28,57.0206,57.0206,54.9649,56.0589,290625.0
2021-07-29,56.306,56.456,54.2503,55.1061,520435.0
2021-07-30,54.912,55.759,54.6561,54.6914,227861.0
2021-07-31,54.912,55.759,54.6561,54.6914,227861.0
2021-08-01,54.912,55.759,54.6561,54.6914,227861.0
2021-08-02,54.9208,55.4325,54.4621,54.6297,242832.0
2021-08-03,54.8679,55.4502,54.5062,55.1149,179682.0
2021-08-04,54.762,54.7885,53.9513,54.6473,180489.0
2021-08-05,55.0532,55.6972,54.5592,55.5031,211871.0
2021-08-06,55.6884,56.0104,55.1855,55.2208,185252.0
2021-08-07,55.6884,56.0104,55.1855,55.2208,185252.0
2021-08-08,55.6884,56.0104,55.1855,55.2208,185252.0
2021-08-09,56.2354,56.2354,54.7091,55.0091,214869.0
2021-08-10,55.1326,55.309,54.6385,54.912,111434.0
2021-08-11,55.2649,55.4502,54.8458,55.3443,142424.0
2021-08-12,55.4502,55.4502,54.9826,55.1502,136047.0
2021-08-13,55.0885,55.7943,55.0179,55.7149,161880.0
2021-08-14,55.0885,55.7943,55.0179,55.7149,161880.0
2021-08-15,55.0885,55.7943,55.0179,55.7149,161880.0
2021-08-16,55.7943,56.6677,55.5031,56.2795,206551.0
2021-08-17,56.1295,57.3912,55.8031,57.2941,325815.0
2021-08-18,57.3029,57.3029,55.6619,56.1472,232401.0
2021-08-19,56.7868,56.7868,55.7722,56.2883,299498.0
2021-08-20,56.006,57.2235,55.6531,56.9677,265789.0
2021-08-21,56.006,57.2235,55.6531,56.9677,265789.0
2021-08-22,56.006,57.2235,55.6531,56.9677,265789.0
2021-08-23,56.8177,57.2853,56.1383,56.4736,203495.0
2021-08-24,56.5265,56.5265,55.5384,55.9443,169082.0
2021-08-25,55.9354,56.3854,55.5031,56.0413,278992.0
2021-08-26,55.8825,55.9045,55.3355,55.5384,188818.0
2021-08-27,55.8119,56.6501,55.7854,56.4471,225598.0
2021-08-28,55.8119,56.6501,55.7854,56.4471,225598.0
2021-08-29,55.8119,56.6501,55.7854,56.4471,225598.0
2021-08-30,56.5707,56.5707,55.909,56.1472,196055.0
2021-08-31,56.0501,56.4577,55.706,56.1119,227044.0
2021-09-01,56.2883,57.1177,56.0237,56.7912,201332.0
2021-09-02,56.9941,57.3029,56.8706,57.0912,182164.0
2021-09-03,57.153,57.2941,56.6236,57.1706,258192.0
2021-09-04,57.153,57.2941,56.6236,57.1706,258192.0
2021-09-05,57.153,57.2941,56.6236,57.1706,258192.0
2021-09-06,57.153,57.2941,56.6236,57.1706,258192.0
2021-09-07,57.0383,57.0383,56.5265,56.7824,268565.0
2021-09-08,56.7295,57.8941,56.7295,57.6205,281447.0
2021-09-09,57.7,57.7,56.9677,56.9677,231584.0
2021-09-10,56.9677,57.347,55.159,55.3355,285071.0
2021-09-11,56.9677,57.347,55.159,55.3355,285071.0
2021-09-12,56.9677,57.347,55.159,55.3355,285071.0
2021-09-13,55.5825,56.3501,55.159,55.3443,294678.0
2021-09-14,55.5582,55.5582,54.881,55.1037,283046.0
2021-09-15,55.1305,55.5849,55.0146,55.3532,493597.0
2021-09-16,55.3354,55.6919,54.4354,54.5245,441062.0
2021-09-17,54.774,54.774,53.2949,53.5889,771505.0
2021-09-18,54.774,54.774,53.2949,53.5889,771505.0
2021-09-19,54.774,54.774,53.2949,53.5889,771505.0
2021-09-20,53.0276,54.0478,52.8271,53.4374,452553.0
2021-09-21,53.7048,53.9454,53.0097,53.0721,320885.0
2021-09-22,53.179,53.8072,52.5909,52.68,459132.0
2021-09-23,52.582,53.1122,51.9404,52.0474,228001.0
2021-09-24,52.1899,52.5642,51.9137,52.4305,296032.0
2021-09-25,52.1899,52.5642,51.9137,52.4305,296032.0
2021-09-26,52.1899,52.5642,51.9137,52.4305,296032.0
2021-09-27,52.5107,53.4458,52.3593,52.5553,280871.0
2021-09-28,52.5107,52.5909,51.5484,51.6642,312176.0
2021-09-29,51.6553,52.5464,51.3613,52.3593,211510.0
2021-09-30,52.4929,52.7366,50.9959,51.0583,274864.0
2021-10-01,51.4771,52.1187,50.7063,51.6286,282857.0
2021-10-02,51.4771,52.1187,50.7063,51.6286,282857.0
2021-10-03,51.4771,52.1187,50.7063,51.6286,282857.0
2021-10-04,51.6108,52.7424,51.6108,52.5018,224828.0
2021-10-05,52.4751,52.7781,52.1555,52.3058,188592.0
2021-10-06,51.9761,53.2102,51.7088,53.1345,232222.0
2021-10-07,53.3662,53.8206,52.8315,53.0276,316650.0
2021-10-08,52.9295,53.1612,52.3593,52.4573,190026.0
2021-10-09,52.9295,53.1612,52.3593,52.4573,190026.0
2021-10-10,52.9295,53.1612,52.3593,52.4573,190026.0
2021-10-11,52.1454,52.1454,50.8355,51.2276,379806.0
2021-10-12,51.1652,51.8202,50.8979,51.5484,323960.0
2021-10-13,51.3613,51.8603,51.3327,51.4504,186263.0
2021-10-14,51.7979,51.9939,51.388,51.5751,209875.0
2021-10-15,52.0117,52.0117,50.8177,50.9335,434651.0
2021-10-16,52.0117,52.0117,50.8177,50.9335,434651.0
2021-10-17,52.0117,52.0117,50.8177,50.9335,434651.0
2021-10-18,50.791,50.8801,50.3276,50.6573,266681.0
2021-10-19,50.9246,51.3256,50.6573,51.2365,278382.0
2021-10-20,51.1296,51.9494,51.1296,51.584,209005.0
2021-10-21,51.388,51.6197,50.6261,50.693,228057.0
2021-10-22,50.9424,51.0939,50.5236,50.8533,341004.0
2021-10-23,50.9424,51.0939,50.5236,50.8533,341004.0
2021-10-24,50.9424,51.0939,50.5236,50.8533,341004.0
2021-10-25,50.7464,51.5127,50.5236,50.9157,284976.0
2021-10-26,50.7821,51.8375,50.586,50.6395,341314.0
2021-10-27,50.9068,51.085,49.9801,50.791,434007.0
2021-10-28,50.791,51.3122,50.6217,51.1385,226698.0
2021-10-29,50.8979,51.2365,50.3098,50.6662,279927.0
2021-10-30,50.8979,51.2365,50.3098,50.6662,279927.0
2021-10-31,50.8979,51.2365,50.3098,50.6662,279927.0
2021-11-01,51.3479,51.9315,50.6662,51.7088,264275.0
2021-11-02,51.9226,51.9226,50.8177,51.3345,178755.0
2021-11-03,51.2098,52.0296,51.2098,51.6018,194229.0
2021-11-04,51.7711,52.0296,50.9692,51.3613,193409.0
2021-11-05,51.6464,52.5553,51.6464,52.3414,208663.0
2021-11-06,51.6464,52.5553,51.6464,52.3414,208663.0
2021-11-07,51.6464,52.5553,51.6464,52.3414,208663.0
2021-11-08,52.0474,52.0474,50.185,50.4435,317309.0
2021-11-09,50.6306,51.0137,50.3009,50.6751,134658.0
2021-11-10,50.7553,51.985,50.7553,51.9404,206998.0
2021-11-11,51.9404,51.9404,51.3301,51.682,209936.0
2021-11-12,51.6375,52.0296,51.2811,51.3969,189755.0
2021-11-13,51.6375,52.0296,51.2811,51.3969,189755.0
2021-11-14,51.6375,52.0296,51.2811,51.3969,189755.0
2021-11-15,51.6642,52.1365,51.1563,52.0919,198294.0
2021-11-16,49.8999,50.3454,48.7504,49.3653,1549818.0
2021-11-17,48.7326,48.893,47.8148,48.7772,2452226.0
2021-11-18,49.0356,49.8999,48.5722,48.7861,1545387.0
2021-11-19,48.5856,49.1692,48.0465,48.8217,567690.0
2021-11-20,48.5856,49.1692,48.0465,48.8217,567690.0
2021-11-21,48.5856,49.1692,48.0465,48.8217,567690.0
2021-11-22,48.6346,50.2831,48.3494,50.2029,1049904.0
2021-11-23,49.9266,50.6395,49.7774,50.185,3136819.0
2021-11-24,50.1316,50.7108,49.6237,50.5326,1335763.0
2021-11-25,50.1316,50.7108,49.6237,50.5326,1335763.0
2021-11-26,49.7217,50.0692,48.5811,49.5167,287773.0
2021-11-27,49.7217,50.0692,48.5811,49.5167,287773.0
2021-11-28,49.7217,50.0692,48.5811,49.5167,287773.0
2021-11-29,49.9355,50.4524,49.2583,50.0603,645412.0
2021-11-30,49.7128,50.1494,48.9286,49.2761,1040546.0
2021-12-01,49.7974,50.3009,49.4009,49.4009,826424.0
2021-12-02,49.695,49.9722,49.2761,49.6504,662526.0
2021-12-03,49.8553,50.1583,49.196,49.6326,429389.0
2021-12-04,49.8553,50.1583,49.196,49.6326,429389.0
2021-12-05,49.8553,50.1583,49.196,49.6326,429389.0
2021-12-06,50.3811,50.9157,50.0909,50.7197,568482.0
2021-12-07,50.7019,50.9246,49.8375,50.0959,353872.0
2021-12-08,50.3009,50.7375,49.8108,50.4791,491372.0
2021-12-09,50.3187,50.5058,49.8643,50.1138,302486.0
2021-12-10,50.2474,50.6217,50.0781,50.3276,258430.0
2021-12-11,50.2474,50.6217,50.0781,50.3276,258430.0
2021-12-12,50.2474,50.6217,50.0781,50.3276,258430.0
2021-12-13,49.4544,50.1227,49.4009,49.8108,516248.0
2021-12-14,50.018,50.3965,49.7477,49.8288,675368.0
2021-12-15,49.8378,51.0092,49.7657,50.7118,507282.0
2021-12-16,50.847,51.4687,50.1081,50.4415,673230.0
2021-12-17,50.6848,50.8643,49.6125,49.7837,1151960.0
2021-12-18,50.6848,50.8643,49.6125,49.7837,1151960.0
2021-12-19,50.6848,50.8643,49.6125,49.7837,1151960.0
2021-12-20,49.6846,49.7657,48.8827,49.4954,680092.0
2021-12-21,49.5585,50.5046,48.7836,49.117,433244.0
2021-12-22,49.189,49.991,49.1125,49.991,373133.0
2021-12-23,49.991,50.4415,49.9189,50.0,224101.0
2021-12-24,49.991,50.4415,49.9189,50.0,224101.0
2021-12-25,49.991,50.4415,49.9189,50.0,224101.0
2021-12-26,49.991,50.4415,49.9189,50.0,224101.0
2021-12-27,50.0451,50.2793,49.581,50.2613,541620.0
2021-12-28,50.2793,51.1444,50.0216,51.1263,227046.0
2021-12-29,51.1714,51.5228,50.883,51.4507,266257.0
2021-12-30,51.5228,51.9463,51.2795,51.7481,240015.0
2021-12-31,51.7481,51.8292,51.0554,51.5048,184293.0
2022-01-01,51.7481,51.8292,51.0554,51.5048,184293.0
2022-01-02,51.7481,51.8292,51.0554,51.5048,184293.0
2022-01-03,51.658,51.9733,50.5947,51.2074,411290.0
2022-01-04,51.4687,52.1175,51.2164,51.4597,236306.0
2022-01-05,51.4237,52.1473,51.2525,51.3606,263160.0
2022-01-06,51.3606,51.7391,50.9912,51.3426,299965.0
2022-01-07,51.4057,51.8547,51.2795,51.658,239040.0
2022-01-08,51.4057,51.8547,51.2795,51.658,239040.0
2022-01-09,51.4057,51.8547,51.2795,51.658,239040.0
2022-01-10,51.9283,52.113,51.2705,51.4417,439767.0
2022-01-11,51.3696,51.4147,50.4595,50.6307,332552.0
2022-01-12,50.6848,50.7163,50.0811,50.6217,616117.0
2022-01-13,50.7659,51.6399,50.7659,51.2885,280690.0
2022-01-14,51.5679,52.3698,51.0542,52.2617,387292.0
2022-01-15,51.5679,52.3698,51.0542,52.2617,387292.0
2022-01-16,51.5679,52.3698,51.0542,52.2617,387292.0
2022-01-17,51.5679,52.3698,51.0542,52.2617,387292.0
2022-01-18,52.2617,52.8564,51.8292,52.3067,667505.0
2022-01-19,52.2256,52.6401,51.4958,51.8562,299886.0
2022-01-20,51.9283,52.532,51.6985,52.0364,297053.0
2022-01-21,52.0274,53.0816,51.2705,51.73,474348.0
2022-01-22,52.0274,53.0816,51.2705,51.73,474348.0
2022-01-23,52.0274,53.0816,51.2705,51.73,474348.0
2022-01-24,51.5048,51.8562,50.2793,51.676,580122.0
2022-01-25,51.2615,52.6221,51.0362,51.9643,818547.0
2022-01-26,52.3338,53.2078,52.0004,52.4058,581600.0
2022-01-27,52.532,53.1447,52.0184,52.3878,534417.0
2022-01-28,52.4779,52.9194,51.721,52.8474,490137.0
2022-01-29,52.4779,52.9194,51.721,52.8474,490137.0
2022-01-30,52.4779,52.9194,51.721,52.8474,490137.0
2022-01-31,52.4149,52.6672,51.6309,52.3698,886226.0
2022-02-01,52.2256,53.0366,51.9643,52.7843,386321.0
2022-02-02,52.4058,52.9194,52.2707,52.7933,292852.0
2022-02-03,52.7933,52.9285,52.3247,52.6401,217918.0
2022-02-04,52.2617,52.6131,51.4417,52.3428,219694.0
2022-02-05,52.2617,52.6131,51.4417,52.3428,219694.0
2022-02-06,52.2617,52.6131,51.4417,52.3428,219694.0
2022-02-07,52.3247,52.6852,51.7571,52.3698,195334.0
2022-02-08,52.7302,52.8293,52.1896,52.7482,396782.0
2022-02-09,52.7212,53.1177,52.514,52.9465,424111.0
2022-02-10,52.7753,52.7753,50.7389,50.9281,375467.0
2022-02-11,51.1984,52.2977,51.1624,51.9373,332933.0
2022-02-12,51.1984,52.2977,51.1624,51.9373,332933.0
2022-02-13,51.1984,52.2977,51.1624,51.9373,332933.0
2022-02-14,52.0815,52.4149,51.1984,51.9283,309801.0
2022-02-15,51.8922,52.4329,51.8472,52.0905,636851.0
2022-02-16,52.0995,52.4554,51.8111,52.2076,258427.0
2022-02-17,52.5861,53.4961,51.8292,53.2799,431587.0
2022-02-18,53.6538,54.3702,53.0906,53.4871,422503.0
2022-02-19,53.6538,54.3702,53.0906,53.4871,422503.0
2022-02-20,53.6538,54.3702,53.0906,53.4871,422503.0
2022-02-21,53.6538,54.3702,53.0906,53.4871,422503.0
2022-02-22,53.2799,54.2981,52.8113,53.5862,413978.0
2022-02-23,53.4781,53.843,52.2346,52.2527,386110.0
2022-02-24,51.5859,52.3698,51.2795,52.3067,800697.0
2022-02-25,52.7212,54.3161,52.7212,54.3161,476535.0
2022-02-26,52.7212,54.3161,52.7212,54.3161,476535.0
2022-02-27,52.7212,54.3161,52.7212,54.3161,476535.0
2022-02-28,53.9196,54.9018,53.7845,54.4963,646441.0
2022-03-01,54.4963,54.7216,52.3712,53.3069,421160.0
2022-03-02,53.5412,54.2846,52.7933,53.9647,546847.0
2022-03-03,54.226,54.8657,53.9016,54.6495,566946.0
2022-03-04,54.4873,55.7758,54.253,55.6857,439758.0
2022-03-05,54.4873,55.7758,54.253,55.6857,439758.0
2022-03-06,54.4873,55.7758,54.253,55.6857,439758.0
2022-03-07,55.1271,56.2534,55.1271,55.6677,414525.0
2022-03-08,56.1182,56.2173,55.073,55.2892,505314.0
2022-03-09,55.6767,56.1903,54.8567,54.9378,1107890.0
2022-03-10,54.6765,54.9108,54.0368,54.4062,255986.0
2022-03-11,54.4783,55.073,54.1449,54.262,315177.0
2022-03-12,54.4783,55.073,54.1449,54.262,315177.0
2022-03-13,54.4783,55.073,54.1449,54.262,315177.0
2022-03-14,54.426,54.7993,53.6337,53.7703,289302.0
2022-03-15,54.2074,54.5899,53.7794,54.1255,341859.0
2022-03-16,54.0708,54.6172,52.9963,53.6793,327976.0
2022-03-17,53.3697,53.8432,52.7687,52.8597,458403.0
2022-03-18,52.9781,53.0783,51.9218,52.2132,1282568.0
2022-03-19,52.9781,53.0783,51.9218,52.2132,1282568.0
2022-03-20,52.9781,53.0783,51.9218,52.2132,1282568.0
2022-03-21,52.195,53.224,52.195,52.9053,331932.0
2022-03-22,53.0328,53.2786,52.2952,52.368,427135.0
2022-03-23,52.3407,52.6549,52.0948,52.45,361382.0
2022-03-24,52.4227,53.1784,52.2496,52.45,312610.0
2022-03-25,52.3225,53.7977,52.2588,53.7521,263385.0
2022-03-26,52.3225,53.7977,52.2588,53.7521,263385.0
2022-03-27,52.3225,53.7977,52.2588,53.7521,263385.0
2022-03-28,53.9525,54.2165,53.2877,53.8523,205595.0
2022-03-29,54.0116,54.7656,53.8887,54.6445,323627.0
2022-03-30,54.6263,54.9359,54.2803,54.5443,275567.0
2022-03-31,54.69,55.678,54.4396,55.0816,426982.0
2022-04-01,55.1271,55.6826,54.9541,55.6461,343467.0
2022-04-02,55.1271,55.6826,54.9541,55.6461,343467.0
2022-04-03,55.1271,55.6826,54.9541,55.6461,343467.0
2022-04-04,55.546,55.7736,54.2884,54.7629,218328.0
2022-04-05,54.7356,55.8374,54.7356,55.5278,360686.0
2022-04-06,55.2364,57.0029,55.2364,56.6842,532758.0
2022-04-07,56.7389,56.7389,54.8539,55.2728,386749.0
2022-04-08,55.6279,56.0969,55.3821,55.4913,214645.0
2022-04-09,55.6279,56.0969,55.3821,55.4913,214645.0
2022-04-10,55.6279,56.0969,55.3821,55.4913,214645.0
2022-04-11,55.719,56.2197,54.6627,54.7265,284766.0
2022-04-12,54.8995,55.3821,54.5443,55.1726,290044.0
2022-04-13,55.464,55.6097,54.1619,54.171,221833.0
2022-04-14,54.426,55.0634,54.1801,54.4897,395025.0
2022-04-15,54.426,55.0634,54.1801,54.4897,395025.0
2022-04-16,54.426,55.0634,54.1801,54.4897,395025.0
2022-04-17,54.426,55.0634,54.1801,54.4897,395025.0
2022-04-18,54.6172,55.5278,54.1892,54.5261,196169.0
2022-04-19,55.1271,56.1105,55.0816,56.0377,229581.0
2022-04-20,56.2289,57.1213,56.1288,56.7844,232030.0
2022-04-21,56.6387,57.4218,56.3631,56.8572,213490.0
2022-04-22,56.8937,56.8937,56.0149,56.0559,213938.0
2022-04-23,56.8937,56.8937,56.0149,56.0559,213938.0
2022-04-24,56.8937,56.8937,56.0149,56.0559,213938.0
2022-04-25,56.2927,56.2927,53.1602,53.9342,462978.0
2022-04-26,53.6337,54.7993,53.6337,53.8796,307301.0
2022-04-27,53.9342,54.2894,53.3788,53.4607,347020.0
2022-04-28,54.0799,54.2165,53.4198,53.5336,324029.0
2022-04-29,54.863,54.863,51.4756,51.6213,510652.0
2022-04-30,54.863,54.863,51.4756,51.6213,510652.0
2022-05-01,54.863,54.863,51.4756,51.6213,510652.0
2022-05-02,51.8217,52.277,50.0187,50.6834,446882.0
2022-05-03,50.8109,52.541,50.8109,52.1768,480420.0
2022-05-04,52.0584,53.8705,51.6851,53.7794,334071.0
2022-05-05,53.7521,53.8842,52.6958,53.1511,260564.0
2022-05-06,53.7612,53.7612,52.4136,53.4516,261797.0
2022-05-07,53.7612,53.7612,52.4136,53.4516,261797.0
2022-05-08,53.7612,53.7612,52.4136,53.4516,261797.0
2022-05-09,53.0965,54.1772,52.4864,53.652,331470.0
2022-05-10,53.743,54.3167,52.5866,53.3424,259229.0
2022-05-11,53.2149,54.5261,53.2149,53.6702,345670.0
2022-05-12,53.4789,53.8068,52.5001,53.3424,340605.0
2022-05-13,53.8705,54.2347,52.6321,53.9798,316590.0
2022-05-14,53.8705,54.2347,52.6321,53.9798,316590.0
2022-05-15,53.8705,54.2347,52.6321,53.9798,316590.0
2022-05-16,54.1528,54.9723,53.9616,54.9723,260439.0
2022-05-17,55.3183,56.0741,54.2621,55.7372,314564.0
2022-05-18,56.0013,57.3216,55.6416,56.2745,575078.0
2022-05-19,55.8829,56.1105,54.7173,55.5551,457308.0
2022-05-20,55.7008,55.8283,54.344,55.2091,380813.0
2022-05-21,55.7008,55.8283,54.344,55.2091,380813.0
2022-05-22,55.7008,55.8283,54.344,55.2091,380813.0
2022-05-23,55.8738,56.2016,54.1983,55.4822,241715.0
2022-05-24,55.3092,56.5294,54.7902,56.4839,254655.0
2022-05-25,56.3655,56.9119,56.1743,56.6478,292541.0
2022-05-26,56.8663,57.2396,56.6478,56.7206,218019.0
2022-05-27,56.4748,57.1122,56.2653,57.1122,280140.0
2022-05-28,56.4748,57.1122,56.2653,57.1122,280140.0
