,THG US Equity,THG US Equity,THG US Equity,THG US Equity,THG US Equity
2021-03-16,120.0328,120.4049,119.0372,119.8095,245923.0
2021-03-17,120.4049,121.3074,119.335,120.3863,238646.0
2021-03-18,121.2144,123.9963,120.5873,123.8568,402855.0
2021-03-19,123.4195,124.1545,121.6424,122.2192,735334.0
2021-03-20,123.4195,124.1545,121.6424,122.2192,735334.0
2021-03-21,123.4195,124.1545,121.6424,122.2192,735334.0
2021-03-22,122.0239,122.0239,119.6699,120.7399,259337.0
2021-03-23,120.2468,121.2284,118.5534,119.1768,253072.0
2021-03-24,119.5862,121.8331,118.9442,119.5397,221351.0
2021-03-25,119.7816,122.4798,118.3022,121.9215,168910.0
2021-03-26,123.4474,123.9498,121.2144,121.9866,181242.0
2021-03-27,123.4474,123.9498,121.2144,121.9866,181242.0
2021-03-28,123.4474,123.9498,121.2144,121.9866,181242.0
2021-03-29,121.2702,123.1218,120.8236,121.9773,210486.0
2021-03-30,122.2006,122.8985,121.7727,122.1541,135936.0
2021-03-31,121.875,122.396,120.4515,120.4515,189751.0
2021-04-01,119.9211,121.4284,119.1861,121.3354,140372.0
2021-04-02,119.9211,121.4284,119.1861,121.3354,140372.0
2021-04-03,119.9211,121.4284,119.1861,121.3354,140372.0
2021-04-04,119.9211,121.4284,119.1861,121.3354,140372.0
2021-04-05,121.9587,122.7403,121.3912,122.4146,156489.0
2021-04-06,122.9543,124.0336,122.8147,123.9033,151489.0
2021-04-07,124.0894,125.0477,123.0659,125.0012,210300.0
2021-04-08,124.2569,125.2524,123.7591,124.8802,190462.0
2021-04-09,125.7641,126.3224,124.4988,125.3827,178340.0
2021-04-10,125.7641,126.3224,124.4988,125.3827,178340.0
2021-04-11,125.7641,126.3224,124.4988,125.3827,178340.0
2021-04-12,125.4292,126.2386,124.8244,125.4292,228160.0
2021-04-13,125.6153,126.3922,124.7035,125.3082,192375.0
2021-04-14,125.5594,127.3086,125.5594,126.3689,219433.0
2021-04-15,127.1504,127.4389,125.2477,125.5315,267351.0
2021-04-16,126.5643,126.8248,123.8196,124.7686,251183.0
2021-04-17,126.5643,126.8248,123.8196,124.7686,251183.0
2021-04-18,126.5643,126.8248,123.8196,124.7686,251183.0
2021-04-19,125.485,126.1084,124.2196,125.7641,199767.0
2021-04-20,125.8479,127.0016,124.0615,125.2617,199530.0
2021-04-21,125.0198,126.3317,125.0012,125.4106,251784.0
2021-04-22,124.8244,124.8709,123.68,124.108,157392.0
2021-04-23,124.5453,125.9083,124.3452,125.1594,192247.0
2021-04-24,124.5453,125.9083,124.3452,125.1594,192247.0
2021-04-25,124.5453,125.9083,124.3452,125.1594,192247.0
2021-04-26,125.9502,126.8899,125.485,125.5687,198044.0
2021-04-27,125.4385,126.9737,124.8895,126.9458,171375.0
2021-04-28,127.3737,127.7552,124.6755,125.1873,169186.0
2021-04-29,126.0712,128.5089,125.485,127.8762,254740.0
2021-04-30,127.7459,132.1189,125.6983,128.6856,355343.0
2021-05-01,127.7459,132.1189,125.6983,128.6856,355343.0
2021-05-02,127.7459,132.1189,125.6983,128.6856,355343.0
2021-05-03,130.1836,131.4862,128.902,130.1278,221003.0
2021-05-04,129.8207,132.3794,129.7463,130.7512,242732.0
2021-05-05,130.6209,130.6348,127.8948,128.9461,229224.0
2021-05-06,129.5881,131.3466,129.5416,131.1884,167170.0
2021-05-07,129.9789,131.8304,129.8673,131.7281,150351.0
2021-05-08,129.9789,131.8304,129.8673,131.7281,150351.0
2021-05-09,129.9789,131.8304,129.8673,131.7281,150351.0
2021-05-10,132.2026,132.6957,130.3139,130.4255,147997.0
2021-05-11,129.616,130.5372,127.7682,128.0716,166283.0
2021-05-12,129.4765,129.8673,127.839,127.9041,224620.0
2021-05-13,127.3737,132.8353,127.3737,132.277,194728.0
2021-05-14,132.1933,133.2354,131.877,132.8632,137243.0
2021-05-15,132.1933,133.2354,131.877,132.8632,137243.0
2021-05-16,132.1933,133.2354,131.877,132.8632,137243.0
2021-05-17,132.1096,132.8446,131.4629,132.7422,168095.0
2021-05-18,132.3701,132.4817,130.0533,130.0906,163249.0
2021-05-19,129.1136,129.7835,127.3551,129.6905,135268.0
2021-05-20,129.6253,130.3232,128.574,129.8021,122273.0
2021-05-21,131.0396,131.5932,129.9882,130.472,221938.0
2021-05-22,131.0396,131.5932,129.9882,130.472,221938.0
2021-05-23,131.0396,131.5932,129.9882,130.472,221938.0
2021-05-24,131.0768,131.0768,130.1278,130.2394,106904.0
2021-05-25,129.8207,130.2394,127.9227,128.0064,191696.0
2021-05-26,128.5461,129.1881,128.0716,128.453,130356.0
2021-05-27,129.4207,130.0626,128.8345,129.5323,231126.0
2021-05-28,130.5279,130.5279,128.5833,129.7835,135179.0
2021-05-29,130.5279,130.5279,128.5833,129.7835,135179.0
2021-05-30,130.5279,130.5279,128.5833,129.7835,135179.0
2021-05-31,130.5279,130.5279,128.5833,129.7835,135179.0
2021-06-01,130.2673,130.7884,129.4114,129.9045,121026.0
2021-06-02,130.1929,130.4627,129.1369,129.3555,141861.0
2021-06-03,128.7601,129.951,128.3321,129.4579,123206.0
2021-06-04,129.4579,129.9045,128.6019,129.7556,145676.0
2021-06-05,129.4579,129.9045,128.6019,129.7556,145676.0
2021-06-06,129.4579,129.9045,128.6019,129.7556,145676.0
2021-06-07,129.6998,130.4627,128.453,129.1229,165816.0
2021-06-08,128.6763,130.686,128.1181,130.5465,132741.0
2021-06-09,130.3139,130.4162,129.1694,129.2997,123303.0
2021-06-10,130.1413,130.8801,129.2529,129.5896,147380.0
2021-06-11,130.1787,130.7959,129.2903,130.7585,128638.0
2021-06-12,130.1787,130.7959,129.2903,130.7585,128638.0
2021-06-13,130.1787,130.7959,129.2903,130.7585,128638.0
2021-06-14,130.4125,130.7211,128.8508,128.8695,219081.0
2021-06-15,129.1501,131.2822,128.0416,130.2909,167889.0
2021-06-16,129.9169,130.6743,127.3266,127.6445,322656.0
2021-06-17,127.8316,127.8316,124.0162,124.3061,184180.0
2021-06-18,122.5387,122.9221,121.1548,121.4072,385190.0
2021-06-19,122.5387,122.9221,121.1548,121.4072,385190.0
2021-06-20,122.5387,122.9221,121.1548,121.4072,385190.0
2021-06-21,122.6229,125.4984,122.4639,125.3348,215601.0
2021-06-22,125.0355,126.3821,124.0817,125.5498,151955.0
2021-06-23,125.3909,126.3166,125.1477,125.3348,145052.0
2021-06-24,125.8397,127.1957,124.7363,126.8029,181068.0
2021-06-25,127.1396,129.8608,127.0831,129.1968,286543.0
2021-06-26,127.1396,129.8608,127.0831,129.1968,286543.0
2021-06-27,127.1396,129.8608,127.0831,129.1968,286543.0
2021-06-28,128.8134,128.9023,126.1156,126.3073,185279.0
2021-06-29,126.9058,127.4575,126.513,127.2424,157682.0
2021-06-30,126.7936,127.4341,126.2138,126.8403,138992.0
2021-07-01,127.5323,128.7573,126.8403,128.2243,131627.0
2021-07-02,128.1121,128.9046,126.7562,127.2705,102413.0
2021-07-03,128.1121,128.9046,126.7562,127.2705,102413.0
2021-07-04,128.1121,128.9046,126.7562,127.2705,102413.0
2021-07-05,128.1121,128.9046,126.7562,127.2705,102413.0
2021-07-06,126.9432,127.5978,124.5586,126.6626,194132.0
2021-07-07,126.0268,128.8882,126.0268,128.7573,166726.0
2021-07-08,127.177,128.3459,125.8584,126.4382,169397.0
2021-07-09,128.402,129.7486,127.5604,128.6919,163541.0
2021-07-10,128.402,129.7486,127.5604,128.6919,163541.0
2021-07-11,128.402,129.7486,127.5604,128.6919,163541.0
2021-07-12,128.8134,130.8333,128.1027,130.5621,181062.0
2021-07-13,130.1133,130.4337,127.3172,127.4388,116289.0
2021-07-14,127.9438,129.0753,126.9712,128.2337,140527.0
2021-07-15,127.0554,128.7573,126.5691,128.084,107428.0
2021-07-16,128.5796,129.2529,127.7193,127.9999,112336.0
2021-07-17,128.5796,129.2529,127.7193,127.9999,112336.0
2021-07-18,128.5796,129.2529,127.7193,127.9999,112336.0
2021-07-19,126.2886,126.3541,121.9496,123.0063,131340.0
2021-07-20,123.3149,127.032,123.3149,124.914,322548.0
2021-07-21,125.9052,127.2237,125.2693,125.6714,136352.0
2021-07-22,124.942,125.8397,122.6182,122.7725,100638.0
2021-07-23,123.5113,124.2687,122.7351,123.9508,140138.0
2021-07-24,123.5113,124.2687,122.7351,123.9508,140138.0
2021-07-25,123.5113,124.2687,122.7351,123.9508,140138.0
2021-07-26,124.1752,124.8953,123.3242,123.6235,134595.0
2021-07-27,123.025,124.1939,122.3283,122.6884,215859.0
2021-07-28,127.7754,127.7754,120.7246,124.1752,254879.0
2021-07-29,125.3815,126.8964,124.0349,126.7281,194027.0
2021-07-30,126.831,127.9157,126.0268,127.0835,176750.0
2021-07-31,126.831,127.9157,126.0268,127.0835,176750.0
2021-08-01,126.831,127.9157,126.0268,127.0835,176750.0
2021-08-02,127.5136,129.2903,125.634,126.1203,151327.0
2021-08-03,126.1483,126.7795,124.3996,126.0829,206499.0
2021-08-04,125.4096,126.3728,124.783,125.1664,127556.0
2021-08-05,126.2044,126.9619,125.3909,126.4289,152753.0
2021-08-06,127.177,128.748,126.2418,128.6451,110609.0
2021-08-07,127.177,128.748,126.2418,128.6451,110609.0
2021-08-08,127.177,128.748,126.2418,128.6451,110609.0
2021-08-09,128.8508,129.8608,127.7193,129.655,91002.0
2021-08-10,130.3844,131.5066,129.3558,130.4967,91270.0
2021-08-11,130.7211,132.3576,130.0992,132.3389,142560.0
2021-08-12,132.8625,132.8625,131.7778,132.1331,114705.0
2021-08-13,132.6474,132.8485,131.3757,131.9461,77515.0
2021-08-14,132.6474,132.8485,131.3757,131.9461,77515.0
2021-08-15,132.6474,132.8485,131.3757,131.9461,77515.0
2021-08-16,131.8245,133.4049,131.1423,131.8245,122253.0
2021-08-17,130.2909,133.2179,130.2909,132.9186,122090.0
2021-08-18,132.236,133.3348,131.1793,131.2822,90557.0
2021-08-19,130.6369,132.5259,130.6369,131.0203,118889.0
2021-08-20,130.9923,133.7789,130.9923,131.9929,133349.0
2021-08-21,130.9923,133.7789,130.9923,131.9929,133349.0
2021-08-22,130.9923,133.7789,130.9923,131.9929,133349.0
2021-08-23,132.7877,132.7877,131.4505,131.4972,79431.0
2021-08-24,131.4505,131.4692,130.4593,130.6463,64294.0
2021-08-25,130.9549,132.0209,130.7258,131.0016,86685.0
2021-08-26,131.731,131.731,129.5148,130.1507,105213.0
2021-08-27,130.5808,133.3768,130.5808,133.115,123420.0
2021-08-28,130.5808,133.3768,130.5808,133.115,123420.0
2021-08-29,130.5808,133.3768,130.5808,133.115,123420.0
2021-08-30,133.1992,133.1992,131.1512,131.5253,121698.0
2021-08-31,131.3009,132.8812,131.3009,132.1425,168726.0
2021-09-01,132.6194,132.6194,130.8427,132.1705,106595.0
2021-09-02,132.4043,132.6802,131.703,131.8152,174780.0
2021-09-03,131.5066,131.745,130.0946,130.4873,79257.0
2021-09-04,131.5066,131.745,130.0946,130.4873,79257.0
2021-09-05,131.5066,131.745,130.0946,130.4873,79257.0
2021-09-06,131.5066,131.745,130.0946,130.4873,79257.0
2021-09-07,130.9175,130.9175,128.9163,129.0098,101938.0
2021-09-08,128.4955,130.1694,128.4955,130.0852,91980.0
2021-09-09,129.8408,131.2741,129.2675,129.3897,97005.0
2021-09-10,129.9818,129.9818,126.7957,126.8709,83472.0
2021-09-11,129.9818,129.9818,126.7957,126.8709,83472.0
2021-09-12,129.9818,129.9818,126.7957,126.8709,83472.0
2021-09-13,127.8859,127.9893,126.26,127.1717,142276.0
2021-09-14,128.1491,128.1491,124.1923,124.8784,117575.0
2021-09-15,124.4085,125.2356,123.8446,124.3615,92275.0
2021-09-16,124.3427,124.3427,122.3126,123.5532,115414.0
2021-09-17,123.7976,124.0889,122.181,122.8765,437361.0
2021-09-18,123.7976,124.0889,122.181,122.8765,437361.0
2021-09-19,123.7976,124.0889,122.181,122.8765,437361.0
2021-09-20,121.1002,122.3784,119.0372,120.4047,140230.0
2021-09-21,121.3916,121.3916,119.1265,119.6716,145741.0
2021-09-22,120.5081,123.3793,120.2825,122.369,224047.0
2021-09-23,122.3784,125.6397,122.3784,124.6153,144144.0
2021-09-24,125.4047,126.7769,124.4085,125.0946,247921.0
2021-09-25,125.4047,126.7769,124.4085,125.0946,247921.0
2021-09-26,125.4047,126.7769,124.4085,125.0946,247921.0
2021-09-27,125.6021,126.5293,125.0006,125.1322,149121.0
2021-09-28,125.0194,126.448,123.5438,123.9762,102377.0
2021-09-29,124.5965,124.9818,123.901,124.0795,111573.0
2021-09-30,124.7092,125.0993,121.8145,121.8239,118614.0
2021-10-01,122.5852,124.6153,121.1378,123.807,156122.0
2021-10-02,122.5852,124.6153,121.1378,123.807,156122.0
2021-10-03,122.5852,124.6153,121.1378,123.807,156122.0
2021-10-04,124.0325,125.6209,122.228,122.5664,149710.0
2021-10-05,123.2619,126.8521,122.1622,126.1284,279922.0
2021-10-06,125.057,127.0589,123.1961,126.9367,161488.0
2021-10-07,127.698,129.6435,127.6275,128.7318,117170.0
2021-10-08,129.0044,129.3239,127.9235,128.0457,99376.0
2021-10-09,129.0044,129.3239,127.9235,128.0457,99376.0
2021-10-10,129.0044,129.3239,127.9235,128.0457,99376.0
2021-10-11,128.0457,129.5401,126.5607,126.6171,92024.0
2021-10-12,126.8051,128.2055,125.7619,125.9123,95836.0
2021-10-13,125.5269,125.5269,123.3558,125.2638,147319.0
2021-10-14,125.978,127.4912,125.8277,126.7675,75915.0
2021-10-15,127.6792,127.6792,126.1049,126.26,116185.0
2021-10-16,127.6792,127.6792,126.1049,126.26,116185.0
2021-10-17,127.6792,127.6792,126.1049,126.26,116185.0
2021-10-18,125.8747,126.4621,125.1604,125.4611,108773.0
2021-10-19,127.839,127.839,124.7656,125.3013,61148.0
2021-10-20,125.198,126.4198,124.7938,124.9912,176640.0
2021-10-21,125.1792,125.4987,123.1867,124.4461,139871.0
2021-10-22,125.151,125.5927,123.8728,124.6904,165801.0
2021-10-23,125.151,125.5927,123.8728,124.6904,165801.0
2021-10-24,125.151,125.5927,123.8728,124.6904,165801.0
2021-10-25,124.6622,125.151,122.9517,124.0889,125765.0
2021-10-26,124.4931,124.7844,123.5532,123.6284,100261.0
2021-10-27,123.7224,123.9668,120.8088,121.1284,165782.0
2021-10-28,122.8483,124.9019,117.3455,119.2957,313935.0
2021-10-29,119.3615,121.0566,117.9517,118.4216,308122.0
2021-10-30,119.3615,121.0566,117.9517,118.4216,308122.0
2021-10-31,119.3615,121.0566,117.9517,118.4216,308122.0
2021-11-01,119.2393,120.9968,118.3323,119.4273,193258.0
2021-11-02,119.4273,120.2919,118.3276,119.7562,157149.0
2021-11-03,119.5024,123.1726,119.5024,122.1246,166692.0
2021-11-04,121.6359,121.6359,117.2844,117.4348,145488.0
2021-11-05,117.9517,119.9003,117.5147,118.1115,78522.0
2021-11-06,117.9517,119.9003,117.5147,118.1115,78522.0
2021-11-07,117.9517,119.9003,117.5147,118.1115,78522.0
2021-11-08,118.4874,119.8126,117.759,118.1397,81478.0
2021-11-09,117.2656,117.8241,116.3821,117.1622,82884.0
2021-11-10,117.0964,119.0701,116.8897,118.7788,122348.0
2021-11-11,118.525,119.8925,118.4216,118.9103,72142.0
2021-11-12,118.7412,120.3765,118.7318,119.4555,94522.0
2021-11-13,118.7412,120.3765,118.7318,119.4555,94522.0
2021-11-14,118.7412,120.3765,118.7318,119.4555,94522.0
2021-11-15,119.9536,120.9404,119.4836,119.7656,132064.0
2021-11-16,120.1227,121.6547,119.916,120.7525,174402.0
2021-11-17,120.2637,120.2637,118.1115,118.9667,138119.0
2021-11-18,119.1265,120.104,118.3934,119.2393,128651.0
2021-11-19,118.1866,119.2299,117.7261,118.4404,192584.0
2021-11-20,118.1866,119.2299,117.7261,118.4404,192584.0
2021-11-21,118.1866,119.2299,117.7261,118.4404,192584.0
2021-11-22,118.8727,122.6698,117.7512,121.8521,115951.0
2021-11-23,122.51,122.7825,121.1472,122.1998,132354.0
2021-11-24,121.9837,122.7637,121.8051,121.9837,112445.0
2021-11-25,121.9837,122.7637,121.8051,121.9837,112445.0
2021-11-26,118.6942,119.728,116.9648,118.0645,97181.0
2021-11-27,118.6942,119.728,116.9648,118.0645,97181.0
2021-11-28,118.6942,119.728,116.9648,118.0645,97181.0
2021-11-29,119.3239,120.2825,118.384,118.7224,176361.0
2021-11-30,117.2186,117.2186,114.3708,114.4272,214616.0
2021-12-01,116.9084,120.0476,116.4479,116.6923,195113.0
2021-12-02,117.3784,121.072,117.2656,120.3201,126622.0
2021-12-03,120.2731,120.5927,118.0175,119.0795,113827.0
2021-12-04,120.2731,120.5927,118.0175,119.0795,113827.0
2021-12-05,120.2731,120.5927,118.0175,119.0795,113827.0
2021-12-06,120.7243,122.5852,120.7243,121.3164,193080.0
2021-12-07,122.4536,123.948,121.6359,123.3558,124632.0
2021-12-08,122.8483,124.2017,122.8483,123.478,95055.0
2021-12-09,122.3596,123.5908,122.1716,122.5946,81734.0
2021-12-10,123.5156,124.963,123.5062,124.634,109798.0
2021-12-11,123.5156,124.963,123.5062,124.634,109798.0
2021-12-12,123.5156,124.963,123.5062,124.634,109798.0
2021-12-13,124.0137,125.151,122.6228,123.384,88805.0
2021-12-14,122.9611,125.8277,122.5946,122.9987,245874.0
2021-12-15,122.6679,124.3505,122.649,123.8967,75859.0
2021-12-16,124.4639,125.7201,123.7171,123.8589,85076.0
2021-12-17,123.8306,124.237,120.749,120.9097,369151.0
2021-12-18,123.8306,124.237,120.749,120.9097,369151.0
2021-12-19,123.8306,124.237,120.749,120.9097,369151.0
2021-12-20,119.5579,120.5977,116.9395,117.8753,102942.0
2021-12-21,118.2818,120.2858,118.2818,119.4445,139775.0
2021-12-22,119.5674,120.6592,119.1893,120.4654,68776.0
2021-12-23,121.3161,121.5005,120.2196,120.7206,61022.0
2021-12-24,121.3161,121.5005,120.2196,120.7206,61022.0
2021-12-25,121.3161,121.5005,120.2196,120.7206,61022.0
2021-12-26,121.3161,121.5005,120.2196,120.7206,61022.0
2021-12-27,121.1271,123.9251,120.4087,123.7927,90432.0
2021-12-28,123.4903,125.5037,123.4903,124.7853,59722.0
2021-12-29,125.3052,125.7684,124.7097,125.4659,92233.0
2021-12-30,126.0898,126.4395,124.3316,124.5395,71367.0
2021-12-31,124.3599,125.2863,123.8117,123.8873,133727.0
2022-01-01,124.3599,125.2863,123.8117,123.8873,133727.0
2022-01-02,124.3599,125.2863,123.8117,123.8873,133727.0
2022-01-03,124.6529,125.948,123.2587,124.0102,106884.0
2022-01-04,124.9365,127.0398,124.738,126.4301,137194.0
2022-01-05,127.1201,127.8196,124.8609,124.9271,154488.0
2022-01-06,126.2883,127.3281,124.7144,126.6191,136853.0
2022-01-07,126.9689,129.0957,126.9689,129.0863,166889.0
2022-01-08,126.9689,129.0957,126.9689,129.0863,166889.0
2022-01-09,126.9689,129.0957,126.9689,129.0863,166889.0
2022-01-10,130.0221,130.2395,127.7629,128.0937,80917.0
2022-01-11,128.6703,128.987,127.4226,128.5947,118759.0
2022-01-12,128.6325,129.3888,127.5927,127.9614,77796.0
2022-01-13,128.9256,131.7708,128.8499,130.6932,136013.0
2022-01-14,129.9276,131.648,129.5305,131.4683,140551.0
2022-01-15,129.9276,131.648,129.5305,131.4683,140551.0
2022-01-16,129.9276,131.648,129.5305,131.4683,140551.0
2022-01-17,129.9276,131.648,129.5305,131.4683,140551.0
2022-01-18,130.9295,130.9295,128.5096,128.7838,89847.0
2022-01-19,129.7101,129.7101,126.5907,126.742,103137.0
2022-01-20,127.6778,129.7574,126.3639,126.5529,111407.0
2022-01-21,126.0803,127.848,125.7967,125.8534,175484.0
2022-01-22,126.0803,127.848,125.7967,125.8534,175484.0
2022-01-23,126.0803,127.848,125.7967,125.8534,175484.0
2022-01-24,125.2296,128.7705,124.2359,128.3111,150699.0
2022-01-25,126.8176,128.5664,124.3694,127.5077,172758.0
2022-01-26,128.2355,129.7054,125.4848,126.8932,211190.0
2022-01-27,127.5738,129.9465,124.9082,125.3997,147607.0
2022-01-28,125.2863,128.7838,125.2107,128.538,153223.0
2022-01-29,125.2863,128.7838,125.2107,128.538,153223.0
2022-01-30,125.2863,128.7838,125.2107,128.538,153223.0
2022-01-31,127.4699,130.5042,127.0208,130.4096,330634.0
2022-02-01,130.2584,130.2584,127.8669,128.9728,197193.0
2022-02-02,128.3111,128.8783,125.3335,127.2241,458209.0
2022-02-03,129.0201,134.2285,129.0201,133.5101,324624.0
2022-02-04,130.9201,134.1482,130.9201,133.1415,205976.0
2022-02-05,130.9201,134.1482,130.9201,133.1415,205976.0
2022-02-06,130.9201,134.1482,130.9201,133.1415,205976.0
2022-02-07,133.3494,134.7154,131.8654,134.1529,244269.0
2022-02-08,134.8146,136.6862,134.3798,136.1853,193048.0
2022-02-09,136.4783,136.7241,133.8599,134.6067,127615.0
2022-02-10,134.4176,135.4858,131.838,132.4798,129925.0
2022-02-11,133.1793,134.2474,131.9693,132.3002,151950.0
2022-02-12,133.1793,134.2474,131.9693,132.3002,151950.0
2022-02-13,133.1793,134.2474,131.9693,132.3002,151950.0
2022-02-14,132.8484,133.4676,131.1091,132.8957,138672.0
2022-02-15,133.6803,134.5688,132.2057,133.2076,155351.0
2022-02-16,132.7634,133.7937,132.1111,132.9808,127243.0
2022-02-17,132.3285,132.3285,130.4569,131.3833,97750.0
2022-02-18,131.2415,132.9619,131.2415,132.1395,185877.0
2022-02-19,131.2415,132.9619,131.2415,132.1395,185877.0
2022-02-20,131.2415,132.9619,131.2415,132.1395,185877.0
2022-02-21,131.2415,132.9619,131.2415,132.1395,185877.0
2022-02-22,132.3096,132.9241,130.9579,131.8937,136408.0
2022-02-23,132.2246,133.1226,129.3604,129.6723,166112.0
2022-02-24,127.2902,127.5833,123.8873,127.1579,190545.0
2022-02-25,128.1032,133.9828,128.1032,133.6803,157262.0
2022-02-26,128.1032,133.9828,128.1032,133.6803,157262.0
2022-02-27,128.1032,133.9828,128.1032,133.6803,157262.0
2022-02-28,130.5136,132.7728,130.5136,131.8748,152784.0
2022-03-01,130.9012,132.579,128.4813,129.6062,190576.0
2022-03-02,130.334,134.238,130.334,133.7559,143320.0
2022-03-03,133.7559,135.0415,133.0848,134.1624,108712.0
2022-03-04,131.7047,135.6748,131.3171,135.5236,160337.0
2022-03-05,131.7047,135.6748,131.3171,135.5236,160337.0
2022-03-06,131.7047,135.6748,131.3171,135.5236,160337.0
2022-03-07,134.2569,134.2569,131.44,131.8843,180250.0
2022-03-08,132.0922,133.028,128.9823,129.0768,170370.0
2022-03-09,131.6196,132.6877,130.9485,132.2151,148208.0
2022-03-10,130.2763,131.8266,128.7938,130.7895,153833.0
2022-03-11,131.3978,133.5361,131.3978,132.5572,100768.0
2022-03-12,131.3978,133.5361,131.3978,132.5572,100768.0
2022-03-13,131.3978,133.5361,131.3978,132.5572,100768.0
2022-03-14,134.2299,135.9786,133.4601,134.9712,115102.0
2022-03-15,135.9025,136.2935,133.7737,135.3798,129535.0
2022-03-16,135.7124,136.9859,134.4057,136.9574,154943.0
2022-03-17,136.3112,139.2573,136.3112,139.1813,133124.0
2022-03-18,139.3429,139.3445,136.7136,138.0408,307195.0
2022-03-19,139.3429,139.3445,136.7136,138.0408,307195.0
2022-03-20,139.3429,139.3445,136.7136,138.0408,307195.0
2022-03-21,139.0387,140.8824,138.9532,140.7019,123469.0
2022-03-22,141.5382,141.8803,138.6016,139.6565,225391.0
2022-03-23,139.5614,140.2409,138.1454,138.5445,139284.0
2022-03-24,138.8487,140.968,138.8487,140.8634,87217.0
2022-03-25,140.9585,142.4506,140.5783,142.3745,87009.0
2022-03-26,140.9585,142.4506,140.5783,142.3745,87009.0
2022-03-27,140.9585,142.4506,140.5783,142.3745,87009.0
2022-03-28,142.5076,143.1681,140.5878,142.5361,124729.0
2022-03-29,143.1158,143.6531,142.3939,143.0683,128126.0
2022-03-30,143.6195,144.2135,142.308,143.4579,126850.0
2022-03-31,143.3059,145.2019,142.0989,142.0989,152983.0
2022-04-01,143.4009,146.7367,143.4009,146.4611,252298.0
2022-04-02,143.4009,146.7367,143.4009,146.4611,252298.0
2022-04-03,143.4009,146.7367,143.4009,146.4611,252298.0
2022-04-04,145.9764,147.2879,142.0657,142.6501,218540.0
2022-04-05,142.5931,144.4606,141.6332,142.0514,238128.0
2022-04-06,142.2415,145.2381,142.2415,143.7621,208669.0
2022-04-07,143.6195,144.7504,142.6121,143.7431,142778.0
2022-04-08,144.7885,145.3777,143.0303,144.779,150300.0
2022-04-09,144.7885,145.3777,143.0303,144.779,150300.0
2022-04-10,144.7885,145.3777,143.0303,144.779,150300.0
2022-04-11,145.3492,146.8603,144.779,145.2826,180519.0
2022-04-12,145.2826,146.6037,143.61,144.1992,146134.0
2022-04-13,143.9236,144.5984,142.251,144.1422,117786.0
2022-04-14,143.5625,144.4558,140.8729,143.1443,159264.0
2022-04-15,143.5625,144.4558,140.8729,143.1443,159264.0
2022-04-16,143.5625,144.4558,140.8729,143.1443,159264.0
2022-04-17,143.5625,144.4558,140.8729,143.1443,159264.0
2022-04-18,142.9923,145.1496,142.9923,144.6839,135584.0
2022-04-19,144.836,145.0736,143.4389,144.3703,152827.0
2022-04-20,145.5297,146.9173,145.1353,146.6227,154788.0
2022-04-21,147.7821,147.8296,145.449,145.6913,133381.0
2022-04-22,145.1401,146.7842,143.1443,144.1612,317780.0
2022-04-23,145.1401,146.7842,143.1443,144.1612,317780.0
2022-04-24,145.1401,146.7842,143.1443,144.1612,317780.0
2022-04-25,143.3059,145.5107,141.1676,145.3682,314866.0
2022-04-26,143.6575,145.2922,143.0445,143.1253,347434.0
2022-04-27,142.8782,144.9975,141.6617,142.7642,315033.0
2022-04-28,143.3249,143.9236,140.8824,143.4199,160358.0
2022-04-29,142.6311,143.3914,139.1338,139.5329,174444.0
2022-04-30,142.6311,143.3914,139.1338,139.5329,174444.0
2022-05-01,142.6311,143.3914,139.1338,139.5329,174444.0
2022-05-02,140.1697,141.9469,137.4516,139.1433,262591.0
2022-05-03,139.9796,141.9659,138.3925,140.0556,355241.0
2022-05-04,141.6522,144.6364,138.9627,144.3418,282206.0
2022-05-05,143.4579,144.2467,140.0556,141.9088,303474.0
2022-05-06,140.8729,142.4696,139.8846,142.2605,233184.0
2022-05-07,140.8729,142.4696,139.8846,142.2605,233184.0
2022-05-08,140.8729,142.4696,139.8846,142.2605,233184.0
2022-05-09,141.3006,141.9754,139.0958,139.5519,211443.0
2022-05-10,140.2552,141.1961,134.3819,135.5604,209835.0
2022-05-11,135.8645,137.6892,133.9448,134.2679,174831.0
2022-05-12,134.648,134.9427,133.0419,134.7526,187144.0
2022-05-13,135.2088,135.5224,133.6882,134.9427,156363.0
2022-05-14,135.2088,135.5224,133.6882,134.9427,156363.0
2022-05-15,135.2088,135.5224,133.6882,134.9427,156363.0
2022-05-16,135.1897,136.6581,133.9828,136.3302,149449.0
2022-05-17,137.4421,141.7188,137.0145,141.3766,263949.0
2022-05-18,140.3502,141.063,138.0218,138.307,137191.0
2022-05-19,137.081,137.9268,133.7262,135.6174,118978.0
2022-05-20,135.8645,136.2447,132.7093,134.496,131901.0
2022-05-21,135.8645,136.2447,132.7093,134.496,131901.0
2022-05-22,135.8645,136.2447,132.7093,134.496,131901.0
2022-05-23,136.2827,137.7652,135.2373,137.1855,159002.0
2022-05-24,137.1665,137.751,134.477,137.2615,130049.0
2022-05-25,136.1781,138.44,136.1781,137.8793,143588.0
2022-05-26,139.3143,139.6755,138.421,139.5424,122588.0
2022-05-27,139.2098,140.911,139.0577,140.8729,150977.0
2022-05-28,139.2098,140.911,139.0577,140.8729,150977.0
2022-05-29,139.2098,140.911,139.0577,140.8729,150977.0
2022-05-30,139.2098,140.911,139.0577,140.8729,150977.0
