,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity
2022-12-12,525.98,537.68,523.56,537.45,2341842.0
2022-12-13,555.98,561.79,545.56,551.36,4041629.0
2022-12-14,548.96,565.47,548.17,554.65,3521831.0
2022-12-15,544.35,546.97,538.48,538.77,3690333.0
2022-12-16,538.24,540.51,531.89,536.76,4954898.0
2022-12-17,538.24,540.51,531.89,536.76,4954898.0
2022-12-18,538.24,540.51,531.89,536.76,4954898.0
2022-12-19,539.39,541.79,531.31,535.12,2509318.0
2022-12-20,530.78,534.51,526.64,529.66,2983055.0
2022-12-21,533.21,547.08,532.51,546.41,2561912.0
2022-12-22,538.74,540.29,532.75,538.49,2755413.0
2022-12-23,535.48,539.0,533.0,537.85,1376102.0
2022-12-24,535.48,539.0,533.0,537.85,1376102.0
2022-12-25,535.48,539.0,533.0,537.85,1376102.0
2022-12-26,535.48,539.0,533.0,537.85,1376102.0
2022-12-27,536.99,543.37,532.5,538.93,1667704.0
2022-12-28,537.08,543.05,528.13,530.51,1541156.0
2022-12-29,537.28,547.75,535.97,543.08,1817606.0
2022-12-30,537.25,544.88,533.54,544.37,1437725.0
2022-12-31,537.25,544.88,533.54,544.37,1437725.0
2023-01-01,537.25,544.88,533.54,544.37,1437725.0
2023-01-02,537.25,544.88,533.54,544.37,1437725.0
2023-01-03,550.08,552.59,536.25,538.87,2017314.0
2023-01-04,548.13,553.16,541.35,545.45,1707359.0
2023-01-05,541.04,545.06,536.57,540.37,1627885.0
2023-01-06,548.25,575.4,547.46,572.9,3526101.0
2023-01-07,548.25,575.4,547.46,572.9,3526101.0
2023-01-08,548.25,575.4,547.46,572.9,3526101.0
2023-01-09,576.66,585.79,545.76,561.66,3773874.0
2023-01-10,556.9,559.95,535.47,559.75,4463532.0
2023-01-11,557.87,563.07,551.91,562.88,2250247.0
2023-01-12,560.39,569.66,558.61,566.58,1951395.0
2023-01-13,561.91,566.57,561.45,563.71,1964748.0
2023-01-14,561.91,566.57,561.45,563.71,1964748.0
2023-01-15,561.91,566.57,561.45,563.71,1964748.0
2023-01-16,561.91,566.57,561.45,563.71,1964748.0
2023-01-17,559.72,569.91,559.37,563.95,1583506.0
2023-01-18,567.81,572.05,558.57,559.13,1570366.0
2023-01-19,554.1,555.01,545.52,548.35,2269382.0
2023-01-20,548.17,556.28,544.35,555.71,2295020.0
2023-01-21,548.17,556.28,544.35,555.71,2295020.0
2023-01-22,548.17,556.28,544.35,555.71,2295020.0
2023-01-23,556.9,569.35,554.74,566.28,2342882.0
2023-01-24,563.17,571.2,560.43,569.59,1382466.0
2023-01-25,562.42,571.47,560.83,570.22,1376594.0
2023-01-26,574.82,584.71,570.78,582.78,2452457.0
2023-01-27,577.66,583.43,574.61,575.39,1934464.0
2023-01-28,577.66,583.43,574.61,575.39,1934464.0
2023-01-29,577.66,583.43,574.61,575.39,1934464.0
2023-01-30,567.61,574.04,564.45,566.1,1698406.0
2023-01-31,566.7,571.73,565.4,569.57,2371907.0
2023-02-01,568.16,592.24,567.32,586.84,2655270.0
2023-02-02,591.59,596.95,583.92,589.78,2418766.0
2023-02-03,582.21,591.99,580.51,581.84,1909419.0
2023-02-04,582.21,591.99,580.51,581.84,1909419.0
2023-02-05,582.21,591.99,580.51,581.84,1909419.0
2023-02-06,577.68,587.3,576.62,585.43,1870933.0
2023-02-07,584.8,600.72,583.89,598.23,2402487.0
2023-02-08,590.66,594.07,584.76,585.83,1529012.0
2023-02-09,596.43,598.7,579.76,583.59,1883657.0
2023-02-10,580.57,582.66,574.06,577.59,2103456.0
2023-02-11,580.57,582.66,574.06,577.59,2103456.0
2023-02-12,580.57,582.66,574.06,577.59,2103456.0
2023-02-13,579.29,585.6,577.8,585.25,1984742.0
2023-02-14,578.48,589.59,577.65,586.41,1757119.0
2023-02-15,583.05,592.22,580.95,591.65,1268895.0
2023-02-16,584.89,592.86,583.72,584.69,1744871.0
2023-02-17,584.16,584.99,576.81,579.87,1421560.0
2023-02-18,584.16,584.99,576.81,579.87,1421560.0
2023-02-19,584.16,584.99,576.81,579.87,1421560.0
2023-02-20,584.16,584.99,576.81,579.87,1421560.0
2023-02-21,574.42,577.43,564.53,566.19,2273874.0
2023-02-22,566.88,567.69,557.0,560.96,2347525.0
2023-02-23,570.29,570.47,558.54,568.39,1893930.0
2023-02-24,562.28,564.92,558.47,562.5,1535326.0
2023-02-25,562.28,564.92,558.47,562.5,1535326.0
2023-02-26,562.28,564.92,558.47,562.5,1535326.0
2023-02-27,570.4,574.23,568.84,569.99,1832279.0
2023-02-28,570.1,582.77,566.81,578.6,2782194.0
2023-03-01,578.32,582.42,574.72,577.9,1548354.0
2023-03-02,573.83,585.08,570.66,582.85,2766254.0
2023-03-03,601.39,618.95,599.49,616.06,4608782.0
2023-03-04,601.39,618.95,599.49,616.06,4608782.0
2023-03-05,601.39,618.95,599.49,616.06,4608782.0
2023-03-06,618.24,627.05,615.05,616.21,2498259.0
2023-03-07,618.11,619.0,607.05,608.65,1933550.0
2023-03-08,611.21,616.02,607.21,615.57,2091312.0
2023-03-09,613.45,625.48,605.46,606.09,2177832.0
2023-03-10,611.61,613.52,596.64,598.6,2609918.0
2023-03-11,611.61,613.52,596.64,598.6,2609918.0
2023-03-12,611.61,613.52,596.64,598.6,2609918.0
2023-03-13,591.06,607.91,590.86,600.2,2236402.0
2023-03-14,606.93,616.65,602.17,615.76,2589333.0
2023-03-15,611.1,613.44,599.93,609.51,2296299.0
2023-03-16,605.43,620.25,601.5,619.7,3172152.0
2023-03-17,619.7,622.69,610.53,614.31,7930280.0
2023-03-18,619.7,622.69,610.53,614.31,7930280.0
2023-03-19,619.7,622.69,610.53,614.31,7930280.0
2023-03-20,616.04,627.72,614.92,626.72,2585730.0
2023-03-21,630.62,634.05,622.03,624.4,2500011.0
2023-03-22,624.55,635.92,618.44,618.69,2579887.0
2023-03-23,626.51,635.61,619.28,626.83,2716446.0
2023-03-24,625.66,626.9,616.36,623.83,1722916.0
2023-03-25,625.66,626.9,616.36,623.83,1722916.0
2023-03-26,625.66,626.9,616.36,623.83,1722916.0
2023-03-27,626.61,626.71,613.85,614.68,1470884.0
2023-03-28,613.11,614.39,606.86,612.59,1243911.0
2023-03-29,620.51,621.72,612.53,613.37,2639532.0
2023-03-30,620.46,623.72,617.1,621.46,2152294.0
2023-03-31,618.31,629.76,613.77,629.1,2209728.0
2023-04-01,618.31,629.76,613.77,629.1,2209728.0
2023-04-02,618.31,629.76,613.77,629.1,2209728.0
2023-04-03,626.61,631.41,624.1,630.01,1568246.0
2023-04-04,630.68,631.74,619.74,622.11,1342999.0
2023-04-05,618.9,619.45,613.57,616.81,1690875.0
2023-04-06,612.06,616.21,606.97,610.57,1449317.0
2023-04-07,612.06,616.21,606.97,610.57,1449317.0
2023-04-08,612.06,616.21,606.97,610.57,1449317.0
2023-04-09,612.06,616.21,606.97,610.57,1449317.0
2023-04-10,606.06,615.69,604.5,615.22,1540174.0
2023-04-11,618.55,618.65,608.78,609.52,1651762.0
2023-04-12,615.17,615.35,604.31,604.74,1411200.0
2023-04-13,607.07,614.35,605.14,612.13,1726497.0
2023-04-14,608.45,615.85,603.28,607.53,1746594.0
2023-04-15,608.45,615.85,603.28,607.53,1746594.0
2023-04-16,608.45,615.85,603.28,607.53,1746594.0
2023-04-17,606.61,616.16,605.83,615.19,1320112.0
2023-04-18,619.37,623.18,614.97,620.06,1680730.0
2023-04-19,614.64,624.44,613.42,622.2,1906166.0
2023-04-20,615.68,630.27,614.98,620.74,2023927.0
2023-04-21,618.37,621.51,609.93,620.63,1480715.0
2023-04-22,618.37,621.51,609.93,620.63,1480715.0
2023-04-23,618.37,621.51,609.93,620.63,1480715.0
2023-04-24,621.35,626.46,619.53,622.24,1233771.0
2023-04-25,621.7,623.66,609.68,609.96,2366980.0
2023-04-26,607.95,611.04,601.61,604.24,1717891.0
2023-04-27,604.24,608.07,591.53,606.42,1824988.0
2023-04-28,607.07,614.63,602.64,614.35,1618305.0
2023-04-29,607.07,614.63,602.64,614.35,1618305.0
2023-04-30,607.07,614.63,602.64,614.35,1618305.0
2023-05-01,614.35,626.6,614.06,625.58,1702989.0
2023-05-02,613.63,614.35,593.29,600.47,2835748.0
2023-05-03,604.94,609.89,600.52,601.31,1981558.0
2023-05-04,598.17,602.05,589.63,598.33,1768438.0
2023-05-05,604.01,619.22,601.48,617.9,2487634.0
2023-05-06,604.01,619.22,601.48,617.9,2487634.0
2023-05-07,604.01,619.22,601.48,617.9,2487634.0
2023-05-08,617.57,618.5,608.55,616.86,1393503.0
2023-05-09,610.65,611.97,603.92,606.52,1699048.0
2023-05-10,610.0,615.82,606.28,614.13,1917544.0
2023-05-11,614.43,616.29,606.01,615.5,1442994.0
2023-05-12,616.19,620.43,612.11,618.91,1194246.0
2023-05-13,616.19,620.43,612.11,618.91,1194246.0
2023-05-14,616.19,620.43,612.11,618.91,1194246.0
2023-05-15,619.62,627.61,616.28,627.39,1461357.0
2023-05-16,628.04,634.37,626.34,629.0,1496930.0
2023-05-17,634.8,648.08,632.08,644.72,2413298.0
2023-05-18,643.28,666.19,643.28,664.75,2638889.0
2023-05-19,666.81,671.67,665.25,669.02,2296790.0
2023-05-20,666.81,671.67,665.25,669.02,2296790.0
2023-05-21,666.81,671.67,665.25,669.02,2296790.0
2023-05-22,668.19,671.4,661.05,665.22,1779776.0
2023-05-23,677.25,685.44,668.79,673.19,3608802.0
2023-05-24,668.23,671.04,662.95,666.35,2302096.0
2023-05-25,685.85,718.19,677.37,714.67,4926257.0
2023-05-26,732.93,799.18,732.53,796.97,8250038.0
2023-05-27,732.93,799.18,732.53,796.97,8250038.0
2023-05-28,732.93,799.18,732.53,796.97,8250038.0
2023-05-29,732.93,799.18,732.53,796.97,8250038.0
2023-05-30,818.93,903.9,783.32,787.76,11691201.0
2023-05-31,779.49,805.74,774.81,792.29,8999766.0
2023-06-01,785.09,790.16,769.93,774.63,8079228.0
2023-06-02,775.31,807.8,771.93,796.25,6281484.0
2023-06-03,775.31,807.8,771.93,796.25,6281484.0
2023-06-04,775.31,807.8,771.93,796.25,6281484.0
2023-06-05,793.51,793.51,779.07,786.74,2622196.0
2023-06-06,786.45,786.45,761.32,774.68,3782345.0
2023-06-07,774.5,789.83,772.24,777.26,2895699.0
2023-06-08,779.5,789.4,773.48,788.61,2191717.0
2023-06-09,790.17,801.89,788.29,789.02,1924688.0
2023-06-10,790.17,801.89,788.29,789.02,1924688.0
2023-06-11,790.17,801.89,788.29,789.02,1924688.0
2023-06-12,795.39,841.36,795.39,838.77,5109788.0
2023-06-13,844.43,846.52,824.69,834.62,3899027.0
2023-06-14,839.3,871.31,830.79,869.0,4352396.0
2023-06-15,867.26,870.75,854.13,866.3,3381353.0
2023-06-16,872.03,872.69,848.66,851.28,6829894.0
2023-06-17,872.03,872.69,848.66,851.28,6829894.0
2023-06-18,872.03,872.69,848.66,851.28,6829894.0
2023-06-19,872.03,872.69,848.66,851.28,6829894.0
2023-06-20,845.93,860.06,844.31,851.2,2753723.0
2023-06-21,847.82,853.73,832.63,835.65,2322881.0
2023-06-22,833.12,836.88,823.48,830.49,2347326.0
2023-06-23,822.19,824.18,807.25,810.5,3741325.0
2023-06-24,822.19,824.18,807.25,810.5,3741325.0
2023-06-25,822.19,824.18,807.25,810.5,3741325.0
2023-06-26,813.31,825.14,808.6,809.99,2137215.0
2023-06-27,816.94,837.96,809.37,836.38,2492272.0
2023-06-28,826.85,846.37,825.2,835.93,1944475.0
2023-06-29,842.34,850.62,834.42,850.35,2338598.0
2023-06-30,856.21,862.18,852.08,855.14,2314517.0
2023-07-01,856.21,862.18,852.08,855.14,2314517.0
2023-07-02,856.21,862.18,852.08,855.14,2314517.0
2023-07-03,856.31,864.31,852.67,864.02,903830.0
2023-07-04,856.31,864.31,852.67,864.02,903830.0
2023-07-05,855.11,864.48,849.54,849.65,1444642.0
2023-07-06,833.03,841.8,832.37,835.99,2395005.0
2023-07-07,838.38,845.83,832.69,834.75,1940866.0
2023-07-08,838.38,845.83,832.69,834.75,1940866.0
2023-07-09,838.38,845.83,832.69,834.75,1940866.0
2023-07-10,836.26,866.71,836.26,865.29,3062175.0
2023-07-11,868.63,870.49,852.38,869.55,2550446.0
2023-07-12,876.4,884.87,869.5,877.34,2819675.0
2023-07-13,886.2,886.2,865.83,877.75,2591199.0
2023-07-14,873.6,890.55,873.6,875.99,1851036.0
2023-07-15,873.6,890.55,873.6,875.99,1851036.0
2023-07-16,873.6,890.55,873.6,875.99,1851036.0
2023-07-17,878.39,900.27,877.17,897.45,2682521.0
2023-07-18,893.14,897.01,885.53,890.63,2451835.0
2023-07-19,884.56,893.13,873.08,888.6,2411756.0
2023-07-20,879.89,894.15,873.45,875.75,2826831.0
2023-07-21,891.68,898.24,881.17,884.04,7428676.0
2023-07-22,891.68,898.24,881.17,884.04,7428676.0
2023-07-23,891.68,898.24,881.17,884.04,7428676.0
2023-07-24,888.04,892.61,881.56,888.82,1999382.0
2023-07-25,887.86,910.1,887.86,904.98,2004161.0
2023-07-26,896.12,897.72,875.07,880.44,1987667.0
2023-07-27,895.63,896.96,873.45,880.87,2192178.0
2023-07-28,886.58,890.76,881.28,887.04,1879426.0
2023-07-29,886.58,890.76,881.28,887.04,1879426.0
2023-07-30,886.58,890.76,881.28,887.04,1879426.0
2023-07-31,884.78,888.23,878.38,885.92,1496692.0
2023-08-01,886.24,907.58,884.98,906.97,1970675.0
2023-08-02,899.37,900.06,877.68,879.66,2688957.0
2023-08-03,874.06,882.65,868.6,872.44,1829264.0
2023-08-04,872.44,880.96,861.0,869.16,2115785.0
2023-08-05,872.44,880.96,861.0,869.16,2115785.0
2023-08-06,872.44,880.96,861.0,869.16,2115785.0
2023-08-07,875.1,884.66,872.72,884.35,1114565.0
2023-08-08,877.48,877.98,861.03,870.65,1408091.0
2023-08-09,870.21,871.01,836.7,838.68,2467248.0
2023-08-10,841.03,849.29,825.21,830.96,2018613.0
2023-08-11,822.19,824.55,811.81,818.0,2033126.0
2023-08-12,822.19,824.55,811.81,818.0,2033126.0
2023-08-13,822.19,824.55,811.81,818.0,2033126.0
2023-08-14,819.35,842.08,815.66,842.0,1768800.0
2023-08-15,837.18,842.51,824.61,830.58,1403635.0
2023-08-16,835.78,842.39,820.17,821.19,1600301.0
2023-08-17,824.66,827.53,815.29,815.38,1922777.0
2023-08-18,808.38,816.44,800.5,814.14,1775869.0
2023-08-19,808.38,816.44,800.5,814.14,1775869.0
2023-08-20,808.38,816.44,800.5,814.14,1775869.0
2023-08-21,822.24,855.05,819.99,852.88,3001163.0
2023-08-22,861.04,862.36,838.82,843.67,1708164.0
2023-08-23,838.72,865.75,837.96,864.16,1969205.0
2023-08-24,889.57,896.96,840.38,842.35,3093431.0
2023-08-25,844.88,857.12,825.8,839.75,2418053.0
2023-08-26,844.88,857.12,825.8,839.75,2418053.0
2023-08-27,844.88,857.12,825.8,839.75,2418053.0
2023-08-28,844.26,851.89,835.11,848.88,1430596.0
2023-08-29,846.24,880.19,844.29,877.32,2782239.0
2023-08-30,879.75,885.98,866.65,879.64,2323424.0
2023-08-31,885.29,910.58,881.11,909.81,5520285.0
2023-09-01,889.09,889.09,852.41,860.16,6501716.0
2023-09-02,889.09,889.09,852.41,860.16,6501716.0
2023-09-03,889.09,889.09,852.41,860.16,6501716.0
2023-09-04,889.09,889.09,852.41,860.16,6501716.0
2023-09-05,857.19,870.49,854.72,859.81,2480807.0
2023-09-06,860.14,864.94,854.46,859.91,2014246.0
2023-09-07,847.32,849.48,828.61,844.89,2778920.0
2023-09-08,842.89,848.63,838.08,845.4,1681900.0
2023-09-09,842.89,848.63,838.08,845.4,1681900.0
2023-09-10,842.89,848.63,838.08,845.4,1681900.0
2023-09-11,856.46,856.69,833.67,846.97,1571039.0
2023-09-12,838.19,846.11,829.74,832.55,1668027.0
2023-09-13,835.19,846.94,832.28,840.85,1741263.0
2023-09-14,846.86,864.25,842.89,859.29,1964828.0
2023-09-15,855.86,855.86,830.96,839.61,5018958.0
2023-09-16,855.86,855.86,830.96,839.61,5018958.0
2023-09-17,855.86,855.86,830.96,839.61,5018958.0
2023-09-18,830.64,844.2,828.1,837.96,1654086.0
2023-09-19,834.0,838.97,826.62,837.17,1313196.0
2023-09-20,842.51,842.51,823.04,823.26,1370171.0
2023-09-21,788.11,815.26,788.09,801.25,5367165.0
2023-09-22,804.1,823.27,803.25,821.79,2779501.0
2023-09-23,804.1,823.27,803.25,821.79,2779501.0
2023-09-24,804.1,823.27,803.25,821.79,2779501.0
2023-09-25,820.71,831.18,815.77,826.55,1564758.0
2023-09-26,821.87,822.96,804.07,809.01,1764138.0
2023-09-27,812.05,816.43,797.3,809.62,1535268.0
2023-09-28,812.95,831.48,807.51,824.68,1617994.0
2023-09-29,829.09,836.61,815.67,823.27,1648104.0
2023-09-30,829.09,836.61,815.67,823.27,1648104.0
2023-10-01,829.09,836.61,815.67,823.27,1648104.0
2023-10-02,821.77,831.18,816.25,827.6,1467578.0
2023-10-03,819.72,828.4,801.79,807.66,1876086.0
2023-10-04,813.11,823.27,809.12,816.56,1641706.0
2023-10-05,812.89,821.34,808.31,816.61,1147424.0
2023-10-06,812.19,840.92,804.58,837.82,2110319.0
2023-10-07,812.19,840.92,804.58,837.82,2110319.0
2023-10-08,812.19,840.92,804.58,837.82,2110319.0
2023-10-09,833.07,849.07,830.46,848.35,1575985.0
2023-10-10,849.61,864.87,848.19,850.86,1471807.0
2023-10-11,852.15,867.64,849.01,866.87,1433412.0
2023-10-12,868.72,909.85,868.72,897.63,4387055.0
2023-10-13,901.0,917.76,874.33,875.41,2833352.0
2023-10-14,901.0,917.76,874.33,875.41,2833352.0
2023-10-15,901.0,917.76,874.33,875.41,2833352.0
2023-10-16,883.13,907.73,883.13,894.63,2115048.0
2023-10-17,877.36,885.12,858.38,876.62,3300834.0
2023-10-18,872.2,887.75,867.5,879.23,2040434.0
2023-10-19,879.22,881.66,858.05,860.19,2661970.0
2023-10-20,867.2,867.2,844.35,846.12,2695307.0
2023-10-21,867.2,867.2,844.35,846.12,2695307.0
2023-10-22,867.2,867.2,844.35,846.12,2695307.0
2023-10-23,850.41,865.91,835.4,854.63,1645579.0
2023-10-24,856.4,875.23,855.53,873.36,1497244.0
2023-10-25,869.35,871.0,838.64,842.15,2143160.0
2023-10-26,840.45,846.9,811.14,819.48,2791656.0
2023-10-27,822.7,832.82,821.25,830.98,1823628.0
2023-10-28,822.7,832.82,821.25,830.98,1823628.0
2023-10-29,822.7,832.82,821.25,830.98,1823628.0
2023-10-30,833.7,841.96,819.87,833.85,2088946.0
2023-10-31,836.46,838.06,825.27,833.97,1474720.0
2023-11-01,834.59,846.31,828.22,845.44,1868391.0
2023-11-02,854.42,872.75,852.43,863.63,1875945.0
2023-11-03,869.78,879.69,863.39,874.91,1804129.0
2023-11-04,869.78,879.69,863.39,874.91,1804129.0
2023-11-05,869.78,879.69,863.39,874.91,1804129.0
2023-11-06,873.8,878.1,863.54,873.08,1287148.0
2023-11-07,874.56,893.84,868.45,889.92,1936665.0
2023-11-08,892.08,904.88,891.09,903.11,1527994.0
2023-11-09,904.47,921.62,900.57,903.36,2448621.0
2023-11-10,913.63,950.51,910.13,949.1,3628792.0
2023-11-11,913.63,950.51,910.13,949.1,3628792.0
2023-11-12,913.63,950.51,910.13,949.1,3628792.0
2023-11-13,941.69,944.02,932.21,938.6,1689297.0
2023-11-14,953.87,968.18,946.85,964.4,2388558.0
2023-11-15,970.89,973.11,958.4,966.82,1609948.0
2023-11-16,955.52,960.18,942.16,951.11,2619803.0
2023-11-17,949.78,975.23,942.63,969.13,1979461.0
2023-11-18,949.78,975.23,942.63,969.13,1979461.0
2023-11-19,949.78,975.23,942.63,969.13,1979461.0
2023-11-20,964.44,991.07,964.44,986.95,1868034.0
2023-11-21,966.42,982.28,963.08,972.57,4334384.0
2023-11-22,975.03,979.3,962.46,963.45,3375092.0
2023-11-23,975.03,979.3,962.46,963.45,3375092.0
2023-11-24,966.38,971.24,958.24,970.26,2315789.0
2023-11-25,966.38,971.24,958.24,970.26,2315789.0
2023-11-26,966.38,971.24,958.24,970.26,2315789.0
2023-11-27,967.56,972.38,940.98,941.88,9696202.0
2023-11-28,931.67,942.49,925.94,938.02,3902494.0
2023-11-29,940.0,950.99,931.1,932.55,3484274.0
2023-11-30,932.72,934.12,910.29,917.58,4957110.0
2023-12-01,914.34,925.68,900.01,921.82,2961244.0
2023-12-02,914.34,925.68,900.01,921.82,2961244.0
2023-12-03,914.34,925.68,900.01,921.82,2961244.0
2023-12-04,912.54,922.78,908.38,915.84,2500921.0
2023-12-05,903.58,909.2,897.87,905.09,3706593.0
2023-12-06,912.26,912.87,895.15,895.69,2481269.0
2023-12-07,897.57,915.99,895.69,914.15,4351689.0
2023-12-08,919.68,942.36,902.51,935.99,6966842.0
2023-12-09,919.68,942.36,902.51,935.99,6966842.0
2023-12-10,919.68,942.36,902.51,935.99,6966842.0
2023-12-11,948.59,1030.36,947.68,1020.18,10118369.0
2023-12-12,1018.95,1069.89,1015.57,1062.85,9024155.0
2023-12-13,1058.6,1090.1,1053.19,1080.1,7165375.0
2023-12-14,1082.57,1111.59,1080.69,1096.75,6696402.0
2023-12-15,1085.58,1139.76,1084.99,1119.8,11854371.0
2023-12-16,1085.58,1139.76,1084.99,1119.8,11854371.0
2023-12-17,1085.58,1139.76,1084.99,1119.8,11854371.0
2023-12-18,1110.94,1141.69,1108.8,1136.91,5474137.0
2023-12-19,1137.16,1145.58,1127.7,1134.75,3602040.0
2023-12-20,1127.9,1136.52,1104.56,1105.67,3452335.0
2023-12-21,1127.85,1130.6,1110.27,1122.51,2410561.0
2023-12-22,1123.2,1127.2,1108.81,1117.22,1908897.0
2023-12-23,1123.2,1127.2,1108.81,1117.22,1908897.0
2023-12-24,1123.2,1127.2,1108.81,1117.22,1908897.0
2023-12-25,1123.2,1127.2,1108.81,1117.22,1908897.0
2023-12-26,1119.47,1130.68,1118.26,1127.09,1679327.0
2023-12-27,1131.18,1134.74,1118.2,1121.39,2005523.0
2023-12-28,1126.89,1127.44,1114.3,1117.65,2124925.0
2023-12-29,1116.7,1119.61,1109.94,1111.52,2055800.0
2023-12-30,1116.7,1119.61,1109.94,1111.52,2055800.0
2023-12-31,1116.7,1119.61,1109.94,1111.52,2055800.0
2024-01-01,1116.7,1119.61,1109.94,1111.52,2055800.0
2024-01-02,1087.49,1097.33,1072.52,1080.78,2883102.0
2024-01-03,1065.66,1070.44,1050.83,1054.09,3473547.0
2024-01-04,1053.47,1064.96,1042.93,1044.56,2565803.0
2024-01-05,1047.14,1050.98,1037.09,1044.83,2247469.0
2024-01-06,1047.14,1050.98,1037.09,1044.83,2247469.0
2024-01-07,1047.14,1050.98,1037.09,1044.83,2247469.0
2024-01-08,1052.02,1073.43,1047.54,1070.29,3311029.0
2024-01-09,1061.1,1083.93,1060.19,1077.9,2322534.0
2024-01-10,1075.77,1078.36,1058.1,1075.99,1764345.0
2024-01-11,1079.72,1096.63,1069.95,1095.31,2575722.0
2024-01-12,1107.38,1110.96,1095.34,1102.98,2688196.0
2024-01-13,1107.38,1110.96,1095.34,1102.98,2688196.0
2024-01-14,1107.38,1110.96,1095.34,1102.98,2688196.0
2024-01-15,1107.38,1110.96,1095.34,1102.98,2688196.0
2024-01-16,1107.62,1121.47,1093.97,1110.23,2614508.0
2024-01-17,1101.6,1108.39,1085.59,1098.99,1831405.0
2024-01-18,1120.13,1141.69,1117.12,1139.06,3222840.0
2024-01-19,1152.4,1211.84,1151.1,1206.06,5307712.0
2024-01-20,1152.4,1211.84,1151.1,1206.06,5307712.0
2024-01-21,1152.4,1211.84,1151.1,1206.06,5307712.0
2024-01-22,1211.09,1226.11,1203.09,1215.32,3122224.0
2024-01-23,1215.82,1221.78,1198.42,1221.11,1695211.0
2024-01-24,1237.03,1279.1,1225.79,1248.55,3480482.0
2024-01-25,1275.57,1275.57,1223.59,1224.78,3635610.0
2024-01-26,1214.53,1216.03,1195.14,1199.77,2581760.0
2024-01-27,1214.53,1216.03,1195.14,1199.77,2581760.0
2024-01-28,1214.53,1216.03,1195.14,1199.77,2581760.0
2024-01-29,1209.76,1218.48,1199.88,1212.61,2152647.0
2024-01-30,1211.61,1222.79,1199.18,1203.04,2068254.0
2024-01-31,1184.41,1192.14,1169.33,1175.0,2740019.0
2024-02-01,1182.31,1197.99,1174.11,1194.92,1941128.0
2024-02-02,1203.62,1229.45,1200.04,1219.15,2668929.0
2024-02-03,1203.62,1229.45,1200.04,1219.15,2668929.0
2024-02-04,1203.62,1229.45,1200.04,1219.15,2668929.0
2024-02-05,1221.76,1242.46,1216.97,1237.83,2204452.0
2024-02-06,1258.21,1266.71,1206.8,1217.46,2535410.0
2024-02-07,1228.77,1254.17,1221.5,1251.73,2576775.0
2024-02-08,1261.63,1290.47,1259.65,1269.35,2932624.0
2024-02-09,1246.72,1280.3,1243.69,1278.0,2629289.0
2024-02-10,1246.72,1280.3,1243.69,1278.0,2629289.0
2024-02-11,1246.72,1280.3,1243.69,1278.0,2629289.0
2024-02-12,1284.54,1284.6,1253.66,1259.64,2477822.0
2024-02-13,1229.88,1250.54,1221.89,1246.34,3190652.0
2024-02-14,1263.86,1267.6,1236.05,1256.87,2730626.0
2024-02-15,1274.52,1274.57,1239.57,1259.7,2187344.0
2024-02-16,1253.7,1270.27,1237.12,1240.2,2126805.0
2024-02-17,1253.7,1270.27,1237.12,1240.2,2126805.0
2024-02-18,1253.7,1270.27,1237.12,1240.2,2126805.0
2024-02-19,1253.7,1270.27,1237.12,1240.2,2126805.0
2024-02-20,1230.62,1232.47,1207.42,1221.35,2632919.0
2024-02-21,1212.83,1222.84,1197.54,1222.24,2063983.0
2024-02-22,1276.27,1305.42,1271.06,1299.37,4081926.0
2024-02-23,1302.82,1314.02,1283.35,1290.87,2311464.0
2024-02-24,1302.82,1314.02,1283.35,1290.87,2311464.0
2024-02-25,1302.82,1314.02,1283.35,1290.87,2311464.0
2024-02-26,1304.44,1313.2,1295.94,1303.58,1628248.0
2024-02-27,1303.58,1306.38,1286.74,1290.73,1212605.0
2024-02-28,1287.52,1293.01,1277.53,1283.95,1096718.0
2024-02-29,1297.78,1302.85,1281.82,1294.97,2753564.0
2024-03-01,1320.31,1401.79,1314.4,1393.24,4448772.0
2024-03-02,1320.31,1401.79,1314.4,1393.24,4448772.0
2024-03-03,1320.31,1401.79,1314.4,1393.24,4448772.0
2024-03-04,1397.2,1432.07,1379.32,1396.31,3485418.0
2024-03-05,1389.08,1389.08,1326.72,1337.06,3603975.0
2024-03-06,1385.68,1388.91,1341.35,1344.27,4319589.0
2024-03-07,1376.13,1408.31,1367.07,1401.04,6283177.0
2024-03-08,1388.34,1407.01,1296.06,1303.17,7402484.0
2024-03-09,1388.34,1407.01,1296.06,1303.17,7402484.0
2024-03-10,1388.34,1407.01,1296.06,1303.17,7402484.0
2024-03-11,1272.51,1293.51,1247.25,1287.64,3110512.0
2024-03-12,1301.46,1302.24,1253.94,1286.4,4278913.0
2024-03-13,1277.44,1277.44,1247.04,1252.54,3783848.0
2024-03-14,1257.19,1267.73,1242.42,1256.92,3802938.0
2024-03-15,1248.14,1262.0,1224.85,1230.26,8882251.0
2024-03-16,1248.14,1262.0,1224.85,1230.26,8882251.0
2024-03-17,1248.14,1262.0,1224.85,1230.26,8882251.0
2024-03-18,1248.66,1257.52,1226.48,1231.99,2573716.0
2024-03-19,1211.79,1235.01,1198.91,1232.76,2449087.0
2024-03-20,1239.02,1287.99,1226.59,1276.0,4094614.0
2024-03-21,1328.32,1403.61,1316.0,1348.0,7246773.0
2024-03-22,1350.0,1376.22,1346.15,1353.47,3862386.0
