,BBDC US Equity,BBDC US Equity,BBDC US Equity,BBDC US Equity,BBDC US Equity
2022-05-26,8.3114,8.4041,8.2793,8.3194,471843.0
2022-05-27,8.3194,8.4357,8.3194,8.3836,558840.0
2022-05-28,8.3194,8.4357,8.3194,8.3836,558840.0
2022-05-29,8.3194,8.4357,8.3194,8.3836,558840.0
2022-05-30,8.3194,8.4357,8.3194,8.3836,558840.0
2022-05-31,8.3836,8.3996,8.2953,8.3114,497118.0
2022-06-01,8.3114,8.4076,8.2632,8.3675,510053.0
2022-06-02,8.3996,8.4237,8.3034,8.3996,353849.0
2022-06-03,8.3836,8.4036,8.2833,8.3354,620012.0
2022-06-04,8.3836,8.4036,8.2833,8.3354,620012.0
2022-06-05,8.3836,8.4036,8.2833,8.3354,620012.0
2022-06-06,8.3836,8.4157,8.3114,8.3675,573726.0
2022-06-07,8.3347,8.3511,8.2772,8.3265,617757.0
2022-06-08,8.3347,8.3347,8.1951,8.2279,612415.0
2022-06-09,8.2444,8.3511,8.1714,8.2361,592785.0
2022-06-10,8.1458,8.2854,8.1212,8.269,839200.0
2022-06-11,8.1458,8.2854,8.1212,8.269,839200.0
2022-06-12,8.1458,8.2854,8.1212,8.269,839200.0
2022-06-13,8.1048,8.1376,7.92,7.9487,1527306.0
2022-06-14,7.9898,7.9898,7.8264,7.8338,1318799.0
2022-06-15,7.9405,7.998,7.805,7.8666,744675.0
2022-06-16,7.7927,7.842,7.5874,7.6203,1409093.0
2022-06-17,7.5956,7.7599,7.5792,7.6367,1321143.0
2022-06-18,7.5956,7.7599,7.5792,7.6367,1321143.0
2022-06-19,7.5956,7.7599,7.5792,7.6367,1321143.0
2022-06-20,7.5956,7.7599,7.5792,7.6367,1321143.0
2022-06-21,7.7106,7.8009,7.656,7.686,705595.0
2022-06-22,7.6367,7.7188,7.6121,7.6531,515134.0
2022-06-23,7.6778,7.6861,7.5382,7.5874,503151.0
2022-06-24,7.6367,7.727,7.6121,7.6942,511979.0
2022-06-25,7.6367,7.727,7.6121,7.6942,511979.0
2022-06-26,7.6367,7.727,7.6121,7.6942,511979.0
2022-06-27,7.6778,7.8502,7.6613,7.8009,510775.0
2022-06-28,7.8256,7.8995,7.7435,7.7763,520629.0
2022-06-29,7.7435,7.7763,7.6613,7.7024,548077.0
2022-06-30,7.6121,7.727,7.608,7.6449,835730.0
2022-07-01,7.6203,7.8215,7.6039,7.8091,366514.0
2022-07-02,7.6203,7.8215,7.6039,7.8091,366514.0
2022-07-03,7.6203,7.8215,7.6039,7.8091,366514.0
2022-07-04,7.6203,7.8215,7.6039,7.8091,366514.0
2022-07-05,7.727,7.8174,7.6449,7.8091,317196.0
2022-07-06,7.8009,7.8256,7.6778,7.7352,239742.0
2022-07-07,7.7352,7.8338,7.7352,7.8174,316010.0
2022-07-08,7.8009,7.8256,7.7517,7.8009,236523.0
2022-07-09,7.8009,7.8256,7.7517,7.8009,236523.0
2022-07-10,7.8009,7.8256,7.7517,7.8009,236523.0
2022-07-11,7.7927,7.8174,7.727,7.727,304140.0
2022-07-12,7.7517,7.8338,7.7517,7.7681,229754.0
2022-07-13,7.7188,7.7845,7.6942,7.7188,334783.0
2022-07-14,7.6531,7.7435,7.6039,7.6696,343708.0
2022-07-15,7.6778,7.7845,7.6449,7.7517,317756.0
2022-07-16,7.6778,7.7845,7.6449,7.7517,317756.0
2022-07-17,7.6778,7.7845,7.6449,7.7517,317756.0
2022-07-18,7.8748,7.8789,7.7681,7.8009,222637.0
2022-07-19,7.8748,7.9241,7.8297,7.8913,316096.0
2022-07-20,7.8831,8.0103,7.8666,7.957,398025.0
2022-07-21,7.9487,8.0062,7.8666,7.9077,206425.0
2022-07-22,7.9159,7.957,7.8831,7.9077,243697.0
2022-07-23,7.9159,7.957,7.8831,7.9077,243697.0
2022-07-24,7.9159,7.957,7.8831,7.9077,243697.0
2022-07-25,7.9077,7.9077,7.8091,7.8256,270823.0
2022-07-26,7.8091,7.8954,7.8091,7.8666,343917.0
2022-07-27,7.9405,7.9816,7.8666,7.9405,326972.0
2022-07-28,7.9323,8.0554,7.9323,8.0309,273170.0
2022-07-29,8.0309,8.1622,8.0062,8.0801,355507.0
2022-07-30,8.0309,8.1622,8.0062,8.0801,355507.0
2022-07-31,8.0309,8.1622,8.0062,8.0801,355507.0
2022-08-01,8.0719,8.1622,8.0391,8.113,245431.0
2022-08-02,8.1212,8.1294,8.0144,8.0391,395901.0
2022-08-03,8.0555,8.1458,8.0062,8.1294,384916.0
2022-08-04,8.1458,8.1705,8.0924,8.1376,605235.0
2022-08-05,8.1294,8.2115,8.1212,8.1622,284558.0
2022-08-06,8.1294,8.2115,8.1212,8.1622,284558.0
2022-08-07,8.1294,8.2115,8.1212,8.1622,284558.0
2022-08-08,8.2033,8.4086,8.2033,8.3183,592282.0
2022-08-09,8.3347,8.3347,8.232,8.2444,382875.0
2022-08-10,8.2854,8.5318,8.2526,8.4907,493600.0
2022-08-11,8.3018,8.4907,8.3018,8.4496,635226.0
2022-08-12,8.4989,8.5975,8.4414,8.54,624604.0
2022-08-13,8.4989,8.5975,8.4414,8.54,624604.0
2022-08-14,8.4989,8.5975,8.4414,8.54,624604.0
2022-08-15,8.54,8.5851,8.4455,8.4907,467669.0
2022-08-16,8.4414,8.5564,8.4332,8.5482,301466.0
2022-08-17,8.3593,8.4661,8.3593,8.384,516876.0
2022-08-18,8.3593,8.4435,8.3509,8.4168,271095.0
2022-08-19,8.4168,8.425,8.3347,8.3429,259134.0
2022-08-20,8.4168,8.425,8.3347,8.3429,259134.0
2022-08-21,8.4168,8.425,8.3347,8.3429,259134.0
2022-08-22,8.3018,8.3018,8.2238,8.2361,294818.0
2022-08-23,8.2854,8.3593,8.2608,8.2854,297680.0
2022-08-24,8.3183,8.384,8.2772,8.3757,253085.0
2022-08-25,8.4168,8.4168,8.347,8.384,276063.0
2022-08-26,8.3347,8.3922,8.2608,8.2772,290638.0
2022-08-27,8.3347,8.3922,8.2608,8.2772,290638.0
2022-08-28,8.3347,8.3922,8.2608,8.2772,290638.0
2022-08-29,8.269,8.2936,8.2238,8.2279,364643.0
2022-08-30,8.2608,8.2848,8.1663,8.2033,562142.0
2022-08-31,8.2033,8.2443,8.154,8.1869,554724.0
2022-09-01,8.1622,8.2197,7.9816,8.0144,757964.0
2022-09-02,8.0801,8.1495,8.0391,8.0637,459451.0
2022-09-03,8.0801,8.1495,8.0391,8.0637,459451.0
2022-09-04,8.0801,8.1495,8.0391,8.0637,459451.0
2022-09-05,8.0801,8.1495,8.0391,8.0637,459451.0
2022-09-06,8.0553,8.0805,7.8364,7.9711,666663.0
2022-09-07,7.9795,8.0385,7.9206,8.0132,361114.0
2022-09-08,8.0048,8.1184,7.9627,8.0974,261506.0
2022-09-09,8.1058,8.1984,8.1058,8.1815,223042.0
2022-09-10,8.1058,8.1984,8.1058,8.1815,223042.0
2022-09-11,8.1058,8.1984,8.1058,8.1815,223042.0
2022-09-12,8.2236,8.2321,8.0974,8.1815,628483.0
2022-09-13,8.089,8.2068,8.0805,8.0805,331550.0
2022-09-14,8.1563,8.2321,8.0637,8.131,495300.0
2022-09-15,8.1226,8.2236,8.1226,8.1647,299675.0
2022-09-16,8.1142,8.1479,8.0385,8.1058,949318.0
2022-09-17,8.1142,8.1479,8.0385,8.1058,949318.0
2022-09-18,8.1142,8.1479,8.0385,8.1058,949318.0
2022-09-19,7.9964,8.0969,7.9964,8.03,623463.0
2022-09-20,7.9711,8.0048,7.8878,7.9374,479288.0
2022-09-21,7.9459,7.9964,7.8701,7.8701,333592.0
2022-09-22,7.9038,7.908,7.6765,7.6765,525649.0
2022-09-23,7.6597,7.6597,7.3567,7.4072,730844.0
2022-09-24,7.6597,7.6597,7.3567,7.4072,730844.0
2022-09-25,7.6597,7.6597,7.3567,7.4072,730844.0
2022-09-26,7.3398,7.3777,7.0705,7.0873,980544.0
2022-09-27,7.1631,7.3735,7.1336,7.1883,754690.0
2022-09-28,7.1799,7.3314,7.1799,7.2977,394284.0
2022-09-29,7.222,7.222,6.9442,7.0031,841981.0
2022-09-30,7.0031,7.1078,6.9274,6.961,619465.0
2022-10-01,7.0031,7.1078,6.9274,6.961,619465.0
2022-10-02,7.0031,7.1078,6.9274,6.961,619465.0
2022-10-03,7.02,7.0368,6.7675,6.9947,558018.0
2022-10-04,7.0873,7.3567,7.0705,7.3567,428752.0
2022-10-05,7.2641,7.2641,7.0536,7.1715,516392.0
2022-10-06,7.1378,7.2304,7.0705,7.0789,310220.0
2022-10-07,7.0368,7.0536,6.8685,6.8937,412319.0
2022-10-08,7.0368,7.0536,6.8685,6.8937,412319.0
2022-10-09,7.0368,7.0536,6.8685,6.8937,412319.0
2022-10-10,6.8937,6.9358,6.7759,6.7843,402519.0
2022-10-11,6.7843,6.859,6.7085,6.8011,388088.0
2022-10-12,6.818,6.8474,6.7254,6.8011,300725.0
2022-10-13,6.7422,6.9695,6.6412,6.919,515166.0
2022-10-14,6.9526,7.1252,6.9442,6.961,444749.0
2022-10-15,6.9526,7.1252,6.9442,6.961,444749.0
2022-10-16,6.9526,7.1252,6.9442,6.961,444749.0
2022-10-17,7.0705,7.1841,7.02,7.0705,398879.0
2022-10-18,7.1715,7.2809,7.0705,7.1041,361779.0
2022-10-19,7.0789,7.1504,7.0452,7.0705,439677.0
2022-10-20,7.0284,7.1622,7.02,7.02,338497.0
2022-10-21,7.0368,7.041,6.9105,7.0116,431044.0
2022-10-22,7.0368,7.041,6.9105,7.0116,431044.0
2022-10-23,7.0368,7.041,6.9105,7.0116,431044.0
2022-10-24,6.961,7.1799,6.961,7.0957,643618.0
2022-10-25,7.1546,7.4492,7.1294,7.4156,296622.0
2022-10-26,7.3903,7.4998,7.3651,7.3819,324836.0
2022-10-27,7.3987,7.525,7.3903,7.424,313878.0
2022-10-28,7.4408,7.591,7.3987,7.5671,419960.0
2022-10-29,7.4408,7.591,7.3987,7.5671,419960.0
2022-10-30,7.4408,7.591,7.3987,7.5671,419960.0
2022-10-31,7.525,7.5881,7.4661,7.4998,290774.0
2022-11-01,7.5839,7.5839,7.4324,7.4661,187407.0
2022-11-02,7.4492,7.6089,7.3772,7.4998,403087.0
2022-11-03,7.424,7.4746,7.3567,7.3903,290699.0
2022-11-04,7.4745,7.6639,7.4577,7.5418,374503.0
2022-11-05,7.4745,7.6639,7.4577,7.5418,374503.0
2022-11-06,7.4745,7.6639,7.4577,7.5418,374503.0
2022-11-07,7.5755,7.727,7.5755,7.6849,502869.0
2022-11-08,7.7439,7.7439,7.5671,7.5839,328138.0
2022-11-09,7.525,7.7017,7.4913,7.4913,253122.0
2022-11-10,7.6092,7.7691,7.6008,7.6597,444292.0
2022-11-11,7.6344,7.7775,7.5923,7.7102,392813.0
2022-11-12,7.6344,7.7775,7.5923,7.7102,392813.0
2022-11-13,7.6344,7.7775,7.5923,7.7102,392813.0
2022-11-14,7.4829,7.5839,7.3482,7.3651,694326.0
2022-11-15,7.4745,7.7439,7.4577,7.5755,572949.0
2022-11-16,7.6176,7.6872,7.5661,7.5755,355821.0
2022-11-17,7.4829,7.6008,7.4829,7.5923,218652.0
2022-11-18,7.6176,7.6386,7.5587,7.5671,214774.0
2022-11-19,7.6176,7.6386,7.5587,7.5671,214774.0
2022-11-20,7.6176,7.6386,7.5587,7.5671,214774.0
2022-11-21,7.5418,7.6513,7.5334,7.6428,452245.0
2022-11-22,7.7186,7.808,7.6933,7.7944,429909.0
2022-11-23,7.7439,7.8112,7.6597,7.6765,308752.0
2022-11-24,7.7439,7.8112,7.6597,7.6765,308752.0
2022-11-25,7.6765,7.7691,7.6687,7.7439,156362.0
2022-11-26,7.6765,7.7691,7.6687,7.7439,156362.0
2022-11-27,7.6765,7.7691,7.6687,7.7439,156362.0
2022-11-28,7.6849,7.7849,7.6092,7.6344,454128.0
2022-11-29,7.6597,7.7354,7.6344,7.6933,407540.0
2022-11-30,7.6428,7.7439,7.5545,7.7354,440081.0
2022-12-01,7.7354,7.8112,7.7354,7.7523,379176.0
2022-12-02,7.7018,7.7691,7.6176,7.727,440949.0
2022-12-03,7.7018,7.7691,7.6176,7.727,440949.0
2022-12-04,7.7018,7.7691,7.6176,7.727,440949.0
2022-12-05,7.7439,7.7439,7.5771,7.6092,676976.0
2022-12-06,7.5919,7.6286,7.4017,7.4708,627900.0
2022-12-07,7.4449,7.54,7.4189,7.4276,490421.0
2022-12-08,7.4276,7.5227,7.4103,7.4449,541959.0
2022-12-09,7.4276,7.5184,7.3973,7.4535,270602.0
2022-12-10,7.4276,7.5184,7.3973,7.4535,270602.0
2022-12-11,7.4276,7.5184,7.3973,7.4535,270602.0
2022-12-12,7.4535,7.5141,7.4362,7.4795,399883.0
2022-12-13,7.6092,7.6697,7.5054,7.5314,472581.0
2022-12-14,7.5573,7.5832,7.3887,7.4449,600590.0
2022-12-15,7.3584,7.393,7.2979,7.3411,475862.0
2022-12-16,7.2374,7.3065,7.0125,7.1077,1291459.0
2022-12-17,7.2374,7.3065,7.0125,7.1077,1291459.0
2022-12-18,7.2374,7.3065,7.0125,7.1077,1291459.0
2022-12-19,7.0904,7.1466,7.0212,7.0471,443998.0
2022-12-20,7.0212,7.1163,6.9953,7.0385,604752.0
2022-12-21,7.0904,7.1578,7.0039,7.0212,831604.0
2022-12-22,7.0212,7.1077,6.9347,7.0904,596486.0
2022-12-23,7.099,7.1509,7.0471,7.1336,600740.0
2022-12-24,7.099,7.1509,7.0471,7.1336,600740.0
2022-12-25,7.099,7.1509,7.0471,7.1336,600740.0
2022-12-26,7.099,7.1509,7.0471,7.1336,600740.0
2022-12-27,7.1682,7.2374,7.0817,7.1509,631073.0
2022-12-28,7.0904,7.1497,7.0038,7.0039,468349.0
2022-12-29,7.0125,7.1423,6.9866,7.1163,573963.0
2022-12-30,7.0558,7.1682,7.0298,7.0471,570477.0
2022-12-31,7.0558,7.1682,7.0298,7.0471,570477.0
2023-01-01,7.0558,7.1682,7.0298,7.0471,570477.0
2023-01-02,7.0558,7.1682,7.0298,7.0471,570477.0
2023-01-03,7.099,7.1509,7.0472,7.1077,514002.0
2023-01-04,7.1768,7.3671,7.1509,7.3238,443282.0
2023-01-05,7.3238,7.3238,7.1812,7.2374,296871.0
2023-01-06,7.2633,7.3152,7.2114,7.2633,751876.0
2023-01-07,7.2633,7.3152,7.2114,7.2633,751876.0
2023-01-08,7.2633,7.3152,7.2114,7.2633,751876.0
2023-01-09,7.3844,7.4795,7.3585,7.393,624973.0
2023-01-10,7.4449,7.4881,7.3757,7.4362,374027.0
2023-01-11,7.4881,7.6178,7.4535,7.6092,432421.0
2023-01-12,7.6524,7.7778,7.6265,7.7389,458505.0
2023-01-13,7.6956,7.7302,7.6611,7.6611,415778.0
2023-01-14,7.6956,7.7302,7.6611,7.6611,415778.0
2023-01-15,7.6956,7.7302,7.6611,7.6611,415778.0
2023-01-16,7.6956,7.7302,7.6611,7.6611,415778.0
2023-01-17,7.6697,7.7388,7.6697,7.687,348896.0
2023-01-18,7.7129,7.7648,7.6351,7.6351,374574.0
2023-01-19,7.5832,7.6308,7.5011,7.5141,262113.0
2023-01-20,7.5141,7.5314,7.4708,7.4968,420007.0
2023-01-21,7.5141,7.5314,7.4708,7.4968,420007.0
2023-01-22,7.5141,7.5314,7.4708,7.4968,420007.0
2023-01-23,7.4968,7.54,7.4795,7.5054,383169.0
2023-01-24,7.5141,7.5487,7.4708,7.4795,347472.0
2023-01-25,7.4622,7.4881,7.3672,7.3844,335900.0
2023-01-26,7.4449,7.4622,7.3671,7.4362,449036.0
2023-01-27,7.4189,7.5919,7.4189,7.5919,298242.0
2023-01-28,7.4189,7.5919,7.4189,7.5919,298242.0
2023-01-29,7.4189,7.5919,7.4189,7.5919,298242.0
2023-01-30,7.5227,7.6154,7.4708,7.4795,279619.0
2023-01-31,7.4795,7.5746,7.4795,7.5746,281464.0
2023-02-01,7.5141,7.6265,7.4885,7.5746,864178.0
2023-02-02,7.6524,7.7043,7.5919,7.6438,465384.0
2023-02-03,7.6092,7.7043,7.6005,7.687,328609.0
2023-02-04,7.6092,7.7043,7.6005,7.687,328609.0
2023-02-05,7.6092,7.7043,7.6005,7.687,328609.0
2023-02-06,7.6265,7.6536,7.527,7.5746,243104.0
2023-02-07,7.6005,7.6611,7.5054,7.5487,436905.0
2023-02-08,7.5054,7.6092,7.5054,7.6005,605546.0
2023-02-09,7.6611,7.6697,7.3758,7.4276,785439.0
2023-02-10,7.4017,7.4795,7.3022,7.4795,396560.0
2023-02-11,7.4017,7.4795,7.3022,7.4795,396560.0
2023-02-12,7.4017,7.4795,7.3022,7.4795,396560.0
2023-02-13,7.4535,7.4968,7.4362,7.4795,341703.0
2023-02-14,7.4708,7.5097,7.4449,7.4968,331528.0
2023-02-15,7.4449,7.5227,7.3705,7.5054,289054.0
2023-02-16,7.4449,7.5659,7.3936,7.4881,254476.0
2023-02-17,7.4622,7.5616,7.4622,7.5487,239090.0
2023-02-18,7.4622,7.5616,7.4622,7.5487,239090.0
2023-02-19,7.4622,7.5616,7.4622,7.5487,239090.0
2023-02-20,7.4622,7.5616,7.4622,7.5487,239090.0
2023-02-21,7.5141,7.5226,7.3671,7.3844,357378.0
2023-02-22,7.4189,7.4968,7.4146,7.4449,342393.0
2023-02-23,7.4795,7.5314,7.4449,7.4881,333219.0
2023-02-24,7.6265,7.7994,7.4362,7.4708,1307493.0
2023-02-25,7.6265,7.7994,7.4362,7.4708,1307493.0
2023-02-26,7.6265,7.7994,7.4362,7.4708,1307493.0
2023-02-27,7.4881,7.6697,7.4795,7.4795,650251.0
2023-02-28,7.5227,7.5314,7.4276,7.4968,489308.0
2023-03-01,7.4968,7.5227,7.393,7.4189,416572.0
2023-03-02,7.393,7.393,7.2892,7.3498,485861.0
2023-03-03,7.393,7.4795,7.3498,7.4449,576443.0
2023-03-04,7.393,7.4795,7.3498,7.4449,576443.0
2023-03-05,7.393,7.4795,7.3498,7.4449,576443.0
2023-03-06,7.4881,7.5919,7.4708,7.5314,898848.0
2023-03-07,7.5136,7.5492,7.2999,7.3177,737865.0
2023-03-08,7.3177,7.4112,7.3088,7.3711,430129.0
2023-03-09,7.3444,7.3578,7.113,7.113,735555.0
2023-03-10,7.0862,7.1397,6.8103,6.8726,1369933.0
2023-03-11,7.0862,7.1397,6.8103,6.8726,1369933.0
2023-03-12,7.0862,7.1397,6.8103,6.8726,1369933.0
2023-03-13,6.8103,6.8637,6.6367,6.7747,1124144.0
2023-03-14,6.9883,7.0773,6.8236,6.8548,972351.0
2023-03-15,6.7658,6.8637,6.6901,6.8637,1157471.0
2023-03-16,6.8192,6.9082,6.6856,6.8459,665501.0
2023-03-17,6.8103,6.8637,6.65,6.65,1135521.0
2023-03-18,6.8103,6.8637,6.65,6.65,1135521.0
2023-03-19,6.8103,6.8637,6.65,6.65,1135521.0
2023-03-20,6.7302,6.8459,6.6856,6.7302,477957.0
2023-03-21,6.7658,6.8988,6.7658,6.8904,496777.0
2023-03-22,6.8904,6.9616,6.8281,6.837,550383.0
2023-03-23,6.8637,6.917,6.7747,6.8281,790544.0
2023-03-24,6.7747,6.926,6.7212,6.9082,241850.0
2023-03-25,6.7747,6.926,6.7212,6.9082,241850.0
2023-03-26,6.7747,6.926,6.7212,6.9082,241850.0
2023-03-27,6.9794,6.9883,6.9082,6.9349,250056.0
2023-03-28,6.9527,6.9876,6.8459,6.8548,758160.0
2023-03-29,6.9171,6.9483,6.8558,6.9082,537842.0
2023-03-30,6.9616,7.0239,6.9349,6.9616,423885.0
2023-03-31,6.9972,7.0862,6.9928,7.0684,484655.0
2023-04-01,6.9972,7.0862,6.9928,7.0684,484655.0
2023-04-02,6.9972,7.0862,6.9928,7.0684,484655.0
2023-04-03,7.0684,7.1085,6.9972,7.0417,327263.0
2023-04-04,7.0684,7.0684,6.9171,6.9438,333142.0
2023-04-05,6.9082,6.9082,6.7836,6.7836,419803.0
2023-04-06,6.8014,6.8726,6.7747,6.8459,273001.0
2023-04-07,6.8014,6.8726,6.7747,6.8459,273001.0
2023-04-08,6.8014,6.8726,6.7747,6.8459,273001.0
2023-04-09,6.8014,6.8726,6.7747,6.8459,273001.0
2023-04-10,6.8281,6.8815,6.6589,6.7658,623342.0
2023-04-11,6.8014,6.8362,6.7435,6.7569,424568.0
2023-04-12,6.7747,6.8029,6.6367,6.6589,716118.0
2023-04-13,6.6767,6.807,6.65,6.8014,424082.0
2023-04-14,6.8459,6.9349,6.7212,6.7658,889503.0
2023-04-15,6.8459,6.9349,6.7212,6.7658,889503.0
2023-04-16,6.8459,6.9349,6.7212,6.7658,889503.0
2023-04-17,6.7836,6.9171,6.7747,6.9082,346999.0
2023-04-18,6.8637,6.8637,6.7123,6.7569,564152.0
2023-04-19,6.7123,6.8459,6.7123,6.8281,292480.0
2023-04-20,6.7747,6.8058,6.6767,6.6945,329576.0
2023-04-21,6.7302,6.748,6.6812,6.7123,194080.0
2023-04-22,6.7302,6.748,6.6812,6.7123,194080.0
2023-04-23,6.7302,6.748,6.6812,6.7123,194080.0
2023-04-24,6.7212,6.8014,6.7123,6.748,297169.0
2023-04-25,6.7212,6.7569,6.6322,6.65,339179.0
2023-04-26,6.7034,6.7346,6.5922,6.6144,563679.0
2023-04-27,6.6144,6.748,6.6144,6.7123,313512.0
2023-04-28,6.6767,6.8192,6.6767,6.7836,465154.0
2023-04-29,6.6767,6.8192,6.6767,6.7836,465154.0
2023-04-30,6.6767,6.8192,6.6767,6.7836,465154.0
2023-05-01,6.7925,6.8459,6.7302,6.7569,373967.0
2023-05-02,6.7212,6.7649,6.561,6.6411,475364.0
2023-05-03,6.65,6.718,6.6055,6.6144,485749.0
2023-05-04,6.5521,6.5877,6.4542,6.4987,722609.0
2023-05-05,6.4898,6.5868,6.196,6.4542,857632.0
2023-05-06,6.4898,6.5868,6.196,6.4542,857632.0
2023-05-07,6.4898,6.5868,6.196,6.4542,857632.0
2023-05-08,6.4364,6.5031,6.4008,6.4364,594011.0
2023-05-09,6.383,6.4542,6.3652,6.4008,370012.0
2023-05-10,6.4364,6.4542,6.3839,6.4453,627646.0
2023-05-11,6.4008,6.5744,6.4008,6.561,430011.0
2023-05-12,6.5877,6.6055,6.5254,6.5432,346650.0
2023-05-13,6.5877,6.6055,6.5254,6.5432,346650.0
2023-05-14,6.5877,6.6055,6.5254,6.5432,346650.0
2023-05-15,6.5877,6.6945,6.5833,6.6411,462056.0
2023-05-16,6.6767,6.7658,6.6767,6.7123,528171.0
2023-05-17,6.748,6.8014,6.7212,6.7747,366285.0
2023-05-18,6.8459,6.9572,6.8281,6.9438,783916.0
2023-05-19,6.9883,7.0239,6.9705,6.9883,471561.0
2023-05-20,6.9883,7.0239,6.9705,6.9883,471561.0
2023-05-21,6.9883,7.0239,6.9705,6.9883,471561.0
2023-05-22,7.0328,7.0667,6.9795,7.0239,447535.0
2023-05-23,7.0417,7.0862,6.9972,7.015,280473.0
2023-05-24,6.9527,7.0049,6.9438,6.9883,288915.0
2023-05-25,6.9438,7.0551,6.9438,6.9794,394856.0
2023-05-26,6.9972,7.0927,6.9972,7.0417,393737.0
2023-05-27,6.9972,7.0927,6.9972,7.0417,393737.0
2023-05-28,6.9972,7.0927,6.9972,7.0417,393737.0
2023-05-29,6.9972,7.0927,6.9972,7.0417,393737.0
2023-05-30,7.0773,7.1308,7.0328,7.0773,399075.0
2023-05-31,7.0684,7.104,7.0373,7.0684,396458.0
2023-06-01,7.0951,7.0951,7.0247,7.0506,411697.0
2023-06-02,7.104,7.104,6.9616,7.0862,551104.0
2023-06-03,7.104,7.104,6.9616,7.0862,551104.0
2023-06-04,7.104,7.104,6.9616,7.0862,551104.0
2023-06-05,7.1575,7.1664,7.0595,7.0684,907824.0
2023-06-06,7.0684,7.1052,6.9949,7.0409,467955.0
2023-06-07,7.0592,7.1282,7.0317,7.096,384999.0
2023-06-08,7.096,7.1695,7.096,7.142,471922.0
2023-06-09,7.1512,7.1971,7.1512,7.1787,393233.0
2023-06-10,7.1512,7.1971,7.1512,7.1787,393233.0
2023-06-11,7.1512,7.1971,7.1512,7.1787,393233.0
2023-06-12,7.1695,7.3258,7.1695,7.2523,918676.0
2023-06-13,7.289,7.3051,7.2339,7.2615,416999.0
2023-06-14,7.3258,7.3258,7.2201,7.2339,649105.0
2023-06-15,7.2523,7.381,7.2247,7.3626,729245.0
2023-06-16,7.3626,7.3993,7.096,7.1052,1117223.0
2023-06-17,7.3626,7.3993,7.096,7.1052,1117223.0
2023-06-18,7.3626,7.3993,7.096,7.1052,1117223.0
2023-06-19,7.3626,7.3993,7.096,7.1052,1117223.0
2023-06-20,7.1052,7.1925,7.1052,7.1236,490696.0
2023-06-21,7.1144,7.1695,7.0776,7.1328,266744.0
2023-06-22,7.1052,7.1236,7.0638,7.0868,282087.0
2023-06-23,6.9949,7.0409,6.9648,7.0041,391103.0
2023-06-24,6.9949,7.0409,6.9648,7.0041,391103.0
2023-06-25,6.9949,7.0409,6.9648,7.0041,391103.0
2023-06-26,6.9857,7.1098,6.9857,7.0868,329122.0
2023-06-27,7.1052,7.2063,7.0822,7.1695,340446.0
2023-06-28,7.1787,7.2431,7.142,7.2063,259098.0
2023-06-29,7.2063,7.2615,7.2063,7.2339,178503.0
2023-06-30,7.2523,7.289,7.1879,7.2063,325112.0
2023-07-01,7.2523,7.289,7.1879,7.2063,325112.0
2023-07-02,7.2523,7.289,7.1879,7.2063,325112.0
2023-07-03,7.2155,7.2592,7.1925,7.2431,138146.0
2023-07-04,7.2155,7.2592,7.1925,7.2431,138146.0
2023-07-05,7.2155,7.2523,7.1787,7.1787,344189.0
2023-07-06,7.1052,7.1236,6.9857,7.0317,460146.0
2023-07-07,7.0133,7.1282,7.0133,7.096,369416.0
2023-07-08,7.0133,7.1282,7.0133,7.096,369416.0
2023-07-09,7.0133,7.1282,7.0133,7.096,369416.0
2023-07-10,7.1604,7.1787,7.0501,7.0684,385302.0
2023-07-11,7.096,7.142,7.0684,7.0776,1229035.0
2023-07-12,7.1512,7.1879,7.0868,7.1695,441775.0
2023-07-13,7.1695,7.2431,7.165,7.2339,451979.0
2023-07-14,7.2339,7.2889,7.1879,7.2615,398640.0
2023-07-15,7.2339,7.2889,7.1879,7.2615,398640.0
2023-07-16,7.2339,7.2889,7.1879,7.2615,398640.0
2023-07-17,7.2615,7.2982,7.2293,7.2798,352302.0
2023-07-18,7.2982,7.3901,7.2798,7.3626,498522.0
2023-07-19,7.381,7.4361,7.3534,7.3626,413030.0
2023-07-20,7.3718,7.4223,7.2982,7.3074,720300.0
2023-07-21,7.381,7.4177,7.3258,7.3993,361267.0
2023-07-22,7.381,7.4177,7.3258,7.3993,361267.0
2023-07-23,7.381,7.4177,7.3258,7.3993,361267.0
2023-07-24,7.4085,7.4913,7.3993,7.4545,398714.0
2023-07-25,7.4913,7.5372,7.4269,7.4269,524422.0
2023-07-26,7.4545,7.5556,7.4545,7.5372,382316.0
2023-07-27,7.5648,7.6475,7.5648,7.6016,722329.0
2023-07-28,7.6199,7.6659,7.5924,7.6475,396620.0
2023-07-29,7.6199,7.6659,7.5924,7.6475,396620.0
2023-07-30,7.6199,7.6659,7.5924,7.6475,396620.0
2023-07-31,7.6843,7.6935,7.6383,7.6751,365286.0
2023-08-01,7.6843,7.7073,7.6383,7.6567,302141.0
2023-08-02,7.6291,7.6843,7.5832,7.6659,296561.0
2023-08-03,7.6567,7.6843,7.6107,7.6659,207838.0
2023-08-04,7.6843,7.7808,7.6475,7.7486,244521.0
2023-08-05,7.6843,7.7808,7.6475,7.7486,244521.0
2023-08-06,7.6843,7.7808,7.6475,7.7486,244521.0
2023-08-07,7.7486,7.8405,7.7302,7.7946,405517.0
2023-08-08,7.7211,7.7946,7.6016,7.7854,385488.0
