,HII US Equity,HII US Equity,HII US Equity,HII US Equity,HII US Equity
2021-09-20,181.977,183.641,180.049,183.074,183828.0
2021-09-21,183.547,183.641,178.696,178.999,198010.0
2021-09-22,180.209,182.209,180.209,181.032,167014.0
2021-09-23,181.363,185.825,181.363,183.934,226381.0
2021-09-24,184.038,188.047,184.038,184.719,266792.0
2021-09-25,184.038,188.047,184.038,184.719,266792.0
2021-09-26,184.038,188.047,184.038,184.719,266792.0
2021-09-27,186.204,188.511,185.514,186.317,211074.0
2021-09-28,186.932,187.849,185.088,185.825,293436.0
2021-09-29,186.979,188.019,185.769,186.572,134667.0
2021-09-30,186.884,187.527,182.261,182.535,335050.0
2021-10-01,183.481,184.691,180.096,183.594,199162.0
2021-10-02,183.481,184.691,180.096,183.594,199162.0
2021-10-03,183.481,184.691,180.096,183.594,199162.0
2021-10-04,184.161,186.799,183.906,184.426,210103.0
2021-10-05,185.097,186.213,183.216,184.303,255959.0
2021-10-06,183.15,186.364,181.492,186.052,227218.0
2021-10-07,187.206,193.002,187.13,191.801,338003.0
2021-10-08,191.81,196.065,191.81,195.138,289217.0
2021-10-09,191.81,196.065,191.81,195.138,289217.0
2021-10-10,191.81,196.065,191.81,195.138,289217.0
2021-10-11,196.16,200.613,194.845,199.327,342647.0
2021-10-12,199.289,203.156,197.965,200.603,336234.0
2021-10-13,199.138,199.866,193.843,196.632,335033.0
2021-10-14,197.899,197.899,194.24,197.096,318885.0
2021-10-15,197.691,200.594,197.001,199.043,302403.0
2021-10-16,197.691,200.594,197.001,199.043,302403.0
2021-10-17,197.691,200.594,197.001,199.043,302403.0
2021-10-18,198.24,198.542,195.016,196.141,266469.0
2021-10-19,196.415,198.221,194.808,198.003,169403.0
2021-10-20,197.852,200.688,197.795,200.178,166700.0
2021-10-21,199.979,200.915,197.795,199.62,158232.0
2021-10-22,200.017,202.579,199.998,201.227,162545.0
2021-10-23,200.017,202.579,199.998,201.227,162545.0
2021-10-24,200.017,202.579,199.998,201.227,162545.0
2021-10-25,201.161,201.539,198.665,200.896,190008.0
2021-10-26,194.571,194.929,189.806,193.2,406177.0
2021-10-27,194.032,194.914,191.347,191.593,234966.0
2021-10-28,191.687,194.042,190.619,193.37,251883.0
2021-10-29,193.077,194.07,190.69,191.678,241661.0
2021-10-30,193.077,194.07,190.69,191.678,241661.0
2021-10-31,193.077,194.07,190.69,191.678,241661.0
2021-11-01,191.924,193.834,190.42,191.063,178105.0
2021-11-02,191.716,191.716,187.57,189.002,241990.0
2021-11-03,187.603,189.201,184.502,189.05,410025.0
2021-11-04,189.9,190.364,179.689,180.881,380798.0
2021-11-05,181.977,184.388,181.462,183.443,300103.0
2021-11-06,181.977,184.388,181.462,183.443,300103.0
2021-11-07,181.977,184.388,181.462,183.443,300103.0
2021-11-08,183.641,184.369,181.259,183.547,246428.0
2021-11-09,182.668,184.558,181.429,184.133,206014.0
2021-11-10,184.124,185.438,183.183,183.254,220280.0
2021-11-11,180.115,181.495,178.176,178.574,337797.0
2021-11-12,178.583,182.374,178.318,181.552,290229.0
2021-11-13,178.583,182.374,178.318,181.552,290229.0
2021-11-14,178.583,182.374,178.318,181.552,290229.0
2021-11-15,181.741,182.213,179.245,180.03,235142.0
2021-11-16,179.945,181.013,177.874,178.054,231519.0
2021-11-17,177.751,178.12,175.946,176.512,187297.0
2021-11-18,176.673,176.673,172.494,175.094,370820.0
2021-11-19,175.302,176.295,173.685,174.707,222988.0
2021-11-20,175.302,176.295,173.685,174.707,222988.0
2021-11-21,175.302,176.295,173.685,174.707,222988.0
2021-11-22,174.829,181.268,174.829,180.115,307958.0
2021-11-23,180.238,181.987,177.95,178.904,211928.0
2021-11-24,178.648,179.951,176.64,177.42,146201.0
2021-11-25,178.648,179.951,176.64,177.42,146201.0
2021-11-26,172.987,175.879,172.349,174.366,247670.0
2021-11-27,172.987,175.879,172.349,174.366,247670.0
2021-11-28,172.987,175.879,172.349,174.366,247670.0
2021-11-29,175.822,175.822,172.387,172.892,247750.0
2021-11-30,170.875,171.809,166.974,168.886,697147.0
2021-12-01,171.255,174.081,168.001,168.001,394893.0
2021-12-02,169.2,171.626,167.925,169.628,470554.0
2021-12-03,170.104,172.682,170.037,172.359,286043.0
2021-12-04,170.104,172.682,170.037,172.359,286043.0
2021-12-05,170.104,172.682,170.037,172.359,286043.0
2021-12-06,174.756,178.662,174.466,176.84,339725.0
2021-12-07,176.64,177.934,175.603,175.717,362145.0
2021-12-08,175.85,178.196,175.536,177.287,264851.0
2021-12-09,175.85,177.135,174.043,176.916,306730.0
2021-12-10,177.963,178.885,175.793,176.935,243271.0
2021-12-11,177.963,178.885,175.793,176.935,243271.0
2021-12-12,177.963,178.885,175.793,176.935,243271.0
2021-12-13,176.964,179.295,175.498,178.248,245792.0
2021-12-14,178.305,181.664,176.669,177.154,315830.0
2021-12-15,178.562,180.921,175.051,180.208,417977.0
2021-12-16,181.331,184.251,179.447,179.561,280206.0
2021-12-17,180.56,180.902,174.756,175.165,575982.0
2021-12-18,180.56,180.902,174.756,175.165,575982.0
2021-12-19,180.56,180.902,174.756,175.165,575982.0
2021-12-20,172.93,172.93,168.277,170.855,291830.0
2021-12-21,172.264,175.955,172.264,174.243,204210.0
2021-12-22,174.09,175.051,170.96,171.579,208876.0
2021-12-23,172.349,174.119,172.206,173.358,205190.0
2021-12-24,172.349,174.119,172.206,173.358,205190.0
2021-12-25,172.349,174.119,172.206,173.358,205190.0
2021-12-26,172.349,174.119,172.206,173.358,205190.0
2021-12-27,173.12,175.422,172.587,175.232,145317.0
2021-12-28,175.061,178.143,175.061,177.23,131374.0
2021-12-29,176.745,177.649,176.041,176.469,125979.0
2021-12-30,176.906,178.191,175.927,176.231,121592.0
2021-12-31,175.86,178.229,174.794,177.668,142922.0
2022-01-01,175.86,178.229,174.794,177.668,142922.0
2022-01-02,175.86,178.229,174.794,177.668,142922.0
2022-01-03,177.715,179.999,176.212,177.002,416522.0
2022-01-04,178.514,183.233,178.296,180.284,443686.0
2022-01-05,180.636,181.483,177.268,177.905,424644.0
2022-01-06,179.504,181.754,178.162,181.34,294621.0
2022-01-07,182.453,185.07,182.425,183.585,365837.0
2022-01-08,182.453,185.07,182.425,183.585,365837.0
2022-01-09,182.453,185.07,182.425,183.585,365837.0
2022-01-10,185.536,187.334,184.765,186.668,491341.0
2022-01-11,187.724,189.246,184.461,189.227,393287.0
2022-01-12,188.552,189.108,186.345,187.581,210978.0
2022-01-13,188.533,188.837,185.155,186.107,330295.0
2022-01-14,185.526,189.004,184.461,188.076,323365.0
2022-01-15,185.526,189.004,184.461,188.076,323365.0
2022-01-16,185.526,189.004,184.461,188.076,323365.0
2022-01-17,185.526,189.004,184.461,188.076,323365.0
2022-01-18,187.534,187.534,182.709,186.069,276762.0
2022-01-19,186.211,187.543,184.156,184.27,205527.0
2022-01-20,184.137,186.547,182.196,182.33,228822.0
2022-01-21,182.301,185.136,180.779,181.816,318322.0
2022-01-22,182.301,185.136,180.779,181.816,318322.0
2022-01-23,182.301,185.136,180.779,181.816,318322.0
2022-01-24,180.037,186.801,179.104,186.145,381901.0
2022-01-25,184.08,186.744,180.788,185.212,243019.0
2022-01-26,185.155,187.039,180.826,182.596,317900.0
2022-01-27,181.93,184.803,178.486,179.276,244079.0
2022-01-28,178.419,178.619,174.737,178.552,283481.0
2022-01-29,178.419,178.619,174.737,178.552,283481.0
2022-01-30,178.419,178.619,174.737,178.552,283481.0
2022-01-31,176.659,178.315,174.675,178.105,274610.0
2022-02-01,177.268,178.828,175.869,176.507,264090.0
2022-02-02,174.804,178.096,174.128,177.925,384894.0
2022-02-03,178.4,178.4,174.414,174.614,288066.0
2022-02-04,173.957,175.575,171.255,173.738,268674.0
2022-02-05,173.957,175.575,171.255,173.738,268674.0
2022-02-06,173.957,175.575,171.255,173.738,268674.0
2022-02-07,173.805,176.133,171.797,175.08,314347.0
2022-02-08,176.155,177.239,174.88,176.964,255757.0
2022-02-09,178.096,179.066,177.125,178.096,333614.0
2022-02-10,173.072,179.799,170.561,170.922,782378.0
2022-02-11,170.304,175.299,168.591,174.937,605939.0
2022-02-12,170.304,175.299,168.591,174.937,605939.0
2022-02-13,170.304,175.299,168.591,174.937,605939.0
2022-02-14,174.851,175.375,170.58,172.454,508349.0
2022-02-15,172.045,174.119,171.027,171.379,330459.0
2022-02-16,171.379,174.832,171.379,173.71,372332.0
2022-02-17,172.654,177.106,172.573,175.936,406604.0
2022-02-18,175.203,179.057,174.851,177.049,553966.0
2022-02-19,175.203,179.057,174.851,177.049,553966.0
2022-02-20,175.203,179.057,174.851,177.049,553966.0
2022-02-21,175.203,179.057,174.851,177.049,553966.0
2022-02-22,178.41,179.542,175.508,177.801,426516.0
2022-02-23,179.58,180.588,178.124,178.286,441988.0
2022-02-24,177.836,184.5,175.773,183.82,636287.0
2022-02-25,184.098,194.275,184.098,191.355,692425.0
2022-02-26,184.098,194.275,184.098,191.355,692425.0
2022-02-27,184.098,194.275,184.098,191.355,692425.0
2022-02-28,190.388,197.741,190.388,195.702,1249855.0
2022-03-01,195.874,197.847,192.868,195.463,891967.0
2022-03-02,196.056,200.757,193.404,199.628,876758.0
2022-03-03,199.886,203.093,199.359,202.021,621433.0
2022-03-04,201.897,209.403,200.834,208.762,713445.0
2022-03-05,201.897,209.403,200.834,208.762,713445.0
2022-03-06,201.897,209.403,200.834,208.762,713445.0
2022-03-07,210.131,218.93,207.325,209.422,927243.0
2022-03-08,209.786,210.322,200.384,200.528,967781.0
2022-03-09,199.675,203.543,194.965,199.292,809967.0
2022-03-10,199.56,201.925,198.905,201.705,500480.0
2022-03-11,201.121,204.391,197.196,197.301,360026.0
2022-03-12,201.121,204.391,197.196,197.301,360026.0
2022-03-13,201.121,204.391,197.196,197.301,360026.0
2022-03-14,198.086,198.373,192.475,193.347,435104.0
2022-03-15,194.706,194.706,189.756,193.883,396185.0
2022-03-16,188.598,191.566,181.685,186.089,560893.0
2022-03-17,189.44,191.709,187.573,188.933,540174.0
2022-03-18,188.617,189.488,183.341,185.448,1124593.0
2022-03-19,188.617,189.488,183.341,185.448,1124593.0
2022-03-20,188.617,189.488,183.341,185.448,1124593.0
2022-03-21,187.573,193.146,186.731,192.131,400015.0
2022-03-22,192.36,193.624,189.814,192.485,371596.0
2022-03-23,193.375,196.252,193.012,194.4,277872.0
2022-03-24,194.256,197.425,193.787,194.926,221281.0
2022-03-25,194.879,198.503,194.074,197.205,217402.0
2022-03-26,194.879,198.503,194.074,197.205,217402.0
2022-03-27,194.879,198.503,194.074,197.205,217402.0
2022-03-28,196.037,197.148,190.149,191.824,475761.0
2022-03-29,188.397,193.883,186.932,193.653,323191.0
2022-03-30,194.409,197.684,192.073,194.668,335914.0
2022-03-31,194.429,195.992,190.915,190.953,413778.0
2022-04-01,191.135,194.16,190.589,194.007,347477.0
2022-04-02,191.135,194.16,190.589,194.007,347477.0
2022-04-03,191.135,194.16,190.589,194.007,347477.0
2022-04-04,194.314,194.314,189.172,193.28,384715.0
2022-04-05,193.395,195.92,192.36,192.562,355740.0
2022-04-06,192.983,196.209,192.217,193.509,417388.0
2022-04-07,193.615,199.857,191.978,199.072,659579.0
2022-04-08,199.809,202.021,196.382,197.138,408116.0
2022-04-09,199.809,202.021,196.382,197.138,408116.0
2022-04-10,199.809,202.021,196.382,197.138,408116.0
2022-04-11,198.258,202.174,194.649,196.506,455284.0
2022-04-12,195.96,203.341,195.96,201.035,382388.0
2022-04-13,201.571,203.993,200.776,203.879,492341.0
2022-04-14,208.848,214.449,208.589,213.195,616289.0
2022-04-15,208.848,214.449,208.589,213.195,616289.0
2022-04-16,208.848,214.449,208.589,213.195,616289.0
2022-04-17,208.848,214.449,208.589,213.195,616289.0
2022-04-18,212.515,214.927,211.031,213.396,321134.0
2022-04-19,213.788,216.507,212.298,214.573,318839.0
2022-04-20,215.588,218.288,214.42,217.618,311180.0
2022-04-21,218.298,218.298,211.155,212.534,303338.0
2022-04-22,212.457,215.914,211.567,212.716,347069.0
2022-04-23,212.457,215.914,211.567,212.716,347069.0
2022-04-24,212.457,215.914,211.567,212.716,347069.0
2022-04-25,211.538,211.538,201.925,209.231,536780.0
2022-04-26,208.723,213.099,208.57,209.355,346657.0
2022-04-27,209.422,212.859,206.617,210.495,286303.0
2022-04-28,210.82,211.117,207.632,208.8,310513.0
2022-04-29,209.298,210.514,202.72,203.687,351701.0
2022-04-30,209.298,210.514,202.72,203.687,351701.0
2022-05-01,209.298,210.514,202.72,203.687,351701.0
2022-05-02,202.375,207.737,200.259,203.295,344260.0
2022-05-03,204.319,206.066,202.529,205.621,356433.0
2022-05-04,205.966,213.817,204.051,212.687,518408.0
2022-05-05,209.116,215.406,205.985,210.389,468011.0
2022-05-06,209.231,211.576,204.747,207.048,303515.0
2022-05-07,209.231,211.576,204.747,207.048,303515.0
2022-05-08,209.231,211.576,204.747,207.048,303515.0
2022-05-09,205.813,206.531,200.365,201.045,416092.0
2022-05-10,201.705,203.419,198.287,200.729,320413.0
2022-05-11,201.064,203.333,195.826,197.263,283472.0
2022-05-12,197.588,199.422,191.193,195.099,293656.0
2022-05-13,195.52,198.699,192.743,195.108,354741.0
2022-05-14,195.52,198.699,192.743,195.108,354741.0
2022-05-15,195.52,198.699,192.743,195.108,354741.0
2022-05-16,195.032,197.933,194.371,196.066,294630.0
2022-05-17,197.234,201.394,195.855,200.078,298843.0
2022-05-18,198.728,200.083,192.581,194.208,278108.0
2022-05-19,192.667,194.879,189.21,192.188,296330.0
2022-05-20,192.112,192.915,186.089,189.345,287828.0
2022-05-21,192.112,192.915,186.089,189.345,287828.0
2022-05-22,192.112,192.915,186.089,189.345,287828.0
2022-05-23,191.03,193.366,190.072,192.064,317603.0
2022-05-24,192.734,195.841,190.134,195.396,236625.0
2022-05-25,195.807,199.24,195.673,197.349,339765.0
2022-05-26,198.861,205.187,198.861,203.666,525258.0
2022-05-27,204.022,206.468,202.915,206.458,431685.0
2022-05-28,204.022,206.468,202.915,206.458,431685.0
2022-05-29,204.022,206.468,202.915,206.458,431685.0
2022-05-30,204.022,206.468,202.915,206.458,431685.0
2022-05-31,205.226,205.235,200.71,202.664,688226.0
2022-06-01,204.6,204.6,199.074,202.664,292312.0
2022-06-02,204.167,204.438,199.804,203.955,252384.0
2022-06-03,203.425,205.404,202.558,204.956,251251.0
2022-06-04,203.425,205.404,202.558,204.956,251251.0
2022-06-05,203.425,205.404,202.558,204.956,251251.0
2022-06-06,205.081,205.418,202.79,204.638,309157.0
2022-06-07,203.781,208.408,203.001,208.134,260239.0
2022-06-08,206.555,207.624,205.226,206.314,244249.0
2022-06-09,205.813,207.055,205.11,206.073,348030.0
2022-06-10,202.587,205.755,201.851,204.138,378373.0
2022-06-11,202.587,205.755,201.851,204.138,378373.0
2022-06-12,202.587,205.755,201.851,204.138,378373.0
2022-06-13,200.045,201.682,197.301,199.65,423726.0
2022-06-14,199.67,200.194,194.749,197.224,477586.0
2022-06-15,198.244,199.49,192.592,198.052,543939.0
2022-06-16,195.721,196.01,191.59,193.613,456695.0
2022-06-17,192.746,196.227,189.823,193.208,808519.0
2022-06-18,192.746,196.227,189.823,193.208,808519.0
2022-06-19,192.746,196.227,189.823,193.208,808519.0
2022-06-20,192.746,196.227,189.823,193.208,808519.0
2022-06-21,196.222,201.981,195.827,201.605,350614.0
2022-06-22,198.119,202.828,198.119,201.692,448261.0
2022-06-23,200.998,203.078,199.178,202.221,307939.0
2022-06-24,204.013,207.566,202.091,207.364,640356.0
2022-06-25,204.013,207.566,202.091,207.364,640356.0
2022-06-26,204.013,207.566,202.091,207.364,640356.0
2022-06-27,208.423,210.667,206.658,210.281,289026.0
2022-06-28,211.331,214.518,207.778,209.135,385978.0
2022-06-29,209.925,210.002,205.303,207.893,286141.0
2022-06-30,205.958,210.512,205.958,209.752,366870.0
2022-07-01,210.195,213.864,207.296,212.775,268447.0
2022-07-02,210.195,213.864,207.296,212.775,268447.0
2022-07-03,210.195,213.864,207.296,212.775,268447.0
2022-07-04,210.195,213.864,207.296,212.775,268447.0
2022-07-05,209.424,209.925,198.418,202.087,501796.0
2022-07-06,202.212,209.164,200.941,206.314,326936.0
2022-07-07,207.084,210.089,207.012,209.261,268803.0
2022-07-08,210.252,211.254,207.335,207.691,263280.0
2022-07-09,210.252,211.254,207.335,207.691,263280.0
2022-07-10,210.252,211.254,207.335,207.691,263280.0
2022-07-11,206.641,209.54,205.134,207.835,191616.0
2022-07-12,207.036,209.193,203.685,204.33,380022.0
2022-07-13,201.75,205.101,200.247,200.527,259808.0
2022-07-14,196.79,198.437,195.423,196.588,305522.0
2022-07-15,198.774,199.602,195.856,197.05,229095.0
2022-07-16,198.774,199.602,195.856,197.05,229095.0
2022-07-17,198.774,199.602,195.856,197.05,229095.0
2022-07-18,197.667,199.689,193.718,194.354,284865.0
2022-07-19,194.316,199.66,194.267,199.448,425013.0
2022-07-20,199.814,202.202,197.734,201.162,189143.0
2022-07-21,200.19,201.461,198.76,201.018,186689.0
2022-07-22,202.578,203.7,200.33,200.998,195101.0
2022-07-23,202.578,203.7,200.33,200.998,195101.0
2022-07-24,202.578,203.7,200.33,200.998,195101.0
2022-07-25,201.461,205.495,201.441,202.78,206527.0
2022-07-26,202.78,204.099,201.884,202.741,174721.0
2022-07-27,203.184,203.916,200.536,202.578,253759.0
2022-07-28,202.924,204.715,200.151,204.61,237918.0
2022-07-29,205.611,209.251,204.898,208.808,220940.0
2022-07-30,205.611,209.251,204.898,208.808,220940.0
2022-07-31,205.611,209.251,204.898,208.808,220940.0
2022-08-01,209.039,210.089,205.65,209.578,215081.0
2022-08-02,211.119,211.119,207.633,209.415,298358.0
2022-08-03,209.29,211.543,204.494,210.59,212077.0
2022-08-04,211.841,228.635,211.774,220.335,723158.0
2022-08-05,219.15,221.481,215.732,219.15,389450.0
2022-08-06,219.15,221.481,215.732,219.15,389450.0
2022-08-07,219.15,221.481,215.732,219.15,389450.0
2022-08-08,219.449,223.406,213.43,214.827,388676.0
2022-08-09,216.618,218.081,214.97,217.138,409951.0
2022-08-10,219.449,220.027,216.189,218.611,290768.0
2022-08-11,219.574,220.98,217.995,218.919,183800.0
2022-08-12,219.189,222.126,218.139,221.924,158819.0
2022-08-13,219.189,222.126,218.139,221.924,158819.0
2022-08-14,219.189,222.126,218.139,221.924,158819.0
2022-08-15,220.084,224.832,220.084,223.946,199902.0
2022-08-16,223.233,225.905,222.694,224.889,243222.0
2022-08-17,223.06,228.019,222.919,227.422,343913.0
2022-08-18,228.279,230.648,227.586,228.009,182959.0
2022-08-19,227.634,228.905,225.564,226.767,216811.0
2022-08-20,227.634,228.905,225.564,226.767,216811.0
2022-08-21,227.634,228.905,225.564,226.767,216811.0
2022-08-22,224.562,226.666,224.408,226.286,327885.0
2022-08-23,227.268,227.822,225.746,227.393,192383.0
2022-08-24,228.404,230.985,228.164,230.465,249288.0
2022-08-25,231.578,233.813,230.804,233.784,382149.0
2022-08-26,234.181,235.604,228.457,228.578,334984.0
2022-08-27,234.181,235.604,228.457,228.578,334984.0
2022-08-28,234.181,235.604,228.457,228.578,334984.0
2022-08-29,226.662,230.262,225.065,228.123,370191.0
2022-08-30,228.636,228.636,223.942,224.097,352220.0
2022-08-31,224.271,225.694,221.939,222.829,689035.0
2022-09-01,221.852,222.559,218.533,220.139,430721.0
2022-09-02,222.336,225.394,218.649,219.481,876118.0
2022-09-03,222.336,225.394,218.649,219.481,876118.0
2022-09-04,222.336,225.394,218.649,219.481,876118.0
2022-09-05,222.336,225.394,218.649,219.481,876118.0
2022-09-06,221.155,222.5,220.11,221.688,587431.0
2022-09-07,220.497,225.926,220.207,225.142,436924.0
2022-09-08,225.036,226.246,222.975,224.697,537688.0
2022-09-09,224.775,228.655,224.775,227.707,380385.0
2022-09-10,224.775,228.655,224.775,227.707,380385.0
2022-09-11,224.775,228.655,224.775,227.707,380385.0
2022-09-12,228.026,228.8,226.642,227.417,498646.0
2022-09-13,224.755,226.749,221.146,221.891,577379.0
2022-09-14,221.61,226.633,220.802,225.355,395636.0
2022-09-15,224.397,227.223,223.235,224.804,389852.0
2022-09-16,224.117,225.075,220.168,224.62,512058.0
2022-09-17,224.117,225.075,220.168,224.62,512058.0
2022-09-18,224.117,225.075,220.168,224.62,512058.0
2022-09-19,223.391,227.088,223.028,227.039,258212.0
2022-09-20,225.955,225.955,223.342,225.297,194455.0
2022-09-21,230.523,234.655,224.988,225.075,310138.0
2022-09-22,226.275,232.594,222.568,227.9,530812.0
2022-09-23,225.781,226.158,218.315,222.839,295974.0
2022-09-24,225.781,226.158,218.315,222.839,295974.0
2022-09-25,225.781,226.158,218.315,222.839,295974.0
2022-09-26,221.997,224.31,219.423,219.539,285552.0
2022-09-27,220.807,222.249,216.781,217.642,325528.0
2022-09-28,218.388,219.588,214.598,218.078,366310.0
2022-09-29,217.439,217.439,212.426,216.123,263102.0
2022-09-30,214.981,217.904,213.472,214.352,264972.0
2022-10-01,214.981,217.904,213.472,214.352,264972.0
2022-10-02,214.981,217.904,213.472,214.352,264972.0
2022-10-03,217.013,221.523,216.278,219.752,294238.0
2022-10-04,221.059,224.765,221.059,224.697,304382.0
2022-10-05,223.313,227.068,222.336,225.491,235093.0
2022-10-06,225.597,226.884,224.088,224.339,221262.0
2022-10-07,224.155,225.535,222.723,225.365,410698.0
2022-10-08,224.155,225.535,222.723,225.365,410698.0
2022-10-09,224.155,225.535,222.723,225.365,410698.0
2022-10-10,227.378,231.423,226.275,227.475,238166.0
2022-10-11,227.552,229.962,225.975,227.126,339289.0
2022-10-12,225.413,225.897,219.239,219.384,344798.0
2022-10-13,216.984,224.504,216.06,223.217,222268.0
2022-10-14,223.333,223.333,213.365,215.968,321374.0
2022-10-15,223.333,223.333,213.365,215.968,321374.0
2022-10-16,223.333,223.333,213.365,215.968,321374.0
2022-10-17,218.388,224.068,217.778,220.652,234348.0
2022-10-18,222.888,231.307,222.413,230.871,437561.0
2022-10-19,229.294,235.516,229.294,235.294,416191.0
2022-10-20,234.616,237.491,233.765,235.168,460683.0
2022-10-21,235.729,243.074,234.239,241.826,437001.0
2022-10-22,235.729,243.074,234.239,241.826,437001.0
2022-10-23,235.729,243.074,234.239,241.826,437001.0
2022-10-24,243.849,251.097,243.645,243.945,777613.0
2022-10-25,242.494,245.687,242.242,244.555,325955.0
2022-10-26,245.92,248.658,242.687,243.162,323369.0
2022-10-27,245.107,248.479,244.947,245.465,337062.0
2022-10-28,246.8,251.436,242.349,249.055,408645.0
2022-10-29,246.8,251.436,242.349,249.055,408645.0
2022-10-30,246.8,251.436,242.349,249.055,408645.0
2022-10-31,246.849,249.655,246.278,248.774,294742.0
2022-11-01,249.268,251.629,248.049,248.552,292524.0
2022-11-02,247.12,248.861,244.308,245.591,477121.0
2022-11-03,237.578,239.126,224.107,236.368,820417.0
2022-11-04,236.765,239.944,231.626,236.078,361444.0
2022-11-05,236.765,239.944,231.626,236.078,361444.0
2022-11-06,236.765,239.944,231.626,236.078,361444.0
2022-11-07,235.642,237.49,232.507,236.455,323117.0
2022-11-08,236.02,238.711,234.708,236.639,288944.0
2022-11-09,236.039,236.212,229.865,231.084,287892.0
2022-11-10,235.904,238.12,232.149,236.291,295605.0
2022-11-11,229.265,230.32,217.681,220.236,790336.0
2022-11-12,229.265,230.32,217.681,220.236,790336.0
2022-11-13,229.265,230.32,217.681,220.236,790336.0
2022-11-14,219.965,223.245,213.965,213.984,738709.0
2022-11-15,215.194,218.059,212.494,216.007,837552.0
2022-11-16,216.172,218.146,214.565,216.713,519050.0
2022-11-17,215.659,217.768,214.691,216.791,630821.0
2022-11-18,217.468,222.684,217.468,219.975,949919.0
2022-11-19,217.468,222.684,217.468,219.975,949919.0
2022-11-20,217.468,222.684,217.468,219.975,949919.0
2022-11-21,219.578,227.199,219.171,225.181,529187.0
2022-11-22,226.362,227.32,221.959,222.975,430870.0
2022-11-23,222.157,224.755,218.635,221.428,338390.0
2022-11-24,222.157,224.755,218.635,221.428,338390.0
2022-11-25,223.16,224.23,222.313,224.133,115087.0
2022-11-26,223.16,224.23,222.313,224.133,115087.0
2022-11-27,223.16,224.23,222.313,224.133,115087.0
2022-11-28,222.177,224.098,221.048,222.722,504120.0
2022-11-29,223.023,225.383,221.399,221.856,386423.0
2022-11-30,221.632,225.787,218.976,225.689,526770.0
2022-12-01,226.691,226.949,222.527,224.658,343507.0
2022-12-02,222.936,235.185,222.936,234.174,808089.0
2022-12-03,222.936,235.185,222.936,234.174,808089.0
2022-12-04,222.936,235.185,222.936,234.174,808089.0
2022-12-05,231.362,231.916,226.39,229.464,386362.0
2022-12-06,229.941,229.991,227.129,229.338,432368.0
2022-12-07,229.309,232.568,227.908,227.985,440650.0
2022-12-08,231.955,232.344,227.645,228.881,288128.0
2022-12-09,229.085,231.887,226.847,227.051,189469.0
2022-12-10,229.085,231.887,226.847,227.051,189469.0
2022-12-11,229.085,231.887,226.847,227.051,189469.0
2022-12-12,226.828,229.134,225.534,229.065,241732.0
2022-12-13,231.498,231.498,224.804,225.68,409749.0
2022-12-14,226.108,229.688,224.21,227.071,283148.0
2022-12-15,226.575,227.781,220.795,222.333,490135.0
2022-12-16,220.64,226.915,219.647,225.018,1081457.0
2022-12-17,220.64,226.915,219.647,225.018,1081457.0
2022-12-18,220.64,226.915,219.647,225.018,1081457.0
2022-12-19,224.697,227.382,222.459,223.364,251110.0
2022-12-20,223.597,226.735,222.605,222.615,220289.0
2022-12-21,223.335,224.731,222.271,224.181,163460.0
2022-12-22,223.228,223.714,219.083,222.839,185708.0
2022-12-23,222.868,224.94,222.586,223.85,146773.0
2022-12-24,222.868,224.94,222.586,223.85,146773.0
2022-12-25,222.868,224.94,222.586,223.85,146773.0
2022-12-26,222.868,224.94,222.586,223.85,146773.0
2022-12-27,223.811,226.876,223.811,225.816,308772.0
2022-12-28,225.213,226.234,222.911,223.111,162512.0
2022-12-29,223.5,225.028,222.148,224.726,134155.0
2022-12-30,225.018,225.164,221.613,224.444,145326.0
2022-12-31,225.018,225.164,221.613,224.444,145326.0
2023-01-01,225.018,225.164,221.613,224.444,145326.0
2023-01-02,225.018,225.164,221.613,224.444,145326.0
2023-01-03,223.471,224.57,221.107,222.177,212862.0
2023-01-04,220.931,223.704,219.579,221.992,624414.0
2023-01-05,222.002,222.629,218.699,220.815,359910.0
2023-01-06,223.656,226.39,220.377,223.889,348173.0
2023-01-07,223.656,226.39,220.377,223.889,348173.0
2023-01-08,223.656,226.39,220.377,223.889,348173.0
2023-01-09,223.296,223.296,214.705,215.57,531353.0
2023-01-10,216.592,219.803,214.218,217.915,452548.0
2023-01-11,218.45,221.16,216.65,220.893,411104.0
2023-01-12,220.902,224.04,220.455,222.294,286956.0
2023-01-13,217.837,219.599,214.34,217.04,368501.0
2023-01-14,217.837,219.599,214.34,217.04,368501.0
2023-01-15,217.837,219.599,214.34,217.04,368501.0
2023-01-16,217.837,219.599,214.34,217.04,368501.0
2023-01-17,217.886,220.066,213.363,215.561,282295.0
2023-01-18,215.619,215.731,212.197,213.401,352562.0
2023-01-19,213.128,214.393,210.793,211.825,265397.0
2023-01-20,212.729,214.247,210.579,212.204,356615.0
2023-01-21,212.729,214.247,210.579,212.204,356615.0
2023-01-22,212.729,214.247,210.579,212.204,356615.0
2023-01-23,213.245,215.021,211.902,212.048,384287.0
2023-01-24,211.63,214.383,208.04,214.199,373748.0
2023-01-25,213.372,213.372,206.016,210.998,475037.0
2023-01-26,211.815,214.773,210.55,211.659,358891.0
2023-01-27,212.583,214.481,210.691,212.321,244067.0
2023-01-28,212.583,214.481,210.691,212.321,244067.0
2023-01-29,212.583,214.481,210.691,212.321,244067.0
2023-01-30,213.44,214.496,209.942,210.813,292787.0
