,ZTS US Equity,ZTS US Equity,ZTS US Equity,ZTS US Equity,ZTS US Equity
2022-05-04,169.5656,175.0214,165.449,174.1745,3747149.0
2022-05-05,177.2668,177.7001,166.9066,168.8466,2855237.0
2022-05-06,167.0937,168.7383,164.9763,166.6407,3339550.0
2022-05-07,167.0937,168.7383,164.9763,166.6407,3339550.0
2022-05-08,167.0937,168.7383,164.9763,166.6407,3339550.0
2022-05-09,164.4642,165.843,158.6538,159.353,2984693.0
2022-05-10,161.4999,162.2484,156.6645,160.1803,2851892.0
2022-05-11,159.4121,161.6181,156.8417,157.472,3355238.0
2022-05-12,155.9357,161.1946,155.8668,160.6037,2396632.0
2022-05-13,162.987,165.4589,161.7067,162.8196,2239300.0
2022-05-14,162.987,165.4589,161.7067,162.8196,2239300.0
2022-05-15,162.987,165.4589,161.7067,162.8196,2239300.0
2022-05-16,162.14,163.6862,159.7962,162.987,2457657.0
2022-05-17,165.2915,165.9907,162.4946,163.9029,1871879.0
2022-05-18,162.2976,162.6915,155.6944,156.4478,2614098.0
2022-05-19,155.7387,157.9103,154.2911,156.2213,2956555.0
2022-05-20,159.1561,160.3329,156.5955,160.0916,2467729.0
2022-05-21,159.1561,160.3329,156.5955,160.0916,2467729.0
2022-05-22,159.1561,160.3329,156.5955,160.0916,2467729.0
2022-05-23,161.2242,162.3469,159.8848,160.525,1909586.0
2022-05-24,160.4068,161.3817,158.8655,160.5742,1689283.0
2022-05-25,159.9833,162.0711,159.1167,160.5545,1735527.0
2022-05-26,161.3423,164.0407,160.4339,163.3809,1596330.0
2022-05-27,164.5922,169.5163,164.5922,169.4868,2043114.0
2022-05-28,164.5922,169.5163,164.5922,169.4868,2043114.0
2022-05-29,164.5922,169.5163,164.5922,169.4868,2043114.0
2022-05-30,164.5922,169.5163,164.5922,169.4868,2043114.0
2022-05-31,168.0883,170.1368,166.1975,168.3345,4268016.0
2022-06-01,168.2755,169.2209,163.1544,164.4839,1733621.0
2022-06-02,165.1142,170.1958,163.893,170.0777,1399998.0
2022-06-03,168.177,168.4576,166.0695,166.4437,1208262.0
2022-06-04,168.177,168.4576,166.0695,166.4437,1208262.0
2022-06-05,168.177,168.4576,166.0695,166.4437,1208262.0
2022-06-06,167.9012,169.536,167.4187,168.4133,1414910.0
2022-06-07,168.108,171.5746,168.108,171.1413,1473354.0
2022-06-08,170.4716,171.939,168.5709,168.6891,1310260.0
2022-06-09,167.4876,168.5709,163.8438,163.962,1327251.0
2022-06-10,161.6279,162.6718,158.964,159.0379,1606171.0
2022-06-11,161.6279,162.6718,158.964,159.0379,1606171.0
2022-06-12,161.6279,162.6718,158.964,159.0379,1606171.0
2022-06-13,155.3153,155.591,151.9866,153.6017,2285306.0
2022-06-14,152.154,155.8865,152.154,155.4039,2197042.0
2022-06-15,156.7236,157.797,153.1388,155.6698,1758065.0
2022-06-16,153.6411,155.7289,151.8389,155.0001,2003364.0
2022-06-17,154.9213,159.097,154.4388,156.4183,3865131.0
2022-06-18,154.9213,159.097,154.4388,156.4183,3865131.0
2022-06-19,154.9213,159.097,154.4388,156.4183,3865131.0
2022-06-20,154.9213,159.097,154.4388,156.4183,3865131.0
2022-06-21,157.8364,160.2984,157.7281,159.55,2080221.0
2022-06-22,158.7326,163.7453,158.644,161.7166,2137656.0
2022-06-23,163.4991,166.8081,163.0756,166.6013,1535571.0
2022-06-24,169.3883,172.0276,168.7876,171.9587,3255000.0
2022-06-25,169.3883,172.0276,168.7876,171.9587,3255000.0
2022-06-26,169.3883,172.0276,168.7876,171.9587,3255000.0
2022-06-27,171.2004,172.5496,170.3042,170.964,1378439.0
2022-06-28,170.3337,172.0177,167.4285,167.5368,1725821.0
2022-06-29,169.3883,172.4905,167.5664,171.2791,1658025.0
2022-06-30,169.8216,170.9098,167.2513,169.28,2220676.0
2022-07-01,169.4572,171.8503,167.9061,171.5647,1498437.0
2022-07-02,169.4572,171.8503,167.9061,171.5647,1498437.0
2022-07-03,169.4572,171.8503,167.9061,171.5647,1498437.0
2022-07-04,169.4572,171.8503,167.9061,171.5647,1498437.0
2022-07-05,169.664,171.6435,166.9755,171.6041,1853146.0
2022-07-06,172.2147,177.1486,171.7469,175.7896,1883463.0
2022-07-07,175.0214,177.2668,174.8146,176.3805,1317324.0
2022-07-08,174.8048,176.7438,174.3912,175.2775,1301793.0
2022-07-09,174.8048,176.7438,174.3912,175.2775,1301793.0
2022-07-10,174.8048,176.7438,174.3912,175.2775,1301793.0
2022-07-11,175.1495,175.7453,173.8495,174.3518,1008685.0
2022-07-12,174.0169,176.4876,170.5208,171.1708,1643041.0
2022-07-13,167.8126,168.3739,164.5135,165.2619,2271501.0
2022-07-14,164.3953,168.3444,163.2332,168.1967,1570494.0
2022-07-15,170.9345,172.5496,170.5405,171.8897,2409303.0
2022-07-16,170.9345,172.5496,170.5405,171.8897,2409303.0
2022-07-17,170.9345,172.5496,170.5405,171.8897,2409303.0
2022-07-18,172.1852,173.6132,168.6743,169.1519,1834540.0
2022-07-19,171.3382,175.0214,170.7818,174.726,1838715.0
2022-07-20,175.1651,175.7965,173.3004,173.8923,1944277.0
2022-07-21,173.4188,178.3321,173.4188,178.1841,1878432.0
2022-07-22,177.8487,178.7366,174.8839,175.7965,1224558.0
2022-07-23,177.8487,178.7366,174.8839,175.7965,1224558.0
2022-07-24,177.8487,178.7366,174.8839,175.7965,1224558.0
2022-07-25,175.6288,176.3096,171.7612,172.8366,1291330.0
2022-07-26,172.5407,174.3856,171.633,174.0206,1354932.0
2022-07-27,173.3497,175.7521,172.9748,175.096,1312718.0
2022-07-28,175.3525,181.3463,174.9777,179.8318,1318448.0
2022-07-29,179.7627,180.4336,177.4886,180.1081,1751989.0
2022-07-30,179.7627,180.4336,177.4886,180.1081,1751989.0
2022-07-31,179.7627,180.4336,177.4886,180.1081,1751989.0
2022-08-01,178.5788,179.6838,176.941,177.3356,1243477.0
2022-08-02,177.4146,179.1313,175.2341,176.4378,1180167.0
2022-08-03,177.237,178.4259,176.0333,177.75,1659911.0
2022-08-04,178.7958,179.4667,170.5082,171.9783,2391121.0
2022-08-05,169.4427,172.733,168.3672,172.2743,1523552.0
2022-08-06,169.4427,172.733,168.3672,172.2743,1523552.0
2022-08-07,169.4427,172.733,168.3672,172.2743,1523552.0
2022-08-08,172.2644,174.1637,171.0805,171.6823,1231700.0
2022-08-09,171.3666,171.485,167.0254,167.282,1415181.0
2022-08-10,169.6597,171.9191,169.5364,171.7316,1377085.0
2022-08-11,171.4652,173.2116,170.3997,170.8634,1367057.0
2022-08-12,172.8366,173.4286,170.3602,173.3201,1185214.0
2022-08-13,172.8366,173.4286,170.3602,173.3201,1185214.0
2022-08-14,172.8366,173.4286,170.3602,173.3201,1185214.0
2022-08-15,172.8268,173.8134,170.9226,172.1164,1243644.0
2022-08-16,171.4948,171.8402,166.9268,169.492,2210757.0
2022-08-17,169.4032,172.4223,168.9543,170.153,1367281.0
2022-08-18,170.153,170.6266,167.4909,167.8937,1298082.0
2022-08-19,168.4462,169.5709,166.907,167.2524,1223169.0
2022-08-20,168.4462,169.5709,166.907,167.2524,1223169.0
2022-08-21,168.4462,169.5709,166.907,167.2524,1223169.0
2022-08-22,165.6836,166.246,161.8442,162.8323,1606842.0
2022-08-23,161.2438,162.1614,159.7442,160.2473,1320287.0
2022-08-24,161.0169,161.6778,159.9217,160.4545,1206381.0
2022-08-25,161.3622,163.4243,160.1881,163.3157,1088799.0
2022-08-26,163.4933,164.0162,157.5193,157.7512,1468091.0
2022-08-27,163.4933,164.0162,157.5193,157.7512,1468091.0
2022-08-28,163.4933,164.0162,157.5193,157.7512,1468091.0
2022-08-29,156.1923,157.0063,155.4227,155.7582,1237074.0
2022-08-30,156.36,156.6264,154.663,154.9788,1918770.0
2022-08-31,156.0443,157.2776,154.1204,154.4361,2149033.0
2022-09-01,153.706,157.613,152.6503,157.2776,1839390.0
2022-09-02,158.5503,159.5567,153.9724,154.8801,1529617.0
2022-09-03,158.5503,159.5567,153.9724,154.8801,1529617.0
2022-09-04,158.5503,159.5567,153.9724,154.8801,1529617.0
2022-09-05,158.5503,159.5567,153.9724,154.8801,1529617.0
2022-09-06,155.6497,157.3911,154.1303,154.742,1692074.0
2022-09-07,155.0972,158.6786,154.3177,158.2544,1506409.0
2022-09-08,156.6856,158.4911,152.4185,156.3699,3039671.0
2022-09-09,159.3495,162.408,158.9055,162.112,2453129.0
2022-09-10,159.3495,162.408,158.9055,162.112,2453129.0
2022-09-11,159.3495,162.408,158.9055,162.112,2453129.0
2022-09-12,162.1515,164.9733,162.1515,164.1248,2129448.0
2022-09-13,160.1684,161.303,158.284,158.8365,2264442.0
2022-09-14,159.0239,159.5419,157.1543,158.0866,1785406.0
2022-09-15,158.3234,159.5271,156.587,157.0507,1641629.0
2022-09-16,156.6166,156.8336,153.2324,155.1958,2698968.0
2022-09-17,156.6166,156.8336,153.2324,155.1958,2698968.0
2022-09-18,156.6166,156.8336,153.2324,155.1958,2698968.0
2022-09-19,153.9033,155.1761,152.8871,155.0873,1616051.0
2022-09-20,153.3607,153.9033,149.7201,150.8941,1991035.0
2022-09-21,151.2888,153.7258,148.8518,149.2169,1554939.0
2022-09-22,148.0921,149.4635,146.9674,147.4607,1937308.0
2022-09-23,146.9082,148.4473,145.8821,148.0428,1626221.0
2022-09-24,146.9082,148.4473,145.8821,148.0428,1626221.0
2022-09-25,146.9082,148.4473,145.8821,148.0428,1626221.0
2022-09-26,147.7468,149.3649,146.3063,146.6122,1631100.0
2022-09-27,148.0823,149.1182,145.7933,147.4015,1930926.0
2022-09-28,149.2958,151.94,148.0823,150.2232,2079350.0
2022-09-29,150.0259,150.5192,147.9935,148.9308,1642059.0
2022-09-30,148.4079,149.9963,146.0597,146.3063,2437172.0
2022-10-01,148.4079,149.9963,146.0597,146.3063,2437172.0
2022-10-02,148.4079,149.9963,146.0597,146.3063,2437172.0
2022-10-03,147.2831,150.8053,146.3261,149.3254,1580168.0
2022-10-04,151.1901,153.2324,150.5587,152.6799,1676302.0
2022-10-05,150.6968,153.5482,149.9667,152.5221,1260268.0
2022-10-06,151.7328,152.8773,150.2038,150.5488,1324146.0
2022-10-07,149.059,149.3846,144.9843,145.3987,2022563.0
2022-10-08,149.059,149.3846,144.9843,145.3987,2022563.0
2022-10-09,149.059,149.3846,144.9843,145.3987,2022563.0
2022-10-10,146.1189,146.1189,142.5078,143.8299,1568961.0
2022-10-11,143.8201,146.5037,142.6657,144.2936,1583409.0
2022-10-12,144.9645,146.0301,143.6425,143.9089,1474168.0
2022-10-13,140.1005,147.8553,139.9722,146.6517,1478353.0
2022-10-14,147.7074,148.8518,143.1689,143.455,2625405.0
2022-10-15,147.7074,148.8518,143.1689,143.455,2625405.0
2022-10-16,147.7074,148.8518,143.1689,143.455,2625405.0
2022-10-17,145.1619,148.398,145.0435,147.7863,2180409.0
2022-10-18,151.6538,152.3198,147.7665,148.4079,2783081.0
2022-10-19,147.4015,148.0033,143.9286,146.1485,1983679.0
2022-10-20,145.5368,146.2373,142.2415,142.498,2327180.0
2022-10-21,142.0145,145.7144,140.2189,145.2408,2354139.0
2022-10-22,142.0145,145.7144,140.2189,145.2408,2354139.0
2022-10-23,142.0145,145.7144,140.2189,145.2408,2354139.0
2022-10-24,146.7207,148.6348,146.331,147.3719,1356592.0
2022-10-25,147.2634,150.5094,147.2634,150.2627,2065560.0
2022-10-26,150.1542,152.8477,149.1084,149.6411,2162258.0
2022-10-27,150.5686,150.9139,147.5199,149.1182,2343729.0
2022-10-28,150.0654,151.8216,148.5065,151.2296,1615515.0
2022-10-29,150.0654,151.8216,148.5065,151.2296,1615515.0
2022-10-30,150.0654,151.8216,148.5065,151.2296,1615515.0
2022-10-31,150.3941,151.6102,148.1447,149.0791,1899045.0
2022-11-01,149.6921,153.1625,148.6836,150.9972,2286199.0
2022-11-02,151.1455,151.4817,145.5296,145.6977,2638272.0
2022-11-03,132.6367,132.6367,122.7478,129.6606,8065536.0
2022-11-04,130.3527,132.3203,126.4176,132.1621,4314457.0
2022-11-05,130.3527,132.3203,126.4176,132.1621,4314457.0
2022-11-06,130.3527,132.3203,126.4176,132.1621,4314457.0
2022-11-07,132.6663,137.0859,132.0237,136.3048,3940921.0
2022-11-08,135.9884,138.8686,133.7243,134.6734,2552373.0
2022-11-09,134.4065,134.4065,131.3909,131.6677,3186313.0
2022-11-10,136.7596,141.4066,135.2074,141.0012,4381547.0
2022-11-11,141.7032,147.5861,140.8925,146.8742,4129616.0
2022-11-12,141.7032,147.5861,140.8925,146.8742,4129616.0
2022-11-13,141.7032,147.5861,140.8925,146.8742,4129616.0
2022-11-14,147.3192,147.863,144.7287,144.7979,2492827.0
2022-11-15,148.0113,150.0332,146.4293,148.1299,2916112.0
2022-11-16,148.12,149.7514,146.1624,146.6073,2358535.0
2022-11-17,144.9462,145.2231,141.11,141.9801,2816861.0
2022-11-18,144.4815,145.2626,142.5338,143.9971,2410530.0
2022-11-19,144.4815,145.2626,142.5338,143.9971,2410530.0
2022-11-20,144.4815,145.2626,142.5338,143.9971,2410530.0
2022-11-21,143.6906,146.459,142.2075,145.668,1998949.0
2022-11-22,146.4194,147.5169,145.1341,146.9533,1628513.0
2022-11-23,147.0225,149.4943,146.7062,148.7726,1445958.0
2022-11-24,147.0225,149.4943,146.7062,148.7726,1445958.0
2022-11-25,148.7726,149.1483,146.9731,148.4068,889532.0
2022-11-26,148.7726,149.1483,146.9731,148.4068,889532.0
2022-11-27,148.7726,149.1483,146.9731,148.4068,889532.0
2022-11-28,147.774,148.2881,146.155,146.459,1633281.0
2022-11-29,145.9053,147.6652,144.7782,146.1821,1767126.0
2022-11-30,146.4194,152.4407,145.2527,152.4012,4194057.0
2022-12-01,154.2402,155.7529,153.4393,154.873,2367854.0
2022-12-02,152.3715,156.1287,150.6809,155.6442,1946139.0
2022-12-03,152.3715,156.1287,150.6809,155.6442,1946139.0
2022-12-04,152.3715,156.1287,150.6809,155.6442,1946139.0
2022-12-05,153.8744,154.9026,152.8362,153.5778,2087429.0
2022-12-06,152.4803,153.7458,150.3743,151.3235,1964771.0
2022-12-07,151.2345,152.0543,147.6949,148.5551,2444170.0
2022-12-08,148.8319,152.6088,147.5169,151.9464,2267517.0
2022-12-09,152.2034,154.5665,151.017,151.6596,3274861.0
2022-12-10,152.2034,154.5665,151.017,151.6596,3274861.0
2022-12-11,152.2034,154.5665,151.017,151.6596,3274861.0
2022-12-12,152.332,152.7275,150.4633,151.1356,1851816.0
2022-12-13,156.4253,156.6922,150.3644,153.2218,3655913.0
2022-12-14,152.0354,154.344,149.524,150.0678,2182004.0
2022-12-15,147.8234,149.6427,146.8644,147.0324,1947390.0
2022-12-16,145.6482,145.9053,142.2965,142.8304,5216029.0
2022-12-17,145.6482,145.9053,142.2965,142.8304,5216029.0
2022-12-18,145.6482,145.9053,142.2965,142.8304,5216029.0
2022-12-19,142.2174,142.807,140.408,141.5747,1833774.0
2022-12-20,141.1001,141.4808,139.1721,140.8628,2045994.0
2022-12-21,141.6044,144.4964,141.1693,143.2852,1647454.0
2022-12-22,142.0888,143.4582,140.2498,143.3939,1542106.0
2022-12-23,142.8798,144.2462,141.9208,144.1157,1017856.0
2022-12-24,142.8798,144.2462,141.9208,144.1157,1017856.0
2022-12-25,142.8798,144.2462,141.9208,144.1157,1017856.0
2022-12-26,142.8798,144.2462,141.9208,144.1157,1017856.0
2022-12-27,144.264,144.4987,141.9504,143.6609,957871.0
2022-12-28,143.5423,144.9858,142.1482,142.2075,1443916.0
2022-12-29,143.562,146.8347,143.5005,146.4788,1298851.0
2022-12-30,145.5395,146.1228,143.1072,144.8968,1249527.0
2022-12-31,145.5395,146.1228,143.1072,144.8968,1249527.0
2023-01-01,145.5395,146.1228,143.1072,144.8968,1249527.0
2023-01-02,145.5395,146.1228,143.1072,144.8968,1249527.0
2023-01-03,146.983,147.1115,143.5719,145.1934,1840573.0
2023-01-04,147.3389,149.1131,146.2909,147.2796,1796063.0
2023-01-05,145.6878,146.5084,142.6425,143.8092,1560866.0
2023-01-06,144.9364,146.9435,139.9235,145.9745,1761250.0
2023-01-07,144.9364,146.9435,139.9235,145.9745,1761250.0
2023-01-08,144.9364,146.9435,139.9235,145.9745,1761250.0
2023-01-09,147.3192,147.8333,145.3417,145.401,1700683.0
2023-01-10,145.4505,152.945,145.4505,152.6187,2639189.0
2023-01-11,154.2402,156.7713,153.1823,156.1188,3270792.0
2023-01-12,155.8123,158.6499,155.0421,158.1061,2540886.0
2023-01-13,156.7911,159.5793,156.5934,159.1047,2466792.0
2023-01-14,156.7911,159.5793,156.5934,159.1047,2466792.0
2023-01-15,156.7911,159.5793,156.5934,159.1047,2466792.0
2023-01-16,156.7911,159.5793,156.5934,159.1047,2466792.0
2023-01-17,158.8773,160.5482,157.2212,157.7699,3349954.0
2023-01-18,158.6103,160.5087,157.7205,158.1654,2738200.0
2023-01-19,157.764,161.6985,157.2883,160.4993,2907737.0
2023-01-20,161.411,163.4625,160.6281,162.3426,4856021.0
2023-01-21,161.411,163.4625,160.6281,162.3426,4856021.0
2023-01-22,161.411,163.4625,160.6281,162.3426,4856021.0
2023-01-23,160.9353,166.0491,159.9146,165.2563,2724891.0
2023-01-24,165.3058,168.051,163.3535,164.404,2361808.0
2023-01-25,163.958,165.2266,162.3129,164.0274,1804380.0
2023-01-26,165.3752,166.7924,164.6319,166.7329,1530745.0
2023-01-27,165.4842,166.1879,163.0264,163.7004,1831718.0
2023-01-28,165.4842,166.1879,163.0264,163.7004,1831718.0
2023-01-29,165.4842,166.1879,163.0264,163.7004,1831718.0
2023-01-30,162.5309,164.1463,162.3525,163.2247,1950627.0
2023-01-31,163.0264,164.2256,161.1583,164.0076,2691967.0
2023-02-01,163.9679,167.2384,163.0066,166.3068,2878517.0
2023-02-02,165.7716,169.7259,165.2167,169.4682,2620220.0
2023-02-03,167.2483,167.9024,164.9491,166.2969,1994377.0
2023-02-04,167.2483,167.9024,164.9491,166.2969,1994377.0
2023-02-05,167.2483,167.9024,164.9491,166.2969,1994377.0
2023-02-06,164.8698,164.8797,162.6003,163.4526,1929614.0
2023-02-07,162.1048,164.8202,161.3119,164.0869,1755163.0
2023-02-08,163.3238,163.522,159.7758,160.6182,2031873.0
2023-02-09,161.7084,163.2445,159.1019,159.3695,1868407.0
2023-02-10,158.3785,158.8492,156.4558,156.9117,2338220.0
2023-02-11,158.3785,158.8492,156.4558,156.9117,2338220.0
2023-02-12,158.3785,158.8492,156.4558,156.9117,2338220.0
2023-02-13,156.7234,161.8471,156.664,161.6786,2349174.0
2023-02-14,171.8864,175.0775,167.4267,170.3602,3532591.0
2023-02-15,170.3602,173.695,169.2205,173.4522,2510850.0
2023-02-16,172.0747,174.8991,170.9548,172.372,1951185.0
2023-02-17,170.6079,171.7377,168.7349,170.489,1954551.0
2023-02-18,170.6079,171.7377,168.7349,170.489,1954551.0
2023-02-19,170.6079,171.7377,168.7349,170.489,1954551.0
2023-02-20,170.6079,171.7377,168.7349,170.489,1954551.0
2023-02-21,169.9935,170.5385,167.1492,168.3186,1791273.0
2023-02-22,166.8915,167.5952,164.3842,164.9392,2103791.0
2023-02-23,165.8806,168.2096,164.6815,167.9817,1769030.0
2023-02-24,165.5041,166.5595,162.4368,164.8401,1843192.0
2023-02-25,165.5041,166.5595,162.4368,164.8401,1843192.0
2023-02-26,165.5041,166.5595,162.4368,164.8401,1843192.0
2023-02-27,166.4951,166.9014,163.5121,163.9878,1183724.0
2023-02-28,163.7202,167.0402,163.5616,165.5041,2935201.0
2023-03-01,164.4734,166.4356,164.4734,166.0689,1594184.0
2023-03-02,164.9292,167.8033,164.5824,167.0699,1606700.0
2023-03-03,168.8835,169.1808,166.619,169.0322,1663200.0
2023-03-04,168.8835,169.1808,166.619,169.0322,1663200.0
2023-03-05,168.8835,169.1808,166.619,169.0322,1663200.0
2023-03-06,169.27,170.4345,168.1006,168.1501,1489553.0
2023-03-07,168.0808,169.379,165.3342,165.5338,1287654.0
2023-03-08,165.3058,167.615,165.2067,167.1294,960085.0
2023-03-09,167.3771,168.9132,165.6329,165.9897,1527504.0
2023-03-10,161.5399,161.8967,158.6361,160.0831,3326411.0
2023-03-11,161.5399,161.8967,158.6361,160.0831,3326411.0
2023-03-12,161.5399,161.8967,158.6361,160.0831,3326411.0
2023-03-13,160.5389,163.413,158.4181,161.9462,2772103.0
2023-03-14,164.4734,165.3653,161.0146,163.0859,1911258.0
2023-03-15,160.5488,162.2138,158.6857,162.1048,1824103.0
2023-03-16,161.0493,165.3455,160.7966,164.8202,2040550.0
2023-03-17,165.7915,166.8816,162.1841,162.9967,3605103.0
2023-03-18,165.7915,166.8816,162.1841,162.9967,3605103.0
2023-03-19,165.7915,166.8816,162.1841,162.9967,3605103.0
2023-03-20,162.5309,164.4635,162.2336,164.3346,2145770.0
2023-03-21,165.1572,165.4941,163.6607,164.7509,2453550.0
2023-03-22,163.9085,164.4535,159.8749,159.9344,1475641.0
2023-03-23,160.5488,163.9679,157.9622,159.7956,3560769.0
2023-03-24,159.5578,163.4625,158.5321,162.7093,1864886.0
2023-03-25,159.5578,163.4625,158.5321,162.7093,1864886.0
2023-03-26,159.5578,163.4625,158.5321,162.7093,1864886.0
2023-03-27,164.5626,165.3058,162.8381,164.2256,1273496.0
2023-03-28,164.0869,164.513,162.5706,163.5616,1098251.0
2023-03-29,165.0779,165.3058,159.8353,161.2029,2512159.0
2023-03-30,162.3624,163.1751,161.7183,162.6796,1318354.0
2023-03-31,163.6211,164.9986,162.5607,164.9491,1705029.0
2023-04-01,163.6211,164.9986,162.5607,164.9491,1705029.0
2023-04-02,163.6211,164.9986,162.5607,164.9491,1705029.0
2023-04-03,165.2959,166.4158,162.7291,166.1581,1926200.0
2023-04-04,165.8906,167.9073,164.9986,165.5734,1737932.0
2023-04-05,165.5041,167.0996,164.8103,166.1482,1216230.0
2023-04-06,166.7627,167.496,164.8797,167.4267,1594861.0
2023-04-07,166.7627,167.496,164.8797,167.4267,1594861.0
2023-04-08,166.7627,167.496,164.8797,167.4267,1594861.0
2023-04-09,166.7627,167.496,164.8797,167.4267,1594861.0
2023-04-10,166.396,169.6863,165.2452,169.3394,1686280.0
2023-04-11,170.0133,170.8854,169.2997,169.6763,1197874.0
2023-04-12,171.3611,173.2195,169.6293,169.9142,1852255.0
2023-04-13,170.9548,172.4513,169.3939,171.9855,1324895.0
2023-04-14,171.3116,173.0954,171.0639,173.036,1193733.0
2023-04-15,171.3116,173.0954,171.0639,173.036,1193733.0
2023-04-16,171.3116,173.0954,171.0639,173.036,1193733.0
2023-04-17,172.4513,173.2441,170.7687,173.0558,1285067.0
2023-04-18,174.364,174.364,171.3017,172.8873,1396119.0
2023-04-19,172.4711,174.3739,172.372,173.4126,1241792.0
2023-04-20,172.8216,173.8148,171.2127,173.209,1297754.0
2023-04-21,174.5597,176.0494,173.7254,175.672,1177459.0
2023-04-22,174.5597,176.0494,173.7254,175.672,1177459.0
2023-04-23,174.5597,176.0494,173.7254,175.672,1177459.0
2023-04-24,175.7813,176.2282,174.5199,175.1456,1117746.0
2023-04-25,174.649,175.0662,171.5702,171.8384,1151154.0
2023-04-26,171.1928,172.2952,170.3298,171.7589,1205199.0
2023-04-27,172.6826,172.9408,169.9911,172.762,1682914.0
2023-04-28,173.0401,175.8309,172.8713,174.5795,1606696.0
2023-04-29,173.0401,175.8309,172.8713,174.5795,1606696.0
2023-04-30,173.0401,175.8309,172.8713,174.5795,1606696.0
2023-05-01,174.5199,178.7111,174.3412,178.3337,1689966.0
2023-05-02,178.2543,178.6615,174.8973,175.6919,2620340.0
2023-05-03,177.7676,179.3467,176.0792,176.5162,2514103.0
2023-05-04,166.8527,181.5069,166.3859,177.2512,3592231.0
2023-05-05,178.7707,186.5372,175.7018,184.9582,4224388.0
2023-05-06,178.7707,186.5372,175.7018,184.9582,4224388.0
2023-05-07,178.7707,186.5372,175.7018,184.9582,4224388.0
2023-05-08,185.0376,185.7726,182.2468,183.6074,1976167.0
2023-05-09,182.3858,184.0344,182.1177,183.1109,1904168.0
2023-05-10,184.7297,185.2164,182.0978,183.8756,1610464.0
2023-05-11,184.5708,185.0029,181.9489,183.8557,1539052.0
2023-05-12,183.1208,183.3691,180.5485,182.366,1267674.0
2023-05-13,183.1208,183.3691,180.5485,182.366,1267674.0
2023-05-14,183.1208,183.3691,180.5485,182.366,1267674.0
2023-05-15,182.3461,183.0612,181.4721,182.5944,1060570.0
2023-05-16,181.6211,182.366,179.605,180.2108,1175273.0
2023-05-17,181.1047,181.1791,176.5063,177.7179,1714474.0
2023-05-18,177.6981,178.9395,174.659,178.4926,1836587.0
2023-05-19,179.595,180.8965,177.9662,178.3238,1755213.0
2023-05-20,179.595,180.8965,177.9662,178.3238,1755213.0
2023-05-21,179.595,180.8965,177.9662,178.3238,1755213.0
2023-05-22,177.6385,180.176,177.0426,178.294,1911378.0
2023-05-23,176.6652,176.7645,170.2294,171.4908,2301764.0
2023-05-24,169.9712,170.2145,167.3691,167.9849,2437856.0
2023-05-25,168.4715,168.8092,162.4529,164.1115,3626334.0
2023-05-26,164.5286,165.492,163.2276,163.6149,1909477.0
2023-05-27,164.5286,165.492,163.2276,163.6149,1909477.0
2023-05-28,164.5286,165.492,163.2276,163.6149,1909477.0
2023-05-29,164.5286,165.492,163.2276,163.6149,1909477.0
2023-05-30,163.0389,164.3201,159.4933,159.8409,2185024.0
2023-05-31,159.9005,162.2046,157.5665,161.8967,5471206.0
2023-06-01,161.7875,165.055,160.5063,164.8663,2136165.0
2023-06-02,165.8198,171.2921,165.3728,170.7062,3056310.0
2023-06-03,165.8198,171.2921,165.3728,170.7062,3056310.0
2023-06-04,165.8198,171.2921,165.3728,170.7062,3056310.0
2023-06-05,171.2822,171.5454,168.8489,169.9514,1622988.0
2023-06-06,170.6168,170.7856,167.1804,168.978,1802935.0
2023-06-07,168.978,168.978,161.7279,162.4628,3195165.0
2023-06-08,161.8471,163.744,161.271,163.1779,1983997.0
2023-06-09,162.6118,163.1084,161.8371,161.9762,1346577.0
2023-06-10,162.6118,163.1084,161.8371,161.9762,1346577.0
2023-06-11,162.6118,163.1084,161.8371,161.9762,1346577.0
2023-06-12,162.7211,164.479,161.6484,164.4194,1422996.0
2023-06-13,164.4889,166.1276,164.4194,164.8763,1867699.0
2023-06-14,165.9389,166.2766,164.0023,164.5187,1645468.0
2023-06-15,164.5684,170.9743,164.2803,170.2592,1836178.0
2023-06-16,171.0538,171.7838,169.1072,169.5739,3287682.0
2023-06-17,171.0538,171.7838,169.1072,169.5739,3287682.0
2023-06-18,171.0538,171.7838,169.1072,169.5739,3287682.0
2023-06-19,171.0538,171.7838,169.1072,169.5739,3287682.0
2023-06-20,167.3691,168.7447,165.7502,167.7564,2844000.0
2023-06-21,166.942,169.2661,166.5944,168.7198,2318187.0
2023-06-22,169.4846,169.9762,168.2928,168.9979,1679397.0
2023-06-23,167.9451,168.5212,166.0482,167.2201,2412083.0
2023-06-24,167.9451,168.5212,166.0482,167.2201,2412083.0
2023-06-25,167.9451,168.5212,166.0482,167.2201,2412083.0
2023-06-26,166.7633,167.2201,163.4213,166.3958,1729195.0
2023-06-27,167.6472,169.9166,166.0085,169.5044,1452281.0
2023-06-28,169.2263,169.6335,167.5975,167.9451,1686833.0
2023-06-29,167.4982,170.736,167.0513,170.6962,1428993.0
2023-06-30,172.1065,173.4821,170.4976,171.0339,2061148.0
2023-07-01,172.1065,173.4821,170.4976,171.0339,2061148.0
2023-07-02,172.1065,173.4821,170.4976,171.0339,2061148.0
2023-07-03,169.3654,169.5342,167.5429,169.0674,742895.0
2023-07-04,169.3654,169.5342,167.5429,169.0674,742895.0
2023-07-05,168.0445,168.5609,166.3263,168.1934,1702469.0
