,K US Equity,K US Equity,K US Equity,K US Equity,K US Equity
2022-05-04,58.319,59.2785,58.1359,59.1826,3169717.0
2022-05-05,60.6654,61.9738,60.1857,61.2585,5769014.0
2022-05-06,61.2847,63.9364,61.2847,63.4392,5421517.0
2022-05-07,61.2847,63.9364,61.2847,63.4392,5421517.0
2022-05-08,61.2847,63.9364,61.2847,63.4392,5421517.0
2022-05-09,63.1688,65.4977,62.8199,65.0092,5592948.0
2022-05-10,64.5906,65.9077,63.4741,63.6136,4351633.0
2022-05-11,63.3345,63.953,62.8897,63.1339,2987377.0
2022-05-12,63.5526,64.4501,63.352,63.6049,3091770.0
2022-05-13,63.666,63.9085,62.9573,63.6834,3159967.0
2022-05-14,63.666,63.9085,62.9573,63.6834,3159967.0
2022-05-15,63.666,63.9085,62.9573,63.6834,3159967.0
2022-05-16,63.6747,64.1283,63.2473,63.8142,1887896.0
2022-05-17,63.4741,64.294,61.9651,64.0585,2294334.0
2022-05-18,63.8404,63.9058,59.8978,60.4648,3937993.0
2022-05-19,59.7495,59.8368,58.0661,59.3134,4573701.0
2022-05-20,59.6274,59.8106,57.5427,59.0866,4214320.0
2022-05-21,59.6274,59.8106,57.5427,59.0866,4214320.0
2022-05-22,59.6274,59.8106,57.5427,59.0866,4214320.0
2022-05-23,59.6449,60.2424,59.4312,59.7234,2459605.0
2022-05-24,59.9502,61.4897,59.828,61.4504,2401780.0
2022-05-25,61.5638,61.7296,60.9794,61.1713,2285838.0
2022-05-26,61.2934,61.9302,60.9358,60.9532,1980184.0
2022-05-27,60.8486,61.1277,60.3776,60.8922,2513012.0
2022-05-28,60.8486,61.1277,60.3776,60.8922,2513012.0
2022-05-29,60.8486,61.1277,60.3776,60.8922,2513012.0
2022-05-30,60.8486,61.1277,60.3776,60.8922,2513012.0
2022-05-31,60.6987,61.4375,59.8895,61.3408,6126852.0
2022-06-01,61.2264,61.3847,59.8895,60.6899,2592789.0
2022-06-02,60.6371,60.6591,58.8956,59.9686,2363790.0
2022-06-03,59.9071,60.2501,59.4497,59.5992,1540731.0
2022-06-04,59.9071,60.2501,59.4497,59.5992,1540731.0
2022-06-05,59.9071,60.2501,59.4497,59.5992,1540731.0
2022-06-06,59.696,60.3029,59.5069,60.2061,2252793.0
2022-06-07,59.652,60.7251,59.1682,60.6987,2222956.0
2022-06-08,60.6987,60.9705,60.0654,60.6547,2137283.0
2022-06-09,60.9625,61.4727,60.3205,60.3908,2178653.0
2022-06-10,60.083,61.631,59.8939,61.2,3215345.0
2022-06-11,60.083,61.631,59.8939,61.2,3215345.0
2022-06-12,60.083,61.631,59.8939,61.2,3215345.0
2022-06-13,60.857,61.6926,60.2325,60.5667,2454592.0
2022-06-14,60.6899,61.0329,59.5289,60.1094,2647629.0
2022-06-15,60.2237,60.8834,59.3266,59.6344,2314176.0
2022-06-16,59.2034,59.8719,58.5525,59.5201,2560008.0
2022-06-17,59.7487,60.1182,58.403,59.4057,4351264.0
2022-06-18,59.7487,60.1182,58.403,59.4057,4351264.0
2022-06-19,59.7487,60.1182,58.403,59.4057,4351264.0
2022-06-20,59.7487,60.1182,58.403,59.4057,4351264.0
2022-06-21,62.449,62.6777,60.2678,60.5667,11194756.0
2022-06-22,60.2501,60.5579,58.6405,59.7399,4486366.0
2022-06-23,59.9071,61.2352,59.9071,60.9713,2721064.0
2022-06-24,61.2352,62.3654,60.7075,62.2027,4067849.0
2022-06-25,61.2352,62.3654,60.7075,62.2027,4067849.0
2022-06-26,61.2352,62.3654,60.7075,62.2027,4067849.0
2022-06-27,61.8069,62.537,61.4639,62.4138,2604911.0
2022-06-28,62.5633,63.0471,62.0948,62.3347,2692456.0
2022-06-29,62.5809,63.4077,62.15,62.9943,2435876.0
2022-06-30,62.836,63.2934,62.493,62.7481,2698196.0
2022-07-01,62.9152,63.2406,62.0532,63.1351,3206919.0
2022-07-02,62.9152,63.2406,62.0532,63.1351,3206919.0
2022-07-03,62.9152,63.2406,62.0532,63.1351,3206919.0
2022-07-04,62.9152,63.2406,62.0532,63.1351,3206919.0
2022-07-05,63.0471,63.566,62.5018,63.566,3117540.0
2022-07-06,63.7683,64.2785,63.3901,63.9882,2072156.0
2022-07-07,63.3286,64.2345,63.0339,64.0674,4068370.0
2022-07-08,64.2345,64.6743,63.7596,63.7859,1923044.0
2022-07-09,64.2345,64.6743,63.7596,63.7859,1923044.0
2022-07-10,64.2345,64.6743,63.7596,63.7859,1923044.0
2022-07-11,64.041,64.6127,63.6716,63.997,2879624.0
2022-07-12,64.1993,65.1229,63.7156,64.1993,2794878.0
2022-07-13,64.2257,65.4307,63.9003,64.9909,2729116.0
2022-07-14,63.8563,64.3533,63.3901,64.085,2792480.0
2022-07-15,64.3752,64.4192,63.4693,63.7244,2229038.0
2022-07-16,64.3752,64.4192,63.4693,63.7244,2229038.0
2022-07-17,64.3752,64.4192,63.4693,63.7244,2229038.0
2022-07-18,63.5836,63.9003,62.9504,63.0735,1434481.0
2022-07-19,63.4253,63.5476,62.8712,63.2846,1815411.0
2022-07-20,63.311,63.311,61.741,62.018,2437448.0
2022-07-21,61.7541,62.4138,61.4472,61.7805,1661609.0
2022-07-22,61.9125,62.6777,61.8421,62.5721,1543888.0
2022-07-23,61.9125,62.6777,61.8421,62.5721,1543888.0
2022-07-24,61.9125,62.6777,61.8421,62.5721,1543888.0
2022-07-25,62.5282,63.4781,62.3347,63.4165,1631823.0
2022-07-26,62.8976,64.2785,62.6689,64.129,1871252.0
2022-07-27,63.7508,63.7508,61.895,63.5133,2307273.0
2022-07-28,63.3901,64.5687,63.1043,64.4368,1846562.0
2022-07-29,64.2081,65.1581,63.8387,65.0173,5239424.0
2022-07-30,64.2081,65.1581,63.8387,65.0173,5239424.0
2022-07-31,64.2081,65.1581,63.8387,65.0173,5239424.0
2022-08-01,65.0877,66.108,64.7886,65.7386,2842472.0
2022-08-02,65.8793,66.0587,64.859,64.9733,2132934.0
2022-08-03,64.6479,65.29,64.428,65.0525,2040075.0
2022-08-04,65.8353,67.2426,64.6847,64.9294,3503684.0
2022-08-05,65.2724,66.0992,64.516,66.0024,2550529.0
2022-08-06,65.2724,66.0992,64.516,66.0024,2550529.0
2022-08-07,65.2724,66.0992,64.516,66.0024,2550529.0
2022-08-08,65.7913,66.0508,65.4571,65.6858,2047555.0
2022-08-09,65.9673,66.4422,65.8969,66.1432,1415510.0
2022-08-10,66.1871,66.6269,65.8353,66.4158,1932803.0
2022-08-11,66.3191,67.2866,66.2399,66.3103,1355514.0
2022-08-12,66.3543,66.6093,66.0244,66.5126,1417905.0
2022-08-13,66.3543,66.6093,66.0244,66.5126,1417905.0
2022-08-14,66.3543,66.6093,66.0244,66.5126,1417905.0
2022-08-15,66.5566,67.1195,66.2575,66.7149,1360193.0
2022-08-16,66.495,67.1371,66.3631,66.7589,2655299.0
2022-08-17,66.8204,67.2338,66.5742,66.6093,1585618.0
2022-08-18,66.4862,66.8204,66.1036,66.7677,1493960.0
2022-08-19,66.9172,67.7176,66.6797,67.4361,2584742.0
2022-08-20,66.9172,67.7176,66.6797,67.4361,2584742.0
2022-08-21,66.9172,67.7176,66.6797,67.4361,2584742.0
2022-08-22,67.4097,67.5593,66.2311,66.5126,1879861.0
2022-08-23,66.4422,67.1679,66.3191,67.0139,2013783.0
2022-08-24,67.1107,67.2602,66.7413,66.9348,1594461.0
2022-08-25,66.6797,66.9612,66.3456,66.7061,1757452.0
2022-08-26,66.8732,66.8732,64.9382,64.9558,1806562.0
2022-08-27,66.8732,66.8732,64.9382,64.9558,1806562.0
2022-08-28,66.8732,66.8732,64.9382,64.9558,1806562.0
2022-08-29,64.7359,65.5627,64.4192,65.2724,1276528.0
2022-08-30,65.2284,65.2372,64.2169,64.384,2029643.0
2022-08-31,64.3663,65.1466,63.9854,64.4993,2823220.0
2022-09-01,64.3663,65.2876,63.8963,65.0313,2077303.0
2022-09-02,65.2264,65.9003,64.2599,64.4638,1612421.0
2022-09-03,65.2264,65.9003,64.2599,64.4638,1612421.0
2022-09-04,65.2264,65.9003,64.2599,64.4638,1612421.0
2022-09-05,65.2264,65.9003,64.2599,64.4638,1612421.0
2022-09-06,64.455,64.9382,63.7899,64.0826,2007861.0
2022-09-07,64.1358,64.987,63.8343,64.8806,1769070.0
2022-09-08,64.2599,64.4018,62.6993,63.6215,3165243.0
2022-09-09,63.9673,64.517,63.1426,63.8963,2296211.0
2022-09-10,63.9673,64.517,63.1426,63.8963,2296211.0
2022-09-11,63.9673,64.517,63.1426,63.8963,2296211.0
2022-09-12,63.9673,64.5436,63.5417,64.4106,2192781.0
2022-09-13,64.2688,64.6048,62.6904,62.7968,2196444.0
2022-09-14,62.7614,63.2047,62.2914,62.5219,2428238.0
2022-09-15,62.6283,62.6904,61.6219,62.3712,2140243.0
2022-09-16,62.5219,63.0983,62.1761,63.0274,5934816.0
2022-09-17,62.5219,63.0983,62.1761,63.0274,5934816.0
2022-09-18,62.5219,63.0983,62.1761,63.0274,5934816.0
2022-09-19,63.054,63.3909,62.85,63.3821,1327575.0
2022-09-20,63.0008,63.5239,62.85,63.3732,2315711.0
2022-09-21,64.0382,65.6964,63.9673,64.65,2984884.0
2022-09-22,64.7919,65.7141,64.5702,65.2707,2736677.0
2022-09-23,64.8895,65.386,63.9229,64.7653,2315810.0
2022-09-24,64.8895,65.386,63.9229,64.7653,2315810.0
2022-09-25,64.8895,65.386,63.9229,64.7653,2315810.0
2022-09-26,64.5968,65.1909,64.1003,64.6678,2155312.0
2022-09-27,64.8363,65.6166,63.719,63.8431,2147393.0
2022-09-28,64.118,64.8052,63.4175,64.4993,2160183.0
2022-09-29,64.5791,64.6146,63.0628,63.4175,1845033.0
2022-09-30,63.6126,63.7899,61.6884,61.7682,2796972.0
2022-10-01,63.6126,63.7899,61.6884,61.7682,2796972.0
2022-10-02,63.6126,63.7899,61.6884,61.7682,2796972.0
2022-10-03,62.1318,63.2402,61.684,63.0185,2144683.0
2022-10-04,62.9919,64.3042,62.8234,63.9495,2068300.0
2022-10-05,63.7456,64.1402,63.0939,63.7456,1392174.0
2022-10-06,63.6126,63.6481,61.7239,62.1052,1705114.0
2022-10-07,62.0077,62.3801,61.379,61.7594,1853765.0
2022-10-08,62.0077,62.3801,61.379,61.7594,1853765.0
2022-10-09,62.0077,62.3801,61.379,61.7594,1853765.0
2022-10-10,62.0609,62.8855,61.9278,62.8234,2011437.0
2022-10-11,62.9121,64.2989,62.8101,63.8077,1707484.0
2022-10-12,63.8431,64.6855,63.7988,63.8697,1999052.0
2022-10-13,63.586,65.0934,63.054,64.8629,1774021.0
2022-10-14,64.9693,65.5811,63.6303,63.8254,1744120.0
2022-10-15,64.9693,65.5811,63.6303,63.8254,1744120.0
2022-10-16,64.9693,65.5811,63.6303,63.8254,1744120.0
2022-10-17,64.0737,64.4195,63.7367,64.0382,1788094.0
2022-10-18,64.2865,65.1998,64.251,65.1643,1502830.0
2022-10-19,65.2619,65.6964,64.6235,65.2441,1309465.0
2022-10-20,65.1643,65.2264,63.4486,63.6303,1898290.0
2022-10-21,63.6658,64.6057,63.3643,64.056,1308814.0
2022-10-22,63.6658,64.6057,63.3643,64.056,1308814.0
2022-10-23,63.6658,64.6057,63.3643,64.056,1308814.0
2022-10-24,64.5082,65.3949,64.3574,64.8717,1355894.0
2022-10-25,64.7033,65.8914,64.4638,65.6964,1980247.0
2022-10-26,66.1929,66.5742,64.9515,65.4836,2132215.0
2022-10-27,65.8028,67.319,65.6964,66.7427,2684966.0
2022-10-28,66.9378,68.2678,66.6584,68.0905,2451261.0
2022-10-29,66.9378,68.2678,66.6584,68.0905,2451261.0
2022-10-30,66.9378,68.2678,66.6584,68.0905,2451261.0
2022-10-31,68.0639,68.4274,67.6737,68.1171,2683877.0
2022-11-01,67.7535,68.0986,67.319,67.3811,2580839.0
2022-11-02,67.3013,68.1348,66.858,67.2304,3112994.0
2022-11-03,66.3969,66.8402,61.0234,61.6352,8186154.0
2022-11-04,62.0786,62.7525,61.1564,61.9456,3451494.0
2022-11-05,62.0786,62.7525,61.1564,61.9456,3451494.0
2022-11-06,62.0786,62.7525,61.1564,61.9456,3451494.0
2022-11-07,62.0697,63.2313,61.9367,63.2136,1939233.0
2022-11-08,63.2934,64.0382,62.9032,63.3288,1570479.0
2022-11-09,63.3555,64.4372,62.8855,62.9564,1982974.0
2022-11-10,63.6658,64.0205,61.0943,62.9742,3922358.0
2022-11-11,62.6283,62.6461,60.3052,61.1653,4258977.0
2022-11-12,62.6283,62.6461,60.3052,61.1653,4258977.0
2022-11-13,62.6283,62.6461,60.3052,61.1653,4258977.0
2022-11-14,61.7416,62.7259,61.4756,61.5022,2685420.0
2022-11-15,61.6175,61.6175,60.6421,61.4934,1789100.0
2022-11-16,61.7328,62.8057,61.6973,62.4067,1726776.0
2022-11-17,62.1318,62.6195,61.8037,62.0963,1749101.0
2022-11-18,62.4244,62.9121,62.1185,62.6106,2003850.0
2022-11-19,62.4244,62.9121,62.1185,62.6106,2003850.0
2022-11-20,62.4244,62.9121,62.1185,62.6106,2003850.0
2022-11-21,62.717,63.75,62.4022,63.6747,2200889.0
2022-11-22,63.8431,64.1446,63.453,63.8697,1990995.0
2022-11-23,64.0205,64.3397,63.5949,64.2954,1526295.0
2022-11-24,64.0205,64.3397,63.5949,64.2954,1526295.0
2022-11-25,64.588,64.6412,64.2488,64.5525,1045005.0
2022-11-26,64.588,64.6412,64.2488,64.5525,1045005.0
2022-11-27,64.588,64.6412,64.2488,64.5525,1045005.0
2022-11-28,64.4727,65.1023,64.3752,64.4816,1621739.0
2022-11-29,64.2244,64.5348,63.7855,64.1978,1657787.0
2022-11-30,64.1889,65.6034,63.7866,65.217,6901494.0
2022-12-01,65.3689,65.9769,64.913,65.4405,2270895.0
2022-12-02,65.2885,66.0394,65.1812,66.0037,1417004.0
2022-12-03,65.2885,66.0394,65.1812,66.0037,1417004.0
2022-12-04,65.2885,66.0394,65.1812,66.0037,1417004.0
2022-12-05,65.3689,65.6908,64.9756,65.5746,1391215.0
2022-12-06,65.5746,66.1735,64.8326,65.3242,1412596.0
2022-12-07,65.664,66.2272,65.4494,66.0573,1983659.0
2022-12-08,65.9322,66.1199,65.1544,65.6729,1685234.0
2022-12-09,65.664,65.8025,64.5286,64.6716,2534632.0
2022-12-10,65.664,65.8025,64.5286,64.6716,2534632.0
2022-12-11,65.664,65.8025,64.5286,64.6716,2534632.0
2022-12-12,65.3153,66.2182,64.8996,66.1914,1877567.0
2022-12-13,66.2987,66.7993,65.1097,65.8517,2068078.0
2022-12-14,65.7891,66.397,65.4583,65.9053,1629282.0
2022-12-15,65.6282,65.7176,64.4213,64.8236,2187550.0
2022-12-16,64.323,64.4392,63.2144,63.7329,4591889.0
2022-12-17,64.323,64.4392,63.2144,63.7329,4591889.0
2022-12-18,64.323,64.4392,63.2144,63.7329,4591889.0
2022-12-19,63.7598,64.6716,63.5899,63.9296,2208323.0
2022-12-20,63.6435,64.0544,62.6646,63.4558,1958225.0
2022-12-21,63.6614,64.5465,63.429,64.1978,1173719.0
2022-12-22,64.1263,64.2693,63.6078,64.0727,1241918.0
2022-12-23,64.0905,64.5375,64.0011,64.5286,919983.0
2022-12-24,64.0905,64.5375,64.0011,64.5286,919983.0
2022-12-25,64.0905,64.5375,64.0011,64.5286,919983.0
2022-12-26,64.0905,64.5375,64.0011,64.5286,919983.0
2022-12-27,64.6627,65.0337,64.5197,64.9667,1112009.0
2022-12-28,65.1276,65.3108,64.0727,64.1174,1057104.0
2022-12-29,64.2068,64.2336,63.6793,63.8939,1209079.0
2022-12-30,63.9386,64.0592,63.1429,63.6882,1244171.0
2022-12-31,63.9386,64.0592,63.1429,63.6882,1244171.0
2023-01-01,63.9386,64.0592,63.1429,63.6882,1244171.0
2023-01-02,63.9386,64.0592,63.1429,63.6882,1244171.0
2023-01-03,63.5452,63.7463,63.0446,63.7151,1856600.0
2023-01-04,63.7151,64.1174,63.0535,63.2323,2033037.0
2023-01-05,63.3485,63.581,62.4903,63.1697,3246527.0
2023-01-06,63.7329,64.8638,63.7329,64.77,2351811.0
2023-01-07,63.7329,64.8638,63.7329,64.77,2351811.0
2023-01-08,63.7329,64.8638,63.7329,64.77,2351811.0
2023-01-09,64.6806,64.9667,63.7016,63.8134,2477585.0
2023-01-10,64.0905,64.2157,62.9999,63.2502,1752808.0
2023-01-11,63.429,63.7955,62.7495,63.3128,1744246.0
2023-01-12,63.4469,63.5541,62.687,62.7942,1641685.0
2023-01-13,62.5797,62.9775,62.5305,62.5797,1457985.0
2023-01-14,62.5797,62.9775,62.5305,62.5797,1457985.0
2023-01-15,62.5797,62.9775,62.5305,62.5797,1457985.0
2023-01-16,62.5797,62.9775,62.5305,62.5797,1457985.0
2023-01-17,62.6244,62.8032,62.0898,62.3294,1946001.0
2023-01-18,62.1506,62.24,60.0676,60.1927,3235490.0
2023-01-19,60.3536,60.6844,60.1301,60.1748,1872760.0
2023-01-20,60.2911,60.4788,59.6116,60.3447,2280616.0
2023-01-21,60.2911,60.4788,59.6116,60.3447,2280616.0
2023-01-22,60.2911,60.4788,59.6116,60.3447,2280616.0
2023-01-23,60.4073,60.9705,60.0318,60.157,2238687.0
2023-01-24,60.5771,60.7023,59.701,60.4967,1601582.0
2023-01-25,60.4967,61.1761,60.2017,60.8096,1765938.0
2023-01-26,60.6487,60.6487,60.1212,60.3626,1450389.0
2023-01-27,60.2732,60.5503,59.8798,60.4341,1649143.0
2023-01-28,60.2732,60.5503,59.8798,60.4341,1649143.0
2023-01-29,60.2732,60.5503,59.8798,60.4341,1649143.0
2023-01-30,60.6308,61.3281,60.5861,60.8722,1560397.0
2023-01-31,61.051,61.3191,60.3358,61.3102,2371555.0
2023-02-01,61.1403,61.3907,60.7559,61.0241,2079958.0
2023-02-02,60.3626,60.671,59.9654,60.4609,2537409.0
2023-02-03,60.6397,60.7738,59.406,60.443,2493060.0
2023-02-04,60.6397,60.7738,59.406,60.443,2493060.0
2023-02-05,60.6397,60.7738,59.406,60.443,2493060.0
2023-02-06,60.5414,61.7304,60.1123,61.6946,2839797.0
2023-02-07,61.1582,61.3281,60.3,60.7917,2080089.0
2023-02-08,60.5146,60.604,59.8843,60.0765,2976234.0
2023-02-09,60.7738,61.8466,59.6206,60.0139,3147319.0
2023-02-10,60.3179,60.8185,60.0586,60.5146,2432415.0
2023-02-11,60.3179,60.8185,60.0586,60.5146,2432415.0
2023-02-12,60.3179,60.8185,60.0586,60.5146,2432415.0
2023-02-13,60.5324,61.1627,60.0139,61.1314,2089801.0
2023-02-14,61.1672,61.1716,60.0407,60.0765,2020248.0
2023-02-15,60.1033,60.2508,59.5849,60.0586,2805540.0
2023-02-16,59.8709,60.0229,59.4686,59.7547,2274270.0
2023-02-17,59.8619,61.2029,59.7189,61.1314,2273077.0
2023-02-18,59.8619,61.2029,59.7189,61.1314,2273077.0
2023-02-19,59.8619,61.2029,59.7189,61.1314,2273077.0
2023-02-20,59.8619,61.2029,59.7189,61.1314,2273077.0
2023-02-21,61.1582,61.8645,60.8453,61.6052,2936892.0
2023-02-22,61.8198,62.1077,60.7381,60.9705,2040824.0
2023-02-23,61.2119,61.3281,60.7336,60.9794,1525321.0
2023-02-24,60.9884,60.9884,60.3201,60.5056,1535331.0
2023-02-25,60.9884,60.9884,60.3201,60.5056,1535331.0
2023-02-26,60.9884,60.9884,60.3201,60.5056,1535331.0
2023-02-27,60.604,60.9079,60.0497,60.3536,1989448.0
2023-02-28,60.2724,60.4167,59.3886,59.4698,3451139.0
2023-03-01,59.2443,59.3345,58.2162,58.8565,1848860.0
2023-03-02,58.9557,59.3525,58.7122,59.1812,2205864.0
2023-03-03,59.0278,59.1631,58.4867,58.9286,1954052.0
2023-03-04,59.0278,59.1631,58.4867,58.9286,1954052.0
2023-03-05,59.0278,59.1631,58.4867,58.9286,1954052.0
2023-03-06,58.8294,58.9974,58.5499,58.7122,1795642.0
2023-03-07,58.8475,58.9828,57.9005,58.2071,1605677.0
2023-03-08,58.4957,58.4957,57.8825,58.3695,1615036.0
2023-03-09,58.631,58.8403,57.657,57.8284,1688871.0
2023-03-10,57.8825,58.2793,57.4856,57.6209,1824380.0
2023-03-11,57.8825,58.2793,57.4856,57.6209,1824380.0
2023-03-12,57.8825,58.2793,57.4856,57.6209,1824380.0
2023-03-13,57.8193,59.4517,57.8193,57.9546,2726347.0
2023-03-14,58.2432,58.3605,57.6841,58.3063,2250473.0
2023-03-15,58.2342,58.9647,57.8374,58.8565,2283564.0
2023-03-16,59.0008,59.1631,58.0087,58.5949,1953296.0
2023-03-17,58.622,58.6491,57.6209,58.3875,9460247.0
2023-03-18,58.622,58.6491,57.6209,58.3875,9460247.0
2023-03-19,58.622,58.6491,57.6209,58.3875,9460247.0
2023-03-20,58.4777,59.2533,58.4777,58.64,2549907.0
2023-03-21,58.7212,58.9467,58.2071,58.7573,1554699.0
2023-03-22,58.8294,59.0594,58.144,58.162,1657373.0
2023-03-23,58.0899,58.7032,58.0809,58.2613,1909296.0
2023-03-24,58.5138,59.0549,58.2793,59.0459,2072029.0
2023-03-25,58.5138,59.0549,58.2793,59.0459,2072029.0
2023-03-26,58.5138,59.0549,58.2793,59.0459,2072029.0
2023-03-27,59.56,59.8846,59.2533,59.3706,1516335.0
2023-03-28,59.4698,60.1372,59.1992,59.7854,1515511.0
2023-03-29,59.9117,60.1913,59.6501,59.9658,1621774.0
2023-03-30,59.9297,60.1552,59.7764,60.1191,1466677.0
2023-03-31,60.4258,60.561,60.083,60.3897,1933072.0
2023-04-01,60.4258,60.561,60.083,60.3897,1933072.0
2023-04-02,60.4258,60.561,60.083,60.3897,1933072.0
2023-04-03,60.543,60.9714,60.1907,60.525,2465647.0
2023-04-04,60.6061,60.8587,60.3266,60.6873,1504729.0
2023-04-05,60.9669,61.526,60.6873,61.3547,1865039.0
2023-04-06,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-07,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-08,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-09,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-10,61.1202,61.2149,60.6106,61.1292,1351724.0
2023-04-11,61.1292,61.8462,60.9759,61.6703,1892632.0
2023-04-12,61.4178,62.0311,61.3006,61.6613,1517648.0
2023-04-13,61.3908,61.5578,60.9894,61.1924,2069834.0
2023-04-14,60.9849,61.0841,60.1687,60.4258,1558926.0
2023-04-15,60.9849,61.0841,60.1687,60.4258,1558926.0
2023-04-16,60.9849,61.0841,60.1687,60.4258,1558926.0
2023-04-17,60.5881,61.0571,60.5297,60.9849,1133091.0
2023-04-18,60.8226,61.1563,60.7234,61.1112,1348050.0
2023-04-19,61.3457,61.4629,60.6332,60.7414,1251842.0
2023-04-20,60.8496,60.9218,60.3175,60.6422,1490003.0
2023-04-21,61.1202,61.3186,60.4348,60.7414,1198495.0
2023-04-22,61.1202,61.3186,60.4348,60.7414,1198495.0
2023-04-23,61.1202,61.3186,60.4348,60.7414,1198495.0
2023-04-24,60.8406,61.0841,60.6152,60.9849,1678914.0
2023-04-25,61.1473,61.9184,61.0841,61.8237,1776154.0
2023-04-26,61.3817,61.9048,61.2916,61.7425,1606485.0
2023-04-27,61.6523,62.5091,61.5351,62.4911,1254217.0
2023-04-28,62.5542,63.0412,62.3377,62.924,2405698.0
2023-04-29,62.5542,63.0412,62.3377,62.924,2405698.0
2023-04-30,62.5542,63.0412,62.3377,62.924,2405698.0
2023-05-01,63.1224,63.9656,63.0277,63.8439,2901476.0
2023-05-02,63.6545,64.394,63.0592,64.1956,2421140.0
2023-05-03,64.4752,65.2057,63.907,64.5113,4090908.0
2023-05-04,64.0242,64.1144,62.1303,63.4741,3719082.0
2023-05-05,63.8709,64.1866,63.2847,63.447,2698562.0
2023-05-06,63.8709,64.1866,63.2847,63.447,2698562.0
2023-05-07,63.8709,64.1866,63.2847,63.447,2698562.0
2023-05-08,63.1224,64.2317,62.8067,64.1505,3149742.0
2023-05-09,64.1595,64.5113,63.5372,63.5463,2896290.0
2023-05-10,63.4921,64.0242,63.2577,63.6274,1929662.0
2023-05-11,63.7627,63.8078,62.9066,63.7627,1531677.0
2023-05-12,63.7898,64.2046,63.429,63.8619,1519460.0
2023-05-13,63.7898,64.2046,63.429,63.8619,1519460.0
2023-05-14,63.7898,64.2046,63.429,63.8619,1519460.0
2023-05-15,63.8529,63.9431,63.0051,63.2396,1754511.0
2023-05-16,63.2396,63.2396,62.3828,62.6804,1806451.0
2023-05-17,62.7616,62.7797,61.526,62.3738,4157621.0
2023-05-18,62.1303,62.3152,61.7696,62.2746,2054137.0
2023-05-19,62.3017,62.7436,62.0762,62.5271,1729746.0
2023-05-20,62.3017,62.7436,62.0762,62.5271,1729746.0
2023-05-21,62.3017,62.7436,62.0762,62.5271,1729746.0
2023-05-22,62.6354,62.7797,61.5351,61.6343,2083157.0
2023-05-23,61.6072,62.0491,61.1112,61.8056,2125819.0
2023-05-24,61.977,62.1709,61.5215,61.8146,1766202.0
2023-05-25,61.4178,61.526,60.9128,61.2645,1635836.0
2023-05-26,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-27,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-28,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-29,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-30,60.7775,60.8361,59.8215,59.8936,2492342.0
2023-05-31,60.0756,60.8832,59.9118,60.7581,5341825.0
2023-06-01,60.8491,60.9674,59.9482,60.0847,2365126.0
2023-06-02,59.8663,61.3496,59.8026,61.3223,2422417.0
2023-06-03,59.8663,61.3496,59.8026,61.3223,2422417.0
2023-06-04,59.8663,61.3496,59.8026,61.3223,2422417.0
2023-06-05,61.3223,62.0411,61.1312,61.4224,1869670.0
2023-06-06,61.568,61.7955,60.1577,60.8127,2411132.0
2023-06-07,59.5479,60.6125,58.4741,60.4032,3262950.0
2023-06-08,60.385,60.6853,60.0028,60.5761,3155263.0
2023-06-09,60.5488,61.3769,60.4487,61.113,1958574.0
2023-06-10,60.5488,61.3769,60.4487,61.113,1958574.0
2023-06-11,60.5488,61.3769,60.4487,61.113,1958574.0
2023-06-12,61.204,61.2358,59.1475,59.5115,4937135.0
2023-06-13,59.1475,59.7571,58.7835,59.6752,2115344.0
2023-06-14,59.839,60.3213,59.6229,60.1848,1621725.0
2023-06-15,60.0938,60.6489,59.7207,60.0028,2655725.0
2023-06-16,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-17,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-18,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-19,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-20,60.3395,60.3577,59.6479,59.657,2083867.0
2023-06-21,59.6752,59.8845,59.1293,59.3659,3047218.0
2023-06-22,59.8026,59.9209,59.4887,59.6479,3262824.0
2023-06-23,59.9846,60.1575,59.2476,59.2931,4664076.0
2023-06-24,59.9846,60.1575,59.2476,59.2931,4664076.0
2023-06-25,59.9846,60.1575,59.2476,59.2931,4664076.0
2023-06-26,59.1475,59.7207,58.4013,59.6934,2153345.0
2023-06-27,61.9683,62.2413,60.5989,60.6944,3682161.0
2023-06-28,59.557,59.7298,58.5651,59.6479,4803523.0
2023-06-29,59.466,60.8309,59.2521,60.8036,2974156.0
2023-06-30,60.9219,61.5225,60.8127,61.3314,2345272.0
2023-07-01,60.9219,61.5225,60.8127,61.3314,2345272.0
2023-07-02,60.9219,61.5225,60.8127,61.3314,2345272.0
2023-07-03,61.1403,62.3778,60.89,62.3778,1387097.0
2023-07-04,61.1403,62.3778,60.89,62.3778,1387097.0
2023-07-05,62.1594,62.5052,61.8319,62.2413,2065096.0
