,AVNT US Equity,AVNT US Equity,AVNT US Equity,AVNT US Equity,AVNT US Equity
2022-05-28,47.0411,47.2977,46.6705,47.2502,320886.0
2022-05-29,47.0411,47.2977,46.6705,47.2502,320886.0
2022-05-30,47.0411,47.2977,46.6705,47.2502,320886.0
2022-05-31,46.699,47.1932,46.1859,46.7561,360412.0
2022-06-01,46.7846,46.9455,45.5396,46.2619,227695.0
2022-06-02,46.623,48.6757,46.5707,48.6377,254890.0
2022-06-03,48.2481,48.6947,47.982,48.3621,262244.0
2022-06-04,48.2481,48.6947,47.982,48.3621,262244.0
2022-06-05,48.2481,48.6947,47.982,48.3621,262244.0
2022-06-06,48.9513,49.2174,48.2196,48.8468,361555.0
2022-06-07,48.5427,49.7686,48.3431,49.7211,276787.0
2022-06-08,48.9038,49.3694,47.925,48.153,216049.0
2022-06-09,47.7349,48.0333,47.4688,47.7729,247454.0
2022-06-10,46.528,46.7941,44.4563,44.8174,300063.0
2022-06-11,46.528,46.7941,44.4563,44.8174,300063.0
2022-06-12,46.528,46.7941,44.4563,44.8174,300063.0
2022-06-13,43.3539,43.4489,42.1375,42.6887,393760.0
2022-06-14,42.3655,42.9738,41.7322,42.242,335276.0
2022-06-15,42.9452,43.0878,41.3725,42.3085,335437.0
2022-06-16,41.1023,41.4654,38.322,38.494,714954.0
2022-06-17,39.2583,39.822,38.451,39.0673,749707.0
2022-06-18,39.2583,39.822,38.451,39.0673,749707.0
2022-06-19,39.2583,39.822,38.451,39.0673,749707.0
2022-06-20,39.2583,39.822,38.451,39.0673,749707.0
2022-06-21,39.9367,40.08,38.9622,39.2488,519172.0
2022-06-22,38.4653,39.5068,38.3411,39.1533,528862.0
2022-06-23,38.8762,39.2583,38.3125,38.7138,738951.0
2022-06-24,39.2106,41.0737,39.1341,41.0641,2899469.0
2022-06-25,39.2106,41.0737,39.1341,41.0641,2899469.0
2022-06-26,39.2106,41.0737,39.1341,41.0641,2899469.0
2022-06-27,40.9972,40.9972,39.7265,39.908,494253.0
2022-06-28,40.2998,40.7679,39.3634,39.3634,715837.0
2022-06-29,39.2392,39.2392,37.8921,38.8475,577476.0
2022-06-30,38.1692,38.7042,37.3427,38.2934,645431.0
2022-07-01,37.7774,38.7472,37.0131,37.4717,485001.0
2022-07-02,37.7774,38.7472,37.0131,37.4717,485001.0
2022-07-03,37.7774,38.7472,37.0131,37.4717,485001.0
2022-07-04,37.7774,38.7472,37.0131,37.4717,485001.0
2022-07-05,36.4399,37.1946,35.4367,36.7647,504956.0
2022-07-06,36.7169,37.2997,35.8045,36.5545,450023.0
2022-07-07,37.2424,38.1501,37.2042,37.9112,523158.0
2022-07-08,37.5959,37.7392,36.908,37.4526,461465.0
2022-07-09,37.5959,37.7392,36.908,37.4526,461465.0
2022-07-10,37.5959,37.7392,36.908,37.4526,461465.0
2022-07-11,37.1946,37.4956,36.8878,37.3666,286074.0
2022-07-12,37.0513,37.9876,37.0513,37.5004,281285.0
2022-07-13,37.1373,37.572,36.4876,37.4717,290048.0
2022-07-14,36.908,37.4144,36.416,37.3666,298194.0
2022-07-15,38.1883,38.5227,37.4717,38.4845,326258.0
2022-07-16,38.1883,38.5227,37.4717,38.4845,326258.0
2022-07-17,38.1883,38.5227,37.4717,38.4845,326258.0
2022-07-18,39.2392,39.3157,38.5418,38.7424,290823.0
2022-07-19,39.4017,40.9208,39.0569,40.8826,333916.0
2022-07-20,40.9112,41.2552,40.3189,40.8635,264289.0
2022-07-21,40.2807,41.2361,39.8889,41.2074,261949.0
2022-07-22,41.3221,41.6851,40.7966,41.1023,246381.0
2022-07-23,41.3221,41.6851,40.7966,41.1023,246381.0
2022-07-24,41.3221,41.6851,40.7966,41.1023,246381.0
2022-07-25,41.494,41.881,40.7393,41.7138,444430.0
2022-07-26,41.494,41.6947,39.5927,39.7074,562694.0
2022-07-27,39.6405,41.6182,39.5545,41.2934,505177.0
2022-07-28,41.8667,41.8667,40.8252,41.1596,445145.0
2022-07-29,41.0928,41.4654,40.7584,41.2265,346692.0
2022-07-30,41.0928,41.4654,40.7584,41.2265,346692.0
2022-07-31,41.0928,41.4654,40.7584,41.2265,346692.0
2022-08-01,40.6342,41.2934,40.1182,41.0163,336023.0
2022-08-02,40.5959,41.0775,40.0705,40.1756,279882.0
2022-08-03,40.4717,41.1214,40.0227,41.0259,254787.0
2022-08-04,40.9208,41.303,40.6084,41.2074,413849.0
2022-08-05,40.6628,42.01,40.6628,41.6087,424808.0
2022-08-06,40.6628,42.01,40.6628,41.6087,424808.0
2022-08-07,40.6628,42.01,40.6628,41.6087,424808.0
2022-08-08,42.0482,42.7456,41.8762,42.0864,483771.0
2022-08-09,42.0673,42.3157,41.4176,42.1055,451086.0
2022-08-10,43.1278,44.045,43.1135,43.7202,524648.0
2022-08-11,44.0259,44.3316,42.8507,42.9654,586539.0
2022-08-12,43.7679,46.768,43.5148,46.768,944261.0
2022-08-13,43.7679,46.768,43.5148,46.768,944261.0
2022-08-14,43.7679,46.768,43.5148,46.768,944261.0
2022-08-15,46.1278,47.5132,46.1278,47.0259,441815.0
2022-08-16,46.7489,47.4559,46.4718,47.3221,352814.0
2022-08-17,46.4431,46.6199,45.5259,45.545,303079.0
2022-08-18,45.7552,46.0323,45.545,45.8794,251975.0
2022-08-19,45.631,45.631,45.0196,45.5164,272834.0
2022-08-20,45.631,45.631,45.0196,45.5164,272834.0
2022-08-21,45.631,45.631,45.0196,45.5164,272834.0
2022-08-22,44.4272,44.6087,43.6437,43.7297,672021.0
2022-08-23,43.4813,44.3803,43.4813,44.131,324575.0
2022-08-24,44.1119,44.3221,43.6724,43.8444,281870.0
2022-08-25,44.1023,44.9909,43.9304,44.9909,226468.0
2022-08-26,44.6852,44.9049,42.9463,42.9941,203758.0
2022-08-27,44.6852,44.9049,42.9463,42.9941,203758.0
2022-08-28,44.6852,44.9049,42.9463,42.9941,203758.0
2022-08-29,42.2393,42.8412,41.8523,42.3444,239986.0
2022-08-30,42.5737,42.8125,41.8905,42.2202,248003.0
2022-08-31,42.5737,42.5737,41.6469,41.8762,316703.0
2022-09-01,41.5036,41.5036,40.51,41.3412,353659.0
2022-09-02,41.7998,42.3444,40.6819,40.8444,515759.0
2022-09-03,41.7998,42.3444,40.6819,40.8444,515759.0
2022-09-04,41.7998,42.3444,40.6819,40.8444,515759.0
2022-09-05,41.7998,42.3444,40.6819,40.8444,515759.0
2022-09-06,40.7488,40.9447,37.7297,38.1118,1280770.0
2022-09-07,38.2647,39.9845,38.0354,39.9176,479590.0
2022-09-08,39.2583,40.51,38.8231,40.4813,532549.0
2022-09-09,40.7584,41.58,40.5291,41.4081,408762.0
2022-09-10,40.7584,41.58,40.5291,41.4081,408762.0
2022-09-11,40.7584,41.58,40.5291,41.4081,408762.0
2022-09-12,41.4272,42.2775,41.1501,41.303,416181.0
2022-09-13,39.717,40.2711,38.7233,38.7806,442654.0
2022-09-14,38.4558,38.4749,36.6023,37.0895,720060.0
2022-09-15,36.7603,37.462,36.4527,36.568,672076.0
2022-09-16,35.9143,35.9336,34.2849,35.3568,2205984.0
2022-09-17,35.9143,35.9336,34.2849,35.3568,2205984.0
2022-09-18,35.9143,35.9336,34.2849,35.3568,2205984.0
2022-09-19,34.9434,36.4238,34.7608,36.4142,576512.0
2022-09-20,35.7317,35.7692,34.7223,35.3087,459178.0
2022-09-21,35.8471,35.8471,34.0398,34.0975,836687.0
2022-09-22,34.2609,34.2609,33.5399,33.9244,518060.0
2022-09-23,33.2131,33.4101,32.0595,32.6747,578277.0
2022-09-24,33.2131,33.4101,32.0595,32.6747,578277.0
2022-09-25,33.2131,33.4101,32.0595,32.6747,578277.0
2022-09-26,32.396,32.7709,31.4827,31.6558,652555.0
2022-09-27,31.6077,31.997,29.6178,29.8389,1233290.0
2022-09-28,29.2717,30.8483,28.9641,30.3388,1223499.0
2022-09-29,29.6563,29.7908,28.6469,29.4352,1487650.0
2022-09-30,29.637,30.0312,29.0314,29.1275,876503.0
2022-10-01,29.637,30.0312,29.0314,29.1275,876503.0
2022-10-02,29.637,30.0312,29.0314,29.1275,876503.0
2022-10-03,29.9254,31.5308,29.8197,31.127,766048.0
2022-10-04,31.8288,32.6267,31.8288,32.5882,780949.0
2022-10-05,31.55,32.1364,31.2809,31.7615,519071.0
2022-10-06,31.3962,32.0787,30.7906,31.1174,532827.0
2022-10-07,30.531,30.8963,29.3967,29.4928,516271.0
2022-10-08,30.531,30.8963,29.3967,29.4928,516271.0
2022-10-09,30.531,30.8963,29.3967,29.4928,516271.0
2022-10-10,29.6274,29.7956,29.0218,29.291,651329.0
2022-10-11,29.041,29.8101,28.743,29.0987,880895.0
2022-10-12,29.1371,29.5409,28.5411,29.166,786681.0
2022-10-13,28.3777,29.9543,27.8982,29.5986,1217242.0
2022-10-14,30.4157,30.781,29.6851,30.2138,813792.0
2022-10-15,30.4157,30.781,29.6851,30.2138,813792.0
2022-10-16,30.4157,30.781,29.6851,30.2138,813792.0
2022-10-17,31.4539,32.0403,30.9732,31.7327,738269.0
2022-10-18,32.4729,33.4919,32.2518,32.5978,620036.0
2022-10-19,32.0787,32.5017,31.3674,31.6173,448504.0
2022-10-20,31.5885,32.5786,30.656,30.9829,534758.0
2022-10-21,31.3866,31.9201,30.9252,31.7903,396852.0
2022-10-22,31.3866,31.9201,30.9252,31.7903,396852.0
2022-10-23,31.3866,31.9201,30.9252,31.7903,396852.0
2022-10-24,32.0691,32.1912,31.3001,31.7134,393861.0
2022-10-25,31.5212,32.9728,31.401,32.6747,638975.0
2022-10-26,32.9343,33.3092,32.4392,32.8574,411920.0
2022-10-27,33.1554,33.5111,32.7709,32.8478,368391.0
2022-10-28,32.8286,33.4438,32.5882,33.2804,547061.0
2022-10-29,32.8286,33.4438,32.5882,33.2804,547061.0
2022-10-30,32.8286,33.4438,32.5882,33.2804,547061.0
2022-10-31,33.1362,33.3284,32.7228,33.1554,515693.0
2022-11-01,33.6457,34.1359,33.1554,33.6361,486944.0
2022-11-02,31.2136,31.2136,27.08,27.2914,1931550.0
2022-11-03,26.7339,27.5894,26.5801,26.9934,1506332.0
2022-11-04,27.5894,28.5796,27.1857,27.6087,1295621.0
2022-11-05,27.5894,28.5796,27.1857,27.6087,1295621.0
2022-11-06,27.5894,28.5796,27.1857,27.6087,1295621.0
2022-11-07,27.8778,28.2047,27.1521,28.1855,1047498.0
2022-11-08,28.4931,28.868,27.8778,28.1951,634335.0
2022-11-09,27.8202,28.2816,27.5029,27.8874,665020.0
2022-11-10,29.4832,30.9636,29.2044,30.954,1028506.0
2022-11-11,31.0405,32.7901,31.0021,32.2037,1012379.0
2022-11-12,31.0405,32.7901,31.0021,32.2037,1012379.0
2022-11-13,31.0405,32.7901,31.0021,32.2037,1012379.0
2022-11-14,31.7615,33.0593,31.2424,32.2902,1221953.0
2022-11-15,32.694,33.5111,31.7038,32.1172,636096.0
2022-11-16,31.8673,31.9826,31.2136,31.6173,628921.0
2022-11-17,31.0501,31.1174,30.0888,30.7906,699065.0
2022-11-18,31.4443,31.4443,30.6704,31.2809,350252.0
2022-11-19,31.4443,31.4443,30.6704,31.2809,350252.0
2022-11-20,31.4443,31.4443,30.6704,31.2809,350252.0
2022-11-21,30.9444,31.1463,30.3772,30.5407,376313.0
2022-11-22,30.9252,32.0307,30.5887,32.0114,681150.0
2022-11-23,32.0114,33.1266,31.9009,32.5882,493695.0
2022-11-24,32.0114,33.1266,31.9009,32.5882,493695.0
2022-11-25,32.5209,32.9728,32.1845,32.5882,208421.0
2022-11-26,32.5209,32.9728,32.1845,32.5882,208421.0
2022-11-27,32.5209,32.9728,32.1845,32.5882,208421.0
2022-11-28,32.0211,32.1941,31.2905,31.4635,422592.0
2022-11-29,31.5116,32.0403,31.1847,32.0307,411479.0
2022-11-30,32.0499,33.2996,31.3289,33.2708,718826.0
2022-12-01,33.6745,33.91,33.1698,33.7995,536309.0
2022-12-02,33.2419,34.4868,33.1362,34.2609,735578.0
2022-12-03,33.2419,34.4868,33.1362,34.2609,735578.0
2022-12-04,33.2419,34.4868,33.1362,34.2609,735578.0
2022-12-05,33.7514,34.0494,32.6555,33.29,671372.0
2022-12-06,33.5015,33.6457,32.0787,32.4152,603275.0
2022-12-07,32.4248,32.8574,32.146,32.4248,428906.0
2022-12-08,32.7613,33.1842,32.146,32.569,468246.0
2022-12-09,32.271,33.3621,32.271,32.9728,567825.0
2022-12-10,32.271,33.3621,32.271,32.9728,567825.0
2022-12-11,32.271,33.3621,32.271,32.9728,567825.0
2022-12-12,32.9824,33.5303,32.4537,33.3573,632310.0
2022-12-13,34.9146,35.1934,33.29,33.8956,795532.0
2022-12-14,33.5784,33.9917,33.0977,33.3669,562205.0
2022-12-15,32.8997,33.0062,32.1929,32.2897,511277.0
2022-12-16,31.796,32.6189,31.6023,32.4059,2172241.0
2022-12-17,31.796,32.6189,31.6023,32.4059,2172241.0
2022-12-18,31.796,32.6189,31.6023,32.4059,2172241.0
2022-12-19,32.3188,32.5996,31.4958,31.5539,495970.0
2022-12-20,31.6701,32.4834,31.6701,32.1832,454856.0
2022-12-21,32.5415,33.5339,32.5415,33.2289,459030.0
2022-12-22,32.8029,33.1321,31.4087,31.8831,678431.0
2022-12-23,31.8637,32.7254,31.8347,32.648,250836.0
2022-12-24,31.8637,32.7254,31.8347,32.648,250836.0
2022-12-25,31.8637,32.7254,31.8347,32.648,250836.0
2022-12-26,31.8637,32.7254,31.8347,32.648,250836.0
2022-12-27,32.7738,33.1418,32.3866,32.7157,353087.0
2022-12-28,32.8997,33.1127,31.7185,31.7282,559073.0
2022-12-29,32.2123,33.2967,31.9799,32.9868,436575.0
2022-12-30,32.6286,32.9578,32.222,32.6867,417836.0
2022-12-31,32.6286,32.9578,32.222,32.6867,417836.0
2023-01-01,32.6286,32.9578,32.222,32.6867,417836.0
2023-01-02,32.6286,32.9578,32.222,32.6867,417836.0
2023-01-03,33.2289,33.7033,32.5027,32.89,628354.0
2023-01-04,33.529,34.9233,33.287,34.5166,668565.0
2023-01-05,34.2068,34.9281,33.8776,34.8071,765829.0
2023-01-06,35.3977,36.8355,35.3977,36.666,611286.0
2023-01-07,35.3977,36.8355,35.3977,36.666,611286.0
2023-01-08,35.3977,36.8355,35.3977,36.666,611286.0
2023-01-09,37.0243,37.2954,36.3949,36.637,804038.0
2023-01-10,36.3368,37.247,36.1916,37.247,433587.0
2023-01-11,37.9247,38.1377,37.1405,37.3147,378101.0
2023-01-12,37.5084,37.5762,36.8403,36.9178,854908.0
2023-01-13,36.5014,37.3631,36.5014,37.3631,345476.0
2023-01-14,36.5014,37.3631,36.5014,37.3631,345476.0
2023-01-15,36.5014,37.3631,36.5014,37.3631,345476.0
2023-01-16,36.5014,37.3631,36.5014,37.3631,345476.0
2023-01-17,37.4406,37.5084,36.453,36.9565,290821.0
2023-01-18,37.2373,37.5084,36.4821,36.6564,274223.0
2023-01-19,36.2884,36.4676,35.7269,36.0851,513899.0
2023-01-20,36.3175,37.4009,35.8334,37.3631,318557.0
2023-01-21,36.3175,37.4009,35.8334,37.3631,318557.0
2023-01-22,36.3175,37.4009,35.8334,37.3631,318557.0
2023-01-23,37.2082,38.2152,36.9178,38.128,407440.0
2023-01-24,37.9683,38.1474,37.6439,37.9344,323011.0
2023-01-25,37.4019,38.0312,36.9662,37.8376,298584.0
2023-01-26,38.1668,38.4185,37.6536,38.3217,269076.0
2023-01-27,37.9344,38.6799,37.8957,38.5734,183952.0
2023-01-28,37.9344,38.6799,37.8957,38.5734,183952.0
2023-01-29,37.9344,38.6799,37.8957,38.5734,183952.0
2023-01-30,38.0409,38.7622,38.0409,38.2636,295229.0
2023-01-31,38.2152,39.2996,38.2152,39.2318,463569.0
2023-02-01,39.164,40.4227,38.8832,39.8418,306260.0
2023-02-02,40.2581,41.2553,40.2581,41.2457,436276.0
2023-02-03,40.5776,40.9068,39.8418,40.0741,505388.0
2023-02-04,40.5776,40.9068,39.8418,40.0741,505388.0
2023-02-05,40.5776,40.9068,39.8418,40.0741,505388.0
2023-02-06,39.6675,39.9241,38.8736,39.135,358248.0
2023-02-07,38.767,39.7062,38.4282,39.5997,356906.0
2023-02-08,39.0672,39.4448,38.3314,38.5153,314074.0
2023-02-09,38.8348,38.951,36.7919,37.0436,346628.0
2023-02-10,36.8113,36.9178,36.2691,36.6757,464513.0
2023-02-11,36.8113,36.9178,36.2691,36.6757,464513.0
2023-02-12,36.8113,36.9178,36.2691,36.6757,464513.0
2023-02-13,36.8113,37.673,36.4434,37.6536,494632.0
2023-02-14,37.276,38.496,37.034,37.4309,1137376.0
2023-02-15,40.9358,42.3107,39.2343,41.0714,998536.0
2023-02-16,41.4199,41.6136,40.3646,40.7325,815098.0
2023-02-17,40.9939,41.846,40.6744,41.5652,612077.0
2023-02-18,40.9939,41.846,40.6744,41.5652,612077.0
2023-02-19,40.9939,41.846,40.6744,41.5652,612077.0
2023-02-20,40.9939,41.846,40.6744,41.5652,612077.0
2023-02-21,40.9842,41.023,39.6626,39.9579,503208.0
2023-02-22,40.0257,41.1198,40.0257,40.6454,551039.0
2023-02-23,40.9649,41.1585,39.9725,40.7228,361797.0
2023-02-24,39.8611,41.3909,39.4835,41.3909,540707.0
2023-02-25,39.8611,41.3909,39.4835,41.3909,540707.0
2023-02-26,39.8611,41.3909,39.4835,41.3909,540707.0
2023-02-27,41.8072,42.1267,41.478,41.8847,489285.0
2023-02-28,41.7007,42.6496,41.691,42.2429,565148.0
2023-03-01,42.1655,42.9158,42.059,42.4656,495424.0
2023-03-02,41.9234,42.6738,41.7588,42.5721,311121.0
2023-03-03,42.9594,43.3176,42.088,42.9981,409849.0
2023-03-04,42.9594,43.3176,42.088,42.9981,409849.0
2023-03-05,42.9594,43.3176,42.088,42.9981,409849.0
2023-03-06,42.8529,42.9207,41.1392,41.5264,375220.0
2023-03-07,41.5555,41.6523,40.5195,40.5776,286947.0
2023-03-08,40.6841,41.236,40.2678,40.81,318600.0
2023-03-09,40.9455,41.173,39.5126,39.6384,373595.0
2023-03-10,39.4061,39.4787,37.9731,38.3701,628062.0
2023-03-11,39.4061,39.4787,37.9731,38.3701,628062.0
2023-03-12,39.4061,39.4787,37.9731,38.3701,628062.0
2023-03-13,37.2667,38.063,36.7308,37.6077,589557.0
2023-03-14,39.0594,39.8096,38.2702,38.8938,791507.0
2023-03-15,37.3544,37.71,35.8832,36.9354,748139.0
2023-03-16,36.3898,37.9779,36.2924,37.7149,563807.0
2023-03-17,37.4518,37.6856,36.4678,37.0426,1896025.0
2023-03-18,37.4518,37.6856,36.4678,37.0426,1896025.0
2023-03-19,37.4518,37.6856,36.4678,37.0426,1896025.0
2023-03-20,37.7051,38.202,37.2667,37.7246,483511.0
2023-03-21,38.7671,38.9912,37.9389,38.4261,450366.0
2023-03-22,38.543,38.7184,37.1205,37.14,538381.0
2023-03-23,37.2667,38.0656,36.6334,37.0329,411270.0
2023-03-24,36.5652,37.7051,36.0781,37.6856,437342.0
2023-03-25,36.5652,37.7051,36.0781,37.6856,437342.0
2023-03-26,36.5652,37.7051,36.0781,37.6856,437342.0
2023-03-27,38.3287,38.3823,37.6369,37.7928,280235.0
2023-03-28,37.7343,38.621,37.5297,38.4358,479483.0
2023-03-29,39.0302,39.2542,38.4797,39.1178,619268.0
2023-03-30,39.6927,39.9655,39.1276,39.3517,370600.0
2023-03-31,39.4978,40.1409,39.4588,40.1019,532748.0
2023-04-01,39.4978,40.1409,39.4588,40.1019,532748.0
2023-04-02,39.4978,40.1409,39.4588,40.1019,532748.0
2023-04-03,40.0142,40.7157,39.5076,39.9362,455403.0
2023-04-04,39.8875,39.9411,38.621,38.9327,451867.0
2023-04-05,38.2118,38.884,38.0948,38.6404,323304.0
2023-04-06,38.6502,39.0204,38.1533,38.7476,392960.0
2023-04-07,38.6502,39.0204,38.1533,38.7476,392960.0
2023-04-08,38.6502,39.0204,38.1533,38.7476,392960.0
2023-04-09,38.6502,39.0204,38.1533,38.7476,392960.0
2023-04-10,38.4943,39.566,38.4943,39.2445,488996.0
2023-04-11,39.5173,40.1701,38.8986,39.5465,545916.0
2023-04-12,40.3649,40.4331,39.0204,39.1081,369848.0
2023-04-13,39.0009,39.7794,38.7184,39.5758,431890.0
2023-04-14,39.7024,40.1214,38.7671,39.2737,330665.0
2023-04-15,39.7024,40.1214,38.7671,39.2737,330665.0
2023-04-16,39.7024,40.1214,38.7671,39.2737,330665.0
2023-04-17,39.3419,39.6537,39.1081,39.6147,216917.0
2023-04-18,39.9168,40.2091,39.0594,39.3906,406108.0
2023-04-19,39.0789,39.3809,38.7963,39.264,431996.0
2023-04-20,38.7963,39.0302,38.1241,38.4456,280142.0
2023-04-21,38.5333,38.5333,37.5882,38.0754,255627.0
2023-04-22,38.5333,38.5333,37.5882,38.0754,255627.0
2023-04-23,38.5333,38.5333,37.5882,38.0754,255627.0
2023-04-24,38.2215,38.621,38.1143,38.3871,170222.0
2023-04-25,37.6467,37.8074,36.5944,36.6139,273278.0
2023-04-26,36.0293,36.7893,36.0293,36.1657,298477.0
2023-04-27,36.4288,36.9257,35.9806,36.9062,228669.0
2023-04-28,36.9159,37.9828,36.9159,37.52,451721.0
2023-04-29,36.9159,37.9828,36.9159,37.52,451721.0
2023-04-30,36.9159,37.9828,36.9159,37.52,451721.0
2023-05-01,37.5687,38.3579,37.4908,37.7636,428951.0
2023-05-02,37.4615,37.5103,36.2388,37.1595,524426.0
2023-05-03,37.2082,38.4066,36.6626,36.8867,606928.0
2023-05-04,35.7468,36.4385,34.9089,36.0488,513861.0
2023-05-05,36.7795,37.6905,36.7113,37.5005,413409.0
2023-05-06,36.7795,37.6905,36.7113,37.5005,413409.0
2023-05-07,36.7795,37.6905,36.7113,37.5005,413409.0
2023-05-08,37.8123,38.0413,37.2667,37.7538,297100.0
2023-05-09,37.6174,37.7977,36.9939,37.2277,402694.0
2023-05-10,38.0169,38.163,36.9598,37.7246,513806.0
2023-05-11,37.2277,37.8123,37.1887,37.6369,410001.0
2023-05-12,37.8415,37.9389,37.1887,37.6272,346086.0
2023-05-13,37.8415,37.9389,37.1887,37.6272,346086.0
2023-05-14,37.8415,37.9389,37.1887,37.6272,346086.0
2023-05-15,37.8318,38.6892,37.6515,38.3969,283572.0
2023-05-16,38.1923,38.1923,37.5979,37.7343,355740.0
2023-05-17,37.9974,38.6307,37.481,38.4846,482151.0
2023-05-18,38.2702,38.6112,37.9877,38.4651,335488.0
2023-05-19,38.621,38.6404,37.8025,37.9487,385770.0
2023-05-20,38.621,38.6404,37.8025,37.9487,385770.0
2023-05-21,38.621,38.6404,37.8025,37.9487,385770.0
2023-05-22,38.1728,38.7574,37.7782,38.2702,254052.0
2023-05-23,37.9,38.9132,37.6564,37.9,238392.0
2023-05-24,37.4713,37.7246,37.14,37.52,358251.0
2023-05-25,37.4031,37.5979,36.3606,36.7601,316296.0
2023-05-26,36.9062,37.1985,36.6042,37.0718,234827.0
2023-05-27,36.9062,37.1985,36.6042,37.0718,234827.0
2023-05-28,36.9062,37.1985,36.6042,37.0718,234827.0
2023-05-29,36.9062,37.1985,36.6042,37.0718,234827.0
2023-05-30,37.0426,37.4908,36.2924,36.6334,368976.0
2023-05-31,36.5555,36.7016,35.3473,35.5617,567492.0
2023-06-01,35.5519,36.3411,35.3376,35.815,340126.0
2023-06-02,36.8575,38.4992,36.5944,38.4261,386878.0
2023-06-03,36.8575,38.4992,36.5944,38.4261,386878.0
2023-06-04,36.8575,38.4992,36.5944,38.4261,386878.0
2023-06-05,38.0754,38.2605,37.0767,37.8707,420327.0
2023-06-06,37.8513,39.644,37.7831,39.0399,595762.0
2023-06-07,39.1373,39.9362,39.074,39.4978,485437.0
2023-06-08,39.4978,39.4978,38.3287,38.7768,664137.0
2023-06-09,38.5625,38.5625,37.9292,38.2507,382193.0
2023-06-10,38.5625,38.5625,37.9292,38.2507,382193.0
2023-06-11,38.5625,38.5625,37.9292,38.2507,382193.0
2023-06-12,38.2215,38.884,37.9097,38.3774,383827.0
2023-06-13,38.4846,39.4881,38.4261,39.3809,457070.0
2023-06-14,39.5855,39.8583,38.543,38.923,632978.0
2023-06-15,38.597,39.6166,38.4303,39.4597,448207.0
2023-06-16,39.4303,39.7734,38.7048,39.3617,1028073.0
2023-06-17,39.4303,39.7734,38.7048,39.3617,1028073.0
2023-06-18,39.4303,39.7734,38.7048,39.3617,1028073.0
2023-06-19,39.4303,39.7734,38.7048,39.3617,1028073.0
2023-06-20,38.7048,38.9695,38.1166,38.9205,514337.0
2023-06-21,38.7245,39.146,38.2392,38.3715,460577.0
2023-06-22,38.1754,38.2735,37.6166,38.048,400380.0
2023-06-23,37.2049,38.0872,37.2049,37.8813,2594059.0
2023-06-24,37.2049,38.0872,37.2049,37.8813,2594059.0
2023-06-25,37.2049,38.0872,37.2049,37.8813,2594059.0
2023-06-26,37.7539,38.8029,37.7539,38.5088,444690.0
2023-06-27,38.4401,39.1166,38.0774,38.646,328178.0
2023-06-28,38.6558,38.9009,38.2735,38.8617,264999.0
2023-06-29,38.7245,39.8127,38.7245,39.597,569651.0
2023-06-30,39.9695,40.195,39.3617,40.097,563853.0
2023-07-01,39.9695,40.195,39.3617,40.097,563853.0
2023-07-02,39.9695,40.195,39.3617,40.097,563853.0
2023-07-03,39.6852,40.5185,39.5578,40.293,316655.0
2023-07-04,39.6852,40.5185,39.5578,40.293,316655.0
2023-07-05,39.8127,39.8274,38.4892,38.499,411644.0
2023-07-06,37.9107,38.0872,37.1167,37.95,552664.0
2023-07-07,38.146,39.7195,38.146,39.4499,575722.0
2023-07-08,38.146,39.7195,38.146,39.4499,575722.0
2023-07-09,38.146,39.7195,38.146,39.4499,575722.0
2023-07-10,39.3421,40.1852,39.3421,39.5284,501766.0
2023-07-11,39.8519,40.0479,39.195,39.4401,530906.0
2023-07-12,40.1166,40.4303,39.8029,40.1166,582689.0
2023-07-13,40.2538,40.6068,39.8911,40.5675,484275.0
2023-07-14,40.4597,40.4597,39.3323,39.548,746770.0
2023-07-15,40.4597,40.4597,39.3323,39.548,746770.0
2023-07-16,40.4597,40.4597,39.3323,39.548,746770.0
2023-07-17,39.4107,39.7048,39.2342,39.4597,394440.0
2023-07-18,39.4695,40.1754,39.4695,39.8029,693556.0
2023-07-19,39.8225,40.6656,39.7538,40.6068,565721.0
2023-07-20,40.9989,40.9989,39.8715,40.2832,650035.0
2023-07-21,40.3421,40.3715,39.5872,40.1264,484428.0
2023-07-22,40.3421,40.3715,39.5872,40.1264,484428.0
2023-07-23,40.3421,40.3715,39.5872,40.1264,484428.0
2023-07-24,40.0676,40.445,39.6068,40.0774,525674.0
2023-07-25,40.1754,41.5675,40.1754,40.9205,626999.0
2023-07-26,40.6166,41.4303,40.5969,41.0381,718933.0
2023-07-27,40.3126,40.8028,38.8421,39.2146,1333597.0
2023-07-28,39.8421,39.9597,39.1852,39.3421,761070.0
2023-07-29,39.8421,39.9597,39.1852,39.3421,761070.0
2023-07-30,39.8421,39.9597,39.1852,39.3421,761070.0
2023-07-31,39.3519,40.1509,38.999,39.7342,519519.0
2023-08-01,39.2342,40.0283,39.2048,39.9989,379771.0
2023-08-02,39.3029,39.6264,38.9107,39.3421,300745.0
2023-08-03,39.0872,39.2931,38.4696,38.4892,333289.0
2023-08-04,38.5088,39.2244,38.2637,38.4205,310241.0
2023-08-05,38.5088,39.2244,38.2637,38.4205,310241.0
2023-08-06,38.5088,39.2244,38.2637,38.4205,310241.0
2023-08-07,38.5872,39.0284,38.1754,39.0284,285272.0
2023-08-08,38.2637,38.695,37.7539,38.6166,409801.0
2023-08-09,38.6558,38.6558,38.0382,38.2343,310589.0
2023-08-10,38.3617,38.646,37.7539,38.146,429455.0
2023-08-11,38.0578,38.4696,37.9009,38.0186,387458.0
