,AMCX US Equity,AMCX US Equity,AMCX US Equity,AMCX US Equity,AMCX US Equity
2021-09-08,45.9417,45.9417,43.26,44.2,370684.0
2021-09-09,44.57,49.27,43.615,46.49,1020889.0
2021-09-10,46.64,46.97,45.182,45.86,516351.0
2021-09-11,46.64,46.97,45.182,45.86,516351.0
2021-09-12,46.64,46.97,45.182,45.86,516351.0
2021-09-13,46.38,47.09,45.48,46.98,414474.0
2021-09-14,46.99,47.26,45.6,46.56,587902.0
2021-09-15,46.62,47.905,46.45,47.42,390899.0
2021-09-16,47.52,47.8,46.57,47.29,262665.0
2021-09-17,47.36,48.06,46.64,47.68,980692.0
2021-09-18,47.36,48.06,46.64,47.68,980692.0
2021-09-19,47.36,48.06,46.64,47.68,980692.0
2021-09-20,46.64,47.39,45.83,46.38,329608.0
2021-09-21,46.88,47.19,45.13,45.21,252208.0
2021-09-22,45.72,46.8,45.72,45.83,163545.0
2021-09-23,46.13,46.82,45.86,46.64,177864.0
2021-09-24,46.21,47.56,46.12,47.29,254136.0
2021-09-25,46.21,47.56,46.12,47.29,254136.0
2021-09-26,46.21,47.56,46.12,47.29,254136.0
2021-09-27,47.29,48.55,46.96,47.92,187243.0
2021-09-28,47.6,48.83,47.24,48.14,304538.0
2021-09-29,47.62,48.35,46.9325,47.33,190064.0
2021-09-30,47.44,47.44,46.11,46.59,217707.0
2021-10-01,46.85,47.54,46.32,47.34,319655.0
2021-10-02,46.85,47.54,46.32,47.34,319655.0
2021-10-03,46.85,47.54,46.32,47.34,319655.0
2021-10-04,47.47,47.85,46.13,46.36,201099.0
2021-10-05,46.11,46.48,44.77,45.98,277878.0
2021-10-06,45.66,45.9,44.51,45.19,159988.0
2021-10-07,45.57,46.59,45.57,45.85,238845.0
2021-10-08,46.11,46.67,45.75,45.91,144370.0
2021-10-09,46.11,46.67,45.75,45.91,144370.0
2021-10-10,46.11,46.67,45.75,45.91,144370.0
2021-10-11,46.1,46.5,45.13,45.2,160704.0
2021-10-12,45.15,45.76,44.75,45.26,294130.0
2021-10-13,45.4,46.18,45.08,46.16,163270.0
2021-10-14,46.53,47.64,46.29,47.21,184992.0
2021-10-15,47.84,47.84,45.13,45.2,220810.0
2021-10-16,47.84,47.84,45.13,45.2,220810.0
2021-10-17,47.84,47.84,45.13,45.2,220810.0
2021-10-18,44.89,45.3531,43.8,44.66,349103.0
2021-10-19,45.36,45.935,44.495,45.35,209902.0
2021-10-20,45.13,46.66,44.8764,46.09,173841.0
2021-10-21,45.93,46.99,44.43,44.5,260338.0
2021-10-22,44.37,44.98,43.14,43.15,253086.0
2021-10-23,44.37,44.98,43.14,43.15,253086.0
2021-10-24,44.37,44.98,43.14,43.15,253086.0
2021-10-25,43.01,43.49,41.82,42.6,406355.0
2021-10-26,42.76,42.875,41.3,41.47,240516.0
2021-10-27,41.33,41.33,39.78,39.83,320321.0
2021-10-28,40.2,40.98,39.73,40.62,176261.0
2021-10-29,40.4,40.6,39.47,39.79,286455.0
2021-10-30,40.4,40.6,39.47,39.79,286455.0
2021-10-31,40.4,40.6,39.47,39.79,286455.0
2021-11-01,40.43,42.1,39.8701,41.27,382093.0
2021-11-02,41.2,42.41,40.54,42.13,300464.0
2021-11-03,42.14,43.6,40.88,43.16,298966.0
2021-11-04,43.15,43.3,42.42,42.97,326558.0
2021-11-05,50.72,51.51,47.8465,49.1,876957.0
2021-11-06,50.72,51.51,47.8465,49.1,876957.0
2021-11-07,50.72,51.51,47.8465,49.1,876957.0
2021-11-08,49.47,50.48,47.87,48.71,335785.0
2021-11-09,48.32,49.1,47.48,48.72,246094.0
2021-11-10,48.16,49.35,46.99,47.21,285967.0
2021-11-11,46.52,48.78,46.486,47.05,296418.0
2021-11-12,46.96,47.3,46.16,46.69,190054.0
2021-11-13,46.96,47.3,46.16,46.69,190054.0
2021-11-14,46.96,47.3,46.16,46.69,190054.0
2021-11-15,46.8,48.93,46.7,48.61,309369.0
2021-11-16,48.31,48.59,46.67,46.85,284182.0
2021-11-17,46.43,46.67,45.02,45.73,337925.0
2021-11-18,45.73,46.01,44.0,44.35,313056.0
2021-11-19,43.87,44.655,42.49,43.37,401707.0
2021-11-20,43.87,44.655,42.49,43.37,401707.0
2021-11-21,43.87,44.655,42.49,43.37,401707.0
2021-11-22,43.62,44.65,42.69,44.25,397609.0
2021-11-23,43.9,44.38,41.72,41.83,722285.0
2021-11-24,41.36,41.76,40.735,41.22,409303.0
2021-11-25,41.36,41.76,40.735,41.22,409303.0
2021-11-26,39.94,40.47,38.02,39.26,412382.0
2021-11-27,39.94,40.47,38.02,39.26,412382.0
2021-11-28,39.94,40.47,38.02,39.26,412382.0
2021-11-29,40.0,40.06,37.54,39.51,601096.0
2021-11-30,38.97,39.52,37.25,38.61,1814843.0
2021-12-01,39.62,39.66,35.35,35.44,555127.0
2021-12-02,35.84,37.315,35.34,37.04,539270.0
2021-12-03,37.17,38.81,36.67,38.55,435664.0
2021-12-04,37.17,38.81,36.67,38.55,435664.0
2021-12-05,37.17,38.81,36.67,38.55,435664.0
2021-12-06,38.57,40.47,38.55,39.75,597983.0
2021-12-07,40.47,42.035,40.0,40.79,797428.0
2021-12-08,41.0,42.095,39.88,39.99,355301.0
2021-12-09,39.38,39.82,38.6,38.84,311126.0
2021-12-10,39.13,39.31,38.4699,39.07,221082.0
2021-12-11,39.13,39.31,38.4699,39.07,221082.0
2021-12-12,39.13,39.31,38.4699,39.07,221082.0
2021-12-13,38.59,38.78,36.965,37.09,345928.0
2021-12-14,36.45,37.06,35.3,35.39,525967.0
2021-12-15,35.22,35.22,33.5,34.33,713676.0
2021-12-16,34.85,36.0,33.89,34.08,563900.0
2021-12-17,34.16,36.38,33.37,35.31,1761367.0
2021-12-18,34.16,36.38,33.37,35.31,1761367.0
2021-12-19,34.16,36.38,33.37,35.31,1761367.0
2021-12-20,34.29,34.5708,32.96,33.5,448677.0
2021-12-21,33.69,35.44,33.69,35.07,344056.0
2021-12-22,34.91,35.435,34.47,34.77,269290.0
2021-12-23,35.1,36.08,34.56,35.92,257702.0
2021-12-24,35.1,36.08,34.56,35.92,257702.0
2021-12-25,35.1,36.08,34.56,35.92,257702.0
2021-12-26,35.1,36.08,34.56,35.92,257702.0
2021-12-27,35.94,35.98,34.9,35.19,234942.0
2021-12-28,35.395,36.25,34.82,35.05,163451.0
2021-12-29,34.91,35.195,34.02,34.45,181340.0
2021-12-30,34.45,36.36,34.45,35.68,233487.0
2021-12-31,35.7,36.21,34.365,34.44,178108.0
2022-01-01,35.7,36.21,34.365,34.44,178108.0
2022-01-02,35.7,36.21,34.365,34.44,178108.0
2022-01-03,34.67,38.025,34.67,37.2,458143.0
2022-01-04,37.45,39.8,37.45,39.19,787109.0
2022-01-05,39.55,40.94,38.13,38.39,599002.0
2022-01-06,38.12,39.36,37.68,37.91,361489.0
2022-01-07,37.88,40.88,37.84,40.62,609947.0
2022-01-08,37.88,40.88,37.84,40.62,609947.0
2022-01-09,37.88,40.88,37.84,40.62,609947.0
2022-01-10,40.66,41.73,39.8,41.39,520086.0
2022-01-11,41.0,42.49,40.91,41.71,425715.0
2022-01-12,41.74,41.9,40.6415,41.22,403889.0
2022-01-13,41.51,42.92,41.2106,41.96,349989.0
2022-01-14,41.1,42.295,40.62,42.2,454657.0
2022-01-15,41.1,42.295,40.62,42.2,454657.0
2022-01-16,41.1,42.295,40.62,42.2,454657.0
2022-01-17,41.1,42.295,40.62,42.2,454657.0
2022-01-18,42.1,43.07,40.28,40.56,422463.0
2022-01-19,40.71,40.765,39.22,40.0,381445.0
2022-01-20,40.34,40.5,38.79,38.94,374150.0
2022-01-21,38.12,38.23,35.62,35.97,482488.0
2022-01-22,38.12,38.23,35.62,35.97,482488.0
2022-01-23,38.12,38.23,35.62,35.97,482488.0
2022-01-24,35.15,37.32,34.165,37.27,483943.0
2022-01-25,36.34,39.11,36.34,38.73,461608.0
2022-01-26,39.4,39.96,38.1,38.27,486179.0
2022-01-27,38.67,39.41,38.14,38.56,396832.0
2022-01-28,38.66,40.21,38.06,40.16,428478.0
2022-01-29,38.66,40.21,38.06,40.16,428478.0
2022-01-30,38.66,40.21,38.06,40.16,428478.0
2022-01-31,39.94,43.4,39.775,42.63,848191.0
2022-02-01,42.5,43.81,41.76,42.02,495557.0
2022-02-02,41.82,42.45,40.86,41.2,268239.0
2022-02-03,40.53,41.75,40.21,40.51,268810.0
2022-02-04,40.07,40.91,38.77,40.12,348008.0
2022-02-05,40.07,40.91,38.77,40.12,348008.0
2022-02-06,40.07,40.91,38.77,40.12,348008.0
2022-02-07,40.12,40.44,38.75,39.69,292155.0
2022-02-08,40.02,42.04,40.02,41.5,346471.0
2022-02-09,41.65,42.84,41.632,42.77,185374.0
2022-02-10,42.16,43.96,41.6949,42.98,276971.0
2022-02-11,42.98,44.42,42.67,43.36,271153.0
2022-02-12,42.98,44.42,42.67,43.36,271153.0
2022-02-13,42.98,44.42,42.67,43.36,271153.0
2022-02-14,43.3,44.18,42.25,42.33,291742.0
2022-02-15,43.12,44.66,42.55,44.66,346653.0
2022-02-16,39.62,40.71,34.68,37.95,1520872.0
2022-02-17,36.66,38.92,36.5895,37.41,496216.0
2022-02-18,37.1,39.59,37.1,38.5,389273.0
2022-02-19,37.1,39.59,37.1,38.5,389273.0
2022-02-20,37.1,39.59,37.1,38.5,389273.0
2022-02-21,37.1,39.59,37.1,38.5,389273.0
2022-02-22,37.4,39.6,37.32,37.57,408266.0
2022-02-23,38.43,40.6,38.32,40.03,677435.0
2022-02-24,38.42,41.15,38.24,41.06,402260.0
2022-02-25,41.04,41.95,39.863,40.86,339151.0
2022-02-26,41.04,41.95,39.863,40.86,339151.0
2022-02-27,41.04,41.95,39.863,40.86,339151.0
2022-02-28,39.98,42.52,39.98,41.45,522233.0
2022-03-01,41.45,41.93,39.87,41.25,1801541.0
2022-03-02,41.23,43.82,41.175,43.44,449264.0
2022-03-03,43.63,44.05,40.995,42.5,346948.0
2022-03-04,42.09,42.98,41.26,41.83,325157.0
2022-03-05,42.09,42.98,41.26,41.83,325157.0
2022-03-06,42.09,42.98,41.26,41.83,325157.0
2022-03-07,41.85,42.809,39.8,39.96,985347.0
2022-03-08,40.13,40.9975,38.82,38.85,894167.0
2022-03-09,39.6,40.25,38.83,38.89,499849.0
2022-03-10,38.24,39.89,37.15,39.72,694127.0
2022-03-11,40.0,40.15,38.45,38.5,665811.0
2022-03-12,40.0,40.15,38.45,38.5,665811.0
2022-03-13,40.0,40.15,38.45,38.5,665811.0
2022-03-14,38.67,41.27,38.01,41.19,460586.0
2022-03-15,41.27,42.36,37.01,38.81,858830.0
2022-03-16,39.16,40.24,38.45,39.85,516610.0
2022-03-17,39.42,40.545,38.95,40.34,284715.0
2022-03-18,40.01,40.65,39.49,40.5,510875.0
2022-03-19,40.01,40.65,39.49,40.5,510875.0
2022-03-20,40.01,40.65,39.49,40.5,510875.0
2022-03-21,40.54,40.86,38.5688,38.98,433691.0
2022-03-22,39.3,40.06,38.54,39.79,493102.0
2022-03-23,39.57,41.5465,39.49,40.32,365900.0
2022-03-24,40.62,41.53,40.23,41.43,280284.0
2022-03-25,41.51,42.48,41.25,42.35,416049.0
2022-03-26,41.51,42.48,41.25,42.35,416049.0
2022-03-27,41.51,42.48,41.25,42.35,416049.0
2022-03-28,42.66,42.71,40.9,41.59,494481.0
2022-03-29,42.07,43.74,41.44,43.19,477318.0
2022-03-30,42.06,43.28,42.06,42.69,398784.0
2022-03-31,42.6,42.6,40.53,40.63,329960.0
2022-04-01,40.82,42.49,40.18,41.22,296344.0
2022-04-02,40.82,42.49,40.18,41.22,296344.0
2022-04-03,40.82,42.49,40.18,41.22,296344.0
2022-04-04,41.28,42.21,40.01,42.05,367572.0
2022-04-05,41.99,42.0867,39.13,39.38,374487.0
2022-04-06,38.97,39.11,37.92,38.57,299056.0
2022-04-07,38.68,38.7,36.74,37.58,528889.0
2022-04-08,37.66,38.41,37.29,38.06,283319.0
2022-04-09,37.66,38.41,37.29,38.06,283319.0
2022-04-10,37.66,38.41,37.29,38.06,283319.0
2022-04-11,37.59,39.44,37.355,38.17,300896.0
2022-04-12,38.67,39.46,38.055,38.41,296553.0
2022-04-13,38.66,39.47,38.3988,38.92,285193.0
2022-04-14,39.06,39.285,37.87,38.05,147759.0
2022-04-15,39.06,39.285,37.87,38.05,147759.0
2022-04-16,39.06,39.285,37.87,38.05,147759.0
2022-04-17,39.06,39.285,37.87,38.05,147759.0
2022-04-18,37.64,38.6375,37.27,37.69,286055.0
2022-04-19,38.05,39.9,38.05,39.85,329263.0
2022-04-20,39.82,40.01,36.82,38.12,346704.0
2022-04-21,38.52,38.78,36.32,36.81,299403.0
2022-04-22,36.41,37.04,35.18,35.48,375868.0
2022-04-23,36.41,37.04,35.18,35.48,375868.0
2022-04-24,36.41,37.04,35.18,35.48,375868.0
2022-04-25,35.21,35.955,34.445,35.79,372317.0
2022-04-26,35.27,35.37,33.99,34.0,379525.0
2022-04-27,33.86,34.12,32.61,32.8,510350.0
2022-04-28,32.82,33.77,32.05,33.44,287169.0
2022-04-29,33.17,33.84,32.47,32.63,272920.0
2022-04-30,33.17,33.84,32.47,32.63,272920.0
2022-05-01,33.17,33.84,32.47,32.63,272920.0
2022-05-02,32.72,33.6,32.46,33.34,313316.0
2022-05-03,33.3,34.07,32.175,33.65,260159.0
2022-05-04,33.46,35.54,33.05,35.07,430441.0
2022-05-05,33.28,34.39,32.08,32.95,811425.0
2022-05-06,32.02,32.88,31.69,32.45,658238.0
2022-05-07,32.02,32.88,31.69,32.45,658238.0
2022-05-08,32.02,32.88,31.69,32.45,658238.0
2022-05-09,31.96,32.7,31.1,31.41,532752.0
2022-05-10,32.0,33.44,31.41,32.4,503572.0
2022-05-11,32.53,33.3,31.63,31.83,385179.0
2022-05-12,31.73,34.0,31.545,33.94,597375.0
2022-05-13,34.38,35.93,33.965,35.24,297752.0
2022-05-14,34.38,35.93,33.965,35.24,297752.0
2022-05-15,34.38,35.93,33.965,35.24,297752.0
2022-05-16,35.09,36.87,34.78,35.86,482501.0
2022-05-17,36.5,40.56,36.5,40.39,602392.0
2022-05-18,39.99,41.9,39.32,41.07,1005991.0
2022-05-19,40.43,42.67,39.27,41.81,666530.0
2022-05-20,42.19,42.67,39.74,40.54,414034.0
2022-05-21,42.19,42.67,39.74,40.54,414034.0
2022-05-22,42.19,42.67,39.74,40.54,414034.0
2022-05-23,41.14,41.42,39.46,40.21,440889.0
2022-05-24,39.5,39.5,37.58,38.51,287074.0
2022-05-25,38.42,40.1,38.42,39.94,215677.0
2022-05-26,38.92,39.7,38.03,38.94,786058.0
2022-05-27,39.18,39.76,38.42,39.53,390169.0
2022-05-28,39.18,39.76,38.42,39.53,390169.0
2022-05-29,39.18,39.76,38.42,39.53,390169.0
2022-05-30,39.18,39.76,38.42,39.53,390169.0
2022-05-31,39.11,39.8,38.105,39.26,518366.0
2022-06-01,39.73,39.73,37.435,38.59,1698838.0
2022-06-02,38.69,38.79,37.69,38.09,308872.0
2022-06-03,37.66,37.9095,36.275,36.44,218668.0
2022-06-04,37.66,37.9095,36.275,36.44,218668.0
2022-06-05,37.66,37.9095,36.275,36.44,218668.0
2022-06-06,36.82,36.82,35.545,36.26,335731.0
2022-06-07,35.81,36.76,35.63,36.76,357696.0
2022-06-08,36.41,36.78,35.32,35.7,296733.0
2022-06-09,35.45,35.59,34.49,34.5,258845.0
2022-06-10,33.68,34.26,32.87,33.07,312414.0
2022-06-11,33.68,34.26,32.87,33.07,312414.0
2022-06-12,33.68,34.26,32.87,33.07,312414.0
2022-06-13,31.65,31.97,30.0,30.39,851177.0
2022-06-14,30.66,30.82,29.73,30.28,302492.0
2022-06-15,30.65,31.54,30.26,30.72,351307.0
2022-06-16,29.6,29.6,27.89,28.1,451306.0
2022-06-17,28.26,29.3099,27.36,28.21,624540.0
2022-06-18,28.26,29.3099,27.36,28.21,624540.0
2022-06-19,28.26,29.3099,27.36,28.21,624540.0
2022-06-20,28.26,29.3099,27.36,28.21,624540.0
2022-06-21,28.87,29.255,28.14,28.25,331804.0
2022-06-22,27.87,28.92,27.79,28.76,242581.0
2022-06-23,28.65,28.82,28.16,28.72,297674.0
2022-06-24,28.79,30.89,28.61,30.78,951497.0
2022-06-25,28.79,30.89,28.61,30.78,951497.0
2022-06-26,28.79,30.89,28.61,30.78,951497.0
2022-06-27,31.11,31.18,30.13,30.56,286181.0
2022-06-28,30.98,31.49,30.18,30.31,274660.0
2022-06-29,30.08,30.08,28.81,29.12,449931.0
2022-06-30,28.64,29.46,28.18,29.12,202403.0
2022-07-01,29.12,29.815,28.95,29.47,251478.0
2022-07-02,29.12,29.815,28.95,29.47,251478.0
2022-07-03,29.12,29.815,28.95,29.47,251478.0
2022-07-04,29.12,29.815,28.95,29.47,251478.0
2022-07-05,28.76,29.49,28.16,29.43,446177.0
2022-07-06,29.34,29.56,28.23,28.72,248980.0
2022-07-07,29.07,29.9,29.07,29.58,212364.0
2022-07-08,29.71,30.34,29.17,29.26,183602.0
2022-07-09,29.71,30.34,29.17,29.26,183602.0
2022-07-10,29.71,30.34,29.17,29.26,183602.0
2022-07-11,29.03,29.16,28.04,28.43,296525.0
2022-07-12,28.26,29.57,28.26,29.15,216443.0
2022-07-13,28.91,29.44,28.44,29.24,171111.0
2022-07-14,29.0,29.045,28.225,28.76,163222.0
2022-07-15,29.42,29.73,28.54,29.65,160553.0
2022-07-16,29.42,29.73,28.54,29.65,160553.0
2022-07-17,29.42,29.73,28.54,29.65,160553.0
2022-07-18,29.85,30.62,29.645,29.95,239003.0
2022-07-19,30.55,31.58,30.53,31.2,289641.0
2022-07-20,31.26,32.79,31.25,32.56,187664.0
2022-07-21,31.98,32.84,31.72,32.65,179350.0
2022-07-22,32.54,33.0138,31.97,32.31,184412.0
2022-07-23,32.54,33.0138,31.97,32.31,184412.0
2022-07-24,32.54,33.0138,31.97,32.31,184412.0
2022-07-25,32.35,32.82,31.0,32.27,159177.0
2022-07-26,31.71,31.99,30.88,31.02,189935.0
2022-07-27,31.3,32.13,31.25,31.85,171040.0
2022-07-28,31.84,32.18,30.88,31.91,151839.0
2022-07-29,31.91,31.91,30.47,30.52,307737.0
2022-07-30,31.91,31.91,30.47,30.52,307737.0
2022-07-31,31.91,31.91,30.47,30.52,307737.0
2022-08-01,30.27,31.18,29.83,31.13,276286.0
2022-08-02,31.09,32.155,30.9635,31.6,182700.0
2022-08-03,32.09,32.83,31.22,32.59,269173.0
2022-08-04,32.42,33.355,32.42,33.15,233134.0
2022-08-05,29.68,30.25,27.785,28.93,551927.0
2022-08-06,29.68,30.25,27.785,28.93,551927.0
2022-08-07,29.68,30.25,27.785,28.93,551927.0
2022-08-08,28.91,30.7099,28.91,30.23,466111.0
2022-08-09,30.23,30.37,29.15,29.44,362088.0
2022-08-10,29.98,30.73,29.56,29.96,268543.0
2022-08-11,30.38,31.7,30.38,30.47,444273.0
2022-08-12,30.92,30.92,29.85,30.48,349440.0
2022-08-13,30.92,30.92,29.85,30.48,349440.0
2022-08-14,30.92,30.92,29.85,30.48,349440.0
2022-08-15,30.16,31.255,29.72,30.98,307163.0
2022-08-16,30.85,31.38,30.16,31.11,261014.0
2022-08-17,30.65,30.65,28.935,28.99,266031.0
2022-08-18,28.86,28.86,28.11,28.7,248541.0
2022-08-19,28.22,28.6,28.0,28.27,254695.0
2022-08-20,28.22,28.6,28.0,28.27,254695.0
2022-08-21,28.22,28.6,28.0,28.27,254695.0
2022-08-22,27.71,27.71,25.92,26.16,369545.0
2022-08-23,26.28,26.73,25.99,26.28,272362.0
2022-08-24,26.73,27.7,26.38,27.46,427240.0
2022-08-25,27.46,28.79,27.46,28.45,341809.0
2022-08-26,28.38,28.8,27.62,27.62,397747.0
2022-08-27,28.38,28.8,27.62,27.62,397747.0
2022-08-28,28.38,28.8,27.62,27.62,397747.0
2022-08-29,27.25,27.99,26.88,27.21,339201.0
2022-08-30,27.35,27.755,26.75,27.12,1516394.0
2022-08-31,27.12,27.2,26.71,26.79,333744.0
2022-09-01,26.31,26.81,25.96,25.99,521532.0
2022-09-02,26.53,26.53,25.28,25.32,372415.0
2022-09-03,26.53,26.53,25.28,25.32,372415.0
2022-09-04,26.53,26.53,25.28,25.32,372415.0
2022-09-05,26.53,26.53,25.28,25.32,372415.0
2022-09-06,25.45,25.63,24.28,24.33,444762.0
2022-09-07,24.2,24.32,23.79,24.07,406955.0
2022-09-08,23.95,24.3,23.5,23.92,260624.0
2022-09-09,24.02,25.365,24.02,25.3,249912.0
2022-09-10,24.02,25.365,24.02,25.3,249912.0
2022-09-11,24.02,25.365,24.02,25.3,249912.0
2022-09-12,25.66,26.04,25.2169,25.48,267331.0
2022-09-13,24.33,24.81,23.71,23.77,427482.0
2022-09-14,23.75,24.02,22.7,23.5,306817.0
2022-09-15,23.35,24.04,23.06,23.54,309927.0
2022-09-16,23.36,23.62,22.915,23.46,979060.0
2022-09-17,23.36,23.62,22.915,23.46,979060.0
2022-09-18,23.36,23.62,22.915,23.46,979060.0
2022-09-19,23.26,24.02,23.26,23.8,248339.0
2022-09-20,23.59,23.63,23.1688,23.26,188902.0
2022-09-21,23.24,23.46,21.98,21.98,529541.0
2022-09-22,21.98,21.98,21.3,21.43,277946.0
2022-09-23,21.01,21.41,20.71,21.38,391932.0
2022-09-24,21.01,21.41,20.71,21.38,391932.0
2022-09-25,21.01,21.41,20.71,21.38,391932.0
2022-09-26,21.26,21.5,20.44,20.48,319660.0
2022-09-27,20.59,21.06,19.91,20.25,376761.0
2022-09-28,20.43,21.62,20.43,21.37,422758.0
2022-09-29,20.82,20.825,20.1636,20.68,355935.0
2022-09-30,20.73,21.16,20.29,20.3,503496.0
2022-10-01,20.73,21.16,20.29,20.3,503496.0
2022-10-02,20.73,21.16,20.29,20.3,503496.0
2022-10-03,21.01,21.3456,20.57,21.18,388258.0
2022-10-04,21.16,21.99,21.14,21.97,440817.0
2022-10-05,21.59,21.82,21.045,21.55,503501.0
2022-10-06,21.49,21.85,21.14,21.51,444280.0
2022-10-07,21.2,21.41,20.72,21.12,475532.0
2022-10-08,21.2,21.41,20.72,21.12,475532.0
2022-10-09,21.2,21.41,20.72,21.12,475532.0
2022-10-10,21.18,21.73,20.87,21.51,275717.0
2022-10-11,21.28,21.63,20.825,21.25,781206.0
2022-10-12,21.14,21.64,20.774,21.46,442778.0
2022-10-13,21.13,22.29,20.82,22.25,338401.0
2022-10-14,22.49,22.51,21.81,21.93,219319.0
2022-10-15,22.49,22.51,21.81,21.93,219319.0
2022-10-16,22.49,22.51,21.81,21.93,219319.0
2022-10-17,22.27,23.0,22.27,22.52,412672.0
2022-10-18,22.98,23.24,22.27,22.41,500479.0
2022-10-19,22.5,22.82,21.955,22.07,341747.0
2022-10-20,21.94,22.31,21.62,22.05,392979.0
2022-10-21,22.12,22.65,21.94,22.21,233406.0
2022-10-22,22.12,22.65,21.94,22.21,233406.0
2022-10-23,22.12,22.65,21.94,22.21,233406.0
2022-10-24,22.35,22.53,21.96,22.01,307409.0
2022-10-25,21.77,22.7701,21.77,22.46,282683.0
2022-10-26,22.58,22.82,21.975,22.0,384987.0
2022-10-27,22.04,22.45,21.88,22.03,476653.0
2022-10-28,22.0,22.78,21.88,22.66,320528.0
2022-10-29,22.0,22.78,21.88,22.66,320528.0
2022-10-30,22.0,22.78,21.88,22.66,320528.0
2022-10-31,22.51,23.04,21.86,22.51,355660.0
2022-11-01,22.94,23.6699,22.82,23.3,324052.0
2022-11-02,22.98,22.98,21.72,21.74,442618.0
2022-11-03,21.48,21.48,20.61,20.84,329541.0
2022-11-04,21.57,21.69,18.28,18.39,696683.0
2022-11-05,21.57,21.69,18.28,18.39,696683.0
2022-11-06,21.57,21.69,18.28,18.39,696683.0
2022-11-07,18.21,18.9224,17.9,18.59,562566.0
2022-11-08,18.83,20.09,18.58,19.19,532847.0
2022-11-09,18.78,18.83,17.45,17.75,558441.0
2022-11-10,18.73,19.26,18.455,19.26,495251.0
2022-11-11,19.35,22.36,19.35,21.7,494527.0
2022-11-12,19.35,22.36,19.35,21.7,494527.0
2022-11-13,19.35,22.36,19.35,21.7,494527.0
2022-11-14,21.45,21.999,20.98,21.0,306215.0
2022-11-15,21.61,22.23,21.44,21.49,409524.0
2022-11-16,21.4,21.4,20.19,20.5,296357.0
2022-11-17,20.46,20.84,19.95,20.77,230732.0
2022-11-18,21.31,21.7265,20.52,20.82,276287.0
2022-11-19,21.31,21.7265,20.52,20.82,276287.0
2022-11-20,21.31,21.7265,20.52,20.82,276287.0
2022-11-21,20.97,21.15,19.9662,20.49,306221.0
2022-11-22,20.48,20.849,20.16,20.77,316908.0
2022-11-23,20.79,21.26,20.67,21.02,215167.0
2022-11-24,20.79,21.26,20.67,21.02,215167.0
2022-11-25,21.0,21.25,20.48,20.91,275230.0
2022-11-26,21.0,21.25,20.48,20.91,275230.0
2022-11-27,21.0,21.25,20.48,20.91,275230.0
2022-11-28,20.53,20.83,20.18,20.58,482016.0
2022-11-29,19.53,20.71,18.39,19.48,1983909.0
2022-11-30,19.71,20.005,18.88,19.96,817200.0
2022-12-01,19.97,20.47,19.64,19.84,420689.0
2022-12-02,19.49,19.605,19.05,19.23,407347.0
2022-12-03,19.49,19.605,19.05,19.23,407347.0
2022-12-04,19.49,19.605,19.05,19.23,407347.0
2022-12-05,19.07,19.08,18.7,18.76,439097.0
2022-12-06,18.77,18.845,17.73,17.92,737903.0
2022-12-07,17.86,18.015,17.18,17.41,502702.0
2022-12-08,17.45,18.07,17.24,17.72,323588.0
2022-12-09,17.45,17.955,17.32,17.87,324942.0
2022-12-10,17.45,17.955,17.32,17.87,324942.0
2022-12-11,17.45,17.955,17.32,17.87,324942.0
2022-12-12,17.88,18.95,17.88,18.7,512008.0
2022-12-13,19.51,20.0,18.44,18.54,489474.0
2022-12-14,18.33,18.76,18.09,18.33,493673.0
2022-12-15,17.91,17.9819,16.96,17.04,442411.0
2022-12-16,16.76,17.069,16.45,16.78,1057439.0
2022-12-17,16.76,17.069,16.45,16.78,1057439.0
2022-12-18,16.76,17.069,16.45,16.78,1057439.0
2022-12-19,16.68,16.68,15.511,15.67,716480.0
2022-12-20,15.55,16.01,15.37,15.64,623305.0
2022-12-21,15.66,15.99,15.19,15.26,458405.0
2022-12-22,15.02,15.67,14.59,15.64,610078.0
2022-12-23,15.56,15.77,15.38,15.55,408880.0
2022-12-24,15.56,15.77,15.38,15.55,408880.0
2022-12-25,15.56,15.77,15.38,15.55,408880.0
2022-12-26,15.56,15.77,15.38,15.55,408880.0
2022-12-27,15.51,15.715,14.95,15.55,358716.0
2022-12-28,15.48,15.64,14.45,14.48,481777.0
2022-12-29,14.64,15.653,14.64,15.44,524790.0
2022-12-30,15.21,15.69,15.0983,15.67,444408.0
2022-12-31,15.21,15.69,15.0983,15.67,444408.0
2023-01-01,15.21,15.69,15.0983,15.67,444408.0
2023-01-02,15.21,15.69,15.0983,15.67,444408.0
2023-01-03,15.93,16.29,15.64,15.9,597919.0
2023-01-04,16.2,16.99,16.07,16.78,602391.0
2023-01-05,16.65,17.04,16.3915,16.97,327995.0
2023-01-06,17.12,17.26,16.8,17.01,304663.0
2023-01-07,17.12,17.26,16.8,17.01,304663.0
2023-01-08,17.12,17.26,16.8,17.01,304663.0
2023-01-09,17.17,17.7105,17.03,17.34,350156.0
2023-01-10,17.27,17.71,17.22,17.66,278477.0
2023-01-11,17.76,17.96,17.4,17.66,292770.0
2023-01-12,17.88,18.2,17.74,17.87,337702.0
2023-01-13,17.68,17.68,17.33,17.58,388216.0
2023-01-14,17.68,17.68,17.33,17.58,388216.0
2023-01-15,17.68,17.68,17.33,17.58,388216.0
